Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,
All Timesteps RMSE,0.0115418,0.00822727,0,0,0,0,0,0,0.0108024,0.0188133,0.0180818,0.00909723,0,0,0.00882102,0,0.0182512,0.00503002,0.0470029,0.0336501,0.0109753,0.0421101,0.0163398,0.0140734,0.0200203,0.0313317,0.021045,0.0142621,0.0218814,0.0218669,0.0101433,0.0195368,0.0151264,0.0108713,0.00801137,0.003666,0.0124345,0.0180975,0.0101753,0.00727914,0.0109848,0,0,0.0116278,0,0.0168329,0.00551466,0.0424431,0.0100749,0.0182991,0.0131784,0.017875,0.0204831,0.00711593,0.0251649,0.00912218,0.00631368,0.00997432,0.0280185,0.0100768,0.0100712,0.0123621,0.0128322,0.00763689,0.00671322,0.0111146,0.0102764,0,0,0,0,0,0,0,0,0
0,0.0178571,0.0134334,0,0,0,0,0,0,0.00668076,0.0169627,0.0267169,0.00880948,0,0,0.0155807,0,0.0164451,0.00534805,0.0385185,0.044431,0.0136661,0.0240368,0.028956,0.016211,0.0217073,0.0296444,0.023622,0.0199243,0.0173177,0.0164281,0.00770052,0.023508,0.0093363,0.0108767,0.00543463,0.00325202,0.0100664,0.0171513,0.00848296,0.00589277,0.0147775,0,0,0.00460214,0,0.016361,0.00870898,0.0408759,0.00705037,0.0154353,0.0100959,0.0309584,0.0289573,0.00572928,0.0289938,0.00735795,0.00610385,0.00999746,0.0346358,0.00964996,0.0108809,0.0114573,0.021891,0.0103387,0.00683524,0.0142198,0.0162581,0,0,0,0,0,0,0,0,0
1,0.0181424,0.0137281,0,0,0,0,0,0,0.00685445,0.0167758,0.027293,0.00905387,0,0,0.0159457,0,0.0165993,0.00537307,0.0387322,0.0452939,0.0137414,0.0242089,0.0291875,0.0158424,0.0216991,0.029942,0.0235918,0.0199988,0.0171714,0.0163169,0.0077329,0.023432,0.00931851,0.0116393,0.00550028,0.00318801,0.0113039,0.0171479,0.00897464,0.00627209,0.0152908,0,0,0.00472172,0,0.0163563,0.00885049,0.0409399,0.00738177,0.0157802,0.0103391,0.0310422,0.0300597,0.00579956,0.0288975,0.00708353,0.00609406,0.0105475,0.0345098,0.0101665,0.0115683,0.0129783,0.0225352,0.0105466,0.00693213,0.0144438,0.0165038,0,0,0,0,0,0,0,0,0
2,0.018557,0.0142023,0,0,0,0,0,0,0.0068899,0.0165801,0.0274491,0.00939377,0,0,0.0161574,0,0.0167479,0.0054709,0.0389958,0.0456359,0.013904,0.0242339,0.0296105,0.0161866,0.0218637,0.0300865,0.0235695,0.0201837,0.0171571,0.0163053,0.00775025,0.0234044,0.00926639,0.0119419,0.00563218,0.0032191,0.0118084,0.0171136,0.00938012,0.00683222,0.0158295,0,0,0.00464482,0,0.0163716,0.00880031,0.0410525,0.007842,0.0161052,0.0107376,0.0312076,0.0312579,0.00577748,0.0287424,0.00726076,0.00597876,0.0114033,0.0347347,0.0106796,0.0125048,0.0138155,0.0229695,0.0106476,0.0069717,0.0147394,0.0167628,0,0,0,0,0,0,0,0,0
3,0.01886,0.0146011,0,0,0,0,0,0,0.00702142,0.0163784,0.0274371,0.0097376,0,0,0.0163017,0,0.0169681,0.00556598,0.0392877,0.0457941,0.0140613,0.0242433,0.0300591,0.0167222,0.02206,0.0301541,0.0235145,0.0203653,0.017193,0.0163376,0.00776209,0.0233962,0.00934048,0.0119698,0.00581028,0.00318777,0.012211,0.0170877,0.0095094,0.00740486,0.0162546,0,0,0.00459342,0,0.0163876,0.00874462,0.0411109,0.00792376,0.0163686,0.0110792,0.0314095,0.0325213,0.00564763,0.0284815,0.0075317,0.00576862,0.0120532,0.0347731,0.010991,0.0132751,0.0144236,0.0236979,0.0107014,0.00697083,0.0149817,0.0169041,0,0,0,0,0,0,0,0,0
4,0.0190542,0.0148785,0,0,0,0,0,0,0.00708916,0.0163178,0.0273486,0.00996149,0,0,0.0163795,0,0.0170222,0.00570111,0.0395741,0.0457949,0.0142639,0.0241219,0.0304299,0.017307,0.0221078,0.0300396,0.0233768,0.0205739,0.0171725,0.0163293,0.00778369,0.0233734,0.00943326,0.0120937,0.00592878,0.00324978,0.0127358,0.0170931,0.00937556,0.00776195,0.0165926,0,0,0.00457878,0,0.0164588,0.00860393,0.0411461,0.00774993,0.0165945,0.011174,0.0316327,0.0336574,0.00545726,0.0282093,0.00756903,0.0055195,0.0123316,0.0347823,0.011052,0.0136338,0.0150537,0.0246355,0.0106564,0.00699693,0.0151708,0.0169971,0,0,0,0,0,0,0,0,0
5,0.0190695,0.0149445,0,0,0,0,0,0,0.00705146,0.01629,0.0272357,0.0101402,0,0,0.0162851,0,0.0170767,0.0057255,0.039762,0.0457052,0.0144579,0.0242617,0.0308438,0.0176728,0.0220945,0.0299216,0.0231884,0.0207258,0.017169,0.0162943,0.00780511,0.0233499,0.00944316,0.0123155,0.00604761,0.00327583,0.0133076,0.0171336,0.00912518,0.00797553,0.0167725,0,0,0.00454272,0,0.0165209,0.00834325,0.0412047,0.00740446,0.0167668,0.011269,0.0319667,0.0346208,0.00522793,0.0280034,0.00728413,0.00525363,0.0123418,0.0348238,0.0109757,0.0136617,0.0155959,0.0253299,0.010581,0.00696688,0.0151671,0.0169945,0,0,0,0,0,0,0,0,0
6,0.0189339,0.0148271,0,0,0,0,0,0,0.0070377,0.0162003,0.0270621,0.0102603,0,0,0.0160325,0,0.017206,0.00567434,0.0397567,0.0455438,0.0146116,0.0243257,0.0312473,0.0178264,0.0221423,0.0298283,0.0230082,0.0208436,0.0171969,0.0163236,0.00785336,0.0233761,0.00955114,0.0126122,0.00616276,0.0032951,0.0138557,0.0171225,0.00894291,0.00806472,0.0167986,0,0,0.0044381,0,0.0164928,0.00811115,0.0413033,0.00710366,0.0168209,0.0111753,0.0323712,0.035315,0.0049805,0.0279447,0.00681636,0.00500574,0.0121499,0.0348649,0.0108691,0.0133875,0.0160152,0.0257055,0.0104905,0.00699186,0.0149981,0.0168425,0,0,0,0,0,0,0,0,0
7,0.0185895,0.01448,0,0,0,0,0,0,0.00694735,0.0161053,0.0268571,0.0102813,0,0,0.0157454,0,0.0173912,0.00572573,0.0395982,0.0453215,0.0146703,0.0242832,0.0315397,0.0177569,0.0221549,0.0296684,0.0229471,0.0209104,0.0172001,0.0164984,0.00792985,0.0234417,0.00968221,0.012597,0.00629547,0.00329657,0.014184,0.0171518,0.00883464,0.00805506,0.0165985,0,0,0.00432385,0,0.016451,0.00781434,0.0413797,0.00693708,0.0168324,0.0111298,0.0327444,0.0357388,0.00480641,0.0279973,0.00647328,0.0048887,0.0120039,0.0348502,0.0108524,0.0131041,0.0162209,0.0256857,0.0103688,0.00699381,0.0146236,0.0164765,0,0,0,0,0,0,0,0,0
8,0.0183103,0.0143252,0,0,0,0,0,0,0.00685528,0.0162455,0.0266151,0.010004,0,0,0.0151719,0,0.017392,0.00569692,0.0394825,0.044992,0.0145512,0.024201,0.0313363,0.0170649,0.022056,0.0294737,0.0230783,0.0208722,0.0172225,0.016672,0.00799078,0.0235515,0.00973219,0.0120239,0.00637432,0.00329298,0.014367,0.0171166,0.00882989,0.00773397,0.0167588,0,0,0.00466408,0,0.016537,0.00760152,0.0413835,0.00693766,0.0166227,0.0111059,0.0326643,0.0365133,0.00472651,0.0280664,0.00642306,0.00492412,0.0119912,0.035108,0.0109369,0.0129918,0.0163118,0.0258475,0.0102235,0.0069145,0.0146217,0.0161743,0,0,0,0,0,0,0,0,0
9,0.017886,0.0141062,0,0,0,0,0,0,0.00674108,0.01645,0.0263975,0.00979548,0,0,0.0145615,0,0.0172585,0.00576296,0.0394427,0.0446565,0.0144524,0.0240733,0.0311215,0.0161993,0.0218684,0.0292283,0.022856,0.020752,0.0172559,0.0167294,0.00805302,0.02365,0.00968902,0.0116246,0.00638651,0.0034204,0.0144342,0.0171065,0.00886227,0.00746362,0.016734,0,0,0.00501893,0,0.0166043,0.00741776,0.0413014,0.00703934,0.0164908,0.0111116,0.0325395,0.0370014,0.00480384,0.0282067,0.00657208,0.00510486,0.0120218,0.0354968,0.011033,0.0129627,0.016316,0.026014,0.0101061,0.00682028,0.0145287,0.0158224,0,0,0,0,0,0,0,0,0
10,0.0173544,0.0138763,0,0,0,0,0,0,0.00663327,0.0165949,0.0262193,0.00960124,0,0,0.0138262,0,0.0172397,0.00579376,0.0394484,0.0443616,0.0143602,0.0240167,0.0308951,0.0152284,0.0217748,0.0290572,0.0224639,0.0206144,0.0173375,0.0167579,0.00811436,0.0237578,0.00965538,0.0111318,0.00641684,0.00347492,0.0143575,0.0170515,0.00890629,0.00720881,0.0165556,0,0,0.00544761,0,0.0166209,0.0073075,0.0411709,0.00722278,0.0163898,0.011065,0.0323207,0.0371998,0.00491847,0.02831,0.00649264,0.00527732,0.0121519,0.0357146,0.0111369,0.0130196,0.0161845,0.0260233,0.0100308,0.00677124,0.0143493,0.0153679,0,0,0,0,0,0,0,0,0
11,0.0166513,0.0135716,0,0,0,0,0,0,0.00653587,0.0166988,0.0260487,0.00950318,0,0,0.0131284,0,0.0173659,0.00578423,0.0394877,0.0441002,0.0143101,0.0240428,0.0307157,0.0141793,0.0217609,0.0289686,0.0223216,0.020497,0.0174291,0.0167919,0.00813666,0.0238448,0.0095859,0.0105062,0.00647208,0.00346811,0.0141164,0.0170208,0.0089223,0.00705602,0.0162081,0,0,0.00588646,0,0.0166312,0.00728298,0.0410782,0.00739963,0.0163578,0.0111057,0.0320747,0.0372951,0.00499791,0.0283665,0.00673574,0.00548131,0.0123002,0.0359672,0.0111942,0.0131135,0.0159282,0.0259356,0.00996462,0.00672263,0.0140787,0.0147491,0,0,0,0,0,0,0,0,0
12,0.0159062,0.0132669,0,0,0,0,0,0,0.00658111,0.0167702,0.0259092,0.00947872,0,0,0.0125297,0,0.0174624,0.0059435,0.0395605,0.0438888,0.0143069,0.024151,0.0304873,0.0132598,0.0217286,0.029004,0.0221856,0.0203695,0.0174839,0.0168449,0.00813873,0.0239609,0.00945772,0.0099097,0.00655841,0.00349989,0.0135715,0.0169725,0.0089672,0.00693983,0.0158386,0,0,0.00630617,0,0.0166664,0.00730885,0.0410069,0.00761037,0.0163722,0.0112183,0.0317568,0.0373042,0.00499346,0.0283701,0.00686685,0.00565771,0.0124662,0.0361498,0.0113417,0.0133161,0.0153184,0.0256381,0.00985527,0.00671622,0.0138115,0.0140399,0,0,0,0,0,0,0,0,0
13,0.0151973,0.0129954,0,0,0,0,0,0,0.00670733,0.0168252,0.0258461,0.00957654,0,0,0.0120034,0,0.0174561,0.0061457,0.0396341,0.0437567,0.0143173,0.024208,0.030269,0.0124073,0.0217282,0.0291451,0.022059,0.0202545,0.0174759,0.0168353,0.00814252,0.0240309,0.00912706,0.00942862,0.00661018,0.00354969,0.0128374,0.0168721,0.00897181,0.00687521,0.0155681,0,0,0.0066816,0,0.0166677,0.00736002,0.0409052,0.00775919,0.0164109,0.0112928,0.0314675,0.0371646,0.00498794,0.0283679,0.0067696,0.0058164,0.0126148,0.0362733,0.0114761,0.0134678,0.014467,0.0252251,0.0097739,0.00670852,0.0135477,0.013319,0,0,0,0,0,0,0,0,0
14,0.0145296,0.0127159,0,0,0,0,0,0,0.00682068,0.0169007,0.0257849,0.00979017,0,0,0.0115116,0,0.0173843,0.00628955,0.0396644,0.0436009,0.0143679,0.0241874,0.0300483,0.0116261,0.0218701,0.0293928,0.0219404,0.0201696,0.0174507,0.0168519,0.00815008,0.0241084,0.0087878,0.00902889,0.00661814,0.00362873,0.0123679,0.0168117,0.00895967,0.00678029,0.0154185,0,0,0.00699462,0,0.0167064,0.00738671,0.0407799,0.00792193,0.0163992,0.011213,0.031195,0.0369127,0.0049992,0.0284078,0.00657177,0.00590535,0.0126274,0.0363694,0.0114926,0.0134236,0.013887,0.0247095,0.0096633,0.00663823,0.0132864,0.0126291,0,0,0,0,0,0,0,0,0
15,0.0139452,0.0124748,0,0,0,0,0,0,0.00691253,0.016959,0.0256923,0.00991376,0,0,0.0110471,0,0.0173774,0.00627326,0.0396693,0.0433742,0.0144418,0.0240286,0.0298649,0.0109439,0.0220822,0.0297169,0.0218469,0.0201199,0.0174626,0.0168329,0.0081697,0.024223,0.00853971,0.0085836,0.00662098,0.00369812,0.0118804,0.0167264,0.00900368,0.00670005,0.0152547,0,0,0.00720221,0,0.0167139,0.00742449,0.0406746,0.00812204,0.0163945,0.0111364,0.0309822,0.0365801,0.00503435,0.0284415,0.00648211,0.00594506,0.0126431,0.0363513,0.0115383,0.0133812,0.0132643,0.0242722,0.00957554,0.00663626,0.0130514,0.0120319,0,0,0,0,0,0,0,0,0
16,0.0134236,0.012278,0,0,0,0,0,0,0.00687152,0.0169662,0.0255233,0.00995305,0,0,0.0105933,0,0.0174059,0.00626192,0.0396797,0.0430348,0.0145201,0.0239297,0.029793,0.0103879,0.0221908,0.0299073,0.0217186,0.0200726,0.0175002,0.0168595,0.00819221,0.02435,0.00834921,0.00801427,0.0066361,0.00372607,0.0113318,0.0166385,0.00909107,0.00669046,0.015084,0,0,0.00726155,0,0.0167146,0.00751164,0.0406051,0.00833746,0.0164052,0.0110939,0.0308979,0.036236,0.00502567,0.0284583,0.00653924,0.00595363,0.0126661,0.0362246,0.0116064,0.013389,0.0126088,0.0238286,0.00954041,0.00666412,0.0128144,0.0115174,0,0,0,0,0,0,0,0,0
17,0.0129565,0.0121057,0,0,0,0,0,0,0.00676748,0.0169431,0.0253124,0.00999239,0,0,0.0101087,0,0.0174463,0.00627218,0.0396738,0.0426408,0.0146131,0.0239026,0.0298744,0.00996351,0.0222244,0.0300497,0.0216502,0.0200492,0.0175462,0.0169501,0.0082275,0.0244475,0.00819867,0.00744179,0.00664247,0.00372808,0.0108444,0.0165785,0.0091484,0.00681973,0.0151357,0,0,0.00721324,0,0.0167264,0.00759192,0.0405706,0.00847835,0.0164375,0.0110534,0.0309719,0.035955,0.0050278,0.0285249,0.00665629,0.0059653,0.0126405,0.0362841,0.011628,0.0133688,0.0120733,0.0235943,0.00952409,0.00666942,0.0125967,0.0110732,0,0,0,0,0,0,0,0,0
18,0.0125089,0.011941,0,0,0,0,0,0,0.00669404,0.0169128,0.0251403,0.0100512,0,0,0.00959361,0,0.0175165,0.00611644,0.0396599,0.042206,0.0146994,0.023822,0.0300919,0.00961355,0.0222566,0.0301225,0.0215533,0.0200581,0.0175886,0.0170456,0.00828724,0.0245335,0.00811621,0.00704136,0.00666256,0.00368694,0.0103358,0.0165299,0.00921585,0.00702437,0.0151839,0,0,0.00703664,0,0.0167388,0.00763688,0.0405634,0.00857863,0.0164206,0.0110213,0.0312259,0.0357341,0.00505557,0.0285393,0.00660624,0.00597232,0.0127153,0.0361838,0.0117208,0.0134272,0.0114313,0.0233102,0.00952192,0.00669083,0.0123849,0.0106903,0,0,0,0,0,0,0,0,0
19,0.0121268,0.0117906,0,0,0,0,0,0,0.00658983,0.0168974,0.0249755,0.0101282,0,0,0.0091424,0,0.0175429,0.00599069,0.0396358,0.041821,0.0147884,0.0237739,0.030342,0.00939063,0.0223083,0.03014,0.0213262,0.0200435,0.0176239,0.0171664,0.00835537,0.0245699,0.00798447,0.00681907,0.00664389,0.00364694,0.00998078,0.0164789,0.00919099,0.00730304,0.0151557,0,0,0.00689415,0,0.0167593,0.00768201,0.0405824,0.0086572,0.0164099,0.0110142,0.0315536,0.0356024,0.00512858,0.0285793,0.00652857,0.00596773,0.0127588,0.0362814,0.011805,0.0134523,0.0109436,0.0230761,0.00956708,0.00671793,0.0121642,0.010395,0,0,0,0,0,0,0,0,0
20,0.0117777,0.0116896,0,0,0,0,0,0,0.00645638,0.0169029,0.0248597,0.0101013,0,0,0.00883649,0,0.0175175,0.00583599,0.0395262,0.0415824,0.0148384,0.0237364,0.0304457,0.00929073,0.0222428,0.0301207,0.0210302,0.0199677,0.0176638,0.0173146,0.00843946,0.0246534,0.00790227,0.00677784,0.00659008,0.0036271,0.00981561,0.0164263,0.00929139,0.00740213,0.0150679,0,0,0.00684489,0,0.0167981,0.00774842,0.0406171,0.00875127,0.0165741,0.0109042,0.0317003,0.0354495,0.00511563,0.0285693,0.0064592,0.00587079,0.0128643,0.0362003,0.0119455,0.0135413,0.0107389,0.0230272,0.00956818,0.0066989,0.0120174,0.0101267,0,0,0,0,0,0,0,0,0
21,0.0116494,0.0117332,0,0,0,0,0,0,0.00645771,0.0168917,0.0248034,0.00983985,0,0,0.00872444,0,0.0174293,0.00574393,0.0392362,0.0414544,0.0147936,0.0236249,0.030096,0.00945256,0.022252,0.0300608,0.0210277,0.0198478,0.0177284,0.0174207,0.0085396,0.0248023,0.00789044,0.00691378,0.0065514,0.00361002,0.00990771,0.0163444,0.00947032,0.00712699,0.0151864,0,0,0.00706144,0,0.0169105,0.00785758,0.0406555,0.00892003,0.0169237,0.0107626,0.031226,0.035648,0.00504957,0.0284821,0.00644556,0.00573725,0.0130421,0.0361923,0.0121089,0.0137257,0.010882,0.0232184,0.00952885,0.00663926,0.0121289,0.00996225,0,0,0,0,0,0,0,0,0
22,0.0114464,0.0117142,0,0,0,0,0,0,0.00648671,0.0169223,0.0248397,0.00970722,0,0,0.00854769,0,0.0173115,0.00559924,0.0389055,0.0414132,0.0147855,0.0235415,0.0299157,0.00969191,0.0222204,0.0300073,0.0209959,0.0197899,0.0177437,0.017399,0.00860313,0.0249303,0.00780311,0.0070832,0.00653997,0.00351236,0.00983042,0.0162776,0.00958774,0.00700437,0.0153769,0,0,0.0072402,0,0.0169872,0.00788535,0.0407116,0.00912141,0.0172046,0.0107422,0.0308277,0.0358591,0.00502666,0.0284456,0.00647611,0.00566246,0.0131898,0.0362123,0.0122309,0.013894,0.0108431,0.0233337,0.00950796,0.00654867,0.0121013,0.00975987,0,0,0,0,0,0,0,0,0
23,0.0107169,0.0112942,0,0,0,0,0,0,0.00662489,0.016859,0.0249515,0.0095866,0,0,0.00857637,0,0.0173919,0.00566782,0.0387319,0.04147,0.0147324,0.0235375,0.0297591,0.00987791,0.0222044,0.0300297,0.0209645,0.0197657,0.0177661,0.0173243,0.00865294,0.0250271,0.00781917,0.007513,0.00650856,0.00350015,0.00970732,0.0159892,0.00967331,0.00692695,0.0152163,0,0,0.00892942,0,0.0171673,0.00817467,0.0407488,0.00938512,0.0171951,0.0106482,0.0305817,0.0369528,0.0049786,0.0284538,0.00647634,0.00556187,0.0132879,0.0362307,0.012328,0.0140286,0.0107127,0.0238125,0.00910096,0.00660009,0.0117765,0.00936238,0,0,0,0,0,0,0,0,0
24,0.0103372,0.0111443,0,0,0,0,0,0,0.00686831,0.0169316,0.0250556,0.00952499,0,0,0.00838426,0,0.0173177,0.00550188,0.0388572,0.0415329,0.0146953,0.0235013,0.0296441,0.0100979,0.0220992,0.0299417,0.0209424,0.0197783,0.0177003,0.0171574,0.00861174,0.0250269,0.00774222,0.0076891,0.00651381,0.00331993,0.00959232,0.0159442,0.00971067,0.00693058,0.0151863,0,0,0.00915341,0,0.0172199,0.0081875,0.0408056,0.00951625,0.0171141,0.0106042,0.0305051,0.0371196,0.00496375,0.0284977,0.00646945,0.00552705,0.0133623,0.0362108,0.0123815,0.0141113,0.0105522,0.0238206,0.00895517,0.00650013,0.0115939,0.00909159,0,0,0,0,0,0,0,0,0
25,0.00994616,0.0110107,0,0,0,0,0,0,0.00713069,0.0170503,0.0250858,0.0094468,0,0,0.00830789,0,0.017163,0.00548216,0.0391891,0.0415503,0.0146482,0.0234488,0.0294532,0.0103076,0.0220942,0.0298192,0.0209159,0.0197735,0.017606,0.0170243,0.00855221,0.0250031,0.00770438,0.00799509,0.00643149,0.00329196,0.00955076,0.0159553,0.00970658,0.00688934,0.0150086,0,0,0.00930649,0,0.01728,0.00819365,0.040962,0.00952576,0.0170455,0.0104845,0.0304068,0.0373031,0.00493308,0.0285613,0.00651926,0.00556073,0.0133646,0.0363036,0.0123521,0.0141027,0.0105016,0.0237149,0.00876089,0.00638142,0.0114843,0.00883226,0,0,0,0,0,0,0,0,0
26,0.00961203,0.0109247,0,0,0,0,0,0,0.00730537,0.0171654,0.0250997,0.00939551,0,0,0.00822141,0,0.0169837,0.00541081,0.0393532,0.041548,0.0145924,0.0233974,0.0292958,0.010625,0.0220403,0.0297899,0.020898,0.0197675,0.0175695,0.016952,0.00850026,0.0249813,0.00770713,0.00817001,0.00632916,0.00323315,0.00943293,0.015987,0.00969984,0.00683147,0.0148611,0,0,0.0094509,0,0.017327,0.00812857,0.0410888,0.0094659,0.0170333,0.0103757,0.0302487,0.0375173,0.00502461,0.0286229,0.00653178,0.0056096,0.0133218,0.0364528,0.0123126,0.0140703,0.0103323,0.0236216,0.0085618,0.00622051,0.0114146,0.0085446,0,0,0,0,0,0,0,0,0
27,0.00928008,0.0108696,0,0,0,0,0,0,0.00730287,0.0171902,0.0250936,0.00934299,0,0,0.00804015,0,0.0169323,0.00521704,0.0393639,0.041486,0.0145419,0.0233531,0.0292195,0.0110056,0.0219413,0.0297649,0.020924,0.0197817,0.0175599,0.0169238,0.00851482,0.0249812,0.00773203,0.00826116,0.00624028,0.00303096,0.00910002,0.016016,0.00977251,0.00674106,0.0146711,0,0,0.00953422,0,0.0173211,0.00799915,0.0410698,0.00939465,0.0169513,0.0102663,0.0301447,0.0376152,0.00500241,0.0285882,0.00651819,0.00562293,0.0133424,0.0363297,0.0123399,0.0141013,0.00991015,0.0236277,0.00836621,0.00606094,0.0113598,0.00816287,0,0,0,0,0,0,0,0,0
28,0.00895169,0.0108286,0,0,0,0,0,0,0.00717601,0.0172407,0.0250875,0.00928046,0,0,0.00792776,0,0.0168723,0.00509757,0.0394036,0.0414227,0.0145349,0.0232974,0.0290941,0.0113412,0.0219506,0.0297308,0.0209437,0.0197861,0.0175433,0.0169726,0.00855866,0.0249602,0.00775839,0.00844433,0.0061416,0.00284842,0.00877798,0.016047,0.00985822,0.00662233,0.0145087,0,0,0.00956703,0,0.0172972,0.00786287,0.0409551,0.00941138,0.0169592,0.0102149,0.030002,0.0376617,0.00489744,0.0285118,0.00656021,0.00565215,0.0133698,0.0362955,0.0124089,0.0141059,0.00949744,0.0236688,0.00821845,0.00592813,0.0113772,0.00776826,0,0,0,0,0,0,0,0,0
29,0.00867406,0.0108152,0,0,0,0,0,0,0.0070593,0.017346,0.0250801,0.00921036,0,0,0.00790259,0,0.0167233,0.00505397,0.0395829,0.0414146,0.0145423,0.023266,0.0289565,0.0116317,0.0219694,0.029724,0.0209671,0.0197624,0.017554,0.0170447,0.00856861,0.024936,0.00778033,0.00870808,0.0060463,0.00273286,0.00860431,0.0160754,0.00991543,0.0065422,0.0143629,0,0,0.00954592,0,0.0172685,0.00769005,0.0409318,0.00949646,0.0170811,0.0101962,0.0298708,0.0377028,0.00495314,0.0284635,0.00669946,0.00570761,0.0133759,0.0363583,0.0124694,0.0140661,0.00927635,0.0234817,0.00813747,0.00580524,0.0113936,0.00742766,0,0,0,0,0,0,0,0,0
30,0.00846118,0.0108315,0,0,0,0,0,0,0.0070719,0.017481,0.0250661,0.00919255,0,0,0.00789158,0,0.0165753,0.00512503,0.0397756,0.0414291,0.0144975,0.0232644,0.0288709,0.0120243,0.0218798,0.0297016,0.0209533,0.0197347,0.0175719,0.017086,0.00857223,0.0249277,0.00779666,0.00894051,0.00596119,0.00264795,0.00845864,0.0161322,0.00994453,0.00657292,0.0142148,0,0,0.00944862,0,0.0172437,0.00751528,0.0409747,0.00964488,0.0170109,0.010189,0.0297866,0.0377762,0.00504401,0.0284665,0.0069098,0.00577611,0.013354,0.0363792,0.012482,0.0140078,0.00911245,0.0232058,0.00809222,0.00567963,0.0114377,0.00713486,0,0,0,0,0,0,0,0,0
31,0.00827479,0.0108517,0,0,0,0,0,0,0.00700559,0.0175297,0.025083,0.00915033,0,0,0.00782086,0,0.0165728,0.00508212,0.0396994,0.04145,0.0144106,0.02326,0.0288134,0.0123688,0.0218159,0.0296408,0.0208972,0.0197439,0.0176146,0.0171195,0.00857992,0.0249352,0.00780335,0.00916455,0.0058855,0.00252125,0.00834195,0.0161973,0.00997724,0.00659393,0.0140799,0,0,0.00928493,0,0.017229,0.00738535,0.0409578,0.00968353,0.0169193,0.0102113,0.0297803,0.0378377,0.00504971,0.0284954,0.0067854,0.00582271,0.0133553,0.0364228,0.0124943,0.0139827,0.00898571,0.0231467,0.008096,0.0055885,0.0114866,0.00687511,0,0,0,0,0,0,0,0,0
32,0.00821205,0.0108905,0,0,0,0,0,0,0.00690871,0.0175795,0.0251239,0.00911092,0,0,0.00774327,0,0.0165501,0.00494429,0.0394495,0.0414749,0.0143586,0.0232475,0.0287606,0.0127099,0.0218035,0.0295856,0.020858,0.0197613,0.0176248,0.0171075,0.00859409,0.0249382,0.00782417,0.00934831,0.00583425,0.00238719,0.00822765,0.0162603,0.0100083,0.00659974,0.0139797,0,0,0.00909461,0,0.0172236,0.00731946,0.0408784,0.00964576,0.0169015,0.0102418,0.0297644,0.0378914,0.00501589,0.0285219,0.00670473,0.00581444,0.0133798,0.036455,0.0125115,0.0139874,0.00888624,0.0232305,0.00810861,0.00552434,0.0115338,0.00671976,0,0,0,0,0,0,0,0,0
33,0.00825928,0.010958,0,0,0,0,0,0,0.00692014,0.0176648,0.0251608,0.00911178,0,0,0.00773208,0,0.0164681,0.00484183,0.0392689,0.0414983,0.0143516,0.023205,0.0286903,0.0130433,0.0218381,0.0294883,0.0208533,0.0197568,0.0175815,0.0170568,0.00859692,0.0249338,0.00785017,0.00950924,0.00580591,0.00233408,0.00817248,0.0163076,0.0100271,0.00661023,0.0138864,0,0,0.00894783,0,0.0172224,0.00728689,0.0408483,0.00972116,0.0169106,0.0102651,0.0297359,0.038008,0.00502126,0.0285382,0.00669833,0.00578267,0.0134053,0.0364513,0.0125371,0.014001,0.00887986,0.0233514,0.00809609,0.0054446,0.0116022,0.00666572,0,0,0,0,0,0,0,0,0
34,0.00840547,0.0111301,0,0,0,0,0,0,0.0071266,0.0177597,0.0251631,0.0091567,0,0,0.00771577,0,0.0163792,0.00476693,0.0392948,0.0414971,0.0143711,0.0230929,0.0285979,0.0133335,0.0217296,0.0293305,0.02084,0.0197174,0.0174879,0.0169499,0.00858868,0.0249005,0.0078628,0.0096239,0.00579835,0.0022728,0.00828646,0.0162855,0.0100534,0.00660922,0.0138501,0,0,0.00878613,0,0.0172091,0.00727697,0.0409528,0.00976153,0.0169804,0.0102918,0.0296873,0.0382954,0.005034,0.028521,0.00665582,0.0058132,0.0134406,0.0364463,0.0125739,0.0140417,0.00903464,0.0235245,0.00821728,0.00539189,0.0117404,0.00667309,0,0,0,0,0,0,0,0,0
