Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73
1405,0.00562537,0.00408748,0,0,0,0,0,0,0.011525,0.017635,0.0192137,0.0069188,0,0,0.00496955,0,0.0166164,0.00147143,0.0391951,0.0374427,0.0127649,0.0300206,0.0115968,0.00338486,0.0217652,0.0333683,0.0236825,0.0212665,0.023483,0.0233591,0.0106072,0.0286413,0.0152999,0.00713012,0.00636513,0.00186112,0.0107618,0.0166624,0.0102857,0.00459159,0.00350588,0,0,0.0147492,0,0.0152843,0.0053661,0.0425359,0.00936126,0.0163086,0.013923,0.0121142,0.0200722,0.00617579,0.0293654,0.00780906,0.00678332,0.0129742,0.0369979,0.012452,0.0133719,0.0118676,0.0107026,0.00471678,0.00413883,0.00643649,0.00466857,0,0,0,0,0,0,0
1406,0.00565762,0.00422106,0,0,0,0,0,0,0.011657,0.017697,0.0192385,0.00689709,0,0,0.00496322,0,0.0165644,0.00158916,0.0392666,0.0374426,0.0128971,0.0298601,0.0118347,0.00354751,0.0215953,0.0330818,0.0237545,0.0213543,0.023402,0.0232116,0.0106468,0.0286556,0.0154472,0.00720349,0.00638965,0.00188706,0.0106662,0.0166787,0.010304,0.00466408,0.00383051,0,0,0.0149153,0,0.0153509,0.00543155,0.0425449,0.00942822,0.01619,0.0139193,0.0124729,0.0206255,0.00615839,0.0293594,0.00795413,0.00680775,0.0130606,0.0370251,0.0125175,0.0134706,0.0117859,0.0110573,0.00468632,0.00411064,0.00649464,0.00465692,0,0,0,0,0,0,0
1407,0.00572234,0.00446857,0,0,0,0,0,0,0.0117733,0.017703,0.0192217,0.00693511,0,0,0.00496699,0,0.016585,0.00170792,0.0392088,0.0373433,0.0129004,0.0296914,0.0119843,0.00373609,0.0213334,0.0327856,0.0232555,0.0213389,0.0233456,0.0231467,0.0107084,0.0286783,0.015606,0.00727104,0.00643456,0.00189469,0.0106579,0.0166869,0.0103434,0.00462054,0.00423278,0,0,0.0151196,0,0.0154115,0.00551041,0.0425821,0.00945115,0.0164901,0.0139561,0.0126211,0.0211966,0.00615371,0.0292742,0.00792298,0.0069014,0.0132006,0.0369375,0.0126131,0.0136198,0.0117954,0.0114473,0.00466242,0.00407638,0.00667582,0.00468714,0,0,0,0,0,0,0
1408,0.00578939,0.00467881,0,0,0,0,0,0,0.0118841,0.017638,0.019212,0.00698862,0,0,0.00492636,0,0.0167274,0.00183323,0.0391501,0.0372627,0.0128943,0.0295761,0.0121645,0.00394894,0.0212923,0.0326369,0.0223325,0.0212741,0.0233144,0.0231245,0.0108051,0.0287045,0.0157637,0.00732382,0.0065216,0.00183017,0.0105626,0.0166842,0.0103963,0.00462471,0.00454389,0,0,0.0153078,0,0.0154532,0.00556303,0.0426033,0.00944592,0.0166588,0.0139814,0.012782,0.021699,0.00614149,0.0291973,0.00783422,0.00694277,0.0133139,0.0368091,0.0126751,0.0137579,0.0116985,0.0117379,0.00465827,0.00404105,0.00678888,0.00473431,0,0,0,0,0,0,0
1409,0.00605611,0.00484907,0,0,0,0,0,0,0.011972,0.0176662,0.0192315,0.00701894,0,0,0.00489329,0,0.0166904,0.00181198,0.0391223,0.0372759,0.0129385,0.0295425,0.0123398,0.00430699,0.0213791,0.0326857,0.0222311,0.0212202,0.0232727,0.0231353,0.0108348,0.028718,0.0159658,0.00729891,0.00652011,0.00177654,0.0106169,0.0166884,0.0103971,0.00466066,0.00499344,0,0,0.0149408,0,0.0154623,0.00536289,0.0425917,0.00944582,0.0167475,0.0140118,0.0129549,0.0219407,0.0061212,0.0292021,0.0078683,0.00694874,0.0133123,0.0369368,0.0126675,0.0137753,0.0117803,0.0119341,0.00454714,0.00399091,0.00686745,0.00493972,0,0,0,0,0,0,0
1410,0.00622033,0.00510191,0,0,0,0,0,0,0.011785,0.0176886,0.0192158,0.00703326,0,0,0.00494411,0,0.0166598,0.00190613,0.0391917,0.0372723,0.0130263,0.0294256,0.0124776,0.00456888,0.0213635,0.0328051,0.0228319,0.0211727,0.0232198,0.023148,0.0108106,0.0286924,0.0158319,0.00742699,0.00652214,0.00176175,0.0108246,0.0166967,0.0103741,0.00471311,0.00527777,0,0,0.0153573,0,0.0155102,0.00548104,0.0425557,0.0094664,0.0169255,0.0140698,0.0130769,0.0224595,0.00611329,0.0292609,0.00800165,0.00697497,0.0132591,0.0373469,0.0126207,0.0137208,0.0120955,0.0121634,0.00457275,0.00399435,0.00702958,0.00503587,0,0,0,0,0,0,0
1411,0.00641117,0.00531311,0,0,0,0,0,0,0.0115212,0.017741,0.0192033,0.00708914,0,0,0.00504004,0,0.0165572,0.00194435,0.0393943,0.0372007,0.0131053,0.0292991,0.0125903,0.00490853,0.0213999,0.0329989,0.0232097,0.0210748,0.0231667,0.0231321,0.0107946,0.028672,0.0155798,0.00764745,0.00649876,0.00178933,0.0109049,0.0167145,0.0103254,0.0047957,0.00550608,0,0,0.0157763,0,0.0155372,0.00577462,0.042622,0.00938025,0.0170255,0.0140531,0.0131705,0.022903,0.00610569,0.0293095,0.0080976,0.00695529,0.013239,0.0375258,0.0125844,0.0137076,0.0122551,0.0123657,0.00462566,0.00399722,0.00717295,0.00518141,0,0,0,0,0,0,0
1412,0.00658428,0.00550397,0,0,0,0,0,0,0.011173,0.017708,0.0191637,0.00721082,0,0,0.00506921,0,0.0164775,0.00196996,0.0397481,0.0370419,0.0132196,0.0291554,0.0126657,0.00533231,0.0213661,0.0331124,0.0232207,0.0209469,0.0231188,0.0230431,0.0108037,0.0286938,0.0151813,0.00789778,0.00647583,0.00176585,0.010857,0.0167025,0.0103004,0.00486878,0.0057052,0,0,0.0161777,0,0.0155128,0.00601932,0.0427072,0.00928379,0.017063,0.0140126,0.0133679,0.0232462,0.00608181,0.0292757,0.00813046,0.00694775,0.0132488,0.0375199,0.0125688,0.0137469,0.012214,0.0125757,0.00472985,0.00401919,0.00729009,0.00534565,0,0,0,0,0,0,0
1413,0.00672818,0.00568547,0,0,0,0,0,0,0.0109036,0.0175882,0.0191079,0.00727773,0,0,0.00500251,0,0.016534,0.00200663,0.0398694,0.0368867,0.0132912,0.0290406,0.0127441,0.00570142,0.0214491,0.0332629,0.0230218,0.0208538,0.0231123,0.0230002,0.0108402,0.0287436,0.0148515,0.00807246,0.00650122,0.00167607,0.0107413,0.0166609,0.0102688,0.00491173,0.00592116,0,0,0.0165754,0,0.0154546,0.006217,0.0427007,0.00919056,0.0170925,0.0139303,0.0134834,0.0235317,0.00603568,0.029269,0.00815828,0.00691715,0.0132269,0.0375017,0.012555,0.0137118,0.0121149,0.0126886,0.00487897,0.00405383,0.00737744,0.00548756,0,0,0,0,0,0,0
1414,0.00686348,0.00583191,0,0,0,0,0,0,0.0108144,0.017562,0.0190528,0.00736077,0,0,0.00499155,0,0.0165027,0.00205402,0.0396764,0.036827,0.0133129,0.0290337,0.0128077,0.00605174,0.0215687,0.0334952,0.0226033,0.020801,0.0231742,0.0230634,0.0109331,0.0288132,0.0147799,0.00827393,0.00647744,0.00165966,0.0104863,0.016644,0.0102157,0.00496216,0.00617959,0,0,0.0169061,0,0.0154336,0.00629931,0.0426517,0.00912421,0.0171343,0.013865,0.0134616,0.0237805,0.0060228,0.0292429,0.00816138,0.00691766,0.0132615,0.0374619,0.0125912,0.0137482,0.0118409,0.0127299,0.00502682,0.00411309,0.00745853,0.00559756,0,0,0,0,0,0,0
1415,0.00699182,0.00593996,0,0,0,0,0,0,0.0108379,0.0176202,0.0190386,0.00752487,0,0,0.00505439,0,0.0163975,0.00205962,0.0392386,0.0367822,0.0133026,0.0290858,0.0128799,0.00642556,0.0216953,0.0337222,0.0224675,0.0207914,0.0232508,0.0231655,0.011002,0.0289011,0.0148633,0.0085263,0.00642829,0.00171221,0.0101038,0.0166277,0.0101961,0.00503612,0.00643046,0,0,0.0171679,0,0.0154231,0.00634409,0.0425743,0.00910558,0.0171389,0.0138687,0.0134738,0.0240587,0.00604805,0.0292023,0.00814387,0.0069559,0.0133318,0.0374046,0.0126328,0.0138744,0.0114435,0.0127835,0.00512144,0.00414501,0.00754946,0.00568733,0,0,0,0,0,0,0
1416,0.00707558,0.00607898,0,0,0,0,0,0,0.0108629,0.0176212,0.0190375,0.00766189,0,0,0.00504529,0,0.0164037,0.00207347,0.0388429,0.0367522,0.0132517,0.0291419,0.0129979,0.00678881,0.021786,0.0339085,0.022532,0.0207839,0.0233195,0.0232027,0.0110624,0.028995,0.0148258,0.00874601,0.00641862,0.00170844,0.00968048,0.0165814,0.0102275,0.00516668,0.00660066,0,0,0.0175531,0,0.0154066,0.00659606,0.0425564,0.00910548,0.0170374,0.0138988,0.0136205,0.024461,0.00604358,0.0291735,0.00808431,0.00698973,0.0134068,0.0372325,0.0126503,0.0140072,0.0109334,0.0129324,0.00523127,0.00416984,0.00762277,0.00572977,0,0,0,0,0,0,0
1417,0.00712407,0.00624046,0,0,0,0,0,0,0.0108388,0.017566,0.0190674,0.00765596,0,0,0.00502466,0,0.0164664,0.00206996,0.0385845,0.0367821,0.0132316,0.0291892,0.0131186,0.00707434,0.0217964,0.0340312,0.0226407,0.0207813,0.023372,0.0232373,0.0111406,0.029076,0.0146848,0.00890825,0.00642557,0.00165548,0.00948984,0.0165182,0.0102553,0.00523155,0.00673424,0,0,0.0179963,0,0.0153849,0.00679998,0.0424885,0.00913596,0.0170089,0.0138906,0.0138416,0.0249237,0.00599994,0.0291511,0.00807359,0.00697904,0.0134153,0.0371192,0.0126343,0.0140501,0.0106885,0.0131213,0.00531643,0.0042069,0.00768829,0.00574545,0,0,0,0,0,0,0
1418,0.0071781,0.00640344,0,0,0,0,0,0,0.0107519,0.0175386,0.0190937,0.00757618,0,0,0.00503274,0,0.0164323,0.00210725,0.0385163,0.0367994,0.013247,0.0291936,0.013199,0.00729908,0.0217819,0.0341187,0.0227707,0.0207594,0.0233802,0.023231,0.011193,0.0291051,0.0145629,0.00916463,0.00639839,0.00163696,0.00949029,0.0164825,0.0102495,0.00523467,0.00686559,0,0,0.0184949,0,0.0153907,0.00700792,0.0424513,0.00923304,0.0170184,0.0138149,0.0139478,0.0253999,0.00595692,0.0291487,0.00809083,0.00697285,0.0133804,0.0370883,0.0126165,0.0140195,0.010652,0.0133905,0.00541379,0.00423342,0.0077838,0.0057239,0,0,0,0,0,0,0
1419,0.00685763,0.00750402,0,0,0,0,0,0,0.0105543,0.0174767,0.0190874,0.00741549,0,0,0.00501611,0,0.0165686,0.00242792,0.0387557,0.0367431,0.0132416,0.0291364,0.0129266,0.00742071,0.0218728,0.0341944,0.0229108,0.0207072,0.0233304,0.0231251,0.0111589,0.029056,0.0144368,0.00938425,0.00646277,0.00160589,0.00950591,0.0170311,0.01023,0.00512702,0.00776303,0,0,0.0141379,0,0.0151376,0.00522942,0.0424905,0.00951551,0.0169659,0.0137247,0.0137494,0.0237637,0.00593154,0.0291509,0.00811094,0.00695311,0.0133315,0.0370796,0.0125988,0.0139455,0.010627,0.0127027,0.00432409,0.00388597,0.00887869,0.00518288,0,0,0,0,0,0,0
1420,0.00687871,0.00627783,0,0,0,0,0,0,0.0101591,0.017332,0.0191193,0.00751448,0,0,0.00548595,0,0.0166867,0.00261096,0.0390921,0.036739,0.0133826,0.029032,0.0134021,0.00764503,0.0218245,0.0341644,0.0230857,0.0206242,0.0232602,0.0229701,0.0111584,0.0290558,0.0140872,0.00997478,0.00649387,0.00154631,0.00965824,0.0162686,0.0102203,0.00535621,0.00620096,0,0,0.0217369,0,0.0155715,0.0081931,0.0425633,0.00966951,0.0169886,0.0137548,0.0142718,0.027233,0.0059506,0.0291197,0.00811088,0.00699744,0.0133173,0.0370846,0.01256,0.0139492,0.0108213,0.0142742,0.00595629,0.00443116,0.0077703,0.00558254,0,0,0,0,0,0,0
1421,0.00680762,0.00632064,0,0,0,0,0,0,0.00997706,0.0173386,0.0191588,0.00752229,0,0,0.00566516,0,0.0166295,0.00268673,0.0392888,0.0367845,0.0133922,0.0289839,0.0134697,0.00783372,0.0219064,0.0343616,0.0234256,0.0205721,0.0232342,0.0229644,0.0111326,0.0290273,0.0140067,0.0102115,0.00643626,0.00158303,0.00969949,0.0162861,0.0101888,0.00542128,0.00621247,0,0,0.0218433,0,0.0155762,0.00820786,0.042598,0.0096129,0.0169864,0.0137587,0.0142291,0.0275503,0.00599661,0.0290894,0.00804391,0.00703183,0.0132637,0.0370922,0.0124906,0.013934,0.0108833,0.0144674,0.00574532,0.00441099,0.0078571,0.00556133,0,0,0,0,0,0,0
1422,0.00675391,0.00640746,0,0,0,0,0,0,0.00998921,0.0173604,0.0191778,0.00749761,0,0,0.0057401,0,0.0165287,0.00267603,0.0391965,0.0368439,0.0133739,0.0290043,0.0135253,0.007981,0.0220206,0.0347006,0.0234861,0.0205467,0.0232552,0.0230157,0.0111263,0.0290312,0.0140821,0.0103648,0.00636019,0.00161898,0.00960189,0.0162645,0.0101559,0.00541062,0.00628068,0,0,0.0218662,0,0.0155725,0.00816591,0.0425736,0.00956317,0.016998,0.0137725,0.0142374,0.0278385,0.00601809,0.0290761,0.00779989,0.00705348,0.0132151,0.0370618,0.0124224,0.0138938,0.0107752,0.0146119,0.00556177,0.00437937,0.00795576,0.00552483,0,0,0,0,0,0,0
1423,0.00672556,0.0064725,0,0,0,0,0,0,0.0100682,0.017325,0.0191968,0.00744239,0,0,0.0056852,0,0.0165604,0.00260318,0.0389068,0.0368555,0.0133202,0.0290149,0.0136169,0.00810757,0.0221562,0.0350149,0.0236829,0.0205534,0.0232842,0.0230602,0.011187,0.0290724,0.0142644,0.0104191,0.00634259,0.00155228,0.00944651,0.0162545,0.0101371,0.00535888,0.00638166,0,0,0.0218599,0,0.0155869,0.00810763,0.0425044,0.00957682,0.0169971,0.013727,0.0143815,0.0280938,0.00599132,0.0290557,0.00766722,0.00704862,0.0131965,0.0369272,0.0124033,0.0138572,0.0105885,0.0148191,0.00541967,0.00436028,0.00802597,0.00545712,0,0,0,0,0,0,0
1424,0.00671305,0.00652521,0,0,0,0,0,0,0.0100797,0.0173523,0.0192295,0.00741033,0,0,0.00566469,0,0.0165865,0.00253325,0.0387905,0.0368212,0.0133118,0.0289862,0.0137166,0.00824777,0.0222112,0.0351922,0.0240057,0.0205394,0.0232507,0.0230197,0.0112451,0.0291308,0.0142601,0.0104789,0.0063274,0.00152045,0.0091847,0.0162799,0.010136,0.00532393,0.00647026,0,0,0.0217998,0,0.0156179,0.00806875,0.042458,0.009603,0.0169926,0.0136804,0.0145546,0.0283163,0.00597604,0.0290311,0.00757259,0.00706512,0.0132298,0.0367619,0.0124163,0.0138534,0.0102692,0.0150178,0.00528307,0.00432992,0.00810186,0.00536699,0,0,0,0,0,0,0
1425,0.00664126,0.0066005,0,0,0,0,0,0,0.0100533,0.0174483,0.0192432,0.00743844,0,0,0.00570915,0,0.0165207,0.00250907,0.0388122,0.0368185,0.0133526,0.028935,0.0138067,0.00837733,0.0222494,0.0352545,0.0240613,0.0204972,0.0231944,0.0229546,0.0112381,0.0291732,0.014174,0.0105737,0.0062896,0.00159088,0.00890701,0.0162795,0.0100974,0.00537358,0.00653493,0,0,0.0216944,0,0.0156372,0.00802758,0.042441,0.00957844,0.0170216,0.0136856,0.0146384,0.0284995,0.00600481,0.02907,0.00760966,0.00713984,0.0132064,0.0368979,0.0123696,0.0137933,0.00992901,0.0152541,0.0051794,0.00427368,0.00818202,0.0052467,0,0,0,0,0,0,0
1426,0.00650562,0.00666341,0,0,0,0,0,0,0.0100637,0.0175682,0.0192322,0.00749283,0,0,0.00574213,0,0.0164143,0.00248692,0.0388544,0.036833,0.0133766,0.0289219,0.0138828,0.00851249,0.0222634,0.0352258,0.024018,0.020439,0.023179,0.0229473,0.0112468,0.0292041,0.0141487,0.0106826,0.00623707,0.00164925,0.00868555,0.0162697,0.0100712,0.0054193,0.00658711,0,0,0.0215942,0,0.0156536,0.00796509,0.0424379,0.00957497,0.0170253,0.0137336,0.0146758,0.0286551,0.00596596,0.0290973,0.00763639,0.00720151,0.0131582,0.0369703,0.012315,0.0137471,0.00964509,0.0154777,0.00505437,0.00420973,0.00820756,0.00511082,0,0,0,0,0,0,0
1427,0.00638602,0.00670515,0,0,0,0,0,0,0.00990529,0.0175783,0.0192437,0.00753734,0,0,0.00570452,0,0.0164139,0.00237822,0.0388918,0.0368393,0.0133807,0.028943,0.0139702,0.00863449,0.0221704,0.0351906,0.0239863,0.0203812,0.0231873,0.0229774,0.0112554,0.0292178,0.0141076,0.0107448,0.00622864,0.0015676,0.00855358,0.0162858,0.0100828,0.00544715,0.00663222,0,0,0.021486,0,0.015696,0.00786456,0.0424433,0.00955413,0.0170108,0.0137215,0.01472,0.028838,0.0059566,0.029129,0.00763396,0.00726232,0.013103,0.0369888,0.0123062,0.0136828,0.00949147,0.0157388,0.00488891,0.00412286,0.00823282,0.00497698,0,0,0,0,0,0,0
1428,0.00627005,0.00672025,0,0,0,0,0,0,0.00975668,0.0176358,0.0192441,0.00754636,0,0,0.00572093,0,0.0163584,0.00227988,0.0389043,0.0367989,0.0133935,0.0290008,0.0140239,0.00873346,0.02203,0.0351056,0.0239854,0.0203343,0.0232243,0.0230032,0.0112548,0.0292072,0.0140024,0.0108313,0.00620966,0.00157891,0.00846418,0.016308,0.0100584,0.00547917,0.00670386,0,0,0.0213588,0,0.0157414,0.00775196,0.0424299,0.00954335,0.0169798,0.0137021,0.0148253,0.028997,0.00594341,0.0291698,0.00765191,0.00731815,0.0130439,0.0370383,0.0122697,0.0136271,0.00940097,0.0160167,0.00474307,0.00404548,0.00825588,0.00483754,0,0,0,0,0,0,0
1429,0.00617439,0.00672447,0,0,0,0,0,0,0.00964851,0.017728,0.0192284,0.00754278,0,0,0.00580354,0,0.0162253,0.00224638,0.0389029,0.0367557,0.0134173,0.0290703,0.0140566,0.00881535,0.0219334,0.0350363,0.0239903,0.0202903,0.023277,0.0230289,0.0112532,0.0291985,0.0138981,0.0109399,0.00616052,0.00163561,0.00842198,0.0163068,0.0100511,0.00551582,0.00678907,0,0,0.0212117,0,0.0157673,0.00768297,0.0424049,0.00956457,0.0169596,0.013685,0.0148801,0.0291276,0.00593891,0.029186,0.00763995,0.00732625,0.0130349,0.0370488,0.0122527,0.0136081,0.00932214,0.0162044,0.00461414,0.00397927,0.00827744,0.00470081,0,0,0,0,0,0,0
1430,0.00616463,0.00673478,0,0,0,0,0,0,0.00955131,0.0177589,0.0192079,0.00752519,0,0,0.00580203,0,0.0162165,0.00220429,0.0388179,0.036724,0.013438,0.0291416,0.0140694,0.00890664,0.0219299,0.0350399,0.0240066,0.0202656,0.0233155,0.0230567,0.011251,0.0292144,0.013832,0.0110119,0.00613464,0.00160591,0.00857742,0.0163072,0.0100526,0.00551689,0.00688805,0,0,0.0210631,0,0.0157865,0.0075972,0.0423658,0.00963348,0.0169343,0.0136319,0.0148674,0.0292337,0.0059422,0.0292355,0.00766487,0.00727527,0.0130027,0.0370872,0.0122731,0.0135822,0.00941273,0.0163308,0.00447908,0.00391051,0.00830713,0.00461435,0,0,0,0,0,0,0
1431,0.00617579,0.00673951,0,0,0,0,0,0,0.00946466,0.017801,0.019206,0.00752464,0,0,0.00576842,0,0.0162033,0.00209161,0.0387652,0.0367297,0.01344,0.0291985,0.0140714,0.009033,0.021943,0.0350925,0.0240357,0.0202406,0.0233089,0.0230484,0.0112536,0.0292227,0.0136787,0.011057,0.00610661,0.0015664,0.00868956,0.0163093,0.0100777,0.00551296,0.00695097,0,0,0.0208964,0,0.0157952,0.00749032,0.042342,0.00966897,0.0168967,0.0136103,0.0148934,0.0293208,0.00595511,0.0292745,0.00766586,0.00722268,0.0130072,0.0370914,0.0122937,0.0135715,0.0095224,0.0164549,0.00437515,0.00387946,0.00831904,0.00456187,0,0,0,0,0,0,0
1432,0.00612224,0.00674084,0,0,0,0,0,0,0.00937433,0.0178466,0.0192354,0.00753351,0,0,0.00574469,0,0.016159,0.00200346,0.0388051,0.0367517,0.0134366,0.0292245,0.014087,0.0091346,0.0219836,0.0351531,0.0240469,0.0202401,0.023305,0.0230451,0.0112538,0.029238,0.0134871,0.0110748,0.00606849,0.00156756,0.00865179,0.0163203,0.0100588,0.00552478,0.00697788,0,0,0.0206962,0,0.0158139,0.00740977,0.0423638,0.0096651,0.0168781,0.0136311,0.0149006,0.0293888,0.00593468,0.0292688,0.0076677,0.00720993,0.0130303,0.0370884,0.0122841,0.0136064,0.00954093,0.0165539,0.00428452,0.00388159,0.00831249,0.00451217,0,0,0,0,0,0,0
1433,0.00605413,0.00673968,0,0,0,0,0,0,0.00929566,0.0178934,0.0192669,0.00752949,0,0,0.00574435,0,0.0160972,0.00195647,0.038806,0.0367643,0.0134271,0.0292563,0.0140883,0.00923295,0.0220145,0.0352431,0.0240257,0.0202524,0.0233326,0.023081,0.0112685,0.0292566,0.0133531,0.0110647,0.00604105,0.00159098,0.00870253,0.0163426,0.0100345,0.00553124,0.00696955,0,0,0.0204871,0,0.0158355,0.00729868,0.0423808,0.00967389,0.016884,0.0136464,0.0148666,0.0294156,0.0059487,0.0292428,0.00770583,0.00720204,0.0130387,0.0370986,0.012273,0.0136219,0.0096204,0.0166783,0.00419384,0.00388839,0.00830915,0.0044566,0,0,0,0,0,0,0
1434,0.00603977,0.00670877,0,0,0,0,0,0,0.00923832,0.0179489,0.0192807,0.00751754,0,0,0.00575019,0,0.0160528,0.00193335,0.0387636,0.0367706,0.0134201,0.0292981,0.0140845,0.00931465,0.0220687,0.0353868,0.0240986,0.0202662,0.0233453,0.0231324,0.0113065,0.0292819,0.0132152,0.0110495,0.00602524,0.00159883,0.00880766,0.0163648,0.0100483,0.00552194,0.00696077,0,0,0.0202546,0,0.0158484,0.00714329,0.0423719,0.00975076,0.0168745,0.0136359,0.0148304,0.0293926,0.00599909,0.0292085,0.00770422,0.00717134,0.013026,0.0370974,0.0122765,0.0136186,0.00971952,0.0167582,0.00412423,0.00388745,0.00830749,0.00442736,0,0,0,0,0,0,0
1435,0.00602419,0.00668654,0,0,0,0,0,0,0.0090937,0.0180267,0.0192849,0.00751665,0,0,0.00576448,0,0.0160404,0.00189259,0.0387509,0.0368047,0.0134157,0.0293309,0.0140655,0.00935636,0.022074,0.0354538,0.0241367,0.0202786,0.0233337,0.0231637,0.0113171,0.0293123,0.0130694,0.0109944,0.00601306,0.00161572,0.00887671,0.0163557,0.0100761,0.00551251,0.00699164,0,0,0.0200206,0,0.0158508,0.00699688,0.0423896,0.0098686,0.016844,0.0136263,0.0148111,0.0293667,0.00602248,0.0292063,0.00768499,0.00712496,0.0130029,0.0370718,0.0122721,0.0135957,0.00986191,0.0168105,0.00409334,0.00387633,0.00831383,0.00440766,0,0,0,0,0,0,0
1436,0.00601887,0.0066888,0,0,0,0,0,0,0.00896241,0.0181018,0.0193014,0.00753844,0,0,0.0058304,0,0.0159806,0.00181749,0.0388106,0.0368122,0.0134156,0.0293336,0.0140308,0.00939387,0.0221111,0.0355171,0.0242624,0.0202729,0.0233177,0.0231598,0.0113027,0.0293099,0.0129052,0.0108978,0.00600966,0.00166753,0.00893541,0.0163641,0.0100843,0.00550755,0.00703322,0,0,0.0198251,0,0.0158517,0.00688479,0.0424241,0.00983865,0.0168145,0.013652,0.014794,0.0293439,0.00600993,0.0292177,0.00770479,0.00710493,0.0129646,0.0370583,0.0122491,0.0135659,0.00996152,0.0169239,0.00406805,0.00385464,0.00833722,0.00440302,0,0,0,0,0,0,0
1437,0.00602814,0.00670011,0,0,0,0,0,0,0.008876,0.0181853,0.0193119,0.00754998,0,0,0.00588197,0,0.0158405,0.00176973,0.0388678,0.0367927,0.013408,0.0293084,0.0139934,0.0093857,0.0221474,0.0355905,0.0243646,0.0202552,0.0233103,0.0231075,0.0112886,0.0293014,0.0127618,0.0108566,0.00599183,0.00175842,0.00894496,0.0163979,0.0100893,0.00547806,0.00702613,0,0,0.0196141,0,0.015851,0.00678461,0.0423354,0.0098819,0.0167482,0.0136185,0.0147909,0.0292934,0.00599569,0.0291965,0.00771151,0.00710069,0.0129274,0.0370298,0.0122576,0.0135132,0.00994152,0.0169606,0.00403676,0.00381062,0.00837546,0.00441359,0,0,0,0,0,0,0
1438,0.00603254,0.00670951,0,0,0,0,0,0,0.00883048,0.0182345,0.0193301,0.00752684,0,0,0.00586122,0,0.0158184,0.00172114,0.0389252,0.0367325,0.0134197,0.0292917,0.0139598,0.00932814,0.0221251,0.0356743,0.0244044,0.0202541,0.0232922,0.0230769,0.0112673,0.0292928,0.0126881,0.0107736,0.0059824,0.00175986,0.0089298,0.0164344,0.0101042,0.00546862,0.00697353,0,0,0.019362,0,0.0158289,0.0067293,0.0422074,0.00999437,0.0167012,0.0135964,0.0147721,0.0291849,0.00599838,0.0291406,0.00766811,0.00711357,0.0128879,0.037026,0.0122594,0.0134524,0.00987235,0.0168828,0.0040198,0.00377836,0.00841515,0.00443019,0,0,0,0,0,0,0
1439,0.00604126,0.00670467,0,0,0,0,0,0,0.00879267,0.0182113,0.0193656,0.00752567,0,0,0.00580857,0,0.0158968,0.00164734,0.038965,0.0367316,0.0134346,0.0292735,0.0139536,0.00921646,0.0221764,0.0357498,0.0243301,0.0202683,0.023269,0.0230725,0.0112487,0.029279,0.0126723,0.0106643,0.00598364,0.00172049,0.00895779,0.0164644,0.010107,0.00546014,0.00691909,0,0,0.0191238,0,0.0158216,0.00661563,0.0421618,0.0100003,0.0166939,0.0136022,0.0147166,0.0290773,0.00599272,0.0291085,0.00766337,0.00712019,0.0128737,0.0370118,0.0122525,0.0134168,0.00986345,0.0167538,0.00395949,0.00377724,0.00843514,0.00443617,0,0,0,0,0,0,0
1440,0.006029,0.00671166,0,0,0,0,0,0,0.008797,0.0182057,0.0193622,0.00754665,0,0,0.00578527,0,0.0159141,0.00163644,0.0389692,0.0367793,0.0134385,0.0292476,0.013944,0.00905213,0.0222326,0.0358191,0.0243674,0.0202668,0.023254,0.0230393,0.0112646,0.0292703,0.0127163,0.0106277,0.00599365,0.0017189,0.00892007,0.0165002,0.0101183,0.00548073,0.00690092,0,0,0.0189217,0,0.0158437,0.00649568,0.0421669,0.0100866,0.016708,0.0135985,0.0146033,0.0290138,0.00600876,0.0291281,0.00766772,0.00710749,0.0128948,0.0370173,0.0122661,0.0134289,0.0098603,0.0166775,0.00392684,0.00375805,0.00847177,0.00441917,0,0,0,0,0,0,0
1441,0.00586872,0.00654391,0,0,0,0,0,0,0.00887598,0.0181503,0.0193413,0.00756811,0,0,0.00592982,0,0.0159766,0.00186815,0.038979,0.0367802,0.013457,0.0292366,0.0140148,0.00885222,0.0222568,0.0358345,0.0244602,0.0202528,0.0232404,0.0229749,0.0112902,0.0292673,0.0128246,0.0107737,0.00607407,0.00169295,0.00893165,0.0163929,0.0101427,0.00549633,0.00648557,0,0,0.0202351,0,0.0158841,0.00698623,0.0421713,0.0100617,0.0167428,0.0135826,0.0146389,0.0294885,0.00602946,0.0291562,0.00770664,0.00710943,0.0129062,0.0370656,0.0123,0.0134548,0.00988993,0.0168367,0.00424503,0.00385562,0.00840555,0.00442023,0,0,0,0,0,0,0
