Timestep,,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B
140,0,0.0183502,0.00625673,0,0,0,0,0,0.00759686,0.0159665,0.0215579,0,0,0,0.0110181,0,0.017771,0.0044292,0.0531607,0.0380671,0.0130805,0,0.0249676,0.0150416,0.0232164,0.0342587,0.0261638,0.0120426,0.0235084,0.0216662,0.00814972,0.0075762,0.00845652,0.012991,0.00608808,0.00319612,0.0317344,0.0139655,0.0200419,0,0.0172854,0,0,0.0158843,0,0.0172234,0.00514437,0.0487661,0.0209317,0.0246192,0,0.0271423,0.0183573,0.0132757,0.0188139,0.0193211,0.0135465,0.0064092,0,0.012835,0.00559193,0.0315539,0.011995,0.0073163,0.00861045,0.0143061,0.016549,0,0,0,0,0,0,0,0,0
141,0,0.0178143,0.00657474,0,0,0,0,0,0.0081465,0.0159932,0.021612,0,0,0,0.0105946,0,0.0177912,0.00433141,0.0521347,0.0378808,0.0131797,0,0.0245817,0.0144929,0.0239194,0.0344999,0.026289,0.0122992,0.0231877,0.0211859,0.00792604,0.00768662,0.00834579,0.0125034,0.00613643,0.0030905,0.00684101,0.014126,0.012039,0,0.0165562,0,0,0.0156048,0,0.017082,0.00484086,0.0472272,0.0104596,0.0240613,0,0.02633,0.0181526,0.00975127,0.0186151,0.00821465,0.0078518,0.0154912,0.0217186,0.0150432,0.016343,0.00636307,0.0116703,0.0069437,0.00825791,0.0149128,0.0159213,0,0,0,0,0,0,0,0,0
142,0,0.0170972,0.00652847,0,0,0,0,0,0.0074931,0.0160702,0.0216285,0,0,0,0.0102365,0,0.0177313,0.00420229,0.0526941,0.0381248,0.0125632,0,0.0230783,0.0144846,0.0238647,0.0343455,0.026211,0.0120848,0.0235253,0.0214896,0.00810208,0.00755138,0.00831252,0.0123715,0.00616027,0.0030205,0.0317387,0.0141586,0.0201643,0,0.0159746,0,0,0.0152134,0,0.017064,0.00474663,0.0484312,0.021094,0.0244144,0,0.0250131,0.0184383,0.0132308,0.0186206,0.0188789,0.0131869,0.0062745,0,0.012583,0.00567374,0.0316145,0.0118176,0.00688021,0.00809345,0.0151315,0.0153568,0,0,0,0,0,0,0,0,0
143,0,0.016576,0.00655604,0,0,0,0,0,0.00752229,0.016158,0.021687,0,0,0,0.00989137,0,0.0177021,0.00406643,0.0524741,0.038161,0.0123691,0,0.0220856,0.0142193,0.0234251,0.03429,0.0262293,0.0121849,0.023544,0.0213917,0.00805446,0.00755182,0.00827573,0.0121684,0.00617307,0.00294471,0.0315771,0.0142507,0.0202119,0,0.0154742,0,0,0.0149767,0,0.0170092,0.00459888,0.0482535,0.0214579,0.0242653,0,0.0241638,0.0184648,0.0131491,0.0185773,0.0186878,0.0129898,0.00622717,0,0.0124749,0.00569155,0.0315092,0.0118816,0.00675985,0.00791078,0.0151677,0.0149286,0,0,0,0,0,0,0,0,0
144,0,0.0161335,0.00650206,0,0,0,0,0,0.0074874,0.0162294,0.0217269,0,0,0,0.00946328,0,0.0177274,0.00390667,0.0523303,0.0381912,0.012252,0,0.0214384,0.0138773,0.0231482,0.0343836,0.0263481,0.0123044,0.0235743,0.0213853,0.00804887,0.00757608,0.00828258,0.0117834,0.00619512,0.00284947,0.0313914,0.0143266,0.02024,0,0.0150502,0,0,0.0148348,0,0.0169546,0.00449015,0.0481696,0.0216873,0.0240512,0,0.0234753,0.0185008,0.0129414,0.0185628,0.0184535,0.0127793,0.00617248,0,0.0123521,0.00570672,0.0313476,0.0118391,0.00651867,0.00774955,0.0150162,0.0145511,0,0,0,0,0,0,0,0,0
145,0,0.0160864,0.00627602,0,0,0,0,0,0.00785715,0.0162557,0.0207282,0,0,0,0.00915288,0,0.0177772,0.00379122,0.0517739,0.0359647,0.0120072,0.0487734,0.0214321,0.0134431,0.0213925,0.0318511,0.0243001,0.0116771,0.0214595,0.0192893,0.0071457,0.00829859,0.00749892,0.0114228,0.006263,0.00272758,0.0312374,0.0143334,0.0202376,0,0.0150105,0,0,0.0148166,0,0.0169402,0.00443926,0.0482114,0.0217636,0.0237656,0,0.023278,0.0184965,0.0126029,0.0187458,0.0182208,0.0125095,0.00615582,0,0.0122644,0.00566627,0.0311979,0.0117722,0.0064306,0.00763065,0.0145662,0.0145672,0,0,0,0,0,0,0,0,0
146,0,0.0158019,0.00604175,0,0,0,0,0,0.00799604,0.0162398,0.0206246,0,0,0,0.00857011,0,0.0178324,0.00345828,0.050925,0.0355946,0.0122852,0.0485887,0.0215385,0.0126449,0.021662,0.0319068,0.0243899,0.0118479,0.0211368,0.0188412,0.00696129,0.00843879,0.00756162,0.0107329,0.00630539,0.00274051,0.0105046,0.0144155,0.00985645,0,0.0145469,0,0,0.0148454,0,0.0168732,0.00429065,0.0469531,0.00759352,0.0232914,0,0.0231351,0.0182686,0.00933571,0.018302,0.00872583,0.0074568,0.0119876,0.0179737,0.0115852,0.0126088,0.0105103,0.0114653,0.0062738,0.0074791,0.014048,0.014329,0,0,0,0,0,0,0,0,0
147,0,0.0154951,0.0055623,0,0,0,0,0,0.00751986,0.0162727,0.02068,0,0,0,0.00827296,0,0.017809,0.00331297,0.0515251,0.0358909,0.0119769,0.0491495,0.0208534,0.0125579,0.0214216,0.0320132,0.0245532,0.0116012,0.0215207,0.0192551,0.00711457,0.00833432,0.0075726,0.010472,0.00630748,0.0026813,0.0311809,0.0144263,0.0202105,0,0.0143777,0,0,0.0147307,0,0.0168931,0.00435494,0.0481589,0.0212519,0.0233869,0,0.0226326,0.0183886,0.0123767,0.0186385,0.0178586,0.0121535,0.0062453,0,0.0122009,0.00569805,0.0310472,0.0115878,0.00634102,0.00743983,0.013298,0.0141254,0,0,0,0,0,0,0,0,0
148,0,0.0152293,0.00526307,0,0,0,0,0,0.00806473,0.0163101,0.0206999,0,0,0,0.00787733,0,0.0178033,0.00304637,0.0507596,0.0356743,0.0123253,0.0489824,0.0210995,0.0119724,0.0217492,0.0321816,0.0247444,0.011762,0.0212762,0.0188953,0.00695397,0.0084224,0.0076447,0.00984141,0.00630693,0.00266089,0.0104433,0.0145532,0.0104977,0,0.0140409,0,0,0.0147613,0,0.0168584,0.00430372,0.0468406,0.00847587,0.0228681,0,0.0227312,0.0180806,0.00922105,0.0184029,0.0081828,0.00738018,0.0124255,0.0183855,0.0119758,0.0129904,0.0100794,0.0113367,0.00625296,0.00732693,0.0127234,0.0139126,0,0,0,0,0,0,0,0,0
149,0,0.0151598,0.00484475,0,0,0,0,0,0.00796128,0.0163517,0.0207386,0,0,0,0.00770195,0,0.017824,0.00292223,0.0506971,0.0356938,0.0124282,0.0490496,0.0210556,0.0114747,0.0217807,0.0322843,0.0247134,0.0117438,0.0213039,0.0189129,0.00699873,0.00837464,0.00771686,0.00936212,0.00633974,0.00256703,0.0100875,0.0146144,0.0105156,0,0.0141106,0,0,0.0147942,0,0.0168972,0.00436937,0.0468026,0.008489,0.0227561,0,0.0228026,0.0178423,0.00920648,0.0185592,0.00790577,0.00736651,0.0126458,0.0185784,0.012157,0.0131538,0.00961174,0.0111655,0.00624669,0.00724222,0.0119832,0.0139215,0,0,0,0,0,0,0,0,0
150,0,0.0151022,0.00445822,0,0,0,0,0,0.00758579,0.0164023,0.0208053,0,0,0,0.00759094,0,0.0178588,0.00283631,0.0506037,0.0358063,0.0125113,0.0491096,0.0211193,0.0109554,0.0217959,0.032451,0.0244094,0.0117837,0.0213652,0.0189967,0.00702994,0.00833843,0.00771347,0.00898022,0.00638426,0.00247984,0.00975012,0.014691,0.0103564,0,0.0141739,0,0,0.0147843,0,0.0169199,0.00440537,0.0465949,0.0084885,0.0227399,0,0.022865,0.0175229,0.00914604,0.0186221,0.00763673,0.00731537,0.0127469,0.0187443,0.0122291,0.0131881,0.00930149,0.0110316,0.00625311,0.00714474,0.0112939,0.0139925,0,0,0,0,0,0,0,0,0
151,0,0.0151576,0.00413296,0,0,0,0,0,0.00762215,0.0164921,0.0208962,0,0,0,0.00757271,0,0.017808,0.00277538,0.0504528,0.036025,0.0125038,0.049006,0.0212147,0.0104431,0.0218728,0.0327518,0.0242636,0.0118919,0.0215132,0.0191634,0.00701729,0.0083236,0.00763763,0.00862706,0.00635095,0.00242709,0.0094928,0.0147529,0.0102095,0,0.0142841,0,0,0.0147235,0,0.0169309,0.00442126,0.0458722,0.00845195,0.0229081,0,0.022948,0.0171482,0.0087877,0.0183937,0.00739867,0.0072686,0.0127477,0.0190185,0.0122078,0.0131465,0.00911189,0.01088,0.0062695,0.00706041,0.0106021,0.0141109,0,0,0,0,0,0,0,0,0
152,0,0.0138276,0.00448452,0,0,0,0,0,0.00751706,0.0166971,0.0210911,0,0,0,0.00744155,0,0.0176688,0.00277747,0.0503352,0.0364101,0.0116576,0.0488531,0.0193641,0.0106727,0.0219757,0.0332646,0.02443,0.0120994,0.0217941,0.0194669,0.00701561,0.00834441,0.00750994,0.00854702,0.00628045,0.00221115,0.00988767,0.0150627,0.00976268,0,0.0126723,0,0,0.0143682,0,0.0166931,0.00399017,0.044043,0.00800375,0.024586,0.0212653,0.0216472,0.0170255,0.00797695,0.018224,0.00724995,0.00612155,0.0118399,0.0197091,0.0113054,0.0122009,0.00942888,0.010508,0.00598441,0.00672115,0.0114791,0.0129846,0,0,0,0,0,0,0,0,0
153,0,0.0120892,0.00481876,0,0,0,0,0,0.00729421,0.01692,0.021189,0,0,0,0.00729648,0,0.0175192,0.00284725,0.0500915,0.0365662,0.0108102,0.0490158,0.0176828,0.0110093,0.0220337,0.0336609,0.024654,0.0121004,0.0219653,0.0194941,0.00700876,0.00830947,0.00732145,0.00863944,0.00622339,0.00198691,0.00974064,0.0153669,0.00940568,0,0.0107937,0,0,0.0141656,0,0.0164775,0.0036226,0.043371,0.00762496,0.0244994,0.0209175,0.020114,0.0173078,0.00803092,0.0181372,0.00730509,0.00532568,0.0115685,0.0196864,0.0110214,0.0119497,0.00942384,0.0102267,0.00573219,0.00640544,0.0118781,0.0114908,0,0,0,0,0,0,0,0,0
154,0,0.00997004,0.00559159,0,0,0,0,0,0.0071854,0.0172775,0.0210759,0.0162388,0,0,0.0070603,0,0.0173151,0.00289421,0.0502836,0.0363122,0.00944995,0.0489046,0.0158786,0.0116088,0.0219466,0.0335947,0.0246234,0.0122188,0.0219415,0.0191393,0.00712088,0.0081687,0.00727964,0.0088883,0.00614567,0.00183323,0.00969801,0.0157147,0.00914334,0,0.0086716,0,0,0.0139026,0,0.0162789,0.00326501,0.0431718,0.00737379,0.0239349,0.0208639,0.0183166,0.0179891,0.00796918,0.0183616,0.00737786,0.00503886,0.0113923,0.0195228,0.0108175,0.0118229,0.00958139,0.0101439,0.0054562,0.00607515,0.012511,0.00970764,0,0,0,0,0,0,0,0,0
155,0,0.00869103,0.00609325,0,0,0,0,0,0.00746897,0.017472,0.021072,0.0159847,0,0,0.00677362,0,0.0172349,0.0029105,0.0501045,0.0362121,0.00867909,0.0489123,0.0146457,0.0115303,0.0220034,0.0337418,0.0247661,0.0123573,0.0219858,0.0186398,0.00715136,0.00811692,0.00722201,0.00873503,0.00614432,0.00167426,0.00959073,0.0159716,0.00924785,0,0.00742595,0,0,0.0137249,0,0.0161613,0.00299393,0.0430981,0.00756526,0.0235983,0.0206495,0.0171144,0.0181812,0.00772245,0.018616,0.00713807,0.00494156,0.0115225,0.0197,0.0109385,0.0119609,0.00945434,0.00994397,0.00525097,0.00575518,0.012692,0.00865162,0,0,0,0,0,0,0,0,0
156,0,0.00735193,0.00676717,0,0,0,0,0,0.00749345,0.0176611,0.0214085,0.0161034,0,0,0.00635519,0,0.0171763,0.00280139,0.0500126,0.0368538,0.00815908,0.0497975,0.013224,0.0113774,0.0225912,0.0347679,0,0.012753,0.0226452,0.0192148,0.00743629,0.00787343,0.00734511,0.00854266,0.00618409,0.00152069,0.00948851,0.016211,0.00922696,0,0.00626925,0,0,0.0134232,0,0.0160187,0.00273263,0.042951,0.00762096,0.0233021,0.0203257,0.0157831,0.018306,0.00770474,0.0187721,0.00682396,0.00490913,0.0115362,0.0198444,0.0109594,0.0119761,0.00931143,0.00975649,0.00499779,0.00542429,0.0130676,0.00748471,0,0,0,0,0,0,0,0,0
157,0,0.00618255,0.00731099,0,0,0,0,0,0.00779125,0.017814,0.0212128,0.0158283,0,0,0.00595661,0,0.017196,0.00270563,0.0496412,0.0362441,0.00768789,0.0488482,0.0121231,0.0112955,0.0219778,0.0340125,0.0249102,0.0124666,0.0219447,0.0195846,0.00714478,0.00809102,0.00702215,0.00837066,0.00626484,0.00133222,0.00948124,0.0164204,0.00915146,0,0.00532359,0,0,0.0130463,0,0.015876,0.00250661,0.0427214,0.00751073,0.0230249,0.0200026,0.0146639,0.0183818,0.00780319,0.0189044,0.00631584,0.00486135,0.0114696,0.0199319,0.0109059,0.0119108,0.00932516,0.00973125,0.00483035,0.00515989,0.0133249,0.00633902,0,0,0,0,0,0,0,0,0
158,0,0.00514619,0.00781901,0,0,0,0,0,0.00792616,0.0180063,0.0213015,0.0153149,0,0,0.00561972,0,0.0171966,0.00269163,0.0493473,0.0362123,0.00728664,0.0487281,0.0114115,0.0111307,0.0220327,0.0341288,0.0248878,0.0125038,0.0218496,0.020325,0.00711685,0.00807875,0.00693699,0.00821462,0.00633801,0.00116917,0.00949704,0.0166143,0.00906313,0,0.00457491,0,0,0.0126155,0,0.0157588,0.00233255,0.0424828,0.00734405,0.022685,0.0196964,0.0136651,0.018473,0.00747191,0.0190452,0.00597841,0.0047677,0.0113791,0.0200129,0.0108354,0.0118165,0.00935911,0.00971112,0.00493517,0.00498272,0.013603,0.00560671,0,0,0,0,0,0,0,0,0
159,0,0.00280391,0.00995828,0,0,0,0,0,0.00802249,0.0174766,0.0213176,0.0151105,0,0,0.00242995,0,0.0179921,0.00183499,0.0489061,0.0362403,0.00644487,0.0487307,0.00972222,0.00923889,0.0221312,0.0342799,0.0249677,0.0125774,0.0218899,0.0203435,0.00707356,0.00809513,0.00663222,0.00495205,0.00681147,0.00145295,0.00938137,0.0164039,0.00896676,0,0.00415911,0,0,0.0048048,0,0.0157585,0.00428824,0.0421248,0.00750043,0.0223132,0.0194698,0.0115663,0.00917335,0.00728091,0.0190847,0.00581874,0.00469859,0.0113046,0.0201491,0.0107499,0.0117419,0.00922892,0.00581506,0.00707114,0.00573751,0.015288,0.00471395,0,0,0,0,0,0,0,0,0
160,0,0.00226775,0.0103259,0,0,0,0,0,0.00802133,0.0177073,0.0213135,0.0147421,0,0,0.00232911,0,0.01791,0.00167305,0.0485817,0.0362073,0.00620128,0.0486593,0.00908083,0.00907767,0.0221647,0.0343732,0.0250298,0.0126368,0.021904,0.0200623,0.00710024,0.00806631,0.00645848,0.0047198,0.00684949,0.00126835,0.00928951,0.0166808,0.0089644,0,0.00429128,0,0,0.00462435,0,0.0156486,0.00391432,0.0418042,0.00764607,0.0219106,0.0192186,0.0107862,0.00918152,0.00714167,0.0192967,0.00551028,0.00459871,0.0113164,0.0202709,0.0107292,0.0117823,0.00924704,0.00562927,0.00681218,0.00545862,0.0155019,0.00411038,0,0,0,0,0,0,0,0,0
161,0,0.0019296,0.0105528,0,0,0,0,0,0.00811116,0.0179305,0.0211923,0.0142869,0,0,0.00229795,0,0.0178738,0.00164392,0.0484052,0.0360677,0.005986,0.0484427,0.00846456,0.00883144,0.0221834,0.0344142,0.0250484,0.0126781,0.021829,0.0198597,0.00717874,0.00801242,0.00631578,0.00454402,0.00691591,0.00121389,0.0091944,0.016954,0.00895794,0,0.00439474,0,0,0.00452104,0,0.0155305,0.00359529,0.0415877,0.00775308,0.0214565,0.0190072,0.0101909,0.00914141,0.00686942,0.0195467,0.00537641,0.00442508,0.0113186,0.0204047,0.0106915,0.0118401,0.00924006,0.00545155,0.00641865,0.00515522,0.0155655,0.00400321,0,0,0,0,0,0,0,0,0
162,0,0.00182625,0.0110626,0,0,0,0,0,0.0081985,0.0181829,0.0209848,0.0133337,0,0,0.00233684,0,0.0177956,0.00163409,0.0481605,0.0356773,0.00556094,0.0480062,0.00766281,0.00874882,0.0222489,0.0343467,0.0249454,0.0127366,0.0215864,0.019622,0.00728968,0.00796684,0.00620951,0.00447799,0.00694229,0.00109074,0.00912362,0.017327,0.0089714,0.0146498,0.00477203,0,0,0.00420865,0,0.0153669,0.00315713,0.0417596,0.00784111,0.0208888,0.0187117,0.00948934,0.00967656,0.00611832,0.0199053,0.00548486,0.00402234,0.0112979,0.0204295,0.0106669,0.0118962,0.00919498,0.00550131,0.00623863,0.00486211,0.0157745,0.00417427,0,0,0,0,0,0,0,0,0
163,0,0.00175319,0.0109173,0,0,0,0,0,0.00789352,0.0182976,0.0209254,0.0134315,0,0,0.00228995,0,0.0176949,0.00165277,0.0480247,0.0356511,0.00559257,0.0479659,0.00760511,0.00839827,0.0221176,0.0344354,0.0249267,0.0127837,0.0217111,0.0198258,0.00741074,0.00792426,0.005972,0.00420994,0.00694395,0.000991429,0.00913602,0.017494,0.00882061,0,0.00466526,0,0,0.00450263,0,0.015381,0.0031538,0.0411742,0.00776,0.0205611,0.018275,0.009095,0.00938186,0.00569895,0.0198683,0.00583127,0.00392573,0.0111449,0.020639,0.0104574,0.0118566,0.00930721,0.00532355,0.00625238,0.00475763,0.0154112,0.00402708,0,0,0,0,0,0,0,0,0
164,0,0.00213599,0.0112984,0,0,0,0,0,0.00791075,0.0185373,0.0207074,0.0127228,0,0,0.00242623,0,0.0175645,0.00166402,0.0478545,0.0352022,0.00534033,0.0475765,0.00696925,0.00819992,0.0221321,0.0343445,0.0246814,0.0127027,0.0216145,0.0197593,0.00756098,0.00785177,0.00576009,0.00415517,0.00692515,0.000799924,0.00900296,0.0178643,0.00887135,0.0138582,0.00510738,0,0,0.00429517,0,0.0152301,0.00276789,0.0412719,0.00791857,0.0199193,0.017548,0.00845101,0.00982982,0.00561604,0.020219,0.00565417,0.00376263,0.0111742,0.0207868,0.0104665,0.0119661,0.00918856,0.0053735,0.00605273,0.00444424,0.0154583,0.00414216,0,0,0,0,0,0,0,0,0
165,0,0.00239996,0.0113642,0,0,0,0,0,0.00759741,0.0187059,0.020552,0.0127823,0,0,0.00251951,0,0.0175754,0.00172914,0.0477964,0.0349531,0.00527217,0.0472968,0.00682173,0.00787135,0.0220236,0.0343311,0.0244583,0.0126608,0.0215669,0.0197778,0.00770662,0.00779195,0.00551798,0.00405645,0.0069491,0.000789205,0.00899478,0.0181182,0.00872342,0.0120323,0.00530942,0,0,0.00431349,0,0.0151537,0.00256302,0.0409422,0.0078562,0.0196075,0.0168495,0.00792507,0.00984667,0.00510854,0.0204939,0,0.00368993,0.0109518,0.0211472,0.0101938,0.0117944,0.00920845,0.00533968,0.00590704,0.00420807,0.0152066,0.00403922,0,0,0,0,0,0,0,0,0
166,0,0.00271332,0.0113571,0,0,0,0,0,0.00735401,0.018864,0.020341,0.0129533,0,0,0.00265747,0,0.0175203,0.00179916,0.047708,0.0346705,0.00519625,0.0469926,0.00663864,0.00759736,0.0220112,0.0343115,0.0245779,0.0126257,0.0214234,0.0196581,0.00779862,0.00775836,0.00525111,0.0039733,0.00695913,0.00089778,0.00884245,0.0184271,0.00861684,0.0114694,0.00555633,0,0,0.00428884,0,0.0151412,0.00230665,0.0406426,0.00790481,0.0192223,0.0164967,0.00737579,0.00978349,0.00524272,0.0207227,0,0.00374968,0.0109493,0.0213013,0.0101066,0.0117639,0.00907519,0.0052532,0.00568847,0.00401813,0.0149381,0.00399985,0,0,0,0,0,0,0,0,0
167,0,0.00305135,0.0112959,0,0,0,0,0,0.00719791,0.0191721,0.0201183,0.0129114,0,0,0.00274849,0,0.0173973,0.00176732,0.0475806,0.034408,0.00518509,0.0466823,0.00652348,0.00729372,0.0218901,0.034296,0.0248781,0.0126617,0.0213632,0.0195952,0.00792987,0.0077258,0.00498505,0.00380456,0.00694838,0.000906077,0.00883721,0.0187431,0.00846423,0.0112871,0.0058382,0,0,0.00418423,0,0.015125,0.00207204,0.0404276,0.00781585,0.0188106,0.0161236,0.00693877,0.00979648,0.00528606,0.0208874,0,0.00365967,0.0108043,0.0212547,0.00988935,0.0115844,0.00915655,0.00520851,0.00559604,0.00389996,0.0146039,0.00413995,0,0,0,0,0,0,0,0,0
168,0,0.00335531,0.0111107,0,0,0,0,0,0.00703719,0.0194599,0.0199477,0.0122367,0,0,0.0028089,0,0.0173359,0.00167815,0.047396,0.0342167,0.00526719,0.0464091,0.00648238,0.00703764,0.021861,0.0343967,0.0248793,0.0127898,0.0214019,0.0199203,0.00814971,0.0077147,0.00474132,0.00368735,0.00696963,0.000886902,0.00883629,0.0189925,0.00836089,0.0110139,0.00608531,0,0,0.00400741,0,0.0150174,0.00177787,0.0402728,0.0077171,0.0183578,0.0157226,0.00662019,0.00980758,0.00514866,0.021001,0,0.00349812,0.010672,0.02122,0.0097105,0.0113984,0.00925483,0.00516146,0.00541238,0.00375694,0.0141645,0.00447387,0,0,0,0,0,0,0,0,0
169,0,0.00368477,0.010891,0,0,0,0,0,0.00685374,0.0197537,0.0197535,0.011042,0,0,0.00280189,0,0.0172719,0.00174176,0.0472747,0.0340238,0.00535803,0.046146,0.00644997,0.00690803,0.021833,0.0345048,0.0247078,0.0127643,0.0213889,0.0202968,0.00837437,0.00771,0.00455292,0.00361926,0.00700249,0.00102251,0.0085571,0.0192649,0.00817821,0.0106702,0.00633627,0,0,0.00376158,0,0.014935,0.00144937,0.0400663,0.00763087,0.017951,0.0152492,0.00636668,0.00987456,0.00495885,0.0211412,0,0.00348816,0.0105989,0.0213587,0.0095717,0.0113138,0.00908829,0.00516402,0.00528933,0.00363125,0.0137455,0.0047681,0,0,0,0,0,0,0,0,0
170,0,0.00400729,0.0107016,0,0,0,0,0,0.00667906,0.0201023,0.0195357,0.01057,0,0,0.0028419,0,0.0171461,0.00195262,0.0472325,0.0337465,0.00542044,0.0457987,0.00646716,0.00681366,0.0218515,0.0347031,0.0245677,0.0126672,0.021338,0.0200964,0.00853822,0.00770811,0.00449823,0.00372525,0.00703192,0.00129655,0.00830109,0.0196077,0.00798597,0.0102615,0.00653118,0,0,0.00342074,0,0.01496,0.00120039,0.0398401,0.00753753,0.017579,0.0147625,0.00612336,0.00992876,0.00478939,0.0213158,0,0.00362373,0.0105061,0.0215073,0.00941943,0.0111883,0.00891076,0.00521169,0.00521816,0.00354783,0.0133336,0.00492856,0,0,0,0,0,0,0,0,0
171,0,0.00417028,0.0103852,0,0,0,0,0,0.00652936,0.0204508,0.0192903,0.0106273,0,0,0.00294736,0,0.0169724,0.00226852,0.0472048,0.0334189,0.00550465,0.0453238,0.00657415,0.00673168,0.0218508,0.0346963,0.024472,0.0125775,0.0213546,0.0196119,0.0086717,0.00771465,0.00466233,0.00401025,0.00703664,0.0015713,0.00815106,0.0199032,0.00781026,0.00973208,0.00651937,0,0,0.00299767,0,0.0150133,0.00102532,0.0396749,0.00740338,0.017177,0.0143329,0.00602287,0.00982216,0.00458692,0.0215105,0,0.00370871,0.0103437,0.0215787,0.00922862,0.0110364,0.00882631,0.00522214,0.0050842,0.00346253,0.0127938,0.00500484,0,0,0,0,0,0,0,0,0
172,0,0.0046123,0.0102451,0,0,0,0,0,0.00643133,0.0205365,0.0190359,0.0106564,0,0,0.00296412,0,0.0169814,0.00211014,0.0470957,0.0331076,0.00553679,0.0448664,0.00667522,0.00613213,0.0217786,0.0346872,0.0242964,0.0125353,0.0213638,0.0193993,0.00882265,0.00774888,0.0049042,0.00354417,0.00707988,0.00173376,0.00801791,0.0201762,0.00759186,0.00921252,0.00670376,0,0,0.00278539,0,0.0149754,0.000976005,0.0395174,0.00723883,0.016765,0.0139388,0.00592166,0.00976138,0.00438248,0.0216768,0,0.00366564,0.0101338,0.0215716,0.00896772,0.0108402,0.0087255,0.00536487,0.004772,0.00340744,0.0123507,0.00539486,0,0,0,0,0,0,0,0,0
173,0,0.00525362,0.0102401,0,0,0,0,0,0.00646495,0.0206138,0.0188777,0.0106703,0,0,0.00310782,0,0.0169841,0.00207157,0.0468368,0.0328971,0.00554564,0.0445924,0.00686078,0.00572058,0.021797,0.0347743,0.0240956,0.0124176,0.0214057,0.0194365,0.00897139,0.00781066,0.00511231,0.00330359,0.00711128,0.00189418,0.00759264,0.0204893,0.00748848,0.00871447,0.00704846,0,0,0.00262958,0,0.0149183,0.00112179,0.0394464,0.00738353,0.0161314,0.013988,0.00592432,0.00990314,0.00442514,0.0216935,0.00268208,0.00379381,0.0102222,0.0215212,0.00898296,0.0108988,0.00839419,0.0055803,0.00449049,0.00339745,0.0120124,0.00589862,0,0,0,0,0,0,0,0,0
174,0,0.00579853,0.0101444,0,0,0,0,0,0.00654466,0.0207426,0.018747,0.0106343,0,0,0.00334157,0,0.0170296,0.00201848,0.0468251,0.0326592,0.00559277,0.0443875,0.00698616,0.00526344,0.0218455,0.0343232,0.0238409,0.012241,0.0214706,0.0196774,0.00926381,0.00780884,0.00544519,0.00289585,0.00717756,0.0020765,0.00733378,0.0208237,0.00737474,0.00817722,0.00729797,0,0,0.00255772,0,0.0149341,0.00136859,0.0393425,0.00746046,0.0158091,0.0136886,0.00588734,0.00992667,0.00427091,0.021933,0.00401054,0.00378881,0.0101576,0.0217287,0.00888482,0.0108626,0.00822621,0.00569868,0.00440644,0.00344487,0.0116735,0.00630748,0,0,0,0,0,0,0,0,0
175,0,0.00610942,0.00987942,0,0,0,0,0,0.00663964,0.0208913,0.0185314,0.0105378,0,0,0.00361371,0,0.0170985,0.00199318,0.0469683,0.0323205,0.00568452,0.0440468,0.00702438,0.00474822,0.0218717,0.0340339,0.0237031,0.0121528,0.0214474,0.0199223,0.0095615,0.00783859,0.00587888,0.00247764,0.00724652,0.00220901,0.00740828,0.0210858,0.00711803,0.00767236,0.00734946,0,0,0.00259799,0,0.0149621,0.00169586,0.0391696,0.00722453,0.0157808,0.0129522,0.00577382,0.00974731,0.00386859,0.0222911,0,0.00360203,0.00980478,0.0220975,0.00849783,0.0105457,0.00839697,0.00573624,0.00432462,0.00355345,0.0112746,0.00657498,0,0,0,0,0,0,0,0,0
176,0,0.00647557,0.00964518,0,0,0,0,0,0.00688166,0.0210295,0.0183363,0.0105647,0,0,0.00392587,0,0.0171047,0.002016,0.0469892,0.0320305,0.005746,0.0436423,0.00718065,0.0043692,0.0218615,0.0339973,0.0239287,0.0120763,0.0214229,0.0200117,0.00973301,0.00798084,0.00639888,0.00219426,0.0073187,0.00230828,0.00734568,0.021364,0.00684721,0.00733218,0.00743956,0,0,0.00269905,0,0.0149963,0.00201962,0.0390307,0.00713788,0.0154519,0.0125227,0.00584157,0.00962978,0.00373822,0.0224381,0,0.00365055,0.00959085,0.0221661,0.00820535,0.0103055,0.00843486,0.00583427,0.00438251,0.00369973,0.0108465,0.00682016,0,0,0,0,0,0,0,0,0
