Timestep,,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B
459,0,0.00312263,0.00716762,0,0,0,0,0,0.0058233,0.017762,0.0198436,0.0145069,0,0,0.0126319,0,0.0174232,0.00598648,0.0495762,0.0360497,0.00765976,0,0.00988501,0.0117145,0.0232509,0.0360398,0.0255155,0.01201,0.0228031,0.0209048,0.00951531,0.00644708,0.0074806,0.0117491,0.00789626,0.00169577,0.00759471,0.0163969,0.00860903,0.0147749,0.00611166,0,0,0.00409925,0,0.0135935,0.00356486,0.0414458,0.00807462,0.0200407,0.0193556,0.0117285,0.0193882,0.00667364,0.020395,0.00454533,0.00544463,0.0118859,0.0224119,0.0100498,0.0130649,0.0089439,0.0115064,0.0101023,0.00241225,0.0088792,0.00504761,0,0,0,0,0,0,0,0,0
460,0,0.00316703,0.00780453,0,0,0,0,0,0.00593559,0.0177734,0.0197453,0.0143114,0,0,0.0121579,0,0.0172136,0.00617038,0.0494267,0.0359518,0.00730713,0,0.00905049,0.0115679,0.0231826,0.0359964,0.0254065,0.0119766,0.0227323,0.0208922,0.00968346,0.00647022,0.00750497,0.0115816,0.00763185,0.00182373,0.00782241,0.0166521,0.00849514,0.0142412,0.00670452,0,0,0.00339306,0,0.013647,0.00303704,0.0412511,0.00804305,0.0195811,0.0188182,0.0105674,0.0193977,0.00645253,0.0205604,0.00448606,0.00539547,0.011685,0.0223133,0.00994098,0.0128645,0.00916887,0.0113928,0.00909897,0.00230093,0.00939206,0.00518071,0,0,0,0,0,0,0,0,0
461,0,0.0034255,0.00825372,0,0,0,0,0,0.0061022,0.0177867,0.0196661,0.0142616,0,0,0.0117213,0,0.0169288,0.00622719,0.0492048,0.0358148,0.00703816,0,0.00833661,0.0114003,0.0230515,0.0358563,0.0253132,0.0121005,0.0223594,0.0207667,0.00978038,0.00655123,0.0076678,0.0112902,0.0073214,0.0019351,0.00810914,0.0168033,0.00832938,0.0138637,0.00722217,0,0,0.00272942,0,0.0136466,0.00249319,0.0410442,0.00782853,0.0191327,0.0183559,0.00953637,0.019234,0.00591658,0.0206679,0.00426427,0.00519705,0.0114363,0.022104,0.00957689,0.0125731,0.00944092,0.0112645,0.00801634,0.0022584,0.00979441,0.00539073,0,0,0,0,0,0,0,0,0
462,0,0.00357119,0.00881735,0,0,0,0,0,0.00618447,0.0178582,0.0188187,0.0144053,0,0,0.0112277,0,0.0164572,0.00615622,0.0491654,0.0342481,0.00606437,0.0443211,0.0073897,0.0115524,0.0215795,0.0340783,0.0238206,0.0118826,0.0209717,0.0195614,0.00924047,0.0072355,0.00735433,0.011051,0.00690708,0.00213502,0.0329708,0.0168365,0.0209498,0.0140433,0.00736694,0,0,0.00189501,0,0.0137252,0.0022533,0.0422372,0.0198101,0.0181086,0.0206532,0.00817674,0.0189448,0.00731445,0.0189743,0.0121397,0.00871712,0.00951206,0,0.015457,0.00963754,0.033838,0.0111704,0.00715282,0.00239249,0.0104411,0.00541844,0,0,0,0,0,0,0,0,0
463,0,0.00490872,0.0100999,0,0,0,0,0,0.00629065,0.0174655,0.0186865,0.0138484,0,0,0.0083161,0,0.0167759,0.00472822,0.0483196,0.0339243,0.00597967,0.0435657,0.00656448,0.00964134,0.0218287,0.034327,0.0238535,0.0122359,0.0206437,0.019235,0.00915476,0.00744596,0.00709247,0.00837499,0.00697434,0.00209891,0.00749347,0.0164468,0.00836304,0.0132591,0.00930552,0,0,0.00856729,0,0.0138827,0.00430227,0.0404972,0.00860857,0.0183065,0.0176305,0.00702945,0.0147355,0.00467674,0.0211602,0.00360758,0.0045092,0.0115305,0.0227801,0.00953448,0.0126039,0.00882418,0.00858931,0.00806552,0.00327712,0.0115623,0.00675984,0,0,0,0,0,0,0,0,0
464,0,0.00543163,0.0101786,0,0,0,0,0,0.00660395,0.0174887,0.0186074,0.0130218,0,0,0.00798295,0,0.0166145,0.00478603,0.0481094,0.0337705,0.0058451,0.0434312,0.00638168,0.00942821,0.0217163,0.0344366,0.0237153,0.012236,0.020766,0.0193207,0.00922922,0.00755374,0.0075808,0.00806985,0.00672657,0.0022579,0.00709172,0.016471,0.00799404,0.0121727,0.0097345,0,0,0.00890028,0,0.0138056,0.00406017,0.040149,0.00834317,0.0178681,0.0170151,0.0064432,0.0146994,0.00452122,0.0213532,0.00366362,0.00437329,0.0111408,0.0228879,0.00907951,0.0121981,0.008522,0.00850481,0.0075134,0.00341696,0.0115576,0.00706476,0,0,0,0,0,0,0,0,0
465,0,0.00601634,0.0102886,0,0,0,0,0,0.00697058,0.0175116,0.0184778,0.0111821,0,0,0.00767697,0,0.0164113,0.00479491,0.0479328,0.0335809,0.00578782,0.043567,0.00630753,0.00923995,0.0215321,0.0343028,0.0234924,0.0121982,0.0212588,0.0194329,0.00934476,0.00768677,0.00812318,0.0077947,0.00648008,0.00239768,0.00690165,0.0165152,0.00757901,0.0114129,0.0102715,0,0,0.00925804,0,0.0137459,0.00387149,0.0398782,0.00797299,0.01739,0.0163617,0.00608678,0.0148389,0.00440023,0.0214536,0.00354515,0.00421053,0.0107137,0.0227888,0.00858676,0.0117286,0.00834182,0.00858194,0.00713249,0.00365622,0.0115062,0.00748314,0,0,0,0,0,0,0,0,0
466,0,0.00656199,0.0103783,0,0,0,0,0,0.00730235,0.0175523,0.018253,0.0102993,0,0,0.00743224,0,0.0161704,0.00476539,0.0478379,0.0332937,0.00575164,0.0431703,0.0062316,0.00910896,0.0213922,0.034076,0.0232585,0.0122126,0.0211848,0.0195547,0.00952652,0.00775563,0.00877643,0.00758744,0.00623573,0.00254094,0.0064967,0.0166031,0.00753766,0.010976,0.0107478,0,0,0.00966261,0,0.0137527,0.00375322,0.0396343,0.0082858,0.0169497,0.0158066,0.00584061,0.0149883,0.00423846,0.0216619,0.00336886,0.0041501,0.0107085,0.0231862,0.00848295,0.0117423,0.00794308,0.00870022,0.00685595,0.00394274,0.0114235,0.00782041,0,0,0,0,0,0,0,0,0
467,0,0.00715285,0.0104668,0,0,0,0,0,0.00761398,0.0176382,0.0179874,0.0101055,0,0,0.00723536,0,0.0159461,0.00484415,0.0477733,0.0329127,0.00577055,0.0424947,0.00646679,0.00900853,0.0212737,0.0338977,0.0230592,0.0122764,0.0205526,0.0197479,0.00975421,0.00777798,0.00947902,0.00739029,0.00600156,0.00267367,0.00621264,0.0166483,0.0075432,0.0106298,0.0111881,0,0,0.0100687,0,0.0136507,0.0036691,0.0394086,0.00858248,0.0165052,0.0152514,0.00564174,0.0151824,0.00404172,0.0219155,0.00323074,0.00409632,0.0107023,0.0235068,0.00831735,0.0117639,0.00765034,0.00883946,0.00658709,0.00408924,0.0113703,0.00816824,0,0,0,0,0,0,0,0,0
468,0,0.00782566,0.0105677,0,0,0,0,0,0.00801732,0.0177143,0.0177575,0.0100821,0,0,0.00711466,0,0.0158875,0.00510073,0.0477358,0.0324898,0.00582939,0.0422402,0.00674793,0.00887636,0.0210923,0.0336403,0.0228743,0.0122787,0.0202728,0.0197952,0.00994576,0.00786652,0.0101938,0.00726882,0.00588168,0.0027728,0.00609645,0.0167524,0.00733854,0.00974685,0.0117196,0,0,0.0104551,0,0.0135401,0.0036723,0.0391918,0.00851554,0.016076,0.0146908,0.0055409,0.0154838,0.00398567,0.0221082,0.00312319,0.00402731,0.010483,0.0235069,0.00805465,0.0115101,0.00751612,0.00899078,0.00639319,0.00421776,0.0113429,0.00870276,0,0,0,0,0,0,0,0,0
469,0,0.00846074,0.0106599,0,0,0,0,0,0.00857617,0.0177719,0.0175351,0.00995975,0,0,0.00705322,0,0.0158387,0.00530741,0.0477263,0.0321107,0.00590342,0.0420399,0.00697835,0.00884178,0.0210393,0.0335503,0.0228532,0.0122539,0.0202368,0.0197805,0.0101189,0.00799768,0.0109606,0.00724889,0.00580442,0.00286914,0.00604868,0.0169287,0.00699279,0.00902161,0.0122613,0,0,0.0108373,0,0.0134792,0.00374152,0.0390834,0.00815411,0.0156593,0.014047,0.00554238,0.015817,0.004183,0.0222306,0.00302673,0.00390713,0.010115,0.0232638,0.00773447,0.0110667,0.00741757,0.00918086,0.00625019,0.0043917,0.0113445,0.00919387,0,0,0,0,0,0,0,0,0
470,0,0.00907101,0.0107483,0,0,0,0,0,0.00915978,0.0178043,0.0173514,0.00978264,0,0,0.0071178,0,0.0157721,0.00538943,0.04771,0.0317493,0.00600628,0.0416575,0.00718361,0.00889521,0.0209991,0.0335303,0.0225946,0.0123075,0.0202026,0.0197273,0.0102746,0.0081554,0.0116796,0.00730963,0.00575193,0.00292991,0.0057898,0.0171557,0.00686918,0.0084848,0.0128032,0,0,0.0111919,0,0.013426,0.00380765,0.0390093,0.00820569,0.0152974,0.0134883,0.00566519,0.0162173,0.00413792,0.0224174,0.002955,0.00380321,0.00995955,0.0234472,0.0076366,0.0109117,0.00710588,0.00945598,0.00612352,0.00455896,0.0113653,0.00957095,0,0,0,0,0,0,0,0,0
471,0,0.00962948,0.0108024,0,0,0,0,0,0.00971219,0.0178513,0.0171929,0.00978982,0,0,0.00719742,0,0.0157684,0.00549359,0.0476718,0.0313614,0.00612603,0.0411897,0.00740747,0.00896304,0.0209234,0.0334919,0.0222823,0.0123021,0.0200957,0.0196237,0.0104023,0.00830665,0.0123144,0.00738655,0.00576046,0.00295329,0.00545495,0.0173889,0.00700778,0.00777644,0.0133249,0,0,0.0114658,0,0.013338,0.00383675,0.0389486,0.00867197,0.0150743,0.0130626,0.00581777,0.0165569,0.00387026,0.0226771,0.00291359,0.00366851,0.0100035,0.0240104,0.00758592,0.0109911,0.00664733,0.00969978,0.00598388,0.00466453,0.0113415,0.00997545,0,0,0,0,0,0,0,0,0
472,0,0.0101307,0.0108214,0,0,0,0,0,0.0103504,0.0179036,0.0170751,0.00988706,0,0,0.00734697,0,0.0158308,0.00568213,0.0476249,0.0309659,0.00621487,0.040666,0.00768504,0.00908355,0.0210259,0.033439,0.0219941,0.0123114,0.0202347,0.0195397,0.0104957,0.00850167,0.0129117,0.0075036,0.00581857,0.00296385,0.00524756,0.0176051,0.00698972,0.00677114,0.0138011,0,0,0.011716,0,0.0132459,0.00385866,0.0388519,0.00887741,0.0147814,0.0126255,0.00604762,0.0168066,0.00359358,0.0229638,0.00289449,0.00350833,0.00989949,0.0243559,0.00737956,0.0108638,0.00631514,0.00987352,0.00587979,0.00476303,0.0112838,0.0104514,0,0,0,0,0,0,0,0,0
473,0,0.0106211,0.0107974,0,0,0,0,0,0.0110363,0.0179579,0.0169372,0.00998584,0,0,0.00746213,0,0.0159068,0.00583538,0.0476142,0.0305634,0.00627964,0.0401443,0.0079612,0.00922737,0.0210962,0.0333306,0.0218372,0.0123451,0.0205555,0.0194111,0.0105587,0.00879174,0.0135367,0.00762793,0.00591228,0.00293845,0.00500167,0.0178,0.00665962,0.00613388,0.0142169,0,0,0.011937,0,0.0131791,0.00391266,0.0387519,0.00866485,0.0144007,0.0120847,0.00627163,0.0170122,0.00324998,0.0231658,0.00296936,0.0032586,0.0095527,0.0244236,0.00699431,0.0104531,0.00608288,0.0100028,0.00586518,0.00489517,0.0111854,0.0109081,0,0,0,0,0,0,0,0,0
474,0,0.0110791,0.0107421,0,0,0,0,0,0.0117336,0.0179841,0.0167627,0.0100836,0,0,0.00751243,0,0.0160187,0.00587113,0.0476258,0.0300771,0.00633865,0.0397871,0.00817515,0.00937658,0.0211038,0.033294,0.0217139,0.0124171,0.0201345,0.0195734,0.0106217,0.00909643,0.0140906,0.00774243,0.00603934,0.00288874,0.00479806,0.018043,0.00618987,0.00592852,0.0145677,0,0,0.0120128,0,0.0131832,0.0039794,0.0387184,0.00818717,0.0141158,0.0114376,0.00642411,0.0171984,0.00287278,0.02317,0.00320599,0.00295291,0.00908506,0.0244678,0.00652629,0.00988684,0.00577525,0.0101496,0.00594594,0.00505079,0.0110302,0.0112596,0,0,0,0,0,0,0,0,0
475,0,0.0115473,0.0106582,0,0,0,0,0,0.0123239,0.0179847,0.0166299,0.0102218,0,0,0.00753789,0,0.0161378,0.00595674,0.0476202,0.0296109,0.00637398,0.0395382,0.00837011,0.00947284,0.0210673,0.0332857,0.0215626,0.0125005,0.0198697,0.0196484,0.0106647,0.0094165,0.0145956,0.0078464,0.00616166,0.00288649,0.00478587,0.0182224,0.00625771,0.00597978,0.0148744,0,0,0.0119404,0,0.0130732,0.00399631,0.0386778,0.00843317,0.0139386,0.0110914,0.00659316,0.017356,0.00289134,0.0234985,0.00322134,0.00281753,0.00903313,0.0249194,0.00642684,0.00977236,0.00552062,0.0103715,0.00595936,0.00511934,0.0107967,0.0116207,0,0,0,0,0,0,0,0,0
476,0,0.0120031,0.0105577,0,0,0,0,0,0.012966,0.0179775,0.0165687,0.0104268,0,0,0.00765473,0,0.0162222,0.00614789,0.0476215,0.029211,0.00638927,0.0391965,0.00861276,0.00956184,0.0209793,0.0333342,0.0213743,0.0125606,0.0198429,0.0196513,0.0106925,0.0097118,0.0151453,0.00794061,0.00626845,0.00288541,0.00463888,0.0183535,0.00613071,0.00622373,0.0151386,0,0,0.0117724,0,0.0129072,0.00401094,0.0385522,0.00848724,0.0136057,0.010767,0.00684149,0.0174092,0.00282755,0.0239598,0.00322048,0.00280592,0.00879812,0.0251156,0.00610402,0.00946806,0.00527257,0.0105667,0.0059185,0.00515689,0.0105445,0.0119735,0,0,0,0,0,0,0,0,0
477,0,0.0123635,0.0104167,0,0,0,0,0,0.0137032,0.0179631,0.0165074,0.0107031,0,0,0.00774187,0,0.0162683,0.00625538,0.0476252,0.0287962,0.00645108,0.0387827,0.00880657,0.00961984,0.0207929,0.0333561,0.0211559,0.0126259,0.0197919,0.0195064,0.0107423,0.00997441,0.0157097,0.0079638,0.00633897,0.00287843,0.00448042,0.0184605,0.00568519,0.00644537,0.0153692,0,0,0.011505,0,0.0127456,0.00401961,0.0384119,0.00804635,0.0132874,0.0102497,0.00704057,0.017432,0.00266112,0.0241392,0.00332977,0.00277774,0.00827054,0.0251556,0.00550616,0.00881299,0.00504824,0.0107222,0.00588154,0.00518385,0.0103081,0.0122385,0,0,0,0,0,0,0,0,0
478,0,0.0126371,0.0101426,0,0,0,0,0,0.0144374,0.0179776,0.0164429,0.0108961,0,0,0.00777403,0,0.0163291,0.00636125,0.0476397,0.0283318,0.00652827,0.0384581,0.009029,0.00959619,0.0206115,0.0332482,0.0209359,0.012729,0.0197688,0.0195585,0.0107891,0.010255,0.0162072,0.00797436,0.00641052,0.00289391,0.00455229,0.0186019,0.00544107,0.00659446,0.0155385,0,0,0.011069,0,0.0126238,0.00400618,0.0382701,0.00786436,0.0130143,0.00962817,0.00718443,0.0175029,0.00260814,0.0243498,0.0037247,0.00281244,0.00788836,0.0254529,0.00507748,0.00831859,0.00494108,0.0108359,0.00588321,0.00522905,0.0100901,0.0124555,0,0,0,0,0,0,0,0,0
479,0,0.0129867,0.00977486,0,0,0,0,0,0.0150327,0.0179654,0.0163861,0.0112154,0,0,0.00745873,0,0.016485,0.00622879,0.0476547,0.0277951,0.00660813,0.0381156,0.00911286,0.00932115,0.020479,0.0330243,0.0206869,0.0127854,0.0197655,0.0196715,0.010816,0.0105458,0.0168379,0.0076261,0.00650197,0.00287888,0.00509101,0.0186328,0.00525053,0.00687357,0.0158191,0,0,0.0117591,0,0.0125589,0.00417889,0.0382165,0.00725376,0.0127437,0.00905549,0.00724078,0.0175522,0.00252167,0.0245344,0.00428252,0.0028313,0.00759503,0.0255814,0.00473403,0.00795043,0.00536352,0.010716,0.00603337,0.00529923,0.00990707,0.0127175,0,0,0,0,0,0,0,0,0
480,0,0.0130222,0.00933115,0,0,0,0,0,0.0157038,0.0181185,0.0163278,0.0114205,0,0,0.00775635,0,0.0164123,0.00647269,0.0475881,0.0273625,0.00659959,0.0377198,0.00922025,0.00934461,0.0203442,0.033018,0.0204701,0.0128767,0.0197414,0.0197117,0.0107948,0.0108441,0.0174145,0.00781708,0.00648,0.00294537,0.00498532,0.0189236,0.0052432,0.00709851,0.0158554,0,0,0.00985199,0,0.0124648,0.00403395,0.0381459,0.00755093,0.0126259,0.00852151,0.00738604,0.017729,0.00256635,0.0247742,0.00452317,0.00293378,0.00746619,0.0259879,0.00454209,0.0077615,0.00514384,0.0113112,0.00599519,0.00537721,0.00979943,0.0127674,0,0,0,0,0,0,0,0,0
481,0,0.0135795,0.0098208,0,0,0,0,0,0.0166017,0.0180989,0.0162825,0.0115914,0,0,0.00761665,0,0.0165113,0.00636015,0.0474395,0.0269701,0.00666637,0.0372661,0.00958298,0.00934575,0.0201984,0.0330137,0.0203667,0.0129633,0.0195717,0.0196793,0.0107484,0.0111744,0.0181362,0.00755501,0.00654962,0.00293881,0.00480082,0.0184629,0.00532571,0.00722849,0.0167516,0,0,0.0172764,0,0.0126911,0.00544955,0.0381167,0.00809233,0.0125727,0.00804067,0.00776118,0.0186357,0.00270306,0.0249978,0.00452811,0.00313111,0.00732301,0.026567,0.00432515,0.00757492,0.00478091,0.00992507,0.00678266,0.00562934,0.0104866,0.0132937,0,0,0,0,0,0,0,0,0
482,0,0.0138059,0.00971723,0,0,0,0,0,0.0174114,0.0181525,0.0162444,0.0119668,0,0,0.00758649,0,0.0165402,0.00637381,0.0474323,0.0264728,0.00673364,0.0368461,0.00962304,0.00930166,0.0200397,0.0329078,0.0202424,0.013123,0.0193611,0.0197586,0.0106839,0.0115197,0.0189829,0.00743611,0.00655504,0.00297683,0.00481343,0.0186145,0.00507863,0.00764551,0.016948,0,0,0.0172422,0,0.0126376,0.00550034,0.0381295,0.00790538,0.0124058,0.00739727,0.00786506,0.0188487,0.00276151,0.0251698,0.00479297,0.00321226,0.00691477,0.0267077,0.00385275,0.00707881,0.00464626,0.0100792,0.00683758,0.00564042,0.0104597,0.0134694,0,0,0,0,0,0,0,0,0
483,0,0.0139839,0.00961441,0,0,0,0,0,0.0184315,0.018153,0.0162227,0.0123275,0,0,0.0075394,0,0.0165228,0.00637917,0.0475425,0.025961,0.00683772,0.036503,0.00962845,0.00916246,0.0198826,0.0327647,0.0199891,0.013287,0.0193781,0.0199493,0.0105729,0.0118694,0.0198893,0.0073055,0.00653103,0.00302219,0.00472212,0.0186927,0.00461887,0.00809861,0.0170876,0,0,0.0170703,0,0.0125289,0.00548258,0.0381551,0.00741112,0.0122266,0.00675719,0.00798931,0.0190086,0.00274109,0.0253194,0.00526238,0.00318263,0.00643466,0.0266064,0.0033288,0.00646213,0.00454149,0.0102269,0.00682598,0.00563679,0.0103744,0.0136327,0,0,0,0,0,0,0,0,0
484,0,0.0141665,0.00961535,0,0,0,0,0,0.0193989,0.0181105,0.0162057,0.0126149,0,0,0.00754069,0,0.016482,0.00637048,0.0477,0.0253883,0.00675433,0.0361393,0.0096193,0.00914581,0.0196874,0.0325898,0.019751,0.013401,0.0193309,0.0203438,0.0104341,0.0121869,0.0207891,0.00728156,0.00648164,0.00307782,0.00473103,0.0187745,0.00438741,0.00846608,0.017227,0,0,0.0168661,0,0.0124433,0.00544274,0.0381816,0.00714123,0.0121152,0.00623565,0.00807678,0.0191666,0.00277349,0.0255107,0.00548773,0.0032007,0.00607631,0.0267583,0.00293639,0.00601267,0.00449501,0.0103411,0.00682966,0.00569949,0.0102727,0.0138168,0,0,0,0,0,0,0,0,0
485,0,0.0143357,0.00976215,0,0,0,0,0,0.020316,0.0181404,0.016203,0.0128241,0,0,0.00752161,0,0.0164288,0.006338,0.0478408,0.024778,0.00670035,0.0357856,0.00952542,0.00909388,0.0194678,0.0323829,0.0195433,0.0135795,0.0192941,0.0204482,0.0102772,0.0124862,0.0217661,0.00731711,0.00640599,0.00312319,0.0048814,0.0188806,0.00435221,0.00881375,0.0173117,0,0,0.0166291,0,0.0124372,0.00545658,0.0381379,0.00714954,0.0120605,0.00588785,0.00808985,0.0192253,0.0028919,0.0257919,0.0056012,0.00333846,0.00584706,0.0271373,0.00259406,0.00568177,0.0045353,0.0103411,0.0069086,0.00581127,0.0101541,0.013924,0,0,0,0,0,0,0,0,0
486,0,0.0144975,0.00977691,0,0,0,0,0,0.021286,0.0181919,0.0162372,0.0129601,0,0,0.00748853,0,0.0164125,0.0062748,0.0478636,0.0241827,0.00677243,0.0354259,0.00944477,0.00901515,0.019209,0.0321296,0.0193659,0.0138184,0.0193345,0.0204258,0.0101107,0.0128193,0.0228221,0.00727296,0.00637273,0.00310141,0.00505676,0.0189927,0.00435377,0.0091141,0.0174085,0,0,0.0164122,0,0.0124664,0.00545057,0.0381521,0.00723621,0.0120319,0.00554289,0.00810865,0.0192959,0.00301758,0.0261033,0.00619149,0.00357176,0.0056296,0.0275735,0.00226225,0.00537178,0.00456879,0.0103268,0.00699905,0.00595204,0.0100685,0.0139914,0,0,0,0,0,0,0,0,0
487,0,0.0146047,0.00964505,0,0,0,0,0,0.022458,0.018208,0.0163507,0.0129847,0,0,0.00745243,0,0.0163724,0.00622622,0.047857,0.0236595,0.00677556,0.0350102,0.00936161,0.00894129,0.0188776,0.0317899,0.019208,0.0140478,0.0194052,0.0203367,0.00994099,0.013194,0.0239511,0.00722702,0.00635251,0.00306829,0.00530467,0.0190041,0.00445003,0.00925337,0.0174761,0,0,0.0162325,0,0.0124021,0.00538174,0.0382275,0.00736702,0.0121027,0.00526389,0.0081654,0.0193405,0.00313836,0.0263442,0.00676767,0.00387849,0.00542532,0.028085,0.00199219,0.00511023,0.0046866,0.0102929,0.00704442,0.00602668,0.0100312,0.014058,0,0,0,0,0,0,0,0,0
488,0,0.0146978,0.00955434,0,0,0,0,0,0.0235314,0.0181894,0.0166178,0.0130716,0,0,0.00742106,0,0.0163224,0.00619586,0.0478834,0.0233082,0.00668457,0.0346031,0.00934938,0.00886916,0.0185107,0.0314419,0.0190598,0.0142827,0.0194278,0.0202369,0.0097283,0.0135834,0.0251013,0.00717698,0.0062926,0.0031261,0.00534251,0.0190963,0.00427732,0.00936604,0.0175644,0,0,0.0160441,0,0.0124302,0.00533956,0.0383546,0.00705102,0.0121279,0.00481094,0.00825663,0.0193895,0.00311469,0.0265284,0.00700703,0.00406183,0.00500294,0.028186,0.00161983,0.00453859,0.00467643,0.0103027,0.00716006,0.00616799,0.010056,0.0141447,0,0,0,0,0,0,0,0,0
489,0,0.0148022,0.00947203,0,0,0,0,0,0.0246849,0.0181814,0.0167794,0.0130372,0,0,0.00736105,0,0.0163076,0.00621074,0.0479077,0.0228988,0.00665251,0.0341243,0.00939155,0.00883819,0.0181075,0.0310564,0.0188375,0.0145605,0.0194134,0.0200828,0.00950154,0.013956,0.026258,0.00713645,0.00625526,0.00317692,0.00546525,0.0192271,0.00417116,0.0094271,0.0176878,0,0,0.0158058,0,0.01243,0.00527171,0.0384572,0.00684649,0.0121903,0.00442334,0.00834822,0.0194663,0.00312376,0.0267729,0.00703872,0.00423581,0.00465936,0.0284354,0.00135058,0.00402399,0.00468734,0.010472,0.00722351,0.00629276,0.010067,0.0142202,0,0,0,0,0,0,0,0,0
490,0,0.0149602,0.00944676,0,0,0,0,0,0.0259605,0.0181928,0.0168841,0.0131208,0,0,0.00733142,0,0.0162896,0.00623759,0.0479498,0.0222091,0.00663774,0.0335751,0.00945561,0.00885792,0.017653,0.0305714,0.0187039,0.0148561,0.0193957,0.019972,0.00925443,0.0142917,0.0273546,0.00710186,0.00623293,0.00320737,0.00552929,0.0193407,0.00404242,0.00950834,0.0178507,0,0,0.0155465,0,0.0123696,0.00522063,0.0385513,0.00657721,0.0122347,0.00404067,0.00844566,0.0195662,0.00336549,0.0269665,0.00682138,0.0043059,0.00439751,0.028489,0.00110363,0.00351639,0.00461239,0.0107797,0.00727129,0.00638221,0.0100912,0.0143012,0,0,0,0,0,0,0,0,0
491,0,0.015089,0.00941687,0,0,0,0,0,0.0270229,0.0182107,0.0169123,0.0131935,0,0,0.00731331,0,0.016253,0.00621547,0.0479867,0.0212345,0.0066237,0.0329621,0.00946675,0.00878899,0.0171731,0.0299456,0.018462,0.0151579,0.0193877,0.019822,0.00902999,0.0145562,0.0284471,0.00707625,0.00620819,0.00321559,0.00571835,0.0194109,0.00413766,0.00953773,0.0180143,0,0,0.0152259,0,0.0122483,0.00518543,0.0386954,0.00647119,0.0123643,0.00388249,0.0085074,0.0196722,0.00362732,0.0271924,0.00702903,0.00440559,0.00418932,0.0287529,0.000947023,0.00310782,0.00468842,0.0109695,0.00725806,0.0064483,0.010095,0.0144306,0,0,0,0,0,0,0,0,0
492,0,0.0152225,0.00934276,0,0,0,0,0,0.0280699,0.0182463,0.0170829,0.0132101,0,0,0.00726708,0,0.0162608,0.00614132,0.0480501,0.020256,0.00664814,0.0324253,0.00941526,0.00868006,0.0166781,0.0293112,0.0181809,0.015502,0.0193537,0.0196429,0.00878431,0.0148568,0.0295155,0.00695799,0.00619427,0.00322234,0.00615755,0.0195351,0.00442402,0.00951702,0.018166,0,0,0.0148491,0,0.0122451,0.00519195,0.038861,0.00659306,0.0125532,0.00388003,0.00849723,0.0197343,0.00386292,0.0275103,0.00751871,0.00459557,0.00399444,0.0293088,0.00086839,0.00280059,0.00502327,0.0110222,0.00724592,0.00653951,0.0100113,0.0145003,0,0,0,0,0,0,0,0,0
493,0,0.0106443,0.00729626,0,0,0,0,0,0.00740034,0.0176723,0.0146984,0.00889572,0,0,0.00612289,0,0.0165338,0.00506015,0.0405534,0.0294101,0.0083535,0.0199917,0.00475758,0.00779508,0.0161117,0.0243836,0.0180181,0.0187704,0.0211971,0.0220448,0.0110159,0.0277647,0.0158119,0.00620886,0.00618113,0.00289064,0.00661633,0.018283,0.00447606,0.00842866,0.012246,0,0,0.0152385,0,0.0132069,0.00562083,0.0405213,0.00658841,0.0121455,0.0042526,0.00623169,0.014024,0.0050522,0.029359,0.00754993,0.00504078,0.00318571,0.0287369,0.000566451,0.00255624,0.00523564,0.00639456,0.00694103,0.0059451,0.00881307,0.00968228,0,0,0,0,0,0,0,0,0
494,0,0.0107107,0.00705639,0,0,0,0,0,0.00769645,0.0176448,0.0152803,0.00896551,0,0,0.00598136,0,0.0165949,0.0049876,0.0405334,0.0305728,0.00843682,0.0207663,0.00458106,0.00759139,0.0164854,0.0252385,0.0184946,0.0188478,0.0214755,0.0223831,0.0110727,0.0278719,0.0157729,0.00607761,0.00619868,0.00289415,0.00686184,0.0183478,0.00456681,0.00860883,0.0122808,0,0,0.015263,0,0.0132105,0.0055984,0.0406522,0.00649825,0.0121021,0.00449648,0.00616756,0.0140376,0.00513718,0.029462,0.00758975,0.00509617,0.00292921,0.0290135,0.000390022,0.00209237,0.0054962,0.00626115,0.00693171,0.00597233,0.0087093,0.00978705,0,0,0,0,0,0,0,0,0
