Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,
All Timesteps RMSE,0.0262522,0.0144411,0,0,0,0,0,0,0.0173432,0.0168733,0.00823119,0.0151195,0,0,0.00868562,0,0.0255211,0.00663802,0.0437405,0.00996193,0.0317848,0.0160823,0.0107401,0.0145883,0.00656374,0.00923425,0.0069762,0.0296189,0.00620033,0.00727797,0.004612,0.0344088,0.021013,0.0131943,0.0176117,0.00669853,0.0207226,0.0113838,0.0152464,0.015933,0.024466,0,0,0.0145341,0,0.0125085,0.0062051,0.0484048,0.0157217,0.0330589,0.0155127,0.00943476,0.0122125,0.00586503,0.0308105,0.0088316,0.00688309,0.0121966,0.0325771,0.0105094,0.0100781,0.0198784,0.00968594,0.00831984,0.00781629,0.0115697,0.0226368,0,0,0,0,0,0,0,0,0
0,0.016255,0.0109175,0,0,0,0,0,0,0.0172574,0.0204138,0.00512329,0.00727879,0,0,0.00814577,0,0.0182784,0.00346713,0.0399708,0.0133258,0.0319917,0.0152903,0.00772959,0.00997225,0.00511854,0.00980011,0.00684261,0.0323639,0.00993085,0.00939555,0.00830189,0.0356538,0.0217659,0.011842,0.0130582,0.00488971,0.01838,0.0102007,0.0136231,0.00811877,0.0159861,0,0,0.0140288,0,0.00918517,0.00664755,0.0456708,0.015306,0.0334953,0.00966608,0.00792366,0.0140785,0.0040105,0.0327159,0.00693061,0.000927852,0.00553176,0.0341676,0.00245983,0.00350376,0.0158855,0.0091975,0.00643726,0.0061205,0.00771632,0.0144774,0,0,0,0,0,0,0,0,0
1,0.0154887,0.0104995,0,0,0,0,0,0,0.0171918,0.0203258,0.00525055,0.00721262,0,0,0.00756118,0,0.0181393,0.00303737,0.03992,0.0134937,0.0318641,0.0149612,0.0075026,0.00929526,0.00486296,0.00916268,0.00657227,0.0325922,0.0100143,0.00928583,0.00842612,0.0356198,0.0217141,0.0111099,0.0130522,0.00489863,0.0178058,0.0099851,0.0132477,0.00792609,0.0153469,0,0,0.0138013,0,0.00891093,0.00652591,0.04585,0.0148019,0.0332653,0.00929211,0.00783239,0.0138828,0.00458999,0.0325523,0.00708893,0.00103387,0.00579503,0.0337775,0.00262509,0.00361666,0.0154339,0.00928547,0.00596746,0.00593493,0.00732367,0.01385,0,0,0,0,0,0,0,0,0
2,0.0148363,0.00996422,0,0,0,0,0,0,0.0171784,0.0202171,0.00548495,0.00698386,0,0,0.00689841,0,0.0180948,0.00276413,0.0399363,0.0136934,0.0317949,0.014474,0.00720053,0.00860529,0.0046312,0.00869476,0.00630855,0.0327366,0.0101484,0.00931957,0.00848851,0.0356501,0.0217804,0.0104685,0.0130742,0.00483222,0.0172491,0.00981323,0.0129291,0.00772714,0.0147823,0,0,0.013602,0,0.00876478,0.00636105,0.0460897,0.0143627,0.0330666,0.00888348,0.00779301,0.0137995,0.0045154,0.0324796,0.00637353,0.00191033,0.00611761,0.0334254,0.00276054,0.00368331,0.0150002,0.00946888,0.00564005,0.00570439,0.00693936,0.0133208,0,0,0,0,0,0,0,0,0
3,0.0142589,0.00938678,0,0,0,0,0,0,0.0171242,0.0201012,0.00583018,0.0066937,0,0,0.00619569,0,0.0181414,0.00262679,0.0398985,0.0138688,0.0317455,0.0139802,0.00700916,0.00789433,0.00431466,0.00825248,0.00599576,0.0327942,0.0103124,0.00934461,0.00857451,0.0356987,0.0218005,0.00982471,0.0131221,0.00467109,0.0167652,0.0096541,0.0127787,0.00749826,0.0142902,0,0,0.0134247,0,0.00867497,0.00611181,0.0463542,0.0141589,0.0328099,0.00845896,0.00785862,0.013768,0.00435227,0.0325358,0.00523998,0.00267991,0.00653196,0.0330709,0.0029018,0.00380572,0.014615,0.00968003,0.00541404,0.00546534,0.00658308,0.0128615,0,0,0,0,0,0,0,0,0
4,0.0135787,0.00888536,0,0,0,0,0,0,0.0171129,0.0199782,0.00611524,0.00638149,0,0,0.00554097,0,0.018197,0.00253661,0.0398321,0.0140103,0.0317632,0.0135554,0.00675113,0.00724457,0.00385606,0.00779248,0.00561415,0.0328036,0.0101693,0.00931932,0.00870269,0.0357221,0.0218355,0.00889359,0.0131913,0.00460233,0.0163241,0.00939933,0.0126823,0.00725477,0.0137214,0,0,0.013248,0,0.00841188,0.00567768,0.0466317,0.0141129,0.0325074,0.0080768,0.0077345,0.0136642,0.00436023,0.0327014,0.00519357,0.00261038,0.00700013,0.0326455,0.00309155,0.00404319,0.0142615,0.00985865,0.00514651,0.00527781,0.00617195,0.0123328,0,0,0,0,0,0,0,0,0
5,0.0127795,0.00821827,0,0,0,0,0,0,0.0171644,0.019834,0.00641045,0.0061965,0,0,0.00497093,0,0.0182998,0.00250101,0.0398417,0.0142289,0.0318541,0.0130148,0.006388,0.00667313,0.00334453,0.00737825,0.00525927,0.0327946,0.0100179,0.00941521,0.0089009,0.0358272,0.0220266,0.00802321,0.0133072,0.00459913,0.0158908,0.00912924,0.0125315,0.00700017,0.0130161,0,0,0.0128353,0,0.00813923,0.00520393,0.0469216,0.0139657,0.0322831,0.00775627,0.00744924,0.0134823,0.00442309,0.0328415,0.00491618,0.0060739,0.00748187,0.0321565,0.00335258,0.0044033,0.01391,0.0100177,0.00483524,0.0051023,0.00568836,0.0117196,0,0,0,0,0,0,0,0,0
6,0.0119617,0.0074688,0,0,0,0,0,0,0.0169868,0.0196386,0.00674247,0.00605091,0,0,0.00439158,0,0.0184419,0.00254849,0.039971,0.0144422,0.0319012,0.0123693,0.00589682,0.00616931,0.00321364,0.00689584,0.00492649,0.0328037,0.0100532,0.0095441,0.00913122,0.035996,0.0219989,0.00729251,0.0134185,0.00450616,0.0154814,0.00887432,0.0124108,0.00669542,0.0122721,0,0,0.0124083,0,0.00795882,0.00478663,0.0469961,0.0138169,0.032074,0.00734889,0.00711987,0.0133491,0.0044214,0.0327846,0.00475057,0.00759433,0.00788698,0.0318335,0.00369302,0.00478399,0.0135392,0.0102252,0.00446213,0.00490643,0.00524037,0.0111113,0,0,0,0,0,0,0,0,0
7,0.011467,0.00710608,0,0,0,0,0,0,0.0168287,0.0194316,0.0071463,0.00599939,0,0,0.00381815,0,0.0185644,0.0027447,0.0401232,0.0147822,0.0318269,0.012031,0.00602879,0.0053785,0.00331402,0.00654751,0.00463716,0.0328462,0.0103477,0.00974185,0.0094861,0.0362037,0.0218934,0.00645405,0.0135154,0.00442843,0.0148691,0.00872988,0.012144,0.0062258,0.011884,0,0,0.0121152,0,0.0078091,0.0043621,0.0472543,0.0136447,0.031861,0.00697085,0.00713945,0.0133333,0.00465767,0.0326579,0.00465023,0.00512683,0.00816523,0.0315817,0.00396919,0.00507799,0.0129521,0.0104844,0.00418552,0.00463508,0.00507469,0.0107459,0,0,0,0,0,0,0,0,0
8,0.0111838,0.00696962,0,0,0,0,0,0,0.017045,0.0192958,0.00735828,0.00618128,0,0,0.00310591,0,0.0186411,0.002986,0.0404579,0.0149533,0.0311602,0.0115193,0.00670184,0.00426361,0.0034965,0.00638933,0.00432204,0.0328324,0.0104927,0.0098244,0.00958749,0.0363601,0.0222466,0.00533879,0.0135834,0.00440404,0.0146309,0.00868814,0.0123425,0.00569221,0.0117838,0,0,0.011887,0,0.00771553,0.00400337,0.0476197,0.0140337,0.031446,0.00673298,0.00738647,0.0132425,0.00522381,0.032751,0.00485784,0.00449123,0.00861644,0.0313687,0.00424434,0.00538269,0.0126637,0.0106908,0.00413743,0.00439732,0.00511654,0.0105358,0,0,0,0,0,0,0,0,0
9,0.0107387,0.00669721,0,0,0,0,0,0,0.0173875,0.0191854,0.00747145,0.00655334,0,0,0.00254954,0,0.0187117,0.00316792,0.0405992,0.0149265,0.0307245,0.0110801,0.00708475,0.00315966,0.00369016,0.00620058,0.00401704,0.0326258,0.010556,0.00985479,0.00956429,0.0364404,0.0228354,0.00432592,0.0136493,0.00434993,0.0143741,0.00859041,0.012654,0.00567576,0.0114845,0,0,0.0115666,0,0.00755925,0.00363896,0.0478532,0.0143652,0.0310806,0.00651441,0.00741739,0.0131434,0.00552417,0.0330213,0.00507265,0.00654016,0.00902187,0.0311816,0.00449472,0.00560866,0.0123639,0.0108078,0.00400453,0.00410241,0.00506911,0.010157,0,0,0,0,0,0,0,0,0
10,0.0101441,0.00626928,0,0,0,0,0,0,0.0175161,0.0190677,0.00757166,0.00673542,0,0,0.0021023,0,0.0187896,0.00323696,0.0405507,0.0147912,0.0306122,0.0105907,0.00692417,0.00228524,0.00393201,0.00596515,0.00357054,0.0325301,0.010446,0.00986623,0.00952934,0.0365225,0.0232166,0.00346941,0.0137346,0.00429489,0.0138406,0.0083865,0.0125134,0.00580059,0.0110087,0,0,0.0111556,0,0.00733032,0.00343523,0.0479128,0.0141853,0.0308442,0.00610048,0.00711458,0.0130395,0.0052065,0.0330557,0.0051569,0.00662539,0.00917751,0.0310331,0.00464256,0.00567004,0.0118467,0.010845,0.00373958,0.00392157,0.00484071,0.00968639,0,0,0,0,0,0,0,0,0
11,0.00951561,0.00587568,0,0,0,0,0,0,0.0174088,0.0189409,0.00771578,0.00685073,0,0,0.00175952,0,0.0188631,0.00324023,0.040416,0.0146645,0.0306416,0.0101208,0.0064974,0.00154998,0.00400596,0.00568267,0.00306815,0.0326892,0.0102101,0.00988322,0.00955579,0.0366173,0.0231661,0.00262855,0.013811,0.00426235,0.0131175,0.00811957,0.0121166,0.00574253,0.0105011,0,0,0.0106646,0,0.0070693,0.00342779,0.0480272,0.0137091,0.0306845,0.00560489,0.00674509,0.0129631,0.0044265,0.0329256,0.00518725,0.00609486,0.00922017,0.0308906,0.00473604,0.00563386,0.0111932,0.0108162,0.00342861,0.0038947,0.00455244,0.00923138,0,0,0,0,0,0,0,0,0
12,0.00898934,0.00557471,0,0,0,0,0,0,0.0171621,0.0188207,0.00780568,0.00710536,0,0,0.0014684,0,0.0189293,0.00331443,0.0404761,0.0144928,0.0306608,0.00977215,0.00601988,0.000952975,0.00400984,0.00542008,0.00281121,0.0327042,0.0100577,0.00982241,0.00954961,0.0366516,0.0229248,0.00188109,0.0138812,0.00423212,0.0123089,0.00783358,0.011703,0.00566015,0.00997831,0,0,0.0101245,0,0.00680433,0.00308198,0.0481776,0.0131706,0.0305625,0.0051895,0.00643932,0.0129801,0.00400767,0.0327805,0.00521408,0.00515388,0.00927673,0.0307415,0.00483583,0.00561182,0.0104918,0.0107989,0.00315962,0.00385451,0.00434449,0.00879841,0,0,0,0,0,0,0,0,0
13,0.00852778,0.00531622,0,0,0,0,0,0,0.0169673,0.0187115,0.00780284,0.00730539,0,0,0.0011614,0,0.0189767,0.00338955,0.0405262,0.0142175,0.0305313,0.0094959,0.00569656,0.00104335,0.00386205,0.00510627,0.0029138,0.0325841,0.0098987,0.00968855,0.00944014,0.0366066,0.0227763,0.00116729,0.0139764,0.004198,0.0115156,0.00757108,0.0112354,0.00579664,0.00937755,0,0,0.00965063,0,0.00652169,0.00256264,0.0483241,0.0126314,0.0304931,0.00473418,0.00628839,0.0129731,0.00390856,0.0326192,0.00535115,0.0036525,0.00931824,0.0305379,0.00493839,0.00564899,0.00978494,0.0107772,0.00293652,0.00372705,0.00419304,0.00836742,0,0,0,0,0,0,0,0,0
14,0.00804596,0.0050456,0,0,0,0,0,0,0.0168439,0.0185382,0.00772825,0.00754195,0,0,0.000853048,0,0.0190696,0.00336241,0.0404973,0.0137403,0.0303055,0.00921217,0.00541951,0.00179747,0.00372564,0.00465261,0.00258875,0.0323968,0.0096979,0.00943242,0.00926488,0.0364666,0.0226997,0.000543295,0.0140937,0.00410178,0.0107735,0.00739345,0.0106266,0.00619351,0.00876647,0,0,0.00925184,0,0.00633346,0.00216229,0.0486228,0.0120541,0.030486,0.00422868,0.00604442,0.0129431,0.00395955,0.0324533,0.00544931,0.00457478,0.0093412,0.030273,0.00508537,0.00577702,0.00909702,0.0106862,0.00286087,0.00361946,0.00402983,0.00790647,0,0,0,0,0,0,0,0,0
15,0.00766294,0.00480616,0,0,0,0,0,0,0.0165682,0.0183199,0.00760478,0.00774083,0,0,0.000578549,0,0.0192114,0.00325758,0.0405151,0.012978,0.0302043,0.00871645,0.00501414,0.00253661,0.00350263,0.00407801,0.00205177,0.0322314,0.00940334,0.00910639,0.00901656,0.0363182,0.0223223,0.000570077,0.014222,0.00402347,0.0101022,0.00717611,0.0100585,0.0065926,0.00824647,0,0,0.0089231,0,0.00616436,0.00176006,0.0489564,0.0115751,0.0304578,0.00369182,0.00588736,0.0130291,0.00404127,0.0321595,0.00551892,0.00466057,0.00939331,0.0300449,0.00524911,0.0059424,0.00849361,0.0106074,0.00298528,0.00372541,0.00392155,0.00757221,0,0,0,0,0,0,0,0,0
16,0.00742078,0.00465604,0,0,0,0,0,0,0.0162887,0.0180958,0.00738359,0.00807132,0,0,0.000464837,0,0.0193945,0.00311041,0.0405831,0.01212,0.0301572,0.00782918,0.00468915,0.00318373,0.0032901,0.00361678,0.00199904,0.0319964,0.00885716,0.00864533,0.00853578,0.0362849,0.0219854,0.00106978,0.0143753,0.00393244,0.0094752,0.00691007,0.00954753,0.00704915,0.00785933,0,0,0.00864918,0,0.00590716,0.00123165,0.0491801,0.0112275,0.0304799,0.00309885,0.00580612,0.0132399,0.00423362,0.0317151,0.00556089,0.00235022,0.00946219,0.0298854,0.00541335,0.00609446,0.00798621,0.0105805,0.00304829,0.00396618,0.00391814,0.00733438,0,0,0,0,0,0,0,0,0
17,0.00848512,0.00528588,0,0,0,0,0,0,0.0146218,0.0180897,0.00900537,0.0113891,0,0,0.00101114,0,0.0194456,0.00334177,0.0454717,0.0205798,0.0254124,0.0261271,0.0108963,0.00524806,0.0185007,0.031368,0.0261973,0.0219907,0.0162365,0.0205273,0.00806051,0.0336463,0.0186771,0.00258867,0.0144935,0.00391576,0.00902633,0.00724401,0.00908426,0.0115506,0.00975915,0,0,0.00890914,0,0.00532283,0.00135338,0.0482742,0.0106888,0.0326358,0.00216658,0.00879314,0.0129159,0.00291529,0.0297585,0.00596965,0.00124467,0.00831721,0.0307275,0.00474935,0.00534944,0.007483,0.0105409,0.00349627,0.00363962,0.00418669,0.00796057,0,0,0,0,0,0,0,0,0
18,0.00742651,0.00419378,0,0,0,0,0,0,0.0137104,0.017889,0.00937086,0.0115122,0,0,0.00161532,0,0.0196806,0.00344856,0.0453976,0.0210014,0.0252743,0.0262803,0.0100991,0.00653044,0.0181273,0.031035,0.0259234,0.0219255,0.016172,0.020191,0.00816497,0.0338647,0.0172003,0.0037727,0.0146643,0.00386226,0.00862227,0.00712704,0.00869588,0.0115945,0.00844218,0,0,0.00767123,0,0.00520515,0.00129516,0.0484224,0.0101452,0.0326,0.00196371,0.00810719,0.0121556,0.00294926,0.0294645,0.00565397,0.00124319,0.00856,0.0304628,0.00495001,0.00551877,0.00723251,0.0101133,0.00372778,0.0037358,0.00323381,0.00705182,0,0,0,0,0,0,0,0,0
19,0.00668461,0.00350111,0,0,0,0,0,0,0.0124647,0.017636,0.00952693,0.0115644,0,0,0.0020067,0,0.019893,0.00333868,0.045334,0.0210012,0.0252792,0.0259756,0.00953173,0.00727573,0.0175519,0.030217,0.0256756,0.0220557,0.0157821,0.0193688,0.00802916,0.034017,0.0153469,0.00450195,0.0148228,0.00382998,0.00821284,0.00693973,0.00847837,0.011872,0.00741143,0,0,0.00685829,0,0.00502265,0.00110118,0.0485352,0.00979778,0.0325776,0.00189527,0.00762685,0.0119239,0.00282351,0.0292328,0.00550171,0.00115534,0.0088022,0.0302043,0.0051143,0.00568509,0.00693224,0.0100182,0.00398102,0.0039025,0.00269055,0.00630145,0,0,0,0,0,0,0,0,0
20,0.00617165,0.00287008,0,0,0,0,0,0,0.0112071,0.0173865,0.00965004,0.0114229,0,0,0.00234987,0,0.0201086,0.0034896,0.0452493,0.0208505,0.025192,0.0255484,0.00908041,0.00801969,0.0172762,0.0292443,0.025088,0.0222167,0.0153284,0.0182467,0.00785419,0.0341488,0.0135468,0.00527999,0.0149852,0.00385387,0.00796363,0.00677014,0.00838356,0.0122717,0.00649369,0,0,0.00602818,0,0.00483642,0.00126825,0.0486122,0.0095905,0.032481,0.00184089,0.00720183,0.0117466,0.00254071,0.0290162,0.00525027,0.00120563,0.00904953,0.0299837,0.00529273,0.00585677,0.00677589,0.00987285,0.00428232,0.00414921,0.00217218,0.00571211,0,0,0,0,0,0,0,0,0
21,0.00595677,0.00227155,0,0,0,0,0,0,0.0100644,0.0171503,0.00975909,0.0114189,0,0,0.00260107,0,0.0203364,0.00363353,0.0451325,0.0205061,0.0251649,0.0250373,0.00860492,0.00878944,0.0168324,0.0282593,0.0240978,0.0223017,0.014818,0.0172411,0.00764105,0.0342217,0.0117092,0.00606206,0.0151349,0.00384546,0.00777242,0.00660987,0.00831386,0.0126651,0.00572405,0,0,0.00517583,0,0.00466982,0.00148288,0.0487249,0.00942219,0.0323472,0.00197699,0.00670138,0.0115933,0.00220715,0.0287908,0.00484909,0.00142185,0.00929619,0.029795,0.00549638,0.00601287,0.00666999,0.00952379,0.00458202,0.00443407,0.00168388,0.00538203,0,0,0,0,0,0,0,0,0
22,0.00603523,0.00170712,0,0,0,0,0,0,0.00906272,0.0169316,0.00983303,0.0114457,0,0,0.00278253,0,0.0205518,0.00370938,0.0450094,0.0201119,0.0252211,0.0244853,0.0080882,0.0096373,0.0161441,0.0273034,0.0231353,0.0224639,0.0143279,0.0164092,0.00744579,0.0342141,0.0097899,0.00674313,0.0152762,0.00383014,0.00749464,0.0064867,0.00811998,0.0129321,0.00519213,0,0,0.00440812,0,0.0045368,0.00164074,0.0489167,0.00917672,0.032213,0.0022766,0.00615853,0.0113536,0.00190293,0.0285495,0.00445295,0.00175224,0.00952234,0.0295826,0.00567119,0.0061156,0.00646134,0.00924611,0.00490504,0.00466529,0.00125853,0.00536907,0,0,0,0,0,0,0,0,0
23,0.00635044,0.00120251,0,0,0,0,0,0,0.00805334,0.0167721,0.00978634,0.0113727,0,0,0.00289624,0,0.0207402,0.0036552,0.0449484,0.0195813,0.0253246,0.0238652,0.00754368,0.0105147,0.0154172,0.0262398,0.0223232,0.0226792,0.0138137,0.0156869,0.00722769,0.0340794,0.0079347,0.00746193,0.0154226,0.00384019,0.00712273,0.00638419,0.00782647,0.0130447,0.00496208,0,0,0.0036975,0,0.00439809,0.00167063,0.0491593,0.00884585,0.0321089,0.00257545,0.00571337,0.0110242,0.00167947,0.0283166,0.00412124,0.00171876,0.00971091,0.0293406,0.00582113,0.00619722,0.00612735,0.00889288,0.00516527,0.004879,0.000915296,0.00565253,0,0,0,0,0,0,0,0,0
24,0.00688438,0.000847714,0,0,0,0,0,0,0.00688534,0.0166449,0.0095976,0.011282,0,0,0.00293597,0,0.0209168,0.00349258,0.0449413,0.0187896,0.0254864,0.0231634,0.00695559,0.0113449,0.0146484,0.0249897,0.0215415,0.0229647,0.0131837,0.0149326,0.00695493,0.0338842,0.0060802,0.00812511,0.0155536,0.00388337,0.00671143,0.00627908,0.00747154,0.0130484,0.00508882,0,0,0.00288196,0,0.00427208,0.00178937,0.0494103,0.0084893,0.0320491,0.00286606,0.00527871,0.0106003,0.0016305,0.0281087,0.00386106,0.0017386,0.00985144,0.029075,0.00598096,0.00627657,0.00569642,0.00860747,0.00540506,0.00509143,0.000765988,0.00618607,0,0,0,0,0,0,0,0,0
25,0.00762339,0.000957321,0,0,0,0,0,0,0.0057238,0.0165031,0.00930814,0.0111889,0,0,0.00295357,0,0.0210747,0.00352085,0.0449012,0.0177431,0.0257074,0.0221965,0.00628034,0.0121895,0.0137435,0.0235077,0.0204096,0.023302,0.0123995,0.013963,0.00656788,0.0336924,0.00405264,0.00861589,0.0156556,0.00393043,0.00631342,0.00614127,0.00720365,0.0129923,0.00559468,0,0,0.00208123,0,0.00415066,0.00207099,0.0496465,0.00825715,0.0320458,0.00313515,0.00466565,0.0100905,0.00173352,0.0279105,0.00364749,0.00196585,0.0100349,0.0287993,0.00615387,0.0064074,0.00530727,0.00833347,0.00563529,0.00536523,0.000896996,0.00699301,0,0,0,0,0,0,0,0,0
26,0.00854282,0.00142646,0,0,0,0,0,0,0.00492432,0.0163501,0.00895165,0.0110373,0,0,0.00292673,0,0.0211934,0.00348057,0.0447474,0.0164421,0.0260221,0.0210458,0.00551193,0.0129294,0.0126957,0.0217602,0.0189288,0.0237223,0.0113821,0.0126931,0.00602381,0.0335637,0.00190523,0.00894964,0.0157318,0.00400261,0.00586573,0.00598284,0.00699377,0.012779,0.0064261,0,0,0.00145646,0,0.00405121,0.00217466,0.0498319,0.00810807,0.0320321,0.00340761,0.00396321,0.00953779,0.00191994,0.0277485,0.00340499,0.00204339,0.0103723,0.0285148,0.00635752,0.00658478,0.00495607,0.00813218,0.00591251,0.00563489,0.00126102,0.0079571,0,0,0,0,0,0,0,0,0
27,0.00961157,0.00203315,0,0,0,0,0,0,0.00484235,0.0161871,0.0085182,0.0107958,0,0,0.0028136,0,0.0213115,0.0035542,0.0444342,0.014794,0.0264933,0.0196169,0.00464712,0.0135302,0.0114833,0.0197064,0.0170084,0.0244065,0.0099725,0.0109452,0.00527838,0.0335468,0.00185822,0.00914765,0.015809,0.00407776,0.00533078,0.00582081,0.00679561,0.0124194,0.00752629,0,0,0.000988118,0,0.00396738,0.00223054,0.049985,0.00796215,0.0319472,0.00373207,0.00321445,0.00898188,0.0020755,0.0276307,0.0030388,0.00201771,0.0107831,0.028205,0.00659836,0.00679484,0.00460611,0.00794428,0.00623539,0.0058861,0.00174299,0.00902641,0,0,0,0,0,0,0,0,0
28,0.0108293,0.00261754,0,0,0,0,0,0,0.00590336,0.016014,0.00790697,0.0107191,0,0,0.00260784,0,0.0214623,0.00348353,0.0441172,0.0125168,0.0270755,0.0176557,0.00370763,0.0140454,0.00982321,0.0168327,0.0143226,0.0254803,0.00807566,0.0085337,0.0042363,0.0336755,0.00508537,0.00926159,0.015898,0.00416442,0.00478846,0.00568871,0.00647193,0.0122273,0.00881906,0,0,0.00105207,0,0.00388406,0.0022017,0.0501364,0.00780067,0.0318494,0.0040201,0.00249038,0.00849433,0.00221822,0.0275635,0.00264244,0.00203878,0.0110527,0.0279021,0.00685387,0.00704473,0.00414325,0.00769086,0.0065805,0.00610176,0.00224866,0.0102133,0,0,0,0,0,0,0,0,0
29,0.0116687,0.00284218,0,0,0,0,0,0,0.00749031,0.0159143,0.00726108,0.0109097,0,0,0.00285034,0,0.0216399,0.00362175,0.0439357,0.0102384,0.0277088,0.0157878,0.00289458,0.0141635,0.00823443,0.0141372,0.0114989,0.0265883,0.00623006,0.00613572,0.00315885,0.0338394,0.00837615,0.00937936,0.0160259,0.00426431,0.00433407,0.00537594,0.00614295,0.0125172,0.00933579,0,0,0.00196369,0,0.00388168,0.00238636,0.0502942,0.00766205,0.0318882,0.00433628,0.00204323,0.00913693,0.00227276,0.0275162,0.00224944,0.00207246,0.0111507,0.0275968,0.00711628,0.00738128,0.00370299,0.00804169,0.00682644,0.00654956,0.00230529,0.0108793,0,0,0,0,0,0,0,0,0
30,0.0126001,0.00313248,0,0,0,0,0,0,0.00892246,0.0157939,0.00678834,0.0112657,0,0,0.00315218,0,0.0218227,0.00377647,0.0440388,0.00864239,0.0281609,0.014626,0.0022852,0.0142928,0.00720394,0.0122856,0.00955638,0.0273415,0.00491783,0.00447599,0.00247981,0.0339128,0.0106064,0.00961444,0.0161497,0.00435246,0.00394598,0.00505434,0.00580595,0.0128208,0.0100881,0,0,0.00271147,0,0.00393781,0.00271771,0.0504228,0.00738294,0.0319578,0.00471725,0.00152495,0.00956451,0.00227801,0.0274433,0.00193799,0.00205933,0.0112095,0.0272694,0.00736785,0.00779778,0.00350281,0.00828093,0.00701479,0.0069955,0.00250924,0.0116704,0,0,0,0,0,0,0,0,0
31,0.013598,0.00346527,0,0,0,0,0,0,0.0100137,0.0156455,0.00645696,0.0116345,0,0,0.00348449,0,0.0219919,0.00389163,0.0442464,0.00761658,0.0284827,0.0138853,0.00197498,0.0144308,0.00644065,0.0107483,0.0083063,0.027756,0.00405423,0.003379,0.00212771,0.033883,0.0122007,0.00999017,0.0162842,0.00446136,0.00355939,0.00468528,0.00544599,0.0131285,0.0109823,0,0,0.00333772,0,0.00404485,0.00307686,0.0505672,0.00699924,0.0320394,0.0049928,0.000947683,0.0097959,0.00224637,0.0273206,0.0016554,0.00198433,0.0114066,0.0269312,0.00760686,0.0081698,0.00335671,0.00842694,0.00717434,0.00741029,0.00279505,0.0125179,0,0,0,0,0,0,0,0,0
32,0.0146033,0.003811,0,0,0,0,0,0,0.0107154,0.015508,0.00623717,0.0117661,0,0,0.00377964,0,0.0221531,0.0039972,0.0444206,0.00699334,0.0287716,0.0135957,0.00207168,0.0146352,0.00599234,0.00988157,0.00757775,0.0281942,0.00351499,0.00275105,0.00189971,0.0337223,0.013213,0.0104032,0.0164155,0.004537,0.00323252,0.00439773,0.00505099,0.0133218,0.011902,0,0,0.00399638,0,0.00415424,0.00347211,0.0507515,0.006531,0.03212,0.00517947,0.000470989,0.00992878,0.00230209,0.0271828,0.00142975,0.00180732,0.0117692,0.0266004,0.00787759,0.00840779,0.00326758,0.00858543,0.0073711,0.00777699,0.00314217,0.013333,0,0,0,0,0,0,0,0,0
33,0.0154107,0.00404316,0,0,0,0,0,0,0.0111744,0.0153927,0.00606449,0.0116612,0,0,0.00408405,0,0.0222804,0.00409402,0.0445606,0.00652901,0.0291104,0.0136727,0.00250992,0.0150187,0.00584858,0.00945626,0.00713297,0.0286083,0.00314924,0.00240255,0.00168425,0.0335341,0.0139154,0.0108896,0.0165162,0.00457517,0.00347189,0.00418919,0.00535086,0.0132306,0.0127316,0,0,0.00468959,0,0.00423628,0.00387609,0.0509815,0.00691979,0.0320354,0,0.000417014,0.0100145,0.00290401,0.0266004,0.00175896,0.00151556,0.0124588,0.0261853,0.00844536,0.00874564,0.00365242,0.0087316,0.0075905,0.00811303,0.00349044,0.0140596,0,0,0,0,0,0,0,0,0
34,0.01638,0.00444925,0,0,0,0,0,0,0.0115949,0.0152569,0.00601735,0.0115065,0,0,0.00433148,0,0.0224097,0.00412543,0.0447246,0.0060898,0.0294227,0.0134616,0.00330214,0.0152172,0.00574092,0.00918464,0.00678264,0.0289454,0.00291481,0.00214034,0.00153861,0.0333028,0.0144579,0.0112775,0.0166257,0.00458346,0.00337212,0.00400465,0.00496597,0.0131666,0.0137874,0,0,0.00543454,0,0.00433028,0.00411605,0.0511414,0.00633326,0.0321131,0,0.000893129,0.00986143,0.00322177,0.0264722,0.00165784,0.00141539,0.0127143,0.0258735,0.0086854,0.00888336,0.00371431,0.00869992,0.0077835,0.00845749,0.00396562,0.014958,0,0,0,0,0,0,0,0,0
