Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,RTIBA,IMUR_B
36,0.0109332,0.00825658,0,0,0,0,0,0.0205525,0.0154795,0.00941969,0.0136491,0,0,0.00400319,0,0.0243068,0.00439328,0.0431438,0.00709007,0.0315661,0.0191759,0.00630836,0.0188696,0.00502472,0.0078794,0.00529262,0.0283323,0.00234137,0.00232307,0.00172782,0.0345741,0.026281,0.01284,0.0183508,0.00401493,0.0421478,0.00814908,0.0273775,0.0142155,0.0113559,0,0,0.0130506,0,0.00512948,0.00545575,0.0514458,0.0264217,0.0293431,0.0169875,0.00562034,0.00511456,0.00435283,0.0296996,0.00892007,0.00726477,0.00912947,0.0112603,0.00952271,0.0401658,0.00535992,0.00786719,0.00558867,0.00761017,0.0114289,0,0,0,0,0,0,0,0,0,0
37,0.0126149,0.00848326,0,0,0,0,0,0.0206114,0.0153565,0.00956482,0.0138756,0,0,0.00400474,0,0.0245851,0.00450219,0.04337,0.00735928,0.0319846,0.0194631,0.00696931,0.0190032,0.00511942,0.00789135,0.00510484,0.0285275,0.00310806,0.00250765,0.00162745,0.0346581,0.0263497,0.0129501,0.0184668,0.00400481,0.043301,0.00798271,0.0279355,0.0142699,0.0129089,0,0,0.0138855,0,0.0051958,0.0055181,0.0514628,0.0268958,0.0296561,0.0177178,0.00611637,0.00496693,0.0045012,0.0300566,0.00955511,0.00743505,0.0091403,0.0113769,0.00965307,0.0413253,0.00575687,0.00812366,0.00579177,0.0076289,0.0128802,0,0,0,0,0,0,0,0,0,0
38,0.0159225,0.00935851,0,0,0,0,0,0.0206463,0.0151975,0.00973333,0.0137012,0,0,0.00367022,0,0.0248737,0.00462943,0.043601,0.00748969,0.0321169,0.0197247,0.00869242,0.0199651,0.00492316,0.00762208,0.00475697,0.0287764,0.0034676,0.0026502,0.00153215,0.0346285,0.0263004,0.0129953,0.0185379,0.00398738,0.0440599,0.00865893,0.028287,0.0136507,0.0168763,0,0,0.0159312,0,0.00460206,0.00308007,0.0514319,0.0276323,0.0295528,0.0185359,0.00747915,0.00715237,0.00466704,0.0303899,0.0102401,0.00769678,0.00890747,0.0114167,0.0096379,0.0420013,0.00766984,0.00690424,0.00561135,0.00794696,0.0161721,0,0,0,0,0,0,0,0,0,0
39,0.016615,0.00934839,0,0,0,0,0,0.0205347,0.0150954,0.00985283,0.0136052,0,0,0.00431745,0,0.0251945,0.00496511,0.0437715,0.0075786,0.0324989,0.0203837,0.0090785,0.0204384,0.00473583,0.00701666,0.00428649,0.028824,0.00350835,0.00282108,0.00150372,0.0346087,0.0260905,0.0140392,0.0187049,0.00395939,0.0444681,0.00813166,0.0285887,0.0136602,0.017047,0,0,0.0157316,0,0.00488967,0.00411517,0.0515259,0.0283035,0.0299831,0.0191935,0.00779062,0.00587033,0.00494746,0.0306404,0.0110303,0.00803363,0.00849248,0.0113286,0.00951955,0.0424144,0.00701332,0.00746559,0.00579698,0.00782849,0.0165195,0,0,0,0,0,0,0,0,0,0
40,0.0179632,0.00947045,0,0,0,0,0,0.0203294,0.0149406,0.00993092,0.0133544,0,0,0.00403108,0,0.0255379,0.00505746,0.0439339,0.00757305,0.0329126,0.0208837,0.00962943,0.0199841,0.00439551,0.00653251,0.00400462,0.0287914,0.00312428,0.00297453,0.00157008,0.0344628,0.0257644,0.0136115,0.0188694,0.00395207,0.0450704,0.00814343,0.0289349,0.0135779,0.0183434,0,0,0.0161687,0,0.00480353,0.0036321,0.0516102,0.0282422,0.0302562,0.0197941,0.00826567,0.00627117,0.00527064,0.0309009,0.0115954,0.00831155,0.0086751,0.0111022,0.00931694,0.0428641,0.00736456,0.00715845,0.00570995,0.0078806,0.0177346,0,0,0,0,0,0,0,0,0,0
41,0.0188737,0.00946471,0,0,0,0,0,0.0202329,0.0148482,0.010002,0.0133087,0,0,0.00416578,0,0.0258241,0.00524391,0.04404,0.00737954,0.033302,0.0211714,0.00998096,0.0199289,0.00413722,0.00600994,0.00401861,0.0287024,0.00232119,0.00288567,0.0016942,0.0342506,0.0255431,0.0138712,0.0189937,0.00404587,0.0452719,0.007899,0.0291907,0.0136106,0.0190009,0,0,0.0160345,0,0.00491041,0.00357142,0.0517893,0.0286044,0.0305959,0.020459,0.00866394,0.00594294,0.00553597,0.0311557,0.0120582,0.00861607,0.00867088,0.0107121,0.00895551,0.0429043,0.00708489,0.00691794,0.00562918,0.00787943,0.0184628,0,0,0,0,0,0,0,0,0,0
42,0.0197335,0.00947832,0,0,0,0,0,0.0203202,0.014723,0.0101039,0.0132067,0,0,0.00427859,0,0.0260712,0.00541723,0.0441955,0.00712317,0.033603,0.0212392,0.0103836,0.0198979,0.00403617,0.00530192,0.00390534,0.0285799,0.00148825,0.00285105,0.001822,0.0339743,0.0254966,0.0140344,0.0190638,0.00424601,0.04535,0.00770417,0.0294468,0.0136922,0.0196273,0,0,0.0158189,0,0.0050426,0.00348709,0.0520546,0.0290633,0.0309589,0.021172,0.00918113,0.00566855,0.00582578,0.0312675,0.0125977,0.00899444,0.00845131,0.0103059,0.00865623,0.0428382,0.00678526,0.00668255,0.0055813,0.007936,0.0191241,0,0,0,0,0,0,0,0,0,0
43,0.0205838,0.00950225,0,0,0,0,0,0.0204494,0.0146388,0.0102057,0.0134183,0,0,0.00432354,0,0.0262702,0.00554462,0.0443634,0.00690417,0.0338433,0.0213957,0.0107673,0.0197614,0.00421963,0.00463378,0.00297196,0.0283682,0.0019696,0.00290153,0.00194051,0.0336707,0.0255246,0.0140714,0.0191456,0.0044407,0.0452918,0.00752178,0.0296963,0.0139372,0.0202753,0,0,0.0155915,0,0.00517519,0.00336526,0.05236,0.0295329,0.0313851,0.0218788,0.00972222,0.00551717,0.00614637,0.031355,0.0131219,0.00928618,0.00840094,0.00991492,0.00843115,0.0426242,0.00662158,0.00647053,0.00558332,0.00798762,0.0197809,0,0,0,0,0,0,0,0,0,0
44,0.0214322,0.00952345,0,0,0,0,0,0.0206638,0.0146319,0.0103195,0.0136931,0,0,0.00426869,0,0.0264806,0.00559774,0.0445788,0.00674591,0.0341254,0.0215834,0.0111361,0.0195367,0.0045121,0.00412717,0.00241244,0.0282033,0.0022726,0.00303968,0.00213027,0.0333987,0.0256883,0.0139399,0.0193121,0.00451893,0.0451551,0.00733294,0.0299074,0.0143732,0.0209775,0,0,0.0153716,0,0.00530371,0.00327004,0.0526335,0.0299767,0.0318536,0.0225967,0.00994545,0.00550521,0.00648347,0.0314605,0.0136496,0.00951119,0.00830811,0.00961507,0.00827025,0.0423302,0.00646818,0.00609699,0.00566297,0.00802787,0.0204774,0,0,0,0,0,0,0,0,0,0
45,0.0222489,0.009606,0,0,0,0,0,0.0210025,0.014565,0.0104129,0.0137686,0,0,0.0042204,0,0.0267233,0.00571342,0.0448214,0.00665071,0.0343903,0.0216965,0.0115767,0.0193541,0.00416375,0.00365634,0.00211761,0.0281723,0.00249202,0.0032646,0.00235372,0.0331941,0.0260103,0.0137915,0.019447,0.00459228,0.0449845,0.00710051,0.0300893,0.0147219,0.0216653,0,0,0.0151532,0,0.00543989,0.00333596,0.0528864,0.0303525,0.0323077,0.0233165,0.0102084,0.00565977,0.00683257,0.0315959,0.0142181,0.00981327,0.00792809,0.00945643,0.0081538,0.0420436,0.00632532,0.00581234,0.00584908,0.00810046,0.0211699,0,0,0,0,0,0,0,0,0,0
46,0.0231178,0.00971918,0,0,0,0,0,0.0213877,0.0144512,0.0104621,0.0136546,0,0,0.00421933,0,0.0270313,0.00584029,0.0450741,0.00651884,0.0346053,0.0218108,0.0121847,0.0190697,0.00341978,0.0032128,0.00181687,0.0282203,0.00279021,0.00362867,0.00235241,0.0330367,0.0264074,0.0137048,0.0195748,0.00469239,0.0447452,0.00682171,0.0301805,0.0149408,0.0223785,0,0,0.0149885,0,0.00563429,0.00350077,0.053143,0.0307127,0.0326795,0.0240066,0.0107415,0.0059715,0.00722383,0.0317832,0.0147703,0.0102447,0.00787935,0.00933578,0.00806839,0.0418205,0.00634978,0.00579818,0.00605707,0.00820218,0.0218873,0,0,0,0,0,0,0,0,0,0
47,0.0241284,0.00992106,0,0,0,0,0,0.0220137,0.0143663,0.0105767,0.0136853,0,0,0.00425008,0,0.0273828,0.00585755,0.0452937,0.00619132,0.0349314,0.021926,0.0129651,0.0186933,0.00274118,0.00247523,0.00103573,0.0284748,0,0.00422619,0.00238203,0.0329237,0.0271815,0.0136374,0.0197376,0.00473865,0.0444925,0.00655976,0.0302294,0.01519,0.0232388,0,0,0.0149417,0,0.00589371,0.00372795,0.053415,0.0310547,0.0329567,0.0246704,0.0112098,0.00641783,0.0075859,0.0320437,0.0153227,0.0107274,0.0080678,0.00921216,0.00797748,0.0415544,0.0065281,0.00592191,0.00622451,0.00829976,0.0227468,0,0,0,0,0,0,0,0,0,0
48,0.0256149,0.0105082,0,0,0,0,0,0.0230565,0.014224,0.0108859,0.0136297,0,0,0.00414095,0,0.0278433,0.00582474,0.0450619,0.00617372,0.0344913,0.0217673,0.0146421,0.017289,0.00271292,0.0021744,0.00080666,0.0283189,0.00320256,0.00486468,0.00237877,0.032784,0.0283948,0.0129928,0.0199383,0.00475147,0.018197,0.00636079,0.00844962,0.0158415,0.024301,0,0,0.0149626,0,0.00611545,0.00399689,0.0529207,0.0133091,0.0349529,0.0163029,0.0122886,0.00710927,0.00129893,0.0313979,0.00650172,0.00502769,0.0155519,0.0113158,0.0112543,0.0192988,0.00687141,0.00612854,0.00648418,0.00859963,0.02384,0,0,0,0,0,0,0,0,0.0241858,0
49,0.0269966,0.0111199,0,0,0,0,0,0.023416,0.013949,0.0110025,0.0135207,0,0,0.00385987,0,0.0282191,0.00540007,0.0453864,0.00624477,0.0345521,0.0221567,0.0156953,0.0153332,0.0025971,0.0018665,0.000836188,0.0283328,0.00313099,0.00532444,0.00245799,0.0327037,0.0288092,0.0110223,0.0200395,0.00477366,0.0180677,0.0062998,0.00864952,0.0154659,0.0258676,0,0,0.0150829,0,0.00617515,0.00368654,0.0531461,0.0134984,0.0348915,0.0169285,0.0132441,0.00837828,0.00143813,0.0315096,0.00682031,0.00522905,0.0158676,0.0115793,0.011442,0.0192622,0.00727563,0.00613604,0.00664584,0.00912269,0.0251314,0,0,0,0,0,0,0,0,0.0236515,0
50,0.0278595,0.0112837,0,0,0,0,0,0.0235776,0.0137971,0.0110717,0.0135687,0,0,0.00376181,0,0.0284393,0.00499279,0.045641,0.00627505,0.03478,0.0224361,0.0160742,0.0148903,0.00264973,0.00174174,0.000885175,0.0281932,0.00281853,0.00571532,0.00255257,0.0327546,0.0290461,0.0106648,0.0201046,0.00470622,0.0178092,0.00595357,0.00887556,0.0153888,0.0266184,0,0,0.0148423,0,0.00632239,0.00392434,0.0534718,0.0137019,0.0351398,0.0175988,0.0138131,0.00877736,0.00156811,0.0316342,0.00710071,0.00543621,0.0161784,0.0118637,0.0116288,0.01878,0.00731434,0.00638857,0.00691234,0.00906551,0.0258659,0,0,0,0,0,0,0,0,0.02351,0
51,0.0286201,0.0114688,0,0,0,0,0,0.0236747,0.0136085,0.0110592,0.0135357,0,0,0.00371489,0,0.0285848,0.00455147,0.0459282,0.00624955,0.0350375,0.0222468,0.0163411,0.0146206,0.0024321,0.00164447,0.000801708,0.0279531,0.0026307,0.00606295,0.00264145,0.0327917,0.0291884,0.0106475,0.0201347,0.00471046,0.017765,0.00560527,0.00898471,0.0153393,0.0272926,0,0,0.0146487,0,0.00648687,0.0041576,0.0538326,0.0136977,0.0353819,0.0184221,0.0143434,0.00910014,0.00168609,0.0316893,0.00745788,0.00563111,0.0164285,0.0120108,0.011719,0.018465,0.00735192,0.00675007,0.00711127,0.00889831,0.0265385,0,0,0,0,0,0,0,0,0.0232388,0
52,0.0293766,0.0116541,0,0,0,0,0,0.0239315,0.0134757,0.0111555,0.0134384,0,0,0.00371508,0,0.0286416,0.00414896,0.0462612,0.00622483,0.0353804,0.022346,0.0166368,0.0143933,0.0023691,0.00173086,0.000531936,0.0276357,0.00276959,0.00643528,0.00270838,0.0327412,0.0294802,0.0108578,0.0201462,0.0047382,0.0177849,0.00520496,0.00923402,0.0152738,0.0279801,0,0,0.014493,0,0.00661053,0.00433964,0.0541504,0.0138075,0.0355599,0.0189336,0.0147169,0.00944594,0.00175248,0.0317454,0.00773393,0.00579395,0.0166563,0.0121485,0.0117399,0.0180025,0.00735439,0.007164,0.00733693,0.00870849,0.0271919,0,0,0,0,0,0,0,0,0.022917,0
53,0.0301759,0.011857,0,0,0,0,0,0.0241039,0.0133717,0.0112036,0.0133753,0,0,0.00389882,0,0.028642,0.00387184,0.0466006,0.00617904,0.0357507,0.0226169,0.017009,0.0142655,0.00238269,0.00196942,0.000689888,0.0273308,0.00305094,0.0067255,0.00276151,0.0326512,0.0297092,0.0111303,0.0201591,0.00470329,0.0176258,0.00481571,0.00938534,0.0152173,0.028678,0,0,0.0144808,0,0.00676479,0.00451177,0.0543611,0.0138646,0.0357479,0.0187956,0.0151268,0.00982912,0.00184715,0.0318006,0.00793769,0.00597682,0.0169278,0.012366,0.0118486,0.0174999,0.00733829,0.00749511,0.00760353,0.0085387,0.0278595,0,0,0,0,0,0,0,0,0.0227649,0
54,0.030903,0.0120834,0,0,0,0,0,0.0241733,0.0132668,0.0111484,0.0133044,0,0,0.00423165,0,0.0287199,0.00371005,0.0468256,0.00621929,0.0360841,0.0228679,0.01737,0.0142693,0.00247554,0.00221768,0.00119571,0.0273171,0.00334685,0.00681297,0.00282396,0.0325183,0.0298175,0.0113859,0.020195,0.00469572,0.0174169,0.00446233,0.00965124,0.0151745,0.0293342,0,0,0.0143732,0,0.00691186,0.00465885,0.0545138,0.0140555,0.0359498,0.0187913,0.0153238,0.0102233,0.0019267,0.0318794,0.00810521,0.00609828,0.0171806,0.0125602,0.012048,0.0169452,0.0073699,0.00786118,0.00789802,0.00837591,0.0284854,0,0,0,0,0,0,0,0,0.0226313,0
55,0.0315194,0.0122962,0,0,0,0,0,0.0242997,0.0132059,0.0110205,0.0132623,0,0,0.0045363,0,0.0288818,0.00365754,0.0468623,0.00635728,0.0363216,0.0230922,0.0176624,0.0142944,0.00241023,0.00219238,0.00120914,0.0278007,0.00351673,0.00679445,0.00290464,0.0323495,0.0299445,0.0115696,0.0202507,0.00483075,0.0172865,0.00414482,0.00985467,0.0151457,0.0299147,0,0,0.0140862,0,0.0070149,0.00482963,0.0547094,0.0141345,0.0361562,0.0190181,0.0154579,0.0105983,0.00198458,0.0319577,0.0082888,0.00617706,0.0174185,0.0126981,0.0122122,0.0165254,0.00743306,0.00817543,0.00815317,0.00819027,0.0290349,0,0,0,0,0,0,0,0,0.0224284,0
56,0.0320835,0.0124662,0,0,0,0,0,0.0244987,0.0132433,0.0110362,0.0133807,0,0,0.00464746,0,0.0289943,0.00358433,0.0468992,0.0064264,0.036595,0.0232373,0.0179226,0.0142592,0.0024221,0.00223425,0.00107747,0.0280396,0.00351481,0.00685168,0.00298113,0.0321542,0.03013,0.0115429,0.0203036,0.00492062,0.017171,0.00390732,0.0101389,0.0151677,0.0304729,0,0,0.0138454,0,0.00708676,0.00491631,0.0548991,0.0143209,0.0362795,0.0191917,0.0156812,0.0109619,0.00203523,0.03208,0.00846559,0.00625538,0.0176389,0.0128622,0.0122876,0.0160705,0.0075028,0.00838692,0.00837363,0.00800769,0.0295306,0,0,0,0,0,0,0,0,0.022211,0
57,0.0326076,0.0125449,0,0,0,0,0,0.0246259,0.0134307,0.0111397,0.0135967,0,0,0.00468098,0,0.0289467,0.00341303,0.0469293,0.00644809,0.0369471,0.0233538,0.0180542,0.0143754,0.00240837,0.00231388,0.00141177,0.0280441,0.00362494,0.00692747,0.00306093,0.0320476,0.0302971,0.0116448,0.0203437,0.0049456,0.0172228,0.00378317,0.0103355,0.0152477,0.030926,0,0,0.0138094,0,0.00704791,0.00475366,0.0551012,0.0142942,0.0364527,0.0193737,0.0159244,0.0110961,0.00204199,0.0322523,0.00865886,0.00639327,0.0177461,0.0129381,0.0122539,0.0157982,0.00753996,0.00852377,0.00847391,0.00775144,0.0299623,0,0,0,0,0,0,0,0,0.0219943,0
58,0.0330703,0.0126498,0,0,0,0,0,0.0247921,0.0135729,0.0111979,0.013851,0,0,0.00452063,0,0.0288624,0.00317244,0.0470498,0.00653284,0.0372089,0.0234151,0.0182382,0.0142614,0.00237892,0.00249555,0.00172142,0.0280416,0.0038669,0.00703108,0.00319179,0.0319207,0.030475,0.0113277,0.0203652,0.00500411,0.0171191,0.00357563,0.010631,0.0153334,0.0313541,0,0,0.0135605,0,0.00700362,0.00465992,0.0553956,0.0145116,0.0364969,0.0195145,0.0160157,0.011456,0.00192667,0.0319126,0.00854305,0.00621558,0,0.0135074,0.012712,0.0155317,0.00761272,0.00864271,0.00860844,0.00761855,0.030328,0,0,0,0,0,0,0,0,0.0215676,0
59,0.0334464,0.0127912,0,0,0,0,0,0.025044,0.0135679,0.0112276,0.0141139,0,0,0.00427136,0,0.0289104,0.00303209,0.0471499,0.00664915,0.0374334,0.0234511,0.0184048,0.0136225,0.00233455,0.00275158,0.00192073,0.0280499,0.00411225,0.00717017,0.00328269,0.0317513,0.0306845,0.0105373,0.0203646,0.00501999,0.0170052,0.00328672,0.0108437,0.0154362,0.0317389,0,0,0.0131788,0,0.00698665,0.00464014,0.0556851,0.0146285,0.0365686,0.0196698,0.0161945,0.0118354,0.00206348,0.0319693,0.00879786,0.00633649,0,0.0136302,0.0127853,0.0152502,0.00768049,0.00873759,0.00877215,0.00757291,0.0306449,0,0,0,0,0,0,0,0,0.0213534,0
60,0.0338985,0.0130453,0,0,0,0,0,0.0252048,0.0136,0.0112967,0.0142854,0,0,0.00421153,0,0.0290968,0.0027671,0.047178,0.00682884,0.0376155,0.023519,0.0185045,0.0138453,0.00229096,0.00290765,0.00206096,0.0280558,0.00424845,0.00731522,0.0033133,0.0316637,0.0308187,0.0108016,0.020378,0.00484575,0.016904,0.00315025,0.0111284,0.0154837,0.0322022,0,0,0.0130717,0,0.00695283,0.00459559,0.055933,0.0147529,0.0367128,0.0198182,0.0162485,0.0120798,0.00218688,0.0321101,0.0089353,0.0063816,0,0.0137261,0.0128883,0.0148562,0.00779639,0.00874036,0.0088435,0.00756858,0.0310143,0,0,0,0,0,0,0,0,0.0211976,0
61,0.0342852,0.0132263,0,0,0,0,0,0.0252778,0.0135835,0.0113992,0.014441,0,0,0.00404969,0,0.029411,0.0024911,0.0472767,0.00692818,0.0377913,0.0236258,0.0185537,0.0135041,0.00226985,0.00265122,0.00224248,0.028047,0.00430238,0.00750816,0.00335336,0.0316363,0.0308978,0.0103883,0.0204261,0.00462767,0.0166464,0.00298048,0.0113683,0.0154843,0.032534,0,0,0.0128819,0,0.00698895,0.00466894,0.0561618,0.0150438,0.0368883,0.0199472,0.0162876,0.0122129,0.00226878,0.0322906,0.00888753,0.0063476,0,0.0139302,0.0131158,0.0143449,0.00783515,0.00887831,0.00899523,0.00758745,0.0312836,0,0,0,0,0,0,0,0,0.0211381,0
62,0.0346787,0.0132669,0,0,0,0,0,0.0253125,0.0135637,0.0114939,0.0145191,0,0,0.00388224,0,0.0297213,0.00223628,0.04741,0.00701494,0.0379289,0.0237985,0.0186127,0.0130902,0.00208125,0.00271604,0.00243676,0.0280673,0.00431119,0.00770768,0.00338989,0.0316688,0.0309723,0.00999771,0.0204759,0.00459049,0.0164719,0.00284651,0.0114729,0.0154524,0.0328552,0,0,0.0127455,0,0.00697489,0.00458863,0.0563425,0.0150772,0.0371164,0.0201897,0.0163855,0.012278,0.00235697,0.0324019,0.00899443,0.00637462,0,0.013981,0.0131261,0.0140107,0.00785471,0.00904929,0.00910328,0.00765061,0.0315557,0,0,0,0,0,0,0,0,0.0210632,0
63,0.0350283,0.0133273,0,0,0,0,0,0.0253253,0.0135476,0.0113828,0.0145212,0,0,0.00370723,0,0.0300675,0.00201886,0.0475361,0.00718279,0.0380064,0.0240874,0.0186513,0.0126737,0.00195839,0.00271194,0.00258969,0.0282183,0.00433036,0.00788686,0.00342594,0.0316844,0.0310401,0.009718,0.0205453,0.00460987,0.0163038,0.0027899,0.0113734,0.0153622,0.0331128,0,0,0.0126613,0,0.00696141,0.00443589,0.0563909,0.0148091,0.0372813,0.0205438,0.0164138,0.0123361,0.00240916,0.0324289,0.0092201,0.00639877,0,0.0139717,0.0130227,0.0138933,0.00786462,0.00912745,0.00912241,0.00776594,0.0317911,0,0,0,0,0,0,0,0,0.0208854,0
64,0.0353262,0.0134216,0,0,0,0,0,0.0253453,0.0135054,0.0111096,0.014477,0,0,0.00350731,0,0.0303548,0.00183057,0.0475525,0.00740238,0.0380697,0.0245263,0.0186488,0.0122701,0.00184645,0.00276029,0.00265503,0.0285196,0.00434203,0.00801843,0.00346238,0.0316847,0.0311563,0.00936361,0.0205758,0.00442789,0.0160996,0.00277643,0.0112877,0.015235,0.0332933,0,0,0.0125753,0,0.00695339,0.00427173,0.056324,0.0146756,0.0373747,0.0208086,0.0162017,0.0124091,0.00237501,0.032344,0.00936722,0.00636177,0,0.0140403,0.0130079,0.0136798,0.00786197,0.00915282,0.00908898,0.00790702,0.0319982,0,0,0,0,0,0,0,0,0.0208014,0
65,0.0356226,0.0135339,0,0,0,0,0,0.0253957,0.0135201,0.0110222,0.014564,0,0,0.00328417,0,0.0305195,0.00158823,0.0476274,0.00750809,0.0381438,0.0246911,0.0187726,0.0118172,0.00166473,0.00281598,0.00275951,0.0286728,0.00446223,0.00815664,0.00352169,0.0316135,0.0311914,0.008963,0.0205736,0.00403674,0.0160064,0.00279509,0.0114113,0.0152005,0.0334643,0,0,0.0124001,0,0.0069747,0.00413151,0.0565308,0.0147774,0.0375467,0.0208232,0.0161465,0.0125404,0.00241755,0.0323323,0.00944635,0.00645116,0,0.0142044,0.013176,0.0134116,0.0078407,0.00916675,0.00907443,0.0080556,0.0321844,0,0,0,0,0,0,0,0,0.0207459,0
66,0.0358592,0.0136204,0,0,0,0,0,0.0253899,0.0135913,0.0111017,0.0145975,0,0,0.0030877,0,0.0305984,0.00133126,0.0476499,0.00752115,0.0382929,0.0247981,0.0187735,0.0114219,0.0016768,0.00311053,0.00276319,0.0286204,0.00463723,0.00824273,0.00358135,0.0315135,0.0310967,0.00862004,0.0205242,0.00384547,0.0158423,0.0028004,0.0115468,0.0151177,0.0336046,0,0,0.0121232,0,0.00701417,0.0039494,0.0563338,0.0149269,0.0374965,0.0211324,0.0160737,0.0127235,0.00245492,0.0321591,0.00947069,0.00641604,0,0.0143098,0.0135027,0.0131773,0.00783085,0.00914749,0.00902296,0.00818133,0.0323349,0,0,0,0,0,0,0,0,0.0207659,0
67,0.036137,0.0137527,0,0,0,0,0,0.0253099,0.0136492,0.0110987,0.0147726,0,0,0.00295333,0,0.0306909,0.00109769,0.0477084,0.00742632,0.038402,0.024749,0.0188052,0.0109087,0.00174669,0.00336305,0.00282964,0.0285623,0.00488863,0.00829929,0.00364906,0.0313641,0.0309421,0.00812515,0.0204764,0.00378559,0.0158723,0.00279185,0.0112341,0.0151365,0.0337655,0,0,0.0117993,0,0.00709088,0.00378593,0.0564954,0.0144218,0.0376291,0.0214859,0.0161624,0.012851,0.00272183,0.0322844,0.00971681,0.00668163,0,0.01425,0.0139522,0.0134287,0.00779836,0.00910477,0.00892696,0.00828878,0.0325013,0,0,0,0,0,0,0,0,0.0204893,0
68,0.0363856,0.0139343,0,0,0,0,0,0.0252812,0.0136381,0.0109478,0.0149752,0,0,0.00297405,0,0.0309049,0.0010055,0.0477823,0.00734408,0.0384913,0.0246848,0.0188308,0.0103755,0.00176678,0.00340355,0.00295098,0.0285289,0.00506066,0.0083029,0.00379417,0.0311651,0.0308569,0.00754034,0.0204936,0.00375607,0.0159316,0.00272157,0.0109784,0.0152532,0.0339067,0,0,0.011476,0,0.0071242,0.00362062,0.0569195,0.0140321,0.0378957,0.0218964,0.016339,0.0129518,0.0029291,0.0325776,0.00985934,0.00699703,0,0.0143117,0.0140839,0.0136497,0.00773569,0.00913128,0.00890645,0.00836141,0.0326255,0,0,0,0,0,0,0,0,0.0201688,0
69,0.0363965,0.0139268,0,0,0,0,0,0.0252703,0.0135809,0.0109413,0.0148652,0,0,0.00311761,0,0.031252,0.0010965,0.0477047,0.00730413,0.0386834,0.0248721,0.01848,0.00999761,0.00173761,0.00321676,0.00295443,0.0284467,0.00512392,0.00814835,0.00398327,0.0310517,0.0308387,0.00708482,0.0205653,0.00382726,0.0157775,0.00266483,0.0107023,0.0151993,0.0338935,0,0,0.0111887,0,0.00714398,0.00351899,0.0565025,0.0136915,0.0377421,0.023128,0.0161151,0.012934,0.00286839,0.0323804,0.00980101,0.00682795,0,0.0143189,0.0138867,0.0136898,0.00763438,0.00919901,0.00895838,0.00834367,0.0325752,0,0,0,0,0,0,0,0,0.0201272,0
70,0.0362815,0.0136171,0,0,0,0,0,0.025346,0.0135448,0.0111173,0.0146955,0,0,0.00319544,0,0.0314877,0.00117044,0.0475963,0.00728261,0.0389546,0.0250386,0.0178479,0.00953693,0.00177136,0.00329139,0.0026863,0.0283828,0.00514833,0.00808249,0.00418148,0.0309548,0.0308791,0.00661567,0.0206489,0.00391766,0.0155175,0.00277099,0.0103845,0.0152788,0.0337319,0,0,0.010889,0,0.00712714,0.00329459,0.0561684,0.0134506,0.0377692,0.0238293,0.0155309,0.0126642,0.00278685,0.0321118,0.0097732,0.00660787,0,0.0142437,0.0140801,0.013736,0.00739212,0.0092681,0.00900345,0.00804462,0.0324108,0,0,0,0,0,0,0,0,0.0201699,0
71,0.036433,0.0135892,0,0,0,0,0,0.0254261,0.013519,0.0111814,0.0146137,0,0,0.00316117,0,0.0316012,0.0011348,0.0475727,0.0073571,0.0390781,0.0250683,0.0174896,0.00956266,0.00179361,0.00344619,0.00230069,0.0283798,0.00511898,0.00816441,0.00421722,0.0309215,0.0309409,0.00660617,0.0206829,0.00389625,0.0154515,0.00286964,0.0101795,0.0154257,0.0339025,0,0,0.010841,0,0.00720525,0.00312614,0.0560783,0.0131784,0.0379036,0.0239848,0.0152359,0.0128627,0.00275045,0.0320854,0.00982501,0.00650535,0,0.0142456,0.0141598,0.0138305,0.0073866,0.00935103,0.00903471,0.00798682,0.0324769,0,0,0,0,0,0,0,0,0.020214,0
72,0.0366321,0.0137017,0,0,0,0,0,0.0254619,0.0135027,0.0111386,0.0145289,0,0,0.00312146,0,0.0316106,0.00111926,0.0474994,0.00746819,0.0390897,0.0249359,0.0171869,0.00949739,0.00185667,0.00343356,0.00251419,0.0283918,0.00505389,0.00824237,0.00409604,0.0309527,0.0309703,0.00650509,0.0206762,0.00385659,0.0153328,0.00294976,0.0101311,0.0155757,0.0341347,0,0,0.0109664,0,0.0073097,0.00310303,0.0560159,0.0130813,0.0380386,0.024461,0.0149131,0.0131519,0.00282847,0.03244,0.0101401,0.00667373,0.0195829,0.0141028,0.0137508,0.0136533,0.0075069,0.00938758,0.00901556,0.00802659,0.0325739,0,0,0,0,0,0,0,0,0.0203829,0
