Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B,
918,0.0388725,0.016402,0,0,0,0,0,0.0077118,0.0137511,0.00761141,0.0116276,0,0,0.012773,0,0.0314171,0.00818579,0.0514468,0.0102744,0.0318079,0.0160423,0.0266734,0.0215719,0.00839567,0.0110433,0.0096707,0.0331409,0.00904456,0.00823027,0.00538744,0.027922,0.00742402,0.021145,0.0215472,0.00682025,0.0344892,0.00182846,0.0266785,0.012525,0.034633,0,0,0.0237241,0,0.00731571,0.0107226,0.0543351,0.0271235,0.033687,0.0249765,0.0193892,0.0173072,0.0133434,0.0302693,0.0205739,0.0133874,0.0109619,0,0.00760542,0.0067321,0.0307754,0.0147302,0.0169005,0.0130206,0.012313,0.0345431,0,0,0,0,0,0,0,0,0,0
919,0.0393918,0.0168501,0,0,0,0,0,0.00797991,0.0137066,0.00779511,0.0118942,0,0,0.0131854,0,0.031279,0.00806252,0.0513337,0.0105179,0.0318987,0.0160877,0.0268562,0.0211524,0.0085146,0.0111323,0.0097642,0.0333455,0.0094819,0.0084422,0.0055484,0.0277452,0.0077854,0.0210582,0.0214755,0.00640625,0.0350296,0.00170041,0.0270127,0.0125319,0.0352184,0,0,0.0236847,0,0.00748745,0.0106606,0.054437,0.0274322,0.0339054,0.0252109,0.0195447,0.0176929,0.0133541,0.0304351,0.0207411,0.0134521,0.0110027,0,0.00754176,0.00670081,0.0312713,0.0149109,0.0171046,0.0132216,0.0124632,0.0349639,0,0,0,0,0,0,0,0,0,0
920,0.0394253,0.0165689,0,0,0,0,0,0.00811284,0.0134683,0.00786504,0.0122624,0,0,0.0120073,0,0.0311322,0.00694475,0.0513453,0.0108632,0.032235,0.016126,0.0265988,0.0184727,0.00865196,0.0111651,0.00979801,0.0332935,0.00978693,0.00859474,0.00574104,0.0275442,0.00822241,0.0185219,0.0213246,0.00606227,0.0349859,0.00153341,0.0271084,0.0124013,0.0351252,0,0,0.0229639,0,0.00789737,0.0109421,0.0544773,0.0284561,0.0341829,0.025523,0.0191831,0.0168762,0.0133816,0.0305927,0.0208823,0.0135185,0.0110054,0,0.00752958,0.00658465,0.0313032,0.0144049,0.0175953,0.0132968,0.0121054,0.0349473,0,0,0,0,0,0,0,0,0,0
921,0.0401515,0.0169359,0,0,0,0,0,0.00837966,0.0134143,0.00799451,0.012715,0,0,0.012374,0,0.0309893,0.00676169,0.0512945,0.0110221,0.0325033,0.0164071,0.0266503,0.0178535,0.00899063,0.011217,0.00985779,0.0331594,0.00978527,0.00868418,0.00586703,0.027391,0.00861625,0.018274,0.0212208,0.00568616,0.0355678,0.0014376,0.0274128,0.012946,0.0358023,0,0,0.0228711,0,0.00794561,0.0105379,0.0544376,0.0287434,0.0344313,0.0258634,0.0191356,0.0171778,0.0133928,0.0307657,0.0210317,0.0135507,0.0108907,0,0.00760126,0.00656414,0.0317744,0.0144536,0.0168641,0.0132481,0.0122573,0.0355294,0,0,0,0,0,0,0,0,0,0
922,0.0409971,0.0172883,0,0,0,0,0,0.00863468,0.0133042,0.00813714,0.0131153,0,0,0.0127131,0,0.0308683,0.00675291,0.0512522,0.0111749,0.0327735,0.0167293,0.0266992,0.0171046,0.00893776,0.0113184,0.0100172,0.0330823,0.00983164,0.00882592,0.00600347,0.0272315,0.00900996,0.0182028,0.0210889,0.00547941,0.0361118,0.0013496,0.0276758,0.0141486,0.0365322,0,0,0.0229529,0,0.00791861,0.0101076,0.0543998,0.0289837,0.0346938,0.0262264,0.0192851,0.0174492,0.0134307,0.030891,0.0212213,0.0136128,0.0107814,0,0.00774152,0.00658378,0.0322373,0.0145042,0.0159891,0.0131127,0.012461,0.0361797,0,0,0,0,0,0,0,0,0,0
923,0.041816,0.0175908,0,0,0,0,0,0.0088508,0.0132069,0.00827988,0.0134924,0,0,0.0130748,0,0.0308486,0.00690645,0.0512458,0.0112828,0.0330681,0.0169254,0.0267032,0.0164288,0.00892542,0.011441,0.0101916,0.0330424,0.00992643,0.00895044,0.00613557,0.0270913,0.00933155,0.0183395,0.0210228,0.00545034,0.0365966,0.00133601,0.0279178,0.0148832,0.0371869,0,0,0.0230455,0,0.00793603,0.00964743,0.0544211,0.0291243,0.0349988,0.0265599,0.0193275,0.0177053,0.0134769,0.0310226,0.0213911,0.013666,0.0107704,0,0.00789062,0.00657931,0.0326669,0.0145321,0.0150561,0.0130215,0.0127001,0.0368056,0,0,0,0,0,0,0,0,0,0
924,0.0425772,0.0179926,0,0,0,0,0,0.00901153,0.0131576,0.00840142,0.013883,0,0,0.0134659,0,0.0309462,0.00712193,0.0512362,0.0112418,0.0333946,0.0170027,0.0266348,0.0159555,0.00903363,0.0115702,0.0103699,0.03304,0.0100972,0.00905149,0.00623004,0.0269954,0.00954237,0.0185288,0.0210369,0.00543725,0.0370556,0.00139287,0.0281428,0.0152328,0.0377875,0,0,0.0231322,0,0.00794746,0.00935264,0.0544727,0.0291926,0.0353143,0.0268701,0.019391,0.0179592,0.0133743,0.0311763,0.0215671,0.0137237,0.0107807,0,0.00804181,0.0065264,0.0331328,0.0146201,0.0140463,0.0129765,0.0130052,0.0373834,0,0,0,0,0,0,0,0,0,0
925,0.0433185,0.0184762,0,0,0,0,0,0.00916328,0.0131088,0.00851253,0.0142283,0,0,0.0138454,0,0.0310598,0.00736651,0.0512295,0.0110871,0.0337341,0.0171342,0.0265319,0.015487,0.00923442,0.0116834,0.0105824,0.0330726,0.010308,0.00916303,0.00629066,0.026908,0.00972624,0.0186283,0.0210639,0.00537119,0.0375011,0.0015164,0.0283817,0.015459,0.0383315,0,0,0.0232599,0,0.00795011,0.00929399,0.0545034,0.0292689,0.0355995,0.0271213,0.019322,0.0181036,0.0132262,0.0313016,0.0217118,0.0137845,0.0107385,0,0.00817367,0.0064996,0.0336216,0.0146893,0.0131091,0.0128842,0.0132768,0.0379113,0,0,0,0,0,0,0,0,0,0
926,0.0439571,0.0190051,0,0,0,0,0,0.00939276,0.013046,0.00867127,0.0145682,0,0,0.0140885,0,0.031175,0.00762499,0.0511847,0.0110399,0.0340384,0.0173209,0.0264655,0.0151118,0.00953706,0.0118168,0.0108173,0.0331318,0.0102805,0.00925897,0.00634881,0.0268403,0.00989903,0.0186906,0.0210975,0.00527068,0.0378925,0.00155348,0.0286199,0.0156896,0.0387937,0,0,0.0233532,0,0.00795821,0.00947116,0.0545896,0.0293811,0.0358073,0.0273424,0.0193711,0.0182607,0.0132485,0.0314705,0.0217717,0.0138328,0.0106888,0,0.00825348,0.00647432,0.0339866,0.0147405,0.0125437,0.0129039,0.0135857,0.0383623,0,0,0,0,0,0,0,0,0,0
927,0.044205,0.0193741,0,0,0,0,0,0.00968697,0.0129401,0.00884156,0.0156079,0,0,0.0140942,0,0.0314016,0.00777566,0.0513191,0.0110273,0.0342193,0.0173344,0.0268762,0.0145803,0.00927265,0.0116643,0.0109699,0.0332435,0.0104715,0.00956887,0.0065104,0.026722,0.00983525,0.018555,0.0211249,0.00523558,0.0379165,0.00161385,0.0285354,0,0.0388707,0,0,0.0232813,0,0.00797986,0.00948956,0.0551067,0.0292914,0.0359829,0.0272307,0.0196329,0.0183092,0.0129715,0.0319529,0.0216283,0.0136997,0.0109227,0,0.00816335,0.00613118,0.0339778,0.0146708,0.0120262,0.0130937,0.0138017,0.0384944,0,0,0,0,0,0,0,0,0,0
928,0.0448003,0.019716,0,0,0,0,0,0.00982727,0.0128359,0.00890631,0.0158672,0,0,0.01403,0,0.0317483,0.00792149,0.0512897,0.0110424,0.0345057,0.0176899,0.0268941,0.014074,0.0093305,0.0116946,0.0111029,0.0331998,0.0106329,0.00972739,0.00664552,0.0266783,0.0098325,0.0183762,0.0212161,0.00513343,0.0378443,0.00165164,0.0285387,0,0.0392573,0,0,0.0229783,0,0.00817859,0.00936446,0.0552987,0.0292965,0.0360579,0.0273772,0.0195573,0.018523,0.0129387,0.0321445,0.0215556,0.0135693,0.010876,0,0.00804599,0.00601971,0.0339298,0.0144619,0.0118525,0.0133038,0.0141045,0.0388978,0,0,0,0,0,0,0,0,0,0
929,0.0452176,0.0199529,0,0,0,0,0,0.00999494,0.0127349,0.00899788,0.015988,0,0,0.0139267,0,0.032124,0.00800468,0.0513331,0.0110846,0.0347334,0.0182765,0.0268933,0.0135772,0.00953299,0.0117769,0.0111058,0.033159,0.0108675,0.00984927,0.00677224,0.0266129,0.00984997,0.018057,0.0213331,0.00506647,0.0378131,0.00174183,0.0286115,0,0.0395872,0,0,0.0226216,0,0.00843567,0.00901281,0.0554123,0.0293612,0.0361402,0.0276285,0.0195029,0.0187513,0.012897,0.0322015,0.0216235,0.0134619,0.010834,0,0.00799257,0.00606163,0.0338875,0.0142474,0.0119102,0.0136234,0.0143371,0.0391853,0,0,0,0,0,0,0,0,0,0
930,0.0454616,0.0202798,0,0,0,0,0,0.0102667,0.0126244,0.00916855,0.0164647,0,0,0.0141077,0,0.0323855,0.00823779,0.0509377,0.0109474,0.0344156,0.0183115,0.0276682,0.0130279,0.00919522,0.0116922,0.0109564,0.0329559,0.0110339,0.0100698,0.00681802,0.0265558,0.00955618,0.0178167,0.0214114,0.00515682,0.0142342,0.00176014,0.0106049,0,0.0395797,0,0,0.0220046,0,0.00865014,0.00872058,0.0555037,0.0133441,0.0372171,0.019674,0.0196077,0.0186626,0.00614601,0.0291412,0.0114737,0.00485475,0.0175384,0.0207919,0.012947,0.0127342,0.0110452,0.0139015,0.0120739,0.0139197,0.0145722,0.0392525,0,0,0,0,0,0,0,0,0,0
931,0.0449363,0.0193325,0,0,0,0,0,0.0101562,0.0125487,0.00907879,0.0157554,0,0,0.0149384,0,0.0323656,0.00865629,0.0513165,0.011396,0.0350088,0.0184159,0.0261006,0.0129002,0.00937659,0.0120647,0.0112551,0.0330977,0.0109812,0.00995544,0.00683183,0.0264901,0.00990656,0.0180095,0.0214126,0.00511826,0.037369,0.00140056,0.0286869,0,0.0387483,0,0,0.0211735,0,0.00931458,0.00950938,0.0554151,0.0297441,0.0365841,0.0281208,0.0189785,0.0164108,0.0128305,0.0321949,0.0216903,0.0131555,0.010618,0,0.00797122,0.00626797,0.0333919,0.0128473,0.0127622,0.014227,0.0134581,0.0386291,0,0,0,0,0,0,0,0,0,0
932,0.0449421,0.0192846,0,0,0,0,0,0.0103213,0.0124483,0.00918751,0.0156982,0,0,0.0152531,0,0.0324107,0.0087804,0.0512307,0.011575,0.0350253,0.0184356,0.0260051,0.0124893,0.00927872,0.0120357,0.0113698,0.0330695,0.0111324,0.0100754,0.0068651,0.0264013,0.0100038,0.0178566,0.0213982,0.00532885,0.0371785,0.00146938,0.0286792,0,0.0386782,0,0,0.020863,0,0.00938304,0.0095287,0.0554061,0.0297583,0.0366107,0.0283807,0.0188343,0.0162235,0.0128134,0.0322019,0.0216293,0.0130506,0.0105805,0,0.00789224,0.00633338,0.033191,0.0126515,0.0127812,0.0142774,0.0133938,0.0385507,0,0,0,0,0,0,0,0,0,0
933,0.0448436,0.0192097,0,0,0,0,0,0.0105105,0.0123729,0.00932102,0.0155222,0,0,0.0156372,0,0.032464,0.00896404,0.0511431,0.0117303,0.0350892,0.0186121,0.0258991,0.0120855,0.00912998,0.011929,0.0113189,0.0330442,0.0112808,0.0102392,0.00698983,0.0262997,0.0101674,0.0177796,0.0213826,0.00550383,0.0369359,0.0015264,0.0286182,0,0.0385314,0,0,0.020477,0,0.00941213,0.00942627,0.0554644,0.0297469,0.0366045,0.0287306,0.0187877,0.0160373,0.0128142,0.0322118,0.0215848,0.0131277,0.0105906,0,0.00772904,0.0063685,0.0329571,0.0124106,0.0127723,0.0143092,0.0132872,0.0384366,0,0,0,0,0,0,0,0,0,0
934,0.0446962,0.0191419,0,0,0,0,0,0.0106917,0.0123191,0.00947946,0.0153226,0,0,0.0159798,0,0.0325041,0.00919866,0.0511146,0.0118863,0.0351904,0.0187506,0.0257435,0.0117083,0.00907559,0.0118262,0.011158,0.0330301,0.0113768,0.0103839,0.00711579,0.026198,0.0103388,0.0178428,0.0213655,0.0056035,0.0366877,0.00156529,0.0285595,0,0.0383331,0,0,0.0200676,0,0.00937862,0.00922938,0.0555322,0.0297425,0.0366197,0.0288589,0.0187241,0.0159009,0.0128295,0.0322437,0.0215751,0.0132008,0.0106575,0,0.00753105,0.00641787,0.0327061,0.0121786,0.0127533,0.0143522,0.0131838,0.0382774,0,0,0,0,0,0,0,0,0,0
935,0.0444865,0.0190592,0,0,0,0,0,0.0107848,0.0122919,0.00955914,0.0151003,0,0,0.0162219,0,0.0324716,0.00940897,0.0511703,0.0119687,0.0352228,0.0186073,0.0254359,0.0113498,0.00926098,0.0118665,0.0110529,0.0330498,0.0113781,0.0104369,0.00716538,0.0261413,0.0104265,0.0178237,0.0213201,0.00570238,0.0364712,0.00164216,0.0285278,0,0.0380728,0,0,0.0197874,0,0.00935332,0.00908233,0.0555337,0.029752,0.036697,0.0288581,0.0183968,0.0158503,0.0128565,0.0322713,0.0215951,0.0132224,0.0107152,0,0.00736906,0.00646861,0.0324728,0.0120472,0.0127001,0.0142725,0.0130867,0.038018,0,0,0,0,0,0,0,0,0,0
936,0.0441182,0.0189802,0,0,0,0,0,0.0107572,0.0122935,0.00950204,0.0147235,0,0,0.016395,0,0.0323414,0.00947704,0.0512372,0.011871,0.0349846,0.018101,0.0249173,0.0109856,0.0093623,0.0122625,0.0114438,0.0331264,0.0112384,0.0103255,0.00712769,0.0261914,0.0103061,0.0176799,0.0212533,0.00577348,0.0362961,0.00169995,0.0285099,0,0.0377106,0,0,0.0196251,0,0.00927893,0.00889392,0.0554025,0.0297402,0.0368342,0.0287657,0.0179612,0.0158665,0.012938,0.0322573,0.0216353,0.0132531,0.010716,0,0.00726949,0.00650869,0.0323132,0.011966,0.0126799,0.0141779,0.0130107,0.0376384,0,0,0,0,0,0,0,0,0,0
937,0.0437516,0.019049,0,0,0,0,0,0.0107824,0.0122782,0.00950895,0.0144243,0,0,0.0164425,0,0.0321634,0.00934139,0.0513,0.0118287,0.0348942,0.0178964,0.0245074,0.0104245,0.00941564,0.012485,0.0117508,0.0331346,0.0111824,0.010252,0.00712177,0.0262109,0.010224,0.0173752,0.0211652,0.00575854,0.0361498,0.00173074,0.0284919,0,0.0375017,0,0,0.0195425,0,0.00914736,0.00861032,0.0552722,0.0297047,0.0369047,0.028519,0.017758,0.0159854,0.0129858,0.0323108,0.0216519,0.0132666,0.0107391,0,0.00720578,0.00652746,0.0322346,0.0119535,0.0126334,0.0140859,0.0130728,0.0373524,0,0,0,0,0,0,0,0,0,0
938,0.0436193,0.0193678,0,0,0,0,0,0.0109272,0.0122463,0.00965508,0.0142725,0,0,0.0164052,0,0.0320339,0.00903648,0.0512427,0.011971,0.0351369,0.0177468,0.0242683,0.00969207,0.00920537,0.0122369,0.011696,0.0331669,0.0112895,0.0103405,0.00715358,0.026131,0.010324,0.0168436,0.0210891,0.0058774,0.035986,0.00177694,0.0284295,0,0.037554,0,0,0.0195627,0,0.00904437,0.00845111,0.0552602,0.0296329,0.0368827,0.0283055,0.0175849,0.0162805,0.0129533,0.0324164,0.0216351,0.0132503,0.0108483,0,0.007136,0.00653574,0.0320861,0.0120654,0.0124901,0.0139658,0.01327,0.0372365,0,0,0,0,0,0,0,0,0,0
939,0.0436962,0.019883,0,0,0,0,0,0.0111786,0.0122525,0.00991391,0.0142808,0,0,0.0163784,0,0.0319583,0.0086618,0.0511048,0.0123373,0.0357267,0.0172837,0.0241061,0.00892174,0.00857404,0.0116001,0.0112877,0.0331628,0.0115867,0.0106296,0.00728456,0.0259578,0.0105738,0.0163719,0.0210574,0.00615005,0.0358283,0.00180964,0.0283713,0,0.037792,0,0,0.0195573,0,0.00891767,0.00842595,0.0553706,0.029604,0.0368389,0.0281107,0.0173222,0.0167355,0.0128351,0.0325434,0.0216071,0.0132369,0.0109877,0,0.00707703,0.00658,0.0319794,0.0121445,0.0123134,0.0138138,0.0136293,0.0372542,0,0,0,0,0,0,0,0,0,0
940,0.0436869,0.0203937,0,0,0,0,0,0.0112871,0.01223,0.00999578,0.0141469,0,0,0.0163704,0,0.0318626,0.00828811,0.0510684,0.0124346,0.0359721,0.0170867,0.023591,0.00828953,0.00842453,0.0114798,0.0111965,0.0332092,0.0117271,0.0107455,0.00735284,0.0259227,0.0106003,0.0160216,0.0210072,0.00632872,0.0357332,0.00188999,0.0283722,0,0.0379079,0,0,0.019614,0,0.00884673,0.00861876,0.0553666,0.029594,0.0369196,0.0280071,0.0168613,0.0171923,0.0128276,0.0325669,0.021597,0.0132568,0.0110449,0,0.00703269,0.00663159,0.0318953,0.0122384,0.0121765,0.0135674,0.0140229,0.0371695,0,0,0,0,0,0,0,0,0,0
941,0.0435305,0.0208797,0,0,0,0,0,0.0112687,0.0122149,0.00990495,0.0138857,0,0,0.0163856,0,0.0317341,0.0080243,0.0510498,0.0122238,0.0357953,0.0172368,0.0227896,0.0078606,0.00885129,0.0117347,0.0113692,0.0333434,0.0117089,0.0106497,0.00731309,0.0260104,0.0104271,0.0157486,0.0209622,0.00637889,0.0356219,0.00198045,0.0283645,0,0.0378972,0,0,0.0197689,0,0.00877636,0.0087223,0.0552573,0.0295968,0.03708,0.0279516,0.0163343,0.0175881,0.0128996,0.0325186,0.0215964,0.0132732,0.0109952,0,0.00696668,0.00666727,0.0317774,0.0123757,0.0120128,0.0133138,0.0144128,0.0369886,0,0,0,0,0,0,0,0,0,0
942,0.0434509,0.0215034,0,0,0,0,0,0.0111996,0.0122089,0.009771,0.0136665,0,0,0.0163183,0,0.0317016,0.00770914,0.0510204,0.0118999,0.0355703,0.0175196,0.0220274,0.00746686,0.00918907,0.0120343,0.011589,0.0335156,0.0114448,0.0105003,0.00723044,0.0261307,0.0102265,0.0153686,0.0209273,0.00637111,0.0354855,0.00199365,0.0283311,0,0.0379966,0,0,0.0200861,0,0.0086932,0.00874093,0.055171,0.0295963,0.0372187,0.0278861,0.0158443,0.0180213,0.0129563,0.0324523,0.0215743,0.0132787,0.0109262,0,0.00690196,0.00668379,0.0316426,0.0125944,0.0118761,0.0130682,0.014865,0.0368822,0,0,0,0,0,0,0,0,0,0
943,0.0436248,0.022279,0,0,0,0,0,0.011288,0.0122062,0.00985003,0.0137275,0,0,0.0161314,0,0.0316991,0.00730411,0.0509195,0.0120014,0.0360211,0.0172643,0.0216718,0.00714008,0.00878282,0.0117721,0.0114082,0.0335004,0.0115009,0.0106219,0.00730005,0.0260864,0.0103161,0.0148682,0.0208847,0.00636585,0.0353829,0.00195881,0.0283078,0,0.038292,0,0,0.0205038,0,0.00862291,0.00875195,0.0552487,0.0296422,0.0372385,0.0276705,0.0154467,0.0185323,0.0128353,0.0324911,0.02151,0.0132158,0.0109639,0,0.00684967,0.00676467,0.031554,0.01292,0.0117439,0.012818,0.0154325,0.0369834,0,0,0,0,0,0,0,0,0,0
944,0.0436606,0.0228826,0,0,0,0,0,0.0113582,0.0122099,0.00989706,0.0138325,0,0,0.0159444,0,0.0316317,0.00704633,0.0508643,0.0121005,0.036288,0.0170657,0.0211423,0.00705552,0.00860559,0.011631,0.0113638,0.0335022,0.0115732,0.0106807,0.00736497,0.0260531,0.0103662,0.014483,0.0208193,0.00634155,0.0353131,0.0019134,0.0283036,0,0.0384512,0,0,0.0208909,0,0.00852433,0.00873969,0.0552318,0.0297084,0.037269,0.0274664,0.014943,0.0189382,0.01274,0.0324957,0.0214423,0.0131605,0.0109237,0,0.00680582,0.00687533,0.0314998,0.013242,0.0115533,0.0125499,0.0160107,0.0369518,0,0,0,0,0,0,0,0,0,0
945,0.0436031,0.0233061,0,0,0,0,0,0.0113583,0.0122026,0.00987521,0.0139545,0,0,0.0158685,0,0.0315316,0.00694824,0.0507636,0.0121049,0.0363635,0.0169538,0.0204667,0.00712071,0.00868901,0.0115799,0.01139,0.033553,0.0115533,0.010676,0.00734414,0.0260697,0.0103356,0.0141902,0.0207564,0.00623849,0.0352852,0.00185199,0.0283563,0,0.0385224,0,0,0.0212991,0,0.00838569,0.00863008,0.0551033,0.0297869,0.0373225,0.0272753,0.014369,0.0192638,0.0126677,0.0324471,0.0213594,0.0130793,0.0108176,0,0.00677318,0.00696562,0.031543,0.0135264,0.0113868,0.0122849,0.0165732,0.036859,0,0,0,0,0,0,0,0,0,0
946,0.0441904,0.0243444,0,0,0,0,0,0.0112692,0.0121419,0.00979375,0.0139647,0,0,0.0156081,0,0.0313662,0.00689029,0.0506202,0.0121351,0.0362215,0.0169134,0.0201631,0.00701385,0.0088856,0.011613,0.0112742,0.0335869,0.0114598,0.0106045,0.00731985,0.0261089,0.0103143,0.0138294,0.0206713,0.00614052,0.0352958,0.0018763,0.0283897,0.0127318,0.0393116,0,0,0.0219758,0,0.0081775,0.00837194,0.0547794,0.0297236,0.0369094,0.0272372,0.0143068,0.0203232,0.0127712,0.0321658,0.0212394,0.013018,0.0105851,0,0.00676929,0.00701525,0.0316478,0.0142566,0.0111234,0.0119577,0.0174751,0.0373636,0,0,0,0,0,0,0,0,0,0
947,0.0441376,0.0247706,0,0,0,0,0,0.0112783,0.0121169,0.009794,0.0142608,0,0,0.0155307,0,0.0310837,0.00696652,0.0505697,0.0121543,0.0361712,0.0167702,0.0195447,0.00705365,0.00886302,0.0116171,0.0110908,0.033645,0.011416,0.0105843,0.00736078,0.0261196,0.0103057,0.0137334,0.0205325,0.00599027,0.0353004,0.00190593,0.0283803,0.0126518,0.0392676,0,0,0.0221114,0,0.00800256,0.00816416,0.0547129,0.0297613,0.0368948,0.0271094,0.013838,0.0204865,0.0127113,0.0321397,0.0211199,0.0129242,0.0105213,0,0.00672109,0.00707056,0.0316426,0.0144941,0.0108311,0.0114974,0.0180236,0.0371982,0,0,0,0,0,0,0,0,0,0
948,0.0439099,0.025017,0,0,0,0,0,0.0113175,0.0121094,0.00983148,0.0146451,0,0,0.0155692,0,0.0308027,0.00713595,0.0505235,0.0121718,0.0360096,0.0164815,0.0188599,0.00711584,0.00894061,0.0116311,0.0111424,0.0336415,0.0114345,0.0106002,0.00747447,0.0261019,0.0103432,0.0137315,0.0204025,0.00592431,0.0353508,0.00205496,0.0284149,0.0127368,0.039062,0,0,0.0221,0,0.00788854,0.00776082,0.0546701,0.0298397,0.0369079,0.0269781,0.0131879,0.0204476,0.0126676,0.032124,0.0210144,0.0127904,0.0104394,0,0.00665396,0.00712404,0.0317312,0.0145933,0.0105433,0.010968,0.0184821,0.0369165,0,0,0,0,0,0,0,0,0,0
949,0.0437137,0.0253372,0,0,0,0,0,0.0113632,0.0120986,0.0098898,0.0149966,0,0,0.0156289,0,0.0305231,0.00740673,0.050507,0.0122083,0.0357046,0.016243,0.0183152,0.00707388,0.00884628,0.0115492,0.0111404,0.03364,0.0115208,0.0106572,0.00746156,0.0260399,0.0103673,0.0137346,0.0202907,0.0057942,0.0353953,0.00218302,0.0283985,0.013368,0.0389189,0,0,0.0220063,0,0.00772564,0.00745599,0.0546234,0.0298045,0.0368731,0.0268261,0.0125928,0.0203726,0.0126042,0.0320566,0.020919,0.0126132,0.010343,0,0.00655398,0.00709801,0.0318113,0.0145748,0.0102662,0.0105155,0.0189961,0.0367155,0,0,0,0,0,0,0,0,0,0
950,0.0437585,0.0257331,0,0,0,0,0,0.0113451,0.0120677,0.00988279,0.0151999,0,0,0.0156141,0,0.030326,0.00775957,0.0503957,0.0121773,0.0358625,0.0162746,0.0180031,0.0070544,0.00870741,0.0116568,0.0111612,0.033611,0.011459,0.0105916,0.00741003,0.0260286,0.01038,0.0136872,0.0201934,0.00583116,0.0355325,0.00224976,0.0284395,0.0144191,0.0390391,0,0,0.021929,0,0.00755559,0.00702667,0.0545193,0.0298153,0.0368563,0.0267129,0.012235,0.0203682,0.0125341,0.031993,0.0207597,0.0124226,0.0102742,0,0.00647952,0.00708264,0.0319332,0.0144935,0.0100309,0.0101763,0.019604,0.0367572,0,0,0,0,0,0,0,0,0,0
951,0.0438422,0.0260678,0,0,0,0,0,0.0114787,0.0120201,0.0099256,0.0154027,0,0,0.0155078,0,0.0302297,0.00814429,0.0498109,0.0119595,0.0356445,0.0160423,0.0183863,0.00704596,0.00855739,0.01151,0.0111238,0.0334286,0.0114884,0.0106642,0.00736668,0.0260688,0.0102031,0.0136058,0.0200977,0.00594418,0.0142261,0.00237081,0.00992716,0.0156341,0.0389569,0,0,0.0216277,0,0.00734368,0.00647946,0.0542424,0.0108536,0.0380935,0.0184899,0.0123095,0.0201367,0.00687461,0.0287828,0.0108531,0.00464899,0.0167177,0.0200317,0.0126867,0.0124944,0.0114218,0.0141536,0.00974494,0.00982181,0.0202367,0.0367066,0,0,0,0,0,0,0,0,0,0
952,0.0429511,0.0256126,0,0,0,0,0,0.0111833,0.0120574,0.00971576,0.0157364,0,0,0.015845,0,0.0300929,0.0086736,0.0500267,0.0119996,0.0361288,0.0161889,0.0167348,0.00761593,0.00904504,0.0118463,0.0112548,0.0335176,0.0112188,0.0103992,0.00730812,0.0261464,0.0102884,0.0142612,0.0200008,0.00592442,0.0359607,0.00237757,0.0287357,0.0147409,0.0382982,0,0,0.0213061,0,0.00726487,0.00617359,0.0543661,0.0300624,0.0369823,0.0266357,0.0113469,0.0192146,0.012376,0.0319213,0.0203454,0.012048,0.0100572,0,0.00644719,0.00725057,0.0323255,0.0135367,0.00951812,0.00953582,0.0201397,0.0359719,0,0,0,0,0,0,0,0,0,0
953,0.0429983,0.0260732,0,0,0,0,0,0.0112209,0.0119968,0.00963342,0.0158642,0,0,0.0157366,0,0.0300537,0.00895071,0.0495604,0.0117735,0.0355975,0.0159493,0.0171838,0.00748404,0.00889936,0.0116966,0.01122,0.0334051,0.0112285,0.010495,0.00726232,0.0262279,0.0100225,0.0141851,0.0199798,0.00605359,0.0145267,0.00250363,0.00972241,0.0154042,0.0381472,0,0,0.0207714,0,0.00710328,0.00581132,0.0541461,0.01044,0.0381098,0.0181636,0.0114238,0.0189598,0.0068451,0.0286813,0.0104575,0.00441226,0.0170312,0.0201765,0.0124289,0.0122758,0.0118981,0.0130771,0.00931649,0.00924431,0.0208149,0.035932,0,0,0,0,0,0,0,0,0,0
954,0.0424816,0.0262646,0,0,0,0,0,0.0108493,0.011922,0.00939027,0.0157677,0,0,0.0158604,0,0.0300268,0.00921781,0.0495818,0.0118446,0.0347446,0,0.0164638,0.00751614,0.0088755,0.011868,0.0112892,0.0333309,0.0109561,0.0103308,0.00733252,0.0263999,0.00987259,0.0143464,0.0199594,0.00607669,0.0143155,0.0025727,0.00914511,0.0154763,0.0375411,0,0,0.0201858,0,0.0069828,0.00552319,0.0540055,0.00968576,0.0379897,0.0183143,0.0108587,0.0185208,0.00704541,0.028575,0.0103387,0.00453114,0.0171918,0.0202752,0.012507,0.0123432,0.0120331,0.0125766,0.00914505,0.00900328,0.0212637,0.0354279,0,0,0,0,0,0,0,0,0,0
