Timestep,C7,CLAV,IMUL_L,IMUL_M,IMUL_R,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFM,WFR,x72,x73,x74,IMUR_B,
All Timesteps RMSE,0.025848,0.0142447,0,0,0,0,0,0.0223756,0.0158533,0.00885369,0.0129304,0,0,0.0125232,0,0.0261438,0.00859207,0.0448805,0.011235,0.0320595,0.0148666,0.0131823,0.0173673,0.00716641,0.00974491,0.0079822,0.0299656,0.00689118,0.0084325,0.00477176,0.0333691,0.0274892,0.0146914,0.0181604,0.00671215,0.0241663,0.00958782,0.0182805,0.0137286,0.0233253,0,0,0.0149946,0,0.00766561,0.00701653,0.0472167,0.0201466,0.0339435,0.0174039,0.0111619,0.0169658,0.0076954,0.028989,0.0104128,0.00925995,0.0436159,0.034162,0.0118835,0.0130385,0.0235704,0.0113045,0.00933303,0.00972664,0.0128823,0.0228068,0,0,0,0,0,0,0,0,0,0
0,0.0684313,0.0324795,0,0,0,0,0,0.0280888,0.0150266,0.0104265,0.00940867,0,0,0.0171485,0,0.0304563,0.0160512,0.0460871,0.00547621,0.0294169,0.0146712,0.00517528,0.0127098,0.00688608,0.00775706,0.00410409,0.0352975,0.00591866,0.00643583,0.0059052,0.0349407,0.0369549,0.015933,0.021624,0.0113706,0.027798,0.00660921,0.0196502,0.0117443,0.0570711,0,0,0.0578305,0,0.0118931,0.0231132,0.042687,0.0211882,0.0309261,0.01532,0.00554256,0.0851407,0.00543718,0.0284319,0.00565703,0.00836215,0.01073,0.0387336,0.00438383,0.00908201,0.0268679,0.0639803,0.0116888,0.0055494,0.0269069,0.0534474,0,0,0,0,0,0,0,0,0,0
1,0.0710279,0.0348506,0,0,0,0,0,0.0289031,0.0140472,0.0104489,0.00763161,0,0,0.00429257,0,0.0281983,0.0081606,0.0463671,0.00476511,0.0312978,0.0142454,0.00901133,0.00805321,0.00742959,0.00826182,0.00440767,0.0354917,0.00569543,0.00635027,0.0055768,0.035162,0.0381601,0.00452994,0.0202761,0.00775968,0.0276544,0.0055993,0.0192152,0.0110957,0.0549462,0,0,0.0586809,0,0.0111116,0.0207869,0.0425639,0.0208739,0.0314999,0.0147195,0.00886018,0.0812524,0.00590922,0.0283621,0.00594965,0.0086034,0.0106176,0.0386681,0.00436812,0.0090552,0.026705,0.0612388,0.0116647,0.00409319,0.0280166,0.0543572,0,0,0,0,0,0,0,0,0,0
2,0.0711832,0.0354063,0,0,0,0,0,0.0289222,0.0140367,0.0104234,0.00769712,0,0,0.00446534,0,0.028096,0.00835524,0.0462816,0.00419967,0.0310968,0.0140475,0.00864065,0.00846378,0.00796104,0.00866887,0.00459639,0.0355277,0.00549531,0.00619137,0.00536219,0.0352834,0.0380472,0.00503999,0.0202316,0.00746693,0.0279058,0.00564101,0.0193799,0.0115954,0.054713,0,0,0.0586653,0,0.0111252,0.0206417,0.042849,0.0214399,0.0312838,0.0143101,0.00838033,0.081408,0.00563326,0.028966,0.00550067,0.0080145,0.0107452,0.0379496,0.00394469,0.00894856,0.0268724,0.0612729,0.0115072,0.0040877,0.0286134,0.0541402,0,0,0,0,0,0,0,0,0,0
3,0.111801,0.0822748,0,0,0,0,0,0.0308094,0.0121166,0.0109049,0.00757302,0,0,0.0239113,0,0.0342846,0.0258682,0.0477669,0.00361482,0.0316064,0.0135949,0.0106402,0.109975,0.0087032,0.009115,0.00515938,0.0365002,0.00545122,0.00638405,0.00516516,0.0353892,0.0399994,0.0305772,0.0235838,0.0127941,0.0292808,0.00417378,0.0203797,0.0157854,0.0696079,0,0,0.0576408,0,0.0127404,0.0192156,0.0416245,0.0223237,0.0303629,0.0145166,0.0135817,0.0764827,0.00873125,0.0272262,0.00926069,0.0117992,0.0118,0.039904,0.0050802,0.0103091,0.0282065,0.0597976,0.00878824,0.0050875,0.0876059,0.086793,0,0,0,0,0,0,0,0,0,0
4,0.0450685,0.0157693,0,0,0,0,0,0.0291195,0.0158611,0.0103047,0.00885772,0,0,0.01315,0,0.0258184,0.00874064,0.0463966,0.00410453,0.0302264,0.0136166,0.00621291,0.0215558,0.00845415,0.00908815,0.00493654,0.0355562,0.00497511,0.00588124,0.00483936,0.0353589,0.0377042,0.00345721,0.0191093,0.00667187,0.0286416,0.0148727,0.0201654,0.0135494,0.0321603,0,0,0.050596,0,0.00123778,0.013425,0.0434565,0.0234624,0.030034,0.0138327,0.00635415,0.0584542,0.00507346,0.030315,0.00425933,0.00669489,0.011493,0.0363879,0.00400194,0.00932508,0.0272888,0.0459074,0.00951441,0.00649653,0.0111946,0.0374447,0,0,0,0,0,0,0,0,0,0
5,0.0440121,0.0157399,0,0,0,0,0,0.029165,0.0158521,0.0105363,0.00896627,0,0,0.0128004,0,0.025733,0.00868076,0.0463072,0.00405837,0.0300465,0.0134626,0.00599541,0.0184602,0.00900165,0.00957527,0.00530506,0.0355356,0.00495397,0.00577167,0.00468181,0.0355795,0.0374074,0.00377943,0.0190613,0.00638449,0.0288281,0.0151781,0.0203359,0.014137,0.0309915,0,0,0.0495359,0,0.0012977,0.013601,0.0437507,0.0242337,0.0297222,0.0133636,0.00641079,0.0580774,0.00524701,0.0307574,0.00354921,0.00623247,0.0117185,0.0355858,0.00422589,0.00942869,0.02736,0.0452401,0.009313,0.00696109,0.0115226,0.0362032,0,0,0,0,0,0,0,0,0,0
6,0.10545,0.0906914,0,0,0,0,0,0.0301485,0.0135397,0.0111386,0.010415,0,0,0.0158704,0,0.0300189,0.0200785,0.0479776,0.00405928,0.0294304,0.0135325,0.00743351,0.124259,0.00956027,0.00979716,0.0056806,0.0365161,0.00514697,0.00591141,0.00482039,0.0357189,0.0385291,0.0403256,0.0211908,0.00966313,0.0295656,0.00522847,0.0212004,0.0199496,0.0595878,0,0,0.103338,0,0.005242,0.0408803,0.0428058,0.0254188,0.0277179,0.0131017,0.0114279,0.0865045,0.00708847,0.0292039,0.00610479,0.00903211,0.0125965,0.0368398,0.0046798,0.0108231,0.0281254,0.0829349,0.017589,0.0139734,0.0981352,0.0809038,0,0,0,0,0,0,0,0,0,0
7,0.0475743,0.0129481,0,0,0,0,0,0.0299545,0.0154994,0.0107382,0.00854025,0,0,0.0119154,0,0.0265666,0.0083696,0.0462664,0.0051527,0.0306722,0.0129408,0.0074237,0.0269838,0.00968675,0.010335,0.00607166,0.0352999,0.0050738,0.00580241,0.00452744,0.0360739,0.03816,0.00447927,0.0195367,0.00665507,0.029269,0.0139431,0.0213091,0.0142929,0.0359915,0,0,0.041681,0,0.000883982,0.0107368,0.0445683,0.0266579,0.0292833,0.0125553,0.00733947,0.0486444,0.00536371,0.0312636,0.00289841,0.00614102,0.0126635,0.0341058,0.0053942,0.0101721,0.0275819,0.0345886,0.00442645,0.00674777,0.00682204,0.0403496,0,0,0,0,0,0,0,0,0,0
8,0.0469916,0.0127963,0,0,0,0,0,0.0302724,0.0155006,0.0109236,0.00847252,0,0,0.0120037,0,0.0265806,0.00829441,0.0462519,0.0057207,0.0305385,0.0127218,0.00757969,0.0263071,0.0100889,0.0107368,0.00653074,0.0353126,0.00524264,0.00586765,0.00452469,0.0363636,0.0384727,0.00430648,0.0195341,0.00663706,0.0292331,0.0139032,0.0214991,0.0144852,0.0355308,0,0,0.0401195,0,0.000814398,0.0104032,0.0451707,0.0276652,0.0288986,0.0120298,0.00741962,0.0474409,0.00561832,0.0312252,0.0026747,0.00598738,0.0128951,0.0333558,0.00584292,0.0101365,0.02736,0.0329941,0.00390928,0.00709549,0.00674437,0.0398813,0,0,0,0,0,0,0,0,0,0
9,0.0463612,0.0125375,0,0,0,0,0,0.0307476,0.0154831,0.0113327,0.00827272,0,0,0.012047,0,0.026642,0.0082499,0.0463917,0.00633337,0.0302732,0.0125288,0.00789902,0.0256247,0.010368,0.0110874,0.00695728,0.0357747,0.00535891,0.00599852,0.00452544,0.0365836,0.0387888,0.00404797,0.019544,0.00658175,0.0292981,0.0138204,0.0216412,0.0144855,0.035039,0,0,0.0385761,0,0.000719371,0.0101744,0.0457523,0.028642,0.0284915,0.011574,0.00749685,0.0463251,0.00585536,0.0312841,0.00259407,0.00625168,0.0131577,0.0326053,0.00636079,0.0101404,0.0272081,0.0316129,0.00346382,0.00752921,0.00656608,0.0393572,0,0,0,0,0,0,0,0,0,0
10,0.0456477,0.0122255,0,0,0,0,0,0.0313334,0.0154589,0.0118489,0.00801864,0,0,0.0119912,0,0.0267737,0.00817619,0.046647,0.00700009,0.0300436,0.0123364,0.00814789,0.0250199,0.0105651,0.0113266,0.00730545,0.0365432,0.00542368,0.00618625,0.00457194,0.0367485,0.0393728,0.00381805,0.0196035,0.00649733,0.0294658,0.0137501,0.0219172,0.01438,0.0344697,0,0,0.0370537,0,0.000683828,0.0100097,0.0462223,0.0294891,0.0282042,0.0112684,0.00777923,0.0452959,0.00606075,0.0314925,0.00249755,0.00683664,0.0134547,0.0318696,0.00687317,0.0102296,0.0271398,0.0302811,0.00310247,0.00781059,0.00633898,0.0387448,0,0,0,0,0,0,0,0,0,0
11,0.044805,0.0118356,0,0,0,0,0,0.0319732,0.0154121,0.0124253,0.00779454,0,0,0.0118419,0,0.0268694,0.00799588,0.0468065,0.00763253,0.0299578,0.0122199,0.00816884,0.0244591,0.010873,0.0115127,0.00757369,0.037049,0.0055304,0.00639472,0.0045937,0.0368496,0.0397508,0.00364049,0.0196667,0.00639889,0.0295675,0.0137179,0.0220754,0.0142604,0.0337759,0,0,0.0356717,0,0.000716769,0.00990558,0.0465027,0.0299428,0.0281013,0.0109621,0.00817318,0.0442248,0.00633276,0.0316459,0.00242524,0.00751422,0.0136582,0.0311871,0.00725258,0.0102177,0.0269296,0.0289212,0.00288281,0.00797397,0.00612061,0.0380313,0,0,0,0,0,0,0,0,0,0
12,0.0438364,0.0113803,0,0,0,0,0,0.0324298,0.0153167,0.012881,0.00766199,0,0,0.0115294,0,0.0269868,0.00775345,0.0469024,0.00816502,0.0299302,0.0122015,0.00790881,0.0239211,0.0113419,0.0116692,0.00783856,0.0371306,0.00572067,0.00662694,0.00463463,0.0369587,0.0398818,0.00359959,0.0197282,0.00631832,0.0296638,0.013611,0.0220473,0.0140569,0.0330074,0,0,0.0344246,0,0.000752297,0.00967345,0.0467495,0.0301434,0.0279908,0.0106848,0.00831176,0.0432951,0.00660611,0.0316751,0.00248048,0.00815531,0.0138165,0.0306786,0.00752505,0.0101993,0.0267265,0.0276531,0.00263527,0.00811526,0.00597575,0.0372741,0,0,0,0,0,0,0,0,0,0
13,0.0428878,0.0108127,0,0,0,0,0,0.0326995,0.0151805,0.0131748,0.00761674,0,0,0.0111229,0,0.0271104,0.00753282,0.0468679,0.00857768,0.0298626,0.012268,0.00763788,0.0235181,0.0114631,0.0118079,0.00808994,0.0369666,0.0060075,0.00688054,0.00472576,0.0371023,0.0399067,0.00366354,0.0197494,0.00628618,0.0296622,0.0135395,0.022054,0.0137397,0.0323214,0,0,0.0332933,0,0.000836057,0.00926549,0.0469771,0.030349,0.0277424,0.0104902,0.00848785,0.042761,0.00673685,0.0318192,0.00256183,0.00848805,0.0140443,0.0303816,0.00777413,0.0102888,0.0263873,0.0267928,0.00241715,0.00836125,0.00580788,0.0365813,0,0,0,0,0,0,0,0,0,0
14,0.041925,0.0101688,0,0,0,0,0,0.0330555,0.015092,0.0134857,0.00764977,0,0,0.0107023,0,0.0271672,0.00732008,0.0469358,0.00903755,0.0297122,0.0122489,0.00739119,0.0231268,0.0112262,0.0118609,0.00819627,0.0373438,0.00617154,0.00712352,0.00484011,0.0372376,0.0401079,0.00367372,0.0197849,0.00625054,0.0293952,0.0135763,0.0219041,0.0133593,0.0316368,0,0,0.032226,0,0.000920778,0.00876818,0.0472004,0.0304559,0.0274701,0.0103137,0.0087191,0.0423254,0.00687506,0.0319433,0.00261945,0.00863101,0.0141143,0.0301964,0.00792376,0.0101345,0.0256937,0.0260927,0.00225321,0.00865777,0.00570223,0.0358396,0,0,0,0,0,0,0,0,0,0
15,0.040872,0.00944004,0,0,0,0,0,0.0332161,0.0150246,0.0137581,0.00779417,0,0,0.0102504,0,0.0272673,0.00714144,0.0470971,0.00943057,0.0293958,0.0122631,0.00711316,0.0225975,0.0111296,0.0119544,0.00831028,0.0375608,0.00639514,0.00732926,0.0049628,0.037425,0.0402099,0.0035955,0.019856,0.00624303,0.0288551,0.0136934,0.0216202,0.0130365,0.030854,0,0,0.0313359,0,0.00104459,0.00802308,0.0472851,0.0303685,0.0271844,0.0101231,0.0089742,0.0421968,0.00694354,0.0320051,0.00269106,0.00863767,0.0140274,0.0301358,0.00790999,0.00992519,0.0246148,0.0256987,0.00214063,0.0089535,0.00568899,0.0349817,0,0,0,0,0,0,0,0,0,0
16,0.0395535,0.00880469,0,0,0,0,0,0.0331385,0.0149412,0.0139374,0.00795618,0,0,0.00965467,0,0.0273525,0.00693841,0.0473428,0.00974244,0.0288887,0.0123595,0.00676645,0.0216716,0.011278,0.0120353,0.00842751,0.0374414,0.00665099,0.00747672,0.005088,0.0376345,0.0400928,0.00334557,0.0199152,0.00619671,0.0281166,0.013924,0.0212796,0.0127788,0.0298113,0,0,0.0307309,0,0.0012524,0.00693574,0.0472703,0.0302529,0.026858,0.00997992,0.00931249,0.0426051,0.00688016,0.0319505,0.00261542,0.00847992,0.0138594,0.0303358,0.00770601,0.00975696,0.0236183,0.0258614,0.00224614,0.00928143,0.0058379,0.0338739,0,0,0,0,0,0,0,0,0,0
17,0.103157,0.0897999,0,0,0,0,0,0.0355514,0.0127545,0.0163213,0.0058385,0,0,0.0215108,0,0.0313899,0.0211257,0.0496892,0.0115803,0.0308326,0.0126757,0.0130785,0.130216,0.0116801,0.0116767,0.0080342,0.0384964,0.00688992,0.00835121,0.00640217,0.0382639,0.0430614,0.0446185,0.0225896,0.00995545,0.0272099,0.00587265,0.0203811,0.0151252,0.057652,0,0,0.0940575,0,0.005784,0.0383869,0.0453611,0.0292369,0.0273575,0.00940393,0.0166854,0.0788051,0.00756687,0.0292859,0.00536661,0.0094172,0.0130478,0.0334087,0.006283,0.0100303,0.0230376,0.0746715,0.0158273,0.0125848,0.0951912,0.0811333,0,0,0,0,0,0,0,0,0,0
18,0.0388518,0.00647488,0,0,0,0,0,0.0336045,0.0145201,0.0143299,0.00784936,0,0,0.00735265,0,0.0280165,0.00647355,0.0472831,0.0104342,0.0293958,0.012323,0.00769263,0.0224986,0.0114019,0.0122717,0.00875867,0.0371966,0.00718857,0.00814478,0.00537871,0.0380426,0.0406289,0.00521433,0.0202615,0.00657704,0.0276392,0.0146762,0.0206564,0.0104546,0.0311749,0,0,0.0247842,0,0.00143514,0.0070421,0.0474714,0.0295321,0.0277908,0.01006,0.00874759,0.0409206,0.00655883,0.0316783,0.00229763,0.00888735,0.0131412,0.0311581,0.00684071,0.00911299,0.0233059,0.0216588,0.00256119,0.00998342,0.00339556,0.0336856,0,0,0,0,0,0,0,0,0,0
19,0.0364322,0.0107138,0,0,0,0,0,0.0316584,0.0150817,0.0138316,0.00919001,0,0,0.010152,0,0.0270523,0.00725848,0.0481927,0.00991958,0.0264223,0.0130282,0.00679608,0.0188998,0.0115117,0.0116923,0.00800877,0.0380116,0.00649074,0.00708122,0.00524051,0.037678,0.0384714,0.0011563,0.0197268,0.00591572,0.0276456,0.010592,0.0206175,0.0142755,0.0265079,0,0,0.0303686,0,0.00343653,0.00934628,0.0469605,0.0295654,0.0247022,0.0103809,0.0123955,0.0373337,0.0061453,0.0319205,0.00193028,0.00904819,0.012952,0.0317442,0.00648604,0.00911471,0.0230967,0.0230112,0.00169374,0.00878458,0.0104757,0.0309716,0,0,0,0,0,0,0,0,0,0
20,0.0406891,0.00792688,0,0,0,0,0,0.0322723,0.0148168,0.014108,0.00792441,0,0,0.00912253,0,0.0275641,0.00679309,0.0481183,0.0104703,0.027634,0.0127092,0.00582992,0.0232532,0.0115843,0.0119719,0.00825597,0.0377813,0.00678008,0.00751012,0.00535202,0.0378974,0.0388011,0.00426928,0.0200555,0.00635787,0.0278445,0.0089039,0.0206829,0.0116187,0.0327057,0,0,0.0276806,0,0.00463162,0.0153859,0.0470298,0.0294498,0.0261091,0.0104556,0.0104329,0.0329026,0.00573501,0.0316586,0.00192674,0.00882655,0.0124734,0.0323916,0.00574233,0.00852516,0.023476,0.0177981,0.00554081,0.0087574,0.00684108,0.0348536,0,0,0,0,0,0,0,0,0,0
21,0.0414336,0.00800865,0,0,0,0,0,0.0324866,0.0147062,0.0142752,0.00704417,0,0,0.00836817,0,0.0277096,0.00650342,0.0482202,0.0109352,0.0281598,0.0125303,0.0063221,0.0228998,0.0118506,0.012237,0.0085112,0.037611,0.00700437,0.00779229,0.00545506,0.0380973,0.0388283,0.00481765,0.0201378,0.00650559,0.028332,0.00895041,0.0206863,0.0102918,0.0347417,0,0,0.0259759,0,0.00471474,0.0153005,0.0470778,0.0288282,0.0269587,0.0105619,0.00959749,0.0344037,0.00521636,0.0312827,0.00226204,0.00819664,0.011856,0.032872,0.00506273,0.00795562,0.0243334,0.0170221,0.00534034,0.00886034,0.00659086,0.0354679,0,0,0,0,0,0,0,0,0,0
22,0.0420377,0.00905472,0,0,0,0,0,0.0325088,0.0146104,0.0144229,0.00626578,0,0,0.00778584,0,0.0278229,0.00629224,0.0483386,0.011387,0.0285984,0.0123437,0.00722384,0.0224686,0.0120738,0.0125003,0.00875161,0.0374394,0.00720788,0.00808486,0.00558187,0.0383068,0.0389244,0.0052793,0.0201847,0.00661269,0.0285299,0.0090439,0.0203536,0.00933852,0.0365855,0,0,0.0243078,0,0.00477632,0.0150721,0.0471445,0.0281529,0.0277011,0.0106459,0.00917384,0.0362066,0.00461469,0.0308255,0.00246604,0.00753307,0.0111994,0.0331563,0.00446436,0.00725314,0.0254648,0.0166257,0.00510784,0.00896448,0.00754919,0.0359574,0,0,0,0,0,0,0,0,0,0
23,0.0424825,0.0103986,0,0,0,0,0,0.0327158,0.0145565,0.0145649,0.00570497,0,0,0.00732669,0,0.0279077,0.00608528,0.0481696,0.0116056,0.0291339,0.0122516,0.00813966,0.021947,0.0118866,0.01252,0.00880644,0.0372255,0.00742268,0.00846815,0.00566553,0.0384317,0.0391833,0.00567057,0.0202358,0.00667171,0.0285584,0.00914482,0.0196815,0.00874293,0.0381513,0,0,0.0227366,0,0.00478802,0.0146071,0.0472519,0.0274069,0.0282934,0.0106726,0.00908653,0.0381907,0.0040745,0.0304323,0.0025404,0.00703919,0.0104521,0.0333216,0.00383154,0.0062806,0.0266323,0.0166773,0.00495303,0.00906216,0.00897672,0.0363072,0,0,0,0,0,0,0,0,0,0
24,0.0428227,0.0117656,0,0,0,0,0,0.0333805,0.0145118,0.0147161,0.00540544,0,0,0.00699186,0,0.0279923,0.00588867,0.0476961,0.0115172,0.0297454,0.0123165,0.00899243,0.0213209,0.0113199,0.0120924,0.00865904,0.0369733,0.00772293,0.00895016,0.00573629,0.0385062,0.0399375,0.00600056,0.0202798,0.0067486,0.0283193,0.00931632,0.0189028,0.00838035,0.0393969,0,0,0.021298,0,0.00477481,0.0139867,0.0473355,0.026425,0.0287094,0.0105633,0.0090491,0.0400617,0.00368221,0.0301837,0.00260397,0.00719131,0.00955984,0.0335621,0.00303799,0.0053369,0.0273913,0.0170239,0.00447616,0.00908905,0.0104328,0.0365172,0,0,0,0,0,0,0,0,0,0
25,0.0429376,0.0128967,0,0,0,0,0,0.0337188,0.014489,0.0148423,0.00540323,0,0,0.00687083,0,0.0280977,0.0057163,0.0474338,0.0116,0.0302363,0.0123666,0.00967153,0.0208474,0.0110118,0.011841,0.00857112,0.0367972,0.00802861,0.00931222,0.00591017,0.0386758,0.0403461,0.00634123,0.0203457,0.00686241,0.0280225,0.00948704,0.0182686,0.00809701,0.0402257,0,0,0.0200948,0,0.00475782,0.0132892,0.0473947,0.0249947,0.0290582,0.0103843,0.00903479,0.0418103,0.00339179,0.0299947,0.0026689,0.00693276,0.00864289,0.0340874,0.00224056,0.00474881,0.027715,0.0176673,0.00424757,0.00901906,0.0116722,0.0365352,0,0,0,0,0,0,0,0,0,0
26,0.0428137,0.0137805,0,0,0,0,0,0.0337687,0.0144787,0.0149411,0.00531328,0,0,0.00684522,0,0.0281897,0.00562444,0.0473728,0.0118221,0.0306407,0.0123868,0.0101023,0.0204853,0.0108707,0.0118305,0.00840434,0.0367182,0.00831383,0.00954199,0.00612824,0.0389015,0.040524,0.00659721,0.0203877,0.00689186,0.02795,0.0096285,0.0178982,0.00788688,0.0407166,0,0,0.0190261,0,0.00476312,0.0124912,0.0475542,0.0233902,0.0293759,0.0101791,0.00903924,0.0433264,0.00317262,0.0298616,0.00281242,0.00609975,0.00776124,0.0348788,0.00167655,0.0045341,0.0277188,0.0184663,0.00413403,0.00893967,0.0126672,0.0364072,0,0,0,0,0,0,0,0,0,0
27,0.042582,0.0144883,0,0,0,0,0,0.0338754,0.0144365,0.0150564,0.00508014,0,0,0.00682929,0,0.0283601,0.0055795,0.0473176,0.0120408,0.0310161,0.0123969,0.0103669,0.0200704,0.0106147,0.0118119,0.00838051,0.0367445,0.0085711,0.00974345,0.00628801,0.0390968,0.0406813,0.00673333,0.0204381,0.0069043,0.0282344,0.00981764,0.0176684,0.00771405,0.0409293,0,0,0.0181815,0,0.00479478,0.0116212,0.0477627,0.0221665,0.029638,0.0100374,0.00907834,0.0445265,0.00299324,0.0299094,0.00313408,0.00509399,0.00709494,0.0358195,0.00173588,0.00480235,0.0276457,0.0193194,0.0038297,0.00889456,0.0134236,0.0361644,0,0,0,0,0,0,0,0,0,0
28,0.0423128,0.0150002,0,0,0,0,0,0.0340531,0.0144373,0.0151596,0.00479599,0,0,0.00693557,0,0.0283762,0.0055434,0.047244,0.0121967,0.031232,0.0124706,0.0106095,0.0199053,0.0103374,0.0117137,0.00840392,0.0368179,0.00884659,0.00995768,0.00641901,0.0392788,0.0409011,0.00715152,0.0204649,0.00689353,0.0287652,0.00999858,0.0176693,0.00751228,0.0410239,0,0,0.0174715,0,0.00478275,0.0106712,0.0480064,0.0211675,0.0298501,0.00987204,0.00903364,0.0455503,0.00295253,0.0299146,0.00368055,0.00524198,0.00662,0.0366474,0.0022707,0.00541972,0.0276758,0.0201886,0.00356783,0.00884237,0.0139655,0.0358815,0,0,0,0,0,0,0,0,0,0
29,0.0419261,0.0152188,0,0,0,0,0,0.0342131,0.0144519,0.015287,0.00464326,0,0,0.00691037,0,0.028365,0.0055197,0.0472212,0.0123317,0.0311023,0.0125761,0.010734,0.0202486,0.0104079,0.0115619,0.00833595,0.0369302,0.00906955,0.0101427,0.00657803,0.0394661,0.0410677,0.00745266,0.0204934,0.0069297,0.0295895,0.00996068,0.0178324,0.00724572,0.0412275,0,0,0.0168866,0,0.00485974,0.0104813,0.0482237,0.0198835,0.0299618,0.0097152,0.00898683,0.045981,0.00295808,0.0298033,0.0042136,0.00459404,0.00621211,0.0371989,0.00285544,0.00603514,0.0280066,0.020588,0.00376666,0.00864862,0.0144123,0.035652,0,0,0,0,0,0,0,0,0,0
30,0.0414612,0.0154567,0,0,0,0,0,0.0343461,0.0143921,0.0154774,0.00469494,0,0,0.00665571,0,0.028518,0.0055699,0.0474061,0.0125654,0.0310095,0.0126204,0.0106316,0.020415,0.0108668,0.0115112,0.00829145,0.0371211,0.00923078,0.0103046,0.0067604,0.0396615,0.0411362,0.00740788,0.0205681,0.00696013,0.0299412,0.00989867,0.0178479,0.00701809,0.0413986,0,0,0.0164915,0,0.00499988,0.0104107,0.0483363,0.0191307,0.0301558,0.00955458,0.00885716,0.0461405,0.00294745,0.0294852,0.00417519,0.0045194,0.00574627,0.0376274,0.00345662,0.00646631,0.0284674,0.0206779,0.00396289,0.00853216,0.014784,0.0354144,0,0,0,0,0,0,0,0,0,0
31,0.0408202,0.0155435,0,0,0,0,0,0.0344308,0.0143516,0.0156847,0.00487546,0,0,0.00650444,0,0.0286384,0.00563888,0.04769,0.0128449,0.0309112,0.0126299,0.0102449,0.0206139,0.0111566,0.0114941,0.00826397,0.0373596,0.00936804,0.0104075,0.00689632,0.0398209,0.0410764,0.00732275,0.0206182,0.00698391,0.030424,0.00987958,0.0178421,0.0068044,0.0413341,0,0,0.0162912,0,0.00511851,0.0102041,0.0483531,0.0184145,0.0304073,0.00947732,0.00851487,0.046204,0.00295647,0.0289583,0.00401125,0.00463252,0.00525239,0.038054,0.00390353,0.00653541,0.029262,0.0206898,0.00423278,0.00850983,0.0149483,0.035044,0,0,0,0,0,0,0,0,0,0
32,0.0400351,0.015522,0,0,0,0,0,0.0345862,0.0143263,0.0159376,0.0051121,0,0,0.00646221,0,0.0286905,0.00565402,0.0479665,0.0131268,0.0308013,0.0127056,0.00967901,0.0208273,0.0112444,0.0114944,0.00821837,0.0376061,0.0094836,0.0104866,0.00698713,0.0399487,0.0409563,0.00730851,0.0206353,0.00696947,0.0309404,0.00986957,0.0177386,0.00665018,0.0410682,0,0,0.016151,0,0.00521804,0.0098854,0.0483566,0.0178356,0.0305552,0.00953862,0.00800377,0.0460314,0.00298478,0.0284857,0.00393252,0.00475117,0.00486944,0.038333,0.00428805,0.00647058,0.0301116,0.0205224,0.0042652,0.00840618,0.0150053,0.0345467,0,0,0,0,0,0,0,0,0,0
33,0.0391804,0.0154629,0,0,0,0,0,0.0348154,0.0143193,0.0161558,0.00531841,0,0,0.00649161,0,0.028661,0.00564235,0.0482038,0.0133544,0.0306749,0.0128391,0.00897627,0.0210431,0.0112833,0.0114596,0.00815352,0.0378526,0.00961076,0.0106114,0.00708017,0.0400529,0.0410066,0.00732231,0.0206354,0.00693301,0.0315967,0.00980727,0.0176403,0.00661483,0.0406584,0,0,0.016109,0,0.00532522,0.00957876,0.0483922,0.0174629,0.0305768,0.00964454,0.00757286,0.0457925,0.00306609,0.0281574,0.00397507,0.00479619,0.00443441,0.0385389,0.0046051,0.00639071,0.0309638,0.0204412,0.00424262,0.00825825,0.0150124,0.0339806,0,0,0,0,0,0,0,0,0,0
34,0.0382652,0.0153354,0,0,0,0,0,0.0349958,0.0143134,0.0162996,0.00540211,0,0,0.00666019,0,0.0286502,0.00564989,0.0484379,0.0135706,0.0304681,0.0129693,0.00807198,0.0212933,0.0113389,0.0113315,0.00807178,0.0380625,0.00974816,0.0107582,0.00717378,0.0401555,0.0410873,0.00739857,0.0206429,0.00691029,0.0323775,0.00974262,0.0177453,0.00666751,0.0400893,0,0,0.0162456,0,0.00545491,0.00928662,0.0484563,0.017325,0.0304265,0.00976175,0.00714389,0.0455121,0.00323242,0.0280139,0.00416273,0.00503195,0.0041776,0.0387431,0.0048315,0.00631298,0.0318003,0.0204012,0.00425975,0.00810003,0.0149437,0.0333607,0,0,0,0,0,0,0,0,0,0
