Devices
1000
,,Impulse - Electric Potential,
Frame,Sub Frame,1
,,V
1,0,0.0113297
1,1,-0.0666428
1,2,-0.0807953
1,3,0.0182343
1,4,0.0697327
1,5,0.0596619
1,6,-0.0217819
1,7,0.00362396
1,8,0.0322342
1,9,-0.088501
2,0,-0.139999
2,1,-0.0912857
2,2,-0.101128
2,3,-0.110168
2,4,-0.0291443
2,5,-0.0562668
2,6,-0.00263214
2,7,0.0205612
2,8,0.0610352
2,9,0.0639343
3,0,0.0833893
3,1,0.0478363
3,2,0.0185776
3,3,0.000534058
3,4,0.0141525
3,5,0.02285
3,6,-0.018425
3,7,-0.0601578
3,8,-0.0641251
3,9,-0.0722885
4,0,-0.0385666
4,1,-0.022049
4,2,-0.0206375
4,3,0.0651932
4,4,0.095253
4,5,0.0621414
4,6,0.107536
4,7,0.110283
4,8,0.0709152
4,9,0.121078
5,0,0.0853348
5,1,0.0670242
5,2,0.0559235
5,3,-0.0166321
5,4,-0.0365448
5,5,-0.00961304
5,6,0.0088501
5,7,-0.00530243
5,8,0.0312424
5,9,0.0688934
6,0,0.127945
6,1,0.150909
6,2,0.136147
6,3,0.174408
6,4,0.167465
6,5,0.172806
6,6,0.132332
6,7,0.0926971
6,8,0.0907898
6,9,0.0527954
7,0,0.0538254
7,1,-0.0446701
7,2,0.0180054
7,3,-0.020752
7,4,0.0584793
7,5,0.0646973
7,6,0.0760651
7,7,0.0722122
7,8,0.0988388
7,9,0.118141
8,0,0.113068
8,1,0.116158
8,2,0.0658798
8,3,0.103416
8,4,0.0923157
8,5,0.0494766
8,6,0.0112534
8,7,-0.0498581
8,8,-0.0323486
8,9,-0.0226974
9,0,0.00247955
9,1,0.0414658
9,2,0.0161362
9,3,0.0037384
9,4,0.0399017
9,5,0.0719833
9,6,0.101128
9,7,0.0749207
9,8,0.103035
9,9,0.0709534
10,0,0.0339508
10,1,0.0754929
10,2,0.0212479
10,3,-0.0298309
10,4,-0.057869
10,5,-0.0715637
10,6,-0.0916672
10,7,-0.0747681
10,8,-0.040741
10,9,-0.00919342
11,0,0.050354
11,1,0.0505066
11,2,0.0497437
11,3,0.0561523
11,4,0.0551605
11,5,0.00324249
11,6,0.0283432
11,7,0.0153732
11,8,0.0101852
11,9,-0.0707626
12,0,-0.116043
12,1,-0.134964
12,2,-0.131798
12,3,-0.130348
12,4,-0.104179
12,5,-0.0645447
12,6,-0.0537109
12,7,0.000114441
12,8,0.00724792
12,9,0.0494766
13,0,0.0102615
13,1,-0.027504
13,2,-0.0104141
13,3,-0.0567627
13,4,-0.0689697
13,5,-0.0310135
13,6,-0.096817
13,7,-0.138206
13,8,-0.18898
13,9,-0.161896
14,0,-0.178719
14,1,-0.0843048
14,2,-0.0562286
14,3,-0.050087
14,4,-0.0547409
14,5,-0.0712585
14,6,-0.0219345
14,7,-0.0157166
14,8,-0.00492096
14,9,0.00904083
15,0,-0.0660706
15,1,-0.0372696
15,2,-0.11631
15,3,-0.132065
15,4,-0.14431
15,5,-0.137978
15,6,-0.0983047
15,7,-0.0809097
15,8,-0.0905991
15,9,-0.0813293
16,0,0.00839233
16,1,0.0253677
16,2,0.0485611
16,3,0.050354
16,4,0.0160217
16,5,-0.00343323
16,6,-0.00617981
16,7,0.0629425
16,8,0.00961304
16,9,-0.0310516
17,0,-0.0387573
17,1,-0.103836
17,2,-0.0894547
17,3,-0.086937
17,4,-0.0114441
17,5,-0.0166702
17,6,0.0409317
17,7,0.0960922
17,8,0.0984192
17,9,0.10952
18,0,0.0673676
18,1,0.080452
18,2,0.0887299
18,3,0.104752
18,4,0.101128
18,5,0.0407028
18,6,0.0207901
18,7,0.0157166
18,8,0.00236511
18,9,-0.0150681
19,0,-0.0331116
19,1,0.00984192
19,2,0.0489044
19,3,0.069809
19,4,0.13031
19,5,0.170937
19,6,0.204964
19,7,0.123634
19,8,0.130692
19,9,0.121994
20,0,0.152359
20,1,0.0787354
20,2,0.0947571
20,3,0.0569153
20,4,0.0253677
20,5,-0.0304031
20,6,-0.0620651
20,7,0.0768661
20,8,0.0855255
20,9,0.0963593
21,0,0.134125
21,1,0.170975
21,2,0.183563
21,3,0.110092
21,4,0.108223
21,5,0.0860596
21,6,0.123825
21,7,0.181503
21,8,0.153236
21,9,0.0623703
22,0,0.0224304
22,1,-0.0201035
22,2,0.0107193
22,3,-0.0390244
22,4,0.0145721
22,5,0.138664
22,6,0.10498
22,7,0.156631
22,8,0.149994
22,9,0.12249
23,0,0.0880051
23,1,0.0782776
23,2,0.112953
23,3,0.0892258
23,4,0.100937
23,5,0.0849152
23,6,0.0180817
23,7,-0.0347137
23,8,-0.030098
23,9,-0.0245285
24,0,-0.0688934
24,1,-0.0634384
24,2,-0.00988007
24,3,0.0312424
24,4,0.0781631
24,5,0.0840759
24,6,0.0899124
24,7,0.0526428
24,8,0.0585938
24,9,0.0701523
25,0,0.0635529
25,1,0.0733185
25,2,-0.0219727
25,3,-0.0440979
25,4,-0.0709534
25,5,-0.148087
25,6,-0.11261
