Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LASI,RASI
854,0,0,0,0,0,0,0.00908071,0.0140644,0,0,0,0.00400178,0.0185962,0.0052578,0,0,0.012972,0,0.024897,0.00824881,0.0594302,0.00991076,0.0418064,0.0129495,0.0196791,0.0207037,0.0118242,0.0157175,0.00832533,0.0350919,0.00554328,0.00722038,0.00104505,0.0256836,0.004526,0.0175863,0.0203715,0.00572308,0.00494082,0.0325918,0.00422172,0.0119509,0,0,0.0690231,0,0.0306973,0.0308457,0.0492776,0.00216442,0.0311502,0.00395506,0.0143233,0.090751,0.00512974,0.0223804,0.00375242,0.00645453,0.00319205,0.0153384,0.00218689,0.00356704,0.00322932,0.0636227,0.053707,0.0597584,0.0157775,0.00969028,0,0,0,0.013639,0.0163063
855,0,0,0,0,0,0,0.0082704,0.0148348,0,0,0,0.0041246,0.0185478,0.00510273,0,0,0.0130622,0,0.0249932,0.00780583,0.0601346,0.0105529,0.0418076,0.0140638,0.0189958,0.0210043,0.0117826,0.0160066,0.00851391,0.0350577,0.00583866,0.00754369,0.00133101,0.0257201,0.00518775,0.0175291,0.0204125,0.00562187,0.00458339,0.032069,0.00378617,0.0121305,0,0,0.0699294,0,0.0304672,0.030949,0.0496703,0.00244821,0.0316355,0.00476189,0.0137731,0.0896634,0.00466493,0.0225527,0.00297133,0.00632568,0.00372116,0.0149477,0.00253099,0.00406957,0.00283751,0.062404,0.0529582,0.060414,0.0165794,0.00871645,0,0,0,0.013869,0.0165398
856,0,0,0,0,0,0,0.00750406,0.0155863,0,0,0,0.00428166,0.0184628,0.0049808,0,0,0.0130733,0,0.0251899,0.00738108,0.0608762,0.01122,0.0418493,0.0151842,0.0182352,0.0212972,0.0118032,0.0164101,0.00889225,0.0350074,0.00615703,0.00791213,0.00169419,0.025774,0.00588985,0.0173129,0.0204862,0.00571749,0.00447228,0.0315071,0.00340333,0.0123936,0,0,0.0708733,0,0.0301558,0.0310701,0.0500657,0.00291114,0.0321342,0.00559418,0.0131996,0.0885634,0.00426481,0.0228109,0.00222729,0.00622446,0.00424857,0.0146132,0.00300205,0.00457219,0.00296799,0.061348,0.0522054,0.0609109,0.017363,0.00780963,0,0,0,0.0141652,0.0167499
857,0,0,0,0,0,0,0.00682683,0.0163335,0,0,0,0.00451988,0.0183828,0.00484927,0,0,0.0130688,0,0.0253901,0.00697512,0.0616189,0.0119144,0.0418847,0.0163348,0.0174206,0.0215686,0.0118917,0.0168711,0.00926304,0.034973,0.00653537,0.00837595,0.00210307,0.0258246,0.00667491,0.0170356,0.0205667,0.0055975,0.00441305,0.030983,0.00324336,0.0126322,0,0,0.0718225,0,0.0298771,0.0312851,0.0504463,0.00310679,0.0326163,0.00665618,0.0125672,0.0874532,0.00413775,0.0232578,0.00135542,0.00621981,0.00490281,0.0143756,0.00340187,0.00523375,0.00320582,0.0603925,0.051432,0.0614904,0.0181365,0.00704876,0,0,0,0.0145524,0.0170409
858,0,0,0,0,0,0,0.00626883,0.0170463,0,0,0,0.00484902,0.0183238,0.00474994,0,0,0.0130512,0,0.0255292,0.00649377,0.0624121,0.0125862,0.0418994,0.017498,0.0165484,0.021807,0.0120548,0.0172888,0.0095738,0.0349279,0.00697067,0.00889403,0.0025453,0.0259223,0.00745881,0.0167378,0.0206328,0.00545434,0.00443655,0.0305443,0.00306287,0.0129183,0,0,0.0727845,0,0.0296881,0.031655,0.0508173,0.00344942,0.0330951,0.00776643,0.0119155,0.0863566,0.0041297,0.02374,0.000860643,0.00627344,0.00545961,0.0141764,0.0037366,0.00568447,0.00356714,0.0594912,0.0506347,0.0621515,0.0189042,0.00653423,0,0,0,0.0150315,0.0173446
859,0,0,0,0,0,0,0.00588326,0.0177477,0,0,0,0.00518733,0.0182757,0.00474296,0,0,0.0130313,0,0.0255993,0.006004,0.0632551,0.0133255,0.0419202,0.0186722,0.0156386,0.0219872,0.0123797,0.0177411,0.00988029,0.0348977,0.00749016,0.00941805,0.00302871,0.0260417,0.00815131,0.0164145,0.0206677,0.00531611,0.00446893,0.030135,0.00288468,0.0132072,0,0,0.073731,0,0.029503,0.0322038,0.0512072,0.00390544,0.0335649,0.00888317,0.0114079,0.0853159,0.004189,0.0242548,0.00137554,0.00649263,0.00595982,0.0140627,0.00406228,0.00597578,0.00393391,0.0585633,0.0498136,0.062774,0.0196143,0.00633632,0,0,0,0.0155387,0.0175805
860,0,0,0,0,0,0,0.00572132,0.0184903,0,0,0,0.00546868,0.0182399,0.0047543,0,0,0.0130239,0,0.0255925,0.0056281,0.064101,0.0141324,0.0420049,0.0198373,0.0146679,0.0222466,0.0127976,0.0182928,0.0102406,0.0349088,0.0080442,0.00993626,0.00350613,0.0261987,0.00864307,0.0160834,0.0206631,0.00527555,0.00479391,0.0297143,0.00280554,0.013574,0,0,0.0746634,0,0.0292316,0.032741,0.0516231,0.00469421,0.0340402,0.00987935,0.010843,0.0842634,0.00434996,0.0247749,0.00212131,0.00685212,0.00634904,0.0138624,0.00440102,0.00621781,0.00456848,0.0576856,0.0490158,0.0632364,0.0203778,0.00646155,0,0,0,0.0160344,0.0178775
861,0,0,0,0,0,0,0.0058099,0.0192516,0,0,0,0.0056624,0.0182112,0.00475741,0,0,0.0129931,0,0.0255542,0.00543983,0.0649222,0.0149944,0.042109,0.0209769,0.0136479,0.0225204,0.0129482,0.0188922,0.010612,0.0349716,0.00858376,0.0104747,0.0039479,0.0263301,0.00923999,0.0157227,0.0206336,0.00519972,0.00522421,0.0292644,0.00290264,0.0140963,0,0,0.0757176,0,0.0293454,0.0330743,0.0520653,0.00542729,0.034541,0.0108393,0.0102071,0.0831753,0.00480113,0.0253139,0.00280991,0.0071538,0.00676102,0.0136509,0.00477327,0.00658924,0.00523821,0.0570688,0.0485686,0.0637275,0.0212457,0.00685998,0,0,0,0.0165464,0.0180353
862,0,0,0,0,0,0,0.00617622,0.019988,0,0,0,0.00590857,0.0180857,0.00471242,0,0,0.0129271,0,0.0255867,0.00545054,0.0656893,0.0156934,0.0422147,0.0220318,0.0126279,0.0227304,0.0129283,0.0193557,0.0109634,0.0349889,0.00908166,0.0110469,0.00437204,0.0264197,0.00991124,0.0153408,0.020626,0.00514982,0.00572212,0.0288856,0.00310521,0.0147169,0,0,0.0768301,0,0.029698,0.0332387,0.0525745,0.0060975,0.0350569,0.0117573,0.0097322,0.0820933,0.00560136,0.0258301,0.00351138,0.00746045,0.00720507,0.0134182,0.0051874,0.00701037,0.0059633,0.0565659,0.0484398,0.0642496,0.0221318,0.0075119,0,0,0,0.0169232,0.0182355
863,0,0,0,0,0,0,0.00673869,0.0207082,0,0,0,0.00620914,0.0179176,0.00463278,0,0,0.0128246,0,0.0257313,0.00555659,0.0664076,0.0162995,0.0423193,0.0229942,0.0115582,0.022913,0.012989,0.0196464,0.0112795,0.0349572,0.00959588,0.0116282,0.00483734,0.0264745,0.0106061,0.0149276,0.020625,0.00484586,0.006264,0.0286005,0.00340435,0.0153164,0,0,0.0779238,0,0.0300378,0.0334333,0.0531016,0.00668777,0.0355838,0.0126804,0.00910343,0.0810277,0.00631928,0.0263274,0.00430983,0.00781707,0.00765743,0.0131508,0.00554855,0.00742006,0.00669135,0.0561314,0.0483224,0.0647287,0.0230646,0.00832542,0,0,0,0.0171468,0.0184052
864,0,0,0,0,0,0,0.00743543,0.0214765,0,0,0,0.00655292,0.0177662,0.00448251,0,0,0.0126436,0,0.0259232,0.00566204,0.0671205,0.0168806,0.0424039,0.0238349,0.0103924,0.0231647,0.0130467,0.0198129,0.0115017,0.0349527,0.0101123,0.0121811,0.0053059,0.0265207,0.0113327,0.0144613,0.0206494,0.00449005,0.00652446,0.0284574,0.00356191,0.0159433,0,0,0.0790081,0,0.0304514,0.0336847,0.0536138,0.00698941,0.0361216,0.0137739,0.0082923,0.0799226,0.0069338,0.026793,0.00514799,0.00822553,0.00814415,0.0130052,0.00596754,0.00794541,0.00703907,0.0557211,0.0482084,0.0651565,0.0240711,0.00927535,0,0,0,0.0174584,0.0184393
865,0,0,0,0,0,0,0.00826255,0.0223388,0,0,0,0.00693453,0.0176234,0.00426807,0,0,0.0124147,0,0.0262047,0.00578035,0.0678459,0.0174558,0.0424601,0.024592,0.0091371,0.0235911,0.0130535,0.0198964,0.0116244,0.0350213,0.0105852,0.012656,0.00574135,0.0265889,0.0120827,0.0140251,0.0207302,0.00408346,0.00687484,0.028396,0.00376852,0.0166709,0,0,0.0800421,0,0.0308959,0.0339859,0.0541123,0.00735216,0.0365884,0.014987,0.00753761,0.0787302,0.00741432,0.0271945,0.00587232,0.00856416,0.0085241,0.0128541,0.0063431,0.00833205,0.00745508,0.0553595,0.0480327,0.065548,0.025192,0.0103844,0,0,0,0.0178825,0.0182162
866,0,0,0,0,0,0,0.0093077,0.0233228,0,0,0,0.00729426,0.0174612,0.00432549,0,0,0.0121761,0,0.0266377,0.00589537,0.0686568,0.0181473,0.0424608,0.0253741,0.00770736,0.0243737,0.0131355,0.0200276,0.0117046,0.0351258,0.0110426,0.0130846,0.0062236,0.026694,0.012821,0.0136204,0.020852,0.00367442,0.0073297,0.0282567,0.00407069,0.0174812,0,0,0.0812083,0,0.0311799,0.0345072,0.0546379,0.00780622,0.0369329,0.0163092,0.00657204,0.0774541,0.00775749,0.0275177,0.00645514,0.00887067,0.00891889,0.012593,0.00672529,0.00868017,0.00795241,0.0549613,0.0475827,0.0659175,0.0265491,0.011712,0,0,0,0.0178122,0.0177527
867,0,0,0,0,0,0,0.0102592,0.0240993,0,0,0,0.00776687,0.0173216,0.00440995,0,0,0.0119547,0,0.0270787,0.00601054,0.0694296,0.018705,0.042645,0.0260486,0.00648643,0.0248219,0.0132935,0.0202149,0.0117381,0.0353032,0.0114945,0.0135326,0.00667831,0.0268285,0.0136317,0.0131603,0.0209639,0.00339106,0.00806553,0.0281821,0.00459462,0.0183247,0,0,0.0822889,0,0.0315524,0.0349307,0.0551177,0.00842787,0.0373325,0.0173084,0.00583859,0.0762394,0.00791772,0.027841,0.0069988,0.00908712,0.00918613,0.01225,0.00692121,0.00886359,0.00881641,0.0546183,0.0472009,0.0662732,0.0276628,0.0128362,0,0,0,0.0178073,0.0177476
868,0,0,0,0,0,0,0.0112266,0.0248211,0,0,0,0.00833609,0.0172505,0.00438736,0,0,0.011726,0,0.0273018,0.00609518,0.0701995,0.0190794,0.042927,0.0266488,0.00535582,0.02515,0.0134206,0.0203727,0.0117823,0.0355095,0.0119453,0.0140043,0.0071516,0.0269205,0.0144862,0.0126609,0.0209754,0.00325847,0.00868057,0.0281931,0.00507931,0.019159,0,0,0.0832673,0,0.0319423,0.0353146,0.0555209,0.00888834,0.0377765,0.0180051,0.00509537,0.0750739,0.00820501,0.0281361,0.00745607,0.00929394,0.00954629,0.0119325,0.00720723,0.00915172,0.00955996,0.0543528,0.0468521,0.0666061,0.0286909,0.0138963,0,0,0,0.0177813,0.0178122
869,0,0,0,0,0,0,0.0122514,0.02553,0,0,0,0.0088672,0.0172187,0.00435046,0,0,0.0115136,0,0.0274563,0.00622722,0.0709561,0.0192867,0.0431928,0.0271411,0.00430447,0.0255115,0.0134163,0.0202644,0.0117501,0.0357283,0.0122649,0.0143676,0.00757192,0.0269982,0.0152134,0.0121697,0.0209577,0.00342163,0.00913195,0.0282656,0.00541391,0.0199859,0,0,0.0841711,0,0.0322817,0.0357275,0.0557353,0.00921882,0.0382317,0.0185295,0.00472896,0.0739535,0.00854255,0.0284053,0.00782173,0.00952924,0.00998694,0.0116509,0.00758974,0.0096431,0.0101704,0.0541496,0.0465056,0.0668942,0.0297326,0.0150045,0,0,0,0.0177179,0.0178178
870,0,0,0,0,0,0,0.0133535,0.0262088,0,0,0,0.00946977,0.0171965,0.00418464,0,0,0.0113904,0,0.0275722,0.00638579,0.0717164,0.0194458,0.0434622,0.0275289,0.00352139,0.0258778,0.0134614,0.0200346,0.0117054,0.0359322,0.0126087,0.0147672,0.00800934,0.0270381,0.0160451,0.0117792,0.0209002,0.00368588,0.00951294,0.0283142,0.00572559,0.0208039,0,0,0.0850955,0,0.0325813,0.0362594,0.0560214,0.00947132,0.0386653,0.0191763,0.0043718,0.0728869,0.00899143,0.0286256,0.00819753,0.00986866,0.0104934,0.0114519,0.00801662,0.01024,0.0106349,0.0541161,0.0460926,0.0670352,0.0307658,0.0161681,0,0,0,0.0176637,0.0177868
871,0,0,0,0,0,0,0.0144857,0.0268677,0,0,0,0.0102074,0.0171705,0.00400588,0,0,0.0113826,0,0.0275695,0.00660626,0.0724929,0.0196,0.0437235,0.0277903,0.00322101,0.0262352,0.0135529,0.0199381,0.0116781,0.0360983,0.013012,0.0152558,0.00846181,0.0270274,0.0170547,0.0115411,0.0208199,0.00374396,0.00999304,0.0284175,0.00616167,0.0216617,0,0,0.0859989,0,0.0327753,0.0367645,0.056441,0.00987311,0.0390579,0.0199112,0.00405394,0.0718859,0.00965625,0.0288798,0.00884148,0.0103104,0.0111276,0.0112636,0.00838446,0.0107705,0.0111177,0.0541683,0.0457321,0.0670515,0.0317609,0.0173111,0,0,0,0.0175818,0.0177191
872,0,0,0,0,0,0,0.0156427,0.0274939,0,0,0,0.0110559,0.0171625,0.00388163,0,0,0.0115427,0,0.0274501,0.00691174,0.0732153,0.0196861,0.0439606,0.0281413,0.00356974,0.0267076,0.0133634,0.0198781,0.0116445,0.0362606,0.0134205,0.0157492,0.0089157,0.0269601,0.0181322,0.0114792,0.0207871,0.00341803,0.0107771,0.0284925,0.0069296,0.0225874,0,0,0.0868749,0,0.0328873,0.0372948,0.0569077,0.0104764,0.0394542,0.0207489,0.00420861,0.0709683,0.0102182,0.0291685,0.00947317,0.0107526,0.0116184,0.0110246,0.00866428,0.011175,0.0119035,0.0543382,0.0453665,0.0669754,0.0327386,0.0184816,0,0,0,0.0175358,0.0176413
873,0,0,0,0,0,0,0.0167982,0.0280571,0,0,0,0.0118615,0.0171163,0.0039183,0,0,0.0118163,0,0.0274015,0.00719168,0.0738405,0.0197536,0.044181,0.0285907,0.00439423,0.0272014,0.0132743,0.0197295,0.0115536,0.0364555,0.0137222,0.0161461,0.00926443,0.0268899,0.0191296,0.0114991,0.0207766,0.00315613,0.0115124,0.0285123,0.00751721,0.0235221,0,0,0.0877671,0,0.0330384,0.0378983,0.0573222,0.0110724,0.0398506,0.0216508,0.00462048,0.0701041,0.0106272,0.0294727,0.0099028,0.0111193,0.0121041,0.0107986,0.00898952,0.0116226,0.0127839,0.0546326,0.0449636,0.0669765,0.0336417,0.0196577,0,0,0,0.0175423,0.0175722
874,0,0,0,0,0,0,0.0179294,0.0285583,0,0,0,0.0126281,0.0169917,0.00408533,0,0,0.0121065,0,0.0275781,0.00742671,0.0744589,0.0197876,0.0443242,0.0288121,0.0054503,0.0275787,0.0131737,0.0195276,0.0113839,0.0366967,0.0139724,0.0164584,0.00959936,0.0268253,0.0200589,0.0114956,0.0208166,0.00342011,0.0121139,0.0284626,0.00778829,0.0244943,0,0,0.0887233,0,0.0331296,0.0386582,0.0576506,0.0115398,0.0402296,0.0223245,0.00535639,0.069301,0.0109836,0.0298667,0.0102392,0.0114276,0.0126392,0.0105981,0.00935153,0.0121187,0.0136456,0.0550373,0.0444986,0.0669779,0.0344265,0.0207902,0,0,0,0.0176082,0.0175504
875,0,0,0,0,0,0,0.0190139,0.0290294,0,0,0,0.0133471,0.0167743,0.00432674,0,0,0.0124141,0,0.027937,0.00761648,0.0750487,0.0197496,0.0444586,0.0288312,0.00662862,0.0279083,0.0129504,0.0192602,0.0111367,0.0370091,0.0141908,0.0167756,0.0099742,0.0267561,0.0208959,0.0114567,0.0209242,0.00330798,0.0126694,0.0283859,0.00802591,0.0255031,0,0,0.0896551,0,0.0331745,0.0394549,0.0579888,0.011928,0.0406353,0.0230947,0.00622099,0.0685613,0.0115647,0.0302974,0.0108463,0.0119637,0.0131538,0.0105082,0.00966389,0.0125123,0.0143296,0.0554911,0.0440474,0.0669023,0.0351334,0.0218598,0,0,0,0.0174504,0.0175962
876,0,0,0,0,0,0,0.0201348,0.0295253,0,0,0,0.0140786,0.0165535,0.00461053,0,0,0.0126883,0,0.0283674,0.00771381,0.0755877,0.0196863,0.0448939,0.0289176,0.00800408,0.0283242,0.0127234,0.0189681,0.0109296,0.0373374,0.0144454,0.0171043,0.0103631,0.0266615,0.0217425,0.0114101,0.0210378,0.00356947,0.0134361,0.0282423,0.00856614,0.0265749,0,0,0.0905162,0,0.0332772,0.040208,0.0583309,0.0124509,0.0411055,0.0237245,0.00722322,0.0678523,0.0118956,0.0307295,0.011389,0.012567,0.013627,0.0103399,0.00997716,0.0129216,0.0152159,0.0559578,0.0436111,0.0668468,0.0357946,0.0229423,0,0,0,0.0169657,0.0177169
877,0,0,0,0,0,0,0.0212471,0.0299801,0,0,0,0.0148015,0.0163488,0.00491365,0,0,0.012902,0,0.0288172,0.00768276,0.076088,0.0195806,0.0453044,0.0290325,0.00934343,0.0287532,0.0126222,0.018671,0.0107554,0.0376375,0.0146965,0.0174277,0.0107314,0.0265544,0.0225478,0.0113713,0.0211582,0.00367962,0.0140346,0.0279936,0.00902497,0.0276596,0,0,0.0913994,0,0.033299,0.0409587,0.0586394,0.0129546,0.0415536,0.0243072,0.00828108,0.0672066,0.0120261,0.0312273,0.0119428,0.013195,0.0141786,0.0102063,0.010354,0.0134628,0.0159241,0.0564346,0.0431305,0.0668995,0.0363984,0.0240133,0,0,0,0.0167025,0.0178439
878,0,0,0,0,0,0,0.0222752,0.0304299,0,0,0,0.0154267,0.0161665,0.00524813,0,0,0.0130567,0,0.0292733,0.00772609,0.0765799,0.019474,0.0456243,0.0291036,0.010593,0.0290891,0.0126225,0.0184123,0.0105356,0.037899,0.0149255,0.0177122,0.0110131,0.0264628,0.0232303,0.01132,0.0212549,0.00456811,0.0144311,0.0276253,0.00926528,0.0287851,0,0,0.0923704,0,0.0331577,0.0418528,0.0588936,0.0131349,0.0419554,0.0247327,0.00934101,0.0665813,0.0122274,0.0317347,0.0123973,0.0137207,0.0146192,0.010106,0.0106859,0.0139726,0.0165141,0.0569076,0.0426329,0.0669954,0.0369569,0.0250138,0,0,0,0.0166717,0.0178194
879,0,0,0,0,0,0,0.0231741,0.0309274,0,0,0,0.0159631,0.0160408,0.00555573,0,0,0.0131205,0,0.0297208,0.00785471,0.0770542,0.0194028,0.0459015,0.0292341,0.011687,0.0294111,0.0124892,0.0182067,0.0103551,0.0381323,0.015115,0.0179289,0.0112722,0.0264182,0.023774,0.0112597,0.0213801,0.00503844,0.0149576,0.02722,0.00964912,0.0299074,0,0,0.0934155,0,0.0331199,0.0427924,0.0590971,0.0135792,0.0422818,0.0251892,0.0103175,0.0659776,0.0125779,0.0321074,0.0128217,0.0141942,0.014951,0.00998577,0.0109349,0.0143081,0.0171797,0.0573493,0.0421785,0.067115,0.0375463,0.0258668,0,0,0,0.016681,0.0178921
880,0,0,0,0,0,0,0.0240056,0.0314161,0,0,0,0.0164247,0.0159259,0.00583967,0,0,0.0133336,0,0.0301272,0.00790852,0.0774558,0.0194051,0.0461957,0.0294404,0.0126671,0.0297169,0.0124329,0.0181168,0.0102114,0.038348,0.0153088,0.0180763,0.0115194,0.0264044,0.0242305,0.0112548,0.0215175,0.0048221,0.0156165,0.0267322,0.0102138,0.0310366,0,0,0.0946328,0,0.0329376,0.0438514,0.0592506,0.014185,0.0425663,0.0257133,0.0111873,0.0654177,0.0129627,0.0323512,0.0132819,0.0146732,0.0152635,0.00988129,0.0111005,0.0144735,0.0178826,0.057878,0.0416114,0.0671681,0.0381864,0.0266306,0,0,0,0.0167549,0.0180744
881,0,0,0,0,0,0,0.0247435,0.031908,0,0,0,0.0167782,0.0158161,0.00611258,0,0,0.0137309,0,0.03055,0.00804051,0.0777552,0.0194395,0.0464784,0.0295829,0.0135621,0.0300077,0.0123988,0.0179552,0.0100567,0.0385509,0.0154485,0.0181608,0.0116774,0.026405,0.0245685,0.0113727,0.0216781,0.00535141,0.0160389,0.0262431,0.0105936,0.0321436,0,0,0.0960582,0,0.0324811,0.0450014,0.0594007,0.014538,0.0428455,0.026312,0.012035,0.0649003,0.0133144,0.0324679,0.0138381,0.0152416,0.0156646,0.00988028,0.0112536,0.014669,0.0182849,0.0584585,0.0408811,0.0672489,0.038851,0.0272775,0,0,0,0.016934,0.0182752
882,0,0,0,0,0,0,0.0253649,0.0324243,0,0,0,0.017034,0.0157111,0.00634029,0,0,0.014266,0,0.0309746,0.00811842,0.077972,0.0194791,0.0467388,0.0296215,0.0143545,0.0302295,0.0124196,0.0177591,0.00988449,0.0387435,0.0155148,0.0181976,0.0117874,0.0264263,0.0248021,0.0115223,0.0218966,0.00594046,0.0167239,0.0258032,0.0111702,0.0332205,0,0,0.0976304,0,0.0318296,0.0463528,0.059544,0.0150475,0.0431291,0.0266146,0.0128342,0.0644424,0.0133907,0.0326673,0.0140773,0.0155093,0.0159534,0.00974531,0.0114055,0.0148021,0.0190696,0.0591698,0.0400045,0.0673623,0.0395406,0.0278271,0,0,0,0.01727,0.0181981
883,0,0,0,0,0,0,0.0258811,0.0329615,0,0,0,0.0172434,0.0155942,0.00654725,0,0,0.0147661,0,0.0313622,0.00796227,0.0781393,0.0195305,0.046954,0.0295863,0.0150647,0.0303174,0.0123991,0.0176138,0.00971293,0.038941,0.0155697,0.0182194,0.011906,0.0264536,0.0249639,0.0116603,0.0221411,0.00620933,0.0173001,0.0253938,0.0116974,0.0342396,0,0,0.0992792,0,0.0311967,0.0477897,0.0596882,0.0156017,0.0433996,0.0270247,0.0135625,0.06407,0.0135339,0.0328175,0.014435,0.0157482,0.0162582,0.0096481,0.01157,0.0149938,0.0197234,0.0599842,0.039126,0.0674768,0.0402642,0.0282406,0,0,0,0.0177936,0.018343
884,0,0,0,0,0,0,0.0263123,0.033511,0,0,0,0.0175045,0.0154602,0.00681901,0,0,0.01518,0,0.0316604,0.00774524,0.0782785,0.0196303,0.0471339,0.0296392,0.0157378,0.0302402,0.0125119,0.0172677,0.00959664,0.0391865,0.0157386,0.0183651,0.0120585,0.0264575,0.0252089,0.0117901,0.0223563,0.00627705,0.0177216,0.0249734,0.0121432,0.0352192,0,0,0.100986,0,0.0305763,0.0493421,0.0597778,0.016042,0.0436429,0.0276107,0.0142339,0.0637888,0.0137613,0.0328946,0.0148642,0.01604,0.0165984,0.00961666,0.0117328,0.0152319,0.0201236,0.060864,0.0382447,0.0675665,0.0410278,0.0285313,0,0,0,0.01843,0.0187443
885,0,0,0,0,0,0,0.0266373,0.0341357,0,0,0,0.017808,0.0153449,0.00713365,0,0,0.0153217,0,0.031938,0.00767284,0.0784038,0.0198009,0.0472892,0.0297312,0.0163983,0.0300501,0.0126699,0.0165244,0.00947019,0.03941,0.0159953,0.0186038,0.0122557,0.0264454,0.025539,0.0118922,0.0225591,0.00663144,0.0179676,0.02459,0.0124119,0.0361185,0,0,0.102644,0,0.0300936,0.0507956,0.0598312,0.0163775,0.0439116,0.0281694,0.014892,0.0635356,0.0139342,0.0329902,0.0152396,0.0163118,0.0169861,0.00960065,0.0119241,0.0155694,0.0203428,0.0617468,0.0373407,0.0677616,0.041821,0.0287019,0,0,0,0.0191091,0.0192837
886,0,0,0,0,0,0,0.0268741,0.0347321,0,0,0,0.0181625,0.0153193,0.0074599,0,0,0.0151015,0,0.0322702,0.00781192,0.0784908,0.0200219,0.0474548,0.0298414,0.0170139,0.0298211,0.0128233,0.0157929,0.00941699,0.0395756,0.0163087,0.0188692,0.0124681,0.0263969,0.0259179,0.0119111,0.0228167,0.00664005,0.0180774,0.0242754,0.0125415,0.0369359,0,0,0.104268,0,0.029594,0.0521966,0.0598626,0.0165013,0.044214,0.028649,0.0155281,0.0632488,0.0140568,0.0331492,0.0155461,0.0165551,0.0174209,0.00959328,0.0121407,0.0159659,0.0203964,0.0625379,0.0363583,0.0680553,0.0426112,0.0287559,0,0,0,0.0198295,0.0198123
887,0,0,0,0,0,0,0.0269311,0.0351762,0,0,0,0.0184318,0.0153304,0.00779306,0,0,0.0148266,0,0.0327806,0.00785857,0.0784999,0.0201724,0.0477258,0.0297833,0.0174734,0.0290502,0.0127778,0.0156555,0.00933057,0.039755,0.0164203,0.0189839,0.0125346,0.0263479,0.0261618,0.0116718,0.0231216,0.00623025,0.0184916,0.0249218,0.0129322,0.0378878,0,0,0.106458,0,0.0278711,0.0554517,0.0598788,0.0170065,0.0445668,0.0289515,0.0159454,0.0632583,0.0142091,0.0333742,0.0158881,0.016768,0.0176599,0.00946377,0.0121497,0.0161594,0.0207551,0.0640845,0.034624,0.0682419,0.043156,0.0285275,0,0,0,0.020446,0.0201483
888,0,0,0,0,0,0,0.0274235,0.0354967,0,0,0,0.0186015,0.0153175,0.00820304,0,0,0.0145224,0,0.0334616,0.00809582,0.0785559,0.0199501,0.0478272,0.0294483,0.0186276,0.0290168,0.0125676,0.0153605,0.00912339,0.0398358,0.0164205,0.0189659,0.0125427,0.0262178,0.0263073,0.011607,0.023448,0.00589442,0.0192516,0.0237612,0.0136391,0.0383183,0,0,0.106661,0,0.0302371,0.0532976,0.0598885,0.0178563,0.0447044,0.0290906,0.0169175,0.0630682,0.0142336,0.0334586,0.0161473,0.0168079,0.0178034,0.00919499,0.0121172,0.01622,0.0214583,0.0641304,0.0357182,0.0687523,0.0434587,0.0289985,0,0,0,0.0212196,0
889,0,0,0,0,0,0,0.027668,0.0358636,0,0,0,0.0188806,0.0152015,0.00861811,0,0,0.0143245,0,0.0340678,0.00824623,0.0787776,0.0197233,0.047888,0.0292212,0.0196364,0.0289235,0.0123228,0.0150123,0.00887541,0.0398913,0.0165302,0.019022,0.0127156,0.0260005,0.0265762,0.0115907,0.02378,0.00615695,0.019749,0.0235865,0.0141223,0.0388408,0,0,0.107378,0,0.0311977,0.0533646,0.0600576,0.0183992,0.0447199,0.0293926,0.0175937,0.0631872,0.0143098,0.0335549,0.0164237,0.0168898,0.0180857,0.00906375,0.0122483,0.0164077,0.0219023,0.0649462,0.0360425,0.0691285,0.0437745,0.0291364,0,0,0,0.0221237,0
890,0,0,0,0,0,0,0.0279452,0.0363089,0,0,0,0.0192558,0.0150983,0.00898071,0,0,0.0141988,0,0.0343578,0.00801163,0.0790574,0.0195668,0.0479723,0.0289994,0.0205623,0.0290136,0.0120536,0.0145977,0.00859026,0.0399771,0.0165699,0.0190315,0.0128855,0.0258197,0.0268704,0.0117141,0.0239965,0.00653333,0.0199955,0.0235752,0.0143638,0.0393848,0,0,0.108129,0,0.0319204,0.0535737,0.0601757,0.0186376,0.0447875,0.0297664,0.0181889,0.063351,0.014373,0.0336626,0.0164678,0.0170012,0.0184456,0.00900787,0.0124146,0.0167026,0.0220833,0.0658128,0.0362529,0.0694504,0.0442787,0.029294,0,0,0,0.0229697,0
