Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LASI,RASI
36,0,0,0,0,0,0,0.0313852,0.0149149,0,0,0,0.0193749,0.0198859,0.00682588,0,0,0.00827389,0,0.0242971,0.00571046,0.0500551,0.0189184,0.0424871,0.0293871,0.0125282,0.0100689,0.014986,0.0204463,0.0119362,0.0346444,0.0137426,0.016886,0.0113506,0.0311905,0.0266159,0.00661893,0.0190053,0.00904214,0.0189329,0.0174584,0.0134045,0.0343761,0,0,0.071598,0,0.0118646,0.0396714,0.0380617,0.017457,0.0284498,0.0266595,0.00943849,0.0228098,0.0176923,0.0239713,0.0176639,0.0208765,0.0160249,0.0279004,0.0117421,0.0155271,0.018444,0.0332508,0.0148051,0.0316757,0.0163191,0.0395772,0,0,0,0,0
37,0,0,0,0,0,0,0.0312049,0.0147061,0,0,0,0.0191687,0.0198358,0.00688817,0,0,0.00848921,0,0.0243525,0.0055457,0.0500619,0.0188875,0.0424078,0.0290959,0.0130976,0.0100106,0.014794,0.0201815,0.0118873,0.0347826,0.0138014,0.0168077,0.0113375,0.0311627,0.0263407,0.0068153,0.0190231,0.0090465,0.0185364,0.0173523,0.0129713,0.0340304,0,0,0.0709883,0,0.0118928,0.0394866,0.0383571,0.0170966,0.028057,0.0262833,0.00993961,0.0229771,0.0175874,0.0239153,0.0175777,0.0205418,0.0153189,0.0274182,0.0112565,0.0148895,0.0179632,0.0329422,0.0145294,0.0317534,0.0160555,0.0391911,0,0,0,0,0
38,0,0,0,0,0,0,0.0309914,0.0144687,0,0,0,0.0190046,0.0197911,0.00693328,0,0,0.0087832,0,0.0244214,0.00537181,0.0503061,0.0189361,0.0423925,0.0288469,0.0135709,0.00999596,0.0146424,0.0198982,0.0118485,0.0349645,0.013841,0.0168903,0.0113472,0.0311423,0.0261437,0.00702515,0.019065,0.00909244,0.0182181,0.0172028,0.0126125,0.0336228,0,0,0.0704677,0,0.0118537,0.039306,0.0386797,0.016775,0.0277808,0.0258909,0.0103376,0.0231671,0.0175065,0.0239478,0.0175257,0.0202829,0.0146914,0.0269709,0.0108011,0.0143194,0.0176261,0.0326778,0.0142646,0.0317812,0.0158208,0.0387555,0,0,0,0,0
39,0,0,0,0,0,0,0.0306822,0.0141799,0,0,0,0.0187158,0.0197246,0.00691062,0,0,0.00913892,0,0.0244924,0.00517896,0.0504982,0.0188975,0.042498,0.0285824,0.0139325,0.0100088,0.0144236,0.0195581,0.0118245,0.0351785,0.0138435,0.0168531,0.0113697,0.0310523,0.0258,0.00726086,0.0191176,0.00917578,0.0178733,0.0169962,0.0122815,0.0331317,0,0,0.0699251,0,0.0117637,0.0391434,0.0390748,0.016449,0.0275794,0.0255055,0.0106696,0.0233802,0.017396,0.0239676,0.0174561,0.0200319,0.0141245,0.026546,0.0103943,0.0138158,0.0173779,0.0324975,0.0140434,0.0317484,0.0155504,0.0382352,0,0,0,0,0
40,0,0,0,0,0,0,0.0303,0.0138292,0,0,0,0.0183882,0.0196522,0.00691563,0,0,0.00947202,0,0.0245983,0.00501719,0.0505136,0.0188557,0.0425483,0.028279,0.0142301,0.00999565,0.0141764,0.019133,0.0117764,0.0353583,0.013819,0.0168753,0.0113875,0.0309755,0.0253986,0.00754554,0.0191904,0.00917198,0.0174427,0.0168585,0.0119917,0.0325852,0,0,0.0692508,0,0.0118198,0.0390011,0.0393316,0.0161359,0.0273875,0.0250751,0.0109105,0.0235972,0.0172807,0.0239595,0.017341,0.0197589,0.0135558,0.0261336,0.00998937,0.0133051,0.0171077,0.0322234,0.0139266,0.031765,0.0152417,0.0376381,0,0,0,0,0
41,0,0,0,0,0,0,0.0298821,0.0135338,0,0,0,0.0180596,0.0195672,0.00695665,0,0,0.00985648,0,0.0247459,0.00486112,0.0503989,0.018857,0.0425664,0.0279734,0.0144409,0.00995976,0.0139243,0.0186111,0.0117295,0.0355483,0.0137798,0.0167759,0.0113386,0.0309234,0.024992,0.00783328,0.0192863,0.00920119,0.0170224,0.0167782,0.0117672,0.0320154,0,0,0.06865,0,0.0119675,0.0388865,0.0394912,0.0158129,0.0271806,0.0245553,0.0111716,0.0237979,0.0171378,0.023963,0.0172155,0.0194367,0.0129847,0.0257344,0.00959807,0.0128023,0.016772,0.0317893,0.013857,0.0318426,0.0149546,0.036972,0,0,0,0,0
42,0,0,0,0,0,0,0.0294512,0.0133228,0,0,0,0.0176834,0.0194731,0.00701878,0,0,0.0103689,0,0.0248839,0.00468941,0.0502992,0.0188649,0.0425225,0.0275607,0.0146349,0.0100527,0.013652,0.0181318,0.0116822,0.0358442,0.0137677,0.0168775,0.011319,0.0309133,0.0245221,0.00821999,0.0193595,0.00926346,0.0166142,0.0166549,0.0114474,0.0314196,0,0,0.0681365,0,0.0119743,0.0385841,0.0395664,0.0154696,0.0270112,0.024016,0.0114032,0.0240264,0.0169187,0.023951,0.0170711,0.0191279,0.0123954,0.0253399,0.00922748,0.012325,0.0164079,0.0313522,0.0137219,0.0319167,0.0146843,0.0363408,0,0,0,0,0
43,0,0,0,0,0,0,0.0290382,0.013141,0,0,0,0.0172274,0.0193961,0.00708582,0,0,0.0109061,0,0.024979,0.00454399,0.0502471,0.0188286,0.0424259,0.026979,0.0148284,0.0102158,0.0134017,0.0177133,0.0116807,0.0362052,0.0137793,0.0169125,0.0113484,0.0309037,0.0239724,0.00861585,0.019424,0.00934603,0.0161856,0.0165987,0.0110877,0.0308682,0,0,0.0675432,0,0.0120835,0.0383789,0.0397005,0.0151125,0.0268817,0.0235158,0.011593,0.0242049,0.0166331,0.0238414,0.0169158,0.0188482,0.0117487,0.024926,0.00882726,0.0118115,0.0160052,0.0309431,0.0136283,0.0320792,0.0143679,0.0357802,0,0,0,0,0
44,0,0,0,0,0,0,0.0286861,0.0129918,0,0,0,0.0167837,0.0193142,0.00719125,0,0,0.0114891,0,0.0250526,0.00435387,0.0501897,0.0187495,0.0423114,0.0263635,0.015036,0.0104225,0.0131611,0.0173803,0.0116559,0.036572,0.0137989,0.0168069,0.0113689,0.0309037,0.0234054,0.00910048,0.0194595,0.00939321,0.0156913,0.0164446,0.0107367,0.0303646,0,0,0.0669376,0,0.0120738,0.0382944,0.039886,0.0147015,0.0267893,0.023031,0.0118267,0.0243817,0.0165319,0.0236244,0.0167387,0.0185925,0.0110131,0.0244764,0.00840572,0.011226,0.0155495,0.0306543,0.0135065,0.0321424,0.0140889,0.0352601,0,0,0,0,0
45,0,0,0,0,0,0,0.0284177,0.0129096,0,0,0,0.0163759,0.0192282,0.0072985,0,0,0.0120806,0,0.0251438,0.00414483,0.0501471,0.018605,0.0421606,0.0257562,0.0153018,0.0106927,0.0129374,0.0170666,0.011592,0.0369161,0.0138321,0.0166372,0.0113864,0.030907,0.0228174,0.00963974,0.0195137,0.00942651,0.0151547,0.0162351,0.0103811,0.0299141,0,0,0.0663438,0,0.0119575,0.0382358,0.0400373,0.0142743,0.0267199,0.0224746,0.0120914,0.0245499,0.0165839,0.0234226,0.0165974,0.0183658,0.0102693,0.0240135,0.00798835,0.0106028,0.0150745,0.0304617,0.0133483,0.0321211,0.0138489,0.0348119,0,0,0,0,0
46,0,0,0,0,0,0,0.0281611,0.0128784,0,0,0,0.0160106,0.0191704,0.00736487,0,0,0.0126746,0,0.0252804,0.0039318,0.050128,0.0183859,0.0419928,0.0251997,0.0155967,0.0110388,0.0126952,0.0167621,0.0114864,0.0372429,0.0138657,0.0166618,0.0114327,0.0309368,0.0222059,0.0102071,0.0195807,0.00947062,0.0144967,0.0161723,0.00989541,0.0294763,0,0,0.0656916,0,0.0120443,0.037983,0.0401768,0.0137486,0.0266569,0.0219789,0.0124037,0.0247361,0.0165667,0.0232382,0.0164738,0.0181534,0.00956804,0.0235123,0.00762515,0.0100093,0.0144607,0.0300875,0.0132697,0.0322399,0.0136494,0.0343819,0,0,0,0,0
47,0,0,0,0,0,0,0.0279403,0.0128999,0,0,0,0.0156968,0.0191098,0.00742338,0,0,0.0131605,0,0.0254404,0.00379722,0.0500621,0.0182356,0.0418399,0.0247875,0.0159704,0.0114928,0.0125104,0.0165223,0.0113924,0.0375843,0.0139281,0.0166896,0.0114746,0.0309842,0.021755,0.0107236,0.0196163,0.00948181,0.0137433,0.0161224,0.00935216,0.0290758,0,0,0.0650347,0,0.0121603,0.0377298,0.0403442,0.0131545,0.0265858,0.021544,0.0126927,0.0248546,0.0164693,0.0230607,0.0162664,0.0179314,0.00882978,0.023028,0.00726812,0.00942458,0.0137377,0.0296942,0.0131875,0.0323867,0.0135043,0.0340402,0,0,0,0,0
48,0,0,0,0,0,0,0.0275448,0.0126205,0,0,0,0.0151859,0.0191076,0.00765824,0,0,0.0141317,0,0.0253841,0.0035031,0.0501284,0.0178896,0.0416338,0.0239395,0.016105,0.0117568,0.0121763,0.0159068,0.0112084,0.0378009,0.0138645,0.016689,0.0113133,0.030849,0.0210369,0.0114326,0.0196166,0.00976047,0.0133533,0.0160363,0.00909531,0.028551,0,0,0.0642677,0,0.012213,0.0375415,0.0405267,0.0127057,0.0265331,0.0209236,0.0129356,0.024912,0.0163059,0.0228155,0.0160446,0.0176133,0.00811629,0.0225975,0.00683817,0.00881161,0.0133552,0.0292477,0.0130843,0.032504,0.0130667,0.0334356,0,0,0,0,0
49,0,0,0,0,0,0,0.0272243,0.0125167,0,0,0,0.0146372,0.0190388,0.00766661,0,0,0.0148293,0,0.0255109,0.00339311,0.0501198,0.0176124,0.0415064,0.0234825,0.0163852,0.0121723,0.0119732,0.0153803,0.0110791,0.0380038,0.0138141,0.0166622,0.0112291,0.0307151,0.0203094,0.0119997,0.019642,0.00961219,0.0127389,0.0159307,0.0086776,0.0281513,0,0,0.0634946,0,0.0122788,0.0374193,0.0407517,0.0121976,0.0264443,0.0202949,0.0133339,0.0249524,0.0160751,0.0226072,0.0157959,0.0173223,0.00735727,0.0221282,0.00643782,0.00818232,0.0127251,0.0288085,0.0129193,0.0325537,0.0128059,0.032954,0,0,0,0,0
50,0,0,0,0,0,0,0.0269151,0.0124963,0,0,0,0.0139433,0.0189944,0.00760677,0,0,0.0157118,0,0.0255894,0.00325123,0.0501393,0.0173128,0.0413718,0.0230008,0.0167237,0.0127134,0.0117716,0.0149321,0.0108952,0.0381129,0.0137079,0.016626,0.0111161,0.0305188,0.019366,0.0127245,0.019673,0.00952782,0.0121022,0.0157729,0.00816254,0.0277341,0,0,0.0627474,0,0.0122728,0.037186,0.0409958,0.0116584,0.0263555,0.0196675,0.0137364,0.0250457,0.0158124,0.0224097,0.0156035,0.0170713,0.00657437,0.0216196,0.00600304,0.00748972,0.012059,0.0284328,0.0126604,0.0325827,0.0126487,0.0324962,0,0,0,0,0
51,0,0,0,0,0,0,0.0266655,0.0125178,0,0,0,0.0131562,0.0189274,0.00754988,0,0,0.0165874,0,0.0256228,0.00319006,0.0501497,0.0169479,0.041232,0.022497,0.0171273,0.0133283,0.0115416,0.014583,0.0106825,0.0381328,0.0135745,0.0163182,0.0109633,0.0302201,0.0182956,0.0134903,0.019695,0.00952398,0.0113881,0.0155841,0.00757196,0.0273574,0,0,0.0620418,0,0.0121475,0.0368257,0.0411997,0.0110703,0.026292,0.019066,0.0140734,0.0251633,0.0156718,0.0222237,0.015431,0.0168712,0.00577627,0.0210242,0.00548921,0.00672947,0.011331,0.0279649,0.012353,0.0325896,0.0125749,0.0320914,0,0,0,0,0
52,0,0,0,0,0,0,0.0263891,0.0125586,0,0,0,0.0123082,0.0188605,0.00747479,0,0,0.0174074,0,0.0256674,0.00318444,0.0502068,0.0164987,0.041075,0.0218531,0.0175663,0.0139077,0.0113195,0.0142675,0.0105202,0.0381046,0.0133775,0.0157551,0.0107775,0.0298446,0.0171467,0.0142382,0.0197135,0.00951439,0.0105625,0.0154903,0.0071627,0.0270087,0,0,0.0613158,0,0.0122037,0.0365512,0.0413522,0.010444,0.0262717,0.0185101,0.0144722,0.0252385,0.0156449,0.0220158,0.0152344,0.0166979,0.00487147,0.0203683,0.00489113,0.00587669,0.0105484,0.0273913,0.012183,0.0327079,0.0125287,0.0316626,0,0,0,0,0
53,0,0,0,0,0,0,0.0260625,0.0126392,0,0,0,0.0114386,0.0188179,0.00739865,0,0,0.0181586,0,0.025711,0.00312973,0.0503016,0.016012,0.0408988,0.0210153,0.0180146,0.0144323,0.0111131,0.0138923,0.0104019,0.0381653,0.0131305,0.0152906,0.0105901,0.0295129,0.01598,0.0149392,0.0197283,0.00944582,0.00972278,0.0154769,0.00680675,0.0266437,0,0,0.0604604,0,0.0124477,0.0363508,0.0415117,0.00983357,0.0262694,0.0179855,0.0148362,0.0252596,0.0155261,0.0218051,0.0150199,0.0165021,0.00393636,0.0197272,0.00431034,0.00501036,0.00976217,0.026769,0.0121089,0.0328897,0.0124801,0.031166,0,0,0,0,0
54,0,0,0,0,0,0,0.025678,0.0127296,0,0,0,0.0105626,0.0187778,0.00735602,0,0,0.0188589,0,0.0257413,0.00314487,0.0504598,0.0154438,0.0407089,0.0200379,0.0183996,0.0149209,0.0108146,0.0134008,0.0102512,0.0383378,0.0128522,0.0149852,0.0103896,0.0292373,0.0147476,0.0156291,0.019751,0.0094264,0.00905474,0.0154048,0.00651519,0.0262268,0,0,0.059617,0,0.0125334,0.0360989,0.0416947,0.00926202,0.0262649,0.0174229,0.0150777,0.0253095,0.015259,0.0216501,0.0147401,0.0162268,0.00316351,0.019195,0.0038472,0.00426906,0.00904445,0.0262483,0.0119131,0.0330135,0.0124968,0.0306309,0,0,0,0,0
55,0,0,0,0,0,0,0.025274,0.0128778,0,0,0,0.00973718,0.0187228,0.00733303,0,0,0.0195307,0,0.0257791,0.00322863,0.0506365,0.014865,0.0405267,0.0191108,0.0187916,0.0154285,0.0104621,0.0128655,0.0101369,0.038673,0.0125939,0.014586,0.0101476,0.0290036,0.0135469,0.0163279,0.0197758,0.00944641,0.00845288,0.0152729,0.00628672,0.0257776,0,0,0.0589659,0,0.0124374,0.0357989,0.0419552,0.00892776,0.0262073,0.0167951,0.015301,0.0253834,0.0149182,0.0216755,0.0144225,0.0158917,0.00260717,0.0187626,0.00350684,0.00369731,0.00831191,0.0257924,0.0116216,0.0330145,0.0125501,0.0300861,0,0,0,0,0
56,0,0,0,0,0,0,0.0247939,0.0130315,0,0,0,0.00904492,0.0186411,0.00734883,0,0,0.0202185,0,0.0258284,0.0033443,0.0508434,0.0142138,0.0403426,0.0181666,0.0191544,0.0158791,0.0100238,0.0122985,0.0100493,0.0391107,0.0123522,0.0141029,0.0098558,0.0288422,0.0124414,0.0169877,0.019793,0.0094465,0.00787513,0.0152104,0.0060457,0.0253037,0,0,0.0582219,0,0.0124863,0.0354755,0.0422951,0.00870222,0.0261172,0.0160321,0.0155908,0.0254472,0.0145756,0.0217886,0.0140056,0.0155186,0.00223073,0.0184119,0.00323457,0.00326255,0.00759005,0.0252864,0.0114092,0.0330579,0.0126061,0.0294935,0,0,0,0,0
57,0,0,0,0,0,0,0.0243131,0.0131712,0,0,0,0.00844261,0.0185293,0.00738683,0,0,0.0208391,0,0.0259005,0.00349039,0.0510764,0.0135418,0.0401771,0.0171171,0.01957,0.016285,0.00958305,0.0117126,0.0100177,0.0396053,0.0120701,0.0138004,0.00952983,0.0287323,0.0113917,0.0175864,0.0197892,0.00933248,0.007272,0.0152085,0.00578688,0.0248205,0,0,0.0574419,0,0.0126757,0.0351986,0.0427112,0.00852912,0.0260283,0.0152787,0.0159098,0.0254666,0.014239,0.0218475,0.0135567,0.0151729,0.00195917,0.0181184,0.00298061,0.00289022,0.00685594,0.0248305,0.0112388,0.0331954,0.0126865,0.0289004,0,0,0,0,0
58,0,0,0,0,0,0,0.0238574,0.0133284,0,0,0,0.0079739,0.0184531,0.00741883,0,0,0.0214124,0,0.025978,0.00360137,0.0513565,0.0128125,0.0400331,0.0160121,0.0200161,0.0166748,0.00917948,0.0110816,0.00998582,0.0401267,0.0117471,0.0133526,0.00916268,0.0286342,0.0103977,0.0181415,0.0198171,0.00909172,0.00664937,0.0151537,0.00550847,0.0243613,0,0,0.0567099,0,0.0127125,0.0349859,0.0431429,0.0081454,0.0259731,0.014536,0.0162291,0.0254856,0.0139494,0.0217808,0.0132013,0.0148964,0.0017839,0.0178039,0.00271805,0.00257202,0.006134,0.0244653,0.0110144,0.0333005,0.0127844,0.0283211,0,0,0,0,0
59,0,0,0,0,0,0,0.0233982,0.0135095,0,0,0,0.00764545,0.018394,0.00740129,0,0,0.0219418,0,0.0260928,0.00373729,0.0516683,0.0120282,0.0399105,0.0149395,0.0205045,0.0170039,0.0087973,0.010499,0.00990742,0.040653,0.0113651,0.0127676,0.00877625,0.0285208,0.00950496,0.0186349,0.0198869,0.00878875,0.00606321,0.0151397,0.00525829,0.0239239,0,0,0.0559531,0,0.0128118,0.0348776,0.0435342,0.00785178,0.0259675,0.0137209,0.0165452,0.0255124,0.0136936,0.0216165,0.0129149,0.0146711,0.00177503,0.0174451,0.00248838,0.00237994,0.00547452,0.0239697,0.0107986,0.0334449,0.0128843,0.0277297,0,0,0,0,0
60,0,0,0,0,0,0,0.022957,0.0136982,0,0,0,0.00739827,0.0183016,0.00730166,0,0,0.0224637,0,0.0262111,0.00387429,0.0519853,0.0111846,0.039785,0.0138834,0.0210612,0.0173463,0.00844509,0.0099996,0.0097731,0.0411217,0.0109181,0.0123056,0.00835102,0.028366,0.00872302,0.0191216,0.0199432,0.00890724,0.00546678,0.0150582,0.00492642,0.0234859,0,0,0.0552138,0,0.012828,0.0347702,0.043853,0.00761059,0.0260124,0.0129201,0.0168439,0.0255588,0.0134255,0.0213781,0.0126048,0.0144555,0.00200335,0.0170332,0.00231821,0.00242395,0.00482482,0.0235809,0.0105686,0.0335354,0.0129985,0.0271684,0,0,0,0,0
61,0,0,0,0,0,0,0.0225531,0.0138824,0,0,0,0.0072703,0.0181815,0.00717453,0,0,0.0229575,0,0.0262773,0.00396224,0.0522882,0.0102739,0.0396535,0.0127594,0.0216387,0.0176956,0.00816912,0.00950496,0.00957868,0.0414738,0.0103973,0.0116405,0.00784966,0.0281627,0.00811558,0.0196076,0.0199577,0.00904213,0.00493314,0.0150801,0.00468636,0.0230443,0,0,0.0544137,0,0.0129952,0.034428,0.0440777,0.00756522,0.0260594,0.0121196,0.0172137,0.0255885,0.0131536,0.02119,0.0122595,0.0142349,0.00235674,0.0166427,0.00222298,0.00263268,0.00427342,0.0232652,0.0104013,0.033729,0.0130844,0.0266416,0,0,0,0,0
62,0,0,0,0,0,0,0.0221679,0.0140676,0,0,0,0.00725822,0.0180687,0.00702982,0,0,0.0234015,0,0.0263356,0.00404785,0.0525516,0.00933757,0.0395659,0.011532,0.0221711,0.0180038,0.00789512,0.00898149,0.00927544,0.041615,0.00983533,0.0107746,0.00730713,0.0279197,0.00771541,0.0200594,0.01998,0.00894064,0.00443296,0.01505,0.004554,0.022594,0,0,0.0537604,0,0.0130848,0.0341112,0.0442323,0.0075702,0.0260892,0.0113686,0.0175691,0.0256031,0.0129253,0.0211657,0.0119482,0.0140423,0.0026584,0.0162371,0.0021753,0.00287732,0.00378796,0.0229279,0.0101944,0.0339229,0.0131956,0.0261324,0,0,0,0,0
63,0,0,0,0,0,0,0.0217421,0.0142409,0,0,0,0.00725002,0.0180516,0.00680519,0,0,0.0238035,0,0.0264533,0.00419555,0.052776,0.00836356,0.0394914,0.0103108,0.0226193,0.0182645,0.00758564,0.00853769,0.00889393,0.0415353,0.00929244,0.00994818,0.00681482,0.0276753,0.00743805,0.0204144,0.0200412,0.00888074,0.00395677,0.0149693,0.00440135,0.0221064,0,0,0.0531742,0,0.0130635,0.0337977,0.0443494,0.00748003,0.0261179,0.0107074,0.0177636,0.0256166,0.0126837,0.0211457,0.0115788,0.0138682,0.00311797,0.0158685,0.00224864,0.00325685,0.00335612,0.0226697,0.0099774,0.0340626,0.013329,0.025612,0,0,0,0,0
64,0,0,0,0,0,0,0.0212478,0.0144102,0,0,0,0.00711936,0.0180072,0.00651946,0,0,0.0241776,0,0.0265723,0.00432904,0.0529383,0.007358,0.0393675,0.00921661,0.0230464,0.0185153,0.00733871,0.00830786,0.00852202,0.041321,0.00876169,0.00934453,0.00635994,0.027438,0.00717847,0.0207443,0.0200881,0.00884472,0.00356899,0.0149391,0.00426594,0.0215718,0,0,0.0525006,0,0.0131771,0.0334437,0.0444313,0.00738654,0.0261183,0.010099,0.0180412,0.0256398,0.0124165,0.0211405,0.0111279,0.0137237,0.00387542,0.0155865,0.00256282,0.0039335,0.00299289,0.0223506,0.00980036,0.0342782,0.0134681,0.0250508,0,0,0,0,0
65,0,0,0,0,0,0,0.0207018,0.0146027,0,0,0,0.00702506,0.0179182,0.00616829,0,0,0.0245315,0,0.0266458,0.00447739,0.0530685,0.0062863,0.0391657,0.00815809,0.023434,0.0187695,0.0072489,0.00829103,0.00818104,0.0411006,0.00816879,0.00854694,0.00581543,0.0271706,0.00703259,0.0210915,0.0201127,0.00881596,0.00323645,0.0148771,0.00409796,0.0209997,0,0,0.0518082,0,0.0131398,0.0331827,0.0444409,0.00723168,0.026122,0.00945832,0.0183403,0.0256919,0.0121938,0.0211046,0.0107316,0.0136211,0.00454072,0.0153583,0.00287672,0.00457704,0.00269564,0.0220695,0.0095242,0.0342427,0.0136436,0.0244833,0,0,0,0,0
66,0,0,0,0,0,0,0.0201063,0.0148589,0,0,0,0.00711871,0.017851,0.00585198,0,0,0.0248866,0,0.0267003,0.00460156,0.0532831,0.00528112,0.0390609,0.00712876,0.023828,0.0190076,0.00728712,0.00846735,0.0078614,0.0410434,0.00752854,0.00763621,0.00522236,0.0269412,0.00712052,0.0214011,0.0201299,0.00875487,0.00284722,0.0148908,0.00399567,0.0204052,0,0,0.0510744,0,0.0131928,0.0328767,0.0444002,0.00704563,0.0262214,0.00865349,0.0184443,0.0257819,0.0119793,0.0210852,0.010461,0.0135037,0.00489018,0.0151275,0.00298008,0.00492987,0.00240532,0.0218226,0.00929312,0.034284,0.0138839,0.0239007,0,0,0,0,0
67,0,0,0,0,0,0,0.0194404,0.0151042,0,0,0,0.00728308,0.0177796,0.00561455,0,0,0.0251779,0,0.0267868,0.00471928,0.0535869,0.00446062,0.0389967,0.00636233,0.0242225,0.0192022,0.00749983,0.0088003,0.00752938,0.0410608,0.00694441,0.00697069,0.00469032,0.0267791,0.00733468,0.0216378,0.0201599,0.00865985,0.00251076,0.0149679,0.00383921,0.0197517,0,0,0.0501371,0,0.0134337,0.0326504,0.0444109,0.00687412,0.0264028,0.00777619,0.0185593,0.0258689,0.0117269,0.0210541,0.0101272,0.0133492,0.0052946,0.0148808,0.00296633,0.00514066,0.00230799,0.0215027,0.00918417,0.0344582,0.0141457,0.0232453,0,0,0,0,0
68,0,0,0,0,0,0,0.0187795,0.0153774,0,0,0,0.00739852,0.0176882,0.00544809,0,0,0.0254153,0,0.0268649,0.00488102,0.0538993,0.0039639,0.0388821,0.00604976,0.0246155,0.0194166,0.0078215,0.00937939,0.00711765,0.0410528,0.00641058,0.00631547,0.00420785,0.0266514,0.00752781,0.0218591,0.0201813,0.00856642,0.00233632,0.0150082,0.00376033,0.0190915,0,0,0.0492611,0,0.0135756,0.0323216,0.0445977,0.00686378,0.0265163,0.00690182,0.0187613,0.0259371,0.0113957,0.0210951,0.00958193,0.0131307,0.00564384,0.0146787,0.00300621,0.00544808,0.00241128,0.0212303,0.0090246,0.0345786,0.0143948,0.0225979,0,0,0,0,0
69,0,0,0,0,0,0,0.018089,0.0156173,0,0,0,0.00743871,0.0176154,0.00524875,0,0,0.025648,0,0.026935,0.00506562,0.0542149,0.00382914,0.0387344,0.00615717,0.0249899,0.0196634,0.00818407,0.00999723,0.00664983,0.0409883,0.00586448,0.00557561,0.0036679,0.0264982,0.00770454,0.0220719,0.0202018,0.00851709,0.00221095,0.0149753,0.00370863,0.0183995,0,0,0.048514,0,0.0135633,0.0319426,0.0449246,0.00690082,0.0266185,0.00596873,0.0189974,0.0259753,0.0109199,0.0211662,0.00900131,0.012807,0.00590378,0.0145163,0.00311097,0.00572047,0.00257945,0.0210326,0.00875306,0.0346055,0.0145936,0.0219552,0,0,0,0,0
70,0,0,0,0,0,0,0.0174079,0.01585,0,0,0,0.00740615,0.0175747,0.00493578,0,0,0.0259239,0,0.0270129,0.00521412,0.0545813,0.00398,0.0385082,0.0064572,0.025389,0.0199855,0.00856762,0.0105443,0.00625736,0.0409291,0.00530768,0.00487707,0.00308647,0.0263005,0.00789966,0.0223683,0.020246,0.00852769,0.00213731,0.0148691,0.00363124,0.017751,0,0,0.0477721,0,0.0134193,0.0317083,0.0453742,0.00693318,0.0267589,0.00498947,0.0191624,0.0259955,0.0103334,0.0212538,0.00849861,0.0123925,0.00605897,0.0143541,0.00318396,0.00588393,0.00281986,0.0208365,0.00844435,0.0345882,0.0147709,0.0213303,0,0,0,0,0
71,0,0,0,0,0,0,0.0167526,0.0160902,0,0,0,0.00734705,0.0175378,0.0045838,0,0,0.026192,0,0.0270878,0.00524478,0.0550378,0.00432839,0.0381401,0.00676783,0.025774,0.0203645,0.00884573,0.0109299,0.00589689,0.0409058,0.00475463,0.00427404,0.002587,0.0261223,0.00818633,0.0227095,0.0202991,0.00856924,0.00214509,0.0148663,0.00358531,0.0171292,0,0,0.0470725,0,0.0133992,0.0314473,0.0458552,0.00695753,0.0269324,0.003959,0.019307,0.0259776,0.0097092,0.0213981,0.0079549,0.0119075,0.00620052,0.0141839,0.00325729,0.00602543,0.00312277,0.0205493,0.00828551,0.0346552,0.014899,0.0207234,0,0,0,0,0
72,0,0,0,0,0,0,0.016074,0.0162875,0,0,0,0.00743763,0.0174739,0.00422127,0,0,0.0264167,0,0.0272212,0.00521213,0.0556268,0.00490741,0.037998,0.00716333,0.0260004,0.0207428,0.0089983,0.0112771,0.00553188,0.0409078,0.00425709,0.00378013,0.00218992,0.0259601,0.00872377,0.0230351,0.0203356,0.00852714,0.00206851,0.0149326,0.00353237,0.0164682,0,0,0.0462804,0,0.0136537,0.0311724,0.0461955,0.00694444,0.0272383,0.00329302,0.0195562,0.0259568,0.0090053,0.0216027,0.00692624,0.0113441,0.00638079,0.014053,0.00344464,0.00621786,0.00322897,0.0201686,0.00822669,0.0348024,0.0150063,0.0201019,0,0,0,0,0
73,0,0,0,0,0,0,0.0153472,0.0164443,0,0,0,0.00773699,0.0174187,0.00390962,0,0,0.0265446,0,0.0273628,0.0052157,0.0562788,0.00563475,0.038042,0.00771239,0.0260982,0.0210583,0.00898313,0.0116535,0.00527557,0.0408391,0.00382777,0.00354676,0.00178669,0.0258037,0.00949314,0.0232691,0.0203864,0.00848661,0.00204663,0.0150665,0.00345828,0.0157729,0,0,0.0453371,0,0.0141019,0.03089,0.0464776,0.006937,0.0276317,0.0028786,0.0198271,0.0259043,0.0082885,0.0218529,0.00591288,0.0107656,0.00666532,0.013915,0.00376439,0.00649662,0.00336572,0.0197787,0.00821145,0.0349964,0.0150632,0.0194556,0,0,0,0,0
