Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72,LASI,RASI
All Timesteps RMSE,0,0,0,0,0,0,0.0313016,0.0222906,0,0,0,0.0167427,0.0200708,0.00826137,0,0,0.0212357,0,0.0258151,0.0119165,0.0648492,0.0182616,0.0453639,0.0252617,0.0253324,0.0193304,0.0106364,0.0141199,0.00752623,0.0388826,0.0133333,0.0150307,0.0108145,0.02799,0.0232501,0.0212728,0.0183871,0.0103576,0.0172728,0.0157384,0.0139536,0.0378469,0,0,0.0602905,0,0.0116045,0.0289333,0.0498,0.0182065,0.0351352,0.0253743,0.0205785,0.040921,0.0131231,0.0279584,0.0145687,0.0154432,0.0160958,0.0208854,0.0123075,0.0145332,0.0162603,0.0479881,0.0158493,0.0301245,0.0222163,0.0376476,0,0,0,0.0193743,0.0166666
0,0,0,0,0,0,0,0.0435086,0.0333177,0,0,0,0.0199543,0.0214952,0.00585148,0,0,0.0392168,0,0.0144372,0.0250646,0.0495921,0.0186545,0.0427691,0.0325399,0.00842505,0.0281105,0.0152994,0.021072,0.00763022,0.0329241,0.0130045,0.0161551,0.0111144,0.0308777,0.0277538,0.0333791,0.0154822,0.0101168,0.0224205,0.0141625,0.01717,0.046774,0,0,0.0771073,0,0.00993247,0.0411758,0.0353919,0.0221103,0.0305178,0.0294925,0.00722585,0.00665441,0.0137898,0.0239392,0.013914,0.0180829,0.0204592,0.0315246,0.0146078,0.0180157,0.0210081,0.0433254,0.0144024,0.0241769,0.0303499,0.0595972,0,0,0,0,0
1,0,0,0,0,0,0,0.0431636,0.0327626,0,0,0,0.0199359,0.021358,0.00584907,0,0,0.0387004,0,0.014459,0.0246694,0.0495488,0.0184653,0.0427186,0.0323333,0.00895786,0.0275104,0.01498,0.0206366,0.00768667,0.0330544,0.0129207,0.0158214,0.0110422,0.0307823,0.0275684,0.0327778,0.0154886,0.00995319,0.0220424,0.0142167,0.0169271,0.0463155,0,0,0.0765989,0,0.0099469,0.0410758,0.0356196,0.0219372,0.030146,0.0292466,0.00764338,0.00635688,0.0135374,0.0239369,0.0138381,0.0174797,0.0198937,0.0310797,0.0142046,0.017489,0.0203999,0.0430533,0.0142143,0.02437,0.0298222,0.0589573,0,0,0,0,0
2,0,0,0,0,0,0,0.0428099,0.0322531,0,0,0,0.0199356,0.0212772,0.00586036,0,0,0.0380155,0,0.0145547,0.0243026,0.0495474,0.0183559,0.0427572,0.0320459,0.00942944,0.0269858,0.0145987,0.0203688,0.00773739,0.0331679,0.0128741,0.0157322,0.0109791,0.0307522,0.0276239,0.0322458,0.0155077,0.00987144,0.0217789,0.0142014,0.0167899,0.0458153,0,0,0.0762333,0,0.0098651,0.0408709,0.0359369,0.0218616,0.0298008,0.0290644,0.00798407,0.00610986,0.0133434,0.0240068,0.0137414,0.0169985,0.0193157,0.030666,0.0137529,0.0169257,0.0199235,0.0427147,0.0141466,0.0243658,0.029266,0.0582939,0,0,0,0,0
3,0,0,0,0,0,0,0.0422133,0.0316316,0,0,0,0.0199187,0.0212578,0.00597961,0,0,0.036563,0,0.01452,0.0234868,0.0496607,0.0183755,0.0427636,0.0315977,0.00981253,0.0259672,0.0141716,0.0199438,0.00777574,0.0333544,0.0128395,0.0158191,0.0109351,0.0307376,0.027856,0.0313345,0.0154895,0.0098316,0.0215505,0.0141004,0.0166261,0.0451919,0,0,0.0759088,0,0.00976082,0.0407265,0.0362439,0.0217651,0.0295244,0.0288373,0.00825859,0.00605434,0.0132144,0.0240303,0.0136944,0.0166738,0.0188708,0.0302648,0.0133583,0.0164734,0.0195152,0.042424,0.0140755,0.0242685,0.0285782,0.0573082,0,0,0,0,0
4,0,0,0,0,0,0,0.0417505,0.0310599,0,0,0,0.0200227,0.0212127,0.00605772,0,0,0.0357571,0,0.0146149,0.0230045,0.0497882,0.0183973,0.0427822,0.0312587,0.0102138,0.0252978,0.0138652,0.0195398,0.00781639,0.0335862,0.0128232,0.0158074,0.0109302,0.0307553,0.0280612,0.0307289,0.0155038,0.00967399,0.0212754,0.0140655,0.0163598,0.0446323,0,0,0.0755256,0,0.00971755,0.040576,0.0365307,0.0216524,0.0293215,0.0286229,0.00850277,0.00590723,0.0130889,0.0240076,0.0137409,0.0163778,0.0183979,0.0298672,0.0129854,0.0160248,0.0191172,0.0422627,0.0139319,0.024382,0.027962,0.0565479,0,0,0,0,0
5,0,0,0,0,0,0,0.0412346,0.0304302,0,0,0,0.0200518,0.0211559,0.00618376,0,0,0.0348819,0,0.0146718,0.0224658,0.0499263,0.0183226,0.042791,0.0308519,0.0105434,0.0245596,0.0135589,0.0189554,0.00780437,0.0338369,0.0127935,0.0156234,0.0108729,0.0307848,0.0279864,0.0300636,0.015495,0.00951398,0.0210853,0.0141637,0.0161689,0.0440228,0,0,0.0750791,0,0.00976539,0.0403687,0.0367763,0.0215819,0.0291581,0.0282766,0.00874879,0.00577038,0.01298,0.0240311,0.0138988,0.0161019,0.0179549,0.0295362,0.0126033,0.0156114,0.0188908,0.0419701,0.0137539,0.0246143,0.0272938,0.0557312,0,0,0,0,0
6,0,0,0,0,0,0,0.040725,0.0297869,0,0,0,0.0198782,0.0210816,0.0063207,0,0,0.0339683,0,0.0147342,0.0219123,0.0500446,0.0181897,0.0428055,0.0304087,0.0108679,0.0238408,0.0131716,0.0184258,0.00775044,0.0341185,0.012742,0.0155351,0.010807,0.0308134,0.0276574,0.029346,0.0154925,0.00934332,0.0208892,0.0142602,0.0160486,0.0434628,0,0,0.0746143,0,0.0097987,0.0401225,0.0370276,0.0214542,0.0290024,0.0278117,0.00910318,0.00566093,0.0128866,0.0241547,0.0141214,0.0158776,0.0175686,0.0292538,0.0122794,0.0152593,0.0187808,0.0417577,0.0136065,0.0248039,0.026606,0.0549323,0,0,0,0,0
7,0,0,0,0,0,0,0.0401977,0.029105,0,0,0,0.0196659,0.021006,0.00638855,0,0,0.0330339,0,0.0147736,0.0213703,0.0502633,0.0181148,0.0427752,0.0300124,0.0111941,0.0231376,0.0128495,0.0180167,0.00771841,0.0343716,0.0126657,0.0155614,0.0107712,0.0308098,0.0273974,0.0286267,0.0154816,0.00919702,0.0205362,0.0143119,0.0158932,0.0429025,0,0,0.0741148,0,0.00980542,0.0399962,0.0372942,0.0212042,0.0289058,0.0273938,0.00948234,0.00556615,0.0126993,0.0241478,0.0142096,0.0155886,0.0171506,0.0289689,0.0119744,0.0148944,0.0186023,0.0413931,0.0134821,0.0249448,0.0258539,0.0541317,0,0,0,0,0
8,0,0,0,0,0,0,0.0396402,0.0283857,0,0,0,0.0194282,0.0209341,0.00637379,0,0,0.0321222,0,0.014784,0.0208511,0.0505145,0.0180803,0.0427546,0.0296133,0.0114434,0.0224121,0.0125402,0.0174333,0.00772894,0.0346316,0.012578,0.0154849,0.0107422,0.0307506,0.0271324,0.0279183,0.0154635,0.00901497,0.020105,0.0143013,0.0155964,0.0422918,0,0,0.0736168,0,0.00977547,0.0399526,0.037567,0.0207789,0.028859,0.0269765,0.00987158,0.00551109,0.0123983,0.0239631,0.0140933,0.0151835,0.0166573,0.0286433,0.0116796,0.0145194,0.0182991,0.0410398,0.0133762,0.025034,0.025092,0.0532366,0,0,0,0,0
9,0,0,0,0,0,0,0.039089,0.0276512,0,0,0,0.019163,0.0208763,0.00638484,0,0,0.0312088,0,0.0147715,0.0203164,0.0507552,0.0180402,0.0427569,0.0291442,0.0116609,0.0216558,0.0121714,0.0168269,0.00773718,0.0349433,0.0125004,0.0153692,0.0107227,0.0307128,0.0268147,0.0272175,0.0154418,0.0088824,0.0196395,0.0143,0.0152239,0.0416538,0,0,0.0732268,0,0.00973166,0.0396789,0.0378535,0.0202523,0.0288628,0.0264317,0.010239,0.00550083,0.0120328,0.0236703,0.0139047,0.0147025,0.0160874,0.0282655,0.0113278,0.014071,0.0179326,0.0408322,0.0132372,0.0251552,0.0243435,0.0523149,0,0,0,0,0
10,0,0,0,0,0,0,0.0385323,0.0268586,0,0,0,0.0189578,0.0208358,0.00647702,0,0,0.03027,0,0.0147757,0.0197522,0.0510261,0.0180628,0.0427659,0.0286981,0.0118882,0.0208992,0.0117757,0.0161442,0.00771536,0.0353203,0.0124941,0.0153571,0.0107431,0.0307591,0.0265842,0.0264984,0.0154153,0.00874629,0.0191397,0.014396,0.0148041,0.0410003,0,0,0.0726502,0,0.00977,0.0394764,0.0381984,0.0196604,0.0288999,0.0258184,0.010636,0.0054551,0.0116903,0.0234624,0.0137443,0.0142749,0.0154933,0.0278288,0.010932,0.0135889,0.0175289,0.0405924,0.0130593,0.0254032,0.0235737,0.0513344,0,0,0,0,0
11,0,0,0,0,0,0,0.0379635,0.0260529,0,0,0,0.0188329,0.0207973,0.00660103,0,0,0.0292754,0,0.0147881,0.0191938,0.0513849,0.0181199,0.0427488,0.0281453,0.0121172,0.0201155,0.0115566,0.015493,0.0076412,0.0357178,0.0125566,0.015451,0.010807,0.0308392,0.0264404,0.0257579,0.0153726,0.00857855,0.0187051,0.0144798,0.0144685,0.0403352,0,0,0.0720214,0,0.00979081,0.0393329,0.0385683,0.0191767,0.0289782,0.0252176,0.0110656,0.00540888,0.0115331,0.0233659,0.0136266,0.0138258,0.0148346,0.0273556,0.0104675,0.0130138,0.0172034,0.0402432,0.0128927,0.0256357,0.0227983,0.0503219,0,0,0,0,0
12,0,0,0,0,0,0,0.0373264,0.0251941,0,0,0,0.0186767,0.0207402,0.00675674,0,0,0.0281691,0,0.014826,0.0186561,0.0517404,0.018096,0.0427332,0.0274629,0.0123316,0.0192727,0.01119,0.0147301,0.0075027,0.036091,0.0126518,0.0155626,0.0108565,0.0309176,0.0262077,0.0249843,0.0153462,0.00842189,0.0182768,0.0145449,0.0140712,0.0396363,0,0,0.0713943,0,0.00978425,0.0392017,0.0389058,0.0187049,0.0291076,0.0246177,0.0114857,0.00537014,0.0112747,0.023293,0.0134451,0.013281,0.0141071,0.026841,0.00994225,0.0123702,0.0169494,0.0399232,0.0127138,0.0258258,0.0219732,0.0492529,0,0,0,0,0
13,0,0,0,0,0,0,0.0366802,0.0243241,0,0,0,0.0183795,0.0206881,0.00686442,0,0,0.027249,0,0.0148901,0.0181528,0.0519075,0.0179259,0.0427842,0.0268852,0.0128079,0.0184623,0.010559,0.0138592,0.00732518,0.0363947,0.0126973,0.0156048,0.0108587,0.0309447,0.0257415,0.0242389,0.0153395,0.00840803,0.017692,0.0145954,0.0135847,0.0389376,0,0,0.0707499,0,0.00974782,0.0390601,0.0391868,0.0182174,0.0290379,0.0241161,0.0119488,0.00532094,0.0109607,0.0232061,0.0133168,0.012706,0.013067,0.026171,0.00927659,0.0114631,0.0164246,0.0396137,0.0125502,0.0260197,0.0211458,0.0481803,0,0,0,0,0
14,0,0,0,0,0,0,0.0360743,0.0234908,0,0,0,0.017983,0.0206373,0.00691265,0,0,0.0264533,0,0.0148782,0.0176373,0.0520218,0.0177874,0.0428314,0.0263975,0.0132869,0.0176932,0.00980166,0.0129934,0.00715241,0.036634,0.0126735,0.0155932,0.010828,0.0308886,0.0252281,0.0235106,0.015315,0.00843727,0.0169513,0.0146287,0.0131781,0.0382869,0,0,0.0701861,0,0.00968595,0.0389236,0.0393995,0.0176156,0.0290037,0.0236536,0.0123879,0.00528653,0.0106759,0.0231388,0.0132155,0.0121671,0.0120324,0.0254344,0.0086534,0.0105833,0.0157396,0.0393138,0.0123871,0.0262319,0.0203424,0.0471374,0,0,0,0,0
15,0,0,0,0,0,0,0.0354326,0.022686,0,0,0,0.0175069,0.0205946,0.0069741,0,0,0.0255433,0,0.014892,0.0170608,0.0521219,0.017648,0.0428329,0.0258615,0.0137392,0.0169037,0.00908107,0.012078,0.00704004,0.0368926,0.012632,0.0155193,0.0107484,0.0307763,0.0247446,0.022719,0.0152785,0.00828924,0.0162643,0.0146703,0.0127255,0.037635,0,0,0.0696535,0,0.00963091,0.0387831,0.0395466,0.0170372,0.0289792,0.0231949,0.0128617,0.00524225,0.0104617,0.0230952,0.013136,0.0116624,0.0110207,0.0247276,0.00802869,0.00969426,0.0151126,0.0390132,0.0122095,0.0264664,0.0195215,0.0460703,0,0,0,0,0
16,0,0,0,0,0,0,0.0348097,0.0218952,0,0,0,0.0169806,0.0205616,0.00703763,0,0,0.0245572,0,0.014941,0.0164429,0.0521878,0.0174793,0.042833,0.025328,0.014182,0.0161476,0.00853955,0.0112244,0.00700359,0.0372309,0.012613,0.0153556,0.0106695,0.0306789,0.0241126,0.0219179,0.0152689,0.00819167,0.0156493,0.0147024,0.0123029,0.037003,0,0,0.06912,0,0.00958801,0.0387054,0.0396851,0.0165527,0.0289625,0.0227224,0.013303,0.00518074,0.0103879,0.0230573,0.0130293,0.0111741,0.0100516,0.0240694,0.00741843,0.00885487,0.0145629,0.0385901,0.0119997,0.0266828,0.018693,0.0449931,0,0,0,0,0
17,0,0,0,0,0,0,0.0341496,0.021069,0,0,0,0.0163874,0.0205307,0.0071925,0,0,0.0235256,0,0.0150066,0.0157734,0.0521901,0.0174039,0.0428569,0.0248039,0.0146501,0.0154245,0.00803061,0.0105013,0.00698372,0.0376302,0.0126226,0.0151406,0.0106073,0.0306104,0.0233685,0.0211116,0.0152676,0.00796971,0.0150796,0.0147179,0.0119369,0.0363591,0,0,0.0684987,0,0.00954547,0.0386804,0.0399049,0.0161673,0.0289263,0.0221716,0.0137312,0.00510395,0.0104263,0.0230342,0.01288,0.0107032,0.00919709,0.0234891,0.00685327,0.00814563,0.014052,0.0381406,0.0117836,0.0270229,0.0178387,0.0438933,0,0,0,0,0
18,0,0,0,0,0,0,0.0334418,0.0202017,0,0,0,0.0157572,0.0205126,0.00729795,0,0,0.0224634,0,0.0150635,0.0151109,0.0521469,0.0173453,0.0428848,0.0242205,0.015128,0.0146851,0.00754637,0.00992074,0.00697076,0.0380502,0.0126189,0.0151192,0.0105676,0.0305549,0.0225701,0.0202619,0.0152748,0.00790647,0.0144565,0.0147186,0.0114906,0.0356635,0,0,0.0678065,0,0.00950078,0.0387251,0.0402109,0.0157613,0.0288613,0.0215991,0.0141044,0.00502748,0.010345,0.0230124,0.012659,0.0102359,0.00847568,0.0229399,0.00635152,0.00754037,0.0134992,0.0375876,0.0116089,0.0273005,0.0169447,0.0427336,0,0,0,0,0
19,0,0,0,0,0,0,0.0327151,0.019339,0,0,0,0.015121,0.0204879,0.00738359,0,0,0.0213411,0,0.0151371,0.0145035,0.0521475,0.0172451,0.0428561,0.0235029,0.0155941,0.0139218,0.00719547,0.00943791,0.00693955,0.0384437,0.0125844,0.0150748,0.0105142,0.0305119,0.0217742,0.0193661,0.0152793,0.00773191,0.013831,0.0146988,0.0111305,0.0349177,0,0,0.0671746,0,0.00942771,0.0386887,0.0405315,0.0153784,0.0287646,0.0210126,0.0144105,0.00502425,0.0101551,0.0229485,0.0124222,0.00978708,0.00777487,0.0224354,0.00589856,0.0069053,0.0129531,0.0370927,0.0114022,0.0275376,0.0160735,0.0415463,0,0,0,0,0
20,0,0,0,0,0,0,0.0319267,0.0184942,0,0,0,0.0145024,0.0204587,0.00753402,0,0,0.0202135,0,0.0152226,0.0139185,0.0522573,0.01724,0.0427764,0.0226967,0.0159981,0.0131808,0.00694053,0.00902477,0.00682804,0.038721,0.0125694,0.0149744,0.0104688,0.0304906,0.0209632,0.0184759,0.0152976,0.00771298,0.0131146,0.0146554,0.0107748,0.0341532,0,0,0.0666049,0,0.00932528,0.0385739,0.0408702,0.0148521,0.0286586,0.0204034,0.0146829,0.00508232,0.00994609,0.0227791,0.0122007,0.00935861,0.00706364,0.0218885,0.00547499,0.00632151,0.0123164,0.0367064,0.0111885,0.027772,0.0152099,0.040333,0,0,0,0,0
21,0,0,0,0,0,0,0.0311137,0.0176636,0,0,0,0.013971,0.0204539,0.00775116,0,0,0.0190686,0,0.0153454,0.0133459,0.0524907,0.0171332,0.0426207,0.021922,0.0163392,0.0124607,0.00668233,0.00868178,0.00667531,0.0389195,0.0126106,0.014947,0.0104626,0.0305026,0.0202498,0.0175673,0.0153572,0.00781187,0.0123634,0.0145714,0.0103268,0.0333262,0,0,0.0660576,0,0.00921067,0.0384239,0.0411449,0.0142465,0.0285517,0.0197579,0.0150908,0.00511421,0.00975219,0.022532,0.0119975,0.00903237,0.00628464,0.0213289,0.00504344,0.00572811,0.0116923,0.0363796,0.0108974,0.028032,0.014404,0.039073,0,0,0,0,0
22,0,0,0,0,0,0,0.0302525,0.0168603,0,0,0,0.0134246,0.0204418,0.00795663,0,0,0.0178174,0,0.0154755,0.0127202,0.0527806,0.0171257,0.0424101,0.0212115,0.0166284,0.0117585,0.00642974,0.00828004,0.00650044,0.0391166,0.0126636,0.0149445,0.0104904,0.0305066,0.0195194,0.0165847,0.0154114,0.00765695,0.0116073,0.0145671,0.00980957,0.032443,0,0,0.0653801,0,0.00922337,0.0382206,0.041341,0.0136055,0.0284397,0.0191011,0.0153971,0.00509262,0.00957637,0.0222912,0.0117824,0.0087889,0.0055071,0.0207681,0.00459363,0.00511479,0.0111069,0.0360081,0.0105213,0.0284104,0.0136311,0.0378027,0,0,0,0,0
23,0,0,0,0,0,0,0.029414,0.0161116,0,0,0,0.0127383,0.0204029,0.00820429,0,0,0.0165786,0,0.0156186,0.012069,0.0530055,0.0170824,0.0422637,0.0204745,0.016875,0.0110533,0.00607597,0.00773658,0.0062544,0.0392876,0.0126564,0.0147948,0.0104752,0.0304662,0.0186156,0.015618,0.0154528,0.00748412,0.010869,0.014562,0.00931397,0.0315969,0,0,0.0647765,0,0.00923107,0.037991,0.0415224,0.0129935,0.0282982,0.0184436,0.0155518,0.00506902,0.00940639,0.0221049,0.0115371,0.00861683,0.0047286,0.0202032,0.0041369,0.00449136,0.0105028,0.0356364,0.0101919,0.028751,0.0129387,0.0365396,0,0,0,0,0
24,0,0,0,0,0,0,0.0287541,0.0154595,0,0,0,0.0119314,0.0202842,0.00836,0,0,0.0159333,0,0.0158503,0.0117873,0.0530258,0.016983,0.0422639,0.0199304,0.017497,0.010474,0.00570633,0.00718937,0.00605258,0.0394874,0.0126472,0.0145623,0.0104674,0.0303645,0.0176394,0.0149706,0.0154911,0.00715334,0.0099129,0.0144175,0.0088429,0.0308962,0,0,0.0647983,0,0.00925945,0.0382423,0.0417586,0.0125625,0.0281597,0.0178544,0.0160304,0.00476497,0.00926814,0.0220193,0.011278,0.00849725,0.0038552,0.019595,0.00366272,0.00382932,0.00957343,0.035606,0.00990189,0.0290054,0.0122179,0.0355305,0,0,0,0,0
25,0,0,0,0,0,0,0.0278913,0.0148269,0,0,0,0.0111238,0.0202897,0.00844454,0,0,0.0143068,0,0.015807,0.0108728,0.0531351,0.0167547,0.0420927,0.0191279,0.0174703,0.00967558,0.00523797,0.00644754,0.00587327,0.039702,0.0124864,0.0143253,0.0102372,0.030105,0.016539,0.0137945,0.0154907,0.00732829,0.00943137,0.0144871,0.00858164,0.0301455,0,0,0.0637371,0,0.009141,0.0380325,0.0420471,0.0120437,0.0279249,0.0171708,0.0160655,0.00525428,0.00911397,0.0220028,0.0110415,0.00836398,0.00299379,0.0190079,0.00313062,0.00314574,0.00909584,0.0347689,0.00971237,0.0291985,0.0119723,0.0342018,0,0,0,0,0
26,0,0,0,0,0,0,0.027378,0.0143724,0,0,0,0.0101882,0.0202097,0.0084434,0,0,0.0136675,0,0.0160167,0.0106342,0.053123,0.0165808,0.0421237,0.0184242,0.0181069,0.00905424,0.00478711,0.00583595,0.00596529,0.040098,0.0123438,0.0139845,0.0101095,0.0298687,0.0153936,0.0131529,0.01555,0.00672989,0.00851665,0.0143589,0.008187,0.0295589,0,0,0.0639359,0,0.00911318,0.0381948,0.0424022,0.011948,0.0277738,0.0166291,0.0165277,0.00519235,0.00890023,0.0220492,0.0106696,0.008198,0.00214279,0.0184439,0.00274948,0.00259824,0.00805645,0.0349047,0.00941413,0.0294482,0.0115128,0.0333134,0,0,0,0,0
27,0,0,0,0,0,0,0.0266986,0.0139389,0,0,0,0.00936475,0.0201579,0.00855522,0,0,0.0124998,0,0.0161097,0.0100585,0.0532322,0.0162678,0.0420441,0.0173252,0.0184444,0.00843201,0.00423136,0.00526629,0.00609518,0.0405464,0.0120908,0.013423,0.00986808,0.0296422,0.0142276,0.0122608,0.0156019,0.00639849,0.00783193,0.014337,0.00796913,0.0289965,0,0,0.0635193,0,0.00901012,0.0381048,0.0427708,0.0118148,0.0275915,0.0159951,0.0166672,0.005567,0.00860188,0.0221372,0.0102541,0.00798561,0.00143661,0.017943,0.00246531,0.00223077,0.00725382,0.0346666,0.00915843,0.0297198,0.0113899,0.0322094,0,0,0,0,0
28,0,0,0,0,0,0,0.0259009,0.0135735,0,0,0,0.00880759,0.020175,0.00873727,0,0,0.0110022,0,0.0161018,0.00924005,0.0534017,0.015757,0.0417316,0.0162303,0.0185809,0.00792961,0.00381941,0.00470357,0.00619499,0.0410151,0.0118285,0.0130744,0.00955176,0.029494,0.0131805,0.011186,0.015614,0.00637622,0.00731303,0.0144308,0.00773745,0.0284657,0,0,0.0625243,0,0.00885694,0.0378554,0.0431803,0.011321,0.0273939,0.0152161,0.0166311,0.00632883,0.00827292,0.0221237,0.00977762,0.00778897,0.000870828,0.0174875,0.00224347,0.00204997,0.00670113,0.0339693,0.00895933,0.0299911,0.0115732,0.030958,0,0,0,0,0
29,0,0,0,0,0,0,0.0253369,0.0133138,0,0,0,0.00834394,0.0201271,0.00884328,0,0,0.0104272,0,0.0162603,0.00902793,0.0534602,0.0152226,0.0414238,0.0153676,0.0195414,0.00741867,0.00344158,0.00427809,0.00631899,0.0415396,0.0116748,0.0130038,0.00938212,0.0294838,0.0122665,0.0104861,0.0156332,0.00601293,0.00624848,0.0142855,0.00733641,0.0279443,0,0,0.0627242,0,0.00888214,0.038187,0.0436029,0.0111324,0.027276,0.0145906,0.017193,0.00636763,0.00798233,0.0220687,0.00938406,0.00770796,0.000518086,0.0170401,0.00207722,0.00215338,0.00551792,0.0340734,0.00867755,0.0302874,0.0113524,0.0299865,0,0,0,0,0
30,0,0,0,0,0,0,0.0246171,0.0130937,0,0,0,0.0080457,0.0201223,0.00894387,0,0,0.00949045,0,0.0163581,0.00855467,0.0536847,0.0145721,0.0411537,0.0142916,0.0200603,0.00703561,0.00297745,0.00370441,0.0063462,0.0420193,0.0114334,0.0126656,0.00910694,0.0293956,0.0112731,0.00954647,0.0156832,0.00585101,0.0055405,0.0142103,0.00699054,0.0273356,0,0,0.0623489,0,0.00879701,0.0383043,0.0438935,0.0108544,0.0272743,0.0138406,0.0174736,0.00682956,0.00762079,0.0219634,0.00901983,0.00754761,0.00077993,0.0166482,0.00200818,0.00242264,0.00477991,0.0338103,0.00851129,0.030488,0.0115271,0.0288116,0,0,0,0,0
31,0,0,0,0,0,0,0.0238157,0.0128987,0,0,0,0.00789076,0.0200562,0.00897313,0,0,0.0084971,0,0.0165332,0.00809674,0.0539798,0.0136321,0.0409812,0.0130841,0.0203428,0.00672406,0.00270649,0.00304466,0.00613557,0.0423737,0.0110989,0.012103,0.00874081,0.0292013,0.0102657,0.00854322,0.0157572,0.00571619,0.00488732,0.014124,0.00662012,0.0267006,0,0,0.0619117,0,0.00865787,0.0383679,0.0440967,0.0105595,0.0273607,0.0129572,0.017632,0.00738803,0.0071856,0.0218001,0.00860538,0.0072982,0.00113652,0.0163385,0.00197971,0.00271385,0.00414654,0.033566,0.00837859,0.0306536,0.0117962,0.0275888,0,0,0,0,0
32,0,0,0,0,0,0,0.0230531,0.0127974,0,0,0,0.00779608,0.0199628,0.00891045,0,0,0.00758592,0,0.0167188,0.00768483,0.0543133,0.0125481,0.0408032,0.0119962,0.0205413,0.00646571,0.00246892,0.00246154,0.00575424,0.0425429,0.010673,0.0116289,0.00834138,0.0289586,0.00944163,0.0075963,0.0158356,0.00559292,0.00421231,0.0141496,0.00622019,0.0261746,0,0,0.0616068,0,0.00866312,0.0382753,0.0443508,0.0103426,0.0274024,0.011991,0.0178896,0.00805146,0.00673837,0.021593,0.0081132,0.00702364,0.00151791,0.0160748,0.00197493,0.00307551,0.00350837,0.0333335,0.00805655,0.0309481,0.0120665,0.0264757,0,0,0,0,0
33,0,0,0,0,0,0,0.0223469,0.0126995,0,0,0,0.00772524,0.0198876,0.0087854,0,0,0.00686138,0,0.0168755,0.00734727,0.0547378,0.0114153,0.0406032,0.0109662,0.0207495,0.00622707,0.00228997,0.00192873,0.00531782,0.0426415,0.0101886,0.0110166,0.00793482,0.0286737,0.00882418,0.00682102,0.0159058,0.00547184,0.00360145,0.0142426,0.00594505,0.0256978,0,0,0.0614598,0,0.00877424,0.0383171,0.0446971,0.0102936,0.0274107,0.0109831,0.018152,0.00863039,0.0062846,0.0214976,0.00770161,0.00674007,0.00202256,0.0157878,0.00208079,0.00364441,0.00293456,0.033119,0.00765126,0.0313278,0.0122501,0.0254289,0,0,0,0,0
34,0,0,0,0,0,0,0.0216358,0.0125633,0,0,0,0.00784595,0.0198403,0.00867756,0,0,0.00613394,0,0.0170189,0.00697071,0.0552885,0.0103224,0.04035,0.00984638,0.0207702,0.00611808,0.00211086,0.00156705,0.0047952,0.0426509,0.0096083,0.0101897,0.00742848,0.0283173,0.00846752,0.00611142,0.0159745,0.00542195,0.00317327,0.0142454,0.00565517,0.0252455,0,0,0.0612053,0,0.0088296,0.0384466,0.0450672,0.0100897,0.0274388,0.00993042,0.0182465,0.00919248,0.00573879,0.0214511,0.00698429,0.00641883,0.00259164,0.0154873,0.00227738,0.00427921,0.00275741,0.0328231,0.00732254,0.0316835,0.0124726,0.0243834,0,0,0,0,0
35,0,0,0,0,0,0,0.0209677,0.0124096,0,0,0,0.00806298,0.0197805,0.0084945,0,0,0.00549397,0,0.0171595,0.00665294,0.0558592,0.00924214,0.0401656,0.00875038,0.0207943,0.00614973,0.0021018,0.0018995,0.00430938,0.0426082,0.00902137,0.00952914,0.00686342,0.0279582,0.00838379,0.00553152,0.0160452,0.00553505,0.00288271,0.0141637,0.00537161,0.0248552,0,0,0.0609374,0,0.00884325,0.0386284,0.0454161,0.00988441,0.0275334,0.00904137,0.0182958,0.00963597,0.00512496,0.0214716,0.00621524,0.00612793,0.00321567,0.0152739,0.00260723,0.00497165,0.00286019,0.0325437,0.0070846,0.0319909,0.0126217,0.0233982,0,0,0,0,0
36,0,0,0,0,0,0,0.0203858,0.0121842,0,0,0,0.00848257,0.0196975,0.00829657,0,0,0.00495176,0,0.0173133,0.00637749,0.0564648,0.00811986,0.04001,0.00770836,0.0207957,0.00632768,0.0022408,0.00276172,0.0038696,0.0425625,0.00842237,0.00886807,0.00627403,0.0275952,0.00855382,0.00509634,0.0161193,0.00574883,0.00290161,0.014096,0.00502553,0.0245721,0,0,0.060672,0,0.00883448,0.0387917,0.0457542,0.0096761,0.0276938,0.00811647,0.0183333,0.0100294,0.00453829,0.0214964,0.00559832,0.00590229,0.00350241,0.015034,0.00274883,0.00537614,0.00357554,0.0323166,0.00690417,0.0322434,0.012742,0.0224684,0,0,0,0,0
