Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
22,0,0,0,0,0,0,0.0267961,0.021335,0,0,0,0.00955349,0.0174872,0.0107062,0.0182385,0,0,0.0104072,0,0.0295012,0.0111777,0.0516468,0.0214392,0.0485535,0.0198688,0.0199762,0.0230743,0.00853232,0.0074622,0.00597117,0.0386808,0.0155821,0.0167078,0.0147192,0.0321404,0.0132231,0.00907768,0.0201056,0.00471481,0.0237631,0.0131174,0.00942075,0.0166049,0.0323424,0,0,0.0106389,0,0.0147458,0.00589313,0.0425335,0.0167615,0.0308842,0.0198637,0.0164526,0.0463882,0.00798887,0.0234791,0.0137243,0.00678688,0.0175826,0.0289683,0.0123316,0.0167276,0.0344339,0.0207922,0.025542,0.0233848,0.0227855,0.0261544,0,0,0
23,0,0,0,0,0,0,0.0262465,0.0212429,0,0,0,0.00974946,0.0174625,0.010983,0.0178242,0,0,0.0103167,0,0.0292923,0.0111233,0.0519481,0.0214398,0.0482844,0.0191501,0.0192561,0.0227099,0.00828232,0.00698724,0.00612214,0.0389224,0.0155767,0.0167071,0.0146062,0.0321317,0.0132379,0.00870872,0.0201847,0.00477563,0.0234441,0.0128765,0.00926841,0.0159236,0.0318252,0,0,0.0111837,0,0.0146689,0.0062736,0.0428823,0.0168169,0.0308929,0.0191657,0.0160042,0.0458565,0.00790418,0.0232643,0.0138082,0.0060294,0.0171043,0.0286437,0.0119143,0.0163261,0.0342187,0.0201797,0.0253775,0.0233979,0.0226575,0.0254746,0,0,0
24,0,0,0,0,0,0,0.02566,0.0209298,0,0,0,0.00948987,0.0174324,0.0111125,0.0181583,0,0,0.00965598,0,0.0289118,0.010872,0.0520004,0.0217803,0.0481666,0.0190794,0.0193328,0.0216227,0.00837696,0.00685907,0.00618946,0.039297,0.01566,0.0167452,0.0146906,0.032196,0.0130331,0.00815816,0.0203589,0.00491705,0.0227444,0.012765,0.00869772,0.0164357,0.0311628,0,0,0.0116766,0,0.014625,0.00667533,0.0432775,0.016321,0.0307863,0.0185423,0.0160573,0.0451195,0.00768401,0.0232564,0.0135274,0.00535756,0.0164759,0.0282587,0.0116279,0.0158657,0.0334228,0.0194178,0.0252515,0.0234976,0.0224214,0.0249691,0,0,0
25,0,0,0,0,0,0,0.0249836,0.0208465,0,0,0,0.00940314,0.0174911,0.0112479,0.0180208,0,0,0.0106598,0,0.0290707,0.0112224,0.0521791,0.021869,0.0479797,0.0186825,0.0189324,0.0219286,0.00836521,0.00662493,0.00634077,0.0395843,0.0156645,0.0167324,0.014653,0.0322012,0.0129074,0.0078198,0.0202723,0.00506479,0.0222615,0.0127486,0.00835834,0.0163762,0.0302788,0,0,0.0114089,0,0.0145959,0.00680763,0.0437967,0.0161043,0.0307396,0.017783,0.015784,0.0443214,0.0074207,0.0232586,0.0132588,0.00510066,0.01586,0.0278769,0.0111816,0.0153352,0.032864,0.0187204,0.0251048,0.0236483,0.022119,0.0241443,0,0,0
26,0,0,0,0,0,0,0.0243918,0.0207491,0,0,0,0.00935962,0.0175098,0.0113521,0.017739,0,0,0.0110661,0,0.0289195,0.0113206,0.052422,0.0217908,0.0477787,0.0180982,0.0183678,0.0219021,0.0083321,0.00626026,0.00655395,0.0397667,0.015644,0.0166802,0.014549,0.0321194,0.0126782,0.00735302,0.0202855,0.00518292,0.021607,0.0127742,0.00799737,0.0161263,0.0295471,0,0,0.0114814,0,0.0145911,0.00688997,0.0440702,0.0159528,0.0306619,0.0169676,0.0154749,0.0436515,0.00713951,0.0232333,0.0129835,0.00460865,0.0153612,0.0274838,0.0107295,0.0148976,0.0321652,0.0181228,0.0249033,0.0238668,0.021919,0.0234163,0,0,0
27,0,0,0,0,0,0,0.0238484,0.0207101,0,0,0,0.00935505,0.0175448,0.0114502,0.0176508,0,0,0.0114297,0,0.0286978,0.0113564,0.052697,0.0217276,0.047587,0.0176131,0.0178942,0.0215403,0.00826492,0.00612921,0.00670342,0.0399297,0.0155799,0.0166282,0.0144595,0.0320298,0.012416,0.00680671,0.0203281,0.00534422,0.0209933,0.0128769,0.00769067,0.0161098,0.0288966,0,0,0.0116982,0,0.0146312,0.00686949,0.044182,0.0158769,0.0305501,0.0162008,0.0152542,0.0430798,0.0068742,0.0232151,0.0125393,0.00368328,0.0147617,0.0270398,0.0102265,0.0143609,0.0314856,0.0175764,0.0246677,0.0240248,0.0218066,0.0227587,0,0,0
28,0,0,0,0,0,0,0.0233903,0.0206776,0,0,0,0.00955949,0.0175966,0.0115926,0.0173114,0,0,0.0119292,0,0.0283888,0.0114628,0.0531472,0.0214627,0.0472963,0.016837,0.0171896,0.0213656,0.00801983,0.00622662,0.00677036,0.040069,0.0153578,0.016468,0.0142359,0.0318897,0.0121088,0.00636823,0.0203686,0.00557922,0.0205688,0.0129013,0.0075365,0.0157327,0.0282952,0,0,0.0120407,0,0.014688,0.00720822,0.044286,0.0158814,0.0304846,0.0154176,0.0148968,0.0424073,0.00664176,0.023167,0.0121628,0.00278966,0.0141566,0.0266244,0.00967216,0.0137868,0.0310005,0.0169582,0.0244831,0.0241662,0.0216914,0.022098,0,0,0
29,0,0,0,0,0,0,0.0229297,0.0206637,0,0,0,0.00980933,0.0176409,0.0116663,0.0173141,0,0,0.0123279,0,0.0281027,0.0115941,0.0535489,0.021253,0.0471532,0.0162153,0.0166584,0.020768,0.00768704,0.00617108,0.00676682,0.0403717,0.015121,0.0162749,0.0140496,0.031839,0.0119709,0.00582288,0.0204012,0.00596593,0.0200013,0.0128752,0.00722617,0.0156444,0.0278041,0,0,0.0123874,0,0.0145722,0.00729577,0.0444765,0.0157988,0.0304282,0.0145725,0.014671,0.0418058,0.00629556,0.0231427,0.0116971,0.00205306,0.0135008,0.0261807,0.00916496,0.013196,0.0303209,0.0163819,0.0242849,0.0242361,0.0216842,0.021465,0,0,0
30,0,0,0,0,0,0,0.0224486,0.0206702,0,0,0,0.0102075,0.017692,0.0116946,0.0171982,0,0,0.012768,0,0.0278818,0.0117811,0.0539723,0.0209594,0.0470174,0.0154853,0.0159898,0.0201356,0.00731355,0.00597328,0.00668501,0.0408509,0.0148335,0.0159947,0.013803,0.0317378,0.0119292,0.00532527,0.0204017,0.00630705,0.0192925,0.0128777,0.00688977,0.0153442,0.0273697,0,0,0.0126409,0,0.0144873,0.00735648,0.0447496,0.0156372,0.0303762,0.0137718,0.0143888,0.0412304,0.00599323,0.023144,0.0112104,0.00176492,0.012878,0.0256794,0.00861962,0.0126748,0.0294525,0.0158221,0.0241031,0.0242875,0.0216978,0.0208154,0,0,0
31,0,0,0,0,0,0,0.0219122,0.0207128,0,0,0,0.0107262,0.0177704,0.0117482,0.0173742,0,0,0.0132446,0,0.0276341,0.0119521,0.0543495,0.0206775,0.0469277,0.0147846,0.0155658,0.0193791,0.00712802,0.00592358,0.0068093,0.0412775,0.0146094,0.0157336,0.013547,0.0316068,0.0120777,0.00484897,0.0204054,0.00656978,0.0185774,0.0129475,0.00657058,0.0154066,0.0268646,0,0,0.0126088,0,0.0144488,0.00742,0.0449768,0.0154622,0.0302962,0.0129809,0.0141726,0.0406981,0.00572062,0.0232238,0.0105796,0.00167178,0.0121367,0.0251201,0.00804674,0.012031,0.0285237,0.0152834,0.0239451,0.0243357,0.0217531,0.0201762,0,0,0
32,0,0,0,0,0,0,0.021355,0.0207862,0,0,0,0.0115343,0.0178403,0.0118406,0.017245,0,0,0.0137371,0,0.027376,0.0121302,0.0548324,0.0202256,0.0467681,0.0138634,0.0150346,0.018689,0.00699581,0.005804,0.00704921,0.0417277,0.0143284,0.0153545,0.0131292,0.0313998,0.0124152,0.00445282,0.0204207,0.00691035,0.0180842,0.0129203,0.00643851,0.015278,0.0261789,0,0,0.0126958,0,0.0143954,0.007746,0.0451851,0.0153119,0.0302323,0.0121069,0.0137854,0.0401479,0.00536478,0.0232976,0.00983968,0.00117381,0.0112775,0.0245196,0.00736605,0.0112472,0.0278387,0.0146604,0.0237542,0.0245201,0.021833,0.0195699,0,0,0
33,0,0,0,0,0,0,0.0207808,0.0208716,0,0,0,0.0124905,0.0179137,0.0119167,0.0171397,0,0,0.0142025,0,0.0271313,0.0122539,0.0552912,0.0196516,0.0465801,0.0128266,0.0145988,0.0179076,0.00685654,0.00563053,0.007282,0.0422,0.0139872,0.0148615,0.012661,0.0311646,0.0130276,0.00412333,0.0204503,0.00731607,0.0172707,0.0128822,0.00625941,0.0153202,0.0256115,0,0,0.0127499,0,0.0142621,0.00779592,0.0455477,0.0151443,0.0301616,0.0111772,0.01345,0.039633,0.00498742,0.0233418,0.00915598,0.00100138,0.0104052,0.0239096,0.00667742,0.0103958,0.0267936,0.0140678,0.0235131,0.0246524,0.0219154,0.0189865,0,0,0
34,0,0,0,0,0,0,0.0203367,0.0209131,0,0,0,0.0134898,0.0180092,0.0118813,0.0171309,0,0,0.0145997,0,0.0269245,0.0123212,0.0557274,0.0189517,0.0462922,0.0117622,0.0143296,0.0171238,0.00662944,0.00565253,0.00741913,0.0426758,0.0136294,0.0142895,0.0121598,0.0309101,0.0138733,0.00389535,0.0204891,0.00777709,0.0162525,0.0128938,0.00609216,0.0156079,0.0251311,0,0,0.0128386,0,0.0141593,0.00789353,0.0460225,0.0150467,0.0300558,0.0103242,0.0132519,0.039116,0.0046362,0.0234059,0.00854545,0.00129478,0.00957905,0.0233193,0.00601988,0.0095582,0.025443,0.0134281,0.0233252,0.0246325,0.0219714,0.0184603,0,0,0
