Timestep,BBL,BBR,BFBL,BFBR,BFTL,BFTR,C7,CLAV,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x70,x71,x72
All Timesteps RMSE,0,0,0,0,0,0,0.0317507,0.0196092,0,0,0,0.0177555,0.0211007,0.00799678,0.0183728,0,0,0.0223088,0,0.0220606,0.0147202,0.0650722,0.0186445,0.0450979,0.0259207,0.0263325,0.0193205,0.0118004,0.0160385,0.00814938,0.0392839,0.0133879,0.0153044,0.0106958,0.0277575,0.0247278,0.0216815,0.0165489,0.00977792,0.0178562,0.0143175,0.0142441,0.0184173,0.0370747,0,0,0.0563174,0,0.0110122,0.0240847,0.0494528,0.0189997,0.0348924,0.0253411,0.0209734,0.0372528,0.0137999,0.0286062,0.0145262,0.0165672,0.0162887,0.0213603,0.0123707,0.014445,0.017106,0.0451772,0.0173936,0.0257651,0.0197743,0.0375564,0,0,0
0,0,0,0,0,0,0,0.0346971,0.0280196,0,0,0,0.00980545,0.0189062,0.00767245,0.0211638,0,0,0.00596031,0,0.0320987,0.0122593,0.047555,0.0186901,0.0518361,0.0263546,0.0290032,0.0247884,0.0093769,0.00936978,0.00392149,0.0337219,0.0144585,0.0153529,0.0144088,0.0309128,0.0121835,0.0130045,0.0187716,0.00810795,0.0295716,0.0152052,0.0163002,0.0191743,0.0463857,0,0,0.00881385,0,0.0155871,0.00334234,0.0356438,0.0238108,0.030738,0.0292758,0.023764,0.0634595,0.0138908,0.0277249,0.0157743,0.0181943,0.0258664,0.036342,0.0191081,0.0231873,0.0406,0.0327219,0.0273919,0.019009,0.030736,0.036315,0,0,0
1,0,0,0,0,0,0,0.0345046,0.0279392,0,0,0,0.00975415,0.0189208,0.00776086,0.0211107,0,0,0.00644641,0,0.0320635,0.0124148,0.0476955,0.018764,0.0518528,0.0261571,0.0288974,0.0249982,0.00945196,0.00946053,0.00411492,0.0338332,0.0144746,0.0153569,0.0143761,0.0309362,0.0121952,0.0127801,0.0187754,0.00806802,0.0293689,0.0151147,0.016128,0.0191961,0.0461967,0,0,0.00858069,0,0.0155218,0.00322882,0.0360356,0.0236054,0.0308438,0.0289952,0.0236004,0.0630744,0.0135837,0.0273907,0.0156882,0.0178198,0.0256764,0.0362007,0.019061,0.023061,0.040303,0.032377,0.0273818,0.0191291,0.0305181,0.035988,0,0,0
2,0,0,0,0,0,0,0.0343099,0.0279571,0,0,0,0.00968494,0.0189392,0.00768853,0.0210926,0,0,0.0069283,0,0.0319901,0.0125186,0.04783,0.0188069,0.0518675,0.0259828,0.028802,0.0253317,0.00950954,0.00945678,0.00430596,0.0340295,0.0144863,0.0153398,0.0143695,0.0309776,0.0122079,0.0125433,0.018775,0.00798762,0.0291542,0.0150886,0.0159012,0.0192611,0.0460266,0,0,0.00832845,0,0.0154657,0.00323988,0.0364759,0.0233871,0.0309558,0.0287372,0.0234774,0.0628055,0.0132936,0.0271699,0.015829,0.0174732,0.025549,0.0360229,0.0189861,0.0229653,0.0400583,0.0320402,0.0273152,0.019297,0.0304396,0.035646,0,0,0
3,0,0,0,0,0,0,0.0341018,0.0280615,0,0,0,0.00961338,0.0189455,0.00763408,0.0210759,0,0,0.00736563,0,0.0318986,0.0126308,0.0479826,0.0188247,0.0518828,0.0258203,0.0287155,0.0255138,0.00954406,0.00949436,0.00448377,0.0342442,0.0144999,0.0153526,0.0143794,0.0310084,0.0122217,0.0122815,0.0187849,0.00786441,0.0290193,0.0150756,0.0156932,0.0194326,0.045849,0,0,0.00818806,0,0.0153255,0.00328289,0.0369456,0.0231903,0.0310604,0.0285029,0.0233505,0.0626242,0.0130548,0.0269874,0.0162347,0.0171211,0.0254048,0.0358844,0.0188451,0.0228389,0.0399325,0.0317698,0.027196,0.019559,0.0304471,0.0352751,0,0,0
4,0,0,0,0,0,0,0.033913,0.0282654,0,0,0,0.00959028,0.0189731,0.00767325,0.021061,0,0,0.00790254,0,0.0317958,0.0127813,0.0481332,0.0188442,0.0519002,0.0256222,0.0286501,0.0256308,0.0095122,0.00957438,0.00461715,0.0344803,0.0145419,0.0153826,0.0143818,0.0310522,0.0122234,0.011966,0.0187809,0.0078867,0.028923,0.0150743,0.0156085,0.0196349,0.0456857,0,0,0.00800083,0,0.0151374,0.00331427,0.0374132,0.0230127,0.031148,0.0282751,0.0232724,0.062534,0.0127386,0.0268587,0.0168267,0.0169102,0.0252172,0.0357182,0.0186495,0.0226716,0.0398399,0.0315657,0.0271354,0.0197005,0.0305451,0.0349006,0,0,0
5,0,0,0,0,0,0,0.0337218,0.028559,0,0,0,0.00959442,0.0189974,0.00778967,0.0210422,0,0,0.0085027,0,0.0316708,0.0129207,0.0482704,0.0188905,0.0519236,0.0254032,0.0286248,0.0259099,0.00944385,0.00957492,0.00470776,0.0347318,0.0145826,0.0154448,0.0143969,0.031125,0.0122609,0.0116838,0.0187753,0.00787414,0.0288347,0.0151624,0.0154692,0.0198625,0.0455227,0,0,0.00769492,0,0.0150074,0.00339864,0.0378351,0.0228583,0.0312273,0.0280231,0.0232045,0.0625245,0.0123739,0.0267657,0.0166494,0.016623,0.025007,0.0355105,0.0184076,0.0224647,0.0397277,0.0313748,0.0270981,0.0198023,0.0307469,0.0345205,0,0,0
6,0,0,0,0,0,0,0.0335275,0.0288918,0,0,0,0.00962325,0.0190475,0.00797209,0.0209872,0,0,0.00906842,0,0.0314986,0.0130269,0.0483901,0.0189874,0.0519387,0.0251323,0.0285484,0.0262523,0.00941931,0.00951451,0.0047935,0.0349573,0.0145941,0.0155067,0.0144175,0.0312091,0.0123332,0.0114454,0.0187699,0.00778513,0.0288062,0.015253,0.015231,0.0200759,0.0453137,0,0,0.00755098,0,0.0148147,0.00343357,0.0382684,0.0226734,0.0313239,0.0277088,0.0230933,0.062519,0.0120802,0.0266696,0.0168694,0.0167011,0.0247663,0.0352772,0.0181612,0.0222617,0.0397268,0.0312368,0.0269744,0.0199815,0.0310444,0.0341056,0,0,0
7,0,0,0,0,0,0,0.0331265,0.0280374,0,0,0,0.00964781,0.0188636,0.00806033,0.0206732,0,0,0.00873285,0,0.031427,0.0126629,0.0485629,0.019096,0.0517674,0.0249288,0.0278481,0.0259796,0.00939843,0.00949767,0.00491713,0.0351865,0.0145922,0.0155393,0.0143973,0.0313166,0.0124573,0.0113959,0.0189125,0.00730456,0.0287609,0.0149261,0.0149917,0.019939,0.0443022,0,0,0.00785878,0,0.0148796,0.00319956,0.0386597,0.0224628,0.0312233,0.0273831,0.0225302,0.0611139,0.0117892,0.0265875,0.0171262,0.0165535,0.0245629,0.0350515,0.0179297,0.0221502,0.0397519,0.0305713,0.026835,0.0202192,0.0301657,0.0336924,0,0,0
8,0,0,0,0,0,0,0.0327163,0.0272172,0,0,0,0.00965356,0.0186842,0.00813901,0.0204282,0,0,0.00854261,0,0.0313411,0.0123178,0.0487612,0.0192134,0.051636,0.0247186,0.0271884,0.0258609,0.0093212,0.00947541,0.0050596,0.035438,0.0146454,0.0155902,0.014382,0.0314158,0.0125664,0.0114116,0.0190514,0.00687765,0.0287051,0.0146356,0.0147595,0.0197553,0.04328,0,0,0.00815718,0,0.014961,0.00314144,0.0390499,0.0222213,0.0311525,0.0270337,0.021863,0.0596829,0.0113765,0.026501,0.0173238,0.0161172,0.0243057,0.0347852,0.0176482,0.0220082,0.0397701,0.0298277,0.0267089,0.0205535,0.0293187,0.033268,0,0,0
9,0,0,0,0,0,0,0.032299,0.0264526,0,0,0,0.00967136,0.0185175,0.00824034,0.0203257,0,0,0.00847822,0,0.0312474,0.0120134,0.0490202,0.0193327,0.0514814,0.0244582,0.02659,0.025873,0.00922526,0.00944549,0.0052253,0.0356444,0.014712,0.0156683,0.0143907,0.031498,0.0127168,0.0114521,0.0191568,0.00660985,0.0286349,0.014383,0.014421,0.0195655,0.0422404,0,0,0.00839536,0,0.0150465,0.00326777,0.0394395,0.0219165,0.0311286,0.0267246,0.0211437,0.0582527,0.0107935,0.0264084,0.0176184,0.0155586,0.0240109,0.0344628,0.0173369,0.021835,0.039806,0.029052,0.0266169,0.0208102,0.028517,0.032837,0,0,0
10,0,0,0,0,0,0,0.0319016,0.0257666,0,0,0,0.00972148,0.0183685,0.00833822,0.0203054,0,0,0.00842614,0,0.0311229,0.0117906,0.049279,0.0194689,0.0511195,0.0242569,0.0261744,0.0257115,0.00914837,0.00942511,0.00536599,0.0358297,0.0147744,0.0157625,0.0144115,0.0316005,0.0129526,0.011443,0.019265,0.00624016,0.028545,0.0141966,0.0141111,0.0194951,0.0412739,0,0,0.00845318,0,0.01511,0.00354883,0.0397983,0.0215753,0.031036,0.0263742,0.0207039,0.0568813,0.0102869,0.0263024,0.0176264,0.0149399,0.0236129,0.0341005,0.0169832,0.0215868,0.0397818,0.0282689,0.0265724,0.0210325,0.0278455,0.0324336,0,0,0
11,0,0,0,0,0,0,0.031497,0.0251422,0,0,0,0.00975362,0.0182307,0.00848103,0.0201539,0,0,0.00839424,0,0.0310094,0.0116575,0.0494958,0.0196033,0.0508086,0.024045,0.0256972,0.0255086,0.00907602,0.00932622,0.00548188,0.0360326,0.0148251,0.0158692,0.0144389,0.0316943,0.0131293,0.0114248,0.0193702,0.0058709,0.0283651,0.0139902,0.0138413,0.0193555,0.0403872,0,0,0.00859171,0,0.0150906,0.00368684,0.0401039,0.0212623,0.0309618,0.0259698,0.0202672,0.0556557,0.0101289,0.0261716,0.0173975,0.0142678,0.023205,0.0336972,0.0166367,0.0212705,0.0396435,0.0275692,0.0264467,0.0213094,0.0272094,0.0320079,0,0,0
12,0,0,0,0,0,0,0.0310963,0.0246058,0,0,0,0.00973908,0.0181077,0.00862715,0.0198892,0,0,0.00846907,0,0.0309244,0.0115846,0.0496847,0.0197137,0.0505697,0.0237938,0.0251714,0.0252787,0.00899692,0.00920613,0.00561205,0.0362325,0.0148847,0.0159485,0.0144884,0.0317521,0.0132424,0.0113498,0.0194559,0.00569242,0.0281305,0.0138265,0.0134708,0.0191797,0.0395667,0,0,0.00876637,0,0.0150228,0.00365511,0.0404155,0.0209348,0.0309268,0.0254859,0.0197461,0.0545992,0.0101327,0.0259366,0.0171214,0.0135119,0.0227693,0.033266,0.0162862,0.0209461,0.039467,0.0269551,0.0263165,0.0215546,0.0266525,0.03154,0,0,0
13,0,0,0,0,0,0,0.0307037,0.0241526,0,0,0,0.0096777,0.0179923,0.00876248,0.0196971,0,0,0.00863152,0,0.0308279,0.0115233,0.0498722,0.0198254,0.050357,0.0235084,0.0246598,0.0251047,0.00894932,0.00906086,0.0057527,0.036461,0.0149406,0.0160004,0.014516,0.0317755,0.0132956,0.0111954,0.0195364,0.00553862,0.0278143,0.0137296,0.0130106,0.0189359,0.0387798,0,0,0.00885997,0,0.0149781,0.00377975,0.0407173,0.02049,0.0309139,0.0249606,0.0192147,0.0536376,0.0100553,0.0256191,0.0170071,0.0126794,0.0223052,0.0328388,0.0159337,0.0206125,0.0392061,0.0263385,0.0262395,0.0216597,0.026171,0.0310564,0,0,0
14,0,0,0,0,0,0,0.0303037,0.0238153,0,0,0,0.00965536,0.0178891,0.00892611,0.0194566,0,0,0.00885634,0,0.0306874,0.0114915,0.0500706,0.019956,0.0501139,0.0231108,0.0240953,0.024966,0.00890848,0.00889083,0.00589205,0.0366988,0.0149762,0.0160458,0.014513,0.0317894,0.0133303,0.0109951,0.019604,0.00540133,0.0273956,0.0136473,0.0125327,0.0185719,0.0380664,0,0,0.00898865,0,0.0149236,0.00385897,0.0409626,0.0200852,0.0308788,0.0244895,0.0188773,0.0528384,0.00979027,0.0252889,0.016682,0.0117903,0.0218479,0.0324091,0.0155514,0.0202845,0.0388225,0.0257878,0.0261316,0.0220387,0.0257869,0.0305321,0,0,0
15,0,0,0,0,0,0,0.0299368,0.023502,0,0,0,0.00958316,0.0178489,0.00906288,0.0192918,0,0,0.00896664,0,0.0305711,0.0114533,0.0502145,0.0201162,0.0498704,0.0228102,0.0236594,0.0247434,0.00890636,0.00877659,0.00604427,0.0369393,0.0150398,0.0161083,0.0145434,0.0318048,0.0133502,0.0107708,0.0196559,0.00524741,0.0269573,0.0136505,0.0121345,0.0183292,0.0374431,0,0,0.00902631,0,0.0148985,0.00404421,0.0411218,0.0196796,0.0308012,0.0239183,0.0186765,0.0521219,0.00943246,0.0249779,0.0158615,0.0107551,0.021306,0.0319311,0.0151273,0.0198635,0.038318,0.0252324,0.0260511,0.0222848,0.0254598,0.0300488,0,0,0
16,0,0,0,0,0,0,0.0295817,0.0232569,0,0,0,0.00950301,0.0178274,0.00920165,0.0192133,0,0,0.00914194,0,0.0304465,0.0113812,0.0503426,0.0202813,0.0496337,0.0225019,0.0232299,0.0244322,0.00895008,0.00866185,0.00622384,0.0371998,0.0151544,0.0162499,0.0146129,0.0318155,0.0133815,0.0105388,0.0197024,0.00512585,0.0264705,0.0136799,0.0117468,0.0181598,0.0368586,0,0,0.00898439,0,0.0148683,0.00434005,0.0411679,0.0192361,0.0307554,0.0233571,0.018417,0.0514783,0.00906615,0.0246688,0.0146771,0.0097443,0.0207598,0.0314633,0.0147164,0.0194573,0.0377264,0.024684,0.0259975,0.0224425,0.0251602,0.0295555,0,0,0
17,0,0,0,0,0,0,0.0292264,0.0231199,0,0,0,0.00944451,0.0177755,0.00936186,0.0191378,0,0,0.00946822,0,0.0303085,0.0113583,0.0504427,0.0204864,0.049367,0.0222177,0.0228017,0.0241711,0.00897822,0.00857105,0.00636991,0.0374694,0.0152787,0.0163961,0.0147022,0.0318339,0.0134376,0.0102451,0.0197773,0.00503382,0.0260408,0.0136917,0.0114167,0.0179716,0.0362904,0,0,0.00894809,0,0.0148159,0.00470117,0.0411211,0.0188022,0.0307197,0.0228033,0.0180954,0.0509253,0.00870807,0.0243905,0.0143767,0.00924003,0.0202095,0.0310298,0.0143313,0.0190371,0.0371671,0.0241908,0.0259413,0.022524,0.0249214,0.0290312,0,0,0
18,0,0,0,0,0,0,0.028832,0.0230611,0,0,0,0.00946313,0.0177152,0.00961985,0.0190011,0,0,0.00986412,0,0.0301297,0.0113743,0.0505594,0.0208051,0.0490713,0.0218801,0.0223377,0.0240061,0.00888514,0.008487,0.00640617,0.0377016,0.0153704,0.0164652,0.0147139,0.0318988,0.0135069,0.00989842,0.0198428,0.0049309,0.0255344,0.013717,0.0110572,0.0176674,0.0357121,0,0,0.00902895,0,0.0147056,0.00480197,0.0410531,0.0183481,0.0306828,0.0222806,0.0178208,0.0504161,0.00836535,0.0241158,0.0139149,0.00880206,0.0196881,0.0306189,0.0139464,0.0185446,0.0365026,0.0237383,0.0258764,0.0225991,0.0247582,0.0284726,0,0,0
19,0,0,0,0,0,0,0.0283599,0.0225039,0,0,0,0.00951459,0.0176371,0.00992666,0.0188796,0,0,0.00997701,0,0.029968,0.0112806,0.0507737,0.021098,0.0488394,0.0215111,0.0217931,0.0238331,0.00868514,0.00835262,0.00627321,0.0379107,0.0154283,0.0165297,0.0147112,0.0319971,0.0135396,0.00968238,0.0199375,0.00475361,0.0250472,0.0135552,0.0106438,0.0173219,0.0347781,0,0,0.00937523,0,0.0147514,0.00522715,0.0411106,0.0179033,0.0306902,0.0217441,0.0174641,0.0492459,0.00802941,0.0238795,0.0137867,0.00812513,0.0191552,0.0302241,0.0135244,0.0180249,0.0359163,0.0229507,0.0258655,0.0227452,0.0241128,0.0279439,0,0,0
20,0,0,0,0,0,0,0.0278645,0.0220181,0,0,0,0.0094791,0.0175855,0.0101715,0.018722,0,0,0.0100715,0,0.0298087,0.0112086,0.0511246,0.0211864,0.0487628,0.0210113,0.0212039,0.023523,0.008558,0.00812023,0.00597096,0.0381251,0.0154573,0.0165772,0.014722,0.0320501,0.0133959,0.00946312,0.0200055,0.00468371,0.0245659,0.0134084,0.0101254,0.0170442,0.0339021,0,0,0.00979944,0,0.0147554,0.00545535,0.0414839,0.0173458,0.0307532,0.0212076,0.017178,0.0482059,0.00795961,0.0237323,0.0139249,0.00749858,0.0186115,0.0298008,0.0130882,0.0175499,0.0353166,0.0222163,0.0257861,0.0229797,0.0235846,0.0273931,0,0,0
21,0,0,0,0,0,0,0.0273385,0.0216251,0,0,0,0.00954141,0.0175292,0.0104622,0.0183376,0,0,0.0102683,0,0.0296509,0.0111895,0.0514674,0.0212332,0.0486853,0.0203213,0.0204372,0.0234289,0.00863643,0.00774215,0.00585693,0.0383998,0.015499,0.0166227,0.0146943,0.0320774,0.0132878,0.00932093,0.0200558,0.00467141,0.0242111,0.0132463,0.00975272,0.0166817,0.0330803,0,0,0.0102762,0,0.0147613,0.00567467,0.0421049,0.0170342,0.0308661,0.020539,0.0167345,0.0472443,0.008009,0.023612,0.0138516,0.00723596,0.0181185,0.029366,0.0126723,0.0171348,0.0349018,0.0215002,0.025675,0.0231803,0.0231192,0.0267634,0,0,0
