Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.00862426,0.0074262,0,0,0,0.0334778,0.0128671,0.0169421,0.00689688,0,0,0.0101865,0,0.0262795,0.00663206,0.023975,0.0204076,0.0276015,0.0100903,0.00580627,0.0146595,0.00707451,0.0139831,0.0101203,0.0147963,0.0100892,0.0150195,0.00684435,0.0273277,0.0432686,0.00720635,0.0172832,0.00420166,0.0254107,0.00905494,0.0200726,0.0159174,0.00812044,0,0,0.00500592,0,0.0101666,0.0031996,0.0363088,0.0274283,0.0406569,0.0232249,0.0118121,0.00621702,0.00733431,0.016935,0.0111284,0.00930553,0.0211323,0.0614609,0.0179683,0.022279,0.0257541,0.00460519,0.00321754,0.00273904,0.00786577,0.00816192,0,0,0
0,0,0,0,0,0.0143663,0.00830982,0,0,0,0.0301749,0.0126259,0.0185073,0.00435593,0,0,0.00940995,0,0.0246181,0.00432617,0.0216234,0.0232195,0.0307176,0.0147503,0.00635544,0.022884,0.00450567,0.00388624,0.00318707,0.0150474,0.0114823,0.0117375,0.00918037,0.0347189,0.0404316,0.0073618,0.0166175,0.00158616,0.0148747,0.0110419,0.00728222,0.015816,0.0107244,0,0,0.00477727,0,0.0103522,0.00377525,0.0394401,0.00412728,0.0416552,0.00357513,0.0182165,0.00319077,0.00849417,0.021983,0.00709958,0.00688438,0.00893336,0.0657461,0.0107506,0.0107034,0.0267693,0.00418195,0.00225617,0.00319577,0.00656491,0.0119062,0,0,0
1,0,0,0,0,0.0139547,0.008576,0,0,0,0.0333372,0.012799,0.0138631,0.00472847,0,0,0.00842699,0,0.024341,0.00344258,0.0214503,0.0208827,0.0307781,0.00876581,0.00620436,0.0225957,0.00506276,0.00776068,0.00576349,0.0168075,0.00596168,0.0146931,0.0048607,0.0291841,0.0483204,0.00718043,0.016517,0.00192876,0.012685,0.0111352,0.00791125,0.0160694,0.0101509,0,0,0.00669609,0,0.010305,0.00469246,0.040175,0.0056123,0.0413875,0.00510391,0.0182072,0.00249983,0.00871883,0.0218798,0.00675247,0.00701563,0.0094471,0.0665457,0.0108858,0.0107884,0.0236714,0.00606983,0.00215075,0.00317701,0.00666031,0.0112592,0,0,0
2,0,0,0,0,0.0134905,0.00907898,0,0,0,0.0338064,0.0129079,0.0141764,0.00465961,0,0,0.00789725,0,0.024145,0.00277362,0.0215244,0.0213374,0.0307585,0.0089853,0.00660419,0.0218874,0.00505257,0.00797876,0.00554997,0.0166954,0.00611777,0.0145944,0.00504485,0.0293492,0.0487077,0.00718775,0.0164617,0.00197861,0.0120403,0.0112125,0.0096374,0.0162556,0.00936363,0,0,0.00879476,0,0.0102363,0.00544875,0.0407887,0.0090989,0.0414322,0.00738774,0.0188423,0.00378991,0.00913424,0.0219899,0.00718325,0.00768007,0.0103617,0.0673071,0.0113106,0.0119022,0.0209644,0.0082383,0.00200422,0.00307374,0.00743517,0.0104469,0,0,0
3,0,0,0,0,0.0130013,0.00971941,0,0,0,0.0342038,0.0130519,0.0142344,0.00445491,0,0,0.00738214,0,0.0238811,0.00239404,0.0216208,0.0217453,0.0307097,0.00913072,0.00725519,0.020851,0.00507107,0.00833795,0.00546991,0.0165924,0.00617032,0.014538,0.00513982,0.0293861,0.0490836,0.00723484,0.0163886,0.00190522,0.0107914,0.0113416,0.0100335,0.0166487,0.00843933,0,0,0.0108816,0,0.0101846,0.00623181,0.0412578,0.0121789,0.041357,0.00839179,0.0195977,0.00609713,0.00936664,0.0220245,0.00742855,0.00822856,0.0110376,0.067955,0.0117134,0.0125192,0.0183193,0.0104057,0.00195891,0.00287006,0.00862277,0.00967694,0,0,0
4,0,0,0,0,0.0141043,0.00965635,0,0,0,0.0351572,0.0128501,0.0143469,0.00456251,0,0,0.00865696,0,0.0242521,0.00304868,0.0217752,0.0219889,0.0305262,0.00928007,0.00731452,0.0210327,0.00504937,0.00867095,0.00554187,0.0165616,0.00627304,0.0147431,0.00516002,0.0293844,0.0501742,0.00778839,0.0165306,0.00160211,0.0112582,0.0112847,0.0119063,0.0164571,0.0093677,0,0,0.00883089,0,0.0104596,0.00551283,0.0414135,0.0126057,0.0414525,0.0101594,0.0198702,0.00425104,0.00993151,0.0222834,0.00821349,0.00921096,0.0122254,0.0685051,0.012355,0.0138971,0.017591,0.00831486,0.00232241,0.00307751,0.00849897,0.0106516,0,0,0
5,0,0,0,0,0.0138173,0.00919394,0,0,0,0.0360002,0.0128912,0.0141873,0.00488244,0,0,0.00846172,0,0.0241847,0.00352779,0.0220041,0.0223158,0.0302468,0.00932877,0.00687506,0.0212175,0.00506535,0.00911969,0.00574304,0.0166106,0.00632848,0.0150511,0.00513656,0.0292317,0.051518,0.00764063,0.0164616,0.00172787,0.0127035,0.0110872,0.0137549,0.0160153,0.00940835,0,0,0.00830093,0,0.0101223,0.00475538,0.041417,0.0148843,0.0415638,0.0117228,0.019693,0.00444565,0.0104988,0.0226212,0.00893371,0.0100795,0.0133511,0.0688978,0.0129157,0.0152506,0.0179983,0.00823282,0.00225316,0.00295175,0.00800474,0.0105958,0,0,0
6,0,0,0,0,0.0129394,0.00908965,0,0,0,0.0365277,0.0130136,0.013854,0.00497416,0,0,0.00726308,0,0.0240272,0.00297558,0.0221338,0.0225409,0.0299027,0.00918286,0.00657361,0.0216625,0.00516704,0.00953708,0.00599494,0.0166204,0.00641124,0.0153222,0.005078,0.0291198,0.0525591,0.00702156,0.0164014,0.00192225,0.0120525,0.0107832,0.0134614,0.0161469,0.00890063,0,0,0.00779274,0,0.010107,0.00410913,0.0414124,0.0153731,0.0413442,0.01098,0.0195495,0.00431168,0.0107273,0.0227485,0.00875035,0.0103078,0.0133957,0.0693413,0.0132162,0.0153726,0.0172023,0.00800405,0.00220557,0.0026767,0.00792058,0.00993244,0,0,0
7,0,0,0,0,0.0121821,0.00900344,0,0,0,0.0368871,0.0131644,0.0135192,0.00502881,0,0,0.00621099,0,0.0238602,0.00259688,0.0223047,0.0228968,0.0295051,0.00907864,0.00622168,0.0218586,0.00528464,0.00981176,0.0061702,0.0166482,0.006527,0.0155448,0.00498648,0.0289568,0.0534459,0.00669118,0.0163386,0.00209838,0.0116162,0.0105375,0.0130317,0.0162407,0.00841401,0,0,0.00746101,0,0.0101465,0.00374321,0.0413594,0.0157389,0.0411313,0.00998303,0.0194578,0.00463665,0.010784,0.0227601,0.00855203,0.0102905,0.0132632,0.0695811,0.01337,0.0152854,0.0170981,0.00790494,0.00210735,0.0024028,0.00793745,0.00935741,0,0,0
8,0,0,0,0,0.011428,0.00883197,0,0,0,0.0370035,0.0133345,0.0132583,0.00508824,0,0,0.00527062,0,0.0236707,0.00248854,0.0224813,0.0234357,0.0291026,0.00900778,0.00582849,0.0217448,0.00530295,0.00991482,0.00622046,0.0166182,0.00659981,0.015692,0.00487852,0.0287889,0.0540307,0.00650859,0.0162598,0.00230082,0.011829,0.0103107,0.0125595,0.0163488,0.00787013,0,0,0.00758885,0,0.0102602,0.003683,0.0412704,0.0166012,0.0408899,0.00890224,0.0193411,0.00546382,0.0106368,0.0226794,0.00823451,0.00996567,0.0130304,0.0695904,0.0134434,0.0150833,0.017904,0.00818449,0.00177119,0.00207933,0.00799929,0.00875056,0,0,0
9,0,0,0,0,0.0118267,0.00898989,0,0,0,0.0370325,0.0131328,0.0127616,0.00510892,0,0,0.00687563,0,0.0240227,0.00369263,0.0226023,0.0231344,0.0286684,0.00866226,0.00553414,0.021926,0.00529237,0.0101773,0.0064766,0.0165305,0.00656707,0.0159768,0.0046439,0.0284683,0.0545609,0.00700324,0.0162332,0.00220043,0.0100657,0.0100903,0.0106617,0.0167908,0.00842358,0,0,0.00315739,0,0.0103685,0.002164,0.0410479,0.0126055,0.0404596,0.00673152,0.0190603,0.00273392,0.0101999,0.0224961,0.00719066,0.00926147,0.0122135,0.0693928,0.0132168,0.0140301,0.0187503,0.00464545,0.00334883,0.00266681,0.00806156,0.00920178,0,0,0
