Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71
19,0,0,0,0,0.0162823,0.0116729,0,0,0,0.0117399,0.0187954,0.0112252,0.00551129,0,0,0.015748,0,0.0163955,0.0111246,0.0264931,0.0169261,0.0255681,0.00844322,0.003952,0.0265087,0.00453055,0.00453622,0.00326693,0.0171614,0.00494025,0.0068572,0.00182961,0.0261985,0.0306216,0.0121655,0.0141194,0.00641999,0.00478709,0.0119305,0.013994,0.0120988,0.0159147,0,0,0.0103814,0,0.0113469,0.00558909,0.0366158,0.0166973,0.04435,0.00435885,0.0157063,0.00711591,0.00661025,0.0202921,0.00381864,0.004826,0.0121447,0.0709493,0.0129746,0.0124006,0.00739822,0.00807013,0.00431172,0.00711671,0.0101677,0.0168197,0,0,0,0
20,0,0,0,0,0.0156257,0.0107145,0,0,0,0.00627101,0.0193337,0.0121424,0.00464541,0,0,0.0167232,0,0.0157257,0.0116877,0.0264905,0.0160235,0.0251471,0.00827285,0.00404507,0.0270318,0.00459241,0.00407234,0.00365008,0.017083,0.00506666,0.0056004,0.00215913,0.0259126,0.0251089,0.0131542,0.0140453,0.00730164,0.00361404,0.0120405,0.0119688,0.0126743,0.0158641,0,0,0.00799652,0,0.0116916,0.00569435,0.0366249,0.0145861,0.0439153,0.00756764,0.0151926,0.00769463,0.00643728,0.0199249,0.00388002,0.00492613,0.0116094,0.0699019,0.0120777,0.0109437,0.00973393,0.00516688,0.00594513,0.00813873,0.00938884,0.0166261,0,0,0,0
21,0,0,0,0,0.01557,0.0100165,0,0,0,0.00273805,0.0198421,0.0132937,0.00371102,0,0,0.0175701,0,0.0153739,0.0121279,0.0264791,0.0157786,0.0247482,0.00834653,0.00398096,0.0277069,0.00476012,0.00379165,0.00399857,0.0170628,0.00538848,0.00524414,0.00266015,0.0256411,0.0199225,0.0142028,0.0139913,0.00802474,0.00535727,0.0120532,0.0105585,0.0130384,0.0160949,0,0,0.00908291,0,0.0115686,0.00596821,0.0365073,0.012657,0.0436951,0.0104832,0.0146111,0.00833301,0.00634318,0.0196059,0.00431313,0.0051074,0.0121708,0.0690046,0.0113182,0.0102511,0.0127135,0.0057032,0.00553649,0.00803417,0.00872723,0.0167672,0,0,0,0
22,0,0,0,0,0.0156898,0.00928849,0,0,0,0.00717015,0.020274,0.0144139,0.00290258,0,0,0.0184114,0,0.0152201,0.0126222,0.0263702,0.0162892,0.024415,0.00820743,0.00377919,0.0282218,0.00491784,0.00394041,0.00438262,0.0172241,0.00591138,0.00608287,0.0032285,0.0254341,0.0165238,0.0152084,0.0139933,0.00838849,0.00786044,0.0121003,0.00969708,0.0133955,0.0162481,0,0,0.0102916,0,0.011466,0.00625364,0.0362458,0.011295,0.0435599,0.0131315,0.0141321,0.00876574,0.00555227,0.0191699,0.00533441,0.00495339,0.0131046,0.0682225,0.0105378,0.00983142,0.0146153,0.00644032,0.00499947,0.00786161,0.00799853,0.0169277,0,0,0,0
23,0,0,0,0,0.0156919,0.00857867,0,0,0,0.0127788,0.0205819,0.0152231,0.00244489,0,0,0.018985,0,0.0150934,0.0130359,0.0263071,0.0175205,0.0241602,0.00800826,0.00377374,0.0286326,0.00514475,0.00490474,0.00504211,0.0173522,0.0067159,0.00792984,0.0038165,0.0251982,0.0165663,0.0159984,0.013954,0.00876483,0.00970113,0.0121533,0.00889199,0.013602,0.0162978,0,0,0.0114766,0,0.0113628,0.00651963,0.0358879,0.0100207,0.0435467,0.0143645,0.0135954,0.00917568,0.00444587,0.0186444,0.00659399,0.00451882,0.0125199,0.067606,0.00990203,0.00939519,0.0156027,0.0071432,0.00447401,0.0076992,0.00730808,0.0171648,0,0,0,0
24,0,0,0,0,0.0155248,0.00798651,0,0,0,0.0182357,0.0207662,0.01574,0.00241274,0,0,0.0192845,0,0.0149742,0.0132934,0.0264054,0.019205,0.0239584,0.00806488,0.00379142,0.0287377,0.00547957,0.00660303,0.00594657,0.0175072,0.00780393,0.0102516,0.00447183,0.0250031,0.0190409,0.0165211,0.0138743,0.00895843,0.01097,0.0121697,0.00819586,0.013652,0.0162036,0,0,0.0127602,0,0.0112124,0.00680278,0.035603,0.00896398,0.0435743,0.0142353,0.0129817,0.00939229,0.0033164,0.0181206,0.00779482,0.00437215,0.011303,0.0671477,0.00949508,0.00886059,0.0154261,0.00800188,0.00384862,0.00745988,0.0068102,0.0173914,0,0,0,0
25,0,0,0,0,0.0151971,0.00738973,0,0,0,0.023235,0.0208009,0.0162064,0.00275875,0,0,0.0195377,0,0.0148486,0.0133953,0.0266502,0.0210529,0.0238419,0.00812466,0.00372168,0.0283475,0.00601991,0.00874142,0.00696742,0.0177475,0.00902738,0.0126863,0.00510565,0.0248949,0.022459,0.0168017,0.0138022,0.0089282,0.0121081,0.0121948,0.00776424,0.0135016,0.0159375,0,0,0.0124464,0,0.0112139,0.00690712,0.035337,0.00829413,0.0436174,0.0133396,0.0120345,0.00997959,0.00232483,0.0177203,0.00854215,0.00470632,0.0103223,0.066934,0.00938042,0.00844677,0.0143676,0.00734815,0.00406565,0.00766049,0.00645531,0.0174242,0,0,0,0
26,0,0,0,0,0.0146546,0.00665919,0,0,0,0.0274544,0.0207374,0.0164415,0.00329456,0,0,0.0197417,0,0.0147788,0.0134819,0.0266785,0.0232376,0.02384,0.00819268,0.00349199,0.0274264,0.00670426,0.0112923,0.00818969,0.0180609,0.0100289,0.015079,0.0056118,0.0248785,0.0268033,0.0166261,0.013784,0.00859659,0.0130256,0.0122107,0.00762545,0.0131135,0.0153851,0,0,0.0121971,0,0.0112391,0.00705713,0.0350465,0.00829969,0.0436546,0.0127639,0.0109849,0.0104108,0.0017099,0.0175287,0.00883915,0.00546144,0.0105143,0.0668711,0.00946823,0.00853287,0.0138933,0.00671824,0.00419982,0.00780513,0.00621407,0.0170929,0,0,0,0
27,0,0,0,0,0.0140613,0.0060206,0,0,0,0.0307015,0.0206429,0.0164831,0.00381694,0,0,0.0196922,0,0.0146942,0.0135199,0.0266053,0.0263581,0.0239969,0.00850499,0.00336547,0.0262374,0.00722502,0.0137505,0.0094845,0.0183764,0.0106822,0.0171803,0.0059968,0.024981,0.0322246,0.0160336,0.0137567,0.0083418,0.0136284,0.0122135,0.00767294,0.0125988,0.0147341,0,0,0.0119362,0,0.0112705,0.00719932,0.0347285,0.00857329,0.04371,0.0125649,0.0100671,0.0106495,0.00170842,0.017451,0.00894043,0.00613288,0.0110039,0.066887,0.00956799,0.00897242,0.0134955,0.00613714,0.00432009,0.00792865,0.00593575,0.0166118,0,0,0,0
28,0,0,0,0,0.0135064,0.0055616,0,0,0,0.0335486,0.0205367,0.0163678,0.00422841,0,0,0.0193407,0,0.0146258,0.0134962,0.0264813,0.0301848,0.0242343,0.00915996,0.00353195,0.0249684,0.00754566,0.0159581,0.0107248,0.0185567,0.0113164,0.0191363,0.00640367,0.0250844,0.0389202,0.0152184,0.0137333,0.00821554,0.0140426,0.0121802,0.00759683,0.0119411,0.0141085,0,0,0.0116676,0,0.0112887,0.00726411,0.0344548,0.00888734,0.0437954,0.0124008,0.00944177,0.0106499,0.0018763,0.0173519,0.00917612,0.00634295,0.0112918,0.0669162,0.00975448,0.00931056,0.0131033,0.00567327,0.00446778,0.00800558,0.00551555,0.0161004,0,0,0,0
29,0,0,0,0,0.0130343,0.00529817,0,0,0,0.0360856,0.020421,0.0161055,0.00453821,0,0,0.0187655,0,0.0145497,0.0133248,0.0263372,0.0341716,0.0244815,0.0100621,0.00400832,0.0237605,0.00772396,0.0181098,0.0119264,0.0185733,0.0120147,0.0210239,0.00682679,0.0251557,0.0465839,0.0143523,0.0137,0.0081373,0.0144972,0.0121549,0.00746826,0.0111394,0.0135656,0,0,0.0113025,0,0.0113142,0.00724155,0.0342421,0.0093677,0.0438735,0.0123043,0.0091291,0.0105372,0.00194511,0.0172494,0.00900557,0.00601197,0.0113178,0.0669332,0.0102853,0.00940142,0.0129588,0.00529533,0.00460338,0.0080212,0.00501174,0.0156403,0,0,0,0
30,0,0,0,0,0.0141045,0.00609466,0,0,0,0.0376647,0.0202499,0.0158845,0.00496288,0,0,0.017028,0,0.0148269,0.0124959,0.0261745,0.0376259,0.0247082,0.0109741,0.00465702,0.0237119,0.00783253,0.0201824,0.0131496,0.0184977,0.0127788,0.0227117,0.00720685,0.0252185,0.052829,0.0130684,0.0136625,0.00764194,0.0141659,0.0119653,0.00756464,0.0101434,0.0142554,0,0,0.0141723,0,0.0107875,0.00745535,0.0341332,0.0109727,0.0438734,0.01228,0.00890022,0.00879561,0.00190496,0.0170779,0.00867447,0.00555157,0.0109017,0.0669213,0.00983173,0.0090623,0.013427,0.00853194,0.00290308,0.00680605,0.00554006,0.0163901,0,0,0,0
31,0,0,0,0,0.0136683,0.00566152,0,0,0,0.0388689,0.0201546,0.0155776,0.0053491,0,0,0.0164832,0,0.0147225,0.0122361,0.0260453,0.0388092,0.0248418,0.0117679,0.00532931,0.0225021,0.00791241,0.0220927,0.0143968,0.018384,0.0137754,0.024172,0.00756401,0.025228,0.0551443,0.012502,0.0136331,0.00739178,0.0152539,0.0118873,0.00770231,0.009022,0.0138361,0,0,0.0133248,0,0.010834,0.0073387,0.0340996,0.0109453,0.0438831,0.0120473,0.00853176,0.0086333,0.00179827,0.0168618,0.00837021,0.00495826,0.0102946,0.0669792,0.00918266,0.00832793,0.0136907,0.00765704,0.00301235,0.00691511,0.0050149,0.0158786,0,0,0,0
32,0,0,0,0,0.0135131,0.00552914,0,0,0,0.038871,0.0200295,0.0154222,0.00571219,0,0,0.015607,0,0.0147633,0.011802,0.026004,0.0377953,0.0249525,0.0125338,0.00600816,0.0215434,0.00804778,0.023943,0.0155331,0.0183674,0.0145604,0.0252569,0.00782797,0.0251695,0.0540858,0.0120145,0.0136437,0.00726123,0.0158627,0.0118797,0.00740669,0.00785441,0.0136592,0,0,0.0124154,0,0.0109327,0.00717384,0.0340757,0.0111743,0.0439552,0.0114723,0.0080428,0.00872726,0.00165664,0.0165978,0.00809398,0.00461282,0.0100081,0.0670515,0.00885609,0.00783843,0.0134841,0.00676275,0.0031605,0.00703269,0.00478621,0.0156328,0,0,0,0
33,0,0,0,0,0.0134969,0.0056251,0,0,0,0.0382019,0.0198399,0.0154879,0.00599478,0,0,0.0145284,0,0.0149477,0.0112378,0.0260855,0.0352327,0.0250272,0.0131842,0.00665434,0.0206795,0.0082394,0.0255912,0.0164185,0.0184333,0.0150096,0.0258814,0.00788879,0.0251201,0.0516787,0.0114379,0.0136764,0.00713078,0.0163414,0.0118861,0.00719164,0.00652478,0.0136894,0,0,0.0115562,0,0.0110294,0.00698301,0.0340293,0.0118731,0.0441138,0.0104679,0.00745219,0.00896813,0.00151379,0.0163455,0.00755109,0.00429467,0.00982893,0.0672104,0.00860768,0.00787287,0.0130465,0.00597824,0.00328123,0.00715201,0.00471846,0.0155073,0,0,0,0
34,0,0,0,0,0.013489,0.00567192,0,0,0,0.0373031,0.0196049,0.015725,0.00617112,0,0,0.0134305,0,0.0152195,0.0106913,0.0262003,0.0320381,0.02509,0.0135879,0.00689124,0.0197621,0.00845593,0.0270394,0.0170764,0.0185596,0.0152797,0.0261644,0.00780466,0.0251068,0.04893,0.0106616,0.0137574,0.00698419,0.0168232,0.0118675,0.00742968,0.00529264,0.0136444,0,0,0.0109254,0,0.0110742,0.00685301,0.0339044,0.0129668,0.0442976,0.00904705,0.00670936,0.00916351,0.00144382,0.0161637,0.00669124,0.00389404,0.00912745,0.0674743,0.00858634,0.00774664,0.0126709,0.0054304,0.00333963,0.00715203,0.00472943,0.0153619,0,0,0,0
35,0,0,0,0,0.0133792,0.00575893,0,0,0,0.0366034,0.0194041,0.0157931,0.00625577,0,0,0.0125154,0,0.0154466,0.0104181,0.0262824,0.0284694,0.0251077,0.0139534,0.00676212,0.0188205,0.00865988,0.0283451,0.0175941,0.0186819,0.0154751,0.0262215,0.00784777,0.0250767,0.0462212,0.00967646,0.0137815,0.00678262,0.016829,0.0117386,0.00804281,0.00416111,0.0133308,0,0,0.0136241,0,0.0106085,0.00716376,0.0337764,0.0149957,0.0445215,0.0072061,0.00589727,0.00738747,0.00145367,0.0160604,0.0056587,0.00310743,0.00861023,0.067908,0.00878672,0.00780995,0.0117452,0.0083657,0.00271365,0.00612696,0.00499331,0.0151012,0,0,0,0
36,0,0,0,0,0.0132784,0.00556229,0,0,0,0.0360861,0.019056,0.0158938,0.00645839,0,0,0.0114085,0,0.015826,0.00994174,0.0262449,0.0247554,0.0250867,0.0141844,0.00656444,0.0178465,0.00875051,0.029359,0.0179172,0.0187671,0.0155879,0.0259492,0.00779427,0.0249782,0.0444679,0.00881618,0.0138594,0.00661536,0.0175887,0.0117257,0.00878015,0.00335251,0.0131994,0,0,0.0124993,0,0.0107583,0.00696543,0.0336118,0.0158492,0.0447024,0.0056611,0.00527275,0.00776347,0.00157133,0.0160558,0.0048532,0.00236808,0.00848148,0.0683658,0.00938928,0.00821519,0.0109999,0.00718956,0.00283574,0.00619557,0.00506733,0.0149642,0,0,0,0
37,0,0,0,0,0.0131506,0.00542706,0,0,0,0.0358768,0.0187491,0.0158884,0.00663487,0,0,0.0102246,0,0.0161512,0.00942191,0.0261763,0.0209305,0.0250253,0.0142537,0.00628857,0.0168771,0.00874544,0.0299908,0.0180823,0.0187774,0.0154918,0.0253834,0.00758161,0.0248224,0.0438372,0.00803434,0.0139351,0.0063741,0.0183691,0.0117202,0.00974134,0.00270446,0.0131044,0,0,0.0116213,0,0.010855,0.00682726,0.033404,0.0171022,0.0449383,0.00373477,0.00491655,0.00806989,0.00177267,0.0161046,0.00388555,0.001633,0.0086702,0.0688256,0.00987425,0.00884952,0.0102699,0.00632249,0.0029502,0.00623313,0.00516092,0.0147911,0,0,0,0
38,0,0,0,0,0.0129874,0.00528975,0,0,0,0.036066,0.0184653,0.0158461,0.00677227,0,0,0.00905882,0,0.0164511,0.0088637,0.0261179,0.017272,0.0249491,0.0139531,0.00601239,0.0158861,0.00861808,0.0301761,0.018004,0.0187246,0.0150613,0.0244966,0.00727648,0.0246297,0.0442349,0.00724234,0.0139917,0.00608577,0.0192173,0.0117029,0.0109071,0.00247663,0.0128965,0,0,0.0109342,0,0.0109269,0.00667653,0.0332244,0.0183712,0.0451635,0.00141653,0.0044471,0.00830627,0.00206341,0.0161527,0.00284671,0.00140537,0.00917755,0.0692379,0.0102141,0.00969022,0.00960165,0.00567436,0.00298063,0.00625109,0.00521208,0.0146392,0,0,0,0
39,0,0,0,0,0.0139316,0.00589707,0,0,0,0.036728,0.0181099,0.0157706,0.00650757,0,0,0.00774452,0,0.0169213,0.00809294,0.0260491,0.0139339,0.0248017,0.0133,0.00530174,0.0155814,0.00844989,0.029832,0.0175543,0.0186781,0.0145793,0.0232813,0.00706319,0.0244792,0.0453544,0.00579284,0.0140228,0.00560006,0.0218057,0.0116102,0.0131943,0.00314782,0.0136219,0,0,0.0116343,0,0.0107844,0.00664682,0.033102,0.0186406,0.0455645,0.0034558,0.0036971,0.0082809,0.00231765,0.0163696,0.00255781,0.00214696,0.0103999,0.0695499,0.0109195,0.0113261,0.0110425,0.00648387,0.0029383,0.00581752,0.00608326,0.0154808,0,0,0,0
40,0,0,0,0,0.01261,0.00518408,0,0,0,0.0376916,0.0180315,0.0157653,0.00653523,0,0,0.00736901,0,0.0169542,0.00795177,0.0258059,0.0111013,0.024761,0.0124864,0.00511819,0.0142642,0.00809897,0.029109,0.0168316,0.0184903,0.0139687,0.0218335,0.00695082,0.0241928,0.0472731,0.00545195,0.0139916,0.00549801,0.0225281,0.0116184,0.0145621,0.00423407,0.0123867,0,0,0.0119625,0,0.0107146,0.00665346,0.0330038,0.0204074,0.0458365,0.00610431,0.00329493,0.00733941,0.0024597,0.0165073,0.00353363,0.00296263,0.0113868,0.0696386,0.0113118,0.0124854,0.0107678,0.00687905,0.00295256,0.00567827,0.00525233,0.0142763,0,0,0,0
41,0,0,0,0,0.0109961,0.00441598,0,0,0,0.0388735,0.0180162,0.0158915,0.00675621,0,0,0.0075081,0,0.0169802,0.00806598,0.0255012,0.00844296,0.024752,0.0117978,0.00521939,0.0128757,0.00755679,0.0278037,0.0158175,0.0181016,0.0131575,0.0202557,0.00681019,0.0237545,0.049091,0.00540546,0.0140666,0.00556228,0.0223413,0.0115893,0.0152958,0.00533208,0.0108753,0,0,0.0122089,0,0.0105954,0.00660769,0.032848,0.0230528,0.0458784,0.00804086,0.00319879,0.00603646,0.0026512,0.0165674,0.00399146,0.00363689,0.0121853,0.0695964,0.0114395,0.0132428,0.00945741,0.0073151,0.00301291,0.00552594,0.00419708,0.012813,0,0,0,0
42,0,0,0,0,0.0114309,0.00470845,0,0,0,0.0400763,0.0177471,0.0163551,0.00683664,0,0,0.00642842,0,0.0172849,0.00736302,0.0251441,0.00581756,0.0246789,0.0112086,0.00509698,0.01258,0.00676012,0.0256983,0.0143684,0.0175219,0.012237,0.0187115,0.00681027,0.0232116,0.0507332,0.00459737,0.0141908,0.00547972,0.0234408,0.0115295,0.016665,0.00667845,0.0112966,0,0,0.0114782,0,0.0106401,0.00642411,0.0327078,0.0238715,0.0459902,0.0107122,0.00342796,0.00657474,0.00295402,0.0167888,0.00510672,0.00450771,0.0132012,0.0695148,0.0118129,0.0144098,0.0103423,0.00645404,0.0030614,0.0054787,0.00439759,0.0132782,0,0,0,0
43,0,0,0,0,0.0117175,0.00496102,0,0,0,0.041244,0.017543,0.0171812,0.0068331,0,0,0.0057296,0,0.0175395,0.00680134,0.0247419,0.00382335,0.0245279,0.0107835,0.00488019,0.0123656,0.00554779,0.0229805,0.0124526,0.0169685,0.0113521,0.0172635,0.00709877,0.0226035,0.052138,0.00403499,0.0142767,0.00546869,0.024546,0.0115315,0.0182672,0.00818614,0.0115752,0,0,0.011096,0,0.0106582,0.00640226,0.0326584,0.0247202,0.0461459,0.0136624,0.00393452,0.00711465,0.00326836,0.0170914,0.00667153,0.00549905,0.014392,0.0693421,0.0123508,0.0157566,0.0115014,0.00586268,0.00319289,0.00544454,0.00454262,0.0135936,0,0,0,0
44,0,0,0,0,0.0118717,0.00514442,0,0,0,0.042578,0.0173691,0.0186208,0.0068126,0,0,0.00535163,0,0.0178535,0.00641783,0.0243574,0.00527073,0.0242955,0.0110293,0.00466537,0.0121415,0.00418003,0.0194702,0.00992747,0.016487,0.0106968,0.0158066,0.00769326,0.0219256,0.0532251,0.00363104,0.0144071,0.00549071,0.0256744,0.0115552,0.0200268,0.0097537,0.0116485,0,0,0.0109386,0,0.0106579,0.00646898,0.0326129,0.0255518,0.0461445,0.0166642,0.0046794,0.00770119,0.00359232,0.0174364,0.00833862,0.00657732,0.0157426,0.0690363,0.012916,0.0171591,0.0129384,0.00542141,0.00339816,0.00538025,0.00463372,0.013736,0,0,0,0
45,0,0,0,0,0.0122707,0.00542868,0,0,0,0.0440583,0.0172568,0.0210423,0.00675617,0,0,0.00571295,0,0.018193,0.00627337,0.0240392,0.0109758,0.0239518,0.0128473,0.00403385,0.0121694,0.00313729,0.0145034,0.00722251,0.0161966,0.0108097,0.0144748,0.00860961,0.0212783,0.0539937,0.00328078,0.0145922,0.00543391,0.0288736,0.0115627,0.0228872,0.0118558,0.0120735,0,0,0.0116239,0,0.0106484,0.00685546,0.0326847,0.024997,0.0460205,0.021391,0.00605352,0.00861768,0.00406341,0.0182037,0.0111285,0.00845435,0.0180206,0.068229,0.0135036,0.0193316,0.0181521,0.00549626,0.00390412,0.00516833,0.00500754,0.0143083,0,0,0,0
46,0,0,0,0,0.0109663,0.00476021,0,0,0,0.0449069,0.017357,0.0234841,0.00717619,0,0,0.00560445,0,0.0181465,0.00644705,0.0237685,0.0171953,0.0238743,0.0157673,0.00423726,0.0119215,0.00391759,0.0099185,0.00732348,0.0160604,0.0120711,0.0142196,0.0097993,0.0207509,0.0541057,0.00444011,0.0146558,0.00560902,0.0288911,0.0116271,0.0238921,0.0133742,0.0108604,0,0,0.0124376,0,0.0104802,0.00720954,0.0326925,0.0258356,0.0459082,0.0239303,0.00706358,0.00797005,0.0044604,0.0186004,0.0127048,0.00935897,0.0191909,0.0676234,0.0135345,0.0203342,0.0177825,0.00601078,0.00438547,0.00502802,0.00426224,0.013118,0,0,0,0
47,0,0,0,0,0.0127247,0.00585322,0,0,0,0.045207,0.0169948,0.0252307,0.00737791,0,0,0.00608263,0,0.0185966,0.00576079,0.0236751,0.0222535,0.0238956,0.0185422,0.00436248,0.0124139,0.00545573,0.00763768,0.0096938,0.0158676,0.0133381,0.0143847,0.0106106,0.0206247,0.0536357,0.00335817,0.0147341,0.00501203,0.0304361,0.0116312,0.0255872,0.015245,0.0124079,0,0,0.0120862,0,0.0105767,0.00725133,0.0329903,0.0251766,0.045588,0.0275683,0.00853938,0.00979736,0.00481688,0.0192691,0.0141833,0.0106973,0.0208947,0.0666414,0.0131203,0.0217742,0.0207039,0.00518642,0.00454615,0.00497138,0.00589822,0.0149753,0,0,0,0
48,0,0,0,0,0.0114712,0.00518979,0,0,0,0.0451904,0.0170039,0.0263582,0.00770987,0,0,0.00538382,0,0.0185189,0.00557303,0.0237343,0.0262413,0.024163,0.0205746,0.00486463,0.0122966,0.0071909,0.00873771,0.0124259,0.0156145,0.01431,0.0142898,0.011176,0.0206464,0.0530677,0.00446095,0.0147021,0.00510958,0.0297866,0.0116694,0.0256995,0.0166936,0.0112342,0,0,0.0126871,0,0.0104945,0.00743331,0.0332343,0.0260511,0.045206,0.0300183,0.00947595,0.0090606,0.00506485,0.019721,0.014986,0.0113822,0.0218568,0.0657818,0.0123563,0.0225218,0.0200118,0.00566727,0.00460163,0.0048874,0.00539816,0.0138878,0,0,0,0
49,0,0,0,0,0.0114227,0.00537665,0,0,0,0.044725,0.0167383,0.0267554,0.00795375,0,0,0.00512693,0,0.0186824,0.00507972,0.023918,0.0288672,0.0244328,0.0217821,0.00527562,0.0123406,0.00888216,0.010898,0.0145719,0.0152209,0.0149353,0.0140133,0.0116957,0.0206944,0.0525161,0.00451182,0.0149012,0.00519719,0.0254309,0.0115733,0.0214039,0.017556,0.0110669,0,0,0.0115936,0,0.010548,0.00697641,0.0332161,0.0221285,0.0449436,0.0300321,0.00977036,0.00981102,0.00516306,0.0196683,0.0148734,0.0110954,0.0219862,0.0654572,0.012021,0.0223203,0.0160966,0.00473867,0.00415474,0.00488075,0.00588128,0.0138965,0,0,0,0
50,0,0,0,0,0.0113135,0.00545907,0,0,0,0.0442785,0.01656,0.0273713,0.00811183,0,0,0.00485063,0,0.0188453,0.00463053,0.0241989,0.0312817,0.0247909,0.0227059,0.00562437,0.0124932,0.0106112,0.0136506,0.0168142,0.0149553,0.0153867,0.0133407,0.011842,0.0210022,0.0517238,0.00481004,0.0150056,0.00519784,0.0222204,0.0114944,0.0172248,0.0187492,0.010825,0,0,0.0113685,0,0.0105466,0.00681132,0.0333362,0.0172699,0.0446216,0.0292037,0.0104425,0.00999737,0.00519259,0.019543,0.0147879,0.0109209,0.0223895,0.0650096,0.0121737,0.0222602,0.015396,0.00450906,0.00402175,0.00485815,0.00618485,0.013827,0,0,0,0
51,0,0,0,0,0.0104554,0.00519995,0,0,0,0.0436709,0.0165855,0.0278993,0.00824596,0,0,0.00509082,0,0.0188137,0.00458234,0.0245415,0.0331207,0.0251232,0.0230705,0.00590382,0.0121931,0.0119904,0.0164768,0.0188892,0.0146946,0.0155901,0.0124443,0.0117281,0.0214625,0.0507811,0.00476673,0.0149357,0.00520562,0.0209909,0.0113782,0.0149179,0.0199076,0.0100807,0,0,0.010925,0,0.010586,0.00648446,0.0334791,0.0139664,0.0444162,0.0288648,0.0111198,0.0104333,0.00523168,0.0192472,0.0147355,0.0106668,0.0229695,0.0647332,0.0125757,0.0224227,0.0174673,0.00411388,0.00383974,0.00482513,0.00619482,0.0131846,0,0,0,0
52,0,0,0,0,0.00341114,0.00142624,0,0,0,0.0428923,0.0175752,0.0283607,0.00856089,0,0,0.0130754,0,0.0179267,0.00962771,0.0251434,0.0340029,0.0257566,0.0227799,0.00672964,0.0109108,0.0133717,0.0191752,0.020649,0.0144756,0.0153759,0.0113045,0.0112818,0.0220054,0.0496753,0.00948606,0.0145062,0.00471724,0.0118267,0.0115951,0.0144747,0.0202147,0.00297789,0,0,0.0134293,0,0.0103558,0.00687826,0.0334554,0.0246923,0.0443081,0.0281146,0.0106911,0.00384325,0.00524005,0.0188299,0.014179,0.00991603,0.022839,0.0648962,0.0121979,0.0223229,0.00872327,0.00802668,0.00500351,0.00470585,0.00232088,0.00173235,0,0,0,0
53,0,0,0,0,0.00300417,0.00202462,0,0,0,0.040852,0.0174819,0.0282973,0.00831886,0,0,0.0108991,0,0.0177278,0.00858781,0.0257305,0.0345083,0.0260093,0.0222268,0.00653622,0.0111004,0.0140267,0.0211471,0.0217281,0.014077,0.0153043,0.0102596,0.0108553,0.0225009,0.0476351,0.00828513,0.0146314,0.00532456,0.0153193,0.0114373,0.0150976,0.0215044,0.00331188,0,0,0.0132608,0,0.0101467,0.00662592,0.0336461,0.0195044,0.0440453,0.0285433,0.0112754,0.00391623,0.00530172,0.0188386,0.0140253,0.00985556,0.0235735,0.0648656,0.0131051,0.0227662,0.0136041,0.00729042,0.00413866,0.00451735,0.00172519,0.00191165,0,0,0,0
54,0,0,0,0,0.00323877,0.00305087,0,0,0,0.0377481,0.0172736,0.0277377,0.00812239,0,0,0.00911604,0,0.0178547,0.00749138,0.0263355,0.0340615,0.026354,0.0212539,0.00644097,0.0111856,0.0146029,0.0230649,0.0225662,0.0136167,0.0151659,0.00925502,0.0101123,0.0230139,0.0440631,0.00709538,0.0147209,0.00550663,0.0194482,0.0112764,0.0169578,0.0225055,0.00425919,0,0,0.0130464,0,0.0100905,0.00648944,0.0338103,0.0176682,0.0438037,0.0286229,0.0117112,0.00488279,0.00522179,0.018765,0.0133792,0.00978399,0.0242699,0.0651739,0.0139493,0.0233206,0.0200656,0.00674398,0.00380289,0.00439645,0.00224829,0.00206601,0,0,0,0
55,0,0,0,0,0.00408803,0.00402263,0,0,0,0.033424,0.0169548,0.0263078,0.00785294,0,0,0.00736915,0,0.0181322,0.00636814,0.0270136,0.0322685,0.026674,0.0199503,0.00630524,0.0113965,0.0147153,0.0244972,0.022669,0.0129985,0.0149823,0.00854225,0.00915344,0.0234124,0.0388292,0.00586219,0.0147874,0.00538674,0.0236363,0.0111417,0.0193163,0.0233257,0.00541615,0,0,0.0127842,0,0.0100819,0.0063985,0.0340726,0.0178835,0.0436779,0.0286527,0.0120586,0.00573016,0.00515032,0.0186697,0.012248,0.00966436,0.0247296,0.0654609,0.0147022,0.0238298,0.0261939,0.00635163,0.00363225,0.00431322,0.00300049,0.00246202,0,0,0,0
