Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x71
93,0,0,0,0,0.00591413,0.00631191,0,0,0,0.0205077,0.0140466,0.0115032,0.005859,0,0,0.00406036,0,0.0242737,0.00212676,0.0204831,0.00869664,0.0322801,0.00417145,0.00563181,0.0164781,0.00600212,0.00503994,0.00695942,0.0155082,0.00798158,0.0153653,0.00631004,0.0295535,0.0299659,0.00775477,0.0166597,0.00258606,0.0566498,0.00970026,0.0419484,0.0118704,0.00386938,0,0,0.00342356,0,0.0100798,0.00332786,0.0356168,0.0520613,0.0341162,0.0366866,0.00468785,0.00436536,0.0102031,0.0157573,0.0135906,0.0109396,0.0369792,0.0337819,0.0342044,0.0408562,0.0323673,0.00130283,0.00181981,0.00434241,0.00870596,0.00582094,0,0,0,0
94,0,0,0,0,0.00566783,0.00615715,0,0,0,0.0216342,0.0146386,0.0115117,0.00596836,0,0,0.00401357,0,0.0233644,0.00281098,0.0203294,0.00916928,0.0321539,0.00396301,0.00546246,0.0153848,0.00588152,0.00520702,0.00716378,0.0156097,0.00812968,0.0158385,0.00635366,0.0295994,0.0316007,0.00685846,0.0163244,0.00304514,0.0567166,0.00995353,0.0429686,0.0128677,0.00370759,0,0,0.00414139,0,0.0101556,0.00349353,0.0354899,0.0527436,0.0341617,0.0367455,0.00468957,0.00376367,0.0102841,0.0161274,0.0134873,0.0101554,0.0352325,0.0327805,0.034267,0.0401678,0.0331255,0.00202128,0.00197551,0.00438136,0.00865348,0.00670696,0,0,0,0
95,0,0,0,0,0.00542455,0.00605254,0,0,0,0.0226757,0.0151791,0.0114943,0.00595559,0,0,0.00419529,0,0.0225411,0.00355036,0.0202735,0.00927609,0.0320301,0.00376221,0.00527817,0.0143601,0.00561916,0.0056535,0.00724313,0.0156335,0.0081073,0.0160537,0.00639982,0.0296941,0.0331115,0.00597544,0.0159965,0.00353142,0.0579318,0.0101692,0.0446709,0.0137513,0.00358561,0,0,0.00484092,0,0.0102345,0.00369448,0.0354216,0.0536733,0.0343543,0.0368581,0.00466638,0.00308429,0.00992026,0.0162781,0.0130315,0.00966873,0.0342696,0.0323623,0.0346094,0.0402153,0.0339418,0.00275663,0.00207677,0.00438223,0.00854107,0.00714081,0,0,0,0
96,0,0,0,0,0.00524689,0.00597432,0,0,0,0.0237997,0.0156635,0.0114936,0.00557095,0,0,0.00434535,0,0.021867,0.00414067,0.0204384,0.00927332,0.0319009,0.00360027,0.00515903,0.0134659,0.00546597,0.0060904,0.00731996,0.0157133,0.00799217,0.0161943,0.00645496,0.0297699,0.0345363,0.00530545,0.0157057,0.00406837,0.0596637,0.0104007,0.0467032,0.014374,0.00346436,0,0,0.00568792,0,0.0102906,0.00392787,0.0353481,0.0548012,0.0346926,0.0373611,0.00485749,0.00273598,0.00957689,0.0164192,0.0117474,0.00977165,0.0344331,0.0322872,0.0350733,0.0411193,0.0346628,0.00362265,0.00217487,0.00438694,0.00840899,0.00726717,0,0,0,0
97,0,0,0,0,0.00624185,0.00512372,0,0,0,0.0247196,0.015866,0.0115688,0.00518817,0,0,0.00755782,0,0.0211973,0.00472421,0.0204543,0.00972617,0.0316288,0.00339604,0.00495262,0.0126988,0.00544121,0.00629438,0.00741852,0.0159434,0.00814816,0.0163364,0.00657895,0.0299478,0.036131,0.00427414,0.015534,0.00390251,0.0619979,0.0104856,0.0478153,0.0149817,0.00489164,0,0,0.004281,0,0.0105282,0.0033848,0.0350725,0.0549238,0.0348322,0.0385866,0.00517653,0.00363451,0.00924218,0.0163755,0.0110149,0.0100391,0.0344904,0.0323008,0.0352171,0.041765,0.0365186,0.00220211,0.00296523,0.00453291,0.00676132,0.00875796,0,0,0,0
98,0,0,0,0,0.00666004,0.00510409,0,0,0,0.0258431,0.0162382,0.0115261,0.00499634,0,0,0.0083081,0,0.0206323,0.00541795,0.0203768,0.0105786,0.0313434,0.00333868,0.00489462,0.0123898,0.00545882,0.00661641,0.00764902,0.0162254,0.00839132,0.0167956,0.00669675,0.0300946,0.0379086,0.00375742,0.0153529,0.00416004,0.0639548,0.0106252,0.0481186,0.0155596,0.00526083,0,0,0.00474346,0,0.010564,0.00360248,0.0348604,0.0549182,0.0351414,0.0390858,0.00607275,0.00306814,0.00882056,0.0163835,0.0111051,0.0105889,0.0340841,0.0324635,0.0347311,0.0417775,0.0383805,0.00252685,0.00284036,0.00447146,0.0064901,0.0093251,0,0,0,0
99,0,0,0,0,0.00713245,0.00529658,0,0,0,0.0269886,0.0165621,0.0115108,0.00509943,0,0,0.00911656,0,0.0201612,0.00614686,0.0203189,0.011709,0.031178,0.00337669,0.00473682,0.0124256,0.00554868,0.00707533,0.00799442,0.0165621,0.00872187,0.0176064,0.00688619,0.0302662,0.0397141,0.00360754,0.0151751,0.00446425,0.0651801,0.0107339,0.0481161,0.0161762,0.00577924,0,0,0.00502906,0,0.0105575,0.00389393,0.034538,0.0543412,0.0353995,0.0388341,0.00721371,0.0026283,0.00821576,0.0162015,0.0110475,0.00997411,0.0336665,0.0327627,0.0341512,0.0414907,0.0403293,0.00297303,0.00262204,0.00442335,0.00641411,0.00994491,0,0,0,0
100,0,0,0,0,0.00761661,0.00568454,0,0,0,0.028123,0.0168466,0.0115154,0.00538069,0,0,0.00983572,0,0.01978,0.00681258,0.0203201,0.012931,0.0309661,0.00345379,0.00459744,0.0127499,0.00566056,0.00751606,0.00835101,0.0169249,0.00912355,0.0185874,0.00710172,0.0304157,0.0415838,0.00374995,0.0149828,0.0047339,0.0649876,0.0108266,0.0478016,0.0167046,0.00636221,0,0,0.00544473,0,0.0105374,0.00419486,0.0342776,0.0531601,0.035619,0.0382045,0.00835934,0.00209369,0.00746986,0.0159511,0.0107305,0.00834557,0.0333099,0.0330754,0.0336583,0.0409736,0.0413366,0.00351484,0.00240043,0.00435598,0.00654374,0.0104975,0,0,0,0
101,0,0,0,0,0.00820425,0.00632785,0,0,0,0.0293031,0.0171213,0.0116506,0.00566564,0,0,0.0101329,0,0.0195369,0.00729028,0.0203398,0.01404,0.0307264,0.00343727,0.00474742,0.0133384,0.00580786,0.00802767,0.00867969,0.0172035,0.00942271,0.0194292,0.00724052,0.0304906,0.0434324,0.00400581,0.0148294,0.00496601,0.06296,0.0109135,0.0469179,0.017214,0.00697876,0,0,0.00618925,0,0.0104879,0.00446668,0.0340441,0.0521961,0.0357756,0.0374106,0.00945282,0.00170701,0.0067116,0.0158095,0.0104935,0.00730762,0.0329766,0.0332726,0.0335158,0.0402293,0.0400446,0.00435045,0.0022719,0.00431699,0.00699646,0.0110118,0,0,0,0
102,0,0,0,0,0.0095752,0.00663367,0,0,0,0.0305051,0.0172311,0.0123034,0.00569956,0,0,0.0120893,0,0.0192957,0.00795213,0.0202649,0.0150418,0.0304667,0.00316452,0.00461187,0.0142298,0.0059489,0.00823225,0.00881263,0.0174996,0.00953548,0.0197454,0.0074081,0.0307624,0.0450188,0.0041284,0.0148602,0.00504916,0.0594129,0.0108251,0.0457329,0.0174199,0.00863362,0,0,0.00448332,0,0.0106301,0.00389604,0.0338242,0.0513939,0.0357282,0.0373749,0.00985117,0.00282578,0.0061028,0.0157376,0.0102576,0.00667172,0.0331009,0.0335554,0.0331822,0.0395689,0.0351521,0.00247795,0.00262989,0.00435951,0.00685727,0.0126477,0,0,0,0
103,0,0,0,0,0.0101974,0.00710902,0,0,0,0.0319554,0.0174392,0.01255,0.00562033,0,0,0.0130221,0,0.0190997,0.00859866,0.0202419,0.0157112,0.0303046,0.00317297,0.00466418,0.0150228,0.00610147,0.00858701,0.00902967,0.0177844,0.00960971,0.0201161,0.00741627,0.0309807,0.0470817,0.00465573,0.0147912,0.00532191,0.0542062,0.0107678,0.0425257,0.0176452,0.00929957,0,0,0.00470222,0,0.0105289,0.00395001,0.0337921,0.0485387,0.0358167,0.0375067,0.0104571,0.00230428,0.00523153,0.0157088,0.00967791,0.00593595,0.0334857,0.0340634,0.0322375,0.0383917,0.0274659,0.00286487,0.00253623,0.00424804,0.00738909,0.0132193,0,0,0,0
104,0,0,0,0,0.0106688,0.00749946,0,0,0,0.0335851,0.0175754,0.0127804,0.00532405,0,0,0.0138807,0,0.0189315,0.00913629,0.0201925,0.0161145,0.0302516,0.00334657,0.00458946,0.0157579,0.00629231,0.00896142,0.00925872,0.0180923,0.00971023,0.0206083,0.00747084,0.0312132,0.0493462,0.00520176,0.0147107,0.00551569,0.0466927,0.0106793,0.0358626,0.0175977,0.00978339,0,0,0.00482394,0,0.0104136,0.00384995,0.0339084,0.0403301,0.0360794,0.0372065,0.0110426,0.00181486,0.00388701,0.015799,0.00848302,0.00509075,0.0330107,0.0350572,0.0312159,0.0359431,0.0200306,0.00318351,0.00248832,0.00413791,0.00781611,0.0136174,0,0,0,0
105,0,0,0,0,0.011163,0.00787379,0,0,0,0.0351001,0.0177001,0.013209,0.00519591,0,0,0.0146596,0,0.0187947,0.00959027,0.0201899,0.0165685,0.0301663,0.00348046,0.00453789,0.0166553,0.00640682,0.00910195,0.00935286,0.018327,0.00981822,0.0209052,0.00757869,0.0313868,0.0513793,0.00582702,0.0146316,0.00550918,0.043539,0.0106573,0.0333048,0.0177471,0.0103061,0,0,0.00493059,0,0.0104024,0.00378171,0.0341713,0.0366462,0.0362454,0.0367034,0.0117516,0.00131206,0.00339047,0.01601,0.007579,0.00506106,0.0322015,0.0361384,0.0306264,0.0346231,0.0184529,0.00350718,0.00241314,0.00403369,0.00814421,0.0140713,0,0,0,0
106,0,0,0,0,0.0117119,0.00821948,0,0,0,0.0363973,0.0177865,0.0135085,0.00507493,0,0,0.0154006,0,0.0186892,0.00997448,0.0201989,0.0171443,0.0301353,0.00359723,0.00446646,0.0177338,0.00652257,0.00917878,0.00933217,0.0184823,0.00977989,0.0208907,0.00763862,0.0314634,0.0532239,0.00651819,0.0145791,0.00546886,0.0416879,0.0106572,0.031926,0.0180536,0.0108806,0,0,0.00510668,0,0.010442,0.00375793,0.0344367,0.0344513,0.0362959,0.0360424,0.0124622,0.00104223,0.00312516,0.0163026,0.00703305,0.00516019,0.031244,0.0375664,0.0293836,0.0336123,0.0182886,0.00397848,0.00233688,0.00396445,0.00829175,0.014566,0,0,0,0
107,0,0,0,0,0.0124275,0.00870689,0,0,0,0.0375142,0.0178505,0.0136115,0.00491806,0,0,0.015957,0,0.0186814,0.0102156,0.020194,0.0172493,0.0301619,0.00375125,0.00442141,0.0190075,0.00667007,0.009297,0.00930387,0.018611,0.00966313,0.0207928,0.00765746,0.0314995,0.0548182,0.0072299,0.0145204,0.00550396,0.0401873,0.010666,0.031315,0.0184609,0.0114642,0,0,0.00558486,0,0.0104815,0.00376236,0.034743,0.0334382,0.0362353,0.0353135,0.0130895,0.00164551,0.0029231,0.0167171,0.00698374,0.00518354,0.0305273,0.0392268,0.0275968,0.0327228,0.0186392,0.00466022,0.00228732,0.00391009,0.00835335,0.0150674,0,0,0,0
108,0,0,0,0,0.012115,0.00845283,0,0,0,0.0381744,0.0180137,0.0138345,0.00472449,0,0,0.0167205,0,0.0184107,0.0108317,0.0201601,0.0176355,0.0301477,0.00390343,0.00418873,0.019803,0.00681973,0.00923783,0.00919577,0.0187782,0.00957316,0.0206599,0.00778025,0.0316382,0.0559317,0.00848802,0.0145148,0.00566453,0.039421,0.0107116,0.030738,0.0186408,0.0112494,0,0,0.00431494,0,0.0105839,0.00336457,0.0350562,0.0309536,0.0361656,0.0342559,0.0134476,0.00102524,0.0027843,0.0172095,0.00719475,0.00491351,0.0295866,0.0411108,0.0262446,0.0315126,0.0209983,0.00347225,0.00271319,0.00405429,0.00804432,0.0147937,0,0,0,0
109,0,0,0,0,0.0125883,0.00861667,0,0,0,0.038694,0.018093,0.0139396,0.00450324,0,0,0.0175487,0,0.0183201,0.0111924,0.0200853,0.0180767,0.0301348,0.00409137,0.00419349,0.0210433,0.00702715,0.00932332,0.0091984,0.018928,0.00955631,0.020739,0.00782585,0.0317358,0.0567788,0.00946986,0.014481,0.00533858,0.038044,0.0107617,0.0299893,0.0189357,0.011516,0,0,0.00458467,0,0.0105731,0.00347809,0.0353938,0.0298471,0.0360547,0.0332171,0.0139922,0.00126752,0.00282184,0.0178579,0.00776666,0.00433416,0.0286751,0.0430958,0.0256137,0.0303074,0.0219197,0.0038119,0.00236059,0.0039727,0.00770032,0.0150857,0,0,0,0
110,0,0,0,0,0.0130718,0.00884992,0,0,0,0.03897,0.0181493,0.0140161,0.00432547,0,0,0.0182962,0,0.0182377,0.0114771,0.0199129,0.0184942,0.0301306,0.00427927,0.00439862,0.0222569,0.00724421,0.00951239,0.00924942,0.0190951,0.00960061,0.0209341,0.0078782,0.031859,0.0573266,0.0103949,0.0144354,0.00546525,0.0365574,0.0108079,0.0289491,0.0191946,0.0117651,0,0,0.00500657,0,0.0105471,0.00364013,0.0357355,0.028627,0.0359653,0.0321236,0.0145054,0.00179221,0.00305858,0.018631,0.00864147,0.00385451,0.0278447,0.0452452,0.0247441,0.0290194,0.0225651,0.00416553,0.001927,0.00390106,0.00743153,0.0153724,0,0,0,0
111,0,0,0,0,0.013396,0.0091336,0,0,0,0.0390035,0.0182006,0.013967,0.00424677,0,0,0.0189173,0,0.0181557,0.0117452,0.0197877,0.0189948,0.0301324,0.00440266,0.00468534,0.0232872,0.00750012,0.00980543,0.00935767,0.019307,0.00970934,0.0211673,0.00797112,0.031968,0.0575289,0.0112692,0.0143723,0.00568247,0.0351262,0.0108339,0.0280054,0.0194673,0.011923,0,0,0.00572216,0,0.010485,0.00389191,0.0361155,0.0275292,0.0358858,0.0311692,0.0148721,0.00252995,0.00345194,0.0195056,0.00977843,0.00367322,0.027077,0.0476278,0.0235902,0.0277269,0.0229806,0.00477079,0.00160573,0.00382028,0.00736644,0.0155339,0,0,0,0
112,0,0,0,0,0.013287,0.00927584,0,0,0,0.0389093,0.0182954,0.0137617,0.0042455,0,0,0.0194949,0,0.0179644,0.0121062,0.0199283,0.0195996,0.0301442,0.00444016,0.00502849,0.0239009,0.00772556,0.0102006,0.00953104,0.0194462,0.00988986,0.0214446,0.00800652,0.0320419,0.0576854,0.012098,0.0142892,0.00570706,0.0331958,0.0108549,0.0261962,0.0196953,0.0116691,0,0,0.00689213,0,0.0103714,0.0043369,0.0366065,0.0261267,0.0359957,0.0297609,0.0153171,0.00385122,0.00401832,0.0204675,0.0108114,0.00355822,0.0254198,0.050536,0.022067,0.0258968,0.0228318,0.00583042,0.00154892,0.00368774,0.00746963,0.0152715,0,0,0,0
113,0,0,0,0,0.0141947,0.00977546,0,0,0,0.0386455,0.0181825,0.0133865,0.00434954,0,0,0.019769,0,0.0180849,0.0119953,0.0200212,0.0200625,0.0300556,0.00443148,0.00518717,0.0250314,0.00789475,0.0107029,0.00973583,0.0195048,0.0100176,0.0216265,0.00792419,0.0320783,0.0579534,0.0125483,0.01427,0.00565724,0.0309868,0.0108762,0.0238155,0.0197887,0.0125452,0,0,0.00526942,0,0.0105657,0.00380991,0.037197,0.0236201,0.0361548,0.0283057,0.0156223,0.0025454,0.0046402,0.0214353,0.0116723,0.00359709,0.0227661,0.053789,0.020301,0.0237243,0.0222333,0.0043894,0.00201516,0.00379638,0.00767974,0.0160988,0,0,0,0
114,0,0,0,0,0.0146472,0.0102191,0,0,0,0.0382361,0.0180664,0.0130006,0.00451527,0,0,0.0200457,0,0.0183047,0.0119446,0.020053,0.0203586,0.0299088,0.00447856,0.00532694,0.025794,0.00795486,0.0111519,0.009828,0.0194885,0.00993172,0.0215862,0.00775564,0.0320708,0.0578641,0.0130153,0.0143308,0.00547194,0.0280096,0.0109122,0.0204499,0.0196826,0.0130444,0,0,0.00371087,0,0.0107554,0.00332069,0.0378556,0.0196566,0.0364702,0.0261371,0.0159671,0.00164308,0.00539192,0.0223929,0.0120737,0.00370989,0.0202953,0.0574544,0.018385,0.0211631,0.0209293,0.00316651,0.0023558,0.00387785,0.00808531,0.0164812,0,0,0,0
115,0,0,0,0,0.0135148,0.0102404,0,0,0,0.0379693,0.0181298,0.012818,0.00466698,0,0,0.019651,0,0.0182531,0.0119815,0.0201723,0.0207012,0.0298661,0.00468271,0.00548874,0.0254778,0.00791377,0.0114168,0.00969394,0.0194499,0.00971223,0.0213316,0.0075532,0.0320334,0.0577692,0.0135507,0.0143546,0.0057624,0.0229609,0.0109997,0.0151693,0.019157,0.0121327,0,0,0.0023793,0,0.010844,0.00292919,0.038496,0.0150921,0.0371742,0.0222712,0.0164653,0.00124958,0.00630138,0.0232555,0.0116349,0.00378163,0.0185333,0.0615938,0.0167573,0.0183009,0.0177494,0.00230302,0.00255587,0.00402502,0.00862567,0.0152765,0,0,0,0
116,0,0,0,0,0.0129926,0.0104072,0,0,0,0.0379356,0.0180879,0.0127652,0.00477097,0,0,0.0197195,0,0.0183203,0.0119236,0.0203362,0.0209455,0.0297691,0.00495111,0.00569053,0.0253514,0.00780421,0.0116165,0.00950152,0.0193596,0.00944326,0.0210165,0.00737589,0.0319004,0.0578379,0.0138795,0.0143727,0.00570676,0.0173319,0.0109383,0.00906292,0.0185569,0.0117336,0,0,0.0026702,0,0.0108165,0.0029663,0.039091,0.00998576,0.0379499,0.0173297,0.0170098,0.00253196,0.00718787,0.0239306,0.010737,0.00435426,0.0176071,0.0655409,0.0160837,0.0164537,0.0142864,0.00290386,0.00214227,0.00378382,0.00901915,0.0146443,0,0,0,0
117,0,0,0,0,0.012207,0.0105203,0,0,0,0.0380285,0.0180833,0.0129075,0.00481096,0,0,0.0197543,0,0.0183585,0.011859,0.0206306,0.0215734,0.0296682,0.00533096,0.00576637,0.0249983,0.00762427,0.011693,0.00927866,0.0192559,0.00919139,0.0207355,0.00723379,0.0316917,0.0581994,0.0141268,0.0143811,0.00563075,0.0109721,0.0108621,0.00458361,0.0176789,0.0110282,0,0,0.00384066,0,0.010731,0.00313167,0.0395627,0.00818753,0.0389085,0.0111372,0.0175021,0.00472887,0.00823102,0.0243838,0.00968251,0.00577242,0.0157749,0.0690687,0.0165124,0.0169525,0.0111274,0.00428708,0.00177399,0.00348616,0.00939367,0.0137853,0,0,0,0
118,0,0,0,0,0.011285,0.0106859,0,0,0,0.0381355,0.0181094,0.0130903,0.00487846,0,0,0.020018,0,0.0183418,0.011948,0.0210136,0.0224185,0.0295488,0.00571275,0.00579937,0.0243548,0.00742531,0.0117124,0.0090748,0.0191981,0.0089591,0.0205618,0.00710442,0.0314597,0.0586953,0.0142811,0.0143835,0.00545901,0.00545853,0.0107449,0.00907979,0.0168201,0.0101253,0,0,0.00571498,0,0.010536,0.0035648,0.0399277,0.0147531,0.0398351,0.00509985,0.0179989,0.00773979,0.00937261,0.0246639,0.00923625,0.00780005,0.0151385,0.0718429,0.0174994,0.019083,0.00912319,0.00636465,0.00137261,0.00310585,0.00981902,0.0126714,0,0,0,0
119,0,0,0,0,0.0118954,0.0110284,0,0,0,0.0387607,0.0179017,0.0132631,0.00489167,0,0,0.0195912,0,0.0186764,0.0114013,0.021464,0.0228854,0.0293314,0.0060586,0.005528,0.0248331,0.00727603,0.0118049,0.00894584,0.0191922,0.00884441,0.0205479,0.00696975,0.0313,0.0594464,0.0142359,0.0144489,0.00529479,0.00215541,0.0106682,0.0156717,0.0158776,0.0107117,0,0,0.00281688,0,0.0108006,0.00235699,0.0401373,0.0215388,0.0406296,0.00511567,0.0182001,0.00558793,0.0105254,0.0249101,0.00993137,0.0100672,0.0174152,0.0734441,0.0184242,0.0218098,0.010596,0.00392035,0.00137333,0.00322177,0.00994762,0.0130602,0,0,0,0
120,0,0,0,0,0.0121702,0.0112294,0,0,0,0.0395135,0.0177926,0.0134118,0.00487991,0,0,0.0194692,0,0.0188672,0.0111285,0.0219913,0.0231419,0.0290236,0.006328,0.00502121,0.0251538,0.00714193,0.011933,0.00881149,0.0192275,0.00874227,0.0205193,0.00684187,0.0311916,0.0603854,0.0142649,0.0144832,0.005147,0.00705032,0.0106355,0.0214547,0.0149999,0.0110121,0,0,0.00126399,0,0.0110079,0.00163876,0.040178,0.0265599,0.0411778,0.0111338,0.0180197,0.00385135,0.0115174,0.0252763,0.0116063,0.0121473,0.0195962,0.0737401,0.0189637,0.0252953,0.0150856,0.00186171,0.00185853,0.00343281,0.0100249,0.0131889,0,0,0,0
121,0,0,0,0,0.0114948,0.0110529,0,0,0,0.0401966,0.0178746,0.0135768,0.00481069,0,0,0.0196273,0,0.0188206,0.0112894,0.0225758,0.0233584,0.0287163,0.00660058,0.00447829,0.0248352,0.00704475,0.0120088,0.00859819,0.0193433,0.00861569,0.0203819,0.00672301,0.0310963,0.0613584,0.0143694,0.0145415,0.00528685,0.0124204,0.0106026,0.0259976,0.0142611,0.0104306,0,0,0.00150545,0,0.0109456,0.00184228,0.0401269,0.0282085,0.0415151,0.0171423,0.017651,0.00464975,0.0122095,0.0257947,0.0136305,0.0138917,0.0220531,0.0732291,0.0193136,0.0285124,0.0225558,0.00241136,0.00161102,0.00327908,0.0100933,0.0124484,0,0,0,0
122,0,0,0,0,0.0112807,0.0110841,0,0,0,0.0405034,0.0179252,0.0132738,0.00458795,0,0,0.0199261,0,0.0188292,0.0113586,0.0230398,0.0233594,0.0283886,0.00669094,0.00446615,0.0248572,0.00694145,0.0121382,0.00847495,0.0193736,0.00846468,0.0201468,0.00652979,0.0309463,0.0619639,0.0145136,0.0145574,0.00537917,0.0145205,0.0105354,0.0272325,0.0142974,0.0101672,0,0,0.00209,0,0.0108128,0.00216956,0.0400368,0.0294045,0.0415497,0.0196433,0.0175092,0.00565112,0.0123477,0.0259281,0.0142739,0.0142912,0.0230868,0.0728882,0.0192344,0.0292264,0.0234343,0.0031927,0.00134829,0.0030647,0.0102556,0.0120988,0,0,0,0
123,0,0,0,0,0.0112235,0.011136,0,0,0,0.0406095,0.0179556,0.0128461,0.00428958,0,0,0.020164,0,0.018829,0.0114244,0.0234116,0.0233395,0.0280704,0.00675657,0.0045063,0.0250404,0.00686012,0.0121316,0.00825522,0.0194128,0.00829967,0.0197253,0.00627646,0.0308821,0.0621968,0.0146741,0.0145346,0.00532314,0.0148192,0.0104556,0.0264809,0.0145354,0.0101638,0,0,0.00241616,0,0.0107139,0.00238758,0.039929,0.0288226,0.0414602,0.0195558,0.0174049,0.00610342,0.0123024,0.0257395,0.013869,0.0139099,0.0228032,0.0727865,0.0189186,0.0278019,0.023074,0.0036659,0.00151492,0.00296361,0.0103777,0.0120913,0,0,0,0
124,0,0,0,0,0.0112273,0.0112085,0,0,0,0.0405122,0.0179834,0.0124163,0.00405467,0,0,0.0203891,0,0.0187679,0.0115135,0.023768,0.0234663,0.0277023,0.00679397,0.00433253,0.0252557,0.00686088,0.0119289,0.00794839,0.0194513,0.0081622,0.019125,0.00604598,0.0308262,0.0622961,0.0149018,0.0145004,0.00531181,0.015057,0.0104013,0.0256247,0.0146677,0.0102176,0,0,0.00295714,0,0.0106236,0.00272129,0.0399446,0.0278336,0.0414679,0.0188031,0.017311,0.00665381,0.012487,0.0254994,0.0133318,0.0133917,0.0220785,0.0725985,0.0184386,0.0260875,0.023051,0.0043191,0.00187486,0.00292777,0.0104745,0.0122377,0,0,0,0
125,0,0,0,0,0.0112663,0.0114037,0,0,0,0.0401682,0.017976,0.0118477,0.00374133,0,0,0.0204141,0,0.0187627,0.0114466,0.0241041,0.0235283,0.0273028,0.00672686,0.00421498,0.0252472,0.00692022,0.0115863,0.00772796,0.0194582,0.00798377,0.0184466,0.00580292,0.0306769,0.0622625,0.0150688,0.0145033,0.00541249,0.0136629,0.0104695,0.023671,0.0149398,0.0102508,0,0,0.00152848,0,0.0109026,0.00164996,0.0401417,0.0256884,0.0415124,0.0164089,0.0176135,0.00400279,0.0129762,0.0251041,0.0122242,0.0124494,0.0204575,0.0725338,0.0177567,0.023625,0.0217559,0.00157982,0.00192009,0.00337427,0.010766,0.0122622,0,0,0,0
126,0,0,0,0,0.011157,0.0114043,0,0,0,0.0395558,0.0180831,0.0113244,0.00334209,0,0,0.0207593,0,0.0186488,0.0116274,0.0244753,0.0238773,0.0269169,0.00682515,0.00388822,0.0251791,0.00701798,0.0110834,0.00757002,0.0195464,0.00779905,0.0178261,0.00550405,0.0305099,0.0620436,0.0153748,0.0144956,0.00552035,0.0119682,0.0104545,0.0214417,0.015011,0.0101204,0,0,0.00142537,0,0.0108552,0.00188929,0.0404985,0.0232568,0.0416151,0.0139514,0.0179523,0.00457443,0.0131515,0.0247574,0.0113082,0.0116315,0.0187124,0.0722755,0.0169692,0.0217761,0.0204943,0.00216575,0.00193214,0.00328403,0.0108627,0.0121502,0,0,0,0
127,0,0,0,0,0.0109348,0.0113246,0,0,0,0.038696,0.0182041,0.010812,0.00331324,0,0,0.0211436,0,0.0185552,0.0118262,0.0248059,0.0243784,0.0265735,0.00696116,0.00347921,0.0249681,0.00704262,0.0104783,0.00749893,0.0196055,0.00761347,0.0173998,0.00511044,0.0303129,0.0616151,0.0156781,0.0144687,0.00550705,0.0101458,0.0104152,0.0189996,0.0150155,0.00993692,0,0,0.0017037,0,0.0107616,0.00216695,0.0406205,0.0202397,0.0416156,0.0112582,0.0181331,0.00522232,0.0130412,0.0245285,0.0105778,0.0109079,0.0168866,0.0719416,0.0162407,0.0198131,0.0195188,0.00300762,0.00198099,0.00317864,0.0108861,0.0118678,0,0,0,0
128,0,0,0,0,0.0106473,0.011152,0,0,0,0.0375859,0.0182982,0.0103531,0.00353637,0,0,0.0215581,0,0.0184816,0.0120294,0.0250857,0.0248299,0.0262844,0.00716761,0.00299432,0.0246376,0.00701889,0.00973061,0.00729097,0.0196113,0.00744094,0.0167192,0.00461901,0.0300116,0.0608415,0.015945,0.0144503,0.00567934,0.00920451,0.0103703,0.0175211,0.014903,0.00968104,0,0,0.00258965,0,0.0106553,0.00253543,0.0404888,0.0175509,0.0417318,0.00896323,0.0180504,0.00591891,0.0130032,0.024539,0.0103035,0.0104352,0.0157361,0.0719353,0.016022,0.0185969,0.0188808,0.00398583,0.00207276,0.00307763,0.0107813,0.0114104,0,0,0,0
129,0,0,0,0,0.0101386,0.0108752,0,0,0,0.0359491,0.0183525,0.00992197,0.00377127,0,0,0.0218954,0,0.0184698,0.0121691,0.0253338,0.0251714,0.0260713,0.00758691,0.00273045,0.0241266,0.00695817,0.00878726,0.00670537,0.0196065,0.00728842,0.0156698,0.0040291,0.0296138,0.0595477,0.0161034,0.0144315,0.00577406,0.00908043,0.0103061,0.0177351,0.0146197,0.00914137,0,0,0.0038568,0,0.0104662,0.00301168,0.0402666,0.0190481,0.0421731,0.00679853,0.01796,0.00664213,0.0125767,0.0246028,0.010152,0.00991127,0.0158406,0.0726578,0.016243,0.0188453,0.0181896,0.00490821,0.00223579,0.00295275,0.0105683,0.0107692,0,0,0,0
