Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.0110267,0.00842383,0,0,0,0.0295885,0.0102925,0.0177303,0.00648794,0,0,0.0150744,0,0.0281108,0.0074144,0.0257454,0.0192938,0.0266362,0.0107211,0.00546585,0.014713,0.00752691,0.0148556,0.0104851,0.0133408,0.01097,0.0141266,0.007244,0.0260838,0.0388808,0.00792099,0.0189269,0.0045889,0.0226642,0.00622903,0.0167639,0.0170358,0.00930489,0,0,0.00826944,0,0.0102023,0.00699935,0.0360646,0.0235629,0.0374864,0.0230998,0.0140131,0.00778596,0.00624221,0.0157749,0.0100504,0.00825577,0.0199078,0.0589451,0.015386,0.0209871,0.029239,0.00478411,0.00639956,0.00485661,0.00920339,0.0114479,0,0,0
0,0,0,0,0,0.0121708,0.00735853,0,0,0,0.00760463,0.00870921,0.0180392,0.00304714,0,0,0.015609,0,0.0292612,0.00804863,0.0263482,0.015443,0.018639,0.00486939,0.0128793,0.0139753,0.00742733,0.00932322,0.00532127,0.017001,0.00964003,0.0116766,0.00756022,0.0219737,0.0139595,0.0085561,0.0189554,0.00503245,0.00978025,0.00342786,0.00995419,0.0131235,0.00874876,0,0,0.0171805,0,0.0134698,0.0132799,0.0341762,0.0066086,0.0373724,0.0185026,0.00119274,0.0184432,0.00426095,0.0130184,0.0122883,0.0111512,0.0132242,0.0629157,0.00983465,0.0120426,0.0175464,0.00489642,0.0135075,0.00521518,0.00674439,0.012463,0,0,0
1,0,0,0,0,0.0119168,0.00750207,0,0,0,0.0128434,0.00874693,0.0187316,0.00416836,0,0,0.0153346,0,0.0296338,0.00781736,0.0258828,0.0123404,0.0192754,0.00521594,0.0120128,0.0141831,0.00777142,0.0122917,0.00783546,0.0165259,0.0110913,0.0128138,0.00685931,0.0219892,0.0195426,0.00838829,0.0191991,0.00479317,0.0093054,0.00350578,0.00979937,0.0135214,0.00875336,0,0,0.0164785,0,0.0133627,0.0129005,0.0342445,0.00605577,0.0372212,0.0185402,0.0015082,0.0175677,0.00414519,0.0132672,0.0117673,0.0107549,0.0132937,0.0626006,0.00994839,0.0120343,0.0168821,0.00470057,0.0132277,0.00515997,0.00698222,0.0122376,0,0,0
2,0,0,0,0,0.0119288,0.00786094,0,0,0,0.0169695,0.00871618,0.018862,0.00450503,0,0,0.015612,0,0.0298945,0.00778454,0.0257051,0.0110618,0.0195744,0.00628198,0.0112313,0.0145767,0.00722024,0.014654,0.00999506,0.0162191,0.0125347,0.0141626,0.00678276,0.0220446,0.0240359,0.00837398,0.0193166,0.00463325,0.00921933,0.00360488,0.00975906,0.013017,0.0089736,0,0,0.0158494,0,0.0131969,0.0124982,0.0339859,0.0058544,0.0372941,0.0182406,0.00190983,0.0167431,0.00414656,0.0132189,0.0113576,0.0107099,0.0129064,0.062454,0.00971473,0.0117786,0.0160868,0.00460262,0.0130687,0.00511815,0.00727604,0.012322,0,0,0
3,0,0,0,0,0.0121489,0.00828592,0,0,0,0.0201797,0.00864868,0.0181501,0.00454907,0,0,0.0164002,0,0.0300626,0.00791512,0.0256401,0.0101055,0.0198006,0.00740238,0.0104757,0.0149919,0.00688631,0.0166895,0.0119232,0.0159142,0.0135351,0.0158467,0.00679045,0.0221549,0.027986,0.00839893,0.0193294,0.00449981,0.00939115,0.00374767,0.00979074,0.0121125,0.00931571,0,0,0.015362,0,0.0130563,0.0121479,0.0337106,0.00594096,0.0373946,0.0177563,0.00241613,0.0160574,0.00428205,0.01302,0.0110142,0.0109691,0.0123516,0.0623507,0.00933432,0.011427,0.0152386,0.00456924,0.0131603,0.00499175,0.00761916,0.0126087,0,0,0
4,0,0,0,0,0.0100905,0.00789006,0,0,0,0.0226041,0.00835629,0.01678,0.0045658,0,0,0.013519,0,0.0303996,0.00801989,0.0257313,0.00861921,0.0200554,0.00845024,0.00983679,0.015909,0.00704345,0.018567,0.0135879,0.0154592,0.0142224,0.0178884,0.00714999,0.0223891,0.0315289,0.00778798,0.0194139,0.00482826,0.00932836,0.00374948,0.0100184,0.0111282,0.00813636,0,0,0.0141309,0,0.0129518,0.0115561,0.033418,0.00621506,0.0373153,0.0173185,0.00323069,0.0158891,0.00447019,0.0126262,0.0109571,0.0109699,0.0117834,0.0623011,0.00885412,0.0111321,0.0150601,0.00417736,0.0129436,0.00488754,0.00782634,0.0110133,0,0,0
5,0,0,0,0,0.0100446,0.00819932,0,0,0,0.0245432,0.00836805,0.0154717,0.00452683,0,0,0.013615,0,0.0307047,0.00808209,0.0258417,0.00700663,0.0203521,0.00951706,0.00901551,0.01613,0.00753613,0.0203151,0.0150745,0.0150445,0.0150591,0.0203422,0.00759859,0.0226694,0.0345292,0.00763435,0.0195859,0.00482296,0.00954236,0.00384689,0.0101121,0.0100968,0.00825466,0,0,0.0135621,0,0.0128647,0.0113267,0.0332256,0.00673448,0.0373409,0.0166318,0.00396922,0.0152013,0.00460375,0.0122674,0.0108712,0.0106247,0.0110903,0.0622558,0.00840231,0.0108133,0.0142843,0.00406579,0.0124991,0.00480166,0.0082565,0.0110248,0,0,0
6,0,0,0,0,0.0100889,0.0086784,0,0,0,0.0262213,0.00833197,0.0144087,0.00433967,0,0,0.0136949,0,0.0308317,0.00816461,0.0257578,0.00586647,0.0205835,0.0106079,0.00839468,0.0164404,0.00790683,0.0218893,0.0163448,0.0148833,0.0159851,0.0226975,0.007949,0.0230138,0.0370529,0.00767535,0.0196137,0.00479042,0.00981901,0.00405292,0.0101437,0.00922543,0.00832342,0,0,0.0128292,0,0.0126971,0.0110024,0.0333017,0.0072282,0.0375683,0.0159494,0.00493754,0.0145181,0.00468123,0.0120657,0.0108296,0.0104401,0.0104856,0.0622293,0.00817289,0.0106232,0.0133673,0.00388806,0.0120347,0.00471417,0.00894391,0.0109595,0,0,0
7,0,0,0,0,0.0102373,0.00938935,0,0,0,0.0278245,0.0083298,0.013844,0.00406316,0,0,0.0137766,0,0.0308892,0.00810252,0.0255016,0.00531454,0.0210319,0.0116028,0.00813018,0.0168163,0.00803074,0.0231386,0.017312,0.0149359,0.0166754,0.0245467,0.00812907,0.0233871,0.0392418,0.00780103,0.0196058,0.00471187,0.0100071,0.00441255,0.0100691,0.00865506,0.00845754,0,0,0.0119559,0,0.0124623,0.0106013,0.0336369,0.0075343,0.0382091,0.0153476,0.00628147,0.0138922,0.00464318,0.012028,0.0107342,0.0102608,0.010016,0.0622312,0.00819459,0.0103961,0.0125868,0.00368911,0.0117499,0.00459158,0.00992316,0.0109715,0,0,0
8,0,0,0,0,0.00850187,0.00843884,0,0,0,0.0290254,0.00731546,0.0134045,0.00374532,0,0,0.014534,0,0.0307923,0.00903791,0.0256457,0.00526678,0.0220243,0.0121305,0.00793336,0.0147377,0.00805746,0.0243121,0.0181112,0.0151291,0.0169937,0.0257338,0.00809418,0.0235707,0.0408768,0.00764403,0.0205367,0.00553789,0.0101203,0.00472719,0.0100676,0.00792063,0.00740662,0,0,0.0110494,0,0.0123784,0.0103604,0.0338132,0.00784481,0.0389042,0.0142263,0.006991,0.0144587,0.00413279,0.0124402,0.010044,0.00946415,0.00930007,0.0619679,0.00770606,0.00988096,0.0121181,0.00262944,0.0115112,0.00434417,0.00966764,0.0101214,0,0,0
