Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_B
35,0,0,0,0,0.020983,0.0344688,0,0,0.0376335,0.0186592,0.034065,0.0146896,0,0,0.047637,0,0.0206972,0.0179487,0.0264862,0.0370151,0.0180977,0.0158305,0.0342468,0.0289887,0.00569372,0.0150615,0.0127757,0.00883198,0.00858846,0.00468398,0.00229142,0.0226312,0.0399291,0.0277336,0.0144675,0.00829751,0.0270094,0.0140217,0.0194794,0.0355552,0.0168199,0,0,0.0223021,0,0.0080817,0.0140241,0.0380693,0.0303498,0.0375097,0.0334983,0.0424536,0.0267453,0.00804958,0.0174605,0.0126703,0.0122145,0.0296351,0.0616365,0.0190474,0.0309982,0.016579,0.00410499,0.0147112,0.00776608,0.0383514,0.019077,0,0,0,0
36,0,0,0,0,0.0208572,0.0343261,0,0,0.0361156,0.018541,0.0333749,0.0149246,0,0,0.0474862,0,0.0207837,0.017857,0.0270834,0.0348564,0.0183119,0.016517,0.0344735,0.0290891,0.00541059,0.0172639,0.0136382,0.00975489,0.00998169,0.00557969,0.00197429,0.022226,0.0336933,0.0276766,0.0144957,0.00820879,0.0273692,0.0139926,0.020765,0.0363124,0.0167239,0,0,0.022205,0,0.00806902,0.013868,0.0387246,0.0291182,0.0370982,0.0330885,0.0428958,0.0268742,0.00776671,0.0176956,0.0121495,0.0117964,0.0300207,0.0620504,0.0203488,0.0317339,0.0179992,0.00411954,0.0143425,0.00786701,0.0382661,0.0189156,0,0,0,0
37,0,0,0,0,0.0207006,0.0341593,0,0,0.0373994,0.0184251,0.033276,0.0151187,0,0,0.0471777,0,0.0209523,0.0177557,0.0276577,0.0328957,0.0184863,0.0177303,0.0347386,0.0291706,0.00485974,0.0196818,0.0147614,0.0110202,0.0115253,0.00851402,0.00240774,0.0218864,0.0302007,0.0275759,0.0145374,0.00813554,0.0284719,0.0139596,0.0226898,0.0369907,0.0166228,0,0,0.0221238,0,0.00809695,0.0135135,0.0392735,0.0286177,0.0367139,0.0329191,0.0432821,0.0269284,0.00750608,0.0177327,0.011688,0.0115193,0.0306035,0.0625263,0.0216802,0.0326814,0.020548,0.00410939,0.0138053,0.0079077,0.0381516,0.0187304,0,0,0,0
38,0,0,0,0,0.0204984,0.0339115,0,0,0.042168,0.0183033,0.0343124,0.015332,0,0,0.0467537,0,0.0210384,0.0176315,0.0284025,0.0318611,0.0186806,0.0195587,0.0349739,0.0291909,0.00426834,0.0226624,0.0163425,0.0125079,0.013325,0.012064,0.00290791,0.0216728,0.0316131,0.0273846,0.0145573,0.00805184,0.0301264,0.0139272,0.025105,0.0374941,0.0164992,0,0,0.0219512,0,0.0081249,0.0130987,0.0396896,0.0286452,0.0361631,0.0330626,0.0436818,0.0270362,0.00726372,0.0176972,0.0114299,0.0113548,0.0314441,0.0622529,0.0232049,0.0337844,0.0237668,0.00407338,0.0132359,0.00782204,0.0379453,0.0185281,0,0,0,0
39,0,0,0,0,0.0202777,0.0336024,0,0,0.049722,0.0181772,0.0367425,0.0156937,0,0,0.0463267,0,0.0211034,0.017463,0.029431,0.0320466,0.0189308,0.0216591,0.0351501,0.0291276,0.00371321,0.025974,0.0180631,0.0141218,0.0152703,0.0154983,0.00359476,0.0215992,0.0377139,0.0271245,0.0145907,0.00793802,0.0311949,0.0138821,0.0267346,0.0379511,0.016363,0,0,0.021424,0,0.00814754,0.0126963,0.0401379,0.0288657,0.0356146,0.033017,0.0440755,0.0269389,0.00710894,0.0175797,0.0110197,0.0111984,0.0318493,0.0620102,0.0240225,0.0343065,0.0260605,0.00402805,0.0127572,0.00757104,0.0376958,0.0183371,0,0,0,0
40,0,0,0,0,0.0201695,0.0334302,0,0,0.0585444,0.0180663,0.0402106,0.0162005,0,0,0.0458738,0,0.0211582,0.0172737,0.0305132,0.0333861,0.019176,0.0238012,0.0353168,0.0290189,0.00337285,0.0293053,0.0199641,0.0154959,0.0172362,0.0182312,0.00434875,0.0216796,0.0458145,0.0269361,0.0146176,0.00782897,0.031584,0.0138475,0.0275335,0.0383327,0.0163784,0,0,0.020916,0,0.00815294,0.0122709,0.0406866,0.0290764,0.035336,0.032966,0.0445393,0.026793,0.00680343,0.0172969,0.0106359,0.0112603,0.0321391,0.0619951,0.0243107,0.0346178,0.027485,0.0040879,0.0123491,0.00721978,0.0376034,0.018271,0,0,0,0
41,0,0,0,0,0.0201824,0.033337,0,0,0.0674263,0.0179875,0.0443814,0.0167105,0,0,0.0454385,0,0.0214456,0.0170896,0.0317108,0.0353679,0.019411,0.0258785,0.0354575,0.0289237,0.00348078,0.032686,0.0218599,0.0164872,0.0191177,0.020443,0.00517732,0.0217734,0.0539075,0.0267607,0.0146578,0.00773203,0.0317581,0.0137603,0.0278623,0.0385812,0.0164826,0,0,0.0205997,0,0.00815199,0.0117714,0.0412862,0.0293289,0.0349713,0.033084,0.0451517,0.0266599,0.00634501,0.0170267,0.0104327,0.0114911,0.0325351,0.0619121,0.0242142,0.0353011,0.0285706,0.00420225,0.0119762,0.00691421,0.0375676,0.0182372,0,0,0,0
42,0,0,0,0,0.0202336,0.0332053,0,0,0.0758541,0.0179384,0.0485418,0.017438,0,0,0.0445083,0,0.0216591,0.0168588,0.0332026,0.0374314,0.0196209,0.0280559,0.0357369,0.0288681,0.00407207,0.0362958,0.0240475,0.0170016,0.0209874,0.0226264,0.00600085,0.0217322,0.0615877,0.0264057,0.0146874,0.00774103,0.0300828,0.0136928,0.0267019,0.0389602,0.0166794,0,0,0.0206792,0,0.00806241,0.0115232,0.0418592,0.0294666,0.0343609,0.0327224,0.0460911,0.0263956,0.00614776,0.0166398,0.00995972,0.0116847,0.0321443,0.0614786,0.0229857,0.0353805,0.0274159,0.00438572,0.0115803,0.00671695,0.0374666,0.0181845,0,0,0,0
43,0,0,0,0,0.0202206,0.0329126,0,0,0.0817467,0.01771,0.0522038,0.0175799,0,0,0.0438579,0,0.0219431,0.0164981,0.0344795,0.0397184,0.019799,0.0298419,0.0354894,0.0288052,0.00464104,0.0383462,0.0254326,0.0170572,0.0224701,0.0240801,0.00662142,0.0218972,0.0668771,0.0261121,0.0147914,0.00752653,0.0230344,0.0135131,0.0191104,0.0391858,0.0167695,0,0,0.020017,0,0.00804556,0.0110028,0.0423853,0.0289295,0.0340311,0.0286908,0.0464411,0.0261958,0.00733509,0.0152483,0.00699032,0.0109589,0.0274145,0.0615814,0.0169942,0.0311573,0.0200307,0.00437586,0.0111786,0.00645874,0.037195,0.0180534,0,0,0,0
44,0,0,0,0,0.0202822,0.0324318,0,0,0.08518,0.0175716,0.0546349,0.0176759,0,0,0.0418883,0,0.0223901,0.0156437,0.0352815,0.0412792,0.0200259,0.0312735,0.0348235,0.0288503,0.00515426,0.0397789,0.0266495,0.0169072,0.023543,0.0253291,0.00699002,0.0219553,0.0702461,0.025506,0.0149204,0.00751327,0.0189021,0.0133589,0.0146448,0.039435,0.0169663,0,0,0.0194568,0,0.00777111,0.0104903,0.0428332,0.0314334,0.034071,0.0254314,0.0463519,0.025101,0.00845162,0.014637,0.00485821,0.0107606,0.0236994,0.0625591,0.0121773,0.0277095,0.0156898,0.00425635,0.0107594,0.00631634,0.0366208,0.0180051,0,0,0,0
45,0,0,0,0,0.0203711,0.0319454,0,0,0.0858109,0.0173695,0.0557242,0.017548,0,0,0.0401803,0,0.0227272,0.0148679,0.035659,0.0422537,0.0202522,0.0319798,0.0340757,0.0290248,0.00546204,0.0399846,0.0271521,0.0167085,0.0240212,0.0259969,0.00734769,0.0220658,0.0713542,0.0250294,0.0150639,0.00742309,0.0192198,0.0131591,0.0150443,0.0395604,0.0172509,0,0,0.0189963,0,0.00759576,0.0100126,0.0432165,0.0358684,0.0339507,0.022328,0.0462057,0.024007,0.0100946,0.0151174,0.00342805,0.0106993,0.0206071,0.0636309,0.00888409,0.0249769,0.0163109,0.00417066,0.0105199,0.00618504,0.0359376,0.0180275,0,0,0,0
46,0,0,0,0,0.0204654,0.0314363,0,0,0.0843753,0.0171398,0.0557041,0.0173678,0,0,0.0387674,0,0.0229912,0.0141625,0.035752,0.0427071,0.0203455,0.0321424,0.033413,0.0291792,0.0055997,0.0396757,0.0270703,0.0166067,0.0240434,0.0260955,0.00760346,0.0221446,0.070572,0.0245789,0.0151783,0.00726999,0.0232689,0.0129242,0.0198769,0.0397182,0.017506,0,0,0.0183261,0,0.00742438,0.00951085,0.0435123,0.0422939,0.0337331,0.0196421,0.0459735,0.0229905,0.0116004,0.0156303,0.00333858,0.0109642,0.018203,0.0648142,0.00903275,0.0232385,0.0209015,0.00399849,0.0103757,0.00611957,0.0352506,0.0181082,0,0,0,0
47,0,0,0,0,0.0206007,0.0310956,0,0,0.0817326,0.0169262,0.0549858,0.0172189,0,0,0.0376968,0,0.0232413,0.0135595,0.0355601,0.0426412,0.0203134,0.0318738,0.0329922,0.0292302,0.00567634,0.0390355,0.0267764,0.0165164,0.0237842,0.0257316,0.00760507,0.0221912,0.0683923,0.0242202,0.0152784,0.00712194,0.030097,0.0127007,0.0274529,0.0399418,0.0177868,0,0,0.0176253,0,0.00726775,0.00917923,0.0437406,0.0503814,0.033631,0.0174724,0.0457653,0.0220208,0.0128679,0.0158679,0.00438247,0.0115086,0.0168593,0.0663362,0.0126078,0.0226927,0.0283283,0.00382115,0.010336,0.00612791,0.034827,0.0182792,0,0,0,0
48,0,0,0,0,0.0207973,0.0309795,0,0,0.0785134,0.0167526,0.0538341,0.0171425,0,0,0.0367379,0,0.0235388,0.0130578,0.03522,0.0422625,0.0202712,0.0311486,0.0327974,0.029289,0.0058407,0.038268,0.0261243,0.0162719,0.0232375,0.0248719,0.00736643,0.0222832,0.0654779,0.0239344,0.0153621,0.00702487,0.0383937,0.0124974,0.0363119,0.040117,0.0180915,0,0,0.0171824,0,0.00712301,0.00896449,0.0439242,0.0594736,0.0336137,0.0156541,0.0456712,0.0213073,0.0140735,0.0160099,0.00563745,0.0121827,0.0168168,0.0681088,0.0175894,0.0234337,0.0371725,0.00361912,0.0102929,0.0061664,0.0346151,0.0185462,0,0,0,0
49,0,0,0,0,0.0209237,0.0310148,0,0,0.0751201,0.0165689,0.0524015,0.0172306,0,0,0.0358678,0,0.023788,0.0126148,0.0348224,0.0415601,0.0201843,0.0300964,0.0329442,0.02934,0.00611111,0.0374509,0.0251537,0.0157229,0.0224961,0.0235619,0.00695581,0.0223848,0.0624224,0.0236581,0.0154557,0.00692378,0.0480449,0.0123266,0.0464534,0.040301,0.0183373,0,0,0.0167927,0,0.00699959,0.00868745,0.044152,0.0698389,0.0335628,0.0142727,0.0458437,0.0207124,0.0153183,0.0161955,0.00699591,0.0131176,0.0179696,0.0702274,0.0234997,0.0254852,0.047366,0.0034717,0.0103306,0.00626025,0.0345573,0.0188062,0,0,0,0
50,0,0,0,0,0.0227367,0.0326936,0,0,0.0712513,0.0152595,0.0518132,0.0143212,0,0,0.0354652,0,0.0185905,0.0111007,0.0348968,0.0420323,0.0201137,0.0264616,0.0281815,0.0349253,0.00803346,0.0345483,0.0221146,0.0137578,0.0202783,0.0211675,0.00758151,0.0237214,0.0592602,0.0246788,0.0199607,0.00666733,0.0175354,0.00901823,0.0162609,0.0373033,0.0210447,0,0,0.0157242,0,0.00804389,0.00893919,0.0395438,0.0369865,0.0351966,0.0262988,0.0411638,0.0245068,0.00498735,0.017469,0.00895451,0.00840531,0.0216288,0.0627481,0.00954277,0.0248825,0.0219577,0.00541186,0.010857,0.00719724,0.0346052,0.017366,0,0,0,0
51,0,0,0,0,0.0224095,0.032136,0,0,0.0676624,0.0152265,0.0498383,0.014153,0,0,0.0345248,0,0.018756,0.010624,0.0343968,0.0409601,0.0200644,0.0253387,0.0284659,0.0343527,0.00833819,0.0335886,0.0212304,0.013027,0.0193811,0.0196536,0.00693787,0.0236031,0.0559757,0.0241811,0.0200172,0.00686196,0.0157034,0.00886162,0.015106,0.03714,0.0206789,0,0,0.0145655,0,0.00812637,0.00832304,0.0395998,0.0347034,0.0348881,0.0252541,0.041637,0.0233743,0.00553263,0.0175764,0.00877951,0.0081974,0.0201196,0.0624258,0.00929828,0.0233092,0.0219347,0.0050142,0.0105626,0.00716883,0.0341926,0.0176227,0,0,0,0
52,0,0,0,0,0.0210941,0.0305967,0,0,0.0644913,0.0161361,0.0464322,0.0167723,0,0,0.0336773,0,0.0242726,0.0113946,0.0332157,0.0391532,0.0199553,0.0258886,0.0334123,0.0291854,0.00705749,0.0340432,0.0219059,0.0133442,0.0196221,0.0191418,0.00557328,0.0224179,0.052467,0.0230395,0.0156387,0.00655407,0.0453995,0.0117901,0.0452128,0.0398204,0.0187144,0,0,0.0143045,0,0.00687668,0.00748156,0.043937,0.0665601,0.0330851,0.0130997,0.0467402,0.0189749,0.0154714,0.0169223,0.00701706,0.0135676,0.0160233,0.0685693,0.0223593,0.0224533,0.0472009,0.00338457,0.0102722,0.00655426,0.0341713,0.0193778,0,0,0,0
53,0,0,0,0,0.0209057,0.0312886,0,0,0.0621673,0.0164125,0.0440278,0.0176117,0,0,0.0335727,0,0.0239978,0.0115822,0.0323473,0.0387194,0.0200266,0.0238643,0.0348755,0.029281,0.00694219,0.0325224,0.0208334,0.0125552,0.0186355,0.0184541,0.00549336,0.0225522,0.0497403,0.02317,0.0155067,0.00680343,0.0353978,0.0118308,0.0368551,0.0405522,0.0186203,0,0,0.015823,0,0.00659089,0.00803176,0.0438585,0.059654,0.0329571,0.0123909,0.0481932,0.018501,0.0155193,0.0176017,0.00796489,0.0131926,0.0147536,0.0661247,0.0197807,0.0199069,0.0384027,0.00325401,0.0111252,0.00680219,0.0352836,0.0192582,0,0,0,0
54,0,0,0,0,0.0208615,0.0312607,0,0,0.0614845,0.0164262,0.0431301,0.0181672,0,0,0.0332058,0,0.0238591,0.0114709,0.0318306,0.0375577,0.0202364,0.0235439,0.0354157,0.0291722,0.00713296,0.0316519,0.0207137,0.0117775,0.0185953,0.0187052,0.00575968,0.0226429,0.0487244,0.02289,0.015479,0.00681706,0.0245481,0.0117206,0.0276165,0.0405874,0.0185885,0,0,0.0156151,0,0.00647658,0.00790837,0.0436222,0.0496366,0.0327931,0.0120993,0.0487849,0.0178651,0.0147886,0.0177281,0.00754194,0.0122991,0.0122311,0.0632844,0.0153194,0.0162422,0.0287535,0.00317714,0.0111996,0.00686552,0.0354523,0.0192547,0,0,0,0
55,0,0,0,0,0.0209157,0.0312062,0,0,0.0603623,0.016426,0.0444059,0.0190171,0,0,0.032878,0,0.0237175,0.0113045,0.0316285,0.0348366,0.020621,0.0250201,0.0356867,0.0290907,0.00733971,0.0318698,0.0216232,0.011638,0.0189735,0.019265,0.00617234,0.0228265,0.0495926,0.0226816,0.0154569,0.00681619,0.0157114,0.0115894,0.0201927,0.0406288,0.0185283,0,0,0.0151372,0,0.00638326,0.00780064,0.0433463,0.0404111,0.0325724,0.0116527,0.0492534,0.0170898,0.0143774,0.0180391,0.00744481,0.012182,0.00959569,0.0609444,0.0113802,0.0125731,0.0199586,0.0029679,0.011201,0.00702828,0.0355723,0.0192833,0,0,0,0
56,0,0,0,0,0.0210591,0.0311507,0,0,0.0561563,0.0164595,0.0455398,0.0195471,0,0,0.032626,0,0.0236391,0.011216,0.0314187,0.03044,0.0209144,0.0266923,0.0359621,0.0291068,0.00686392,0.0321909,0.02281,0.0126697,0.0189589,0.0198217,0.00651738,0.0231441,0.0501289,0.0226437,0.0154376,0.00684673,0.0111909,0.0114671,0.015633,0.0404633,0.01842,0,0,0.0146001,0,0.00630761,0.00768474,0.0428483,0.0311451,0.0323578,0.0111527,0.0494097,0.016331,0.0140353,0.0182297,0.00737569,0.0122346,0.00670228,0.0586151,0.00735149,0.00882945,0.0107664,0.00268774,0.0111505,0.00720849,0.0356548,0.0194185,0,0,0,0
57,0,0,0,0,0.021129,0.0311306,0,0,0.0511759,0.0164952,0.0422773,0.0191149,0,0,0.0324712,0,0.0235593,0.0111264,0.0306392,0.0255646,0.021029,0.0262721,0.0364004,0.0291689,0.0057552,0.0309041,0.0228768,0.0147591,0.0186229,0.0214934,0.00719589,0.0236083,0.0476753,0.0226812,0.0154125,0.00691794,0.0188127,0.0113526,0.019881,0.0398127,0.018233,0,0,0.0139607,0,0.00627094,0.00755325,0.042086,0.0247499,0.032175,0.0113623,0.0490002,0.0156452,0.0128434,0.0183251,0.00719136,0.0117481,0.0054794,0.0565562,0.00565848,0.00813098,0.00853101,0.00255637,0.0110025,0.00738445,0.0358192,0.0195526,0,0,0,0
58,0,0,0,0,0.0209576,0.0309621,0,0,0.0473142,0.016513,0.035359,0.0178436,0,0,0.0322239,0,0.0235204,0.0108998,0.0296547,0.0219818,0.0210551,0.0238338,0.0365921,0.0291552,0.00523588,0.0279544,0.0215953,0.0165977,0.0181078,0.0232999,0.00784305,0.0241954,0.043305,0.0225342,0.0153837,0.00698038,0.02565,0.0111891,0.0241884,0.0385245,0.0179112,0,0,0.013225,0,0.00633872,0.00733963,0.0410732,0.0239686,0.032007,0.00992989,0.0480726,0.0149547,0.0126112,0.0181719,0.00738839,0.0115902,0.00545778,0.0558628,0.00764174,0.00837531,0.0114675,0.00264741,0.0109462,0.007504,0.0359574,0.0193568,0,0,0,0
59,0,0,0,0,0.0207832,0.0304322,0,0,0.0442117,0.0165541,0.0297104,0.0162233,0,0,0.0319121,0,0.0235107,0.0107094,0.0288534,0.0199354,0.02119,0.0214822,0.0360566,0.0290979,0.00556506,0.0249734,0.020156,0.0173021,0.0175234,0.0239757,0.00808366,0.0245167,0.0404311,0.0222548,0.0153297,0.00706325,0.0294824,0.0110014,0.025475,0.0364456,0.0175752,0,0,0.012257,0,0.00637047,0.00718403,0.0399806,0.023153,0.0316359,0.00722134,0.0467661,0.0138995,0.0129782,0.0178661,0.00722057,0.0112371,0.00534159,0.0552168,0.00768466,0.00778181,0.0102164,0.00292311,0.0109038,0.00762534,0.0356784,0.019033,0,0,0,0
60,0,0,0,0,0.0205391,0.0299359,0,0,0.0419257,0.016669,0.0279878,0.014923,0,0,0.0318768,0,0.0234422,0.0106798,0.0282696,0.018155,0.0213415,0.0204004,0.0354186,0.0289991,0.00584357,0.0228747,0.0191811,0.0171931,0.0168391,0.0236444,0.00793275,0.0243995,0.03948,0.0221018,0.0152827,0.00720171,0.0339101,0.0108496,0.0271397,0.0343455,0.0171875,0,0,0.0114881,0,0.00635288,0.00711163,0.0391147,0.0234942,0.0311903,0.00615559,0.0455958,0.012759,0.0135273,0.0174196,0.00697966,0.0110117,0.00745699,0.0541014,0.00815174,0.00909382,0.00940053,0.00315804,0.0108084,0.0077152,0.0352588,0.0187128,0,0,0,0
61,0,0,0,0,0.0201243,0.0294974,0,0,0.0403959,0.0167862,0.0282047,0.0139101,0,0,0.0323159,0,0.023404,0.0107985,0.027831,0.0165833,0.0215051,0.0196914,0.0346952,0.0288839,0.00577149,0.0210563,0.0181094,0.0169389,0.0160191,0.0226616,0.0075471,0.0242165,0.0390829,0.0222168,0.0152558,0.00741429,0.0385476,0.0107066,0.0290759,0.0323628,0.0167057,0,0,0.0108152,0,0.00628591,0.00706527,0.0384542,0.0254866,0.0308401,0.00757895,0.0444356,0.0115095,0.0140353,0.0166688,0.00679192,0.0111334,0.0108412,0.052537,0.00921514,0.0120356,0.0097787,0.00326825,0.010705,0.00778962,0.0346789,0.0183628,0,0,0,0
62,0,0,0,0,0.0195044,0.0292132,0,0,0.0397661,0.016943,0.0278824,0.0131867,0,0,0.0331709,0,0.0232932,0.0111432,0.0277218,0.0156442,0.0217244,0.0186365,0.0341537,0.02871,0.00564442,0.0189917,0.0168688,0.0168677,0.0150711,0.0215729,0.0072646,0.0241373,0.0391649,0.0224195,0.0151762,0.00764068,0.0424604,0.0106501,0.0306568,0.0305259,0.0161397,0,0,0.010499,0,0.00623724,0.00698475,0.0380605,0.028068,0.0305443,0.0103618,0.0435174,0.0103796,0.0136144,0.0156239,0.00679356,0.0114503,0.0141504,0.0506202,0.0108797,0.0155842,0.0116693,0.00322784,0.0106518,0.00781111,0.0341578,0.0179434,0,0,0,0
63,0,0,0,0,0.0189075,0.0290424,0,0,0.0397159,0.0171425,0.0267116,0.0125585,0,0,0.034181,0,0.0231077,0.0116408,0.0276906,0.0148507,0.0220262,0.017536,0.0336434,0.0284322,0.00569227,0.0168562,0.0158756,0.0172186,0.01416,0.0208772,0.00742966,0.0242392,0.0397525,0.0226539,0.0150753,0.00787953,0.0439129,0.0106728,0.030701,0.0285735,0.0155895,0,0,0.0104505,0,0.00620479,0.00697037,0.0376365,0.0296369,0.0304212,0.0123208,0.0427559,0.0095693,0.0136395,0.0145655,0.00652938,0.0115525,0.0161094,0.0489148,0.0124325,0.0181271,0.0139693,0.00312384,0.0104173,0.0078462,0.0336735,0.0174681,0,0,0,0
64,0,0,0,0,0.0185824,0.0290117,0,0,0.0399091,0.0174462,0.0258114,0.0121388,0,0,0.035261,0,0.0229734,0.0122182,0.0277016,0.0136951,0.0222867,0.0169683,0.0330684,0.0281596,0.00590807,0.0151282,0.0154449,0.0179773,0.0135226,0.0208611,0.00775163,0.0244875,0.0407666,0.0229507,0.0149416,0.00817454,0.043279,0.0107153,0.029702,0.0266067,0.0151194,0,0,0.010763,0,0.00616857,0.00711268,0.0370786,0.0305121,0.0302152,0.0134794,0.0419802,0.00909665,0.0137655,0.013539,0.00599991,0.0117041,0.0173826,0.0474506,0.013873,0.0199253,0.0170468,0.00301656,0.0100746,0.00791552,0.0333139,0.0170388,0,0,0,0
65,0,0,0,0,0.0184813,0.029058,0,0,0.04019,0.0177025,0.0252793,0.0119866,0,0,0.036487,0,0.0228434,0.0128412,0.0276446,0.0122236,0.0226217,0.0170095,0.0323622,0.0277633,0.0062884,0.0141943,0.0156827,0.0189856,0.0132042,0.0212735,0.00806157,0.0248791,0.0420676,0.0231843,0.0148231,0.00838637,0.0419213,0.010771,0.028584,0.0246949,0.0147887,0,0,0.0113154,0,0.00611987,0.0072591,0.0364703,0.0313491,0.0301145,0.0143888,0.0410415,0.00895926,0.0136129,0.012666,0.00547391,0.0115143,0.0186577,0.046243,0.015195,0.0213448,0.0212131,0.00283409,0.00985457,0.00795789,0.0331458,0.0168006,0,0,0,0
66,0,0,0,0,0.0185125,0.0291624,0,0,0.0405411,0.017846,0.0247214,0.011977,0,0,0.0375903,0,0.022635,0.0133825,0.0273589,0.0110143,0.0230032,0.0172201,0.0317936,0.0272488,0.00676753,0.0139379,0.0162369,0.0197999,0.013151,0.0217505,0.00834181,0.0253058,0.0432453,0.0233843,0.0147084,0.00844424,0.0403762,0.0108457,0.0279175,0.0229103,0.0146712,0,0,0.0120501,0,0.00606541,0.00752977,0.0358887,0.0323688,0.030196,0.0154186,0.039784,0.00920109,0.0134339,0.0120658,0.00515968,0.0103418,0.0207111,0.0453297,0.0160895,0.0219046,0.0255932,0.0026374,0.00971038,0.00797347,0.0332377,0.016821,0,0,0,0
67,0,0,0,0,0.0186262,0.0293708,0,0,0.0410389,0.01791,0.0244365,0.0119254,0,0,0.0383851,0,0.0223561,0.0137799,0.0267934,0.0105258,0.0233773,0.0172004,0.031502,0.0267088,0.0071737,0.0141594,0.0166225,0.0200342,0.0132068,0.0220883,0.00855319,0.0255457,0.0442118,0.0235888,0.0146125,0.00841406,0.0393515,0.0109763,0.0277892,0.0211574,0.0147794,0,0,0.0130415,0,0.00604184,0.00789238,0.0354312,0.0336615,0.0303789,0.016771,0.0382129,0.00969932,0.0132979,0.0116388,0.00525473,0.0101648,0.0228461,0.04441,0.0170735,0.0225033,0.029259,0.00256735,0.00970978,0.00805208,0.0336251,0.017102,0,0,0,0
68,0,0,0,0,0.0188966,0.0296777,0,0,0.041661,0.0179715,0.0246788,0.0118317,0,0,0.0390103,0,0.0221061,0.0141159,0.0261283,0.010747,0.0236101,0.0168711,0.0315513,0.0262249,0.00744894,0.015073,0.0166568,0.019758,0.013133,0.0220412,0.0085482,0.0255921,0.044988,0.0238293,0.0145469,0.00836733,0.0385341,0.0111788,0.0271858,0.0194207,0.0151313,0,0,0.014191,0,0.00605793,0.00814073,0.0350819,0.0352637,0.0306847,0.018328,0.0364343,0.0102652,0.0131623,0.0111715,0.00562475,0.0102622,0.0211071,0.0432139,0.0184276,0.0234821,0.0310919,0.00267668,0.00983974,0.00816724,0.034189,0.0176206,0,0,0,0
69,0,0,0,0,0.019322,0.0300059,0,0,0.0422416,0.0180091,0.0249239,0.0118198,0,0,0.0394914,0,0.0219101,0.0144668,0.025531,0.0112029,0.0237912,0.0163328,0.0318248,0.0257654,0.00755487,0.0162164,0.0164862,0.0194983,0.0128741,0.0217004,0.00830431,0.0255797,0.0455669,0.0238864,0.0145047,0.00828087,0.0369254,0.0114123,0.0258454,0.0177382,0.0156137,0,0,0.0154357,0,0.00609144,0.00847747,0.0347961,0.0362334,0.0310028,0.0201139,0.0345595,0.0110099,0.0126557,0.0107498,0.00570644,0.00991057,0.0202466,0.0420186,0.0196633,0.0242601,0.0327424,0.00290909,0.00987882,0.00822067,0.0347594,0.0182568,0,0,0,0
70,0,0,0,0,0.0197941,0.0303293,0,0,0.0430101,0.0180037,0.0251391,0.0119585,0,0,0.0397719,0,0.0217466,0.0147871,0.0251512,0.0116159,0.023965,0.0157422,0.0321643,0.0253374,0.00757444,0.0173409,0.0163544,0.0196379,0.0125347,0.0214421,0.00809164,0.0256891,0.0463704,0.0239429,0.0145079,0.00813565,0.0351833,0.011601,0.0247619,0.016087,0.0160993,0,0,0.016532,0,0.0061656,0.00891554,0.0344203,0.0364458,0.0310954,0.0227933,0.0326763,0.0117936,0.0117882,0.0104195,0.00549928,0.00915208,0.0196558,0.0409268,0.0208009,0.0249922,0.0356491,0.00318424,0.00980537,0.0081361,0.0352261,0.0188476,0,0,0,0
71,0,0,0,0,0.0203054,0.0306847,0,0,0.0439426,0.0180014,0.0255265,0.0122587,0,0,0.0397515,0,0.0214683,0.0149312,0.0248916,0.0119314,0.023962,0.0155497,0.0327547,0.0249486,0.0078058,0.0182855,0.0166264,0.0194454,0.0123175,0.0213395,0.00810259,0.0256865,0.047441,0.0238958,0.0144653,0.00801111,0.0341691,0.0117856,0.0243428,0.0147393,0.016628,0,0,0.0175069,0,0.00626238,0.00940649,0.0341274,0.0360827,0.0312107,0.0241798,0.0310306,0.01263,0.0109407,0.0102999,0.00543466,0.00847069,0.0188248,0.0399039,0.0218461,0.0257384,0.0393826,0.00353259,0.0096295,0.00796591,0.0355975,0.0194272,0,0,0,0
72,0,0,0,0,0.0208069,0.0310686,0,0,0.0448446,0.0180262,0.0255375,0.0127239,0,0,0.0394523,0,0.0211948,0.0149272,0.0247218,0.0115649,0.0238231,0.0152909,0.0334326,0.0246403,0.00794006,0.0188233,0.0168681,0.0195722,0.0121903,0.0215789,0.0084187,0.0257176,0.0488975,0.023582,0.0143773,0.00792184,0.0335701,0.0119671,0.0240051,0.0138843,0.0170796,0,0,0.0183097,0,0.0063207,0.0097272,0.0338797,0.0358577,0.0314995,0.0235348,0.0297775,0.0133825,0.0104118,0.0103846,0.00541322,0.00816211,0.0176214,0.0389014,0.0226028,0.0261657,0.0429529,0.00394835,0.00951169,0.0078394,0.0358803,0.0200092,0,0,0,0
