Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,IMU_B
9,0,0,0,0,0.014157,0.0227661,0,0,0.0412211,0.0221268,0.0136372,0.00609244,0,0,0.0433755,0,0.0164482,0.0212283,0.0304219,0.014674,0.0209669,0.0112572,0.0227016,0.0167937,0.0108219,0.0131522,0.00751675,0.0202185,0.0121013,0.0160582,0.00925833,0.0269183,0.0427823,0.0274535,0.0140327,0.0110778,0.0333711,0.0144896,0.0363498,0.00255517,0.00870575,0,0,0.0188247,0,0.00967287,0.0121773,0.0294544,0.031253,0.0404227,0.0213561,0.0119126,0.0155242,0.00859196,0.0136801,0.0174938,0.0144309,0.012232,0.0619914,0.00471167,0.0121132,0.0401399,0.00919731,0.0104693,0.00432369,0.0239438,0.0114096,0,0,0,0
10,0,0,0,0,0.0143454,0.0229401,0,0,0.0481278,0.0220404,0.0130518,0.00576409,0,0,0.0434635,0,0.0171011,0.0210653,0.0303205,0.0144664,0.0209982,0.0112123,0.0219205,0.017122,0.0106575,0.0148981,0.00894261,0.0198427,0.0120132,0.0171273,0.00895764,0.0270611,0.0507154,0.0274966,0.0140997,0.0109972,0.0326982,0.0145647,0.0359019,0.00236778,0.00892188,0,0,0.0192535,0,0.00974322,0.0125168,0.0294828,0.0307283,0.0404876,0.0209604,0.0123353,0.0160342,0.00852146,0.0138027,0.016723,0.0137751,0.0123054,0.0619109,0.00469543,0.0121654,0.0394151,0.00903911,0.0101505,0.0044414,0.0241402,0.0115875,0,0,0,0
11,0,0,0,0,0.0144742,0.0231775,0,0,0.0540409,0.0219912,0.0140562,0.00584446,0,0,0.0436462,0,0.0177789,0.0209344,0.0301576,0.0160842,0.0210337,0.0111721,0.021059,0.0175862,0.0103978,0.0164575,0.0101558,0.0194214,0.0120689,0.0187062,0.00874591,0.0272065,0.0575828,0.0276734,0.0141471,0.0109516,0.0321814,0.014668,0.0354268,0.00215283,0.00913805,0,0,0.0196007,0,0.00981313,0.0128082,0.0296418,0.0302618,0.0406006,0.0207008,0.0127431,0.0165384,0.0085216,0.0138205,0.0163858,0.013261,0.0119914,0.0619024,0.00431518,0.0118912,0.0388356,0.00891801,0.0092364,0.00454727,0.0242884,0.0117669,0,0,0,0
12,0,0,0,0,0.0146142,0.0235251,0,0,0.0582072,0.0218875,0.0166027,0.00556782,0,0,0.0448776,0,0.0180845,0.0209701,0.0298604,0.0183786,0.0210268,0.0111488,0.0201996,0.0178939,0.0100626,0.0176825,0.0110113,0.0189601,0.0123371,0.020805,0.00880294,0.0275343,0.0626142,0.0281215,0.0141454,0.0106669,0.0315282,0.0147153,0.0349278,0.00225107,0.00939819,0,0,0.0200383,0,0.00979152,0.0130648,0.0298725,0.0294832,0.0409139,0.0201292,0.0131166,0.0169567,0.00860667,0.0137352,0.0163686,0.0129865,0.0110803,0.0620367,0.00390161,0.0111592,0.0383625,0.00905959,0.00961305,0.00456966,0.0245205,0.0119693,0,0,0,0
13,0,0,0,0,0.0147829,0.0236344,0,0,0.060065,0.0218566,0.0195489,0.00525856,0,0,0.0450502,0,0.0185054,0.0209472,0.0294904,0.0210379,0.0211322,0.011532,0.0194433,0.0182815,0.00976449,0.0187,0.0117272,0.0186359,0.0128871,0.0230209,0.00900889,0.0279936,0.0652701,0.028317,0.0142725,0.0106829,0.0307964,0.0147132,0.0340753,0.00281626,0.00961495,0,0,0.0200167,0,0.00980573,0.0129903,0.0301306,0.0287352,0.0413401,0.0192902,0.0134682,0.0172251,0.00878441,0.0136033,0.0164514,0.0131268,0.00978316,0.0622977,0.0035621,0.0103261,0.0370321,0.00892606,0.0101868,0.00459401,0.0246183,0.0121284,0,0,0,0
14,0,0,0,0,0.0148455,0.0236314,0,0,0.0599595,0.0218357,0.0220206,0.00515374,0,0,0.0452443,0,0.0188797,0.0209141,0.0292443,0.0231706,0.0211265,0.0119262,0.0189212,0.0186759,0.00948166,0.0198703,0.0124198,0.0183639,0.0134392,0.025039,0.00936491,0.0283203,0.0661291,0.0283886,0.0142648,0.0107323,0.0296036,0.0146523,0.0326927,0.0036083,0.00969357,0,0,0.0198382,0,0.0097329,0.012935,0.0303496,0.0276834,0.0415035,0.0176819,0.01377,0.0173372,0.00899062,0.0135828,0.0160005,0.013207,0.00808012,0.0627452,0.00321508,0.00940261,0.0354066,0.00881271,0.0105174,0.00456307,0.024739,0.0121572,0,0,0,0
15,0,0,0,0,0.0148209,0.0236568,0,0,0.0580918,0.0218124,0.0235338,0.00507183,0,0,0.0454149,0,0.0190517,0.0209167,0.0290882,0.0245501,0.0211964,0.0122111,0.0186242,0.0190288,0.00921326,0.0210382,0.0130424,0.0181103,0.0137357,0.0263299,0.00964162,0.0283865,0.0654045,0.0283756,0.0142158,0.0107394,0.0287153,0.0146119,0.0314104,0.0044506,0.00967359,0,0,0.0195448,0,0.00960739,0.0130095,0.0304042,0.0270005,0.0414451,0.0159809,0.0140712,0.0172717,0.00922061,0.0135043,0.0155553,0.0131758,0.00659918,0.0631634,0.00312902,0.00880003,0.0339493,0.00861934,0.0111021,0.00452562,0.0247969,0.0121056,0,0,0,0
16,0,0,0,0,0.0147832,0.0238356,0,0,0.0551445,0.0218063,0.0238496,0.0053589,0,0,0.0456054,0,0.0190617,0.0209177,0.0288236,0.0248714,0.0212509,0.0125126,0.0186025,0.019278,0.00902701,0.0220514,0.0136825,0.0178858,0.0139048,0.0268877,0.00982002,0.028259,0.0638023,0.0284414,0.0142117,0.0107195,0.0280566,0.0146079,0.0302533,0.00545676,0.00968633,0,0,0.019441,0,0.00951834,0.0131735,0.0304546,0.0266208,0.0415052,0.014199,0.0144925,0.0173691,0.0092852,0.0132434,0.0150929,0.0128791,0.00559263,0.0635861,0.00324473,0.00832159,0.0325538,0.00838858,0.011343,0.00447854,0.0250211,0.0120781,0,0,0,0
17,0,0,0,0,0.0147644,0.0242449,0,0,0.0518951,0.0218493,0.0231095,0.00565349,0,0,0.0460291,0,0.0190367,0.0210781,0.0285169,0.0243639,0.0212006,0.012805,0.0188726,0.0195872,0.00880187,0.0229261,0.0142466,0.0175972,0.0139686,0.0267017,0.00980311,0.0279641,0.0617478,0.0285865,0.0142792,0.0107758,0.0274451,0.0146611,0.0293229,0.00653256,0.00975175,0,0,0.0198824,0,0.00949948,0.0137493,0.0306367,0.0263863,0.0416974,0.0125978,0.0152432,0.0177664,0.00920221,0.013066,0.0144725,0.0124562,0.00476844,0.0639889,0.00357111,0.00773437,0.031294,0.00829424,0.0112731,0.00449913,0.0256418,0.0120987,0,0,0,0
18,0,0,0,0,0.0148289,0.0249523,0,0,0.0491532,0.0219911,0.0216369,0.00607847,0,0,0.0468046,0,0.0191342,0.0213051,0.0281638,0.0232864,0.0211454,0.0128786,0.0195043,0.0201252,0.00852988,0.0234698,0.0145597,0.0172778,0.0137336,0.0257004,0.00952138,0.027633,0.0595302,0.0288819,0.0142242,0.0109393,0.026861,0.0148233,0.0285983,0.00793029,0.00996376,0,0,0.0212666,0,0.00954556,0.0144814,0.0309296,0.0261686,0.0422266,0.0112194,0.0165822,0.0186249,0.00906921,0.0131132,0.0134084,0.0122028,0.0040341,0.0644008,0.00394648,0.00690296,0.0301945,0.00850668,0.011607,0.00461296,0.0268351,0.0122651,0,0,0,0
19,0,0,0,0,0.0148608,0.0256804,0,0,0.0465528,0.0220483,0.0196682,0.00618805,0,0,0.0474754,0,0.0193757,0.0213661,0.027804,0.0220098,0.0211464,0.0127094,0.019953,0.0205019,0.00828484,0.0237189,0.0146721,0.0168757,0.0132763,0.0242921,0.00909928,0.0272039,0.0573053,0.0291719,0.0141402,0.0109908,0.0261241,0.0149161,0.0276454,0.00927405,0.0102003,0,0,0.0223139,0,0.00956334,0.0147037,0.0312107,0.0260035,0.0425999,0.0095847,0.0179377,0.0194039,0.00906292,0.013164,0.0121077,0.0121941,0.00248948,0.0649228,0.00447511,0.00615231,0.0288004,0.00867618,0.0119387,0.00471363,0.0278066,0.0123832,0,0,0,0
20,0,0,0,0,0.0148865,0.0261901,0,0,0.0441924,0.022012,0.0176074,0.00644734,0,0,0.0479699,0,0.0196924,0.0214542,0.0274482,0.0207676,0.0212075,0.0123898,0.0201129,0.020841,0.00805358,0.0235473,0.0145393,0.0164385,0.0126102,0.0225402,0.00855513,0.0266687,0.0552716,0.0294482,0.0141965,0.0110099,0.0250094,0.0149071,0.0261418,0.010568,0.010386,0,0,0.0227755,0,0.00954808,0.0147563,0.0314681,0.0258515,0.0427094,0.00738984,0.0191064,0.0200047,0.00908741,0.0130325,0.0110558,0.0122489,0.00149493,0.0654819,0.00514758,0.00602132,0.0266675,0.00862686,0.0122676,0.00474106,0.0283756,0.0124406,0,0,0,0
21,0,0,0,0,0.0148901,0.0265201,0,0,0.0419046,0.0219309,0.0156572,0.00690901,0,0,0.0481437,0,0.0195194,0.0214691,0.0270429,0.0196984,0.0213103,0.0120693,0.0200514,0.0210423,0.00757784,0.0228058,0.0140618,0.0160402,0.0115933,0.0204725,0.00798279,0.0261908,0.0535054,0.0295295,0.0141886,0.0108877,0.0240923,0.0148892,0.0246352,0.0117829,0.0104549,0,0,0.0228844,0,0.00948724,0.0147845,0.0317843,0.0261437,0.0425767,0.00496629,0.0201736,0.0203658,0.00918213,0.0128964,0.0103905,0.0113772,0.00277727,0.0660084,0.00584001,0.00691218,0.0243778,0.00847589,0.0127272,0.00476201,0.0286735,0.0124544,0,0,0,0
22,0,0,0,0,0.0149514,0.026755,0,0,0.0407567,0.0219378,0.0142295,0.00716087,0,0,0.0483361,0,0.0196816,0.0214745,0.0266956,0.0194491,0.0214151,0.011701,0.0200507,0.0213079,0.00721662,0.0219188,0.0135058,0.015552,0.0104506,0.0185292,0.00756819,0.0256887,0.0523217,0.0296011,0.0141033,0.0108758,0.0231739,0.01489,0.0228929,0.013118,0.0105454,0,0,0.0231107,0,0.0094342,0.0150497,0.0322264,0.0264807,0.0425439,0.00292491,0.0212287,0.0207346,0.0092911,0.0128431,0.00967486,0.0103407,0.00470645,0.0664527,0.00589442,0.00840274,0.0217636,0.00835274,0.0132608,0.00482452,0.0289986,0.0125392,0,0,0,0
23,0,0,0,0,0.0150378,0.02705,0,0,0.0400414,0.0219738,0.0135937,0.00759938,0,0,0.0487235,0,0.0201247,0.0216434,0.0263851,0.0200586,0.0214143,0.0111937,0.0202483,0.0216343,0.00704628,0.0208203,0.0129198,0.0148516,0.00945338,0.0168813,0.0074255,0.0251372,0.0519078,0.0297094,0.0141566,0.0109513,0.0227635,0.0148825,0.0215099,0.0146536,0.0106699,0,0,0.0234106,0,0.00935905,0.0152901,0.0328564,0.0271594,0.04258,0.002619,0.0223145,0.0210801,0.00903972,0.0127975,0.00844851,0.00957095,0.00699302,0.066727,0.00662137,0.0105512,0.0195534,0.00826667,0.0136171,0.00492052,0.0293692,0.0126559,0,0,0,0
24,0,0,0,0,0.0151637,0.0276108,0,0,0.0396396,0.022012,0.0139433,0.00837685,0,0,0.0489753,0,0.0201772,0.0218742,0.0261024,0.0209599,0.0214833,0.010544,0.0206454,0.0219165,0.00691918,0.0190503,0.0120424,0.0139896,0.00825491,0.0154866,0.00708868,0.0246324,0.0519068,0.0297837,0.0142188,0.0110404,0.022979,0.0148568,0.0209676,0.016337,0.0108054,0,0,0.023746,0,0.00928158,0.0153312,0.0334618,0.0283592,0.0425231,0.00516454,0.0234317,0.0215538,0.00862047,0.0127386,0.00693825,0.00893218,0.00961448,0.0667205,0.00794116,0.0131916,0.0181504,0.00818594,0.0138564,0.00501411,0.0297195,0.0127939,0,0,0,0
25,0,0,0,0,0.015325,0.0280263,0,0,0.0395151,0.022071,0.0153077,0.00904101,0,0,0.0490918,0,0.0198367,0.0221996,0.0257894,0.0222402,0.0215184,0.0100284,0.0211812,0.0220678,0.00652741,0.016738,0.0108396,0.0133944,0.00712408,0.0143247,0.00647775,0.0242689,0.0522209,0.0297285,0.0142279,0.0110382,0.0233157,0.0148191,0.0207861,0.0181261,0.0109734,0,0,0.0241552,0,0.00921484,0.0154055,0.0340599,0.029521,0.0423245,0.00869644,0.0245536,0.0221634,0.00811292,0.0128325,0.00555679,0.00839376,0.0120069,0.0664764,0.00945568,0.0158159,0.0171114,0.00816401,0.0144066,0.00508466,0.0299863,0.0129618,0,0,0,0
26,0,0,0,0,0.0154554,0.0281936,0,0,0.0396047,0.0221861,0.0173412,0.00985453,0,0,0.0493837,0,0.0200468,0.0228388,0.025479,0.0239009,0.0216411,0.00963368,0.0217382,0.0223246,0.00546229,0.0143679,0.00934637,0.013015,0.00597063,0.013348,0.0060154,0.0241435,0.0525999,0.0297778,0.0141696,0.0111827,0.0237665,0.0147876,0.0209354,0.0199514,0.0111404,0,0,0.0244326,0,0.00918239,0.015883,0.0346966,0.0305209,0.041973,0.0127057,0.0256792,0.0225787,0.00755989,0.013201,0.00453143,0.00791832,0.0143265,0.0659198,0.0110558,0.0185009,0.0164845,0.00805477,0.0150743,0.00514153,0.0301073,0.0131255,0,0,0,0
27,0,0,0,0,0.0154931,0.0285147,0,0,0.0402292,0.0222697,0.0197504,0.0107049,0,0,0.0497234,0,0.019897,0.0229715,0.0252449,0.026049,0.0218461,0.00933383,0.0222352,0.0225888,0.00667906,0.0117102,0.00793614,0.0126024,0.00477479,0.012492,0.00577435,0.0240472,0.0527171,0.0298407,0.0140692,0.0112212,0.0236266,0.0147613,0.0203026,0.0216252,0.0112681,0,0,0.0246358,0,0.00915552,0.0163227,0.0353795,0.0310406,0.0415964,0.0162676,0.0267554,0.0231269,0.00776996,0.0137924,0.00458291,0.00783068,0.0168214,0.065449,0.0118826,0.0205454,0.0149056,0.00791713,0.0157795,0.00519653,0.030191,0.0132481,0,0,0,0
28,0,0,0,0,0.0155133,0.0286915,0,0,0.0407307,0.02233,0.022285,0.0116659,0,0,0.0499743,0,0.0191482,0.0229099,0.0251394,0.0284338,0.0220412,0.00900559,0.0228282,0.0226806,0.0123839,0.00930005,0.00693206,0.0118541,0.00373607,0.0119093,0.005669,0.0237251,0.0525919,0.029832,0.0139981,0.0111054,0.0234072,0.0147588,0.019499,0.02324,0.0114429,0,0,0.0248612,0,0.00913896,0.0166868,0.0359376,0.0314703,0.0412063,0.0192132,0.0278899,0.0237623,0.00786871,0.0143038,0.00531149,0.0080432,0.0193907,0.0649861,0.0122252,0.0221344,0.0132002,0.0078376,0.0161014,0.00526579,0.0303749,0.0134327,0,0,0,0
29,0,0,0,0,0.0156533,0.027939,0,0,0.0401888,0.0223643,0.0245095,0.0129727,0,0,0.0502846,0,0.0186884,0.0229692,0.0248656,0.0299922,0.022476,0.00869936,0.0235127,0.0227555,0.0074144,0.00713072,0.0066867,0.0116149,0.00280551,0.0109998,0.00521689,0.0238281,0.0511127,0.0298874,0.0140345,0.0111482,0.0233298,0.0147055,0.0189108,0.0250094,0.0116879,0,0,0.0248539,0,0.00908094,0.0166996,0.0365635,0.0318144,0.0407688,0.0214469,0.0292396,0.0242261,0.0080139,0.0148232,0.00599987,0.00850384,0.0213509,0.0643509,0.0123283,0.0233476,0.0121631,0.00770676,0.0165713,0.005316,0.0305743,0.0137257,0,0,0,0
30,0,0,0,0,0.0157995,0.0276754,0,0,0.039399,0.0223597,0.0264094,0.0141203,0,0,0.050652,0,0.0186385,0.0230043,0.024738,0.0313516,0.022846,0.00837224,0.0240392,0.0229339,0.00440875,0.00600536,0.00694627,0.011334,0.00243092,0.0102111,0.00461378,0.0238363,0.0491853,0.0299893,0.0140465,0.0112555,0.0232878,0.0146421,0.0185836,0.0264889,0.0119411,0,0,0.0248319,0,0.00903671,0.0166136,0.0371559,0.0322884,0.0402819,0.0231563,0.0305121,0.0245472,0.00804718,0.0153151,0.00648509,0.00878107,0.0233086,0.0637561,0.0126527,0.0245215,0.0114188,0.00760985,0.0171492,0.00538024,0.0307491,0.0139942,0,0,0,0
31,0,0,0,0,0.0160409,0.0278361,0,0,0.0387704,0.022474,0.028316,0.014961,0,0,0.0511772,0,0.019168,0.023452,0.0248339,0.0329116,0.0229754,0.00828799,0.0247601,0.0233349,0.00426257,0.00564997,0.0068134,0.010789,0.00313812,0.00949233,0.00415975,0.0235603,0.0472666,0.0301671,0.0140314,0.0114612,0.0237959,0.0146188,0.0188057,0.0276498,0.0123639,0,0,0.0250661,0,0.00905329,0.0167497,0.0376061,0.0343089,0.0396581,0.0270953,0.0319517,0.0250264,0.00728371,0.0154977,0.00822266,0.00900946,0.0266224,0.0631015,0.0137343,0.0273876,0.0106093,0.00760805,0.0174576,0.00546051,0.030935,0.01431,0,0,0,0
32,0,0,0,0,0.0162887,0.0280769,0,0,0.0380713,0.0225367,0.0301237,0.0150297,0,0,0.0517861,0,0.0193456,0.0240234,0.0249569,0.0343359,0.0229167,0.00866824,0.0254715,0.0236588,0.00490205,0.00598835,0.00656957,0.0103066,0.0045671,0.00873705,0.00375726,0.0231806,0.0452633,0.0303701,0.0139891,0.0115234,0.0258972,0.0146143,0.020408,0.0285595,0.0127831,0,0,0.025298,0,0.0090994,0.0170538,0.0380088,0.0372271,0.0390331,0.0328862,0.0333105,0.0256105,0.0060115,0.0151977,0.0115265,0.00980942,0.029952,0.0621733,0.0146884,0.0312915,0.0127398,0.0076195,0.0178656,0.0054787,0.0312274,0.0145806,0,0,0,0
33,0,0,0,0,0.0164722,0.0282531,0,0,0.0363431,0.022522,0.0310259,0.0153766,0,0,0.0521611,0,0.0193371,0.0241079,0.0252372,0.0347487,0.0229964,0.00939752,0.0259609,0.023882,0.00537083,0.00726029,0.00716853,0.010331,0.00562063,0.00696389,0.00322704,0.02294,0.0414132,0.030526,0.0139473,0.0114828,0.0270896,0.0145869,0.0212384,0.0294215,0.0130083,0,0,0.0252101,0,0.0090942,0.0172464,0.0384274,0.03805,0.0385791,0.0356792,0.0343536,0.0259477,0.00558727,0.0151578,0.0131474,0.0106085,0.0318723,0.0614775,0.0147816,0.0330507,0.0149606,0.00753734,0.0182062,0.00548328,0.0313571,0.014745,0,0,0,0
34,0,0,0,0,0.0165541,0.0284104,0,0,0.0343086,0.0224893,0.0309975,0.0158384,0,0,0.0522842,0,0.0194819,0.024165,0.0256468,0.0339751,0.0231228,0.0103754,0.0262886,0.0241118,0.00536848,0.0090633,0.00809212,0.0107777,0.00651645,0.00470746,0.00253049,0.0227459,0.036216,0.0306138,0.0138714,0.0114201,0.0268455,0.0145426,0.0206362,0.0302304,0.013147,0,0,0.0250837,0,0.00907729,0.0171813,0.0388073,0.0368822,0.0380694,0.0365094,0.0350923,0.0261092,0.00545692,0.0153523,0.0135332,0.0111975,0.0315514,0.0610846,0.0149632,0.0335153,0.0154662,0.00748133,0.0182821,0.00547364,0.0314318,0.0148141,0,0,0,0
