Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.0101853,0.00666317,0,0,0,0.0351199,0.0105034,0.0193269,0.00558137,0,0,0.0127887,0,0.0300061,0.00664303,0.026732,0.020848,0.026116,0.00896827,0.00512854,0.0139392,0.00693555,0.0127197,0.00912973,0.0166156,0.0103422,0.0165358,0.00754476,0.0283603,0.0436577,0.00808007,0.0195139,0.00420338,0.0267131,0.00804003,0.0204313,0.015307,0.0101576,0,0,0.00603453,0,0.0103547,0.00476935,0.0367807,0.0259237,0.0389786,0.0234727,0.0118444,0.00600269,0.00605465,0.0168805,0.010374,0.0080457,0.0214597,0.0624677,0.0182635,0.0225222,0.0289428,0.00413939,0.00454798,0.00343328,0.00602282,0.0102731,0,0,0
0,0,0,0,0,0.00843992,0.0107274,0,0,0,0.0339528,0.0124925,0.00889651,0.00758283,0,0,0.015353,0,0.0256508,0.005342,0.0272432,0.0197576,0.0243087,0.00914687,0.00716157,0.0174089,0.00586089,0.00879634,0.00474511,0.0184546,0.00529333,0.0118148,0.0020772,0.0273074,0.0556616,0.0123414,0.0176477,0.00559942,0.0103668,0.00839396,0.0190451,0.00684356,0.00629178,0,0,0.00958268,0,0.0100117,0.0044168,0.038031,0.0280702,0.0420011,0.00190765,0.0105111,0.00821574,0.00872162,0.0215331,0.00678704,0.00919513,0.0183918,0.0729617,0.0166278,0.0229688,0.0134098,0.00337222,0.000793695,0.0014957,0.0104649,0.00495733,0,0,0
1,0,0,0,0,0.00834921,0.0099457,0,0,0,0.0290512,0.0125272,0.00826655,0.00741841,0,0,0.0148223,0,0.0253741,0.00577657,0.0271233,0.0182661,0.0243312,0.00877641,0.00696689,0.0170874,0.00531599,0.0072811,0.00403195,0.0178258,0.0048269,0.00984245,0.00172613,0.0269267,0.0496422,0.0119115,0.0175004,0.00556875,0.00611266,0.0084711,0.0171133,0.00815815,0.00614251,0,0,0.00818414,0,0.0100957,0.00407208,0.038077,0.0265565,0.040915,0.00555245,0.00970114,0.00808216,0.00925685,0.0210347,0.00548022,0.00945853,0.0170013,0.0713942,0.0152972,0.0205113,0.00681109,0.00331203,0.00054324,0.0014799,0.00957869,0.0045519,0,0,0
2,0,0,0,0,0.00859092,0.00919876,0,0,0,0.0247809,0.0126687,0.00889783,0.00688248,0,0,0.0141612,0,0.0251246,0.00634223,0.0271871,0.0175592,0.023835,0.00884476,0.00677736,0.0168135,0.00525369,0.00623476,0.00361581,0.0176672,0.00473406,0.00811862,0.00191219,0.02657,0.0443166,0.0115334,0.0174098,0.00550095,0.00449021,0.00853777,0.015383,0.00885436,0.00617016,0,0,0.00696837,0,0.0100569,0.00413989,0.0380046,0.0241155,0.0403824,0.00895021,0.0089297,0.00831003,0.00976518,0.0205168,0.00495377,0.0099007,0.016282,0.0698827,0.0142635,0.0183937,0.00721286,0.00383965,0.000426703,0.00153182,0.00877869,0.00462983,0,0,0
3,0,0,0,0,0.00861131,0.00829296,0,0,0,0.0206601,0.0128964,0.0102043,0.00607242,0,0,0.0139554,0,0.0247842,0.00681646,0.0272383,0.0171345,0.0231917,0.00883498,0.00666418,0.0165201,0.0054877,0.00536545,0.00338268,0.0177277,0.00498104,0.00665375,0.00242455,0.0262628,0.0389387,0.0112528,0.017306,0.0055941,0.00292466,0.00868351,0.0137505,0.00922342,0.00606789,0,0,0.00603691,0,0.0101584,0.00340926,0.0380701,0.0214577,0.0401854,0.0112596,0.00841874,0.00658729,0.0101123,0.0199875,0.00509454,0.0106775,0.015489,0.0684541,0.0134755,0.0164008,0.00885154,0.00287365,0.000593688,0.00169104,0.00787961,0.00481664,0,0,0
4,0,0,0,0,0.008597,0.00737715,0,0,0,0.0163799,0.0131109,0.0117136,0.00496203,0,0,0.013885,0,0.0244671,0.00709566,0.0273592,0.0166371,0.0225595,0.00866779,0.00651045,0.0161967,0.00582326,0.00482616,0.00343146,0.0178257,0.00550208,0.00586679,0.00306546,0.0259829,0.0337421,0.0112068,0.0171788,0.00559073,0.0038236,0.00883817,0.0117385,0.00977534,0.00616853,0,0,0.00523659,0,0.0102567,0.00246991,0.0385001,0.0185967,0.0400566,0.0134109,0.00818308,0.00510929,0.00980865,0.0192071,0.00531212,0.011183,0.0145164,0.0671262,0.0126986,0.0143834,0.0107269,0.00221772,0.000972061,0.00194345,0.00699287,0.00518789,0,0,0
5,0,0,0,0,0.00855753,0.00646128,0,0,0,0.0124197,0.0132892,0.0129333,0.00376123,0,0,0.013814,0,0.0242233,0.00711576,0.0275447,0.0159017,0.0219392,0.00852708,0.00659195,0.0158782,0.00639125,0.00487593,0.00373514,0.0179762,0.0063026,0.00597534,0.00376013,0.0256512,0.0287974,0.011333,0.0170766,0.00555368,0.00557153,0.00896318,0.00994568,0.0100787,0.00639762,0,0,0.0046409,0,0.0102855,0.00177255,0.0390196,0.015676,0.0400876,0.0145153,0.00800612,0.00405326,0.0093559,0.0183193,0.00589885,0.0107567,0.0135731,0.0661357,0.0118803,0.0126409,0.0116091,0.00196957,0.00124767,0.00229041,0.00610438,0.00562025,0,0,0
6,0,0,0,0,0.00844964,0.0055916,0,0,0,0.00865128,0.01337,0.0141438,0.00246828,0,0,0.0137228,0,0.0240348,0.00699828,0.0277118,0.0154365,0.0213966,0.00838408,0.00683123,0.0154856,0.00705644,0.00595806,0.00437893,0.0181326,0.00721605,0.00701098,0.0043329,0.0252057,0.0247035,0.0115336,0.0169734,0.00540152,0.00671878,0.00909111,0.00852129,0.010227,0.00659198,0,0,0.00414601,0,0.0103424,0.00145693,0.0393534,0.0128416,0.04018,0.0150466,0.00780655,0.00325991,0.00836718,0.0174958,0.00681893,0.0097027,0.0134076,0.0655082,0.0110814,0.0114931,0.0127366,0.00187306,0.00142679,0.00251433,0.00519805,0.00589432,0,0,0
7,0,0,0,0,0.00824377,0.00473216,0,0,0,0.0050471,0.0133936,0.0154487,0.00118572,0,0,0.0135735,0,0.0239973,0.00687323,0.0278426,0.0152497,0.0209822,0.00816695,0.0071334,0.0148941,0.00770885,0.0077111,0.00530139,0.0183033,0.00825569,0.00849957,0.00482791,0.0247602,0.0215317,0.0116066,0.0169523,0.00509472,0.00722123,0.00920712,0.0075766,0.0102176,0.00666121,0,0,0.00376468,0,0.0103915,0.00140317,0.0393915,0.0105652,0.0403528,0.0151243,0.00742233,0.00267516,0.00708707,0.0168588,0.00774491,0.00871872,0.013068,0.0651599,0.0103712,0.0108117,0.0132436,0.00171979,0.00150545,0.00270453,0.00424254,0.00594616,0,0,0
8,0,0,0,0,0.0083043,0.00423218,0,0,0,0.00517041,0.0133644,0.0169626,0.000810656,0,0,0.0135726,0,0.0240441,0.00721375,0.0279217,0.0144566,0.0207002,0.0081369,0.00729638,0.0135984,0.00804602,0.00972105,0.00646304,0.0184326,0.00934837,0.0099596,0.00520829,0.0243613,0.0193117,0.0111416,0.0169231,0.00405388,0.00761315,0.00914395,0.00764699,0.0102404,0.00675272,0,0,0.00337833,0,0.0100665,0.00314634,0.0392759,0.00789122,0.0403851,0.0155201,0.00666285,0.0047741,0.0060057,0.0162655,0.00879084,0.00838124,0.0125502,0.064949,0.00988347,0.0104832,0.0159365,0.0043559,0.00136641,0.002276,0.00343607,0.00615683,0,0,0
