Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.00816086,0.00644548,0,0,0,0.0361161,0.0120106,0.0181607,0.0062034,0,0,0.0137103,0,0.030626,0.00628379,0.0249861,0.0209657,0.0279844,0.0100939,0.00476915,0.013764,0.00691031,0.0133797,0.0101715,0.0165151,0.0107398,0.0160144,0.00757655,0.02791,0.0467547,0.00864577,0.0188843,0.00455514,0.0278582,0.00989332,0.0234278,0.0142348,0.00706594,0,0,0.00585272,0,0.0105376,0.00394968,0.0356923,0.0313617,0.0416955,0.0260456,0.00904094,0.0073824,0.00755632,0.0178871,0.0129866,0.00970181,0.0243429,0.0641063,0.0196577,0.0254003,0.0292893,0.0035584,0.00395823,0.00266881,0.00716807,0.00873872,0,0,0
0,0,0,0,0,0.00980229,0.0078181,0,0,0,0.0314219,0.0173768,0.012513,0.00815031,0,0,0.0200619,0,0.0217419,0.00939265,0.0266156,0.0231778,0.0256733,0.00858733,0.00573257,0.0227774,0.00550112,0.0102397,0.00670376,0.0182753,0.00715687,0.0161009,0.00292424,0.0273631,0.0523739,0.0156723,0.0149702,0.00409471,0.0122083,0.00901518,0.0170096,0.00963828,0.00755953,0,0,0.00511772,0,0.0108659,0.00316369,0.0377945,0.020704,0.0439824,0.00227905,0.0141252,0.00747236,0.00776777,0.0212653,0.00468928,0.00595337,0.017202,0.0733691,0.016084,0.0198899,0.0212168,0.00176415,0.00585367,0.00335248,0.00899102,0.00804523,0,0,0
1,0,0,0,0,0.00941501,0.00706521,0,0,0,0.026847,0.0172721,0.012146,0.00824896,0,0,0.0197295,0,0.0218094,0.00930683,0.0264936,0.022423,0.0258816,0.00830112,0.00592634,0.0221508,0.0051268,0.00835597,0.00543773,0.0175843,0.00652046,0.0141168,0.00249163,0.0269964,0.0467702,0.0155736,0.0148684,0.00376255,0.00933415,0.00917832,0.014852,0.0110788,0.00648791,0,0,0.00381988,0,0.0110435,0.00275376,0.0377912,0.0205565,0.0429533,0.00332956,0.0137814,0.00692268,0.00768327,0.0206554,0.00333548,0.00610692,0.0154796,0.0716517,0.0142841,0.0175244,0.0185717,0.00147229,0.0057088,0.00369249,0.00838618,0.0075497,0,0,0
2,0,0,0,0,0.00827055,0.0063462,0,0,0,0.0225893,0.0170894,0.0123131,0.00814518,0,0,0.0194284,0,0.0220688,0.00949508,0.0265822,0.0218379,0.025671,0.00839558,0.00575765,0.0212379,0.0048943,0.00704624,0.00461297,0.0174861,0.0062188,0.0124476,0.00219403,0.0268229,0.0419422,0.0156936,0.015008,0.00372402,0.00617903,0.00929773,0.0132616,0.0116719,0.00533574,0,0,0.00273971,0,0.0111163,0.00272294,0.0376449,0.0200448,0.0424422,0.0062265,0.0133687,0.00633627,0.0079948,0.0203445,0.00292125,0.00685527,0.0147454,0.0701266,0.0134666,0.016142,0.0154636,0.00140504,0.00569645,0.00391449,0.00797025,0.00717359,0,0,0
3,0,0,0,0,0.00742601,0.00585691,0,0,0,0.0181859,0.0167323,0.0129385,0.00770911,0,0,0.021207,0,0.0224898,0.0104119,0.0266366,0.0209851,0.0253204,0.00848533,0.0055274,0.0201133,0.00478211,0.00620655,0.00432428,0.0174543,0.00607313,0.0109384,0.00197585,0.0265913,0.037246,0.0164951,0.0153115,0.00334962,0.00260652,0.00933577,0.0116585,0.012152,0.00495453,0,0,0.0020304,0,0.011103,0.00244509,0.0374658,0.0183186,0.0419774,0.0105986,0.0128729,0.00664921,0.008281,0.0202112,0.00232615,0.00750578,0.015227,0.0686996,0.0131009,0.015556,0.0151344,0.00215943,0.00527656,0.00375373,0.00792382,0.00749562,0,0,0
4,0,0,0,0,0.0061629,0.00519193,0,0,0,0.0134311,0.0164509,0.0137014,0.0070531,0,0,0.0216222,0,0.0228801,0.0106448,0.0267039,0.0203292,0.0249257,0.00867568,0.0053674,0.0186697,0.00486087,0.00543091,0.00410124,0.0175896,0.00603694,0.00929741,0.0019709,0.0263754,0.032156,0.0169055,0.0155497,0.00319096,0.00322848,0.00945692,0.0110542,0.0123596,0.00438797,0,0,0.00204832,0,0.0110793,0.00239461,0.0371422,0.0166721,0.0418421,0.0140446,0.012447,0.00638463,0.00845327,0.020036,0.002223,0.00786077,0.0158837,0.0674097,0.0128539,0.0151904,0.0165393,0.00248689,0.00534812,0.00384746,0.00757073,0.00757011,0,0,0
5,0,0,0,0,0.00537875,0.00454925,0,0,0,0.00934543,0.0161471,0.0146614,0.00631857,0,0,0.0217319,0,0.0231679,0.0105147,0.0267395,0.0199893,0.0244943,0.00872388,0.00528525,0.0170866,0.00503727,0.00479357,0.00392585,0.0176706,0.0059961,0.00768053,0.00213975,0.0261559,0.026932,0.0170429,0.0156851,0.00295452,0.00539689,0.0095963,0.0105697,0.012539,0.00393538,0,0,0.00263439,0,0.011119,0.00270319,0.0369863,0.0152368,0.0418349,0.0163778,0.0120946,0.00615831,0.00801904,0.0194605,0.00246253,0.00787718,0.0160255,0.0662725,0.0123669,0.0144277,0.0179502,0.00286413,0.00534211,0.00397487,0.00712595,0.00763103,0,0,0
6,0,0,0,0,0.00503471,0.0041089,0,0,0,0.00739755,0.0158114,0.0155649,0.00563821,0,0,0.0215602,0,0.0234905,0.0101884,0.0268033,0.0197992,0.0240527,0.00872597,0.00525675,0.0154048,0.0051423,0.00414805,0.00369429,0.0177475,0.00597236,0.00634068,0.00250391,0.0259264,0.0218259,0.0168425,0.0158851,0.00285016,0.00611174,0.0097871,0.00928921,0.0125768,0.00383329,0,0,0.00335231,0,0.0111829,0.00315897,0.0370026,0.0132612,0.0419763,0.016945,0.0118356,0.00581162,0.0073988,0.0185463,0.00370696,0.00766582,0.0151216,0.065441,0.0115688,0.0130758,0.0179306,0.00305973,0.00528373,0.00407929,0.00678134,0.00784857,0,0,0
7,0,0,0,0,0.00508909,0.0041436,0,0,0,0.00977489,0.0154902,0.0162565,0.0047974,0,0,0.0210864,0,0.0239019,0.00974706,0.0268978,0.0200907,0.0236919,0.00861534,0.00506198,0.0136586,0.00516751,0.00389783,0.00357575,0.0177797,0.00619437,0.00604618,0.00302192,0.0257343,0.0185901,0.0163125,0.0161259,0.00279945,0.00636922,0.00995624,0.00770879,0.0125171,0.00402996,0,0,0.00401166,0,0.0112092,0.00345531,0.0370238,0.0108442,0.042127,0.0164525,0.0116198,0.00541631,0.00622928,0.0176324,0.00548969,0.00727853,0.0136392,0.064903,0.0105721,0.011668,0.0171131,0.00310568,0.00530657,0.00418153,0.0067447,0.00823001,0,0,0
8,0,0,0,0,0.00562663,0.00468284,0,0,0,0.0147699,0.0151982,0.016615,0.00385882,0,0,0.0202805,0,0.0243317,0.00921734,0.0269835,0.0209337,0.0234239,0.00841482,0.00487733,0.0118205,0.00520712,0.00446133,0.00379974,0.0177422,0.00672582,0.00710557,0.00365686,0.0254867,0.0191834,0.0154459,0.016355,0.00279644,0.00679199,0.0100956,0.00635935,0.0123721,0.00447638,0,0,0.00461424,0,0.0112035,0.00383019,0.0368756,0.00867746,0.0423268,0.0154073,0.0112425,0.00519095,0.00471045,0.0169833,0.00697872,0.00665755,0.0123785,0.0646729,0.00973746,0.0104956,0.0157258,0.00314218,0.0054047,0.00436292,0.00700941,0.00870062,0,0,0
