Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.00983673,0.0155427,0,0,0,0.0480985,0.0192337,0.0244504,0.0115157,0,0,0.02875,0,0.0158283,0.0167435,0.0289495,0.0232631,0.02119,0.0172528,0.0245206,0.0165868,0.00842962,0.0232082,0.0170094,0.0176744,0.0147487,0.0223169,0.00924413,0.0229644,0.0565626,0.0164234,0.0140772,0.00847364,0.0326503,0.0105344,0.0313198,0.0183434,0.0110216,0,0,0.0144272,0,0.00691309,0.00631894,0.0339563,0.0321153,0.0384087,0.0230829,0.022791,0.0115941,0.00808899,0.0131004,0.010822,0.0103941,0.0200484,0.0579,0.0159673,0.0229164,0.0396359,0.0086974,0.00512864,0.00574325,0.0188533,0.0112403,0,0,0
0,0,0,0,0,0.0131363,0.00904097,0,0,0,0.0217468,0.0199986,0.00905587,0.016236,0,0,0.0169005,0,0.0131823,0.0132103,0.0311982,0.0184623,0.0232133,0.0114839,0.0231006,0.0279299,0.00964397,0.00853385,0.00408085,0.0213979,0.00969747,0.0123718,0.00894468,0.0242669,0.0366066,0.0156681,0.0135851,0.0106242,0.0374393,0.0106056,0.0337048,0.00422553,0.0136926,0,0,0.0102791,0,0.00774113,0.00562875,0.0328387,0.0369652,0.0413269,0.012311,0.00526671,0.0125113,0.00309625,0.0166998,0.00801455,0.00677509,0.00903303,0.0668286,0.00539129,0.00861695,0.0393641,0.0101235,0.0103989,0.00450394,0.0124463,0.01426,0,0,0
1,0,0,0,0,0.0132545,0.00932277,0,0,0,0.0184738,0.0201979,0.0095826,0.0148667,0,0,0.0174606,0,0.0129875,0.0137123,0.0307476,0.0177349,0.0227131,0.0110194,0.022347,0.0279708,0.00872261,0.007467,0.00311967,0.0204902,0.0097996,0.0115706,0.00864101,0.0242518,0.0318601,0.0159587,0.0135411,0.0105425,0.0372862,0.010615,0.036853,0.00462759,0.0136275,0,0,0.0108569,0,0.00788865,0.00541681,0.0327702,0.0399355,0.0404191,0.0161389,0.00534575,0.0123886,0.00323099,0.0156108,0.00888198,0.00830229,0.0115176,0.0646602,0.00339975,0.0115345,0.0422021,0.0104185,0.00978209,0.00454433,0.0123416,0.0140222,0,0,0
2,0,0,0,0,0.013288,0.00966991,0,0,0,0.014082,0.0204097,0.010285,0.0139978,0,0,0.0178125,0,0.0128585,0.0141273,0.0308449,0.0168587,0.0223791,0.01111,0.0221685,0.0278331,0.00860879,0.00651728,0.00201109,0.0200639,0.010064,0.0103,0.00867457,0.024509,0.0259734,0.0160393,0.0135009,0.010383,0.0392594,0.0106981,0.0391122,0.00494582,0.0137247,0,0,0.0112644,0,0.00798831,0.00534741,0.0326904,0.0411318,0.040101,0.0193429,0.00557005,0.0124232,0.00326204,0.0152289,0.00930984,0.00879407,0.0140518,0.0629,0.00389115,0.0143242,0.0466065,0.0106107,0.00934233,0.004592,0.0123456,0.0139377,0,0,0
3,0,0,0,0,0.0131817,0.0100102,0,0,0,0.00952932,0.0205683,0.0113927,0.0132376,0,0,0.0183792,0,0.0128258,0.0144471,0.0311457,0.0165169,0.0220426,0.0111562,0.0222197,0.0272837,0.00890093,0.00619819,0.00151226,0.0199925,0.0104486,0.00966034,0.00884177,0.0248548,0.020147,0.0161498,0.0134523,0.0102245,0.0422632,0.0107664,0.0407012,0.00505942,0.0138136,0,0,0.0115507,0,0.00803794,0.00528127,0.0325566,0.0413617,0.0401108,0.0219125,0.00584058,0.012483,0.00326575,0.0145982,0.00982501,0.00940039,0.0158816,0.0614076,0.00494534,0.0161949,0.0505937,0.0107235,0.00904548,0.00461588,0.0125657,0.013924,0,0,0
4,0,0,0,0,0.0131247,0.0103665,0,0,0,0.00609142,0.0206955,0.0123348,0.0126153,0,0,0.019119,0,0.0128847,0.0146562,0.031429,0.016349,0.0216239,0.0113564,0.0225173,0.0264865,0.00934213,0.00655929,0.00206124,0.0200721,0.0109917,0.00991153,0.00903996,0.0251191,0.0147809,0.0163302,0.0134057,0.0101388,0.0440063,0.0108242,0.0415389,0.0049712,0.0138969,0,0,0.011836,0,0.00803125,0.00526389,0.0324288,0.0406662,0.0402279,0.0232506,0.00634292,0.0125402,0.00349859,0.0137277,0.0107714,0.0102793,0.0164872,0.0604542,0.0056916,0.0167942,0.0527864,0.0108169,0.00886221,0.00470745,0.0129412,0.0140129,0,0,0
5,0,0,0,0,0.0131739,0.0106773,0,0,0,0.00596478,0.0208536,0.0130186,0.0119948,0,0,0.0200663,0,0.0129897,0.0149263,0.0316097,0.0166579,0.0211901,0.0115529,0.0229159,0.0256446,0.00975864,0.00755842,0.00321517,0.0201601,0.0115943,0.010804,0.0091443,0.0252733,0.0106161,0.0164848,0.013444,0.0101751,0.0439661,0.0109013,0.0412251,0.0046613,0.0139477,0,0,0.012319,0,0.00804252,0.00533512,0.0322619,0.0388226,0.0402633,0.0237284,0.00708551,0.0126741,0.00407937,0.012995,0.0124284,0.0112707,0.0160154,0.0599993,0.00602357,0.0166393,0.0532406,0.0109791,0.00875449,0.00480147,0.0132784,0.01409,0,0,0
6,0,0,0,0,0.0133146,0.0109231,0,0,0,0.00946039,0.0210127,0.013603,0.0111625,0,0,0.021108,0,0.0131956,0.0152354,0.0317961,0.0178577,0.0208605,0.0114609,0.023201,0.0247739,0.0101067,0.00904655,0.00451393,0.0201755,0.0120545,0.012046,0.00921579,0.0253355,0.00957604,0.0163403,0.0134051,0.0100768,0.0420023,0.0109697,0.0394685,0.00437157,0.0139897,0,0,0.0130039,0,0.00804054,0.00543125,0.0319098,0.036087,0.0402261,0.0234993,0.00790202,0.0128324,0.00486513,0.0125192,0.0143507,0.0121813,0.0147582,0.0596996,0.00618336,0.0162366,0.052231,0.0111664,0.008593,0.00484081,0.0134743,0.014163,0,0,0
7,0,0,0,0,0.0134606,0.0111694,0,0,0,0.0138598,0.0211865,0.0142666,0.0100619,0,0,0.0222268,0,0.0132686,0.0156391,0.0319212,0.0197236,0.0206059,0.0112291,0.0232799,0.023896,0.0104724,0.0107738,0.0057915,0.0201879,0.0124771,0.0134719,0.00928142,0.0253479,0.0123987,0.0161715,0.0133541,0.0100667,0.0398557,0.0110415,0.0376258,0.00415207,0.0140461,0,0,0.0137594,0,0.00801097,0.00546993,0.0315517,0.0336434,0.0402128,0.022593,0.00893177,0.0129732,0.00583499,0.0122024,0.015916,0.0131943,0.0134467,0.0593945,0.00631253,0.015822,0.0501634,0.0112979,0.00843224,0.00479575,0.0135952,0.0142851,0,0,0
8,0,0,0,0,0.0135396,0.0114131,0,0,0,0.0178876,0.021407,0.0149745,0.00894468,0,0,0.0232183,0,0.0132912,0.0160889,0.0318587,0.0215304,0.0204625,0.0109304,0.0231095,0.023177,0.0108583,0.0125359,0.00700657,0.0202453,0.0129587,0.0150579,0.00937981,0.0253176,0.017452,0.0160311,0.0133812,0.0102734,0.0382621,0.0111278,0.0364086,0.0039051,0.0141216,0,0,0.0142346,0,0.00798599,0.00550257,0.0311699,0.0322658,0.0402694,0.021284,0.0100721,0.0130552,0.00674062,0.0119886,0.0168471,0.0140683,0.0124109,0.0591943,0.00629865,0.0152866,0.0480088,0.0114215,0.00826782,0.00471492,0.0137384,0.0144595,0,0,0
9,0,0,0,0,0.0134661,0.0115036,0,0,0,0.0212258,0.0215887,0.0153067,0.00791291,0,0,0.0241846,0,0.0134036,0.0165864,0.0317138,0.0229061,0.02044,0.0106865,0.022522,0.0223247,0.0111145,0.0141878,0.00814835,0.0202625,0.013485,0.0166285,0.0095849,0.0252432,0.0234644,0.0159734,0.0134072,0.0104569,0.0372853,0.011215,0.0359129,0.00365616,0.0141036,0,0,0.0145431,0,0.00800336,0.00554448,0.0307945,0.0316373,0.040375,0.0203388,0.0109159,0.0129653,0.00741517,0.0118655,0.0171883,0.0146741,0.0118611,0.0591309,0.00614031,0.0146402,0.0467829,0.0114828,0.00805201,0.00466864,0.0137621,0.0145109,0,0,0
10,0,0,0,0,0.0133678,0.0114851,0,0,0,0.0246722,0.0215752,0.0144866,0.00690383,0,0,0.0252845,0,0.0134086,0.0170797,0.0315176,0.0230171,0.0204822,0.0106881,0.0216254,0.0215262,0.0112165,0.0157695,0.00929601,0.0201501,0.013947,0.0180443,0.0097946,0.0251776,0.0304084,0.0161769,0.0134384,0.0105554,0.0366711,0.011302,0.0358076,0.0034491,0.0140138,0,0,0.014754,0,0.00801901,0.00559005,0.0304941,0.031223,0.0405443,0.0200658,0.0113894,0.0128033,0.00768665,0.0118192,0.0171218,0.0146701,0.0120467,0.0591013,0.00591841,0.0140666,0.0460261,0.0114879,0.0077665,0.00463778,0.0137333,0.0144314,0,0,0
11,0,0,0,0,0.0132213,0.0114922,0,0,0,0.0288081,0.0215931,0.0122926,0.0060842,0,0,0.0262299,0,0.0133557,0.0174503,0.0311895,0.0220103,0.0205164,0.0109516,0.0206759,0.0207211,0.0112953,0.0174499,0.0106213,0.0198336,0.0145314,0.0192853,0.00992282,0.0251203,0.0382232,0.016467,0.0134889,0.0105833,0.0361993,0.0114049,0.0358299,0.00323972,0.0137856,0,0,0.0148909,0,0.00806495,0.00564736,0.0301783,0.0310789,0.0407252,0.0200797,0.0116343,0.0125611,0.00778183,0.011773,0.0166809,0.0144905,0.0122916,0.0590601,0.00572435,0.0137079,0.0454032,0.0114141,0.00740177,0.00462125,0.013768,0.0142852,0,0,0
12,0,0,0,0,0.0130185,0.0114891,0,0,0,0.0329501,0.0216507,0.00947694,0.0054938,0,0,0.0269654,0,0.0133138,0.0176955,0.0306965,0.0209971,0.0205737,0.0113024,0.019721,0.0197814,0.0111098,0.0188563,0.0118645,0.0194424,0.0151287,0.0201797,0.00997894,0.0251073,0.0455942,0.0165354,0.0134924,0.0105045,0.0357388,0.0115227,0.0358856,0.00292837,0.0134807,0,0,0.0149274,0,0.00813424,0.00573299,0.0299509,0.0307618,0.040849,0.0200785,0.0118054,0.0123635,0.00798402,0.011718,0.0158357,0.0143408,0.0122814,0.0590494,0.00561106,0.0135028,0.0449598,0.0113074,0.00705446,0.00465012,0.0138065,0.0140471,0,0,0
13,0,0,0,0,0.0128159,0.0115204,0,0,0,0.0371262,0.0217028,0.00750843,0.00517555,0,0,0.0275375,0,0.0133125,0.0180118,0.0302128,0.0202761,0.0206415,0.011691,0.0188097,0.0188006,0.0108733,0.0201636,0.0130293,0.0190181,0.0155724,0.0209659,0.0100106,0.0250751,0.0516961,0.0166079,0.0134511,0.0103671,0.0350285,0.0116029,0.0357861,0.00272082,0.0132543,0,0,0.0148836,0,0.0081871,0.00583176,0.0298753,0.0301264,0.0409756,0.0201747,0.0119537,0.0122666,0.00846151,0.0116544,0.0151739,0.0141155,0.0119418,0.0590872,0.00551258,0.0132581,0.0442513,0.0112217,0.00686627,0.00468909,0.0138236,0.0138127,0,0,0
14,0,0,0,0,0.012659,0.0116848,0,0,0,0.0412372,0.0217282,0.00719129,0.00483623,0,0,0.0280888,0,0.013348,0.0183283,0.0299138,0.0197058,0.0203387,0.0119663,0.0181628,0.0178367,0.0106587,0.0213036,0.0138325,0.0185225,0.0156323,0.0216276,0.00988964,0.0250653,0.0569251,0.0167829,0.0134284,0.0102546,0.034084,0.0116684,0.0354033,0.00293848,0.0131365,0,0,0.0149847,0,0.00821542,0.0059513,0.02971,0.0295368,0.0412162,0.0198018,0.0122391,0.0123206,0.0088195,0.0115222,0.015957,0.0140026,0.0113637,0.0592281,0.00535122,0.0128944,0.0430432,0.0112011,0.00676571,0.00474116,0.0139006,0.0136645,0,0,0
15,0,0,0,0,0.0124283,0.0118753,0,0,0,0.0452956,0.0217225,0.00861866,0.0045868,0,0,0.0284246,0,0.0133736,0.018501,0.0297091,0.0192565,0.0200599,0.012169,0.0177343,0.0168266,0.0104469,0.0223128,0.0143716,0.0181207,0.0155789,0.0225984,0.00980325,0.0251584,0.061886,0.0168965,0.0134323,0.0102351,0.0330427,0.0116801,0.0347578,0.00336052,0.0129886,0,0,0.015019,0,0.00821939,0.00604359,0.0296289,0.0289971,0.041435,0.0190778,0.0127008,0.0123946,0.00873202,0.0113455,0.0162494,0.0139869,0.0106519,0.0593974,0.00526478,0.0125542,0.0416856,0.011156,0.00670107,0.00478886,0.0139477,0.0134731,0,0,0
16,0,0,0,0,0.012166,0.0120891,0,0,0,0.0485454,0.0216862,0.0109441,0.00434139,0,0,0.0286454,0,0.0134842,0.0186137,0.0296166,0.0191792,0.0197422,0.0124519,0.0176549,0.0157051,0.0102855,0.023294,0.0147873,0.0177656,0.0155657,0.0239083,0.00981367,0.0253404,0.0662182,0.0169171,0.0134838,0.0102445,0.0319191,0.011675,0.0336943,0.00395813,0.012777,0,0,0.015079,0,0.00821727,0.00613718,0.0296203,0.0284179,0.0416251,0.0181806,0.0132691,0.012484,0.00867083,0.0111278,0.0159213,0.0138456,0.00984249,0.0596506,0.00515798,0.0121806,0.040295,0.0111415,0.00668741,0.00485321,0.0140384,0.01322,0,0,0
