Timestep,,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,x77,LANK,C7
463,0,0.00702809,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0104012,0.010715,0.00791708,0,0,0.0187675,0,0.0283994,0.00888046,0.0436293,0.0267368,0.0433233,0.0430167,0.00571427,0.00991004,0,0.0449582,0.0381613,0,0.0165968,0.0159226,0.00137136,0.0150142,0.02105,0,0.0132748,0.00757954,0.0168441,0.0190498,0.00215417,0.00696503,0.00649107,0,0,0.0172582,0,0.0179029,0.0133434,0.0704513,0.0123455,0.0179196,0.00653099,0.0038326,0.0126885,0.00538725,0.0546801,0.00704542,0.00945302,0.0129225,0.0264647,0.00723245,0.0156551,0.0201405,0.0137519,0.0135729,0.00732904,0.00672437,0.012854,0,0,0,0,0.0127767,0.00641194
464,0,0.00698183,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124098,0.0108075,0.00799978,0,0,0.0188953,0,0.0283971,0.00892685,0.0440691,0.0250122,0.043184,0.0418599,0.00536044,0.0098954,0,0.0436842,0.0370194,0,0.0165375,0.016021,0.00173133,0.0151358,0.0229014,0,0.0131859,0.00782673,0.0181966,0.0189272,0.00184689,0.00700327,0.00654643,0,0,0.017776,0,0.0179284,0.0137444,0.0702878,0.0126783,0.0182388,0.00669645,0.00405701,0.0123387,0.00537853,0.0550999,0.00731363,0.00969758,0.0125122,0.0266392,0.00719382,0.0155407,0.0216507,0.0141731,0.0135822,0.00736029,0.00667414,0.0128205,0,0,0,0,0.0111664,0.00639198
465,0,0.00695587,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146496,0.0108659,0.00816196,0,0,0.0188313,0,0.0283352,0.00909813,0.044509,0.023629,0.043034,0.0405167,0.00545719,0.00985835,0,0.0423024,0.0356357,0,0.0163309,0.0162482,0.00219805,0.015321,0.0250064,0,0.013082,0.00801833,0.0194412,0.0188806,0.00167983,0.00722023,0.00649364,0,0,0.0183495,0,0.0179844,0.0141517,0.069976,0.0126948,0.0184732,0.0070151,0.00408373,0.0120624,0.0054661,0.055454,0.0076414,0.00997836,0.0126405,0.026921,0.0072741,0.0156243,0.0230167,0.0145407,0.0137942,0.00748175,0.00663452,0.0128283,0,0,0,0,0.0096986,0.00642517
466,0,0.00690276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170779,0.0109156,0.00838117,0,0,0.0187878,0,0.0282927,0.00916773,0.0448637,0.022357,0.0427963,0.0391037,0.00577497,0.0097731,0,0.0408096,0.0342373,0,0.0160711,0.0166022,0.0031692,0.015316,0.027285,0,0.0129992,0.00806261,0.0205729,0.0188456,0.00164357,0.00733827,0.00648733,0,0,0.0188696,0,0.0180282,0.0146082,0.069637,0.0125174,0.0186386,0.0073619,0.0040575,0.0118848,0.00551331,0.0557563,0.00811141,0.0103007,0.0129131,0.0271815,0.00729256,0.0160593,0.0242628,0.0148724,0.0139283,0.00757445,0.00655812,0.0128255,0,0,0,0,0.00853377,0.006501
467,0,0.00681055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183455,0.0109156,0.00863611,0,0,0.0187432,0,0.0282727,0.00913185,0.0455987,0.0218392,0.0425232,0.0367929,0.00610678,0.00974979,0,0.0387432,0.0318712,0,0.0150042,0.0158139,0.00206998,0.0159452,0.0289196,0,0.0129254,0.00799344,0.0214656,0.0188463,0.00169644,0.00739816,0.00652164,0,0,0.0194893,0,0.0181093,0.015081,0.0694008,0.0123899,0.0187412,0.0076248,0.00423444,0.0117153,0.00561166,0.0559219,0.00835044,0.0105786,0.0129539,0.0274858,0.00730234,0.0167985,0.0252148,0.0153017,0.0141293,0.00762449,0.00651679,0.0128067,0,0,0,0,0.00762235,0.00649649
468,0,0.0068503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198188,0.0108943,0.00883515,0,0,0.0188186,0,0.0282544,0.00912997,0.046342,0.0208001,0.0423425,0.0347174,0.00633693,0.00977051,0,0.0367047,0.0295601,0,0.0143981,0.0155113,0.00185382,0.01628,0.0307097,0,0.0128487,0.00784693,0.022105,0.0188335,0.00182475,0.00728258,0.00657146,0,0,0.020097,0,0.0182073,0.015425,0.0692743,0.0122318,0.0188895,0.00773794,0.00455239,0.0113966,0.00572049,0.0559736,0.00844966,0.0107629,0.0126605,0.0276283,0.00730562,0.016685,0.025855,0.015789,0.0142618,0.00753454,0.00663945,0.0128113,0,0,0,0,0.00659388,0.00655323
469,0,0.00696373,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215092,0.010877,0.00876559,0,0,0.018747,0,0.0282704,0.00913744,0.0471187,0.0194491,0.042257,0.0329163,0.00650915,0.00957905,0,0.0348573,0.0275032,0,0.014093,0.0155854,0.00228293,0.016343,0.0324533,0,0.0127937,0.00774976,0.0222463,0.0187406,0.0019591,0.0070368,0.00656897,0,0,0.0204643,0,0.0182638,0.0156474,0.0692357,0.0116251,0.0188654,0.0078041,0.00467076,0.0110955,0.00579864,0.0558948,0.0086573,0.0108972,0.0122729,0.0275918,0.00718397,0.0161811,0.0258908,0.0161221,0.014393,0.00744552,0.00685519,0.012807,0,0,0,0,0.00597958,0.006759
470,0,0.00713169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032095,0.0108969,0.00700399,0,0,0.0186207,0,0.0282958,0.00883086,0.046862,0.0299888,0.0432627,0.0376992,0.00676183,0.00944016,0,0.0344313,0.0333741,0,0.0285922,0.0294406,0.0255172,0,0.0393348,0,0.0127101,0.00787897,0.0215629,0.0188338,0.00235708,0.00568062,0.00590008,0,0,0.0211219,0,0.0183185,0.0163904,0.069306,0.0101973,0.0178484,0.00790098,0.00327637,0.0114193,0.00566745,0.0556013,0.00861118,0.0108271,0.0116612,0.0277909,0.00666136,0.0151186,0.0248832,0.0166439,0.0148206,0.00771714,0.00729231,0.0123135,0,0,0,0,0.0243367,0.00635442
471,0,0.00711751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244292,0.0108537,0.00886599,0,0,0.0186756,0,0.0283301,0.00874281,0.0484093,0.0175316,0.0418668,0.0294311,0.00671761,0.00957812,0,0.0315654,0.0255639,0,0.0133153,0.0151881,0.00289702,0.0165157,0.0347041,0,0.012658,0.00813248,0.0221369,0.0186953,0.00243621,0.00711684,0.00650846,0,0,0.0210774,0,0.0185474,0.016422,0.0690467,0.01024,0.0189569,0.00807514,0.00492283,0.0109226,0.00574345,0.055847,0.00863219,0.0110943,0.0121345,0.027544,0.00693105,0.0154773,0.0256193,0.0165782,0.0148887,0.00795619,0.0071864,0.0128521,0,0,0,0,0.00586239,0.0067157
472,0,0.00818705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033477,0.0113696,0.0131138,0,0,0.0175117,0,0.0280015,0.00824241,0.0600582,0.0135983,0,0.0295456,0.0109514,0.00933051,0,0.0305689,0.0216224,0,0.0155623,0.0190146,0.0059974,0.0197722,0.0442,0,0.0126433,0.00815929,0.0178608,0.0206045,0.00296851,0.00578463,0.00814983,0,0,0.0268232,0,0.0171019,0.0225653,0.0670847,0.00890851,0.0105692,0.00763805,0.0118068,0.0200461,0.00457768,0.0566296,0.00762714,0.0087235,0.0113727,0.0259871,0.00686239,0.0132542,0.0207933,0.0212435,0.0181364,0.0106305,0.0118666,0.00981374,0,0,0,0,0.00354435,0.00710413
473,0,0.00738025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218941,0.0107074,0.00987084,0,0,0.0190121,0,0.0284799,0.00902806,0.0498294,0.0155039,0.040903,0.0236358,0.00735987,0.00996514,0.0213026,0.0246958,0.0220416,0,0.0112192,0.0112227,0.00240337,0.0163341,0.0294418,0,0.0125679,0.00819721,0.0214669,0.0183718,0.00320225,0.00771784,0.00699685,0,0,0.0213817,0,0.0187963,0.0166182,0.068824,0.00912057,0.0194084,0.00848712,0.00546778,0.0103914,0.00548446,0.0556442,0.00838011,0.0111774,0.0118165,0.0270784,0.00657251,0.0145382,0.0246931,0.0167461,0.0150408,0.00798483,0.00736263,0.0133273,0,0,0,0,0.00538137,0.0072264
474,0,0.00750436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021191,0.0106418,0.010422,0,0,0.0192384,0,0.0285989,0.00915386,0.050568,0.0155066,0.0404452,0.0225522,0.00772848,0.0101065,0.0203651,0.0228119,0.0213331,0,0.0112941,0.0102803,0.00258755,0.0161348,0.0278917,0,0.0125112,0.0082021,0.0211279,0.0183019,0.00363842,0.00792975,0.00724938,0,0,0.021434,0,0.0189639,0.016637,0.0688288,0.00884608,0.019617,0.00877089,0.00580222,0.0101037,0.00548039,0.0554747,0.00838664,0.0114002,0.0120124,0.0268629,0.00644057,0.0141958,0.0242259,0.0168044,0.0152,0.00794061,0.00744391,0.0135945,0,0,0,0,0.00571891,0.00750566
475,0,0.00758565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021357,0.0105923,0.010722,0,0,0.0196897,0,0.028659,0.00919898,0.0513572,0.0156914,0.0402393,0.0217883,0.00781916,0.0101795,0.019404,0.0216829,0.0205889,0,0.011461,0.0100835,0.00263269,0.0161068,0.0275031,0,0.0124332,0.00824218,0.0207834,0.0182998,0.00404198,0.00810047,0.00729393,0,0,0.0216106,0,0.0191153,0.0167734,0.0688597,0.00844206,0.019763,0.00907931,0.0060096,0.010094,0.00567378,0.0552775,0.00845801,0.0116438,0.0121855,0.0266142,0.00626681,0.0139142,0.0237186,0.0169417,0.0154392,0.0079529,0.00753663,0.0137238,0,0,0,0,0.0065929,0.00768421
476,0,0.00764774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219489,0.0105639,0.0107305,0,0,0.0200125,0,0.0287007,0.00921496,0.0516732,0.0157321,0.0402303,0.0211987,0.00767038,0.0102846,0.0186982,0.0209347,0.0198504,0,0.0118925,0.0102476,0.00298419,0.0159681,0.0277889,0,0.0123335,0.00823169,0.0203444,0.018296,0.00442941,0.00822785,0.0072333,0,0,0.0218288,0,0.0192599,0.0169261,0.0688731,0.00804219,0.0198084,0.00940485,0.00604444,0.0101211,0.00586885,0.0550917,0.0086056,0.0121354,0.0121098,0.0263513,0.00607786,0.0137208,0.0231448,0.0172025,0.0154911,0.00788704,0.00765249,0.0137447,0,0,0,0,0.00755105,0.00768033
477,0,0.00767184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022261,0.0105483,0.0106701,0,0,0.0198493,0,0.0287322,0.00931622,0.0518524,0.0156813,0.0403114,0.0204678,0.00761315,0.0105149,0.0177138,0.0198376,0.019059,0,0.0123756,0.0103903,0.00377539,0.0157685,0.0276963,0,0.0122372,0.00827823,0.0198734,0.0182561,0.00474903,0.00841222,0.00716638,0,0,0.021945,0,0.0194263,0.0169457,0.0687999,0.00798849,0.0198314,0.00977294,0.00606113,0.010021,0.00605708,0.0548986,0.00874401,0.0125724,0.0118201,0.0262467,0.00595598,0.0137724,0.0225541,0.0174976,0.0154017,0.00777029,0.00771903,0.0137648,0,0,0,0,0.00867561,0.00776608
478,0,0.00768723,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226581,0.0105171,0.0106294,0,0,0.019799,0,0.0288007,0.00935632,0.0522857,0.0161108,0.0404177,0.0197177,0.00768615,0.0107015,0.0165571,0.0185754,0.0182316,0,0.0124208,0.0106819,0.0042675,0.0155101,0.02753,0,0.0121516,0.00831036,0.019414,0.0182285,0.00509527,0.00865357,0.00721331,0,0,0.0221073,0,0.0195752,0.016981,0.068755,0.00803633,0.0198547,0.0101691,0.00609153,0.00995008,0.00629954,0.0546504,0.00887544,0.0128505,0.0116545,0.0262738,0.00588217,0.0139394,0.0219442,0.0177374,0.015316,0.0076615,0.00776893,0.0138277,0,0,0,0,0.00975899,0.00792988
479,0,0.00619308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206395,0.0116885,0.00618766,0,0,0.0182548,0,0.0280755,0.00877013,0,0.0105505,0.0523981,0.00866245,0.0074281,0.00932377,0.00922852,0.00947753,0.00683837,0,0.00690752,0.00575278,0.00476132,0.0177291,0.0250641,0,0.012352,0.00817406,0.0144273,0.0194249,0.00590398,0.00769535,0.0019145,0,0,0.0251563,0,0.0187015,0.0204904,0.0685615,0.00837528,0.016707,0.00890345,0.00192187,0.0142489,0.00582583,0.0538358,0.00802854,0.0101163,0.0095999,0.0265615,0.00455023,0.0107431,0.015894,0.0202103,0.0168488,0.00897515,0.00762041,0.00894688,0,0,0,0,0.00578087,0.0055162
480,0,0.00618186,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222163,0.0117247,0.00630324,0,0,0.0177226,0,0.0281072,0.00852171,0,0.0112393,0.052608,0.00770401,0.00742629,0.00955224,0.00825977,0.00850555,0.00590778,0,0.00692019,0.00618321,0.00444625,0.0173228,0.0264987,0,0.0121903,0.00837207,0.014029,0.019379,0.00636667,0.00780578,0.00178984,0,0,0.0251647,0,0.0187488,0.0204635,0.0685966,0.00882935,0.0166041,0.00931767,0.00191641,0.0142094,0.00599285,0.0535193,0.00830446,0.0106432,0.0096953,0.0264148,0.00435642,0.0102923,0.0154683,0.0203258,0.0169243,0.00889281,0.00766195,0.00899068,0,0,0,0,0.00682244,0.00568273
481,0,0.00634177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133885,0.0115666,0.00613885,0,0,0.0181517,0,0.0282556,0.00860808,0,0.0148889,0.0517413,0.0176439,0.00747197,0.00967741,0.0103785,0.0144499,0.0118147,0,0.0122966,0.00745455,0.00622379,0.0171534,0.00877369,0,0.0120672,0.0084106,0.0132796,0.0191401,0.00687499,0.00856814,0.00191556,0,0,0.024718,0,0.0189418,0.0199167,0.0684827,0.00956011,0.0171542,0.00973994,0.00228626,0.0134325,0.00601921,0.0532293,0.00848329,0.0107457,0.00972314,0.0260073,0.00421512,0.00974394,0.0145358,0.0200359,0.0166447,0.00866688,0.00773003,0.00917056,0,0,0,0,0.00727548,0.00571586
482,0,0.00780683,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248893,0.0102552,0.011211,0,0,0.0204888,0,0.0291547,0.00965781,0.0567566,0.0194666,0.0404212,0.0163689,0.00723253,0.0112809,0.0100512,0.0122884,0.0146792,0,0.0134061,0.0126388,0.00563609,0.0147656,0.0261377,0,0.0117101,0.00867104,0.0176528,0.0178627,0.00717997,0.00985864,0.00757816,0,0,0.0222025,0,0.0199907,0.0167554,0.0689491,0.0090119,0.0200971,0.0121812,0.00681478,0.00942204,0.00789802,0.0532476,0.0102134,0.0147125,0.0118496,0.0256152,0.00514777,0.0125343,0.019567,0.0180314,0.0151808,0.00740917,0.00805156,0.013837,0,0,0,0,0.0142024,0.00754728
483,0,0.00617041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258557,0.0115119,0.00687599,0,0,0.0180703,0,0.0283416,0.00879729,0,0.0132455,0.0531736,0.00418598,0.00774002,0.00993061,0.00548062,0.00426553,0.00314728,0,0.00681539,0.00645023,0.00430685,0.016507,0.0296652,0,0.0118888,0.00843528,0.0123542,0.0191431,0.00800804,0.0081951,0.0016804,0,0,0.0250339,0,0.0190356,0.0201645,0.0688253,0.0108978,0.0165102,0.0107517,0.00192628,0.0137063,0.0064643,0.0523521,0.00918955,0.0117343,0.009539,0.0258739,0.00365679,0.00891452,0.0129823,0.0201221,0.0166178,0.00861684,0.00782382,0.00863911,0,0,0,0,0.0097305,0.00586247
484,0,0.00804734,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300781,0.00995138,0.00985738,0,0,0.0206042,0,0.0294794,0.0101578,0.0550656,0.0208648,0.0414487,0.0148329,0.00728779,0.011612,0.00975908,0.0114833,0.0125867,0,0.0142189,0.0139962,0.00587778,0.0134604,0.0333678,0,0.0114727,0.00886868,0.0156799,0.0177085,0.00848277,0.00943553,0.0071268,0,0,0.0221751,0,0.0202378,0.0166153,0.0691007,0.010761,0.0194144,0.0131298,0.00584427,0.00920805,0.00837112,0.0522785,0.0110039,0.0153585,0.0112623,0.0253814,0.00443937,0.0110981,0.0168361,0.0180538,0.0150317,0.00718085,0.00834316,0.0134379,0,0,0,0,0.0156233,0.00731029
485,0,0.00803415,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322859,0.00981747,0.00978653,0,0,0.0207175,0,0.0296209,0.0101551,0.0550987,0.0219114,0.0417027,0.0140671,0.00753678,0.0118488,0.00903465,0.0107924,0.0116166,0,0.0146841,0.0146666,0.00618803,0.012892,0.0366133,0,0.0113111,0.0089377,0.0150626,0.0176202,0.00908955,0.00951345,0.00716927,0,0,0.0221962,0,0.0203204,0.0165293,0.0692083,0.0116698,0.0192417,0.0136933,0.00590426,0.00916253,0.00871826,0.0518023,0.0115712,0.0154735,0.0111519,0.0252271,0.00417039,0.0106303,0.0160237,0.0181841,0.0150076,0.00714305,0.00826622,0.0134275,0,0,0,0,0.0162542,0.00729439
486,0,0.00812174,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336885,0.00963795,0.00966833,0,0,0.0210557,0,0.0297945,0.0102607,0.0555427,0.0226243,0.0419445,0.0132291,0.00762777,0.0120737,0.00806526,0.00987691,0.0110962,0,0.0150529,0.0152594,0.00657163,0.0125586,0.0387722,0,0.0111675,0.00910527,0.0141788,0.0174806,0.00979765,0.00956667,0.0071487,0,0,0.0221657,0,0.0203852,0.0163837,0.0693755,0.0128047,0.0191038,0.0142707,0.00586314,0.00909279,0.00903283,0.0512339,0.0121537,0.0157361,0.011078,0.0251674,0.00388919,0.0100217,0.0148234,0.0182787,0.0149425,0.00716085,0.00836236,0.0134072,0,0,0,0,0.016775,0.00748096
487,0,0.00819089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344662,0.00945537,0.00955832,0,0,0.0213098,0,0.0299921,0.0104589,0.0559116,0.0230157,0.0421965,0.0123187,0.00772268,0.0123256,0.00717386,0.00900798,0.0109402,0,0.0153415,0.0157871,0.00695315,0.0123096,0.0401507,0,0.0110344,0.00926329,0.0133218,0.0173795,0.0104678,0.00967726,0.00707568,0,0,0.0221311,0,0.0204608,0.016178,0.0696287,0.0138104,0.0190196,0.0148015,0.00579296,0.00899914,0.00926126,0.0507229,0.012674,0.0159007,0.0109256,0.0251103,0.00364325,0.0094297,0.0136052,0.0183518,0.0148865,0.00724006,0.00847013,0.0133475,0,0,0,0,0.0170204,0.00770113
488,0,0.00640517,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294455,0.0107764,0.00843486,0,0,0.0192164,0,0.0290271,0.00943332,0,0.0167567,0.0543586,0.00504923,0.00812758,0.0109347,0.00638976,0.00601291,0.00789027,0,0.00680775,0.00718628,0.00430453,0.015283,0.0347527,0,0.0113233,0.00868593,0.00913198,0.0186979,0.0111049,0.00901493,0.0019184,0,0,0.0246146,0,0.0193066,0.0194268,0.0697974,0.0162199,0.0164278,0.0132296,0.00199869,0.0130185,0.00767545,0.0498366,0.0115345,0.0123573,0.00890617,0.025209,0.00262952,0.0062339,0.00761208,0.0203411,0.0162793,0.0082355,0.00805387,0.00815451,0,0,0,0,0.0119268,0.00646138
489,0,0.00851164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346848,0.00909856,0.00891661,0,0,0.0219919,0,0.0303601,0.0109457,0.0559432,0.0233561,0.0428084,0.0102712,0.00729257,0.0127368,0.00546248,0.00754032,0.00968662,0,0.0156485,0.0162695,0.00751616,0.011832,0.0414788,0,0.0107439,0.00925006,0.0115512,0.0172459,0.0117949,0.00968885,0.00664407,0,0,0.0218337,0,0.0206261,0.0159297,0.0701006,0.0165309,0.0188317,0.0156682,0.00508151,0.00865408,0.00972049,0.0497599,0.0136806,0.0157916,0.0104709,0.0249166,0.00307403,0.00801396,0.0106019,0.0184224,0.0146189,0.00692171,0.0089868,0.0128127,0,0,0,0,0.0168235,0.0074912
490,0,0.00838966,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345914,0.00906673,0.00909484,0,0,0.0220052,0,0.0304612,0.0109786,0.0555264,0.0236756,0.0430278,0.00952854,0.00748898,0.0129153,0.00492534,0.00707279,0.0095408,0,0.0158099,0.016549,0.00778596,0.0114647,0.0423972,0,0.010587,0.00926779,0.0109515,0.0172291,0.0122889,0.00992523,0.00657096,0,0,0.021592,0,0.020666,0.0158508,0.0701984,0.0176538,0.0188204,0.0161066,0.00524065,0.00864502,0.00996736,0.0494322,0.0141951,0.0160519,0.010553,0.0249064,0.00295885,0.0076079,0.00964303,0.0185375,0.0145215,0.00679843,0.00892181,0.0126979,0,0,0,0,0.0163834,0.00748162
491,0,0.00837188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340221,0.00900486,0.0091888,0,0,0.022448,0,0.0305926,0.0112764,0.0553646,0.0236259,0.0432422,0.00905184,0.00756959,0.0129044,0.0045863,0.00676345,0.009556,0,0.0158297,0.0166149,0.00785356,0.0112646,0.0424261,0,0.0104507,0.0093724,0.00996848,0.0172272,0.0130995,0.0101921,0.0064616,0,0,0.0213671,0,0.0207879,0.0156575,0.0703825,0.0194455,0.0188887,0.0165039,0.00533344,0.00863206,0.0101125,0.0488884,0.0147116,0.0157097,0.0100221,0.0247933,0.00270866,0.00652602,0.00775198,0.0186013,0.0144973,0.00674968,0.00899224,0.0125125,0,0,0,0,0.0158524,0.00741343
492,0,0.00837175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033582,0.00899877,0.00928134,0,0,0.0228391,0,0.0307053,0.0115361,0.0553373,0.0233116,0.043408,0.0088318,0.0075973,0.0128357,0.00448118,0.00673202,0.00963775,0,0.0157818,0.0165111,0.00769467,0.0111797,0.0422385,0,0.0103137,0.00953622,0.00923941,0.0171497,0.0139756,0.010493,0.00641134,0,0,0.0212983,0,0.020847,0.0154624,0.0706443,0.0214129,0.0190292,0.0168555,0.00544899,0.0085356,0.0102525,0.0483074,0.0151991,0.0150691,0.00929939,0.0246364,0.00248855,0.00529567,0.00594216,0.0186242,0.0144168,0.00665413,0.0090847,0.0123631,0,0,0,0,0.0152982,0.00738091
493,0,0.00836566,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335655,0.0089046,0.00938786,0,0,0.0230963,0,0.0308089,0.0117104,0.0553767,0.0231153,0.0435682,0.00864128,0.00759501,0.0128748,0.00456931,0.00683579,0.00960532,0,0.0155285,0.0161813,0.0074918,0.0111177,0.0422334,0,0.010176,0.00969921,0.0089716,0.0170055,0.0149019,0.0107786,0.00641459,0,0,0.0211996,0,0.020847,0.0153529,0.0709827,0.0237332,0.0192189,0.0171729,0.00556014,0.00848781,0.0104011,0.0476594,0.0156992,0.0141707,0.00851341,0.0243944,0.00240838,0.00397661,0.00464605,0.0186586,0.0142645,0.00645317,0.0091306,0.0122247,0,0,0,0,0.0150122,0.0074219
494,0,0.00831476,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341042,0.00888957,0.00946593,0,0,0.0230591,0,0.030942,0.0117332,0.0553349,0.0230352,0.043729,0.00823782,0.00762256,0.0130822,0.00467962,0.00678198,0.0094597,0,0.0152904,0.0157569,0.00738363,0.0109525,0.042696,0,0.0100127,0.00995128,0.00714045,0.0169816,0.0150348,0.0109301,0.00643634,0,0,0.0211252,0,0.020975,0.015346,0.0710951,0.024184,0.0193475,0.0176,0.00564091,0.00849504,0.0106887,0.0473888,0.0161146,0.0143211,0.00869912,0.0242174,0.00297254,0.00412286,0.00448863,0.0187942,0.0141787,0.00635919,0.0090931,0.0121443,0,0,0,0,0.0149505,0.00740026
495,0,0.00830044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347526,0.00886524,0.00944309,0,0,0.023407,0,0.0310583,0.0120041,0.055271,0.023241,0.043893,0.00779283,0.00765574,0.0132642,0.00462079,0.00666551,0.00934912,0,0.0153457,0.0154839,0.00735269,0.0107041,0.0433087,0,0.00994081,0.0102582,0.00528581,0.0169062,0.0156885,0.011085,0.00646862,0,0,0.0209938,0,0.0210418,0.0152428,0.071043,0.0240173,0.019439,0.0181122,0.00574485,0.00860189,0.0109226,0.0472917,0.0164952,0.0147678,0.00989641,0.023933,0.00481938,0.0055952,0.00695325,0.0189111,0.014068,0.00631738,0.00906505,0.0120711,0,0,0,0,0.015175,0.00726631
496,0,0.00829274,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353202,0.00864168,0.00937294,0,0,0.0244713,0,0.0312115,0.0125755,0.0552125,0.0236297,0.0440213,0.00736531,0.00782051,0.0132098,0.00437601,0.00648499,0.00948235,0,0.0151972,0.0154749,0.00733141,0.0103794,0.0439194,0,0.00998876,0.0103482,0.00709113,0.0169014,0.0169469,0.011146,0.00649651,0,0,0.0208899,0,0.0211067,0.015102,0.0709468,0.0242755,0.0194348,0.0187368,0.00585714,0.00868425,0.0112919,0.0473204,0.0169619,0.0154992,0.0110908,0.0239508,0.00654316,0.0072463,0.0103261,0.0189023,0.0140148,0.00633597,0.00904044,0.0119843,0,0,0,0,0.0155114,0.00727489
497,0,0.00632177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261974,0.00962889,0.00957695,0,0,0.026769,0,0.0302308,0.0136583,0,0.0192408,0.0546601,0.00899537,0.00948618,0.0118379,0.00970352,0.0108115,0.0125796,0,0.00798215,0.00677072,0.00407938,0.0135112,0.0329918,0,0.0112122,0.00897549,0.0117656,0.0184905,0.0189162,0.0112322,0.00262368,0,0,0.0218384,0,0.0195656,0.0174892,0.0705925,0.0240081,0.0178228,0.0175763,0.00375915,0.0121675,0.00997552,0.0476721,0.0156429,0.0143756,0.0121681,0.0244957,0.0094607,0.0094944,0.0159479,0.0199352,0.0152955,0.00710522,0.0078832,0.00733417,0,0,0,0,0.0119484,0.00707648
498,0,0.00839663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361777,0.00777774,0.00955859,0,0,0.0281108,0,0.0317604,0.0148294,0.0551763,0.0243712,0.0443142,0.00661539,0.00801959,0.0129664,0.00365567,0.00615521,0.00994333,0,0.0152016,0.0158318,0.00755527,0.00963135,0.0447765,0,0.0103969,0.0100288,0.0137304,0.016985,0.0208246,0.0110102,0.00634968,0,0,0.0205217,0,0.0213521,0.0147979,0.0707984,0.0259038,0.0192675,0.0200593,0.00592183,0.00858499,0.0121794,0.0473705,0.0180687,0.0173083,0.0132047,0.0244142,0.0100931,0.0102379,0.0176108,0.0187528,0.0139389,0.00621767,0.0091199,0.0114961,0,0,0,0,0.0162553,0.00728046
499,0,0.00831435,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367662,0.00777339,0.00945637,0,0,0.0281496,0,0.0318885,0.0149468,0.0552216,0.0246466,0.0444423,0.0062633,0.00813186,0.0133795,0.00353993,0.00616331,0.00994037,0,0.0151555,0.0160059,0.00757853,0.00927725,0.0453532,0,0.010272,0.0100059,0.0169961,0.0170362,0.0230182,0.0111108,0.00651256,0,0,0.020512,0,0.0215677,0.0147574,0.0707304,0.0272933,0.0193357,0.0206238,0.00618299,0.00853094,0.0126568,0.0473641,0.0185749,0.0179115,0.0143866,0.024924,0.0117877,0.0117633,0.0209784,0.0187577,0.0139291,0.00624527,0.00898663,0.0114895,0,0,0,0,0.0166108,0.00758365
