Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LILC,x77,
1522,0,0.00330336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064772,0.0188112,0.0128946,0.0132926,0,0,0.0574154,0,0.0179409,0.038366,0.0732703,0.0370767,0.0162558,0.00572304,0.0152951,0.0187625,0.00851492,0.0171991,0.0362767,0.0156471,0.0216729,0.00616088,0.0271875,0.094493,0.0520043,0,0.0179574,0.0771112,0.0175728,0.0180487,0.0031546,0.00697141,0,0,0.0734427,0,0.0176459,0.0517954,0.0667017,0.0334406,0.0193186,0.00897306,0.00904477,0.037069,0.0175894,0.0641339,0.0163336,0.0191857,0.0176365,0.0316161,0.0143408,0.0239678,0.090763,0.0610912,0.00584642,0.0112467,0.0023549,0.0141068,0,0,0,0.0399724,0,0
1523,0,0.00293918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621948,0.0186936,0.0133161,0.0132972,0,0,0.0575544,0,0.0180902,0.038291,0.0727555,0.0359796,0.0143546,0.00596971,0.0148938,0.017949,0.00857216,0.0159954,0.0356925,0.0142579,0.0196649,0.00561283,0.0261999,0.0910673,0.0516694,0,0.0175983,0.0814028,0.0177442,0.0178372,0.00330789,0.00680472,0,0,0.0721406,0,0.0174779,0.0508768,0.0665389,0.0345883,0.0197893,0.00901484,0.00917101,0.0366487,0.0179522,0.064881,0.0173201,0.0195178,0.0191774,0.0326174,0.0148948,0.0258245,0.0955619,0.059794,0.00626612,0.0110398,0.0022145,0.0143231,0,0,0,0.0398242,0,0
1524,0.00745278,0.00265121,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601769,0.0181005,0.0136965,0.0134963,0,0,0.0576499,0,0.0186647,0.039653,0.0720426,0.0349096,0.0127652,0.00622745,0.0146767,0.0171658,0.00845558,0.0150313,0.0354745,0.0128778,0.0178956,0.00522159,0.0251813,0.0883611,0.0521972,0,0.0170238,0.0857923,0.0184451,0.0171954,0.00332047,0.00814826,0,0,0.049141,0,0.0170646,0.0321293,0.0662712,0.036033,0.0203473,0.00903534,0.00949115,0.0258151,0.0182893,0.0655125,0.0180894,0.0197759,0.020835,0.0335292,0.0152694,0.0276608,0.100423,0.0364314,0.0112814,0.0107094,0.00204334,0.0148061,0,0,0,0.0391586,0,0
1525,0.0079414,0.00234419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585272,0.0181095,0.0140843,0.0134731,0,0,0.0573789,0,0.0188246,0.0395968,0.071697,0.0338198,0.0115626,0.0062817,0.014457,0.0163327,0.0080058,0.014186,0.035216,0.0119385,0.0164856,0.0049525,0.0245003,0.0860864,0.0522492,0,0.0164576,0.0902426,0.0185453,0.0160128,0.00307323,0.00775913,0,0,0.0495005,0,0.0168297,0.0322926,0.0661245,0.0379526,0.0207247,0.00899874,0.00978252,0.0258134,0.0185614,0.0659374,0.0186427,0.0199359,0.0223765,0.0341978,0.0153634,0.0294383,0.105121,0.0362788,0.0116971,0.010592,0.00247462,0.0147708,0,0,0,0.0387806,0,0
1526,0.00788935,0.00223417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572783,0.0181147,0.0142851,0.0134998,0,0,0.0569672,0,0.0188342,0.0396994,0.0712783,0.032268,0.0106629,0.00626457,0.0146968,0.0154683,0.00757327,0.0135959,0.0350848,0.0113612,0.0154208,0.00447372,0.0240464,0.0841628,0.0525558,0,0.0162444,0.0945189,0.0186455,0.0147227,0.00300917,0.00730238,0,0,0.0497411,0,0.0166477,0.0324565,0.0661739,0.0400434,0.0210063,0.00888417,0.00994587,0.025802,0.0187086,0.0662512,0.0191156,0.0200288,0.0236589,0.0345788,0.0152036,0.0310902,0.109567,0.0361384,0.0125525,0.0105082,0.00283546,0.0147976,0,0,0,0.0387591,0,0
1527,0.00863333,0.00205073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561758,0.0181141,0.0144318,0.0135061,0,0,0.0572965,0,0.0187222,0.0397843,0.0707315,0.0303669,0.00984409,0.00621182,0.0148261,0.0145411,0.00735098,0.0132308,0.0351871,0.0110577,0.01494,0.00431296,0.023762,0.0823172,0.0525818,0,0.0161443,0.0979315,0.018846,0.0135325,0.00320553,0.00710347,0,0,0.0500382,0,0.0163904,0.0327331,0.0661813,0.0419374,0.0212274,0.00859766,0.00992321,0.0259315,0.0187326,0.0664936,0.0195179,0.0199761,0.0246491,0.0347353,0.014905,0.0324043,0.112587,0.0362416,0.0133388,0.0104559,0.0032251,0.0146328,0,0,0,0.0387357,0,0
1528,0.00915955,0.00172691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547332,0.018109,0.0141788,0.0133909,0,0,0.0585491,0,0.0185089,0.0398684,0.0701831,0.0288736,0.00895623,0.00606663,0.0150324,0.0137322,0.00723363,0.0129567,0.0353539,0.0104635,0.0145871,0.00425617,0.0236174,0.0801933,0.0528061,0,0.0160371,0.100063,0.0190602,0.0124939,0.00369548,0.00704337,0,0,0.0503998,0,0.0161394,0.0330642,0.0659568,0.0431099,0.0213582,0.00812587,0.00979404,0.0260121,0.0187191,0.0666765,0.0194936,0.019771,0.0253604,0.0348721,0.0146021,0.03314,0.114042,0.0364841,0.0139397,0.0104669,0.00349124,0.0144336,0,0,0,0.0383315,0,0
1529,0.00906849,0.0014123,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539607,0.0182902,0.0139795,0.0133716,0,0,0.0595982,0,0.0182928,0.0400546,0.0699878,0.0274439,0.00863973,0.00622991,0.0150912,0.0133455,0.00708896,0.0121747,0.035548,0.0102156,0.0146951,0.00440652,0.0236718,0.0788676,0.0532205,0,0.016055,0.100508,0.0192382,0.011868,0.00439359,0.00679571,0,0,0.0508052,0,0.0158866,0.033412,0.065623,0.0434219,0.0214495,0.00763547,0.00975069,0.0259668,0.0188519,0.0668143,0.0191847,0.0194339,0.025916,0.0348328,0.0143878,0.0334129,0.113366,0.0367304,0.0143665,0.0105316,0.00349642,0.0141801,0,0,0,0.0377115,0,0
1530,0.00892107,0.00118082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531263,0.0187247,0.0140315,0.013495,0,0,0.0604024,0,0.0180935,0.0403222,0.0696342,0.0258359,0.00853913,0.00662258,0.0150339,0.0130721,0.00702743,0.0117942,0.0358558,0.0103822,0.0150773,0.00465589,0.0237114,0.0775989,0.053656,0,0.0161411,0.0983153,0.0193892,0.0115509,0.00485599,0.00672844,0,0,0.0512447,0,0.0156343,0.0337783,0.0654551,0.0420011,0.0215104,0.00724111,0.00986413,0.0257026,0.0189247,0.0669065,0.0188108,0.0190735,0.0264203,0.0348001,0.0144165,0.0337008,0.110071,0.0369862,0.0141577,0.0106305,0.00342512,0.0140234,0,0,0,0.0376458,0,0
1531,0.00896997,0.00103052,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520976,0.0190491,0.0144564,0.0135966,0,0,0.0610926,0,0.0178256,0.0406988,0.0691176,0.024324,0.0083381,0.00690451,0.0147406,0.0129745,0.00724963,0.0115942,0.0362081,0.0105412,0.0150784,0.00492193,0.0235985,0.076071,0.0543252,0,0.0162457,0.0928656,0.0196373,0.0109795,0.00486118,0.00667686,0,0,0.0516946,0,0.0153335,0.0342121,0.0651459,0.0385098,0.0214092,0.00680437,0.00983306,0.0254182,0.0187766,0.0668874,0.0183094,0.018616,0.0271105,0.0350413,0.0147642,0.0340589,0.103797,0.0372965,0.0136501,0.0108341,0.00360545,0.0139633,0,0,0,0.0376855,0,0
1532,0.00900641,0.00082698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510126,0.0192767,0.0147476,0.013568,0,0,0.0617614,0,0.0175911,0.04109,0.068787,0.0231879,0.00815312,0.00731837,0.0142942,0.0129299,0.00748341,0.0115437,0.0363829,0.0103421,0.0147373,0.00513176,0.0234625,0.0745136,0.054831,0,0.0163634,0.0849884,0.0198898,0.00969924,0.00488891,0.00655336,0,0,0.0520277,0,0.015063,0.0345838,0.0647365,0.0336431,0.0213704,0.00638683,0.00957438,0.0251345,0.0182981,0.0667238,0.0177699,0.0179653,0.0278737,0.0355082,0.0151962,0.0342244,0.0947881,0.0374915,0.0142267,0.0110378,0.00396611,0.0138257,0,0,0,0.0378667,0,0
1533,0.00894841,0.000717467,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0498095,0.0193406,0.0148679,0.0134094,0,0,0.0625285,0,0.0174732,0.0414704,0.0685268,0.0224487,0.00788076,0.00747412,0.0138944,0.0126752,0.00766234,0.0114974,0.0364336,0.0098393,0.0144414,0.00483645,0.0232938,0.0728473,0.0551077,0,0.0164757,0.0757705,0.0200928,0.00833207,0.00502068,0.0064258,0,0,0.0524605,0,0.0148184,0.0350219,0.0645057,0.0280152,0.0214189,0.00642469,0.00929698,0.0248181,0.0177137,0.0665095,0.0171628,0.0171273,0.0284002,0.0357919,0.0154327,0.0337622,0.0841541,0.0376983,0.0130949,0.0112028,0.0044056,0.0135973,0,0,0,0.0377839,0,0
1534,0.00852029,0.000966602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0484503,0.0194376,0.0148773,0.0130238,0,0,0.0634459,0,0.0173981,0.04186,0.0682552,0.0218254,0.00742559,0.00782925,0.0137531,0.012323,0.00776506,0.0112056,0.0363975,0.00943048,0.0137411,0.00468458,0.0229956,0.0709566,0.0553776,0,0.0165763,0.0662448,0.0202988,0.00718665,0.00513486,0.00630408,0,0,0.0527303,0,0.0145904,0.0353774,0.0644555,0.0219531,0.0214896,0.00711737,0.00930447,0.0244526,0.0171573,0.0663275,0.0165179,0.0162725,0.0281384,0.0357474,0.015165,0.0324255,0.0731939,0.0377419,0.0122624,0.0114311,0.00484555,0.0133781,0,0,0,0.0377673,0,0
1535,0.00773818,0.00148445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464716,0.0195781,0.0147655,0.0127192,0,0,0.0642036,0,0.0173315,0.0421581,0.0680173,0.0209888,0.00644123,0.00829796,0.0134827,0.0119295,0.00770199,0.0103147,0.0363384,0.00887205,0.0124618,0.00459151,0.0226151,0.0682657,0.0555226,0,0.0167236,0.0571235,0.0205402,0.00668302,0.00528746,0.00604026,0,0,0.052841,0,0.0143736,0.035641,0.0645351,0.0162357,0.0216222,0.00820258,0.00940872,0.0241331,0.0163913,0.0661866,0.0159821,0.0156564,0.0268128,0.0351004,0.0141741,0.0300961,0.062632,0.0376834,0.0119964,0.0116999,0.00521388,0.0131733,0,0,0,0.0377359,0,0
1536,0.00765701,0.00222035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0437849,0.0196749,0.0145232,0.0124472,0,0,0.0647493,0,0.0172478,0.0423723,0.067874,0.0196033,0.00489202,0.00851794,0.0127498,0.0111032,0.00753372,0.0089381,0.0362669,0.00837936,0.011087,0.00487678,0.0224311,0.064511,0.0555065,0,0.0168733,0.0491963,0.0208593,0.0072654,0.00548577,0.00565164,0,0,0.0528592,0,0.014118,0.0358618,0.0647138,0.0109561,0.0218018,0.00927804,0.00944211,0.0241005,0.0152697,0.0660214,0.015783,0.0154292,0.0243745,0.0338108,0.0123779,0.0270986,0.0532407,0.0376645,0.011839,0.0120101,0.00534544,0.0128343,0,0,0,0.0377346,0,0
1537,0.00749909,0.00331367,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406469,0.019519,0.0142933,0.0122733,0,0,0.065468,0,0.017276,0.0442575,0.0677321,0.0179896,0.00385686,0.00845155,0.013015,0.0100634,0.00796328,0.00729092,0.0362181,0.007988,0.00966068,0.00525591,0.0223297,0.0600012,0.0563568,0,0.0176452,0.0424985,0.0211808,0.00820475,0.00566279,0.00508031,0,0,0.0556524,0,0.0138927,0.0389833,0.064933,0.00623353,0.021964,0.0106649,0.00942013,0.0261489,0.0142764,0.0660086,0.0159932,0.0156175,0.0216269,0.0323944,0.0100632,0.0231483,0.0451853,0.0409723,0.0108788,0.0123779,0.00527661,0.0122187,0,0,0,0.0378334,0,0
1538,0.00728506,0.00371692,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038254,0.0195943,0.0142958,0.0121928,0,0,0.0661922,0,0.0171552,0.0447431,0.0675051,0.0166619,0.00379688,0.00860048,0.0123011,0.00945279,0.00867495,0.00626811,0.036273,0.00765691,0.00869843,0.00518714,0.022085,0.0565834,0.0564824,0,0.0178963,0.0374844,0.0215189,0.00921969,0.00607406,0.00480647,0,0,0.0549804,0,0.0136997,0.0386088,0.0652383,0.00258603,0.022136,0.0123558,0.00953144,0.0257848,0.0141003,0.0665774,0.0165614,0.0161533,0.0185635,0.0311241,0.00752242,0.018463,0.0389855,0.0402527,0.0108251,0.012753,0.00534305,0.0117088,0,0,0,0.0377343,0,0
1539,0.00700221,0.00343853,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363898,0.019844,0.0143306,0.0122633,0,0,0.0669306,0,0.0171164,0.0452837,0.0671359,0.0155336,0.00379596,0.00893997,0.011589,0.00915146,0.00934951,0.0055617,0.0363642,0.00724199,0.00799998,0.00514459,0.0217128,0.0538303,0.0566853,0,0.0182147,0.0336953,0.0217902,0.0104038,0.00654439,0.00459267,0,0,0.0543399,0,0.0135678,0.0382465,0.0655932,0.00295055,0.0223062,0.014522,0.00980124,0.0253245,0.0146668,0.0673872,0.0175022,0.0171562,0.0153574,0.0302352,0.00513543,0.0138546,0.0343325,0.0395261,0.0106968,0.0130978,0.00565622,0.0112446,0,0,0,0.0376038,0,0
1540,0.00657554,0.00368195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345555,0.0200744,0.0143568,0.0124881,0,0,0.0674728,0,0.0171656,0.0459539,0.0667785,0.014416,0.00366711,0.00930782,0.0110336,0.00929707,0.010188,0.00521108,0.0364763,0.00678235,0.00736641,0.0052052,0.0212925,0.0511298,0.0569298,0,0.0185595,0.0309604,0.0220525,0.0115417,0.00698173,0.00431624,0,0,0.0536794,0,0.0134232,0.0378661,0.0656897,0.00541903,0.022407,0.0166132,0.0101694,0.0248695,0.0155464,0.0681791,0.0186862,0.0184434,0.0123131,0.0298868,0.00342975,0.00965231,0.0308368,0.0387299,0.0106119,0.01345,0.00595899,0.0108373,0,0,0,0.0372844,0,0
1541,0.00621109,0.00416807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0325748,0.0202154,0.0145092,0.0123015,0,0,0.0678561,0,0.0173131,0.0467468,0.0663953,0.0133957,0.00371938,0.00962721,0.0106057,0.00942929,0.0110551,0.00490093,0.0366409,0.00624989,0.00683857,0.00519846,0.0208483,0.0482122,0.0572288,0,0.0188971,0.0291983,0.022324,0.0125553,0.00735374,0.00400879,0,0,0.0530795,0,0.013253,0.0375208,0.0656173,0.00765298,0.022457,0.0185121,0.0104456,0.0244912,0.0166344,0.0689517,0.0200323,0.0198684,0.00972213,0.0300393,0.00294851,0.00634212,0.0286135,0.03795,0.0105514,0.0137747,0.00621177,0.0105355,0,0,0,0.0367971,0,0
1542,0.00634428,0.00472453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302819,0.0202311,0.0147958,0.0122298,0,0,0.0679735,0,0.0175524,0.0475727,0.065708,0.0123819,0.0041211,0.00999424,0.0100702,0.00968854,0.0119645,0.00465534,0.0368858,0.0056042,0.00623842,0.00519374,0.020316,0.0448818,0.0576873,0,0.0192639,0.0282095,0.0225725,0.0131226,0.00760378,0.00368707,0,0,0.0526314,0,0.0130922,0.0372986,0.065546,0.0095934,0.0225354,0.0201674,0.0107189,0.0241502,0.0177301,0.0696877,0.0212749,0.0212512,0.00787716,0.0304641,0.00310689,0.00438229,0.0275082,0.0373127,0.0106636,0.0140684,0.00650347,0.0103086,0,0,0,0.0366841,0,0
1543,0.00645973,0.00529053,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279713,0.02017,0.0150326,0.0122541,0,0,0.0687001,0,0.0178106,0.0483789,0.0650166,0.0113341,0.0044871,0.0104055,0.00962057,0.0099167,0.0125506,0.00473742,0.0371349,0.00487099,0.00561835,0.00516053,0.0197703,0.0415196,0.057942,0,0.019603,0.0278232,0.0228297,0.0136612,0.00765599,0.00336394,0,0,0.0522229,0,0.0129347,0.0371683,0.0655656,0.0111175,0.0224553,0.0216012,0.0108752,0.0239085,0.0186163,0.0703279,0.0222647,0.0225066,0.00694443,0.0309376,0.00312104,0.00369976,0.0271751,0.0367766,0.0107862,0.014348,0.00686891,0.0100638,0,0,0,0.0365868,0,0
1544,0.00644566,0.00582463,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259755,0.0200923,0.0150778,0.0124166,0,0,0.0694262,0,0.0181045,0.0492229,0.0647021,0.0105309,0.00469799,0.0106879,0.00930575,0.00999145,0.0127335,0.00495929,0.0374473,0.00447926,0.00509653,0.00504255,0.0192098,0.0386176,0.0581197,0,0.0199295,0.027821,0.0231406,0.0140686,0.00757264,0.00301432,0,0,0.0519622,0,0.0128386,0.037163,0.0656626,0.0119919,0.0222173,0.0228254,0.0107565,0.0238123,0.0192611,0.0708204,0.0230738,0.0235136,0.0067441,0.0314219,0.00330638,0.00363943,0.0273516,0.0363894,0.0107614,0.0146582,0.00726694,0.00999147,0,0,0,0.0364179,0,0
1545,0.00648563,0.00631619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238692,0.0200091,0.0151461,0.0125232,0,0,0.0698853,0,0.0184914,0.0500769,0.0642787,0.00989754,0.00503477,0.0107316,0.00910716,0.0100594,0.0129904,0.00510099,0.0376764,0.00435585,0.00454722,0.00491923,0.0185794,0.0354183,0.058228,0,0.0202994,0.0282101,0.0234012,0.0144075,0.00748397,0.00270667,0,0,0.0517075,0,0.0127521,0.0371604,0.0657801,0.012301,0.0219703,0.0239059,0.0106734,0.0237812,0.0197798,0.0711732,0.0238504,0.024416,0.00705819,0.0318238,0.00348443,0.00335697,0.02782,0.0360742,0.0109359,0.0149448,0.00768717,0.00993147,0,0,0,0.036268,0,0
1546,0.00673896,0.00678855,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216472,0.0199765,0.0151613,0.0125063,0,0,0.0702251,0,0.0188935,0.0508795,0.0637106,0.00941339,0.00552206,0.0108614,0.00891457,0.0101836,0.0133837,0.0050889,0.0378555,0.0043681,0.00428374,0.00492821,0.0179295,0.0318701,0.0584403,0,0.0206894,0.0288198,0.0236552,0.0147887,0.00732012,0.00250827,0,0,0.0515616,0,0.0126316,0.0372499,0.0658962,0.0127148,0.0217012,0.0249162,0.0106255,0.0238531,0.0203003,0.0714064,0.0245911,0.0253247,0.00788227,0.0321792,0.00359757,0.00289426,0.028175,0.0359346,0.0113896,0.015245,0.00810032,0.00987255,0,0,0,0.0361877,0,0
1547,0.00699333,0.00728989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196202,0.0198505,0.0150942,0.0125503,0,0,0.0704801,0,0.0192622,0.0514141,0.0632531,0.00912304,0.0059494,0.0110516,0.00873758,0.0102566,0.0135809,0.00513275,0.0381256,0.00432067,0.00455899,0.00496617,0.0173243,0.0286679,0.0587802,0,0.0210894,0.0296234,0.0238936,0.0151923,0.0070783,0.00232728,0,0,0.0514573,0,0.0125335,0.0374019,0.0660177,0.0130179,0.0214398,0.0259524,0.0105776,0.0239972,0.0208069,0.0715649,0.0252991,0.0262417,0.00920177,0.0325143,0.00348029,0.00281876,0.0289396,0.035896,0.0116909,0.0155101,0.00848703,0.00979388,0,0,0,0.0361405,0,0
1548,0.00724241,0.00587795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182072,0.0218374,0.0151694,0.0125875,0,0,0.0668731,0,0.0168218,0.0444469,0.0629239,0.00917637,0.00620649,0.0111612,0.00609735,0.0101372,0.0134777,0.00534395,0.0384906,0.00446304,0.00500293,0.00497688,0.0167712,0.0259132,0.0544916,0,0.0197932,0.0306232,0.0241951,0.0155689,0.00679851,0.00270084,0,0,0.052809,0,0.0123645,0.0389373,0.066178,0.0134846,0.0212169,0.0270264,0.0104994,0.0247038,0.0212681,0.0717154,0.0260177,0.0271479,0.0108749,0.0328858,0.00334903,0.00391496,0.0300677,0.0372087,0.011513,0.0156469,0.0073291,0.010832,0,0,0,0.036009,0,0
1549,0.00723993,0.00584657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164257,0.0220236,0.0150477,0.0126027,0,0,0.0668673,0,0.0168146,0.0444121,0.0627505,0.00930273,0.00657253,0.0111646,0.00608028,0.00985852,0.013538,0.00537301,0.0387846,0.0047657,0.00544083,0.00505933,0.0162289,0.0229946,0.0544382,0,0.0199488,0.0318476,0.0235757,0.0158894,0.0066301,0.00256533,0,0,0.0533471,0,0.0134766,0.0391237,0.0663341,0.0133827,0.0208816,0.0281166,0.0103991,0.0252107,0.0217004,0.0718818,0.0267915,0.028038,0.0126738,0.0332523,0.00352061,0.00596246,0.0312885,0.0378672,0,0.0163889,0.00767708,0.0109601,0,0,0,0.0360222,0,0
1550,0.00736424,0.00593107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147192,0.0223752,0.0149979,0.0125498,0,0,0.066832,0,0.0167135,0.0444888,0.0622149,0.00980245,0.00678134,0.0113636,0.00616615,0.00975268,0.0137691,0.00546528,0.0390874,0.00518714,0.00600145,0.00523307,0.0156403,0.0199272,0.0542118,0,0.0201972,0.0332448,0.0238081,0.0161454,0.00647953,0.00260268,0,0,0.0538143,0,0.0133779,0.039682,0.0664231,0.0130807,0.0204723,0.0291726,0.0101498,0.0255803,0.0222542,0.0720976,0.0276281,0.0289969,0.0145113,0.0336208,0.00393338,0.00820537,0.0325827,0.0382967,0,0.0166284,0.00799968,0.0111212,0,0,0,0.0359885,0,0
1551,0.00772517,0.0061246,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134643,0.0225748,0.0152354,0.0124805,0,0,0.0667327,0,0.0165579,0.0445241,0.0618539,0.0107714,0.00650265,0.0114436,0.00627555,0.00959477,0.0138029,0.00556273,0.0393789,0.00569344,0.00651775,0.00538426,0.0150481,0.0174336,0.0538383,0,0.0203923,0.0342779,0.0240647,0.0162526,0.00627863,0.00266361,0,0,0.0543638,0,0.0132846,0.0402577,0.0665349,0.0128259,0.0200267,0.0301223,0.00981431,0.0260171,0.0227782,0.0722918,0.0284636,0.0299162,0.0162424,0.0340263,0.00462223,0.0103769,0.0338109,0.0387142,0,0.0169145,0.0082175,0.0113194,0,0,0,0.0358857,0,0
1552,0.00787389,0.00632299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120417,0.0229027,0.0151432,0.0124883,0,0,0.0667894,0,0.0163438,0.0444728,0.0615069,0.0119786,0.00772013,0.0112167,0.00629466,0.0103794,0,0.00558557,0.0395585,0.00642294,0.00748345,0.00540707,0.0142808,0.0135591,0.0536092,0,0.020514,0.0349312,0.0243976,0.0163134,0.00589037,0.00283019,0,0,0.0550358,0,0.0131101,0.0408982,0.0667309,0.0124572,0.0194961,0.0310787,0.00929908,0.0266298,0.0231638,0.0724678,0.0292659,0.0307598,0.0178053,0.0344983,0.0054382,0.0123621,0.0347052,0.0391578,0,0.0172803,0.0084445,0.0114799,0,0,0,0.0359733,0,0
1553,0.00799476,0.00655978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120847,0.0232688,0.0149079,0.0121675,0,0,0.0670518,0,0.0161155,0.044502,0.0610143,0.0123836,0.00730508,0.0115297,0.00628522,0.00952292,0.0140651,0.00566186,0.0397868,0.00686328,0.00774808,0.00574432,0.0140489,0.0134152,0.0535538,0,0.0206207,0.0354902,0.0245449,0.0162498,0.00571473,0.00299124,0,0,0.0557803,0,0.0129905,0.0415031,0.0665844,0.0120257,0.0191608,0.0320582,0.00946608,0.0268446,0.0235438,0.0726289,0.0298968,0.0314585,0.0191213,0.034886,0.00623273,0.0140567,0.0355047,0.0395739,0,0.0175362,0.00876414,0.0116844,0,0,0,0.0356391,0,0
1554,0.00805089,0.00678748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119371,0.0237134,0.0146325,0.0117959,0,0,0.0672216,0,0.0158917,0.0443292,0.0606635,0.0131159,0.00791347,0.0118719,0.00633682,0.00947145,0.0141487,0.0057128,0.0400777,0.00740783,0.00846858,0.00599081,0.0134854,0.0120556,0.0538026,0,0.0208572,0.03582,0.0247285,0.0161481,0.00547814,0.00315824,0,0,0.0565037,0,0.0128858,0.0421004,0.0665776,0.0118589,0.0188753,0.0330435,0.00960135,0.0269567,0.023792,0.0727274,0.0303467,0.0318412,0.0201409,0.0352656,0.00692296,0.0153359,0.0360454,0.0398507,0,0.0178019,0.0093051,0.0118531,0,0,0,0.0356543,0,0
1555,0.00798603,0.00715746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122629,0.024017,0.0146076,0.0113352,0,0,0.0674374,0,0.0157215,0.0440927,0.0603195,0.0142819,0.00856894,0.0122068,0.00641684,0.00940439,0.0138032,0.00583946,0.0404758,0.00798558,0.00917473,0.00618998,0.0129333,0.0116853,0.0540605,0,0.0212604,0.03587,0.0248894,0.0161162,0.00536589,0.00340187,0,0,0.0572147,0,0.0127491,0.0426817,0.0666485,0.0118699,0.0185409,0.033323,0.00978033,0.0269005,0.0239542,0.0727738,0.030715,0.0320648,0.0207936,0.0356309,0.00745163,0.0160997,0.0363351,0.0399973,0,0.0180494,0.0101265,0.0120866,0,0,0,0.0356479,0,0
1556,0.00773394,0.00766095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131509,0.0243689,0.0144846,0.0110225,0,0,0.0675122,0,0.0155501,0.0437727,0.0599313,0.0157746,0.00934244,0.0121893,0.00656826,0.00941794,0.0130659,0.00606736,0.0408931,0.0086018,0.00992598,0.00640863,0.0123941,0.0126126,0.054124,0,0.0215283,0.0356093,0.0251171,0.0161647,0.0051523,0.0038899,0,0,0.0577619,0,0.0126224,0.0431672,0.0667305,0.0120357,0.0181216,0.0337021,0.00971739,0.0268577,0.0240222,0.0727376,0.0310382,0.0322516,0.0211039,0.0360248,0.00784077,0.0163464,0.0362444,0.0399913,0,0.0183649,0.0111253,0.0123162,0,0,0,0.0355717,0,0
1557,0.00759812,0.00825344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014613,0.0248108,0.014296,0.0108655,0,0,0.0674541,0,0.0152978,0.0435358,0.0595395,0.0172154,0.0101603,0.0115325,0.0067306,0.00947932,0.0129059,0.00633135,0.0412772,0.0091754,0.0108612,0.00658355,0.0118415,0.0145556,0.0538982,0,0.0216704,0.0350269,0.0253607,0.0162399,0.00448217,0.00448349,0,0,0.0583455,0,0.0124612,0.0436383,0.066684,0.0125937,0.0175925,0.0342283,0.00908366,0.0271934,0.024003,0.072583,0.0313767,0.0324388,0.0211374,0.0363984,0.00805522,0.0161844,0.0357176,0.0400104,0,0.0187139,0,0.0124687,0,0,0,0.0353374,0,0
