Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LTHI,,LEAR
36,0.0160543,0.00522726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249535,0.00863832,0.0158286,0.0267849,0,0.0253468,0,0.0310917,0.0146218,0.06097,0.017643,0,0.00235592,0.0243006,0.00812589,0.00952574,0.00955453,0.0368291,0.0124459,0.0156299,0.008224,0.0116475,0.0289216,0.0257625,0.0135088,0.00717314,0.015281,0.0145615,0.0145199,0.0196987,0.0195835,0,0,0.0567216,0,0.0248949,0.0328479,0.0686233,0.0156826,0.0191218,0.0182438,0.0175544,0.0136757,0.0109676,0.053771,0.0161231,0.0114986,0.0188315,0.0183062,0.0136636,0.0152708,0.0152558,0.0332734,0.0114827,0.0130929,0.0101918,0.0273531,0,0,0,0.00974494,0,0
37,0.015879,0.00537276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246359,0.00879864,0.0156323,0.0266304,0,0.0252706,0,0.0310453,0.0146504,0.0607286,0.0175487,0,0.00185605,0.0241701,0.00812211,0.0101668,0.00781247,0.0368771,0.0124424,0.0158152,0.00824861,0.0116369,0.0286625,0.0256356,0.0134645,0.0072496,0.0130709,0.014604,0.0132414,0.0193931,0.0193851,0,0,0.056762,0,0.024699,0.0329382,0.0686966,0.0154258,0.0191891,0.0181349,0.0175274,0.0133289,0.0105256,0.0539296,0.0159387,0.010917,0.0178823,0.0178055,0.0124149,0.0138404,0.0127935,0.0332594,0.0115769,0.0129887,0.0102919,0.0271673,0,0,0,0.00838412,0,0
38,0.0155954,0.00564958,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244689,0.00879147,0.0154893,0.0262708,0,0.0254537,0,0.03093,0.0147529,0.0604882,0.0174983,0,0.00137961,0.0236223,0.00827634,0.0107951,0.00663826,0.0369196,0.0125445,0.016097,0.00826898,0.0116354,0.0285194,0.0257597,0.0133918,0.00733231,0.0114317,0.0146448,0.0123166,0.0188823,0.0190062,0,0,0.0567225,0,0.0245774,0.0329835,0.0688217,0.0156812,0.0191402,0.0180621,0.0172411,0.0124828,0.00997899,0.0540713,0.015636,0.0103596,0.0167708,0.0173663,0.0110099,0.0121982,0.0104907,0.0328974,0.0117314,0.0129072,0,0.0268511,0,0,0,0.00751456,0,0
39,0.0154129,0.00577384,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244624,0.00869273,0.0153669,0.0262769,0,0.0252525,0,0.0305715,0.0145764,0.0602546,0.0174752,0,0.000873799,0.0233857,0.00807748,0.0114047,0.00619195,0.0368487,0.0128634,0.0162322,0.00824107,0.0115321,0.0283946,0.0255365,0.013306,0.00726866,0.0105241,0.0147092,0.0122079,0.0186044,0.0188538,0,0,0.0568823,0,0.0243577,0.0330579,0.068835,0.0164087,0.0191317,0.0179799,0.0171497,0.0122235,0.00941703,0.0542685,0.0153689,0.00992218,0.0157633,0.0171,0.010067,0.0108939,0.00867645,0.0329612,0.0118791,0.0128396,0,0.0266893,0,0,0,0,0,0
40,0.0153347,0.00576221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248412,0.00880616,0.0154474,0.0265896,0,0.0246938,0,0.0303535,0.0142853,0.0599377,0.0175165,0,0.00107509,0.0235561,0.00764384,0.0121452,0.00593136,0.0368041,0.0129686,0.0163046,0,0.0117432,0.0285078,0.0250408,0.0132824,0.00716545,0.0089161,0.01481,0.0121044,0.0185627,0.0188962,0,0,0.0571618,0,0.0240887,0.0331945,0.0687827,0.0165157,0.0192259,0.0178412,0.017418,0.0124338,0.00900803,0.0547098,0.0151324,0.00975395,0.0152787,0.0169624,0.0100008,0.0105422,0.00656743,0.0333101,0.0119482,0.0127218,0.0105798,0.0266837,0,0,0,0.00893253,0,0
41,0.0151527,0.00616624,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242894,0.0088183,0.0151553,0.0261668,0,0.0246543,0,0.0302522,0.0142831,0.0597132,0.0173159,0,0.00124331,0.023105,0.00786369,0.0123919,0.00571551,0.0367581,0.0130589,0.0162105,0.00838088,0.0116279,0.0278909,0.0250789,0.0132462,0.00720049,0.00701876,0.0148183,0.0119232,0.0179669,0.0185942,0,0,0.0571439,0,0.0239558,0.0331485,0.0688357,0.0167549,0.0191217,0.0178011,0.0170611,0.0115741,0.00861231,0.0551394,0.0149534,0.00975989,0.0147052,0.0169251,0.00979732,0.0101675,0.00424712,0.0328977,0.011894,0.0126008,0,0.026385,0,0,0,0.0093838,0,0
42,0.0150318,0.00642458,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239651,0.00885112,0.0150569,0.0260291,0,0.0243854,0,0.0300665,0.0140873,0.0594903,0.0171692,0,0.00159179,0.0226846,0.00788015,0.0127416,0.0054728,0.0368075,0.0130415,0.0162845,0.00842723,0.0116636,0.02775,0.0249318,0.01322,0.00714421,0.0052356,0.0148478,0.0116776,0.0174597,0.0183537,0,0,0.0572079,0,0.0237537,0.0332964,0.0688716,0.0169146,0.019068,0.0179262,0.0168101,0.0111246,0.00836184,0.0556089,0.0148652,0.0101476,0.0141531,0.0168692,0.00951776,0.0099362,0.00191413,0.0327915,0.01203,0.012503,0,0.0261255,0,0,0,0.00969404,0,0
43,0.014933,0.00653644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238838,0.00897554,0.0150445,0.0266177,0,0.0238484,0,0.0299371,0.0137835,0.0592227,0.0170581,0,0.00195293,0.0224313,0.00746647,0.0130964,0.0052405,0.0368387,0.0131567,0.0163573,0.00852638,0.0116569,0.027681,0.0244527,0.0132254,0.00700936,0.00386973,0.0149242,0.0114883,0.0171132,0.0182682,0,0,0.0574055,0,0.0235179,0.0334888,0.0689056,0.0170996,0.0190604,0.0182279,0.0167328,0.0110038,0.00838052,0.0561442,0.0149674,0.0109546,0.0135983,0.0167989,0.00914889,0.00993085,0.00188328,0.0329248,0.0125542,0.0124392,0,0.0259724,0,0,0,0.0100846,0,0
44,0.0185023,0.00593427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257064,0.00882282,0.0199425,0.0346507,0,0.0245319,0,0.0301536,0.0143682,0.0523548,0.022641,0,0.00848527,0.0233135,0.00842028,0.0159679,0.0103883,0,0.0197743,0.0228445,0.0145095,0.0144043,0.029535,0.0249482,0.0132301,0.00712048,0.00448182,0.0149304,0.0117669,0.0194286,0.0231014,0,0,0.0569916,0,0.0251001,0.033909,0.0687493,0.016536,0.023118,0.0194423,0.0208936,0.0121838,0.0103979,0.0578143,0.0160195,0.0134638,0.0141221,0.0158386,0.00995046,0.0101933,0.00231576,0.033162,0.0137488,0.0138017,0.0121416,0.0302757,0,0,0,0.0114496,0,0
45,0.0149246,0.0066583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234633,0.00912539,0.0150613,0.0279644,0,0.0224611,0,0.0295932,0.0133147,0.0586782,0.0169055,0,0.00262389,0.0223402,0.00660004,0.0137029,0.00480843,0.0368839,0.0135504,0.0164978,0.00857135,0.0115815,0.0277111,0.0230534,0.0132809,0.0066841,0.00556209,0.015165,0.0110385,0.016737,0.0184057,0,0,0.0578638,0,0.0231216,0.0339276,0.0689641,0.0181958,0.0189996,0.0193394,0.0168646,0.0111381,0.00922432,0.0575626,0.0158305,0.0135259,0.0120849,0.016942,0.00834675,0.0104651,0.00766826,0.0333168,0.0145068,0.0122635,0.0115791,0.0259808,0,0,0,0.0109677,0,0
46,0.0150171,0.0069288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234024,0.00911944,0.0150943,0.0276758,0,0.0224146,0,0.0294968,0.0132946,0.0584073,0.0167918,0,0.00306672,0.021941,0.00671152,0.0140305,0.00457107,0.0368539,0.0135491,0.0167738,0.00851923,0.0115073,0.0277771,0.0230287,0.0133279,0.00664447,0.00826903,0.0152161,0.0105908,0.016391,0.0183565,0,0,0.0580402,0,0.022998,0.0340642,0.0691552,0.0194158,0.0188303,0.0199363,0.0166385,0.0106922,0.0098355,0.0583784,0.0164766,0.0148569,0.0109143,0.0173566,0.00760063,0.0109191,0.0114554,0.0331879,0.0148861,0.0122299,0.0119911,0.0259431,0,0,0,0.0114431,0,0
47,0.0151308,0.00708184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023346,0.00915738,0.0152287,0.0281788,0,0.0223232,0,0.0294096,0.013215,0.0580702,0.0168189,0,0.00377905,0.0217184,0.00679324,0.014426,0.00439061,0.0368755,0.0135006,0.016937,0.0084478,0.0113876,0.0278659,0.0230454,0.0133593,0.00660086,0.0117415,0.0152856,0.00996913,0.0161686,0.0183942,0,0,0.0582734,0,0.0228785,0.0342403,0.0692744,0.0206118,0.0187383,0.0203733,0.0165454,0.0103336,0.0105083,0.059166,0.0171107,0.0160166,0.0095037,0.018088,0.00677838,0.011586,0.0155909,0.0331179,0.0150702,0.0122211,0.0125348,0.0260084,0,0,0,0.0119969,0,0
48,0.0151722,0.00727068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230182,0.0092165,0.0152788,0.0289868,0,0.0223682,0,0.0293847,0.013217,0.0578716,0.0167706,0,0.0043764,0.0216574,0.00669496,0.0148514,0.00422888,0.0369551,0.0134321,0.0169674,0.00838993,0.0113228,0.0275886,0.0230533,0.0133676,0.00657619,0.0154059,0.0152799,0.00926539,0.0162764,0.0184496,0,0,0.0584264,0,0.0227836,0.0344434,0.0692886,0.0218048,0.0186714,0.0205991,0.0165725,0.0100174,0.0112041,0.0598757,0.0176662,0.0169944,0.00822668,0.0190617,0.00600749,0.0126313,0.0202222,0.0330468,0.0149495,0.01222,0.0125885,0.0261553,0,0,0,0.0124168,0,0
49,0.0151599,0.00742583,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225644,0.00923972,0.0154067,0.0288426,0,0.0226444,0,0.0294537,0.0133095,0.0576639,0.0167547,0,0.00501475,0.0218708,0.00658512,0.015508,0.00410186,0.0369731,0.0136491,0.0170943,0.0083141,0.0112249,0.0270679,0.0231137,0.0133954,0.00657922,0.0191036,0.0153533,0.00860306,0.0166892,0.0184987,0,0,0.0585257,0,0.0227349,0.0347032,0.0692621,0.0231669,0.0185687,0.0206147,0.0167885,0.00981182,0.0118147,0.0604685,0.018135,0.0177995,0.00742002,0.0201823,0.00553581,0.0139625,0.0249116,0.0330485,0.0150342,0.0122339,0.0127055,0.0263753,0,0,0,0.0129297,0,0
50,0.0150314,0.00751813,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0221036,0.0092898,0.0154917,0.0289934,0,0.0230695,0,0.0296218,0.013592,0.0574342,0.016704,0,0.00572357,0.0222053,0.00653839,0.0163576,0.00408925,0.0371219,0.0137046,0.0173734,0.00822101,0.011201,0.0264363,0.0232446,0.0134493,0.00661412,0.0230159,0.0154914,0.00798782,0.0172135,0.0184561,0,0,0.0586965,0,0.0227064,0.0347678,0.0693929,0.0248078,0.018581,0.0205345,0.0170749,0.00975337,0.0121638,0.0610128,0.0184586,0.0183192,0.00723778,0.0213487,0.00534404,0.0153757,0.029739,0.0331621,0.0157202,0.012311,0.012899,0.0264942,0,0,0,0.0135093,0,0
51,0.0148897,0.00770471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218951,0.00929255,0.015606,0.0302061,0,0.0236497,0,0.0297501,0.0139837,0.0572247,0.0167214,0,0.00668836,0.0226502,0.00667053,0.0174931,0.00428943,0.0373067,0.0137322,0.0176499,0.00819173,0.0111968,0.0260567,0.0235641,0.0134783,0.00670775,0.0269391,0.0154584,0.00755186,0.017819,0.0183412,0,0,0.0588812,0,0.0225702,0.0344624,0.0696038,0.02652,0.0187252,0.0202994,0.0174182,0.00964639,0.0123018,0.0614342,0.0185503,0.0185304,0.00758125,0.0223927,0.00533277,0.0167204,0.0343959,0.0332415,0.0164782,0.0124783,0.0130625,0.0265323,0,0,0,0.0142911,0,0
52,0.0147221,0.00722402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214185,0.00924858,0.0156397,0.0320889,0,0.0240055,0,0.0296794,0.0141239,0.0571357,0.0166448,0,0.00769038,0.0233074,0.00670352,0.0187772,0.00461264,0.0376281,0.0137367,0.0178132,0.00824635,0.0112735,0.0258967,0.0237592,0.0134156,0.00672387,0.0304502,0.0154753,0.00732869,0.0185338,0.0181923,0,0,0.0589949,0,0.0224419,0.0343444,0.0698334,0.0280816,0.0188695,0.0197832,0.0178813,0.00968484,0.0124609,0.0617187,0.0184871,0.0185234,0.00829384,0.0232815,0.00560751,0.0180115,0.0385597,0.0333511,0.0163244,0.0125408,0.0132556,0.0265424,0,0,0,0.015112,0,0
53,0.0145583,0.00624997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210237,0.00918304,0.0157655,0.0319446,0,0.0241363,0,0.0295101,0.0141103,0.0570545,0.0165958,0,0.00884314,0.0242805,0.0066567,0.0201854,0.00517961,0.0378962,0.0137972,0.0179945,0.00836422,0.0113518,0.0256602,0.0237633,0.0133442,0.00667353,0.0329658,0.0154898,0.00717376,0.0193558,0.0180665,0,0,0.0590213,0,0.0222817,0.0342889,0.0699424,0.029366,0.0187731,0.0191006,0.0183947,0.00975449,0.0126615,0.0618672,0.0183348,0.0184363,0.00920949,0.0241152,0.00613414,0.0191979,0.041546,0.0333969,0.0158581,0.0125102,0.0136588,0.0266089,0,0,0,0.0160821,0,0
54,0.00897595,0.00853177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218378,0.0099026,0.0132651,0.0209771,0,0.0205745,0,0.0284415,0.0120796,0,0.0116862,0,0.00956084,0.0234193,0.00454794,0.0201358,0.00534492,0.0276954,0.00812576,0.0125083,0.00103009,0.0110619,0.026799,0.0210263,0.0133527,0.00598069,0.0379685,0.016409,0.0083698,0.0166321,0.0113384,0,0,0.0600122,0,0.0200461,0.0345292,0.0686724,0.0344976,0.0145151,0.0173883,0.01321,0.0104337,0.0118908,0.0611744,0.0173688,0.0180705,0.0122296,0.0257179,0.00799657,0.023495,0.0482261,0.0338308,0.0168576,0.0113433,0.0133228,0.0202087,0,0,0,0.0192089,0,0
55,0.0143335,0.00722547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203361,0.00904159,0.0159215,0.0321813,0,0.0249331,0,0.0295271,0.0145346,0.0571348,0.0163768,0,0.0108678,0.0250332,0.00680779,0.0225206,0.00625945,0.0384365,0.0137838,0.0182814,0.00846607,0.0116278,0.0247691,0.0241556,0.0132521,0.00670474,0.0346307,0.015548,0.0072585,0.0202116,0.0178246,0,0,0.0590088,0,0.0220915,0.0345421,0.0704548,0.0310343,0.0185751,0.017759,0.0186214,0.00993776,0.0125759,0.0618206,0.017844,0.018125,0.0113832,0.0255349,0.00732633,0.0215462,0.0437154,0.0334919,0.0160758,0.0125441,0.0140007,0.0266275,0,0,0,0.0175878,0,0
56,0.0141628,0.00685217,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193031,0.0091056,0.0160058,0.0327052,0,0.0250157,0,0.0296333,0.0145229,0.0569287,0.0164013,0,0.011379,0.0256185,0.00665457,0.0231254,0.00663093,0.0388552,0.0137331,0.0184783,0.00851923,0.011801,0.0237674,0.0240711,0.0131949,0.00669942,0.0339799,0.0156106,0.00751413,0.0207431,0.0177778,0,0,0.0591527,0,0.0219576,0.0344756,0.0709157,0.0312226,0.0186056,0.0173573,0.0189341,0.0100719,0.012484,0.0616054,0.0176634,0.017973,0.0122878,0.0260485,0.0078152,0.022475,0.0432173,0.0336951,0.0165207,0.0125178,0.0143684,0.0266601,0,0,0,0.0179255,0,0
57,0.0140613,0.00641076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018671,0.0090191,0.0161225,0.0327605,0,0.0251818,0,0.0295904,0.0144887,0.0566711,0.0164494,0,0.0117207,0.026019,0.00663434,0.0236277,0.00695648,0.0390892,0.013724,0.0186107,0.00858021,0.0119215,0.0229976,0.0240518,0.013099,0.00674593,0.0326447,0.015658,0.00797223,0.0210898,0.0177275,0,0,0.0592802,0,0.0218196,0.0345561,0.0712868,0.0315161,0.0185957,0.0169936,0.0190526,0.0100684,0.0122199,0.0611789,0.0174712,0.0177064,0.0129782,0.0265279,0.00834822,0.0232087,0.0421419,0.033811,0.0165572,0.0124463,0.0146338,0.0266066,0,0,0,0.0182806,0,0
58,0.014075,0.00777824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0184441,0.00888596,0.0162803,0.0329645,0,0.025583,0,0.0297076,0.014673,0.0563587,0.0165158,0,0.0119391,0.0260189,0.00666296,0.0239966,0.00724667,0.0391228,0.0138182,0.0186891,0.00863014,0.0119897,0.0225099,0.0242723,0.0130508,0.00685494,0.0311532,0.0157379,0.00862553,0.021165,0.0176984,0,0,0.0594376,0,0.0217305,0.03465,0.0715953,0.0322397,0.0185824,0.0166594,0.018853,0.00999726,0.0118045,0.0607279,0.017282,0.0173434,0.0134206,0.026916,0.0088404,0.0237265,0.0409801,0.0339134,0.0169263,0.0123988,0.0145507,0.0264809,0,0,0,0.018621,0,0
59,0.0140579,0.00842921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182206,0.00886635,0.0164176,0.0328905,0,0.0258372,0,0.0299366,0.0147985,0.0560686,0.0165897,0,0.0120059,0.0259804,0.00658283,0.0240796,0.00738863,0.0389929,0.0138714,0.0186326,0.00870049,0.0120127,0.0222053,0.0244157,0.0130206,0.00692143,0.0296714,0.0157837,0.00945073,0.0212785,0.0176711,0,0,0.0596482,0,0.0216778,0.0349512,0.0718211,0.0330857,0.0185452,0.0164547,0.0186249,0.0100408,0.0113611,0.060243,0.0171271,0.0169905,0.0136186,0.0271172,0.00925309,0.0239978,0.0396264,0.0341514,0.0169058,0.0123819,0.0144838,0.0263639,0,0,0,0.0188793,0,0
60,0.0140138,0.00821507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181244,0.00889943,0.0164098,0.0325443,0,0.0259471,0,0.0302016,0.0148656,0.0558924,0.0165797,0,0.0117205,0.026,0.00635997,0.023837,0.00724505,0.0389614,0.0138173,0.0184759,0.00877697,0.0121018,0.0218772,0.0243595,0.0130089,0.00698497,0.0283175,0.0157456,0.0103547,0.021386,0.0176406,0,0,0.0598894,0,0.0215656,0.0351442,0.0721247,0.0340016,0.0185278,0.0163913,0.0184642,0.0100384,0.010981,0.0597916,0.0170447,0.016712,0.0135699,0.0271722,0.00951488,0.0240231,0.038343,0.0343523,0.0169747,0.0123508,0.0146133,0.0263102,0,0,0,0.018888,0,0
61,0.0140211,0.00824687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182164,0.00901214,0.0163431,0.0329651,0,0.0261241,0,0.0304984,0.0149952,0.0558235,0.0165498,0,0.011292,0.0258954,0.00623349,0.0236572,0.00698084,0.038886,0.013748,0.018443,0.00886744,0.0122035,0.0219608,0.0244766,0.0129559,0.00709399,0.0271574,0.0157376,0.0112876,0.0213712,0.0176637,0,0,0.0599745,0,0.0214585,0.0351913,0.072412,0.0352712,0.0186331,0.0164515,0.0182848,0.00991992,0.0106639,0.0593699,0.0171035,0.0164565,0.0133311,0.0271043,0.00973561,0.0239019,0.0373031,0.0344071,0.0172675,0.0123401,0.0146644,0.02636,0,0,0,0.0187699,0,0
62,0.0140619,0.0074379,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183624,0.00898845,0.0162528,0.0333602,0,0.0259992,0,0.0304322,0.0148591,0.0558096,0.0165337,0,0.0107882,0.0258871,0.00604041,0.0233989,0.00666141,0.0387346,0.0136738,0.0183692,0.00898869,0.0122924,0.022322,0.024311,0.0128231,0.00705314,0.0260242,0.0157908,0.0122191,0.0213719,0.0177545,0,0,0.060048,0,0.0213963,0.0352831,0.0726316,0.0364469,0.0187408,0.016597,0.0181675,0.00991066,0.0103703,0.0589261,0.0172624,0.016266,0.0129395,0.0270051,0.00991761,0.0237023,0.0362021,0.034511,0.0169683,0.0122745,0.0147554,0.0265572,0,0,0,0.0185553,0,0
63,0.0141576,0.00652706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018803,0.00893292,0.0161515,0.0323083,0,0.0259431,0,0.030439,0.0147841,0.0558313,0.0165461,0,0.0102491,0.025874,0.00582972,0.0231013,0.00635084,0.038526,0.0136464,0.0182801,0.0090937,0.0123545,0.0229245,0.024168,0.0127527,0.00700392,0.0248401,0.015855,0.0131721,0.0212968,0.0178566,0,0,0.0600761,0,0.0213072,0.0353239,0.0728565,0.0374144,0.0186657,0.0169004,0.0180025,0.00993961,0.0101646,0.0584439,0.017374,0.0161758,0.012497,0.0268825,0.0100577,0.0235017,0.0350522,0.0345962,0.0168771,0.0122033,0.0149166,0.0268103,0,0,0,0.0182491,0,0
64,0.0143161,0.00713593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194989,0.00893317,0.0160887,0.031643,0,0.0261821,0,0.0306839,0.0149407,0.0558827,0.0165909,0,0.00965434,0.0256188,0.0057687,0.0226906,0.00603373,0.0382996,0.0136741,0.0181879,0.00920075,0.0123837,0.0236794,0.024376,0.0127125,0.0070301,0.0238826,0.0159023,0.0140485,0.0210335,0.0179813,0,0,0.0601221,0,0.0212596,0.0354587,0.0730743,0.0382473,0.0185474,0.0172786,0.0176694,0.00996191,0.00997782,0.0579977,0.0174997,0.0161024,0.0121235,0.0267283,0.0102128,0.0233531,0.0341137,0.034691,0.0170592,0.012222,0.0148527,0.0270395,0,0,0,0.0179547,0,0
65,0.014477,0.00763289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020207,0.00897554,0.0161034,0.0311309,0,0.0264761,0,0.0308955,0.0150711,0.0559399,0.0166418,0,0.00914045,0.0253072,0.00576731,0.0223533,0.0057189,0.0379739,0.0137653,0.0181405,0.00932287,0.0123743,0.0246403,0.0246638,0.0126434,0.0070937,0.0232246,0.0159151,0.0149055,0.0206938,0.018146,0,0,0.0600877,0,0.0212461,0.0357234,0.0732203,0.0391043,0.0184769,0.0176281,0.0173384,0.0099291,0.00980496,0.0575719,0.0176739,0.016051,0.0119136,0.0265205,0.0104501,0.0233676,0.0333903,0.0347071,0.0171396,0.0122323,0.0148065,0.0272379,0,0,0,0.017784,0,0
66,0.0146411,0.0078072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212611,0.0091863,0.0162046,0.0312742,0,0.0266027,0,0.0311537,0.0150699,0.0558882,0.0167937,0,0.00873005,0.0253916,0.0057235,0.0221066,0.00551936,0.0377016,0.0140214,0.018142,0.00950814,0.0123624,0.0259794,0.0248179,0.0125991,0.00715065,0.0260219,0.0159504,0.00917461,0.020654,0.0183874,0,0,0.0600383,0,0.0212156,0.0360958,0.0728001,0.0314926,0.0180473,0.0172315,0.017016,0.0100062,0.00982485,0.0577352,0.0170664,0.0153339,0.00844349,0.0251108,0.00634514,0.0185048,0.0347049,0.0347475,0.0172783,0.0122083,0.0149145,0.0274989,0,0,0,0.0176995,0,0
67,0.014733,0.00757979,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214965,0.00933669,0.0160754,0.0310878,0,0.0266366,0,0.0315146,0.0151451,0.0559758,0.0166585,0,0.00798145,0.0251479,0.00568428,0.0214685,0.00515552,0.0374493,0.0139118,0.0178641,0.00947089,0.0124148,0.0262361,0.0248856,0.0126533,0.00719222,0.0223646,0.0159641,0.016333,0.0203651,0.0185781,0,0,0.0600133,0,0.0212373,0.03623,0.0734992,0.0408297,0.0186234,0.0184763,0.0170376,0.00991483,0.00957502,0.0567923,0.0180787,0.0159288,0.0117852,0.0260714,0.0109068,0.0237364,0.0321867,0.0347595,0.0172173,0.0122481,0.0149625,0.027621,0,0,0,0.0173158,0,0
68,0.0147469,0.00736341,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222206,0.00927084,0.0160281,0.0320291,0,0.0266098,0,0.031568,0.015136,0.0559768,0.0166708,0,0.0074294,0.02527,0.00558683,0.0211186,0.00496752,0.0372362,0.0138364,0.0179839,0.00952394,0.0124644,0.0271519,0.0248383,0.0126524,0.00716997,0.021926,0.0159422,0.0169055,0.0204454,0.0187223,0,0,0.059858,0,0.021242,0.0361196,0.0736155,0.0416237,0.0189046,0.0189008,0.0171887,0.0093629,0.00949539,0.0563941,0.0182829,0.0158174,0.0117754,0.0256682,0.0110433,0.0240121,0.0318872,0.0344644,0.0170297,0.0122211,0,0.0277976,0,0,0,0.0170531,0,0
69,0.0148474,0.00646263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227455,0.00912752,0.0160094,0.0324631,0,0.0265252,0,0.0315221,0.0151105,0.056015,0.0165898,0,0.00688255,0.0250957,0.00544618,0.0206733,0.00472436,0.0371203,0.0137076,0.0178845,0.00953173,0.0125235,0.0279,0.0246644,0.0126292,0.00711499,0.0209904,0.0159725,0.0173901,0.0203395,0.0189043,0,0,0.0598496,0,0.0212369,0.0361274,0.0737744,0.0419872,0.0189728,0.0192838,0.0170603,0.00960123,0.00941863,0.0560682,0.0184243,0.0157208,0.0118305,0.0252721,0.0111855,0.0242354,0.0312467,0.0346114,0.0172549,0.0121835,0.0152783,0.027906,0,0,0,0.016769,0,0
70,0.0150174,0.00669424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236566,0.00898105,0.016271,0.0326363,0,0.0264133,0,0.0314748,0.0151247,0.0558246,0.0167766,0,0.00663781,0.0258723,0.00528512,0.0205065,0,0.0372426,0.0139529,0.0179637,0.00974916,0.0125568,0.0290784,0.0243978,0.0126091,0.00708212,0.0247798,0.0160433,0.00665379,0.020941,0.0191761,0,0,0.0597525,0,0.0212119,0.0361119,0.0732289,0.0264777,0.018147,0.0188698,0.0168925,0.00959352,0.010078,0.0566948,0.0176101,0.0152296,0.00544111,0.0231382,0.00352418,0.0150703,0.0322364,0.0346125,0.017634,0.0120879,0.0154405,0.0282626,0,0,0,0.0165684,0,0
71,0.0148618,0.00594185,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237661,0.00894444,0.0161139,0.0318222,0,0.0261174,0,0.0315638,0.0151094,0.0559037,0.0164694,0,0.00626043,0.0256259,0.00512677,0.0202415,0.00445406,0.0368526,0.0135908,0.0175612,0.00948896,0.0125981,0.0289133,0.0241254,0.0125895,0.0069776,0.0190749,0.0160111,0.0177179,0.0203883,0.0191336,0,0,0.0598092,0,0.0212144,0.0361737,0.0742999,0.0410732,0.0188974,0.0200543,0.0170374,0.00951614,0.00918973,0.0555029,0.0186092,0.0156131,0.0116603,0.0246588,0.0111541,0.02392,0.0289946,0.0346905,0.0173869,0.0120721,0.0153586,0.0280943,0,0,0,0.0164447,0,0
