Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LASI,
All Timesteps RMSE,0.011472,0.0110505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522247,0.013384,0.0498626,0,0,0.0555755,0,0.0280407,0.0319601,0.0886836,0.0380935,0.0454789,0.030046,0.0169521,0.0163461,0.0339855,0.0326494,0.0272723,0.0404019,0.0228803,0.0281418,0.0189786,0.0224468,0.0669709,0.0638805,0.0200374,0.01556,0.0280696,0.0210528,0.0182559,0.0197491,0.0137146,0,0,0.0392359,0,0.0226624,0.0247577,0.0688146,0.0220691,0.0220383,0.016295,0.0209722,0.0244446,0.013411,0.0562884,0.0158815,0.0171859,0.0174833,0.0277068,0.0134305,0.0190777,0.0311449,0.0282808,0.027569,0.0150086,0.0116451,0.0146069,0,0,0,0.0229029,0
0,0.00957491,0.00942824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024185,0.0073747,0.0125969,0,0,0.044016,0,0.0310726,0.0216073,0.0618798,0.0191694,0.042153,0.00929074,0.00754925,0.0141387,0.00459376,0.00538144,0.0124419,0.0399023,0.0163995,0.0134878,0.0104721,0.0119076,0.0327019,0.0299234,0.0189759,0.00545273,0.0329968,0.0230657,0.0229441,0.00394334,0.0141022,0,0,0.00794328,0,0.0178574,0.0199274,0.0680904,0.015599,0.0129918,0.0149137,0.00732686,0.0478646,0.0109596,0.0590717,0.0130837,0.0212726,0.0231258,0.0392997,0.0221061,0.0245859,0.032123,0.013495,0.0370346,0.0312044,0.0121152,0.0100864,0,0,0,0,0
1,0.00936188,0.00960339,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234041,0.007249,0.012737,0,0,0.0445511,0,0.0316137,0.0218726,0.0619869,0.0193072,0.0423029,0.00903676,0.00783282,0.0146518,0.00429873,0.00551728,0.0120205,0.0394395,0.0159999,0.0130488,0.0102591,0.0118315,0.0314051,0.0307534,0.0187864,0.00556977,0.0327864,0.0230243,0.0195516,0.00420027,0.0143303,0,0,0.00844635,0,0.0179499,0.0196959,0.0682513,0.0128173,0.0136089,0.0139726,0.00742426,0.0484846,0.010139,0.0589775,0.0123361,0.0208933,0.0221854,0.0387724,0.0203654,0.023776,0.0316343,0.0139578,0.0373573,0.0315889,0.0120465,0.00944037,0,0,0,0,0
2,0.0092494,0.00989139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231811,0.0072278,0.0130288,0,0,0.0449182,0,0.0319095,0.0220546,0.0619327,0.019701,0.0425077,0.00881964,0.00827933,0.0155386,0.00405616,0.00585065,0.011612,0.0392481,0.0157738,0.0128998,0.0101026,0.0117796,0.0307212,0.0311009,0.0187815,0.0056893,0.032502,0.0231472,0.0184106,0.00438218,0.0143293,0,0,0.00904235,0,0.0179846,0.0194217,0.0682748,0.0116272,0.0134801,0.0131087,0.0081354,0.0487836,0.0096422,0.0585481,0.0120992,0.0206359,0.0217177,0.0385773,0.0197294,0.0235855,0.0311363,0.0146308,0.0376407,0.0313548,0.0122282,0.00923181,0,0,0,0,0
3,0.0092609,0.0102411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022995,0.00718408,0.013268,0,0,0.0451565,0,0.0319899,0.0221721,0.0619388,0.0201472,0.0427345,0.00856428,0.00886912,0.0160205,0.00395167,0.00566992,0.0111871,0.0390441,0.0155545,0.0128022,0.00996857,0.0117574,0.0303173,0.0311569,0.0188633,0.00565993,0.0316909,0.0233105,0.0177233,0.00436945,0.0142672,0,0,0.00972066,0,0.0179866,0.0191892,0.0682183,0.0108733,0.0129315,0.0124671,0.00912491,0.0487536,0.00944099,0.0583216,0.011964,0.0202367,0.0213433,0.0383314,0.0193352,0.0233992,0.0310876,0.0155187,0.0381286,0.030947,0.0125075,0.00912346,0,0,0,0.00643681,0
4,0.00924739,0.0106456,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233888,0.00712423,0.0133755,0,0,0.0455767,0,0.0319575,0.0222961,0.0620164,0.0209047,0.0428175,0.00801601,0.00938625,0.0162162,0.00375632,0.00476152,0.010816,0.0389513,0.0151535,0.0126107,0.00995055,0.0118849,0.0309467,0.0311547,0.0190005,0.00565116,0.0302083,0.0234975,0.0170449,0.00443451,0.0142006,0,0,0.0104738,0,0.0179644,0.0188825,0.0683132,0.0101107,0.0126991,0.0126346,0.0100485,0.0486965,0.0091539,0.0580439,0.0117502,0.0197433,0.0211312,0.038009,0.0186436,0.0230994,0.0301378,0.0165051,0.0388155,0.0305233,0.0128337,0.00896095,0,0,0,0.00586012,0
5,0.00925912,0.0108248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023615,0.00719531,0.0135924,0,0,0.0458133,0,0.0320317,0.0224366,0.0619616,0.0215939,0.0429111,0.00758479,0.00968934,0.0163464,0.00365196,0.00395028,0.0104648,0.0388873,0.0149488,0.0125781,0.00991547,0.0119484,0.0314497,0.0310663,0.0191673,0.00562487,0.0292782,0.0236641,0.0164819,0.00472547,0.0141635,0,0,0.0112946,0,0.0179964,0.0185918,0.0684026,0.00955627,0.0126172,0.0127753,0.0106433,0.0487141,0.0086774,0.0577178,0.0113141,0.0192554,0.0209838,0.0376697,0.0181152,0.022727,0.0291583,0.0175513,0.0392086,0.0301195,0.0130225,0.00881112,0,0,0,0.00561429,0
6,0.00931263,0.0109691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235889,0.00724309,0.0138977,0,0,0.0459335,0,0.0321017,0.0225886,0.0617761,0.0223456,0.0430221,0.00729751,0.00983951,0.0162552,0.00374972,0.00331333,0.0101137,0.0389019,0.0148827,0.0126889,0.00989222,0.0119539,0.0316265,0.0309358,0.01935,0.00561907,0.0289463,0.0238161,0.016007,0.0050849,0.0140893,0,0,0.0122251,0,0.0181487,0.0183502,0.0684827,0.00910437,0.0125267,0.0129947,0.0110262,0.0486725,0.00810911,0.0574037,0.0107242,0.0186576,0.0199737,0.0373041,0.0177421,0.0222576,0.0284974,0.0185322,0.0393873,0.0297427,0.013181,0.00868528,0,0,0,0.00559647,0
7,0.00939153,0.011159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232882,0.00726179,0.0141117,0,0,0.0459979,0,0.0321967,0.0227278,0.061506,0.0231876,0.0431506,0.00704034,0.00987705,0.0160015,0.00381561,0.0029404,0.00977878,0.0389929,0.0146434,0.0126461,0.00995395,0.012007,0.0315753,0.0307323,0.0196162,0.00561748,0.0282143,0.0240017,0.0156138,0.00544555,0.0139525,0,0,0.0133511,0,0.018387,0.0181151,0.0685283,0.0087903,0.0123814,0.0127494,0.0113386,0.0485816,0.00756526,0.0571918,0.0102663,0.0179144,0.0188955,0.0368959,0.0174789,0.021635,0.0280499,0.0195254,0.0395063,0.0293681,0.0133261,0.00861037,0,0,0,0.0057433,0
8,0.00942473,0.0114068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023045,0.00732211,0.0141889,0,0,0.0461633,0,0.0321855,0.0228684,0.0612058,0.0238493,0.0432952,0.00675955,0.00984265,0.0164629,0.00389132,0.00260316,0.00938331,0.0391156,0.0144494,0.0125957,0.0100484,0.0120809,0.0316219,0.0305625,0.0199002,0.0056125,0.027463,0.0241367,0.0152884,0.00565498,0.0138459,0,0,0.0143817,0,0.0185103,0.0179028,0.0685302,0.0086634,0.0121432,0.0126048,0.0116352,0.0484697,0.00708159,0.0571298,0.010551,0.0171189,0.0180744,0.0364762,0.0170857,0.0210336,0.0276731,0.0203062,0.0394473,0.0289922,0.0135314,0.00849969,0,0,0,0.00602254,0
9,0.00933029,0.0117013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230735,0.00747242,0.0141969,0,0,0.0464955,0,0.0319165,0.0231026,0.0610149,0.024451,0.043358,0.00634364,0.00986558,0.0167756,0.00420235,0.00209933,0.00889747,0.0392267,0.014419,0.0126023,0.0100988,0.0121089,0.0323401,0.0305804,0.0198688,0.00571204,0.0269356,0.0242764,0.0149462,0.00571037,0.0137312,0,0,0.0149641,0,0.0184784,0.017596,0.0685314,0.00855793,0.0119258,0.0125118,0.0119032,0.0483133,0.00636169,0.0570276,0.0107146,0.0162987,0.0172072,0.0358162,0.0162183,0.0200948,0.0268406,0.0207376,0.0390377,0.0286018,0.0137262,0.00836105,0,0,0,0.00623017,0
10,0.00913332,0.0118926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0235891,0.00749862,0.0140718,0,0,0.0464166,0,0.0319213,0.0229602,0.0608555,0.024902,0.043481,0.00577075,0.00984871,0.0168072,0,0.00188399,0.00837984,0.0391379,0.0147467,0.0127038,0.0100206,0.012006,0.0338381,0.0303587,0.0200034,0.00571283,0.0263569,0.0244743,0.0146602,0.00566053,0.0135453,0,0,0.0158375,0,0.0183796,0.0172249,0.068556,0.00845508,0.0115869,0.0124011,0.0121434,0.0482769,0.00564645,0.0568577,0.0105779,0.0153934,0.0160946,0.0348748,0.0153316,0.0190288,0.0261731,0.021515,0.0387587,0.0280004,0.0139181,0.00814256,0,0,0,0.00617822,0
11,0.00907798,0.0120711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245194,0.00743651,0.0139316,0,0,0.0460215,0,0.0321428,0.0228333,0.0606021,0.0255739,0.0434532,0.00524152,0.00977061,0.0167563,0,0.0030497,0.00798786,0.039127,0.0146279,0.0126762,0.0100646,0.0121217,0.0355724,0.0299025,0.0204384,0.00564006,0.025634,0.0247257,0.0144794,0.0058752,0.0132598,0,0,0.0169543,0,0.018424,0.0169391,0.0685626,0.00837329,0.0112769,0.0123513,0.0122383,0.0483354,0.00560239,0.0566752,0.010686,0.0144603,0.01471,0.0341062,0.0144763,0.0177513,0.0256061,0.0225073,0.0386724,0.0274098,0.0141099,0.00807674,0,0,0,0.00631433,0
12,0.0091116,0.0122077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250067,0.00739637,0.0137929,0,0,0.0454568,0,0.032348,0.0225814,0.0602927,0.026235,0.0435181,0.00506437,0.00952861,0.0170578,0,0.00392938,0.00770188,0.0391961,0.014305,0.0125963,0.0102081,0.0123283,0.0366749,0.0293568,0.0210931,0.0054811,0.0243835,0.0249765,0.0143392,0.00618632,0.0129739,0,0,0.0182809,0,0.0184314,0.0166444,0.0685179,0.00838845,0.0110093,0.0123455,0.0121975,0.0483828,0.00569989,0.0564373,0.0107992,0.0135533,0.0132618,0.0333887,0.0137217,0.0162195,0.0245527,0.0235904,0.038366,0.0266549,0.0142785,0.00798688,0,0,0,0.00645033,0
13,0.00916599,0.0123386,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0256778,0.00754953,0.0137275,0,0,0.0453457,0,0.0319308,0.0228224,0.060129,0.0266231,0.0435453,0.00532256,0.00923592,0.0177854,0,0.00436897,0.00746889,0.0393171,0.0142285,0.0126728,0.0102667,0.0124919,0.0373544,0.0291987,0.0211296,0.00552662,0.0224325,0.0251999,0.0141781,0.00633433,0.012743,0,0,0.0196429,0,0.0183943,0.0162947,0.068507,0.00834753,0.0107247,0.0121723,0.0121231,0.0479871,0.00613019,0.0563444,0.0105329,0.0124597,0.0118135,0.0326663,0.0129894,0.0145646,0.0224982,0.0246202,0.0380456,0.0257953,0.0142814,0.00789428,0,0,0,0.00659267,0
14,0.00924755,0.0124215,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0264617,0.00775045,0.0137676,0,0,0.0452662,0,0.0315547,0.0231869,0.0599909,0.0269274,0.043428,0.0057058,0.00894085,0.0180927,0,0.00488298,0.00719801,0.0393653,0.014526,0.0130098,0.0102284,0.0123443,0.0382187,0.028972,0.0209949,0.00569552,0.020375,0.0254571,0.0139047,0.0062633,0.0124734,0,0,0.0210559,0,0.0183571,0.0159109,0.0686612,0.00844666,0.0103084,0.0117811,0.0119705,0.0475254,0.00579941,0.056617,0.00993222,0.0112593,0.0103795,0.031736,0.0122667,0.0130924,0.0202961,0.0256194,0.0379393,0.0248441,0.0141508,0.00783374,0,0,0,0.00679771,0
15,0.00933405,0.0125281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268585,0.00790022,0.0137436,0,0,0.0451366,0,0.0313225,0.0233733,0.059833,0.0272601,0.0432565,0.00573586,0.00858669,0.0179891,0,0.00548513,0.00692569,0.0393999,0.0146913,0.0132273,0.0101905,0.0121235,0.038806,0.0286006,0.02102,0.00580341,0.017944,0.0257372,0.0135932,0.00631172,0.0123021,0,0,0.0224105,0,0.0184857,0.0153761,0.0688178,0.00892165,0.00978962,0.0112939,0.0116775,0.0473301,0.00572829,0.0567422,0.00933349,0.00997649,0.00889026,0.0306764,0.0116382,0.0116431,0.017703,0.0265797,0.0377678,0.0238975,0.0140525,0.00779756,0,0,0,0.00713094,0
16,0.00942781,0.0135904,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0267763,0.00810836,0.0136932,0,0,0.0451976,0,0.031154,0.0232582,0.0595767,0.0276593,0.0428416,0.00556604,0.00855062,0.0183016,0,0.0061394,0.00678981,0.0396031,0.0148004,0.0134327,0.0102854,0.0120396,0.0393036,0.0284957,0.0212489,0.00579265,0.0151896,0.0271024,0.0131718,0.00629859,0.0140748,0,0,0.0211885,0,0.0170066,0.0134708,0.0687818,0.00957411,0.00952704,0.0109399,0.0116085,0.0483247,0.00616271,0.0565417,0.00883937,0.00873435,0.00748357,0.0296104,0.010859,0.0101969,0.0146104,0.0261375,0.0385441,0,0.014491,0.00715155,0,0,0,0.00749348,0
17,0.00943504,0.0126194,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274063,0.00819085,0.0133764,0,0,0.0450116,0,0.0310425,0.0231803,0.0597638,0.0278656,0.0428961,0.00506394,0.00783245,0.018057,0,0.00693397,0.00632491,0.0394107,0.0146347,0.0134122,0.0101937,0.0121633,0.0402186,0.029065,0.0214741,0.00571987,0.0122562,0.0261579,0.0126096,0.00663499,0.0118515,0,0,0.0257366,0,0.0182881,0.0151141,0.0688826,0.00990064,0.00950962,0.010621,0.0110204,0.0461558,0.00682239,0.0560587,0.00820751,0.00775034,0.00655532,0.0283957,0.0100608,0.00885859,0.0111493,0.0285811,0.0369802,0.0220892,0.0139655,0.00778083,0,0,0,0.00784647,0
18,0.0095494,0.0126664,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0282138,0.00822312,0.0130671,0,0,0.0446908,0,0.0310193,0.0231495,0.0598791,0.0281376,0.0426825,0.00490934,0.00732182,0.0180926,0,0.00773825,0.00604148,0.0394237,0.0145111,0.0135322,0.0101518,0.0122399,0.0412998,0.0293715,0.0218958,0.00588415,0.00918779,0.0261032,0.0120966,0.00658948,0.0113887,0,0,0.027215,0,0.0181963,0.0153954,0.0689378,0.0101807,0.00972882,0.0102259,0.0104949,0.0454152,0.00757568,0.055589,0.00747313,0.00703587,0.00641609,0.0268637,0.00964723,0.00827303,0.00742854,0.0291052,0.0364329,0.0216514,0.0138125,0.00774964,0,0,0,0,0
19,0.00958467,0.0135869,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406573,0.00848506,0.0101918,0,0,0.0443021,0,0.0308065,0.0231261,0.0590187,0.0297265,0.0431426,0.0124265,0.00669262,0.0185883,0,0.0169613,0.00770773,0.0393812,0.0114762,0.0173253,0.00864336,0.0124087,0.0551623,0.0293942,0.0222932,0.0063592,0.00589505,0.0269972,0.0115136,0.00615614,0.012766,0,0,0.027013,0,0.0169229,0.0138612,0.0691507,0.0107318,0.00932713,0.00992336,0.0103936,0.0463871,0.00834426,0.0552537,0.00702559,0.00650508,0.00708894,0.0256044,0.00941518,0.00847405,0.00340048,0.0291696,0.0369388,0,0.0140745,0.00642026,0,0,0,0.00795717,0
20,0.00972386,0.0128287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291157,0.00858412,0.0128207,0,0,0.0441542,0,0.030709,0.023113,0.060124,0.0283864,0.0426298,0.00464783,0.00668277,0.0179911,0,0.00859727,0.00583191,0.0390727,0.0143147,0.0133619,0.0103703,0.0121825,0.042268,0.0293701,0.0223634,0.00648425,0.00315001,0.0257183,0.0106839,0.00596239,0.0096624,0,0,0.030641,0,0.0182446,0.0161324,0.0690883,0.010444,0.0095205,0.0103192,0.0102133,0.0437033,0.0095025,0.0548272,0.00765084,0.00721245,0.00825856,0.0244925,0.0090473,0.00906738,0.00167563,0.0301061,0.0354562,0.0202458,0.0137484,0.00784456,0,0,0,0.00912518,0
21,0.00975066,0.0128759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297562,0.00876497,0.0127484,0,0,0.0438214,0,0.0303833,0.0230568,0.0601892,0.0285404,0.0426394,0.00453254,0.00657706,0.0179219,0,0.00913135,0.00579512,0.0389675,0.0143193,0.0133399,0.0105745,0.0122041,0.043089,0.0291018,0.022539,0.00656379,0.00389527,0.0258495,0.00971709,0.00570687,0.00893607,0,0,0.0329208,0,0.0183388,0.0168537,0.069184,0.00976894,0.00970791,0.0108923,0.0101018,0.0428101,0.0108341,0.0541452,0.00846048,0.00885376,0.00972274,0.0236318,0.00908513,0.00991666,0.0045854,0.0308984,0.0353875,0.0195336,0.0137555,0.00809014,0,0,0,0.0101566,0
22,0.00986337,0.0128836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302608,0.00884222,0.0125802,0,0,0.0434766,0,0.0300056,0.0229491,0.0601907,0.0288704,0.0425595,0.0045138,0.00633607,0.0178785,0,0.00986198,0.0051498,0.0389982,0.0143002,0.0133713,0.0107109,0.0122905,0.0440852,0.0288253,0.0227805,0.00665464,0.00616657,0.025981,0.00880374,0.00552163,0.00803137,0,0,0.0353837,0,0.0184341,0.0176327,0.0693233,0.00888655,0.0101492,0.0117523,0.00976412,0.0418545,0.0124749,0.0534382,0.00950903,0.0104728,0.0110464,0.0228211,0.00919765,0.0106189,0.00706155,0.0318697,0.035411,0.0189527,0.0136997,0.00838812,0,0,0,0,0
23,0.00998719,0.012911,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307309,0.00889764,0.0121115,0,0,0.0431545,0,0.029812,0.0227951,0.0603908,0.0290639,0.0426371,0.00441985,0.00626885,0.0177836,0,0.0105955,0.00477918,0.0387585,0.0140857,0.0130789,0.010714,0.0123688,0.04463,0.0284976,0.0231418,0.00666976,0.00856283,0.026013,0.00797483,0.00515134,0.00719309,0,0,0.0379636,0,0.0185111,0.0183871,0.0693834,0.0080061,0.0102822,0.0129125,0.0097915,0.0408192,0.0142432,0.0528152,0.0111573,0.0118034,0.0119726,0.0220023,0.00881854,0.0110147,0.00879395,0.0329506,0.0353395,0.0183806,0.013684,0.00850239,0,0,0,0.00968443,0
24,0.0101107,0.0128831,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317131,0.00897911,0.0117726,0,0,0.0427365,0,0.0295462,0.0226678,0.0605123,0.0294392,0.0426062,0.00465753,0.00615622,0.0176619,0,0.0115184,0.00433054,0.0385729,0.0137494,0.0128465,0.0107871,0.0124825,0.0455785,0.0281291,0.0234918,0.00673492,0.0106642,0.0259806,0.00700302,0.00480887,0.00633312,0,0,0.0405277,0,0.0185697,0.0192216,0.0694913,0.00798497,0.0107629,0.0142367,0.00962597,0.0396541,0.015761,0.0522218,0.0130782,0.0129532,0.0124965,0.0213057,0.00845602,0.0109621,0.00979118,0.0341124,0.0352216,0.0178074,0.0136027,0.00868554,0,0,0,0,0
25,0.010132,0.0128512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312691,0.00907559,0.0114903,0,0,0.0424771,0,0.0290133,0.0227184,0.0609128,0.029463,0.042698,0.00480522,0.00598143,0.0175484,0,0.0115035,0.0038813,0.0383106,0.013055,0.0120545,0.01083,0.0126566,0.0447583,0.0279183,0.0237417,0.00680742,0.0131758,0.0259425,0.00639582,0.00430908,0.00556189,0,0,0.0429573,0,0.0186001,0.0200379,0.069622,0,0.0109686,0.015687,0.0095081,0.0384823,0.0171433,0.0516881,0.0150563,0.0142668,0.0131519,0.0207051,0.00848174,0.0111498,0.0109093,0.0353126,0.0351706,0.0173803,0.0135636,0.00873424,0,0,0,0.00963407,0
26,0.0101055,0.0128497,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309888,0.00923792,0.0111532,0,0,0.0426758,0,0.0286312,0.0227763,0.0609295,0.0295452,0.0427136,0.00480427,0.00585177,0.0175553,0,0.0115219,0.00364923,0.0381572,0.0127309,0.0116412,0.0108235,0.0127687,0.0444532,0.0285727,0.0237468,0.00703704,0.0136129,0.0258915,0.00575069,0.00422597,0.00486641,0,0,0.0451445,0,0.0185949,0.0207721,0.0696187,0,0.0113738,0.0170528,0.00931178,0.037307,0.0185525,0.0513081,0.0169886,0.0152016,0.0134859,0.0200632,0.00823854,0.0109325,0.0111286,0.0363094,0.0350886,0.0170447,0.0135383,0.00873071,0,0,0,0.00893131,0
27,0.00999766,0.0126674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031553,0.00977506,0.0106851,0,0,0.0443439,0,0.0283297,0.0228664,0.0608565,0.0298826,0.0426078,0.0047825,0.0057396,0.0181687,0,0.0120314,0.00343286,0.0381307,0.0127537,0.0115752,0.0107556,0.0128344,0.0453392,0.0325125,0.0235205,0.00738428,0.0145845,0.0258196,0.00818288,0.00453549,0.00401507,0,0,0.0476125,0,0.0186906,0.0218046,0.0694595,0,0.0119272,0.0180453,0.00906579,0.0360217,0.019887,0.0512428,0.0185644,0.0164779,0.0149315,0.0197921,0.00916716,0.0120876,0.0126502,0.0373835,0.0350575,0.0167069,0.0134519,0.00878984,0,0,0,0,0
28,0.00994299,0.0126055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334049,0.0097183,0.00992489,0,0,0.0443794,0,0.0282489,0.0228636,0.0609702,0.0285949,0.0427059,0.00440276,0.0057709,0.0178696,0,0.0128662,0.00311857,0.0381544,0.0129485,0.0123672,0.00945342,0.0118582,0.0475022,0.0335117,0.0234545,0.00768832,0.0186816,0.0257337,0.013445,0.0047393,0.00324288,0,0,0.0497529,0,0.0187421,0.0227685,0.0692513,0,0.0121799,0.0187938,0.00910153,0.0347042,0.020491,0.051381,0.0197803,0.0178365,0.0169077,0.0203826,0.0117633,0.0142993,0.0171989,0.0381995,0.0349462,0.0165081,0.0135508,0.00873008,0,0,0,0.0055397,0
29,0.0100892,0.0123726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500116,0.00966919,0.0207787,0,0,0.043951,0,0.0281298,0.0227849,0.0610047,0.0211703,0.0436043,0.00980083,0.00513617,0.0176882,0,0.0182444,0.00686853,0.0393838,0.0157317,0.0224549,0.00397304,0.0103378,0.0671021,0.034179,0.0234711,0.00812803,0.0227516,0.0256533,0.0182705,0.00546011,0.00262772,0,0,0.0518761,0,0.0187609,0.0239221,0.068679,0,0.0124865,0.0190379,0.00899934,0.0333349,0.0205041,0.051532,0.0200046,0.0182652,0.0184098,0.0214323,0.0144979,0.016228,0.0214944,0.0389012,0.0347,0.016269,0.0133812,0.00850667,0,0,0,0.0051186,0
30,0.0100387,0.0122513,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510045,0.00929131,0.0206814,0,0,0.0435421,0,0.0280894,0.0226648,0.0610973,0.0215957,0.0435505,0.0103352,0.00511806,0.0170731,0,0.0188837,0.00635025,0.0392209,0.0155731,0.0223634,0.00416098,0.0107533,0.0687445,0.0340743,0.0234009,0.00840441,0.0249523,0.0255028,0.0213082,0.00555899,0.00193127,0,0,0.0537801,0,0.0187409,0.025013,0.0684632,0,0.0125228,0.0194363,0.00881843,0.0317446,0.0208763,0.0515905,0.02012,0.0186633,0.0191991,0.0221503,0.0158742,0.0173206,0.0240493,0.0392621,0.0344228,0.0162001,0.0133963,0.00836538,0,0,0,0.00590268,0
31,0.00993911,0.0121756,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513988,0.00886967,0.0203418,0,0,0.0431983,0,0.0281185,0.0226293,0.0610745,0.0218625,0.0434939,0.0110758,0.00500393,0.0164719,0,0.0192484,0.00763559,0.0392442,0.0153733,0.0220226,0.00405098,0.0111327,0.0699565,0.0336964,0.0233639,0.00865805,0.0244889,0.0254106,0.0221914,0.0055755,0.00151962,0,0,0.0558094,0,0.0187676,0.0260381,0.0684568,0,0.012561,0.0193665,0.00869089,0.0301393,0.0206928,0.0514767,0.0199446,0.0185711,0.0190424,0.0222842,0.0161159,0.017258,0.0240091,0.0396223,0.0341584,0.0160277,0.0134687,0.00811461,0,0,0,0.00717542,0
32,0.00935841,0.0121461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516378,0.00840073,0.0198616,0,0,0.0431613,0,0.0283983,0.0227772,0.0608941,0.0221503,0.043475,0.0121749,0.00483831,0.015814,0,0.0196426,0.00880605,0.0394447,0.015294,0.0216261,0.00383166,0.0115133,0.0707977,0.0333173,0.0234154,0.00888644,0.0211373,0.0252951,0.0198263,0.00521737,0.00153975,0,0,0.0573905,0,0.0188112,0.0268468,0.0686255,0,0.0125539,0.0190073,0.00861956,0.0287269,0.0201562,0.0511924,0.0192668,0.018025,0.0182468,0.0217136,0.0151503,0.0162153,0.0210315,0.0397341,0.0338907,0.0159402,0.0135995,0.00785347,0,0,0,0.00619182,0
33,0.00873317,0.0122411,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522147,0.00792003,0.0194033,0,0,0.0433117,0,0.0287961,0.0228155,0.0607528,0.0224351,0.0434827,0.0128709,0.00487161,0.0150629,0,0.0203671,0.00985089,0.0397447,0.015537,0.0212303,0.0035888,0.0118666,0.071434,0.0329312,0.0235443,0.00907473,0.0159956,0.0252068,0.0150891,0.00448998,0.00179204,0,0,0.0579728,0,0.0187559,0.0271104,0.0688588,0,0.0124362,0.0183701,0.00868943,0.0274591,0.0192359,0.050988,0.018457,0.0169855,0.0170336,0.0208414,0.012962,0.0143456,0.0159116,0.0394961,0.0335337,0.016074,0.0138109,0.00747326,0,0,0,0.00560831,0
34,0.00815379,0.0121649,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052757,0.00786296,0.0192687,0,0,0.0437331,0,0.0290009,0.0228632,0.0606027,0.0231391,0.0435026,0.0136584,0.00474951,0.0142479,0,0.0213388,0.0111419,0.0403583,0.0159575,0.0211468,0.00347848,0.0118957,0.0722271,0.0321019,0.0236128,0.00893477,0.0108697,0.0250722,0.0100434,0.00473533,0.00220384,0,0,0.059718,0,0.0190774,0.0279064,0.069078,0,0.012479,0.0176898,0.00851182,0.0259167,0.0179552,0.0508355,0.0175822,0.0155627,0.0153138,0.0202851,0.0102998,0.0123626,0.0107499,0.0402947,0.0331281,0.0159395,0.0139086,0.00742146,0,0,0,0.00577715,0
