Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LASI,
1546,0.00522341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593152,0.0162532,0.00381356,0,0,0.0767809,0,0.0251157,0.0462338,0,0.0347073,0.0436689,0.0137023,0.0144903,0.0200581,0.0165254,0.0139815,0.0183515,0,0.00853952,0.0124915,0.00502769,0.0107451,0.0771684,0.0726665,0.0226277,0.0292166,0.0222232,0.0256749,0.011427,0.0141846,0.011056,0,0,0.024692,0,0.013582,0.0210164,0.0702255,0.0123683,0.02343,0.015992,0.0130383,0.0164479,0.0149259,0.0511677,0.015699,0.0123892,0.0129092,0.0209089,0.0102332,0.00984775,0.0136635,0.0141512,0.0147489,0.0139123,0.00825034,0.00922448,0,0,0,0.0121743,0
1547,0.00542398,0.00753654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605221,0.0163613,0.00375407,0,0,0.0773831,0,0.0248354,0.0465032,0,0.0348602,0.0433537,0.0138154,0.0152442,0.0208092,0.0164991,0.0139147,0.0185323,0,0.00850992,0.0125612,0.00491621,0.0108016,0.0788083,0.0733024,0.0226832,0.0294446,0.0215029,0.0258873,0.012742,0.0149627,0.0117974,0,0,0.0215165,0,0.0135954,0.01964,0.0701165,0.0127557,0.0237439,0.0163746,0.0140374,0.0178281,0.015425,0.0513527,0.0161497,0.0126321,0.0129313,0.0209632,0.0100054,0.00971045,0.0149449,0.0128495,0.0150127,0.01377,0.00819452,0.0087545,0,0,0,0.0128926,0
1548,0.00531526,0.00738578,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061707,0.016508,0.00385885,0,0,0.0780914,0,0.0245736,0.0469178,0,0.034762,0.0431672,0.0137982,0.0159277,0.0213442,0.0163149,0.0138935,0.0186713,0,0.00859011,0.0124227,0.00485148,0.0109159,0.0803663,0.0739624,0.0226788,0.0298198,0.0206306,0.0260434,0.012238,0.0156995,0.0123691,0,0,0.017925,0,0.0136397,0.0183127,0.0700965,0.0130433,0.0237386,0.0158079,0.0148474,0.0190749,0.0154119,0.0513502,0.0158703,0.0123104,0.0127776,0.0209272,0.00928434,0.00929533,0.0150309,0.0115097,0.015167,0.0137402,0.00791798,0.0085823,0,0,0,0.0134295,0
1549,0.00508564,0.00696557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0628603,0.0165351,0.00401224,0,0,0.0787935,0,0.0246178,0.0473435,0,0.0342503,0.0430245,0.0134358,0.0165751,0.0216841,0.0161921,0.0136345,0.0186861,0,0.00881401,0.012089,0.00468173,0.0110823,0.0817178,0.074692,0.0227571,0.0300363,0.0202679,0.0261045,0.0100043,0.0163497,0.0128255,0,0,0.0141169,0,0.013619,0.0172421,0.0701096,0.0130017,0.0237199,0.0148025,0.0156355,0.0203678,0.0148626,0.0513559,0.0150752,0.0112768,0.0118473,0.0209744,0.00793658,0.00794369,0.0130542,0.0108576,0.0166717,0.0137471,0.00775178,0.00844671,0,0,0,0.0140701,0
1550,0.00509512,0.00774191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0646011,0.0164506,0.00445316,0,0,0.0790558,0,0.0246429,0.0474999,0,0.0337032,0.0429657,0.0134042,0.0173643,0.0221087,0.0159849,0.0134047,0.0189349,0,0.00888234,0.0119018,0.00428166,0.011255,0.0837516,0.0750396,0.02294,0.030035,0.0193033,0.026218,0.00888746,0.0168702,0.0132284,0,0,0.0115132,0,0.0136674,0.0166995,0.0700939,0.0127687,0.0235207,0.0133304,0.0164536,0.0210895,0.0138165,0.0515625,0.0136906,0.0101003,0.0107835,0.0210847,0.00683295,0.00713101,0.0126149,0.0110319,0.0191008,0.0136469,0.00762988,0.00820928,0,0,0,0.0144877,0
1551,0.00490807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666948,0.0162719,0.00433073,0,0,0.0791405,0,0.0246788,0.0474848,0,0.033057,0.0432271,0.0134703,0.0176676,0.0223375,0.0158103,0.0131627,0.0192663,0,0.00872354,0.0116041,0.0037166,0.0114949,0.0861549,0.0750777,0.0230763,0.0300174,0.0189173,0.0262443,0.00811996,0.0166377,0.0132045,0,0,0.00912105,0,0.0138545,0.0162583,0.0700629,0.0101038,0.0227932,0.0113599,0.0164353,0.0210673,0.0121496,0.0519111,0.0117343,0.0090339,0.00970706,0.0213698,0.00578159,0.00654224,0.0144947,0.0112972,0.0205597,0.013429,0.00803569,0.00847848,0,0,0,0.0142039,0
1552,0.00497936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0686887,0.016055,0.0041587,0,0,0.0793141,0,0.0247054,0.0476038,0,0.0325412,0.0434039,0.0136623,0.018408,0.0225492,0.0155724,0.0127583,0.0195925,0,0.00803772,0.0111854,0.0033912,0.0117741,0.0884886,0.0751311,0.023249,0.030123,0.0201265,0.0262333,0.00764024,0.0167829,0.0132294,0,0,0.00897503,0,0.013998,0.0165054,0.0699792,0.00691493,0.0222922,0.00903167,0.0169661,0.0216484,0.00993769,0.0527045,0.00938722,0.00800438,0.00843875,0.0220815,0.0047092,0.00595951,0.0186652,0.0125876,0.0211959,0.0133256,0.0085544,0.00847506,0,0,0,0.0144031,0
1553,0.00477234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390975,0.0158637,0.00556687,0,0,0.0792282,0,0.0248864,0.0473878,0,0.0151996,0.0410372,0.0272805,0.0183219,0.022198,0.027025,0.036973,0.010415,0,0.0144473,0.0145958,0.0100797,0.0174654,0.0465686,0.0746626,0.0234286,0.0300688,0.0232716,0.0145134,0.00810203,0.0168191,0.0113676,0,0,0.0152203,0,0,0.0168305,0.0695752,0.00501451,0.0234829,0.00706348,0.0167737,0.0229069,0.00812689,0.0543888,0.00766757,0.00770707,0.00692614,0.023463,0.00360758,0.00569936,0.0237211,0.0182617,0.0405814,0.0210769,0,0.00961581,0,0,0,0.0156731,0
1554,0.00569236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705816,0.0161805,0.00610575,0,0,0.0794929,0,0.0249078,0.0475216,0,0.0321841,0.0440064,0.0147463,0.0188582,0.0226112,0.0146007,0.0111165,0.0209253,0,0.00606518,0.00905002,0.00341553,0.0128945,0.0919088,0.0748209,0.0236161,0.0303098,0.0253568,0.0258527,0.00850574,0.0167063,0.0137834,0,0,0.0136359,0,0.0144222,0.01858,0.0695047,0.00560657,0.0231939,0.00564809,0.0169036,0.0234676,0.00586771,0.0564787,0.00705721,0.00707266,0.00495962,0.0266131,0.00175803,0.00544583,0.0271712,0.0162981,0.019964,0.0138389,0.00797096,0.00901925,0,0,0,0.0145235,0
1555,0.00596665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710135,0.0163009,0.00762556,0,0,0.0793864,0,0.024853,0.0474153,0,0.0316778,0.0439136,0.0156485,0.0188438,0.022857,0.0140365,0.0107324,0.0219827,0,0.00529464,0.0076537,0.00352864,0.0138922,0.093283,0.074914,0.023812,0.0303777,0.0245205,0.0259812,0.00965983,0.0172261,0.0142813,0,0,0.0167638,0,0.0147529,0.0200113,0.0689279,0.00803638,0.0230301,0.00695812,0.0171415,0.0244342,0.0055098,0.0591977,0.00972083,0.00805446,0.00386398,0.0297104,0.00210563,0.00482062,0.0272929,0.0181335,0.0196746,0.0147513,0.00790906,0.00914367,0,0,0,0.0150931,0
1556,0.00598456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713011,0.0162973,0.00918751,0,0,0.0794869,0,0.024848,0.0474525,0,0.0311376,0.0438191,0.0162421,0.0183786,0.0227674,0.014119,0.0111636,0.0229595,0,0.00440968,0.00627948,0.00346199,0.0152535,0.0939447,0.0752012,0.0239972,0.0306835,0.0214203,0.026398,0.00890252,0.0176693,0.0149506,0,0,0.0197184,0,0.0152523,0.021307,0.0686274,0.0101833,0.0226248,0.00857422,0.0172211,0.025249,0.00657433,0.0612146,0.0124683,0.00940955,0.0051123,0.0318114,0.0039569,0.00506507,0.0246591,0.0199043,0.0193089,0.0157484,0.00807817,0.00951423,0,0,0,0.0151423,0
1557,0.00532595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0711045,0.0162585,0.010534,0,0,0.079405,0,0.0249444,0.0472445,0,0.0300806,0.044055,0.0162837,0.0171201,0.0221427,0.0146083,0.0118981,0.0234231,0,0.00408487,0.00522877,0.00259157,0.0169477,0.0938752,0.0749098,0.024187,0.0308406,0.0167642,0.0268337,0.00717667,0.0177668,0.0152977,0,0,0.0220353,0,0.0158311,0.0224735,0.0689397,0.0103963,0.0220484,0.00911097,0.0166914,0.0253283,0.00695725,0.0619314,0.0129962,0.00892898,0.0061502,0.0322827,0.00477883,0.00557437,0.019784,0.0212362,0.0188294,0.0166429,0,0.0104788,0,0,0,0.0144522,0
1558,0.0047861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703073,0.0164628,0.0115647,0,0,0.0793159,0,0.0249866,0.0470025,0,0.0282817,0.0441915,0.0162932,0.0165314,0.0217492,0.0155164,0.0128537,0.0238158,0,0.0050507,0.00481081,0.00229063,0.0185745,0.0931757,0.0744012,0.0244336,0.0308853,0.0118896,0.0272306,0.00573789,0.0186542,0.015901,0,0,0.0240119,0,0.0162321,0.0235526,0.069553,0.00911004,0.0220435,0.00921879,0.0168278,0.0262309,0.00631621,0.0616763,0.0117374,0.00661823,0.00604659,0.0311554,0.00429142,0.00520999,0.0147394,0.0232564,0.0184055,0.0174181,0,0.0109514,0,0,0,0.0143925,0
1559,0.00364845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690667,0.0165961,0.0121775,0,0,0.079207,0,0.0250167,0.0466719,0,0.0259898,0.0440481,0.0167452,0.016435,0.0216041,0.0164091,0.013702,0.0245273,0,0.0063569,0.00517965,0.00260475,0.020027,0.0923533,0.0739914,0.0247373,0.0307539,0.00830685,0.0145439,0.00399726,0.019705,0.0156154,0,0,0.028687,0,0,0.0219086,0.069872,0.00801363,0.0222894,0.00947525,0.0171998,0.0297086,0.00557671,0.0609504,0.0103174,0.00370553,0.00533911,0.0295697,0.003273,0.00418343,0.0116453,0.0302848,0.0436481,0.0244586,0,0.0111579,0,0,0,0.01462,0
1560,0.00376517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674746,0.0168857,0.012324,0,0,0.0791848,0,0.0248286,0.0465919,0,0.0231515,0.0438938,0.0168658,0.0171891,0.021617,0.0170207,0.0147382,0.0247989,0,0.00711982,0.00566336,0.00329194,0.0212932,0.0904205,0.0738633,0.0250708,0.030912,0.00566765,0.0147144,0.00261842,0.0212254,0.0162127,0,0,0.02979,0,0,0.0222522,0.0700108,0.00700082,0.0226071,0.00988828,0.0180514,0.0322306,0.00587391,0.0597541,0.00988583,0.0032917,0.00468622,0.0282939,0.00349556,0.00314374,0.00854866,0.0322979,0.0449292,0.0250777,0.00766306,0.01077,0,0,0,0.0156139,0
1561,0.0026763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0664681,0.0170918,0.012177,0,0,0.0797114,0,0.0247027,0.0466794,0,0.020417,0.0441753,0.0168214,0.017192,0.0201867,0.0173308,0.0157093,0.0252359,0,0.00815835,0.00699314,0.00479095,0.0226009,0.0879994,0.0741625,0.0253101,0.0312568,0.00430498,0.0147996,0.00135013,0.0218028,0.0160716,0,0,0.0305152,0,0,0.0223677,0.0701261,0.00730347,0.0223691,0.0105866,0.0180642,0.03312,0.00661996,0.0587765,0.0103172,0.00470364,0.00442368,0.0279228,0.00415967,0.00265178,0.00666276,0.0336018,0.0461248,0.0258847,0,0.0116906,0,0,0,0.0152041,0
1562,0.00626701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065565,0.0169692,0.0122261,0,0,0.0805342,0,0.0247207,0.0465728,0,0.0184215,0.0456347,0.016431,0.0203655,0.0197471,0.0182802,0.0162011,0.0259238,0,0.00990249,0.00892817,0.00660953,0.023936,0.0848302,0.0755946,0.0253887,0.0307399,0.00379736,0.00857615,0.00249327,0.0242753,0.0160598,0,0,0.0477781,0,0,0.0362963,0.0700883,0.00758759,0.0229594,0.0113653,0.021037,0,0.00674221,0.0583609,0.0107203,0.00549171,0.00450539,0.0281491,0.00406665,0.00262018,0.00658028,0.0451407,0.0443789,0.0311061,0,0.0116146,0,0,0,0.016472,0
1563,0.00710158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063851,0.0176085,0.0126021,0,0,0.0802914,0,0.0244209,0.0465456,0,0.0165987,0.0451458,0.016564,0.0214811,0.0194904,0.0195929,0.017422,0.0269519,0,0.0111916,0.0103429,0.00823172,0.0249833,0.0801547,0.0759038,0.0254766,0.030562,0.00453899,0.00868014,0.00404835,0.0258114,0.0163099,0,0,0.04864,0,0,0.0368547,0.0697494,0.00812218,0.0230621,0.012284,0.0220977,0,0.0064177,0.0587929,0.0110423,0.00572056,0.00506665,0.0286352,0.00375896,0.00275398,0.00591945,0.0468022,0.0441355,0.0319693,0.00785711,0.0110901,0,0,0,0.0178902,0
1564,0.0033455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600812,0.0196259,0.012657,0,0,0.0823537,0,0.0239612,0.0491306,0,0.0151167,0.0429481,0.0179673,0.0218497,0.0152061,0.0206927,0.0185599,0.0288483,0,0.0119522,0.0113147,0.00930347,0.0259427,0.0749783,0.0780531,0.0254488,0.0330873,0.00426157,0.0157251,0.00525034,0.0271783,0.016438,0,0,0.032844,0,0,0.0236831,0.0690342,0.00803792,0.0234247,0.0136728,0.022699,0.0377095,0.0060001,0.0598915,0.0117655,0.00580682,0.00564,0.0292712,0.00368867,0.0029374,0.00671425,0.0374806,0.0471567,0.0284322,0,0.0121485,0,0,0,0.0203119,0
1565,0.00815838,0.0806959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545731,0.0224407,0.0127364,0,0,0.0875754,0,0.0229525,0.0539125,0,0.0125043,0.0415771,0.0197884,0.0294854,0.0148709,0.0222086,0.0192912,0.0311633,0,0.0123356,0.0118645,0.0104313,0.0268173,0.0674028,0.0838274,0.0253051,0.0367594,0.00499135,0.0179375,0.00623127,0.033658,0.0186131,0,0,0.0365635,0,0,0.0273543,0.0675693,0.00877804,0.0272809,0.0156186,0.0307218,0.041213,0.00554561,0.061813,0.0129621,0.00597889,0.00624946,0.0293529,0.00395386,0.00341758,0.00747356,0.0414847,0.0476836,0.0302253,0,0.0117502,0,0,0,0.0293501,0
1566,0.00392693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488731,0.0204394,0.0125928,0,0,0.0842322,0,0.0238675,0.0500666,0,0.00780574,0.0430512,0.0186521,0.0223497,0.015664,0.0197099,0.0159431,0.0308544,0,0.0144299,0.0138901,0.011833,0.0288913,0.0592616,0.0803245,0.025336,0.0341641,0.00524145,0.0151078,0.00760933,0.0276734,0.0168985,0,0,0.030851,0,0,0.0218775,0.0682464,0.00745168,0.0226884,0.0167449,0.0235007,0.0392163,0.00645012,0.0621765,0.0141244,0.00842909,0.0065909,0.0309235,0.00470438,0.00459723,0.00767531,0.0355135,0.0486864,0.0290191,0,0.0114459,0,0,0,0.0208782,0
1567,0.0164858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414857,0.00745128,0.0124766,0,0,0.074754,0,0.0282047,0.0487906,0,0.00438029,0.0440913,0.0186516,0.0167824,0.0206401,0.0177322,0.0135146,0.0312199,0,0.0163757,0.0151389,0.0128439,0.0307862,0.049184,0.0374902,0.0391705,0.0147775,0.00559595,0.0140732,0.00882909,0.0245387,0.0174732,0,0,0.0294329,0,0,0.0206291,0.0677,0.00724001,0.0190409,0.0179929,0.0177415,0.0393734,0.00724687,0.0629322,0.0151594,0.0101782,0.00775025,0.0315348,0.00570291,0.00631587,0.00808705,0.0330322,0.0504913,0.0289645,0.0148944,0.00832053,0,0,0,0.0160508,0
1568,0.00584512,0.010135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338505,0.0199956,0.0121908,0,0,0.0820103,0,0.0234615,0.0476662,0,0.00581658,0.043858,0.0187417,0.02083,0.0207872,0.0163396,0.011916,0.0315241,0,0.0183507,0.0154924,0.0133619,0.0324597,0.0392269,0.0779155,0.0255214,0.0324501,0.00606825,0.0272488,0.00990626,0.0262248,0.0186896,0,0,0.0243653,0,0.0162684,0,0.0675227,0.0070037,0.0210945,0.0193496,0.0222928,0.0363909,0.00861358,0.0634076,0.0165688,0.012103,0.00922939,0.0327645,0.00667881,0.00808733,0.0085826,0.0235286,0.0237835,0.0197555,0.0111862,0.0078489,0,0,0,0.019189,0
1569,0.00533497,0.0105346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0274967,0.0195949,0.0117238,0,0,0.0808113,0,0.0233144,0.0466382,0,0.00959644,0.0431825,0.0188512,0.0195759,0.0208889,0.0146914,0.0108939,0.0313342,0,0.0199825,0.0152339,0.0137694,0.0340584,0.0302721,0.0766733,0.0256308,0.031607,0.00495901,0.0259031,0.0111321,0.0251741,0.0182766,0,0,0.0254312,0,0.014873,0,0.0671827,0.00655453,0.0207012,0.0201086,0.0212024,0.0314004,0.0098339,0.063868,0.017502,0.0140147,0.010414,0.0334047,0.00779123,0.00962719,0.00970155,0.0112541,0.0256405,0.0132307,0,0.00796929,0,0,0,0.0185659,0
1570,0.00538488,0.0100873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224984,0.0196129,0.0112221,0,0,0.0803387,0,0.023309,0.0464262,0,0.0135776,0.0429593,0.0185026,0.0197966,0.0211484,0.0130745,0.00988616,0.0304296,0,0.021304,0.014778,0.0137469,0.0356588,0.0240965,0.076387,0.0256501,0.0314402,0.00487277,0.0257987,0.0125737,0.0250998,0.0180874,0,0,0.0267913,0,0.0148363,0,0.0670733,0.00643618,0.0208091,0.0206638,0.0214834,0.0315211,0.0105602,0.0641636,0.0180346,0.0153569,0.0111069,0.0337478,0.00865419,0.0104748,0.00880874,0.0113677,0.0249634,0.0129733,0,0.0080946,0,0,0,0.0186833,0
1571,0.00552509,0.00999795,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200507,0.0196011,0.0108416,0,0,0.079963,0,0.0233779,0.0462858,0,0.0173263,0.0427038,0.0177,0.020106,0.0213477,0.0116044,0.00915259,0.02915,0,0.02244,0.0144144,0.0136265,0.0370752,0.0215035,0.0760934,0.0256806,0.0314709,0.00532014,0.0258214,0.0140665,0.0252702,0.0179808,0,0,0.0276805,0,0.0147824,0,0.0670438,0.00632534,0.0209262,0.0211765,0.0217974,0.0320574,0.0109831,0.0644332,0.0183915,0.0162032,0.0115373,0.0342304,0.00900455,0.0108142,0.00730548,0.0114744,0.0241791,0.0128497,0,0.00809198,0,0,0,0.0188634,0
1572,0.0054262,0.0100877,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026741,0.0193622,0.0147507,0,0,0.0791866,0,0.0235248,0.0457185,0,0.0388335,0.0417015,0.0349817,0.0199892,0.0216634,0.0307203,0.0464105,0.014965,0,0.0277625,0.0253903,0.0105713,0.0365199,0.0414181,0.075202,0.025896,0.0311446,0.00442633,0.0257128,0.0156047,0.0249681,0.0172049,0,0,0.0285596,0,0.0147399,0,0.066946,0.00644793,0.0208724,0.0215213,0.021671,0.0324115,0.0109301,0.0644533,0.0185219,0.0165798,0.0117788,0.0343932,0.0093496,0.0109748,0.0082044,0.0114673,0.0231799,0.0126847,0,0.0081022,0,0,0,0.0198167,0
1573,0.0054838,0.0102508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293481,0.0193423,0.0148213,0,0,0.0789976,0,0.0238055,0.0456946,0,0.0396244,0.0418233,0.0346024,0.0199548,0.021876,0.0305584,0.0454656,0.0154303,0,0.0281997,0.0265912,0.0105888,0.0371186,0.0444259,0.0750023,0.0260339,0.0314325,0.00575218,0.0256371,0.017278,0.024964,0.0171927,0,0,0.029317,0,0.0143188,0,0.0669703,0.0067536,0.0208323,0.0217879,0.0217027,0.0329989,0.0110013,0.0645749,0.018579,0.0170907,0.0123296,0.0344871,0.0100293,0.0116621,0.0082936,0.011553,0.0226734,0.0126305,0,0.00802608,0,0,0,0.0196483,0
1574,0.00571441,0.010444,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316106,0.0193498,0.0149194,0,0,0.0789498,0,0.0239873,0.0457729,0,0.0399099,0.0419208,0.0333952,0.0198922,0.0220711,0.0300158,0.0437877,0.0155852,0,0.0284481,0.0274557,0.0106259,0.0374169,0.0465583,0.0749019,0.0261282,0.0318086,0.0073957,0.0255526,0.0186824,0.0250187,0.017258,0,0,0.0297712,0,0.0137881,0,0.0668092,0.00714876,0.0206729,0.0222054,0.021637,0.0335584,0.0112034,0.0648924,0.0186156,0.0177606,0.013132,0.0348613,0.0108128,0.0128287,0.00880654,0.0116243,0.0221443,0.0125578,0,0.0079395,0,0,0,0.019579,0
1575,0.00587573,0.0107507,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327475,0.0195101,0.0148511,0,0,0.0788,0,0.0241399,0.0458348,0,0.039825,0.0420889,0.0314832,0.0196474,0.0223581,0.0289926,0.0413357,0.0154313,0,0.0285642,0.0279353,0.0106362,0.0374214,0.0476116,0.0748644,0.0261012,0.0321044,0.00892879,0.0257658,0.0200201,0.0249253,0.0172755,0,0,0.0294424,0,0.0139893,0,0.0665568,0.00796729,0.0204117,0.0226117,0.0214553,0.0340632,0.0113181,0.0652493,0.018419,0.0181221,0.0140682,0.0352933,0.0116764,0.0143478,0.0101615,0.0115663,0.021026,0.0126407,0,0.00778552,0,0,0,0.0193333,0
1576,0.00632242,0.0111426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333142,0.0194214,0.0146642,0,0,0.0788316,0,0.0244638,0.0458661,0,0.0394121,0.0423059,0.0293152,0.0188879,0.0229084,0.0272899,0.0384806,0.0149493,0,0.0285015,0.0278061,0.010632,0.0372086,0.0476883,0.0749851,0.0260196,0.0322876,0.0107817,0.0256199,0.021442,0.0244636,0.0171674,0,0,0.0291548,0,0.0139941,0,0.0663705,0.00919452,0.0199842,0.0229175,0.0208896,0.0342409,0.0112423,0.0656298,0.0185697,0.0184064,0.0151555,0.0357378,0.012719,0.0160584,0.0117643,0.0114161,0.0202942,0.01241,0.0150046,0.00759667,0,0,0,0.0185111,0
1577,0.00670048,0.0114893,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335834,0.0197545,0.0142193,0,0,0.0789792,0,0.0246311,0.0461413,0,0.0385006,0.0424954,0.0268433,0.0184678,0.0234658,0.0252474,0.0353083,0.0139537,0,0.0281791,0.027099,0.0106364,0.0367828,0.0469496,0.0754222,0.0259684,0.0326771,0.012679,0.0255346,0.0228367,0.0242779,0.0171348,0,0,0.028786,0,0.0136522,0,0.0661861,0.0102507,0.01967,0.0232228,0.0206485,0.0345614,0.0115613,0.0660937,0.0189939,0.0187298,0.0162589,0.0362395,0.0137905,0.01762,0.0132908,0.0115589,0.0202466,0.0125006,0.0154988,0.00746809,0,0,0,0.0178839,0
1578,0.00687375,0.0116947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0332893,0.0200802,0.0135852,0,0,0.0793517,0,0.0248327,0.0465586,0,0.0370875,0.0427633,0.0238833,0.0180489,0.0239113,0.022822,0.0315867,0.0126209,0,0.027381,0.0259349,0.0105254,0.0361491,0.0454534,0.0760336,0.0259049,0.0331918,0.0142794,0.0256288,0.0241956,0.0241339,0.0171128,0,0,0.0276202,0,0.0138126,0,0.0661019,0.0113056,0.019524,0.0235487,0.0204119,0.0351204,0.0123229,0.0665384,0.0194895,0.0191656,0.017284,0.0368173,0.0147525,0.0189617,0.0150804,0.011476,0.0198051,0.0125138,0.0156533,0.00743506,0,0,0,0.0173936,0
1579,0.00711906,0.0118652,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238904,0.0204472,0.0155877,0,0,0.0799355,0,0.025033,0.0472338,0,0.033021,0.0435733,0.0326272,0.0178073,0.0243534,0.0150284,0.0225751,0.034399,0,0.0248651,0.0147737,0.0104929,0.0358205,0.0207182,0.0769944,0.0257664,0.0339285,0.0156908,0.0256866,0.0255428,0.0244825,0.0175228,0,0,0.0262028,0,0.0137739,0,0.0661468,0.0124788,0.0198187,0.0240901,0.020447,0.0358761,0,0.0669001,0.020191,0.0198766,0.0183422,0.0376018,0.0156823,0.0201982,0.0168855,0.0113948,0.0198592,0.012585,0.0156216,0.00721916,0,0,0,0.0162294,0
1580,0.00728987,0.0120374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02309,0.0206692,0.0158012,0,0,0.0803842,0,0.0252371,0.0478022,0,0.0344028,0.0437228,0.0358039,0.0176831,0.0249845,0.0174927,0.0259014,0.0355314,0,0.0246035,0.015002,0.00996943,0.0345561,0.0186834,0.0778195,0.0256424,0.0344509,0.0170183,0.0255144,0.0268369,0.0242575,0.0174857,0,0,0.0248735,0,0.0134956,0,0.0662341,0.0135759,0.0197336,0.0243706,0.0202732,0.0365399,0.0162858,0.0671353,0.020583,0.0203035,0.0192333,0.0381672,0.0165964,0.0212221,0.0184852,0.0113412,0.0202841,0.0124721,0.0156312,0.00711672,0,0,0,0.016238,0
1581,0.00766403,0.0123703,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220116,0.0207761,0.015666,0,0,0.080833,0,0.0254264,0.048322,0,0.0352039,0.0439227,0.0386652,0.017569,0.0256643,0.0196179,0.028536,0.0365693,0,0.0243659,0.0155847,0.00945458,0.0331842,0.016743,0.0785657,0.025582,0.0348005,0.0181318,0.0255007,0.0280553,0.0242342,0.0174558,0,0,0.023134,0,0.0136927,0,0.0661671,0.0147601,0.0195826,0.0248435,0.020287,0.0376455,0.0171913,0.0674167,0.0211391,0.021027,0.0200994,0.0386912,0.0174534,0.0222049,0.0198601,0.0111156,0.0201386,0.01233,0.0157135,0.00731681,0,0,0,0.0162224,0
1582,0.00799801,0.0128012,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0208923,0.0208217,0.0151202,0,0,0.0814214,0,0.0256644,0.0488107,0,0.0352323,0.0442132,0.0404263,0.0174819,0.0263706,0.0208649,0.0306747,0.0378021,0,0.0240734,0.0163417,0.0090642,0.0318459,0.0150116,0.0792459,0.0255559,0.0351053,0.0190536,0.0254411,0.0291762,0.0243567,0.0174207,0,0,0.0214412,0,0.0138367,0,0.0659952,0.0159055,0.0194695,0.0253293,0.0204252,0.0388558,0.0175309,0.0674678,0.0215294,0.0218923,0.0209423,0.0391314,0.0183264,0.0232724,0.0210737,0.011081,0.0200039,0.0122657,0.0158539,0.00756579,0,0,0,0.016347,0
