Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LEAR,LFHD,
35,0.0273013,0.0318293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161153,0.009116,0.0270707,0.0180641,0,0.0210378,0.0304057,0.0118205,0.0383247,0.0277413,0.0352782,0.0279085,0.0152542,0.0169883,0.0273602,0.0356409,0.0272866,0.0596659,0.0176145,0.0185231,0.0202432,0.0187679,0.0154672,0.0225682,0.0157547,0.00433409,0.0529122,0.016378,0.0607824,0.0180981,0.0273928,0,0,0.0307676,0,0.0181389,0.019715,0.0695596,0.0719473,0.0194111,0.0144829,0.0135926,0.0414508,0.00761834,0.0504931,0.0140524,0.00672672,0.0234414,0.0344694,0.0349718,0.0322955,0.0583475,0.0308522,0.00541959,0.00730272,0.0301639,0.0273954,0,0,0,0,0,0
36,0.0272965,0.0318151,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161018,0.00910836,0.02707,0.0180758,0,0.0210514,0.0303964,0.0118474,0.0383101,0.0277433,0.0352909,0.0279068,0.0152218,0.0169879,0.0273722,0.0356373,0.0273107,0.0596767,0.0176144,0.0185268,0.0202333,0.0187583,0.0154416,0.0226282,0.0157516,0.00432527,0.0529115,0.0164848,0.0608016,0.0180958,0.0273741,0,0,0.0307677,0,0.0182665,0.0197598,0.0695538,0.0719589,0.0194071,0.0145072,0.013598,0.0414883,0.0076245,0.0504944,0.0140554,0.00673264,0.0234585,0.0345213,0.0350049,0.0323165,0.0583492,0.0308486,0.00541392,0.00731414,0.0302002,0.0273335,0,0,0,0,0,0
37,0.0272918,0.0317972,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160956,0.00911558,0.0270549,0.0181245,0,0.0210593,0.030403,0.0118404,0.0382837,0.0277237,0.0353032,0.0278948,0.0152006,0.0170122,0.0273494,0.0356231,0.0273059,0.0596661,0.0176067,0.0185303,0.0202209,0.0187573,0.0154047,0.0226521,0.0157539,0.00431509,0.0529358,0.0165679,0.0608477,0.0180878,0.0273733,0,0,0.0307486,0,0.01837,0.019803,0.0695442,0.0719745,0.0193992,0.0145138,0.0136036,0.0415067,0.00763352,0.0505002,0.0140698,0.0067057,0.0234685,0.0345186,0.035079,0.0323395,0.0583694,0.0308503,0.00539042,0.00730361,0.0302456,0.0272934,0,0,0,0,0,0
38,0.0273129,0.0318046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160368,0.00912856,0.027046,0.018113,0,0.0210505,0.0303983,0.0118066,0.0382832,0.027718,0.035308,0.027881,0.0152253,0.0170436,0.0273259,0.0356088,0.0272812,0.0596569,0.0176183,0.0185341,0.0202233,0.0187608,0.0153869,0.0227276,0.0157604,0.00430489,0.0529305,0.0165007,0.0608577,0.0180824,0.0273896,0,0,0.030749,0,0.018282,0.0198096,0.0695539,0.0719723,0.0194146,0.0145198,0.0135992,0.0414891,0.00764356,0.0505049,0.0140611,0.0066988,0.0234689,0.0345111,0.0350956,0.0323385,0.0584073,0.0308656,0.00538417,0.00726611,0.0302843,0.0272938,0,0,0,0,0,0
39,0.0272986,0.0318309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160008,0.00913038,0.0270575,0.0181054,0,0.0210448,0.0303902,0.0117968,0.0382924,0.0277218,0.0353087,0.0278734,0.0152669,0.0170465,0.0273198,0.0356031,0.0272714,0.0596573,0.0176225,0.0185179,0.0202298,0.0187679,0.0154157,0.0228714,0.0157695,0.0042926,0.0529193,0.0164343,0.0608591,0.0180739,0.0274031,0,0,0.0307774,0,0.0181882,0.0197909,0.0695595,0.0719662,0.0194301,0.0145195,0.0135871,0.0414855,0.00764179,0.0504925,0.0140644,0.00668365,0.0234576,0.0345089,0.0350287,0.0323376,0.0584179,0.0309023,0.00534281,0.0071578,0.0303033,0.0272829,0,0,0,0,0,0
40,0.027274,0.0318562,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159932,0.00913571,0.0270693,0.0181292,0,0.0210514,0.0303928,0.0117952,0.0382952,0.0277206,0.0353061,0.027864,0.0152609,0.0170466,0.0273282,0.0356204,0.0272803,0.059659,0.0176196,0.018476,0.0202348,0.0187658,0.0154112,0.0229612,0.0157719,0.00429819,0.052912,0.0164161,0.0608407,0.0180828,0.0274273,0,0,0.0307871,0,0.0181327,0.0197358,0.0695521,0.0719809,0.0194375,0.0145082,0.0135764,0.041497,0.00763032,0.0504968,0.0140368,0.0066754,0.02346,0.0345217,0.0349511,0.0323461,0.0584251,0.0309192,0.00526609,0.00708248,0.0303183,0.0272536,0,0,0,0,0,0
41,0.0272424,0.0318623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159824,0.00914523,0.0270632,0.0181724,0,0.0211131,0.0303885,0.0118222,0.0382996,0.0277066,0.0353155,0.0278435,0.0152153,0.017062,0.0273187,0.0356085,0.0272854,0.059658,0.0176204,0.0185117,0.0202378,0.0187727,0.0153759,0.0229656,0.0157298,0.00430039,0.0529417,0.016422,0.0608339,0.0181064,0.0274137,0,0,0.0308154,0,0.0181964,0.0198547,0.0695513,0.0720276,0.0194193,0.0144811,0.013574,0.0415129,0.00761786,0.0504979,0.0140091,0.00667674,0.0234734,0.0345459,0.0349434,0.0323657,0.0584534,0.0309198,0.00526925,0.00738432,0.0302842,0.027212,0,0,0,0,0,0
42,0.0272199,0.0318872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160055,0.00916556,0.027066,0.0182002,0,0.0211967,0.0303285,0.0118863,0.0382976,0.0277058,0.0353181,0.0278226,0.0152056,0.0170659,0.0272952,0.0355988,0.0272706,0.0596564,0.0176388,0.0185166,0.0202392,0.0187779,0.0153322,0.0229113,0.0156169,0.00429578,0.0529503,0.0164674,0.0608082,0.0181148,0.0274099,0,0,0.0308005,0,0.0182655,0.0198919,0.0695467,0.0720481,0.0194191,0.014464,0.0135712,0.0415646,0.00762143,0.0504787,0.0140072,0.00667852,0.0234667,0.0345656,0.0350004,0.0323507,0.0584431,0.0309014,0.00524108,0.00746592,0.0302771,0.0271762,0,0,0,0,0,0
43,0.027206,0.0318737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160633,0.00917559,0.02707,0.0181766,0,0.021237,0.0302965,0.0119038,0.0383036,0.0276933,0.0353257,0.0278101,0.0152378,0.017081,0.0272709,0.0355802,0.0272497,0.0596383,0.0176378,0.0184422,0.0202294,0.0187813,0.0153269,0.0229998,0.0155827,0.00429391,0.0528937,0.0164133,0.0607668,0.0181103,0.0273776,0,0,0.0309038,0,0.018262,0.0199775,0.0695409,0.0720069,0.0194293,0.0144556,0.0135592,0.0415433,0.00764493,0.0504518,0.0140106,0.00666349,0.023413,0.0344924,0.0349679,0.0322956,0.0583773,0.030959,0.00530138,0.00756561,0.0302834,0.0271632,0,0,0,0,0,0
44,0.0271945,0.0318604,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160372,0.0091818,0.0270509,0.0181154,0,0.0212301,0.0302898,0.011884,0.0382932,0.0276636,0.0353074,0.0278011,0.0152629,0.0170868,0.0272626,0.0355622,0.0272261,0.0596162,0.017622,0.0184306,0.0202142,0.0187816,0.0152947,0.0231464,0.0155941,0.0042903,0.0528362,0.0163626,0.0607397,0.0180884,0.0273463,0,0,0.0309668,0,0.0182457,0.0199806,0.0695455,0.0720022,0.0194251,0.0144211,0.0135401,0.0415242,0.00765516,0.0504404,0.0139745,0.00663755,0.0233531,0.0343047,0.0349363,0.0322658,0.0583094,0.0309973,0.00535103,0.00765925,0.0302617,0.0271436,0,0,0,0,0,0
45,0.0271909,0.0318638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159198,0.00918397,0.0270362,0.0181151,0,0.0212322,0.0302888,0.0118808,0.0382847,0.027649,0.0353011,0.0277916,0.015268,0.0170944,0.027259,0.0355357,0.0272011,0.0596089,0.0176082,0.0184882,0.0202083,0.01878,0.0152473,0.0232252,0.0156025,0.00427886,0.0527865,0.0163396,0.0607608,0.0180787,0.0273222,0,0,0.0309768,0,0.0182297,0.0199362,0.0695451,0.072016,0.0194263,0.0144018,0.0135304,0.0415184,0.0076536,0.050451,0.0139662,0.00665162,0.0233411,0.0342732,0.0349097,0.0322673,0.0582937,0.0309838,0.00538027,0.0077033,0.0302597,0.027115,0,0,0,0,0,0
46,0.0271982,0.0318755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158874,0.00920459,0.027025,0.0181325,0,0.0212436,0.030272,0.0118946,0.0382769,0.0276434,0.0353142,0.0277912,0.0152591,0.0171221,0.027264,0.0354999,0.0271808,0.0596111,0.0176161,0.0185199,0.0202095,0.0187826,0.0151836,0.0232852,0.015572,0.00424917,0.0527558,0.0163373,0.0607969,0.0180704,0.0273126,0,0,0.0309672,0,0.0182291,0.0199038,0.0695264,0.0720696,0.0194266,0.0144025,0.0135175,0.0415154,0.00763898,0.0504632,0.0139757,0.00667302,0.023369,0.0343688,0.0349371,0.0323089,0.0583191,0.0309957,0.00540852,0.00763323,0.0302739,0.0270922,0,0,0,0,0,0
47,0.027188,0.0319074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159241,0.00921322,0.027014,0.0181691,0,0.0212733,0.0302527,0.0119014,0.0382768,0.0276397,0.0353235,0.0277855,0.0152447,0.0171568,0.0272531,0.0354907,0.0271549,0.0596192,0.0176299,0.018522,0.0202128,0.0187779,0.0151344,0.0233282,0.0155543,0.00422034,0.0527334,0.0163444,0.0608413,0.0180653,0.0273181,0,0,0.030987,0,0.0182292,0.0198932,0.0695231,0.0721231,0.0194032,0.0143913,0.0134884,0.0415086,0.00762596,0.0504624,0.0139739,0.00667405,0.0233903,0.0343704,0.0349724,0.0323359,0.0582922,0.0310256,0.00542957,0.00742026,0.0302772,0.0270577,0,0,0,0,0,0
48,0.0272045,0.031921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158874,0.00920753,0.0270083,0.0181919,0,0.0213061,0.0302381,0.011927,0.0382773,0.0276401,0.0353276,0.0277793,0.015244,0.0172043,0.0272256,0.0354958,0.0271555,0.0596333,0.0176343,0.0185323,0.0202113,0.0187742,0.0151049,0.023349,0.0155404,0.00427091,0.052775,0.0163342,0.0609502,0.0180676,0.027332,0,0,0.0309941,0,0.018233,0.0198774,0.069511,0.0721286,0.0193875,0.0144215,0.0134803,0.0415105,0.00762161,0.0504581,0.0139876,0.00669285,0.0234273,0.0344381,0.0349856,0.0323535,0.0582824,0.0310409,0.0054401,0.00732912,0.0302984,0.0270306,0,0,0,0,0,0
49,0.0272226,0.0319303,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158768,0.00922348,0.026994,0.0181752,0,0.021311,0.0302364,0.0119782,0.0382697,0.0276318,0.0353337,0.0277725,0.0152435,0.0172341,0.0271939,0.035506,0.0271857,0.0596321,0.0176228,0.0185461,0.0202089,0.018772,0.0150954,0.0233479,0.0155246,0.00435908,0.0527844,0.0163327,0.0610287,0.0180685,0.0273136,0,0,0.0309788,0,0.0182426,0.0198642,0.0695116,0.0721163,0.0194028,0.0144456,0.0135084,0.0415238,0.00763932,0.0504531,0.0139878,0.00671511,0.0234199,0.0344106,0.0349492,0.0323219,0.0582609,0.0310346,0.0054423,0.00733394,0.0303404,0.0270037,0,0,0,0,0,0
50,0.0272207,0.0319472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158194,0.00923692,0.0269862,0.0181382,0,0.0213061,0.0302348,0.0120005,0.0382599,0.0276348,0.0353308,0.0277447,0.0152386,0.0172583,0.0271779,0.0354858,0.0271832,0.0596291,0.017611,0.0185479,0.0202187,0.0187667,0.0150764,0.0234445,0.0155181,0.00436663,0.0527454,0.0163411,0.0608909,0.0180741,0.0272964,0,0,0.0309609,0,0.0182497,0.0198739,0.0695368,0.0721067,0.0194248,0.0143987,0.0136023,0.0415528,0.00766196,0.0504432,0.0139763,0.00669632,0.0233801,0.0343046,0.0348867,0.03228,0.0582233,0.0310289,0.00544139,0.00735513,0.0303664,0.0269725,0,0,0,0,0,0
51,0.0271939,0.031952,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157637,0.00923448,0.0269889,0.0181236,0,0.0213342,0.0302532,0.0120191,0.0382541,0.0276439,0.0353254,0.0277462,0.0152175,0.01726,0.0271843,0.0354842,0.0271997,0.0596324,0.0176129,0.01853,0.0202292,0.0187675,0.0150158,0.0234904,0.0155312,0.00432843,0.0527693,0.0163336,0.0608085,0.0180791,0.0272837,0,0,0.0309785,0,0.0182458,0.0198795,0.0695402,0.0721216,0.0194308,0.0143744,0.0137345,0.0415532,0.00767722,0.0504571,0.0139583,0.00668329,0.0233775,0.0343195,0.0349419,0.0322943,0.0582932,0.0310521,0.00543294,0.00734962,0.0303616,0.0269395,0,0,0,0,0,0
52,0.0271834,0.0319695,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157519,0.00922509,0.0270024,0.0181634,0,0.0213426,0.0302802,0.0120252,0.0382789,0.0276613,0.0353282,0.027769,0.0152196,0.0172603,0.0271976,0.035483,0.0272278,0.0596391,0.0176299,0.0185293,0.020237,0.0187681,0.014984,0.0235227,0.0155682,0.00437459,0.0528092,0.0163119,0.0608179,0.01808,0.027273,0,0,0.0310228,0,0.0182331,0.0198917,0.0695262,0.0721489,0.0194225,0.0143849,0.0136649,0.041526,0.00767663,0.0504868,0.0139663,0.00667424,0.0234014,0.0344174,0.0350273,0.0323309,0.0583733,0.031083,0.00541169,0.0073429,0.0303367,0.0269177,0,0,0,0,0,0
53,0.0271846,0.0319755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157615,0.00920874,0.0270002,0.0181688,0,0.0213023,0.0303033,0.0119928,0.0383005,0.0276561,0.0353233,0.0277807,0.0152318,0.0172747,0.027194,0.0354667,0.0272289,0.0596344,0.0176272,0.0185361,0.0202262,0.0187628,0.0149864,0.0235584,0.0156311,0.00439406,0.0527632,0.0163105,0.0608099,0.0180577,0.0272668,0,0,0.0310657,0,0.0182414,0.0199197,0.0695099,0.0721476,0.0194153,0.0144204,0.0136057,0.0415286,0.00767094,0.0504636,0.0139785,0.00667361,0.0233911,0.0343894,0.0350104,0.0323309,0.0583525,0.0311022,0.00540642,0.00733581,0.0303596,0.0268916,0,0,0,0,0,0
54,0.0271913,0.0319581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157672,0.00920659,0.0269975,0.0181346,0,0.0212899,0.0302906,0.0119702,0.0383079,0.0276472,0.03532,0.0277812,0.0152422,0.0172936,0.0271942,0.0354311,0.0272245,0.0596256,0.0176249,0.0185566,0.0202273,0.0187637,0.0149529,0.023587,0.0156261,0.00436058,0.0527437,0.0163063,0.0608188,0.0180727,0.0272709,0,0,0.0310756,0,0.0182517,0.0199254,0.0694871,0.0721683,0.0194186,0.0144762,0.0136137,0.0415082,0.0076539,0.05046,0.0140035,0.00667068,0.0234273,0.0344523,0.0349973,0.0323253,0.0583629,0.0311034,0.00541152,0.00742969,0.0304341,0.0268845,0,0,0,0,0,0
55,0.027195,0.0319564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015784,0.00919671,0.0270036,0.018134,0,0.0212758,0.0303143,0.0119492,0.0383165,0.0276599,0.0353229,0.0277674,0.015235,0.0172903,0.0271965,0.0354046,0.0272222,0.0596243,0.0176323,0.018559,0.0202284,0.0187633,0.014924,0.0236018,0.0156848,0.00433691,0.0527727,0.0162986,0.0608698,0.0180593,0.0272596,0,0,0.0310909,0,0.0182678,0.0198837,0.0694682,0.0721948,0.0194084,0.0144769,0.0136666,0.0415103,0.00764311,0.0504965,0.0139991,0.00666476,0.0234578,0.0344642,0.035017,0.0323406,0.0583805,0.0311155,0.00540567,0.00769363,0.0304848,0.0268634,0,0,0,0,0,0
56,0.0271908,0.0319851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015741,0.00918282,0.0270026,0.0181293,0,0.0212664,0.030329,0.0119162,0.0383089,0.0276728,0.035327,0.0277668,0.0152213,0.017252,0.0271826,0.0354037,0.0272155,0.059619,0.0176369,0.0185581,0.0202315,0.0187591,0.0148958,0.023624,0.0157234,0.00434036,0.0527276,0.0163242,0.0609455,0.0180394,0.0272508,0,0,0.0311406,0,0.0182943,0.0198237,0.0694499,0.0721852,0.0193869,0.0144452,0.0137949,0.0415337,0.00764269,0.050512,0.0139831,0.00668923,0.0234327,0.0343795,0.0350056,0.0323329,0.0583549,0.0311358,0.00539378,0.00783829,0.0304941,0.0268158,0,0,0,0,0,0
57,0.0271813,0.0320162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157393,0.00916366,0.0269955,0.0181157,0,0.0212492,0.0303012,0.0118738,0.0382931,0.0276726,0.0353251,0.0277815,0.0152077,0.0171913,0.0271705,0.0353968,0.0272012,0.0596172,0.0176234,0.0185664,0.0202285,0.0187538,0.0148737,0.0236592,0.0157284,0.00432599,0.052629,0.0163422,0.0609948,0.0180352,0.0272481,0,0,0.0311692,0,0.0183155,0.0199665,0.0694427,0.0721478,0.0193931,0.0144526,0.013822,0.0415891,0.00765501,0.0504947,0.0139521,0.00670955,0.0233729,0.0342864,0.0349284,0.0322977,0.0582573,0.0311604,0.00539563,0.00776865,0.0305416,0.0267615,0,0,0,0,0,0
58,0.0271839,0.0320348,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015715,0.0091385,0.0270008,0.018104,0,0.0212278,0.0302188,0.0118504,0.0382863,0.0276798,0.0353248,0.0277827,0.0152184,0.0172287,0.02718,0.0353536,0.0272095,0.0596323,0.0176233,0.0185835,0.020238,0.0187596,0.0148779,0.0237115,0.0156968,0.0043057,0.0525881,0.0163355,0.0608835,0.0180644,0.027253,0,0,0.031189,0,0.0183133,0.0201614,0.0694352,0.0721523,0.0194163,0.014479,0.0137618,0.0416216,0.00766842,0.0504774,0.013962,0.0066872,0.0233642,0.0343186,0.0349055,0.0322952,0.0582089,0.0311878,0.00541958,0.00754661,0.0306287,0.0267362,0,0,0,0,0,0
59,0.0271692,0.0320657,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157034,0.00913313,0.027005,0.0180791,0,0.0212446,0.0301855,0.0118609,0.0382805,0.0276906,0.0353239,0.0277744,0.0152324,0.0172003,0.0271997,0.0352969,0.0272155,0.0596388,0.017641,0.018583,0.020233,0.0187667,0.0148951,0.0237574,0.0156782,0.00431484,0.0525489,0.0163308,0.0607936,0.0180848,0.0272586,0,0,0.0312224,0,0.0183039,0.0202149,0.0694433,0.0721725,0.0194284,0.0144489,0.0136982,0.0416457,0.00766195,0.0504711,0.0139503,0.00666354,0.0233585,0.0342431,0.0349409,0.0322997,0.0581532,0.0311933,0.00541559,0.0074432,0.0306507,0.0267296,0,0,0,0,0,0
60,0.0271591,0.0321078,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157167,0.0091202,0.0270056,0.0180655,0,0.0212565,0.0301888,0.0118767,0.0382758,0.0276948,0.0353292,0.0277785,0.0152419,0.0171819,0.0272056,0.0353261,0.0272334,0.0596494,0.0176509,0.0185884,0.0202267,0.0187687,0.0148972,0.0237793,0.0156892,0.00432334,0.0525909,0.0163513,0.060797,0.0181013,0.0272761,0,0,0.0312689,0,0.0183178,0.0201753,0.0694439,0.0722041,0.0194119,0.014442,0.0138174,0.0416437,0.00766319,0.0504681,0.0139495,0.00663604,0.0233821,0.0342692,0.0349238,0.032316,0.058182,0.0312012,0.00536931,0.00740565,0.0306498,0.0267292,0,0,0,0,0,0
61,0.027164,0.0321276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157535,0.00911114,0.0270125,0.0180566,0,0.0212483,0.0302212,0.0118637,0.0382705,0.0277015,0.0353241,0.0277839,0.0152344,0.0171907,0.0271884,0.0353389,0.0272448,0.0596693,0.0176624,0.0186137,0.0202424,0.0187671,0.0148686,0.0238053,0.0157191,0.00431237,0.0526595,0.0164005,0.060827,0.018123,0.0272931,0,0,0.0313097,0,0.0183652,0.0201112,0.069427,0.0722384,0.019412,0.0144803,0.0138868,0.0416358,0.00767751,0.0504648,0.0140088,0.00660684,0.0234182,0.0344099,0.0349256,0.032342,0.0582846,0.0312239,0.00531199,0.0073737,0.0306632,0.0267162,0,0,0,0,0,0
62,0.0271718,0.0321288,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157389,0.00912481,0.0270072,0.0180639,0,0.0212452,0.0302585,0.0118489,0.0382807,0.0277077,0.0353154,0.0277865,0.0152325,0.0172238,0.0271796,0.0353274,0.0272264,0.0596826,0.0176631,0.0186116,0.02026,0.0187654,0.0148545,0.0238123,0.0157411,0.00432883,0.0526246,0.0164491,0.0607902,0.0181174,0.0272849,0,0,0.0313361,0,0.0184148,0.0200695,0.0694365,0.0722139,0.0194104,0.0145035,0.0138243,0.0416383,0.00766329,0.0504612,0.0140653,0.00662083,0.0234036,0.0344282,0.0349633,0.0323214,0.058282,0.0312329,0.00531746,0.00736863,0.0306751,0.0266891,0,0,0,0,0,0
63,0.0271518,0.0321027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157611,0.00912209,0.0270067,0.0180861,0,0.0212716,0.0302526,0.0118777,0.0383041,0.0277071,0.0352972,0.0277855,0.0152354,0.0172247,0.0271641,0.0353245,0.027197,0.0596862,0.0176569,0.0186057,0.0202583,0.0187658,0.0148695,0.0238104,0.0157498,0.0043649,0.0525495,0.0164781,0.0607662,0.0180904,0.0272531,0,0,0.0313171,0,0.0184552,0.0200165,0.0694538,0.0722252,0.0193942,0.0145015,0.0136738,0.0416451,0.00765217,0.0504549,0.0140681,0.00662989,0.0233662,0.034337,0.0349394,0.0323071,0.0582228,0.031174,0.00534395,0.00736959,0.0306675,0.026651,0,0,0,0,0,0
64,0.0271416,0.0321009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157241,0.00913613,0.027016,0.018072,0,0.0212765,0.0302824,0.0119477,0.0382996,0.027706,0.0352979,0.0277844,0.0152329,0.0171647,0.0271471,0.0353085,0.0272056,0.0596956,0.0176458,0.0186062,0.0202492,0.0187646,0.0148699,0.0238031,0.0157522,0.00440589,0.0525522,0.0164054,0.0608059,0.0180952,0.0272441,0,0,0.0313232,0,0.0183777,0.0199996,0.069436,0.0722925,0.0193955,0.014472,0.013691,0.0416294,0.00764804,0.0504758,0.0140242,0.00660974,0.0233653,0.0343696,0.0349398,0.0323372,0.0582015,0.0311635,0.00533244,0.00734779,0.0307018,0.0266264,0,0,0,0,0,0
65,0.0271361,0.0321278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157425,0.00914254,0.0270113,0.0180285,0,0.0212483,0.0303042,0.0119662,0.0382624,0.0277004,0.0353155,0.0277778,0.0152341,0.017139,0.0271595,0.035305,0.027232,0.0596965,0.0176474,0.0186042,0.0202308,0.0187485,0.0148658,0.0238184,0.015768,0.00439751,0.0524706,0.0163657,0.0608147,0.0180625,0.0272359,0,0,0.0313066,0,0.0183383,0.0200008,0.069417,0.0723302,0.0194098,0.0143989,0.0137858,0.0416314,0.00763675,0.0505068,0.0139742,0.0065791,0.0233397,0.0343128,0.0348836,0.0323357,0.0581237,0.0311771,0.00533094,0.00731842,0.0307404,0.02659,0,0,0,0,0,0
66,0.0271108,0.0321453,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015719,0.00915191,0.0270165,0.0179968,0,0.0212074,0.0303197,0.0119349,0.0382721,0.0277006,0.0353241,0.0277598,0.0152549,0.0171701,0.0271634,0.0353089,0.0272698,0.0596906,0.0176616,0.0185971,0.0202335,0.0187468,0.0148915,0.0238215,0.0157863,0.00437888,0.0523324,0.0163709,0.0607541,0.0180304,0.0272302,0,0,0.0312655,0,0.0183522,0.0199972,0.0694167,0.0722732,0.0194361,0.0143667,0.0137056,0.0416775,0.00762529,0.0504984,0.0139662,0.00658466,0.0233104,0.0342011,0.0347874,0.0323005,0.0580267,0.031179,0.00533291,0.0072867,0.0307775,0.0265697,0,0,0,0,0,0
67,0.0270685,0.032128,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157388,0.00916975,0.0270096,0.0179497,0,0.0212103,0.0303441,0.0119153,0.0383257,0.0276952,0.0353292,0.0277457,0.0152726,0.0172287,0.0271645,0.035304,0.0272944,0.0596998,0.0176618,0.0185919,0.0202409,0.0187521,0.0149664,0.0238229,0.0157858,0.00437572,0.0522595,0.0163568,0.0607926,0.0180454,0.0272139,0,0,0.0311907,0,0.0183468,0.0199745,0.0694018,0.0723559,0.0194601,0.0143124,0.013647,0.0417318,0.00756761,0.0505193,0.0138901,0.00654539,0.0233372,0.0342126,0.0348319,0.0323655,0.0579738,0.0311542,0.00531409,0.00727043,0.0307942,0.0265423,0,0,0,0,0,0
68,0.0270453,0.0321208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157881,0.00919213,0.0270108,0.0178697,0,0.0212359,0.030339,0.011946,0.0383512,0.0276912,0.035323,0.0277434,0.0152879,0.0172368,0.0271614,0.0352902,0.0272875,0.0597069,0.0176625,0.0186027,0.0202516,0.0187511,0.0149936,0.0238338,0.015737,0.00438132,0.0522048,0.0163165,0.0608268,0.0180855,0.0272021,0,0,0.0311665,0,0.0183123,0.0199364,0.0693726,0.0724353,0.0194871,0.0143158,0.0136595,0.041764,0.00753093,0.0505359,0.0139046,0.00648727,0.0233663,0.0342888,0.0348531,0.0324217,0.0579365,0.0311256,0.00529662,0.00737724,0.0307823,0.0265044,0,0,0,0,0,0
69,0.0270425,0.032135,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158216,0.00921159,0.0270294,0.0178759,0,0.0212834,0.0302863,0.0120098,0.0383484,0.0277046,0.0353218,0.0277517,0.0153169,0.0172194,0.0271586,0.0353113,0.0272965,0.0597222,0.0176765,0.018631,0.0202697,0.018757,0.0149707,0.0238591,0.0156381,0.00440923,0.0522302,0.0162772,0.060825,0.0181125,0.0272159,0,0,0.0311736,0,0.0182865,0.0199642,0.0693543,0.0724532,0.0194916,0.014357,0.0136964,0.0417753,0.00752768,0.0505442,0.0139584,0.00646903,0.0233884,0.0344427,0.0348276,0.0324601,0.0579602,0.0310793,0.00528496,0.00762341,0.0307917,0.0264723,0,0,0,0,0,0
70,0.0270665,0.0321883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157837,0.00921938,0.0270466,0.0178654,0,0.0212728,0.0302748,0.012028,0.0383468,0.0277212,0.0353289,0.0277573,0.0153588,0.0171999,0.0271555,0.0353301,0.0273033,0.0597398,0.0176949,0.0186578,0.0202861,0.0187668,0.0149788,0.023882,0.0156433,0.00442478,0.0522042,0.0163277,0.0607741,0.0181215,0.0272608,0,0,0.0311093,0,0.0183264,0.0199875,0.069344,0.0724321,0.0195032,0.0143921,0.013723,0.0418334,0.00752757,0.0505337,0.0139848,0.00643395,0.0233841,0.0345087,0.0347901,0.032446,0.0579461,0.0310386,0.00519463,0.0076114,0.0308492,0.0264679,0,0,0,0,0,0
