Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LASI,LILC,LGTR,
All Timesteps RMSE,0.0120411,0.0120036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037342,0.0416275,0.0177926,0,0,0.0514514,0,0.0331038,0.0362638,0.032492,0.0236412,0.0152213,0.0192822,0.0493879,0.0248978,0.0233085,0.049141,0.0193317,0.0177916,0.0104836,0.0230321,0.0492352,0.0471799,0.0220232,0.0341177,0.0257171,0.0211248,0.0162633,0.0213005,0.0118421,0,0,0.0376619,0,0.0211443,0.0232854,0.0710077,0.0192768,0.0221223,0.0215911,0.0223033,0.0250588,0.0161014,0.0543422,0.0204997,0.0200011,0.0195258,0.0330416,0.0175177,0.0190163,0.0285269,0.0285326,0.0849445,0.0142703,0.0144266,0.0121497,0,0,0,0.0375766,0.0487646,0.0632121,0
0,0.0169678,0.00924895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542416,0.0140314,0.0188843,0,0,0.0172543,0,0.0231557,0.0116483,0.0157622,0.0267741,0.0308447,0.0144795,0.0223737,0.0289375,0.0195665,0.0193446,0.0175409,0.0267604,0.0144008,0.0213007,0.0612683,0.0228151,0.0184942,0.00636694,0.00609662,0.023516,0.00757878,0.00868208,0.0197449,0,0,0.013963,0,0.0163513,0.0153469,0.0655507,0.00857762,0.0136473,0.00790507,0.028365,0.0170692,0.00963769,0.0613083,0.0130949,0.0115047,0.00385119,0.0304941,0.0049929,0.00446482,0.00784555,0.012402,0.0239997,0.0126431,0.00945199,0.0114062,0,0,0,0,0,0,0
1,0.0173158,0.00950988,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500794,0.014186,0.0173254,0,0,0.0165395,0,0.0228826,0.0114075,0.0175668,0.0271071,0.0288287,0.0134285,0.0226593,0.0292047,0.0198882,0.0190927,0.0174087,0.0257636,0.0141199,0.0215258,0.0570513,0.0215423,0.0184891,0.00647704,0.00473331,0.0231535,0.00784289,0.00819595,0.019486,0,0,0.0139864,0,0.0168102,0.0159507,0.0659207,0.0105401,0.013778,0.00546797,0.0271069,0.0172687,0.00916517,0.0600404,0.0109868,0.0101577,0.00377005,0.0294805,0.0056293,0.0051372,0.00523389,0.0130879,0.0233121,0.0125864,0.0080719,0.0112568,0,0,0,0.0411626,0,0,0
2,0.0178194,0.00988749,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0462215,0.0144528,0.0162565,0,0,0.0162209,0,0.0224195,0.0115981,0.0186888,0.0269241,0.0286886,0.0140205,0.0226242,0.0289286,0.0199202,0.0194166,0.0171424,0.0246338,0.0138864,0.0215577,0.052866,0.0212415,0.0178838,0.00667923,0.00377591,0.0231162,0.00759815,0.00824145,0.0200558,0,0,0.0144114,0,0.0169572,0.0168726,0.0661864,0.0109326,0.0140096,0.00409885,0.0274238,0.0179725,0.00862896,0.0595416,0.00978488,0.00923143,0.0042206,0.0291156,0.00586782,0.00486023,0.00342725,0.0140947,0.0226973,0.0128299,0.00824452,0.0119844,0,0,0,0.0411343,0,0,0
3,0.00846779,0.00829871,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222163,0.0104983,0.0128879,0,0,0.0219915,0,0.0257182,0.0139206,0.0175162,0.0157507,0.0114419,0.0162346,0.0171916,0.0203714,0.0123732,0.0299406,0.00907717,0.011594,0.0083947,0.0180451,0.0268976,0.0247895,0.015923,0.00464637,0.00641965,0.0174742,0.00769612,0.00811959,0.00927092,0,0,0.00922004,0,0.0234492,0.0102577,0.0697713,0.00966997,0.00727567,0.00503646,0.00894306,0.00536798,0.00586299,0.0582115,0.00979727,0.00869121,0.00322942,0.0317975,0.00530105,0.00233013,0.0083692,0.0038766,0.018185,0.00931925,0.00532115,0.00788053,0,0,0,0.014543,0.0683459,0,0
4,0.00839441,0.00826381,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018215,0.0102926,0.0123947,0,0,0.0214124,0,0.0257107,0.013396,0.0179753,0.0156363,0.0116224,0.0169319,0.0171115,0.0201506,0.0130154,0.0307223,0.00877066,0.0102043,0.00847646,0.0181198,0.0220315,0.0244638,0.0157401,0.00446915,0.0038621,0.0175854,0.00675971,0.00796753,0.00892124,0,0,0.00867435,0,0.0236726,0.0112456,0.0698392,0.00937184,0.00735643,0.00447032,0.00954286,0.00594943,0.00432886,0.0588095,0.00893646,0.00727506,0.00272054,0.0317165,0.00477944,0.00243074,0.00533894,0.00472267,0.0183127,0.00983445,0.005246,0.00769648,0,0,0,0.0149186,0.0688877,0,0
5,0.0184159,0.0107412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0333002,0.0144403,0.0132817,0,0,0.0143312,0,0.0223589,0.0107499,0.0215772,0.0266311,0.0295864,0.0163082,0.0225238,0.0289726,0.0206466,0.0213645,0.0159141,0.0206258,0.0126505,0.0212296,0.038177,0.0205203,0.0175654,0.00706991,0.00599687,0.0234402,0.00512473,0.00845611,0.0217694,0,0,0.0178353,0,0.0173553,0.0203463,0.0664936,0.010284,0.0143547,0.00280038,0.0293378,0.0204758,0.00573486,0.0612407,0.00781027,0.00520924,0.00314153,0.0287506,0.00468773,0.00262863,0.00400947,0.0182667,0.0220931,0.0141891,0.00950781,0.0131862,0,0,0,0.0423462,0,0,0
6,0.0082248,0.00836879,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102125,0.0102798,0.0124802,0,0,0.0213037,0,0.026141,0.0131487,0.0183091,0.0152488,0.011121,0.0161267,0.0168702,0.0196722,0.0145568,0.0325075,0.00853052,0.00782485,0.00872017,0.0185688,0.0119613,0.0245783,0.0160822,0.00447651,0.00212434,0.0180405,0.00544975,0.00767466,0.00869987,0,0,0.00912213,0,0.024379,0.0139002,0.0698735,0.00904391,0.00669511,0.00441585,0.00995383,0.00720313,0.002784,0.0598841,0.00815788,0.00605076,0.00241877,0.0312703,0.00388954,0.00431221,0.00162855,0.00731001,0.0185949,0.0114668,0.00521617,0.00772669,0,0,0,0.0160327,0.0698459,0,0
7,0.00837731,0.00863018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100966,0.010344,0.0131841,0,0,0.0211121,0,0.025838,0.0129223,0.018469,0.0146556,0.0108235,0.0147952,0.0162546,0.0190739,0.0150841,0.0335852,0.00859652,0.0074108,0.00871837,0.0186785,0.00990777,0.0245871,0.0163406,0.00458415,0.00246342,0.0183304,0.00529618,0.00734385,0.00852603,0,0,0.00940233,0,0.0245422,0.0150056,0.0700051,0.00887234,0.005623,0.00475013,0.00969958,0.00779528,0.00285108,0.0600172,0.00827509,0.00583519,0.00289257,0.03114,0.00400095,0.00493942,0.00166934,0.00834981,0.0191015,0.0122435,0.00547268,0.00760978,0,0,0,0.0164181,0.0697315,0,0
8,0.00842755,0.00879974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132878,0.0105639,0.0145042,0,0,0.0204988,0,0.0256247,0.0125741,0.0188948,0.0139148,0.0104951,0.0143007,0.0155965,0.0183867,0.0154665,0.0345083,0.00889378,0.00791806,0.00880928,0.0187977,0.0116939,0.0243776,0.0164985,0.00468928,0.00314558,0.0186511,0.0052273,0.00719503,0.00812847,0,0,0.00981774,0,0.0246041,0.0160097,0.0701644,0.00867454,0.00497896,0.0052058,0.00955935,0.00849099,0.00327057,0.0600092,0.00869989,0.00581321,0.00341762,0.0313553,0.00454945,0.0052708,0.00233464,0.00926184,0.0197511,0.0128807,0.00574488,0.00711683,0,0,0,0.0171043,0.069614,0,0
9,0.0194552,0.0124176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162951,0.0156412,0.0162354,0,0,0.0123434,0,0.0220361,0.0105843,0.0255018,0.0252085,0.0303367,0.0161453,0.0206313,0.0274892,0.0216934,0.0254303,0.0146474,0.0154412,0.0103207,0.0206288,0.0147033,0.0203521,0.0180254,0.00870603,0.00608471,0.0247432,0.0044031,0.00707333,0.022847,0,0,0.0221325,0,0.0180852,0.0247852,0.0669567,0.00970262,0.0141441,0.00455374,0.0294372,0.0238241,0.00672508,0.0617839,0.00858769,0.00535782,0.00459474,0.0289692,0.00589792,0.00437197,0.00473838,0.0229137,0.0234757,0.0167454,0.0115898,0.0150496,0,0,0,0.0454114,0,0,0
10,0.0197522,0.0127832,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152981,0.0157589,0.0190362,0,0,0.0114933,0,0.0224121,0.0104118,0.0273598,0.0246517,0.0307151,0.0174016,0.0201565,0.026795,0.0215357,0.0264627,0.0146718,0.0145619,0.0101032,0.0205502,0.0100387,0.0199132,0.0183111,0.00890105,0.00569845,0.0250462,0.00458721,0.00605985,0.0233902,0,0,0.0235233,0,0.0183023,0.0260138,0.0671792,0.00956637,0.013907,0.0048911,0.0296639,0.0248912,0.00753103,0.0617914,0.00896068,0.0062055,0.00491252,0.0293135,0.00645548,0.00436591,0.0043524,0.0240477,0.0238018,0.0172859,0.0124771,0.0157878,0,0,0,0.0460994,0,0,0
11,0.0198457,0.0132115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0168466,0.0153041,0.0225998,0,0,0.0104635,0,0.0228751,0.0100162,0.0298039,0.0243717,0.0310434,0.0177457,0.0199769,0.0265466,0.021437,0.0276237,0.014767,0.0140098,0.0103356,0.0205197,0.00916705,0.0192685,0.0190386,0.00895077,0.00507999,0.0251741,0.00497518,0.00558878,0.0238094,0,0,0.0248758,0,0.0184752,0.0271097,0.0673143,0.00950269,0.0136868,0.00514202,0.0297966,0.0258865,0.00826349,0.0618584,0.00911338,0.00677651,0.00516737,0.0294732,0.00671993,0.00440932,0.00402527,0.0250633,0.0240665,0.0176298,0.0129252,0.0162638,0,0,0,0.0467242,0,0,0
12,0.0198262,0.0136862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206853,0.01518,0.0260602,0,0,0.0101462,0,0.0230951,0.0100532,0.0327016,0.0246578,0.0313719,0.0172478,0.019892,0.026969,0.0216253,0.0288661,0.0147146,0.0136885,0.0111031,0.0205625,0.0130491,0.0190106,0.0195617,0.00909068,0.00448726,0.025159,0.00544376,0.00578292,0.0241467,0,0,0.0258869,0,0.0185946,0.0277952,0.0673621,0.00945848,0.0135595,0.00526556,0.0298878,0.0267429,0.00889419,0.0618481,0.00910073,0.00718864,0.00563319,0.0295052,0.00683841,0.00485763,0.00366454,0.0257313,0.0244241,0.0177165,0.0129754,0.0165602,0,0,0,0.0472407,0,0,0
13,0.0198976,0.0139878,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0258148,0.0151807,0.029805,0,0,0.00981618,0,0.0229627,0.0101894,0.0356368,0.0255933,0.0317786,0.0166737,0.0199047,0.0276162,0.0222928,0.0302421,0.0147385,0.0135419,0.0122766,0.02072,0.0195594,0.0188466,0.0197253,0.00918448,0.00409901,0.0250262,0.00592748,0.00592581,0.0245243,0,0,0.026572,0,0.0186562,0.0282019,0.0674374,0.00945134,0.0135345,0.00527829,0.030006,0.027501,0.00895789,0.0618139,0.00887199,0.00750626,0.00626417,0.029526,0.00696746,0.00569925,0.00358288,0.0261968,0.0248886,0.0175741,0.0129599,0.0168874,0,0,0,0.0476213,0,0,0
14,0.0202194,0.0139774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317711,0.0152694,0.0331468,0,0,0.00929533,0,0.0231053,0.0102204,0.0379073,0.0269211,0.0321385,0.0165085,0.0201024,0.0285916,0.0234461,0.0316699,0.0150954,0.0137503,0.013643,0.0211595,0.0279361,0.0184022,0.0197705,0.00925934,0.0038917,0.0246517,0.00632526,0.00621574,0.025082,0,0,0.0270685,0,0.0186111,0.0284044,0.0675686,0.00928642,0.013478,0.00536351,0.0301077,0.0283763,0.00909524,0.0617094,0.00854707,0.00760684,0.00675943,0.0295728,0.00715989,0.00648946,0.00372862,0.0266986,0.0254271,0.0173039,0.0130543,0.0174241,0,0,0,0.047343,0,0,0
15,0.0205803,0.0139918,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383955,0.0152293,0.0355374,0,0,0.00922978,0,0.0232643,0.0101599,0.0388265,0.02803,0.0323329,0.0156801,0.0202341,0.029038,0.0246784,0.0331168,0.0157591,0.0145645,0.0150282,0.0219723,0.0371375,0.0181397,0.0198621,0.00922328,0.00429556,0.0242978,0.00660801,0.00668937,0.0256832,0,0,0.0274852,0,0.0185431,0.0284306,0.0677436,0.0090812,0.0133306,0.00539842,0.0303189,0.0292716,0.00864702,0.0614971,0.00831273,0.00733177,0.00697598,0.029564,0.00730115,0.00686602,0.0039668,0.0271646,0.0261436,0.0168752,0.0129868,0.0181046,0,0,0,0.0469318,0,0,0
16,0.00732573,0.0088549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572807,0.0102994,0.0371885,0,0,0.0158743,0,0.0269053,0.0100115,0.0324019,0.0167778,0.0094358,0.0116895,0.0173571,0.0214568,0.021505,0.0437604,0.0147183,0.0187898,0.0177228,0.0221143,0.0629982,0.020678,0.01836,0.00505492,0.00937407,0.0184047,0.00711226,0.00706713,0.00593082,0,0,0.0153872,0,0.0242791,0.0194848,0.0711087,0.00805533,0.00626569,0.00587304,0.0107877,0.0147016,0.00556579,0.0595421,0.00846328,0.0052657,0.00555097,0.0321053,0.00669821,0.00405552,0.0102439,0.0141013,0.0221524,0.0123941,0.00623769,0.00419189,0,0,0,0.0179877,0.0685357,0,0
17,0.0210611,0.0143757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506487,0.014591,0.0383686,0,0,0.0115293,0,0.0233221,0.0100916,0.03835,0.0285465,0.0326009,0.0150883,0.0189688,0.0272156,0.0263363,0.0355575,0.0181659,0.0175223,0.0170559,0.0242759,0.0530722,0.0181724,0.0192389,0.00881014,0.00490608,0.023457,0.00693377,0.00626609,0.026461,0,0,0.0272032,0,0.0183629,0.0273192,0.0680993,0.00911335,0.0133276,0.00550435,0.0298919,0.030423,0.00807679,0.0611454,0.00783031,0.00652232,0.00686015,0.0293261,0.00733211,0.00686963,0.00481099,0.0270662,0.0265666,0.0154839,0.0130235,0.0193635,0,0,0,0.0466786,0,0,0
18,0.00777707,0.00827065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0629912,0.00749071,0.0412161,0,0,0.028854,0,0.0290525,0.0169769,0.0383008,0.0328939,0.00739429,0.0128544,0.0288146,0.0360671,0.0360971,0.0552088,0.0127348,0.0143721,0.017197,0.0226806,0.068739,0.0299398,0.0161576,0.0077234,0.0128281,0.0163958,0.0067108,0.00866871,0.00370098,0,0,0.0141635,0,0.0255214,0.0169616,0.0719443,0.00740556,0.00709719,0.00511537,0.00663273,0.0111138,0.00275746,0.0593736,0.00762469,0.00411909,0.00418117,0.0318297,0.00608316,0.00215613,0.0149021,0.0110603,0.0213787,0.010823,0.00562071,0.00856393,0,0,0,0.00828905,0.0597925,0.053134,0
19,0.00788672,0.00867726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0665144,0.00757244,0.0418715,0,0,0.0315325,0,0.0292224,0.0182373,0.0382368,0.0319565,0.0076993,0.0131571,0.0274667,0.0338876,0.0361231,0.0557764,0.0151139,0.0168471,0.0170653,0.0239638,0.0737131,0.0318822,0.015571,0.00881617,0.012724,0.0160972,0.00669685,0.00881472,0.00330709,0,0,0.0141155,0,0.0254323,0.0161003,0.0719318,0.00749206,0.00747927,0.0049279,0.00604717,0.0109358,0.00262354,0.0593447,0.00732929,0.00389595,0.00387978,0.0316288,0.00586957,0.00209978,0.0147435,0.0105756,0.021586,0.0104498,0.00611326,0.00870459,0,0,0,0.00736493,0.0592884,0.0532287,0
20,0.00790645,0.00873459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069173,0.0075882,0.0426343,0,0,0.0330875,0,0.0293042,0.0190058,0.0389172,0.030629,0.00780405,0.0132733,0.0257461,0.031558,0.0358309,0.0561335,0.0172275,0.0194374,0.0170583,0.0252099,0.077635,0.0330075,0.0153268,0.0094592,0.0124711,0.0159492,0.0066721,0.00897909,0.00313981,0,0,0.0136294,0,0.0253092,0.0149671,0.0717915,0.00762207,0.00797983,0.00471043,0.00562633,0.0106134,0.00240785,0.0593442,0.00703121,0.00375715,0.00367572,0.0314569,0.00572242,0.00232861,0.0144374,0.00981123,0.0219956,0.0100337,0.00629489,0.00896723,0,0,0,0.00657326,0.0587518,0.0533274,0
21,0.00795898,0.00858354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715029,0.00760682,0.0435965,0,0,0.0341167,0,0.0293823,0.0195099,0.0400459,0.0289559,0.0078774,0.0132672,0.0241845,0.0291985,0.0355842,0.0564383,0.018981,0.0217337,0.0173413,0.0263158,0.0804591,0.0337284,0.0151994,0.00999099,0.0123021,0.0159328,0.00666096,0.0090034,0.00314087,0,0,0.0133455,0,0.025283,0.0140044,0.0715787,0.00770468,0.00853041,0.0044794,0.00537622,0.0102054,0.00213902,0.0593569,0.00673223,0.0037852,0.00362605,0.0312813,0.00566308,0.00274311,0.014093,0.00924065,0.0224185,0.00969526,0.00625481,0.00930175,0,0,0,0.00583431,0.0582741,0.0535764,0
22,0.00792086,0.00847655,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0729952,0.00760051,0.0444101,0,0,0.0350708,0,0.0294423,0.0199995,0.0411994,0.0273209,0.00802241,0.0133899,0.0226578,0.0267027,0.035161,0.0566481,0.0203687,0.0238301,0.0177201,0.027159,0.0825035,0.0344766,0.0151384,0.0105401,0.012278,0.015948,0.00669836,0.00903205,0.00315941,0,0,0.0128426,0,0.0252221,0.0126853,0.0714511,0.00781304,0.00910328,0.00421332,0.00520758,0.00979123,0.00186427,0.0593304,0.00641512,0.00399188,0.00371069,0.0310625,0.00564343,0.00307632,0.0139422,0.00856489,0.0231168,0.00931372,0.00617169,0.00959046,0,0,0,0.00501658,0.0577511,0.0538681,0
23,0.00782735,0.00842222,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736183,0.00761621,0.0449232,0,0,0.0358607,0,0.0294904,0.0204117,0.0420402,0.0261009,0.00805577,0.0134407,0.0211785,0.0243046,0.0344846,0.0566877,0.0212216,0.0255512,0.0180047,0.0277195,0.0834491,0.0350744,0.0150779,0.0109771,0.0123599,0.0160109,0.00680181,0.0089522,0.00326059,0,0,0.0127674,0,0.0252102,0.0115698,0.0713199,0.00788248,0.00959248,0.00398152,0.00511975,0.00948256,0.00167889,0.0593539,0.00615307,0.00427418,0.0037445,0.0308215,0.00560822,0.00317571,0.0138773,0.00832181,0.0237287,0.00908461,0.00610862,0.00977148,0,0,0,0.00454595,0.0573211,0.0540515,0
24,0.00781032,0.00835599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0734713,0.00763163,0.0451776,0,0,0.0364853,0,0.0295601,0.0207356,0.0426389,0.025458,0.00783571,0.0133193,0.0201782,0.022565,0.0338096,0.0565546,0.0214469,0.0264283,0.0181021,0.0279768,0.083026,0.0354784,0.0150125,0.0113312,0.0125422,0.0161081,0.00698202,0.00868473,0.00346734,0,0,0.0132093,0,0.025329,0.010772,0.0711354,0.0078954,0.00998228,0.00375643,0.00496566,0.00911357,0.00157561,0.0594275,0.00592451,0.00423582,0.00368121,0.0305646,0.00555765,0.00302983,0.0137654,0.00851005,0.024161,0.0089839,0.00608706,0.00987565,0,0,0,0.00438611,0.0569731,0.0544625,0
25,0.0122139,0.00929947,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639664,0.00887129,0.0451823,0,0,0.0375697,0,0.0282379,0.0208287,0.0484663,0.0358835,0.024817,0.0124209,0.0227819,0.0281999,0.0381873,0.0493641,0.0256735,0.0245777,0.0166816,0.0299822,0.0687826,0.0361245,0.0155473,0.0113877,0.00840161,0.0186051,0.00769912,0.0073784,0.0160003,0,0,0.0146631,0,0.0216991,0.0121572,0.0682637,0.0087292,0.00881909,0.00387717,0.0222623,0.0210897,0.00380951,0.0608921,0.00555455,0.00233558,0.00490406,0.0283081,0.00647882,0.00358933,0.00899568,0.0130908,0.0282861,0.00880031,0.00972091,0.0105447,0,0,0,0.0311003,0,0.0670376,0
26,0.00773438,0.00840127,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704129,0.00752588,0.0442676,0,0,0.0381205,0,0.0296014,0.0215429,0.0426218,0.0247818,0.00769314,0.013298,0.019151,0.0206282,0.0322769,0.0560833,0.0211861,0.0258241,0.0175899,0.0277442,0.0780797,0.0368974,0.0149442,0.0117253,0.0133019,0.0160765,0.00724626,0.00850191,0.00411806,0,0,0.0143158,0,0.0251777,0.00703166,0.0707642,0.0078666,0.0109244,0.00344732,0.00482317,0.0078461,0.00130224,0.0595262,0.0056051,0.00438594,0.0034773,0.0300655,0.00532218,0.00253814,0.0143829,0.00964094,0.025143,0.00832052,0.0061305,0.00993357,0,0,0,0.00385692,0.0560755,0.0554372,0
27,0.00763125,0.00828665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676569,0.0074209,0.0430188,0,0,0.0384823,0,0.0294444,0.0216901,0.0418514,0.0250163,0.00761567,0.013134,0.0188404,0.0202359,0.0313534,0.0555409,0.0208667,0.0246574,0.0169927,0.027418,0.0745531,0.0371509,0.0148782,0.0118527,0.0137481,0.0159757,0.00742198,0.00839618,0.00448549,0,0,0.0150891,0,0.0251139,0.00580565,0.0706776,0.0078559,0.011266,0.0032413,0.00479322,0.00757104,0.00121299,0.0594842,0.00541772,0.00452007,0.00338234,0.0298415,0.00521081,0.00232224,0.0149029,0.0110392,0.0250061,0.00823675,0.00612587,0.0100401,0,0,0,0.0037177,0.0556998,0.0558498,0
28,0.00754322,0.00821548,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0642924,0.00739699,0.0412723,0,0,0.038749,0,0.0294483,0.0218175,0.040722,0.0250422,0.00765943,0.0129606,0.0187618,0.0201198,0.0303552,0.0547548,0.0201376,0.023073,0.0161426,0.0270266,0.070358,0.0373395,0.0148579,0.0120184,0.0141822,0.0158917,0.00756915,0.00828676,0.00486474,0,0,0.0157184,0,0.0250642,0.00496744,0.0707507,0.00777475,0.0115461,0.00299924,0.00486133,0.0075203,0.00109584,0.0593593,0.00527055,0.00462108,0.00335375,0.0296427,0.00520937,0.00223575,0.0153266,0.012787,0.0248999,0.00816866,0.00614624,0.0102024,0,0,0,0.00363193,0.0554551,0.0561926,0
29,0.00741693,0.00813684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0606151,0.00732704,0.039053,0,0,0.038878,0,0.0294109,0.021842,0.0391092,0.0250716,0.00772653,0.0127245,0.018544,0.0200662,0.02921,0.0537864,0.0192685,0.0212661,0.0150141,0.0266364,0.0656414,0.0373642,0.0148233,0.0121211,0.0146084,0.0158717,0.00771757,0.00814281,0.00525032,0,0,0.0167727,0,0.0249733,0.00459878,0.0709154,0.00776499,0.0119295,0.00274556,0.00491157,0.00764667,0.000983895,0.0592272,0.0051089,0.00471057,0.003442,0.029485,0.00525333,0.00232622,0.0158637,0.0145187,0.025043,0.00799292,0.00614552,0.0103638,0,0,0,0.00367471,0.0553875,0.0565596,0
30,0.00731213,0.00798868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0562527,0.00725132,0.0363145,0,0,0.0388088,0,0.0292722,0.0217903,0.0368472,0.0251476,0.00771019,0.0124867,0.0181001,0.0200882,0.0278799,0.0526695,0.018413,0.0194449,0.0137025,0.0263979,0.0605876,0.0372623,0.0147636,0.0121886,0.0148603,0.0159155,0.00792081,0.00796891,0.00560031,0,0,0.0180965,0,0.0248732,0.00480485,0.0709506,0.00784663,0.0123244,0.00241861,0.00495095,0.00793767,0.000888036,0.058996,0.00489419,0.00479478,0.0035838,0.029316,0.00520443,0.00254635,0.0162761,0.0161543,0.0252887,0.00773684,0.00607447,0.0104531,0,0,0,0.00361823,0.0553946,0.0569707,0
31,0.00721189,0.00782317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513247,0.00717461,0.0331026,0,0,0.0385461,0,0.0291408,0.0216963,0.0341264,0.0252817,0.00744885,0.0122922,0.0176649,0.020233,0.0266073,0.0514703,0.0175915,0.017562,0.0122433,0.026388,0.0550212,0.0371435,0.0146844,0.0122268,0.0150896,0.0159487,0.00811298,0.00780078,0.00582424,0,0,0.0193055,0,0.0248511,0.00536191,0.0709995,0.00794661,0.0126911,0.00206786,0.00502873,0.00845728,0.000844455,0.0587247,0.00464295,0.00488361,0.00379491,0.0291108,0.00500557,0.00292117,0.016604,0.0174437,0.0251423,0.00751447,0.00606295,0.0104549,0,0,0,0.00354014,0.0552108,0.0574123,0
32,0.0112916,0.00763872,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399759,0.00820406,0.029653,0,0,0.0380555,0,0.0281277,0.0211233,0.0360316,0.0349479,0.0235859,0.0105907,0.0215359,0.0270448,0.0297288,0.0415698,0.0232155,0.0178049,0.00984558,0.0290895,0.0390208,0.0363928,0.014753,0.0122597,0.0100995,0.017521,0.00945488,0.00544827,0.0168102,0,0,0.0212238,0,0.0222257,0.00728098,0.0684621,0.00935378,0.00796889,0.00213147,0.0208774,0.0184054,0.00291762,0.059714,0.00382168,0.00250758,0.00485792,0.0269778,0.00615183,0.00326212,0.0113014,0.018635,0.0256838,0.00638418,0.00951014,0.0115665,0,0,0,0.0313361,0,0.0700567,0
33,0.01113,0.00749986,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0357342,0.00838881,0.0257338,0,0,0.0373167,0,0.0279429,0.02084,0.0322083,0.034096,0.0233947,0.0104345,0.0211733,0.0269544,0.0281328,0.0401526,0.0231925,0.0173079,0.00867559,0.0294538,0.034114,0.0359256,0.0143235,0.0121856,0.0105277,0.0173745,0.00963275,0.00549163,0.0168605,0,0,0.0220948,0,0.0223183,0.00800462,0.0685339,0.00942954,0.00789911,0.00172842,0.0207531,0.0187075,0.00264192,0.0594287,0.00349011,0.00260706,0.00496927,0.0267907,0.00601404,0.00325088,0.0116294,0.0192917,0.0252287,0.00613578,0.00972365,0.0116332,0,0,0,0.0312943,0,0.0705223,0
34,0.00658953,0.00698611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378176,0.00717947,0.0219562,0,0,0.0384017,0,0.0289889,0.0220262,0.0236711,0.0239601,0.00578849,0.0116615,0.0163189,0.0203684,0.0228901,0.0482614,0.0166159,0.0132079,0.0079565,0.027175,0.0393191,0.0374738,0.0138454,0.0122401,0.0161416,0.0155948,0.00877413,0.00702841,0.00650405,0,0,0.0256025,0,0.0248008,0.0105072,0.0713332,0.00823332,0.0133056,0.00104798,0.00527911,0.00949298,0.000873033,0.0577468,0.0038354,0.00575836,0.00457166,0.0286507,0.00447655,0.00432311,0.0179067,0.0242761,0.0223893,0.00694758,0.00617187,0.0102575,0,0,0,0.00397641,0.0538021,0.0584462,0
