Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LHEE,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LASI,LILC,LGTR,
819,0,0.022916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315953,0.123246,0.011133,0,0,0.116575,0,0.0586705,0.106989,0.0179095,0.0256915,0.0252736,0.0377575,0,0.0205585,0,0.0982037,0.0142037,0.00997415,0.00565597,0.0254651,0.0476824,0.100016,0.0498118,0.132806,0.0357551,0.0228711,0.0186558,0.0313137,0.0127284,0,0,0.0316663,0,0.0149907,0.0205899,0,0.0067759,0,0.0262431,0.0370838,0.0234963,0.0224142,0.0352777,0.0225743,0.0254729,0.0303503,0.0440208,0.0181903,0.025575,0.0421019,0.0286878,0,0.00702706,0.016236,0.0125293,0,0,0,0.00679979,0.0431268,0.0766579,0
820,0,0.0231848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300948,0.124694,0.011785,0,0,0.114523,0,0.0581008,0.105575,0.0171001,0.0254497,0.0258763,0.0381898,0,0.0207271,0,0.0981929,0.0139733,0.0097584,0.00574445,0.0254662,0.0454238,0.0979175,0.0507842,0.12924,0.0374255,0.0224557,0.0183632,0.0304943,0.0122675,0,0,0.0324055,0,0.0151666,0.0208754,0,0.00738118,0,0.026264,0.0366407,0.0237482,0.0221693,0.0348883,0.0224397,0.0252925,0.0319696,0.0454468,0.0198321,0.0273484,0.04453,0.0288975,0,0.00680576,0.0163773,0.0121786,0,0,0,0.0075105,0.0435267,0.0768427,0
821,0,0.0267822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0447292,0.125281,0.017607,0,0,0.112425,0,0.0575152,0.104385,0.0272052,0.0392979,0.029538,0.040966,0,0.0378067,0,0.0830773,0.0251541,0.0238386,0.0090942,0.0286685,0.0655968,0.095611,0.0524184,0.125417,0.0421943,0.0250059,0.017699,0.02835,0.0185395,0,0,0.0296972,0,0.0139054,0.020171,0,0.0102774,0,0.0267821,0.0326458,0.0274244,0.0233436,0.0344583,0.0229048,0.0264543,0.03471,0.0476116,0.0222389,0.030495,0.0495486,0.0293208,0,0.00936903,0.020373,0.0189303,0,0,0,0.0197181,0.0614888,0,0
822,0,0.0233593,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027268,0.127712,0.0122709,0,0,0.110029,0,0.0576794,0.102268,0.0152925,0.0254579,0.0253541,0.0382624,0,0.0208082,0,0.098639,0.0134956,0.00918958,0.00565528,0.025232,0.0402127,0.0935104,0.0524729,0.122169,0.0405453,0.0214907,0.0179931,0.0297583,0.0120493,0,0,0.034179,0,0.0155945,0.0215855,0,0.010449,0,0.0265082,0.0345785,0.0244573,0.0219554,0.0344141,0.0223139,0.025221,0.0352364,0.0483246,0.0231322,0.0308968,0.0472846,0.0299235,0,0.00632428,0.0165088,0.0121895,0,0,0,0.00898122,0.0451148,0.0763523,0
823,0,0.0235309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246997,0.129133,0.0127288,0,0,0.107459,0,0.0581075,0.100638,0.0144729,0.0261171,0.0250364,0.0383009,0,0.0205889,0,0.09891,0.012926,0.00871275,0.00565082,0.0246291,0.0352229,0.0912692,0.0534065,0.119031,0.0420166,0.0211498,0.0177917,0.028761,0.012267,0,0,0.0343731,0,0.0156897,0.0215967,0,0.0102572,0,0.0264148,0.0334031,0.0247675,0.0218015,0.0345792,0.0220679,0.0252456,0.0365566,0.0494896,0.0245623,0.0324646,0.0492953,0.029996,0,0.00640204,0.0168533,0.0121107,0,0,0,0.00965496,0.0460312,0.074988,0
824,0,0.0237557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0227129,0.131044,0.0130889,0,0,0.104809,0,0.0592554,0.0990236,0.0154699,0.0269575,0.024644,0.0382569,0,0.020979,0,0.099037,0.0124403,0.00860338,0.00576023,0.0240797,0.0311197,0.0888067,0.054249,0.116091,0.0437537,0.0207914,0.0177216,0.0279413,0.0122679,0,0,0.034739,0,0.0158398,0.0216874,0,0.0110699,0,0.026289,0.0322313,0.0250375,0.0216186,0.0348416,0.0218187,0.0252898,0.0375459,0.050528,0.0257946,0.0337328,0.0513925,0.0303664,0,0.00652294,0.0171161,0.0122644,0,0,0,0.0102159,0.0469336,0.0742271,0
825,0,0.0240139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0212542,0.133298,0.0134694,0,0,0.102685,0,0.0609654,0.097742,0.0166351,0.027954,0.0243457,0.0381199,0,0.0222449,0,0.0992976,0.0122685,0.00860894,0.00597774,0.0237808,0.0277138,0.0864004,0.0551919,0.11381,0.0458041,0.0205049,0.0177959,0.0270808,0.0126084,0,0,0.0351196,0,0.0159724,0.0217512,0,0.0123738,0,0.0261375,0.0310438,0.0253979,0.0214118,0.0352321,0.0215374,0.0253732,0.0382254,0.0514595,0.0268751,0.0347689,0.0537286,0.0308623,0,0.00670641,0.0174181,0,0,0,0,0.0106055,0.0479421,0.0740144,0
826,0,0.0239672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196315,0.134873,0.0139444,0,0,0.100209,0,0.0624508,0.0962765,0.0171473,0.0283358,0.0238335,0.0379306,0,0.0232906,0,0.0997107,0.0117774,0.00840973,0.00576601,0.0231916,0.0242406,0.0838816,0.0558837,0.111447,0.048102,0.0201137,0.0180229,0.0266297,0.0116376,0,0,0.0356138,0,0.0161471,0.021867,0,0.0141949,0,0.0260797,0.0298587,0.0255,0.02128,0.0355784,0.0213252,0.025638,0.0387347,0.0523954,0.0278748,0.0356456,0.0563277,0.0312636,0,0.006933,0.017363,0.0134343,0,0,0,0.0108443,0.0486521,0.0737685,0
827,0,0.0238132,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183019,0.136032,0.0144699,0,0,0.0974015,0,0.0639429,0.0945301,0.0185105,0.029205,0.0229109,0.0376927,0,0.0253973,0,0.0998361,0.0116628,0.00871507,0.00590587,0.0227941,0.0211072,0.0809424,0.0564406,0.108985,0.0505846,0.0196577,0.0184255,0.0264907,0.0115332,0,0,0.0363155,0,0.0163396,0.0221266,0,0.0161751,0,0.0260915,0.0284291,0.0257725,0.0212118,0.0359404,0.0211774,0.0260419,0.0390802,0.0532505,0.0287283,0.0363041,0.0591885,0.0318816,0,0.00720951,0.0171714,0.0121992,0,0,0,0.0111945,0.0495412,0.0736709,0
828,0,0.0236336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172204,0.137421,0.0150018,0,0,0.0947359,0,0.0656236,0.0929041,0.0206115,0.0300445,0.0217517,0.0374672,0,0.0269026,0,0.100045,0.0116435,0.00918814,0.00606511,0.0224561,0.0183869,0.0785246,0.0570529,0.106697,0.0531669,0.0192521,0.0191143,0.026476,0.0117689,0,0,0.0370488,0,0.0165337,0.0224468,0,0.0178011,0,0.0260802,0.0270399,0.0259426,0.0211797,0.0363579,0.021024,0.0264892,0.0391702,0.0538962,0.0294444,0.0366973,0.0621505,0.032423,0,0.00764469,0.0169571,0.0112189,0,0,0,0.0116497,0.0504767,0.0736118,0
829,0,0.0247914,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0159747,0.140689,0.0149829,0,0,0.0934175,0,0.0667804,0.0904133,0.0224194,0.0330152,0.0200256,0.0341033,0,0.029251,0,0.0978921,0.0124682,0.0115353,0.00557746,0.0225562,0.0163025,0.0762555,0.0558114,0.103091,0.0579963,0.0190368,0.0191042,0.0161006,0.0149243,0,0,0.0375998,0,0.0165911,0.0227486,0,0.0173838,0.0274845,0.0194083,0.0182337,0.028668,0.0149453,0.0412858,0.0146469,0.021411,0.0343044,0.0502405,0.026962,0.0337649,0.0669215,0.0337564,0,0.00821172,0.0191258,0.0128835,0,0,0,0.015503,0.0594772,0.0758924,0
830,0,0.0073856,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035981,0,0.0199784,0,0,0.0237867,0,0.0182209,0.0205725,0.0171241,0.0290397,0.0132499,0.0158748,0,0.0387533,0,0.0926308,0.0174768,0.0184941,0.00934373,0.0245408,0.0507621,0.0281734,0.0223483,0.017334,0.0629452,0.0267995,0.0184872,0.0120103,0.012517,0,0,0.0285455,0,0.0137946,0.0181399,0,0.0169143,0.0151482,0.0124804,0.0119526,0.0194598,0.00922228,0.047172,0.00825882,0.0183938,0.0284544,0.0452384,0.0234949,0.0303276,0.0716014,0.023875,0,0.0124096,0.0072209,0.0078394,0,0,0,0.0198246,0.0662636,0,0
831,0,0.0176156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354245,0,0.0220341,0,0,0.0175769,0,0.0146331,0.0202965,0.0243019,0.0446628,0.0259476,0.0224843,0,0.0493243,0,0.0781312,0.0251751,0.0243009,0.0120606,0.0296046,0.0448853,0.0254856,0.0241537,0.0206773,0.0684799,0.034116,0.018566,0.0127021,0.0275987,0,0,0.023414,0,0.0133093,0.0208481,0,0.0189004,0.00991001,0.0105765,0.0187616,0.0321318,0.0111758,0.0496087,0.00689789,0.0213556,0.0267432,0.0435691,0.0225872,0.0305476,0.0774025,0.0275569,0,0.0205436,0.0181437,0.0214064,0,0,0,0.042661,0,0,0
832,0,0.00639722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406159,0,0.0181766,0,0,0.0119633,0,0.0153355,0.015819,0.0190531,0.0346389,0.0118894,0.0156994,0,0.0453278,0,0.0916877,0.0201755,0.02105,0.00995706,0.0265485,0.0554664,0.024444,0.0241899,0.0192122,0.0650111,0.0274964,0.0195489,0.0126596,0.0127784,0,0,0.0293524,0,0.0137807,0.018259,0,0.0188225,0.0144055,0.0116275,0.0123068,0.0190404,0.0108925,0.0475211,0.00740409,0.0205297,0.0266912,0.0447017,0.0232585,0.0297445,0.0733362,0.0230781,0,0.0137298,0.00656116,0.00726214,0,0,0,0.0211901,0.0672608,0,0
833,0,0.0163396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317596,0,0.0217963,0,0,0.0114975,0,0.0129264,0.0188452,0.0234367,0.0427066,0.024229,0.0213946,0.0486874,0.0479584,0,0.0791734,0.0236616,0.0229015,0.0120696,0.0283697,0.0386425,0.0248279,0.0257351,0.0227603,0.068931,0.0342653,0.0193509,0.0132728,0.0271212,0,0,0.0216128,0,0.0128392,0.0213922,0,0.0196633,0.00922026,0.00964862,0.0192809,0.0313106,0.0136179,0.049687,0.00589353,0.0235227,0.0246018,0.0425339,0.0218531,0.0296506,0.0773004,0.0206273,0,0.0207921,0.0169807,0.0205205,0,0,0,0.042899,0,0,0
834,0,0.00585015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402348,0,0.0190652,0,0,0.0122983,0,0.0137843,0.0170245,0.0189373,0.0351366,0.0107535,0.0149555,0,0.0476132,0,0.0919799,0.0205668,0.0220761,0.0112017,0.025971,0.0539407,0.0254069,0.0256471,0.0236118,0.0628003,0.027977,0.0202836,0.0134331,0.0128567,0,0,0.0303854,0,0.0137815,0.0192679,0,0,0.0147324,0.0104397,0.012481,0.0182917,0.0128875,0.0470699,0.00611254,0.0216373,0.0242126,0.0435483,0.02241,0.0281612,0.0708322,0.0213183,0,0.0144061,0.00588134,0.00668082,0,0,0,0.0214162,0.0666806,0,0
835,0,0.00577575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039114,0,0.0187927,0,0,0.0132651,0,0.0130143,0.018007,0.0191396,0.0351412,0.0102761,0.0145732,0,0.0485586,0,0.0927019,0.0204141,0.0216471,0.0108208,0.0261559,0.0520388,0.0259319,0.026065,0.0241491,0.0606455,0.0282858,0.0205293,0.0135531,0.0129925,0,0,0.0314605,0,0.0136797,0.0195592,0,0,0.0148668,0.00974861,0.0125882,0.018302,0.0139563,0.0469015,0.00541683,0.0219019,0.0227379,0.0425761,0.0216727,0.0265947,0.0681546,0.0217518,0,0.0149348,0.00576753,0.00657029,0,0,0,0.0215682,0.0662,0,0
836,0,0.00563248,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381183,0,0.0187162,0,0,0.0140349,0,0.012196,0.0185427,0.0193657,0.0353677,0.0098308,0.0140006,0,0.0499542,0,0.0931088,0.020553,0.0216621,0.0107183,0.0262077,0.0502556,0.0264537,0.0261513,0.0250773,0.0578825,0.0286313,0.0206654,0.0136691,0.0132578,0,0,0.0324662,0,0.0135613,0.0199506,0,0,0.0149749,0.00907282,0.0128689,0.0182251,0.0149823,0.0467996,0.00478891,0.021932,0.0209983,0.0414096,0.0208012,0.0246137,0.064674,0.0221172,0,0.015462,0.00560775,0.00648356,0,0,0,0.0218492,0.0655905,0,0
837,0.0124438,0.00559571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364214,0,0.0182661,0,0,0.0143606,0,0.0115701,0.0189171,0.0192627,0.0350555,0.00926107,0.013378,0,0.0507553,0,0.0935672,0.0203972,0.0213032,0.0110763,0.0260632,0.0471202,0.0270376,0.0261274,0.0259108,0.0542665,0.0288942,0.0203722,0.0137118,0.0128127,0,0,0.0334543,0,0.0134291,0.0204068,0,0,0.0151574,0.00839605,0.0126115,0.0177259,0.0157951,0.0467761,0.00408838,0.0214315,0.0190621,0.0400796,0.0198571,0.0223775,0.0602759,0.0223562,0,0.0158242,0.00542145,0.00563835,0,0,0,0.0215747,0.0656062,0,0
838,0.011979,0.00523889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362988,0,0.0181596,0,0,0.0172988,0,0.00945808,0.0212857,0.0192048,0.0355426,0.00864522,0.0127149,0,0.0527644,0,0.0936095,0.0210504,0.0224733,0.0126825,0.0261032,0.0466964,0,0.0280757,0.02862,0.0489017,0.0292716,0.0194305,0.0139119,0.012724,0,0,0.0345941,0,0.0133321,0.021094,0,0.0144663,0.0149344,0.00766007,0.0124097,0.0174988,0.0160973,0.0468663,0.00346254,0.0202066,0.0169807,0.0385023,0.0187851,0.0198537,0.0536154,0.0226296,0,0.0162817,0.0050305,0.00515488,0,0,0,0.0214444,0.0652745,0,0
839,0.012121,0.00538481,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345902,0,0.0181572,0,0,0.014308,0,0.0106955,0.0197777,0.0197387,0.0358363,0.00887356,0.0124744,0,0.0538801,0,0.0931987,0.0213933,0.0227534,0.0134685,0.0262331,0.0435784,0.027756,0.0259274,0.0282409,0.0424059,0.0293985,0.0185625,0.0142991,0.0127227,0,0,0.0355965,0,0.0132048,0.0217041,0,0.0122764,0.0152274,0.00780798,0.0120057,0.017614,0.0157653,0.0461942,0.00367357,0.0181533,0.015679,0.0373817,0.0183252,0.0179403,0.0464386,0.0231153,0,0.0166536,0.00524679,0.00530446,0,0,0,0.0216017,0.0649873,0,0
840,0.0116935,0.00536894,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330967,0,0.0179408,0,0,0.0143514,0,0.0108054,0.0198602,0.0201586,0.0367284,0.0087784,0.0121712,0,0.0554628,0,0.092878,0.0219461,0.0231899,0.0136123,0.0263574,0.0408201,0.02766,0.0259929,0.0278815,0.0356589,0.0294863,0.0175786,0.0145265,0.0123308,0,0,0.0364918,0,0.0130945,0.0223206,0,0.0107727,0.0157911,0.00839563,0.0117796,0.0174712,0.0149281,0.0453748,0.00420204,0.0155109,0.0147438,0.0359189,0.0180713,0.0162873,0.0388887,0.0234135,0,0.0170365,0.00518262,0.00473216,0,0,0,0.0214035,0.0653722,0,0
841,0.0113224,0.00536383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031416,0,0.017781,0,0,0.0145505,0,0.0110764,0.0198808,0.02035,0.037838,0.00883512,0.0119565,0,0.0573557,0,0.0925967,0.0225463,0.0237216,0.013649,0.0264634,0.0381205,0.0277444,0.0261264,0.0277222,0.0288945,0.0295554,0.0165269,0.0145886,0.0119634,0,0,0.0372356,0,0.0129896,0.0228964,0,0.0098265,0.0163348,0.00951219,0.011798,0.0174068,0.0139106,0.0446019,0.00535554,0.0126124,0.0142139,0.0345741,0.0176304,0.0150489,0.0308878,0.0237293,0,0.0173623,0.00513169,0.00430036,0,0,0,0.0213249,0.0656348,0,0
842,0.0111096,0.00535306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295053,0,0.0174804,0,0,0.0148914,0,0.0112972,0.0200987,0.0204157,0.0388838,0.00898981,0.0116305,0,0.0591029,0,0.0921303,0.0229102,0.0239848,0.0136414,0.0264621,0.0350783,0.0279463,0.0263498,0.0283359,0.0222568,0.0296387,0.0155965,0.0145484,0.0117594,0,0,0.0378191,0,0.01289,0.0234245,0,0.00950413,0.0167536,0.0108731,0.0119053,0.0174147,0.0131761,0.0438532,0.00713172,0.00995338,0.0140287,0.0334058,0.0167045,0.0141846,0.0225365,0.0240865,0,0.0176532,0.0050946,0.00409864,0,0,0,0.021193,0.0656143,0,0
843,0.0109122,0.00536717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275462,0,0.0169966,0,0,0.0153187,0,0.0112521,0.0203794,0.0204134,0.0396499,0.00920825,0.0113911,0,0.0607899,0,0.0915359,0.0228795,0.0235766,0.0134166,0.026435,0.0313795,0.0279686,0.0266546,0.0284265,0.0152974,0.0296634,0.0147444,0.0144689,0.0116291,0,0,0.038145,0,0.0127815,0.0238198,0,0.00996645,0.0170525,0.0121167,0.01199,0.0175244,0.0132173,0.0430111,0.0093157,0.00826241,0.0141397,0.0323585,0.0160134,0.0137783,0.0143312,0.0243945,0,0.0178636,0.00504522,0.00400199,0,0,0,0.0209773,0.0655986,0,0
844,0.0108775,0.00556881,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0236617,0,0.0155834,0,0,0.0158919,0,0.0111888,0.0205935,0.0211081,0.0386322,0.00970176,0.0111605,0,0.0594153,0,0.0913704,0.0215678,0.0206378,0.0127256,0.0264144,0.0237759,0.0277139,0.0271965,0.0282281,0.00942827,0.0297636,0.0141318,0.0142953,0.0117088,0,0,0.0381231,0,0.0126587,0.0240906,0,0.0109699,0.0171934,0.013294,0.0120851,0.0179063,0.0140414,0.0420812,0.0116264,0.0080587,0.014508,0.0314707,0.0155683,0.0139025,0.00729141,0.0245783,0,0.0181153,0.00516235,0.00411063,0,0,0,0.0212184,0.0659564,0,0
845,0.0108229,0.00564002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229337,0,0.0150728,0,0,0.0169222,0,0.0110854,0.0209846,0.0209799,0.0391828,0.0101013,0.010717,0,0.0604488,0,0.0915746,0.0216504,0.0200589,0.0124925,0.0264911,0.0211296,0.0277596,0.0277404,0.0279132,0.00511519,0.0298299,0.0142139,0.0140664,0.0118157,0,0,0.0383312,0,0.0124269,0.0254919,0,0.0120852,0.017228,0.0140752,0.012198,0.0184764,0.0153601,0.0415034,0.0136979,0.00913872,0.0151311,0.0307607,0.0152888,0.0144458,0.00545501,0.0249209,0,0.0181244,0.00520923,0.00429266,0,0,0,0.0213547,0.0661168,0,0
846,0.00688923,0.00192713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307339,0,0.0144365,0,0,0.0203712,0,0.011948,0.021201,0.0462662,0.0298807,0.00579803,0.00788436,0,0.0270534,0,0.106678,0.0111018,0.0135606,0.0113563,0.0208015,0.0467348,0.0286401,0.0278111,0.0263578,0.00858663,0.0272092,0.0149386,0.0180572,0.00910545,0,0,0.0403774,0,0.0126515,0.025252,0,0.014703,0.0204661,0.0151584,0.0133048,0.0146008,0.0153862,0.0433495,0.0162769,0.00980936,0.0162345,0.028971,0.0150766,0.0155671,0.0113361,0.0249848,0,0.0166745,0.00241231,0.00132097,0,0,0,0.0175899,0.057616,0.069924,0
847,0.00708801,0.00192857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341916,0,0.0136693,0,0,0.0219926,0,0.0118591,0.0221664,0.0469418,0.0303325,0.00588795,0.0074983,0,0.0259986,0,0.107413,0.0115736,0.0156662,0.0103068,0.0199829,0.0518682,0.0289796,0.0281674,0.0259864,0.0121195,0.0271876,0.0163885,0.0177701,0.0092011,0,0,0.0401266,0,0.0125676,0.0252747,0,0.0176349,0.0204794,0.0149846,0.0130584,0.0148501,0.0169666,0.0437758,0.0174248,0.0117948,0.017336,0.0290578,0.0156002,0.0173118,0.0157967,0.0249292,0,0.016876,0.00240857,0.00134887,0,0,0,0.0172957,0.0574425,0.0698099,0
848,0.00727687,0.00214659,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299727,0,0.0142556,0,0,0.0240995,0,0.011819,0.0236454,0.0453055,0.0277867,0.00570356,0.00723799,0,0.0264349,0,0.106482,0.0110883,0.0132209,0.0117568,0.0214892,0.045867,0.0295345,0.0285306,0.0256604,0.0144618,0.0272644,0.0177139,0.0180668,0.00931963,0,0,0.0395728,0,0.0124509,0.0251501,0,0.0205271,0.0205933,0.0150028,0.0129371,0.0153577,0.0180897,0.0442688,0.0182287,0.013089,0.0184818,0.0293658,0.0164578,0.0190414,0.0188504,0.0247419,0,0.0170668,0.00265708,0.00140156,0,0,0,0.0176719,0.0575459,0.0710091,0
849,0.00704651,0.00222751,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02959,0,0.013693,0,0,0.0268415,0,0.0119265,0.0246424,0.0438937,0.0264366,0.00570798,0.00715676,0.0267932,0.0261244,0,0.106853,0.010992,0.0128909,0.0114975,0.0215045,0.0453266,0.0308624,0.0288168,0.0252776,0.0154794,0.0271796,0.0186646,0.018171,0.00925319,0,0,0.0390731,0,0.0123694,0.025013,0,0.0227316,0.0205401,0.0150579,0.0130386,0.0156378,0.0187863,0.044468,0.0185102,0.0136721,0.0194225,0.0296184,0.0173526,0.020244,0.0198004,0.0245095,0,0.0171024,0.00277637,0.0014318,0,0,0,0.0178075,0.0575378,0.0708993,0
850,0.00697738,0.0025375,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259877,0,0.0141107,0,0,0.0299817,0,0.0120169,0.025499,0.0425936,0.025894,0,0.00718591,0.0282113,0.0273009,0,0.106112,0.0120043,0.0118587,0.0129241,0.0232033,0.0403223,0.0326776,0.0290492,0.0249813,0.0162868,0.027236,0.0194803,0.0182925,0.00927311,0,0,0.0383717,0,0.0122671,0.0248574,0,0.0243137,0.0204289,0.0154005,0.0130806,0.0161596,0.019132,0.0439362,0.0185704,0.013613,0.0204383,0.0298982,0.018225,0.0211471,0.02033,0.0242324,0,0.0171584,0.00295508,0.0016201,0,0,0,0.0181482,0.0579137,0.072023,0
851,0.00664445,0.00260697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0244669,0,0.0130364,0,0,0.0337731,0,0.0121758,0.0266842,0.0398382,0.0234997,0.00540296,0.00712278,0.0275913,0.026531,0,0.106601,0.0116638,0.0110354,0.0120894,0.0229273,0.0378561,0.0349902,0.0291766,0.0246854,0.0186642,0.0270844,0.020179,0.0183614,0.00915289,0,0,0.0376119,0,0.012142,0.024628,0,0.0262314,0.0201677,0.015706,0.0128915,0.0163926,0.0191933,0.0435324,0.0185729,0.0133037,0.0212946,0.0297928,0.0188392,0.0219157,0.0227365,0.0238354,0,0.0170792,0.00303366,0.00196733,0,0,0,0.0181877,0.0577704,0.0721796,0
852,0.00685425,0.00312276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142788,0,0.0161073,0,0,0.0383123,0,0.01214,0.0285592,0.0388981,0.0280394,0.00501377,0.00723383,0.0348085,0.0381489,0,0.103458,0.0190543,0.0140987,0.0180549,0.0287022,0.0193099,0.0377487,0.0292807,0.0248601,0.0224195,0.0272316,0.0205712,0.01933,0.00929991,0,0,0.0364763,0,0.0119361,0.0241666,0,0.0283049,0.0202247,0.0159498,0.0130369,0.0171845,0.0190954,0.0429947,0.018491,0.0127745,0.0224274,0.0296777,0.0195812,0.0232703,0.0266633,0.0233668,0,0.0171724,0.00344114,0.00248209,0,0,0,0.0194665,0.0583814,0.0756249,0
853,0.00629,0.00292238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203393,0,0.0117086,0,0,0.0423961,0,0.0124642,0.0302154,0.0359497,0.0209101,0.00508767,0.00741092,0.027934,0.0284276,0,0.106205,0.0119154,0.0104048,0.0117601,0.0237695,0.0311391,0.0402527,0.0293069,0.0250509,0.0245583,0.0267145,0.0204037,0.0182821,0.00876972,0,0,0.0361381,0,0.0119498,0.0237699,0,0.0291558,0.019808,0.015663,0.0129535,0.0168294,0.019259,0.0424218,0.0179864,0.012628,0.0236181,0.0293761,0.0202863,0.0250225,0.0291458,0.0230941,0,0.0167358,0.00313569,0.00270366,0,0,0,0.017907,0.0579851,0.0724558,0
854,0.00640818,0.00348558,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181323,0,0.0113345,0,0,0.046781,0,0.0128973,0.0323088,0.0343631,0.0205607,0.00441979,0.00757941,0.0289438,0.0290052,0,0.106074,0.0115563,0.0102665,0.0118729,0.0247353,0.027119,0.0429841,0.0292938,0.0258021,0.025827,0.0265544,0.0198269,0.0180784,0.00831242,0,0,0.0353517,0,0.0119136,0.0232015,0,0.0287405,0.0196588,0.015606,0.0125816,0.0171467,0.018649,0.0420635,0.0177976,0.0120645,0.0246348,0.0292126,0.0208351,0.0270248,0.0304551,0.0227206,0,0.0165316,0.0034397,0,0,0,0,0.0178816,0.0582908,0.0725236,0
855,0.00684896,0.0032042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165882,0,0.0123975,0,0,0.0509745,0,0.0134514,0.0343795,0.0348665,0.0194211,0.00456205,0.00682029,0.028398,0.0276906,0,0.106166,0,0.00926857,0.0116183,0.024456,0.0232365,0.0456086,0.0292424,0.0267481,0.0257241,0.0262941,0.018843,0.0186669,0.00880162,0,0,0.0343373,0,0.0118835,0.0225111,0,0.0276251,0.0197999,0.0157115,0.0130747,0.0172238,0.0174385,0.0416204,0.0178391,0.0115149,0.0248474,0.0293573,0.0208347,0.0282714,0.030253,0.0220905,0,0.0162314,0.00344566,0.00340953,0,0,0,0.0195696,0.0585957,0.0722164,0
856,0.00709351,0.0030276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0154695,0,0.0101542,0,0,0.0520537,0,0.0126304,0.0346802,0.0302574,0.0179561,0.0044045,0.0065664,0.028237,0.0275718,0,0.10684,0.00841342,0.00939377,0.0108489,0.0252862,0.0214596,0.0467754,0.030373,0,0.0238268,0.0261342,0.0171188,0.0188285,0.00914448,0,0,0.0332354,0,0.0119102,0.0217387,0,0.0252892,0.0199895,0.0157741,0.0127082,0.0170203,0.0160307,0.0415908,0.0178682,0.0108869,0.0240602,0.0292121,0.0197992,0.0278344,0.0293052,0.0212577,0,0.015846,0.00309363,0.00360277,0,0,0,0.0214646,0.0586272,0.0721502,0
857,0.00793977,0.00385454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147533,0,0.0113377,0,0,0.0703308,0,0.015775,0.0458048,0.0311008,0.0203635,0.00453313,0.00731226,0,0.0331173,0,0.105872,0,0.0105721,0.0128963,0.02702,0.0134864,0,0.030405,0.0340796,0.0233665,0.0255185,0.0151805,0.018651,0.00891556,0,0,0.0315469,0,0.0120077,0.0203906,0,0.0234796,0.020155,0.0154254,0.0124118,0.0172606,0.0152141,0.0412908,0.0174593,0.0105772,0.0226413,0.0293973,0.0183718,0.0263217,0.0264527,0.0202352,0,0.0152288,0.00373557,0.00414496,0,0,0,0.0135776,0.0592062,0.0743035,0
