Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,
14,0,0.0167833,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0144193,0.010198,0.0118546,0.00819468,0,0,0.0452615,0,0.0296761,0.0340999,0.069135,0.00711835,0.0433628,0.0209933,0.0158456,0.0243892,0.0170837,0.022956,0.0125041,0.0370225,0.0123167,0.0128622,0.0115755,0.0231758,0.0170758,0.0356533,0.0211648,0.013168,0.0125971,0.0232534,0,0.0133521,0.0277728,0,0,0.0464664,0,0.0143063,0.0295686,0.065645,0.0590597,0.0194353,0.00442564,0.0157905,0.0138363,0.0106697,0.05947,0.00972573,0.0245055,0.0294533,0.0334769,0.0251687,0.0392098,0.0156795,0.0306098,0.0155706,0.0160537,0.0123783,0.0244582,0,0,0,0
15,0,0.0169175,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145523,0.0103516,0.0115884,0.00821103,0,0,0.0444279,0,0.0292445,0.0333553,0.0687375,0.00638487,0.0433279,0.0212883,0.0160751,0.0250889,0.017412,0.0234707,0.012263,0.0371744,0.0126629,0.0134298,0.0117376,0.0228719,0.0155356,0.0335955,0.0217527,0.0134353,0.0108655,0.023451,0,0.0131025,0.0282801,0,0,0.0457101,0,0.0140396,0.0290048,0.0653459,0.0580937,0.0190865,0.0044501,0.0167251,0.014011,0.0103658,0.0598558,0.00977061,0.0247883,0.0299612,0.0329044,0.0238341,0.0397743,0.0211538,0.0300324,0.0151042,0.0162061,0.0126328,0.0246004,0,0,0,0
16,0,0.0170487,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151025,0.0102831,0.0112933,0.00820414,0,0,0.0448031,0,0.0290784,0.0332954,0.068283,0.00562642,0.0433145,0.0215878,0.0162223,0.0255797,0.0179762,0.0240074,0.0123962,0.0373969,0.012893,0.0138818,0.0116369,0.0225418,0.0145983,0.0327072,0.0224121,0.0135517,0.0117682,0.0236419,0,0.0126005,0.0287904,0,0,0.0450151,0,0.0137246,0.028682,0.0649422,0.0564882,0.0186441,0.00473499,0.0177852,0.0142806,0,0.0603003,0.0097442,0.025044,0.0305145,0.0324642,0.0222839,0.0404165,0.0270154,0.029703,0.014732,0.0164942,0.0128568,0.0247923,0,0,0,0
17,0,0.0171059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016025,0.010347,0.0110288,0.0083054,0,0,0.045021,0,0.0288209,0.0330586,0.0677057,0.00523895,0.0433171,0.0219837,0.0164727,0.0262442,0.018222,0.0244771,0.0126074,0.0376316,0.013135,0.0144346,0.0116714,0.0221666,0.0144583,0.0318323,0.0229905,0.013456,0.0157436,0.0237946,0,0.0121436,0.0293177,0,0,0.0441049,0,0.0134687,0.0282467,0.0647437,0.0548669,0.0181359,0.00487658,0.0174298,0.0145989,0.00948678,0.0604977,0.00984857,0.0245377,0.0307323,0.0319835,0.0206735,0.040839,0.033055,0.029257,0.0141458,0.0165838,0.0130662,0.0249728,0,0,0,0
18,0,0.0171277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173191,0.0106483,0.0108498,0.00824661,0,0,0.0450357,0,0.0286634,0.0325123,0.0670167,0.00552815,0.0433323,0.0226005,0.0165734,0.026962,0.0181843,0.0249576,0.0126604,0.0379136,0.0136762,0.0153159,0.011871,0.0216503,0.0154202,0.0308713,0.0234887,0.0128656,0.0212175,0.023916,0,0.0115871,0.0297687,0,0,0.0433234,0,0.0132096,0.0279338,0.0643989,0.0525393,0.0175559,0.00545803,0.0174267,0.0149635,0.00942054,0.0607983,0.00996829,0.0239397,0.0308249,0.0316872,0.0192613,0.0410612,0.0390275,0.0289411,0.0134765,0.0166316,0.0132534,0.0250983,0,0,0,0
19,0,0.0171735,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187318,0.0108181,0.0108081,0.00796354,0,0,0.0450425,0,0.0285695,0.0321193,0.0663302,0.00582341,0.0433665,0.023204,0.0165991,0.0275813,0.0180091,0.0253463,0.0126819,0.0382305,0.014313,0.0162908,0.0119221,0.0210661,0.0171903,0.0305181,0.0239487,0.0125464,0.0273866,0.0240489,0,0.0109248,0.0301876,0,0,0.04277,0,0.0129592,0.027848,0.0639754,0.0493158,0.0168984,0.00621053,0.0179225,0.0154156,0.00978584,0.0611451,0.010119,0.0232731,0.0305548,0.0315547,0.0175688,0.0406688,0.04511,0.0287123,0.0128516,0.01678,0.0134072,0.0252681,0,0,0,0
20,0,0.0172522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206331,0.0108842,0.0108794,0.00776024,0,0,0.04533,0,0.0284259,0.0319314,0.0656976,0.00638062,0.0434076,0.0239561,0.0165832,0.0281525,0.0179136,0.0257629,0.0131207,0.0387998,0.0150126,0.0174777,0.0119437,0.0203147,0.0198594,0.0302034,0.0244303,0.0120403,0.0346936,0.024144,0,0.0101246,0.0305773,0,0,0.0424501,0,0.0127789,0.0279055,0.0634203,0.0440113,0.016007,0.00722429,0.0185529,0.0158733,0.0104517,0.0616348,0.0103841,0.0229342,0.0295758,0.031671,0.015257,0.0391307,0.0516921,0.0286122,0.0122882,0.0170327,0.0136067,0.0253949,0,0,0,0
21,0,0.0172679,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230316,0.0108365,0.0109256,0.00762458,0,0,0.0458058,0,0.028034,0.0317528,0.0651143,0.00757455,0.0434781,0.0249397,0.0166255,0.028918,0.0179169,0.0262611,0.0135876,0.0395634,0.015842,0.0189044,0.0119852,0.0194862,0.0232925,0.0299158,0.0248743,0.0114181,0.0424627,0.0241816,0,0.00929276,0.0308531,0,0,0.042357,0,0.0126712,0.0281241,0.0628133,0.0376661,0.0148691,0.00838341,0.0191637,0.0162266,0.0112929,0.0622402,0.0108823,0.0228794,0.0281365,0.032239,0.0131473,0.0367929,0.0581735,0.0285016,0.0117934,0.0173157,0.0139051,0.0254629,0,0,0,0
22,0,0.0172292,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0255715,0.010808,0.0109567,0.00760346,0,0,0.0464474,0,0.0276914,0.0315697,0.0645969,0.00909279,0.0436561,0.0259643,0.0166078,0.0297278,0.0179916,0.02683,0.0141102,0.0402003,0.0167268,0.0203099,0.011935,0.0186445,0.0270935,0.0298153,0.0252124,0.0109055,0.049148,0.0242215,0,0.00865465,0.0310314,0,0,0.0425131,0,0.012618,0.0285646,0.0623577,0.0332935,0.0141638,0.00926531,0.0197482,0.0165328,0.0120656,0.0627181,0.011453,0.0228766,0.0267018,0.0330228,0.0121957,0.0344279,0.0639901,0.0285611,0.0114756,0.0176281,0.0142089,0.0254821,0,0,0,0
23,0,0.017244,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028079,0.0108831,0.0109489,0.00787532,0,0,0.0472015,0,0.027817,0.0315302,0.0643122,0.0107036,0.0437988,0.0268558,0.0165254,0.0306183,0.0180246,0.027236,0.0148941,0.0405092,0.0175558,0.0215862,0.0118447,0.0178565,0.0309207,0.0302461,0.0254605,0.0108134,0.0541876,0.0242877,0.00548448,0.00804537,0.0312817,0,0,0.0428777,0,0.0126022,0.0291633,0.0620595,0.0314508,0.0137925,0.010338,0.0205954,0.0168962,0.0129582,0.0630692,0.0123619,0.0231921,0.0251733,0.0339006,0.0120987,0.0324378,0.0685693,0.0288452,0.0111977,0.0178368,0.0144745,0.0255611,0,0,0,0
24,0,0.0172182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305094,0.0107697,0.0109119,0.00831903,0,0,0.0480134,0,0.0272662,0.0312887,0.0643673,0.0122016,0.0437508,0.0276103,0.016288,0.0313026,0.0180562,0.0274889,0.0160801,0.0407744,0.0182483,0.0226786,0.0118501,0.0171312,0.0344756,0.0308869,0.0255793,0.0103626,0.0587439,0.0243736,0.0035591,0.00765663,0.0315023,0,0,0.0434487,0,0.0126093,0.0299096,0.0620827,0.0312209,0.0136017,0.0108037,0.0214448,0.0172474,0.0133638,0.0631165,0.0127315,0.0233962,0.0235339,0.0341156,0.0118599,0.030637,0.0732821,0.0293624,0.0110561,0.0181479,0.0146203,0.0256013,0,0,0,0
25,0,0.0173907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330066,0.0106204,0.0107495,0.00853686,0,0,0.049022,0,0.0269978,0.0310021,0.0643367,0.0137964,0.0437574,0.0284284,0.016293,0.0321011,0.0181832,0.0278697,0.016734,0.0410455,0.0189932,0.0237821,0.0120979,0.0164001,0.0377424,0.0316709,0.0256528,0.00989017,0.0624376,0.0243587,0.00303641,0.00755538,0.0315934,0,0,0.0444428,0,0.0126203,0.0308778,0.0623411,0.0310378,0.0133806,0.0112974,0.0213937,0.0175252,0.0136453,0.0631203,0.0130398,0.0238906,0.0218557,0.034159,0.0116391,0.0290911,0.0770531,0.0302403,0.0110765,0.018367,0.014992,0.0256686,0,0,0,0
26,0,0.0174468,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0352009,0.0105018,0.0107192,0.00913109,0,0,0.0497114,0,0.0271137,0.0306256,0.0646643,0.0150368,0.0439669,0.0288222,0.0161665,0.0327564,0.0181269,0.0277923,0.0177555,0.0411231,0.0195363,0.0246077,0.0122592,0.0158294,0.0405988,0.0325173,0.0258768,0.00939767,0.0640507,0.0243274,0.00128509,0.00761869,0.0316912,0,0,0.0457993,0,0.0125997,0.0320209,0.0627785,0,0.0134539,0.0115551,0.0214113,0.0178521,0.013773,0.0626034,0.0130541,0.0247292,0.0207862,0.033899,0.0111725,0.0291927,0.0794325,0.0314406,0.011343,0.0185825,0.0150925,0.0259612,0,0,0,0
27,0,0.0174867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374217,0.0103488,0.0106808,0.00961499,0,0,0.0503468,0,0.0272555,0.0303965,0.0647446,0.0164055,0.0439365,0.0294452,0.016328,0.0333905,0.0181728,0.0280672,0.0189438,0.0411129,0.0200881,0.0255288,0.0121738,0.0151658,0.0438077,0.0338532,0.0259655,0.00900081,0.0655252,0.0243575,0.00204145,0.00760075,0.0318512,0,0,0.0470792,0,0.0125944,0.0331546,0.0628573,0,0.0133718,0.0124124,0.021617,0.0182146,0.0142885,0.0624327,0.013537,0.025546,0.0196006,0.0338323,0.0109908,0.028636,0.080465,0.0326256,0.0116348,0.018777,0.0151786,0.0262407,0,0,0,0
28,0,0.0174971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398471,0.0104156,0.0105862,0.0101477,0,0,0.0509458,0,0.0272854,0.0302458,0.0639073,0.0183873,0.0440432,0.0304194,0.0165872,0.0340483,0.0186466,0.0289112,0.0200937,0.0411944,0.0206766,0.0266294,0.0117631,0.0142648,0.0475901,0.0355174,0.025955,0.00866617,0.0666183,0.0243943,0.00495415,0.00754978,0.0321085,0,0,0.0483539,0,0.0125773,0.0342519,0.0626214,0.0294866,0.0131666,0.0136615,0.0219625,0.0186196,0.0150633,0.0626823,0.0143402,0.0262535,0.0182399,0.0337396,0.0108673,0.027233,0.0801018,0.0338452,0.0118393,0.0189403,0.0152578,0.026496,0,0,0,0
29,0,0.0171522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423948,0.0111742,0.010482,0.011199,0,0,0.0520166,0,0.0269259,0.0295917,0.0621343,0.0210518,0.0443358,0.031571,0.017,0.0346934,0.0194483,0.0300145,0.0209657,0.0417014,0.0211595,0.0276976,0.011075,0.0130051,0.0518645,0.0383498,0.0258328,0.00824724,0.0659017,0.0238581,0.00552427,0.00800108,0.0322232,0,0,0.0532627,0,0.0127827,0.0383479,0.0625161,0.0282266,0.0131731,0.0148558,0.0226527,0.0203228,0.0158293,0.0626887,0.0150229,0.0274411,0.0175782,0.0331977,0.0104899,0.0275599,0.0781505,0.0388824,0.0110964,0.0196,0.0152367,0.0264985,0,0,0,0
30,0,0.0138916,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0406601,0.013236,0.011038,0.0213255,0,0,0.0463875,0,0.0243589,0.0259874,0,0.0210406,0.0540406,0.0258473,0.0119687,0.0337205,0.0145384,0.0228533,0.0156311,0.0336659,0.0162769,0.0229575,0.00653411,0.0112103,0.0487733,0.0360157,0.0264336,0.00836633,0.0675585,0.0270774,0.00593251,0.00782188,0.0337311,0,0,0.0538383,0,0.011118,0.0389977,0.0623157,0.0296803,0.0137955,0.0164209,0.0229508,0.0234752,0.0184315,0.0623231,0.0159361,0.0309474,0.0182812,0.0327673,0.0105379,0.0299573,0.0794682,0.039624,0.0137363,0.0208391,0.0113659,0.0260329,0,0,0,0
31,0,0.0169521,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0470391,0.0117018,0.0105275,0.0119804,0,0,0.0533341,0,0.026423,0.0283214,0.0609351,0.0248085,0.0443635,0.0336251,0.0175509,0.035644,0.020526,0.0315541,0,0.0424227,0.0224465,0.0298698,0.0106676,0.0113048,0.059148,0.0410825,0.0256839,0.00743161,0.0598964,0.0217981,0.00604452,0.00923146,0.0329782,0,0,0.0700215,0,0.0145233,0.0498099,0.0626391,0.0253804,0.0129558,0.0168458,0.0233849,0.0250352,0.0167607,0.0622662,0.0158798,0.0291302,0.0160908,0.0309883,0.00903415,0.0271275,0.0698137,0.0527029,0.0104854,0.0211604,0.0153415,0.0270453,0,0,0,0
32,0,0.0132496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429634,0.0143968,0.0112907,0.0223602,0,0,0.0476528,0,0.024294,0.0258786,0,0.0229641,0.0544803,0.0259283,0.0121384,0.0349679,0.0134138,0.0220046,0.0157104,0.0339809,0.0168143,0.0238453,0.00636021,0.0102959,0.052665,0.0390587,0.0259199,0.00833967,0.0593672,0.0231538,0.00561335,0.00946586,0.0346946,0,0,0.0782321,0,0.0134367,0.054833,0.0625086,0.0248588,0.0130499,0.0177572,0.0232897,0.0298097,0.0191348,0.0617569,0.0162086,0.032205,0.016758,0.030162,0.00865541,0.0285789,0.0688717,0.0578492,0.0120005,0.022628,0.0109651,0.0267126,0,0,0,0
33,0,0.017111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501266,0.0130998,0.0105188,0.013326,0,0,0.0525418,0,0.0263749,0.0287154,0.060649,0.026936,0.0448733,0.0340769,0.0181803,0.0364639,0.0199643,0.0312787,0.0223036,0.0427233,0.0230271,0.0309604,0.0101339,0.00980857,0.0640884,0.0424386,0.0253157,0.00724888,0.0495821,0.0217154,0.00488325,0.0112609,0.033783,0,0,0.0733884,0,0.0146539,0.051543,0.0627918,0.0195557,0.0127404,0.0174291,0.0237927,0.0260189,0.0169207,0.0616661,0.0155537,0.0294414,0.0142977,0.0283095,0.00674764,0.0245786,0.0569932,0.0552961,0.00938372,0.0200281,0.0149391,0.0275166,0,0,0,0
34,0,0.0166861,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527748,0.0131728,0.0106093,0.0135883,0,0,0.0515063,0,0.0260773,0.0292818,0.0601055,0.0284567,0.0450001,0.0351588,0.0182022,0.0366156,0.0201953,0.0320903,0.0235103,0.0425413,0.0238096,0.03211,0.0101378,0.00914378,0.0676247,0.0425649,0.0253086,0.00750784,0.0432376,0.0211448,0.00434373,0.0123207,0.0343227,0,0,0.0746676,0,0.015415,0.052099,0.0628935,0.0169779,0.0130987,0.017336,0.0232868,0.0270834,0.0167014,0.0612372,0.01505,0.0289413,0.0131299,0.0271456,0.00568161,0.022272,0.0493834,0.0562309,0.0105143,0.020823,0.0145901,0.028287,0,0,0,0
