Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LFHD,
All Timesteps RMSE,0.00883057,0.0099255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321446,0.0126085,0.0151281,0.0145844,0,0,0.0456425,0.0282583,0.0256668,0.0618618,0.027006,0.0473032,0.0180558,0.0139778,0.0156604,0.0154361,0.0170742,0.015891,0.0393774,0.0137096,0.0144594,0.0081794,0.0208537,0.0401888,0.0438212,0.0167457,0.0134599,0.0275575,0.0210752,0.0162442,0.0172582,0.0116472,0,0,0.0380064,0,0.0197448,0.0242783,0.0679936,0.0194795,0.0161721,0.0155266,0.0156402,0.0267218,0.0129468,0.0577987,0.0157825,0.0164345,0.0145526,0.0301052,0.0101186,0.0189455,0.0330696,0.0280658,0.0230701,0.0146739,0.00896289,0.0125541,0,0,0,0,0
0,0.0076766,0.00464672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257269,0.00920571,0.0115197,0.0089388,0,0,0.055469,0.0282871,0.028698,0.0648039,0.0282787,0.0440537,0.00814148,0.00653311,0.0122705,0.0069211,0.00322377,0.00285593,0.0363026,0.0142007,0.0143185,0.00779833,0.0126707,0.0321401,0.0530664,0.01576,0.0126113,0.0132045,0.022242,0.00621669,0.00489458,0.00997058,0,0,0.0196423,0,0.0215537,0.00862864,0.0692759,0.010206,0.0207371,0.00426692,0.00680536,0.025079,0.00358447,0.0580819,0.00516472,0.00499154,0.00539831,0.0232131,0.00486228,0.00453001,0.0209923,0.0123228,0.0280973,0.017954,0.00705904,0.013394,0,0,0,0,0
1,0.00622465,0.0040166,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232436,0.00967873,0.0114215,0.0101075,0,0,0.0546515,0.0281155,0.0280814,0.0652499,0.0266502,0.0446092,0.00780306,0.00801026,0.0102175,0.0075686,0.00335434,0.00316568,0.0358987,0.0130645,0.0132491,0.00714518,0.0125662,0.0280813,0.0516681,0.0152283,0.0123271,0.0121245,0.0221823,0.005883,0.00565742,0.0090302,0,0,0.0203064,0,0.0216198,0.0090965,0.0690626,0.00848129,0.0210863,0.00614065,0.00710079,0.0261269,0.00558568,0.0584504,0.00773919,0.00693289,0.00437825,0.0233417,0.00437469,0.00328619,0.0197534,0.0127583,0.0286867,0.0178256,0.00625896,0.0124426,0,0,0,0,0
2,0.00595264,0.00408065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216562,0.0100624,0.0114956,0.010416,0,0,0.054241,0.0279495,0.0276261,0.0653663,0.0255244,0.0446703,0.00765649,0.00871212,0.00959112,0.00739005,0.00386376,0.00357057,0.0355585,0.0123329,0.0127813,0.00673277,0.012331,0.0255962,0.0508828,0.014825,0.0122795,0.011761,0.021878,0.00638271,0.0059676,0.00858008,0,0,0.0209786,0,0.0213997,0.00923577,0.0687749,0.00801993,0.0212108,0.00753502,0.00739049,0.0265699,0.00714173,0.0589952,0.00959059,0.00863832,0.00397474,0.023449,0.00436481,0.00399603,0.0194064,0.0129945,0.028838,0.0175179,0.0061829,0.0122754,0,0,0,0,0
3,0.00586397,0.00426629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203208,0.0105222,0.011624,0.010361,0,0,0.0537733,0.0277563,0.0271503,0.0652401,0.0246531,0.0446036,0.00755664,0.00893878,0.00928316,0.0079127,0.00462999,0.00393367,0.0352572,0.0118879,0.012646,0.00643124,0.0121751,0.023756,0.0501686,0.0144346,0.0123526,0.0114629,0.0219006,0.00740049,0.0061204,0.00821711,0,0,0.0213845,0,0.021472,0.0093486,0.0684914,0.00807302,0.0215558,0.00860432,0.00765778,0.026912,0.00841614,0.0598325,0.0110727,0.0101565,0.00413048,0.0236131,0.00453878,0.00521455,0.01914,0.0130936,0.0289605,0.0174202,0.00617217,0.0121314,0,0,0,0,0
4,0.00578044,0.0045277,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193437,0.0111386,0.0117878,0.0100892,0,0,0.0529153,0.0274842,0.0265301,0.0651135,0.0239879,0.0444839,0.00758561,0.00887655,0.00900884,0.00899173,0.00546112,0.00421425,0.0349848,0.0116244,0.0126459,0.00618111,0.0121682,0.0224854,0.049188,0.0139672,0.0125954,0.0109679,0.022268,0.00865774,0.00624968,0.00790682,0,0,0.0214471,0,0.0218382,0.00934627,0.0682074,0.00841852,0.0221178,0.00947011,0.00789116,0.0272397,0.00945765,0.0608083,0.0122162,0.0114067,0.00480694,0.0239182,0.00477804,0.00658301,0.018837,0.0130794,0.0291809,0.0174756,0.00623472,0.0119272,0,0,0,0,0
5,0.00568308,0.00483095,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185464,0.0117838,0.011987,0.00967361,0,0,0.0519603,0.0272828,0.0259322,0.0650681,0.0234568,0.044315,0.00777534,0.0087015,0.00876963,0.00939924,0.00616164,0.00437583,0.0348226,0.0114301,0.01234,0.00603266,0.0123268,0.0213834,0.0481015,0.0136872,0.0128733,0.0104031,0.0229026,0.0099693,0.00623631,0.00757611,0,0,0.0212284,0,0.0224144,0.00917248,0.0679643,0.00861407,0.0225371,0.0102584,0.00797214,0.0276082,0.0103666,0.0618226,0.013156,0.0124236,0.00573007,0.0243025,0.00502681,0.00776246,0.0186324,0.0129988,0.029513,0.0176926,0.00648363,0.0117522,0,0,0,0,0
6,0.00562852,0.00517755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177655,0.0124187,0.0121486,0.00930655,0,0,0.0507474,0.0271003,0.0254032,0.0649139,0.0229913,0.0442458,0.00794442,0.00869053,0.00866729,0.00944045,0.00653095,0.00438756,0.0347695,0.0112225,0.0118553,0.00591267,0.0126207,0.0203134,0.0469322,0.0135624,0.0130863,0.00952863,0.0233231,0.0111506,0.00619259,0.00721687,0,0,0.021104,0,0.0227533,0.008944,0.0676997,0.00844886,0.0227686,0.0110488,0.00806994,0.0280105,0.0111961,0.062887,0.0139932,0.0132878,0.00663291,0.0248236,0.00527443,0.00882068,0.0179017,0.0128922,0.0296107,0.017778,0.00686768,0.0116968,0,0,0,0,0
7,0.00556632,0.00551651,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173487,0.0129286,0.0123035,0.00916397,0,0,0.0494991,0.0268806,0.0250806,0.0647213,0.0225621,0.0442478,0.00808264,0.00897674,0.00867819,0.00934416,0.00663002,0.00436958,0.0347712,0.0110074,0.0114116,0.00584078,0.012987,0.0197372,0.0455579,0.0135461,0.0131128,0.00814507,0.0239246,0.0119976,0.00619317,0.00681623,0,0,0.0208653,0,0.0229389,0.0088167,0.0673213,0.00792474,0.0229906,0.0120106,0.00840701,0.0282973,0.0120356,0.0640527,0.014831,0.0141042,0.00768773,0.0253723,0.00546689,0.00974625,0.0163696,0.0126325,0.0291697,0.017688,0.00728239,0.0117494,0,0,0,0,0
8,0.00744774,0.00565076,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0170707,0.0127476,0.0125791,0.00942265,0,0,0.0478444,0.0268326,0.0241275,0.0646706,0.0222038,0.0441699,0.00815447,0.00959092,0.00881259,0.00919026,0.00646677,0.00437834,0.0347249,0.0107816,0.0109695,0.00583107,0.0134046,0.0190641,0.0436938,0.0135112,0.0125688,0.0073076,0,0.0125426,0.00621557,0.00522244,0,0,0.0262076,0,0.00513862,0.0227915,0.067036,0.0065188,0.0233421,0.0131664,0.00911176,0.0257104,0.0128304,0.0652301,0.0157221,0.0148652,0.00867522,0.0260336,0.00551201,0.0101755,0.0142097,0.0125563,0.0432024,0.0351817,0.00687786,0.0138646,0,0,0,0,0
9,0.00519636,0.00631776,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016922,0.0134193,0.0128625,0.00891244,0,0,0.0451697,0.0262344,0.0225406,0.0643876,0.0219576,0.0437413,0.00823327,0.00901163,0.00904451,0.00886992,0.00618995,0.00434722,0.0349278,0.0107057,0.0107675,0.00569442,0.0134602,0.0189509,0.0413107,0.0133995,0.0127435,0.00508637,0.0245174,0.0127397,0.00617695,0.00599176,0,0,0.0209434,0,0.0235856,0.00895141,0.0665899,0.00595275,0.0231826,0.0146745,0.00862823,0.0286709,0.013744,0.0665335,0.0168158,0.0158338,0.00956534,0.0266593,0.00558759,0.0104541,0.0119968,0.0125826,0.0287933,0.0174134,0.00833954,0.0116417,0,0,0,0,0
10,0.00514709,0.00636915,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172203,0.0134066,0.0133417,0.00884771,0,0,0.0432882,0.0261126,0.021363,0.0642247,0.0219565,0.0435207,0.0084064,0.00919975,0.00934312,0.00871881,0.00605316,0.0044461,0.0349593,0.010865,0.011078,0.00574288,0.0133451,0.0193826,0.0395362,0.0134928,0.0124178,0.00454158,0.0241255,0.0126283,0.00602589,0.00542419,0,0,0.0209539,0,0.0230202,0.0090497,0.0662754,0.00570648,0.0232539,0.0163876,0.00891381,0.0288797,0.0145955,0.0676807,0.0180717,0.016935,0.0103245,0.0274355,0.00547851,0.0105571,0.0092047,0.0124793,0.0299664,0.0177376,0.00858198,0.0116888,0,0,0,0,0
11,0.0051038,0.00632179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017616,0.0132895,0.0138581,0.00895269,0,0,0.0417106,0.0261569,0.0203424,0.0641053,0.0220018,0.0433784,0.00855843,0.00935059,0.00960371,0.00864174,0.00597297,0.00457414,0.0350344,0.0111121,0.0115937,0.00582487,0.0130948,0.0198384,0.0380097,0.0136746,0.0119777,0.00609882,0.0239602,0.0122725,0.00576601,0.00505654,0,0,0.0210447,0,0.0227725,0.00927259,0.0659728,0.00627542,0.0232164,0.0182096,0.009115,0.0291117,0.0154858,0.068674,0.0194908,0.0182578,0.0110529,0.0282828,0.00514773,0.0106872,0.00611136,0.0125406,0.0303489,0.01779,0.00868813,0.0116827,0,0,0,0,0
12,0.00511496,0.00637948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0180708,0.0130921,0.0143445,0.00918741,0,0,0.0404047,0.0262353,0.0196472,0.0640976,0.0220482,0.0432842,0.00862775,0.00946307,0.00974472,0.00868142,0.0060574,0.0047453,0.0351171,0.0113196,0.0118536,0.00586999,0.0128111,0.0204411,0.0368115,0.0139207,0.0114733,0.00830222,0.0242902,0.0118014,0.00536421,0.00481925,0,0,0.020961,0,0.0231604,0.00928361,0.065696,0.00705849,0.0230582,0.0199721,0.00923175,0.0292919,0.0164248,0.0694486,0.0209435,0.0197424,0.0119625,0.0291589,0.00482718,0.0111177,0.00501811,0.0124736,0.030567,0.0178166,0.00873562,0.0116875,0,0,0,0,0
13,0.00516578,0.00666762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185535,0.0128887,0.014695,0.00942872,0,0,0.0392191,0.0263075,0.0190661,0.0639748,0.0220452,0.0432577,0.0087726,0.0095413,0.00970094,0.00889227,0.00642521,0.00489707,0.0351615,0.0114272,0.0120098,0.00574139,0.012643,0.0212984,0.0356344,0.0141626,0.010993,0.0106598,0.0250023,0.0113461,0.00465406,0.00466543,0,0,0.0207027,0,0.0239695,0.00930934,0.0654654,0.00732797,0.0227397,0.0215656,0.00925542,0.0294481,0.0173245,0.0699858,0.022282,0.0213341,0.0131677,0.0300283,0.00485899,0.0118592,0.00713829,0.0123935,0.030848,0.0179615,0.00877795,0.0117382,0,0,0,0,0
14,0.00518793,0.00680027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193049,0.0128079,0.0149297,0.00962103,0,0,0.037677,0.0263682,0.0182204,0.0634303,0.0220296,0.0433645,0.00903961,0.00970081,0.00953651,0.0092732,0.00699504,0.00505793,0.0351134,0.0114597,0.0121139,0.00562518,0.0125974,0.0225951,0.034386,0.0143218,0.0105503,0.0131785,0.0252727,0.0107792,0.00386111,0.0047102,0,0,0.0205866,0,0.0241701,0.00946671,0.0652939,0.00695721,0.0223076,0.0228939,0.00926649,0.0296694,0.0181661,0.0703665,0.0234488,0.0229718,0.0146802,0.030869,0.00531747,0.0130583,0.0101792,0.012426,0.0308856,0.0180631,0.00866651,0.0117767,0,0,0,0,0
15,0.0052413,0.00688884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02018,0.0127397,0.0150052,0.00984512,0,0,0.035991,0.0264137,0.0170728,0.0630039,0.0219822,0.0435563,0.00929698,0.00983908,0.00927655,0.00957677,0.00752982,0.00521399,0.0351505,0.0113739,0.0120988,0.00548534,0.012583,0.0239181,0.0330574,0.0144595,0.0100126,0.0157847,0.0253624,0.0101683,0.00315265,0.00481787,0,0,0.0204958,0,0.0240414,0.00964655,0.0652144,0.0061965,0.0218312,0.0239831,0.00927366,0.0299723,0.0189752,0.0706163,0.0244545,0.0245883,0.016428,0.0316006,0.00607736,0.0148514,0.0133836,0.012515,0.03082,0.018109,0.00855909,0.0118084,0,0,0,0,0
16,0.00525418,0.00687091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0210412,0.0126323,0.0150225,0.0101655,0,0,0.0341793,0.0263975,0.0161796,0.0627625,0.0220002,0.0437967,0.0095501,0.0100512,0.00897324,0.00978509,0.0080065,0.00538799,0.0353134,0.0114267,0.0120562,0.00529864,0.0124947,0.0253393,0.03172,0.0145691,0.00951302,0.0184432,0.0254653,0.00957603,0.00261859,0.00497337,0,0,0.0203362,0,0.0239436,0.00982151,0.0652431,0.00516693,0.0213419,0.0248839,0.00932885,0.0301565,0.0197173,0.0707365,0.0253355,0.02608,0.0183071,0.0322692,0.0070207,0.0170579,0.0165882,0.0125522,0.0306725,0.0180948,0.00840387,0.0117529,0,0,0,0,0
17,0.00528728,0.00680042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217244,0.0125573,0.0150079,0.0104405,0,0,0.0325027,0.0264151,0.0154935,0.0625653,0.0221766,0.0441338,0.00976313,0.0103401,0.00865835,0.0100413,0.00845404,0.00557586,0.0355512,0.0115196,0.0121609,0.00508749,0.0122901,0.0269062,0.0304649,0.0146336,0.00913387,0.0210337,0.0255546,0.00903003,0.00226165,0.00512272,0,0,0.0201578,0,0.0238547,0.00994495,0.0653382,0.00390001,0.0207847,0.0257382,0.00931595,0.0303065,0.0203805,0.0707956,0.0260487,0.0273857,0.0202362,0.0328658,0.00807793,0.0195103,0.0198125,0.012564,0.030524,0.0179537,0.00831705,0.0117045,0,0,0,0,0
18,0.00537599,0.00677694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226389,0.0124932,0.015083,0.0106239,0,0,0.0307863,0.0264561,0.0146389,0.0623358,0.0225297,0.0445021,0.00998004,0.0106832,0.0083281,0.0103147,0.00881899,0.00573838,0.0357844,0.0116379,0.0124776,0.00489214,0.0120041,0.0285839,0.0290308,0.0147196,0.00876684,0.0234752,0.0254978,0.00856057,0.00273488,0.00516194,0,0,0.0200032,0,0.0236704,0.0100001,0.0654586,0.0025349,0.0201027,0.0265072,0.00918544,0.0304558,0.0209345,0.0707958,0.0265442,0.0284377,0.0221847,0.0333781,0.00915694,0.0220438,0.0227309,0.0124863,0.0304705,0.0179042,0.00827952,0.0117141,0,0,0,0,0
19,0.00547987,0.00679179,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239754,0.0124484,0.015244,0.010617,0,0,0.0291197,0.0265395,0.0137751,0.0620687,0.0229331,0.044907,0.010272,0.0109548,0.00805281,0.0105838,0.00920596,0.00583387,0.0360179,0.0119037,0.0130538,0.00475958,0.0116619,0.0303593,0.0275607,0.0148379,0.00841378,0.0256851,0.0252681,0.00807411,0.00318811,0.00526445,0,0,0.0198795,0,0.0233302,0.010039,0.065632,0.00163114,0.0193154,0.0270181,0.008992,0.0305922,0.0213371,0.0706954,0.0268705,0.0292035,0.0240866,0.0338526,0.0101681,0.0244976,0.0251055,0.0122896,0.0306067,0.0177936,0.00824837,0.0117785,0,0,0,0,0
20,0.00552741,0.00677997,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0254147,0.0124866,0.0153838,0.0105736,0,0,0.0273318,0.0266696,0.0129283,0.0618364,0.0232515,0.0453347,0.0103673,0.0110934,0.00782583,0.0108157,0.00950173,0.00580994,0.0362812,0.0121163,0.0135188,0.0046084,0.0113777,0.0320256,0.0262587,0.0149555,0.00814594,0.0276337,0.025098,0.0075403,0.00376667,0.0054138,0,0,0.0196421,0,0.0229502,0.0101198,0.0658412,0.00180742,0.0185331,0.0272499,0.00874574,0.0307243,0.0215632,0.0705269,0.0270677,0.0296378,0.0257969,0.0342518,0.0110845,0.0267018,0.0272647,0.0121398,0.0307826,0.0176484,0.00819853,0.0118143,0,0,0,0,0
21,0.00550222,0.006713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269224,0.0124958,0.0154689,0.0106403,0,0,0.0264867,0.0267322,0.0125862,0.0615534,0.0234941,0.0457566,0.0103046,0.0111351,0.00765838,0.0110564,0.00993165,0.00568754,0.0365813,0.0121917,0.0137332,0.00441469,0.0111479,0.0335574,0.0257491,0.0149734,0.00804191,0.0290997,0.0252437,0.00724776,0.00446248,0.00559524,0,0,0.0192391,0,0.0227681,0.0103708,0.0660792,0.00235279,0.0177981,0.0272949,0.00847258,0.0308073,0.0216008,0.0702891,0.0270868,0.0297118,0.0271485,0.0345795,0.0118054,0.0284759,0.0290262,0.0120695,0.0305443,0.0177641,0.0081731,0.0117577,0,0,0,0,0
22,0.00554814,0.00667983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283227,0.0125297,0.0155823,0.0107015,0,0,0.025776,0.026867,0.0123631,0.0612574,0.0238534,0.0461109,0.0105014,0.0113775,0.00751601,0.0113498,0.0105596,0.00562948,0.0364955,0.0124647,0.0139912,0.00433415,0.0109206,0.0356184,0.025391,0.0150033,0.00795324,0.0300028,0.0253225,0.00728867,0.00515837,0.0056962,0,0,0.0189433,0,0.0226922,0.0105818,0.0662989,0.00267477,0.0170887,0.0272005,0.00818619,0.0308129,0.0214704,0.0700514,0.026928,0.0295026,0.0280017,0.0347891,0.0123192,0.0297813,0.0301316,0.0120163,0.0302328,0.0181673,0.00812354,0.0118324,0,0,0,0,0
23,0.0056138,0.00665635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291935,0.0124945,0.0155991,0.0106896,0,0,0.0255155,0.0269142,0.0122959,0.0610277,0.0240778,0.0464865,0.0105724,0.0114281,0.00739546,0.011735,0.0109431,0.00553586,0.0363109,0.0126394,0.0140047,0.00424125,0.0107467,0.0376012,0.025236,0.0149998,0.00785744,0.0306093,0.0252858,0.0073798,0.00572299,0.00585523,0,0,0.0186616,0,0.0226127,0.0107704,0.0664753,0.00264835,0.0163875,0.0270916,0.00785325,0.0308108,0.0212144,0.069813,0.0267911,0.0291015,0.0285066,0.034923,0.0127302,0.030567,0.0305607,0.0119904,0.0299835,0.018333,0.00802954,0.0119432,0,0,0,0,0
24,0.0056805,0.00660862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300435,0.0124917,0.0155756,0.0106781,0,0,0.0255675,0.0269137,0.0123835,0.0609228,0.0242151,0.0469101,0.010345,0.0112778,0.00730222,0.011927,0.0109935,0.0054676,0.0362411,0.0126339,0.0140888,0.00408956,0.0106078,0.0392907,0.0252585,0.0149417,0.00780848,0.0306833,0.0252238,0.00742331,0.00618831,0.00606678,0,0,0.0182568,0,0.0225389,0.0109397,0.0666807,0.0024627,0.015755,0.0269802,0.00749315,0.03085,0.0207595,0.0697833,0.026767,0.0284587,0.0287076,0.0351236,0.0131321,0.0308926,0.0307015,0.0119264,0.0297534,0.0183736,0.00793969,0.0120447,0,0,0,0,0
25,0.00571227,0.00642762,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0310526,0.0123723,0.0155616,0.0106814,0,0,0.0259247,0.0268023,0.0126001,0.0608224,0.0244172,0.0473292,0.00996351,0.0112563,0.00718977,0.0118965,0.0107654,0.00549746,0.0362271,0.0126224,0.0142356,0.00394875,0.0104692,0.040725,0.0255319,0.0148202,0.00778546,0.029805,0.0252034,0.00746087,0.00665608,0.00629516,0,0,0.0177988,0,0.0224962,0.0111791,0.0668922,0.00228397,0.0151624,0.026693,0.00715581,0.0308467,0.0201301,0.069788,0.0260655,0.0275732,0.0286473,0.0357197,0.0135782,0.0308577,0.0303375,0.0119277,0.0295933,0.018516,0.00785719,0.0121235,0,0,0,0,0
26,0.00578607,0.00635264,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320466,0.0123227,0.0155706,0.0106966,0,0,0.0259915,0.0268143,0.0125494,0.0606968,0.0246913,0.0477446,0.00978852,0.0112313,0.00704767,0.0117966,0.0104156,0.0051141,0.0362989,0.0127205,0.0144863,0.00381308,0.0103096,0.0420557,0.0254824,0.0148221,0.00778911,0.0287744,0.0251507,0.00742339,0.00702725,0.00641888,0,0,0.0175673,0,0.0224128,0.0114419,0.0671083,0.00219439,0.0146225,0.0260114,0.00683702,0.030814,0.019355,0.0697207,0.0251675,0.0265095,0.0283481,0.0362706,0.0139757,0.0304825,0.0293741,0.011872,0.0295597,0.0187517,0.00776123,0.0121477,0,0,0,0,0
27,0.00587524,0.00633602,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327899,0.0123228,0.0155654,0.0106146,0,0,0.0257029,0.0268692,0.0123352,0.0606882,0.0248642,0.0481358,0.00974441,0.0111434,0.00697521,0.0116768,0.0100748,0.00483902,0.036428,0.0128235,0.0147557,0.00370739,0.0101607,0.0435347,0.0252461,0.014823,0.00777815,0.0277262,0.0250727,0.00729104,0.00739047,0.00651159,0,0,0.017378,0,0.0223212,0.0116068,0.0672598,0.00230269,0.0141547,0.0252549,0.00653175,0.0308069,0.018465,0.0694742,0.0247565,0.0253311,0.0279158,0.036651,0.0142763,0.0298287,0.0280813,0.0117361,0.0295736,0.018942,0.00764164,0.0121752,0,0,0,0,0
28,0.00591309,0.00629642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0335484,0.012315,0.0155697,0.0103459,0,0,0.0254542,0.0269129,0.0122056,0.0605721,0.0249952,0.0485231,0.0096113,0.0109694,0.00692254,0.0114432,0.00969186,0.00466074,0.0365807,0.0128591,0.0147035,0.00358444,0.0100593,0.0449877,0.0250607,0.01474,0.00779934,0.0267794,0.0250438,0.00720998,0.00774402,0.00667382,0,0,0.0171395,0,0.0222072,0.0116858,0.0673797,0.00241833,0.0136981,0.0244592,0.00619278,0.0308357,0.0173771,0.0690341,0.0249262,0.024032,0.0273288,0.0369355,0.0147154,0.0288821,0.0270466,0.0115905,0.0295657,0.0191483,0.00752364,0.0122104,0,0,0,0,0
29,0.00591983,0.0062061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344304,0.0123007,0.0156624,0.010014,0,0,0.0255223,0.0269536,0.0121868,0.0603599,0.0251884,0.0488827,0.00938878,0.0107365,0.00686003,0.0111532,0.00927917,0.00448881,0.0366609,0.0129046,0.0146117,0.00343222,0.00996708,0.0462657,0.0251884,0.0145163,0.00786676,0.0260986,0.0251048,0.00726776,0.00805648,0.00691293,0,0,0.0168823,0,0.0220957,0.0118038,0.067593,0.00247546,0.0132263,0.0234128,0.00584358,0.0308703,0.0161912,0.0684575,0.0244549,0.0225893,0.0265576,0.0370693,0.0151087,0.0275781,0.026455,0.0114891,0.0294727,0.019441,0.0074155,0.0122377,0,0,0,0,0
30,0.00592333,0.00618797,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354611,0.012235,0.0157883,0.00971126,0,0,0.025827,0.0269297,0.0123168,0.060087,0.0254331,0.0492167,0.00922527,0.0105738,0.00675192,0.0109816,0.00890478,0.00436211,0.036692,0.0130159,0.0145954,0.00331641,0.00987918,0.0475608,0.0255499,0.0143266,0.0078525,0.0257852,0.0251185,0.00735292,0.00833682,0.00704244,0,0,0.0165785,0,0.0220433,0.0119343,0.0679152,0.00239909,0.0128066,0.0219595,0.00555116,0.030811,0.0152651,0.0677388,0.0233083,0.0210021,0.0253336,0.0368945,0.0151253,0.0258804,0.0263251,0.0113397,0.0291728,0.019618,0.00723946,0.0121995,0,0,0,0,0
31,0.00596512,0.00662874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365237,0.0121347,0.0158967,0.00944426,0,0,0.0263552,0.0268956,0.0125425,0.0599108,0.0256873,0.0495227,0.00913384,0.0105573,0.0066367,0.0107985,0.00853382,0.00425208,0.0367321,0.0131657,0.0146586,0.00328704,0.00979161,0.0489136,0.0261513,0.014194,0.00780635,0.0258194,0.0249028,0.00752795,0.00868553,0.00701028,0,0,0.0161525,0,0.0219989,0.0118787,0.0683344,0.00228295,0.0124816,0.020183,0.00544763,0.0305998,0.0147633,0.0668256,0.0218012,0.0193975,0.023643,0.0363402,0.0149378,0.0242672,0.0263598,0.0110084,0.0286362,0.0196909,0.0069162,0.0122177,0,0,0,0,0
32,0.00600964,0.0074176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375372,0.0120364,0.0159344,0.00917096,0,0,0.0271279,0.0269173,0.0128959,0.0598056,0.0259465,0.0499381,0.00897173,0.0104891,0.00649247,0.0105144,0.00807106,0.00411674,0.036911,0.0132185,0.0147118,0.00320227,0.00973215,0.0500718,0.0267853,0.0141223,0.00780952,0.0261841,0.0247505,0.00783327,0.00905835,0.00718596,0,0,0.0158592,0,0.0219552,0.0118954,0.0687878,0.00242046,0.0121879,0.018326,0.00542956,0.0304246,0.013544,0.0656726,0.0200857,0.0178266,0.0217017,0.0355242,0.0148722,0.0228794,0.0267961,0.0107731,0.0282446,0.0196893,0.00656035,0.0122987,0,0,0,0,0
33,0.00617362,0.00628479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380398,0.011803,0.0159586,0.00870919,0,0,0.0282072,0.0270631,0.0134591,0.0597152,0.0260721,0.050404,0.00885537,0.0101632,0.00627528,0.0102727,0.00774286,0.00401455,0.0370672,0.013323,0.0147777,0.00310557,0.00966896,0.0511065,0.0276271,0.0141189,0.0078888,0.0269037,0.0245703,0.00805804,0.00936426,0.00768446,0,0,0.0157124,0,0.0218274,0.0121377,0.0692124,0.00333429,0.0117168,0.0166212,0.00542366,0.0303952,0.0121513,0.0643533,0.0182565,0.0162114,0.0200288,0.0350377,0.0149435,0.0218296,0.0279236,0.0106343,0.0279309,0.019864,0.00637968,0.0124388,0,0,0,0,0
34,0.00647197,0.00539645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387184,0.0117074,0.0160917,0.00849539,0,0,0.0291544,0.0271902,0.0139942,0.0595367,0.0263291,0.0508156,0.00886805,0.0101271,0.00618907,0.0101112,0.00752653,0.00401969,0.0371844,0.0135363,0.0149368,0.00296649,0.0095871,0.0522774,0.0282876,0.0140297,0.0081505,0.0277871,0.0240421,0.00808895,0.00989608,0.00812898,0,0,0.0154809,0,0.0214036,0.0120312,0.0696229,0.00468527,0.0114204,0.014674,0.00565449,0.0302906,0.0109829,0.0629696,0.0165709,0.0150632,0.0188044,0.0346716,0.0148212,0.0211087,0.0294532,0.0101702,0.0280972,0.0200229,0.00610544,0.0125864,0,0,0,0,0
