Timestep,C7,CLAV,DBL,DBR,DTL,DTR,FBL,FBR,FTL,FTR,Handle1,Handle2,IMU_L,IMU_M,IMU_R,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x74,x75,x76,LFHD,
1798,0.00621661,0.00175782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0317167,0.012924,0.00523376,0.00741418,0,0,0.0613418,0.0254671,0.0362348,0.0581629,0.0377728,0.0494616,0.0140848,0.00789621,0.0111718,0.00944097,0.0181029,0.0107115,0.0450553,0.0147479,0.0126381,0.0058889,0.0287297,0.0321741,0.0574965,0.017351,0.0141692,0.0157234,0.028307,0.0152115,0.00938459,0.00666399,0,0,0.0361357,0,0.0187147,0.0247956,0.0668243,0.0207123,0.0142598,0.00747752,0.00601531,0.00819511,0.0135215,0.0506361,0.00795488,0.00611605,0.0138293,0.023067,0.0123047,0.0172165,0.0149054,0.0160282,0.0314593,0.0303818,0.00231965,0.0137828,0,0,0,0,0
1799,0.00601809,0.00172336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309537,0.0129659,0.00568712,0.00780951,0,0,0.0604632,0.0255214,0.0356774,0.0585721,0.035723,0.0496584,0.013612,0.00780647,0.0105314,0.00801588,0.0166288,0.0104852,0.0454498,0.0136764,0.0118482,0.00536727,0.0279127,0.0304692,0.0565745,0.0173607,0.0139317,0.0148224,0.0278012,0.0149825,0.00802453,0.00613718,0,0,0.0366311,0,0.0184035,0.0253995,0.0665856,0,0.0139275,0.00817896,0.00500992,0.00749002,0.0146549,0.0511738,0.00884352,0.00775222,0.0147748,0.0230434,0.0127274,0.0180738,0.0128713,0.016389,0.0318307,0.0297023,0.00202894,0.0134858,0,0,0,0,0
1800,0.00586538,0.00176345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0304003,0.0129512,0.00630136,0.00823313,0,0,0.0594164,0.0256003,0.0350751,0.058841,0.0336774,0.0498204,0.0132931,0.00769975,0.00979272,0.00688979,0.0155314,0.0102663,0.045675,0.0127058,0.0113116,0.00489762,0.0271328,0.0290813,0.0555235,0.0173709,0.0136077,0.0119617,0.0274078,0.0133427,0.0069618,0.0056474,0,0,0.0371661,0,0.0181246,0.0259217,0.0662431,0.0172978,0.0137164,0.00904886,0.00445681,0.00674798,0.0150744,0.0515665,0.00959763,0.0086545,0.0142359,0.0227182,0.0118064,0.0165145,0.0103293,0.0167692,0.0320629,0.0288529,0.00180649,0.0132666,0,0,0,0,0
1801,0.0057432,0.00176068,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299503,0.0128493,0.00680193,0.00845067,0,0,0.0584668,0.025717,0.0345723,0.0590155,0.0316991,0.0498409,0.0130776,0.00787303,0.00902537,0.00604031,0.0147469,0.0100432,0.0458302,0.0118947,0.0108947,0.0043372,0.0264389,0.027934,0.0545894,0.0174328,0.0133548,0.00990485,0.0270392,0.0122965,0.00619055,0.00523103,0,0,0.0377134,0,0.017913,0.0263344,0.0661572,0.0155812,0.0135383,0.00974462,0.00413474,0.00592293,0.0145324,0.0517629,0.00967466,0.00884548,0.0136107,0.0223115,0.0111649,0.0151571,0.0080559,0.0172965,0.0322682,0.0278263,0.00153295,0.0131059,0,0,0,0,0
1802,0.00560069,0.00183055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295404,0.0127902,0.00726163,0.00890781,0,0,0.0573243,0.0258663,0.0338725,0.0594513,0.0296668,0.0497426,0.0128282,0.00816411,0.00821436,0.00528957,0.0141143,0.0102466,0.0460161,0.0112794,0.0104513,0.00373855,0.0258512,0.0267978,0.0534398,0.0175014,0.01309,0.00727057,0.0265427,0.0111774,0.0056282,0.00485125,0,0,0.0382902,0,0.0177057,0.0266269,0.0662381,0.0142238,0.0133151,0.0102109,0.00411821,0.00507082,0.0131755,0.0518279,0.00929456,0.00832201,0.0125078,0.0217363,0.0102402,0.0134574,0.00686485,0.0177806,0.0326405,0.0269393,0.00129996,0.0129991,0,0,0,0,0
1803,0.00552877,0.00208255,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293788,0.0126936,0.00765851,0.00950938,0,0,0.0563811,0.026062,0.0333848,0.059793,0.02789,0.0496376,0.0125746,0.00836396,0.00729091,0.00478577,0.0138922,0.0104954,0.0461524,0.0108707,0.0102443,0.00324073,0.0254245,0.0259542,0.0524504,0.0176539,0.0130123,0.00493745,0.0259734,0.0104572,0.00527239,0.00450968,0,0,0.038794,0,0.0175793,0.0267872,0.0663768,0.0136543,0.0130941,0.0101973,0.00435713,0.0042563,0.0111764,0.0518976,0.00861072,0.00714283,0.01093,0.0210875,0.00911129,0.0112587,0.00759095,0.0182459,0.032915,0.0263357,0.00118025,0.0129697,0,0,0,0,0
1804,0.00550865,0.00243934,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296145,0.0124115,0.00830194,0.0103489,0,0,0.0551394,0.0261825,0.0328124,0.0602803,0.0265245,0.0495611,0.0124293,0.0085898,0.00635617,0.00451284,0.0139302,0.0104703,0.0463189,0.0106632,0.0104291,0.00296281,0.0252363,0.0258312,0.0513442,0.0179276,0.0131074,0.00376659,0.0255328,0.0113894,0.00484357,0.00432909,0,0,0.039224,0,0.0175234,0.0268166,0.0663915,0.0138559,0.0127456,0.0096871,0.00470549,0.00346925,0.00891954,0.0522238,0.00782071,0.00563839,0.00900312,0.0208778,0.00829298,0.00890965,0.00842016,0.0188478,0.0329401,0.0254409,0.00120318,0.013023,0,0,0,0,0
1805,0.00558359,0.00276048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303534,0.0121107,0.00920453,0.0112117,0,0,0.0531508,0.026284,0.0317286,0.0606679,0.0256216,0.04966,0.0125,0.0088463,0.00562439,0.004706,0.0145538,0.0101428,0.0464454,0.0108025,0.0109917,0.00280266,0.0253071,0.0267541,0.0498406,0.0182707,0.0130286,0.00367812,0.0251994,0.0135852,0.00417257,0.00435326,0,0,0.0396264,0,0.0174977,0.0267515,0.066006,0.0150195,0.0122482,0.00890681,0.00544751,0.00274027,0.00688483,0.0529841,0.00727059,0.00456752,0.00673778,0.0217723,0.00829479,0.00690296,0.0075061,0.019619,0.0331298,0.0241996,0.00158356,0.0132215,0,0,0,0,0
1806,0.00582397,0.00324614,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316223,0.0118657,0.00995541,0.0120136,0,0,0.0504969,0.0263483,0.0302189,0.0607914,0.0250888,0.0498969,0.012645,0.00915103,0.00530896,0.00522318,0.0157797,0.00993716,0.0464478,0.0112845,0.0118559,0.00246471,0.0256033,0.0287196,0.0477945,0.0186562,0.0126489,0.00529868,0.0248433,0.0155358,0.00338274,0.00455767,0,0,0.0397353,0,0.0175009,0.0266262,0.0650809,0.0159666,0.011618,0.00830568,0.00651268,0.00215528,0.006014,0.0540345,0.00757183,0.00517806,0.00523432,0.0238079,0.00910086,0.0061111,0.0056924,0.0202334,0.0330787,0.0231299,0.00200262,0.0134822,0,0,0,0,0
1807,0.00583548,0.00362276,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033255,0.0116911,0.0108383,0.0131732,0,0,0.047348,0.0263512,0.028351,0.0603969,0.0247124,0.0502493,0.0129134,0.00936042,0.00545745,0.00582959,0.0173301,0.00962995,0.0462568,0.0120937,0.0129317,0.00231599,0.0260842,0.0315532,0.045234,0.0190467,0.012056,0.00817419,0.0244272,0.0164021,0.00256451,0.00491461,0,0,0.0396711,0,0.0174785,0.0263442,0.0642528,0.016457,0.011059,0.00797533,0.00752486,0.0017005,0.00658225,0.054908,0.00847993,0.00653685,0.00555568,0.0257307,0.0101513,0.00673799,0.00735308,0.020596,0.03284,0.0223406,0.00241618,0.0135848,0,0,0,0,0
1808,0.00561457,0.00387436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350612,0.0114542,0.0117453,0.0139315,0,0,0.044769,0.0263719,0.0268676,0.0602203,0.0244483,0.0506689,0.01319,0.00961942,0.00592917,0.0061651,0.0185,0.00975929,0.0462529,0.0128633,0.0139597,0.00232689,0.0266115,0.0347406,0.0431141,0.019433,0.0117362,0.012403,0.0240021,0.0161972,0.00176161,0.00532164,0,0,0.0394415,0,0.0174381,0.0259857,0.0641214,0.015701,0.0106768,0.00749681,0.00823793,0.00130649,0.00662253,0.0553041,0.00874341,0.00656986,0.00633625,0.0263532,0.0105805,0.00796907,0.0119031,0.0206011,0.0328019,0.0218143,0.0026602,0.0133992,0,0,0,0,0
1809,0.00540671,0.00379164,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371444,0.0112231,0.0118692,0.0136503,0,0,0.0430773,0.0264776,0.0257001,0.0605811,0.0245894,0.0509878,0.0134834,0.0098059,0.00665321,0.00660809,0.0193844,0.00948368,0.0466545,0.0137595,0.015045,0.00241713,0.0271234,0.0382146,0.0417006,0.0197304,0.0114322,0.0164801,0.0237337,0.0156931,0.00185269,0.00582174,0,0,0.0390277,0,0.0174055,0.0254967,0.0645646,0.0140547,0.0103596,0.00672196,0.00888372,0.000942976,0.0048608,0.0551774,0.00750892,0.00495753,0.00700281,0.0256681,0.0101012,0.00893077,0.0164414,0.0202887,0.0325176,0.0213354,0.00275328,0.0130359,0,0,0,0,0
1810,0.00533491,0.00359764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394305,0.011144,0.0121214,0.0132831,0,0,0.042026,0.026615,0.0246413,0.060396,0.0253232,0.0512072,0.0139558,0.0098743,0.00749688,0.00748931,0.0203113,0.0095323,0.0469298,0.0147756,0.0163244,0.00259104,0.0276498,0.0420425,0.0409117,0.0198859,0.0109837,0.0191035,0.0235187,0.0149974,0.00269304,0.00640329,0,0,0.0384342,0,0.0173251,0.024935,0.0650087,0.0124517,0.0101047,0.00600142,0.00956358,0.000835378,0.00223428,0.0547134,0.00528567,0.00262845,0.0077289,0.02441,0.00916192,0.00911336,0.0192465,0.0197628,0.0322632,0.0208691,0.00265271,0.0125858,0,0,0,0,0
1811,0.00533777,0.00340158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414599,0.0110356,0.0124231,0.0135214,0,0,0.0417236,0.026671,0.024206,0.0603897,0.0262714,0.0512153,0.0146041,0.00992084,0.00828889,0.00817755,0.0210893,0.00917642,0.0472738,0.015718,0.0174457,0.00277488,0.0281433,0.0462677,0.0405544,0.0199422,0.0107331,0.0195543,0.0234767,0.0140872,0.00362744,0.00695947,0,0,0.0376453,0,0.0172824,0.0243099,0.0653165,0.0113993,0.00992828,0.00571897,0.0101865,0.00112525,0.00110284,0.0543107,0.00339719,0.00147693,0.00777116,0.0234108,0.00836202,0.00893944,0.0193722,0.0190529,0.0318726,0.0204157,0.00259629,0.0122132,0,0,0,0,0
1812,0.00545882,0.00328412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434099,0.0109262,0.0124292,0.0140702,0,0,0.0420442,0.0266615,0.0242318,0.0605801,0.0272227,0.0511734,0.0153873,0.0100005,0.00895325,0.00873895,0.0219108,0.00883592,0.0476794,0.0165331,0.0183146,0.0028637,0.0285921,0.0512632,0.0403596,0.0199703,0.0107331,0.0181919,0.0233258,0.012854,0.00435952,0.00729255,0,0,0.0367626,0,0.0171995,0.0236517,0.0656464,0.0108529,0.00949449,0.00550422,0.0106766,0.00167738,0.00146793,0.0542966,0.00220498,0.00255212,0.00745595,0.0230998,0.00772075,0.00867894,0.017629,0.0182419,0.0318366,0.0198363,0.00273748,0.0120532,0,0,0,0,0
1813,0.00543824,0.00313503,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449338,0.0107955,0.0121571,0.0143701,0,0,0.0429642,0.0265848,0.0245316,0.0607902,0.0282019,0.0511567,0.016214,0.00998896,0.00945971,0.0091545,0.0227085,0.00855482,0.0479947,0.0173871,0.0190537,0.00286803,0.0289808,0.0572683,0.0398298,0.0199158,0.0106957,0.0163975,0.0230495,0.0116527,0.00485889,0.0073191,0,0,0.0356907,0,0.0170701,0.0228805,0.0660429,0.0107152,0.00890564,0.00517797,0.0107938,0.0025441,0.00175234,0.0547608,0.00113883,0.00404811,0.0065301,0.023528,0.00680507,0.00802232,0.0156086,0.0172472,0.0313924,0.019256,0.00291384,0.0120142,0,0,0,0,0
1814,0.0052343,0.00301355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465783,0.0107955,0.011836,0.014752,0,0,0.0437568,0.0264161,0.0246437,0.0611516,0.0294362,0.0511482,0.0169818,0.00994736,0.00980664,0.00937858,0.0235758,0.00879912,0.048172,0.0180482,0.019776,0.00290724,0.0293988,0.0638948,0.0399954,0.0197584,0.0105138,0.0151058,0.0228257,0.0108624,0.00528956,0.00712328,0,0,0.0344621,0,0.016986,0.0219179,0.0663747,0.0106837,0.00841809,0.00521505,0.0105598,0.00344767,0.00254261,0.0556528,0.00122359,0.00562318,0.00515317,0.0244564,0.00546833,0.00667268,0.0142592,0.0160922,0.0305612,0.0185609,0.00307412,0.0119235,0,0,0,0,0
1815,0.00496881,0.00300139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480902,0.0107998,0.0117815,0.014832,0,0,0.0437772,0.0261829,0.0245279,0.0616357,0.0312989,0.0511121,0.017847,0.00985143,0.0100777,0.00986266,0.0245698,0.00947809,0.048227,0.0187241,0.0205746,0.00308741,0.0300136,0.0694997,0.0408744,0.0196051,0.0102849,0.014085,0.0227846,0.00993821,0.00573761,0.00693404,0,0,0.0330767,0,0.0169361,0.0207749,0.0666134,0.0107042,0.00796301,0.00600643,0.0101553,0.00420747,0.0037127,0.0567891,0.00295806,0.00705821,0.00350423,0.025625,0.00392043,0.00469903,0.0134116,0.0147969,0.029549,0.0176368,0.00314957,0.0116707,0,0,0,0,0
1816,0.00477401,0.00295337,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0500133,0.0108616,0.0122519,0.01503,0,0,0.0433405,0.0259008,0.0245376,0.0618997,0.0334674,0.051111,0.0192341,0.00979733,0.0100617,0.0104532,0.0260411,0.0096004,0.0480861,0.0196815,0.0217574,0.00323442,0.0308453,0.0728828,0.0422416,0.0194737,0.0101558,0.0131256,0.0227921,0.00934972,0.00626439,0.00707271,0,0,0.0321484,0,0.0168293,0.0196935,0.0668057,0.0108661,0.00754587,0.00744251,0.0097227,0.00469538,0.00515554,0.0580343,0.00499267,0.00856502,0.00260718,0.0268404,0.00236163,0.00228259,0.0125154,0.013749,0.0285048,0.0162538,0.00302409,0.0113067,0,0,0,0,0
1817,0.00463921,0.00300963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516288,0.0108652,0.0125539,0.0149853,0,0,0.043549,0.0256504,0.0246388,0.0621374,0.0350116,0.0511332,0.02039,0.00982066,0.0097997,0.0109035,0.0271481,0.0096692,0.0479365,0.0208638,0.0230993,0.0035012,0.0315359,0.0753495,0.042459,0.0193153,0.0101778,0.0119829,0.022889,0.00906257,0.00689035,0.00737238,0,0,0.0312326,0,0.0167243,0.0185352,0.0668113,0.0109562,0.00730169,0.00921431,0.00930544,0.00503432,0.00672001,0.0593191,0.00718518,0.01017,0.00375286,0.0279731,0.00110556,0.000565795,0.0114411,0.0128672,0.0269913,0.0152584,0.00275413,0.0108995,0,0,0,0,0
1818,0.00452365,0.00290798,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525582,0.0110323,0.0130085,0.0152383,0,0,0.0440029,0.0254072,0.0243566,0.0621158,0.0361727,0.051066,0.0215281,0.0096498,0.00943176,0.0114218,0.0281107,0.00969919,0.047677,0.0221285,0.0244764,0.00398889,0.0322243,0.076964,0.042348,0.0190306,0.00987962,0.0107013,0.0230644,0.0088267,0.00752095,0.00712143,0,0,0.0302484,0,0.0166255,0.017284,0.0666842,0.0110322,0.00716028,0.0111062,0.00897327,0.00541646,0.00823537,0.0605074,0.00934236,0.0117771,0.00558213,0.0289828,0.00147243,0.00292337,0.0102735,0.011993,0.0249723,0.0142797,0.00235783,0.010551,0,0,0,0,0
1819,0.00454644,0.00289281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534025,0.011295,0.0134575,0.0153494,0,0,0.0438932,0.0251715,0.0238732,0.061399,0.0372365,0.0509775,0.0230849,0.00920289,0.00913089,0.0123463,0.0295799,0.00944148,0.0472148,0.0233809,0.0259009,0.00456081,0.0329108,0.0778821,0.0419814,0.018772,0.00946796,0.00948628,0.0233851,0.00846797,0.00801078,0.00756925,0,0,0.0292139,0,0.0165163,0.0159827,0.0665869,0.0111361,0.00717996,0.0131666,0.0089942,0.00575129,0.00976761,0.0616107,0.0114745,0.0134489,0.00737457,0.0299344,0.00267252,0.00517113,0.00908883,0.0111576,0.0223903,0.0133575,0.00192377,0.0103203,0,0,0,0,0
1820,0.00431715,0.00296304,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538921,0.0115064,0.0139186,0.0152048,0,0,0.043696,0.0250694,0.0237187,0.0608783,0.0379051,0.0508594,0.0240202,0.0086928,0.00892356,0.0131217,0.0306304,0.00928162,0.0467171,0.0242023,0.0269037,0.00504213,0.0336033,0.0782679,0.0418522,0.0186281,0.00930957,0.00833646,0.0238991,0.00832262,0.00843576,0.00766733,0,0,0.028121,0,0.0164638,0.014687,0.0667146,0.0114926,0.00730017,0.0153665,0.00953227,0.00617103,0.0112832,0.062718,0.0135807,0.0150976,0.00886801,0.030858,0.00389027,0.00671617,0.00795878,0.0104017,0.0193189,0.0125704,0.00179433,0.0102431,0,0,0,0,0
1821,0.00412306,0.00301552,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541103,0.0116004,0.0144955,0.0145476,0,0,0.043198,0.0250268,0.0234567,0.060921,0.0382888,0.0508278,0.0245233,0.00819081,0.00868224,0.0135364,0.0310464,0.00906398,0.0465824,0.0248761,0.0278126,0.00530744,0.0342285,0.0785658,0.0414428,0.0185692,0.00925691,0.0074799,0.0244586,0.00836385,0.00876457,0.00726627,0,0,0.026777,0,0.0165013,0.0132994,0.0666898,0.0120514,0.00751699,0.0173,0.00916991,0.00686634,0.0126381,0.0636288,0.015421,0.0165908,0.0100391,0.0317979,0.00510475,0.00744095,0.0070839,0.00961615,0.0158221,0.0118569,0.00190169,0.0103054,0,0,0,0,0
1822,0.00451551,0.00300022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541034,0.0116645,0.0148127,0.0138158,0,0,0.0424051,0.0249481,0.0230158,0.0609747,0.0384075,0.0506855,0.02453,0.00797213,0.00841393,0.0133194,0.0310976,0.00897387,0.0464585,0.0252058,0.0282801,0.00544047,0.0346761,0.0783561,0.040749,0.0185599,0.00911668,0.00723542,0.0249789,0.00871189,0.00897924,0.00707901,0,0,0.0252879,0,0.0166689,0.0118634,0.0667784,0.0123763,0.00743376,0.0186579,0.00927794,0.00784955,0.0136348,0.0642794,0.0167315,0.0176578,0.0104152,0.032586,0.00591223,0.00748154,0.00673675,0.00886575,0.0120244,0.0112425,0.00201366,0.0105273,0,0,0,0,0
1823,0.00497321,0.00292087,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542587,0.0118607,0.0149921,0.0131064,0,0,0.041424,0.0249665,0.0223941,0.0608731,0.0384626,0.0503738,0.0240267,0.00784691,0.00841359,0.0128381,0.0310739,0.00909358,0.0464068,0.0252864,0.0283666,0.00566915,0.0349401,0.0780142,0.0395871,0.0185027,0.00883803,0.00727811,0.0255832,0.00920446,0.00908862,0.00733238,0,0,0.0234358,0,0.0170109,0.0104836,0.067047,0.0126029,0.0075049,0.0194978,0.00795633,0.00881101,0.0142096,0.0646788,0.017558,0.0181601,0.0103952,0.0332206,0.00662496,0.00701879,0.00678574,0.00856816,0.00808911,0.0107613,0.00217454,0.0107427,0,0,0,0,0
1824,0.00502807,0.00282768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544461,0.0120333,0.0151694,0.0129292,0,0,0.040224,0.0250474,0.0216196,0.0607029,0.0385434,0.0500314,0.0227805,0.00765808,0.00840011,0.0126797,0.0311312,0.00920597,0.0464592,0.0252443,0.0281197,0.0058823,0.0350882,0.077666,0.0383302,0.0184462,0.00864757,0.00750111,0.0259979,0.0096622,0.00910039,0.00740413,0,0,0.0218606,0,0.0172013,0.00943005,0.0672943,0.0127097,0.00779761,0.0199262,0.00688011,0.00975051,0.0144059,0.0649384,0.0179973,0.0181701,0.0102276,0.0337198,0.00705297,0.0063931,0.00700464,0.00873538,0.00482116,0.00979324,0.0024557,0.010889,0,0,0,0,0
1825,0.00502887,0.00287067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0547732,0.0120363,0.0152417,0.0134144,0,0,0.0391189,0.0251395,0.0210605,0.0604325,0.0386243,0.0495969,0.0220049,0.00748786,0.00844659,0.0125537,0.0310017,0.00931919,0.0464805,0.025131,0.027608,0.00621715,0.0351475,0.0772265,0.0370333,0.0184465,0.00871647,0.00775351,0.0263301,0.0101512,0.00899157,0.00766076,0,0,0.020315,0,0.0176485,0.00865788,0.0674678,0.0125927,0.00821918,0.0200598,0.00610532,0.0104906,0.0143711,0.0651226,0.0181635,0.0178604,0.0100168,0.0340516,0.00722088,0.00583986,0.00733306,0.00986712,0.00211913,0.00935859,0.00284482,0.0110185,0,0,0,0,0
1826,0.00467658,0.00297998,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545087,0.011975,0.0150772,0.0134047,0,0,0.0377559,0.0251706,0.0203885,0.0599755,0.0386071,0.0490755,0.0211325,0.00745097,0.00845079,0.0121119,0.0304464,0.00939637,0.0463568,0.0248961,0.0269391,0.00682761,0.0352011,0.0764879,0.0355989,0.0184214,0.008294,0.00789696,0.0263784,0.0104592,0.00894473,0.0077557,0,0,0.019409,0,0.0177938,0.0083283,0.0676216,0.0122934,0.00853046,0.0200671,0.00554671,0.0109515,0.0141992,0.0652936,0.0182041,0.0172541,0.00984379,0.03416,0.00739335,0.00567831,0.00752593,0.0108004,0.00202364,0.00865871,0.00327542,0.0111649,0,0,0,0,0
1827,0.00235501,0.00259187,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565552,0.0132496,0.0158526,0.0143009,0,0,0.0340883,0.02421,0.0193994,0.0594835,0.0402255,0.0459502,0.0201814,0.00943851,0.00750563,0.0106456,0.0289765,0.00827173,0.0450968,0.0255722,0.0277759,0.00712837,0.0354494,0.0790636,0.0329485,0.0183991,0.00899592,0.00788489,0.0267731,0,0.0141653,0.00589767,0,0,0.0189366,0,0.0179453,0.00942589,0,0.0149918,0.0186374,0.0186274,0.0121154,0.0116952,0.0124038,0.056704,0.0170646,0.0162079,0.0106976,0.0385766,0.00853087,0.00781324,0.00694462,0.0124676,0.00387411,0.00891888,0.00211578,0.00712161,0,0,0,0,0
1828,0.0049055,0.00361808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531856,0.0118133,0.0145311,0.0124543,0,0,0.0340229,0.0254453,0.0184021,0.0583305,0.0378487,0.0482451,0.0177057,0.00702293,0.0083656,0.00990587,0.0268365,0.00937049,0.0451282,0.0239045,0.0254426,0.00723887,0.035071,0.0740377,0.0320598,0.0182985,0.00751213,0.00694908,0.0258778,0.0100824,0.00879772,0.00692161,0,0,0.0191386,0,0.0180487,0.00897515,0.0675229,0.0115017,0.00879353,0.0200506,0.00508035,0.0113136,0.0137505,0.0656106,0.0182589,0.0156743,0.00979602,0.0341636,0.00765067,0.00659511,0.00771022,0.0133637,0.00473423,0.00728206,0.00391389,0.0111336,0,0,0,0,0
1829,0.00528939,0.00382269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533345,0.0119136,0.0143057,0.0115246,0,0,0.0317546,0.0254849,0.017101,0.0580807,0.0376218,0.0481254,0.0168294,0.00664206,0.00804997,0.00965836,0.0251077,0.00935074,0.0454668,0.0236688,0.0250531,0.00737794,0.0347836,0.0735609,0.0299654,0.0182413,0.0069816,0.00687658,0.0253659,0.00956238,0.00841786,0.00684471,0,0,0.0192184,0,0.0178488,0.00903953,0.0673124,0.0108646,0.00961191,0.0198209,0.00435398,0.0116236,0.0134068,0.0658203,0.018109,0.0151501,0.00979186,0.0339377,0.007721,0.00708057,0.00731879,0.0146205,0.00532317,0.00645336,0.00372697,0.0111809,0,0,0,0,0
1830,0.00546772,0.00397469,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539156,0.0119601,0.014243,0.0108798,0,0,0.0288187,0.0254778,0.0154707,0.0579135,0.036797,0.0480562,0.0157604,0.00634012,0.00764251,0.00940907,0.0238465,0.00914806,0.045765,0.0235314,0.0250312,0.00753479,0.0345341,0.0732076,0.0274229,0.0181822,0.00668031,0.0067853,0.0246842,0.00911281,0.00826174,0.00723536,0,0,0.0195212,0,0.0175654,0.00929714,0.0672232,0.010394,0.0101045,0.0194212,0.00405523,0.011908,0.0129802,0.0657947,0.0177982,0.014602,0.0095739,0.033661,0.00772811,0.0072095,0.00719925,0.0156809,0.00556811,0.00554747,0.00356836,0.0113569,0,0,0,0,0
1831,0.00589197,0.00410522,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539687,0.011606,0.0144144,0.0102989,0,0,0.0239174,0.0255722,0.0130246,0.0577662,0.0358362,0.0479499,0.0141524,0.0060171,0.00759439,0.00847481,0.0219674,0.00893146,0.0458793,0.0231326,0.0244243,0.00775129,0.0341857,0.0724125,0.0229813,0.0182117,0.00656258,0.00680856,0.0239724,0.00880507,0.00814593,0.0077302,0,0,0.020315,0,0.0174144,0.0100296,0.067211,0.0100896,0.0104005,0.0189033,0.00364139,0.0118554,0.0125011,0.0656224,0.0174068,0.0138719,0.00908426,0.0333979,0.00755167,0.00683209,0.0070897,0.0168365,0.00574688,0.0048756,0.0036031,0.0114734,0,0,0,0,0
1832,0.00593748,0.00425388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536762,0.0120252,0.0146064,0.0100053,0,0,0.0222721,0.025613,0.0119638,0.057557,0.0349662,0.0477716,0.0123738,0.00556825,0.00736867,0.0075052,0.0197111,0.00893334,0.0459742,0.0226274,0.0236392,0.0079859,0.0338358,0.0714121,0.021579,0.0180659,0.00594149,0.00686517,0.0233691,0.008521,0.00810248,0.00808221,0,0,0.0201809,0,0.0168527,0.00979516,0.0671573,0.00976947,0.0106908,0.0182596,0.00336935,0.0114414,0.0120564,0.0654327,0.0169001,0.013003,0.00841192,0.0330892,0.00716388,0.00610615,0.00721138,0.0171337,0.00552797,0.0042024,0.00345032,0.011788,0,0,0,0,0
1833,0.00617705,0.00417265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534394,0.0116899,0.0147688,0.00962145,0,0,0.0191292,0.026033,0.0105414,0.0571961,0.0340449,0.0476214,0.010504,0.0048431,0.00741889,0.00625379,0.0175472,0.00897424,0.0457877,0.0221534,0.0230106,0.00796407,0.033622,0.0701098,0.0190183,0.018059,0.00566896,0.00701718,0.0228952,0.00815589,0.00797506,0.00788921,0,0,0.020071,0,0.0164208,0.0098145,0.0671195,0.00941925,0.0111573,0.0176047,0.00328837,0.011107,0.0116979,0.0652688,0.0164805,0.0121915,0.00771466,0.0327603,0.00681245,0.0053858,0.0072095,0.017471,0.00524014,0.00378647,0.00345671,0.0118583,0,0,0,0,0
