Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,RTOE,x73,x74,REAR
36,0.00698012,0.0158587,0,0,0,0,0,0,0.0602404,0.0230654,0.018588,0.00732214,0,0,0.0173202,0,0.0416072,0.00711313,0.0514682,0.0246283,0.00858876,0.04292,0.00655702,0.0173455,0.0308387,0.0665683,0.0351089,0.0668559,0.0371364,0.0204645,0.0147508,0.0373021,0.0457874,0.0111037,0.0392961,0.00592163,0.00702041,0.0259199,0.00673374,0.00157048,0.00540862,0,0.0270794,0,0.0306894,0.0159507,0.0325255,0.00884493,0.0247565,0.00510182,0.00496628,0.0178725,0.000955303,0.0140721,0.00185316,0.00298465,0.00901719,0.0233758,0.00567151,0.0105314,0.0119646,0.009126,0.00775594,0.0163805,0.00301774,0,0,0,0,0,0,0,0,0,0
37,0.00718798,0.0160957,0,0,0,0,0,0,0.0602594,0.0230012,0.0186247,0.00727229,0,0,0.0158907,0,0.0415307,0.00680145,0.0513855,0.0249415,0.00880657,0.0431184,0.00680102,0.0173887,0.0308631,0.0668103,0.0352118,0.066758,0.0371589,0.0207383,0.014755,0.0373044,0.0459054,0.00963915,0.0395848,0.00591887,0.00749192,0.0259695,0.00679949,0.00176899,0.00479717,0,0.0244348,0,0.030464,0.0147069,0.0324299,0.00866577,0.0247206,0.00509589,0.00521205,0.0183812,0.00103408,0.0137989,0.00176494,0.00299502,0.00907684,0.0234141,0.0057139,0.010548,0.0113754,0.00982879,0.00800017,0.0162461,0.00324088,0,0,0,0,0,0,0,0,0,0
38,0.00753739,0.0160634,0,0,0,0,0,0,0.0605338,0.023137,0.0185065,0.00769107,0,0,0.0145305,0,0.0416162,0.00654236,0.0513299,0.0252471,0.00910448,0.0433358,0.00713516,0.0178182,0.0309139,0.0669897,0.0353976,0.0667531,0.0372842,0.0209586,0.0148314,0.0373939,0.0462781,0.00815471,0.0398993,0.00567853,0.00674861,0.0261112,0.00695105,0.00205151,0.00415142,0,0.0221682,0,0.0305096,0.013818,0.032363,0.00781826,0.0248049,0.00409354,0.00549462,0.0186716,0.00167198,0.0141382,0.00263801,0.00342682,0.00783594,0.0225329,0.00506814,0.00910163,0.0109892,0.0102478,0.00841139,0.0162554,0.00349297,0,0,0,0,0,0,0.00732726,0,0,0
39,0.00785925,0.0162389,0,0,0,0,0,0,0.0605875,0.0231857,0.0184855,0.00774106,0,0,0.0135479,0,0.0415894,0.00651764,0.051313,0.0253999,0.00915216,0.0435035,0.00735827,0.0181932,0.0309623,0.0670713,0.035462,0.0668226,0.0373459,0.0209663,0.0148967,0.0374413,0.046305,0.00701479,0.0400829,0.00564053,0.00631836,0.026191,0.00676979,0.001955,0.00372264,0,0.0205266,0,0.0305254,0.013325,0.0325077,0.0095542,0.0249481,0.00509252,0.00584377,0.0191643,0.00094226,0.0140186,0.00181062,0.00298491,0.00910396,0.0233822,0.00572551,0.0106533,0.0106216,0.0105035,0.00864545,0.0162931,0.00388848,0,0,0,0,0,0,0,0,0,0
40,0.00816137,0.0164131,0,0,0,0,0,0,0.0604902,0.0231127,0.0185813,0.00783846,0,0,0.0128177,0,0.0414514,0.00675985,0.0513434,0.0256354,0.00930701,0.0437166,0.00751622,0.0185091,0.030997,0.0670212,0.035446,0.0668463,0.0374174,0.0208483,0.0149971,0.0375114,0.046265,0.00611008,0.0401308,0.00579256,0.0070025,0.0262038,0.00679111,0.00196468,0.00353346,0,0.0192535,0,0.0304993,0.0131214,0.0325007,0.00921423,0.0249467,0.00528046,0.00605141,0.0196528,0.000894873,0.0139716,0.00179609,0.00286328,0.00915343,0.0233552,0.00579521,0.0107392,0.010274,0.0107846,0.00877156,0.0162577,0.0043295,0,0,0,0,0,0,0,0,0,0
41,0.00847543,0.0165282,0,0,0,0,0,0,0.0605163,0.0233453,0.0187935,0.00794006,0,0,0.0120027,0,0.0413972,0.00687259,0.0513379,0.025799,0.00946651,0.0438266,0.00772672,0.0189025,0.0309251,0.0668871,0.035431,0.0668038,0.0374917,0.020511,0.0151025,0.0375656,0.0461596,0.00523983,0.040106,0.0059685,0.00748297,0.0262195,0.00673794,0.00205193,0.00343232,0,0.0181307,0,0.0304716,0.0128574,0.0324634,0.0088821,0.0248974,0.00533249,0.0062659,0.0200937,0.000801323,0.0138544,0.00172224,0.00281998,0.00908987,0.0233522,0.00570465,0.0106817,0.00992214,0.0112266,0.00895424,0.0162264,0.00473399,0,0,0,0,0,0,0,0,0,0
42,0.00887181,0.0166822,0,0,0,0,0,0,0.0604595,0.0237623,0.0190307,0.00805407,0,0,0.0111495,0,0.0414875,0.00664762,0.0512892,0.0259637,0.00960534,0.0439357,0.00796554,0.0194584,0.0308278,0.0669457,0.0353864,0.0667737,0.0376204,0.020401,0.0152044,0.0375917,0.0460854,0.00451306,0.0401218,0.00609298,0.00780384,0.0263019,0.00671715,0.00216433,0.00355046,0,0.0172569,0,0.0304334,0.0123573,0.0324408,0.00871848,0.0248977,0.005406,0.00651243,0.020636,0.000764303,0.0137331,0.00157419,0.00282362,0.00907559,0.0233441,0.00563129,0.010625,0.00963642,0.0115875,0.00911693,0.016285,0.00520301,0,0,0,0,0,0,0,0,0,0
43,0.00925799,0.0166672,0,0,0,0,0,0,0.0607721,0.0238479,0.0191518,0.00844115,0,0,0.00989411,0,0.0415369,0.00609435,0.0512261,0.0261758,0.00994844,0.0441941,0.00838348,0.0197526,0.0307152,0.0669664,0.0353498,0.066766,0.0377148,0.0205715,0.0153617,0.0376646,0.0462535,0.00411916,0.0402327,0.00621496,0.00694048,0.026418,0.0068616,0.00251044,0.00348836,0,0.0158778,0,0.030419,0.0114595,0.0323239,0.00758937,0.0247974,0.00443298,0.00688235,0.0208934,0.00143299,0.013813,0.00241597,0.00302284,0.00774754,0.0224498,0.00531702,0.00892615,0.00938822,0.0122742,0.00947696,0.0162735,0.00547371,0,0,0,0,0,0,0.00746784,0,0,0
44,0.00972614,0.0171323,0,0,0,0,0,0,0.0609236,0.0239697,0.0191975,0.00847741,0,0,0.00894211,0,0.041332,0.00554573,0.0511701,0.026213,0.0100494,0.044335,0.00868722,0.0198216,0.0306835,0.0668774,0.0352137,0.066828,0.0377196,0.0206602,0.0154835,0.0376832,0.0461206,0.00390189,0.0403014,0.00640244,0.00615436,0.0265552,0.00651578,0.00247988,0.00391363,0,0.014598,0,0.0303204,0.0106155,0.0324169,0.00922565,0.024902,0.00534777,0.00730031,0.0216689,0.000763906,0.0136147,0.00162942,0.00276708,0.00887743,0.0233581,0.00625792,0.0102042,0.009137,0.0124895,0.00960744,0.0163398,0.00594272,0,0,0,0,0,0,0,0,0,0
45,0.0102067,0.0174511,0,0,0,0,0,0,0.0609826,0.0242406,0.019295,0.00885466,0,0,0.00815431,0,0.0408556,0.00530244,0.0511407,0.026384,0.0103369,0.0444542,0.00921549,0.0196909,0.0307126,0.0668852,0.0353391,0.0668526,0.0377144,0.0207355,0.0155371,0.0377418,0.0461215,0.00336567,0.0401438,0.00671059,0.00672585,0.026662,0.00672285,0.00281684,0.00428297,0,0.0130796,0,0.0301966,0.00994621,0.0322258,0.00733167,0.0249328,0.00453215,0.00776918,0.0225046,0.0012671,0.0137135,0.00250348,0.00287768,0.00761796,0.0224654,0.00530546,0.00866683,0.00901002,0.0127441,0.00973411,0.0162785,0.00631861,0,0,0,0,0,0,0.00733507,0,0,0
46,0.0107034,0.0177788,0,0,0,0,0,0,0.060916,0.0244395,0.0195424,0.008965,0,0,0.00725293,0,0.0406453,0.00502778,0.051097,0.0264482,0.0104365,0.0443751,0.00958128,0.019965,0.0307039,0.0669163,0.0355805,0.0669014,0.0375008,0.0206893,0.0155224,0.0377455,0.0459134,0.00288088,0.0401813,0.00689935,0.00602343,0.0267479,0.00643805,0.00289708,0.00488934,0,0.0115611,0,0.0300184,0.00956791,0.032294,0.00902222,0.0250484,0.00543805,0.00822504,0.0234909,0.000479958,0.0136633,0.0016349,0.00255896,0.0087774,0.0232136,0.00584909,0.0100402,0.00890995,0.0128621,0.00975439,0.0163808,0.00681043,0,0,0,0,0,0,0,0,0,0
47,0.0111734,0.0176384,0,0,0,0,0,0,0.0608607,0.0245421,0.0195455,0.00938429,0,0,0.00633394,0,0.0406921,0.00490112,0.0510888,0.0265821,0.0107161,0.0443245,0.0100691,0.020428,0.030541,0.0668378,0.035576,0.0668645,0.0373689,0.0207383,0.0155019,0.0377478,0.0458312,0.00297161,0.0403271,0.00691672,0.00668403,0.0268145,0.00647996,0.00326872,0.00539513,0,0.00982007,0,0.029824,0.00926208,0.032159,0.00683305,0.025081,0.00453663,0.00869725,0.0244084,0.000961832,0.0139555,0.00222855,0.0025918,0.00741086,0.0222224,0.00571721,0.00832541,0.00883283,0.0131011,0.00977675,0.0164395,0.00720589,0,0,0,0,0,0,0.00744275,0,0,0
48,0.0114975,0.0176491,0,0,0,0,0,0,0.0607777,0.0243532,0.0193609,0.00953471,0,0,0.00565721,0,0.0408815,0.00503358,0.0510705,0.0266087,0.0107907,0.0443004,0.0104319,0.0208641,0.0304965,0.0668445,0.0355538,0.0668111,0.0374342,0.0207838,0.0154714,0.0376608,0.0454995,0.00363045,0.0405548,0.00687476,0.00629956,0.0268553,0.00624411,0.00324071,0.00594988,0,0.00803439,0,0.0296099,0.00894518,0.0323207,0.00845929,0.025199,0.00548268,0.00915785,0.0252939,0.000342551,0.0137836,0.001627,0.00233295,0.00853163,0.0230697,0.00608802,0.00972823,0.00869824,0.0133061,0.009755,0.0164424,0.00746644,0,0,0,0,0,0,0,0,0,0
49,0.0115536,0.0178001,0,0,0,0,0,0,0.0606669,0.0241849,0.0194237,0.0106142,0,0,0.00558311,0,0.0407594,0.00555588,0.0510135,0.0265822,0.0112883,0.0447197,0.0109739,0.0216168,0.0307079,0.0670592,0.0360418,0.0664272,0.0377019,0.0205376,0.0152406,0.0376969,0.0445435,0.0046152,0.0406255,0.00711573,0.00883051,0.0269734,0.00641196,0.00524464,0.00731096,0,0.0065831,0,0.0294421,0.00870067,0.03199,0.00776159,0.0228666,0.0041757,0.00931681,0.0265238,0.00216401,0,0.00305283,0.00415458,0.00822095,0.0246435,0.00666502,0.00935578,0.00886131,0.0127513,0.0093114,0.0159052,0.00813273,0,0,0,0,0,0,0,0,0,0
50,0.0118154,0.0180446,0,0,0,0,0,0,0.0606384,0.0243204,0.0194562,0.0101291,0,0,0.00635337,0,0.0403884,0.00588697,0.0510408,0.0266688,0.011477,0.0448432,0.0111243,0.0218392,0.030721,0.0670161,0.0361181,0.0664639,0.0377481,0.0202996,0.0152486,0.0376874,0.044242,0.00551821,0.0405655,0.00725226,0.00877744,0.0270713,0.00629556,0.00549476,0.00798892,0,0.00546036,0,0.0292389,0.00840147,0.0320735,0.00763527,0.0228481,0.00435169,0.00970389,0.0274131,0.00211138,0,0.00308747,0.00410482,0.00810665,0.0246011,0.00641265,0.00926934,0.00890628,0.012334,0.00887338,0.015932,0.00838438,0,0,0,0,0,0,0,0,0,0
51,0.0120388,0.017889,0,0,0,0,0,0,0.0606717,0.0243972,0.0194499,0.00851513,0,0,0.0074412,0,0.0402351,0.00595805,0.051144,0.0268876,0.0113795,0.0447098,0.0111961,0.0215968,0.0304154,0.0666322,0.0359426,0.0668579,0.0375295,0.0201762,0.0154901,0.0376016,0.0446136,0.00678412,0.0406735,0.00718528,0.00676915,0.0271172,0.00588707,0.0041652,0.00753088,0,0.00456447,0,0.0290676,0.00813522,0.0325178,0.0074058,0.0252191,0.0057974,0.0105396,0.027794,0.000509035,0.0135382,0.00170729,0.00230232,0.00823482,0.0229934,0.00542351,0.00940571,0.00883581,0.0118125,0.00849857,0.0161442,0.00784291,0,0,0,0,0,0,0,0,0,0
52,0.0124365,0.0181016,0,0,0,0,0,0,0.06065,0.0244143,0.0195909,0.0099213,0,0,0.00863507,0,0.0401368,0.00612533,0.0510784,0.0268624,0.0118496,0.0451411,0.0118569,0.0225229,0.0302384,0.066721,0.0362271,0.0665441,0.0376962,0.0201441,0.0152732,0.0376419,0.043549,0.00873751,0.0407506,0.00738594,0.00886043,0.0273213,0.00617311,0.00600194,0.00896926,0,0.00470653,0,0.0287979,0.00834775,0.0321847,0.00692231,0.0230021,0.00437471,0.0104919,0.0293256,0.00171446,0,0.00245746,0.00362142,0.00820961,0.0244604,0.00595515,0.00924792,0.00982781,0.0111928,0.00824029,0.0157125,0.00882537,0,0,0,0,0,0,0,0,0,0
53,0.012826,0.0179614,0,0,0,0,0,0,0.0606463,0.0244975,0.0195843,0.0097334,0,0,0.00977191,0,0.0402955,0.00607053,0.0510642,0.0269281,0.0116102,0.0449826,0.0123082,0.0227872,0.0299603,0.0664162,0.0359188,0.0670002,0.0377062,0.0202869,0.0156065,0.037639,0.0440316,0.0100573,0.040908,0.00720469,0.00721484,0.0274489,0.00566572,0.00413347,0.00836809,0,0.00524013,0,0.0286075,0.008427,0.0325682,0.00675986,0.0253477,0.00584859,0.0113439,0.0295469,0.000673217,0.0129902,0.00167352,0.00244308,0.00806397,0.0229561,0.00586127,0.0090935,0.0103061,0.0106699,0.0079863,0.0159641,0.00854255,0,0,0,0,0,0,0,0,0,0
54,0.0131787,0.0182478,0,0,0,0,0,0,0.0609091,0.0246137,0.0200812,0.0100422,0,0,0.0107734,0,0.040401,0.00616653,0.051024,0.0273674,0.0116028,0.0455204,0.0125316,0.0232133,0.0301509,0.0666915,0,0.0668025,0.0381215,0.0206008,0.0158176,0.0379032,0.0440559,0.0115317,0.0410668,0.00722972,0.00737831,0.0276318,0.00563131,0.00435191,0.00892889,0,0.00636613,0,0.0283619,0.00863465,0.0325657,0.00630841,0.0255414,0.00590899,0.0116284,0.0304164,0.000669276,0.0128974,0.00160564,0.00236203,0.0079713,0.0229067,0.00576443,0.00892074,0.0111348,0.010193,0.0077785,0.0159304,0.00892902,0,0,0,0,0,0,0,0,0,0
55,0.0135605,0.0180265,0,0,0,0,0,0,0.060742,0.0246384,0.0200612,0.010159,0,0,0.0119021,0,0.0404216,0.00625104,0.0509861,0.0271119,0.0117732,0.0451794,0.0128941,0.0238106,0.0299938,0.0662746,0.0353401,0.067131,0.0379021,0.0204095,0.0156132,0.0377382,0.0435327,0.0131027,0.0413091,0.00713821,0.00611306,0.0277455,0.00538224,0.00481409,0.00826248,0,0.00845965,0,0.0282937,0.00933138,0.0326094,0.00640801,0.0254143,0.00578053,0.0120121,0.0299626,0.000568778,0.0128977,0.00161288,0.00221352,0.0076533,0.0227479,0.00580664,0.00853314,0.011888,0.00967226,0.00759193,0.0159528,0.00921631,0,0,0,0,0,0,0,0,0,0
56,0.0139648,0.0186802,0,0,0,0,0,0,0.0605859,0.0246728,0.0199139,0.0102277,0,0,0.0130649,0,0.0404156,0.00637912,0.0509284,0.0270414,0.0118706,0.0452155,0.0130602,0.0240014,0.0299633,0.0661705,0.0355308,0.0671615,0.0380047,0.0204025,0.015608,0.0377641,0.0431985,0.0142973,0.0414586,0.00717206,0.00727788,0.0279469,0.00541319,0.00495609,0.00965154,0,0.00929327,0,0.02795,0.00937092,0.0326168,0.00547169,0.0253873,0.00599423,0.0122432,0.0319796,0.00072228,0.0128512,0.00161102,0.00223508,0.00757578,0.0226096,0.00567058,0.00841461,0.0130221,0.00932663,0.00747953,0.0157421,0.00952929,0,0,0,0,0,0,0,0,0,0
57,0.014192,0.0183417,0,0,0,0,0,0,0.060579,0.0248749,0.019821,0.0106503,0,0,0.0142708,0,0.0403966,0.00655674,0.050869,0.0270858,0.0121871,0.0453038,0.0136627,0.0243216,0.0299773,0.0663057,0.0355177,0.0671806,0.0379998,0.02046,0.015616,0.0378487,0.0431526,0.0153983,0.0415051,0.00717653,0.00591557,0.0281021,0.0052465,0.00542884,0.00959946,0,0.0109492,0,0.0278405,0.00988224,0.0325367,0.00406264,0.0252385,0.00478284,0.0127782,0.0325062,0.000765239,0.0130102,0.00189971,0.00184067,0.00591503,0.0215095,0.00540077,0.00613303,0.0138131,0.00895255,0.00732673,0.0154572,0.00964557,0,0,0,0,0,0,0.00622835,0,0,0
58,0.0144444,0.0183641,0,0,0,0,0,0,0.0605346,0.0251849,0.019778,0.0106329,0,0,0.0151619,0,0.0404607,0.00662277,0.050872,0.0270966,0.0122316,0.0453185,0.0139199,0.0247593,0.030025,0.0665998,0.0348462,0.0672261,0.0375438,0.020443,0.0156025,0.0378557,0.0428773,0.016169,0.0415529,0.00726235,0.00492704,0.0282837,0.0051012,0.00564618,0.0100284,0,0.0124811,0,0.0276504,0.0103839,0.0326417,0.00585338,0.0252928,0.00592529,0.0131378,0.0333072,0.00111552,0.0128721,0.00137739,0.00232029,0.00709606,0.0223188,0.00626979,0.00782746,0.0146104,0.00858773,0.00715157,0.01547,0.00994378,0,0,0,0,0,0,0,0,0,0
59,0.0145918,0.0184647,0,0,0,0,0,0,0.0606856,0.025393,0.0201333,0.010682,0,0,0.0161825,0,0.0405486,0.00679576,0.0509038,0.0274604,0.0123446,0.0458145,0.0141937,0.0250365,0.030351,0.0670895,0,0.0669408,0.0376128,0.0205929,0.0157697,0.0380322,0.0427972,0.0171021,0.0416451,0.00737409,0.00502535,0.0284545,0.0050406,0.00647266,0.010622,0,0.0141511,0,0.027435,0.0110764,0.0325597,0.00512503,0.0252814,0.00598774,0.0134846,0.0341121,0.00108183,0.0129802,0.00141678,0.00226292,0.00680629,0.0221576,0.00618175,0.0075131,0.0155055,0.00804778,0.00700574,0.0154667,0.0101447,0,0,0,0,0,0,0,0,0,0
60,0.014749,0.0181164,0,0,0,0,0,0,0.0605144,0.0254682,0.0199354,0.0118856,0,0,0.017513,0,0.0405262,0.00737158,0.0508039,0.0270666,0.0129908,0.045782,0.0148034,0.02561,0.030312,0.067157,0.034791,0.066756,0.0377347,0.0204407,0.0153459,0.0379558,0.0418987,0.0184527,0.0417317,0.00765713,0.00722649,0.0286008,0.00655289,0.00898288,0.0113936,0,0.0163443,0,0.0273153,0.0121173,0.0321218,0.00528991,0.0227983,0.00333419,0.0134504,0.034715,0.00176613,0,0.00376363,0.00376044,0.00512482,0.0223186,0.00536908,0.0050464,0.016557,0.00719332,0.00680856,0.0146837,0.010699,0,0,0,0,0,0,0.00666804,0,0,0
61,0.0149411,0.0180399,0,0,0,0,0,0,0.0604039,0.0256721,0.0199476,0.0119063,0,0,0.0187407,0,0.0403892,0.00798988,0.0508327,0.0270125,0.0131455,0.045827,0.0149446,0.0258289,0.0303565,0.067214,0.0347758,0.0667441,0.0377731,0.0203935,0.0153258,0.037947,0.0414914,0.0192595,0.0417464,0.00767103,0.0050325,0.0287293,0.00518966,0.00862159,0.0116776,0,0.0179899,0,0.0271777,0.0127836,0.0323437,0.00576419,0.0228735,0.00334394,0.0139141,0.0351778,0.00089099,0,0.0021994,0.00312609,0.00647683,0.0230541,0.00613114,0.00721379,0.0174069,0.00653875,0.00664931,0.0144903,0.0107284,0,0,0,0,0,0,0,0,0,0
62,0.0149471,0.0175363,0,0,0,0,0,0,0.0604147,0.0258984,0.0200662,0.0122323,0,0,0.0201606,0,0.0402442,0.00868351,0.0507982,0.027088,0.0134818,0.0459148,0.015202,0.0260258,0.030366,0.0672557,0.0347907,0.0667471,0.0379765,0.0204515,0.0153084,0.0379876,0.0413607,0.0201972,0.0417419,0.00772794,0.00674906,0.0288844,0.006461,0.00836422,0.0117972,0,0.0194958,0,0.0271065,0.0134445,0.0321278,0.00525559,0.0226742,0.00293281,0.0144264,0.0355335,0.00134621,0,0.00342611,0.00349115,0.00448202,0.0218702,0.00503426,0.00439242,0.0180716,0.00593632,0.00646624,0.0141735,0.0105959,0,0,0,0,0,0,0.00601393,0,0,0
63,0.0149387,0.0165702,0,0,0,0,0,0,0.0603557,0.0258227,0.0201677,0.0122448,0,0,0.0214632,0,0.0403539,0.00907407,0.050822,0.0270687,0.0135339,0.0458683,0.0155534,0.0262565,0.030377,0.0671501,0.0350407,0.0667679,0.0379379,0.020539,0.0152742,0.0379254,0.0410691,0.021134,0.0418944,0.00769499,0.00427881,0.0290462,0.00522136,0.00829586,0.0115894,0,0.021187,0,0.0271812,0.014312,0.0323877,0.00549362,0.0228547,0.00293208,0.0148841,0.0351672,0.00108804,0,0.00191799,0.00307957,0.00592337,0.0225754,0.00589642,0.00673544,0.0186281,0.00539667,0.00628111,0.0139055,0.0105929,0,0,0,0,0,0,0,0,0,0
64,0.014777,0.0160968,0,0,0,0,0,0,0.0602213,0.0257733,0.0202019,0.0122932,0,0,0.0227593,0,0.0404679,0.00930761,0.0508245,0.0270485,0.0136424,0.0458958,0.0159809,0.026122,0.0303273,0.0670471,0.0357972,0.0668119,0.0374064,0.0208593,0.0153279,0.0379032,0.0408746,0.0219783,0.0420494,0.00775452,0.00342284,0.0291934,0.00518221,0.00865942,0.0116288,0,0.0222577,0,0.027094,0.0147637,0.0324574,0.00569837,0.0229154,0.0026306,0.0153655,0.035357,0.00125389,0,0.00177838,0.0030279,0.00553445,0.0222492,0.00570976,0.00625376,0.0191177,0.00526944,0.00616748,0.0135446,0.0103404,0,0,0,0,0,0,0,0,0,0
65,0.0146097,0.0157705,0,0,0,0,0,0,0.0600771,0.0258345,0.0202734,0.0122335,0,0,0.0239597,0,0.0405116,0.00949204,0.0508287,0.0270709,0.0137432,0.0459509,0.0163278,0.0260995,0.030439,0.0670927,0.0364789,0.0668901,0.0372339,0.0209981,0.015402,0.037842,0.0406805,0.0228354,0.0421724,0.0078429,0.0027753,0.029333,0.00509762,0.00908024,0.0116651,0,0.0231701,0,0.027055,0.0151213,0.0326111,0.00593433,0.0229377,0.00230345,0.015837,0.0353841,0.0014459,0,0.00180991,0.00299125,0.00503614,0.0218587,0.005401,0.00577452,0.0195423,0.00510244,0.00611758,0.0132339,0.0100967,0,0,0,0,0,0,0,0,0,0
66,0.0144074,0.014975,0,0,0,0,0,0,0.0599043,0.0259775,0.02011,0.0124751,0,0,0.0257977,0,0.0404789,0.0100861,0.0507919,0.0270341,0.013958,0.0459231,0.0168023,0.0256728,0.0307527,0.0671325,0.0372847,0.0669032,0.0373153,0.0208504,0.0154452,0.0378102,0.0406721,0.0240598,0.0423168,0.00786756,0.00612583,0.0294868,0.00655106,0.00958927,0.0115356,0,0.0240568,0,0.0271634,0.0155048,0.0326131,0.00659415,0.0226814,0.00159606,0.0162957,0.0353129,0.00146151,0,0.00276739,0.00301012,0.00277005,0.0203772,0.00401016,0.00234925,0.0199142,0.00498444,0.00610171,0.0124681,0.00965621,0,0,0,0,0,0,0.00416676,0,0,0
67,0.0141267,0.0150109,0,0,0,0,0,0,0.0596134,0.0261133,0.0200186,0.0125452,0,0,0.0268803,0,0.0405671,0.0105925,0.0508476,0.0269439,0.0140218,0.0457744,0.0169627,0.0258387,0.0307953,0.0670024,0.0376219,0.066923,0.0372247,0.0204133,0.0154691,0.0377432,0.0404279,0.0249394,0.0424757,0.00793673,0.00525827,0.0295673,0.00611374,0.00962043,0.0114891,0,0.0246236,0,0.0270206,0.0157167,0.0327987,0.00646842,0.022704,0.00126969,0.0165427,0.0353509,0.00160962,0,0.00202582,0.00278318,0.00219856,0.0198961,0.00375848,0.00202635,0.0201166,0.00488032,0.00604054,0.0122996,0.00941668,0,0,0,0,0,0,0.00334269,0,0,0
68,0.0138554,0.0146291,0,0,0,0,0,0,0.0593809,0.0262661,0.0199295,0.0123719,0,0,0.0284361,0,0.0405626,0.0112413,0.0509865,0.0268616,0.0138951,0.0455604,0.0169904,0.0259619,0.0308855,0.0669505,0.0376961,0.0670012,0.0369699,0.0200771,0.0154917,0.0376665,0.0401657,0.025994,0.0426605,0.00801876,0,0.0295671,0.00981958,0.00947743,0.0111585,0,0.025333,0,0.0268502,0.0159938,0.0332523,0.0178956,0.0232068,0.00624687,0.0168381,0.0353441,0.00364515,0,0.00422761,0.00470772,0.00631565,0.0220106,0.00660291,0.00851166,0.0203468,0.00465228,0.00592402,0.011784,0.00888114,0,0,0,0,0,0,0,0,0,0
69,0.0139702,0.0142043,0,0,0,0,0,0,0.0594557,0.0263108,0.0199932,0.0124615,0,0,0.0301784,0,0.040563,0.0117217,0.0509604,0.0269942,0.0139069,0.0455091,0.01737,0.0261169,0.0310801,0.0670654,0.0376176,0.0670145,0.0368597,0.0200433,0.0155366,0.0376231,0.0405491,0.0271749,0.0428221,0.00796877,0.00341596,0.0297333,0.00473178,0.0100325,0.0114057,0,0.0262792,0,0.0269278,0.0164486,0.0335353,0.00700624,0.0230976,0.0018813,0.0172951,0.0358679,0.00335368,0,0.00249745,0.00398782,0.00278361,0.0201207,0.00454746,0.00410147,0.020866,0.00445146,0.00593231,0.0110898,0.00871005,0,0,0,0,0,0,0,0,0,0
70,0.013969,0.0143056,0,0,0,0,0,0,0.0593001,0.0263511,0.0198923,0.0124401,0,0,0.0313283,0,0.0406444,0.0119568,0.0510422,0.0270289,0.0138221,0.0453468,0.0175601,0.0262952,0.03134,0.0671103,0.0371944,0.0670172,0.0369503,0.020111,0.015561,0.0374773,0.0406044,0.028017,0.0429904,0.00781555,0.00364001,0.0298281,0.00474403,0.0104967,0.0116471,0,0.0271109,0,0.0268074,0.0169876,0.0338022,0.00729239,0.0231203,0.00217245,0.0176051,0.0364198,0.00400903,0,0.00375536,0.00469448,0.00214547,0.0193576,0.00420251,0.00362489,0.0214462,0.00425283,0.00592372,0.010668,0.00858557,0,0,0,0,0,0,0,0,0,0
71,0.0139404,0.0144845,0,0,0,0,0,0,0.0591228,0.0264098,0.0199264,0.0123637,0,0,0.0325487,0,0.0407435,0.0123039,0.0511528,0.0271061,0.0137628,0.0451959,0.0177704,0.0263728,0.0315836,0.0669481,0.0367415,0.0670528,0.0370874,0.0201407,0.0155417,0.0373504,0.040687,0.0288031,0.0431325,0.00779572,0.00455101,0.0297783,0.00487786,0.0107428,0.0118709,0,0.0280348,0,0.0265289,0.0176448,0.0339305,0.00740881,0.0231912,0.00271303,0.0179332,0.0369287,0.0047182,0,0.00535138,0.00548381,0.00151634,0.0185876,0.00398232,0.00302776,0.0220291,0.00397166,0.00579291,0.0102425,0.00836465,0,0,0,0,0,0,0,0,0,0
72,0.0138161,0.0146509,0,0,0,0,0,0,0.0590008,0.0264827,0.0199452,0.0122535,0,0,0.0337715,0,0.0408561,0.0126018,0.051289,0.0272136,0.0137707,0.0450144,0.0178645,0.0264877,0.0316262,0.0668656,0.0363639,0.0671794,0.0371445,0.0197393,0.015585,0.0372672,0.0409202,0.0295911,0.0432658,0.00775205,0.00606952,0.0297862,0.00497079,0.0109283,0.0121516,0,0.0289206,0,0.0263512,0.0180827,0.033879,0.00705081,0.0230987,0.00346354,0.0181443,0.0374465,0.00550127,0,0.00680551,0.00636336,0.000886282,0.0179004,0.00393617,0.0026552,0.0225066,0.00394865,0.00575979,0.00996033,0.00813188,0,0,0,0,0,0,0,0,0,0
