Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,,LTHIP,LTIBI
1553,0.021716,0.0195777,0,0,0,0,0,0,0.0275481,0.0233998,0.0143428,0.00604083,0,0,0.0223567,0,0.042316,0.00833065,0.040555,0.0217562,0.00532011,0.0217752,0.0185156,0.0106917,0.0106718,0.104504,0,0.0196861,0.0144212,0.0289006,0.0216851,0.0068405,0.0343992,0.00607932,0.00537634,0.0250849,0.0141065,0.00427469,0.0284492,0,0,0.0184342,0,0.0293507,0.010689,0.0356154,0.024011,0.0188582,0.00590545,0.0204592,0.0359595,0.0055165,0.013559,0.00383726,0.00705519,0.00995098,0.0197183,0.00838895,0.0154998,0.0100762,0.0182261,0.0144891,0.0102059,0.0273629,0.0196419,0,0,0,0,0,0,0,0,0.023152,0.0124129
1554,0.0307864,0.036286,0,0,0,0,0,0,0.0278386,0.0232322,0.0144173,0.00755435,0,0,0.0308357,0,0.0427754,0.00623517,0.0404862,0.0218391,0.00596153,0.0219599,0.022543,0.0466587,0.0106255,0.10465,0,0.019791,0.0146428,0.0288991,0.0222376,0.0120408,0.0353473,0.00598849,0.00544195,0.024785,0.0142697,0.00565097,0.0333923,0,0,0.0198686,0,0.0296626,0.0113525,0.0355638,0.0244604,0.0191223,0.00600708,0.0244388,0.0386725,0.00573454,0.0135784,0.00386082,0.00736674,0.0101617,0.0195329,0.00839961,0.0157831,0.0104511,0.0203936,0.015906,0.0104505,0.048449,0.0361527,0,0,0,0,0,0,0,0,0.0234933,0.012484
1555,0.0192072,0.0237696,0,0,0,0,0,0,0.027882,0.0235785,0.0144392,0.00674328,0,0,0.0243827,0,0.0425026,0.00705719,0.0404296,0.021818,0.0053903,0.0219536,0.019865,0.0203244,0.0107017,0.104845,0,0.019972,0.0148382,0.0289036,0.0219932,0.0034424,0.0346091,0.00606757,0.00545121,0.0249491,0.0141387,0.00488409,0.0288654,0,0,0.0191929,0,0.0297664,0.0110566,0.0357078,0.0242573,0.0189699,0.00589072,0.0217775,0.0373073,0.00560969,0.0136161,0.00382812,0.00715115,0.00995074,0.0196401,0.00825895,0.0155004,0.0101859,0.0187602,0.0156793,0.0108238,0.0339137,0.0216879,0,0,0,0,0,0,0,0,0.0235282,0.0124887
1556,0.0189154,0.0248373,0,0,0,0,0,0,0.027794,0.0236329,0.0145096,0.00687466,0,0,0.0247868,0,0.0426429,0.00658,0.0403588,0.0218347,0.00534467,0.0219536,0.0200469,0.0231738,0.0107187,0.104985,0,0.0201935,0.0151592,0.0289401,0.0219612,0.00327423,0.0345981,0.00609835,0.00544295,0.0248801,0.014215,0.00500431,0.0284756,0,0,0.0197589,0,0.0300139,0.0112903,0.0357478,0.0243716,0.0190143,0.00584138,0.0219636,0.0366844,0.00559605,0.0137091,0.00385781,0.00710151,0.0099201,0.0196554,0.00828138,0.0154625,0.0101855,0.018466,0.0153826,0.0108823,0.0352168,0.0224468,0,0,0,0,0,0,0,0,0.0235638,0.012499
1557,0.0191795,0.0240139,0,0,0,0,0,0,0.0277259,0.0236063,0.0145786,0.00692057,0,0,0.0243666,0,0.0426702,0.00680362,0.0402726,0.0218693,0.00531312,0.0220332,0.0202293,0.0211917,0.0107267,0.105171,0,0.0204367,0.0148922,0.0289267,0.021903,0.00343817,0.0345098,0.00617064,0.0055849,0.0248012,0.0143218,0.00510165,0.0290516,0,0,0.0203745,0,0.0302106,0.0115351,0.0357712,0.0246068,0.0190122,0.00585147,0.022141,0.0375104,0.00567021,0.0136605,0.00395942,0.007144,0.00994694,0.0196413,0.00828118,0.0155249,0.0103346,0.0189299,0.0157044,0.0110814,0.0341496,0.0219825,0,0,0,0,0,0,0,0,0.0236496,0.0125479
1558,0.0188519,0.0238283,0,0,0,0,0,0,0.0271861,0.0234141,0.0146544,0.00668989,0,0,0.0243062,0,0.0428092,0.00632576,0.0400025,0.0218833,0.00551073,0.0218167,0.0182628,0.0228887,0.0110614,0.105516,0,0.0205302,0.0142827,0.0289859,0.0203068,0.00411895,0.0344514,0.00607012,0.0270541,0.0246596,0.0330528,0.00533684,0.0288155,0,0,0.0211829,0,0.0304212,0.0118651,0.0342873,0.0371307,0.0207464,0.0154664,0.0206796,0.0366815,0.00855359,0.0129103,0.00471091,0.0126402,0.0196871,0.0306504,0.0212746,0.0241359,0.023,0.0188552,0.0159427,0.0112021,0.0339281,0.022164,0,0,0,0,0,0,0,0,0.0232259,0.0125673
1559,0.0189755,0.0230746,0,0,0,0,0,0,0.0273146,0.0235435,0.0147455,0.00689936,0,0,0.0237549,0,0.0428135,0.00703107,0.0402267,0.022104,0.0052597,0.021917,0.020554,0.020484,0.0106189,0.105264,0,0.0202854,0.014316,0.0285672,0.0217129,0.00397314,0.0342686,0.00651402,0.00601961,0.0246744,0.0142526,0.00514479,0.0288585,0,0,0.0211009,0,0.0305264,0.0118057,0.035767,0.0245382,0.0191549,0.00582414,0.0224211,0.0369806,0.00559672,0.0136012,0.00396776,0.00709123,0.01009,0.0197142,0.00819618,0.0154757,0.0105227,0.0187237,0.0163403,0.011615,0.0327814,0.0211608,0,0,0,0,0,0,0,0,0.0236916,0.0124441
1560,0.0189115,0.0228504,0,0,0,0,0,0,0.0272964,0.0236051,0.014856,0.00692385,0,0,0.0236942,0,0.0428915,0.00715303,0.0402707,0.0221838,0.00527605,0.0218134,0.0207465,0.0204415,0.0105524,0.105137,0,0.0201706,0.0142176,0.0284941,0.0216116,0.0043646,0.0341697,0.00666235,0.00595766,0.0245839,0.0142547,0.00515155,0.0289392,0,0,0.0215163,0,0.0306948,0.0119209,0.0357506,0.0246199,0.0191237,0.00579,0.0226023,0.0370105,0.00558161,0.0136321,0.00399828,0.00704207,0.0103342,0.0197239,0.00821045,0.0154934,0.0105081,0.0187618,0.0167086,0.0117769,0.0324681,0.0210084,0,0,0,0,0,0,0,0,0.0236479,0.0123815
1561,0.0190498,0.0224047,0,0,0,0,0,0,0.0274518,0.023603,0.01486,0.00699528,0,0,0.0234958,0,0.042996,0.00731525,0.0402833,0.0221141,0.00529298,0.0216988,0.0209472,0.0196831,0.0105431,0.105287,0,0.0200744,0.0142301,0.0284775,0.0215972,0.00475959,0.0340672,0.00677363,0.00591762,0.024525,0.0142552,0.00522557,0.0293061,0,0,0.0219969,0,0.0308635,0.0121079,0.0357448,0.0247168,0.0190975,0.00576691,0.0228126,0.0373817,0.00561825,0.0136041,0.00401881,0.007031,0.0104489,0.0197025,0.00819396,0.0155138,0.0104474,0.0190087,0.0169885,0.011875,0.0318667,0.0208374,0,0,0,0,0,0,0,0,0.023661,0.0123784
1562,0.0190421,0.0220501,0,0,0,0,0,0,0.0274244,0.0235597,0.0148308,0.00706498,0,0,0.0233712,0,0.0431157,0.00740558,0.0402412,0.0220231,0.00532363,0.021619,0.0211634,0.0194268,0.0106155,0.105453,0,0.0199936,0.0142798,0.028469,0.0215814,0.00528309,0.0339398,0.00687537,0.00581804,0.024454,0.0142863,0.00530046,0.0294875,0,0,0.0224205,0,0.0310116,0.0122807,0.0357639,0.0248186,0.0190877,0.00576292,0.0230265,0.0374412,0.00564641,0.0135653,0.00404135,0.00704502,0.0104631,0.01967,0.00819478,0.0154972,0.0103439,0.0191482,0.0171865,0.0119998,0.0314021,0.0207052,0,0,0,0,0,0,0,0,0.0237529,0.0124004
1563,0.0190545,0.0216902,0,0,0,0,0,0,0.0277088,0.0235371,0.0147941,0.00713256,0,0,0.0233502,0,0.0432173,0.00746637,0.0402023,0.0219362,0.0053751,0.0216212,0.0214019,0.0192973,0.010704,0.105589,0,0.0198631,0.0143685,0.0285367,0.0215349,0.00588968,0.0338029,0.00700657,0.00581903,0.0243818,0.0143071,0.00532557,0.0296185,0,0,0.0227389,0,0.0311651,0.0124262,0.0357972,0.0249043,0.0190752,0.00577716,0.0232441,0.0374596,0.00567045,0.0135476,0.00406525,0.00706175,0.0104526,0.0196204,0.00820449,0.0154829,0.0103558,0.0192989,0.0173099,0.0121181,0.0309511,0.0205518,0,0,0,0,0,0,0,0,0.0238801,0.0124543
1564,0.0190609,0.0213007,0,0,0,0,0,0,0.0279305,0.0235383,0.0147171,0.00719062,0,0,0.0234373,0,0.0433342,0.00752965,0.0401886,0.0218063,0.00541673,0.0215965,0.0215864,0.019265,0.0107409,0.105527,0,0.0196424,0.0144112,0.0286662,0.0214383,0.00662157,0.0337086,0.00716086,0.00590524,0.0242965,0.0143043,0.00530419,0.0297058,0,0,0.0230355,0,0.0313255,0.0125282,0.0358079,0.0249525,0.0190746,0.00576536,0.0234563,0.0374636,0.00569771,0.0135508,0.00408139,0.00706055,0.01044,0.0195743,0.00820012,0.0154921,0.0105489,0.0194288,0.0174924,0.0122586,0.0305081,0.020337,0,0,0,0,0,0,0,0,0.0238414,0.0124758
1565,0.019005,0.020956,0,0,0,0,0,0,0.027827,0.023515,0.0147597,0.00724705,0,0,0.023606,0,0.0434871,0.00771121,0.0401728,0.0218484,0.00547183,0.0214887,0.0217746,0.0194793,0.010798,0.105249,0,0.0194251,0.0142586,0.0285472,0.0213793,0.00746993,0.0336429,0.00734792,0.00603497,0.0242374,0.0143055,0.00528394,0.029739,0,0,0.0233312,0,0.0315108,0.012609,0.0358027,0.0250079,0.0190802,0.00574778,0.0236549,0.0373849,0.00571708,0.0135353,0.00409671,0.0070483,0.0104409,0.0195299,0.00823262,0.0155731,0.0106849,0.0195084,0.0177264,0.0124761,0.0301335,0.0201868,0,0,0,0,0,0,0,0,0.0238416,0.0123939
1566,0.0204006,0.0174373,0,0,0,0,0,0,0.0275934,0.0234334,0.014679,0.00697251,0,0,0.0225034,0,0.0438766,0.00791998,0.0399765,0.0216703,0.00559688,0.0210463,0.0196212,0.014055,0.0111776,0.105296,0,0.0194989,0.0138333,0.0285767,0.0199588,0.00875562,0.0335443,0.0073663,0.0272889,0.0240875,0.0329759,0.00563246,0.0300257,0,0,0.0246881,0,0.0317019,0.0131456,0.0343173,0.0363871,0.0207795,0.0152682,0.0219537,0.0370406,0.00850771,0.0128493,0.00510767,0.012521,0.0189646,0.0307453,0.0210987,0.0235279,0.0238198,0.0200303,0.0176633,0.0124114,0.0252438,0.0194034,0,0,0,0,0,0,0,0,0.0234648,0.0123519
1567,0.0194681,0.0182149,0,0,0,0,0,0,0.0279096,0.0233067,0.0147057,0.00736407,0,0,0.0234543,0,0.0438903,0.00878045,0.040155,0.0218109,0.00556284,0.0213268,0.0220957,0.0166802,0.0108626,0.10516,0,0.0198771,0.014122,0.0283666,0.0214828,0.00945413,0.0334685,0.00773622,0.00593519,0.0241088,0.0142091,0.00531704,0.0294221,0,0,0.0239739,0,0.0318843,0.0128135,0.0358682,0.0249374,0.019152,0.00559386,0.0239533,0.0361656,0.00570695,0.0134333,0.00425446,0.00689588,0.0102806,0.0194979,0.00816331,0.0158101,0.0106742,0.0191732,0.0180064,0.0128933,0.0264191,0.0191334,0,0,0,0,0,0,0,0,0.0240124,0.0123217
1568,0.0213026,0.0162615,0,0,0,0,0,0,0.0279343,0.0233856,0.0147334,0.0073314,0,0,0.0232024,0,0.0441924,0.00950875,0.0401154,0.0218309,0.00554787,0.0211723,0.0222059,0.0128542,0.0108074,0.105068,0,0.0201663,0.0140341,0.0283909,0.0214904,0.0108019,0.0333446,0.00794932,0.00568599,0.0239934,0.0143127,0.00533252,0.0298739,0,0,0.0249265,0,0.0320793,0.0132177,0.0359276,0.0251271,0.0191365,0.0055552,0.0240371,0.036308,0.00572461,0.0134689,0.00421814,0.0068309,0.0101746,0.0194746,0.00818937,0.0159388,0.0105449,0.019589,0.0177746,0.0128168,0.0231166,0.0190824,0,0,0,0,0,0,0,0,0.0239967,0.0122979
1569,0.020784,0.0163211,0,0,0,0,0,0,0.0277741,0.0233922,0.0148463,0.0073649,0,0,0.0241924,0,0.0443414,0.0100097,0.0401047,0.0218468,0.00554988,0.021152,0.0224546,0.0146346,0.0107095,0.105003,0,0.0201029,0.0140021,0.0284732,0.0214877,0.0120667,0.0332917,0.00811244,0.00590776,0.0238376,0.0142264,0.00539674,0.0301076,0,0,0.0252264,0,0.0322569,0.0133273,0.0359213,0.025092,0.0192088,0.00550372,0.0242531,0.0364251,0.00566375,0.0134965,0.00405333,0.00673455,0.010071,0.0195523,0.00810302,0.0158736,0.0105909,0.0198041,0.0185351,0.0130688,0.0235072,0.0192442,0,0,0,0,0,0,0,0,0.0238286,0.0122858
1570,0.0208446,0.0157264,0,0,0,0,0,0,0.0277502,0.0233387,0.0147534,0.00736642,0,0,0.0253102,0,0.0445591,0.0105883,0.0401324,0.0216258,0.00550524,0.0209102,0.0228319,0.0152954,0.0104997,0.104928,0,0.0199862,0.0140256,0.0285403,0.0214456,0.0137576,0.0332175,0.00831068,0.00608722,0.0236749,0.013991,0.00548004,0.0302257,0,0,0.0256723,0,0.0324583,0.013439,0.0358665,0.024895,0.019284,0.00545551,0.0245825,0.0361507,0.00549695,0.0135756,0.00413997,0.00660571,0.00990361,0.0196902,0.00786386,0.015648,0.0108724,0.019925,0.018796,0.0131627,0.0227494,0.019365,0,0,0,0,0,0,0,0,0.0233785,0.0122485
1571,0.0192046,0.0168177,0,0,0,0,0,0,0.0277678,0.0231984,0.014586,0.00756276,0,0,0.027863,0,0.0447411,0.0115298,0.0401544,0.0214438,0.00559686,0.0206338,0.0234256,0.0205858,0.0103702,0.105034,0,0.0199592,0.0141434,0.0284867,0.0214092,0.0164848,0.0331917,0.00869272,0.00587083,0.0236349,0.0140021,0.00568795,0.0296773,0,0,0.0254425,0,0.0326454,0.0133157,0.0358279,0.0248726,0.0193629,0.00543191,0.025148,0.0350354,0.00534945,0.0135923,0.004241,0.00659095,0.00990091,0.0196471,0.00780673,0.0156019,0.0109933,0.0193272,0.0186375,0.0133588,0.0247147,0.0193351,0,0,0,0,0,0,0,0,0.023349,0.0122029
1572,0.0198527,0.0157275,0,0,0,0,0,0,0.0275585,0.0230099,0.0147553,0.00766024,0,0,0.0302286,0,0.0450025,0.0129648,0.0401236,0.0215156,0.00564135,0.0207567,0.0236803,0.0209534,0.0104104,0.104917,0,0.0201369,0.0141939,0.028569,0.0214945,0.0193902,0.0332864,0.0091659,0.00552874,0.0234233,0.0141915,0.00576736,0.0301331,0,0,0.0261419,0,0.0329004,0.0136014,0.0358344,0.0248522,0.0193812,0.00540201,0.0253982,0.0351765,0.0052522,0.0136045,0.0043183,0.00660999,0.00993655,0.0196117,0.00783483,0.0156587,0.010826,0.0198957,0.0190696,0.0134384,0.0233709,0.0196371,0,0,0,0,0,0,0,0,0.0234542,0.0122781
1573,0.0203958,0.015236,0,0,0,0,0,0,0.0275278,0.0229362,0.0147855,0.00773924,0,0,0.0379553,0,0.0454737,0.0175106,0.0401256,0.0215486,0.00567673,0.0207431,0.0239891,0.0254582,0.0103668,0.104358,0,0.0201349,0.0147822,0.028663,0.0215045,0.0273998,0.0337292,0.0108254,0.0053753,0.0232495,0.0142709,0.00587134,0.0307128,0,0,0.027052,0,0.0331683,0.0139855,0.0357915,0.0247059,0.0194643,0.00534695,0.0256958,0.0352716,0.00520654,0.0135953,0.00431127,0.00662664,0.00995568,0.0196115,0.0078826,0.015716,0.0105918,0.0205657,0.0192612,0.0135116,0.0231021,0.0204609,0,0,0,0,0,0,0,0,0.0233025,0.0122928
1574,0.0210871,0.0150227,0,0,0,0,0,0,0.0275491,0.0229017,0.014683,0.0077112,0,0,0.0529259,0,0.0459085,0.0262485,0.0401367,0.0215702,0.00564488,0.0206418,0.0238566,0.0330937,0.0103418,0.104194,0,0.0198978,0.0153826,0.0287359,0.0215825,0.0415612,0.0345614,0.0143539,0.00527519,0.0229822,0.0142033,0.0059286,0.0315874,0,0,0.0282304,0,0.033443,0.0144853,0.0357698,0.0244997,0.0196004,0.0053104,0.0255392,0.0356169,0.00519954,0.0135015,0.00419718,0.00664943,0.00995208,0.019576,0.00799957,0.0156879,0.010356,0.0215206,0.0194708,0.0135321,0.0232241,0.0215605,0,0,0,0,0,0,0,0,0.0231767,0.0122947
1575,0.0210792,0.0208964,0,0,0,0,0,0,0.0276316,0.0229463,0.0142325,0.00774511,0,0,0.0517851,0,0.0459397,0.0249972,0.0401072,0.0212182,0.00609014,0.0199845,0.0222847,0.0413886,0.0106036,0.104151,0,0.0195979,0.0148661,0.0287763,0.0201806,0.0413912,0.0343044,0.0134463,0.0269575,0.0229996,0.0330129,0.00630675,0.0316152,0,0,0.0278257,0,0.0335531,0.0143867,0.0341778,0.0368956,0.0214639,0.0156215,0.0244592,0.0346643,0.00883802,0.012605,0.00485638,0.0130548,0.0192424,0.0306176,0.0212931,0.0233982,0.0233087,0.0207851,0.019954,0.0140527,0.0296084,0.0237969,0,0,0,0,0,0,0,0,0.0228325,0.0122357
1576,0.0205494,0.0137704,0,0,0,0,0,0,0.0282414,0.0229359,0.0141008,0.00782205,0,0,0.0479747,0,0.0461826,0.0233832,0.0403586,0.0213,0.00620154,0.0204254,0.0243071,0.0288194,0.0103759,0.10412,0,0.0196475,0.0149545,0.0286957,0.0222474,0.0371634,0.0338656,0.0130003,0.00542289,0.022892,0.0142103,0.00599712,0.0309766,0,0,0.0290639,0,0.0337695,0.0149964,0.0355495,0.0245053,0.019529,0.00520788,0.0260738,0.0351009,0.00510017,0.0135608,0.003957,0.00668168,0.0100351,0.0196078,0.00786604,0.0157513,0.00994463,0.0215519,0.0198543,0.0140195,0.0211645,0.0200764,0,0,0,0,0,0,0,0,0.0233997,0.0123763
1577,0.0191783,0.0134057,0,0,0,0,0,0,0.0281449,0.0235919,0.013803,0.00823434,0,0,0.0895882,0,0.0470841,0.0472089,0.0408459,0.021051,0.00602532,0.0208452,0.0238029,0.0468241,0.0101733,0.104445,0,0.0193849,0.0143679,0.0280816,0.0232317,0.0736565,0.0350085,0.0233806,0.0677789,0.0227112,0.0670827,0.00790922,0.0302882,0,0,0.029556,0,0.0340688,0.015311,0.0351302,0.0627444,0.0202861,0.0258215,0.0245135,0.0336669,0.0104376,0.0130815,0.0146073,0.0160963,0.0207562,0.0349886,0.0274521,0.0322335,0.0772595,0.0217244,0.0205422,0.0142315,0.0210369,0.0195259,0,0,0,0,0,0,0,0,0.0241506,0.0119686
1578,0.0187484,0.0137353,0,0,0,0,0,0,0.0282133,0.0236729,0.0137322,0.00836306,0,0,0.0911239,0,0.0470382,0.0480791,0.0408003,0.020997,0.00561002,0.0208056,0.023866,0.0484045,0.0102277,0.104618,0,0.0194276,0.0140359,0.0280544,0.0231182,0.0753184,0.0349043,0.0237762,0.0682026,0.0226636,0.0678109,0.00804059,0.0299609,0,0,0.0297174,0,0.0343082,0.0154376,0.035296,0.0635118,0.020276,0.0259532,0.0245885,0.0330946,0.0106342,0.0130908,0.0147626,0.0162969,0.0209017,0.0351318,0.0276977,0.0324942,0.077549,0.0215962,0.0201685,0.0143428,0.021339,0.0193021,0,0,0,0,0,0,0,0,0.0238839,0.0119146
1579,0.0183525,0.0142146,0,0,0,0,0,0,0.0282437,0.0228774,0.0136636,0.00789691,0,0,0.045989,0,0.0463237,0.0220184,0.0401683,0.0208492,0.00570716,0.020035,0.0224743,0.0313186,0.0108633,0.104776,0,0.0198477,0.0141159,0.0287295,0.020653,0.0365475,0.0333722,0.0122306,0.0272719,0.022666,0.0329206,0.00642065,0.0295891,0,0,0.0294017,0,0.0344427,0.0153391,0.0343297,0.0366386,0.0213291,0.0155352,0.0247301,0.0327499,0.00855603,0.0124801,0.00474839,0.012583,0.0190968,0.030568,0.0215713,0.0231592,0.0233779,0.0211698,0.0207603,0.0147861,0.0216631,0.0188236,0,0,0,0,0,0,0,0,0.0226631,0.0123152
1580,0.0183323,0.0150742,0,0,0,0,0,0,0.0286489,0.0237564,0.0134825,0.00773293,0,0,0.0934088,0,0.0468979,0.049252,0.0404963,0.0206918,0.00519961,0.0204109,0.0223383,0.0520339,0.0105633,0.104631,0,0.0195541,0.0157048,0.0286685,0.0219795,0.0780844,0.0347064,0.0242395,0.0225706,0.0224432,0.0240995,0.00666637,0.0301663,0,0,0.0309726,0,0.0346491,0.016086,0.0356737,0.0283453,0.0204083,0.00823789,0.0236833,0.0335106,0.00637762,0.0114404,0.00384197,0.00792599,0.00999137,0.0253969,0.00970974,0.0153304,0.0301141,0.0225743,0.0209231,0.0146225,0.0230189,0.0197291,0,0,0,0,0,0,0,0,0.0233061,0.0121842
1581,0.0177187,0.0151417,0,0,0,0,0,0,0.0288156,0.0238732,0.0134783,0.00867933,0,0,0.0944016,0,0.0468702,0.0499097,0.0409408,0.0207876,0.00548424,0.0209862,0.0252111,0.0519909,0.0101924,0.103878,0,0.0193565,0.0165913,0.028605,0.023714,0.0788863,0.0345184,0.0246437,0.0970807,0.0222264,0.0976379,0.0085035,0.0285747,0,0,0.0305731,0,0.035079,0.015483,0.0359849,0.100457,0.0192982,0.0371643,0.0258681,0.0316195,0.0155934,0.0172466,0.0219738,0.0235189,0.0304373,0.0408713,0.0393225,0.0471033,0.105872,0.0214063,0.0211694,0.0150286,0.0225217,0.0186347,0,0,0,0,0,0,0,0,0.0242698,0.012125
1582,0.0177096,0.0153114,0,0,0,0,0,0,0.02827,0.0237916,0.0136671,0.00746427,0,0,0.0951253,0,0.0468409,0.0501775,0.0402598,0.0209033,0.00523559,0.0206521,0.0217631,0.0539032,0.0107965,0.103783,0,0.0197337,0.0148586,0.0290594,0.0215163,0.0802481,0.0344896,0.0246298,0.00492092,0.0222201,0.0134139,0.00590432,0.0291942,0,0,0.0316301,0,0.0349593,0.016778,0.0360727,0.0230009,0.019983,0.00505224,0.0235985,0.0323494,0.00541484,0.0127779,0.00384824,0.00676814,0.00936027,0.0194031,0.00684485,0.0150202,0.00986166,0.0231042,0.0228993,0.0153566,0.0228156,0.0191481,0,0,0,0,0,0,0,0,0.0233649,0.0124454
1583,0.0175769,0.0157695,0,0,0,0,0,0,0.0281123,0.0238312,0.0137643,0.00748459,0,0,0.0955157,0,0.0467482,0.0503323,0.0402142,0.021038,0.00521023,0.0207618,0.0218782,0.0549201,0.0107828,0.103583,0,0.0197766,0.0144456,0.0288416,0.0214159,0.0809264,0.0344636,0.024676,0.00505578,0.022179,0.0133607,0.0059755,0.0289704,0,0,0.0322363,0,0.0351228,0.0172734,0.0360068,0.0227902,0.0200647,0.00501177,0.0236687,0.0322096,0.00536542,0.0127803,0.0038319,0.00667246,0.00929447,0.0193898,0.00708386,0.0149195,0.00986191,0.023507,0.0228464,0.0154121,0.0231171,0.0190969,0,0,0,0,0,0,0,0,0.0232982,0.0125126
1584,0.0174868,0.0162423,0,0,0,0,0,0,0.0280536,0.0238762,0.0138288,0.00746368,0,0,0.0956696,0,0.0466455,0.0504577,0.0401634,0.0210859,0.00515917,0.0207867,0.0219823,0.0559111,0.0107253,0.103149,0,0.0197935,0.0147544,0.0286863,0.0213128,0.0814484,0.0344543,0.0246624,0.00528734,0.0221784,0.0132664,0.00602689,0.0286696,0,0,0.0328126,0,0.0352987,0.0177375,0.0359541,0.0226627,0.0201599,0.00497846,0.0237168,0.0319169,0.00529752,0.0128649,0.00382975,0.00658932,0.00923128,0.0193946,0.00718016,0.0147701,0.00983308,0.0238685,0.0226696,0.0154333,0.0234223,0.0190296,0,0,0,0,0,0,0,0,0.0231167,0.0127081
1585,0.0174788,0.0167246,0,0,0,0,0,0,0.0279664,0.0238975,0.0138662,0.00740989,0,0,0.0956879,0,0.04654,0.0504745,0.0401034,0.02112,0.00507835,0.0207375,0.0220885,0.0568677,0.0106326,0.103043,0,0.0197872,0.0150375,0.0286595,0.0211284,0.0817771,0.0344051,0.0246237,0.00558398,0.0221841,0.0130654,0.00606281,0.0283651,0,0,0.0333579,0,0.0354272,0.0181983,0.0358999,0.0225303,0.0202415,0.00494843,0.0237581,0.0316506,0.00521515,0.0128799,0.00383385,0.00652764,0.00915007,0.0194121,0.00714662,0.0145693,0.00986018,0.0241867,0.0224135,0.0154402,0.0237509,0.0190014,0,0,0,0,0,0,0,0,0.0229489,0.012681
1586,0.0175719,0.017223,0,0,0,0,0,0,0.0278973,0.0238996,0.0138966,0.00735841,0,0,0.0955419,0,0.0464229,0.0503846,0.0400309,0.0211747,0.00502586,0.0207624,0.0221102,0.0578337,0.010638,0.103247,0,0.0198085,0.0151936,0.0286915,0.0210961,0.0819969,0.0343456,0.0245485,0.00565149,0.0221763,0.0128005,0.00609106,0.0281117,0,0,0.0338448,0,0.0354908,0.0186011,0.0358932,0.0222293,0.0203363,0.00489856,0.0237538,0.0313841,0.0051572,0.0128981,0.00373017,0.00646589,0.00908773,0.019504,0.00715148,0.0143482,0.00995531,0.0244793,0.0221943,0.0154019,0.0241062,0.019063,0,0,0,0,0,0,0,0,0.0231022,0.0125656
1587,0.0177486,0.0177979,0,0,0,0,0,0,0.0279584,0.0238986,0.0138892,0.0072181,0,0,0.095137,0,0.0462508,0.0501679,0.0400094,0.0211422,0.00490819,0.0207233,0.0219586,0.0589016,0.0106657,0.103479,0,0.0198416,0.015276,0.0287253,0.0211349,0.0820544,0.0343515,0.0243551,0.00574904,0.0222093,0.0123925,0.00607965,0.0279081,0,0,0.0343514,0,0.0355919,0.0189796,0.0358397,0.0216307,0.0205186,0.0047891,0.0235769,0.0310617,0.00508097,0.012722,0.00354814,0.00630755,0.00894262,0.0197568,0.0070423,0.0140197,0.0100015,0.024749,0.0219495,0.0153004,0.0245395,0.0192639,0,0,0,0,0,0,0,0,0.0232376,0.0125196
1588,0.00345042,0.0259271,0,0,0,0,0,0,0.0270514,0.0223438,0.0138905,0.00575813,0,0,0.0502898,0,0.0398513,0.0251186,0.0398533,0.0208201,0.00507878,0.0205975,0.0152637,0.0454746,0.011045,0.104033,0,0.0197573,0.0144138,0.028786,0.0185456,0.0499407,0.0348866,0.0120752,0.0270646,0.0229633,0.0325384,0.00532368,0.0208679,0,0,0.0302025,0,0.0356535,0.0174978,0.0345859,0.0365447,0.022307,0.0150295,0.0173382,0.0333298,0.00849415,0.0117168,0.00459401,0.0127719,0.019016,0.0303776,0.0209766,0.0233065,0.0225074,0.0226001,0.0195202,0.0159759,0.031393,0.00883451,0,0,0,0,0,0,0,0,0.0226723,0.0123628
1589,0.0177445,0.0176823,0,0,0,0,0,0,0.0276167,0.0239018,0.0141551,0.00739907,0,0,0.0959326,0,0.0460763,0.0504638,0.0399864,0.0212292,0.00504965,0.0211607,0.0222593,0.0596188,0.0106173,0.103813,0,0.0198589,0.0144244,0.0287247,0.0209068,0.0830239,0.034143,0.0242405,0.00600924,0.022448,0.0128617,0.00616553,0.027265,0,0,0.0354361,0,0.0357373,0.0200266,0.0359602,0.0223849,0.0203408,0.00499288,0.0239234,0.0303171,0.00519094,0.0126831,0.00398284,0.00641872,0.00904098,0.019736,0.00709884,0.0144136,0.0102149,0.0254119,0.0215215,0.0155155,0.0240622,0.0190226,0,0,0,0,0,0,0,0,0.0232555,0.0125014
