Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,,LTHIP,LTIBI
All Timesteps RMSE,0.0190917,0.0260085,0,0,0,0,0,0,0.0291846,0.0247961,0.0129631,0.0048913,0,0,0.0584258,0,0.0468653,0.0294026,0.0416952,0.0193516,0.00680096,0.0222448,0.0100901,0.0338382,0.0143806,0.104086,0.0811222,0.018795,0.0155005,0.026062,0.0193323,0.0462117,0.0405034,0.0149868,0.0167054,0.0276815,0.026973,0.00448562,0.0284878,0,0,0.0310848,0,0.0290216,0.0181976,0.0352476,0.0366837,0.0213088,0.0121792,0.0119187,0.0466994,0.0069068,0.0142584,0.0057799,0.00969599,0.0176494,0.0248855,0.0169442,0.0235237,0.0138216,0.0343635,0.0133218,0.0114679,0.0329463,0.0223759,0,0,0,0,0,0,0,0,0.0238795,0.0109339
0,0.00873295,0.0174268,0,0,0,0,0,0,0.0320251,0.0269205,0.0126529,0.00405791,0,0,0.012327,0,0.04614,0.0127243,0.0422739,0.0165583,0.00655481,0.00996778,0.0128656,0.0302295,0.00633315,0.025689,0.010737,0.0163143,0.0119488,0.0268505,0.0222459,0.0151971,0.0371856,0.0127814,0.0121262,0.0227645,0.0101349,0.00298622,0.0152501,0,0,0.0619103,0,0.0336875,0.0313699,0.0361314,0.0189668,0.0181476,0.00870933,0.0163504,0.0242789,0.0048303,0.0144536,0.00752542,0.00938499,0.0104395,0.0223355,0.00628028,0.0142245,0.0147437,0.0242963,0.0123594,0.00984834,0.0211095,0.00708577,0,0,0,0,0,0,0,0,0,0
1,0.00872682,0.017857,0,0,0,0,0,0,0.032074,0.0267725,0.0125769,0.00399802,0,0,0.0125123,0,0.0459648,0.0129748,0.0421363,0.0163355,0.00652109,0.009945,0.0127461,0.0306839,0.00620729,0.0257645,0.0106738,0.0163265,0.0119201,0.0269157,0.0222097,0.0155013,0.0373669,0.0126048,0.0121609,0.0226986,0.00995051,0.00297668,0.0152084,0,0,0.0598624,0,0.033685,0.0302992,0.0361623,0.0188104,0.0182644,0.00877292,0.0161244,0.0242008,0.00477887,0.0145323,0.00757521,0.00933805,0.0104151,0.0224493,0.00671611,0.0141738,0.0144573,0.0236548,0.0121992,0.00973628,0.0215498,0.00745636,0,0,0,0,0,0,0,0,0,0
2,0.00887836,0.018461,0,0,0,0,0,0,0.0320901,0.0267173,0.0121106,0.00413596,0,0,0.0128238,0,0.0459783,0.0129597,0.0421196,0.0162591,0.00646639,0.00985573,0.0126765,0.0311503,0.00596743,0.025964,0.0104436,0.0163167,0.0123865,0.0269474,0.0221075,0.01572,0.0375796,0.0123632,0.0121565,0.0226961,0.00989301,0.00286465,0.0153292,0,0,0.0575942,0,0.0337977,0.029208,0.0361528,0.0186651,0.0182607,0.00888734,0.0159808,0.0242927,0.00475895,0.0145961,0.00759861,0.00932419,0.0104221,0.0225446,0.00676427,0.0141444,0.0143809,0.0230994,0.0119147,0.00958047,0.0221447,0.00802948,0,0,0,0,0,0,0,0,0,0
3,0.00922867,0.0194152,0,0,0,0,0,0,0.0320272,0.0266103,0.0114615,0.00446786,0,0,0.0132586,0,0.0460568,0.0128632,0.0422643,0.0162177,0.00645148,0.00978364,0.0125905,0.0320376,0.00579862,0.0261548,0.0102334,0.016374,0.0124272,0.0269512,0.0219502,0.0160967,0.0377471,0.01215,0.0120184,0.0226407,0.00986948,0.00277291,0.0152966,0,0,0.0547458,0,0.0339147,0.0277694,0.0361486,0.0185019,0.0182027,0.0090103,0.0158677,0.0235162,0.00473943,0.014689,0.00759039,0.00934696,0.0104181,0.0226261,0.00672224,0.0140404,0.0144391,0.0222143,0.0120333,0.00969335,0.0230724,0.00857754,0,0,0,0,0,0,0,0,0,0
4,0.00953406,0.0201586,0,0,0,0,0,0,0.032124,0.0264866,0.011562,0.00424085,0,0,0.0135359,0,0.0460962,0.0128924,0.0424008,0.0161315,0.00634145,0.00972214,0.0126108,0.0325616,0.00557993,0.0263015,0.0100722,0.0163024,0.0128822,0.0269612,0.0221225,0.016487,0.0378585,0.0118822,0.0117751,0.0225492,0.00980318,0.00280372,0.015484,0,0,0.0523752,0,0.0340391,0.0265077,0.0361057,0.0182763,0.0180638,0.00909926,0.0158455,0.023684,0.00479416,0.0147511,0.00755043,0.00940902,0.0104157,0.0226782,0.00671317,0.0138814,0.0143994,0.0214828,0.0118124,0.00933528,0.0237533,0.00941561,0,0,0,0,0,0,0,0,0,0
5,0.0100056,0.0204267,0,0,0,0,0,0,0.0320244,0.0266751,0.0109783,0.00301311,0,0,0.0135038,0,0.0462755,0.012849,0.0424502,0.0157822,0.00677591,0.00925482,0.00997023,0.0326537,0.00571462,0.026135,0.00977096,0.0164972,0.0128279,0.0272397,0.0206891,0.0166372,0.0380855,0.0114259,0.0286238,0.022418,0.0349614,0.00305958,0.0153874,0,0,0.0491816,0,0.0342242,0.0248561,0.0335186,0.0390604,0.0190884,0.0134221,0.0135139,0.0224435,0.00858335,0.0134957,0.00523724,0.0108554,0.0192586,0.0321002,0.0220502,0.0246782,0.0240576,0.0205837,0.0118721,0.00924898,0.0241501,0.00994195,0,0,0,0,0,0,0,0,0,0
6,0.0113168,0.0250488,0,0,0,0,0,0,0.0327186,0.0269686,0.0108047,0.00389599,0,0,0.0149687,0,0.0462696,0.0137767,0.0430545,0.0162379,0.00560398,0.00917975,0.0134122,0.0372177,0.00532937,0.026476,0.00972127,0.0166163,0.0134645,0.0272924,0.0228705,0.0191582,0.0383643,0.0114535,0.0124258,0.0225721,0.0100548,0.00287233,0.01519,0,0,0.0443863,0,0.0341787,0.0223686,0.0362721,0.0182664,0.0178191,0.00945494,0.0165145,0.018517,0.00514911,0.0149371,0.00770515,0.00996582,0.0104737,0.0226712,0.0068868,0.0139695,0.0144695,0.0172127,0.0126395,0.0097771,0.028391,0.0111998,0,0,0,0,0,0,0,0,0,0
7,0.0119751,0.0258416,0,0,0,0,0,0,0.0323742,0.0269025,0.0108222,0.00390206,0,0,0.0155594,0,0.0462379,0.0137295,0.0425349,0.0163857,0.00558102,0.00892575,0.0135701,0.0379806,0.00508166,0.0266708,0.00979853,0.0165943,0.0129092,0.0269896,0.0223534,0.019771,0.0385646,0.0112016,0.0125164,0.0224647,0.0102645,0.00293397,0.0156031,0,0,0.0400234,0,0.0344297,0.0200584,0.0361864,0.0184473,0.0177291,0.00939182,0.0166419,0.018439,0.00525743,0.0150301,0.00774544,0.010242,0.0104305,0.0225322,0.00712478,0.0140036,0.0144387,0.0161151,0.0119541,0.00894258,0.0288767,0.0123423,0,0,0,0,0,0,0,0,0,0
8,0.012876,0.0264095,0,0,0,0,0,0,0.0323865,0.026815,0.0107274,0.00377819,0,0,0.0160779,0,0.0462219,0.0136875,0.0423264,0.0163006,0.00553158,0.00936414,0.0136964,0.0385931,0.00488783,0.0268059,0.00959972,0.0165757,0.0121361,0.0268528,0.0223508,0.0204002,0.0387462,0.0109987,0.0123225,0.0224529,0.0104446,0.002984,0.0164456,0,0,0.0388517,0,0.0342814,0.0193623,0.0360804,0.0185235,0.0176647,0.00927473,0.0166878,0.0197553,0.00530637,0.0151845,0.00761224,0.010453,0.0103001,0.0223464,0.00712881,0.0138786,0.0142051,0.0160108,0.0114625,0.00855113,0.0290946,0.0136939,0,0,0,0,0,0,0,0,0,0
9,0.0143889,0.0113581,0,0,0,0,0,0,0.0319411,0.0269204,0.0105731,0.00211187,0,0,0.0231145,0,0.0447804,0.0166765,0.042272,0.0157894,0.00774457,0.0110655,0.00557436,0.0292408,0.00529093,0.0264292,0.00975482,0.0163793,0.0114187,0.0267635,0.0208412,0.0190891,0.0387782,0.0122774,0.0111614,0.0226401,0.0100475,0.00124496,0.0153212,0,0,0.0386211,0,0.0340496,0.0200111,0.0366954,0.0173804,0.0191677,0.0092451,0.00812644,0.0199471,0.00513076,0.0143606,0.00717909,0.00989931,0.00975512,0.0217714,0.00664316,0.0127949,0.0121461,0.0189774,0.0108944,0.00819769,0.0138957,0.00976641,0,0,0,0,0,0,0,0,0,0
10,0.0143395,0.0287429,0,0,0,0,0,0,0.0327786,0.0266809,0.0106981,0.00418749,0,0,0.0162032,0,0.0464865,0.0132244,0.042378,0.0161581,0.00526448,0.0116982,0.0141968,0.0404316,0.00500495,0.0267255,0.00964811,0.016373,0.0119151,0.0268545,0.0229232,0.0215155,0.0390294,0.0104184,0.011714,0.0226755,0.0111605,0.00327565,0.0167308,0,0,0.0374899,0,0.033678,0.0189355,0.0357804,0.0189196,0.0172529,0.00919049,0.0169084,0.0199557,0.00527537,0.0159127,0.00711173,0.0106975,0.0101314,0.0217727,0.00693554,0.0136486,0.0131768,0.0149853,0.0115243,0.00905803,0.0310456,0.0155685,0,0,0,0,0,0,0,0,0,0
11,0.0142404,0.0278222,0,0,0,0,0,0,0.0332024,0.0264377,0.0106403,0.00468732,0,0,0.0150298,0,0.0466859,0.0119166,0.0422992,0.0162657,0.0049257,0.0108149,0.0155755,0.0381587,0.00505262,0.0266905,0.00963511,0.0162822,0.0119418,0.0268003,0.0233127,0.0202599,0.0389651,0.00966531,0.0115146,0.022998,0.0117051,0.00362702,0.0175487,0,0,0.0356621,0,0.0332958,0.0183343,0.0354785,0.0193152,0.0168867,0.00919944,0.018123,0.0246436,0.00518985,0.0164413,0.00686625,0.0108218,0.0101271,0.0214552,0.00707824,0.0136645,0.0126492,0.0154646,0.0115955,0.00913817,0.0296847,0.0173961,0,0,0,0,0,0,0,0,0,0
12,0.0136214,0.0255361,0,0,0,0,0,0,0.0307133,0.0260461,0.013919,0.00462207,0,0,0.0146944,0,0.0466734,0.0106608,0.0421866,0,0.00453263,0.0110251,0.0163235,0.0334986,0.00591263,0.0255696,0.0111146,0.0163492,0.0120493,0.0275666,0.0269362,0.0184532,0.0389078,0.00897242,0.0111923,0.023394,0.0123687,0.00365815,0.0198481,0,0,0.0337368,0,0.0328667,0.0178577,0.0351338,0.0196888,0.0167024,0.00925467,0.0185725,0.0321652,0.00504373,0.0170228,0.00650093,0.0107877,0.0100974,0.0210945,0.00727649,0.0136368,0.0118307,0.018114,0.0119489,0.00943884,0.0265891,0.0183779,0,0,0,0,0,0,0,0,0,0
13,0.0125473,0.024088,0,0,0,0,0,0,0.0305232,0.0255431,0.0139505,0.00446723,0,0,0.0152577,0,0.0466123,0.00948339,0.0420631,0,0.00450388,0.0102916,0.0162399,0.0273773,0.00600456,0.0253607,0.011203,0.0162867,0.0120074,0.0275039,0.0273689,0.0166808,0.0388341,0.00835764,0.0109349,0.0237474,0.0128459,0.00351952,0.0226538,0,0,0.0312192,0,0.0325249,0.0171833,0.0349158,0.0199865,0.0165625,0.00925875,0.0183147,0.0409231,0.00497701,0.0176132,0.00610236,0.0106587,0.0100348,0.0205995,0.00739308,0.0135775,0.011071,0.0223397,0.012048,0.00953523,0.0242079,0.0181562,0,0,0,0,0,0,0,0,0,0
14,0.0115363,0.0245775,0,0,0,0,0,0,0.0304247,0.0249709,0.0139927,0.00438123,0,0,0.016094,0,0.0466452,0.00812126,0.0419804,0,0.00451803,0.0103162,0.0156619,0.022079,0.00613396,0.0252225,0.0112717,0.0162049,0.0119294,0.0273468,0.0275305,0.0153936,0.0387354,0.00775888,0.0103212,0.0240589,0.0130743,0.00333976,0.0242839,0,0,0.0289681,0,0.0322565,0.0167104,0.0346623,0.0200719,0.0165323,0.00907563,0.0175737,0.0473949,0.00490909,0.0182002,0.00560382,0.0104387,0.00995813,0.020072,0.00757641,0.0133996,0.00979515,0.0259281,0.0120984,0.00952815,0.0240174,0.0170689,0,0,0,0,0,0,0,0,0,0
15,0.00978212,0.0274156,0,0,0,0,0,0,0.0299695,0.0243638,0.0139021,0.00306302,0,0,0.0186328,0,0.0465373,0.00646653,0.0418133,0,0.00502538,0.00994597,0.0113977,0.0143925,0.0067071,0.0250048,0.0110707,0.0164647,0.0113468,0.027545,0.0254767,0.014609,0.0386266,0.00709589,0.0268447,0.0239983,0.0380262,0.00211719,0.0256614,0,0,0.0162428,0,0.0329429,0.011157,0.0314791,0.046383,0.0187608,0.0155946,0.0135034,0.0552334,0.00816159,0.0163751,0.00433234,0.00938565,0.0237549,0.0302809,0.0245351,0.0308186,0.0185734,0.0297149,0.0109314,0.00724458,0.026699,0.0133471,0,0,0,0,0,0,0,0,0,0
16,0.00936779,0.0286526,0,0,0,0,0,0,0.0299152,0.0244418,0.0139258,0.00289045,0,0,0.0198547,0,0.0463806,0.0061631,0.0418386,0,0.0051937,0.00985629,0.0104357,0.0130864,0.00681167,0.0250797,0.011035,0.0163648,0.0112011,0.0273901,0.0252086,0.0148634,0.0386765,0.00698366,0.0262152,0.0241174,0.0388907,0.00192702,0.025822,0,0,0.0155632,0,0.0328695,0.0110739,0.0310569,0.0481898,0.0187791,0.0159759,0.0123856,0.057401,0.00837793,0.0166326,0.00457445,0.00954657,0.0246766,0.0298838,0.0250553,0.032098,0.0170129,0.0308599,0.0103687,0.00685594,0.0279697,0.0120579,0,0,0,0,0,0,0,0,0,0
17,0.00907479,0.0301331,0,0,0,0,0,0,0.0325225,0.0243516,0.0107184,0.00294131,0,0,0.0212201,0,0.0461549,0.00609995,0.0418766,0.0164259,0.00557356,0.00789575,0.0094233,0.0122498,0.00618673,0.0260564,0.00968422,0.0162188,0.0111523,0.0263262,0.0219774,0.0151512,0.0386268,0.00699877,0.025611,0.0241866,0.0397902,0.00176797,0.0258663,0,0,0.0151166,0,0.0328015,0.0109006,0.03072,0.0501237,0.0187498,0.0162441,0.0112353,0.0595293,0.00860876,0.016803,0.00511413,0.00979868,0.0255773,0.0294126,0.025515,0.0333239,0.0154679,0.0320817,0.00982446,0.00653919,0.0296256,0.0105663,0,0,0,0,0,0,0,0,0,0
18,0.00886178,0.0315427,0,0,0,0,0,0,0.0299355,0.0240241,0.0140246,0.00237215,0,0,0.0226275,0,0.0459449,0.00623067,0.0419325,0,0.00553337,0.00992173,0.00844347,0.0120043,0.0072203,0.0249126,0.0111289,0.0163293,0.0117928,0.0272382,0.0246333,0.0154105,0.0385382,0.00712603,0.0248418,0.0242468,0.0407613,0.00172114,0.0258434,0,0,0.0145766,0,0.0327414,0.010536,0.0303588,0.052208,0.0188021,0.0165545,0.00993534,0.061393,0.00895956,0.017235,0.0057831,0.0102855,0.0265094,0.0289555,0.0259637,0.0345824,0.0137841,0.0332964,0.0091423,0.00623909,0.0311801,0.0090169,0,0,0,0,0,0,0,0,0,0
19,0.00891053,0.0326307,0,0,0,0,0,0,0.0321085,0.0238775,0.0108122,0.00264197,0,0,0.0237914,0,0.0458042,0.00631442,0.0419532,0.0159259,0.0058988,0.00829467,0.00782251,0.0122178,0.00673545,0.0254621,0.0100707,0.0161325,0.0115794,0.0263279,0.0217831,0.0157473,0.0385322,0.00729498,0.0244365,0.0243204,0.0415419,0.001507,0.025801,0,0,0.0139308,0,0.0326308,0.0101507,0.0302049,0.0538297,0.0188549,0.016621,0.00913902,0.0625395,0.00901351,0.0177582,0.00646483,0.0102845,0.0270126,0.0283913,0.0264674,0.0353379,0.0124336,0.0341511,0.00875551,0.00599177,0.0323719,0.00804582,0,0,0,0,0,0,0,0,0,0
20,0.00869079,0.0345441,0,0,0,0,0,0,0.0322325,0.023967,0.0107469,0.00407025,0,0,0.0251288,0,0.045535,0.00666799,0.0414976,0.0165216,0.00538406,0.00873423,0.0104667,0.0138105,0.00647265,0.0254102,0.0103921,0.0156897,0.0119221,0.0259574,0.0234314,0.0164588,0.0385762,0.00760211,0.00947397,0.0243979,0.0148729,0.00286551,0.0272468,0,0,0.013431,0,0.0324336,0.00985481,0.0330354,0.0200467,0.0167406,0.0076709,0.010978,0.0650951,0.00645943,0.0215534,0.00583837,0.0083333,0.011017,0.0165238,0.0106038,0.0129481,0.00274789,0.0354279,0.00880588,0.00587065,0.034316,0.00785351,0,0,0,0,0,0,0,0,0,0
21,0.00863219,0.0355456,0,0,0,0,0,0,0.0297984,0.0242101,0.0142215,0.00384625,0,0,0.0266073,0,0.0453636,0.00683235,0.0413444,0,0.00524478,0.0107985,0.00976869,0.0151067,0.00725719,0.0243805,0.0119189,0.0156912,0.0120259,0.026771,0.0261626,0.0171955,0.0386945,0.00775065,0.0105328,0.0244902,0.015144,0.00304365,0.02741,0,0,0.0127737,0,0.0323125,0.00958658,0.0328878,0.0198939,0.016868,0.00746484,0.00991672,0.0664713,0.00702283,0.0221497,0.00662745,0.0082502,0.0113796,0.016034,0.0112245,0.0130219,0.00500485,0.0360415,0.00869027,0.00568167,0.0354007,0.00694154,0,0,0,0,0,0,0,0,0,0
22,0.00850904,0.0360516,0,0,0,0,0,0,0.0298803,0.024309,0.0141582,0.00384985,0,0,0.0276849,0,0.0452628,0.00710597,0.0413766,0,0.00528463,0.0108104,0.00938614,0.015248,0.00724802,0.0244244,0.0120446,0.0154827,0.0119447,0.0266565,0.0259198,0.0176164,0.038762,0.00788613,0.0117354,0.0246307,0.0158673,0.00345579,0.0276553,0,0,0.0119018,0,0.0321619,0.00921429,0.0328709,0,0.0168839,0.00679103,0.00922988,0.0673763,0.00791675,0.0227918,0.00760423,0.00884876,0.0115329,0.0158431,0.011935,0.0131095,0.00724128,0.0363252,0.00886272,0.005528,0.0360286,0.0066592,0,0,0,0,0,0,0,0,0,0
23,0.00854257,0.0368485,0,0,0,0,0,0,0.031984,0.0243009,0.0108805,0.00409271,0,0,0.0290299,0,0.0451752,0.00770578,0.0416055,0.0155654,0.00565388,0.00909396,0.00851465,0.0163612,0.00656524,0.025361,0.0110085,0.0153426,0.0115741,0.0256894,0.0230048,0.0180369,0.0388884,0.00786891,0.0114038,0.0247388,0.0153662,0.0035125,0.0276478,0,0,0.0111008,0,0.032023,0.00897169,0.0327037,0.020088,0.0169484,0.00700513,0.00820281,0.0684664,0.00798267,0.0230542,0.00820846,0.00842527,0.0119163,0.0153162,0.0122133,0.0129682,0.00823126,0.0367306,0.00921057,0.0052591,0.0371275,0.0061226,0,0,0,0,0,0,0,0,0,0
24,0.00841753,0.0373195,0,0,0,0,0,0,0.0318112,0.0241733,0.0108496,0.0039216,0,0,0.0300452,0,0.0451499,0.0081273,0.0418525,0.0153862,0.00565105,0.00926795,0.00807937,0.01636,0.00652251,0.0254224,0.0113059,0.0151809,0.011723,0.0255531,0.0227864,0.0182729,0.0390373,0.00772105,0.0119662,0.024811,0.0155807,0.00374072,0.0277992,0,0,0.0101131,0,0.031819,0.00838263,0.0327598,0.020304,0.0169482,0.00707432,0.0074476,0.0693675,0.00843987,0.0234474,0.0089463,0.00862162,0.0121791,0.015093,0.0126044,0.0130237,0.00963003,0.0370246,0.00864675,0.0049874,0.0378808,0.00599783,0,0,0,0,0,0,0,0,0,0
25,0.00817911,0.0375488,0,0,0,0,0,0,0.0316119,0.0241219,0.0108307,0.00371805,0,0,0.0309259,0,0.0451734,0.00843301,0.0418967,0.0152895,0.00561102,0.00940043,0.00769478,0.0165097,0.00655369,0.0251973,0.0114392,0.0149322,0.012075,0.0253834,0.0225676,0.0185269,0.0392098,0.00761854,0.0125841,0.0248327,0.015827,0.00411127,0.0279912,0,0,0.00899144,0,0.0316128,0.00741806,0.033011,0.0205678,0.0171453,0.00723427,0.00673923,0.0700308,0.00886155,0.0236296,0.0095091,0.00895036,0.0124176,0.014948,0.0129345,0.0131101,0.0106826,0.0373205,0.00603531,0.00463826,0.0383805,0.00613881,0,0,0,0,0,0,0,0,0,0
26,0.00800769,0.0376572,0,0,0,0,0,0,0.0315679,0.0241471,0.0107959,0.0036872,0,0,0.0316935,0,0.0451596,0.00857017,0.0420992,0.0150839,0.00560801,0.00958637,0.00731492,0.0169196,0.00660719,0.0248981,0.0115314,0.0146867,0.0118896,0.0252903,0.0225328,0.0188353,0.0393711,0.00760366,0.013192,0.024883,0.0160358,0.0043489,0.0280825,0,0,0.00799604,0,0.0314458,0.00678919,0.0331059,0.0208182,0.0172745,0.00741309,0.00602332,0.0704402,0.00923591,0.023702,0.00998285,0.00922893,0.0125868,0.0148338,0.0132188,0.0131666,0.01177,0.0374731,0.0045601,0.00436085,0.0387142,0.00637681,0,0,0,0,0,0,0,0,0,0
27,0.00785895,0.0377227,0,0,0,0,0,0,0.0314453,0.0242425,0.0107646,0.0037114,0,0,0.0324988,0,0.0451433,0.00865728,0.0424452,0.0148971,0.00556167,0.00972023,0.00694223,0.017267,0.00661931,0.0250505,0.0117139,0.0144867,0.0116361,0.0251114,0.0224611,0.0191938,0.0395399,0.00760176,0.0136879,0.0249808,0.0161186,0.00444136,0.0281385,0,0,0.00710846,0,0.0313255,0.00642157,0.0330215,0.0208992,0.0172508,0.00755796,0.0053012,0.0706011,0.00954626,0.0237225,0.0103564,0.00934551,0.0126966,0.0147628,0.0134131,0.0131671,0.0129137,0.0375667,0.00406409,0.00419179,0.0389257,0.00668804,0,0,0,0,0,0,0,0,0,0
28,0.00766249,0.037655,0,0,0,0,0,0,0.0312409,0.0244609,0.0107715,0.00372253,0,0,0.0332192,0,0.0450958,0.00879314,0.0425843,0.014846,0.00547656,0.00981019,0.00653757,0.0173227,0.00661218,0.0251119,0.0118515,0.0143477,0.0115412,0.0248603,0.0222113,0.0195876,0.0397423,0.00754493,0.0142843,0.0250499,0.016037,0.00465796,0.0282144,0,0,0.00635836,0,0.0311703,0.00614006,0.033013,0.020734,0.0173918,0.00767569,0.00461039,0.0706733,0.00975245,0.0237509,0.0106295,0.00939399,0.0127185,0.0147918,0.0134478,0.0130984,0.0137378,0.0376475,0.00401134,0.00412254,0.0389341,0.00708212,0,0,0,0,0,0,0,0,0,0
29,0.00738128,0.0374975,0,0,0,0,0,0,0.0311399,0.02475,0.0107378,0.00371855,0,0,0.0338154,0,0.0450516,0.00889882,0.0425258,0.0146788,0.00538854,0.00990397,0.00615147,0.0172001,0.00658716,0.0248844,0.0120765,0.0141956,0.0116498,0.0247501,0.0219968,0.0200517,0.0399496,0.00740183,0.0151096,0.0251131,0.0157721,0.00492172,0.0283824,0,0,0.00569251,0,0.0309914,0.00575436,0.0331067,0.0203058,0.0177461,0.00779382,0.00400031,0.0707571,0.00981025,0.0238053,0.0107456,0.00938401,0.0126682,0.0149099,0.0133386,0.0129535,0.0142394,0.0377437,0.00399581,0.00410161,0.0387877,0.00752531,0,0,0,0,0,0,0,0,0,0
30,0.0070243,0.0371721,0,0,0,0,0,0,0.0312401,0.0246723,0.010626,0.00374321,0,0,0.0344225,0,0.0451587,0.00916245,0.0426284,0.0144623,0.00533818,0.0100535,0.00585784,0.0172614,0.00661719,0.0247982,0.0124643,0.0140529,0.0118982,0.0247369,0.0218686,0.0206138,0.0399758,0.00746632,0.0154774,0.0251722,0.0154441,0.0049939,0.0284979,0,0,0.00501072,0,0.0308605,0.00532091,0.0330899,0.01981,0.017978,0.00789264,0.00350085,0.0705158,0.00991594,0.023844,0.0107253,0.00925949,0.0125963,0.0150443,0.0132264,0.0127951,0.0149441,0.0377483,0.00374556,0.0040377,0.0385321,0.00801162,0,0,0,0,0,0,0,0,0,0
31,0.0066608,0.0368444,0,0,0,0,0,0,0.0313177,0.0246188,0.0105138,0.00375761,0,0,0.0349192,0,0.0452348,0.0093734,0.042872,0.0142903,0.00529679,0.0101305,0.00565885,0.0172721,0.00661119,0.0249006,0.012575,0.0139173,0.0118985,0.0245544,0.0218843,0.0211574,0.0399992,0.00754192,0.0153693,0.0252441,0.0151107,0.00499896,0.0286744,0,0,0.00442417,0,0.0307641,0.00501229,0.0329808,0.019267,0.018077,0.00793812,0.0031349,0.0702204,0.0100698,0.0238565,0.0107098,0.00909739,0.0124944,0.0151494,0.0131052,0.0126409,0.0157749,0.0377271,0.00361784,0.00398366,0.0382828,0.008487,0,0,0,0,0,0,0,0,0,0
32,0.0137196,0.0106154,0,0,0,0,0,0,0.031202,0.0268031,0.0104103,0.00109814,0,0,0.0393616,0,0.0446001,0.0184921,0.0437046,0.0140227,0.00643131,0.010194,0.00119498,0.0322279,0.0069075,0.0250582,0.012044,0.0144588,0.01118,0.0249529,0.0198272,0.0302701,0.0414569,0.00941961,0.0215579,0.0254827,0.0496867,0.00353462,0.0140763,0,0,0.00185474,0,0.0305012,0.00377845,0.0301459,0.0669496,0.0199658,0.0172526,0.0030353,0.0264272,0.0112853,0.0196739,0.0115373,0.0134049,0.0328473,0.0251979,0.030631,0.0447095,0.00585439,0.0131128,0.00634597,0.00608967,0.0113306,0.0113004,0,0,0,0,0,0,0,0,0,0
33,0.0331215,0.0604463,0,0,0,0,0,0,0.0312373,0.026912,0.0102257,0.00173498,0,0,0.0329617,0,0.0457817,0.0166806,0.0444518,0.0139951,0.0070702,0.0121682,0.000670409,0.0468785,0.00706871,0.0255586,0.0121501,0.0140797,0.0112486,0.0245513,0.0193433,0.0344601,0.0419489,0.00787061,0.0214176,0.0251483,0.0499164,0.00448389,0.0644309,0,0,0.00341215,0,0.0314191,0.00976859,0.0297949,0.0669824,0.0188422,0.0175429,0.00287557,0.0932569,0.0120884,0.0205105,0.0117646,0.013881,0.0331012,0.0254903,0.0305593,0.0452231,0.00616018,0.0503469,0.0114873,0.0096611,0.0733222,0.0302846,0,0,0,0,0,0,0,0,0,0
34,0.0358892,0.0584208,0,0,0,0,0,0,0.0291114,0.0267723,0.0136326,0.00184243,0,0,0.0332978,0,0.0457769,0.0164457,0.0449051,0,0.00723734,0.0145642,0.00142047,0.0441484,0.00774589,0.0249257,0.0133964,0.0139104,0.0115462,0.0250776,0.0229335,0.0335924,0.0418992,0.00748544,0.0212565,0.0252667,0.0501568,0.00480518,0.0664462,0,0,0.00517021,0,0.0313281,0.010837,0.02965,0.0676011,0.0188264,0.0176395,0.00386142,0.0948362,0.0124345,0.020569,0.0116442,0.0141954,0.0333213,0.0254869,0.030529,0.0457317,0.00636544,0.0513792,0.0113959,0.00965395,0.0713926,0.0330361,0,0,0,0,0,0,0,0,0,0
35,0.0367762,0.0563712,0,0,0,0,0,0,0.02917,0.0265809,0.0136038,0.00214439,0,0,0.0339218,0,0.0457467,0.0163245,0.0452653,0,0.00747133,0.0140431,0.00223678,0.0427853,0.00799252,0.0248232,0.0136893,0.0137227,0.0117481,0.0249157,0.0231331,0.0333499,0.0418473,0.00735789,0.021063,0.0253545,0.0498256,0.00504042,0.0660799,0,0,0.00638038,0,0.0311657,0.0114504,0.0296751,0.0677037,0.0188757,0.0176612,0.00466465,0.0936868,0.0126022,0.0205248,0.0114407,0.0144658,0.0333208,0.0255542,0.0303911,0.0458197,0.00644779,0.0507381,0.0110181,0.00947343,0.0691111,0.0336488,0,0,0,0,0,0,0,0,0,0
