Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,
161,0.0397833,0.0570129,0,0,0,0,0,0,0.0158237,0.0259217,0.0208646,0.0272414,0,0.0531159,0,0.0516865,0.0234203,0.0475206,0.0244862,0.00730213,0.0256404,0.0326811,0.0312365,0.0180764,0.0260516,0.0264203,0.0104776,0.0107062,0.00437259,0.0265598,0.0262375,0.0412839,0.0475051,0.00812997,0.0316803,0.0243758,0.0378218,0.0274853,0.0620189,0,0,0.0368475,0,0.0259344,0.0378125,0.0355752,0.0456063,0.0264686,0.0606258,0.0343843,0.0885802,0.015652,0.0174084,0.0331049,0.0321365,0.033322,0.015865,0.0177455,0.0325412,0.021707,0.0344009,0.034969,0.0349448,0.060528,0.02923,0,0,0,0,0,0,0,0
162,0.0396229,0.056921,0,0,0,0,0,0,0.0171954,0.0259268,0.0198899,0.02706,0,0.0528692,0,0.0517021,0.0233151,0.0474228,0.0243321,0.00737433,0.024799,0.0327445,0.0310215,0.0171922,0.0271392,0.0252392,0.0104586,0.0219193,0,0.02637,0.0277137,0.0409913,0.0475111,0.00821301,0.0317182,0.0243726,0.038047,0.0273934,0.0619846,0,0,0.0370632,0,0.0259797,0.0379562,0.0357479,0.0459224,0.0263183,0.0606653,0.0345324,0.0885979,0.0155961,0.0173934,0.0330477,0.0320798,0.0333384,0.0158801,0.0179146,0.0326429,0.021698,0.0343522,0.0354806,0.0351083,0.0604058,0.0292471,0,0,0,0,0,0,0,0
163,0.0393478,0.056752,0,0,0,0,0,0,0.0185069,0.025984,0.0200521,0.0270988,0,0.0526317,0,0.0517861,0.023208,0.047282,0.0255712,0.00763486,0.0259777,0.032814,0.0308299,0.0173941,0.0274406,0.0256005,0.0109959,0.0706295,0,0.0267438,0.0315381,0.0405567,0.0475473,0.00829118,0.0318327,0.0243729,0.0383127,0.0273471,0.0619015,0,0,0.0373102,0,0.0260289,0.0381677,0.0360455,0.0462287,0.0262269,0.0607719,0.0347787,0.0884282,0.0155922,0.0172956,0.032923,0.0320546,0.0333527,0.0158965,0.0180684,0.0326986,0.0218676,0.0341905,0.0357752,0.0353036,0.0601962,0.0292615,0,0,0,0,0,0,0,0
164,0.039121,0.056614,0,0,0,0,0,0,0.0209616,0.0260338,0.0203825,0.0271796,0,0.0524643,0,0.0518716,0.0231047,0.0472427,0.0264714,0.00812252,0.0269487,0.0328945,0.030628,0.0172527,0.0269489,0.0256655,0.0116242,0.0907068,0,0.0274355,0.0348238,0.0402856,0.0476015,0.00836238,0.0319868,0.024369,0.0384524,0.0272874,0.061771,0,0,0.0376116,0,0.0260593,0.038387,0.0361882,0.0464039,0.0263303,0.0608263,0.0349751,0.0882038,0.0155885,0.0173106,0.0328928,0.0320799,0.0333382,0.0158874,0.018171,0.0327141,0.0219184,0.0340161,0.0359083,0.0354869,0.0599809,0.0293114,0,0,0,0,0,0,0,0
165,0.0390081,0.0565203,0,0,0,0,0,0,0.0224787,0.026041,0.020484,0.0270569,0,0.052379,0,0.0519332,0.0230089,0.047208,0.0273805,0.00850683,0.0263409,0.0329828,0.0304456,0.0165608,0.0265525,0.0245009,0.0117312,0.090791,0,0.0279053,0.0361856,0.0401394,0.0476231,0.00841254,0.0321253,0.0243801,0.0384968,0.0271814,0.0616584,0,0,0.0378978,0,0.0260999,0.0385307,0.0361251,0.0465251,0.0263911,0.0608103,0.0350457,0.0880651,0.0155345,0.0173344,0.0329478,0.0321478,0.0332876,0.015834,0.0182158,0.0327392,0.021768,0.0338778,0.0359686,0.0355388,0.0598498,0.0292911,0,0,0,0,0,0,0,0
166,0.0389513,0.0564326,0,0,0,0,0,0,0.0202296,0.0260126,0.0216153,0.0268483,0,0.0523546,0,0.0519606,0.0229802,0.0474481,0.0284968,0.00906607,0.0220724,0.0329003,0.030405,0.0142799,0.0270853,0.0205913,0.00958164,0,0,0.0280407,0.0361985,0.0400966,0.0476181,0.0084396,0.0318244,0.0244194,0.0383972,0.027154,0.0616347,0,0,0.0381449,0,0.0261765,0.0386119,0.0357224,0.0465385,0.0265725,0.0606924,0.0349254,0.0879664,0.015613,0.0172631,0.0329652,0.0322649,0.0331775,0.0156336,0.0181062,0.0327629,0.0214734,0.0337487,0.0360492,0.0356011,0.0597367,0.0291927,0,0,0,0,0,0,0,0
167,0.0388028,0.0563043,0,0,0,0,0,0,0.0205682,0.0259864,0.0213162,0.0264741,0,0.0522113,0,0.0519856,0.022922,0.0472742,0.0290353,0.00934564,0.0214567,0.0327223,0.0302792,0.0142563,0.0254816,0.0195032,0.00936384,0,0.0064302,0.0280424,0.0370833,0.0400368,0.0476183,0.00850512,0.0315159,0.024489,0.0383706,0.0270234,0.0614801,0,0,0.0382042,0,0.0262822,0.0386716,0.0355366,0.0465692,0.0266251,0.0605063,0.0347196,0.0877267,0.0158679,0.0172429,0.0328178,0.0322783,0.0330834,0.015536,0.0180111,0.0327591,0.0214413,0.0335389,0.036117,0.03568,0.0595516,0.0291514,0,0,0,0,0,0,0,0
168,0.0385275,0.0561813,0,0,0,0,0,0,0.0224429,0.0259925,0.0214906,0.026117,0,0.0520218,0,0.0520194,0.0227196,0.047059,0.0298063,0.00964353,0.0216372,0.032452,0.0300772,0.0146188,0.0245019,0.0191233,0.00952109,0,0.00652155,0.0283088,0.0379352,0.0400349,0.0475991,0.00863456,0.0313499,0.0245091,0.0382632,0.0264867,0.0611398,0,0,0.0382671,0,0.0263261,0.0387501,0.0353998,0.0465047,0.0267207,0.0603377,0.0343603,0.0872266,0.0163106,0.0172226,0.0327576,0.032302,0.0329935,0.0154298,0.0178904,0.0327083,0.0212769,0.0332191,0.0361591,0.0357414,0.0592,0.0290635,0,0,0,0,0,0,0,0
169,0.0406322,0,0,0,0,0,0,0,0.0226293,0.0260494,0.021687,0.0261841,0,0.0533918,0,0.0518629,0.0232782,0.0467783,0.0299765,0.0100085,0.021927,0.0331783,0.0313669,0.0152313,0.02386,0.0191881,0.00970744,0,0.00606424,0.0285793,0.0386019,0.0404968,0.047582,0.0083976,0.0311946,0.0244451,0.0379946,0.0264211,0.0629449,0,0,0.0385674,0,0.0263524,0.0390443,0.0353479,0.0462631,0.026832,0.0602359,0.0349778,0.0892471,0.0165624,0.0171408,0.0328335,0.0323969,0.0329029,0.0153116,0.0177666,0.0325555,0.0209885,0.0342989,0.0361186,0.0358995,0.0608139,0.0304409,0,0,0,0,0,0,0,0
170,0.039009,0.0553723,0,0,0,0,0,0,0.0222475,0.0260369,0.0212013,0.0258525,0,0.0528192,0,0.0518192,0.023028,0.04654,0.0300628,0.0100016,0.0214596,0.0327846,0.0305326,0.0158384,0.0234421,0.0190285,0.00963998,0,0.00645072,0.0286234,0.0378361,0.0401418,0.0475691,0.00864286,0.0311501,0.0244529,0.0378121,0.0260915,0.0610744,0,0,0.0382846,0,0.0261949,0.0391508,0.035159,0.045962,0.0268008,0.0602956,0.0345545,0.0871487,0.0165161,0.0171371,0.0329267,0.0325104,0.032902,0.0152618,0.0176139,0.0325073,0.0210883,0.0332481,0.0359024,0.0356291,0.0592653,0.0294108,0,0,0,0,0,0,0,0
171,0.0384217,0.0534396,0,0,0,0,0,0,0.0232293,0.026,0.0206644,0.0255209,0,0.0524969,0,0.0519521,0.0230149,0.0462089,0.0304217,0.0100064,0.0213951,0.0324905,0.0303771,0.016468,0.0228956,0.0191802,0.00972219,0,0.00672989,0.0286102,0.0366594,0.0398785,0.0475639,0.00868691,0.0309536,0.0244422,0.0376259,0.0258173,0.0602493,0,0,0.0381831,0,0.0262122,0.0389444,0.0350065,0.0456746,0.0269025,0.0603013,0.0342403,0.0864074,0.0164472,0.0171411,0.0329933,0.032622,0.0328789,0.0152262,0.017506,0.0324956,0.0210314,0.0329256,0.0355361,0.035534,0.0586675,0.02897,0,0,0,0,0,0,0,0
172,0.0378795,0.0595274,0,0,0,0,0,0,0.0233843,0.0259981,0.0204877,0.0251607,0,0.0519863,0,0.0520715,0.0227857,0.04595,0.0304295,0.00986298,0.0218272,0.03223,0.0299771,0.0172865,0.0224111,0.0197309,0.0099372,0,0,0.0284915,0.0357621,0.0393749,0.0475796,0.00890179,0.0307685,0.0244226,0.0373777,0.025597,0.059828,0,0,0.0378523,0,0.0261326,0.0381909,0.034876,0.0453071,0.026968,0.0603,0.0339298,0.0854047,0.0164151,0.0171615,0.0330203,0.03269,0.0329858,0.0152091,0.0173943,0.0324649,0.0210137,0.0324565,0.0353759,0.0353202,0.057794,0.0284826,0,0,0,0,0,0,0,0
173,0.0399198,0,0,0,0,0,0,0,0.0225271,0.0260186,0.0214726,0.0253791,0,0.0536846,0,0.0519793,0.0236254,0.0457426,0.0301148,0.0097832,0.0229245,0.0333979,0.0316071,0.0182094,0.0219333,0.0206994,0.0102532,0,0,0.0285596,0.0358687,0.0403911,0.0475883,0.00858921,0.0305075,0.0243613,0.037,0.0259372,0.0617409,0,0,0.0378817,0,0.02616,0.037886,0.0348766,0.0448489,0.0270354,0.0603417,0.0350422,0.0875864,0.0165784,0.0170723,0.0329638,0.0327919,0.033133,0.0151274,0.0171479,0.0322883,0.020777,0.0336531,0.0353472,0.0352883,0.0596356,0.0298366,0,0,0,0,0,0,0,0
174,0.0397383,0,0,0,0,0,0,0,0.0226816,0.0259953,0.0219031,0.0252885,0,0.0538751,0,0.0520002,0.0237087,0.0456319,0.0291238,0.00945497,0.0235316,0.0335786,0.0316048,0.0190804,0.0216586,0.0214064,0.0102801,0,0.0061189,0.0286612,0.0352818,0.0406429,0.0475877,0.00857931,0.0304839,0.0243707,0.0366911,0.0259386,0.0613365,0,0,0.0377681,0,0.0261412,0.0378012,0.0347707,0.0442662,0.0270328,0.0604331,0.0352557,0.0871723,0.0166473,0.0170423,0.032881,0.0328425,0.0331927,0.0151463,0.0166131,0.0321415,0.0210712,0.033521,0.0352872,0.0349846,0.0593902,0.0297383,0,0,0,0,0,0,0,0
175,0.0397687,0.151976,0,0,0,0,0,0,0.0232107,0.0258054,0.0216498,0.0246085,0,0.0482504,0,0.0527169,0.0204425,0.0457412,0.0282666,0.00874223,0.0241234,0.0313404,0.0270549,0.0193212,0.0217522,0.0223104,0.010471,0,0.00629943,0.0289374,0.0342827,0.0337642,0.0476737,0.0102592,0.0307345,0.0245607,0.0364115,0.0252569,0.0592585,0,0,0.0364519,0,0.0259061,0.0371926,0.0345202,0.0435998,0.02697,0.0603566,0.0331717,0.0818088,0.0165656,0.0170567,0.0327167,0.0327646,0.0331328,0.0152943,0.0161567,0.0319225,0.0216144,0.0313826,0.0354499,0.0337459,0.0542312,0.0298468,0,0,0,0,0,0,0,0
176,0.0428893,0.155589,0,0,0,0,0,0,0.0229915,0.0262854,0.0208956,0.0239386,0,0.0532505,0,0.0524109,0.0225946,0.0456962,0.0277301,0.00842639,0.0239598,0.0295259,0.0337196,0.0191441,0.0218167,0.0227643,0.0108951,0,0.00584125,0.0291826,0.0327733,0.0341446,0.048341,0.010339,0.030932,0.0246612,0.0362201,0.0245565,0.0497611,0,0,0.036157,0,0.0256047,0.0365222,0.0343484,0.0431832,0.0269788,0.0598199,0.0313516,0.0661794,0.0163159,0.0170946,0.03242,0.0324447,0.0328216,0.0154868,0.0157806,0.0316124,0.0218573,0.0232528,0.0342602,0.0328588,0.0509526,0.0310985,0,0,0,0,0,0,0,0
177,0.0426511,0.152952,0,0,0,0,0,0,0.021803,0.0262821,0.0204038,0.0238766,0,0.0535497,0,0.0523632,0.022715,0.0455913,0.0273769,0.00806448,0.0232334,0.0297836,0.0338254,0.018353,0.0220431,0.0226022,0.0112458,0,0.00557795,0.029057,0.0321053,0.0343351,0.048294,0.0102901,0.0310084,0.0247015,0.0359092,0.024549,0.0487617,0,0,0.0360017,0,0.0255835,0.0362573,0.0343144,0.0425486,0.0268903,0.0597549,0.031537,0.064945,0.0162809,0.0170579,0.0322742,0.0323542,0.0327554,0.015577,0.0155173,0.0314082,0.0221368,0.0226482,0.0340029,0.0325334,0.0505291,0.0310821,0,0,0,0,0,0,0,0
178,0.0409737,0,0,0,0,0,0,0,0.0192543,0.0261566,0.0206584,0.0254959,0,0.0574278,0,0.0516563,0.0253271,0.0453978,0.0274585,0.00810403,0.0233962,0.0344384,0.034521,0.0172934,0.0225758,0.0225043,0.0115788,0,0.0056683,0.0287802,0.0322366,0.0422725,0.0477029,0.00834642,0.0307445,0.0245319,0.0354259,0.0260536,0.0561814,0,0,0.0368956,0,0.0260111,0.0368013,0.0347022,0.0416803,0.0265012,0.0600892,0.0361862,0.0796866,0.0166053,0.0168213,0.0322995,0.0325967,0.0327355,0.0154847,0.0153195,0.031018,0.022357,0.0297514,0.0342207,0.0336723,0.0572806,0.0296706,0,0,0,0,0,0,0,0
179,0.0405573,0,0,0,0,0,0,0,0.0195114,0.0260936,0.0206426,0.0256649,0,0.057046,0,0.0516856,0.0251694,0.0453036,0.0272664,0.00789929,0.0228492,0.034922,0.0341713,0.016032,0.023406,0.0215502,0.0116632,0,0.00580172,0.02865,0.0316413,0.0423546,0.0476193,0.00835664,0.0306016,0.0245683,0.0351596,0.026089,0.0561327,0,0,0.0368516,0,0.0260696,0.0366148,0.034817,0.0411867,0.0264083,0.0600601,0.0364699,0.0799753,0.0166669,0.0168003,0.0323287,0.0327321,0.0327213,0.0154627,0.0152541,0.0309454,0.0225647,0.0298809,0.0343077,0.0338165,0.0572372,0.0295147,0,0,0,0,0,0,0,0
180,0.0401641,0,0,0,0,0,0,0,0.0176533,0.02605,0.020404,0.0259941,0,0.0567175,0,0.0516971,0.0250443,0.0452875,0.0269955,0.00775545,0.0229932,0.0354523,0.0338969,0.0149932,0.0241911,0.0209029,0.0117939,0,0,0.0284692,0.0313393,0.0422727,0.0475214,0.00845556,0.0306305,0.024572,0.0348736,0.0261906,0.0559849,0,0,0.0367379,0,0.026075,0.0363974,0.0350034,0.0406973,0.0262265,0.060095,0.0369594,0.0801907,0.0168473,0.0167214,0.0323893,0.0329076,0.032735,0.0154373,0.0151808,0.0308266,0.0227174,0.0299494,0.0343736,0.0338332,0.0571595,0.0293035,0,0,0,0,0,0,0,0
181,0.0398334,0,0,0,0,0,0,0,0.0165955,0.0260131,0.0203676,0.0263378,0,0.0565943,0,0.0516444,0.0249874,0.0453135,0.0268131,0.0076842,0.0230485,0.0362577,0.0337874,0.0138063,0.0250607,0.0203234,0.0117997,0,0,0.0282864,0.0311741,0.0420868,0.0473661,0.00848556,0.0306077,0.0245503,0.0346576,0.0263471,0.0560272,0,0,0.0366979,0,0.0260425,0.0364454,0.0351746,0.0403105,0.0260328,0.0601787,0.0376341,0.0803257,0.0170436,0.0166713,0.0324085,0.0329987,0.0327366,0.0153948,0.0150562,0.0307431,0.0226973,0.0300115,0.0342622,0.0336989,0.0571893,0.0291927,0,0,0,0,0,0,0,0
182,0.0395957,0,0,0,0,0,0,0,0.0175812,0.0259565,0.0203865,0.0265371,0,0.0564605,0,0.0515768,0.0249105,0.045228,0.0266649,0.00764352,0.0230683,0.0371163,0.0337743,0.0123655,0.0257483,0.0199764,0.0116755,0,0.00596734,0.0280431,0.0312331,0.0419362,0.0471926,0.00839779,0.0304829,0.0245376,0.0345015,0.0264343,0.0560967,0,0,0.0367286,0,0.0260177,0.0365332,0.0353385,0.0399807,0.0258891,0.060248,0.0383024,0.0804241,0.0172065,0.0166438,0.032412,0.0330486,0.0327522,0.0153437,0.0150022,0.0307039,0.0226928,0.0301565,0.0341615,0.0335808,0.0572495,0.029203,0,0,0,0,0,0,0,0
183,0.0394382,0,0,0,0,0,0,0,0.0196166,0.0258814,0.0204325,0.0265011,0,0.0563172,0,0.0515047,0.0248014,0.0451982,0.0267122,0.00762763,0.0229858,0.0378661,0.0336893,0.0113808,0.0261648,0.0198351,0.0115929,0,0.00612381,0.0279009,0.0312954,0.0418097,0.047057,0.00823092,0.0302409,0.0245018,0.0343732,0.0264259,0.0560233,0,0,0.036703,0,0.0259696,0.0364827,0.035409,0.0396906,0.0258,0.0603014,0.0388775,0.0804261,0.0173007,0.0166207,0.0324035,0.0330343,0.0328013,0.0153426,0.0149713,0.0306844,0.0227795,0.0302274,0.0339939,0.0335195,0.0571725,0.0291551,0,0,0,0,0,0,0,0
184,0.0392798,0,0,0,0,0,0,0,0.0189837,0.0257957,0.0204594,0.0263439,0,0.0561298,0,0.0513983,0.0247452,0.0451665,0.02665,0.0076055,0.0225777,0.0384227,0.0334976,0.0108691,0.0264017,0.0197707,0.0115124,0,0.00548625,0.0277477,0.0314602,0.041727,0.0469243,0.00810811,0.0301779,0.024419,0.0343209,0.026375,0.0559055,0,0,0.0366496,0,0.0258604,0.0362849,0.0354453,0.0395643,0.0256871,0.0603537,0.0393521,0.0802909,0.0173585,0.0165718,0.0323741,0.0329929,0.0328779,0.0153479,0.0150632,0.0307003,0.0229326,0.0302069,0.0338034,0.0333307,0.0570051,0.0290974,0,0,0,0,0,0,0,0
185,0.0390563,0,0,0,0,0,0,0,0.0198197,0.0257438,0.0205167,0.026279,0,0.0558867,0,0.0513087,0.0247505,0.0452977,0.0268188,0.00762094,0.0221804,0.0388197,0.0333354,0.0105546,0.0266968,0.0196553,0.0114607,0,0.00573427,0.0277116,0.0315979,0.0416344,0.0467012,0.00811465,0.030305,0.02438,0.0343998,0.0263276,0.0557029,0,0,0.0365652,0,0.0258031,0.0360004,0.0355639,0.0396194,0.0255572,0.060471,0.0397447,0.0800587,0.0174235,0.0165165,0.0323458,0.0329793,0.0329369,0.015341,0.0151174,0.0307594,0.0229988,0.0301422,0.0336217,0.0331502,0.0568005,0.0290113,0,0,0,0,0,0,0,0
186,0.0388366,0,0,0,0,0,0,0,0.0186967,0.0257011,0.0203664,0.026242,0,0.0556348,0,0.0512046,0.0246643,0.0456499,0.0269981,0.00772291,0.0217008,0.0389325,0.033222,0.010579,0.027058,0.0195066,0.0113604,0,0.00641357,0.0276165,0.0320387,0.0413764,0.0464715,0.00819953,0.0303635,0.0243693,0.0345406,0.0262604,0.0553765,0,0,0.0364612,0,0.0257738,0.035643,0.0356947,0.0397769,0.025435,0.0605666,0.0399954,0.0798769,0.0174739,0.0165029,0.032349,0.0329823,0.032964,0.0153673,0.0150831,0.0308264,0.0229532,0.0301375,0.0334889,0.0329769,0.0566362,0.0288653,0,0,0,0,0,0,0,0
187,0.0387443,0,0,0,0,0,0,0,0.0177419,0.0256758,0.020118,0.0261667,0,0.055376,0,0.0511126,0.02459,0.046351,0.027016,0.00795567,0.0209888,0.0386706,0.0331808,0.0108282,0.0269728,0.0193019,0.0112799,0,0.00636316,0.0275746,0.0326673,0.0409968,0.0462882,0.00826457,0.0303803,0.0243586,0.0347212,0.0261744,0.0550972,0,0,0.0363689,0,0.0257448,0.0353249,0.0358795,0.0400283,0.0252585,0.0607142,0.0401895,0.0797243,0.0175171,0.0165417,0.0324226,0.0329623,0.0329466,0.0154096,0.0151451,0.0308735,0.0229616,0.0301969,0.0333997,0.0328044,0.0565232,0.0288135,0,0,0,0,0,0,0,0
188,0.0387229,0,0,0,0,0,0,0,0.0179351,0.025664,0.0198901,0.0260693,0,0.0551373,0,0.0511321,0.0245547,0.046754,0.0270592,0.00820749,0.020546,0.0383831,0.0331664,0.0110922,0.0266624,0.0191722,0.0111697,0,0.00642487,0.0275034,0.0333273,0.0408313,0.0462746,0.00830063,0.0303742,0.0243384,0.034894,0.0260833,0.0549111,0,0,0.0363019,0,0.0257069,0.0351708,0.0359843,0.0402739,0.0250931,0.0608126,0.0403139,0.0795717,0.0175669,0.0165731,0.0325374,0.0329502,0.0329181,0.0154247,0.015318,0.0308922,0.022938,0.0302307,0.0334152,0.0327687,0.0564094,0.0288015,0,0,0,0,0,0,0,0
189,0.0386988,0,0,0,0,0,0,0,0.0189388,0.0256874,0.0197857,0.0259663,0,0.0550054,0,0.0512934,0.0245525,0.047022,0.0274017,0.00850871,0.0205319,0.0381466,0.0331647,0.0114728,0.0262773,0.0192202,0.0110705,0,0.0067474,0.0274231,0.034204,0.040819,0.0464884,0.00834778,0.0304036,0.024324,0.0350556,0.0259567,0.0548109,0,0,0.0362468,0,0.0256892,0.0352252,0.0360395,0.0404964,0.0249902,0.0608472,0.0401334,0.0793818,0.0175985,0.016633,0.0325858,0.0329749,0.0328524,0.0154327,0.0154196,0.0309434,0.0228542,0.0301772,0.0334859,0.0327724,0.0563017,0.0287104,0,0,0,0,0,0,0,0
190,0.038682,0,0,0,0,0,0,0,0.0201768,0.0257187,0.0198483,0.0259089,0,0.0548686,0,0.0513307,0.0244349,0.047098,0.0279101,0.00888735,0.0206772,0.0377497,0.0331136,0.0120528,0.0259583,0.0193915,0.0109905,0,0.00711186,0.0273954,0.035329,0.040853,0.0465394,0.00842889,0.0303837,0.024316,0.0352081,0.025784,0.0548151,0,0,0.03625,0,0.0256874,0.0353316,0.0360491,0.0407518,0.0249763,0.0608565,0.0397558,0.07924,0.0176115,0.0167054,0.0326669,0.0329573,0.0327935,0.0154188,0.0154546,0.0310536,0.0228384,0.0300885,0.0335505,0.0328473,0.056185,0.0286503,0,0,0,0,0,0,0,0
191,0.0386922,0,0,0,0,0,0,0,0.020916,0.0257311,0.0197686,0.0258764,0,0.0546937,0,0.051279,0.0242725,0.0469482,0.0280139,0.00938048,0.0210675,0.0373202,0.0330095,0.0129735,0.0254811,0.0198765,0.0110866,0,0,0.0273484,0.0366798,0.0406741,0.0464681,0.00850966,0.0302268,0.0243313,0.0353788,0.0256016,0.0547831,0,0,0.0362911,0,0.0257156,0.035465,0.036045,0.0410501,0.0250428,0.0608011,0.0392603,0.0791335,0.0175837,0.0167909,0.0327489,0.0329613,0.03277,0.015392,0.0154448,0.031169,0.0227248,0.0300294,0.033523,0.0327996,0.0560461,0.0286626,0,0,0,0,0,0,0,0
192,0.038729,0,0,0,0,0,0,0,0.0210538,0.0256796,0.0198806,0.0258125,0,0.0544767,0,0.0512898,0.0241606,0.0467094,0.0281365,0.00994672,0.0210352,0.0369972,0.0329009,0.01384,0.0251577,0.0200643,0.0109064,0,0.0066732,0.0274233,0.0384113,0.040473,0.046464,0.00854593,0.0300837,0.0243443,0.0354931,0.0253882,0.0547821,0,0,0.0362601,0,0.02573,0.0354849,0.0360332,0.041299,0.0252218,0.060667,0.038718,0.0791628,0.0175054,0.0168691,0.0328378,0.0330039,0.0326936,0.0153517,0.015442,0.0312978,0.0223836,0.0301589,0.0333647,0.0323754,0.0559413,0.0286388,0,0,0,0,0,0,0,0
193,0.0387124,0,0,0,0,0,0,0,0.0224131,0.0256449,0.0197053,0.0257379,0,0.0541892,0,0.0513124,0.0240905,0.0464367,0.0284074,0.0104233,0.0212218,0.0366515,0.0327313,0.0147482,0.0247611,0.0204186,0.010779,0,0.0059735,0.0273167,0.0400289,0.0400436,0.0464864,0.00855379,0.0299407,0.0243151,0.0355977,0.0252368,0.0547066,0,0,0.03613,0,0.0256979,0.0353997,0.0360404,0.0415636,0.025363,0.060479,0.0382039,0.0792049,0.0174255,0.0169397,0.0329291,0.0330454,0.0326051,0.0153008,0.0154715,0.031387,0.0220594,0.0304082,0.0331555,0.0321462,0.0558137,0.0284789,0,0,0,0,0,0,0,0
194,0.03853,0,0,0,0,0,0,0,0.023057,0.0256307,0.01946,0.0256898,0,0.0538217,0,0.0513048,0.0239733,0.0461614,0.0286566,0.0107513,0.0212018,0.0363144,0.0324759,0.0153471,0.0245453,0.0205811,0.0106265,0,0.00629142,0.0272424,0.0412454,0.0395655,0.0464903,0.00857245,0.0297982,0.0242613,0.0356516,0.0251432,0.054492,0,0,0.0359783,0,0.0256383,0.0351904,0.0359991,0.0417116,0.025369,0.0603445,0.0377193,0.0791652,0.0174319,0.016949,0.0329755,0.0330801,0.0325564,0.0152288,0.0154621,0.0314337,0.0217969,0.0305014,0.0329324,0.0322472,0.0555886,0.028272,0,0,0,0,0,0,0,0
195,0.0382257,0,0,0,0,0,0,0,0.0227586,0.0256739,0.0192382,0.0256189,0,0.0534642,0,0.0512282,0.023787,0.0458145,0.0287176,0.010955,0.0208535,0.0360769,0.032127,0.0156316,0.0245078,0.0205103,0.0103795,0,0.00594598,0.0272271,0.0419417,0.0391979,0.046431,0.00859168,0.0297066,0.0242011,0.0355919,0.0250217,0.0541727,0,0,0.035875,0,0.0255552,0.0349415,0.0359857,0.0416923,0.0254528,0.0601885,0.037364,0.078999,0.0174215,0.0169479,0.0329882,0.0330409,0.0325331,0.0151878,0.0154241,0.0314817,0.0216539,0.0305945,0.0326947,0.0322595,0.055269,0.028078,0,0,0,0,0,0,0,0
196,0.0379551,0,0,0,0,0,0,0,0.0226882,0.025654,0.0191058,0.0256029,0,0.0532677,0,0.0511516,0.0236654,0.0455321,0.0288441,0.0110525,0.0203845,0.0360765,0.03189,0.0156984,0.0246763,0.0203494,0.00994765,0,0.00685722,0.0272856,0.0421916,0.0389896,0.0463675,0.00851608,0.0296832,0.0241558,0.0354549,0.0249561,0.053772,0,0,0.0358242,0,0.0254721,0.03485,0.0360024,0.0415593,0.0255481,0.0600846,0.0373257,0.0788333,0.0174102,0.0169375,0.0329817,0.0329892,0.0325403,0.0151476,0.0153875,0.0315105,0.0216246,0.0308084,0.0324393,0.0319478,0.055011,0.0279501,0,0,0,0,0,0,0,0
197,0.0377284,0,0,0,0,0,0,0,0.0231126,0.0256311,0.019041,0.025596,0,0.0531476,0,0.0510653,0.0236362,0.0454068,0.0288342,0.0109977,0.0201906,0.036306,0.0317868,0.0157037,0.0249157,0.0203223,0.00978835,0,0.00694087,0.0272794,0.0422208,0.0388778,0.0462691,0.00837229,0.0297032,0.0241827,0.0353358,0.0249452,0.0532501,0,0,0.0356852,0,0.0254784,0.0347561,0.0360509,0.0413556,0.0256074,0.0601074,0.0375323,0.0787286,0.0174273,0.0169315,0.0330078,0.0329875,0.0325736,0.0151348,0.0153308,0.0315091,0.0216853,0.0311025,0.032126,0.03161,0.0548207,0.0279271,0,0,0,0,0,0,0,0
198,0.0376318,0,0,0,0,0,0,0,0.0237735,0.0256178,0.0191218,0.0255533,0,0.0531287,0,0.050933,0.0235916,0.0454993,0.0288097,0.0108182,0.0202685,0.0366836,0.0317854,0.0155776,0.0250187,0.0203615,0.010878,0,0.00594711,0.0272248,0.0420517,0.0388308,0.0461209,0.00819236,0.0295904,0.024171,0.0352326,0.0249787,0.0527851,0,0,0.0356104,0,0.0254325,0.034464,0.0360861,0.0410851,0.0256013,0.0601383,0.0378505,0.078716,0.0174651,0.0169284,0.0330106,0.0330082,0.0325785,0.0151291,0.0152087,0.0314462,0.0218035,0.0314931,0.031833,0.0312871,0.0547017,0.0280076,0,0,0,0,0,0,0,0
