Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73,x74,x75,REAR
36,0.0174259,0.0129267,0,0,0,0,0,0,0.0287711,0.0240907,0.00795072,0.00697591,0,0,0.0487157,0,0.0403013,0.0237405,0.0435956,0.0123541,0.00814209,0.0109817,0.00991127,0.0295654,0.00628456,0.0262154,0.00996871,0.0133261,0.00935779,0.00487207,0.0242536,0.0174421,0.045051,0.0332671,0.0116773,0.00262287,0.0241353,0.00782207,0.00666302,0.0164464,0,0.0493349,0,0.0336557,0.023856,0.0332146,0.0144065,0.0221597,0.00376014,0.0124228,0.00683147,0.00292414,0.0106544,0.00323555,0.00226141,0.00633245,0.0145003,0.00767664,0.00812868,0.00368716,0.0213286,0.0186373,0.011758,0.0146337,0.019392,0,0,0,0,0,0,0,0,0,0
37,0.0178532,0.0131165,0,0,0,0,0,0,0.0288738,0.024045,0.00784789,0.00689841,0,0,0.0490778,0,0.0403678,0.0238485,0.0435084,0.0124133,0.00816333,0.0109697,0.00997624,0.0298981,0.00623162,0.026187,0.00989602,0.0133605,0.00937332,0.00490648,0.0242677,0.0174956,0.0454652,0.0332813,0.0115991,0.00276764,0.0240294,0.00781362,0.00651555,0.0168423,0,0.050341,0,0.03372,0.0244248,0.033263,0.0143561,0.0223778,0.00366536,0.0124939,0.00599351,0.00290992,0.0107244,0.00318563,0.00219337,0.00633375,0.0145225,0.00746209,0.00819677,0.00401076,0.0218332,0.0187205,0.0117302,0.0145985,0.0197133,0,0,0,0,0,0,0,0,0,0
38,0.018391,0.0134305,0,0,0,0,0,0,0.0292105,0.0241732,0.00787209,0.00677772,0,0,0.0493751,0,0.0405401,0.0239234,0.0434235,0.0124632,0.00823693,0.0109126,0.00997318,0.030443,0.00621706,0.0261077,0.00981424,0.0134472,0.00938715,0.00497105,0.0243044,0.0175479,0.0459349,0.0333184,0.0115184,0.00298993,0.0239814,0.00791536,0.00639865,0.0172798,0,0.0512459,0,0.0338447,0.0249555,0.0333126,0.0143831,0.0226509,0.00360103,0.0125073,0.00506712,0.00288,0.0108724,0.00310239,0.0021306,0.00636693,0.0145145,0.00746859,0.0083188,0.00421855,0.0223775,0.0186255,0.0116659,0.0146532,0.0201101,0,0,0,0,0,0,0,0,0,0
39,0.0180376,0.0133946,0,0,0,0,0,0,0.0296955,0.0242046,0.0080191,0.00604806,0,0,0.0494246,0,0.040608,0.0238775,0.0433947,0.0126204,0.0081507,0.0106581,0.0106897,0.030057,0.00600802,0.0261615,0.00948321,0.0140266,0.00959038,0.00545526,0.0247363,0.0183292,0.0460129,0.0333463,0.0115604,0.00401486,0.0239681,0.00810495,0.00529088,0.0169058,0,0.0522175,0,0.0339293,0.0254663,0.0328021,0.0144388,0.0204487,0.00381437,0.0136399,0.0047022,0.00252241,0,0.00275656,0.00235494,0.00543033,0.0156144,0.00690625,0.00767037,0.00324505,0.0227935,0.0185656,0.0116382,0.014569,0.0196607,0,0,0,0,0,0,0,0,0,0
40,0.0190306,0.0137468,0,0,0,0,0,0,0.0293613,0.0239676,0.00789641,0.00682355,0,0,0.0497091,0,0.0406871,0.0238607,0.0435124,0.0122884,0.00811628,0.0109687,0.0104046,0.0310604,0.00621091,0.0258193,0.00983651,0.0135054,0.00949681,0.00498977,0.0243682,0.0180835,0.0468263,0.0333593,0.0114237,0.00247794,0.0239267,0.00761956,0.00665197,0.0180337,0,0.0532504,0,0.0340443,0.0259645,0.0332057,0.0141458,0.0222398,0.00376208,0.0129306,0.00405049,0.0028171,0.0107993,0.00313585,0.00220261,0.00624576,0.0143616,0.00736586,0.00803744,0.00361418,0.0233791,0.018709,0.011614,0.0142951,0.0204632,0,0,0,0,0,0,0,0,0,0
41,0.0195323,0.0140293,0,0,0,0,0,0,0.0291989,0.023831,0.0078791,0.00709056,0,0,0.0500245,0,0.04073,0.023904,0.0434818,0.0120107,0.0080642,0.0110215,0.0104502,0.0314466,0.00611419,0.025736,0.00983756,0.01358,0.00956408,0.00500118,0.0244029,0.018353,0.0473367,0.0333388,0.0114182,0.00251317,0.0238647,0.00760242,0.00664083,0.0186449,0,0.0540664,0,0.0340913,0.0263508,0.033262,0.0141539,0.0222922,0.00383543,0.0130511,0.00360366,0.00267131,0.0107862,0.00316189,0.00227254,0.00627928,0.0145128,0.00735556,0.00806091,0.00358762,0.0239339,0.0188123,0.0116103,0.0143441,0.0208267,0,0,0,0,0,0,0,0,0,0
42,0.0199952,0.0143884,0,0,0,0,0,0,0.0291144,0.0238326,0.00784578,0.00716987,0,0,0.0503515,0,0.0408295,0.0239662,0.0434969,0.0124065,0.00805207,0.0111094,0.0104627,0.0318064,0.0061899,0.0259429,0.00992171,0.0137709,0.00964859,0.00505593,0.0244096,0.0185159,0.0476928,0.033341,0.0114184,0.00272565,0.0237993,0.00757472,0.0066892,0.0192982,0,0.0547951,0,0.0341649,0.026743,0.0332623,0.0141047,0.022336,0.00386564,0.0131471,0.00323874,0.00282939,0.0107465,0.00320381,0.00235505,0.00624299,0.0148503,0.0073416,0.00810874,0.00359286,0.0244683,0.0188344,0.0116328,0.0144678,0.0211496,0,0,0,0,0,0,0,0,0,0
43,0.0208623,0.0151517,0,0,0,0,0,0,0.0289698,0.0238909,0.00788173,0.0070636,0,0,0.0503625,0,0.0408313,0.0240518,0.0435298,0.012375,0.00807511,0.0112143,0.0105031,0.0322845,0.00636058,0.0261335,0.0100436,0.0138792,0.0096907,0.00510761,0.02444,0.0186348,0.0476508,0.0333707,0.0115106,0.00278433,0.0237987,0.00749741,0.00674551,0.0203884,0,0.0557967,0,0.0341,0.0272839,0.0332837,0.0140062,0.0223285,0.00387628,0.0130981,0.00306143,0.0028587,0.0106949,0.0032778,0.00239345,0.00613133,0.0149811,0.00727393,0.00809429,0.00358522,0.0252413,0.0190416,0.011725,0.0148471,0.0217688,0,0,0,0,0,0,0,0,0,0
44,0.0208608,0.0149143,0,0,0,0,0,0,0.0291474,0.02381,0.00795256,0.00703025,0,0,0.0509637,0,0.0409077,0.0242308,0.0435796,0.0120021,0.00802628,0.0112454,0.0107003,0.0328787,0.00645057,0.0261713,0.0100159,0.0139444,0.00971466,0.00514729,0.0245022,0.0188612,0.0480149,0.0332783,0.0113557,0.00271496,0.0237178,0.00746776,0.00723232,0.0200328,0,0.0563198,0,0.0342155,0.0275815,0.0333136,0.0139414,0.0222499,0.00386608,0.0132255,0.00313642,0.00284887,0.0107251,0.00331727,0.00238883,0.00610364,0.0149808,0.00716976,0.00805321,0.00361476,0.025346,0.0190332,0.0116263,0.0145077,0.0217437,0,0,0,0,0,0,0,0,0,0
45,0.0210416,0.0149127,0,0,0,0,0,0,0.0293863,0.0237539,0.00788167,0.00714181,0,0,0.0513662,0,0.0409815,0.024233,0.0436302,0.0124563,0.0080121,0.0111989,0.0107984,0.0333294,0.00649853,0.0261051,0.00993999,0.0139016,0.00969803,0.00515587,0.0245116,0.018906,0.0482112,0.0332352,0.0112654,0.0026126,0.0236985,0.00741537,0.00656012,0.0200671,0,0.0567712,0,0.0342414,0.0278751,0.0334181,0.0137599,0.0222343,0.00390835,0.0132885,0.00306341,0.00284528,0.0107117,0.00337425,0.0023948,0.00610912,0.0150293,0.00702761,0.00796159,0.00376747,0.0255047,0.0188801,0.0115534,0.0143671,0.0218946,0,0,0,0,0,0,0,0,0,0
46,0.0212525,0.0149272,0,0,0,0,0,0,0.0294114,0.0236796,0.00785456,0.00726833,0,0,0.0517505,0,0.0410884,0.0241807,0.0435597,0.012659,0.00802774,0.0112346,0.0108411,0.0337679,0.00648752,0.0261527,0.009926,0.0138197,0.00973296,0.00521222,0.0245416,0.0189832,0.0483815,0.0331878,0.0111985,0.00288039,0.0236619,0.00738267,0.00612878,0.0200687,0,0.057145,0,0.0342629,0.0281273,0.0336421,0.0136013,0.0225516,0.00395385,0.0133953,0.00299283,0.00285896,0.0107453,0.00339792,0.0024501,0.00617696,0.0152305,0.0069622,0.00796333,0.00399941,0.0256066,0.0185718,0.0114428,0.014304,0.0220552,0,0,0,0,0,0,0,0,0,0
47,0.021486,0.0150235,0,0,0,0,0,0,0.0293604,0.0236234,0.00787643,0.00729375,0,0,0.0520647,0,0.0412069,0.0241624,0.0434972,0.0125007,0.00806975,0.0112171,0.0108732,0.0341082,0.00634975,0.026216,0.00995055,0.0137891,0.00982416,0.00526586,0.0245984,0.0191555,0.0485489,0.0331445,0.0111076,0.003074,0.0236321,0.0073972,0.00597046,0.0200701,0,0.0575837,0,0.0343372,0.0284312,0.0337524,0.0135433,0.022896,0.00393346,0.0134968,0.00285527,0.00284087,0.01082,0.00338409,0.00248122,0.00621597,0.0153215,0.00693254,0.00801476,0.00408196,0.0257356,0.0185034,0.0113478,0.0142849,0.0222391,0,0,0,0,0,0,0,0,0,0
48,0.021632,0.0150591,0,0,0,0,0,0,0.0293841,0.0236116,0.00783235,0.00742852,0,0,0.0523217,0,0.0413396,0.0241322,0.0435693,0.0126876,0.00802229,0.0111528,0.0109844,0.0342926,0.00605934,0.0262453,0.00990172,0.0137898,0.00988406,0.00530196,0.0246288,0.0191496,0.0487115,0.0331388,0.0109634,0.00291039,0.0235693,0.00743052,0.00607409,0.0200789,0,0.0579287,0,0.0343491,0.028638,0.0336724,0.013486,0.0225263,0.00392528,0.0135027,0.00276585,0.00281794,0.0108004,0.00347853,0.00251804,0.00618864,0.0152166,0.00691954,0.008011,0.00386445,0.0258151,0.0184432,0.011288,0.0140984,0.0222953,0,0,0,0,0,0,0,0,0,0
49,0.0218034,0.0151406,0,0,0,0,0,0,0.0295102,0.0236169,0.00782964,0.00765048,0,0,0.0525351,0,0.0414564,0.0241213,0.0435433,0.0126656,0.00789337,0.0111485,0.0110064,0.0343922,0.00591789,0.0262093,0.00984412,0.0137572,0.00991983,0.0053232,0.0246498,0.0190237,0.048863,0.0331584,0.0108206,0.00287679,0.0234954,0.00750007,0.00615656,0.0201434,0,0.0582234,0,0.0343257,0.0287849,0.0335418,0.0135008,0.0223033,0.00388493,0.0134979,0.00272595,0.00277241,0.0108383,0.00361885,0.00269374,0.00621038,0.0151504,0.00692109,0.00807175,0.003705,0.0258687,0.0184376,0.0112526,0.0139278,0.0223543,0,0,0,0,0,0,0,0,0,0
50,0.0219868,0.0152386,0,0,0,0,0,0,0.0292984,0.0235811,0.00792565,0.00761036,0,0,0.0527704,0,0.0415856,0.0241053,0.0435091,0.01214,0.00784208,0.0111789,0.0110559,0.0344593,0.00589856,0.0261767,0.00986203,0.0137121,0.00985825,0.00532092,0.0246927,0.0190605,0.0489706,0.0331634,0.0106899,0.00300141,0.0234817,0.00758129,0.00621544,0.0202629,0,0.0585666,0,0.0343784,0.0289535,0.0335343,0.0135008,0.0223566,0.00391069,0.0135568,0.00272372,0.00275436,0.011072,0.00375656,0.00272541,0.00630605,0.0151872,0.00701945,0.00814118,0.00358013,0.0258853,0.0183816,0.0112321,0.0138281,0.0224587,0,0,0,0,0,0,0,0,0,0
51,0.0221715,0.0153438,0,0,0,0,0,0,0.0293226,0.023542,0.00800947,0.0074958,0,0,0.0530144,0,0.0417322,0.0241007,0.043513,0.0116993,0.007865,0.0111932,0.0111382,0.0346552,0.00588694,0.0261891,0.00987039,0.0137005,0.00954705,0.00534637,0.024758,0.0192186,0.0490804,0.0331629,0.0105765,0.00314494,0.023444,0.00768638,0.00625902,0.0204338,0,0.0590215,0,0.0344031,0.0291283,0.0335534,0.0136135,0.0224159,0.0039477,0.0136538,0.00279471,0.00278,0.0111571,0.00380864,0.00283246,0.00641561,0.0152904,0.00711975,0.00826095,0.00342987,0.0257189,0.0186115,0.0112426,0.0137447,0.0225396,0,0,0,0,0,0,0,0,0,0
52,0.0223175,0.0154826,0,0,0,0,0,0,0.0295352,0.023507,0.00796147,0.00738908,0,0,0.0532398,0,0.0418376,0.0241385,0.0435,0.0121812,0.00788818,0.0111519,0.0111822,0.0348815,0.00584089,0.0262796,0.00977607,0.013742,0.00942148,0.00539677,0.0247944,0.0193856,0.0492753,0.0331433,0.0105065,0.00288493,0.0233716,0.00772889,0.00628796,0.0206123,0,0.0594606,0,0.0343874,0.0293008,0.0335344,0.0136781,0.0223542,0.00395299,0.013749,0.00286106,0.00281876,0.011145,0.00369384,0.0026761,0.00641461,0.0151885,0.00691704,0.00829654,0.0033437,0.0256308,0.0188602,0.0112627,0.0136688,0.0226088,0,0,0,0,0,0,0,0,0,0
53,0.0225155,0.0156186,0,0,0,0,0,0,0.0295538,0.0234644,0.00787629,0.00737743,0,0,0.0534642,0,0.0418775,0.0241888,0.0434225,0.0128684,0.00778112,0.0110769,0.0111521,0.0351264,0.0057891,0.0263735,0.00963762,0.013763,0.00948007,0.00545428,0.0247936,0.0196086,0.0494699,0.0330888,0.0104758,0.0027298,0.0233245,0.00777504,0.00623207,0.0208189,0,0.0599214,0,0.0344171,0.0295087,0.0335318,0.013731,0.0222842,0.00391318,0.0138107,0.00292192,0.0027774,0.0110702,0.00383953,0.00257145,0.00642559,0.0150778,0.00655881,0.00832146,0.00329138,0.0256935,0.0190275,0.0112734,0.0136267,0.022728,0,0,0,0,0,0,0,0,0,0
54,0.0226835,0.0156904,0,0,0,0,0,0,0.0295237,0.0234399,0.00792287,0.0074825,0,0,0.0536771,0,0.0419355,0.0241803,0.0433997,0.0128214,0.00771359,0.0110465,0.0112799,0.0353268,0.0057487,0.0264253,0.00962483,0.0137784,0.00957386,0.00550857,0.0248433,0.0198434,0.0495839,0.0330353,0.0104157,0.00273128,0.0232956,0.00776435,0.00627062,0.0209982,0,0.0603535,0,0.0344819,0.0297796,0.0335224,0.0137073,0.0222832,0.00391185,0.0138551,0.00302,0.00275758,0.0109653,0.00382499,0.00256163,0.00641007,0.0150845,0.00661825,0.00829812,0.00320895,0.0259008,0.0190533,0.0112951,0.013525,0.0228339,0,0,0,0,0,0,0,0,0,0
55,0.0227144,0.0156341,0,0,0,0,0,0,0.0297417,0.0234648,0.00800499,0.00771311,0,0,0.0538703,0,0.0420268,0.0241845,0.0434098,0.012268,0.0077301,0.0110097,0.0115591,0.0354012,0.00575124,0.0264533,0.00965806,0.013797,0.00959375,0.00550781,0.0248847,0.0200197,0.0496573,0.0329949,0.0103595,0.00277989,0.0232797,0.0078212,0,0.0211317,0,0.0606373,0,0.0345386,0.0299662,0.0335345,0.0137427,0.0225822,0.00406806,0.0140443,0.003321,0.00288202,0.0107701,0.00391179,0.00271796,0.00647868,0.0150039,0.00654204,0.00832486,0.00312188,0.0259533,0.019083,0.0113271,0.0133374,0.0227609,0,0,0,0,0,0,0,0,0,0
56,0.0230558,0.0158184,0,0,0,0,0,0,0.0304826,0.0234763,0.0080516,0.00742031,0,0,0.0540676,0,0.0421297,0.0242285,0.0434549,0.0126119,0.00778631,0.0109913,0.0113167,0.03569,0.0057493,0.0264927,0.00959236,0.013873,0.00966558,0.00561914,0.0249425,0.0203014,0.0497689,0.0329745,0.0102961,0.00276124,0.0231869,0.00772568,0.00628087,0.0215427,0,0.0611066,0,0.0345192,0.0301724,0.0334454,0.013617,0.0223733,0.00392684,0.0138726,0.00328411,0.00268969,0.0109751,0.00364005,0.00258182,0.00631652,0.0151655,0.00642703,0.00821341,0.00315479,0.0263409,0.0189867,0.0112578,0.0134957,0.0230592,0,0,0,0,0,0,0,0,0,0
57,0.0231566,0.015834,0,0,0,0,0,0,0.031094,0.0234896,0.00803528,0.00751221,0,0,0.0542491,0,0.0421974,0.0242195,0.0434591,0.0126425,0.00773452,0.0109734,0.0115275,0.0358049,0.00582572,0.0265095,0.00957967,0.0137777,0.00974853,0.00555689,0.0249074,0.0202973,0.0497319,0.0329634,0.0102917,0.00279646,0.02317,0.00771399,0,0.0217335,0,0.0613204,0,0.0345386,0.0302585,0.0335354,0.0135496,0.0225811,0.00413963,0.0140015,0.00354041,0.00281971,0.0108262,0.00373913,0.00273932,0.00635943,0.0151169,0.00654177,0.00820778,0.00307103,0.0264175,0.0189083,0.0112458,0.0133305,0.0230564,0,0,0,0,0,0,0,0,0,0
58,0.0235475,0.0160977,0,0,0,0,0,0,0.0313845,0.0235062,0.00800332,0.00713198,0,0,0.0543452,0,0.0422903,0.0240918,0.043461,0.0130345,0.00767118,0.0109319,0.0112282,0.036081,0.00584779,0.0265363,0.00956616,0.0138013,0.00987748,0.00560765,0.0249561,0.0203768,0.0497295,0.0329971,0.010286,0.00284487,0.0231023,0.00763362,0.00623274,0.0221667,0,0.0617049,0,0.0345735,0.0304806,0.03357,0.0134484,0.0222414,0.0040683,0.0138188,0.00352799,0.00260933,0.0110201,0.0035337,0.00257946,0.00624758,0.0152968,0.00637887,0.00814015,0.00310247,0.0268383,0.0188889,0.0111541,0.0134991,0.023389,0,0,0,0,0,0,0,0,0,0
59,0.0237703,0.0162025,0,0,0,0,0,0,0.0314324,0.0235355,0.00796972,0.00706178,0,0,0.0543512,0,0.042334,0.023958,0.0434535,0.0132174,0.00758615,0.0108708,0.0112188,0.0362052,0.00582959,0.0265798,0.00949222,0.0137997,0.0099121,0.00559598,0.0249524,0.0203575,0.0496072,0.0330548,0.0102703,0.00286593,0.0230055,0.00756834,0.00620286,0.0224775,0,0.0619598,0,0.0345495,0.0306255,0.0335698,0.0133581,0.0221322,0.00407879,0.0138519,0.00366533,0.00257169,0.0110083,0.00350892,0.00255991,0.00620357,0.015346,0.00641396,0.00811137,0.00312219,0.0269839,0.0188921,0.0110812,0.0135556,0.0235014,0,0,0,0,0,0,0,0,0,0
60,0.0239965,0.0162329,0,0,0,0,0,0,0.0314192,0.0235076,0.0079552,0.00711223,0,0,0.054315,0,0.0423689,0.0238509,0.0434524,0.0132258,0.0075321,0.0108567,0.0111846,0.0363677,0.00579759,0.0265946,0.00947303,0.0137604,0.00991354,0.005573,0.0249383,0.0202365,0.0495553,0.0331011,0.0101686,0.00285466,0.0229541,0.00753008,0.00617651,0.0226094,0,0.0621868,0,0.0345108,0.030775,0.0335013,0.0133385,0.0220752,0.00405517,0.013789,0.00358445,0.00256629,0.0109942,0.00350431,0.0025397,0.00621264,0.0153718,0.00633837,0.00811247,0.00318349,0.0271893,0.0187885,0.0110054,0.0135582,0.0236902,0,0,0,0,0,0,0,0,0,0
61,0.0241019,0.0161832,0,0,0,0,0,0,0.0314055,0.023459,0.00795451,0.00723618,0,0,0.0542381,0,0.0424197,0.0237025,0.0434253,0.0131688,0.00749641,0.0107368,0.0113067,0.0365179,0.00574455,0.0265972,0.00947526,0.0138462,0.00988918,0.00556122,0.0249525,0.0200702,0.0495145,0.0331719,0.0100477,0.00280169,0.0229333,0.00755253,0.00621648,0.0225766,0,0.0623637,0,0.0345292,0.0309365,0.0334234,0.0133746,0.0221463,0.00404963,0.0138044,0.00351034,0.00260379,0.0109909,0.00355273,0.00253516,0.00626889,0.0153909,0.00613066,0.00814549,0.00328773,0.0273591,0.0185675,0.0108934,0.0134307,0.0237882,0,0,0,0,0,0,0,0,0,0
62,0.0241692,0.0160929,0,0,0,0,0,0,0.0313888,0.0234064,0.00790448,0.00734188,0,0,0.0540609,0,0.0424877,0.0235948,0.0434176,0.0130592,0.00744844,0.010532,0.0114833,0.0366265,0.005684,0.0266349,0.00935943,0.0138723,0.00984978,0.00551154,0.0249572,0.019836,0.0493061,0.0332651,0.00993899,0.00277385,0.0229378,0.00760006,0,0.0224756,0,0.0624441,0,0.0345528,0.0310245,0.0333515,0.0134082,0.0223697,0.00417937,0.0139395,0.00361624,0.00278798,0.0108567,0.00377595,0.00265905,0.00634158,0.0153225,0.00633338,0.00820952,0.00332466,0.0273288,0.018492,0.0108047,0.0132693,0.0237771,0,0,0,0,0,0,0,0,0,0
63,0.0244018,0.0160105,0,0,0,0,0,0,0.031331,0.0233316,0.00790848,0.006873,0,0,0.0539796,0,0.0426086,0.0234296,0.0434346,0.0129483,0.00742387,0.0103508,0.0111347,0.0368403,0.00561383,0.0267022,0.00915884,0.0139238,0.00986621,0.00554605,0.02502,0.0198083,0.04927,0.0333112,0.00972706,0.00282947,0.0229375,0.00762184,0.00616234,0.0223903,0,0.0626146,0,0.0345684,0.0311444,0.0332023,0.0134134,0.0220328,0.00403208,0.0137301,0.00335664,0.00267527,0.0110534,0.00366992,0.00252788,0.00623658,0.015506,0.00620445,0.00819894,0.00344794,0.0275631,0.0182973,0.0106565,0.0131902,0.0239754,0,0,0,0,0,0,0,0,0,0
64,0.0244793,0.0158377,0,0,0,0,0,0,0.0311716,0.0233087,0.00792889,0.00675834,0,0,0.0540382,0,0.0426998,0.0232622,0.0434201,0.0126028,0.00736771,0.0102574,0.0110561,0.0368557,0.00559551,0.0267312,0.00906282,0.0139251,0.0098484,0.00551802,0.0250153,0.0197297,0.0492113,0.0332984,0.00958779,0.00294689,0.0229351,0.00765126,0.00608476,0.0222702,0,0.0626068,0,0.0345399,0.03118,0.0331645,0.0134245,0.021943,0.00404091,0.0136996,0.00336834,0.00267216,0.0110862,0.00359722,0.00250648,0.00622125,0.0155431,0.00605985,0.00824051,0.00353129,0.0275693,0.0180041,0.0105213,0.0129881,0.02409,0,0,0,0,0,0,0,0,0,0
65,0.0245245,0.0157329,0,0,0,0,0,0,0.0312895,0.0232854,0.00798505,0.00676234,0,0,0.0541582,0,0.0427953,0.0231704,0.0433387,0.0121777,0.00733089,0.0101832,0.0110597,0.036649,0.0056549,0.0267655,0.00905791,0.0139675,0.00981616,0.00551517,0.0250077,0.0196095,0.0492316,0.0332807,0.00946972,0.00305075,0.0229486,0.00759392,0.00601148,0.0221717,0,0.0625264,0,0.0345206,0.031204,0.0332387,0.0133619,0.0220972,0.00402631,0.0136635,0.00353203,0.0026087,0.0110908,0.00348113,0.00248844,0.00619805,0.0155691,0.00607854,0.00826762,0.00366177,0.0274456,0.0176509,0.0103971,0.0127415,0.0241713,0,0,0,0,0,0,0,0,0,0
66,0.0245553,0.0156548,0,0,0,0,0,0,0.0314699,0.0233165,0.00787863,0.00693272,0,0,0.0543253,0,0.0429233,0.0231828,0.0432956,0.012485,0.00738294,0.0100193,0.0111868,0.036411,0.00575268,0.0268881,0.00898153,0.0140353,0.00977497,0.00545706,0.0249331,0.019399,0.0491653,0.0333013,0.00939552,0.0031224,0.0229306,0.0075703,0,0.0220705,0,0.062397,0,0.0344487,0.031114,0.0333583,0.0133038,0.0224772,0.00411811,0.0136354,0.00384155,0.00267204,0.0110246,0.00359372,0.00255209,0.00621106,0.0155201,0.00620178,0.0082751,0.00371751,0.0272194,0.0174095,0.0103109,0.012525,0.0241949,0,0,0,0,0,0,0,0,0,0
67,0.0248195,0.0157737,0,0,0,0,0,0,0.0316022,0.0233311,0.00782311,0.00671181,0,0,0.054484,0,0.0430443,0.0231892,0.0433599,0.0126756,0.00751947,0.00977644,0.0108109,0.036249,0.00576877,0.0270285,0.00881303,0.0141187,0.00977141,0.00543977,0.0249263,0.0194627,0.0490464,0.0333407,0.00926746,0.00314103,0.0229059,0.00745358,0.00587246,0.0221783,0,0.0624464,0,0.0343675,0.0310108,0.0333275,0.0131448,0.0223006,0.00394026,0.0132707,0.00370126,0.00250375,0.0113157,0.00343682,0.00237834,0.00604907,0.0156824,0.00616988,0.00810629,0.00370422,0.0273385,0.0174045,0.0102042,0.0125753,0.0244132,0,0,0,0,0,0,0,0,0,0
68,0.0248715,0.0158919,0,0,0,0,0,0,0.0315186,0.0233289,0.00775494,0.00658692,0,0,0.054588,0,0.0431263,0.0231664,0.0434027,0.0125726,0.0074743,0.00959265,0.0105887,0.0359564,0.00574458,0.0270538,0.0087415,0.0140337,0.00975831,0.00539754,0.0248934,0.0193957,0.0487678,0.0333833,0.00916234,0.00323713,0.0228907,0.00740453,0.00568367,0.0221837,0,0.0623577,0,0.0342862,0.030898,0.0333685,0.0130527,0.0221986,0.00391213,0.013117,0.00378404,0.00250037,0.0113785,0.00343955,0.00233377,0.00596131,0.0157321,0.00617818,0.00798811,0.00358428,0.0273233,0.0173782,0.010155,0.0125202,0.0244659,0,0,0,0,0,0,0,0,0,0
69,0.0250507,0.0160981,0,0,0,0,0,0,0.031247,0.0233263,0.0077824,0.00655797,0,0,0.0548546,0,0.0432049,0.0232526,0.0434075,0.0123847,0.00748462,0.00957381,0.0105216,0.0358062,0.00574616,0.026965,0.00881851,0.0139698,0.00973691,0.00544343,0.0248888,0.0193699,0.0486833,0.0334434,0.00905566,0.00332037,0.0228899,0.00738686,0.00560407,0.0222951,0,0.0621723,0,0.0342709,0.030872,0.0334404,0.0130148,0.0221797,0.00388368,0.0129979,0.00384581,0.0024999,0.0113601,0.00346632,0.00229565,0.00588323,0.0157736,0.00595805,0.00791412,0.00341062,0.0273485,0.017392,0.0102059,0.0125533,0.0245818,0,0,0,0,0,0,0,0,0,0
70,0.0251702,0.0161531,0,0,0,0,0,0,0.0314729,0.0232929,0.00772458,0.00668003,0,0,0.0546542,0,0.0432635,0.0231234,0.0433579,0.0122963,0.00743695,0.00943593,0.0104095,0.0355817,0.00570862,0.026932,0.00878029,0.0139685,0.00966915,0.00552462,0.024889,0.0192145,0.0483237,0.033586,0.00893438,0.00347067,0.0228737,0.00738085,0.00547487,0.0223453,0,0.062242,0,0.0342466,0.0309771,0.0335215,0.0129959,0.0222551,0.00386587,0.0128196,0.00398873,0.00248691,0.0113967,0.00342241,0.00227048,0.0058501,0.0157835,0.00570922,0.00790152,0.00341168,0.0273816,0.0171547,0.0101351,0.0124837,0.0246943,0,0,0,0,0,0,0,0,0,0
71,0.0252393,0.0161227,0,0,0,0,0,0,0.0316581,0.023315,0.00766191,0.00666093,0,0,0.0543203,0,0.0433299,0.0230006,0.043357,0.0122401,0.0074,0.00929792,0.0102451,0.0352877,0.0057369,0.0269618,0.00869179,0.0139465,0.00964109,0.0055387,0.0248786,0.0192082,0.0479344,0.033709,0.00885565,0.00358213,0.0228948,0.0073388,0.00534568,0.0223847,0,0.0623697,0,0.0342383,0.0310854,0.0335521,0.0129972,0.0222709,0.00386338,0.0126949,0.00409334,0.00252899,0.0114343,0.00335713,0.00225554,0.00583977,0.0157618,0.00594316,0.00789568,0.00353701,0.0274617,0.0168822,0.0100519,0.0123916,0.0248212,0,0,0,0,0,0,0,0,0,0
72,0.0253,0.0160534,0,0,0,0,0,0,0.0316405,0.0233409,0.00759338,0.00649294,0,0,0.0539796,0,0.0433947,0.0229068,0.0433994,0.0121235,0.0073689,0.0091543,0.0100328,0.0350712,0.00581914,0.0270403,0.00859016,0.0138635,0.00964168,0.00550154,0.024845,0.0192748,0.0476308,0.0338399,0.00881734,0.00350076,0.0229114,0.00737829,0.00535368,0.0224233,0,0.0625077,0,0.0341615,0.0311477,0.0334872,0.013121,0.0221611,0.00390014,0.0125745,0.00422578,0.00256362,0.0114417,0.00337966,0.00226399,0.00588457,0.0157541,0.00590891,0.0079709,0.0037113,0.0275213,0.0166804,0.00993747,0.012292,0.0248762,0,0,0,0,0,0,0,0,0,0
