Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x73
35,0.0419222,0.0305529,0,0,0,0,0,0,0.0880929,0.028874,0.0491994,0.00800155,0,0,0.0687857,0,0.0435444,0.033516,0.0475813,0.0656553,0.0106063,0.0469099,0.00989081,0.0560572,0.0291145,0.0641392,0.0336232,0.0692721,0.0313872,0.0185742,0.0123781,0.0265361,0.078211,0.052779,0.0451859,0.0048028,0.022435,0.0262722,0.0256875,0.00707979,0.0313591,0,0,0.021389,0,0.0233555,0.0179187,0.0357731,0.0345685,0.0246169,0.0152694,0.00835992,0.0326398,0.0120083,0.0214545,0.0103551,0.0143208,0.01228,0.0204973,0.0104257,0.0176148,0.0297901,0.0237881,0.0136994,0.0163314,0.028149,0.0356766,0,0,0,0,0,0,0
36,0.0414652,0.0305678,0,0,0,0,0,0,0.0881658,0.0288559,0.0492685,0.00792077,0,0,0.0688136,0,0.0436606,0.0333277,0.047602,0.0658656,0.0106772,0.0468702,0.00993171,0.0559017,0.0292968,0.0642016,0.0336035,0.0692335,0.0314387,0.0188185,0.0124791,0.0266189,0.0783966,0.0530032,0.0452113,0.00467359,0.0228187,0.0263895,0.0260557,0.00706781,0.0312878,0,0,0.0211486,0,0.0234811,0.0178916,0.0361651,0.0346406,0.0246806,0.0156293,0.00836379,0.0328426,0.0119016,0.0212175,0.0103043,0.0144334,0.0121868,0.0209659,0.0105238,0.0173513,0.0299811,0.0235975,0.0136904,0.0162576,0.0282787,0.0354832,0,0,0,0,0,0,0
37,0.0414182,0.0305794,0,0,0,0,0,0,0.0881998,0.0288378,0.0492764,0.00786563,0,0,0.0688596,0,0.0437461,0.0332311,0.0475693,0.0659703,0.0107575,0.0468062,0.00988776,0.0557307,0.0294617,0.0642589,0.0335813,0.0692055,0.0314691,0.0191338,0.0125616,0.0266722,0.078644,0.0532692,0.045202,0.00457638,0.0231286,0.0263554,0.0264643,0.00707538,0.0310702,0,0,0.0209111,0,0.0234692,0.0178232,0.0364709,0.0346755,0.0247387,0.0160778,0.00848225,0.0329849,0.011768,0.0209406,0.0102914,0.0145515,0.0121561,0.0214891,0.0106856,0.0170992,0.0303092,0.0234701,0.0136068,0.0163179,0.0284141,0.0352918,0,0,0,0,0,0,0
38,0.0416916,0.0305993,0,0,0,0,0,0,0.08821,0.0288212,0.049274,0.00781655,0,0,0.0688784,0,0.0438193,0.0333129,0.0474805,0.0660408,0.010836,0.046689,0.0100278,0.0555447,0.0295878,0.0643159,0.033503,0.0691956,0.0314379,0.0194019,0.0126825,0.0267357,0.0788837,0.0535772,0.0451639,0.00449057,0.0234155,0.0263635,0.0269569,0.00710377,0.0306746,0,0,0.0206612,0,0.0234941,0.0177274,0.0366067,0.0349798,0.0247912,0.0166065,0.00854973,0.033008,0.0116003,0.0206749,0.0103408,0.0147097,0.0123384,0.0220951,0.0110277,0.0170839,0.030729,0.023326,0.0135387,0.0163467,0.0285019,0.0350747,0,0,0,0,0,0,0
39,0.0406262,0.0302058,0,0,0,0,0,0,0.0882376,0.0287284,0.0493426,0.0077417,0,0,0.0684086,0,0.0438884,0.0330774,0.0472708,0.0661509,0.0110561,0.0465288,0.0103581,0.054654,0.0297059,0.0643915,0.0334052,0.0691689,0.0313777,0.0195478,0.0127745,0.0268078,0.0790093,0.0533077,0.0450389,0.00436177,0.0238611,0.0263642,0.0275523,0.00705536,0.0296117,0,0,0.0213624,0,0.0235485,0.0182131,0.0366722,0.0354998,0.0250104,0.0171965,0.00862794,0.0331796,0.0114035,0.020431,0.0104412,0.0149177,0.0125582,0.0228365,0.0115005,0.0173401,0.0312833,0,0.0134402,0.0161265,0.0284428,0.0341521,0,0,0,0,0,0,0
40,0.0407925,0.0307159,0,0,0,0,0,0,0.0880917,0.0287838,0.0491968,0.00777095,0,0,0.0688231,0,0.0438705,0.0334453,0.0472052,0.0659911,0.0109416,0.0462868,0.00977122,0.0554922,0.0297319,0.0643091,0.033207,0.0692627,0.0313449,0.0198332,0.0129645,0.0268309,0.0791558,0.0542231,0.0450592,0.00434363,0.0244051,0.0261122,0.0280579,0.00721453,0.0299488,0,0,0.0199372,0,0.0233232,0.0172844,0.0367776,0.0358267,0.0250508,0.017705,0.00870576,0.0331295,0.0111837,0.0201825,0.0105133,0.0151379,0.0126286,0.0235877,0.0117259,0.0172865,0.0322078,0.0228879,0.0133037,0.0166122,0.0286572,0.0345385,0,0,0,0,0,0,0
41,0.0404327,0.0306896,0,0,0,0,0,0,0.0879218,0.0287529,0.0490476,0.00788786,0,0,0.0688295,0,0.0439028,0.0334066,0.0471194,0.0658911,0.0109895,0.0461392,0.0095564,0.0554749,0.0297146,0.0641418,0.0330127,0.0693306,0.0313381,0.0200427,0.0131579,0.0268241,0.0791534,0.0545885,0.0450185,0.00430497,0.0253755,0.0256703,0.0285236,0.0074285,0.0297566,0,0,0.0194588,0,0.0229419,0.0168992,0.0369972,0.0360449,0.0251251,0.0180818,0.00898471,0.0330751,0.0110343,0.0200081,0.0106621,0.0153222,0.0125194,0.0241427,0.0117403,0.0170669,0.0331087,0.0224703,0.0131008,0.0169475,0.0285726,0.0344741,0,0,0,0,0,0,0
42,0.0392624,0.0303968,0,0,0,0,0,0,0.0883175,0.0287156,0.0494103,0.00916214,0,0,0.0687935,0,0.0439939,0.03345,0.0464027,0.066147,0.0110038,0.0463522,0.00853414,0.0552976,0.0301243,0.0644062,0.0332638,0.0688452,0.0314589,0.0199658,0.0126528,0.0266571,0.0790874,0.0553351,0.044878,0.00458955,0.0109763,0.0257818,0.026169,0.0104799,0.028995,0,0,0.0190971,0,0.0230627,0.0167088,0.0375447,0.0399032,0.0204411,0.020691,0.00659643,0.0327611,0.013676,0.0232379,0.0135292,0.0179655,0.0226196,0,0.0209605,0.0268698,0.00969577,0.022209,0.0131065,0.0166977,0.0280485,0.0332215,0,0,0,0,0,0,0
43,0.039487,0.0323596,0,0,0,0,0,0,0.0876272,0.0287045,0.0489303,0.00808897,0,0,0.0686718,0,0.0441174,0.0334598,0.0471519,0.0659754,0.0112315,0.0458304,0.00999827,0.0554709,0.0296549,0.0637634,0.032591,0.0695321,0.0312322,0.0202715,0.0135005,0.0268642,0.0790841,0.0555825,0.0449822,0.00437005,0.0258675,0.0255088,0.0281053,0.00769428,0.0296365,0,0,0.0186131,0,0.0228521,0.0165085,0.0372868,0.0370416,0.025507,0.0183663,0.00921703,0,0.0106883,0.0197141,0.0107876,0.0152776,0.0124504,0.025036,0.011688,0.016775,0.0320799,0.0223358,0.013303,0.0168793,0.0303029,0.033183,0,0,0,0,0,0,0
44,0.0387831,0.0309753,0,0,0,0,0,0,0.0873981,0.0285921,0.0487893,0.00825896,0,0,0.0677397,0,0.0443025,0.0328648,0.0473038,0.0657297,0.0110957,0.045574,0.00972673,0.0543458,0.0295133,0.0635332,0.0322393,0.0697473,0.0311055,0.020273,0.0136636,0.026902,0.078701,0.0544777,0.0449763,0.00413473,0.0261575,0.0255951,0.0279229,0.00812931,0.0287893,0,0,0.0190406,0,0.0229423,0.0168089,0.0373719,0.0367509,0.0253372,0.0184957,0.00899904,0.0335814,0.0108091,0.0196929,0.0109769,0.0154288,0.0121234,0.0250835,0.011515,0.0163353,0.0325864,0.022575,0.0131228,0.0169516,0.0289724,0.0327734,0,0,0,0,0,0,0
45,0.0386536,0.0302157,0,0,0,0,0,0,0.0872996,0.0284859,0.0487699,0.0085058,0,0,0.0673523,0,0.0444619,0.0325301,0.0474303,0.065642,0.0110518,0.0454062,0.00951874,0.0539026,0.029466,0.0633721,0.0319951,0.0698714,0.0310388,0.0202721,0.0138733,0.0269518,0.0784192,0.0538585,0.0449836,0.00396389,0.0253221,0.0254566,0.0271773,0.00851543,0.0285147,0,0,0.0192758,0,0.0227623,0.016966,0.037502,0.0356398,0.0251621,0.018255,0.00892063,0.0332312,0.010979,0.0197941,0.0110188,0.0154836,0.0113092,0.0245799,0.0108231,0.0151955,0.0325459,0.0227096,0.0130315,0.0169529,0.0282935,0.0327682,0,0,0,0,0,0,0
46,0.0386188,0.0297222,0,0,0,0,0,0,0.0872393,0.0283949,0.0487664,0.00864725,0,0,0.0671498,0,0.0445727,0.0322362,0.0475015,0.0655657,0.0110249,0.0452299,0.00953646,0.0535888,0.0293782,0.0632,0.0317925,0.0700246,0.0309832,0.0202817,0.0140962,0.0269838,0.0779366,0.0534891,0.0450014,0.00379101,0.0250186,0.0258521,0.0273087,0.00877356,0.0284295,0,0,0.0196525,0,0.0230473,0.017386,0.0374816,0.0356307,0.0251021,0.0181443,0.00894527,0.0330919,0.0109892,0.0198385,0.0110222,0.0154305,0.0111137,0.0245285,0.0107364,0.0149387,0.0325652,0.0229038,0.0132205,0.0166609,0.0278979,0.0328199,0,0,0,0,0,0,0
47,0.0376754,0.0288933,0,0,0,0,0,0,0.0872533,0.0282386,0.0488584,0.00867539,0,0,0.06651,0,0.0446857,0.0316199,0.047444,0.06561,0.0112127,0.0450402,0.0101881,0.0524118,0.0293219,0.0630725,0.0316683,0.0701462,0.0308931,0.0202771,0.0142376,0.0270049,0.0772551,0.0525601,0.0449304,0.00366794,0.0251595,0.0261023,0.0277644,0.00888025,0.027873,0,0,0.0211017,0,0.0233001,0.0183978,0.0373831,0.0362811,0.025162,0.0181581,0.00880931,0.0331019,0.0108851,0.0198215,0.0109995,0.0153499,0.0112624,0.0247738,0.0110193,0.015243,0.0327649,0,0.0132956,0.0164979,0.0274623,0.0321663,0,0,0,0,0,0,0
48,0.0384353,0.029166,0,0,0,0,0,0,0.0871366,0.0282546,0.048839,0.00879291,0,0,0.0668378,0,0.0447062,0.0317749,0.0474851,0.0655093,0.011013,0.0447743,0.0100258,0.0529941,0.0292906,0.0628995,0.0314851,0.0703464,0.0307586,0.0202645,0.0144619,0.0270089,0.0765042,0.0527644,0.0450021,0.0035505,0.0250047,0.026086,0.0279267,0.00920236,0.0283316,0,0,0.0201882,0,0.0232761,0.0179068,0.0372087,0.036951,0.0249876,0.0181214,0.00850467,0.0329275,0.0107766,0.0197868,0.0109343,0.015218,0.0114283,0.0249918,0.0112696,0.0154793,0.0330809,0.0234351,0.013423,0.0170871,0.027407,0.0328226,0,0,0,0,0,0,0
49,0.0383567,0.0288342,0,0,0,0,0,0,0.0869119,0.0281737,0.0487642,0.0089409,0,0,0.0665761,0,0.0447832,0.0316686,0.0475022,0.0652805,0.0110048,0.0444955,0.0100419,0.0526696,0.0292211,0.062753,0.0312938,0.0704825,0.0305575,0.0200125,0.0145775,0.026984,0.0756725,0.0523206,0.0450138,0.00341694,0.0246376,0.0260629,0.027973,0.00950575,0.0280467,0,0,0.0202127,0,0.0232792,0.0178365,0.0372258,0.0377238,0.0249072,0.0180981,0.00848623,0.0327038,0.0107137,0.0197911,0.0108988,0.0150442,0.0116029,0.0249997,0.0114259,0.0157185,0.0335737,0.0234349,0.0133982,0.0171106,0.0270226,0.032813,0,0,0,0,0,0,0
50,0.038225,0.0284846,0,0,0,0,0,0,0.0865567,0.0281005,0.0485752,0.00903818,0,0,0.0662488,0,0.0448567,0.0315268,0.0475218,0.0649445,0.011006,0.04413,0.00981201,0.0523723,0.0290708,0.0625686,0.0310623,0.0706065,0.0303046,0.0198059,0.0146432,0.0269179,0.0747625,0.0519679,0.045029,0.00326737,0.0242394,0.0260915,0.0279455,0.00952418,0.0278878,0,0,0.0202045,0,0.0233154,0.0178042,0.0371989,0.0382072,0.0248794,0.0178566,0.00841964,0.0324326,0.010614,0.0197888,0.0108397,0.0147289,0.0117052,0.0248482,0.0114505,0.0160667,0.0339873,0.0233241,0.0133688,0.0171262,0.0266586,0.0326875,0,0,0,0,0,0,0
51,0.0379631,0.0280768,0,0,0,0,0,0,0.0862636,0.0280312,0.0484701,0.0091655,0,0,0.0658924,0,0.0449419,0.0312713,0.0475117,0.0646638,0.0109641,0.0437126,0.00937088,0.0520199,0.0289022,0.0623811,0.0308651,0.070725,0.0300414,0.0195442,0.0146771,0.0268532,0.0738405,0.051636,0.0450574,0.00313363,0.0238497,0.0260959,0.0279206,0.00917607,0.027692,0,0,0.0201747,0,0.0233306,0.0178419,0.0370198,0.0387207,0.0248536,0.0174744,0.00852226,0.0320948,0.010476,0.0197413,0.010722,0.0143035,0.0117505,0.0246155,0.0113799,0.0164631,0.0341537,0.0231091,0.0133518,0.0172015,0.0262722,0.03253,0,0,0,0,0,0,0
52,0.0376779,0.0276866,0,0,0,0,0,0,0.0860044,0.0279831,0.0483342,0.00933444,0,0,0.0655959,0,0.0450491,0.0310135,0.0475559,0.0643609,0.0109128,0.0432677,0.00936122,0.0516616,0.0287846,0.0622259,0.0306972,0.0708647,0.0298136,0.0192498,0.0147615,0.0267575,0.0728802,0.0512776,0.0451016,0.00300554,0.0235688,0.0260746,0.0280496,0.00900061,0.0274166,0,0,0.0200974,0,0.0233157,0.0178636,0.0367692,0.0394717,0.0247921,0.0172002,0.00861235,0.0317492,0.0102596,0.0196648,0.0105331,0.0138274,0.0120858,0.0244337,0.0113913,0.017115,0.0342889,0.0228719,0.0133369,0.0173572,0.0259275,0.0323271,0,0,0,0,0,0,0
53,0.0374026,0.0273303,0,0,0,0,0,0,0.085746,0.0279166,0.0481476,0.00949713,0,0,0.0653424,0,0.0451652,0.0308239,0.0477658,0.0640406,0.0108585,0.0429043,0.00960466,0.0512948,0.0287104,0.0621044,0.0305237,0.071006,0.0295859,0.0189928,0.0149541,0.0266174,0.0718449,0.0509417,0.0451347,0.00290057,0.0236016,0.0260554,0.0283865,0.00888726,0.0270783,0,0,0.0200071,0,0.0233127,0.0178396,0.0366606,0.0399129,0.0247135,0.0171098,0.00851391,0.0313656,0.0100685,0.0196119,0.0102806,0.0134602,0.0126136,0.0244651,0.0114414,0.0177207,0.0347464,0.0225678,0.0133065,0.0174686,0.0256232,0.0320504,0,0,0,0,0,0,0
54,0.0373227,0.0270168,0,0,0,0,0,0,0.0854086,0.0278447,0.0478712,0.00958961,0,0,0.0651162,0,0.045303,0.0307013,0.0481403,0.0636191,0.0107764,0.042424,0.00967067,0.0509352,0.0285714,0.0618811,0.0302749,0.0710695,0.0292331,0.0188007,0.0151516,0.0264681,0.0706292,0.0506903,0.0451954,0.00282141,0.0235772,0.0260572,0.0286358,0.00873627,0.026753,0,0,0.0199302,0,0.0233412,0.0177999,0.0365088,0.0397587,0.0246343,0.0173846,0.00826634,0.0309517,0.0100323,0.0195994,0.00999887,0.013416,0.0130843,0.0247278,0.0116025,0.0180936,0.0351718,0.0221896,0.0132519,0.0175324,0.0253738,0.0317978,0,0,0,0,0,0,0
55,0.0372195,0.0267895,0,0,0,0,0,0,0.0851196,0.0277121,0.0476572,0.00935261,0,0,0.064913,0,0.0454528,0.0306135,0.0488035,0.0633191,0.010698,0.0419834,0.00995314,0.0506747,0.0285602,0.0617794,0.0301518,0.0714479,0.0289718,0.0187737,0.0153823,0.0264266,0.0695654,0.0504857,0.0452552,0.00275007,0.023353,0.0260382,0.0284318,0.00845805,0.0264309,0,0,0.0198399,0,0.0233534,0.0177266,0.0361423,0.0390533,0.0245758,0.0178615,0.00825431,0.030576,0.0102616,0.0197104,0.0101159,0.0137697,0.0132551,0.0250394,0.0118153,0.0181325,0.0353723,0.0217868,0.0131899,0.0176201,0.0252277,0.0316035,0,0,0,0,0,0,0
56,0.0371663,0.0266448,0,0,0,0,0,0,0.0849285,0.027586,0.0475433,0.00876399,0,0,0.0645854,0,0.0456204,0.0304471,0.0494726,0.0630247,0.010735,0.0415747,0.0104535,0.0504386,0.028683,0.0617777,0.0301105,0.0718716,0.0288297,0.0189661,0.0155981,0.0263924,0.0687461,0.0502192,0.045312,0.00270253,0.0228679,0.02602,0.0277842,0.00803644,0.0261304,0,0,0.019712,0,0.0233624,0.0176519,0.0358674,0.0379708,0.0246404,0.0180314,0.00841416,0.030332,0.0105453,0.0198942,0.0104113,0.0142211,0.0130589,0.0251336,0.0119598,0.0179689,0.0350424,0.0215504,0.0131385,0.0177506,0.0251766,0.0316031,0,0,0,0,0,0,0
57,0.0372491,0.0264343,0,0,0,0,0,0,0.0847559,0.0275976,0.0474519,0.00848443,0,0,0.0640939,0,0.0458543,0.0302229,0.0499412,0.062748,0.0108557,0.0410629,0.0109886,0.050163,0.0287442,0.061723,0.0299549,0.0720089,0.0286738,0.0191275,0.0157506,0.0262776,0.0679448,0.0498274,0.0453645,0.00262574,0.0223572,0.0260089,0.0271377,0.00761744,0.0258264,0,0,0.0196269,0,0.02337,0.0175977,0.035855,0.0369713,0.0247292,0.0177444,0.0086093,0.0300871,0.0108237,0.0201643,0.010657,0.0145388,0.0127012,0.0249399,0.0119372,0.0176388,0.0344405,0.0214099,0.0130747,0.0178716,0.0250348,0.031792,0,0,0,0,0,0,0
58,0.0373376,0.0261794,0,0,0,0,0,0,0.084628,0.0275493,0.0473975,0.00842944,0,0,0.0634875,0,0.046019,0.0299149,0.0501863,0.0624874,0.0109759,0.0404079,0.0115027,0.0499032,0.0288131,0.0615999,0.0296974,0.0718699,0.0284291,0.0192,0.0158488,0.0261232,0.0671278,0.049428,0.0454984,0.00259354,0.0219619,0.0259882,0.0267423,0.00738047,0.0258725,0,0,0.019522,0,0.0233738,0.0175453,0.0359914,0.036414,0.0247634,0.0172437,0.00878815,0.0298353,0.0110411,0.0204763,0.0108929,0.014625,0.0124632,0.0245892,0.011811,0.0173252,0.0338887,0.0212592,0.0128636,0.0176625,0.0247747,0.032096,0,0,0,0,0,0,0
59,0.0375511,0.0258602,0,0,0,0,0,0,0.0845047,0.0274424,0.0473834,0.00848025,0,0,0.06292,0,0.0461289,0.0296281,0.0502951,0.0622705,0.0110549,0.0397611,0.0117936,0.0496604,0.0289995,0.0615069,0.0294442,0.0716754,0.0282136,0.0192749,0.0159117,0.0259801,0.0663177,0.0491217,0.045611,0.0025759,0.0219113,0.0259902,0.0266816,0.0073919,0.0259572,0,0,0.0194196,0,0.0233644,0.0175025,0.0359932,0.0362818,0.0247175,0.0168747,0.00884388,0.0296135,0.0112397,0.0208476,0,0.0146943,0.012262,0.0243042,0.011674,0.0171084,0.0336151,0.0210513,0.0127221,0.0174899,0.0244501,0.032453,0,0,0,0,0,0,0
60,0.0374807,0.0256227,0,0,0,0,0,0,0.0843177,0.0273407,0.0474375,0.00848063,0,0,0.0623041,0,0.0462651,0.0293097,0.0503507,0.0622072,0.0110623,0.0392114,0.0120093,0.0492873,0.0293071,0.0614873,0.0293252,0.0716724,0.0280575,0.019382,0.0160486,0.0259219,0.0655829,0.0486352,0.04571,0.00254443,0.02198,0.0259732,0.0266831,0.0075224,0.0260369,0,0,0.0193143,0,0.0233929,0.0174774,0.0358794,0.0362466,0.0248848,0.016505,0.00891982,0.0294932,0.0113323,0.0211289,0,0.0144949,0.0119184,0.0241331,0.0115537,0.0168027,0.0334519,0.0208253,0.0126387,0.0177482,0.0242283,0.0326577,0,0,0,0,0,0,0
61,0.0373962,0.0255019,0,0,0,0,0,0,0.0841144,0.0273318,0.0474525,0.00847757,0,0,0.0616666,0,0.0464602,0.0290536,0.0502453,0.0622316,0.0110889,0.038795,0.0125965,0.0488693,0.0298111,0.0616452,0.0293456,0.0718368,0.0280014,0.0195409,0.0162386,0.0259309,0.0648837,0.0481036,0.0458208,0.00255164,0.0219442,0.0259766,0.0265412,0.00766536,0.0261965,0,0,0.0192654,0,0.0234191,0.0174726,0.0357764,0.0360183,0.0249523,0.0162263,0.00924089,0.0294287,0.01132,0.0213011,0,0.0142217,0.0114735,0.0240563,0.0114419,0.0162486,0.0330845,0.0205966,0.0125739,0.0178408,0.0242109,0.0328103,0,0,0,0,0,0,0
62,0.0371309,0.0249385,0,0,0,0,0,0,0.083763,0.0272512,0.0473374,0.00873464,0,0,0.0607373,0,0.0467187,0.0286655,0.0500181,0.0621246,0.0112676,0.0383313,0.0138346,0.0479557,0.0303283,0.0617902,0.0293522,0.0718128,0.0279045,0.019637,0.0164013,0.0258937,0.0639107,0.0473654,0.0459097,0.00274162,0.0217831,0.0259254,0.0262554,0.0077551,0.025987,0,0,0.0199706,0,0.023509,0.0177759,0.0357123,0.035515,0.0250827,0.0159939,0.0100725,0.0292472,0.0111786,0.0213723,0,0.0139525,0.0108815,0.0240078,0.0113551,0.0155069,0.0324218,0,0.0123677,0.0181585,0.0241442,0.0327503,0,0,0,0,0,0,0
63,0.0370541,0.0248297,0,0,0,0,0,0,0.0831882,0.0271781,0.046985,0.00940505,0,0,0.0603274,0,0.046975,0.0286409,0.0499053,0.0618109,0.0111886,0.037749,0.0144621,0.0477589,0.0307393,0.0618155,0.0292588,0.0717869,0.027704,0.0196959,0.0166463,0.025821,0.0627442,0.0472353,0.0460331,0.0028124,0.0215449,0.0258744,0.0259049,0.00781012,0.0260288,0,0,0.0199638,0,0.0235286,0.0177895,0.0354664,0.0347482,0.025184,0.0157332,0.0104632,0.0290613,0.0110781,0.02137,0,0.0138306,0.0103787,0.0240013,0.0113143,0.014781,0.0317573,0,0.0122806,0.0186196,0.0242563,0.0329364,0,0,0,0,0,0,0
64,0.0375654,0.0252007,0,0,0,0,0,0,0.0823985,0.0271484,0.0465615,0.00925321,0,0,0.0603242,0,0.0472244,0.0288834,0.0497851,0.0615615,0.0108235,0.0371056,0.0144333,0.0482383,0.0310506,0.0617698,0.0291178,0.0718536,0.0275034,0.0198025,0.0170941,0.0257399,0.0616162,0.0475491,0.0462049,0.00279676,0.02136,0.0258649,0.0255701,0.00780831,0.0262334,0,0,0.0193282,0,0.0235071,0.0176084,0.0352114,0.0338674,0.0251646,0.015379,0.0104536,0.0289993,0.010984,0.0212776,0,0.0137592,0.00999605,0.0240791,0.0113153,0.0141642,0.0310469,0.0203873,0.0123812,0.0191729,0.0245518,0.0333161,0,0,0,0,0,0,0
65,0.0374525,0.0248883,0,0,0,0,0,0,0.0815206,0.0270483,0.0461579,0.0087602,0,0,0.0596244,0,0.0475027,0.0286375,0.0495109,0.0615047,0.0109163,0.036491,0.0151231,0.0477882,0.0314047,0.0617487,0.0289978,0.0718681,0.0273393,0.0198439,0.0175001,0.0256424,0.0604851,0.0470784,0.0462356,0.00309117,0.0214027,0.0258503,0.0253995,0.00767934,0.0260645,0,0,0.0200599,0,0.0236008,0.0180247,0.0352306,0.0330645,0.0252929,0.0150351,0.0109727,0.0287673,0.010891,0.02116,0,0.0137249,0.00971662,0.0242325,0.0113532,0.0137054,0.0304036,0,0.0122581,0.018952,0.0247409,0.0332587,0,0,0,0,0,0,0
66,0.0379697,0.0254244,0,0,0,0,0,0,0.0805105,0.0270763,0.0456279,0.00827516,0,0,0.0597261,0,0.0476633,0.0287526,0.0493702,0.0613839,0.0108417,0.0357266,0.0150566,0.0484508,0.0316557,0.0615551,0.0288102,0.0721034,0.0271582,0.0199646,0.0180016,0.0255781,0.0594608,0.0474481,0.0462819,0.00318155,0.0215456,0.0258258,0.025318,0.00735051,0.0264624,0,0,0.0193675,0,0.0235494,0.0179366,0.0352452,0.0323813,0.0252053,0.0147306,0.01082,0.0286599,0.0108029,0.0211339,0,0.013672,0.00949341,0.0243961,0.0114332,0.0133618,0.0299515,0.0198896,0.0123857,0.0194883,0.0251965,0.0335082,0,0,0,0,0,0,0
67,0.0378663,0.0256339,0,0,0,0,0,0,0.0795468,0.0270713,0.0450652,0.00797965,0,0,0.0594439,0,0.0477216,0.0285049,0.0491207,0.0613784,0.0109522,0.0350861,0.0154182,0.0486117,0.0317221,0.061253,0.028615,0.072405,0.0270443,0.0201061,0.0184849,0.0255624,0.0586971,0.0474611,0.0462089,0.00338001,0.0215908,0.0257503,0.0251871,0.00700234,0.0266501,0,0,0.0192742,0,0.0235466,0.0180063,0.035277,0.031755,0.025168,0.0144978,0.0112486,0.0286823,0.0106684,0.0211622,0,0.0135708,0.0092815,0.024505,0.0114411,0.0130688,0.029533,0.0195947,0.0124548,0.0197048,0.0256045,0.0335375,0,0,0,0,0,0,0
68,0.0378362,0.0258257,0,0,0,0,0,0,0.0784892,0.0270362,0.0444462,0.00762949,0,0,0.0590876,0,0.0477302,0.028289,0.0489057,0.0615372,0.0109417,0.0344989,0.0160023,0.0486906,0.0316384,0.0608431,0.028377,0.0728536,0.0269544,0.0203019,0.0190208,0.0255708,0.0580605,0.0474295,0.0461033,0.00356787,0.0215623,0.0256593,0.0250098,0.00657696,0.026819,0,0,0.0192758,0,0.0235195,0.0180172,0.0351776,0.031085,0.0252095,0.014089,0.0118362,0.0289045,0.0105455,0.0212363,0,0.0134024,0.0089804,0.0245691,0.0114257,0.0126379,0.0291032,0.0193891,0.0125572,0.019826,0.0261069,0.0334915,0,0,0,0,0,0,0
69,0.0379993,0.0261035,0,0,0,0,0,0,0.0773502,0.0270098,0.0438071,0.00724588,0,0,0.0588347,0,0.0478433,0.0282491,0.0487364,0.0616419,0.010933,0.0339398,0.0165373,0.0487668,0.0314249,0.0603401,0.0280799,0.0734356,0.026916,0.0205798,0.0196037,0.025605,0.0576148,0.0474351,0.046134,0.00368909,0.0216136,0.0256231,0.0248546,0.00614351,0.0269948,0,0,0.0193106,0,0.0235363,0.0180573,0.0350367,0.0304007,0.0252207,0.0135513,0.0123415,0.029152,0.0104023,0.021309,0,0.0131587,0.00861896,0.024582,0.0114264,0.0120189,0.0287987,0.0191554,0.0125945,0.0197441,0.0267004,0.0335102,0,0,0,0,0,0,0
70,0.0383555,0.026471,0,0,0,0,0,0,0.0762277,0.0269425,0.0432531,0.00678173,0,0,0.0587844,0,0.0482154,0.0285108,0.0485992,0.0617105,0.0109272,0.0335074,0.0170478,0.0488828,0.0311012,0.0597539,0.0277015,0.074175,0.0269241,0.0208762,0.0202978,0.0256787,0.0572266,0.047592,0.0465004,0.0036647,0.021521,0.0256144,0.0245906,0.00569545,0.0272211,0,0,0.0193366,0,0.0235786,0.018161,0.034886,0.0297362,0.0252437,0.013044,0.0131974,0.029429,0.010259,0.0213767,0,0.0129055,0.00837198,0.0246551,0.0114796,0.0114821,0.028348,0.0187741,0.0126868,0.019837,0.0273478,0.0335804,0,0,0,0,0,0,0
71,0.0385026,0.0268388,0,0,0,0,0,0,0.0750653,0.0269045,0.0428024,0.00635307,0,0,0.0586791,0,0.0484566,0.0287933,0.0484735,0.0620978,0.0109247,0.0331773,0.0175692,0.0489774,0.0306831,0.0591421,0.0272763,0.075076,0.0269901,0.0212,0.0209821,0.0258137,0.0568673,0.0476387,0.0466848,0.00375133,0.0213109,0.0255831,0.0242232,0.00531072,0.0275126,0,0,0.019382,0,0.0235963,0.018312,0.034757,0.0290891,0.0252685,0.0125851,0.0140433,0.029694,0.0101459,0.0214138,0,0.0126889,0.0079934,0.0247525,0.011518,0.0110136,0.0277364,0.0186063,0.0128551,0.02002,0.0279461,0.0336963,0,0,0,0,0,0,0
