Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,
All Timesteps RMSE,0.0215349,0.0210896,0,0,0,0,0,0,0.0310937,0.0242679,0.0128442,0.0060045,0,0,0.0575467,0,0.0471159,0.0298046,0.0418181,0.0190715,0.00542665,0.023611,0.0137336,0.0409652,0.0143171,0.107156,0.020704,0.0235889,0.0260486,0.0394041,0.0222804,0.0255175,0.0227415,0.0476539,0.0409699,0.0153076,0.0131496,0.0276717,0.0227021,0.00537429,0.0289422,0,0,0.0310437,0,0.0288818,0.0194738,0.0348743,0.032529,0.0215507,0.013375,0.0153431,0.0376166,0.00708386,0.0148088,0.00708192,0.00953291,0.0164195,0.0228079,0.0142709,0.0216109,0.0116256,0.0311891,0.011549,0.0106851,0.0248042,0.0247636,0,0,0,0,0,0,0
0,0.032774,0.0279918,0,0,0,0,0,0,0.0288918,0.0229419,0.0138143,0.00663937,0,0,0.0857578,0,0.0451412,0.0468565,0.0400545,0.0211127,0.00522425,0.0207812,0.0171032,0.063462,0.0101449,0.104021,0.0166431,0.0231831,0.019632,0.0156661,0.0120446,0.0286181,0.0241929,0.0742805,0.0350176,0.0222536,0.0139067,0.0267409,0.0141864,0.00528597,0.0246096,0,0,0.0517764,0,0.0312014,0.0342703,0.0372756,0.0254431,0.0201006,0.00866268,0.0192726,0.019698,0.00585549,0.0158609,0.00892285,0.0073868,0.00936866,0.021279,0.00535197,0.0160263,0.016459,0.0302665,0.0123204,0.00860921,0.0274242,0.0309958,0,0,0,0,0,0,0
1,0.0276315,0.0297784,0,0,0,0,0,0,0.0283626,0.0221492,0.0137782,0.00603695,0,0,0.0437355,0,0.0419606,0.0214442,0.0400577,0.0208462,0.00556598,0.0206338,0.0136502,0.0483163,0.0103717,0.104127,0.0167114,0.0228454,0.0196202,0.0153092,0.0119583,0.0286667,0.0224781,0.043183,0.0363801,0.00954775,0.0285065,0.0273883,0.0286395,0.00554535,0.0146347,0,0,0.0496235,0,0.0309587,0.0336319,0.0351145,0.0293195,0.0220197,0.0122516,0.015873,0.0259019,0.00752425,0.0133975,0.00648315,0.0108646,0.0161533,0.0324137,0.0207024,0.0185481,0.0278625,0.0306318,0.0104603,0.00913842,0.0290786,0.0256761,0,0,0,0,0,0,0
2,0.0313157,0.0271404,0,0,0,0,0,0,0.0287312,0.0228465,0.0139718,0.00646114,0,0,0.083734,0,0.0450534,0.0459664,0.0400375,0.0211528,0.0052003,0.0210118,0.0164921,0.0620297,0.0100684,0.103945,0.0167472,0.0231656,0.0197244,0.0157142,0.0120227,0.028662,0.0239192,0.0725777,0.0355956,0.0222992,0.0141719,0.0268501,0.0144114,0.00504908,0.0240728,0,0,0.0503711,0,0.0311152,0.0335863,0.0373671,0.0254396,0.020126,0.00884454,0.018629,0.0207791,0.00573868,0.0159456,0.00904045,0.00746615,0.00941363,0.0213341,0.00546224,0.016103,0.0169312,0.0301922,0.0112029,0.00847372,0.0268427,0.0302851,0,0,0,0,0,0,0
3,0.0258221,0.0289671,0,0,0,0,0,0,0.0286024,0.022107,0.0139613,0.00618039,0,0,0.0441478,0,0.0419401,0.0220013,0.0402853,0.0211588,0.00513597,0.0211272,0.0148596,0.0467869,0.0100214,0.103944,0.0167773,0.0233324,0.0195624,0.0156575,0.0118342,0.0285086,0.0235611,0.0429922,0.0368957,0.0100076,0.00953572,0.0275747,0.0117792,0.00514866,0.0137948,0,0,0.04845,0,0.0309916,0.0331706,0.0370683,0.0223968,0.0210377,0.00635609,0.016654,0.026974,0.00602094,0.013957,0.00610337,0.00664427,0.00930245,0.0212767,0.00565262,0.0147812,0.013907,0.0312931,0.00951789,0.00911475,0.028727,0.0242456,0,0,0,0,0,0,0
4,0.0304224,0.0264797,0,0,0,0,0,0,0.0286504,0.0230109,0.0140978,0.00637977,0,0,0.0856591,0,0.0456125,0.0472388,0.0400597,0.0213499,0.00524542,0.0212215,0.0158899,0.0618075,0.0100507,0.103942,0.0167772,0.0232557,0.0197066,0.0157171,0.0119786,0.0286272,0.0236425,0.0739097,0.035783,0.0230861,0.0140151,0.027163,0.0146958,0.00479833,0.0238067,0,0,0.0493238,0,0.0312322,0.0332715,0.0374291,0.0256969,0.0199711,0.00903089,0.0180029,0.0218963,0.00560265,0.0160774,0.00922018,0.00767311,0.00967406,0.0213564,0.00565875,0.016291,0.017027,0.0310595,0.0104875,0.00868704,0.0266002,0.0296398,0,0,0,0,0,0,0
5,0.0299681,0.0261978,0,0,0,0,0,0,0.0287492,0.0230643,0.0140821,0.00620431,0,0,0.0850802,0,0.0455598,0.0470661,0.040016,0.0212893,0.00519105,0.0212114,0.0155392,0.0611357,0.0100613,0.103936,0.0167911,0.0232793,0.0197346,0.0157037,0.0119872,0.0285908,0.0239045,0.073326,0.0359093,0.0231118,0.0146594,0.0272859,0.0149308,0.00461645,0.0236492,0,0,0.049044,0,0.0312295,0.033307,0.0375242,0.0261837,0.0198605,0.00951593,0.0176576,0.0224881,0.00543825,0.01645,0.00972279,0.00783576,0.00985653,0.0215187,0.00556248,0.0164789,0.0176558,0.0306815,0.0104508,0.0087736,0.0265635,0.0293501,0,0,0,0,0,0,0
6,0.0275315,0.0262792,0,0,0,0,0,0,0.0284844,0.0225624,0.0138917,0.00566045,0,0,0.0710992,0,0.0434886,0.0390737,0.0400676,0.0208903,0.00556352,0.0208903,0.0122746,0.0566663,0.0103522,0.104067,0.0168008,0.0230126,0.0196516,0.01531,0.0118867,0.0285362,0.0227689,0.0631188,0.0364206,0.018893,0.0292682,0.0276507,0.0293405,0.00502362,0.0202487,0,0,0.047902,0,0.0313519,0.0329472,0.0351485,0.0301026,0.0217849,0.0124885,0.0145316,0.0245205,0.00771558,0.0137535,0.00698436,0.0110257,0.0164095,0.0328891,0.0212375,0.0192249,0.0284636,0.0305281,0.00979313,0.00905797,0.0265839,0.0273188,0,0,0,0,0,0,0
7,0.0290754,0.0257428,0,0,0,0,0,0,0.0288535,0.0231076,0.013984,0.00596312,0,0,0.0840545,0,0.0455392,0.0467173,0.0401052,0.0210399,0.00515855,0.0212029,0.0145934,0.0603861,0.0101036,0.10397,0.0169379,0.023346,0.0196641,0.0156595,0.0118963,0.0284089,0.0242438,0.0723493,0.0361379,0.0232513,0.0131856,0.0276202,0.0141853,0.00444068,0.023482,0,0,0.0477156,0,0.031473,0.0324713,0.0373852,0.0249737,0.0201407,0.00871044,0.0165317,0.0232035,0.00571408,0.0157677,0.00879303,0.0076483,0.00988721,0.0214804,0.00577228,0.0160209,0.0162555,0.0295877,0.0100776,0.00892579,0.0265168,0.0290224,0,0,0,0,0,0,0
8,0.0283978,0.0254612,0,0,0,0,0,0,0.0289855,0.0231423,0.013941,0.00579509,0,0,0.083252,0,0.0455649,0.0464115,0.0401455,0.0209617,0.00513718,0.0211505,0.0141873,0.0599274,0.0101548,0.104195,0.0169956,0.0233157,0.0196051,0.0156056,0.0118599,0.028367,0.0243353,0.0716602,0.0362634,0.0232813,0.0133661,0.0274639,0.0141029,0.00425382,0.0233704,0,0,0.0469276,0,0.0311212,0.0317237,0.0373694,0.0249147,0.0201167,0.00868431,0.016113,0.0235456,0.00587717,0.0158341,0.0088469,0.00764966,0.00978179,0.0215544,0.00571747,0.0159839,0.0163079,0.029136,0.0100682,0.00920245,0.0265354,0.0287627,0,0,0,0,0,0,0
9,0.0278889,0.025224,0,0,0,0,0,0,0.0289658,0.0231925,0.0139285,0.00567411,0,0,0.0824023,0,0.0455983,0.0460883,0.0401906,0.0208909,0.00513134,0.0211434,0.0138257,0.0595705,0.0102324,0.104708,0.0170652,0.0233691,0.0195413,0.0155466,0.0118069,0.0283346,0.0242992,0.0710432,0.036389,0.0233164,0.0130456,0.0274816,0.0137781,0.00414156,0.0233047,0,0,0.0459055,0,0.0310809,0.03112,0.037295,0.0244825,0.0201782,0.00837923,0.015701,0.0237426,0.00589914,0.0156343,0.00852367,0.00757257,0.00964885,0.0215752,0.00572815,0.0157857,0.0159415,0.0287066,0.00982964,0.0092376,0.0265509,0.0285633,0,0,0,0,0,0,0
10,0.0273745,0.025027,0,0,0,0,0,0,0.0288836,0.0232104,0.0139759,0.00549161,0,0,0.0816722,0,0.0456274,0.0458032,0.0401546,0.0209048,0.00511834,0.0212383,0.0135095,0.0591881,0.0103672,0.104966,0.0171804,0.0234842,0.0195535,0.0156081,0.0118037,0.0283403,0.0242355,0.0702692,0.0365118,0.0233658,0.0135616,0.0275189,0.0138589,0.00396706,0.0232292,0,0,0.0448086,0,0.0310945,0.030569,0.0372875,0.0246175,0.020087,0.00862284,0.0154165,0.0239384,0.00578706,0.0158535,0.00877655,0.00771334,0.00964148,0.021673,0.00561856,0.0158353,0.0163611,0.0279212,0.00953876,0.00914611,0.0266224,0.0283282,0,0,0,0,0,0,0
11,0.0270324,0.0248527,0,0,0,0,0,0,0.0288188,0.0231952,0.0139725,0.00542674,0,0,0.0810776,0,0.0456555,0.0455679,0.0403636,0.0207711,0.005024,0.0213274,0.0131988,0.0590289,0.0103725,0.105015,0.0172589,0.0236644,0.0194678,0.0156167,0.0116707,0.0282083,0.0243474,0.0694206,0.036605,0.0233594,0.0108961,0.0276511,0.0121512,0.00412025,0.0232791,0,0,0.0435663,0,0.0311901,0.0299795,0.0369223,0.0223587,0.0206636,0.00684978,0.014875,0.0241263,0.00582871,0.0145612,0.00668808,0.00707422,0.00953474,0.0215207,0.00591562,0.0148913,0.0138629,0.0271766,0.00931395,0.00903905,0.0267303,0.0281737,0,0,0,0,0,0,0
12,0.0267866,0.0245969,0,0,0,0,0,0,0.0288822,0.0231931,0.0139133,0.00589556,0,0,0.0804217,0,0.0456948,0.04527,0.0416194,0.0204499,0.0044065,0.0215481,0.0137684,0.0589467,0.0101076,0.104907,0.0173776,0.0245733,0.0189838,0.0156038,0.0111276,0.02759,0.0249925,0.0690038,0.0367062,0.0232955,0.0100207,0.0277703,0.0137059,0.00605172,0.0234452,0,0,0.0414385,0,0.0313099,0.0289312,0.0355428,0.0188972,0.023325,0.0197672,0.0141972,0.0238805,0.00695703,0.0118323,0.00933304,0.00930071,0.0163449,0.0202237,0.00975652,0.0170824,0.0115601,0.0261227,0.00918843,0.00916853,0.0267863,0.0280631,0,0,0,0,0,0,0
13,0.0263926,0.0243856,0,0,0,0,0,0,0.0288432,0.0232506,0.013956,0.00564513,0,0,0.0796991,0,0.0457414,0.0449285,0.0416172,0.0205408,0.00436604,0.0216221,0.0134248,0.0584904,0.0100866,0.104945,0.0173532,0.0245854,0.0189966,0.0156032,0.0111303,0.0275694,0.0250053,0.0686932,0.0368196,0.0232012,0.0100802,0.0276795,0.01383,0.00591214,0.0234413,0,0,0.0399474,0,0.0312,0.0281134,0.0355752,0.0189779,0.0233131,0.0199343,0.0138159,0.0238256,0.007003,0.0118636,0.00946242,0.009224,0.0163824,0.0202434,0.00982361,0.0171852,0.0115597,0.0251805,0.00911648,0.00924254,0.026883,0.0278742,0,0,0,0,0,0,0
14,0.0260361,0.0241343,0,0,0,0,0,0,0.0287203,0.0232778,0.013987,0.00542239,0,0,0.0790502,0,0.0458226,0.0446319,0.0415957,0.0206496,0.00433668,0.0216786,0.0130504,0.0579408,0.0100482,0.104934,0.0173288,0.0245683,0.0190178,0.0156855,0.0111264,0.0275419,0.0248891,0.0682101,0.037031,0.023165,0.0100793,0.0276645,0.0138913,0.00576358,0.0232973,0,0,0.0384709,0,0.0312075,0.0272371,0.0355962,0.0190493,0.0233138,0.0199551,0.0134593,0.023812,0.00689921,0.0118757,0.00949919,0.0089968,0.0163803,0.0202768,0.00985985,0.0172418,0.011574,0.0243974,0.00901131,0.00949128,0.0269064,0.0276406,0,0,0,0,0,0,0
15,0.0256052,0.023856,0,0,0,0,0,0,0.0285485,0.0232849,0.014033,0.00529075,0,0,0.0785085,0,0.0459103,0.0443895,0.041597,0.0205588,0.00432419,0.0216621,0.0126267,0.0574053,0.00999503,0.104848,0.0172894,0.0244391,0.0189959,0.0157184,0.0110833,0.0275175,0.0246065,0.0675713,0.037271,0.0233148,0.0100673,0.0276802,0.013913,0.0056396,0.0231422,0,0,0.0370195,0,0.0312355,0.0263807,0.0355998,0.0191055,0.0233373,0.0199155,0.0130932,0.0238776,0.00662219,0.0119037,0.00950252,0.00887391,0.016401,0.0203061,0.00991806,0.0172923,0.0116117,0.0236424,0.00893846,0.00962425,0.0268676,0.0273467,0,0,0,0,0,0,0
16,0.0250305,0.0235889,0,0,0,0,0,0,0.0283955,0.0233393,0.0141194,0.00519349,0,0,0.0779585,0,0.0460207,0.0441655,0.0416194,0.0204928,0.00430149,0.0216819,0.012264,0.0569085,0.00997462,0.104827,0.0173022,0.0243867,0.0189777,0.0157445,0.0110509,0.0275059,0.024204,0.0671604,0.0374958,0.0233259,0.0100612,0.0277101,0.0139328,0.0055305,0.0230461,0,0,0.0353813,0,0.0312971,0.0253924,0.0356102,0.0191428,0.023336,0.0198709,0.0126932,0.0240229,0.0065276,0.0119319,0.00950604,0.00897704,0.0164197,0.0203618,0.00995524,0.0173301,0.0115475,0.0228463,0.00883556,0.00953239,0.0267743,0.0270317,0,0,0,0,0,0,0
17,0.0244992,0.0233061,0,0,0,0,0,0,0.0283238,0.0234447,0.0141635,0.00514519,0,0,0.0775528,0,0.0461765,0.0439957,0.0416316,0.0205041,0.00428896,0.0217028,0.0120128,0.056399,0.00995091,0.104915,0.0173405,0.0243669,0.0189507,0.0157337,0.0110069,0.027486,0.0240103,0.0666989,0.0376948,0.0233472,0.00999392,0.0276729,0.0139275,0.00545757,0.0230161,0,0,0.0337086,0,0.031336,0.0242465,0.035642,0.0191068,0.0233166,0.0197939,0.0123792,0.0242321,0.00648025,0.0119483,0.00945913,0.00901839,0.0163971,0.0204447,0.0100194,0.0173249,0.0114668,0.0220298,0.00867969,0.00962588,0.0266674,0.0267297,0,0,0,0,0,0,0
18,0.0239945,0.0230413,0,0,0,0,0,0,0.0281866,0.0235889,0.0141769,0.0050324,0,0,0.0773143,0,0.0463616,0.0439193,0.0416634,0.0204637,0.00430851,0.0217148,0.0117153,0.0559264,0.00992544,0.105052,0.0173646,0.0243553,0.0189228,0.0156829,0.0109577,0.02746,0.0239227,0.0661699,0.0378511,0.0234274,0.00989383,0.027738,0.0139162,0.00539897,0.0230121,0,0,0.0320413,0,0.0315951,0.0232053,0.0356561,0.0190496,0.023327,0.019768,0.0120541,0.0244284,0.00646867,0.0119605,0.00940729,0.00898913,0.0163605,0.0205271,0.0100566,0.017292,0.0114187,0.0212392,0.00852076,0.00962779,0.0265998,0.0264589,0,0,0,0,0,0,0
19,0.0235992,0.0228596,0,0,0,0,0,0,0.0280238,0.0235304,0.0142217,0.00484918,0,0,0.0772317,0,0.0463731,0.0440307,0.0417322,0.0204918,0.00436093,0.0217403,0.011386,0.0555276,0.00991967,0.104976,0.0173852,0.0244109,0.0188819,0.0156195,0.0109194,0.0274889,0.0236745,0.0660527,0.0380731,0.0235841,0.00984088,0.0279643,0.0138967,0.00529233,0.0227428,0,0,0.0303164,0,0.0320853,0.0221822,0.0356319,0.0189984,0.0233392,0.0197958,0.0117202,0.0245172,0.00643622,0.0119399,0.00934778,0.00889746,0.0163774,0.0205482,0.0100914,0.0172805,0.0114113,0.0201931,0.00849011,0.00956913,0.026614,0.0261833,0,0,0,0,0,0,0
20,0.0232593,0.0227578,0,0,0,0,0,0,0.0278641,0.0234801,0.0142907,0.00467582,0,0,0.0770191,0,0.046401,0.0440015,0.0418086,0.0205446,0.00447628,0.0217776,0.0111007,0.0552046,0.00992901,0.104891,0.0174051,0.0246109,0.0188603,0.015548,0.0108942,0.0275759,0.023613,0.0658653,0.0382488,0.0237556,0.00989642,0.0282916,0.0138949,0.00516383,0.0225012,0,0,0.0288155,0,0.0327726,0.021188,0.0355789,0.0189207,0.0233353,0.0197598,0.0114355,0.0243696,0.00639132,0.0119411,0.00926623,0.00879755,0.0164046,0.0205351,0.0101387,0.0172868,0.0115198,0.0191036,0.00856157,0.00945686,0.0266853,0.0259441,0,0,0,0,0,0,0
21,0.0230099,0.0226813,0,0,0,0,0,0,0.027763,0.0234883,0.0143443,0.00453298,0,0,0.0768758,0,0.0464779,0.0439422,0.0418195,0.0205306,0.00450148,0.021828,0.0109238,0.0549056,0.00993179,0.104853,0.0174126,0.0246829,0.0188363,0.0155071,0.0108582,0.027616,0.0234714,0.0656693,0.0383575,0.0239841,0.0103754,0.0279885,0.0139889,0.00516575,0.0224402,0,0,0.0271271,0,0.0326427,0.0198923,0.0355671,0.0186296,0.0233434,0.0197972,0.011318,0.0243191,0.00634119,0.0119679,0.00928813,0.00880463,0.0164505,0.0205485,0.010175,0.0173319,0.0120872,0.0179799,0.00817968,0.00950069,0.0268418,0.0256484,0,0,0,0,0,0,0
22,0.0231849,0.022378,0,0,0,0,0,0,0.0273079,0.0234802,0.0142715,0.00441944,0,0,0.076864,0,0.0466364,0.0439623,0.0411809,0.0202295,0.00527161,0.0216932,0.00933246,0.0551031,0.0101563,0.105024,0.0173752,0.0240348,0.0188625,0.0151993,0.0108818,0.0277555,0.0223618,0.065682,0.0385001,0.0240842,0.0245959,0.0273762,0.0299602,0.00462592,0.0226642,0,0,0.0254327,0,0.0321845,0.0184235,0.0354983,0.0330096,0.0235196,0.0245297,0.0102455,0.0240167,0.00692661,0.0126223,0.0106534,0.0133157,0.0180119,0.0254177,0.0159144,0.0217545,0.01987,0.0170275,0.00764942,0.00942172,0.0265838,0.0258868,0,0,0,0,0,0,0
23,0.0225803,0.0223205,0,0,0,0,0,0,0.0275416,0.0235239,0.0144817,0.00425837,0,0,0.0768133,0,0.046733,0.0439784,0.0417861,0.0202713,0.00451812,0.0219557,0.0105187,0.0542621,0.00988632,0.104715,0.0174024,0.0243783,0.018856,0.0154246,0.0108466,0.0275717,0.0234244,0.0651838,0.0386051,0.0242113,0.00916524,0.0269159,0.0135501,0.00505708,0.0223069,0,0,0.0237292,0,0.0319035,0.0170375,0.0355581,0.018875,0.0233311,0.0192331,0.010985,0.023753,0.00614211,0.0119995,0.00891418,0.0085842,0.0162144,0.020686,0.010093,0.0171078,0.0110509,0.0159289,0.0072073,0.00935175,0.0268714,0.0251918,0,0,0,0,0,0,0
24,0.022274,0.0221878,0,0,0,0,0,0,0.0274478,0.0235157,0.0145496,0.00420244,0,0,0.0768749,0,0.0468487,0.0439959,0.0418357,0.0203329,0.00453364,0.0220726,0.0103996,0.0540473,0.00986944,0.104697,0.0174454,0.0243267,0.0188948,0.0155016,0.0108422,0.0274868,0.02323,0.0647929,0.0387698,0.0243426,0.0090327,0.0266565,0.013443,0.0050131,0.0222862,0,0,0.0224006,0,0.0319588,0.0159808,0.03554,0.0187984,0.0233078,0.0190551,0.0108257,0.0234903,0.00612486,0.0120182,0.0088313,0.00856163,0.0161728,0.0207182,0.0100475,0.0170221,0.0110059,0.0150721,0.00679085,0.00909466,0.026843,0.0250174,0,0,0,0,0,0,0
25,0.0219229,0.0221013,0,0,0,0,0,0,0.0273622,0.0235447,0.0145994,0.00420938,0,0,0.0769709,0,0.0469596,0.0439933,0.0418838,0.0204622,0.00458389,0.0221503,0.0102735,0.0537873,0.00982895,0.104659,0.0174722,0.0243442,0.0188968,0.0155504,0.0108308,0.0274341,0.0229962,0.0646692,0.0388975,0.0245345,0.00896022,0.0267643,0.0133598,0.00504133,0.022281,0,0,0.0212296,0,0.0324416,0.015062,0.0355515,0.0187574,0.0232703,0.0188932,0.0107214,0.0232999,0.00613722,0.0120433,0.00879011,0.00853446,0.0161078,0.0207259,0.0100338,0.0169607,0.0109828,0.0141135,0.00641325,0.00864988,0.026824,0.0248107,0,0,0,0,0,0,0
26,0.02154,0.0220098,0,0,0,0,0,0,0.0272798,0.0235441,0.0146196,0.00417649,0,0,0.0770512,0,0.0471248,0.0439746,0.0418988,0.0204263,0.00464012,0.0221783,0.0101413,0.0535033,0.00981009,0.104598,0.0174949,0.0243404,0.018852,0.0155221,0.0107936,0.0274031,0.0229482,0.0647635,0.0390356,0.0247849,0.0089099,0.0267553,0.0133024,0.00509859,0.022356,0,0,0.0200929,0,0.0327025,0.0140051,0.0355663,0.0187498,0.0232416,0.0187423,0.0106261,0.0232468,0.0060987,0.0120401,0.00873865,0.00850991,0.0160327,0.0207202,0.0100247,0.0169328,0.0109636,0.0133406,0.00598024,0.0082146,0.0268254,0.0246316,0,0,0,0,0,0,0
27,0.0211463,0.0218826,0,0,0,0,0,0,0.027259,0.0235083,0.014638,0.00410636,0,0,0.077195,0,0.0472607,0.043981,0.041916,0.0204526,0.00464415,0.0221969,0.0100792,0.0532172,0.0098499,0.104545,0.0174905,0.0243143,0.0188214,0.0154705,0.0107473,0.0273852,0.0227859,0.064684,0.0391698,0.0250487,0.00883512,0.0263741,0.0132654,0.00496866,0.0223742,0,0,0.0189089,0,0.0325259,0.0127546,0.0355575,0.0187723,0.0232147,0.0186331,0.0105473,0.0232681,0.00603459,0.0120245,0.008673,0.00846623,0.015999,0.020727,0.0100227,0.016911,0.0109491,0.0127191,0.00542484,0.0081272,0.0267946,0.0243462,0,0,0,0,0,0,0
28,0.0208374,0.0217279,0,0,0,0,0,0,0.0272474,0.0235181,0.0147096,0.00412061,0,0,0.0772706,0,0.0473966,0.0439709,0.0419394,0.020422,0.00459629,0.0222691,0.0100389,0.0529016,0.00992974,0.104562,0.0175804,0.0243482,0.0188374,0.015463,0.0107423,0.0273914,0.0227231,0.0648361,0.0392671,0.0253194,0.00874607,0.0262094,0.013244,0.00469717,0.0221259,0,0,0.0179908,0,0.0326634,0.0117327,0.0355419,0.0187836,0.0231926,0.0185607,0.0104714,0.0232122,0.006017,0.0120059,0.00863149,0.00844524,0.015976,0.0207738,0.0100126,0.0169063,0.0109089,0.01223,0.00501373,0.00774714,0.0267118,0.0240968,0,0,0,0,0,0,0
29,0.0205273,0.0215709,0,0,0,0,0,0,0.0271883,0.0235266,0.0148935,0.00414182,0,0,0.0773507,0,0.0475416,0.0439743,0.041938,0.0204656,0.00457796,0.0223888,0.00997445,0.0525546,0.0100096,0.104602,0.0178106,0.0244319,0.0188777,0.0154607,0.0107371,0.027381,0.0225975,0.0649518,0.0393575,0.0255926,0.00869716,0.0261569,0.0132412,0.00467029,0.0219886,0,0,0.0170146,0,0.0328772,0.0107512,0.0355132,0.018799,0.0232006,0.0185179,0.0103747,0.0233147,0.00598394,0.0119787,0.00857144,0.00837222,0.0159664,0.0208388,0.0100536,0.0169159,0.0108893,0.0118965,0.00458546,0.00720999,0.0266162,0.0239284,0,0,0,0,0,0,0
30,0.020166,0.0214221,0,0,0,0,0,0,0.0271078,0.0235217,0.0149523,0.00412516,0,0,0.077559,0,0.0476784,0.0440796,0.0419208,0.020404,0.00459602,0.0224521,0.00986975,0.0521558,0.0100261,0.104593,0.0180009,0.0243533,0.0188543,0.0154209,0.0107025,0.0273508,0.0225513,0.0648674,0.0394726,0.025949,0.00859651,0.0260127,0.0132008,0.00444193,0.0219406,0,0,0.0159314,0,0.0329412,0.00981009,0.0354848,0.0187773,0.0232252,0.0184765,0.0102756,0.0234636,0.00584823,0.0119376,0.00851536,0.00826815,0.0159732,0.0209059,0.0100906,0.0169245,0.0109577,0.0117284,0.00413412,0.00674396,0.0264646,0.0237014,0,0,0,0,0,0,0
31,0.0197024,0.021245,0,0,0,0,0,0,0.0270646,0.0235386,0.0149613,0.0040644,0,0,0.0778383,0,0.04785,0.0442031,0.0419079,0.0203775,0.00462214,0.022521,0.00978956,0.0516905,0.0100145,0.104528,0.0177507,0.0242126,0.0188092,0.0154148,0.0106263,0.0273198,0.0224339,0.0645961,0.0396443,0.0263785,0.00850319,0.0258108,0.0131515,0.00429374,0.0216928,0,0,0.0150859,0,0.0329351,0.00905207,0.0354735,0.0187391,0.0232305,0.0184812,0.0101792,0.0236439,0.00573,0.0119308,0.00846567,0.00812778,0.0160095,0.0209354,0.010095,0.0169223,0.0111319,0.0118028,0.00375991,0.00640684,0.0263036,0.0233753,0,0,0,0,0,0,0
32,0.0192296,0.0211056,0,0,0,0,0,0,0.0271563,0.0235231,0.0148178,0.00398603,0,0,0.0781154,0,0.0480085,0.0442788,0.0418823,0.0202232,0.00464003,0.0226146,0.00967193,0.0511212,0.0100325,0.104449,0.0183283,0.0243335,0.0188607,0.0154652,0.0106582,0.0272937,0.022172,0.064762,0.0398282,0.0267667,0.00845724,0.0255989,0.0131116,0.00420949,0.0214951,0,0,0.0144185,0,0.0329533,0.00852585,0.0354937,0.0187402,0.0232227,0.0184271,0.0100784,0.023813,0.00563388,0.0119555,0.00836069,0.00804502,0.0160244,0.0209528,0.0100997,0.0169071,0.0112456,0.0119125,0.00344616,0.00607634,0.0261257,0.0230252,0,0,0,0,0,0,0
33,0.0186983,0.0209949,0,0,0,0,0,0,0.0275801,0.0234978,0.0143803,0.0039445,0,0,0.0784186,0,0.0481431,0.0443899,0.0418995,0.0197617,0.00465463,0.0225883,0.00951297,0.050555,0.0100076,0.104305,0.0186473,0.0244765,0.0189517,0.0155884,0.0107442,0.0271751,0.0219311,0.0649316,0.0399827,0.027104,0.00848026,0.0254831,0.0131039,0.00416063,0.0214576,0,0,0.0138742,0,0.0330501,0.00807412,0.0355103,0.0187631,0.0232068,0.018417,0.00994277,0.0241143,0.00562251,0.0119691,0.00828213,0.00802375,0.0160096,0.0209856,0.0101132,0.0169688,0.0114613,0.0120754,0.00308983,0.00564222,0.0259876,0.0227254,0,0,0,0,0,0,0
34,0.0182331,0.0209412,0,0,0,0,0,0,0.0279812,0.0234924,0.0141457,0.00390123,0,0,0.0786891,0,0.0482325,0.0445073,0.0419315,0.0192282,0.00468693,0.0225537,0.00934042,0.0500214,0.00996579,0.104088,0.01861,0.0245041,0.0190112,0.0157178,0.0108116,0.0270224,0.0217289,0.0650172,0.040081,0.0273843,0.00874895,0.0254548,0.0131785,0.00411504,0.021493,0,0,0.0134265,0,0.0332134,0.0076865,0.0355059,0.0187439,0.023183,0.0184919,0.00981543,0.0245726,0.00562108,0.0119602,0.00825175,0.00803468,0.0160377,0.0210048,0.0101281,0.0170709,0.0117989,0.0123947,0.00271007,0.00508817,0.0259544,0.0224991,0,0,0,0,0,0,0
35,0.0177932,0.0209821,0,0,0,0,0,0,0.028316,0.0235114,0.0138623,0.00388199,0,0,0.0788457,0,0.0482822,0.0445753,0.0419743,0.0188146,0.0047379,0.0224899,0.00922108,0.0495665,0.00990982,0.103888,0.0184673,0.0244988,0.0190226,0.0158091,0.0108227,0.0268686,0.0214966,0.0650775,0.040143,0.0275984,0.0095446,0.025413,0.0133764,0.00409978,0.0216398,0,0,0.0129716,0,0.0332851,0.00721148,0.0355061,0.0185276,0.0232041,0.0187481,0.00969642,0.0252711,0.00566733,0.0119434,0.00835585,0.00816019,0.0161884,0.0210202,0.0101464,0.0172015,0.0126833,0.0127998,0.00239198,0.00464495,0.0260856,0.0222891,0,0,0,0,0,0,0
