Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,
325,0.0312978,0.0267644,0,0,0,0,0,0,0.0304419,0.0230163,0.0139753,0.00781137,0,0,0.0921498,0,0.0451065,0.0494556,0.0404051,0.0204766,0.00551447,0.0234908,0.0196931,0.0768192,0.011127,0.106909,0.0188667,0.0233075,0,0.0591163,0,0.0282791,0.0263531,0.0829853,0.0342726,0.0200466,0.00560796,0.0266704,0.00995883,0.00666319,0.0282689,0,0,0.0495966,0,0.0314105,0.0326984,0.0362593,0.0173997,0.0198992,0.00575196,0.0217512,0.0245984,0.00533906,0.0129411,0.0042747,0.0057911,0.00839844,0.0201462,0.00486135,0.0124605,0.00788822,0.028757,0.0144861,0.00923978,0.0269063,0.0312298,0,0,0,0,0,0,0
326,0.0315855,0.0270903,0,0,0,0,0,0,0.031873,0.0230126,0.0140827,0.00792886,0,0,0.0917034,0,0.0451231,0.0492059,0.0402725,0.0208041,0.00528781,0.023627,0.0197914,0.0770263,0.0111168,0.106313,0.018891,0.023244,0,0.059117,0,0.028365,0.0263693,0.0825608,0.0342929,0.0199122,0.00572646,0.0266357,0.00986464,0.00648768,0.0283972,0,0,0.0498071,0,0.0313404,0.0325736,0.0364485,0.0172766,0.019925,0.00591633,0.021748,0.0245063,0.00522848,0.0129044,0.00426804,0.00588393,0.00843788,0.0201827,0.00485107,0.0125266,0.00812563,0.0290488,0.0143015,0.00912317,0.0272168,0.0314179,0,0,0,0,0,0,0
327,0.0318365,0.0273794,0,0,0,0,0,0,0.0309325,0.0229913,0.0139436,0.00804313,0,0,0.091349,0,0.0451499,0.049044,0.0401887,0.0207827,0.00512369,0.0236372,0.0198024,0.0771418,0.0110947,0.106283,0.0188422,0.02323,0,0.0591346,0,0.028404,0.0263467,0.0823712,0.0343555,0.0197776,0.00573041,0.0267065,0.00982394,0.00644185,0.0284383,0,0,0.0501883,0,0.0314155,0.0326099,0.0365846,0.0171685,0.01994,0.00603016,0.0216871,0.0244568,0.00525752,0.0128629,0.00421393,0.00600014,0.00851447,0.0201704,0.00488502,0.0125755,0.00833215,0.0292862,0.0141604,0.00902499,0.0275375,0.0316832,0,0,0,0,0,0,0
328,0.0321982,0.0277409,0,0,0,0,0,0,0.0313935,0.0230091,0.0138657,0.00806807,0,0,0.0911659,0,0.0451648,0.0489205,0.0401389,0.020912,0.00498601,0.0236157,0.0197283,0.0772341,0.0110806,0.106314,0.0187872,0.0232199,0,0.0591572,0,0.0284456,0.0263472,0.0824226,0.0344125,0.0196863,0.00599182,0.0268767,0.00996438,0.00637887,0.0284562,0,0,0.0507312,0,0.0316127,0.0329279,0.0366505,0.0172585,0.0198653,0.00621854,0.0216815,0.02427,0.00514969,0.0129878,0.00442327,0.00615,0.00851772,0.0202457,0.00484147,0.0126503,0.00861779,0.0296285,0.0139931,0.00873302,0.0279321,0.0319786,0,0,0,0,0,0,0
329,0.0326311,0.0280213,0,0,0,0,0,0,0.0321694,0.0230029,0.0139876,0.00816224,0,0,0.0910046,0,0.0451766,0.0486716,0.0402657,0.0209822,0.00496201,0.0237251,0.0195476,0.0772595,0.0110708,0.106363,0.0188714,0.0232348,0,0.0590286,0,0.0283934,0.0264318,0.0821277,0.0344486,0.0195714,0.00505878,0.0269817,0.0093732,0.00645773,0.0284666,0,0,0.0501395,0,0.0318853,0.0329101,0.0365067,0.0164254,0.0199714,0.0058749,0.0214687,0.0237237,0.00508674,0.0125646,0.00369327,0.00611845,0.00851129,0.0201606,0.00484187,0.0122942,0.00786825,0.0299319,0.0134188,0.00895057,0.028101,0.0321149,0,0,0,0,0,0,0
330,0.032934,0.0282642,0,0,0,0,0,0,0.0332537,0.0229883,0.0141746,0.00816461,0,0,0.0909077,0,0.0451891,0.0487471,0.040273,0.0210741,0.00487774,0.0238043,0.019447,0.0771873,0.0110929,0.106397,0.0189613,0.0231474,0,0.0589653,0,0.0284054,0.0266858,0.0819446,0.0344591,0.0195184,0.00523837,0.0269466,0.00936139,0.00639045,0.0284092,0,0,0.0499048,0,0.0318781,0.0328869,0.0365083,0.0165741,0.0198825,0.0059644,0.0214003,0.0231732,0.00501431,0.0126533,0.00382687,0.00620512,0.00852048,0.020233,0.00481432,0.0123799,0.0081482,0.0300953,0.0131682,0.00901773,0.0282602,0.0322228,0,0,0,0,0,0,0
331,0.0331711,0.0283824,0,0,0,0,0,0,0.0335723,0.0229555,0.0142355,0.00820253,0,0,0.0908697,0,0.0452132,0.0488318,0.0403217,0.0209962,0.00480348,0.0238994,0.0193356,0.0770175,0.0111011,0.106482,0.0190808,0.023127,0,0.058893,0,0.0283829,0.0267781,0.0815945,0.0345167,0.0194726,0.00434074,0.0267433,0.00895449,0.00647216,0.028385,0,0,0.0496264,0,0.0316701,0.0328599,0.0364373,0.0159208,0.0200509,0.00586425,0.0212182,0.0226491,0.00518079,0.0122537,0.00315593,0.00624408,0.00855317,0.0201594,0.00488739,0.0121437,0.00745375,0.0303572,0.0130227,0.00914097,0.0282676,0.0324392,0,0,0,0,0,0,0
332,0.0333232,0.0285664,0,0,0,0,0,0,0.0337094,0.0229582,0.0143098,0.0080203,0,0,0.0907432,0,0.0452468,0.0488115,0.0401675,0.0211295,0.00467575,0.023985,0.0192386,0.0767378,0.011159,0.106549,0.019157,0.0229833,0,0.0589183,0,0.0284654,0.026911,0.0812046,0.0346282,0.0194492,0.00599796,0.0267321,0.00979267,0.00617687,0.0282104,0,0,0.0493815,0,0.0316932,0.0328105,0.0366459,0.0172049,0.0196884,0.00631443,0.0213069,0.0222129,0.00509851,0.013,0.00434385,0.00642395,0.00858806,0.020433,0.00476499,0.0126797,0.0090329,0.0304066,0.0126076,0.00907157,0.0283349,0.032461,0,0,0,0,0,0,0
333,0.0336451,0.0287057,0,0,0,0,0,0,0.0341002,0.0229399,0.0143376,0.00794346,0,0,0.0905549,0,0.0452801,0.0487825,0.0402337,0.0211934,0.00462759,0.0240217,0.0191227,0.0766314,0.0111626,0.106483,0.019212,0.022967,0,0.0588266,0,0.0283963,0.0268481,0.0811102,0.0347075,0.019281,0.00508846,0.0268994,0.00940258,0.00622411,0.028152,0,0,0.0491913,0,0.031914,0.0325665,0.0365975,0.0165656,0.0198609,0.00608138,0.0209503,0.0218797,0.00514911,0.012654,0.00367944,0.00642034,0.00864985,0.0203612,0.00487486,0.0124374,0.00848071,0.0304655,0.0120495,0.00888662,0.0283306,0.032485,0,0,0,0,0,0,0
334,0.0338429,0.0288499,0,0,0,0,0,0,0.0351235,0.0229124,0.0145417,0.00778978,0,0,0.0901801,0,0.0452919,0.0486858,0.0402202,0.0213556,0.00455698,0.0241624,0.0191361,0.0764573,0.0111913,0.106512,0.0193109,0.0229581,0,0.0587571,0,0.0284109,0.0270882,0.0810387,0.0347429,0.0192867,0.00574943,0.0269263,0.00952758,0.00599145,0.028155,0,0,0.0486984,0,0.0319289,0.0321101,0.0366641,0.0170996,0.0196935,0.00633766,0.0208753,0.0216528,0.0044773,0.0131101,0.00434244,0.00643083,0.00862348,0.0206495,0.00470819,0.0126509,0.00946821,0.0303581,0.0116988,0.00887274,0.0283993,0.0324974,0,0,0,0,0,0,0
335,0.0340658,0.0289912,0,0,0,0,0,0,0.0367184,0.0229001,0.014913,0.00758909,0,0,0.089885,0,0.0453027,0.0486155,0.0402095,0.021599,0.00461849,0.0243323,0.0189684,0.0763817,0.0112468,0.106658,0.0194079,0.0231547,0,0.0586933,0,0.028462,0.0274208,0.0807672,0.0348024,0.01928,0.00598737,0.0270136,0.00965479,0.0058369,0.0281348,0,0,0.0481533,0,0.0320368,0.031887,0.0366985,0.0174603,0.0196396,0.00649457,0.0207793,0.0214719,0.00419618,0.0133135,0.00461359,0.00642957,0.0086898,0.0207874,0.00470576,0.0128679,0.00926733,0.0302867,0.0114283,0.00889189,0.0284843,0.0326247,0,0,0,0,0,0,0
336,0.0342082,0.0290808,0,0,0,0,0,0,0.0374943,0.0229089,0.0151641,0.007525,0,0,0.089651,0,0.0452843,0.0485937,0.0401819,0.0218831,0.0047172,0.0245233,0.0188271,0.0761541,0.0113322,0.106763,0.019522,0.0235019,0,0.0586719,0,0.0285572,0.0274944,0.080725,0.0348462,0.0192884,0.00637942,0.0268996,0.00992833,0.00577429,0.0280578,0,0,0.0475964,0,0.0319071,0.0317848,0.0367,0.017662,0.0196765,0.0065811,0.0206408,0.0213264,0.00412408,0.013353,0.00461868,0.00648141,0.00880512,0.0206466,0.00487145,0.0130468,0.00806489,0.030167,0.0113555,0.00904646,0.0285578,0.0326498,0,0,0,0,0,0,0
337,0.0339838,0.0289773,0,0,0,0,0,0,0,0.0229312,0.0129937,0.00826529,0,0,0.0898339,0,0.0453233,0.0487394,0.0408769,0.0165432,0.00467425,0.0236002,0.0207689,0.0757647,0.0112934,0.106402,0.0190134,0.0246927,0,0.0581457,0,0.0275546,0.0321389,0.0806393,0.0348237,0.0193909,0.0540734,0.0269035,0.0530232,0.00825764,0.0279342,0,0,0.0471002,0,0.0318263,0.0316914,0.0351806,0.0502246,0.0215306,0.0278408,0.0213309,0.0210031,0.00885451,0.0132256,0.0158143,0.0154706,0.0176925,0.0293197,0.0202332,0.0252588,0.0565444,0.0296046,0.0114541,0.00922712,0.0284318,0.0322514,0,0,0,0,0,0,0
338,0.0342433,0.0290489,0,0,0,0,0,0,0.0346737,0.0229261,0.0148366,0.0073736,0,0,0.0890591,0,0.0453231,0.0483564,0.0402446,0.021785,0.0046191,0.0244789,0.01858,0.0753497,0.0112748,0.106613,0.0194713,0.0233157,0,0.058652,0,0.0284713,0.0269023,0.0797693,0.0348845,0.0192436,0.00664003,0.0269551,0.0101363,0.00557922,0.0279558,0,0,0.0471522,0,0.0320272,0.0316991,0.0365724,0.0178475,0.0196287,0.0066774,0.020406,0.0208023,0.00402799,0.0134267,0.00464907,0.00651537,0.00887108,0.0206401,0.00499396,0.0131709,0.00848128,0.0300591,0.0113435,0.00914793,0.0285279,0.0324312,0,0,0,0,0,0,0
339,0.0342372,0.0291762,0,0,0,0,0,0,0.0290773,0.0229279,0.0144305,0.00736001,0,0,0.0883068,0,0.0453117,0.0479849,0.0402593,0.0210892,0.00458121,0.0244047,0.0185494,0.0749489,0.0113106,0.106615,0.01949,0.0233863,0,0.0586431,0,0.0283384,0.0266067,0.0788871,0.0349222,0.0192037,0.00671925,0.0268992,0.0100317,0.00560582,0.0278178,0,0,0.0471188,0,0.0319543,0.0315916,0.0365256,0.0178395,0.0196075,0.00663749,0.0204646,0.0207441,0.00429539,0.0133946,0.0046121,0.00648819,0.0088133,0.0206982,0.004952,0.0131659,0.00897086,0.0300506,0.0113934,0.0091244,0.0288175,0.0324093,0,0,0,0,0,0,0
340,0.0341506,0.0292276,0,0,0,0,0,0,0.0281283,0.0228469,0.0142774,0.00716002,0,0,0.0875314,0,0.0452747,0.0476512,0.0402525,0.0209655,0.00456644,0.0243236,0.0184376,0.0743652,0.0113498,0.10657,0.0194691,0.0234473,0,0.0586646,0,0.0282945,0.0262821,0.078067,0.0349277,0.0191906,0.00685624,0.0270206,0.00999333,0.00560977,0.0276801,0,0,0.0468913,0,0.0321342,0.0317672,0.036533,0.0178187,0.0196416,0.00663472,0.0203798,0.0206184,0.00483526,0.0134068,0.00462226,0.00638776,0.00868706,0.020746,0.00491907,0.0131637,0.00921128,0.029967,0.0112311,0.00903264,0.0290653,0.0323071,0,0,0,0,0,0,0
341,0.0339299,0.0292076,0,0,0,0,0,0,0.0301259,0.0228107,0.0144137,0.00696717,0,0,0.0867726,0,0.045256,0.047311,0.0401945,0.0211965,0.00452009,0.0243428,0.018183,0.0735685,0.0113822,0.106625,0.0195006,0.0233967,0,0.0586775,0,0.028384,0.0260221,0.0772433,0.0349865,0.0191386,0.00791343,0.0270082,0.0104262,0.00542732,0.0275967,0,0,0.0463719,0,0.0321374,0.0316755,0.0366697,0.0184466,0.0194735,0.00708678,0.0201628,0.0204293,0.00500909,0.0138326,0.00534843,0.00638239,0.00874222,0.0208783,0.00483174,0.0134616,0.0103715,0.0297204,0.0110613,0.00901794,0.0292548,0.0320821,0,0,0,0,0,0,0
342,0.0336756,0.0291297,0,0,0,0,0,0,0.031312,0.0227945,0.0145113,0.00702545,0,0,0.0860566,0,0.0452487,0.0468799,0.0402466,0.0212326,0.00443769,0.0243026,0.0179593,0.0728175,0.011345,0.106666,0.0195253,0.023404,0,0.0586094,0,0.0283571,0.0257546,0.0765464,0.0350562,0.0190968,0.00732292,0.0268496,0.0101419,0.00546616,0.0274776,0,0,0.0457992,0,0.0319918,0.0313572,0.0366687,0.0179615,0.0196006,0.00674694,0.0198224,0.0201954,0.00517078,0.0134581,0.00478439,0.00645201,0.00867194,0.0207436,0.00495326,0.0132909,0.00991129,0.0293991,0.0109411,0.00905377,0.0293179,0.0318927,0,0,0,0,0,0,0
343,0.0335028,0.0290815,0,0,0,0,0,0,0.0314361,0.0227711,0.0145719,0.0070395,0,0,0.0852555,0,0.0452699,0.0463699,0.0402636,0.0212762,0.00435983,0.0242554,0.0178259,0.0720175,0.0113193,0.106687,0.0195319,0.0233898,0,0.0585942,0,0.028331,0.025664,0.0759198,0.0351829,0.0190683,0.00739828,0.026932,0.0100628,0.00544005,0.0272702,0,0,0.0454042,0,0.0321937,0.0313895,0.0366706,0.017885,0.0196073,0.00668583,0.019687,0.0199318,0.00524705,0.0133989,0.00472205,0.00655901,0.00860303,0.02073,0.00494247,0.0132673,0.010054,0.0291128,0.0106861,0.00896861,0.0292876,0.0316387,0,0,0,0,0,0,0
344,0.0333744,0.0290053,0,0,0,0,0,0,0.0309657,0.0227427,0.01463,0.00691751,0,0,0.0844005,0,0.0453057,0.0460932,0.0402405,0.0212505,0.00429787,0.0242359,0.017687,0.0712661,0.0113678,0.106714,0.0195752,0.0233698,0,0.0585793,0,0.0282942,0.0254379,0.0754123,0.035363,0.0191018,0.0075097,0.0270283,0.0100407,0.0054139,0.0269489,0,0,0.0448641,0,0.0323789,0.0312389,0.0366731,0.0178392,0.0196362,0.00663375,0.0195021,0.0196858,0.00526993,0.0134018,0.00471988,0.00653223,0.0085607,0.0207174,0.0049154,0.013256,0.0101381,0.0288162,0.0104536,0.0089333,0.0290945,0.0313558,0,0,0,0,0,0,0
345,0.0332076,0.0289248,0,0,0,0,0,0,0.0301038,0.0227105,0.0146022,0.00686263,0,0,0.0836241,0,0.04535,0.0457952,0.0401467,0.0210726,0.00419692,0.0242032,0.0175476,0.0705604,0.0114329,0.106761,0.0196332,0.0233275,0,0.0585699,0,0.0282393,0.0249908,0.0747352,0.0355667,0.0192329,0.00765135,0.0269748,0.0100247,0.00538398,0.0264803,0,0,0.0442145,0,0.03236,0.030905,0.036712,0.0177966,0.0196869,0.00660781,0.0192997,0.0194126,0.00525556,0.0134146,0.00472713,0.00646985,0.00852362,0.0207551,0.00484549,0.0132245,0.0103002,0.028512,0.0103963,0.0090379,0.0288154,0.0309758,0,0,0,0,0,0,0
346,0.0329129,0.0288727,0,0,0,0,0,0,0.0296708,0.0226843,0.014601,0.00675304,0,0,0.0828964,0,0.0453763,0.0454839,0.0400444,0.0209415,0.00405125,0.0242064,0.0174427,0.069902,0.0114891,0.106796,0.0196628,0.0231871,0,0.0585721,0,0.0281833,0.0245759,0.0742684,0.0357617,0.0193195,0.0078477,0.026879,0.010035,0.00537474,0.0259239,0,0,0.043602,0,0.0323356,0.0305883,0.0367522,0.0178347,0.0197501,0.00662531,0.0191897,0.0190829,0.00528493,0.0134138,0.00473038,0.00644311,0.0085044,0.0208102,0.00482876,0.0132243,0.0105105,0.0281371,0.0104368,0.00917607,0.0286199,0.0305955,0,0,0,0,0,0,0
347,0.0325731,0.02886,0,0,0,0,0,0,0.0296107,0.0226957,0.0146367,0.00648796,0,0,0.0823336,0,0.0453755,0.0452935,0.0399674,0.0210715,0.0040391,0.0242493,0.0172462,0.0692847,0.0115035,0.106831,0.0197073,0.0229126,0,0.0586378,0,0.0282069,0.0243401,0.0733796,0.0359249,0.0193894,0.00976019,0.0268052,0.011067,0.00504507,0.0255397,0,0,0.0427967,0,0.0323328,0.0302488,0.0368588,0.0192535,0.0194421,0.00762672,0.0192307,0.0187092,0.00508094,0.0143119,0.00612365,0.00666845,0.00860489,0.0211117,0.00469151,0.0137812,0.0123177,0.0277163,0.010469,0.00934292,0.028563,0.0302837,0,0,0,0,0,0,0
348,0.0321806,0.0287513,0,0,0,0,0,0,0.0295783,0.0227149,0.014591,0.00634871,0,0,0.0817896,0,0.0453701,0.0451336,0.040002,0.0210672,0.00413056,0.0242508,0.0170732,0.0687283,0.0114571,0.1069,0.0197236,0.0228432,0,0.058629,0,0.0281588,0.0240963,0.0727707,0.0360614,0.0193858,0.0102685,0.0267488,0.0114367,0.00487694,0.0253498,0,0,0.0422763,0,0.0323302,0.0301004,0.0368395,0.0197198,0.0193573,0.00788417,0.0191469,0.018667,0.00507191,0.0145563,0.00645352,0.00673874,0.00869504,0.0211449,0.00475894,0.0139727,0.0127822,0.0274531,0.0103945,0.00940992,0.0285045,0.0300026,0,0,0,0,0,0,0
349,0.0318473,0.0285981,0,0,0,0,0,0,0.0294905,0.0227252,0.0146324,0.00620593,0,0,0.0812521,0,0.0453793,0.0449274,0.0400089,0.0210444,0.00415415,0.0242792,0.0169388,0.0683413,0.0114213,0.106938,0.0197604,0.0228155,0,0.0586147,0,0.0281176,0.0238228,0.0721335,0.0361736,0.019323,0.0106857,0.0267253,0.0115657,0.0047188,0.0252848,0,0,0.0415485,0,0.0323074,0.0297252,0.0368342,0.0199841,0.0193036,0.00807247,0.0190654,0.0186415,0.00508907,0.0147283,0.00668567,0.00680615,0.00880649,0.0211661,0.00476277,0.0140832,0.0131945,0.0270898,0.0102293,0.00949072,0.0283869,0.0298809,0,0,0,0,0,0,0
350,0.0316415,0.0283793,0,0,0,0,0,0,0.0293869,0.0227307,0.0146861,0.00607774,0,0,0.080702,0,0.0454051,0.0445705,0.0400241,0.0209613,0.00415015,0.0243037,0.01683,0.067973,0.0114216,0.10691,0.0197912,0.0227655,0,0.0585848,0,0.0280729,0.023512,0.0714262,0.036337,0.0193501,0.0110552,0.0265778,0.0116908,0.00460298,0.0251753,0,0,0.0405413,0,0.0321102,0.0289668,0.0368271,0.0201577,0.0192688,0.00821119,0.0189827,0.0186239,0.00511881,0.0148905,0.00690636,0.00688376,0.00897306,0.0212072,0.00475383,0.0141962,0.0136152,0.0265949,0.0100178,0.00957288,0.0281695,0.0298136,0,0,0,0,0,0,0
351,0.0312954,0.0281179,0,0,0,0,0,0,0.0291657,0.0227284,0.0147965,0.00596361,0,0,0.0801302,0,0.0454243,0.0441265,0.0400805,0.0209534,0.00417613,0.0243567,0.0167384,0.0676736,0.0114585,0.106841,0.0198072,0.0227585,0,0.0585438,0,0.0280709,0.0232747,0.0709687,0.0365609,0.0194377,0.0112463,0.0263077,0.0118,0.00448273,0.0249648,0,0,0.0393866,0,0.0317311,0.0279377,0.0367959,0.0202746,0.0192448,0.00832801,0.0188404,0.0185755,0.00512893,0.0150583,0.0070676,0.00696823,0.00903736,0.0212389,0.00474416,0.0142618,0.0139412,0.0258625,0.00985123,0.00966598,0.0278778,0.0297203,0,0,0,0,0,0,0
352,0.0311985,0.0279455,0,0,0,0,0,0,0.0290384,0.0227373,0.0149526,0.00594246,0,0,0.0796453,0,0.045522,0.0439007,0.0403676,0.0211652,0.0041798,0.0244516,0.0164328,0.0678443,0.0114558,0.106865,0.0198977,0.0229434,0,0.0583652,0,0.0279537,0.0229992,0.0708766,0.036799,0.0195045,0.0084539,0.0261802,0.0101036,0.00463876,0.0249133,0,0,0.0378512,0,0.0316539,0.0270494,0.0364062,0.0179249,0.0197926,0.00662628,0.0182557,0.0182049,0.00530323,0.0138024,0.00501739,0.00641086,0.00873391,0.0209719,0.00490557,0.0131441,0.0114107,0.0248517,0.00961986,0.00971469,0.0275244,0.0296708,0,0,0,0,0,0,0
353,0.0312602,0.0276412,0,0,0,0,0,0,0.028941,0.0226993,0.0149979,0.00610137,0,0,0.0790774,0,0.0456772,0.0436701,0.0406004,0.0211818,0.00445095,0.0243554,0.0152086,0.0684073,0.0115742,0.107028,0.0199776,0.0229633,0,0.0582914,0,0.0277988,0.0219647,0.0706229,0.0370898,0.0194555,0.022202,0.0261385,0.0260451,0.00528842,0.0251159,0,0,0.0363386,0,0.031743,0.026184,0.0344768,0.0287453,0.0216524,0.0121837,0.016771,0.0177174,0.00581498,0.0117108,0.00420166,0.00890017,0.0128375,0.0278996,0.0161667,0.0164665,0.0178788,0.0239275,0.00945966,0.00976155,0.0268817,0.0298938,0,0,0,0,0,0,0
354,0.0303072,0.0274395,0,0,0,0,0,0,0.0289498,0.0227261,0.0152057,0.00661099,0,0,0.078583,0,0.0457243,0.0434734,0.0416416,0.0211708,0.00388813,0.0248469,0.0176476,0.067597,0.011086,0.10683,0.0202006,0.0239925,0,0.0573915,0,0.0272476,0.0235426,0.0698375,0.0372368,0.0195092,0.0236088,0.0261932,0.0245374,0.00692684,0.0243955,0,0,0.0350707,0,0.0318641,0.0253486,0.0348574,0.0264508,0.0222048,0.0221009,0.0181926,0.017338,0.00783188,0.0120164,0.0117429,0.0114265,0.0155865,0.0217507,0.00919634,0.0175305,0.023511,0.0226001,0.00937209,0.00973325,0.0269177,0.0289135,0,0,0,0,0,0,0
355,0.0299413,0.0272927,0,0,0,0,0,0,0.0287237,0.0227418,0.0157138,0.00576913,0,0,0.0775562,0,0.0457072,0.0429401,0.0402427,0.021752,0.0043169,0.0247772,0.0160476,0.0668986,0.0115781,0.107105,0.0202338,0.0227102,0,0.0582169,0,0.0281046,0.0225005,0.0686552,0.0373831,0.0193756,0.0109316,0.0262878,0.0112048,0.00422167,0.0239347,0,0,0.0341837,0,0.0321365,0.0248305,0.0365233,0.0196862,0.0192998,0.007853,0.0181369,0.0171901,0.00510042,0.0151226,0.00695864,0.00693548,0.00887251,0.0214263,0.00458701,0.0138583,0.0136852,0.0221032,0.00923768,0.00969215,0.0267802,0.0286934,0,0,0,0,0,0,0
356,0.0298729,0.0271367,0,0,0,0,0,0,0.0290146,0.0227665,0.0155724,0.0058992,0,0,0.0766458,0,0.0457243,0.0425088,0.0405175,0.0215995,0.00427903,0.0247067,0.0159289,0.0666592,0.0115701,0.107129,0.0202523,0.0229153,0,0.0580553,0,0.027937,0.0224317,0.0679166,0.0375109,0.0193121,0.00751251,0.0263444,0.00934346,0.00455498,0.0238681,0,0,0.0330761,0,0.0323217,0.0241869,0.036134,0.0168088,0.02,0.00612648,0.0176909,0.0170737,0.00520391,0.0136111,0.00433335,0.00618824,0.00868259,0.0211293,0.0049371,0.012625,0.0105558,0.021623,0.00909937,0.00968106,0.0267254,0.0285283,0,0,0,0,0,0,0
357,0.0294686,0.0269414,0,0,0,0,0,0,0.0295755,0.0227574,0.0152135,0.00592395,0,0,0.0757187,0,0.045785,0.0420747,0.0405935,0.0212393,0.00424725,0.0245925,0.0158654,0.0662104,0.0116165,0.107098,0.0202503,0.0231139,0,0.0580144,0,0.0278037,0.0229323,0.0670877,0.0376224,0.0193426,0.00717089,0.0262859,0.0091377,0.00459643,0.0237033,0,0,0.0322679,0,0.0323687,0.0235864,0.0360593,0.0164639,0.020086,0.00615048,0.0174917,0.0172491,0.00515147,0.0134985,0.00401577,0.00610688,0.00875928,0.0211241,0.00505398,0.0125335,0.0102192,0.0214446,0.00897774,0.00962075,0.0267547,0.0282325,0,0,0,0,0,0,0
358,0.0291825,0.0268209,0,0,0,0,0,0,0.029835,0.0227175,0.0150396,0.00595496,0,0,0.0749527,0,0.0458468,0.0416449,0.0406411,0.0211211,0.00423621,0.0244757,0.0157442,0.0658578,0.0116146,0.107049,0.02019,0.0233856,0,0.0579635,0,0.0277867,0.0230951,0.0664376,0.0377257,0.0193786,0.00631785,0.0260406,0.00862817,0.00470331,0.0235868,0,0,0.0310245,0,0.0321819,0.0225569,0.0359791,0.0157489,0.0202854,0.00618975,0.0172367,0.0171703,0.0052282,0.0131893,0.00332197,0.00602092,0.00891507,0.0211031,0.00525792,0.0123135,0.0095645,0.0207972,0.00876784,0.00963576,0.0267358,0.02812,0,0,0,0,0,0,0
359,0.0289481,0.0266602,0,0,0,0,0,0,0.0298258,0.0227032,0.014962,0.00604343,0,0,0.0742778,0,0.0459008,0.0411998,0.0407321,0.0210892,0.00420278,0.0244239,0.0157908,0.0656004,0.01151,0.106988,0.0201411,0.0234172,0,0.0577786,0,0.0276565,0.0229067,0.0659218,0.0378399,0.0194013,0.00446786,0.0260036,0.00787251,0.00500665,0.0234861,0,0,0.0296156,0,0.0323081,0.0216978,0.0357965,0.0145097,0.0207269,0.00715751,0.0170982,0.0168705,0.00543811,0.012479,0.00212597,0.0060027,0.00938139,0.0209968,0.00570462,0.0120123,0.00796826,0.0199347,0.00860501,0.00965963,0.0266068,0.0280317,0,0,0,0,0,0,0
360,0.0288031,0.0264154,0,0,0,0,0,0,0.0297772,0.0227923,0.0149346,0.00643009,0,0,0.0736411,0,0.0460151,0.040794,0.0414555,0.0209729,0.00391394,0.0246146,0.0164943,0.0654931,0.0112573,0.106912,0.0202636,0.0240208,0,0.0572209,0,0.0271935,0.0232138,0.0655037,0.0379865,0.019384,0.00930378,0.0260728,0.0124516,0.00633091,0.0234264,0,0,0.0281804,0,0.0324857,0.0206102,0.0349849,0.0161718,0.0222648,0.018879,0.017061,0.0164459,0.00645279,0.0117459,0.00919748,0.00919148,0.0145187,0.0200077,0.00828237,0.0147969,0.00812602,0.0190177,0.00849307,0.0096939,0.0263863,0.0279832,0,0,0,0,0,0,0
361,0.0283684,0.0262106,0,0,0,0,0,0,0.0298163,0.0227463,0.0149275,0.00647335,0,0,0.0730309,0,0.0460665,0.0403677,0.0414846,0.020898,0.0039058,0.0246442,0.0165661,0.0652143,0.0112762,0.106929,0.0203276,0.0242356,0,0.0571399,0,0.0271096,0.023322,0.0650449,0.038155,0.0194395,0.00990883,0.0258595,0.0128882,0.0064531,0.023152,0,0,0.027395,0,0.0323797,0.0199474,0.0349261,0.0163854,0.022321,0.0196858,0.0170898,0.0165355,0.00650816,0.0118225,0.00966562,0.00949081,0.0150502,0.019983,0.00855188,0.0152396,0.00861325,0.0184151,0.00832785,0.00960209,0.0263224,0.0276965,0,0,0,0,0,0,0
362,0.0279873,0.026118,0,0,0,0,0,0,0.0297517,0.0226841,0.0149463,0.00645258,0,0,0.0727084,0,0.0460551,0.0402426,0.0415205,0.0209404,0.00386175,0.0247761,0.0165678,0.0649686,0.0112741,0.106913,0.0203771,0.0243602,0,0.0570356,0,0.0270563,0.0232967,0.0646976,0.0383118,0.0195387,0.0104796,0.0257241,0.0133397,0.00658514,0.0228169,0,0,0.0264537,0,0.0324747,0.0194513,0.0348805,0.0166748,0.0223497,0.0203952,0.0170203,0.0163147,0.00655504,0.011863,0.0100671,0.00974136,0.0155211,0.0200034,0.0087883,0.0156469,0.0091178,0.017654,0.00809505,0.00941865,0.026284,0.027221,0,0,0,0,0,0,0
