Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x74,,LTIB,x73
All Timesteps RMSE,0.0378276,0.0369296,0,0,0,0,0,0,0.110549,0.0235851,0.00300413,0,0,0.0450924,0,0.0483346,0.0222342,0.0447362,0.0225569,0.00883055,0.0178718,0.00689741,0.0568136,0.0152134,0.0264057,0.0165013,0.0142186,0.0150602,0.022271,0.0209297,0.0361536,0.0445318,0.0122838,0.0107969,0.0261606,0.0117491,0.00343901,0.0307467,0,0,0.0232404,0,0.0286793,0.0164596,0.0349219,0.0165708,0.0236864,0.00771964,0.00841746,0.0401347,0.00421682,0.0134176,0.00621958,0.00569447,0.00826594,0.0179715,0.00749517,0.0107404,0.0109528,0.024334,0.016489,0.0150945,0.0456293,0.0401489,0,0,0,0,0,0,0,0,0.054831,0
0,0.0428109,0.0467554,0,0,0,0,0,0,0.0247087,0.0213577,0.00198399,0,0,0.031826,0,0.0593311,0.0194824,0.0485329,0.0250218,0.00427673,0.0254932,0.00905635,0.0686383,0.0125861,0.02174,0.0239245,0.00978908,0.104292,0.0190585,0.0232986,0.0290528,0.0492571,0.015939,0.0119843,0.0287169,0.00729253,0.00160072,0.0403864,0,0,0.0369824,0,0.025706,0.0231139,0.0341937,0.00839462,0.0301679,0.011404,0.0142335,0.0435112,0.00229862,0.0143856,0.00552558,0.00593638,0.00848358,0.0208355,0.00399394,0.00791643,0.0164839,0.0183619,0.0216425,0.0201942,0.0596266,0.0485914,0,0,0,0,0,0,0,0,0,0
1,0,0.051879,0,0,0,0,0,0,0,0.0222704,0.00261381,0,0,0.0281572,0,0.0573752,0.0200142,0.048007,0.0270431,0.00261746,0.0254178,0.00558109,0.0797953,0.0122573,0.0209341,0.0240606,0.0084128,0.106515,0.0210854,0.0263425,0.0377986,0.0481616,0.0158182,0.0120761,0.0287093,0.00746036,0.00172613,0.0402211,0,0,0.0325469,0,0.025102,0.0211516,0.0336704,0.00858328,0.0292477,0.0120075,0.00997647,0.0384044,0.00305677,0.0151966,0.00590185,0.00632506,0.00851667,0.0212079,0.00374998,0.00790655,0.0165531,0.0168976,0.019814,0.0192031,0.0634844,0.054259,0,0,0,0,0,0,0,0,0,0
2,0.0381808,0.0424158,0,0,0,0,0,0,0.0286771,0.0216844,0.00211347,0,0,0.0231248,0,0.0578967,0.016532,0.0479903,0.0283157,0.00372055,0.0255542,0.0084279,0.0662477,0.0118694,0.0218826,0.0240215,0,0.108436,0.0192038,0.0171914,0.0331214,0.048202,0.0141218,0.012144,0.0284946,0.00724199,0.00163501,0.0383387,0,0,0.0321949,0,0.0254795,0.0216402,0.0340093,0.0085434,0.0296653,0.0116179,0.0134075,0.0428165,0.00258006,0.0143243,0.00541614,0.00583771,0.00865185,0.0206997,0.00398394,0.00828864,0.0169868,0.0165816,0.0208813,0.0204941,0.0553139,0.0445054,0,0,0,0,0,0,0,0,0,0
3,0,0.0506844,0,0,0,0,0,0,0.0307194,0.0224994,0.00263392,0,0,0.0273045,0,0.0574126,0.0198381,0.0476167,0.0297055,0.00250427,0.0245223,0.0058352,0.0786413,0.0113662,0.0222935,0.0234168,0,0.101164,0.0190334,0.0148502,0.0369784,0.0482384,0.0160605,0.0123657,0.0287196,0.00744504,0.00147654,0.0394465,0,0,0.0327453,0,0.025217,0.021737,0.0337149,0.00800385,0.028883,0.011914,0.0100894,0.0378271,0.00320031,0.0149518,0.0059228,0.00647766,0.00838098,0.0206809,0.00378237,0.00789796,0.0169048,0.0167603,0.020364,0.0198231,0.0626445,0.0530519,0,0,0,0,0,0,0,0,0,0
4,0.0351685,0.0379831,0,0,0,0,0,0,0.0401461,0.0220876,0.00299468,0,0,0.0223967,0,0.0577194,0.0160843,0.0473491,0.0313865,0.00311609,0.0266689,0.0088185,0.0622636,0.0131544,0.0213113,0.0258303,0,0,0.0159122,0.00514566,0.0330986,0.0484255,0.013737,0.0124347,0.0286394,0.00739559,0.00209462,0.0371659,0,0,0.0324081,0,0.0255103,0.0221394,0.0340858,0.00798667,0.0293485,0.0117383,0.0140531,0.0414555,0.00294617,0.0142813,0.00572792,0.00634408,0.00860649,0.0203091,0.00401868,0.00829267,0.01735,0.0157152,0.0215584,0.0206619,0.0508755,0.0408825,0,0,0,0,0,0,0,0,0,0
5,0.0343164,0.0368232,0,0,0,0,0,0,0.0419548,0.022176,0.00295525,0,0,0.0221429,0,0.0576744,0.0157268,0.0472949,0.0332504,0.00315104,0.0264678,0.0087803,0.0608684,0.0140493,0.0214993,0.0262509,0,0,0.0158713,0.006506,0.0327412,0.0484589,0.0137194,0.0124225,0.0286783,0.00739804,0.00187256,0.0366813,0,0,0.0325086,0,0.0255449,0.0223006,0.0338096,0.00766215,0.0292456,0.0113567,0.0138335,0.0408679,0.0029037,0.0141977,0.0056415,0.00620607,0.00834093,0.0201661,0.0039778,0.00806529,0.0170859,0.01564,0.0217963,0.0207245,0.0497494,0.0397784,0,0,0,0,0,0,0,0,0,0
6,0.0332775,0.0357283,0,0,0,0,0,0,0.0349658,0.0223084,0.00186189,0,0,0.0216903,0,0.0576616,0.0151614,0.0471841,0.0344379,0.00379773,0.0262774,0.00886114,0.059214,0.014938,0.0211914,0.0269361,0,0.011318,0.0190347,0.0124121,0.0321515,0.0484958,0.0138957,0.0123946,0.0287193,0.00750881,0.00149361,0.0359491,0,0,0.0326696,0,0.0256028,0.022325,0.0334111,0.00733873,0.0293436,0.0106143,0.0133942,0.0399905,0.00266178,0.0140589,0.00537623,0.00584219,0.00798933,0.0199237,0.00398129,0.0077608,0.0167643,0.0154193,0.0219808,0.0209322,0.0485364,0.038684,0,0,0,0,0,0,0,0,0.0118012,0
7,0.0323514,0.0349139,0,0,0,0,0,0,0.0263682,0.0224218,0.00145226,0,0,0.0211332,0,0.0576673,0.0147789,0.0468891,0.035127,0.00376761,0.026273,0.00893349,0.0579936,0.0157122,0.0210923,0.027491,0,0.0111549,0.0186218,0.0105601,0.0315944,0.0485015,0.0141064,0.0123245,0.0287459,0.00777265,0.00149871,0.0354867,0,0,0.0328057,0,0.025661,0.0221474,0.0333622,0.00728967,0.0295364,0.0102475,0.0130678,0.0396232,0.00268568,0.0141655,0.00530995,0.00578039,0.00785693,0.0198286,0.00395753,0.00763615,0.016501,0.0153272,0.0221696,0.021082,0.0476351,0.0376441,0,0,0,0,0,0,0,0,0.0122636,0
8,0.0317467,0.0344193,0,0,0,0,0,0,0,0.0225773,0.00116149,0,0,0.0204861,0,0.0576849,0.0147885,0.0467657,0.0372475,0.00367193,0.0259243,0.009103,0.0570547,0.0162037,0.0209046,0.0276002,0,0.0118333,0.0193829,0.012177,0.0309261,0.048426,0.0143553,0.0123463,0.0287309,0.00784162,0.00138826,0.0351418,0,0,0.0328364,0,0.0257271,0.0220642,0.033218,0.00723579,0.0296858,0.00973615,0.0127439,0.0393845,0.00272041,0.0142807,0.00524238,0.00569116,0.0077415,0.0196759,0.00398857,0.00754269,0.0165131,0.015151,0.0224131,0.0212901,0.0469213,0.036827,0,0,0,0,0,0,0,0,0.011264,0
9,0.0315879,0.0349855,0,0,0,0,0,0,0,0.0227326,0.000964115,0,0,0.0200128,0,0.0576635,0.0148982,0.0465466,0.0373934,0.00360917,0.0255313,0.00925168,0.0570361,0.0164406,0.0213333,0.0275212,0,0.0113151,0.0193782,0.00911123,0.0306602,0.0483747,0.0145175,0.012316,0.0286962,0.00783905,0.00123625,0.0347041,0,0,0.0328719,0,0.0257703,0.0223155,0.0331936,0.00718465,0.0295624,0.00952481,0.0122723,0.0391334,0.00276643,0.0145382,0.00532143,0.00564718,0.00767316,0.0195511,0.00413064,0.00748755,0.0162769,0.015455,0.0226887,0.0215942,0.047115,0.036359,0,0,0,0,0,0,0,0,0.0113932,0
10,0.0317246,0.0356939,0,0,0,0,0,0,0.104418,0.0227634,0.00149102,0,0,0.0196009,0,0.0576498,0.0147984,0.0465276,0.0412469,0.00305699,0.0234164,0.0096419,0.0572403,0.0153254,0.0237274,0.0255537,0,0.0138016,0.0145945,0.01395,0.0302884,0.0483411,0.0147229,0.0122876,0.0286685,0.00791572,0.00136033,0.0343447,0,0,0.0329361,0,0.0258053,0.0227477,0.0334427,0.00716632,0.0293054,0.00963693,0.0121398,0.0391188,0.0029122,0.014817,0.00534277,0.00574769,0.00771987,0.0195141,0.00423211,0.00754837,0.01603,0.0159194,0.022819,0.0218696,0.0479043,0.0361035,0,0,0,0,0,0,0,0,0.0120345,0
11,0.0315296,0.0359181,0,0,0,0,0,0,0.113529,0.0227389,0.00136748,0,0,0.0191072,0,0.057776,0.0145871,0.0464062,0.0415281,0.003037,0.0231612,0.00960413,0.0572883,0.0151894,0.0241313,0.025376,0,0.0139746,0.0143045,0.0158969,0.0299238,0.0485483,0.014856,0.012119,0.0286559,0.00800538,0.00121729,0.0338885,0,0,0.0330269,0,0.0258285,0.0231216,0.0333585,0.00703367,0.0291094,0.00930039,0.0115769,0.038903,0.00284823,0.0149334,0.00517339,0.00554534,0.00747521,0.0193371,0.00430492,0.00738017,0.0154658,0.0160948,0.0229244,0.0220668,0.0481687,0.0359883,0,0,0,0,0,0,0,0,0.0121332,0
12,0.0314094,0.0360387,0,0,0,0,0,0,0.11138,0.0227069,0.000973011,0,0,0.0186008,0,0.0581936,0.0146184,0.0463299,0.0411722,0.00314137,0.0225946,0.00948102,0.0574504,0.0150342,0.0241528,0.0252694,0,0.013741,0.0143969,0.0154769,0.029536,0.0491548,0.0148968,0.0118755,0.0285852,0.00817721,0.00108283,0.0334923,0,0,0.033096,0,0.0258309,0.0232948,0.0332748,0.0070471,0.0289134,0.00895475,0.0109239,0.0386845,0.00270825,0.0149027,0.00497813,0.00535955,0.00724948,0.0191479,0.00438593,0.00725929,0.0148327,0.0161979,0.0230169,0.0221953,0.0481882,0.0358767,0,0,0,0,0,0,0,0,0.0123161,0
13,0.0315129,0.0361399,0,0,0,0,0,0,0.109775,0.0227895,0.000519043,0,0,0.0182952,0,0.058402,0.0145388,0.0465278,0.0401993,0.00333471,0.0216612,0.00926789,0.0575997,0.0149791,0.0238603,0.0252291,0,0.0132574,0.0144377,0.0145558,0.0291854,0.0494486,0.0149511,0.011785,0.0284738,0.00830522,0.000900555,0.0332233,0,0,0.0331308,0,0.0257819,0.0232642,0.0330336,0.00711515,0.0284495,0.00863644,0.0102289,0.0385158,0.00260855,0.0148719,0.00482129,0.00514653,0.00715156,0.0189765,0.00449381,0.00720848,0.0145334,0.0164322,0.0230622,0.0223526,0.048173,0.0358468,0,0,0,0,0,0,0,0,0.0124875,0
14,0.0318644,0.0362888,0,0,0,0,0,0,0.108951,0.0228492,0.000960477,0,0,0.0181908,0,0.0584001,0.0142045,0.047068,0.0389733,0.00331984,0.0210912,0.0087675,0.0579722,0.0143795,0.0245961,0.0241226,0,0,0.0138093,0.014656,0.0289624,0.0494574,0.0150103,0.0119448,0.0284889,0.00833717,0.000959879,0.0331769,0,0,0.0330478,0,0.0258252,0.0231279,0.0325206,0.00714673,0.027627,0.00840456,0.0094532,0.0385179,0.00273623,0.0148875,0.00466641,0.00492326,0.00711138,0.01888,0.004597,0.00714798,0.0146585,0.0168053,0.0230575,0.0224599,0.0482554,0.0360251,0,0,0,0,0,0,0,0,0.012195,0
15,0.0346172,0.0379267,0,0,0,0,0,0,0.109208,0.0226058,0.00583967,0,0,0.0191985,0,0.0582406,0.0139248,0.0516369,0.035707,0.00751638,0.0553483,0.00376657,0.0612624,0.0484492,0.0153581,0.0498127,0,0.023412,0.00898148,0.0352993,0.0305855,0.0493176,0.0146538,0.011949,0.0285144,0.00939893,0.0021194,0.0363376,0,0,0.0330421,0,0.0256894,0.0229166,0.0303054,0.00860121,0.0276411,0.00747452,0.00548179,0.042401,0.00357168,0.0168039,0.00537474,0.00512845,0.00580684,0.0191692,0.00431304,0.00608389,0.0133817,0.0185934,0.0225485,0.0220837,0.0508269,0.0389961,0,0,0,0,0,0,0,0,0.0320959,0
16,0.0340519,0.0372977,0,0,0,0,0,0,0.106866,0.0227555,0.00603653,0,0,0.0189391,0,0.058228,0.0136568,0.0522837,0.0413747,0.00785113,0.0574322,0.0035601,0.0603346,0.0505192,0.0156974,0.051218,0,0.0231411,0.00773227,0.0331803,0.0304147,0.0493501,0.0147667,0.0118306,0.028635,0.0098128,0.00212243,0.0358938,0,0,0.0331469,0,0.0257937,0.0229254,0.0301335,0.00931063,0.0274403,0.00713267,0.00486818,0.0421278,0.00343111,0.0168524,0.00533426,0.0049917,0.00560708,0.019062,0.00434963,0.00607235,0.012739,0.0186587,0.0226441,0.0221418,0.050051,0.0384924,0,0,0,0,0,0,0,0,0.0328485,0
17,0.0302921,0.034664,0,0,0,0,0,0,0.106013,0.0230694,0.00244598,0,0,0.0161583,0,0.058444,0.0129644,0.0462881,0.0126258,0.0044348,0.0193445,0.00599557,0.0546827,0.0163384,0.0220375,0.0241069,0,0.00869106,0.015412,0.0173425,0.0270067,0.0493874,0.0153566,0.0115519,0.028668,0.00902522,0.0015762,0.0313216,0,0,0.0330219,0,0.0260016,0.0229811,0.03151,0.00811351,0.0269952,0.0066966,0.00635513,0.0368887,0.00228428,0.0148944,0.00416555,0.00407307,0.00613864,0.0184314,0.00464667,0.00643567,0.0129559,0.0170491,0.0231585,0.022669,0.0459295,0.0345132,0,0,0,0,0,0,0,0,0.0138276,0
18,0.0296301,0.0342223,0,0,0,0,0,0,0.105599,0.0230944,0.00287987,0,0,0.0145873,0,0.0585851,0.0126546,0.0460677,0.0115195,0.00455073,0.0191832,0.0054372,0.0532333,0.0165493,0.0219463,0.0239547,0,0.00877197,0.0159411,0.0190588,0.0251589,0.049225,0.0155649,0.0114985,0.02867,0.00927084,0.00181721,0.0303633,0,0,0.0330473,0,0.0260743,0.0230358,0.0314905,0.00849864,0.026843,0.00633579,0.00568517,0.0360629,0.00223141,0.0147963,0.0039881,0.00389336,0.00593356,0.0183516,0.00469133,0.00632676,0.0126357,0.0170479,0.0233014,0.0228687,0.0450861,0.0336844,0,0,0,0,0,0,0,0,0.0142722,0
19,0.0287677,0.0347005,0,0,0,0,0,0,0.105275,0.0228714,0.00327707,0,0,0.0126124,0,0.058945,0.0116195,0.0457639,0.0111138,0.00452116,0.0191063,0.00483935,0.051662,0.0173379,0.0218522,0.0238538,0,0.0088584,0.0164869,0.0206495,0,0.0488197,0.0152659,0.011457,0.0286084,0.00958195,0.00194159,0.0280068,0,0,0.0335172,0,0.0260939,0.0235406,0.0315749,0.00902929,0.0267795,0.00614503,0.00505144,0.0342541,0.00218136,0.0148284,0.00399162,0.00387025,0.00587076,0.0182815,0.00477702,0.00637873,0.0123112,0.0174665,0.0233619,0.0231826,0.0449389,0.0322624,0,0,0,0,0,0,0,0,0.0147173,0
20,0.0283389,0.0326608,0,0,0,0,0,0,0.10535,0.0233214,0.00326268,0,0,0.0136487,0,0.0586306,0.0130357,0.0454453,0.0103087,0.0047358,0.0191568,0.004622,0.0516451,0.0166598,0.021539,0.0237652,0,0.00888151,0.0169784,0.0218484,0.0246269,0.0493494,0.0156495,0.0112514,0.028668,0.00996548,0.00193848,0.0291575,0,0,0.0333791,0,0.0261751,0.0237483,0.0317677,0.00968197,0.026849,0.00581364,0.00468421,0.0348975,0.00197916,0.0148846,0.00402014,0.00381736,0.0057275,0.0182198,0.00482724,0.00646425,0.0116752,0.0166945,0.023762,0.0232735,0.0430828,0.0322727,0,0,0,0,0,0,0,0,0.0149872,0
21,0.0275219,0.0332893,0,0,0,0,0,0,0.10541,0.0230066,0.00290906,0,0,0.0119505,0,0.0588563,0.0115627,0.0450877,0.0102111,0.00475519,0.0189426,0.00432211,0.0497292,0.016473,0.021188,0.0234929,0,0.00898489,0.0174189,0.0226372,0,0.0488678,0.0152579,0.0110117,0.0286066,0.0103735,0.0020103,0.0267369,0,0,0.0339065,0,0.0261601,0.0242453,0.0320298,0.0103161,0.027144,0.00565657,0.00416914,0.0330578,0.00184456,0.0148864,0.00421501,0.00388005,0.00574163,0.0181293,0.00490852,0.00673956,0.0110017,0.0174275,0.0237618,0.0235458,0.0431914,0.0309229,0,0,0,0,0,0,0,0,0.0151308,0
22,0.0273856,0.0309837,0,0,0,0,0,0,0.105664,0.0239017,0.0032827,0,0,0.0163693,0,0.0583053,0.0138568,0.045378,0.00976418,0.00513513,0.0190654,0.00424686,0.0518325,0.0168656,0.0210648,0.0236733,0,0.00907257,0.0179435,0.023001,0.0276792,0.0496534,0.0154409,0.0109413,0.0286346,0.0105071,0.00246151,0.0287759,0,0,0.0338954,0,0.0262314,0.0240796,0.0319098,0.0105827,0.0266763,0.00532425,0.00377115,0.0345535,0.00187946,0.0147293,0.00425143,0.00373571,0.00568725,0.0180022,0.00495988,0.0068043,0.0107237,0.0165075,0.0243581,0.0236567,0.0413053,0.0315197,0,0,0,0,0,0,0,0,0.0152189,0
23,0.0271989,0.0307071,0,0,0,0,0,0,0.105612,0.0239606,0.00347975,0,0,0.0162038,0,0.0583038,0.0134342,0.0456116,0.00996356,0.00539054,0.0191102,0.00411349,0.0514196,0.0174301,0.0209836,0.0238488,0,0.00922941,0.0185075,0.0231812,0.0272963,0.0496292,0.0155471,0.0108573,0.0285307,0.0107419,0.00277736,0.0284196,0,0,0.0338331,0,0.0262327,0.0238608,0.0318208,0.0109651,0.0262076,0.00513188,0.00333215,0.0344007,0.00190563,0.0145861,0.0043063,0.00370237,0.00571596,0.0178788,0.00508536,0.00697139,0.0104635,0.0167369,0.0245424,0.0238175,0.0409975,0.0314005,0,0,0,0,0,0,0,0,0.0152574,0
24,0.0292864,0.0316277,0,0,0,0,0,0,0.102047,0.0237227,0.00682594,0,0,0.0170396,0,0.0582829,0.0128286,0.0531675,0.0580837,0.00865354,0.0615638,0.00473214,0.0537444,0.0542079,0.0137873,0.0525818,0.0470658,0.0226897,0.00263674,0.0298382,0.0285868,0.0495491,0.0151193,0.0107564,0.0285129,0.0124807,0.00378028,0.0315434,0,0,0.0337621,0,0.0259902,0.0232308,0.0305831,0.0139837,0.0261197,0.00501227,0.00419003,0.0384245,0.00268961,0.0165544,0.00525778,0.00453528,0.00553415,0.018418,0.00518779,0.00783155,0.00886684,0.0179019,0.0237685,0.0233218,0.0428898,0.0333573,0,0,0,0,0,0,0,0,0.0335331,0
25,0.028416,0.0309048,0,0,0,0,0,0,0.0999626,0.0239181,0.00710591,0,0,0.0165634,0,0.0584336,0.0126656,0.0530732,0.0598692,0.00866912,0.0616578,0.0049721,0.0524989,0.0548129,0.0132246,0.0523701,0.0470521,0.0229418,0.00245543,0.0304191,0.0278687,0.0496009,0.0153825,0.0105655,0.0286237,0.0128443,0.00352715,0.0308842,0,0,0.033654,0,0.02608,0.023063,0.0307804,0.0146601,0.0260578,0.0049575,0.00457271,0.0379189,0.00254557,0.0165495,0.00528026,0.00471844,0.00577529,0.0183149,0.00535838,0.00832039,0.00831156,0.0179436,0.0230378,0.0234146,0.0420535,0.0323736,0,0,0,0,0,0,0,0,0.0333806,0
26,0.0279748,0.0309435,0,0,0,0,0,0,0.0983245,0.0241072,0.00721395,0,0,0.0163895,0,0.0584118,0.0131055,0.0528581,0.0615237,0.00858157,0.0613744,0.00520433,0.0522884,0.0554855,0.0124351,0.0517573,0.0471431,0.0230171,0.00286426,0.0320051,0.027886,0.0496732,0.0156189,0.0103223,0.0286773,0.0131369,0.00385459,0.0301568,0,0,0.0336005,0,0.0261512,0.0231405,0.0311038,0.0152384,0.026197,0.0050159,0.00496166,0.0374016,0.00247787,0.0166605,0.00529171,0.00497973,0.00601984,0.0182777,0.00547549,0.00877652,0.00766982,0.0182239,0.0227967,0.0235785,0.0419477,0.0317455,0,0,0,0,0,0,0,0,0.0330907,0
27,0.0274756,0.0306341,0,0,0,0,0,0,0.0969816,0.0243067,0.00730061,0,0,0.0163772,0,0.058377,0.0136312,0.0529811,0.0626446,0.00852203,0.0605925,0.00533369,0.0520396,0.05581,0.0114658,0.050936,0.0476073,0.0231985,0.00347017,0.0349981,0.0282502,0.0497883,0.0157232,0.0102581,0.0286784,0.0132449,0.00404363,0.0295249,0,0,0.0337132,0,0.0261999,0.0235254,0.031222,0.0154361,0.0259136,0.00503267,0.00511901,0.0369086,0.00244758,0.0167459,0.00521477,0.00503165,0.00611177,0.0182592,0.00552067,0.00890373,0.00744094,0.0182429,0.0232411,0.0237385,0.0414152,0.0311592,0,0,0,0,0,0,0,0,0.0328147,0
28,0.0225811,0.0264704,0,0,0,0,0,0,0.107836,0.025033,0.00506024,0,0,0.0160635,0,0.058407,0.0142946,0.0453903,0.00802915,0.00650523,0.0200091,0.0040461,0.0470026,0.019301,0.0210093,0.023883,0.0108172,0.00860528,0.0218636,0.0206561,0.0275074,0.0502006,0.0162625,0.0100422,0.0286145,0.0116698,0.00323358,0.0238885,0,0,0.0337635,0,0.0264349,0.0241178,0.0324775,0.0127983,0.025877,0.00473176,0.00179426,0.0301722,0.00155157,0.014575,0.00414669,0.00411474,0.00623875,0.0174093,0.00559527,0.00811876,0.00838944,0.0165797,0.0246913,0.0244641,0.0355426,0.0261917,0,0,0,0,0,0,0,0,0.016946,0
29,0.0287889,0.0329954,0,0,0,0,0,0,0.0944633,0.0243838,0.00699519,0,0,0.0154728,0,0.0585051,0.0133641,0.053145,0.064198,0.00842305,0.0584062,0.00576628,0.0535177,0.0535438,0.00899879,0.04835,0.0491905,0.0239872,0.00509165,0.0436411,0.0274115,0.0496885,0.0161401,0.0102606,0.0285407,0.0134161,0.00405576,0.0288858,0,0,0.0342416,0,0.0263433,0.024434,0.0312349,0.0157545,0.0251766,0.00502193,0.00568753,0.036864,0.00237237,0.01694,0.00529819,0.00511175,0.00626623,0.0182197,0.00567292,0.0090921,0.00737649,0.0187683,0.0243636,0.0242293,0.0437396,0.0323419,0,0,0,0,0,0,0,0,0.0325228,0
30,0.0287605,0.0329402,0,0,0,0,0,0,0.0932603,0.024512,0.00685884,0,0,0.0154677,0,0.0585171,0.0130377,0.0531467,0.0646606,0.00833467,0.0567008,0.0059362,0.053642,0.0523344,0.00742279,0.0462292,0.0498156,0.0243738,0.00589809,0.0486128,0.0274956,0.0497483,0.016239,0.0103496,0.0285148,0.0136302,0.00397512,0.028395,0,0,0.0343845,0,0.0263832,0.0245873,0.0311272,0.0159905,0.0247713,0.00522878,0.00602881,0.0364496,0.00235176,0.0171202,0.00560687,0.00520483,0.00642512,0.0181919,0.00564987,0.00926678,0.00742195,0.0189218,0.0245743,0.0244077,0.0436498,0.0322751,0,0,0,0,0,0,0,0,0.0319636,0
31,0.0282771,0.0322322,0,0,0,0,0,0,0.0919316,0.0247044,0.0067967,0,0,0.0156286,0,0.0584552,0.0130918,0.0529669,0.0651748,0.00822444,0.0552857,0.00621301,0.0534905,0.0509657,0.00613124,0.0441108,0.0509641,0.0252329,0.00692428,0.0540939,0.0279572,0.0498708,0.0163354,0.0104203,0.0285195,0.0137364,0.00389653,0.0281186,0,0,0.0344508,0,0.0264225,0.0245603,0.0311873,0.0161313,0.0246683,0.00542585,0.0064629,0.0363008,0.0023631,0.0173304,0.00578717,0.00539946,0.00655869,0.018177,0.00564636,0.00940456,0.00718214,0.0190154,0.0247895,0.024596,0.0429739,0.0318658,0,0,0,0,0,0,0,0,0.03192,0
32,0.0284813,0.0324708,0,0,0,0,0,0,0.0906452,0.0248004,0.00670801,0,0,0.0153074,0,0.0584708,0.0131363,0.0524745,0.0652374,0.00805394,0.0540167,0.00653378,0.0535585,0.0495623,0.00546784,0.0419373,0.051764,0.0258631,0.00795451,0.0595034,0.0277046,0.0499245,0.0165097,0.0104454,0.028516,0.0138265,0.00386689,0.0277381,0,0,0.0345457,0,0.0265169,0.0245244,0.0313961,0.0163964,0.0246857,0.00566388,0.00680932,0.0360652,0.00239019,0.0175124,0.00595678,0.00578723,0.00678347,0.0181544,0.00573645,0.00969081,0.00702354,0.0193699,0.024938,0.0247874,0.0432138,0.0319281,0,0,0,0,0,0,0,0,0.0323011,0
33,0.028611,0.0326873,0,0,0,0,0,0,0.0892717,0.0249024,0.00639636,0,0,0.0151252,0,0.05846,0.0132192,0.0520792,0.0650614,0.00783091,0.0529841,0.00681266,0.053411,0.0483881,0.00552313,0.0398762,0.0516578,0.0260286,0.00874207,0.0646554,0.0275148,0.0499451,0.0166915,0.0104966,0.028516,0.0140031,0.00392061,0.0272806,0,0,0.0346511,0,0.0266144,0.0246385,0.0316678,0.0167175,0.0247548,0.00588603,0.00713104,0.0357977,0.00246202,0.0176162,0.00612407,0.00620124,0.00701878,0.0181251,0.00586438,0.0100344,0.00689282,0.0197332,0.0251527,0.0249436,0.0433375,0.0318339,0,0,0,0,0,0,0,0,0.0324252,0
34,0.0287614,0.032714,0,0,0,0,0,0,0.0883083,0.0249462,0.00595342,0,0,0.0150466,0,0.0584669,0.0131762,0.0521474,0.0641772,0.00750269,0.0517304,0.00689316,0.0531926,0.046958,0.00611799,0.0379567,0.0515804,0.0252164,0.00922411,0.0685894,0.0274012,0.0499728,0.0167848,0.010664,0.0285341,0.0141433,0.00380154,0.0267381,0,0,0.0347822,0,0.0267264,0.0248867,0.0316215,0.0167825,0.0241967,0.00603108,0.00719102,0.0353025,0.0023965,0.0176353,0.00621636,0.00611366,0.00712041,0.0180306,0.00597268,0.0101103,0.00719983,0.019913,0.0253997,0.0250894,0.0431731,0.0317341,0,0,0,0,0,0,0,0,0.0319167,0
35,0.0254281,0.02976,0,0,0,0,0,0,0.106003,0.0254143,0.00472094,0,0,0.0134658,0,0.0586136,0.0132636,0.0448369,0.0103459,0.00641721,0.0163547,0.00346241,0.0489494,0.0148287,0.0267401,0.0183993,0.00844289,0,0.0244453,0.00389208,0.0253702,0.0502738,0.0174217,0.0104094,0.0284459,0.0126963,0.00322436,0.021567,0,0,0.0347803,0,0.0270082,0.0253364,0.0322483,0.0140522,0.0237542,0.00569852,0.00252128,0.02928,0.00169661,0.0153292,0.0051202,0.00491482,0.00729941,0.0170428,0.00624599,0.00931835,0.0084861,0.0192072,0.0262326,0.0259173,0.0385973,0.0281304,0,0,0,0,0,0,0,0,0.0181657,0
36,0.0250719,0.0291423,0,0,0,0,0,0,0.105889,0.0255628,0.00481027,0,0,0.0132179,0,0.0586718,0.0132656,0.0448974,0.00961951,0.00669518,0.0152336,0.00357283,0.0483681,0.0143083,0.0271363,0.0177347,0.00846854,0.0113177,0.0241928,0.00480611,0.0252075,0.0503947,0.0175257,0.0104739,0.028444,0.0128574,0.00310608,0.0211019,0,0,0.0347537,0,0.0270509,0.0251935,0.03234,0.01429,0.0235099,0.00574218,0.00270252,0.0286418,0.00175454,0.0152433,0.00513919,0.00493912,0.0074883,0.0168299,0.00643282,0.00952894,0.0084603,0.0192546,0.0264451,0.0260749,0.0376006,0.027588,0,0,0,0,0,0,0,0,0.0178645,0
