Timestep,C7,CLAV,IMUL_B,IMUL_M,IMUL_T,IMUR_B,IMUR_M,IMUR_T,L5FT,L5HD,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,WBL,WBR,WFL,WFR,x71,x72,x74,,LTIB,x73
1874,0.0501172,0.03822,0,0,0,0,0,0,0.10633,0.0215355,0.00187746,0,0,0.0561595,0,0.042273,0.0304685,0.0433941,0.0188937,0.00792371,0.00698615,0.00134393,0.0654555,0.00656642,0.0280533,0.00800564,0.00922566,0.01367,0.0254906,0.00900735,0.0378191,0.0404396,0.0092932,0.00435666,0.0250615,0.0100541,0.00229875,0.0317662,0,0,0.0207044,0,0.0303467,0.00945988,0.0363198,0.0149953,0.0229802,0.00473086,0.00373246,0.0405418,0.00403469,0.0112281,0.00285767,0.00400468,0.00755633,0.0185369,0.00638881,0.0103422,0.00598919,0.0275648,0.0077861,0.00822583,0.0441871,0.0507482,0,0,0,0,0,0,0,0,0,0
1875,0.0492325,0.0377543,0,0,0,0,0,0,0.106294,0.0216114,0.0019127,0,0,0.0561228,0,0.0421819,0.0304007,0.0433886,0.0188646,0.00788063,0.00695752,0.00142793,0.0645742,0.00662054,0.0280028,0.00802589,0.00939921,0.0135767,0.0255017,0.009026,0.037608,0.0403702,0.00929381,0.00413585,0.0249997,0.0101845,0.00233039,0.0313652,0,0,0.0206629,0,0.0305623,0.00955132,0.0363556,0.0152787,0.0229694,0.00474123,0.00383673,0.0407328,0.00397627,0.0112587,0.0028672,0.004004,0.00761013,0.0182413,0.00624857,0.0103954,0.00597147,0.0276715,0.00798233,0.00860679,0.0437405,0.0501381,0,0,0,0,0,0,0,0,0,0
1876,0.0482916,0.0371409,0,0,0,0,0,0,0.106327,0.0217104,0.00195086,0,0,0.0560989,0,0.0421811,0.0302641,0.0433269,0.0188221,0.00786705,0.00694713,0.00146644,0.0636727,0.00672117,0.0279991,0.00809285,0.00948449,0.0135142,0.0255053,0.00915621,0.0372933,0.0403263,0.00931406,0.00389841,0.024898,0.0102206,0.0023685,0.0308847,0,0,0.0206374,0,0.0307245,0.00955318,0.0364425,0.0155585,0.023056,0.00476552,0.00395539,0.0408433,0.00400737,0.0112699,0.00289432,0.00401831,0.00765573,0.0180452,0.00618336,0.0104809,0.00576397,0.0277255,0.00869067,0.00912128,0.0432871,0.0494455,0,0,0,0,0,0,0,0,0,0
1877,0.0473287,0.0364914,0,0,0,0,0,0,0.106284,0.0218245,0.00201062,0,0,0.0560774,0,0.0422018,0.0301034,0.0432304,0.0188143,0.00790586,0.00693867,0.00152463,0.0627421,0.00683967,0.0279448,0.00815021,0.00918223,0.0135398,0.0254717,0.00918693,0.0370817,0.0403403,0.00935611,0.00374779,0.0248203,0.0102548,0.002425,0.0302873,0,0,0.0205694,0,0.0308936,0.00950846,0.0365516,0.0157479,0.0232056,0.00476399,0.00406958,0.0406858,0.00408765,0.0112638,0.00293758,0.00397195,0.00762746,0.0180103,0.00612258,0.0105577,0.00550478,0.0276716,0.00913309,0.00970154,0.0428226,0.0486993,0,0,0,0,0,0,0,0,0,0
1878,0.0464219,0.0358563,0,0,0,0,0,0,0.106209,0.0219317,0.00200855,0,0,0.0561844,0,0.0420398,0.0300564,0.0432057,0.0187934,0.00791971,0.00693858,0.00160212,0.0617931,0.00691073,0.0278849,0.00818065,0.00851378,0.0135588,0.0254275,0.00909409,0.0369563,0.0403475,0.00942304,0.00366726,0.0248099,0.0100871,0.0024232,0.0298656,0,0,0.0205963,0,0.031115,0.00945588,0.0365421,0.0158587,0.0232826,0.00470494,0.00415379,0.0407074,0.00402076,0.0112975,0.0029415,0.0038438,0.00754606,0.01804,0.00611027,0.0105838,0.00537738,0.0277619,0.00984636,0.0102132,0.0423898,0.048072,0,0,0,0,0,0,0,0,0,0
1879,0.045556,0.0353971,0,0,0,0,0,0,0.106238,0.0220276,0.0019418,0,0,0.0563628,0,0.0418677,0.0300198,0.0432411,0.0187323,0.00787219,0.00694797,0.0016817,0.0608994,0.00694604,0.0278733,0.00820029,0.00822993,0.0135384,0.0253908,0.00899125,0.0370086,0.0403226,0.00951418,0.00359394,0.02484,0.0101216,0.00238375,0.0294045,0,0,0.0205999,0,0.0313681,0.00946006,0.0364394,0.0158555,0.0231977,0.00462345,0.00421635,0.0406446,0.00386586,0.0113366,0.00291599,0.00381007,0.00755403,0.0180526,0.00607611,0.0105645,0.00521387,0.0277823,0.0102008,0.0106531,0.0419374,0.0474641,0,0,0,0,0,0,0,0,0,0
1880,0.0446844,0.0349909,0,0,0,0,0,0,0.106301,0.0221114,0.00191975,0,0,0.0565638,0,0.0417611,0.0299488,0.0432203,0.0187002,0.0078126,0.00696809,0.0017707,0.0600446,0.00693482,0.0278694,0.00819462,0.00822204,0.0135229,0.02537,0.00882945,0.0371024,0.0402785,0.00960339,0.0035222,0.0247755,0.0103253,0.00235815,0.0288519,0,0,0.0206023,0,0.0315693,0.00948439,0.0363554,0.0157442,0.0231393,0.00456036,0.00427753,0.0405457,0.00374443,0.0113535,0.00290534,0.00376242,0.0077954,0.018041,0.00605536,0.0105196,0.00491776,0.0277984,0.0103987,0.0109834,0.0415759,0.0467969,0,0,0,0,0,0,0,0,0,0
1881,0.0437998,0.0344929,0,0,0,0,0,0,0.106094,0.0221614,0.0019138,0,0,0.0567695,0,0.0416504,0.0299303,0.0431798,0.018688,0.00777062,0.00704132,0.00189898,0.0591143,0.00689975,0.0279082,0.00820226,0.00851981,0.0135146,0.025427,0.00876846,0.0372129,0.0402381,0.00967279,0.00346014,0.0247061,0.0103956,0.0023306,0.0282703,0,0,0.0206075,0,0.0317504,0.00948731,0.0363008,0.0156455,0.0231125,0.00454209,0.00435707,0.0404223,0.00370347,0.0113512,0.00291891,0.00371557,0.00794841,0.018001,0.00608229,0.0104979,0.00473876,0.0277872,0.0107739,0.011285,0.0411756,0.0461242,0,0,0,0,0,0,0,0,0,0
1882,0.0428674,0.0339001,0,0,0,0,0,0,0.105936,0.0222253,0.00189069,0,0,0.0569871,0,0.0415403,0.029995,0.0431837,0.0185517,0.0077326,0.00719231,0.00201373,0.0581016,0.00684631,0.0279925,0.00824066,0.00956879,0.0135546,0.025516,0.00874239,0.0372399,0.040187,0.00974162,0.00332715,0.0246831,0.0103304,0.00232601,0.0276132,0,0,0.0205901,0,0.0319418,0.00950561,0.0362961,0.0156343,0.02312,0.00453986,0.00444847,0.0401927,0.00367456,0.0113467,0.0029368,0.00371127,0.00797611,0.0179573,0.00609669,0.0104942,0.0045867,0.0276764,0.0113767,0.0115907,0.0406802,0.0453852,0,0,0,0,0,0,0,0,0,0
1883,0.0419629,0.0332394,0,0,0,0,0,0,0.105848,0.0223036,0.00184341,0,0,0.0571867,0,0.0414811,0.0301403,0.0431933,0.0184414,0.00769592,0.00739521,0.0021431,0.0570926,0.00677862,0.0280535,0.00827233,0.0105007,0.013594,0.0255815,0.00855083,0.0373002,0.0401086,0.00987558,0.00337502,0.0246599,0.0102754,0.00231446,0.0268854,0,0,0.0205668,0,0.0321093,0.00953556,0.0363464,0.0157405,0.0230881,0.00448719,0.00458117,0.0396953,0.00360726,0.0114034,0.00288689,0.00370419,0.00788193,0.0179579,0.00606033,0.0105237,0.00472288,0.0274241,0.0120952,0.0119355,0.0400848,0.0445765,0,0,0,0,0,0,0,0,0,0
1884,0.0409896,0.0325148,0,0,0,0,0,0,0.105758,0.0223608,0.00179542,0,0,0.0573018,0,0.0414308,0.0302792,0.0432183,0.0184578,0.00766904,0.00758843,0.00220883,0.0559978,0.00674281,0.0280582,0.00823911,0.0110889,0.0136338,0.0255974,0.00817347,0.0373802,0.0400586,0.0100105,0.0034633,0.0246312,0.010334,0.00228388,0.0260425,0,0,0.0205141,0,0.0323114,0.00960592,0.0363998,0.0159224,0.0230622,0.00445387,0.0046422,0.0391916,0.00358093,0.0114668,0.00283797,0.00369452,0.00781393,0.0179761,0.00605628,0.0105536,0.00487528,0.0272101,0.0121365,0.0122952,0.039449,0.0436864,0,0,0,0,0,0,0,0,0,0
1885,0.0399458,0.0318264,0,0,0,0,0,0,0.105754,0.0224642,0.00178196,0,0,0.0573722,0,0.0414746,0.0303885,0.0432467,0.0184603,0.00767691,0.0076866,0.00220928,0.0548588,0.00672128,0.0281075,0.00814711,0.0105985,0.0136084,0.0255898,0.00830208,0.0374725,0.0400535,0.0100924,0.00357562,0.0246041,0.010429,0.00225411,0.0251726,0,0,0.02048,0,0.032528,0.00966255,0.0363959,0.0160597,0.023028,0.00443056,0.00467172,0.0387724,0.00359814,0.0115215,0.00280353,0.00367783,0.00778039,0.0179797,0.00605839,0.0105836,0.00515377,0.0270388,0.0122478,0.0127535,0.0388489,0.0427728,0,0,0,0,0,0,0,0,0,0
1886,0.0388792,0.031267,0,0,0,0,0,0,0.105692,0.0225407,0.00178772,0,0,0.0574456,0,0.0413876,0.030387,0.0432692,0.0183609,0.00769192,0.0076902,0.00221381,0.0537003,0.00670374,0.0282699,0.00811858,0.00880259,0.0135862,0.0255638,0.00861439,0.037494,0.0400735,0.0100796,0.00360735,0.0245375,0.0103868,0.00224981,0.0248087,0,0,0.0205402,0,0.0327302,0.00975147,0.0363552,0.0160624,0.0229802,0.00448088,0.00472062,0.0387718,0.00367684,0.0115349,0.0027784,0.00370748,0.00777835,0.0179755,0.0060605,0.0106373,0.00530703,0.0270978,0.0125777,0.0133101,0.0384425,0.0418994,0,0,0,0,0,0,0,0,0,0
1887,0.0378742,0.0307974,0,0,0,0,0,0,0.105635,0.0226382,0.00183884,0,0,0.0575699,0,0.0412977,0.0302376,0.0432926,0.0183523,0.00769914,0.00746699,0.00227588,0.0525462,0.00668432,0.0285859,0.00815056,0.00820717,0.0135658,0.025514,0.00880958,0.0375134,0.0401,0.0100958,0.0035501,0.0244937,0.010138,0.00227382,0.0244022,0,0,0.0205816,0,0.0329096,0.00990654,0.0362782,0.0161585,0.0229202,0.00460193,0.00479353,0.0385671,0.00375522,0.0115466,0.00277081,0.00375433,0.00782155,0.0179966,0.00613777,0.0107414,0.00532933,0.0271288,0.0128873,0.0136399,0.0380219,0.0410361,0,0,0,0,0,0,0,0,0,0
1888,0.0368357,0.0302288,0,0,0,0,0,0,0.105618,0.0227366,0.0019035,0,0,0.0577356,0,0.0412457,0.0299887,0.04331,0.0183997,0.00770875,0.00731279,0.00233838,0.0513439,0.00666656,0.0285722,0.0081618,0.00838166,0.0135333,0.0254912,0.00890097,0.0375296,0.0400944,0.0101958,0.00365049,0.0244873,0.0102271,0.00229158,0.0238995,0,0,0.0205381,0,0.0330858,0.01001,0.0362437,0.0162903,0.0228894,0.00459188,0.0048407,0.0382965,0.00380136,0.0115605,0.00275785,0.00381781,0.00789417,0.0181396,0.00626447,0.0108462,0.00519639,0.0271164,0.0130837,0.0137439,0.037509,0.0401845,0,0,0,0,0,0,0,0,0,0
1889,0.03583,0.029536,0,0,0,0,0,0,0.105652,0.0228218,0.00194705,0,0,0.0579177,0,0.0412139,0.0297322,0.043323,0.018458,0.00773424,0.00714946,0.00233801,0.0501354,0.00668206,0.0283437,0.00817205,0.00874883,0.0134857,0.0254971,0.0090861,0.0375365,0.0400486,0.0103042,0.0036897,0.0244978,0.0105306,0.00228603,0.0233462,0,0,0.0204158,0,0.0332842,0.0100281,0.0362582,0.0163063,0.022874,0.00465066,0.0048683,0.0381577,0.00384862,0.0115562,0.00275589,0.0038791,0.00792573,0.0182084,0.00633875,0.0108545,0.00504824,0.0270432,0.0133045,0.0138956,0.0369069,0.0393416,0,0,0,0,0,0,0,0,0,0
1890,0.0348789,0.0288268,0,0,0,0,0,0,0.105687,0.0229253,0.00196108,0,0,0.0581222,0,0.0412683,0.0295552,0.0433454,0.0184878,0.00775654,0.00694356,0.00235137,0.0489586,0.00672512,0.0281073,0.00821108,0.00893807,0.0134374,0.0255194,0.009353,0.0375905,0.0399565,0.0104535,0.0034222,0.0244882,0.0107583,0.00226353,0.0228034,0,0,0.0203476,0,0.0334804,0.00999269,0.0362687,0.0162939,0.0228487,0.00469716,0.00491175,0.0381161,0.0039053,0.011562,0.00276649,0.00392507,0.00793004,0.0181613,0.00634045,0.0107811,0.00496012,0.0269257,0.0135337,0.0140928,0.0362849,0.0385379,0,0,0,0,0,0,0,0,0,0
1891,0.0339496,0.0281735,0,0,0,0,0,0,0.10548,0.0230513,0.00198124,0,0,0.0583081,0,0.0413401,0.029467,0.0433858,0.0185399,0.00778827,0.00689065,0.00237825,0.0478287,0.0067067,0.0279943,0.00823461,0.00911363,0.013461,0.0256041,0.00916636,0.0376851,0.0398537,0.0106372,0.00320245,0.0244692,0.0108899,0.00223711,0.0224565,0,0,0.020345,0,0.0336539,0.00996668,0.0362492,0.0162676,0.0228292,0.00466712,0.00494503,0.0377789,0.00390267,0.0115676,0.00276184,0.00394461,0.00791972,0.0181146,0.00634939,0.0107405,0.00488797,0.0266866,0.0138159,0.0143718,0.0356504,0.0376923,0,0,0,0,0,0,0,0,0,0
1892,0.033043,0.0274682,0,0,0,0,0,0,0.105024,0.0230615,0.00203075,0,0,0.0583968,0,0.0411461,0.0294179,0.043415,0.0186088,0.00784372,0.00690299,0.00236745,0.0466775,0.00660624,0.0279274,0.0082462,0.0093345,0.0135269,0.0257899,0.00922084,0.0377387,0.0399015,0.0107155,0.0031731,0.0244814,0.0108479,0.0022402,0.02178,0,0,0.0203821,0,0.0337947,0.0100799,0.0362161,0.0161582,0.0228248,0.00457172,0.00495519,0.0366763,0.00391901,0.0115525,0.00275483,0.00395008,0.00785049,0.0181205,0.0063114,0.0106723,0.00494271,0.0261852,0.0141419,0.0147778,0.0348059,0.0367084,0,0,0,0,0,0,0,0,0,0
1893,0.032006,0.0266777,0,0,0,0,0,0,0.104873,0.0230931,0.00207823,0,0,0.0583564,0,0.0409797,0.0293889,0.043425,0.0187936,0.0078679,0.00696074,0.00234326,0.0454084,0.00669503,0.027881,0.00824497,0.00942755,0.0135662,0.0258288,0.00942554,0.0377091,0.0399093,0.0107684,0.00334412,0.024473,0.0105892,0.00225711,0.0211614,0,0,0.0203629,0,0.0339506,0.0103106,0.0361891,0.01595,0.0228244,0.0044436,0.00495847,0.0358303,0.00386958,0.0115169,0.00275658,0.00393274,0.00772598,0.0182456,0.00616661,0.0105355,0.00509415,0.025836,0.0144235,0.015254,0.0339216,0.0356904,0,0,0,0,0,0,0,0,0,0
1894,0.030987,0.0261959,0,0,0,0,0,0,0.10494,0.0231671,0.00211148,0,0,0.058279,0,0.0409326,0.0294155,0.043412,0.0187962,0.00784465,0.00706257,0.00239818,0.0442306,0.00686468,0.0278202,0.00830931,0.00945759,0.0135536,0.0258081,0.00953538,0.037456,0.0398565,0.0108635,0.00357314,0.0244662,0.0102698,0.0022765,0.020341,0,0,0.0204581,0,0.0341014,0.0105063,0.0361777,0.0159284,0.0228252,0.00439354,0.0050226,0.0350015,0.00388301,0.0114892,0.00274495,0.00393511,0.00772208,0.0183123,0.00604681,0.0105044,0.00499669,0.0254605,0.0147671,0.0154755,0.0333321,0.0346313,0,0,0,0,0,0,0,0,0,0
1895,0.0299637,0.0255937,0,0,0,0,0,0,0.105032,0.0232319,0.00212694,0,0,0.0582114,0,0.0409161,0.0294832,0.0433896,0.0188389,0.00780951,0.00701071,0.00247916,0.0429497,0.00693958,0.027823,0.00829421,0.00946148,0.0135476,0.025785,0.00951637,0.0373143,0.0398307,0.0109833,0.00367207,0.0244527,0.010182,0.00231091,0.0196149,0,0,0.0205574,0,0.0342504,0.0106853,0.0361871,0.0160068,0.0228253,0.00439596,0.00509241,0.0342194,0.00391236,0.0114756,0.00274101,0.00395345,0.00776385,0.0183141,0.00598158,0.0105277,0.00478974,0.0251442,0.0151279,0.0154761,0.0326612,0.0336089,0,0,0,0,0,0,0,0,0,0
1896,0.0289801,0.0249279,0,0,0,0,0,0,0.105275,0.0233127,0.00214178,0,0,0.0582023,0,0.0409096,0.0294838,0.043367,0.0187668,0.00777616,0.00701877,0.00256772,0.0415986,0.00699939,0.0278123,0.00828693,0.00944678,0.013494,0.0257704,0.00951512,0.037176,0.0398344,0.0111014,0.00365596,0.0244462,0.01024,0.00235124,0.0189363,0,0,0.0206288,0,0.0344115,0.0108338,0.0362004,0.0160252,0.0228301,0.00441088,0.00515732,0.0334515,0.00392814,0.0114749,0.00276498,0.00397905,0.00779196,0.0182896,0.00598997,0.0105422,0.00466162,0.0248642,0.0150683,0.0154778,0.0319139,0.0326217,0,0,0,0,0,0,0,0,0,0
1897,0.028061,0.0242471,0,0,0,0,0,0,0.105548,0.0234042,0.00214629,0,0,0.0582752,0,0.0408976,0.0293374,0.043361,0.0187048,0.00772596,0.00689743,0.00270785,0.0402971,0.00698311,0.0278859,0.00816218,0.00909939,0.0132908,0.0257594,0.00954266,0.0371853,0.0398473,0.0112197,0.00356041,0.0244601,0.0105278,0.00236003,0.0183073,0,0,0.0206291,0,0.0345148,0.0108816,0.0362021,0.0160012,0.0228435,0.00442475,0.00527789,0.0326909,0.0038316,0.0114617,0.00277166,0.00398629,0.00782226,0.0182864,0.00601886,0.0105284,0.00444621,0.0245938,0.0152773,0.0156572,0.0311433,0.0317204,0,0,0,0,0,0,0,0,0,0
1898,0.0271822,0.0235687,0,0,0,0,0,0,0.105262,0.0234624,0.0021552,0,0,0.0583801,0,0.0408578,0.0290892,0.0433887,0.0186688,0.00768122,0.00692408,0.00286655,0.0389871,0.00696752,0.0279157,0.00815403,0.00884376,0.0132572,0.0257553,0.00951894,0.0372958,0.0398409,0.0113499,0.0034373,0.02447,0.0107577,0.00238499,0.0176686,0,0,0.0206212,0,0.0346184,0.0109664,0.0361951,0.0159774,0.0228654,0.00444416,0.00541537,0.0319324,0.00368798,0.011415,0.00275551,0.00402185,0.00785117,0.01828,0.00604134,0.0105211,0.0040932,0.0243359,0.0155498,0.0157999,0.0303633,0.0308451,0,0,0,0,0,0,0,0,0,0
1899,0.0263597,0.0228469,0,0,0,0,0,0,0.105269,0.0235056,0.0022122,0,0,0.0585011,0,0.040761,0.0287867,0.0434127,0.0185443,0.00764464,0.00703076,0.00301262,0.0376752,0.0069311,0.0279255,0.00820323,0.00922766,0.0134531,0.0257476,0.00954051,0.0374724,0.0398404,0.0115002,0.00318764,0.0244554,0.0108656,0.00242632,0.0170806,0,0,0.020632,0,0.034715,0.0111033,0.0361767,0.0159734,0.0228813,0.00451482,0.00552637,0.0311943,0.00371816,0.0113676,0.00274685,0.00409356,0.00791498,0.0182266,0.00613223,0.0105708,0.00370549,0.0241387,0.0158611,0.0160291,0.0295303,0.0299477,0,0,0,0,0,0,0,0,0,0
1900,0.0256312,0.0221138,0,0,0,0,0,0,0.105714,0.023592,0.00223486,0,0,0.0585866,0,0.0406983,0.0285451,0.0433821,0.0184803,0.00762295,0.00708012,0.00315307,0.0363825,0.00688798,0.0279227,0.00819592,0.00953274,0.013597,0.0257221,0.00971552,0.0376906,0.0398197,0.0116843,0.00325155,0.0244319,0.010855,0.00243116,0.0165692,0,0,0.0206473,0,0.0347975,0.0112011,0.0361853,0.0161181,0.0227959,0.00455077,0.00568594,0.03049,0.00380916,0.011432,0.00272945,0.00405396,0.00795245,0.0181714,0.00617069,0.0106771,0.00374892,0.0239361,0.0162838,0.0161985,0.0286857,0.029055,0,0,0,0,0,0,0,0,0,0
1901,0.024803,0.0213714,0,0,0,0,0,0,0.105925,0.0236934,0.00223389,0,0,0.0586414,0,0.0406677,0.0283603,0.043366,0.0185909,0.00761064,0.00702646,0.00326575,0.035059,0.00680827,0.0279671,0.0081189,0.00956191,0.0137236,0.0257067,0.00983247,0.0379297,0.0397867,0.0118619,0.00348584,0.0243958,0.0107679,0.00243718,0.0160785,0,0,0.0206716,0,0.0348905,0.0113312,0.0361862,0.016271,0.0227239,0.00459094,0.00581644,0.0297961,0.00391116,0.0114933,0.00272412,0.00401839,0.0079806,0.018086,0.0062211,0.0107383,0.0037688,0.0237184,0.0163429,0.0163683,0.0278275,0.0281404,0,0,0,0,0,0,0,0,0,0
1902,0.0244594,0.0195138,0,0,0,0,0,0,0.105882,0.0239218,0.00223026,0,0,0.058232,0,0.0405163,0.0283207,0.0433388,0.0188005,0.00764145,0.00691768,0.00318638,0.0336288,0.00673724,0.0280428,0.00803081,0.00944896,0.0137423,0.0257256,0.00981167,0.038143,0.0399683,0.0126065,0.00360215,0.024534,0.0109859,0.00245445,0.0130901,0,0,0.0211403,0,0.0347834,0.0118976,0.0362342,0.0163637,0.022718,0.00463212,0.00574372,0.024014,0.0039848,0.0114918,0.00273404,0.00403358,0.00800187,0.0179561,0.00622039,0.0107754,0.00374357,0.0212663,0.0161861,0.0166202,0.0245835,0.0263124,0,0,0,0,0,0,0,0,0,0
1903,0.0233896,0.0186728,0,0,0,0,0,0,0.105771,0.0239877,0.00227505,0,0,0.0582047,0,0.0404453,0.0282143,0.0433333,0.0189357,0.00760638,0.00687174,0.0033267,0.032254,0.00672799,0.028082,0.0079765,0.00937539,0.0137055,0.0257582,0.00978927,0.0384348,0.0399326,0.0126991,0.00364606,0.0245064,0.0110746,0.00245579,0.0128295,0,0,0.0212797,0,0.0349278,0.0121583,0.0362421,0.0163389,0.022658,0.00459812,0.00589921,0.0237442,0.00391133,0.0115385,0.00270975,0.00398821,0.00797307,0.017869,0.0060612,0.0107468,0.0038403,0.0213279,0.0162957,0.0168507,0.0237412,0.0254562,0,0,0,0,0,0,0,0,0,0
1904,0.0223058,0.0177116,0,0,0,0,0,0,0.105674,0.0240502,0.00228292,0,0,0.0580911,0,0.0403949,0.0281945,0.0433432,0.0190861,0.00757452,0.00688471,0.00339203,0.0308253,0.00675957,0.0280987,0.00794148,0.00939733,0.0136858,0.0257599,0.00981952,0.0386161,0.0398929,0.0127792,0.00374079,0.024521,0.0110082,0.00241239,0.0128222,0,0,0.0212111,0,0.0351087,0.0123073,0.0362368,0.0162792,0.0226271,0.00456908,0.00598056,0.0238235,0.00374499,0.0115765,0.00269326,0.00389695,0.00792329,0.0177301,0.00582611,0.0106894,0.00389973,0.0215298,0.0163506,0.0168755,0.0228674,0.0246347,0,0,0,0,0,0,0,0,0,0
1905,0.0209313,0.0163529,0,0,0,0,0,0,0.105673,0.024123,0.00217036,0,0,0.057842,0,0.0403866,0.0282729,0.0433066,0.0189907,0.00791238,0.00690494,0.00234682,0.0291799,0.00698961,0.0279009,0.00798865,0.00934582,0.0136071,0.0257337,0.00958965,0.0388239,0.0398533,0.0129818,0.016141,0.0245394,0.0189134,0.00296849,0.0125426,0,0,0.0213335,0,0.0352101,0.0124376,0.034626,0.0215095,0.0233103,0.00869411,0.0047836,0.0228721,0.00500679,0.0116264,0.00239077,0.00748937,0.00931203,0.0240988,0.0123713,0.0125321,0.014125,0.0213373,0.0162474,0.0168427,0.0213195,0.0232281,0,0,0,0,0,0,0,0,0,0
1906,0.0207982,0.015058,0,0,0,0,0,0,0.105657,0.0241829,0.00235829,0,0,0.0578621,0,0.040299,0.0283815,0.0433879,0.0191782,0.00753263,0.00701942,0.00343075,0.0282043,0.00685008,0.028006,0.0079583,0.00946165,0.0136585,0.0257886,0.00985805,0.0389786,0.0398419,0.0132708,0.00321761,0.0245499,0.0109647,0.00245793,0.0114413,0,0,0.021337,0,0.035116,0.012529,0.036238,0.0162533,0.0225816,0.00456232,0.00602402,0.0207009,0.0038042,0.0116044,0.00275877,0.00384165,0.00778187,0.01783,0.00563816,0.01064,0.00432193,0.020462,0.0164216,0.0168843,0.0193383,0.022541,0,0,0,0,0,0,0,0,0,0
1907,0.0199202,0.0139588,0,0,0,0,0,0,0.105604,0.0242203,0.00237934,0,0,0.0578416,0,0.040232,0.0284015,0.0434367,0.0191487,0.00750483,0.00715189,0.00347663,0.0270233,0.00689676,0.027948,0.00799803,0.00948706,0.0136338,0.0258162,0.00994503,0.0392866,0.0397937,0.013392,0.00335042,0.0245557,0.0109925,0.00249822,0.0113571,0,0,0.0212291,0,0.0351874,0.0125166,0.0362263,0.0162134,0.0226058,0.00457138,0.00604032,0.0203711,0.00389895,0.0115887,0.00274405,0.00381258,0.00780685,0.0179779,0.00580963,0.0106497,0.00465525,0.0203967,0.0164716,0.0168187,0.0182362,0.0217576,0,0,0,0,0,0,0,0,0,0
1908,0.0190698,0.0129003,0,0,0,0,0,0,0.105589,0.0242826,0.00239005,0,0,0.0579177,0,0.0401881,0.0283215,0.0434782,0.0191691,0.00749664,0.00734615,0.00355189,0.0259115,0.00695577,0.0279146,0.00807861,0.00939597,0.0136618,0.0258471,0.0100383,0.0396741,0.039774,0.0135459,0.00355495,0.0246147,0.0109978,0.00251706,0.0112422,0,0,0.0211047,0,0.0352901,0.0125444,0.0362013,0.0161579,0.0226024,0.00455681,0.00606818,0.0199644,0.00384253,0.0116025,0.00272225,0.00375268,0.00782668,0.0179769,0.00593348,0.0106391,0.0045953,0.0202642,0.01641,0.0170182,0.0171884,0.0209718,0,0,0,0,0,0,0,0,0,0
1909,0.0183222,0.01188,0,0,0,0,0,0,0.105704,0.024388,0.00240368,0,0,0.0581786,0,0.0402742,0.0280314,0.0435004,0.0191653,0.00750849,0.0074412,0.0035865,0.0248993,0.00701088,0.0278972,0.00815741,0.00901866,0.013661,0.0258593,0.0101412,0.0401584,0.0397281,0.0137377,0.00359256,0.0245799,0.0109459,0.00254299,0.0111274,0,0,0.0209247,0,0.0353131,0.0127041,0.0361887,0.0160603,0.0225901,0.0045334,0.00609064,0.0195912,0.00383016,0.0116216,0.00269876,0.00370871,0.00778239,0.0179489,0.00597047,0.0106023,0.00402915,0.0201995,0.0165582,0.0174009,0.0162514,0.0202762,0,0,0,0,0,0,0,0,0,0
1910,0.0175721,0.0113125,0,0,0,0,0,0,0.1058,0.0245373,0.00244242,0,0,0.0584244,0,0.0404076,0.0275617,0.0435175,0.0192612,0.00749702,0.00722348,0.00367806,0.0239822,0.00696756,0.0279772,0.00808162,0.0087902,0.0135282,0.0258447,0.0102365,0.0403796,0.0396422,0.0139593,0.00357001,0.0245194,0.0109106,0.00258153,0.0107363,0,0,0.0209398,0,0.0353277,0.0129057,0.0361798,0.0160099,0.0225585,0.00450218,0.00620759,0.0193373,0.00379142,0.0116302,0.00269477,0.00369988,0.007752,0.0179462,0.00605916,0.0106004,0.00352184,0.0202811,0.016702,0.0176681,0.0158166,0.0195583,0,0,0,0,0,0,0,0,0,0
1911,0.0168723,0.0106382,0,0,0,0,0,0,0.105631,0.0245953,0.00247465,0,0,0.0585012,0,0.0403305,0.0272858,0.0435485,0.0193762,0.00748382,0.00705456,0.00379247,0.0231176,0.00686108,0.0281173,0.00794572,0.00873705,0.0133111,0.0258675,0.0101982,0.0405838,0.0396435,0.0140115,0.0035758,0.0244915,0.0108682,0.00261387,0.0102387,0,0,0.0209268,0,0.0353657,0.0130802,0.0361804,0.0159279,0.0225287,0.00448485,0.00634267,0.0190641,0.00374715,0.0116123,0.00269847,0.00370206,0.00774913,0.0179409,0.00621773,0.0105895,0.00330927,0.0202113,0.0167863,0.0176795,0.0151997,0.0188853,0,0,0,0,0,0,0,0,0,0
