Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,x59
14,0.0189866,0.0584966,0.032256,0,0.0152178,0.0351791,0.0222712,0,0.0436061,0.0652817,0.0496189,0.0243771,0.0200544,0.0563816,0.0361434,0.0406896,0.0637386,0.0659147,0.0306957,0.06023,0.0630699,0.0327538,0.0439957,0.0600552,0.0362387,0.0143854,0.0137888,0.0124991,0,0.023839,0.0548719,0.0419217,0.0258574,0,0.0334162,0.0658959,0.0131732,0.0236801,0.0249899,0.0498486,0.0411077,0.0182382,0.040159,0.0544707,0.0432869,0.0218191,0.029519,0.0147817,0.0326862,0.0261057,0.027669,0.0105313,0.0275092,0.0541151,0.050267,0,0,0,0,0
15,0.0189615,0.0584305,0.0335709,0,0.0152773,0.0352014,0.0223216,0,0.0436917,0.0652393,0.051503,0.025293,0.0202066,0.0571057,0.0361761,0.0418497,0.0645387,0.0660837,0.0309684,0.0615991,0.064139,0.0341195,0.0453438,0.0637671,0.0363103,0.0144636,0.0136691,0.0131118,0,0.0238546,0.0557498,0.0419433,0.0260621,0,0.033491,0.0659883,0.0132914,0.0239295,0.0247543,0.0498345,0.0410541,0.018373,0.0400156,0.05453,0.043595,0.0218879,0.0295645,0.0148458,0.0328949,0.0251348,0.0275305,0.0105317,0.027427,0.054191,0.0500046,0,0,0,0,0
16,0.0189813,0.0583413,0.0349696,0,0.0152654,0.0351977,0.0223821,0,0.0437007,0.0651867,0.0532468,0.0262776,0.0204788,0.0577851,0.036219,0.0425251,0.0654631,0.0661677,0.0313125,0.063112,0.0654464,0.0355214,0.0466669,0.0672757,0.0363795,0.0145147,0.0135669,0.0135094,0,0.0237657,0.0567214,0.0419292,0.0262447,0,0.0335664,0.0660082,0.0135305,0.0238826,0.0245251,0.049862,0.0409923,0.0185399,0.0397898,0.054617,0.0438929,0.0219314,0.0295724,0.0148891,0.033004,0.0244013,0.0273979,0.0108776,0.0271188,0.0542731,0.0497287,0,0,0,0,0
17,0.0189852,0.0582786,0.0362473,0,0.0152415,0.0354111,0.0224166,0,0.0435929,0.0651698,0.0546989,0.0272733,0.0207982,0.0584433,0.036161,0.0430716,0.0664387,0.0662343,0.0317253,0.0645059,0.0668863,0.0368658,0.047936,0.0701413,0.0364824,0.0145475,0.0134696,0.0138552,0,0.0236184,0.0578196,0.0419176,0.0264256,0,0.0334751,0.0660492,0.0138586,0.0236358,0.0243541,0.0498138,0.0409592,0.0186737,0.0396832,0.0545719,0.0441493,0.021946,0.0295611,0.0149683,0.0330155,0.0239328,0.0272826,0.011089,0.0268127,0.0542513,0.0493969,0,0,0,0,0
18,0.0190361,0.0581739,0.0372623,0,0.0152037,0.0358048,0.0224128,0,0.043431,0.0651514,0.0556394,0.0283284,0.0210104,0.0590424,0.0359332,0.0439254,0.0673673,0.0664623,0.0320836,0.065854,0.0682025,0.0380869,0.0489693,0.0720807,0.0366304,0.0146006,0.0133242,0.0143251,0,0.0236538,0.0589144,0.0419291,0.0265801,0,0.0333472,0.0662746,0.0141208,0.0233946,0.0241972,0.0494104,0.0408153,0.0187863,0.0396402,0.0544823,0.0443963,0.0219983,0.0295018,0.0149781,0.0330825,0.0233983,0.0272103,0.0109495,0.0265962,0.0542475,0.0491073,0,0,0,0,0
19,0.0190665,0.0581399,0.0378607,0,0.0151666,0.0362211,0.0223626,0,0.0432676,0.0651326,0.0558996,0.0293499,0.0210625,0.0594988,0.0359064,0.0449511,0.0681826,0.0666852,0.0323787,0.066919,0.0692766,0.0391375,0.0496082,0.07293,0.036817,0.0146894,0.0131554,0.0148591,0,0.0238331,0.0599642,0.0418992,0.0266088,0,0.0331499,0.0666585,0.0142752,0.0232759,0.0240365,0.0487035,0.04067,0.0189128,0.0397806,0.0543777,0.0446758,0.0220741,0.0293808,0.0147036,0.0332075,0.0227749,0.0271763,0.0106777,0.0262816,0.0542762,0.0488703,0,0,0,0,0
20,0.019052,0.0582191,0.0377938,0,0.0152061,0.0365024,0.0223258,0,0.0431443,0.0651547,0.0557469,0.030104,0.0209695,0.0598432,0.0359663,0.0455512,0.0688812,0.0668362,0.0326898,0.0676628,0.0701094,0.0399879,0.0498934,0.0729536,0.0369638,0.0148138,0.0129353,0.0153881,0,0.0238982,0.0608069,0.0418318,0.026569,0,0.0330481,0.0670547,0.0144556,0.023437,0.023829,0.0482143,0.0405206,0.0189983,0.0395709,0.0543123,0.0449369,0.022135,0.0292917,0.0145374,0.0333139,0.0219858,0.027234,0.0108126,0.0258617,0.0540857,0.0486541,0,0,0,0,0
21,0.0190501,0.0583263,0.0373485,0,0.0152825,0.0367159,0.0223039,0,0.0431585,0.0651988,0.0550348,0.0306298,0.0206467,0.0600234,0.0358805,0.0458941,0.0695282,0.0669092,0.0330134,0.0680385,0.0706121,0.0404848,0.0498995,0.0719072,0.0371463,0.0149069,0.0128497,0.0160031,0,0.0238752,0.0614925,0.0418111,0.0265855,0,0.0330041,0.0674141,0.0146511,0.0234895,0.0236703,0.0479203,0.0403541,0.0190025,0.0390628,0.0542479,0.0451349,0.0221882,0.0292896,0.0144978,0.0333655,0.0212245,0.0272969,0.0110329,0.0254678,0.0539509,0.0484279,0,0,0,0,0
22,0.0190577,0.0584136,0.0364696,0,0.0154297,0.0370041,0.0222293,0,0.0431566,0.0652359,0.0537656,0.0311127,0.0200232,0.0600924,0.0357135,0.0466018,0.0700599,0.0670008,0.0333199,0.0680232,0.0707973,0.0406702,0.0495936,0.0696302,0.0373464,0.0149776,0.0127132,0.0167464,0,0.0239371,0.0620761,0.041802,0.0265709,0,0.0328319,0.067671,0.014763,0.0233155,0.0235869,0.0476768,0.0402065,0.0190141,0.0386348,0.0540753,0.0452786,0.0222664,0.0292485,0.0145188,0.0334153,0.0204583,0.0273124,0.0108242,0.0252029,0.0539517,0.0482129,0,0,0,0,0
23,0.0190778,0.0585108,0.0351317,0,0.0156313,0.0373639,0.0221965,0,0.0431322,0.0652383,0.0519654,0.0315517,0.0192205,0.0600742,0.0355679,0.0472891,0.070521,0.0671448,0.0336425,0.0676362,0.0707065,0.040649,0.0489325,0.0660392,0.0374944,0.015061,0.0125987,0.0175334,0,0.0240346,0.0624202,0.0417952,0.0265571,0,0.0326702,0.0679063,0.0147981,0.0231052,0.0235811,0.0474246,0.0400392,0.019076,0.0382424,0.0538357,0.0453937,0.0223502,0.0290637,0.0145572,0.0335054,0.0196455,0.027295,0.0105715,0.0249612,0.0540576,0.0479916,0,0,0,0,0
24,0.0190799,0.0586031,0.0334845,0,0.0158438,0.0376876,0.0221224,0,0.043003,0.0652152,0.0497872,0.0317609,0.0182795,0.0600011,0.035361,0.0476109,0.0709021,0.0671678,0.0339733,0.0670676,0.0704608,0.0404406,0.0480157,0.0613536,0.0376485,0.0151314,0.012546,0.0182922,0,0.0240606,0.0626217,0.0417813,0.0265275,0,0.0326594,0.0681473,0.014807,0.02301,0.0236474,0.0471715,0.0399018,0.0191265,0.0377869,0.0535712,0.045481,0.0224519,0.0288802,0.0146235,0.0335962,0.0188419,0.0273127,0.0106824,0.0246299,0.0540128,0.0477959,0,0,0,0,0
25,0.0191066,0.0586426,0.031784,0,0.0161069,0.0380725,0.0220137,0,0.0429757,0.06512,0.0474141,0.0317896,0.0172584,0.0598954,0.0350424,0.0476174,0.0712104,0.0670745,0.0342337,0.0663449,0.070181,0.040179,0.0469612,0.0558567,0.0378374,0.015212,0.0125214,0.0188706,0,0.0241652,0.0627033,0.0417991,0.0265252,0,0.0326103,0.0682954,0.0147585,0.0231611,0.0237598,0.0469857,0.0396879,0.0191212,0.0372433,0.0533002,0.0455484,0.022583,0.0290202,0.0145997,0.0337125,0.0181364,0.027377,0.0107476,0.0243228,0.0538895,0.0476179,0,0,0,0,0
26,0.0191155,0.0586445,0.0303831,0,0.0164393,0.0385705,0.0219706,0,0.0430979,0.0649478,0.0449835,0.0317318,0.0163252,0.0597845,0.0347846,0.0476766,0.0713764,0.0669544,0.0344623,0.0656319,0.0697909,0.0398675,0.0457587,0.0497033,0.0380074,0.0153062,0.0124194,0.0194651,0,0.0243069,0.0627047,0.0418215,0.0265705,0,0.0325405,0.0683322,0.0146404,0.0233011,0.0239499,0.0468451,0.0393853,0.0190837,0.0366435,0.0530282,0.0456039,0.0227528,0.0291283,0.0146205,0.0338848,0.0174818,0.0274515,0.0107307,0.0241034,0.053908,0.047485,0,0,0,0,0
27,0.0190375,0.0586658,0.0296312,0,0.0169177,0.0391493,0.0219845,0,0.0432115,0.0647342,0.0428527,0.0316796,0.0156672,0.0596373,0.0346178,0.0483472,0.0713695,0.066759,0.0347038,0.0650355,0.0692841,0.0396186,0.0443981,0.0430241,0.0381719,0.0153983,0.0124561,0.0201019,0,0.0244547,0.0626469,0.0418455,0.0266366,0,0.0324781,0.0681587,0.0144938,0.0230694,0.0242213,0.0467408,0.039051,0.0193327,0.036049,0.0527511,0.0456514,0.0229328,0.0292228,0.0147203,0.0340834,0.0168639,0.02756,0.0106841,0.0239348,0.0539995,0.047392,0,0,0,0,0
28,0.019139,0.058685,0.0297475,0,0.0174467,0.0398142,0.0219985,0,0.0433139,0.0644503,0.0405157,0.0315589,0.0152034,0.0594312,0.0344066,0.0483913,0.0712157,0.0665634,0.0350031,0.0645271,0.0689621,0.039412,0.0431488,0.0362474,0.0383463,0.0154987,0.0124342,0.0206944,0,0.0246361,0.0625065,0.0418525,0.0265542,0,0.0324481,0.0679291,0.0143704,0.0228686,0.0243869,0.0467035,0.0386554,0.0195986,0.0355312,0.0524299,0.0456987,0.0231156,0.0292491,0.0147362,0.0342872,0.0162962,0.0276629,0.0107968,0.0236286,0.0541179,0.0473099,0,0,0,0,0
29,0.0194228,0.0586327,0.0305954,0,0.0180585,0.0406458,0.0220067,0,0.0433586,0.0641223,0.0382211,0.0313698,0.0149234,0.0591368,0.0339914,0.0476877,0.0709171,0.0663719,0.0354127,0.0640558,0.0687313,0.0393312,0.0420617,0.0296215,0.0385087,0.0156021,0.0122975,0.0213513,0,0.0249482,0.0622815,0.0418776,0.0264069,0,0.0324477,0.0680163,0.0142632,0.0228259,0.0245432,0.0466439,0.0380717,0.0197619,0.0351526,0.0521433,0.0457499,0.0232789,0.0292042,0.014663,0.0344749,0.0156554,0.0277762,0.010931,0.0233064,0.0540755,0.0472406,0,0,0,0,0
30,0.0196971,0.0586105,0.0322675,0,0.0187686,0.0414514,0.0220255,0,0.0434333,0.0637981,0.0362064,0.0311512,0.0151968,0.0587681,0.033611,0.0473649,0.0704337,0.0662259,0.0358838,0.0637006,0.0686317,0.0393959,0.0411532,0.0234165,0.038717,0.015644,0.0122511,0.0220802,0,0.025332,0.0619478,0.0419,0.0261707,0,0.0324036,0.0685419,0.014133,0.0229305,0.0247754,0.0465885,0.0375657,0.019927,0.0349055,0.0518455,0.0458169,0.0234512,0.0291443,0.014554,0.0346094,0.014915,0.0279614,0.0108824,0.0230682,0.0539732,0.0471316,0,0,0,0,0
31,0.0199047,0.0585493,0.0345333,0,0.019602,0.0423677,0.0219885,0,0.0435748,0.0634286,0.0345472,0.031062,0.0159425,0.0583308,0.0332897,0.0481003,0.0697189,0.0660976,0.0363206,0.0633899,0.068522,0.03957,0.0403631,0.0181119,0.0389328,0.0155816,0.0123686,0.0229534,0,0.0255539,0.0616099,0.0419268,0.0259323,0,0.0323304,0.069013,0.0139931,0.0229095,0.0250274,0.046563,0.037082,0.0201674,0.0342784,0.0514828,0.0459287,0.0236238,0.029233,0.0145346,0.0347633,0.0140515,0.028186,0.0107088,0.0228664,0.0539124,0.0470379,0,0,0,0,0
32,0.0200758,0.0585094,0.0365115,0,0.0205544,0.0432481,0.0219325,0,0.0436091,0.0631065,0.0332282,0.030906,0.0171365,0.0579382,0.0329182,0.0481129,0.0688142,0.0659849,0.0367586,0.0630041,0.0682371,0.0397916,0.0395927,0.0139774,0.039172,0.0155431,0.0124279,0.023767,0,0.0256883,0.0612804,0.0419739,0.0256429,0,0.0322599,0.0693032,0.0138999,0.0228255,0.0253385,0.0465529,0.0366527,0.0203622,0.033617,0.0510892,0.0459982,0.0237768,0.0293181,0.0145118,0.0348965,0.0132435,0.0284218,0.0106802,0.0226552,0.0538231,0.0468888,0,0,0,0,0
33,0.0202796,0.0584994,0.0377249,0,0.0217005,0.0441185,0.0219047,0,0.0435218,0.062765,0.0323372,0.030727,0.0189113,0.0575863,0.0326149,0.0471004,0.0677141,0.0659124,0.0371527,0.0625485,0.0678824,0.0400392,0.0387842,0.0110455,0.039349,0.0155425,0.0123982,0.0244931,0,0.0259656,0.0609553,0.0420289,0.0252996,0,0.0322039,0.0695759,0.0138359,0.0227815,0.0256623,0.0464418,0.0361138,0.0205518,0.0330656,0.050703,0.0460574,0.0239301,0.029369,0.0144743,0.0350394,0.0125275,0.0287219,0.0107326,0.0224377,0.0536165,0.0466549,0,0,0,0,0
34,0.0205066,0.0585434,0.0379806,0,0.0230125,0.044962,0.0219255,0,0.0434797,0.0623642,0.0320517,0.0306117,0.0210999,0.0572489,0.032291,0.0461626,0.0664108,0.0658696,0.0373622,0.0620622,0.0674931,0.0402212,0.0380234,0.00906212,0.0395117,0.01557,0.012358,0.02531,0,0.0261334,0.060509,0.0421069,0.0249511,0,0.0321107,0.0699992,0.0137848,0.0227352,0.0259877,0.0461832,0.0355752,0.0207574,0.032568,0.0503231,0.0461318,0.0240737,0.0294339,0.0144385,0.0351512,0.0117341,0.0290087,0.0105917,0.0222293,0.0534962,0.0465077,0,0,0,0,0
35,0.0207839,0.0586249,0.0374778,0,0.0243902,0.0458001,0.0219608,0,0.0436028,0.0620228,0.0324171,0.0305413,0.0234834,0.0569457,0.0320647,0.0455863,0.064959,0.065823,0.0373417,0.0615554,0.0670241,0.0403225,0.0372937,0.00773108,0.0396943,0.0155737,0.0124734,0.0262956,0,0.0262371,0.0600437,0.0421793,0.0246189,0,0.0320001,0.0705425,0.0136671,0.0225818,0.026174,0.0457621,0.0351221,0.0209739,0.0320885,0.0499355,0.0462029,0.0242022,0.0294979,0.0144461,0.0352504,0.0108578,0.0292465,0.0104563,0.0220651,0.0535661,0.0464783,0,0,0,0,0
36,0.0211788,0.0587054,0.0365281,0,0.0255807,0.0465413,0.0219676,0,0.0437278,0.0619007,0.0333036,0.0303369,0.0257852,0.0565683,0.03174,0.0453209,0.0634985,0.0656628,0.0370721,0.0609787,0.0664174,0.0402796,0.0364948,0.00691654,0.0399378,0.0156012,0.0125754,0.0272346,0,0.0264622,0.0597452,0.042221,0.024335,0,0.0318741,0.0710761,0.0134963,0.0226855,0.0264467,0.0454985,0.034709,0.0211551,0.0318023,0.0496288,0.0462511,0.0243278,0.029494,0.0144383,0.0353321,0.0101029,0.0294734,0.0104042,0.0218607,0.053543,0.0465122,0,0,0,0,0
37,0.0211482,0.0589364,0.036231,0,0.0240462,0.046918,0.0216456,0,0.0441756,0.0619441,0.0343552,0.029693,0.025206,0.0556831,0.0314522,0.0441533,0.0616784,0.0651419,0.0365593,0.0622666,0.0678128,0.0411992,0.0372141,0.0106774,0.0399077,0.0154566,0.0117909,0.0263267,0,0.0261908,0.05964,0.0420956,0.0241734,0,0.0320087,0.0716338,0.0126919,0.0230862,0.0273481,0.0448698,0.0345138,0.0212641,0.031037,0.0489533,0.0460423,0.0251085,0.0284581,0.0139366,0.036045,0.0107552,0.0295303,0.0100689,0.0216551,0.0537578,0.0463535,0,0,0,0,0
38,0.0210167,0.0591486,0.038724,0,0.0231635,0.0474614,0.0211736,0,0.044875,0.0617789,0.0368686,0.0292054,0.0237596,0.0547791,0.0312186,0.0428167,0.0607563,0.0651106,0.0366259,0.0634767,0.0691059,0.0417255,0.0379398,0.0144266,0.0397635,0.0151162,0.0110704,0.0268291,0,0.0263117,0.0597548,0.0419093,0.023986,0,0.0321172,0.0719163,0.0126124,0.0234262,0.0278672,0.0441262,0.0342245,0.0211538,0.0307277,0.0485758,0.0457657,0.0252105,0.0283059,0.0138039,0.0359977,0.010323,0.0296875,0.00970494,0.021431,0.0539844,0.0461794,0,0,0,0,0
39,0.0209618,0.0592545,0.040763,0,0.0227377,0.047876,0.0208203,0,0.0455196,0.061722,0.038664,0.028939,0.0234559,0.0541405,0.0310386,0.0418871,0.0602202,0.0652188,0.0370904,0.0644415,0.0701707,0.0422124,0.0385025,0.017195,0.0397381,0.0149004,0.0106206,0.0275259,0,0.0262546,0.0598397,0.0417662,0.0237546,0,0.0321246,0.0722518,0.0124387,0.0235626,0.0283835,0.0435075,0.0336995,0.0210973,0.0303705,0.0481955,0.0455455,0.0252124,0.0283502,0.0138692,0.0359399,0.00976158,0.0299048,0.00942161,0.0212201,0.0540776,0.0461839,0,0,0,0,0
