Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58
84,0.012053,0.0760992,0.0574144,0,0.0171018,0.0856567,0.0416907,0,0.045774,0.0565601,0.0207174,0.0386466,0.0243426,0.0303877,0.0640584,0.0240954,0.0530882,0.0550254,0.0257897,0.0637162,0.0676624,0.0389132,0.0417064,0.0340036,0.0247817,0.0125497,0.0216736,0.0466761,0,0.0210345,0.0519697,0.0340943,0.0237267,0,0.0322446,0.0812077,0.0143326,0.0330916,0.0480103,0.0333419,0.0494643,0.0254876,0.0525276,0.0572775,0.0500108,0.0289921,0.0321242,0.00783265,0.03734,0.00569174,0.0336545,0.0106558,0.0240103,0.0780678,0.0514803,0,0,0,0
85,0.0121466,0.0760843,0.0568286,0,0.0167095,0.0858473,0.041705,0,0.0458213,0.0566219,0.0210522,0.0383294,0.0241327,0.0305056,0.0640672,0.0238598,0.0527926,0.0549546,0.025797,0.0635266,0.0674314,0.0386498,0.0414742,0.0334829,0.0247936,0.0124902,0.0216955,0.0456291,0,0.0207717,0.0518224,0.034013,0.0236397,0,0.0321435,0.0814103,0.0151775,0.0324769,0.0477269,0.033344,0.0494247,0.0252075,0.0526873,0.0569954,0.0496,0.0288623,0.0316054,0.00737251,0.0369758,0.00439217,0.0336749,0.0102897,0.0241734,0.0779092,0.0516349,0,0,0,0
86,0.0123597,0.0760672,0.056869,0,0.0161545,0.0859519,0.0417959,0,0.0457837,0.0565602,0.0215872,0.0380379,0.0242686,0.0306667,0.0641366,0.0235383,0.0528177,0.054929,0.0257441,0.063512,0.0671883,0.0382546,0.0414178,0.0336907,0.0247935,0.0123295,0.0217719,0.0439006,0,0.0203597,0.0514999,0.0338908,0.0236145,0,0.0321419,0.0816036,0.0157702,0.031816,0.0472092,0.0333658,0.0493513,0.0247304,0.0527592,0.0568141,0.0487831,0.0284788,0.0311485,0.00681095,0.0364283,0.00315932,0.0336319,0.0102186,0.0242976,0.0778519,0.0518576,0,0,0,0
87,0.012554,0.0760634,0.0571748,0,0.0155273,0.0861923,0.0419507,0,0.0456764,0.0564842,0.0222976,0.0377093,0.024624,0.0308331,0.0642482,0.0231809,0.0529102,0.0549049,0.0256877,0.0633603,0.0669417,0.0378454,0.0414152,0.0341686,0.0247991,0.0120758,0.0219132,0.041655,0,0.0199549,0.0510806,0.033769,0.0235513,0,0.0321599,0.0816861,0.0157918,0.0313065,0.0466332,0.0334576,0.049252,0.0245682,0.0528694,0.0567149,0.0477049,0.0278271,0.0308817,0.00622579,0.0357761,0.00341033,0.0336028,0.0104011,0.0243166,0.0777412,0.0521083,0,0,0,0
88,0.0126938,0.0760864,0.0568238,0,0.0149511,0.0866334,0.0421564,0,0.0457021,0.0564308,0.0228789,0.0373003,0.0246514,0.0309535,0.064336,0.0228389,0.0528778,0.0548208,0.0256733,0.0629664,0.0666881,0.0375394,0.0412532,0.0337719,0.0248085,0.0120089,0.0221012,0.0393906,0,0.0196394,0.0506794,0.0336256,0.023431,0,0.0321274,0.0816272,0.0159417,0.0307644,0.0458502,0.0336398,0.0492473,0.02463,0.052926,0.0566191,0.0466606,0.0272396,0.0307466,0.00571172,0.0352097,0.00502086,0.0336063,0.0105751,0.0243225,0.0776014,0.052364,0,0,0,0
89,0.0128605,0.076074,0.0566692,0,0.0142859,0.0868509,0.0423698,0,0.045843,0.0563732,0.02359,0.0369034,0.0247014,0.03096,0.0644025,0.0225267,0.0529117,0.0547455,0.0255837,0.0627785,0.0664362,0.037146,0.0411327,0.0334843,0.0248361,0.0120801,0.0223893,0.0374781,0,0.0194111,0.0503498,0.0334272,0.0233463,0,0.0320805,0.0814674,0.0159479,0.0301499,0.0449267,0.0337418,0.0492108,0.0244577,0.0528938,0.0565393,0.045814,0.0269252,0.0306705,0.00532977,0.0347563,0.00674169,0.0336416,0.0103211,0.0244837,0.0775376,0.0525533,0,0,0,0
90,0.0128833,0.0760318,0.0558542,0,0.0136573,0.0870128,0.0425252,0,0.0457416,0.0564014,0.0240933,0.0365571,0.0244243,0.0307845,0.0643048,0.0223275,0.0525745,0.0546132,0.0254426,0.062525,0.0662193,0.0368862,0.0409014,0.0321749,0.024803,0.0120014,0.0223932,0.0359212,0,0.0193067,0.0503433,0.0332505,0.023232,0,0.0320556,0.0811865,0.0152088,0.0296077,0.0443218,0.0338603,0.0490699,0.0242016,0.0526878,0.0564357,0.0452069,0.0268928,0.0305736,0.00521827,0.0344202,0.00774293,0.0337393,0.0101974,0.0245268,0.0777036,0.0526005,0,0,0,0
91,0.0128578,0.0760309,0.0555577,0,0.0129968,0.0870244,0.0426151,0,0.045444,0.0564411,0.0248752,0.0362311,0.0244837,0.0304078,0.0640359,0.0222146,0.0524039,0.0544905,0.0252105,0.0625588,0.0659873,0.0365797,0.0407727,0.0314093,0.0247628,0.0117058,0.0223711,0.0344737,0,0.0191858,0.0506292,0.0331448,0.0230622,0,0.0320315,0.0808843,0.0137209,0.0289022,0.0445235,0.034045,0.0490387,0.0238447,0.0523362,0.0562349,0.0447915,0.0268658,0.0304868,0.00531086,0.0341404,0.00781228,0.0338716,0.0102119,0.0245167,0.0779686,0.0524958,0,0,0,0
92,0.0128401,0.0760728,0.0558041,0,0.0121946,0.08659,0.0426384,0,0.0452073,0.0565513,0.0261361,0.0359274,0.0251545,0.0298167,0.0636462,0.0220936,0.0523913,0.0543211,0.0248459,0.0624994,0.0658131,0.0361859,0.0407632,0.0313499,0.0246988,0.0115366,0.0223516,0.0331602,0,0.0188921,0.051157,0.0330872,0.0228761,0,0.0320324,0.0805957,0.0118215,0.0277013,0.0455808,0.0343406,0.0490057,0.0234093,0.0518453,0.0559234,0.0445612,0.0265986,0.0306629,0.00562875,0.0337108,0.00730591,0.0340114,0.0103668,0.024461,0.0783119,0.05231,0,0,0,0
93,0.0127669,0.0760749,0.0555065,0,0.0114538,0.0858777,0.0425846,0,0.0450508,0.0568081,0.027435,0.0357156,0.0257913,0.0293458,0.0631634,0.0220251,0.0521348,0.054063,0.0243917,0.0622603,0.0656735,0.0358527,0.040739,0.0306222,0.0245494,0.0115003,0.0223037,0.0321275,0,0.0186841,0.0516765,0.0330275,0.0226314,0,0.0320626,0.0802749,0.00999865,0.0276647,0.047064,0.0345418,0.0490166,0.022888,0.0511689,0.0554909,0.0445465,0.0258161,0.0313865,0.00644802,0.033031,0.00683788,0.0342005,0.0106295,0.0243239,0.0786005,0.0521009,0,0,0,0
94,0.0127351,0.0761102,0.0544699,0,0.0108119,0.0853361,0.0424943,0,0.045014,0.0570843,0.02862,0.0354558,0.0260189,0.0290527,0.0626628,0.022015,0.0517455,0.0537961,0.0239824,0.0621094,0.0654967,0.0354456,0.0405642,0.0288883,0.0243377,0.0116478,0.0221684,0.0309896,0,0.0186326,0.0520413,0.0329832,0.0223267,0,0.0320818,0.0799795,0.00873666,0.0283357,0.0482512,0.0346511,0.0490069,0.022387,0.0505137,0.0550813,0.0445202,0.0247246,0.0325162,0.00747206,0.0324064,0.00713598,0.034419,0.0106917,0.024329,0.0788707,0.0519313,0,0,0,0
95,0.0128222,0.0761433,0.0536615,0,0.0101147,0.0848995,0.0423837,0,0.0450694,0.0572534,0.0300816,0.035149,0.026354,0.0291164,0.0621997,0.0220265,0.051515,0.0536086,0.0235948,0.0618009,0.0652088,0.0347557,0.0404471,0.0272755,0.0240662,0.0119669,0.0219319,0.0295574,0,0.0186846,0.0520496,0.0329442,0.0220815,0,0.032056,0.0800328,0.00818647,0.0293299,0.0484147,0.0346056,0.0490145,0.0217452,0.0498905,0.0546596,0.0440723,0.0239906,0.0334537,0.00817467,0.0320269,0.00852808,0.0345901,0.0106496,0.0243959,0.0791342,0.051909,0,0,0,0
96,0.0130513,0.0762049,0.0538691,0,0.00937339,0.0842072,0.0422726,0,0.0450233,0.0573943,0.0322474,0.0347878,0.0272519,0.0297083,0.0617683,0.022026,0.0518724,0.0535444,0.0231536,0.0616514,0.0647129,0.0338447,0.0406612,0.0266215,0.0237584,0.0119636,0.0219248,0.0280172,0,0.0186011,0.0516428,0.0329354,0.0219138,0,0.0320956,0.0806402,0.00826559,0.0306255,0.0476833,0.034304,0.0491519,0.0208396,0.0491115,0.0540467,0.0430479,0.0238225,0.0337069,0.00829864,0.0318058,0.0104509,0.034687,0.0106352,0.0245127,0.0793627,0.0520155,0,0,0,0
97,0.0132219,0.0762969,0.0522716,0,0.00895008,0.0832661,0.0421874,0,0.0448111,0.0574747,0.0338438,0.0345924,0.0271316,0.0302219,0.0613062,0.0222986,0.0516584,0.0534967,0.0227762,0.0616945,0.0644464,0.0334117,0.040529,0.0233505,0.0233549,0.0115864,0.0221158,0.027001,0,0.0182727,0.0513181,0.0329517,0.0218403,0,0.0321871,0.0808342,0.00894395,0.0307752,0.0466588,0.0340168,0.0494746,0.0201223,0.0484818,0.0534361,0.0418868,0.0237689,0.0333853,0.00799885,0.0316106,0.0117284,0.0347487,0.0106233,0.0246394,0.079656,0.0520432,0,0,0,0
98,0.0134784,0.0763525,0.0511316,0,0.00880296,0.0819252,0.042194,0,0.0447549,0.0575011,0.0357519,0.0342241,0.0274839,0.0306357,0.0609049,0.0226319,0.0519602,0.0535971,0.0224509,0.0612444,0.0641001,0.0326479,0.0403155,0.0205933,0.0229246,0.0114511,0.0223468,0.0264144,0,0.0180544,0.0507758,0.0330566,0.0220448,0,0.0323462,0.0808688,0.00991173,0.0302279,0.04604,0.0336428,0.0499688,0.0195184,0.0480018,0.0528084,0.040893,0.0236668,0.0329104,0.00773802,0.0313656,0.0125566,0.0345591,0.0106366,0.0249264,0.0801241,0.0520921,0,0,0,0
99,0.0136011,0.0763633,0.0487387,0,0.0089726,0.0809055,0.0423574,0,0.0447838,0.0574816,0.0370329,0.0337297,0.0272339,0.0308836,0.0606072,0.0230091,0.0517073,0.0538198,0.0224101,0.0602341,0.0637897,0.0317513,0.0395986,0.0165525,0.0224269,0.0115052,0.0225034,0.0258141,0,0.0180519,0.0502017,0.0331756,0.0224462,0,0.032537,0.080987,0.0107452,0.0290859,0.0458909,0.0332438,0.0506304,0.0190451,0.047621,0.0522853,0.0402314,0.0233126,0.0327039,0.00784711,0.0309657,0.0133212,0.0342525,0.0105985,0.0253632,0.0804903,0.0520568,0,0,0,0
100,0.0136058,0.0763471,0.0452751,0,0.00926003,0.0804305,0.0426651,0,0.0449435,0.0572746,0.0373871,0.0331853,0.0261402,0.0309241,0.0604888,0.0235707,0.0512022,0.0542583,0.0227533,0.0592089,0.0632592,0.0306414,0.0384493,0.0118179,0.0220122,0.0117166,0.0226506,0.0250062,0,0.0179241,0.0497964,0.0332816,0.0230394,0,0.0328736,0.0812339,0.0111243,0.0271779,0.0460259,0.0330578,0.0515012,0.0186424,0.0470517,0.0519407,0.0398011,0.0227784,0.0328072,0.00821165,0.0304315,0.0140004,0.033853,0.010569,0.0259591,0.0807597,0.0519082,0,0,0,0
101,0.0137473,0.0763808,0.0441197,0,0.00956005,0.0782237,0.0432379,0,0.0451797,0.0573938,0.0383239,0.0324843,0.0268974,0.0312976,0.060631,0.0239785,0.0517001,0.054543,0.0225647,0.0581541,0.0615701,0.0285948,0.0382597,0.0101827,0.0216984,0.0119515,0.0229168,0.0240762,0,0.0178339,0.048733,0.0334156,0.0240374,0,0.0333409,0.0812687,0.0111324,0.0259359,0.0463374,0.0325085,0.0526586,0.0183134,0.0466339,0.0517245,0.039205,0.0223836,0.032855,0.00855024,0.0299565,0.0146388,0.0331912,0.0106694,0.0266838,0.0809411,0.0518946,0,0,0,0
102,0.0136407,0.0764201,0.0408929,0,0.00925162,0.0769769,0.0439192,0,0.0451493,0.0569784,0.0374945,0.0322744,0.0253389,0.0315549,0.0608337,0.0250534,0.0516537,0.0552745,0.023068,0.0572456,0.0608602,0.0277397,0.0371672,0.00785002,0.0215622,0.0117391,0.023424,0.0238366,0,0.0177369,0.048046,0.0334264,0.0248748,0,0.0335938,0.08092,0.0109242,0.025796,0.0465572,0.0321201,0.0534468,0.0182284,0.0463606,0.0516582,0.0389427,0.0220088,0.0329514,0.00893132,0.0295782,0.0143343,0.0326442,0.0108286,0.0271574,0.0810354,0.0516784,0,0,0,0
103,0.0134997,0.0764337,0.0386257,0,0.00882699,0.0759454,0.0446621,0,0.0452793,0.0564812,0.0366728,0.0319307,0.0237207,0.0315817,0.0611208,0.0265115,0.0521545,0.0563284,0.0237068,0.0561692,0.0602594,0.0273327,0.0362537,0.0110392,0.0215472,0.0118017,0.0237779,0.0237999,0,0.0177589,0.0475597,0.0333955,0.0257233,0,0.0337672,0.0799674,0.0106472,0.0261473,0.0468205,0.0320152,0.0541646,0.0179231,0.0465048,0.0516871,0.0385465,0.0217983,0.0332054,0.00932892,0.0293027,0.0139384,0.0321226,0.0109864,0.0276095,0.0810345,0.0514634,0,0,0,0
104,0.0137104,0.0764399,0.0389561,0,0.00791981,0.0736225,0.0455307,0,0.0456695,0.05674,0.0370685,0.0309093,0.024216,0.0316377,0.0615284,0.0274147,0.053226,0.05705,0.0237407,0.0549614,0.058379,0.0261123,0.036833,0.0151,0.0215781,0.0122681,0.0239533,0.0232594,0,0.0181028,0.0468299,0.0334976,0.0269645,0,0.0340871,0.0792399,0.0103579,0.026099,0.0473051,0.0319596,0.0552834,0.0170255,0.0467015,0.0515737,0.03785,0.0218649,0.0333827,0.00955514,0.0291963,0.0144801,0.0313837,0.0111217,0.028255,0.0811677,0.0516761,0,0,0,0
105,0.0136998,0.0763963,0.0370268,0,0.00822138,0.0731586,0.0461357,0,0.0458701,0.0562236,0.0372364,0.0308804,0.0220133,0.0317149,0.0618232,0.0291059,0.0542504,0.0585458,0.0248151,0.0546549,0.0583141,0.0262802,0.0363371,0.0226885,0.0217472,0.0125168,0.0241362,0.0231234,0,0.0181861,0.0468818,0.0335045,0.027602,0,0.0342022,0.0789646,0.0103062,0.0263688,0.0476639,0.032144,0.0558856,0.0165322,0.0466801,0.0514395,0.0376515,0.0218127,0.0335857,0.00961451,0.0291752,0.014685,0.0310247,0.0111538,0.0286044,0.0811427,0.0516646,0,0,0,0
106,0.0140602,0.0763206,0.0352998,0,0.00824372,0.0717426,0.0466934,0,0.0458857,0.0564409,0.0389158,0.0298846,0.0221011,0.0316893,0.0621039,0.0302409,0.0556359,0.059416,0.0248988,0.0544845,0.0575124,0.0261603,0.0371731,0.0286233,0.0218986,0.0125608,0.0243519,0.0228149,0,0.0182255,0.0467501,0.0336539,0.0284446,0,0.0343729,0.0788143,0.0103442,0.0261172,0.0478545,0.0324532,0.0569812,0.0157658,0.0467493,0.0512375,0.03715,0.0219213,0.0336131,0.0095155,0.0292815,0.0152597,0.030548,0.0112865,0.0289162,0.0812342,0.0519831,0,0,0,0
107,0.0143104,0.0761935,0.0326363,0,0.00968978,0.0712418,0.0468593,0,0.0457827,0.056385,0.0412462,0.0299976,0.0210734,0.0318337,0.0622364,0.031764,0.0567142,0.0603508,0.0253043,0.0550162,0.0581837,0.0271579,0.0377038,0.0355761,0.0221364,0.0125416,0.0244862,0.0229387,0,0.0182035,0.0469987,0.0336927,0.0286097,0,0.0343309,0.0787581,0.010616,0.0271456,0.0475462,0.0326636,0.0573346,0.0153804,0.0468094,0.0510298,0.0370281,0.0219691,0.0335992,0.00940846,0.0295066,0.0152832,0.0305046,0.0114585,0.028802,0.0809196,0.0522161,0,0,0,0
108,0.0146063,0.0761457,0.031945,0,0.0116023,0.0705262,0.0468396,0,0.0455664,0.0563978,0.0436637,0.0302248,0.0206495,0.0319554,0.0623903,0.0330234,0.0576276,0.0609844,0.0255016,0.0559193,0.0589372,0.0282767,0.0386644,0.0414813,0.0223365,0.0125081,0.0244935,0.0232854,0,0.0182095,0.0473775,0.0337438,0.0285228,0,0.0341802,0.0786218,0.0109662,0.0280158,0.0471677,0.0328707,0.0573839,0.0151527,0.0469002,0.0508441,0.0370701,0.0220247,0.0335031,0.00926621,0.0296882,0.0150581,0.0306579,0.011497,0.0285788,0.0805265,0.0525037,0,0,0,0
109,0.0148613,0.0760935,0.0325525,0,0.012975,0.0697979,0.0466129,0,0.045337,0.0562643,0.0456379,0.0304322,0.0206516,0.0319677,0.062456,0.0339329,0.0583769,0.0615178,0.0257386,0.0567327,0.0596702,0.0291773,0.0396031,0.0464436,0.0224564,0.0124875,0.0243772,0.0238923,0,0.0182,0.0478908,0.0338149,0.0281828,0,0.0339657,0.0784228,0.0112755,0.0285672,0.0469704,0.0331051,0.0571665,0.0150388,0.0469704,0.050687,0.0372474,0.022074,0.0334224,0.00913222,0.029843,0.0144678,0.0309768,0.0114517,0.0282756,0.080149,0.0527499,0,0,0,0
110,0.0150417,0.0760741,0.0324967,0,0.013347,0.0692232,0.0462249,0,0.0451244,0.0559102,0.047371,0.030433,0.0207825,0.0318796,0.062425,0.0347063,0.0589365,0.0620947,0.0260934,0.0572161,0.060435,0.0297369,0.0401495,0.0508184,0.0225015,0.0124727,0.0241844,0.0247679,0,0.0181449,0.0484006,0.0339306,0.0277293,0,0.0337481,0.0782192,0.0115011,0.0289273,0.0470485,0.0333102,0.0569271,0.0150299,0.0469573,0.0505741,0.0374939,0.0221121,0.0333488,0.00905328,0.029989,0.0135048,0.0313411,0.0114063,0.0279321,0.0798723,0.052878,0,0,0,0
111,0.0152533,0.0760981,0.0321282,0,0.0131584,0.0683022,0.0458346,0,0.0449558,0.055743,0.0490187,0.0301166,0.021398,0.0317412,0.0623252,0.0353075,0.0593727,0.0625885,0.0262978,0.0573557,0.0609134,0.0300076,0.0406389,0.0542791,0.022431,0.0124382,0.0239799,0.0257662,0,0.0180211,0.0487192,0.0340599,0.027374,0,0.0337243,0.0780258,0.0116036,0.0291666,0.0472674,0.0334697,0.056873,0.014978,0.0468949,0.0504752,0.0376706,0.0222186,0.0333023,0.00901992,0.0300917,0.0123883,0.0316011,0.0114038,0.0276831,0.0798208,0.0529875,0,0,0,0
112,0.0154006,0.0761291,0.0323373,0,0.01345,0.0671259,0.0454849,0,0.0448849,0.0556484,0.0504586,0.030153,0.0219652,0.0316273,0.0621041,0.0359385,0.0599887,0.0631518,0.0265705,0.0576308,0.0613069,0.030346,0.0411065,0.0570749,0.0222929,0.0124144,0.0237883,0.0268672,0,0.0179994,0.0490261,0.0341618,0.0271008,0,0.0337547,0.0778021,0.0116814,0.0295031,0.047421,0.0335801,0.0568789,0.0148923,0.0467476,0.0503773,0.0378131,0.0223397,0.033279,0.00902695,0.0300772,0.0112217,0.0317728,0.0114061,0.0274894,0.0798286,0.0530178,0,0,0,0
113,0.0154518,0.0762303,0.032875,0,0.0139802,0.0659926,0.0452279,0,0.0449067,0.055572,0.05171,0.0300598,0.0224573,0.0315329,0.0618985,0.0367882,0.0607927,0.063766,0.0268852,0.0580222,0.0615757,0.0306329,0.0416195,0.0593324,0.022144,0.012442,0.0236181,0.0279839,0,0.0180473,0.0493246,0.0342477,0.0269811,0,0.0338392,0.0775977,0.0118217,0.0297908,0.0474606,0.0337336,0.0569089,0.0148284,0.0464942,0.0502934,0.0379114,0.0224542,0.0333697,0.00906578,0.0301899,0.010084,0.0318359,0.0114276,0.0273595,0.0797842,0.0529573,0,0,0,0
114,0.0154419,0.0763972,0.0332083,0,0.0142961,0.0650534,0.045102,0,0.0449058,0.0555131,0.0527114,0.0297289,0.0228688,0.0314303,0.0617916,0.0376268,0.0616678,0.0643722,0.0272278,0.0582441,0.0616693,0.0308624,0.0421345,0.0611571,0.0220275,0.0123398,0.0235733,0.0290457,0,0.0181789,0.0496515,0.0343362,0.0271136,0,0.0340113,0.0774731,0.0120252,0.0300866,0.0473752,0.0337748,0.0569817,0.0148138,0.0460795,0.0501894,0.038012,0.0225542,0.0334799,0.00909215,0.030457,0.00907887,0.0317786,0.0114681,0.0273553,0.0792083,0.0527834,0,0,0,0
115,0.0153448,0.0764213,0.0333976,0,0.0145629,0.0641542,0.0450998,0,0.0449087,0.0555081,0.0535285,0.0293037,0.0228816,0.031401,0.0615621,0.0381588,0.0624325,0.0649066,0.0275274,0.058306,0.0616599,0.0312008,0.0424646,0.0626356,0.0218952,0.0121573,0.0236268,0.0301124,0,0.0182416,0.0499109,0.0344152,0.027444,0,0.0342769,0.0773697,0.012134,0.0302142,0.0472714,0.0338479,0.057076,0.0148369,0.0455994,0.0500718,0.0381106,0.0226643,0.033604,0.00909951,0.0308095,0.00818403,0.0316224,0.0115665,0.0274525,0.0795371,0.0525259,0,0,0,0
116,0.0152096,0.0764077,0.0336476,0,0.0148825,0.0631696,0.0452154,0,0.0453272,0.0556537,0.0543693,0.0291196,0.0223921,0.0314561,0.0613435,0.0387055,0.0630754,0.0653195,0.0277604,0.0583519,0.0616352,0.0315286,0.0425644,0.0639991,0.0217107,0.0128436,0.0232546,0.0312436,0,0.0182754,0.0501774,0.0345109,0.0278672,0,0.0345614,0.0771755,0.012252,0.0303404,0.0472638,0.033951,0.0573732,0.0148631,0.0451456,0.0499557,0.0382496,0.0228165,0.0336792,0.00910787,0.0311311,0.00745662,0.0313866,0.0116823,0.0275934,0.0801233,0.052229,0,0,0,0
117,0.0150603,0.0763955,0.0339626,0,0.015294,0.0622388,0.045368,0,0.0456217,0.055891,0.0552993,0.0288633,0.0217867,0.0315597,0.0611084,0.0396453,0.0638175,0.0656337,0.0279709,0.0584689,0.0616625,0.0315723,0.0428272,0.0655904,0.0215828,0.0132042,0.0230463,0.032462,0,0.0183629,0.0505477,0.0346314,0.0283411,0,0.0346899,0.0768731,0.0124058,0.0306299,0.0472472,0.0339511,0.0578907,0.0149774,0.0447672,0.0498485,0.0384932,0.022997,0.0337049,0.00913548,0.031403,0.00699589,0.0310994,0.0116863,0.0277479,0.0805956,0.051874,0,0,0,0
118,0.0149003,0.0763618,0.0344036,0,0.0156802,0.0614475,0.045526,0,0.0457372,0.0561099,0.0562564,0.0285785,0.0213633,0.0316963,0.0608802,0.0405345,0.0645227,0.0659352,0.0281592,0.0586933,0.0618301,0.0314383,0.0431696,0.0674216,0.0215283,0.0131827,0.0230627,0.0337537,0,0.0184939,0.0510488,0.0347422,0.0288912,0,0.034737,0.076498,0.01257,0.0310379,0.0472573,0.0339622,0.0584113,0.0151877,0.0444587,0.0496932,0.0387937,0.0231772,0.0336592,0.00914172,0.0316832,0.00696757,0.0308063,0.0116779,0.0278428,0.0806532,0.0515216,0,0,0,0
119,0.0151611,0.0761494,0.0310676,0,0.0222151,0.0604434,0.0451617,0,0.0461967,0.0557341,0.0606474,0.0291983,0.0203173,0.03313,0.0613196,0.0416861,0.0664905,0.0673442,0.0290792,0.0575701,0.0588088,0.03042,0.0451795,0.0597642,0.0223451,0.0130547,0.0235872,0.0320526,0,0.0179703,0.0519888,0.0341268,0.0299773,0,0.0344139,0.0762111,0.0136052,0.0305528,0.0482861,0.0328202,0.0585307,0.0152633,0.0430989,0.0488629,0.0392116,0.024689,0.0317188,0.00763355,0.0335016,0.00673032,0.030187,0.0119219,0.0278111,0.0806401,0.0517063,0,0,0,0
120,0.0150388,0.0760986,0.0313352,0,0.0226552,0.0598572,0.0452205,0,0.0462151,0.0558557,0.0618466,0.0289277,0.0199736,0.0335138,0.0611109,0.0426209,0.0672798,0.0675717,0.0292911,0.0579953,0.0590476,0.0306334,0.0456331,0.0615984,0.0223436,0.0129959,0.0235894,0.0330151,0,0.0180479,0.052781,0.0341385,0.0305648,0,0.0344598,0.0759388,0.0137568,0.0304142,0.0484847,0.0326484,0.0588407,0.0152683,0.0428269,0.0487514,0.0395208,0.0249452,0.0317467,0.00763645,0.0338689,0.00651138,0.0298795,0.0118506,0.0278686,0.0809012,0.0514207,0,0,0,0
121,0.0148994,0.0760198,0.0316451,0,0.0231917,0.0595399,0.0452769,0,0.0461974,0.0558883,0.06313,0.0283474,0.0197734,0.0339192,0.0608516,0.0436965,0.0681874,0.067816,0.0295562,0.0585649,0.0594264,0.0310387,0.0462258,0.0634155,0.0222844,0.0129052,0.0235374,0.0339034,0,0.0180122,0.0535265,0.0341808,0.0310937,0,0.034415,0.0759027,0.0139342,0.0306155,0.0485894,0.0325284,0.0591816,0.0153455,0.0425173,0.048635,0.039903,0.0252828,0.0315828,0.00765243,0.0341842,0.00657675,0.0296381,0.0118998,0.0277744,0.0811611,0.0511137,0,0,0,0
122,0.0147776,0.0759817,0.0320669,0,0.0236879,0.0592458,0.0452705,0,0.0461762,0.0560104,0.0644046,0.0278457,0.0196499,0.0343273,0.0605319,0.0448443,0.0692299,0.0681238,0.0298568,0.0591669,0.0599253,0.0316202,0.0468641,0.0651568,0.0222931,0.0128598,0.0234987,0.0347592,0,0.0179587,0.0544276,0.0342186,0.031556,0,0.0342855,0.0759897,0.0141502,0.0308622,0.0486739,0.0324074,0.0596425,0.0155767,0.0422704,0.0485033,0.0402751,0.0255809,0.0314279,0.00757756,0.0345678,0.00692482,0.0294354,0.011997,0.0275945,0.0813659,0.0508179,0,0,0,0
123,0.0146694,0.0759673,0.0324429,0,0.0240451,0.0588705,0.0452112,0,0.046151,0.0562668,0.0654476,0.0278277,0.0195727,0.0345968,0.0601523,0.0458739,0.0701792,0.0683521,0.0301621,0.0599061,0.0605476,0.0324318,0.0475442,0.0666504,0.0223252,0.0128101,0.0235065,0.0356605,0,0.0179714,0.0554912,0.0342312,0.031886,0,0.0340704,0.0760233,0.0143487,0.031046,0.0487799,0.032416,0.0599816,0.0160517,0.0420843,0.0483818,0.0406298,0.0258847,0.0313634,0.00745289,0.0349944,0.00736739,0.0292935,0.0119709,0.0273552,0.0814664,0.0505768,0,0,0,0
124,0.0146133,0.0759689,0.0328268,0,0.024223,0.0587061,0.0451095,0,0.0460931,0.0565087,0.0661799,0.0276799,0.0195214,0.0348609,0.0597771,0.0469757,0.0711142,0.0685545,0.0305514,0.0608709,0.0612898,0.0333611,0.0482762,0.0679563,0.0222403,0.0127798,0.0233708,0.0365179,0,0.0180456,0.0564816,0.0342015,0.03215,0,0.033923,0.0760071,0.0144364,0.0311473,0.0489073,0.0324347,0.0601821,0.0161947,0.0418787,0.0482608,0.0410449,0.0263054,0.0312036,0.00736062,0.0353324,0.00786881,0.0291716,0.0120258,0.027111,0.0814712,0.0504013,0,0,0,0
125,0.0145707,0.0760242,0.0332379,0,0.0242035,0.0584884,0.0449483,0,0.0459784,0.0567507,0.066612,0.0279001,0.0194217,0.0350338,0.0593465,0.0481188,0.0719434,0.0687714,0.031027,0.0618413,0.0622055,0.0342138,0.0490251,0.069122,0.0221497,0.0127349,0.0230862,0.0372863,0,0.0180966,0.0574764,0.0341707,0.0323349,0,0.0338322,0.0759544,0.0144462,0.0314032,0.0490166,0.0325173,0.0604143,0.0162683,0.0416906,0.0481293,0.041399,0.0267095,0.030947,0.00729966,0.0356717,0.00845287,0.0291015,0.0121349,0.0268319,0.0814214,0.050263,0,0,0,0
