Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,x59
41,0.0171375,0.057395,0.0281763,0,0.0194157,0.0518818,0.0225338,0,0.0431769,0.0578022,0.0228776,0.0294642,0.018194,0.0498104,0.0304183,0.0396133,0.065172,0.0615135,0.029305,0.0601983,0.0652191,0.0360075,0.0376033,0.0101406,0.0367344,0.0150905,0.0121149,0.030423,0,0.014821,0.0545038,0.0425159,0.0145172,0,0.0293205,0.0748252,0.0174242,0.0236294,0.0300885,0.0387741,0.0275003,0.0179538,0.0294099,0.0403348,0.0358215,0.0199027,0.0268268,0.0130144,0.0295428,0.0271245,0.0411145,0.00987562,0.0170889,0.0487604,0.051123,0,0,0,0,0
42,0.0170758,0.0571344,0.0294313,0,0.0184499,0.0509739,0.0225335,0,0.0432415,0.0582805,0.023255,0.0289122,0.0183152,0.0497142,0.0307112,0.039134,0.064913,0.060876,0.0283855,0.0602429,0.0649587,0.0354892,0.03831,0.0107596,0.0363013,0.0149036,0.0123126,0.0304651,0,0.0144011,0.0534946,0.0425391,0.0143536,0,0.0293773,0.074446,0.0185425,0.0234122,0.0296519,0.0391783,0.0277399,0.0174054,0.030133,0.0411439,0.0351616,0.0195182,0.0262885,0.0131419,0.0283442,0.0312311,0.040919,0.00986336,0.0171963,0.0485527,0.0517291,0,0,0,0,0
43,0.01699,0.0568899,0.0307139,0,0.0176252,0.050164,0.0225633,0,0.0432942,0.0586708,0.0235742,0.0285069,0.0192045,0.0496758,0.0311013,0.038616,0.0646726,0.0603721,0.0277668,0.05992,0.0643909,0.0346543,0.0386446,0.0111182,0.0357608,0.0147104,0.0125115,0.0303308,0,0.0140656,0.0524261,0.0426026,0.0143527,0,0.0294603,0.0740248,0.0198438,0.0230253,0.029072,0.0397036,0.0281009,0.0169088,0.0308497,0.0421789,0.0347902,0.0194901,0.0253699,0.0132629,0.0272248,0.0360451,0.0406168,0.00982455,0.017404,0.0483358,0.0522039,0,0,0,0,0
44,0.016912,0.0565775,0.033137,0,0.0167138,0.0488357,0.0227162,0,0.0434474,0.0591778,0.0233202,0.0280266,0.0210242,0.0498788,0.0315611,0.0380805,0.0651735,0.0599868,0.0268256,0.0592644,0.063639,0.0334949,0.03885,0.0111735,0.0351398,0.0145134,0.0127703,0.0307718,0,0.013255,0.0509829,0.0427044,0.0145605,0,0.0295953,0.0733859,0.0219677,0.0225536,0.0293385,0.0405267,0.0288052,0.0154643,0.0323913,0.0434723,0.0344567,0.0189195,0.0250174,0.0133593,0.0256302,0.0402766,0.0400274,0.0097505,0.0178299,0.0479692,0.0527625,0,0,0,0,0
45,0.0169217,0.0563336,0.0336343,0,0.0166804,0.0478076,0.0229366,0,0.0435692,0.059239,0.0228298,0.0281664,0.0214499,0.0504606,0.0321942,0.0377723,0.0650733,0.0598006,0.0262324,0.0585762,0.0631672,0.0328282,0.0385181,0.0115859,0.0344712,0.0143109,0.0130265,0.0300066,0,0.0129393,0.0496739,0.0428403,0.014825,0,0.0296954,0.0730657,0.0235898,0.0221443,0.0289959,0.0412857,0.0294552,0.0140637,0.0335129,0.0448355,0.0346361,0.0182524,0.0245892,0.0135082,0.0242142,0.0450341,0.03947,0.00969755,0.018244,0.0476449,0.0529828,0,0,0,0,0
46,0.0169373,0.0561444,0.0333228,0,0.0170385,0.0472401,0.0234444,0,0.0434453,0.0589613,0.021906,0.0290016,0.0210782,0.0512269,0.032961,0.0375617,0.0648295,0.0598624,0.0257775,0.0581113,0.0628812,0.0326425,0.0377928,0.0116997,0.0336541,0.0142976,0.0130434,0.0285535,0,0.0128757,0.0485493,0.0429624,0.0157451,0,0.0295938,0.0728587,0.0248249,0.0217651,0.0284538,0.0418981,0.030448,0.0136188,0.0344489,0.0463704,0.0351051,0.017186,0.0247345,0.0136927,0.0228082,0.0492108,0.0387622,0.0100569,0.0179938,0.0473824,0.0529243,0,0,0,0,0
47,0.0170506,0.0560922,0.0260994,0,0.0197326,0.049229,0.0236655,0,0.0433808,0.0571681,0.0222159,0.0321562,0.0175676,0.0520691,0.033512,0.038145,0.0619445,0.0602616,0.0270069,0.0580222,0.0632921,0.0340415,0.0359643,0.0125151,0.0332082,0.0140287,0.01334,0.0262575,0,0.0141947,0.0481378,0.0429966,0.0158776,0,0.0295398,0.0730645,0.0254717,0.0216077,0.0261253,0.0419518,0.0304848,0.0155881,0.0338702,0.0478694,0.0367245,0.0172506,0.0239783,0.0136267,0.0225337,0.0549152,0.0385646,0.0100141,0.0182428,0.0473875,0.0521765,0,0,0,0,0
48,0.0169129,0.0557544,0.0258291,0,0.0201283,0.0489348,0.0241179,0,0.0435588,0.0563886,0.0212265,0.0338713,0.0177854,0.0532027,0.034836,0.0377281,0.0615455,0.0602025,0.0262079,0.0580192,0.063564,0.0342239,0.0357232,0.0126371,0.0323955,0.0137007,0.0140416,0.0255195,0,0.013807,0.0470231,0.0429218,0.0164979,0,0.0297098,0.072122,0.026365,0.0212069,0.0274424,0.0423233,0.0311977,0.0143319,0.03746,0.0506065,0.0368829,0.0146437,0.0270383,0.0143533,0.0204201,0.0556407,0.0377114,0.00998377,0.0189765,0.0470848,0.0526728,0,0,0,0,0
49,0.0168162,0.0555552,0.0256968,0,0.0204143,0.049426,0.0245353,0,0.0436137,0.0559825,0.020525,0.034835,0.0180519,0.0539446,0.0357817,0.0371341,0.0611678,0.0599988,0.0258026,0.0580177,0.0637578,0.0344048,0.0355703,0.0126848,0.0318252,0.0135176,0.0144777,0.0239115,0,0.0148364,0.046746,0.0429054,0.0168069,0,0.0298836,0.0717884,0.0266784,0.0204889,0.026927,0.042858,0.0317045,0.0153682,0.0383766,0.0522455,0.0379037,0.014001,0.0276151,0.0145047,0.0200268,0.0598688,0.0371441,0.0100142,0.019659,0.0469161,0.0529374,0,0,0,0,0
50,0.0167697,0.055361,0.0255276,0,0.0205974,0.0500512,0.0249546,0,0.0436513,0.055943,0.0200911,0.0353692,0.0182456,0.0546216,0.0365169,0.0366474,0.0610728,0.0597147,0.0255748,0.0581449,0.0638062,0.0345422,0.0353585,0.0126214,0.0313354,0.0133935,0.0147704,0.0226471,0,0.016097,0.0463039,0.0428664,0.016991,0,0.0299139,0.0714538,0.0276648,0.0197826,0.0265791,0.0434122,0.031999,0.0167694,0.0392038,0.0535416,0.0386325,0.0134883,0.0281592,0.0145616,0.0198308,0.0645147,0.0367889,0.00991885,0.0201924,0.0468059,0.0531623,0,0,0,0,0
51,0.0167708,0.0551535,0.0254259,0,0.0207271,0.0508416,0.0252813,0,0.0436436,0.0557978,0.0200487,0.0356368,0.0182804,0.0548888,0.0370424,0.0361415,0.060842,0.0594062,0.0255227,0.0582949,0.0637412,0.0345318,0.0351804,0.0125741,0.0309793,0.0132793,0.0149898,0.0235228,0,0.0179393,0.045599,0.0427684,0.0170576,0,0.0298238,0.0712176,0.0301348,0.0190173,0.0261435,0.0439258,0.0321539,0.0181811,0.040134,0.0545739,0.0389721,0.0133197,0.0286534,0.0144583,0.0199867,0.0697452,0.0365708,0.00982493,0.0205508,0.0466661,0.0533636,0,0,0,0,0
52,0.0167758,0.0550044,0.0254234,0,0.0208225,0.051811,0.0255298,0,0.0436212,0.0555016,0.0202894,0.0356688,0.0181793,0.0546597,0.0375839,0.0356794,0.0605724,0.059103,0.0256882,0.0581267,0.0636959,0.0343486,0.0350844,0.0125532,0.0308696,0.0132486,0.015112,0.0265823,0,0.0202449,0.044642,0.0426356,0.0170272,0,0.0296743,0.0712238,0.0337658,0.0181947,0.02568,0.0443569,0.0321946,0.018469,0.0410214,0.0553239,0.0390574,0.0135738,0.0288848,0.0142,0.0203646,0.0760842,0.0365698,0.00973011,0.0207332,0.0464971,0.053587,0,0,0,0,0
53,0.0167468,0.0549148,0.0252439,0,0.0209484,0.0533851,0.0257061,0,0.0434587,0.054886,0.0203961,0.0347299,0.018348,0.053361,0.0375065,0.0349703,0.0603095,0.0586786,0.0254226,0.058229,0.0638488,0.0344969,0.0351179,0.0126174,0.0304168,0.0138769,0.0153155,0.0216061,0,0.0262801,0.0425497,0.0431829,0.0163167,0,0.0298917,0.0712283,0.0422097,0.0180358,0.0277028,0.045662,0.032608,0.0181474,0.0431178,0.0577541,0.0400035,0.0129781,0.0353247,0.0184619,0.0171236,0.0704118,0.0370364,0.00913956,0.0208117,0.0462762,0.0535865,0,0,0,0,0
54,0.0168464,0.0548742,0.0256968,0,0.0210417,0.0543661,0.0255051,0,0.043419,0.0547638,0.0205785,0.0343802,0.0183114,0.0525604,0.037706,0.0346167,0.0602794,0.0585374,0.0252532,0.0582442,0.063791,0.0344622,0.0350532,0.012157,0.0304343,0.0139598,0.0152864,0.0237001,0,0.026847,0.0415007,0.0431322,0.0158331,0,0.0298755,0.0716115,0.0443495,0.0177969,0.0286345,0.0459609,0.032428,0.0181583,0.0437455,0.0583654,0.0401096,0.0134525,0.0354567,0.0189897,0.0169569,0.0744672,0.0374098,0.00907966,0.0207614,0.0461645,0.0537791,0,0,0,0,0
55,0.0169771,0.0548926,0.0262444,0,0.0211066,0.0553905,0.025205,0,0.0433745,0.0547791,0.0204792,0.0340487,0.018329,0.0517079,0.0376374,0.0341518,0.060116,0.0583873,0.0252711,0.0581852,0.0637322,0.0344304,0.0350049,0.0115529,0.0305074,0.0140456,0.0151815,0.0259748,0,0.0271747,0.0406574,0.0430952,0.0153643,0,0.0299953,0.0721051,0.0458837,0.0175367,0.0298206,0.0462322,0.0322475,0.0182242,0.0442252,0.0588647,0.0402471,0.0140225,0.0351274,0.0193204,0.0170568,0.0766956,0.0378213,0.00927844,0.0205188,0.046221,0.0539676,0,0,0,0,0
56,0.0170837,0.0549769,0.0270781,0,0.0212158,0.056499,0.0248601,0,0.0433408,0.0547547,0.0201971,0.033701,0.0183861,0.0509292,0.0373033,0.0338534,0.0594484,0.0582243,0.0256257,0.058114,0.0637887,0.0345009,0.0349299,0.0108767,0.0307059,0.0141191,0.0150227,0.027245,0,0.0274814,0.0400866,0.0431121,0.0149202,0,0.0300909,0.0726814,0.0467608,0.0171677,0.0309575,0.0465838,0.0320582,0.0180928,0.0445389,0.0592271,0.0404143,0.014615,0.0343705,0.0192409,0.0176038,0.0777528,0.0382217,0.00945515,0.020236,0.04625,0.0541093,0,0,0,0,0
57,0.0171477,0.0550924,0.0281546,0,0.0211547,0.057484,0.0250335,0,0.0430454,0.0547713,0.0196665,0.0333398,0.0185448,0.0503528,0.0370441,0.0335771,0.0587925,0.0579886,0.0260822,0.0582604,0.0640454,0.0347277,0.0349991,0.010327,0.0307049,0.01442,0.0144293,0.0273686,0,0.0278063,0.039694,0.0430434,0.0145831,0,0.0301341,0.0731068,0.0470537,0.016827,0.0320957,0.0465026,0.0318169,0.0181368,0.044907,0.0595596,0.0405103,0.0152127,0.0334872,0.0189549,0.0184521,0.0782699,0.0385494,0.00953585,0.0200463,0.0462453,0.0542186,0,0,0,0,0
58,0.0171408,0.0551653,0.0288754,0,0.021494,0.0589201,0.0243398,0,0.0432922,0.0545385,0.0194263,0.0331795,0.0185974,0.0498237,0.0367066,0.0333012,0.0581973,0.0578826,0.0266155,0.0582225,0.0640665,0.0349224,0.034789,0.00978449,0.0306633,0.0142706,0.0146484,0.0271376,0,0.0279605,0.0392831,0.043153,0.014381,0,0.0302013,0.073713,0.0466829,0.0170621,0.0328254,0.0465715,0.0316833,0.0185328,0.0452526,0.0599725,0.0408006,0.0156582,0.0326433,0.0185502,0.0193199,0.0784962,0.0388386,0.00963351,0.0196985,0.0462217,0.054134,0,0,0,0,0
59,0.0170776,0.0551542,0.0297014,0,0.0215282,0.0598199,0.0243078,0,0.0432437,0.0544865,0.0188952,0.0329221,0.0187425,0.0496263,0.0365906,0.0326407,0.0575748,0.0578173,0.0267971,0.0584044,0.0641158,0.0352505,0.0349105,0.00940465,0.0305351,0.0142685,0.0145529,0.0267457,0,0.0281563,0.038774,0.0430908,0.014418,0,0.030199,0.0742255,0.046462,0.0169356,0.0335386,0.0466486,0.0316387,0.0187769,0.0456276,0.0603033,0.0408799,0.0158933,0.0320085,0.0182574,0.0200044,0.0781834,0.0389793,0.00979561,0.0194707,0.0461483,0.0540421,0,0,0,0,0
60,0.0171142,0.0551515,0.0301362,0,0.0218642,0.0608762,0.0235878,0,0.0434983,0.0542772,0.0189756,0.0322673,0.0186636,0.0488323,0.0355285,0.0323395,0.0568338,0.0579907,0.0269686,0.0583621,0.0639386,0.0353599,0.034659,0.00897574,0.0305776,0.0141616,0.0147632,0.0275767,0,0.0293333,0.0391365,0.0433529,0.0139391,0,0.0304375,0.0753358,0.0490359,0.0170381,0.0307576,0.0469388,0.0314616,0.020297,0.0431449,0.0588439,0.0413002,0.0153546,0.0283006,0.016155,0.0206116,0.0802467,0.039236,0.00973255,0.0194514,0.046292,0.0532135,0,0,0,0,0
61,0.0169155,0.054949,0.0306407,0,0.0219057,0.0617624,0.0236646,0,0.0437894,0.0539842,0.0186632,0.0325792,0.0188102,0.0493936,0.0361248,0.0314659,0.0558555,0.0579483,0.0270664,0.0585304,0.0639458,0.0354803,0.0344302,0.00864221,0.0301005,0.0140843,0.0150492,0.0259953,0,0.0279388,0.0380783,0.0431178,0.0142411,0,0.0305532,0.0749785,0.0451667,0.016373,0.0336273,0.0472356,0.0315784,0.0193386,0.0463376,0.0608194,0.0410271,0.0161246,0.0309239,0.0174635,0.0207607,0.076575,0.038912,0.00985643,0.0196281,0.0461234,0.0535755,0,0,0,0,0
62,0.0169778,0.054639,0.0310261,0,0.0220123,0.0624745,0.0245978,0,0.0434143,0.0538006,0.0183271,0.0323037,0.0189946,0.0495461,0.0363467,0.0305071,0.0547667,0.0577865,0.0272823,0.0586601,0.0640763,0.0356716,0.0346218,0.00834193,0.0294326,0.0145108,0.0149643,0.0258771,0,0.0277593,0.0377132,0.0432124,0.0141012,0,0.0304127,0.0752614,0.0441833,0.0160998,0.0335304,0.0478202,0.0316973,0.0194938,0.046332,0.0606942,0.0408476,0.016069,0.0302484,0.0167767,0.0209133,0.0760834,0.0388991,0.00973509,0.0203241,0.045872,0.0535476,0,0,0,0,0
63,0.0166782,0.0549388,0.0314191,0,0.0220945,0.0633789,0.0237599,0,0.0439782,0.053734,0.0187981,0.0317745,0.0192157,0.0488235,0.0358342,0.0305554,0.0544108,0.0579742,0.0274997,0.0582899,0.0639087,0.0355424,0.0339707,0.00842633,0.0295009,0.0140204,0.015202,0.0261373,0,0.0290365,0.0387102,0.0431484,0.0142803,0,0.0304926,0.0753985,0.0466384,0.0162303,0.0299922,0.0479013,0.0314539,0.0210568,0.0442751,0.059368,0.0412343,0.0158532,0.0271976,0.0149641,0.0214529,0.0778772,0.038669,0.00976382,0.019655,0.0463402,0.0524913,0,0,0,0,0
64,0.0165042,0.0547706,0.0317548,0,0.0221413,0.0643489,0.0240779,0,0.0442695,0.0536599,0.0186418,0.0320837,0.0193218,0.0493095,0.0365987,0.0299787,0.0536599,0.0579219,0.0276697,0.0580258,0.0637973,0.0356498,0.0338595,0.00842137,0.0289683,0.0139325,0.0157017,0.0242671,0,0.0275506,0.0381719,0.0428218,0.0146749,0,0.0305148,0.0750524,0.042878,0.0155185,0.0326926,0.0484954,0.0315794,0.0202502,0.0474888,0.0609888,0.0406459,0.0163437,0.0299231,0.0161544,0.0212837,0.073824,0.0381939,0.00985318,0.0199103,0.0460511,0.0528977,0,0,0,0,0
65,0.0165117,0.0547241,0.0319898,0,0.0220942,0.0650766,0.024324,0,0.0443489,0.0536106,0.0186743,0.031802,0.0193914,0.0489814,0.0368115,0.0297038,0.0532537,0.0579533,0.0279069,0.0579184,0.0636104,0.0357124,0.033811,0.00849421,0.0287075,0.0139382,0.0158643,0.0237227,0,0.0273583,0.0385257,0.0427034,0.014923,0,0.0305128,0.0750809,0.04243,0.014999,0.0324134,0.0491519,0.0315581,0.0201776,0.0481236,0.0609998,0.0404716,0.0164833,0.0295613,0.0157486,0.0214209,0.0729499,0.0379328,0.0099843,0.0198913,0.0461679,0.0526411,0,0,0,0,0
66,0.0165433,0.0546877,0.0322832,0,0.0220179,0.065649,0.0246674,0,0.0444088,0.0536526,0.0186978,0.0314289,0.0194932,0.0486671,0.0370467,0.0293092,0.0530605,0.0579803,0.0281894,0.0577402,0.0634213,0.0357988,0.0337316,0.00865123,0.0283942,0.0139772,0.0158484,0.0234341,0,0.0271499,0.038974,0.0426279,0.015106,0,0.0303819,0.0751661,0.0422013,0.0146922,0.0323407,0.049822,0.0315168,0.0199746,0.0488674,0.0610965,0.0403218,0.016751,0.0289966,0.015259,0.0216701,0.0721254,0.0377232,0.00976019,0.0199147,0.0462714,0.0523893,0,0,0,0,0
67,0.0167615,0.0547238,0.0322791,0,0.0221754,0.0664363,0.0247926,0,0.0443934,0.0538609,0.0192211,0.0304967,0.0196902,0.0477808,0.0365939,0.0292509,0.0528166,0.0581262,0.0285788,0.0574238,0.0632042,0.0357768,0.0334804,0.00863684,0.0283589,0.0142388,0.0155023,0.0246444,0,0.0282294,0.0399981,0.0427908,0.0149908,0,0.0302099,0.075546,0.0446577,0.0152963,0.0294886,0.050466,0.0311343,0.0217053,0.0472316,0.0598661,0.0408844,0.0172301,0.025519,0.0133103,0.0225735,0.0746666,0.0377324,0.0094292,0.0196966,0.0465394,0.0516347,0,0,0,0,0
68,0.0167194,0.0545759,0.0324238,0,0.0221347,0.0672752,0.0250993,0,0.044377,0.0541086,0.0193082,0.0304814,0.0199626,0.04809,0.0371315,0.02877,0.0524668,0.0580892,0.028886,0.057123,0.0630829,0.0357452,0.033335,0.00871403,0.0281167,0.0140283,0.0158187,0.0237961,0,0.026871,0.0397275,0.0425164,0.0153048,0,0.0301751,0.0756212,0.0426285,0.0149833,0.0322911,0.0509707,0.0310015,0.0214478,0.0499383,0.0608135,0.0400905,0.0175508,0.0269749,0.0140456,0.0224834,0.0717549,0.037424,0.00934776,0.0197469,0.0463869,0.0521165,0,0,0,0,0
69,0.0168471,0.0546097,0.0325611,0,0.0221489,0.0679222,0.025246,0,0.0442592,0.0543256,0.0196617,0.0299679,0.0201325,0.0475775,0.0370416,0.0285854,0.0522093,0.0580965,0.0291585,0.0569253,0.0629489,0.0356622,0.033213,0.00879277,0.0281237,0.0139258,0.0159425,0.0242235,0,0.0270287,0.0401529,0.0425101,0.0153584,0,0.0303076,0.0758029,0.0434011,0.0153063,0.0318065,0.0514889,0.0308655,0.022135,0.050318,0.0605898,0.0402049,0.0180877,0.0256922,0.0132007,0.0230367,0.0723885,0.0374247,0.00975319,0.0194865,0.0465894,0.0519097,0,0,0,0,0
70,0.0170459,0.0547136,0.0327358,0,0.022146,0.0685369,0.0253245,0,0.0440607,0.0545288,0.0200764,0.0292648,0.0202349,0.0468496,0.0367442,0.0284335,0.0518475,0.0581163,0.0294213,0.0568299,0.06285,0.0356186,0.0331298,0.00886619,0.0282522,0.0138844,0.0159882,0.024842,0,0.0277877,0.0406071,0.0426126,0.0152618,0,0.0302445,0.0757638,0.0444767,0.0158808,0.0300948,0.0520513,0.0306133,0.0231462,0.0501854,0.0604024,0.0408146,0.0189167,0.0238816,0.0120192,0.0241263,0.0739647,0.0375812,0.0100008,0.019131,0.046883,0.0514517,0,0,0,0,0
71,0.0170897,0.0547897,0.0330311,0,0.0219678,0.0690003,0.0253987,0,0.0438824,0.0547503,0.0201475,0.0289162,0.0203231,0.0466264,0.0370222,0.0280812,0.0513986,0.0580374,0.0296013,0.0569378,0.062877,0.0356976,0.0332277,0.00908018,0.028336,0.0137252,0.0160509,0.0247669,0,0.0277002,0.0406613,0.0425177,0.0153198,0,0.0299716,0.075791,0.0443501,0.0160204,0.0301189,0.0523826,0.0304059,0.0234965,0.0510637,0.0605553,0.040786,0.0195635,0.0235361,0.0117125,0.0249776,0.073743,0.0376467,0.00994192,0.0188911,0.0470065,0.0514078,0,0,0,0,0
72,0.017152,0.054798,0.0323179,0,0.0224178,0.0699197,0.0255215,0,0.0436685,0.0550651,0.0210285,0.0285814,0.0207922,0.0462073,0.0370418,0.0278488,0.0510909,0.0580935,0.0297802,0.0567076,0.0624067,0.035489,0.0327497,0.0086108,0.0282013,0.0140253,0.0154545,0.0245942,0,0.0274038,0.0410792,0.0425098,0.0145642,0,0.0302989,0.0759959,0.0435502,0.0162565,0.0298353,0.0525112,0.0301776,0.0239274,0.0517437,0.0606258,0.0409488,0.020099,0.0231167,0.0113727,0.0254382,0.0732129,0.0377675,0.00946509,0.0194112,0.0470499,0.0513874,0,0,0,0,0
73,0.0171274,0.0548382,0.0320503,0,0.0225392,0.0704834,0.0254818,0,0.0435964,0.055439,0.0214845,0.0282561,0.0211302,0.0458829,0.037063,0.0276306,0.0507943,0.0580422,0.0299972,0.056641,0.0621585,0.0354408,0.0325504,0.00854077,0.0282069,0.0140128,0.0152673,0.0240892,0,0.0271886,0.0414149,0.0424504,0.0145255,0,0.0304027,0.0761229,0.042782,0.0163159,0.0295705,0.0526211,0.0299181,0.0243296,0.0523144,0.0605977,0.0410242,0.0204784,0.0228777,0.0109327,0.0257751,0.0723687,0.0378654,0.00942876,0.0193075,0.0470434,0.0513811,0,0,0,0,0
74,0.0170345,0.0548572,0.0317414,0,0.02266,0.0709587,0.0254129,0,0.0436138,0.0558479,0.0218645,0.0279689,0.0214665,0.045586,0.0371435,0.0274016,0.0504124,0.0579547,0.0301438,0.0563632,0.061981,0.0354183,0.0323821,0.00846505,0.0281997,0.0141252,0.0150529,0.0232951,0,0.0270528,0.0418676,0.0424003,0.0144678,0,0.0304168,0.0761887,0.0417072,0.0163873,0.0291947,0.052739,0.0295861,0.0247081,0.0527281,0.0605004,0.0411091,0.0207499,0.0229168,0.0101241,0.0261021,0.0712562,0.0379512,0.00946795,0.0191881,0.0470102,0.051355,0,0,0,0,0
75,0.016897,0.0548892,0.031429,0,0.02278,0.0713359,0.0253054,0,0.0435817,0.0562623,0.0221916,0.0277078,0.0219068,0.0453436,0.0372534,0.027166,0.0500037,0.0578802,0.0302384,0.0561585,0.0618397,0.035358,0.0322296,0.00840577,0.0281611,0.0140874,0.0150066,0.022212,0,0.0270042,0.042265,0.0423419,0.014369,0,0.0303831,0.0762577,0.0403954,0.016378,0.0286858,0.0527816,0.0293646,0.0250323,0.052948,0.0602478,0.041247,0.020934,0.0230652,0.00952944,0.0263939,0.069742,0.0380465,0.0095124,0.0190346,0.0469764,0.0512862,0,0,0,0,0
76,0.0168108,0.05491,0.0313124,0,0.0229325,0.0715856,0.0251876,0,0.0434971,0.0566761,0.0225052,0.0274966,0.0222797,0.0451455,0.0372575,0.0269443,0.0496167,0.0577963,0.0303599,0.0560742,0.0617137,0.0352457,0.0320648,0.00834881,0.0280873,0.0138451,0.0151399,0.0208666,0,0.0269093,0.0425286,0.0422604,0.0143013,0,0.0303903,0.0763517,0.0388577,0.0163203,0.028025,0.0527049,0.0290425,0.0253805,0.0529806,0.0598059,0.0414575,0.0209962,0.0231491,0.00910206,0.0265639,0.0675024,0.0381498,0.00954785,0.0188848,0.0469343,0.0511925,0,0,0,0,0
77,0.0168002,0.0549272,0.0312396,0,0.0230728,0.0716563,0.0250217,0,0.0434763,0.0571446,0.0227086,0.0273518,0.0226197,0.0450461,0.0373569,0.0267258,0.0491951,0.0576803,0.0304656,0.0562182,0.0616277,0.0351736,0.0319665,0.00822073,0.0280644,0.0137084,0.0152095,0.0192947,0,0.026779,0.0428874,0.0421317,0.0142881,0,0.0303412,0.0763987,0.0372519,0.016235,0.0273441,0.0525353,0.0287694,0.0256572,0.0528287,0.0591675,0.041701,0.0210283,0.0231692,0.00870392,0.0267119,0.0644596,0.0382609,0.00956088,0.018815,0.0469206,0.0511243,0,0,0,0,0
78,0.0167576,0.0550149,0.0313333,0,0.0232301,0.0717464,0.0248245,0,0.0436179,0.057668,0.0228588,0.0272613,0.0229282,0.0449642,0.0375045,0.026544,0.0487684,0.0575077,0.0304945,0.0562117,0.0615883,0.0353042,0.0319007,0.00818403,0.0280338,0.0137461,0.0150626,0.0175395,0,0.026521,0.0432435,0.0420276,0.0142405,0,0.0302451,0.0763827,0.0353365,0.0161794,0.0265425,0.0522953,0.0283197,0.025916,0.0522684,0.0583786,0.0420348,0.0211523,0.0236011,0.00822741,0.0269935,0.0607161,0.0383646,0.00942967,0.0186562,0.0469964,0.0510388,0,0,0,0,0
79,0.0168377,0.0550661,0.0344108,0,0.0248392,0.0716614,0.0239127,0,0.0441766,0.0579991,0.0232203,0.0275066,0.0233945,0.0454316,0.0379889,0.0273726,0.0493146,0.0574962,0.0303541,0.0552724,0.0608953,0.0347584,0.0311247,0.0108765,0.0284024,0.0133863,0.01501,0.0199971,0,0.0243514,0.0438231,0.0412807,0.0149204,0,0.029476,0.0770447,0.0312296,0.0148792,0.0264113,0.0509596,0.0277641,0.0256917,0.0482697,0.0550043,0.0422294,0.0240993,0.018967,0.0037003,0.0301172,0.0649487,0.0385352,0.00940959,0.018655,0.0470887,0.0513786,0,0,0,0,0
80,0.0169021,0.0551664,0.0345211,0,0.0250754,0.0715295,0.0238616,0,0.0442143,0.0585489,0.0233049,0.0274399,0.0237354,0.045275,0.0378718,0.0271675,0.0488341,0.0572436,0.0302819,0.0553517,0.0609512,0.0348884,0.0312141,0.0109179,0.0283916,0.0134293,0.0149139,0.0166916,0,0.0244201,0.0442322,0.0412479,0.0149243,0,0.0295261,0.0769394,0.0293559,0.0149268,0.0261762,0.0506918,0.0274099,0.025802,0.0474023,0.0542551,0.04279,0.0244569,0.0199652,0.00421015,0.0308927,0.0585083,0.0387297,0.00968306,0.0183905,0.0472359,0.0512374,0,0,0,0,0
81,0.0170124,0.0552732,0.0349529,0,0.0252316,0.0711976,0.0239393,0,0.0441227,0.0589503,0.0232342,0.0274328,0.0238803,0.0450805,0.0378068,0.0269813,0.0484344,0.056942,0.0301379,0.0556896,0.0611112,0.0350015,0.0314136,0.011313,0.0283754,0.0134618,0.0147579,0.0143128,0,0.0244407,0.0445358,0.0412001,0.0147968,0,0.0295451,0.0768107,0.027319,0.0150808,0.0263785,0.0503631,0.026858,0.025929,0.0463859,0.0534922,0.0434191,0.0249943,0.0207312,0.00474959,0.031825,0.0512795,0.0390083,0.00981697,0.0182311,0.0473894,0.0510577,0,0,0,0,0
82,0.0171376,0.0553741,0.0347697,0,0.0255274,0.0706776,0.02371,0,0.0442544,0.0595489,0.023367,0.0272176,0.0243066,0.0447331,0.0376866,0.0268771,0.0479123,0.0566332,0.0300155,0.0556471,0.0612143,0.0350893,0.0313387,0.0111918,0.028448,0.0135307,0.014607,0.0140495,0,0.0246726,0.0451169,0.0412275,0.015143,0,0.029279,0.0764536,0.0253055,0.0155885,0.0266085,0.0501074,0.0263776,0.026218,0.045105,0.0528147,0.0442811,0.0257592,0.0212297,0.00540427,0.0329405,0.0440165,0.0392538,0.0101775,0.0174549,0.0475625,0.0507935,0,0,0,0,0
