Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,x59,LWRA
129,0.0161044,0.0570752,0.0303291,0,0.0131787,0.0424642,0.023218,0,0.0435584,0.0624674,0.0457147,0.0281005,0.0173502,0.0545355,0.0329216,0.0481569,0.075666,0.0687051,0.0353642,0.0639816,0.0672308,0.0376025,0.0446869,0.0556017,0.033476,0.012665,0.0299887,0,0.0233197,0.0631823,0.0430293,0.0188152,0,0.029653,0.0699826,0.0118805,0.0230569,0.030532,0.0420162,0.0348766,0.0182992,0.0322514,0.0452887,0.0425495,0.0261587,0.024343,0.0099209,0.036884,0.00823878,0.0357977,0.00997592,0.0194659,0.0515826,0.0480539,0,0,0,0,0,0.0146453
130,0.0161498,0.0570997,0.0286923,0,0.0135635,0.0430743,0.0231906,0,0.0436514,0.0626187,0.0438193,0.0281937,0.0162834,0.0543713,0.0326622,0.0483704,0.0757036,0.0684173,0.0357673,0.0634504,0.0669296,0.0373344,0.0438139,0.0500792,0.033736,0.0124439,0.0305206,0,0.0233634,0.0631426,0.0431548,0.0188503,0,0.0296875,0.0703458,0.0119123,0.0230877,0.0305855,0.0420287,0.0347609,0.0185578,0.0317725,0.0450601,0.0426203,0.0262888,0.0241422,0.00985845,0.0370029,0.00815109,0.0358627,0.0100174,0.0193282,0.0517227,0.0479311,0,0,0,0,0,0.0148798
131,0.0162191,0.057065,0.0274927,0,0.0140208,0.0437316,0.0231772,0,0.0437142,0.0627318,0.0418152,0.0282316,0.0152408,0.0542092,0.0322688,0.0485032,0.0755414,0.0680544,0.0361531,0.062848,0.0666091,0.0369424,0.0428858,0.0441931,0.033974,0.0122657,0.0309075,0,0.0234851,0.0629043,0.04332,0.0189023,0,0.0297193,0.0707358,0.0118471,0.0230877,0.0306643,0.0420753,0.0346544,0.0187762,0.0313337,0.0448189,0.0426744,0.0264719,0.0240522,0.00982515,0.0371314,0.00807251,0.0359271,0.0100653,0.0191617,0.0517971,0.0477968,0,0,0,0,0,0.0150383
132,0.0163309,0.0570002,0.0270882,0,0.0145007,0.0444159,0.0231575,0,0.0436804,0.0627786,0.0398285,0.0280295,0.014297,0.054053,0.0319302,0.0485433,0.0753831,0.0676231,0.0365339,0.0622854,0.0662237,0.0365505,0.041978,0.0378705,0.0342029,0.0122581,0.0312702,0,0.0236151,0.0625227,0.0434737,0.0189438,0,0.0297088,0.0711359,0.01171,0.0230845,0.0307434,0.042219,0.0345869,0.018899,0.0309266,0.0445731,0.0426853,0.0267297,0.0240588,0.00982198,0.0372897,0.00796711,0.0359686,0.0101067,0.0190035,0.0519344,0.0477075,0,0,0,0,0,0.0150125
133,0.0164706,0.0569575,0.0277116,0,0.0149983,0.0451672,0.0231173,0,0.0436506,0.062746,0.037957,0.0278473,0.0135868,0.053858,0.0316329,0.0484963,0.0749683,0.0672054,0.0369538,0.0618451,0.0658333,0.0362814,0.0412187,0.0311745,0.0344424,0.0121472,0.0316993,0,0.0237535,0.0619969,0.0436509,0.0189451,0,0.0296177,0.0715374,0.011525,0.0230734,0.0308274,0.042352,0.0345011,0.0188101,0.0304974,0.0443103,0.0426612,0.026991,0.024016,0.00978288,0.0374492,0.00790013,0.0360269,0.0101306,0.0188913,0.0521311,0.0476037,0,0,0,0,0,0.0150766
134,0.0166688,0.0569259,0.0293499,0,0.0157258,0.0460076,0.023122,0,0.0436632,0.0626603,0.0362788,0.0278096,0.0131768,0.0535697,0.0311867,0.0483907,0.0742639,0.0668199,0.0374413,0.0615729,0.0656092,0.0362364,0.0407606,0.0243715,0.0347018,0.0118854,0.0322652,0,0.0239285,0.061363,0.0438645,0.0189669,0,0.0296131,0.0719373,0.0113231,0.0230317,0.0309472,0.0423936,0.0343822,0.0189874,0.0300608,0.0440275,0.0426293,0.0273384,0.0239157,0.00974617,0.0376023,0.0078915,0.0360985,0.0101683,0.0188079,0.0523119,0.0474532,0,0,0,0,0,0.0152345
135,0.016962,0.0568979,0.0315202,0,0.0168461,0.0471799,0.0229741,0,0.0438233,0.0622704,0.0348215,0.0280576,0.0132238,0.0532372,0.030671,0.0482493,0.0732326,0.0665645,0.0380698,0.0614805,0.0656502,0.0366546,0.0402254,0.0181121,0.0350482,0.012052,0.0331956,0,0.0240784,0.0605806,0.0440633,0.0188856,0,0.0296716,0.0724397,0.0110249,0.0229443,0.0312991,0.042362,0.0341522,0.0195875,0.0296157,0.0436824,0.0426716,0.0277854,0.0238626,0.00974592,0.0378129,0.0080684,0.0362148,0.010154,0.0187931,0.0524826,0.0472398,0,0,0,0,0,0.0148921
136,0.01721,0.0569275,0.0348156,0,0.01788,0.0481572,0.0230485,0,0.0437614,0.0619296,0.0333324,0.0281755,0.0139968,0.052936,0.0301952,0.047951,0.0719285,0.0662664,0.0384787,0.0615381,0.065892,0.0374322,0.0398132,0.012355,0.0353771,0.0116678,0.0338815,0,0.024315,0.0599204,0.0442566,0.0187984,0,0.0296258,0.0728957,0.0108196,0.0230818,0.03166,0.0423225,0.0338964,0.0201844,0.029148,0.0432963,0.042661,0.0281867,0.023787,0.00973102,0.0379919,0.00827102,0.036402,0.0101217,0.0186982,0.0526215,0.0469887,0,0,0,0,0,0.0151287
137,0.0175314,0.0569549,0.0378573,0,0.019012,0.0494118,0.0231236,0,0.0436835,0.0614484,0.0323428,0.0289623,0.0151926,0.0524658,0.0297343,0.0477813,0.0704874,0.0661384,0.0387258,0.0615422,0.0662432,0.0381168,0.0393311,0.00845604,0.0356892,0.0114447,0.034777,0,0.0245218,0.059278,0.0444482,0.0186642,0,0.029562,0.0733366,0.0106521,0.0231577,0.0320738,0.0419218,0.033636,0.0207408,0.0286967,0.0429032,0.0427033,0.028525,0.023662,0.00973296,0.0381684,0.00863009,0.0365862,0.0100974,0.0186804,0.0527823,0.0466724,0,0,0,0,0,0.0152419
138,0.0179914,0.0569082,0.0380761,0,0.0210202,0.0513615,0.0223523,0,0.0441725,0.060394,0.0325829,0.0301889,0.0175872,0.0519426,0.0291235,0.0476813,0.0683936,0.0662694,0.0389629,0.0611174,0.0663374,0.0387752,0.0382699,0.00687969,0.036182,0.0127656,0.0362541,0,0.0246123,0.0587603,0.0447238,0.0184899,0,0.0295123,0.073966,0.0105375,0.023035,0.0325832,0.0415787,0.0333136,0.0216631,0.0280939,0.0425163,0.0430773,0.0288442,0.0234875,0.00972932,0.0383742,0.00950188,0.0367884,0.0100841,0.0186393,0.052832,0.046377,0,0,0,0,0,0.014342
139,0.0182588,0.0570057,0.0375396,0,0.0226171,0.0523292,0.0222798,0,0.0443081,0.059881,0.0330901,0.0301049,0.0203961,0.0516257,0.0285859,0.0473502,0.0663256,0.0661699,0.0386486,0.0605545,0.066085,0.0391677,0.0371031,0.00622773,0.0365898,0.0128611,0.0373734,0,0.0247494,0.0586814,0.0449108,0.0183939,0,0.0294389,0.0744683,0.0104851,0.0230678,0.0329353,0.0415306,0.0330107,0.0224972,0.0274263,0.0420896,0.0432607,0.0291783,0.023275,0.0097777,0.0385211,0.0102928,0.0370469,0.010136,0.0183914,0.0527676,0.0462749,0,0,0,0,0,0.0144667
140,0.0184455,0.0571367,0.0356258,0,0.0239033,0.0527542,0.0221739,0,0.0445128,0.0597757,0.0337524,0.0302109,0.0231814,0.0512297,0.0281827,0.0470154,0.0645841,0.0659294,0.037879,0.059733,0.0654907,0.0392348,0.0358569,0.0068552,0.0368852,0.013063,0.0382146,0,0.0248396,0.0587982,0.045057,0.0183576,0,0.0293844,0.0748883,0.0104745,0.0232662,0.0331894,0.0414618,0.03278,0.0228715,0.0268325,0.0417325,0.0432721,0.0294648,0.0230418,0.00980938,0.0386316,0.0109631,0.0372362,0.010244,0.0181076,0.0526332,0.046274,0,0,0,0,0,0.014519
141,0.0184504,0.0573938,0.0362853,0,0.0230136,0.0525816,0.0232193,0,0.0440678,0.0600007,0.0360388,0.0303292,0.0244664,0.0507724,0.0280475,0.0466794,0.0636402,0.0654905,0.0369652,0.058834,0.065283,0.0383594,0.0336502,0.0101947,0.0369201,0.0110733,0.0387406,0,0.0248749,0.0590051,0.0450729,0.0179613,0,0.0293973,0.0751154,0.0104148,0.023494,0.0333521,0.0411823,0.0325101,0.0227556,0.0264605,0.0413636,0.0430386,0.0297166,0.0228154,0.00983301,0.0387382,0.0114181,0.037503,0.00996802,0.0183323,0.05259,0.0463279,0,0,0,0,0,0.0159528
142,0.0181774,0.0576881,0.0348788,0,0.0226624,0.0530097,0.0209426,0,0.0459438,0.0598377,0.0358953,0.0298557,0.0219714,0.0497391,0.0276367,0.0446254,0.0625193,0.0648541,0.035888,0.0612612,0.0670905,0.0401194,0.0366451,0.0115813,0.0370967,0.0128593,0.0351851,0,0.0238659,0.0593316,0.0448298,0.0184094,0,0.0294786,0.0758943,0.00947477,0.0236794,0.0349949,0.0399124,0.0326064,0.0235334,0.0245917,0.0404251,0.0431554,0.0316714,0.0203708,0.0100383,0.0403907,0.00842779,0.0373975,0.0099915,0.0175022,0.0529804,0.0462113,0,0,0,0,0,0.0136012
143,0.0181029,0.0578983,0.0363485,0,0.0224713,0.0533255,0.0202621,0,0.0465593,0.0597492,0.038429,0.02977,0.021057,0.04911,0.0273593,0.0433735,0.0621602,0.0646296,0.0356327,0.0623821,0.0680984,0.0405468,0.0375287,0.0141372,0.0372529,0.0129884,0.0357805,0,0.0237029,0.0595873,0.0447456,0.0183952,0,0.0294477,0.076103,0.00938587,0.0238418,0.0352652,0.039282,0.0324591,0.0235718,0.0242024,0.0400945,0.0429929,0.0318899,0.020145,0.0101219,0.0404061,0.00881691,0.0376014,0.0100117,0.0170611,0.0531522,0.0462298,0,0,0,0,0,0.0131341
144,0.0180818,0.0579975,0.0371994,0,0.0224879,0.0536425,0.0194339,0,0.0470856,0.0597096,0.0404887,0.0298793,0.0209565,0.04861,0.0271541,0.0427231,0.0620833,0.064553,0.0358538,0.0631529,0.0687765,0.0408311,0.0381383,0.0161477,0.0374658,0.0133812,0.0365521,0,0.0233705,0.0596855,0.0447061,0.0184891,0,0.0293133,0.0763477,0.00921908,0.0239197,0.0355467,0.0388636,0.0322879,0.0236797,0.0238587,0.039797,0.0429152,0.032005,0.0199345,0.0101796,0.0403707,0.00947355,0.0377972,0.0102838,0.0165193,0.0532087,0.0462817,0,0,0,0,0,0.0127954
145,0.0178685,0.0582435,0.0371525,0,0.0226939,0.053746,0.0215599,0,0.0460972,0.0599144,0.0415857,0.0300258,0.0214029,0.0483915,0.0274273,0.0425738,0.0621497,0.0644315,0.0362184,0.0635686,0.0691149,0.0409653,0.0384237,0.0173327,0.0370699,0.00970819,0.0364991,0,0.0232939,0.0599439,0.0443572,0.0170125,0,0.0295814,0.0766417,0.00936168,0.0237003,0.0351822,0.038507,0.0317316,0.0238362,0.0233841,0.0396374,0.0428064,0.0318632,0.0197104,0.0101976,0.040078,0.00975618,0.0382411,0.00894713,0.0177417,0.0533543,0.0464281,0,0,0,0,0,0.0149446
146,0.0184972,0.0576439,0.0359118,0,0.0229617,0.053069,0.0156101,0,0.048699,0.0599528,0.0411125,0.0298242,0.0219027,0.0487123,0.0258915,0.0432123,0.0627932,0.0641758,0.0359701,0.063404,0.0690053,0.0410361,0.0382008,0.0171812,0.0400124,0.013723,0.0391485,0,0.0216464,0.0587931,0.0450126,0.0193561,0,0.028491,0.076809,0.00922347,0.0238014,0.0371019,0.0392614,0.0317514,0.0234945,0.0239241,0.0391358,0.0427559,0.032041,0.0197978,0.00997841,0.0404298,0.0122283,0.0382122,0.0119037,0.0152949,0.0524809,0.0465623,0,0,0,0,0,0.0159416
147,0.0181745,0.0576924,0.0343531,0,0.0233351,0.0535712,0.0181238,0,0.0474067,0.0602819,0.0403545,0.0306615,0.022516,0.0483857,0.0272424,0.0438997,0.0629892,0.0641032,0.0363605,0.06259,0.068446,0.0408546,0.0373623,0.0165168,0.0383027,0.014193,0.0379732,0,0.0216226,0.0597196,0.0444937,0.0183237,0,0.0286911,0.0769903,0.00972752,0.0233664,0.0355662,0.0386503,0.0315324,0.0237471,0.0233583,0.0393418,0.042783,0.0313611,0.0196906,0.0100561,0.03968,0.0118839,0.0383904,0.0110335,0.0157292,0.0527734,0.0467775,0,0,0,0,0,0.0134669
148,0.0181541,0.0575955,0.0322915,0,0.0240406,0.0534304,0.0192369,0,0.0465068,0.0604503,0.0387998,0.0310955,0.0233978,0.0486254,0.0276229,0.0450438,0.0634638,0.064001,0.0365532,0.0615332,0.0674466,0.040515,0.0367477,0.0152312,0.0379725,0.0142816,0.0377691,0,0.0209574,0.0598429,0.0443091,0.0176686,0,0.0287229,0.0771155,0.0102705,0.0230635,0.0349248,0.0388094,0.0310141,0.0236931,0.0233897,0.0393878,0.0427314,0.0308553,0.0196779,0.0100903,0.0392019,0.0124152,0.038538,0.010844,0.0160108,0.0524024,0.0470267,0,0,0,0,0,0.0132308
149,0.0184205,0.0573574,0.0322598,0,0.0240214,0.0529379,0.0204136,0,0.0451564,0.0604911,0.0394651,0.0312518,0.0260389,0.0492005,0.0277744,0.0466519,0.0640556,0.0641206,0.0369752,0.0591901,0.0657954,0.0386033,0.0335394,0.0165951,0.0380673,0.0148113,0.0428936,0,0.0212675,0.0598432,0.0446288,0.0168697,0,0.028653,0.0765082,0.0105017,0.0230826,0.0326546,0.039987,0.0304251,0.0221455,0.0255781,0.0402057,0.0420789,0.0281032,0.0226881,0.01014,0.0367015,0.0171678,0.0388054,0.0110278,0.0161943,0.0513124,0.0472816,0,0,0,0,0,0.0138949
150,0.01824,0.0574533,0.0281695,0,0.0263883,0.0530857,0.0205665,0,0.0450595,0.0600013,0.0356629,0.0314735,0.0252965,0.0494365,0.0281692,0.0468168,0.0644679,0.0642514,0.0368157,0.059966,0.0654777,0.0396211,0.0363099,0.012637,0.0378228,0.0141825,0.0430633,0,0.0203165,0.0595744,0.0444277,0.0163802,0,0.0287335,0.0766138,0.0111766,0.0229235,0.0323861,0.0399603,0.0301236,0.021491,0.0258033,0.0401962,0.0418235,0.0274708,0.0228384,0.0101936,0.0361244,0.0175988,0.0387803,0.0107501,0.0164985,0.0511559,0.0473805,0,0,0,0,0,0.0143106
151,0.0181605,0.0575046,0.0276084,0,0.0265909,0.0530458,0.0208714,0,0.0450225,0.0595491,0.0343324,0.0317235,0.0238034,0.0496895,0.0283866,0.0467858,0.0650409,0.0642991,0.0365841,0.0602529,0.0654944,0.0395768,0.037372,0.0111447,0.0376195,0.013499,0.0430831,0,0.0193546,0.0591362,0.0442808,0.0159493,0,0.0288011,0.0766248,0.0120194,0.0228382,0.0321023,0.0399443,0.0297701,0.0209159,0.0261034,0.0401964,0.0415028,0.0267755,0.023024,0.0102976,0.0354822,0.0179226,0.0387682,0.0104944,0.0168208,0.0512124,0.0474198,0,0,0,0,0,0.0148059
152,0.0181188,0.0575205,0.0270252,0,0.0263228,0.0529585,0.0210148,0,0.0448568,0.0591183,0.0326347,0.032029,0.0222828,0.049907,0.0285603,0.0465449,0.0652601,0.0642595,0.0361814,0.060465,0.0655377,0.0393625,0.0378542,0.0103408,0.037487,0.0133271,0.0429796,0,0.0184393,0.0585626,0.0441518,0.015619,0,0.0288939,0.076632,0.0129897,0.0228946,0.031816,0.039833,0.0294499,0.0205102,0.0263499,0.0402077,0.0411076,0.026026,0.0231956,0.0104506,0.034721,0.0182001,0.0387896,0.0103842,0.0170073,0.0512921,0.0474749,0,0,0,0,0,0.0148225
153,0.0180202,0.0575879,0.0261543,0,0.0253565,0.0528838,0.0210751,0,0.0445946,0.0587316,0.0307163,0.032295,0.020917,0.0501247,0.0289239,0.0460323,0.0650839,0.0640502,0.0353932,0.0605823,0.0656486,0.0389224,0.0377036,0.0104596,0.0373756,0.0132714,0.0428579,0,0.0174838,0.0578374,0.0439852,0.015248,0,0.0289464,0.0766787,0.0140743,0.0232151,0.0316287,0.0396286,0.0291218,0.0201561,0.0265335,0.0402065,0.0405789,0.0252687,0.0233664,0.0106434,0.0338652,0.0185745,0.0389236,0.0103171,0.0170961,0.0513273,0.0475839,0,0,0,0,0,0.0147338
154,0.0178789,0.0576897,0.0249573,0,0.0243273,0.052872,0.0211287,0,0.0443368,0.0584109,0.0289258,0.0325021,0.0200262,0.0502837,0.029306,0.045148,0.0648034,0.0636663,0.0342327,0.0605461,0.0657175,0.0382976,0.0369353,0.0110991,0.0372888,0.0131921,0.0426704,0,0.0165378,0.057083,0.0437902,0.0148443,0,0.0289865,0.0767695,0.0152058,0.0234605,0.0314974,0.0393622,0.0287768,0.0197881,0.0267175,0.0402262,0.0399592,0.0245477,0.0235483,0.0109055,0.0330721,0.019039,0.0391428,0.0103096,0.0171083,0.0513123,0.0477731,0,0,0,0,0,0.0146723
155,0.0177338,0.0578035,0.0241868,0,0.0239122,0.0529174,0.0211905,0,0.0441296,0.0581624,0.0274118,0.0326247,0.0198495,0.0504151,0.0296477,0.043949,0.0645364,0.0631891,0.0329683,0.060301,0.06568,0.0377282,0.0360078,0.011309,0.0371759,0.0130884,0.0423123,0,0.0155968,0.056339,0.043561,0.014443,0,0.0289735,0.0768673,0.0163576,0.0236285,0.0313772,0.0390605,0.0286027,0.0193243,0.0269785,0.0403236,0.0394749,0.0238175,0.0236583,0.0112343,0.0322416,0.0196507,0.0394408,0.0103199,0.0170575,0.051277,0.0480479,0,0,0,0,0,0.0146492
156,0.0175726,0.0578881,0.0244545,0,0.0238913,0.0529229,0.0213486,0,0.0439173,0.0579913,0.0261679,0.0325805,0.0199291,0.0506027,0.0300404,0.0427143,0.0644505,0.0627475,0.031969,0.0602735,0.0656216,0.0374196,0.0357271,0.0111304,0.0370429,0.0127969,0.0417086,0,0.0146385,0.0555858,0.0433001,0.0139396,0,0.0289147,0.0768909,0.0175146,0.0237745,0.0312925,0.0387533,0.0284335,0.0186883,0.0273562,0.0405076,0.0388521,0.0230969,0.0236368,0.01158,0.0313676,0.0204634,0.0397685,0.0102345,0.0170411,0.0512675,0.0486077,0,0,0,0,0,0.0147902
157,0.0172942,0.0579269,0.0259795,0,0.0233246,0.0525198,0.021695,0,0.0436398,0.0581079,0.0250674,0.0321792,0.0194717,0.0508715,0.0307159,0.0416845,0.0646497,0.0622274,0.0310679,0.060535,0.0657536,0.0371793,0.0364077,0.0109762,0.036766,0.012148,0.040966,0,0.0136538,0.0548252,0.0429992,0.0135907,0,0.0288823,0.0767138,0.0188048,0.023933,0.0312376,0.0384812,0.0283005,0.0177493,0.027965,0.0408642,0.038005,0.0223779,0.0234293,0.011876,0.0304401,0.021467,0.0400763,0.010105,0.0169424,0.0512355,0.0492496,0,0,0,0,0,0.0152155
158,0.0169857,0.0578621,0.027008,0,0.0224322,0.0519796,0.0220661,0,0.0433825,0.0583836,0.024653,0.0315672,0.0187339,0.051041,0.0315702,0.0410717,0.0646042,0.0615435,0.0299755,0.0609312,0.0658694,0.0368547,0.0373237,0.0117461,0.0363818,0.0116385,0.0404183,0,0.0128007,0.0540512,0.0426633,0.0132674,0,0.0289484,0.0763629,0.0200497,0.0238608,0.0310533,0.0384351,0.0282445,0.0167824,0.0287764,0.0415738,0.0373556,0.0217466,0.0228914,0.0122052,0.0294243,0.0229436,0.0402587,0.0101065,0.0169132,0.0511359,0.049915,0,0,0,0,0,0.0154946
159,0.016723,0.0576564,0.0277692,0,0.021195,0.0511635,0.022122,0,0.043374,0.0586283,0.0248043,0.0308423,0.0183761,0.0510225,0.0323506,0.0407155,0.0645186,0.0608766,0.0287114,0.0609574,0.0656584,0.0361972,0.0380257,0.0127165,0.0359499,0.0116584,0.0399043,0,0.0121008,0.0532116,0.0424087,0.0131848,0,0.0289899,0.0758521,0.0214292,0.0234447,0.0306819,0.0386049,0.0282937,0.0159032,0.0297805,0.0425896,0.03671,0.0213712,0.0220547,0.0124893,0.0283324,0.025082,0.0403137,0.0101807,0.016823,0.0509427,0.0505665,0,0,0,0,0,0.0154101
160,0.0164914,0.057344,0.0278104,0,0.0200756,0.0501752,0.0222277,0,0.0434279,0.0590562,0.0253714,0.0303689,0.0187275,0.0509563,0.0329632,0.0401595,0.0643049,0.0603856,0.027911,0.0607063,0.0649664,0.0352087,0.0382168,0.013612,0.035398,0.0117295,0.0393106,0,0.0115566,0.0523021,0.0421946,0.0132443,0,0.0290695,0.075304,0.0228078,0.0228454,0.0300463,0.0390438,0.0284794,0.0153006,0.0307804,0.0438255,0.0364686,0.0210817,0.0213474,0.0127582,0.0271812,0.027984,0.0401691,0.0102679,0.0168607,0.0506272,0.0513254,0,0,0,0,0,0.0153069
161,0.0162674,0.0569699,0.0284719,0,0.0188201,0.0486684,0.0224611,0,0.0435403,0.0595833,0.0252749,0.0299774,0.0196546,0.0509959,0.0335007,0.0394437,0.064399,0.0600053,0.0271634,0.0600955,0.0640301,0.0339685,0.0383325,0.0137017,0.034691,0.0118606,0.0380943,0,0.0111131,0.0512454,0.0421085,0.0135761,0,0.029163,0.0746352,0.0241728,0.0220126,0.0292511,0.039734,0.0290577,0.0148107,0.0317032,0.0451243,0.0365274,0.0206226,0.0209907,0.0129368,0.0260141,0.0314259,0.0397541,0.0101942,0.0171411,0.050204,0.0519605,0,0,0,0,0,0.0151796
162,0.0161772,0.0566195,0.0261013,0,0.0192283,0.0479472,0.0226599,0,0.0437496,0.0592874,0.0254241,0.0308465,0.0187917,0.0513734,0.034157,0.0393524,0.0635213,0.0599092,0.0270652,0.0592849,0.063335,0.0335036,0.0373284,0.0147449,0.0340167,0.0121845,0.0370025,0,0.0108411,0.0500811,0.0420686,0.0136787,0,0.0293411,0.0739749,0.0245659,0.0213396,0.0280506,0.0403891,0.0295409,0.0149082,0.0324084,0.0465725,0.0370603,0.0198986,0.0210218,0.0133324,0.0248217,0.0343367,0.0392735,0.0102409,0.0176096,0.0497985,0.0521529,0,0,0,0,0,0.0150304
163,0.0159821,0.0562633,0.0305489,0,0.0174746,0.0454271,0.0231171,0,0.0439754,0.0600637,0.0235944,0.0299761,0.021223,0.0516649,0.0349676,0.0385761,0.0654369,0.0598771,0.0251952,0.0586259,0.0625068,0.0319895,0.037928,0.0132986,0.0329734,0.0126633,0.03467,0,0.0111179,0.0494292,0.0421939,0.0143466,0,0.0296829,0.0730751,0.0245877,0.0200611,0.0270733,0.0415105,0.0308098,0.0149164,0.0332692,0.0479396,0.0375711,0.019071,0.0213762,0.0134714,0.0239998,0.0367712,0.0382221,0.0100788,0.0186152,0.0491948,0.0525699,0,0,0,0,0,0.0147823
164,0.0159653,0.0560954,0.0307566,0,0.0176735,0.0445878,0.0236276,0,0.0441747,0.0595937,0.0224042,0.0309399,0.0211719,0.0523677,0.0358381,0.0383932,0.0656915,0.0601974,0.0247598,0.058344,0.0624182,0.0318502,0.037467,0.0135168,0.0321536,0.0131653,0.0320087,0,0.0120065,0.0489734,0.0423071,0.0149555,0,0.0299442,0.0726874,0.0243262,0.0193135,0.0261524,0.042344,0.0316551,0.0160031,0.0342762,0.0495286,0.0384609,0.0180334,0.0221178,0.0134454,0.0234887,0.0388275,0.0374316,0.0100112,0.0193929,0.0487916,0.0525192,0,0,0,0,0,0.0146045
165,0.0160326,0.0560053,0.0306921,0,0.0180729,0.0444562,0.0241415,0,0.044383,0.0588398,0.0211835,0.032304,0.0211073,0.0532551,0.0368889,0.0380899,0.0658163,0.0604564,0.0245118,0.0582952,0.0625724,0.0320472,0.0370376,0.0134511,0.0313934,0.0137821,0.0296327,0,0.0129583,0.0485641,0.0423728,0.0155565,0,0.0301599,0.0723453,0.0241028,0.0186161,0.0256632,0.0429996,0.0323866,0.0170938,0.0357835,0.0512725,0.0392916,0.0164505,0.0234209,0.0134383,0.0228828,0.0408159,0.0366913,0.00998016,0.0201359,0.0484334,0.0525001,0,0,0,0,0,0.0143947
166,0.0162835,0.0560826,0.0239273,0,0.0204155,0.0466666,0.0243996,0,0.0444623,0.057274,0.0211834,0.0351772,0.0182615,0.0544271,0.0373994,0.0378882,0.0629415,0.0603406,0.0253438,0.0586611,0.0634059,0.0337906,0.0356569,0.0169104,0.0311502,0.0141439,0.0267224,0,0.0148942,0.0485123,0.0424026,0.0156885,0,0.0301074,0.0723988,0.0237436,0.0181949,0.0242084,0.0431369,0.0321523,0.0191839,0.036497,0.0528436,0.0407157,0.016231,0.0237066,0.0132791,0.0232059,0.0443642,0.0366114,0.0100422,0.0202519,0.0483184,0.052059,0,0,0,0,0,0.0142955
167,0.016375,0.0558343,0.0298179,0,0.0188666,0.0462525,0.0249384,0,0.0446645,0.0573583,0.0198596,0.0344059,0.0213043,0.0549163,0.0383945,0.0371609,0.0655768,0.0602499,0.023481,0.0581367,0.0627163,0.0323871,0.0362095,0.0131064,0.030467,0.0147433,0.0241732,0,0.0160096,0.0476696,0.0425157,0.0160531,0,0.0305316,0.0716521,0.0242816,0.0167938,0.0245221,0.0438973,0.0329985,0.0185543,0.0391379,0.0545306,0.0405827,0.0144221,0.0258764,0.013294,0.0223669,0.0458262,0.035817,0.00976132,0.0215321,0.0477905,0.0530337,0,0,0,0,0,0.0141772
168,0.016496,0.0557387,0.0305637,0,0.0187676,0.0470747,0.0251632,0,0.0446864,0.0573567,0.019875,0.0343188,0.0218636,0.0552571,0.0389303,0.0366732,0.0654314,0.0598447,0.0231533,0.0580289,0.0626652,0.0321443,0.0360448,0.0132866,0.0302736,0.0150467,0.0216872,0,0.0182551,0.0471038,0.0425815,0.0168481,0,0.0301562,0.0711076,0.0261888,0.0160008,0.0241733,0.0443309,0.0334652,0.0184657,0.0414195,0.0560825,0.0406026,0.0140747,0.0269282,0.0128426,0.0223889,0.0491251,0.035584,0.0100718,0.0210801,0.0475026,0.053544,0,0,0,0,0,0.0140384
169,0.0168174,0.055807,0.023849,0,0.0208964,0.0498901,0.025013,0,0.0443805,0.056646,0.0211147,0.0355409,0.0185672,0.0550487,0.0384581,0.0358442,0.0617888,0.0593668,0.0248053,0.0582489,0.0632308,0.0335592,0.0349786,0.0171125,0.0306658,0.0146262,0.021417,0,0.0211975,0.0471673,0.0425881,0.0160354,0,0.0298393,0.0719896,0.0293992,0.0160605,0.0224516,0.0443534,0.0326638,0.0205956,0.0397724,0.0556853,0.0415909,0.0162918,0.0235575,0.0110885,0.0240558,0.057075,0.0362373,0.00995618,0.0208181,0.0475573,0.0531374,0,0,0,0,0,0.0142173
170,0.0170086,0.0556861,0.0304455,0,0.019466,0.0497048,0.025058,0,0.0442603,0.056785,0.0205796,0.0335675,0.0206914,0.054221,0.038346,0.0351892,0.0645151,0.0594433,0.0238758,0.0572664,0.0623716,0.0316894,0.0352314,0.0125109,0.0306196,0.0144544,0.02192,0,0.0219239,0.0461019,0.0426958,0.015911,0,0.0298432,0.0721261,0.0309837,0.0153796,0.0231375,0.0447714,0.0331256,0.0202408,0.0402776,0.0559043,0.0413014,0.0164676,0.0229703,0.0104722,0.0238018,0.0615977,0.0362217,0.0099656,0.0209985,0.0473165,0.0536872,0,0,0,0,0,0.0142989
