Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,x59,LWRA
213,0.0191787,0.0549681,0.0485404,0,0.0196568,0.0692317,0.0218021,0,0.044024,0.0626705,0.0182867,0.0238009,0.0196272,0.0413644,0.0289411,0.0245666,0.0474663,0.0551083,0.0295689,0.0572471,0.0624166,0.0347769,0.0333266,0.0263075,0.0299423,0.0128803,0.0232409,0,0.0290458,0.0491711,0.0428984,0.0133583,0,0.0289803,0.073428,0.0198841,0.0175273,0.0264571,0.047062,0.0270214,0.0272162,0.0410697,0.0514522,0.0465692,0.0293271,0.0224198,0.00793902,0.0375766,0.0258391,0.041077,0.0104488,0.0171915,0.0476173,0.0499356,0,0,0,0,0,0.013901
214,0.0191161,0.055101,0.0489489,0,0.0188727,0.0692615,0.0217258,0,0.043957,0.0625618,0.018428,0.0232609,0.0192455,0.0410149,0.0287201,0.0245761,0.0477541,0.0552447,0.029589,0.0570496,0.0623208,0.0345409,0.0332694,0.0265383,0.0300844,0.0127954,0.0207137,0,0.0287745,0.0493044,0.0429682,0.0132296,0,0.0290998,0.0731489,0.0192781,0.0175914,0.026011,0.0471923,0.0271501,0.0265662,0.0413452,0.051458,0.0459237,0.0293844,0.0221593,0.00774673,0.037172,0.0273559,0.0411172,0.0103735,0.0174029,0.0478098,0.0498377,0,0,0,0,0,0.013961
215,0.0190906,0.0552278,0.0498691,0,0.0179987,0.0689551,0.0216123,0,0.0437198,0.0625128,0.0188438,0.0226591,0.0188356,0.0404152,0.0284854,0.0246307,0.048107,0.055262,0.0295114,0.0569644,0.062363,0.0343744,0.0332314,0.0273049,0.0303351,0.0126424,0.0176924,0,0.0280935,0.0497355,0.0430377,0.0131654,0,0.0291326,0.0727928,0.0186326,0.0177488,0.026972,0.0471824,0.0272815,0.0258213,0.0411805,0.0512074,0.0453285,0.0293461,0.0222576,0.00803219,0.0368014,0.027946,0.0412214,0.0103276,0.0175095,0.0480764,0.0496359,0,0,0,0,0,0.0139932
216,0.0190202,0.0553584,0.0513145,0,0.0170729,0.0683276,0.0215105,0,0.0435541,0.0626436,0.0195318,0.0220058,0.0185303,0.0400526,0.0282355,0.0246904,0.0484203,0.0551846,0.0291552,0.0569443,0.0624761,0.0341837,0.0331937,0.0283267,0.030673,0.0125069,0.0152617,0,0.027656,0.0502859,0.0430887,0.0130455,0,0.0290342,0.072436,0.0176796,0.0182851,0.0288136,0.0470386,0.0273959,0.0252106,0.0405162,0.0507211,0.0450438,0.0287257,0.0230023,0.00863754,0.0365289,0.0281823,0.0413676,0.0102899,0.0175277,0.0483441,0.0494772,0,0,0,0,0,0.0140571
217,0.0189218,0.0554913,0.052973,0,0.0160314,0.0674245,0.021429,0,0.0435122,0.0628968,0.0205184,0.0213377,0.0183577,0.0399025,0.0280537,0.0247337,0.0487058,0.0550517,0.0287145,0.0569531,0.0625996,0.0336819,0.0331526,0.0294032,0.0310088,0.0123988,0.013738,0,0.0274449,0.0507544,0.0431667,0.0130019,0,0.0290331,0.0720553,0.0165109,0.0190683,0.0305451,0.0468302,0.0275269,0.0248887,0.0396094,0.0502607,0.0451177,0.0277046,0.0242608,0.00946108,0.0363574,0.0284253,0.0414871,0.0102561,0.0175268,0.0486122,0.0493645,0,0,0,0,0,0.0141489
218,0.0188404,0.0556214,0.0544298,0,0.014937,0.0664105,0.0213708,0,0.0435575,0.0630392,0.0219276,0.0207258,0.0182349,0.0398257,0.028006,0.0247911,0.0490718,0.0549534,0.0282349,0.0569199,0.0626334,0.0332804,0.0330964,0.0302411,0.0312949,0.012323,0.0123898,0,0.0273039,0.0510591,0.0432752,0.013061,0,0.0292474,0.0716569,0.0153483,0.019392,0.0311664,0.0466344,0.0278091,0.0246754,0.0389518,0.0499738,0.0452187,0.0269701,0.0255228,0.0101765,0.0362831,0.0291181,0.0415178,0.0102213,0.0176067,0.0488505,0.049282,0,0,0,0,0,0.0142548
219,0.0187225,0.0557538,0.0554627,0,0.0139444,0.0654728,0.0213293,0,0.0436415,0.0628375,0.0237158,0.0201908,0.0180949,0.0397728,0.0279321,0.0248726,0.049561,0.0550094,0.0277418,0.0568486,0.0626721,0.0329356,0.0330459,0.0305628,0.0315297,0.012317,0.0109686,0,0.0270938,0.0511637,0.0433843,0.013179,0,0.0293925,0.0713528,0.0145429,0.019268,0.0304307,0.0464383,0.0282086,0.0241078,0.0387604,0.0496831,0.0446743,0.0266684,0.0262802,0.0104514,0.036279,0.0305371,0.0414245,0.0101738,0.0177601,0.0490427,0.0492381,0,0,0,0,0,0.0143558
220,0.0185283,0.055864,0.0558804,0,0.013067,0.0645886,0.0212479,0,0.0436977,0.0622693,0.02573,0.0196625,0.0178819,0.0399298,0.0277286,0.0249847,0.0501322,0.0552575,0.0273692,0.0567046,0.0626649,0.0323777,0.0329759,0.0302221,0.0317017,0.0123627,0.00982686,0,0.026689,0.0511043,0.0434695,0.0131174,0,0.0293668,0.0712078,0.0142408,0.0190102,0.0291837,0.0461733,0.0287627,0.0231156,0.038883,0.0492673,0.0434427,0.0265228,0.026296,0.0101622,0.03616,0.032276,0.041215,0.0100856,0.0180107,0.0491824,0.0492541,0,0,0,0,0,0.0144392
221,0.0181497,0.0560408,0.0485171,0,0.00932719,0.0635505,0.0217467,0,0.0435227,0.0626329,0.0290363,0.0181271,0.0196138,0.0393147,0.027313,0.0239469,0.048255,0.0545261,0.0273123,0.058867,0.0648169,0.0345133,0.0349723,0.0203682,0.0314308,0.0123715,0.011844,0,0.0264471,0.0508415,0.0442036,0.012219,0,0.0301041,0.0710636,0.0154689,0.0201166,0.0271855,0.0467343,0.0297595,0.0224491,0.0406681,0.0498431,0.0422847,0.0250934,0.0274803,0.0100779,0.034732,0.0300615,0.0408126,0.00947584,0.018118,0.0494811,0.0488025,0,0,0,0,0,0.0146083
222,0.0181637,0.0559029,0.0547778,0,0.0121851,0.0624724,0.0211073,0,0.0438723,0.06176,0.0294053,0.0186027,0.0178428,0.0410949,0.027551,0.025429,0.0513343,0.0561148,0.0271412,0.0558288,0.0621989,0.0307106,0.0321417,0.0277195,0.0318148,0.0124493,0.00931428,0,0.025746,0.0507498,0.0436722,0.0131853,0,0.0292978,0.0714534,0.0148438,0.0183955,0.028382,0.0455254,0.030065,0.0216597,0.0392699,0.0484494,0.0413483,0.0260684,0.0251143,0.00869882,0.0356205,0.0342485,0.0405013,0.00989027,0.0186169,0.0492486,0.0493116,0,0,0,0,0,0.0145298
223,0.0179975,0.055853,0.0536715,0,0.0121828,0.0608962,0.0210396,0,0.0439282,0.0618466,0.0306588,0.0180722,0.0180426,0.042006,0.0275498,0.0258576,0.0518282,0.0565963,0.0272007,0.0550237,0.0615522,0.0293625,0.0315675,0.0259535,0.0317055,0.0125156,0.00960502,0,0.0254434,0.0504924,0.0437893,0.0134545,0,0.0294459,0.0716193,0.0151333,0.018421,0.0285848,0.0453,0.0308364,0.0214087,0.0391495,0.0480423,0.0408662,0.0256538,0.0245528,0.00820319,0.0351435,0.0341591,0.040011,0.00982151,0.0190574,0.0492543,0.0493228,0,0,0,0,0,0.014533
224,0.0177485,0.0558688,0.0521559,0,0.0120997,0.058533,0.0213879,0,0.0439082,0.0619519,0.0316312,0.0174825,0.0183031,0.0430681,0.0276223,0.0263651,0.0522969,0.0570232,0.0272064,0.0541259,0.0605882,0.027991,0.0312749,0.0236535,0.0315487,0.0124399,0.00981055,0,0.0251911,0.0500467,0.0438834,0.0144395,0,0.0294855,0.0717163,0.0150281,0.0183958,0.0287643,0.045169,0.0319,0.0211532,0.0388807,0.0476723,0.0404009,0.0252221,0.0243204,0.00804059,0.0345693,0.0338329,0.0394014,0.0102247,0.0188582,0.0492814,0.0492962,0,0,0,0,0,0.0143862
225,0.0177016,0.0557861,0.0500815,0,0.0115583,0.0565939,0.0213533,0,0.0440985,0.0619284,0.031682,0.0170737,0.0180098,0.0441112,0.0278369,0.0272101,0.0529141,0.0578664,0.0276291,0.0531436,0.0594124,0.0267943,0.0311076,0.0203709,0.0312821,0.012615,0.00993583,0,0.025156,0.0496676,0.0439871,0.014929,0,0.029814,0.0716888,0.0146529,0.0187664,0.0287318,0.0449016,0.0327744,0.0209622,0.0384045,0.0473673,0.0400068,0.0249175,0.0242953,0.00821243,0.0341767,0.0330313,0.0387429,0.0100668,0.0195827,0.0492613,0.049284,0,0,0,0,0,0.0144255
226,0.017616,0.0557897,0.0475004,0,0.0104322,0.0546174,0.0215399,0,0.0443366,0.0618018,0.0313205,0.0165418,0.0178531,0.0452419,0.0281703,0.028233,0.0537968,0.0588766,0.0281216,0.0523593,0.0582832,0.0257105,0.031265,0.0159966,0.0309874,0.0128064,0.00984249,0,0.0253095,0.0492458,0.0440278,0.0156295,0,0.0301493,0.0714194,0.0140804,0.0192917,0.0286397,0.044859,0.0336048,0.0206299,0.0380042,0.0472502,0.0394592,0.0247638,0.0243438,0.00857721,0.0339451,0.0322596,0.0380219,0.0100013,0.0202008,0.0492646,0.0493132,0,0,0,0,0,0.014375
227,0.017264,0.0557829,0.047687,0,0.00932996,0.0511884,0.0222782,0,0.0444628,0.0614293,0.0327296,0.015122,0.0210903,0.0459933,0.0288012,0.0298654,0.0578682,0.0606048,0.0277884,0.0501341,0.0552658,0.023157,0.0315296,0.0156234,0.0303775,0.0127901,0.00916376,0,0.0256618,0.0485042,0.0440678,0.0171291,0,0.0303312,0.0709063,0.0137068,0.0202223,0.0287692,0.0457283,0.0353168,0.0199475,0.0376647,0.0471187,0.0386486,0.0248644,0.0243679,0.0090514,0.0338629,0.0323313,0.0367993,0.0102601,0.0205529,0.0492407,0.049771,0,0,0,0,0,0.0143677
228,0.0171907,0.0557208,0.0439775,0,0.00824958,0.049925,0.0224144,0,0.0447528,0.0611391,0.0314215,0.014939,0.0213061,0.0466599,0.0293559,0.0310924,0.0590299,0.0619371,0.0286458,0.0494633,0.0543535,0.0226923,0.0317176,0.0102414,0.0301474,0.0130806,0.00851915,0,0.0258788,0.0484974,0.0440991,0.0176659,0,0.0305093,0.070434,0.0134195,0.0208513,0.0289237,0.0460109,0.0360235,0.0195269,0.0373408,0.0470137,0.0382247,0.0249303,0.0244636,0.00951061,0.0337817,0.0323457,0.0361435,0.0101874,0.0210479,0.0492715,0.0499639,0,0,0,0,0,0.0144507
229,0.0172058,0.0555272,0.0404092,0,0.00724339,0.0486767,0.0222927,0,0.0451038,0.0610651,0.0303767,0.014832,0.0216832,0.0472663,0.0298437,0.0323118,0.0601929,0.0630799,0.029092,0.0487542,0.0534901,0.0220521,0.031753,0.00839237,0.0300803,0.0135559,0.00780386,0,0.0259661,0.0486876,0.044105,0.0178198,0,0.0306301,0.0700392,0.0132927,0.0216167,0.0290527,0.046336,0.0365079,0.0189446,0.0371386,0.046855,0.0378156,0.0249766,0.0245478,0.00983445,0.0337156,0.0327121,0.0356975,0.00989176,0.021729,0.0491904,0.0502529,0,0,0,0,0,0.0144323
230,0.0172071,0.0553283,0.0366815,0,0.00617293,0.047531,0.0223611,0,0.0453206,0.0610808,0.0304901,0.0147377,0.0218934,0.0477199,0.0303519,0.0335102,0.0613337,0.0639439,0.0293342,0.0482424,0.0528991,0.0217123,0.0316183,0.0119924,0.0300871,0.0137755,0.00717643,0,0.0260335,0.0490179,0.0440523,0.0181443,0,0.0305687,0.0699372,0.013223,0.0220937,0.0290094,0.0465483,0.0370128,0.0183362,0.0370715,0.0467022,0.0375117,0.0249827,0.0246583,0.0100516,0.0337226,0.0332181,0.0354286,0.00987907,0.0218775,0.0490924,0.0505943,0,0,0,0,0,0.0145637
231,0.0171976,0.055191,0.0331405,0,0.00594351,0.0464709,0.0224032,0,0.0454192,0.0611573,0.0319759,0.0147482,0.0219395,0.0480847,0.0307586,0.0346875,0.0624177,0.0646456,0.0295429,0.0482472,0.0527614,0.0220415,0.0317473,0.0181935,0.0302324,0.0139521,0.00658847,0,0.0260378,0.0493717,0.0439416,0.0183092,0,0.0306216,0.0699981,0.013259,0.0225508,0.0285733,0.0467438,0.0372939,0.0177712,0.0372863,0.0466693,0.0373677,0.0248766,0.0248239,0.0101417,0.0337357,0.0337628,0.0353647,0.00990963,0.0218555,0.0490255,0.0509115,0,0,0,0,0,0.0146152
232,0.0171048,0.0551461,0.0309849,0,0.00770431,0.0455329,0.0224207,0,0.0454477,0.0612288,0.0340085,0.0149272,0.0219772,0.0483315,0.0310718,0.0356277,0.0633023,0.0652501,0.0297932,0.0488127,0.0530205,0.0228522,0.0324873,0.0252006,0.0304874,0.0140917,0.00613765,0,0.026014,0.0498269,0.0437819,0.018269,0,0.0305649,0.0699131,0.0134181,0.0227384,0.0279416,0.0468379,0.0373715,0.0172731,0.037613,0.0466655,0.0373922,0.0248018,0.024997,0.010209,0.0337547,0.0342949,0.0354731,0.00989876,0.0216988,0.049045,0.0511814,0,0,0,0,0,0.0146369
233,0.017025,0.0551072,0.0303357,0,0.00944303,0.0446865,0.0224236,0,0.0454281,0.0612687,0.0358734,0.0152336,0.0221258,0.048546,0.0313767,0.0361054,0.0639113,0.0657863,0.030184,0.0497338,0.0535481,0.0237527,0.0336788,0.0310574,0.0307893,0.0141562,0.00600811,0,0.0260136,0.050326,0.0436554,0.0180947,0,0.0303297,0.0697161,0.0135784,0.0227137,0.0274568,0.0466092,0.0372411,0.0169398,0.0378801,0.0466835,0.0375628,0.024755,0.0250533,0.0102431,0.0338045,0.0344765,0.0356768,0.00996884,0.0214103,0.0491201,0.0514179,0,0,0,0,0,0.0146501
234,0.0170094,0.0551289,0.0299793,0,0.00972314,0.0438928,0.0224829,0,0.0453687,0.0612941,0.0373279,0.0155703,0.0224381,0.0486451,0.031651,0.0362118,0.0642844,0.0662224,0.0303804,0.0507563,0.0542485,0.0244679,0.0349454,0.0351507,0.0310876,0.0141437,0.00611642,0,0.026101,0.0508514,0.0435213,0.0178371,0,0.0301321,0.0694919,0.0137639,0.0228095,0.0271239,0.0461912,0.037087,0.016858,0.0380699,0.0467625,0.0378109,0.0247595,0.0249524,0.0102379,0.0338265,0.0343448,0.0359063,0.010056,0.0211126,0.0492692,0.0515557,0,0,0,0,0,0.0145701
235,0.0170017,0.0552584,0.0295655,0,0.00924097,0.0431803,0.022322,0,0.0453856,0.0613393,0.0384926,0.0159875,0.0228806,0.0486871,0.0318871,0.0365566,0.0644669,0.0665627,0.0304234,0.0517979,0.0550183,0.0251997,0.0361817,0.0381412,0.0314221,0.0143043,0.00656959,0,0.0262118,0.0513862,0.0434258,0.0177202,0,0.0300327,0.0693278,0.0139322,0.0229148,0.0269837,0.0459549,0.0369271,0.0167985,0.0382122,0.0468411,0.038114,0.0247671,0.0247991,0.0102026,0.0338677,0.0337317,0.0361325,0.0102212,0.0207043,0.049463,0.0516279,0,0,0,0,0,0.014392
236,0.0169036,0.0554091,0.0296415,0,0.00919855,0.0426245,0.0226433,0,0.0453114,0.0608958,0.0394974,0.0168345,0.0235495,0.0492716,0.0326733,0.0367787,0.0645523,0.0665928,0.030176,0.0530882,0.0559743,0.0262887,0.0376293,0.0410097,0.0314203,0.0141324,0.0147116,0,0.0231562,0.0503846,0.0432037,0.0172628,0,0.0303019,0.0696292,0.00995074,0.0210144,0.0326871,0.0454494,0.0365877,0.0143304,0.0418043,0.0472567,0.0374694,0.0231614,0.0272433,0.00880403,0.0328016,0.0233405,0.0362567,0.00986918,0.0211178,0.0495552,0.0521977,0,0,0,0,0,0.0146543
237,0.0168463,0.0556516,0.0298908,0,0.00947167,0.0419304,0.0225748,0,0.0453643,0.0609332,0.0401088,0.0174655,0.0239257,0.0494094,0.0328278,0.0371515,0.0647948,0.0668957,0.030379,0.053982,0.0566063,0.0271435,0.0387523,0.0426823,0.0317422,0.0140914,0.0157777,0,0.023074,0.0508587,0.0431861,0.0171236,0,0.0305446,0.0695319,0.009939,0.0210685,0.0328355,0.0450202,0.0364325,0.0145383,0.0417183,0.0471892,0.0376341,0.0233102,0.0271363,0.0087403,0.0329927,0.0220396,0.0363921,0.009871,0.0211106,0.0498828,0.0522129,0,0,0,0,0,0.0147325
238,0.0167618,0.0558248,0.0299499,0,0.00961846,0.041148,0.0222912,0,0.0455644,0.0608956,0.0404721,0.0177938,0.024185,0.0495269,0.0329288,0.0374088,0.0649828,0.0672074,0.0305789,0.0546004,0.0570282,0.0277266,0.0395731,0.0436016,0.0320229,0.0143272,0.016881,0,0.0230466,0.0513942,0.0432191,0.0173867,0,0.0305789,0.0694889,0.00987607,0.0211548,0.0329751,0.0449924,0.0365065,0.0148032,0.0414172,0.0471011,0.0377963,0.0234749,0.0270775,0.00873116,0.033256,0.0206759,0.0363903,0.0101237,0.0207842,0.0501747,0.0521682,0,0,0,0,0,0.0146021
239,0.0166295,0.0559663,0.0298704,0,0.00971343,0.0402999,0.0222255,0,0.0455155,0.0612301,0.0405914,0.0179819,0.0241876,0.0494354,0.0326698,0.0380462,0.0652808,0.0676574,0.0308905,0.0548887,0.057192,0.0280045,0.040068,0.0438738,0.0322695,0.0142017,0.0141019,0,0.0247969,0.0526212,0.0433365,0.0173857,0,0.030583,0.0692425,0.0112847,0.0223156,0.0295323,0.045079,0.036461,0.0163096,0.0389002,0.0467981,0.0383466,0.0243458,0.0257631,0.00969157,0.0340102,0.0240209,0.0364719,0.0101745,0.0207846,0.0505476,0.0517245,0,0,0,0,0,0.0145992
240,0.0165267,0.0558958,0.0297574,0,0.00982647,0.0396775,0.0222251,0,0.045496,0.0610262,0.0407586,0.0186962,0.0243712,0.0497088,0.0329653,0.0383799,0.0655012,0.0677778,0.0308013,0.055306,0.0575165,0.028367,0.0405804,0.044601,0.0322087,0.0143153,0.0186771,0,0.0233375,0.0523923,0.0433478,0.0175853,0,0.0306552,0.0693253,0.00999232,0.0217605,0.0323969,0.0449605,0.0365486,0.0154165,0.0398383,0.046962,0.0384166,0.0236696,0.0268787,0.00893709,0.0337429,0.0185089,0.0362754,0.010146,0.0210067,0.0507197,0.0517285,0,0,0,0,0,0.0144766
241,0.0164204,0.0558789,0.0296376,0,0.00992723,0.0392029,0.0222409,0,0.0454175,0.0609206,0.0411494,0.0193065,0.0242225,0.0500754,0.033029,0.0387718,0.0658191,0.067942,0.0307684,0.0556305,0.0577566,0.0287059,0.0409516,0.0453944,0.0322525,0.0142968,0.0200977,0,0.0232054,0.0526675,0.0434181,0.0177666,0,0.0308105,0.069271,0.00980861,0.0217149,0.0324006,0.0447475,0.0366211,0.0156834,0.0393091,0.0468348,0.0387088,0.02377,0.0269245,0.00905938,0.0340611,0.0168791,0.036155,0.01009,0.0211787,0.0508795,0.0515382,0,0,0,0,0,0.014446
242,0.0163387,0.0559134,0.0297315,0,0.0102388,0.0388229,0.022308,0,0.0453348,0.0611998,0.0418453,0.0198794,0.0238285,0.0504003,0.0329945,0.0392695,0.0661351,0.0681088,0.0308233,0.0560138,0.0580933,0.0291647,0.041292,0.0465319,0.0322901,0.0142016,0.0196703,0,0.0237223,0.053376,0.0434952,0.0179733,0,0.0309919,0.0690944,0.0101349,0.0217601,0.0310752,0.0445945,0.0367053,0.0165532,0.0378987,0.0465641,0.0389772,0.0242639,0.0263118,0.00941728,0.0345489,0.0173157,0.036019,0.0101512,0.0212937,0.0510642,0.0512178,0,0,0,0,0,0.0144623
243,0.0161723,0.055971,0.0299763,0,0.0107548,0.038603,0.0224575,0,0.0452974,0.0614856,0.0429177,0.0206818,0.0231394,0.0508197,0.0331547,0.0397487,0.0662028,0.0680609,0.0308451,0.0566411,0.0587693,0.0298504,0.0417713,0.0485359,0.0322477,0.0142295,0.0221791,0,0.0230513,0.0538505,0.0434697,0.0182346,0,0.030931,0.0688927,0.00991468,0.0210537,0.0319056,0.0444564,0.0367934,0.0165369,0.0380898,0.046679,0.0391322,0.0241214,0.0267035,0.00915053,0.0345177,0.0144747,0.0358217,0.0100545,0.0213798,0.0512859,0.0509016,0,0,0,0,0,0.0143548
244,0.0160584,0.0560526,0.0301606,0,0.0113301,0.0385578,0.0225822,0,0.0451396,0.0614518,0.0440311,0.0213571,0.0227373,0.0513708,0.0331795,0.0404322,0.066642,0.0681207,0.0308852,0.0573795,0.0594448,0.0305841,0.0423309,0.0504784,0.0322554,0.0141179,0.0234169,0,0.0229499,0.0545368,0.0434624,0.0183663,0,0.0307166,0.0688421,0.00979855,0.0210798,0.0318341,0.0442236,0.0368253,0.0168205,0.0375528,0.0466038,0.039429,0.0242936,0.0266059,0.00918806,0.0347141,0.0132043,0.0356843,0.0101207,0.0213785,0.0515172,0.0505965,0,0,0,0,0,0.0143739
245,0.0159456,0.0561083,0.0305246,0,0.0119133,0.0386418,0.0227056,0,0.0450184,0.0613442,0.0454327,0.0220441,0.0224363,0.0520548,0.0331588,0.0411813,0.0671979,0.0681655,0.0308511,0.0582481,0.060229,0.0313387,0.0429394,0.0527834,0.0323102,0.013988,0.0244677,0,0.022969,0.0553676,0.0434957,0.0184709,0,0.0306248,0.0688871,0.00978404,0.0217887,0.0316616,0.043742,0.036841,0.0171042,0.0369494,0.0465271,0.0397405,0.0244762,0.0265017,0.00932289,0.0349382,0.0121408,0.0356153,0.0101409,0.0214111,0.0517235,0.0503284,0,0,0,0,0,0.0144247
246,0.015925,0.0561122,0.0309842,0,0.0123339,0.0387708,0.0227772,0,0.0449743,0.0614561,0.0468325,0.0228181,0.0221559,0.0526815,0.0331736,0.0416961,0.0678314,0.0682401,0.0309585,0.0591625,0.0610586,0.0320798,0.043514,0.055371,0.0324044,0.0139248,0.0252863,0,0.0230839,0.0563031,0.0434782,0.0186952,0,0.0306508,0.0689441,0.00988939,0.0222019,0.0315052,0.0435718,0.0368572,0.0173337,0.0363937,0.0464453,0.0400302,0.0246522,0.0263961,0.00949434,0.0351944,0.0112417,0.0355914,0.0102391,0.0212622,0.0519505,0.0499767,0,0,0,0,0,0.0144568
247,0.0159547,0.0561463,0.0314921,0,0.0127083,0.0389744,0.0228767,0,0.0448207,0.0615494,0.0479865,0.0236302,0.0217974,0.053174,0.0331249,0.0422657,0.0685479,0.068375,0.0312093,0.0601433,0.0619325,0.0326937,0.0440482,0.0580571,0.0324733,0.0137894,0.026077,0,0.0232553,0.057312,0.0434153,0.0187378,0,0.0305148,0.0689743,0.0100686,0.0224217,0.0313392,0.0435882,0.0367683,0.017622,0.0358844,0.0463694,0.0403145,0.0248183,0.0262388,0.00963804,0.0354411,0.0104967,0.0356148,0.0101631,0.0211667,0.0521965,0.0495815,0,0,0,0,0,0.0145001
248,0.0159292,0.056237,0.0319989,0,0.0130591,0.0395099,0.0229908,0,0.0445852,0.0616388,0.0487037,0.0245537,0.0212086,0.053498,0.0330729,0.0430279,0.069287,0.0685316,0.0316158,0.0611086,0.062992,0.033504,0.044529,0.0606193,0.0325452,0.0133774,0.0266865,0,0.0235472,0.058445,0.0433533,0.0187694,0,0.0302856,0.0689904,0.0102267,0.022528,0.0310113,0.0431806,0.0367086,0.017747,0.0352632,0.0462601,0.0406652,0.0250122,0.0259743,0.00975077,0.0356503,0.00993864,0.0356246,0.010317,0.0208095,0.0524335,0.0493231,0,0,0,0,0,0.0148597
249,0.0158957,0.0563842,0.0324776,0,0.013229,0.0399464,0.0229844,0,0.044416,0.0615315,0.049044,0.0253844,0.0207994,0.0537859,0.0329463,0.0438984,0.0702407,0.0687221,0.0320028,0.062116,0.0640077,0.0344322,0.0451161,0.0625434,0.0327033,0.0131542,0.0273937,0,0.0234312,0.0594496,0.043285,0.0187501,0,0.0302003,0.0689324,0.0102619,0.0225548,0.0307662,0.0427623,0.0366651,0.017504,0.0347483,0.0461614,0.0409625,0.0252503,0.0256867,0.00976442,0.0358073,0.0092767,0.0356719,0.0102859,0.0206501,0.0525481,0.0490544,0,0,0,0,0,0.0149036
250,0.0158846,0.056595,0.0327937,0,0.0131857,0.0402925,0.0229875,0,0.044294,0.06153,0.0489907,0.0261092,0.0205586,0.0539488,0.0328819,0.044726,0.071423,0.0689604,0.0324658,0.0630503,0.0649214,0.0353665,0.0458038,0.0635742,0.0327937,0.012993,0.0280608,0,0.0234229,0.0604275,0.0432248,0.0187382,0,0.0302313,0.0688333,0.0104257,0.0226654,0.0305716,0.0427422,0.0366639,0.0175213,0.0342842,0.046048,0.0413132,0.0255382,0.0253343,0.00972809,0.0359953,0.00879801,0.0356986,0.0102545,0.0205846,0.0524314,0.0487524,0,0,0,0,0,0.0149307
251,0.0158664,0.056896,0.0328684,0,0.0131549,0.0407365,0.0229845,0,0.0441939,0.0617105,0.0486698,0.0268258,0.0202133,0.0541163,0.0328681,0.0455543,0.0725389,0.0691776,0.0330455,0.0638701,0.0657932,0.036258,0.0464064,0.0638441,0.0328364,0.0129092,0.0288188,0,0.0235846,0.0612677,0.0431766,0.0187089,0,0.0302354,0.0688193,0.0106181,0.0226605,0.0304288,0.0426005,0.0365766,0.0177915,0.03384,0.04592,0.0416711,0.0258113,0.024985,0.00973456,0.036176,0.00855216,0.0357774,0.0102672,0.0204664,0.0522921,0.0485655,0,0,0,0,0,0.0149008
252,0.015896,0.0571695,0.0326576,0,0.0132296,0.0413123,0.0229009,0,0.0441024,0.0621995,0.0480873,0.0275082,0.0197121,0.0542241,0.0327486,0.0464428,0.0735247,0.0693606,0.0336117,0.0644537,0.0664663,0.0369671,0.0466973,0.0633188,0.0329302,0.0128691,0.0295849,0,0.0237413,0.0619957,0.043117,0.0187135,0,0.030233,0.068892,0.0108328,0.0225308,0.030346,0.042398,0.0365043,0.0181898,0.0334312,0.0457698,0.0420769,0.0260912,0.0246793,0.00978747,0.0363778,0.00827861,0.0358353,0.0102766,0.020353,0.052395,0.0483609,0,0,0,0,0,0.0148474
253,0.015768,0.0573774,0.0318939,0,0.013443,0.0419237,0.022757,0,0.0440261,0.0627231,0.0471476,0.0280891,0.0189935,0.0542377,0.0326001,0.0471991,0.074431,0.0694793,0.0341834,0.064787,0.0669402,0.037465,0.0466464,0.0618001,0.033099,0.0127861,0.0302404,0,0.0238521,0.062619,0.0430549,0.0186733,0,0.0302182,0.0690122,0.0111148,0.0225078,0.0303222,0.0422303,0.0364845,0.0185659,0.0330156,0.0456218,0.0424674,0.0263841,0.0244265,0.0098258,0.0366155,0.00799921,0.0359109,0.0102722,0.0202763,0.0525904,0.0481342,0,0,0,0,0,0.0148473
254,0.0156561,0.0575825,0.0306032,0,0.0138371,0.0425885,0.022799,0,0.0440344,0.0629807,0.0459143,0.0285186,0.0181189,0.0541514,0.0324455,0.0478307,0.0752127,0.0694982,0.0347252,0.064898,0.0672529,0.0378558,0.0463577,0.0592772,0.0332641,0.0126908,0.0308,0,0.0239621,0.0630987,0.0430246,0.018615,0,0.0302279,0.0691857,0.0113334,0.022603,0.0303248,0.0421166,0.0364521,0.0185479,0.0325706,0.0454887,0.0427715,0.0267092,0.0241595,0.0098102,0.0368588,0.00774238,0.036015,0.0102885,0.0201756,0.0528091,0.0480271,0,0,0,0,0,0.0148798
