Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58
75,0.0178061,0.0561051,0.0332287,0,0.022111,0.0537696,0.0248179,0,0.0437216,0.0584094,0.0160806,0.0307112,0.019624,0.0526654,0.0367129,0.0295391,0.0538917,0.057181,0.026502,0.0588023,0.064802,0.0357417,0.0344723,0.0103455,0.0309123,0.0145389,0.0145795,0.0223739,0,0.0285207,0.0427623,0.0416025,0.0178539,0,0.0315213,0.0738409,0.0488167,0.0128208,0.0305237,0.0481447,0.0345051,0.0188935,0.0423955,0.0582051,0.0411877,0.0151318,0.0248466,0.0142691,0.0203229,0.0709781,0.0342513,0.00934344,0.0225694,0.0500019,0.0526166,0,0,0,0
76,0.0176858,0.0560024,0.0335612,0,0.0223802,0.0545256,0.0247894,0,0.0439722,0.0583474,0.0160098,0.0303981,0.0195945,0.0525165,0.0367609,0.029132,0.053324,0.0572078,0.0267518,0.0587597,0.0647436,0.0357692,0.0342582,0.0101996,0.03074,0.0145391,0.0147727,0.0221844,0,0.0283858,0.0426315,0.0415113,0.0181021,0,0.0316291,0.073873,0.0484101,0.0127176,0.0305741,0.0484543,0.0345028,0.0189138,0.0428067,0.0582483,0.041029,0.0152274,0.0248137,0.0141712,0.0204412,0.0707561,0.0340111,0.00937638,0.022558,0.0500849,0.05241,0,0,0,0
77,0.0175477,0.0558532,0.0337962,0,0.0224942,0.0554458,0.0248241,0,0.0441679,0.0584115,0.0159223,0.0300388,0.019587,0.0523003,0.0369177,0.0286917,0.0528092,0.0571907,0.0270039,0.0586339,0.0646355,0.0357847,0.0340251,0.0100769,0.0304423,0.014563,0.0149727,0.0220664,0,0.028286,0.0426014,0.0414113,0.0184026,0,0.0316715,0.0739772,0.0478302,0.0126548,0.0306803,0.0488474,0.0345214,0.0189616,0.0431864,0.0582979,0.0408386,0.0154981,0.0246741,0.0139189,0.0207578,0.070442,0.0337711,0.00941905,0.0225388,0.0501085,0.0522148,0,0,0,0
78,0.0174469,0.0556773,0.0338785,0,0.0224502,0.0565504,0.0249353,0,0.0443024,0.058455,0.015852,0.0296686,0.0195982,0.0520461,0.0371488,0.0282349,0.0523336,0.0571953,0.027331,0.058433,0.0645094,0.0357223,0.0337953,0.00996015,0.030057,0.0145376,0.0151617,0.0221088,0,0.0281282,0.0426341,0.0412488,0.0187113,0,0.0316798,0.0740045,0.0472175,0.0126526,0.0308581,0.0493223,0.0344955,0.0189859,0.0436467,0.0584119,0.0406532,0.0159839,0.0243451,0.0135824,0.0212848,0.069887,0.0335098,0.00945208,0.022474,0.0501167,0.0520033,0,0,0,0
79,0.0173848,0.0554719,0.0339528,0,0.0224339,0.0576072,0.0251554,0,0.0443691,0.0585624,0.0157582,0.0292367,0.0196182,0.0518078,0.0373047,0.0279213,0.0518685,0.0571972,0.0277147,0.0582313,0.064384,0.0355371,0.0335927,0.00982903,0.0298065,0.0145199,0.0153159,0.022248,0,0.0277948,0.0426988,0.0411065,0.0189855,0,0.0316553,0.0739647,0.0466148,0.0126535,0.0313237,0.0498764,0.0344829,0.0189503,0.0443955,0.0585869,0.0404249,0.016604,0.023966,0.0133244,0.0219231,0.0693891,0.0332579,0.00951825,0.0223863,0.0500883,0.0518774,0,0,0,0
80,0.0173212,0.0553195,0.0341384,0,0.0227221,0.058663,0.0253683,0,0.0443871,0.0586847,0.015743,0.0288239,0.0196097,0.0515824,0.0375396,0.0276762,0.0514355,0.0572057,0.0280754,0.0579924,0.0642497,0.0353838,0.0333498,0.00977011,0.0296681,0.0145022,0.0154315,0.0223926,0,0.0272674,0.0426715,0.0409966,0.019229,0,0.0316868,0.0738506,0.0458956,0.0126379,0.0322016,0.0504341,0.0344728,0.0189131,0.0454843,0.0589131,0.0401048,0.0172992,0.023811,0.013135,0.0225528,0.0688112,0.0330406,0.00957691,0.0223062,0.0500621,0.0518444,0,0,0,0
81,0.0173088,0.0551773,0.0343465,0,0.0232685,0.0597904,0.0255434,0,0.0443399,0.058845,0.0157879,0.0285643,0.0195935,0.0515077,0.037866,0.0274039,0.0509818,0.057256,0.0284483,0.0577828,0.064063,0.0352744,0.0330794,0.00981532,0.0295334,0.0144616,0.0155305,0.0222837,0,0.0263949,0.0425181,0.0408801,0.0194723,0,0.0317306,0.073655,0.0444012,0.0125005,0.0339829,0.0509422,0.0344563,0.0187117,0.0476584,0.059854,0.0397093,0.0178946,0.0246981,0.0134702,0.0229646,0.0674113,0.0328332,0.00964885,0.0222321,0.0500188,0.051991,0,0,0,0
82,0.0173536,0.0550726,0.0343395,0,0.0233317,0.0608065,0.0256416,0,0.0442369,0.0591009,0.0158806,0.0282068,0.0196586,0.0513421,0.0380078,0.0271487,0.0505677,0.0572761,0.0288117,0.0576189,0.0638089,0.0352562,0.0329179,0.00974121,0.0294557,0.0144306,0.0155234,0.0220265,0,0.0258726,0.0424683,0.0407921,0.019611,0,0.0316644,0.073654,0.0430133,0.0125051,0.0355094,0.0513848,0.0343614,0.0188147,0.0499183,0.0610245,0.0395233,0.0185316,0.0257114,0.013771,0.0234117,0.0662085,0.0326995,0.00969665,0.022105,0.0499721,0.0520482,0,0,0,0
83,0.0174082,0.0550095,0.0342053,0,0.023215,0.0616669,0.0256866,0,0.0440596,0.0593695,0.0160643,0.0277394,0.019786,0.0510828,0.0380387,0.0268968,0.0501644,0.0572783,0.0291725,0.0574876,0.0634779,0.0352641,0.0328262,0.0095969,0.029414,0.0144043,0.0154459,0.0215535,0,0.0255479,0.0425352,0.0407557,0.0196994,0,0.0315816,0.0739115,0.0416354,0.0126154,0.0364647,0.0517473,0.0342374,0.0191454,0.0523968,0.0624643,0.0395233,0.0192012,0.0268837,0.0141,0.0237999,0.0648291,0.0326437,0.0097471,0.0219499,0.049957,0.0520132,0,0,0,0
84,0.0174633,0.0549928,0.034066,0,0.0231953,0.0623306,0.0257233,0,0.043915,0.0595014,0.0162325,0.0273594,0.0199148,0.050742,0.0380054,0.0266491,0.0498131,0.0572582,0.0294359,0.0573635,0.0633682,0.0352424,0.0326942,0.00944327,0.0293631,0.014402,0.0153135,0.0217186,0,0.0253264,0.0425567,0.0407639,0.0197238,0,0.0315308,0.0742997,0.0418685,0.0128109,0.0366781,0.0520123,0.0340606,0.0191281,0.0530542,0.062594,0.0392899,0.0197285,0.0268484,0.0138843,0.02415,0.0652089,0.0326357,0.00976403,0.021785,0.0499866,0.0519884,0,0,0,0
85,0.0175479,0.054969,0.0338903,0,0.0232971,0.0629898,0.0257232,0,0.0437743,0.0595474,0.0163868,0.0269915,0.0200329,0.0504358,0.0379372,0.0263577,0.0494725,0.0572368,0.0296909,0.0572074,0.0632563,0.0352072,0.0325176,0.00929765,0.0293283,0.014397,0.0151512,0.0219874,0,0.0253191,0.0426427,0.0407629,0.0196429,0,0.0313925,0.0744403,0.0420959,0.012967,0.0369196,0.0522382,0.0338321,0.0192147,0.0537325,0.0626823,0.0390531,0.0200969,0.0267503,0.0137357,0.0245003,0.0657652,0.032646,0.00975656,0.0216142,0.0499846,0.0519976,0,0,0,0
86,0.0176274,0.0549623,0.0337232,0,0.0234197,0.0635904,0.0256664,0,0.0436135,0.059605,0.0165654,0.0266641,0.0201721,0.0501731,0.0379358,0.0260459,0.0490995,0.0571595,0.0299335,0.0570245,0.0630913,0.035163,0.0323287,0.00916153,0.0293016,0.0143801,0.0149689,0.022214,0,0.0253421,0.0427914,0.0407105,0.019538,0,0.0312702,0.074531,0.0421977,0.0130687,0.0371162,0.0524449,0.0335693,0.0194205,0.0544273,0.0627537,0.0388505,0.0203203,0.0266581,0.0135543,0.0247374,0.0663314,0.0327085,0.00974488,0.0214458,0.0499442,0.0519881,0,0,0,0
87,0.0176598,0.0549472,0.0335105,0,0.0235515,0.0640823,0.0255669,0,0.043472,0.0597615,0.0166972,0.0263634,0.0203323,0.0499102,0.037957,0.0257412,0.0487024,0.0571062,0.0301269,0.0568627,0.0629117,0.0351284,0.032128,0.00898804,0.029251,0.0143613,0.0148227,0.0222957,0,0.0253517,0.0430055,0.0406616,0.0194584,0,0.0312581,0.0746064,0.0420161,0.0131044,0.0372832,0.0526239,0.0333012,0.019609,0.0550932,0.0627624,0.0386732,0.0204994,0.0267891,0.013299,0.0248672,0.0666016,0.0327962,0.00975968,0.0212952,0.0498168,0.051977,0,0,0,0
88,0.0176412,0.0549121,0.0332126,0,0.0236799,0.0645228,0.0254568,0,0.043371,0.060158,0.0168125,0.0260821,0.0205065,0.049623,0.0379394,0.025486,0.0483367,0.0570506,0.0302873,0.0567066,0.0627011,0.035079,0.0319498,0.00884887,0.0291829,0.0143113,0.014754,0.0220559,0,0.0250584,0.0432397,0.0406305,0.0193677,0,0.0312243,0.0746588,0.0414829,0.0131,0.0374574,0.0527722,0.0330503,0.0197658,0.0556537,0.0626957,0.0385436,0.0206955,0.0269181,0.0129834,0.0249912,0.0662428,0.0329044,0.00977295,0.0211467,0.0495681,0.0519484,0,0,0,0
89,0.0176063,0.0548875,0.0330215,0,0.0237447,0.0649108,0.0253221,0,0.0432863,0.0607691,0.0168798,0.0258125,0.0206985,0.0493719,0.0379026,0.0251584,0.04805,0.0569757,0.0303856,0.0565579,0.0625133,0.0350366,0.0318069,0.00872565,0.0291543,0.0142345,0.0147161,0.0214293,0,0.0244938,0.0434471,0.0406039,0.0192069,0,0.031132,0.0746942,0.0404987,0.0130617,0.0372747,0.0528519,0.0327729,0.0198267,0.0561275,0.0625342,0.0384634,0.0209162,0.0270532,0.0125546,0.0250794,0.0651506,0.0330286,0.00976492,0.021007,0.0494486,0.0519277,0,0,0,0
90,0.0175935,0.0548674,0.0329649,0,0.0237719,0.0651854,0.0251881,0,0.0432198,0.0613686,0.0169756,0.0255447,0.0209113,0.0491207,0.0378222,0.0248272,0.0477412,0.0568863,0.0304746,0.0564608,0.0623359,0.0350238,0.031733,0.00859326,0.0291505,0.0141715,0.0146679,0.0204943,0,0.0239412,0.0437594,0.04058,0.0191078,0,0.0311416,0.0746611,0.0388426,0.0129066,0.0370302,0.0528203,0.0324505,0.019904,0.0564864,0.0622645,0.0385044,0.0211583,0.0271343,0.0118529,0.0253057,0.0631776,0.0331635,0.00977376,0.0209016,0.0492577,0.0518708,0,0,0,0
91,0.0177329,0.0548286,0.0364887,0,0.0254209,0.0652992,0.0242151,0,0.0438843,0.0614794,0.0175841,0.0256795,0.021052,0.0494866,0.0381424,0.025743,0.0486828,0.0571431,0.0303962,0.0554034,0.0613687,0.0341211,0.0306292,0.0119796,0.0294703,0.0137747,0.0144342,0.0245698,0,0.0208187,0.044451,0.0398228,0.0196148,0,0.0306066,0.075478,0.0343484,0.011455,0.03586,0.0516589,0.0318721,0.0190125,0.053221,0.0588222,0.0381831,0.0231253,0.0211865,0.00554146,0.0278523,0.0698178,0.0333202,0.00987635,0.0208725,0.0491612,0.0522427,0,0,0,0
92,0.0177765,0.0547689,0.0366797,0,0.0255693,0.0653275,0.0240865,0,0.0438981,0.0620308,0.0177534,0.0254134,0.0214587,0.0493279,0.0379437,0.0256407,0.0482488,0.0569595,0.0304338,0.0554346,0.0613114,0.0342294,0.0306188,0.0121418,0.0294575,0.0137929,0.0143362,0.0219091,0,0.0207296,0.0449306,0.0398777,0.0194721,0,0.0306911,0.0753342,0.0322487,0.0113026,0.0356659,0.051582,0.0315192,0.0190686,0.0532461,0.0583591,0.0387375,0.0234743,0.0218423,0.005264,0.0284821,0.0645109,0.0334849,0.00987995,0.0208306,0.0490923,0.052173,0,0,0,0
93,0.0178863,0.0546902,0.0369456,0,0.0257824,0.0652195,0.0239422,0,0.0439013,0.0625563,0.01795,0.0251975,0.0219302,0.0491775,0.0377193,0.0255872,0.0477677,0.0567458,0.0304579,0.0555108,0.0613321,0.0343482,0.0306107,0.0124139,0.029503,0.0137718,0.014284,0.0191077,0,0.0204981,0.0454824,0.0399811,0.0192673,0,0.0306543,0.0751964,0.0300369,0.0112731,0.0354072,0.0514044,0.0311908,0.0192515,0.0529949,0.0577602,0.0395527,0.0238468,0.0225775,0.00503269,0.0293315,0.0578469,0.0336713,0.0098569,0.0207565,0.0490653,0.0520316,0,0,0,0
94,0.0180338,0.0546208,0.0372031,0,0.0260486,0.0650511,0.0237996,0,0.0438007,0.0631374,0.0181847,0.0250124,0.0224321,0.0490201,0.0374099,0.0255254,0.047238,0.056515,0.0304582,0.0556249,0.0614047,0.0344619,0.0306279,0.0127569,0.0295823,0.0136856,0.0142791,0.0172072,0,0.0203841,0.0461179,0.0401245,0.0190308,0,0.030577,0.0750942,0.027677,0.0114201,0.0354572,0.0511349,0.030849,0.019656,0.0524532,0.0569809,0.040632,0.0243374,0.0232295,0.00491076,0.0303971,0.0501693,0.0338873,0.00983452,0.020658,0.0489015,0.0518305,0,0,0,0
95,0.0182284,0.0545549,0.0374514,0,0.0263492,0.0648141,0.0236434,0,0.0437008,0.0637641,0.0184781,0.0249158,0.0229597,0.0487918,0.0369857,0.0255032,0.0466963,0.0562437,0.0304216,0.0557476,0.061497,0.0346119,0.0306567,0.0131418,0.0297158,0.0136514,0.0142186,0.0174663,0,0.0205518,0.046797,0.0403017,0.0188018,0,0.0305038,0.0749961,0.0252943,0.0118873,0.0355634,0.0507894,0.0304788,0.0200265,0.0516939,0.0561585,0.0419057,0.0250175,0.0237784,0.00494619,0.0315647,0.0419196,0.0341282,0.00981019,0.0205563,0.0487858,0.0515933,0,0,0,0
96,0.0184979,0.0544918,0.0378278,0,0.0266838,0.0644191,0.0235,0,0.0436551,0.0644628,0.0188298,0.0248849,0.0235008,0.0483866,0.0365267,0.0255891,0.0461628,0.0559378,0.0303667,0.0559008,0.0616196,0.0347926,0.0307159,0.0135528,0.0298674,0.0137118,0.0140025,0.0200567,0,0.0209519,0.0476746,0.0405151,0.0185451,0,0.030443,0.0747538,0.0230608,0.0122898,0.0357921,0.0503639,0.030058,0.0202597,0.0507466,0.0554389,0.0432591,0.0258627,0.0242868,0.00524725,0.0327237,0.0338184,0.0343932,0.00977492,0.0204551,0.0487457,0.0512603,0,0,0,0
97,0.0187871,0.0545023,0.0380657,0,0.0270063,0.0640372,0.0233054,0,0.043548,0.0651483,0.0192292,0.0247837,0.024073,0.0478874,0.0359827,0.0257193,0.04569,0.0556484,0.0302559,0.0560596,0.0617296,0.0349964,0.030748,0.0137666,0.0300518,0.0137053,0.0138713,0.0239643,0,0.021327,0.0485442,0.0407328,0.0182492,0,0.030373,0.0744263,0.0208451,0.0131872,0.0364247,0.0499987,0.0296928,0.0209309,0.0494321,0.0547593,0.0446103,0.0268008,0.0249829,0.00586497,0.034035,0.0262304,0.0346983,0.00974982,0.0203355,0.0487332,0.050879,0,0,0,0
98,0.0190979,0.0545498,0.0382548,0,0.0273091,0.0635767,0.0230823,0,0.0434795,0.0658159,0.0196229,0.0246357,0.0246096,0.0472669,0.0352925,0.0259543,0.0452962,0.0553584,0.0300838,0.0562603,0.0619023,0.0352086,0.0308353,0.0139453,0.0302833,0.0136989,0.0137043,0.0280303,0,0.0218923,0.0494826,0.041016,0.0178948,0,0.030232,0.0739056,0.0186676,0.014635,0.0372783,0.0496712,0.0293577,0.0213045,0.0478788,0.054268,0.0458673,0.0276627,0.0258887,0.00680035,0.0353432,0.0195017,0.0350545,0.00970173,0.0202018,0.04875,0.0504036,0,0,0,0
99,0.0194129,0.0545967,0.0385168,0,0.0275637,0.063065,0.0228762,0,0.0434058,0.0664585,0.0199582,0.0244718,0.0250968,0.0465083,0.0345258,0.0262285,0.0449642,0.0550673,0.0299134,0.056486,0.0621362,0.0354332,0.0310216,0.0142136,0.0305193,0.0137152,0.0135036,0.0315959,0,0.0227758,0.0504906,0.0413121,0.017525,0,0.0300853,0.0732505,0.0166503,0.0160123,0.0382857,0.049355,0.0290575,0.0219843,0.0460725,0.0539709,0.0470287,0.0284287,0.0268017,0.00801019,0.0365243,0.0139379,0.0354259,0.00967474,0.0200467,0.0487725,0.0498894,0,0,0,0
100,0.0196888,0.0546645,0.0390446,0,0.0277477,0.0626051,0.0226713,0,0.0432984,0.0670463,0.0201937,0.0243004,0.0254718,0.0457806,0.0338448,0.0263972,0.0447051,0.0548042,0.0297717,0.0567428,0.0623966,0.0356556,0.0312304,0.0147494,0.0307216,0.0136999,0.0134173,0.0347051,0,0.0236988,0.0514633,0.0415778,0.0171387,0,0.0299542,0.0725857,0.0149826,0.0175656,0.0389196,0.0490391,0.0287478,0.0229763,0.0441805,0.0538111,0.048054,0.0291288,0.027574,0.00921213,0.03757,0.00945754,0.0358046,0.00964943,0.0198891,0.0487868,0.0494281,0,0,0,0
101,0.0199642,0.054722,0.0398329,0,0.0278291,0.0622616,0.0224717,0,0.0432182,0.0675603,0.0203539,0.024067,0.0256846,0.0451361,0.033146,0.0265561,0.0444998,0.0545937,0.0296625,0.0569975,0.062627,0.0358572,0.0314252,0.0154909,0.030889,0.0136695,0.0133613,0.0374341,0,0.0246194,0.0523442,0.0418251,0.0168195,0,0.0298703,0.0719448,0.0138816,0.019192,0.0392212,0.0487343,0.0284652,0.0240836,0.0424991,0.0537504,0.0488679,0.0298268,0.0280318,0.0102294,0.0384127,0.00632789,0.036158,0.00962746,0.0197419,0.0487655,0.0490486,0,0,0,0
102,0.020287,0.0547672,0.0408516,0,0.0277288,0.0620796,0.0223486,0,0.0431786,0.0679485,0.0203541,0.0237838,0.0256998,0.0445196,0.0324419,0.0266196,0.0443109,0.054425,0.0296227,0.0572328,0.0628221,0.0360043,0.0316163,0.0164668,0.0309734,0.0136848,0.0132522,0.0395483,0,0.02531,0.0530012,0.0420293,0.0165856,0,0.0297934,0.0714441,0.0132796,0.0201001,0.0391226,0.0484543,0.0282988,0.0248425,0.0412414,0.0537417,0.04935,0.0303399,0.0281227,0.0109921,0.0389535,0.00486367,0.036423,0.00961536,0.0196425,0.0487461,0.0487467,0,0,0,0
103,0.020627,0.0548014,0.041693,0,0.0274774,0.0621326,0.022285,0,0.0431504,0.06817,0.0202831,0.0234823,0.025616,0.0440302,0.0318797,0.0265586,0.0441474,0.054292,0.0296504,0.0573752,0.0629807,0.0360953,0.0317689,0.017451,0.0309416,0.0137801,0.0131314,0.0411202,0,0.0253953,0.0532433,0.0421396,0.0164148,0,0.0297569,0.0712872,0.0128165,0.0201318,0.0390785,0.0482016,0.0282662,0.0253789,0.0406371,0.0536687,0.0495759,0.0305851,0.027987,0.0112249,0.0391824,0.00425148,0.0365593,0.00965783,0.019574,0.0486993,0.0485751,0,0,0,0
104,0.0208402,0.054856,0.042805,0,0.0270357,0.0622846,0.0222417,0,0.043129,0.06828,0.0201548,0.0230731,0.0253788,0.0437272,0.0314326,0.02642,0.0439967,0.0542581,0.0298089,0.0574306,0.0630723,0.0360927,0.0318326,0.0187244,0.0308613,0.0138191,0.0130411,0.0413377,0,0.0254606,0.0532506,0.0421909,0.0162041,0,0.0296564,0.0712519,0.0127073,0.0198582,0.0387147,0.0480636,0.0283607,0.0257901,0.040289,0.0534253,0.0495284,0.0304897,0.0276838,0.0111318,0.0391032,0.00426998,0.036631,0.00963975,0.0195985,0.0486446,0.0484961,0,0,0,0
105,0.0208816,0.0549128,0.0441359,0,0.0263875,0.0625898,0.0222267,0,0.0431309,0.0681403,0.0199199,0.0226048,0.0248742,0.0434724,0.0310711,0.0261588,0.0439628,0.0542753,0.0298614,0.057501,0.0631538,0.0360295,0.0319496,0.0201749,0.030771,0.0138295,0.0130138,0.04019,0,0.0251208,0.0530313,0.0422216,0.0161556,0,0.0297082,0.0712286,0.0123808,0.0193948,0.038372,0.0480455,0.028513,0.0256848,0.0403635,0.0530767,0.0491085,0.0300348,0.0274163,0.0106056,0.0386866,0.00472978,0.0366392,0.00961864,0.0197,0.0485887,0.0484703,0,0,0,0
106,0.0208377,0.054991,0.045623,0,0.0255706,0.0630149,0.0222046,0,0.0431867,0.0677891,0.0195902,0.0220716,0.0241826,0.0432227,0.0307235,0.0258243,0.0440601,0.0543171,0.0298664,0.0575404,0.0632236,0.0359142,0.0320952,0.0217011,0.0306936,0.0138394,0.0130105,0.0379999,0,0.0245613,0.0526168,0.0422489,0.0162078,0,0.0297743,0.0715387,0.0117899,0.0187577,0.0380504,0.0481332,0.0287182,0.0250585,0.0408601,0.0527154,0.0483407,0.0292774,0.0272233,0.00979632,0.038022,0.00596921,0.0365847,0.00959537,0.0198214,0.0485576,0.0484669,0,0,0,0
107,0.0207456,0.0550599,0.0471497,0,0.0246929,0.0634494,0.0221638,0,0.0432411,0.0673618,0.0191871,0.0215128,0.0234207,0.0430447,0.0304425,0.0254654,0.0442331,0.0543682,0.0299513,0.0575158,0.0632901,0.035774,0.0322289,0.0232509,0.0306347,0.0138513,0.0129871,0.0355613,0,0.024205,0.0520766,0.0422614,0.0161609,0,0.029753,0.072095,0.0118333,0.0179314,0.0373104,0.0482332,0.0290472,0.0241799,0.0416463,0.0524076,0.0472625,0.028544,0.0269623,0.00866626,0.0373617,0.00773934,0.0365028,0.00956694,0.0199821,0.0485316,0.0484912,0,0,0,0
108,0.0206028,0.0551383,0.0487544,0,0.0236972,0.0638396,0.0221422,0,0.0433341,0.0668657,0.0189044,0.0209285,0.0225613,0.0428652,0.030157,0.0250827,0.0444816,0.0544174,0.0300712,0.0574472,0.0634205,0.0355884,0.0323671,0.0249243,0.0306246,0.0138802,0.0129705,0.033246,0,0.0238967,0.0515383,0.0423022,0.0161878,0,0.0298458,0.0725305,0.0120369,0.0172165,0.0363587,0.0483582,0.0294118,0.0230547,0.0427044,0.0523106,0.0460923,0.0281243,0.0265297,0.00743056,0.0367036,0.00983224,0.0364221,0.00957267,0.0201593,0.0485329,0.0484477,0,0,0,0
109,0.0204755,0.0552614,0.050562,0,0.0225909,0.0640891,0.0221455,0,0.0433605,0.0663679,0.0188255,0.0202791,0.0216364,0.0425938,0.0298052,0.0247779,0.0448301,0.0544305,0.0302529,0.057364,0.0636229,0.0353737,0.0324789,0.0265818,0.0306862,0.013914,0.0129075,0.0304966,0,0.0238121,0.0511873,0.0423926,0.016151,0,0.0298414,0.0725089,0.0119383,0.0169268,0.0353839,0.0485175,0.0297691,0.0220317,0.0435575,0.0523549,0.0450484,0.0282425,0.0258686,0.00673911,0.0360745,0.0125435,0.0364102,0.00957159,0.0202952,0.04862,0.0482965,0,0,0,0
110,0.0203845,0.055433,0.0524812,0,0.0214104,0.0640627,0.0221285,0,0.0433785,0.0659515,0.0189571,0.0196037,0.0207502,0.0421881,0.0293703,0.0245281,0.0452368,0.0543952,0.0302544,0.0574179,0.0637478,0.035136,0.0326058,0.0281418,0.0308562,0.0139561,0.0128382,0.0277594,0,0.0234523,0.0511502,0.0424937,0.0161034,0,0.0298201,0.0721065,0.0113333,0.0169849,0.0355837,0.048593,0.0301263,0.021092,0.0440593,0.0524091,0.0442573,0.0285229,0.0254578,0.00673668,0.0355442,0.0146527,0.0364571,0.00956192,0.0204164,0.0488271,0.0481358,0,0,0,0
111,0.0202873,0.0556835,0.0541174,0,0.0202222,0.0635548,0.0221309,0,0.0433672,0.0656875,0.019412,0.0189565,0.0200255,0.0416993,0.0289493,0.0243368,0.0457096,0.0543152,0.0300902,0.0575309,0.063881,0.0348541,0.0327699,0.0295866,0.0311025,0.0140081,0.0127278,0.0253968,0,0.0232505,0.0514393,0.0426405,0.0160707,0,0.029774,0.0714801,0.0103308,0.0173808,0.0368381,0.0485186,0.0303923,0.0204126,0.04383,0.0521717,0.0438283,0.0283835,0.0256395,0.00735433,0.0351015,0.015945,0.0365481,0.00956013,0.020486,0.0490975,0.0479383,0,0,0,0
112,0.0201526,0.0559274,0.0557818,0,0.018989,0.0625899,0.0221281,0,0.0433146,0.0655894,0.0203076,0.0183897,0.0195072,0.0413659,0.0286825,0.0242099,0.0462026,0.0541794,0.029761,0.0576328,0.0640892,0.0344728,0.0329498,0.0308611,0.0312768,0.0140477,0.012618,0.0242767,0,0.0228103,0.0517978,0.0427417,0.0161818,0,0.0297968,0.0709526,0.0088982,0.0178012,0.0391257,0.0482662,0.0306733,0.0199905,0.043317,0.051789,0.0437628,0.0274764,0.0266892,0.00811712,0.0345197,0.0158501,0.036617,0.00956499,0.0205354,0.0493877,0.0477768,0,0,0,0
113,0.0199869,0.0562369,0.0573339,0,0.0177075,0.0611319,0.0221423,0,0.0431977,0.0656001,0.0217075,0.0178048,0.0192306,0.0413882,0.028135,0.0241221,0.0467254,0.0540457,0.0293388,0.057622,0.0641478,0.033955,0.0330982,0.0317396,0.0314444,0.0140748,0.0124713,0.0226496,0,0.0228229,0.0520072,0.0428971,0.016072,0,0.0297937,0.0706022,0.00804716,0.0182001,0.0401096,0.0482369,0.0310228,0.0201222,0.0421894,0.0512287,0.0438951,0.0264149,0.0277238,0.00898439,0.0340925,0.0169896,0.0368148,0.00958664,0.0205509,0.0496479,0.047518,0,0,0,0
114,0.0198529,0.0562763,0.0585043,0,0.0164957,0.0596981,0.022147,0,0.0431965,0.0656291,0.0235505,0.0175429,0.0192325,0.0416152,0.0283118,0.0240513,0.0473458,0.0539447,0.0288129,0.0575352,0.0640638,0.033385,0.0332689,0.0322256,0.0315866,0.0140222,0.0124742,0.022561,0,0.0218773,0.0519235,0.042861,0.0161347,0,0.0298282,0.0708357,0.00623864,0.017994,0.0416237,0.0475878,0.0315842,0.0192361,0.0425594,0.051066,0.0433569,0.0252823,0.0292601,0.00890986,0.0334537,0.0165126,0.036523,0.00952451,0.020903,0.0498402,0.0475464,0,0,0,0
115,0.0196203,0.0563388,0.0588917,0,0.0154122,0.0583585,0.0221331,0,0.0431665,0.0655084,0.0256689,0.017193,0.0193667,0.0421093,0.0281604,0.0240558,0.0480948,0.0540051,0.0282737,0.0573823,0.0638266,0.0326874,0.0333633,0.0318351,0.0317373,0.0139938,0.0124454,0.0213417,0,0.0212245,0.0514998,0.0429286,0.0161685,0,0.0297857,0.0712311,0.00604317,0.0178779,0.0407391,0.047188,0.0321944,0.0183769,0.0422726,0.0505609,0.0423106,0.024723,0.0295386,0.0086657,0.0330721,0.0181477,0.036306,0.00946213,0.0212388,0.0500059,0.0476031,0,0,0,0
116,0.0193707,0.0563387,0.058508,0,0.01459,0.0569568,0.0221309,0,0.0432212,0.0654004,0.0277997,0.0168639,0.0195681,0.0427741,0.0280566,0.0242058,0.0488562,0.0542319,0.0278999,0.0570661,0.0634137,0.0318518,0.0332274,0.0307062,0.0316892,0.0139494,0.0125214,0.0201663,0,0.0206774,0.0509485,0.0429764,0.0163625,0,0.0299183,0.0716565,0.00682172,0.0173987,0.0392896,0.04682,0.0329358,0.0175174,0.0419287,0.0500614,0.0410492,0.0244815,0.0289861,0.00808189,0.0327273,0.0200156,0.0359965,0.00940281,0.0216921,0.0501833,0.0477312,0,0,0,0
