Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58
33,0.0176306,0.0588926,0.0319417,0,0.0197719,0.0462619,0.0235413,0,0.0431816,0.0647033,0.0367754,0.0293307,0.0154316,0.0538024,0.0312169,0.0475545,0.0721825,0.0648643,0.0356641,0.0643349,0.0687315,0.0395736,0.0420478,0.0232005,0.0329256,0.013948,0.0133952,0.0278157,0,0.023395,0.0607246,0.0423803,0.0220186,0,0.0309218,0.0719668,0.0104538,0.0207838,0.0316962,0.044328,0.0368183,0.0191962,0.0308819,0.0451558,0.0433619,0.0257872,0.0258156,0.0114936,0.0365103,0.00951969,0.0323402,0.010288,0.0213985,0.0553279,0.0479674,0,0,0,0
34,0.0177631,0.0588982,0.0339731,0,0.0208722,0.0475376,0.0235275,0,0.0430645,0.0640668,0.0354456,0.0293354,0.016148,0.0534116,0.0309247,0.0472938,0.0709202,0.0647513,0.0363037,0.0640957,0.068781,0.0401149,0.0412277,0.018521,0.0331944,0.0139999,0.0133192,0.0285686,0,0.0235254,0.0600038,0.0423962,0.0216847,0,0.0308219,0.0724165,0.0102789,0.0208412,0.0320568,0.0441915,0.0362948,0.0194805,0.0303588,0.0448247,0.0434008,0.0259211,0.0258931,0.0113969,0.0366242,0.00885668,0.0326223,0.0102096,0.0212445,0.0552241,0.0476198,0,0,0,0
35,0.0179248,0.0589909,0.035348,0,0.0222402,0.0488526,0.0234856,0,0.0429321,0.0631448,0.034571,0.0293561,0.0177753,0.0530846,0.0303536,0.0469897,0.0691428,0.0646956,0.036842,0.0636723,0.0686546,0.0406305,0.0402918,0.0149842,0.0334931,0.0140723,0.0131375,0.029412,0,0.0235154,0.0591277,0.0426015,0.0210648,0,0.0306201,0.0729591,0.0102408,0.0211306,0.0323942,0.0443182,0.0357739,0.0198877,0.0299299,0.0445172,0.0435093,0.0260942,0.0258135,0.0112814,0.0367277,0.00814845,0.0331429,0.0100607,0.0211172,0.0551341,0.0472811,0,0,0,0
36,0.018123,0.0590165,0.03543,0,0.0239066,0.0502545,0.0234317,0,0.0429287,0.0622295,0.0343878,0.0294982,0.0205665,0.0526219,0.0301046,0.0466889,0.0669564,0.0646888,0.0371769,0.0628029,0.0680818,0.0408445,0.0390081,0.0126848,0.0337973,0.014164,0.012919,0.0304628,0,0.0235905,0.0583406,0.042591,0.0207995,0,0.0305074,0.0735975,0.0100698,0.0212903,0.0327747,0.0440842,0.035338,0.0202764,0.0294174,0.0440762,0.0435971,0.0263706,0.0257474,0.0111871,0.0369113,0.00739693,0.0333144,0.00999677,0.0210137,0.0551228,0.0470877,0,0,0,0
37,0.0183049,0.0590436,0.0336913,0,0.0257011,0.0514781,0.0234026,0,0.0429732,0.0614805,0.0350412,0.0295671,0.0240642,0.0521519,0.0297712,0.0463864,0.0646172,0.0646637,0.0370212,0.0614648,0.0669885,0.0406266,0.0373384,0.0121139,0.0340816,0.0142564,0.0127624,0.0315195,0,0.0236669,0.0577366,0.0426508,0.0205429,0,0.0304258,0.0741571,0.00996787,0.0214015,0.0332017,0.0439952,0.0349304,0.020681,0.0290064,0.0436725,0.0437094,0.0265845,0.0256876,0.0111987,0.0370133,0.00682515,0.0335639,0.00996076,0.0208823,0.055087,0.0469572,0,0,0,0
38,0.0184133,0.0590741,0.0342888,0,0.0251857,0.0518835,0.0233489,0,0.0429656,0.0613532,0.0381417,0.0291708,0.0266949,0.051749,0.0294972,0.0459586,0.0627686,0.0644171,0.0363042,0.0597362,0.0660773,0.0393251,0.034256,0.0158168,0.0343264,0.0143755,0.0126063,0.0323086,0,0.0237304,0.0574641,0.0427005,0.020337,0,0.0303638,0.0745244,0.00986073,0.0215722,0.0335612,0.0439984,0.0345441,0.0208417,0.0285788,0.0432523,0.0435992,0.0267301,0.0256524,0.0113127,0.0370907,0.00656406,0.0337738,0.00999622,0.0206497,0.0549553,0.0469862,0,0,0,0
39,0.0181135,0.0594525,0.0343288,0,0.0245851,0.0525036,0.0224787,0,0.0438486,0.0607897,0.0374078,0.0285204,0.023235,0.0508093,0.029179,0.0432504,0.0610137,0.0637343,0.0349517,0.0621722,0.067961,0.0411536,0.037405,0.0156936,0.0341508,0.0136128,0.0119263,0.0301592,0,0.0231306,0.0574218,0.042456,0.0202102,0,0.0305058,0.0751973,0.00963502,0.0219219,0.0348215,0.0429854,0.0343496,0.0214939,0.0270174,0.0424274,0.0435893,0.0279515,0.0239186,0.0110696,0.0381408,0.00781063,0.0339378,0.00951748,0.0204217,0.0553795,0.0467654,0,0,0,0
40,0.0179861,0.0596655,0.036564,0,0.023857,0.0527796,0.0220047,0,0.0442051,0.0605003,0.0388076,0.0282148,0.0222414,0.0502071,0.0290088,0.0417829,0.0601549,0.0636978,0.0346623,0.0633468,0.0692205,0.0418038,0.0382146,0.0175767,0.0342233,0.0132437,0.0116284,0.0305813,0,0.0231119,0.0575571,0.0422972,0.0199892,0,0.030566,0.0754808,0.00972415,0.0220516,0.0351882,0.0422036,0.0339878,0.0214875,0.0265412,0.0419833,0.0432465,0.0281494,0.0237988,0.011123,0.0381489,0.00766743,0.0341152,0.00927979,0.0202525,0.055422,0.0467334,0,0,0,0
41,0.0179304,0.0598032,0.0381504,0,0.0235203,0.0529426,0.0217191,0,0.0444326,0.0603548,0.0397445,0.0281303,0.022073,0.0497958,0.0288984,0.0409406,0.059679,0.0637742,0.034815,0.0641888,0.0701242,0.042312,0.0387652,0.0189039,0.0342939,0.0130131,0.0114793,0.031069,0,0.0230002,0.0576932,0.0421827,0.0197103,0,0.0306066,0.0757312,0.00987393,0.0221157,0.035532,0.0416611,0.0336107,0.0215664,0.026185,0.041625,0.0429981,0.0282711,0.0236121,0.0111806,0.0380604,0.0076,0.0343247,0.00916982,0.0200828,0.0553956,0.0467863,0,0,0,0
42,0.0179089,0.0598705,0.0389556,0,0.0233952,0.0528967,0.0215544,0,0.0444367,0.0603913,0.0401243,0.0281305,0.0221969,0.0495337,0.0288669,0.0406774,0.0594482,0.0637565,0.0350848,0.0646208,0.0706126,0.0426157,0.0390416,0.0193529,0.0343825,0.0129159,0.0115018,0.0314832,0,0.0227955,0.0578473,0.0421283,0.0193777,0,0.0305215,0.0759629,0.010063,0.0221385,0.035703,0.0414282,0.0332747,0.0217144,0.0260209,0.0413439,0.0429803,0.0282677,0.0234729,0.0113173,0.0378931,0.00772332,0.03454,0.00893957,0.0199756,0.0553117,0.0469178,0,0,0,0
43,0.0179333,0.0598376,0.0389832,0,0.023394,0.0526766,0.0215665,0,0.0444015,0.0605358,0.0398002,0.0281647,0.0225282,0.0492474,0.0288996,0.0409715,0.0593736,0.0635633,0.0352605,0.0645621,0.0705977,0.042702,0.0390141,0.0188391,0.0345059,0.0131047,0.0114666,0.0318399,0,0.0224213,0.0580254,0.0421135,0.0190676,0,0.0303905,0.0761593,0.0102846,0.0220726,0.0356767,0.0414761,0.0329968,0.021895,0.0260101,0.04108,0.0430464,0.0281195,0.0233458,0.0114599,0.0376667,0.00804272,0.0347587,0.00894106,0.0198544,0.0550639,0.0470876,0,0,0,0
44,0.0180257,0.0596946,0.0381546,0,0.023589,0.0521985,0.0217246,0,0.044283,0.0607891,0.0386659,0.0284244,0.0230974,0.0490759,0.0288022,0.0414297,0.0595158,0.0632846,0.0352817,0.0639667,0.0700223,0.0425482,0.0386361,0.0173496,0.0346674,0.013386,0.0115049,0.0321764,0,0.0218385,0.0582681,0.0421525,0.0188164,0,0.0302873,0.0762866,0.010594,0.021909,0.0354353,0.0416708,0.03262,0.0219629,0.0259582,0.0409149,0.0430539,0.0277968,0.0232617,0.0114239,0.037356,0.00849123,0.0349622,0.00915872,0.0197246,0.0546527,0.0472994,0,0,0,0
45,0.0182669,0.0594497,0.0362442,0,0.0242297,0.0516734,0.0219921,0,0.0439302,0.0609813,0.0366764,0.0288134,0.0240576,0.0493409,0.0287814,0.0423827,0.0599452,0.063143,0.0351925,0.0629377,0.0689979,0.0420895,0.0379663,0.0150411,0.0348565,0.0136935,0.0117603,0.0324255,0,0.0211543,0.0584594,0.0422306,0.0185507,0,0.0301099,0.0763946,0.0110371,0.0217011,0.0350723,0.0419969,0.032105,0.0219085,0.0258111,0.0409153,0.0429941,0.0274173,0.0231771,0.0114252,0.0370047,0.00910387,0.035194,0.0093287,0.0196989,0.054339,0.0475146,0,0,0,0
46,0.0184965,0.059255,0.0336344,0,0.0252861,0.0511409,0.0223006,0,0.0434685,0.0611176,0.0342431,0.0293917,0.0257141,0.04992,0.0288851,0.0438599,0.0605971,0.0632199,0.0351624,0.0616055,0.067686,0.0413902,0.0370142,0.0122159,0.0350916,0.0140147,0.012127,0.0325913,0,0.0204332,0.058535,0.0423084,0.0182913,0,0.0298732,0.0764089,0.0116304,0.021477,0.0345694,0.0424176,0.0317937,0.0217099,0.0257919,0.040991,0.0428468,0.0270402,0.0230984,0.0115134,0.0365549,0.00984466,0.0354065,0.00957602,0.0196765,0.0540476,0.0476726,0,0,0,0
47,0.0187096,0.0591165,0.0327018,0,0.027298,0.0505892,0.0227993,0,0.042882,0.0610164,0.0327081,0.0300335,0.02738,0.0506826,0.029007,0.0452497,0.0614326,0.0634935,0.0351844,0.0600752,0.0661399,0.0404668,0.0359983,0.00819539,0.0353704,0.0145495,0.012619,0.0358529,0,0.0204873,0.0585898,0.042553,0.0179373,0,0.0295749,0.075893,0.012216,0.0212542,0.0329768,0.0429767,0.0316688,0.0207348,0.0271371,0.0416701,0.0423627,0.0251172,0.0250823,0.0119567,0.0345269,0.0101468,0.0357537,0.00984221,0.0195905,0.0536285,0.0477788,0,0,0,0
48,0.0186674,0.0591222,0.0327364,0,0.0273512,0.0502988,0.0228028,0,0.0429714,0.0605771,0.0313213,0.0305447,0.025547,0.0510051,0.0291956,0.0452058,0.0617267,0.0634139,0.0348747,0.0603175,0.0662418,0.040447,0.0367189,0.00737307,0.0353586,0.0145857,0.0125546,0.0357568,0,0.0196573,0.0584672,0.0424775,0.0178041,0,0.0295099,0.0758368,0.012836,0.021126,0.0325645,0.0427809,0.0316391,0.0205717,0.0271733,0.0417,0.0420306,0.0244842,0.0249955,0.0120426,0.0338085,0.011116,0.0357581,0.00977681,0.019634,0.0535546,0.0477866,0,0,0,0
49,0.0186651,0.0591095,0.0337352,0,0.0266439,0.0497483,0.0228534,0,0.0430606,0.0601932,0.0296257,0.0307761,0.0231251,0.0512994,0.0294139,0.0449997,0.0623767,0.0633495,0.0345382,0.060797,0.0663642,0.0403639,0.0377153,0.00702791,0.0353329,0.0147229,0.0123183,0.0353827,0,0.0189636,0.0582094,0.0423911,0.0176974,0,0.0294735,0.0756697,0.0134468,0.0210861,0.0321903,0.0424944,0.0315558,0.0205321,0.0272954,0.0417174,0.0414766,0.0237108,0.0249284,0.0121854,0.0330524,0.0122637,0.0357931,0.009766,0.0196995,0.0535176,0.0478182,0,0,0,0
50,0.0187122,0.0590974,0.0335778,0,0.0254468,0.0492569,0.022849,0,0.0428789,0.0598921,0.0280842,0.0309393,0.021199,0.0515286,0.0295703,0.044549,0.0628248,0.0632691,0.0341782,0.0612455,0.0664932,0.0400246,0.0382538,0.00803432,0.0353377,0.0145109,0.0124848,0.0349516,0,0.0181518,0.0578778,0.0422738,0.0175774,0,0.0294327,0.0755263,0.0140511,0.0211379,0.0317863,0.0421688,0.0314417,0.0203913,0.0274245,0.0416994,0.0408513,0.0231464,0.0249848,0.0124233,0.0323546,0.0136546,0.0358451,0.00977498,0.019763,0.0535094,0.0479187,0,0,0,0
51,0.0187533,0.0591101,0.0328159,0,0.024262,0.0488387,0.0228286,0,0.0427899,0.0597905,0.0266097,0.030968,0.0197624,0.0517467,0.029678,0.0435389,0.0628094,0.0629755,0.0335653,0.0614897,0.0668548,0.039384,0.0379772,0.00889028,0.0353967,0.0143986,0.0126444,0.0346379,0,0.017427,0.0574619,0.0421154,0.0173696,0,0.0293785,0.075356,0.0147644,0.0213323,0.031433,0.0417915,0.0312409,0.0200256,0.027529,0.0416735,0.0402537,0.0227447,0.0250346,0.0126327,0.031692,0.0153858,0.0359714,0.00974302,0.0198116,0.0534515,0.0481595,0,0,0,0
52,0.0187348,0.059099,0.0319593,0,0.0237234,0.0485193,0.0228241,0,0.0427582,0.0598844,0.0253171,0.030858,0.0193957,0.0519706,0.0298092,0.0421501,0.0625411,0.0624487,0.032637,0.0612348,0.0669593,0.0386113,0.0370963,0.00888209,0.0354424,0.0143847,0.0126797,0.0343232,0,0.0165914,0.0569873,0.0419228,0.0170553,0,0.0292804,0.0751835,0.01557,0.0214575,0.0311994,0.0413482,0.0310551,0.0195072,0.0276178,0.0417064,0.0397597,0.0223333,0.0249472,0.0128263,0.0309558,0.0175228,0.0361524,0.0097378,0.0197487,0.0533671,0.0485543,0,0,0,0
53,0.0185711,0.059119,0.0315738,0,0.0237376,0.0482072,0.0228119,0,0.0426617,0.059917,0.0243228,0.0306436,0.0199915,0.0522513,0.0301316,0.0409442,0.0623971,0.0619438,0.0316339,0.0607566,0.0666885,0.0378918,0.0364406,0.00867271,0.0354359,0.0143518,0.012703,0.0338824,0,0.0158505,0.0564306,0.0417274,0.0167022,0,0.0292551,0.0750159,0.0164977,0.0215916,0.0310671,0.0409186,0.031054,0.0188707,0.0277413,0.0418568,0.0392553,0.0218794,0.0248233,0.0130802,0.0301168,0.0201406,0.0363553,0.00982026,0.0196429,0.0532911,0.0489938,0,0,0,0
54,0.0183404,0.0591374,0.0319626,0,0.0233619,0.0477804,0.0228038,0,0.0427044,0.0600532,0.0235763,0.0302239,0.0202382,0.0525302,0.030604,0.0401418,0.0624214,0.0614704,0.0305393,0.0606028,0.0663973,0.0373695,0.0366052,0.00902594,0.0353486,0.0143203,0.0128022,0.0335157,0,0.0151813,0.0557527,0.0416152,0.0164081,0,0.0292075,0.074803,0.0176165,0.0216278,0.0309503,0.0406654,0.0310647,0.0181021,0.0279989,0.0421714,0.0385675,0.021465,0.0245613,0.0132748,0.0291701,0.0232732,0.0365309,0.00980337,0.0196098,0.0532139,0.0494558,0,0,0,0
55,0.0181587,0.0590568,0.0327071,0,0.0224755,0.0472368,0.0227865,0,0.0428289,0.0604137,0.023283,0.0297508,0.0194511,0.0527433,0.0311211,0.0395129,0.0621533,0.06087,0.0293159,0.0607254,0.0661868,0.0368752,0.0372364,0.00993782,0.0351825,0.0143153,0.0128549,0.0333133,0,0.014689,0.055003,0.0415063,0.0161853,0,0.0292196,0.0745056,0.018982,0.0214771,0.0308123,0.0406375,0.0310806,0.017285,0.0285689,0.0427316,0.0378768,0.0211464,0.0239511,0.0133888,0.0281266,0.0269045,0.0365802,0.00977488,0.0196731,0.0531175,0.049994,0,0,0,0
56,0.0179355,0.0589343,0.0338443,0,0.0214059,0.0464279,0.0228203,0,0.0429497,0.0609547,0.023473,0.0293331,0.0187319,0.0529027,0.0316897,0.0388277,0.0617131,0.0602077,0.0282598,0.0607696,0.0658391,0.036168,0.0378517,0.0113682,0.0349189,0.0143076,0.0128552,0.0332625,0,0.0144434,0.0541721,0.0414259,0.0160699,0,0.0293196,0.0740282,0.0207703,0.0211213,0.0306711,0.0409119,0.031175,0.0165263,0.0293423,0.0435323,0.0373223,0.0209383,0.0230397,0.0133421,0.0270686,0.0311051,0.0365484,0.0096633,0.0199057,0.0530104,0.0504867,0,0,0,0
57,0.0177171,0.0587648,0.0342828,0,0.0208256,0.0457177,0.0228154,0,0.042981,0.0612754,0.0237747,0.0293521,0.0188038,0.0530567,0.0322113,0.0382476,0.0612305,0.0597394,0.0278026,0.0604317,0.0652953,0.0353724,0.0380032,0.0122962,0.0345825,0.0141091,0.0131184,0.0334983,0,0.0142476,0.0532696,0.0413711,0.0160874,0,0.0295016,0.073473,0.0227218,0.0206331,0.030261,0.0413161,0.0315661,0.0160753,0.0301624,0.044583,0.0372459,0.0207206,0.0220916,0.0133574,0.0259564,0.0355645,0.0363844,0.00963214,0.0202752,0.0528633,0.0508532,0,0,0,0
58,0.0174542,0.0585508,0.0341365,0,0.0204884,0.0449649,0.0229406,0,0.0431444,0.0613096,0.0236056,0.0298469,0.0192313,0.053381,0.0329147,0.038304,0.0608068,0.0594572,0.0275683,0.0598894,0.0646607,0.0346687,0.0377089,0.0125297,0.0341168,0.0140633,0.0132662,0.032961,0,0.0140878,0.0522874,0.0413093,0.0162924,0,0.0297073,0.0730049,0.0246624,0.0201395,0.0296264,0.0418154,0.0320755,0.0158745,0.0308914,0.0457322,0.0374657,0.0202695,0.0214275,0.013507,0.0247325,0.0402674,0.0360638,0.00957428,0.020795,0.0526152,0.0511236,0,0,0,0
59,0.0172162,0.0582831,0.0334954,0,0.0203376,0.0441255,0.0231756,0,0.0433455,0.06109,0.0228979,0.0306939,0.0193791,0.0539795,0.0338511,0.038331,0.0604003,0.059378,0.0272009,0.0593869,0.0642285,0.0342611,0.0371903,0.0122409,0.033538,0.0139664,0.0135199,0.0315184,0,0.013945,0.0513983,0.0412317,0.0167052,0,0.0299768,0.072639,0.0261869,0.0195705,0.0288968,0.0424376,0.0326342,0.0157177,0.031555,0.04694,0.0378958,0.0194992,0.0213608,0.0136836,0.0234507,0.0447085,0.0355651,0.00954459,0.0214468,0.0522792,0.0512769,0,0,0,0
60,0.0170732,0.0579819,0.0329491,0,0.0203989,0.0432601,0.0235356,0,0.0434745,0.0606829,0.0218498,0.0317097,0.0192264,0.0548734,0.0347337,0.037284,0.0602703,0.0595471,0.0267029,0.0590313,0.0640696,0.0341613,0.03671,0.0118623,0.0329335,0.0138027,0.0138831,0.0296451,0,0.0139955,0.0507851,0.0412041,0.017335,0,0.0303057,0.0723378,0.0273961,0.018847,0.0281825,0.0430689,0.0332392,0.0155841,0.0322256,0.0482174,0.0385115,0.0186246,0.0217373,0.0137028,0.0223875,0.0486958,0.0349263,0.00953918,0.0221896,0.0518778,0.0512856,0,0,0,0
61,0.0170327,0.0576303,0.0327869,0,0.0205956,0.0426557,0.0239298,0,0.0435382,0.0601878,0.0207586,0.0327591,0.0191653,0.0558136,0.0355213,0.0364518,0.0602128,0.0597758,0.0261819,0.0588681,0.0640775,0.0342833,0.0363589,0.0117561,0.0323496,0.0134706,0.0145467,0.0279006,0,0.0143615,0.0504029,0.0412369,0.0180624,0,0.0307433,0.0720884,0.0282533,0.0180287,0.0274233,0.043619,0.0339337,0.0161048,0.0329457,0.0495927,0.0393057,0.0178798,0.0222579,0.0135409,0.0216795,0.0522262,0.0341591,0.00965364,0.0230039,0.051428,0.0512865,0,0,0,0
62,0.0170255,0.057321,0.0327651,0,0.0208163,0.0425117,0.0243724,0,0.0434757,0.0596964,0.0198361,0.0337955,0.019339,0.0567598,0.0363137,0.0358934,0.0599674,0.0598469,0.025789,0.0588198,0.0642231,0.0344588,0.0360762,0.0117675,0.0318446,0.0130876,0.01523,0.0258614,0,0.0154289,0.0501084,0.0412982,0.0187159,0,0.0310346,0.0718692,0.0292924,0.0171745,0.0268686,0.0442296,0.0345678,0.0170217,0.0338197,0.0509525,0.0401396,0.0172781,0.0223815,0.0132746,0.0212438,0.0558531,0.0335062,0.00968877,0.0237286,0.0510278,0.0513847,0,0,0,0
63,0.0170777,0.0570711,0.0326424,0,0.0209646,0.0429072,0.0248365,0,0.0435134,0.0593662,0.0192188,0.0345235,0.0196019,0.057498,0.0371473,0.0351834,0.0595861,0.0596623,0.0255633,0.0587612,0.0642779,0.034517,0.0358235,0.0116638,0.0314687,0.0130886,0.0155176,0.0238322,0,0.0165343,0.0498042,0.0413572,0.0192453,0,0.0311366,0.0716153,0.0302697,0.0163258,0.0265695,0.0448196,0.0350088,0.0179104,0.0347364,0.0521166,0.040785,0.0166426,0.0225982,0.0131699,0.0210143,0.0595858,0.0330113,0.00964295,0.0242695,0.0507016,0.0515972,0,0,0,0
64,0.0172377,0.0568093,0.03234,0,0.0210537,0.0436154,0.0252939,0,0.0435916,0.0591811,0.0190271,0.034846,0.0197724,0.0578843,0.0378268,0.0346035,0.0592288,0.0593296,0.0254067,0.0586516,0.0641595,0.0344411,0.0356248,0.0115883,0.0312497,0.0133333,0.0154698,0.0222839,0,0.0177421,0.0493573,0.0414005,0.0196048,0,0.0311204,0.0714167,0.0318446,0.0154988,0.0263549,0.0454342,0.0352133,0.0184911,0.0355307,0.0529413,0.0410457,0.0160909,0.0229775,0.0130855,0.0210719,0.063743,0.0326847,0.00962291,0.0245593,0.0503795,0.0518778,0,0,0,0
65,0.0174409,0.0565966,0.0322732,0,0.0211083,0.0444368,0.0256546,0,0.043519,0.0590231,0.0191047,0.034788,0.0197456,0.0578557,0.0383174,0.0341104,0.0589579,0.0590057,0.0252965,0.0585296,0.0640492,0.0343022,0.0355281,0.0116025,0.0311676,0.0134287,0.0154198,0.0223152,0,0.0194788,0.0487709,0.041425,0.0197846,0,0.0310229,0.0715421,0.0347085,0.0147901,0.0260616,0.0459317,0.0352889,0.0186175,0.036386,0.0535581,0.040968,0.016102,0.0230793,0.0126223,0.0215421,0.0685992,0.0325445,0.00958671,0.0246447,0.0501288,0.0521968,0,0,0,0
66,0.0176454,0.0564217,0.0325304,0,0.0210984,0.0452303,0.0258757,0,0.0433151,0.0588585,0.0192338,0.0344598,0.0196096,0.0574963,0.0385869,0.033638,0.0587014,0.058721,0.025276,0.0584487,0.0640059,0.0341623,0.035484,0.0116642,0.0312251,0.0133822,0.0154136,0.0238616,0,0.0213596,0.0480595,0.0414506,0.019783,0,0.0308855,0.0718978,0.0380083,0.014222,0.0258235,0.04619,0.0352296,0.0184543,0.0372852,0.0540768,0.0407579,0.0165036,0.0228958,0.0120567,0.0220533,0.0737812,0.0325746,0.00956916,0.0245273,0.0499055,0.0525247,0,0,0,0
67,0.0176897,0.056291,0.031652,0,0.0203248,0.0464834,0.0263428,0,0.0427233,0.0586742,0.0186584,0.0330812,0.0199766,0.0561116,0.0380537,0.0327389,0.0580294,0.0579922,0.0248511,0.0591161,0.0645486,0.0348164,0.0359443,0.0120464,0.03087,0.0139376,0.0151861,0.0207569,0,0.0271975,0.0463599,0.0420901,0.0192233,0,0.0311371,0.072006,0.0464312,0.0142968,0.0265791,0.0470574,0.035604,0.0180914,0.0388384,0.0558121,0.0411929,0.0135124,0.0275761,0.0148187,0.0188511,0.0662846,0.0329866,0.00935764,0.024334,0.0497095,0.0525691,0,0,0,0
68,0.0177916,0.0561779,0.0321481,0,0.0203578,0.0473441,0.026185,0,0.0426495,0.0587195,0.0186238,0.032637,0.0200056,0.0554142,0.0379195,0.0326521,0.057693,0.0577481,0.0249854,0.0591477,0.0645764,0.0348708,0.0358697,0.012035,0.0310374,0.0141178,0.0148654,0.0212091,0,0.0274357,0.0455965,0.042094,0.0188224,0,0.0310689,0.0724161,0.0480013,0.0141481,0.0273242,0.0471101,0.0353933,0.0180376,0.0392037,0.0562322,0.0412018,0.0135548,0.0272672,0.0150143,0.0186756,0.0682044,0.0333715,0.00935275,0.0239952,0.04958,0.0528476,0,0,0,0
69,0.0179479,0.0560786,0.0325372,0,0.0205657,0.0483104,0.0259063,0,0.0425796,0.0587595,0.0184029,0.0322741,0.0200257,0.0547042,0.0376154,0.0322283,0.0573204,0.0575785,0.0252161,0.0591374,0.0646631,0.034974,0.0357642,0.0118865,0.0312005,0.0141881,0.0146414,0.0218369,0,0.0277602,0.0449522,0.0419936,0.0183505,0,0.0310781,0.0727896,0.0489284,0.0140014,0.0282573,0.0471219,0.0351214,0.0181359,0.0396544,0.0566159,0.0412574,0.0137677,0.0268202,0.015083,0.0187019,0.0692377,0.0337941,0.00934206,0.0236411,0.0495135,0.0531039,0,0,0,0
70,0.0181593,0.0560557,0.0327279,0,0.0209655,0.0493335,0.0255978,0,0.0424984,0.0586813,0.0180306,0.0320229,0.020022,0.0540239,0.0372227,0.0318181,0.0568535,0.057463,0.0254734,0.0590766,0.06469,0.0350825,0.0355575,0.0116827,0.0313725,0.0141465,0.0145826,0.0222166,0,0.0279707,0.0444653,0.0419672,0.0179265,0,0.0311076,0.0730556,0.0493763,0.0138188,0.0291731,0.0471459,0.0348285,0.0183387,0.0402661,0.0570059,0.041297,0.0141532,0.026311,0.01492,0.0190538,0.0699898,0.0341771,0.00931715,0.0233003,0.0495369,0.0532291,0,0,0,0
71,0.0183641,0.0559448,0.0326425,0,0.0216286,0.0506874,0.0255726,0,0.0428987,0.0583186,0.0174566,0.0326412,0.0199839,0.0542885,0.0378704,0.031208,0.056142,0.0573008,0.0256143,0.0590197,0.0648134,0.0352823,0.0352298,0.01144,0.0311701,0.0142398,0.0146806,0.0212698,0,0.0259539,0.0430486,0.0417117,0.0180028,0,0.0312113,0.0720471,0.0439039,0.0128685,0.0333303,0.0473385,0.034839,0.0170047,0.0464002,0.0606923,0.0410327,0.0149355,0.0312343,0.0176037,0.018896,0.0660774,0.0340876,0.00935268,0.0232498,0.0493119,0.0541035,0,0,0,0
72,0.01825,0.0562113,0.0329176,0,0.0218384,0.0512882,0.0253304,0,0.0430151,0.0583978,0.0171521,0.0315303,0.0198553,0.053206,0.0368776,0.0312023,0.0556526,0.0572996,0.0258393,0.058957,0.064799,0.0353509,0.0350466,0.0112704,0.0313863,0.0145969,0.0141158,0.0225307,0,0.0281531,0.0435915,0.0418792,0.0175324,0,0.0311384,0.0735453,0.0493989,0.0132746,0.0303657,0.0473705,0.0344697,0.0185986,0.0414213,0.057711,0.041303,0.0149445,0.0254613,0.0144191,0.0199399,0.0708176,0.0346079,0.0092612,0.0227115,0.0497083,0.0531821,0,0,0,0
73,0.0181518,0.056033,0.0326765,0,0.0218167,0.0527034,0.0251785,0,0.043511,0.0583482,0.0164201,0.0320902,0.0197071,0.0536982,0.0374855,0.0303189,0.0549155,0.0571851,0.0260154,0.0588561,0.0647624,0.035645,0.0346696,0.0107974,0.0310173,0.0144395,0.0145957,0.021327,0,0.0263703,0.0423514,0.0415802,0.0178879,0,0.0313319,0.0725403,0.0437414,0.0124083,0.0339379,0.0477819,0.0347236,0.0173615,0.0471133,0.0612916,0.041142,0.0154612,0.0305349,0.0172907,0.0197307,0.0665068,0.0342347,0.00935376,0.0228609,0.0495033,0.0538224,0,0,0,0
74,0.0179252,0.0562108,0.0330071,0,0.0217836,0.0530051,0.0250755,0,0.0434273,0.0585098,0.0162695,0.0310064,0.0196732,0.052862,0.0367428,0.0300303,0.0544945,0.0571763,0.0262177,0.0588493,0.0648099,0.0356782,0.0346484,0.0106042,0.0310747,0.0145477,0.0142829,0.0225439,0,0.0285186,0.0429264,0.0416729,0.0176872,0,0.0313332,0.0738694,0.0490478,0.0129145,0.030564,0.0478335,0.0344653,0.0188162,0.0420708,0.0581201,0.0412694,0.0151345,0.0250209,0.0143342,0.0202928,0.0710185,0.0345034,0.00923685,0.0225731,0.0499288,0.0528173,0,0,0,0
