Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x59,x58
9,0.0182625,0.0546337,0.0428498,0,0.0111201,0.0531552,0.0224689,0,0.0424494,0.0614549,0.0313271,0.0167639,0.0181589,0.0440813,0.027145,0.0289826,0.0542773,0.0589272,0.0277042,0.0526061,0.058272,0.0254679,0.0317226,0.0112276,0.0337705,0.0144553,0.0118174,0.0206254,0,0.0225053,0.0500457,0.0450817,0.0145847,0,0.0289018,0.069223,0.00701103,0.0213515,0.0339863,0.0446672,0.0332484,0.01744,0.0374055,0.0446715,0.0372304,0.0247227,0.0264347,0.00816791,0.0349029,0.0198041,0.039389,0.0099763,0.0202653,0.0473566,0.0521713,0,0,0,0,0
10,0.0180896,0.054558,0.0396636,0,0.0110165,0.0519848,0.0227151,0,0.0425425,0.0614344,0.0310019,0.0166583,0.0180807,0.0448256,0.0275484,0.0299154,0.0550377,0.0599574,0.0281046,0.0521408,0.0575415,0.024967,0.0314622,0.0101607,0.0333673,0.0143507,0.0118974,0.020051,0,0.0226712,0.0499483,0.0449334,0.0149477,0,0.0289982,0.0690351,0.00705229,0.0219851,0.0337226,0.0449789,0.0338936,0.0169895,0.0371563,0.0445055,0.0366358,0.0247541,0.0263583,0.00829162,0.0349055,0.0203927,0.0388792,0.00993517,0.0207756,0.0471978,0.0522832,0,0,0,0,0
11,0.0180272,0.0543624,0.0367915,0,0.0111325,0.0509502,0.022748,0,0.0426407,0.0612758,0.0307401,0.0164797,0.0179956,0.0455154,0.0278343,0.0307236,0.0558229,0.0609381,0.0285413,0.051562,0.0568787,0.0244668,0.0313117,0.0129177,0.0331652,0.0140804,0.0123368,0.0196704,0,0.022743,0.050012,0.0448414,0.0152518,0,0.0291981,0.0688128,0.00710754,0.0223262,0.0334059,0.0451921,0.0344347,0.0163658,0.0370306,0.0444015,0.0362298,0.0247667,0.0263702,0.00832362,0.0349561,0.0208896,0.0384717,0.0099164,0.0211981,0.0471901,0.0524918,0,0,0,0,0
12,0.017893,0.0542413,0.0338346,0,0.0111899,0.049718,0.0229301,0,0.0427499,0.0611006,0.0310767,0.0161681,0.0181169,0.0461357,0.0282405,0.0313469,0.0565721,0.0617047,0.0288043,0.0509436,0.0561555,0.0238972,0.031146,0.0178767,0.0331511,0.0141306,0.0124366,0.0192169,0,0.0228882,0.0502687,0.0447661,0.0156211,0,0.0293902,0.068579,0.0073476,0.0222374,0.0331265,0.0454932,0.0349536,0.0160157,0.0371507,0.0443906,0.0359972,0.0247584,0.0263104,0.00832488,0.035036,0.0213685,0.0381378,0.00997864,0.0214507,0.047164,0.0526792,0,0,0,0,0
13,0.0177902,0.0541575,0.0304506,0,0.0114858,0.04858,0.0230044,0,0.0428585,0.0610808,0.03243,0.0160068,0.0181883,0.04671,0.028562,0.0319744,0.0572954,0.0622459,0.0288435,0.0503574,0.0556717,0.0233506,0.0309114,0.0233281,0.0332548,0.0141956,0.0124233,0.0190549,0,0.0229507,0.0504944,0.0447117,0.0158249,0,0.0294465,0.0682902,0.00755512,0.022456,0.0330712,0.0455232,0.035342,0.0158728,0.0375322,0.0443354,0.0359018,0.0247755,0.0262954,0.00838031,0.0351641,0.0214912,0.0379399,0.0100131,0.0214841,0.0470809,0.0528219,0,0,0,0,0
14,0.0177362,0.0540641,0.0276999,0,0.011826,0.0473223,0.0230182,0,0.042895,0.0611759,0.0348414,0.0160012,0.0182534,0.0471772,0.0287635,0.032726,0.0579799,0.062688,0.028722,0.0500704,0.0555493,0.0233947,0.0311378,0.0300517,0.0333525,0.014195,0.0125023,0.0190026,0,0.0229396,0.0506359,0.0446641,0.0158908,0,0.0294141,0.0679338,0.00777226,0.0230028,0.0329969,0.0453781,0.0355659,0.0157611,0.0378645,0.0442832,0.0359399,0.0247777,0.026211,0.00841724,0.0352714,0.0214023,0.0379042,0.010009,0.0214233,0.0470562,0.0529263,0,0,0,0,0
15,0.0176918,0.0540204,0.0262916,0,0.01299,0.0460359,0.0232556,0,0.0425482,0.061244,0.0378813,0.0161577,0.0183711,0.0473359,0.028954,0.0334449,0.0585696,0.0630686,0.0286562,0.0503751,0.0556914,0.0239688,0.0316462,0.0373095,0.0333289,0.014429,0.0122849,0.0189871,0,0.0229593,0.051034,0.044575,0.0158331,0,0.0294648,0.0676682,0.00801406,0.0232445,0.0328699,0.0451028,0.0356229,0.0156481,0.0378757,0.0442831,0.0362207,0.0248147,0.026056,0.0084374,0.035323,0.0211746,0.0379591,0.0099697,0.0213969,0.047017,0.0529939,0,0,0,0,0
16,0.0177165,0.0540375,0.0267394,0,0.0138998,0.0447573,0.0231621,0,0.0424036,0.0611729,0.0401594,0.0164517,0.018734,0.0472982,0.0290953,0.0341061,0.0593205,0.0635364,0.0287601,0.0510847,0.0560094,0.0247021,0.0324848,0.0442361,0.033428,0.0143603,0.0124827,0.0192037,0,0.0229781,0.0516181,0.0445362,0.0158491,0,0.0293948,0.0674297,0.00814168,0.0231743,0.032748,0.0447118,0.0356231,0.0155476,0.0376677,0.0443371,0.0366173,0.0248648,0.0258498,0.00838127,0.0353341,0.0206007,0.0380237,0.0101047,0.0210618,0.0469244,0.0530445,0,0,0,0,0
17,0.0177332,0.0541721,0.0273891,0,0.014278,0.043776,0.0229803,0,0.0424609,0.0611046,0.0422448,0.0168532,0.0191233,0.0472157,0.0292615,0.034622,0.0599824,0.06402,0.0288944,0.0518188,0.0564271,0.0253127,0.0337381,0.0499256,0.0336136,0.0143862,0.0125171,0.0196307,0,0.0229771,0.0522654,0.0445232,0.0158319,0,0.0293064,0.0672983,0.00812405,0.0230564,0.0325932,0.0444338,0.035536,0.015531,0.0374279,0.0442698,0.0368816,0.0248975,0.025614,0.00841609,0.0353699,0.0197874,0.0381308,0.010194,0.0206597,0.0469558,0.0530741,0,0,0,0,0
18,0.0178061,0.0543567,0.0282705,0,0.014162,0.0429155,0.022993,0,0.0425525,0.0612391,0.0438511,0.0173558,0.0195112,0.0472729,0.0293615,0.0350539,0.060462,0.0643802,0.0290318,0.0525894,0.0569466,0.0258811,0.0351024,0.0544877,0.0337675,0.0143315,0.012543,0.019992,0,0.0230855,0.0529453,0.0444428,0.0147743,0,0.0296186,0.0671563,0.00805912,0.0234675,0.032267,0.0442328,0.0347861,0.0155518,0.0370638,0.0442515,0.0370729,0.0249668,0.0254179,0.00856723,0.035468,0.0190014,0.0384169,0.00965742,0.0213063,0.0469525,0.0531868,0,0,0,0,0
19,0.0177483,0.0545285,0.0293914,0,0.0141675,0.0423323,0.0228768,0,0.0426884,0.0614456,0.0451351,0.0178161,0.0199217,0.0472278,0.0295034,0.0352758,0.0610076,0.0645595,0.0291261,0.0534589,0.0574987,0.0265756,0.0364294,0.0584426,0.0339443,0.0143673,0.0126157,0.0205256,0,0.0231508,0.0536064,0.0443755,0.0146935,0,0.0296055,0.0671204,0.0078305,0.023758,0.0320609,0.0439998,0.0343966,0.0155913,0.0367193,0.0441255,0.0372657,0.0250663,0.0253573,0.00869101,0.03559,0.0180992,0.0385894,0.00977189,0.0209933,0.0469613,0.0531829,0,0,0,0,0
20,0.0176337,0.0546314,0.0305925,0,0.0143406,0.0417937,0.0227017,0,0.042771,0.0617068,0.0463533,0.0182619,0.0202539,0.047179,0.0296777,0.0356963,0.0616079,0.0647827,0.0292686,0.0543221,0.058008,0.0272809,0.0375594,0.0615842,0.0340708,0.0144067,0.0125076,0.0211806,0,0.0232114,0.0541919,0.0442811,0.0147144,0,0.0295872,0.067088,0.00751843,0.024135,0.0319053,0.0438064,0.0340097,0.0157085,0.0362307,0.0440129,0.0374991,0.0251143,0.0254405,0.0089079,0.0357087,0.0171153,0.0386995,0.00978689,0.0207793,0.0469657,0.0531315,0,0,0,0,0
21,0.0175284,0.0546257,0.0315596,0,0.0144854,0.0412396,0.0225988,0,0.0427662,0.0619645,0.0473737,0.018674,0.0205494,0.0471457,0.0298431,0.0365525,0.0621551,0.0650935,0.0293835,0.0550051,0.0584396,0.0279072,0.0386271,0.0640271,0.0341711,0.0143698,0.0125173,0.0217008,0,0.0232767,0.0547789,0.0442212,0.01475,0,0.0296216,0.0669522,0.0072367,0.0244052,0.0316752,0.0436804,0.0336017,0.0158468,0.0354768,0.0439471,0.0377199,0.0251368,0.0254936,0.00910488,0.0358022,0.0162666,0.0387219,0.00973977,0.020646,0.0470208,0.0530626,0,0,0,0,0
22,0.0174257,0.054599,0.0322589,0,0.0145237,0.040907,0.0225943,0,0.042817,0.062094,0.0479668,0.0190763,0.0207736,0.0471591,0.0300163,0.0368973,0.062534,0.0654245,0.0294626,0.0555746,0.0588099,0.028426,0.0396001,0.0659198,0.0341972,0.0143572,0.0124877,0.0221659,0,0.0233142,0.0553242,0.0442092,0.0148278,0,0.0296302,0.0667305,0.00698239,0.0244663,0.0314209,0.0436391,0.0332842,0.0160015,0.0348955,0.0439114,0.0378954,0.0251576,0.0254988,0.00917225,0.0358884,0.0155272,0.0386662,0.0096281,0.0205435,0.0471174,0.0529323,0,0,0,0,0
23,0.017281,0.0546248,0.0327949,0,0.0144875,0.0408314,0.0224742,0,0.0429429,0.062162,0.0482672,0.0194814,0.0209474,0.0473799,0.0300549,0.0372035,0.0629784,0.065494,0.0296204,0.0561366,0.0592001,0.0289026,0.04048,0.0672399,0.0342403,0.0143924,0.0125795,0.022792,0,0.0233562,0.0558008,0.0442528,0.0153345,0,0.0295803,0.0666388,0.00673916,0.0247843,0.0312444,0.0436229,0.0333224,0.0163511,0.0345216,0.0438383,0.0381002,0.0251851,0.0255655,0.00927492,0.035992,0.0146948,0.038513,0.00978658,0.0201601,0.0471731,0.0527628,0,0,0,0,0
24,0.0171376,0.0546849,0.0333052,0,0.014443,0.0406732,0.0224792,0,0.0430798,0.0623321,0.0486641,0.0199459,0.0210437,0.0477976,0.0300322,0.0383977,0.0636337,0.0654504,0.0297207,0.0567444,0.0595417,0.0296394,0.0413367,0.0682104,0.0342554,0.0144463,0.0125548,0.0234396,0,0.0234038,0.0563658,0.044258,0.015507,0,0.029634,0.0668953,0.0065336,0.025149,0.0310343,0.0435343,0.0332331,0.0165967,0.0339453,0.0438066,0.0382771,0.0251702,0.0256269,0.00953259,0.0360839,0.0139291,0.0383784,0.00990048,0.0201521,0.0472345,0.0525785,0,0,0,0,0
25,0.0170078,0.0547627,0.0339252,0,0.0144375,0.0405617,0.022672,0,0.0430459,0.0624768,0.0490924,0.0204534,0.021059,0.0483076,0.0301867,0.0391004,0.0642648,0.0656022,0.0298113,0.0575166,0.0599908,0.0304839,0.0422797,0.0690666,0.0342025,0.0144103,0.0125628,0.0236915,0,0.0234978,0.056976,0.0441938,0.0154739,0,0.0298644,0.0671158,0.0065701,0.0254026,0.0306149,0.0433964,0.0331226,0.0168506,0.0334401,0.0438308,0.0384736,0.025168,0.0255515,0.00967147,0.036134,0.0135504,0.0381826,0.0101668,0.0202489,0.0473967,0.0523853,0,0,0,0,0
26,0.0169843,0.0547642,0.0281327,0,0.0206512,0.0401524,0.0223009,0,0.0432699,0.0621551,0.0530123,0.0220126,0.0229276,0.0496272,0.0309495,0.0395984,0.0664343,0.0675429,0.0308939,0.0575037,0.057999,0.0307411,0.0453966,0.0601254,0.0345131,0.0139806,0.012661,0.0230792,0,0.0234779,0.0579702,0.0436215,0.016378,0,0.0294047,0.0673353,0.00623531,0.0248229,0.0307599,0.042385,0.0326597,0.0166544,0.0330509,0.0435029,0.0383937,0.0255532,0.0251342,0.00957619,0.0365026,0.0140509,0.0378807,0.0104451,0.0201832,0.0475353,0.0524462,0,0,0,0,0
27,0.016766,0.0549166,0.0354964,0,0.0144772,0.040802,0.022585,0,0.042947,0.062546,0.0505338,0.0215762,0.0209576,0.0494281,0.0306534,0.0396233,0.0657131,0.0661195,0.0301172,0.0590627,0.0611224,0.031672,0.0441477,0.071982,0.0341805,0.0143689,0.0126314,0.0242472,0,0.0234402,0.0580882,0.0441541,0.0161378,0,0.0298326,0.0675303,0.00665959,0.0254029,0.0300915,0.0430445,0.0331539,0.0168881,0.033239,0.0438689,0.038881,0.0250887,0.0255013,0.00966293,0.0361407,0.0127739,0.0378232,0.00991468,0.0201476,0.0478599,0.0519731,0,0,0,0,0
28,0.0166531,0.0550093,0.0362481,0,0.0145946,0.0409635,0.0227463,0,0.0429674,0.0625479,0.0515539,0.0222098,0.0210587,0.04991,0.0307589,0.0405535,0.0665777,0.0662237,0.0303494,0.0597657,0.0617284,0.0323889,0.0448417,0.0736399,0.0341362,0.0144952,0.0124362,0.0243146,0,0.0234427,0.0590059,0.0440881,0.0165569,0,0.0298177,0.0678119,0.00685716,0.0253173,0.0298041,0.0429231,0.0332398,0.0167126,0.0328394,0.0438927,0.0390677,0.025083,0.0254287,0.0097281,0.0361472,0.0126438,0.037645,0.010153,0.019821,0.0479057,0.0518201,0,0,0,0,0
29,0.0167116,0.0549837,0.0295086,0,0.0213934,0.0407269,0.0223862,0,0.0433909,0.0621311,0.0558842,0.0238834,0.0233483,0.0512344,0.031302,0.0420391,0.0692766,0.0683514,0.031477,0.05959,0.0595839,0.0327608,0.0475474,0.0638905,0.0344913,0.0141091,0.0126995,0.0232254,0,0.0235088,0.0604229,0.043395,0.017219,0,0.0293764,0.0680796,0.00692541,0.0246515,0.0299149,0.0420117,0.0326301,0.0165094,0.0322709,0.0436192,0.0390207,0.0255087,0.0248945,0.0096722,0.0364976,0.0137058,0.0374457,0.0104681,0.0199283,0.0478106,0.0520893,0,0,0,0,0
30,0.0168323,0.054909,0.0301432,0,0.0213698,0.0406455,0.022354,0,0.0432941,0.0624494,0.0562571,0.0246817,0.0234973,0.0518635,0.031528,0.0429265,0.0699382,0.0686964,0.0316326,0.0601615,0.0599949,0.0333889,0.0478276,0.064931,0.0347464,0.0140664,0.0131649,0.0234261,0,0.023771,0.0612482,0.0431414,0.0177088,0,0.0292245,0.0681098,0.00748368,0.0245244,0.0297918,0.0417875,0.0324877,0.0164667,0.0322564,0.0437207,0.0391551,0.0253813,0.024927,0.00952827,0.03633,0.0135318,0.0372601,0.0106851,0.0198634,0.047846,0.0522341,0,0,0,0,0
31,0.0166557,0.0551374,0.0300953,0,0.0218867,0.0409465,0.0223296,0,0.0434842,0.0622412,0.0569707,0.024953,0.0237614,0.0519187,0.0312424,0.0438815,0.0709301,0.0689639,0.0317962,0.0606586,0.0604638,0.0338825,0.0481217,0.0652313,0.0346223,0.0141933,0.012842,0.0234997,0,0.0235749,0.061666,0.0432349,0.0176588,0,0.0293083,0.0682855,0.00763202,0.0244966,0.0295075,0.0417146,0.0327293,0.0167926,0.0320188,0.0436801,0.0394215,0.025549,0.0245814,0.00975314,0.0365175,0.0135052,0.0373291,0.01083,0.0196001,0.04811,0.0520591,0,0,0,0,0
32,0.0166679,0.05525,0.0300591,0,0.021986,0.0410829,0.0223516,0,0.0434847,0.0622928,0.0570979,0.02547,0.0238417,0.0521471,0.0310898,0.0452467,0.0718908,0.0690497,0.0320136,0.0612521,0.0610314,0.03427,0.0481815,0.0654048,0.0347131,0.0143344,0.0126356,0.0235767,0,0.0235586,0.0623665,0.043208,0.0178301,0,0.0292031,0.0683802,0.00796738,0.024474,0.0293498,0.0415843,0.0328244,0.0169364,0.0317901,0.0436671,0.0396119,0.0255539,0.0244516,0.00977826,0.0365209,0.013407,0.0373123,0.0108783,0.0194353,0.0482329,0.0520455,0,0,0,0,0
33,0.0168113,0.0550748,0.0291805,0,0.0204062,0.0403992,0.0226222,0,0.0431505,0.0624396,0.0540987,0.0258967,0.0276795,0.0526031,0.0311783,0.0465611,0.0758262,0.0703372,0.0321646,0.0614948,0.0607132,0.0342974,0.048376,0.0612125,0.034776,0.0144327,0.0129781,0.0236168,0,0.0237748,0.063221,0.0432703,0.0181865,0,0.0291195,0.0685169,0.00819542,0.0241993,0.0294566,0.042039,0.033218,0.0170143,0.0314156,0.0436309,0.039918,0.0255077,0.0243954,0.00956808,0.0365601,0.0132542,0.0370723,0.0109378,0.019685,0.0479222,0.0525496,0,0,0,0,0
34,0.0164126,0.055494,0.0351211,0,0.01453,0.0408168,0.022714,0,0.0431439,0.0627545,0.0515109,0.0250922,0.0247161,0.0516549,0.0303808,0.0459039,0.0745195,0.0684722,0.0317695,0.0625401,0.0631901,0.035209,0.0470793,0.0702777,0.0344509,0.0144664,0.0126615,0.0253379,0,0.0237271,0.0631593,0.043964,0.0173328,0,0.0298069,0.0684861,0.00837647,0.0252002,0.0286145,0.0427146,0.0337465,0.0172678,0.0318985,0.0439463,0.0400746,0.0251454,0.0249721,0.0101209,0.0363607,0.0117234,0.0372857,0.0100727,0.0194994,0.0484241,0.0518938,0,0,0,0,0
35,0.0163875,0.0556099,0.0344882,0,0.0144975,0.0410681,0.0226511,0,0.043087,0.062814,0.0508185,0.02552,0.0244,0.051809,0.0302431,0.0461607,0.0753378,0.0687356,0.0322041,0.0629539,0.063658,0.0357308,0.0473503,0.0687719,0.034578,0.014484,0.0126572,0.0257775,0,0.0236861,0.063635,0.0439618,0.0174058,0,0.0297318,0.0686501,0.008625,0.0250732,0.0284635,0.0425954,0.0338146,0.0173602,0.0317899,0.0438398,0.0401402,0.0251786,0.0249963,0.0101978,0.0363993,0.0114774,0.0372987,0.0101244,0.0193186,0.0486248,0.0518193,0,0,0,0,0
36,0.0163933,0.0557597,0.0335693,0,0.0144839,0.0414215,0.0226116,0,0.043045,0.0628468,0.0498898,0.0258756,0.0240279,0.0519257,0.0301269,0.0467049,0.076135,0.0689501,0.0325696,0.0633086,0.0642235,0.0361406,0.0474186,0.0666663,0.0347051,0.0145337,0.0125542,0.0262594,0,0.0237033,0.0640364,0.0439952,0.0174636,0,0.0297269,0.068821,0.00878901,0.0250552,0.0283715,0.0425518,0.0338689,0.0174473,0.0314543,0.043731,0.0402126,0.0252042,0.0249275,0.0102729,0.0364557,0.0111364,0.0373308,0.0103759,0.0191414,0.0489107,0.0517751,0,0,0,0,0
37,0.016457,0.0558639,0.0323699,0,0.014475,0.041786,0.0225982,0,0.0430337,0.0628407,0.0488474,0.0262021,0.0234924,0.0520546,0.0299681,0.0471016,0.0769113,0.0688745,0.0329588,0.0634922,0.0646239,0.0364482,0.0473047,0.0640693,0.0348399,0.014575,0.0124551,0.0267575,0,0.0237738,0.0643606,0.0440087,0.0175637,0,0.0297503,0.0689384,0.00893089,0.0249806,0.0283553,0.0424854,0.0338443,0.0175587,0.0311517,0.0435732,0.0402475,0.0252318,0.0247865,0.0103556,0.0364898,0.0108364,0.0373847,0.0104796,0.0190209,0.0491629,0.0517228,0,0,0,0,0
38,0.0165452,0.055917,0.0309333,0,0.0145764,0.0421369,0.0226099,0,0.0429897,0.0628445,0.0476812,0.0264984,0.0228052,0.0521981,0.0296912,0.0476361,0.0775977,0.0690104,0.0333071,0.0634938,0.064825,0.0366583,0.046901,0.0608983,0.0349693,0.0146079,0.0123677,0.0273581,0,0.023902,0.0646156,0.0440249,0.0176539,0,0.0297418,0.0692156,0.00904575,0.0248342,0.0284638,0.042343,0.0337989,0.0176611,0.0307165,0.0434135,0.0402845,0.0252731,0.0247722,0.0104527,0.0365422,0.0104599,0.0374183,0.0103997,0.0189387,0.0493816,0.051673,0,0,0,0,0
39,0.0166382,0.0559268,0.0292935,0,0.0150039,0.0428156,0.0227532,0,0.0428524,0.0628615,0.0462557,0.0268519,0.0219313,0.0522404,0.0294335,0.0479926,0.0780945,0.0692005,0.0336393,0.0633218,0.0649243,0.0367469,0.0461212,0.057134,0.0350542,0.0147304,0.0121652,0.0279457,0,0.0239684,0.0648736,0.0440361,0.0179531,0,0.0296393,0.069664,0.00913019,0.0246114,0.028459,0.0420859,0.0338882,0.0178897,0.0303015,0.0432276,0.0404054,0.0253485,0.0248933,0.0105794,0.0366162,0.0100242,0.0373307,0.0104665,0.0186248,0.0495857,0.051671,0,0,0,0,0
