Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,RILC
190,0.0272968,0.0719927,0.0278934,0,0.0228322,0.0525925,0.0228887,0,0.0387587,0.051591,0.0215567,0.0421007,0.0181695,0.0632808,0.0416469,0.0346126,0.0604821,0.0604062,0.025592,0.0573056,0.0632513,0.034506,0.0331774,0.0122012,0.0420518,0.0138401,0.010857,0.0177167,0,0.0183276,0.036672,0.0192514,0.0252931,0,0.0343425,0.0803155,0.0252807,0.0245494,0.0557007,0.0406654,0.0252512,0.0388033,0.0566671,0.045036,0.0154861,0.0261417,0.0135208,0.0221564,0.0477656,0.0280294,0.00998031,0.0272798,0.0591502,0.0593716,0,0,0,0,0.0183171
191,0.0271751,0.0719356,0.0283501,0,0.0228713,0.0537674,0.0230113,0,0.0386246,0.0515558,0.0216153,0.0417779,0.0180766,0.0626097,0.0418301,0.0343041,0.0601129,0.0602097,0.0257072,0.0573683,0.0631858,0.0343604,0.0328134,0.0119476,0.0421209,0.0139059,0.0106908,0.0176954,0,0.0203697,0.035934,0.0194736,0.0252901,0,0.0342187,0.0805906,0.028057,0.0245207,0.0557993,0.0406574,0.02524,0.0397101,0.057218,0.0448133,0.0160287,0.0258405,0.012758,0.0226851,0.0526628,0.0279907,0.00995375,0.0271991,0.0590296,0.0595259,0,0,0,0,0.0182979
192,0.0269925,0.0719412,0.0291395,0,0.0229565,0.0550302,0.0230538,0,0.0385932,0.0516246,0.0216417,0.0413533,0.0180266,0.061665,0.0418347,0.0335586,0.0597268,0.0601215,0.0259468,0.0572932,0.0630791,0.0342288,0.0324929,0.0115824,0.0421802,0.0140638,0.010561,0.0183131,0,0.021,0.0351938,0.0197032,0.0252376,0,0.0340575,0.0809773,0.030114,0.0249715,0.055756,0.040517,0.0251517,0.0403799,0.0576146,0.0446622,0.0163988,0.025377,0.0123217,0.0227304,0.0566045,0.0280798,0.00993389,0.0269872,0.0589848,0.0596524,0,0,0,0,0.0183774
193,0.0268191,0.0719943,0.0302009,0,0.0229838,0.0561724,0.0230282,0,0.0386401,0.0517353,0.0215594,0.0409178,0.0180157,0.060772,0.041699,0.0330165,0.0593793,0.0600497,0.0261731,0.0570936,0.0629663,0.0341401,0.0323992,0.011264,0.0422633,0.0142198,0.010489,0.0191797,0,0.0209956,0.0344056,0.0199275,0.0249652,0,0.0339185,0.0812903,0.0313485,0.0258455,0.0556313,0.040316,0.0250617,0.0409238,0.057936,0.0445007,0.0165592,0.0246907,0.0119489,0.0225349,0.0596551,0.0283319,0.00992697,0.0267294,0.0590024,0.0597552,0,0,0,0,0.0184462
194,0.0266135,0.0720502,0.0310973,0,0.0229947,0.0573178,0.0229701,0,0.0387348,0.0518462,0.0214032,0.040525,0.0180687,0.0598429,0.0414295,0.0326875,0.0590017,0.0599698,0.0264154,0.056864,0.0628099,0.0340927,0.0322564,0.010988,0.0423295,0.0143807,0.0104268,0.0200163,0,0.0211835,0.0337255,0.0201344,0.0246728,0,0.0338134,0.0814769,0.0321691,0.0268256,0.0554578,0.0401442,0.0250783,0.0414295,0.0582686,0.0444333,0.016764,0.0239132,0.0114502,0.0224057,0.0621437,0.0285736,0.00990789,0.0264811,0.0590292,0.0597997,0,0,0,0,0.0184065
195,0.0263533,0.0720508,0.0317031,0,0.0230263,0.0584287,0.022915,0,0.038851,0.0519517,0.0212386,0.0401158,0.0181734,0.0589449,0.0411293,0.0323836,0.0585611,0.0598703,0.0266554,0.0566662,0.0626644,0.0340889,0.0320831,0.0107745,0.0423459,0.0145002,0.0104086,0.0206039,0,0.0214869,0.0332253,0.0203175,0.0244733,0,0.0337992,0.0815992,0.0329387,0.0276964,0.0553244,0.0400681,0.0251901,0.0418953,0.0585898,0.0444165,0.0170474,0.0232286,0.0109177,0.0224584,0.0640072,0.0287508,0.009907,0.0262617,0.0590884,0.0597521,0,0,0,0,0.0183492
196,0.0261304,0.071904,0.0321646,0,0.023099,0.0594552,0.0228872,0,0.039015,0.0520172,0.0210916,0.0396745,0.0182905,0.0582205,0.0408701,0.032,0.0580263,0.0597696,0.0268795,0.0565476,0.0625544,0.0341421,0.0319868,0.010646,0.0423025,0.0145743,0.0104019,0.0212041,0,0.0217644,0.0328782,0.0204643,0.024467,0,0.0338984,0.081733,0.0336527,0.0283459,0.0552402,0.0401249,0.0253481,0.04228,0.0589132,0.0444475,0.0172341,0.0227305,0.0105221,0.0225317,0.0655657,0.0288115,0.00995306,0.0261053,0.0591674,0.0595881,0,0,0,0,0.0183914
197,0.025972,0.0716018,0.0325804,0,0.0231885,0.0602939,0.0229014,0,0.0392073,0.0520321,0.0208426,0.0392457,0.0184261,0.0577151,0.0406916,0.0315199,0.0573654,0.0596691,0.0270218,0.0564473,0.0625315,0.0341774,0.0317255,0.0106058,0.0421975,0.0146271,0.0103744,0.0217161,0,0.0220986,0.03266,0.0205636,0.0246094,0,0.0340684,0.081885,0.0341799,0.0287623,0.0552438,0.0402852,0.0254855,0.0425423,0.0591791,0.044505,0.0172734,0.0225008,0.0103294,0.0225586,0.0668904,0.028769,0.0100185,0.0260332,0.0592418,0.0593909,0,0,0,0,0.0184973
198,0.0258614,0.0713397,0.0329577,0,0.023265,0.0608828,0.0229331,0,0.0393697,0.052025,0.0206101,0.0388967,0.0185765,0.0573442,0.040605,0.031004,0.0567803,0.059581,0.027127,0.0562785,0.0624841,0.0341615,0.0315636,0.0106662,0.0420743,0.0146074,0.0103862,0.0220372,0,0.0224123,0.0325716,0.0206278,0.0248393,0,0.0342284,0.0819545,0.0344505,0.0289838,0.0553633,0.0404923,0.0255888,0.042738,0.0592538,0.0445491,0.0172131,0.0225484,0.0103169,0.0225812,0.0678199,0.028664,0.0100722,0.0260361,0.059294,0.059219,0,0,0,0,0.0185887
199,0.0257791,0.0711992,0.0332896,0,0.0232826,0.0614759,0.0229675,0,0.0394586,0.0519859,0.0204831,0.0385581,0.018722,0.0570124,0.0405214,0.0305047,0.0562908,0.0595121,0.0271884,0.0560697,0.0624346,0.0341807,0.0313219,0.0107496,0.0419591,0.0145336,0.0104019,0.0221928,0,0.0227569,0.0325869,0.0206651,0.0251242,0,0.0343213,0.0819815,0.0344958,0.0290559,0.0554968,0.0407225,0.0256374,0.0428785,0.0592811,0.0445502,0.0171164,0.0226441,0.0103359,0.0226003,0.068409,0.0285121,0.0101253,0.0260718,0.059323,0.0590684,0,0,0,0,0.0185396
200,0.0257085,0.0710796,0.0336491,0,0.0232938,0.0623223,0.0230335,0,0.0395159,0.0519332,0.0204118,0.0381223,0.0188588,0.0566284,0.0404618,0.0301316,0.0558874,0.0594395,0.0272092,0.0560446,0.0623576,0.0342098,0.0311389,0.010799,0.0418335,0.0144198,0.0104286,0.0221942,0,0.0230314,0.0326588,0.020639,0.0254484,0,0.0343963,0.0819416,0.0344439,0.0290184,0.0555619,0.0409056,0.0256671,0.0430564,0.0592679,0.0444821,0.0170564,0.0226577,0.0103991,0.0225626,0.0686504,0.0282981,0.0102014,0.0261233,0.0593316,0.0588517,0,0,0,0,0.0185409
201,0.025648,0.0709195,0.0339868,0,0.0232992,0.0631124,0.0231352,0,0.039553,0.0519457,0.0203312,0.0377437,0.0189957,0.0562132,0.0404493,0.0298389,0.0555101,0.0593671,0.0272674,0.0559739,0.0622549,0.0342082,0.030979,0.010898,0.0417414,0.0142796,0.0104706,0.0220729,0,0.0232467,0.0327123,0.0205732,0.0257502,0,0.0344952,0.0819481,0.0343487,0.028902,0.0557639,0.0410443,0.0256402,0.0432709,0.0591852,0.0443081,0.0171059,0.0226073,0.0103675,0.0224671,0.0685833,0.0280633,0.0102724,0.0261345,0.0592909,0.058648,0,0,0,0,0.0184342
202,0.0256096,0.070709,0.0343364,0,0.0233203,0.0638546,0.0232567,0,0.0395824,0.0520211,0.0202155,0.0374377,0.0191681,0.0557118,0.0404651,0.0295862,0.055121,0.0593124,0.0274011,0.0558417,0.0621444,0.0341988,0.0308023,0.0110698,0.0416877,0.0141408,0.010504,0.0218798,0,0.0234249,0.0328007,0.0204839,0.0259882,0,0.034553,0.0819899,0.0341633,0.0287806,0.0561326,0.0411186,0.0255842,0.0434697,0.0590788,0.0441343,0.0172529,0.0224501,0.0101473,0.0224757,0.0683056,0.0278734,0.0103076,0.0260981,0.0592474,0.0584706,0,0,0,0,0.0183692
203,0.0256025,0.0704915,0.0347318,0,0.0233781,0.0645856,0.0233827,0,0.0395581,0.0521171,0.02015,0.0370305,0.0193776,0.0551651,0.0404881,0.0293012,0.0546706,0.0592782,0.0276057,0.0556894,0.0620088,0.0341885,0.0306555,0.011293,0.0416429,0.0140357,0.0104878,0.0216785,0,0.0235607,0.0329733,0.020394,0.0261538,0,0.034551,0.0820656,0.0340222,0.0287548,0.0565826,0.0411423,0.0255615,0.0436884,0.0590516,0.0439737,0.0175528,0.0222254,0.00971539,0.0226939,0.0678547,0.0277456,0.0103299,0.026007,0.059206,0.0583684,0,0,0,0,0.0184494
204,0.0256002,0.0702992,0.0352278,0,0.0234021,0.0653,0.0234794,0,0.0394635,0.0522578,0.0202008,0.03645,0.0196395,0.0546157,0.0405295,0.0289836,0.0541974,0.0592366,0.0277379,0.0555502,0.0618922,0.0341878,0.0305379,0.0116218,0.0416228,0.0139151,0.0104994,0.021538,0,0.0236169,0.0331679,0.0203335,0.0262213,0,0.0344922,0.0821521,0.0339599,0.0288502,0.0570643,0.0410823,0.0255409,0.0439605,0.0589804,0.0438059,0.0179008,0.0219061,0.00923258,0.0230748,0.0673521,0.0276819,0.0103664,0.0258621,0.0591765,0.058284,0,0,0,0,0.0185815
205,0.0255765,0.0701662,0.0356372,0,0.0233923,0.0660173,0.0235753,0,0.0393888,0.0523938,0.0203035,0.0358521,0.0198787,0.0540093,0.0405624,0.0286525,0.0537392,0.0591798,0.0278,0.0554469,0.0617944,0.0341724,0.030408,0.0120076,0.0416177,0.0138196,0.010516,0.0215555,0,0.0236136,0.0333408,0.0202826,0.0262295,0,0.0344122,0.0821917,0.0339018,0.0290593,0.0574894,0.0409664,0.0255187,0.0443273,0.0589056,0.0435927,0.0183042,0.0214928,0.00871748,0.023438,0.0670153,0.027673,0.0104248,0.0256627,0.0591801,0.0581753,0,0,0,0,0.0186662
206,0.0254928,0.07011,0.0360902,0,0.0233786,0.0667247,0.0236472,0,0.0393095,0.0524606,0.0204351,0.0352792,0.0200536,0.0533804,0.0405889,0.028362,0.0534318,0.0590903,0.0278761,0.0553841,0.0616867,0.0341856,0.0303381,0.0123619,0.0416069,0.0137355,0.0105158,0.021692,0,0.0236722,0.0335502,0.0202531,0.0261603,0,0.0343211,0.0822057,0.0340165,0.0293464,0.0578405,0.0408126,0.0255374,0.0447643,0.058851,0.0433684,0.01883,0.0210842,0.00817567,0.0237572,0.0670413,0.0276987,0.0104494,0.025452,0.0592009,0.0580936,0,0,0,0,0.0187083
207,0.0253813,0.0700924,0.0364826,0,0.0233987,0.0674211,0.0236832,0,0.0392149,0.0525504,0.02052,0.0347324,0.020301,0.0527909,0.0405858,0.0281672,0.0530484,0.058986,0.0279995,0.0553255,0.0615247,0.0342056,0.0302205,0.0126625,0.0415595,0.0136702,0.0104694,0.0218957,0,0.0236837,0.0337364,0.0202251,0.0260483,0,0.0341637,0.0822718,0.034366,0.0296787,0.0581217,0.0406356,0.0256057,0.0452927,0.0588029,0.0432814,0.0193796,0.0206106,0.00761443,0.0241445,0.0673411,0.0277626,0.0103741,0.0252577,0.0592106,0.0580195,0,0,0,0,0.0187931
208,0.0252738,0.0700819,0.0368131,0,0.0234223,0.0681363,0.0237077,0,0.0391468,0.0528121,0.0207293,0.0342113,0.0205877,0.052223,0.0405704,0.0280182,0.0526513,0.0588879,0.0281215,0.0552676,0.0614461,0.0342223,0.0301073,0.0129677,0.0415065,0.0136333,0.0104292,0.0222262,0,0.0236086,0.0338461,0.0202266,0.0258961,0,0.0339999,0.0823788,0.0348624,0.0300018,0.0583305,0.0404375,0.0257901,0.0458654,0.0587788,0.0432599,0.0199578,0.0200893,0.00708902,0.0246358,0.0679386,0.027859,0.0103389,0.0250705,0.0592215,0.0579201,0,0,0,0,0.0190147
209,0.0251601,0.070057,0.0371349,0,0.0233984,0.0688515,0.0237289,0,0.039105,0.0532443,0.0209974,0.0336988,0.0208986,0.0516413,0.040508,0.0277903,0.0523344,0.0587914,0.0282302,0.0551722,0.0613608,0.0342457,0.0300318,0.0132953,0.0414572,0.0135995,0.0104099,0.0226999,0,0.0235249,0.0339359,0.0202465,0.0257642,0,0.0338276,0.0824825,0.0355397,0.0302318,0.0584353,0.0402219,0.0260127,0.0464666,0.0587943,0.0432592,0.020582,0.0195607,0.00656823,0.0252389,0.0687271,0.0279948,0.0102947,0.0248776,0.0592559,0.0578162,0,0,0,0,0.0192664
210,0.0250029,0.0700369,0.0373925,0,0.0234049,0.0695171,0.0237015,0,0.0390801,0.0535739,0.0213127,0.0332314,0.0212411,0.0510689,0.0404327,0.0275269,0.0520148,0.058707,0.0283805,0.0550583,0.0612166,0.0342593,0.0299579,0.013553,0.0414025,0.0135602,0.0103907,0.0232601,0,0.023496,0.0340935,0.020309,0.025676,0,0.0337297,0.0825982,0.0362277,0.0303401,0.0585375,0.040027,0.0262428,0.0471443,0.0588299,0.0432753,0.0212209,0.0190546,0.00611866,0.0259726,0.0696156,0.0280832,0.0102815,0.0247126,0.0592917,0.0577085,0,0,0,0,0.0193907
211,0.0241126,0.070079,0.0344154,0,0.0219459,0.0703752,0.0243856,0,0.0385543,0.0544145,0.021213,0.0325723,0.0216098,0.0501093,0.039608,0.0261184,0.0505486,0.0581352,0.0284026,0.0559466,0.0620535,0.0352819,0.0307479,0.0107108,0.0408517,0.0140293,0.0106265,0.0190224,0,0.0266122,0.0336939,0.0210938,0.0252454,0,0.0345057,0.0819994,0.0399534,0.030936,0.0598195,0.0399823,0.026337,0.050289,0.0612192,0.0437232,0.0196421,0.0244087,0.0109816,0.02464,0.0609936,0.0280121,0.0100981,0.0246712,0.0594243,0.0568587,0,0,0,0,0.0204623
212,0.0239482,0.0699938,0.0344226,0,0.0219145,0.0708678,0.0244125,0,0.038529,0.0547867,0.0214175,0.0321521,0.0218056,0.0497348,0.0395583,0.0258218,0.0502223,0.0580741,0.0285765,0.0558473,0.0619258,0.035209,0.0306476,0.0107211,0.0408069,0.01399,0.0107018,0.0191252,0,0.0265178,0.0339522,0.0211765,0.0251983,0,0.0344798,0.0820337,0.0402513,0.0308451,0.059995,0.0398049,0.0265094,0.0511722,0.0613703,0.0438299,0.0203416,0.0240537,0.0106327,0.0252153,0.0614283,0.0281028,0.0101337,0.0245577,0.05938,0.0566732,0,0,0,0,0.0207698
213,0.0238009,0.0699774,0.0344503,0,0.0218753,0.0712827,0.0243865,0,0.0385293,0.0551219,0.0216198,0.0317603,0.0219981,0.0493518,0.0394734,0.0255657,0.0499443,0.0580206,0.0286951,0.055688,0.0617436,0.0350736,0.0305418,0.0107503,0.0407475,0.0139607,0.0107068,0.0190222,0,0.0263437,0.034227,0.0212264,0.0251293,0,0.0344734,0.082014,0.0402153,0.0305806,0.0599862,0.0396501,0.0267988,0.0519882,0.0615217,0.0440011,0.0210089,0.0237718,0.0102855,0.0258393,0.0614378,0.0281734,0.0101223,0.0244176,0.0593995,0.056455,0,0,0,0,0.0209922
214,0.0236439,0.0699184,0.0345044,0,0.0218745,0.0715521,0.0243734,0,0.0385054,0.0555263,0.0216855,0.0314177,0.0221798,0.0490817,0.0394067,0.0252775,0.0496244,0.0579462,0.0287922,0.0555485,0.0615424,0.0350179,0.0305703,0.0107336,0.040689,0.0139535,0.0106638,0.018702,0,0.0262358,0.0345435,0.0213024,0.0250874,0,0.0344563,0.0819903,0.0396851,0.0302339,0.0599473,0.0395463,0.0271335,0.052536,0.0614416,0.0441834,0.021457,0.0236172,0.00998596,0.0263792,0.0608826,0.0282739,0.0101492,0.0243425,0.0593732,0.0562939,0,0,0,0,0.0210049
215,0.0242007,0.0697865,0.0380555,0,0.0234883,0.0714713,0.0235105,0,0.0391318,0.0553189,0.0219784,0.0311776,0.0224311,0.0492283,0.040262,0.0262188,0.0505786,0.0582827,0.0287862,0.0545043,0.0604343,0.0339979,0.0295413,0.0141664,0.0411277,0.0134702,0.0102787,0.022506,0,0.0233129,0.0352556,0.0206756,0.0254317,0,0.0337898,0.0826099,0.0361049,0.0297159,0.0587847,0.0393942,0.027221,0.0499,0.05863,0.0441495,0.0240402,0.0181283,0.00483453,0.0287751,0.0688819,0.0285298,0.0103428,0.0242539,0.0592146,0.0568107,0,0,0,0,0.0198358
216,0.0240883,0.0697474,0.0381125,0,0.0235497,0.0714602,0.0234629,0,0.0391364,0.0557667,0.0220151,0.0309223,0.0226714,0.0491256,0.0402814,0.0259356,0.050272,0.0581506,0.0287567,0.0544692,0.0603671,0.0340127,0.0294693,0.0142887,0.041082,0.0134278,0.010291,0.020937,0,0.0234492,0.0355297,0.020777,0.025327,0,0.0338283,0.082556,0.0351055,0.0295502,0.0586523,0.0392617,0.027437,0.0499322,0.0582588,0.0445078,0.0240799,0.0187419,0.00498085,0.0291771,0.0661453,0.0286059,0.0103753,0.0242068,0.059126,0.0566773,0,0,0,0,0.0196607
217,0.0239822,0.0696809,0.0381783,0,0.0236786,0.0713372,0.0234512,0,0.0391088,0.0562577,0.0220414,0.0307196,0.0229219,0.0491236,0.0403064,0.0256819,0.0499854,0.0579795,0.028722,0.0544815,0.0603567,0.0341022,0.0294815,0.0143898,0.0410671,0.0133661,0.010377,0.0189671,0,0.0234872,0.0358154,0.0208448,0.0251989,0,0.0338636,0.0825321,0.0337323,0.0293962,0.058469,0.039077,0.0275521,0.0497885,0.057698,0.0449043,0.0240815,0.0195306,0.00514883,0.0294988,0.0622141,0.0287077,0.0103695,0.0241583,0.0590429,0.0565667,0,0,0,0,0.0194138
218,0.0238463,0.069599,0.0382242,0,0.0238671,0.0710944,0.0234767,0,0.0391245,0.0567425,0.022076,0.0306075,0.0232063,0.0491727,0.0402937,0.0254582,0.0497174,0.0577635,0.0286615,0.0545393,0.0604034,0.0342194,0.0295748,0.0144968,0.0410993,0.0133652,0.0103807,0.017104,0,0.0234794,0.0360876,0.0209374,0.0250411,0,0.0338158,0.0825256,0.0320192,0.0292774,0.0582754,0.0388578,0.0275815,0.0494604,0.0569379,0.0454195,0.024368,0.0203684,0.00527084,0.029907,0.0570055,0.0288623,0.0103427,0.0240923,0.0589772,0.0564342,0,0,0,0,0.0190148
219,0.0236953,0.069531,0.0382832,0,0.0240495,0.0707929,0.023565,0,0.0391236,0.0571501,0.0220759,0.0305618,0.023459,0.0491765,0.0402464,0.0252371,0.0493697,0.0575191,0.0285285,0.0546519,0.0604768,0.0343446,0.0296837,0.014726,0.0411717,0.0134196,0.0102805,0.016182,0,0.0234503,0.0363352,0.0210668,0.0248393,0,0.0336568,0.082504,0.0300334,0.0293904,0.0579771,0.0385856,0.027771,0.0489241,0.0560553,0.0460136,0.0248292,0.0211739,0.00547307,0.0308922,0.0505107,0.0290205,0.0103232,0.0239574,0.0588952,0.0562738,0,0,0,0,0.0185043
220,0.0235332,0.0695028,0.0382428,0,0.0243044,0.0704071,0.0236459,0,0.0391562,0.057636,0.0220921,0.0304684,0.0238159,0.0491043,0.0401666,0.0250114,0.0489174,0.0572459,0.0283254,0.0547348,0.0605435,0.0344739,0.0297628,0.0149344,0.0412812,0.0135091,0.0101952,0.0170835,0,0.0236224,0.0366628,0.0211928,0.0245469,0,0.0334587,0.0823956,0.0279451,0.0299,0.0577604,0.0381977,0.0282955,0.0480565,0.0552629,0.0467335,0.0256434,0.0219056,0.00583023,0.0322281,0.0431989,0.0292226,0.0102584,0.0238081,0.0588299,0.0561127,0,0,0,0,0.0182175
221,0.0233267,0.0695048,0.0382566,0,0.0245965,0.0699294,0.0237385,0,0.0391656,0.0581047,0.0221157,0.0303949,0.0241954,0.0489641,0.0400235,0.024782,0.0484562,0.0569309,0.0280966,0.0548175,0.0605977,0.0346039,0.0297353,0.0150819,0.0414418,0.0135992,0.0101106,0.0200632,0,0.0239774,0.037004,0.0213535,0.0242086,0,0.0333481,0.0822026,0.025812,0.0308836,0.0575288,0.0378798,0.0288914,0.0469234,0.0546616,0.0477569,0.0267108,0.0224616,0.00629672,0.033559,0.0356257,0.0294639,0.0102021,0.0236861,0.0588007,0.0558388,0,0,0,0,0.0177546
222,0.0231058,0.0695362,0.0383118,0,0.0249469,0.0693524,0.0238735,0,0.0391288,0.0585776,0.0221533,0.0303019,0.0245847,0.0486364,0.0397618,0.0245621,0.0479647,0.0565733,0.0278709,0.0549153,0.060688,0.0347127,0.0297847,0.0151989,0.0416998,0.0137158,0.0100127,0.0242477,0,0.0245007,0.0374263,0.0215463,0.0237725,0,0.033186,0.0818831,0.0236926,0.0320487,0.0572297,0.0374445,0.0293293,0.0455528,0.0540201,0.0489198,0.0278967,0.0229438,0.00701195,0.0348131,0.0281983,0.0297876,0.0101376,0.0235284,0.0587886,0.0554496,0,0,0,0,0.0174773
223,0.0229196,0.0696001,0.0383963,0,0.0253166,0.0686172,0.0239662,0,0.0391636,0.0591106,0.02225,0.0301414,0.0249502,0.0482849,0.0393725,0.0243952,0.0474517,0.0561921,0.0276242,0.0550853,0.0608474,0.0348946,0.0298144,0.0153672,0.0420338,0.0138104,0.0100337,0.0283896,0,0.0254583,0.0380254,0.0217477,0.0231991,0,0.0329345,0.0813695,0.022022,0.0330802,0.0570207,0.0367705,0.0297668,0.0438501,0.0535291,0.049974,0.0291472,0.0234254,0.00807842,0.0361712,0.0217434,0.0302521,0.00998688,0.0233134,0.0588066,0.0550295,0,0,0,0,0.0177605
224,0.0227643,0.069692,0.038683,0,0.0255945,0.0679533,0.0240975,0,0.039178,0.0596169,0.0222877,0.0298848,0.0251784,0.0478588,0.0389594,0.0242521,0.0469882,0.0558295,0.0274122,0.0553133,0.061076,0.0351239,0.0299048,0.0157282,0.0423023,0.0139349,0.0100607,0.0322868,0,0.0265287,0.038754,0.0219682,0.0226489,0,0.0326299,0.080817,0.0209658,0.034252,0.0567872,0.0360657,0.0307621,0.0419837,0.0531604,0.0508829,0.0303167,0.0239893,0.00928525,0.0374767,0.0164768,0.0307365,0.00987941,0.0230599,0.0588745,0.0546409,0,0,0,0,0.0182882
225,0.0225809,0.0698072,0.0390664,0,0.0258335,0.0673193,0.0242523,0,0.0391951,0.0601092,0.0222086,0.0295995,0.0253359,0.047322,0.0385032,0.0241315,0.0466075,0.0554968,0.0272236,0.055532,0.0613111,0.0353445,0.0300947,0.0160934,0.0426011,0.0140287,0.010135,0.0350138,0,0.0277228,0.039602,0.022228,0.022118,0,0.0323732,0.0802297,0.0208863,0.0351503,0.0566073,0.0354417,0.0316498,0.0401809,0.0529596,0.0516206,0.0313883,0.0245352,0.010605,0.0386804,0.0131039,0.0312047,0.00978533,0.0228501,0.0589364,0.0542588,0,0,0,0,0.0188111
226,0.0224376,0.0698836,0.0395305,0,0.0259906,0.066818,0.0243837,0,0.0392314,0.060569,0.0220776,0.0292612,0.0253781,0.0467343,0.038065,0.0240358,0.0463052,0.0551953,0.0271121,0.0556996,0.0615379,0.0355163,0.0303217,0.0166115,0.0428947,0.014099,0.0102449,0.0364413,0,0.0291245,0.040512,0.0224894,0.0216325,0,0.0322798,0.0795736,0.0216916,0.0355807,0.0565197,0.0349036,0.032439,0.0386192,0.0529127,0.0521852,0.0323386,0.0250042,0.0119001,0.0396995,0.0117351,0.031572,0.00972807,0.0226894,0.0589924,0.0538498,0,0,0,0,0.0192069
227,0.0223456,0.0699229,0.04006,0,0.0260864,0.0665311,0.02449,0,0.0392945,0.0609906,0.0219973,0.0288862,0.0253464,0.046162,0.0377497,0.0239626,0.0460522,0.0549361,0.0270259,0.0559154,0.0617143,0.0356254,0.0305604,0.0172331,0.0430913,0.0142003,0.0103393,0.0370397,0,0.030405,0.0413469,0.022686,0.021158,0,0.0321425,0.0789699,0.0230736,0.0355759,0.0564397,0.034446,0.0332117,0.0374552,0.0529743,0.0527504,0.0331365,0.0253018,0.0130247,0.0404851,0.0117187,0.0318796,0.00966476,0.0225402,0.0590345,0.0534926,0,0,0,0,0.0194753
228,0.0222964,0.0699921,0.0407478,0,0.0260821,0.0665726,0.0245711,0,0.0393669,0.0613576,0.0218719,0.0284107,0.0252074,0.0456034,0.0375066,0.0238552,0.0458558,0.054709,0.0269507,0.0561079,0.061874,0.0357376,0.030743,0.017925,0.0432137,0.0143217,0.0104261,0.037152,0,0.0312992,0.0419746,0.0228215,0.0207431,0,0.032111,0.0784927,0.0244693,0.0352331,0.0561769,0.0340437,0.033582,0.0367214,0.0530414,0.0532076,0.0337549,0.0254052,0.0138206,0.0410565,0.012263,0.0321967,0.00964675,0.022407,0.0590288,0.0532164,0,0,0,0,0.0202735
229,0.0222335,0.0700284,0.0410105,0,0.0259786,0.0667727,0.0246484,0,0.0394055,0.0615995,0.021762,0.028067,0.0250909,0.0451996,0.0373294,0.0237156,0.0457389,0.0545786,0.0268915,0.056227,0.0619886,0.0358009,0.0308192,0.018243,0.0433042,0.0144482,0.0105019,0.0378752,0,0.0316219,0.0422464,0.0229177,0.0204631,0,0.0320446,0.078449,0.024882,0.0352583,0.0560077,0.0337824,0.0336092,0.0366096,0.0530247,0.0535284,0.0341605,0.025355,0.0141159,0.0414047,0.0121603,0.0324877,0.00968749,0.0222688,0.0589966,0.053065,0,0,0,0,0.0207698
230,0.0221759,0.070029,0.0415711,0,0.0257147,0.0670882,0.0246298,0,0.0393098,0.0617388,0.0215452,0.0276478,0.0247947,0.0448427,0.0371722,0.0235203,0.0456825,0.0545585,0.026965,0.0562866,0.0620369,0.0357798,0.030849,0.0189457,0.0433682,0.0144676,0.0105701,0.037801,0,0.0318379,0.0424927,0.0229813,0.0202427,0,0.031885,0.0785748,0.0252466,0.0349771,0.0561292,0.0336376,0.033384,0.0367614,0.0529225,0.0534911,0.0343293,0.0249862,0.0140277,0.0414525,0.0128803,0.0326338,0.00963488,0.0222365,0.0589848,0.0529578,0,0,0,0,0.0208009
231,0.0221631,0.0700254,0.0422868,0,0.0253145,0.0675843,0.0245084,0,0.0390725,0.0617624,0.0212868,0.027159,0.0243449,0.0445437,0.0370905,0.0232887,0.0456944,0.0546098,0.0271337,0.056265,0.0620304,0.0356861,0.0308992,0.0198135,0.0433774,0.0144607,0.0105767,0.0373745,0,0.0316498,0.0425636,0.0229788,0.0201532,0,0.0317453,0.0789072,0.0252033,0.0348019,0.056404,0.0336622,0.0329575,0.0373036,0.0527152,0.0532273,0.0342637,0.0245299,0.0136078,0.0412559,0.0136298,0.0326408,0.00957895,0.0222571,0.0589878,0.0529093,0,0,0,0,0.0205528
232,0.0221741,0.0700184,0.0430414,0,0.0247638,0.0681936,0.0244063,0,0.0390519,0.0616592,0.021069,0.026674,0.0238222,0.0441993,0.0370381,0.0230161,0.0457565,0.0546812,0.0273283,0.0562113,0.0620076,0.0355603,0.0308664,0.0207342,0.0433268,0.0145141,0.0106043,0.0368262,0,0.0309519,0.0423547,0.02294,0.0201485,0,0.031792,0.0793927,0.0246435,0.0347159,0.0563164,0.0337907,0.0322495,0.0383018,0.0524491,0.0527876,0.0339248,0.0241461,0.0129259,0.0408618,0.0142647,0.0326059,0.00955736,0.0223689,0.058988,0.0529319,0,0,0,0,0.0202663
