Timestep,C7,CLAV,L5FT,L5HD,LANK,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,RILC
105,0.0220125,0.0705103,0.0465106,0,0.0234236,0.0681727,0.02481,0,0.0401336,0.0620644,0.028438,0.0268323,0.0262366,0.0442101,0.0369131,0.0235339,0.0454091,0.0550419,0.0275314,0.0550605,0.0620835,0.0351014,0.0280062,0.0204113,0.0428347,0.0146768,0.011004,0.0387839,0,0.0306944,0.0424162,0.0236715,0.0204051,0,0.0320023,0.080481,0.0255977,0.0350062,0.0570975,0.0341674,0.0327053,0.0378418,0.0519572,0.0521724,0.0343859,0.0235466,0.0128116,0.0406915,0.014283,0.0326939,0.00964622,0.0225116,0.0598251,0.0529878,0,0,0,0,0.0203736
106,0.0220751,0.0704922,0.0445178,0,0.0237752,0.0688346,0.0247167,0,0.0400822,0.0620562,0.0254087,0.0266462,0.0260246,0.0440634,0.0368782,0.0232788,0.0454615,0.0551679,0.027706,0.0553796,0.0617055,0.0353837,0.0293767,0.0200343,0.0426706,0.0145774,0.0110769,0.0384748,0,0.0295303,0.0419693,0.0235973,0.0206204,0,0.0320726,0.0807473,0.0241884,0.0349374,0.0571976,0.0345055,0.032406,0.0384847,0.051647,0.0515478,0.0335648,0.0235745,0.0119367,0.0401153,0.0139488,0.032453,0.00962158,0.0227807,0.0598444,0.0531503,0,0,0,0,0.0194433
107,0.0221783,0.0704971,0.0432161,0,0.0241925,0.0694361,0.0246183,0,0.0400956,0.0619044,0.0231476,0.0265118,0.0256676,0.0440157,0.0369651,0.0230282,0.0455883,0.0553079,0.0278518,0.055433,0.0614527,0.0356901,0.0304763,0.0204902,0.0424884,0.0145307,0.0110845,0.0377173,0,0.0286508,0.041371,0.0234748,0.0208428,0,0.0321328,0.0809813,0.0224264,0.034582,0.0572272,0.0347997,0.0318892,0.0390632,0.0513954,0.0508986,0.0325136,0.0236041,0.0109195,0.0394458,0.0136775,0.0322021,0.00963671,0.0230205,0.0598751,0.0533298,0,0,0,0,0.0186121
108,0.0223051,0.0705805,0.0438197,0,0.0235834,0.0699276,0.0245113,0,0.0400261,0.0616186,0.0227872,0.0262244,0.0250719,0.0441508,0.0370054,0.0228164,0.0457774,0.0554247,0.0279979,0.0553899,0.0614664,0.0355614,0.0304713,0.0211786,0.0424407,0.0144024,0.0112648,0.0368869,0,0.0282163,0.0407163,0.0233249,0.0209295,0,0.0322018,0.081002,0.020754,0.0337906,0.0573032,0.0350278,0.0314418,0.0393652,0.0511601,0.0503484,0.031488,0.0235974,0.00982728,0.0388433,0.0132584,0.0320713,0.00961646,0.0232584,0.059919,0.0534925,0,0,0,0,0.0190865
109,0.0224693,0.0706355,0.0449605,0,0.0228484,0.0702477,0.0244469,0,0.039941,0.0612174,0.0223572,0.0259745,0.0242514,0.0441481,0.0369204,0.0226811,0.0460229,0.0555261,0.0281412,0.055559,0.0615463,0.0353861,0.0305661,0.0223704,0.0424026,0.0142975,0.0113565,0.0360134,0,0.0280275,0.0403022,0.0231695,0.0209996,0,0.0321743,0.0807537,0.0196334,0.0327468,0.0573758,0.0352256,0.0311204,0.0395897,0.0510287,0.0498488,0.0307985,0.0234346,0.00888859,0.0383869,0.0130576,0.0319604,0.0094389,0.0235124,0.0600593,0.0535919,0,0,0,0,0.0191482
110,0.0225917,0.0707155,0.046329,0,0.0219969,0.0704521,0.0244713,0,0.0398496,0.0607741,0.0219353,0.0257748,0.0233057,0.0440184,0.0367531,0.0226108,0.0462786,0.055593,0.0282229,0.0556213,0.0617171,0.0352253,0.0307765,0.0237759,0.0423566,0.0142641,0.0113584,0.0345681,0,0.0278071,0.0401908,0.0230319,0.0210367,0,0.0320781,0.080357,0.0186478,0.0320842,0.0574518,0.0353337,0.0307748,0.0397139,0.0509854,0.0494283,0.0305339,0.0232457,0.00839116,0.0379695,0.0128621,0.0318653,0.00924724,0.023678,0.0603201,0.0535688,0,0,0,0,0.0190472
111,0.0227183,0.0708574,0.0477733,0,0.0210443,0.0703032,0.0245567,0,0.0397646,0.0603127,0.0216315,0.0254613,0.022248,0.0437648,0.0364752,0.0225996,0.0465717,0.0556119,0.0281913,0.0556951,0.061987,0.0351916,0.0310019,0.025288,0.0424454,0.0143184,0.0113661,0.0322761,0,0.0275715,0.040275,0.0229078,0.0210035,0,0.0321496,0.0798416,0.0177177,0.0324425,0.0574631,0.0353666,0.0303185,0.0395004,0.050873,0.0490783,0.0303854,0.0233149,0.0084848,0.0375929,0.0125276,0.0319028,0.00947133,0.0236899,0.060673,0.0534343,0,0,0,0,0.0192244
112,0.0228378,0.071027,0.049319,0,0.0200311,0.069845,0.0246433,0,0.0397009,0.0598525,0.021542,0.0249782,0.0212221,0.0435012,0.0361215,0.0226201,0.0470853,0.055628,0.0280913,0.0559488,0.0622848,0.0351684,0.0311783,0.0267556,0.0426193,0.014401,0.0113832,0.0295875,0,0.0274088,0.0405101,0.0228211,0.020926,0,0.0321381,0.0794482,0.0167491,0.0337582,0.0574806,0.0353688,0.0297625,0.0389057,0.0505696,0.0487997,0.0299095,0.023999,0.00905164,0.0372303,0.0127241,0.0320037,0.00936553,0.0237813,0.0610604,0.053249,0,0,0,0,0.0194859
113,0.0229488,0.0711896,0.0509151,0,0.0189055,0.0692803,0.0246867,0,0.039715,0.0594346,0.021683,0.0243746,0.0202022,0.0433993,0.0357656,0.0226183,0.0476079,0.0556412,0.0279674,0.056241,0.0625419,0.0349178,0.0313238,0.0281652,0.042802,0.014537,0.0113535,0.0267404,0,0.0273825,0.040874,0.0227475,0.0208738,0,0.0320015,0.0792695,0.0157608,0.035291,0.0575248,0.0353627,0.0292571,0.0380724,0.0502817,0.0487075,0.0289708,0.0253894,0.00995496,0.0367135,0.0141358,0.0320651,0.00897485,0.0239273,0.0614254,0.0531365,0,0,0,0,0.0196077
114,0.0230506,0.0713562,0.0522743,0,0.0176558,0.0685418,0.0246576,0,0.0397664,0.0589474,0.0221767,0.023714,0.0192123,0.0434508,0.0355795,0.022623,0.0480945,0.0556384,0.0277204,0.0566068,0.0627623,0.034344,0.0315102,0.029285,0.0429684,0.0147063,0.011289,0.0238184,0,0.0274829,0.0410974,0.0226918,0.0208779,0,0.0320222,0.078807,0.0147535,0.0360825,0.0575262,0.0355444,0.0288197,0.03749,0.0502608,0.0487456,0.0279354,0.0271124,0.010912,0.0362667,0.0162852,0.0320275,0.00892984,0.0240312,0.0617681,0.053086,0,0,0,0,0.0197803
115,0.0231651,0.0715431,0.0533733,0,0.0163077,0.0679135,0.0246483,0,0.0396648,0.0583654,0.0231829,0.0231103,0.0183392,0.0436714,0.0353813,0.0227177,0.048639,0.0557116,0.0274348,0.056736,0.0629463,0.0338911,0.0317316,0.0300321,0.0430389,0.0147029,0.0114084,0.0211887,0,0.0274727,0.0411718,0.0226503,0.0209936,0,0.0321747,0.0781539,0.0139122,0.0355736,0.0575154,0.0359859,0.0281098,0.0373801,0.0503319,0.0484336,0.0273078,0.0284491,0.011556,0.0360264,0.0186536,0.0318722,0.00912669,0.0242053,0.062004,0.0531102,0,0,0,0,0.0199761
116,0.0232449,0.071729,0.0540036,0,0.0149379,0.0673105,0.0247193,0,0.0396225,0.0577219,0.0247274,0.0224718,0.0177623,0.0439465,0.0351182,0.0229553,0.0494848,0.0559281,0.0271946,0.0567071,0.0630274,0.0335855,0.0319777,0.0301041,0.0430673,0.0147515,0.0114943,0.0195975,0,0.0270387,0.0411264,0.0226743,0.021233,0,0.0324263,0.0776315,0.0134233,0.034141,0.0574578,0.0366042,0.0270241,0.0375409,0.0501276,0.0474399,0.0271212,0.0287883,0.0115588,0.0358804,0.0205666,0.0316272,0.00931192,0.0245196,0.0620797,0.0531467,0,0,0,0,0.020004
117,0.0232743,0.071843,0.0542279,0,0.0137806,0.0666236,0.0247897,0,0.039712,0.0571348,0.0265591,0.0217365,0.0173768,0.0443171,0.0348737,0.0233034,0.0505854,0.0562937,0.0270882,0.0568118,0.063126,0.0331567,0.0320598,0.0295859,0.0431511,0.0149432,0.0114528,0.0189231,0,0.0263552,0.0411201,0.0227775,0.0216131,0,0.0327143,0.0774495,0.0132538,0.0329152,0.0572752,0.0373364,0.025727,0.0376542,0.0496078,0.0461206,0.027017,0.0282659,0.0109786,0.0356968,0.0216775,0.0312757,0.00947671,0.0249251,0.0621625,0.0531774,0,0,0,0,0.0198109
118,0.0232829,0.0718614,0.0538504,0,0.0129993,0.0657181,0.0248631,0,0.0398382,0.0566982,0.0283618,0.0209149,0.0171594,0.044858,0.0346453,0.0236393,0.051485,0.0567396,0.0271582,0.0566425,0.0631321,0.0324524,0.0317273,0.0285628,0.0431393,0.015114,0.0113605,0.0186635,0,0.0256445,0.0411255,0.0229592,0.0221294,0,0.0328432,0.0774715,0.0133445,0.0325361,0.0569408,0.038226,0.0248991,0.0376286,0.0490316,0.0451464,0.0266664,0.0275893,0.0102149,0.0353264,0.0222446,0.030753,0.00931638,0.025442,0.0622867,0.0531926,0,0,0,0,0.0194187
119,0.0233514,0.0717709,0.0527677,0,0.0127452,0.0643791,0.0248228,0,0.0398228,0.0563332,0.02993,0.0200073,0.0171782,0.0454669,0.0344664,0.0239221,0.0521175,0.0571891,0.0272593,0.0560331,0.0629259,0.0313271,0.0311324,0.0270689,0.0431118,0.0150785,0.0115116,0.0184516,0,0.0251021,0.0409258,0.0231091,0.0228351,0,0.0332502,0.0775736,0.0135062,0.0327968,0.0565464,0.0392869,0.0246447,0.0374987,0.0485587,0.0447037,0.0260056,0.0272555,0.00967035,0.03477,0.0225239,0.030123,0.00947801,0.0260741,0.0624082,0.0532587,0,0,0,0,0.0189515
120,0.0234879,0.071649,0.0510494,0,0.0128214,0.0626569,0.0246589,0,0.0397606,0.056015,0.0310923,0.0191168,0.0173503,0.0462669,0.0344177,0.0241463,0.0525106,0.0576019,0.0273516,0.054998,0.0622479,0.0298405,0.0304838,0.0250592,0.0430865,0.0150374,0.0115715,0.0182136,0,0.024714,0.0404794,0.0232175,0.0236786,0,0.0338013,0.0775815,0.0135043,0.0330684,0.0562576,0.0404631,0.0245941,0.0372862,0.0482629,0.0444578,0.025261,0.0271987,0.009481,0.0341933,0.0225711,0.0294176,0.00983629,0.0267625,0.0625353,0.0534192,0,0,0,0,0.0186314
121,0.0236626,0.0715552,0.048879,0,0.0128116,0.060666,0.0245902,0,0.0398207,0.0557395,0.0317581,0.0183952,0.0175366,0.0473893,0.0344617,0.0244372,0.0529333,0.0580405,0.027473,0.0539588,0.0611849,0.0282014,0.0300432,0.0224549,0.0429389,0.015031,0.0114136,0.0179648,0,0.0244438,0.0398022,0.0232716,0.0247247,0,0.0341997,0.0772539,0.0131986,0.0330355,0.0562117,0.0417625,0.024491,0.0370843,0.0481497,0.0440454,0.0247062,0.0271945,0.00955076,0.0337151,0.022387,0.0286063,0.00997756,0.0274953,0.0626427,0.0536478,0,0,0,0,0.0186153
122,0.0238541,0.0714593,0.0465518,0,0.0124827,0.0590278,0.0245955,0,0.0399347,0.0553627,0.0317096,0.0181276,0.0175126,0.0486336,0.0346345,0.0250502,0.0534541,0.0587686,0.0277956,0.0531109,0.0600657,0.0267883,0.0298143,0.0191556,0.0426664,0.0150934,0.0110044,0.0177411,0,0.0243706,0.0390513,0.0232174,0.02593,0,0.034579,0.0766154,0.0125533,0.0328876,0.0563819,0.0430989,0.02444,0.0368736,0.0481499,0.0435,0.0243823,0.027207,0.00984834,0.0333376,0.0219517,0.0277267,0.0103354,0.0280813,0.0626942,0.0539651,0,0,0,0,0.0188478
123,0.0240253,0.0713267,0.0440925,0,0.0117465,0.0577112,0.0244639,0,0.0399455,0.0549703,0.0312971,0.0180032,0.017374,0.0497318,0.0348058,0.0260198,0.054321,0.0597598,0.0283438,0.0525996,0.0590414,0.0257654,0.0299361,0.0149627,0.042429,0.0149806,0.0108617,0.0173881,0,0.0245184,0.0385048,0.0231589,0.0271294,0,0.0349376,0.0760554,0.0117135,0.032848,0.0566393,0.0443359,0.0242879,0.0366453,0.0482389,0.0430749,0.0241537,0.0273117,0.0103189,0.033012,0.0217079,0.0267868,0.0105806,0.0287208,0.0627059,0.054291,0,0,0,0,0.0193448
124,0.0242232,0.0711704,0.0419,0,0.0109961,0.0567336,0.0243042,0,0.0398247,0.0547609,0.0308317,0.0177389,0.0172712,0.0507933,0.0350083,0.0271415,0.0552105,0.0608033,0.0289723,0.0521237,0.058235,0.0252016,0.0303686,0.0103122,0.042338,0.014712,0.011014,0.0166169,0,0.0247413,0.038239,0.0230744,0.0282012,0,0.0353395,0.0756417,0.0109088,0.0330746,0.0570722,0.0453362,0.0237362,0.0364936,0.0482788,0.0427876,0.0240485,0.02755,0.0107845,0.0327514,0.0220693,0.0259877,0.0108346,0.0292343,0.0626527,0.0546883,0,0,0,0,0.0200454
125,0.0243997,0.0710365,0.0405042,0,0.0105282,0.0558822,0.024231,0,0.0398091,0.0547393,0.0302153,0.0172348,0.0174525,0.0517376,0.0353041,0.0282428,0.0561751,0.0618212,0.0295321,0.0517571,0.0575823,0.0247098,0.0309243,0.0071235,0.0423062,0.0146526,0.0109168,0.0156065,0,0.0249057,0.0382371,0.0229905,0.0289968,0,0.0355221,0.0753246,0.0103732,0.0333717,0.0575791,0.0460776,0.0229133,0.0364269,0.0482177,0.0424393,0.0239686,0.0278686,0.0111559,0.0325815,0.0228323,0.0254003,0.0109148,0.0295591,0.0626012,0.0551147,0,0,0,0,0.0208836
126,0.0245013,0.0709108,0.039135,0,0.0101275,0.0551003,0.024211,0,0.0399401,0.0549186,0.029451,0.0169023,0.0178406,0.0524465,0.0356208,0.0290179,0.0572428,0.0626196,0.0297565,0.0514483,0.056959,0.0241779,0.0313487,0.00794733,0.0423967,0.0148592,0.010556,0.0148269,0,0.0248829,0.0383981,0.0229286,0.0294344,0,0.0355136,0.0751202,0.0102872,0.0334788,0.0578616,0.0465199,0.0224118,0.0364123,0.0480821,0.0420578,0.0238777,0.0281028,0.0113534,0.0325535,0.0237646,0.0250538,0.0108859,0.0296829,0.0625634,0.0555322,0,0,0,0,0.0217022
127,0.0245614,0.0707719,0.0369328,0,0.00944167,0.0543414,0.0241902,0,0.0399234,0.0551981,0.0290803,0.0167804,0.0183293,0.0528954,0.0358823,0.0299409,0.0581068,0.0631344,0.0297044,0.0512427,0.0564917,0.0237845,0.0315482,0.0119681,0.0425149,0.0149333,0.0105009,0.0142916,0,0.0248741,0.0386859,0.0228964,0.0296091,0,0.035557,0.0750154,0.0104027,0.0331734,0.0579681,0.0467226,0.0219628,0.036532,0.0479493,0.0417153,0.0237903,0.0281086,0.011398,0.0325638,0.0246882,0.0249492,0.0111344,0.0295978,0.0624983,0.0559021,0,0,0,0,0.0222128
128,0.024597,0.0706792,0.0338601,0,0.0089461,0.0534744,0.0241074,0,0.0397764,0.0553537,0.0298478,0.0168481,0.0186984,0.0530897,0.0360198,0.0307259,0.0587611,0.0635038,0.0296058,0.0512125,0.0564068,0.023903,0.0316725,0.0176505,0.0426765,0.014828,0.0108388,0.0139564,0,0.0248465,0.0390862,0.0229044,0.0295155,0,0.0354279,0.0749392,0.0105582,0.0325899,0.0579058,0.0467171,0.0215301,0.0366426,0.0478241,0.041556,0.0237356,0.0280757,0.0113459,0.0325976,0.0253457,0.0250366,0.0111288,0.0294526,0.0623715,0.0562126,0,0,0,0,0.022344
129,0.0246286,0.0706755,0.0314483,0,0.00957219,0.0526255,0.0240052,0,0.0397196,0.0552651,0.0317608,0.0171059,0.0187873,0.0529946,0.0361078,0.0313216,0.0593655,0.0638283,0.0295915,0.0516915,0.0568449,0.02474,0.0321705,0.0237824,0.0428282,0.0148784,0.0110305,0.0138737,0,0.0247319,0.0396001,0.0229656,0.0292428,0,0.0353228,0.0748433,0.0108111,0.0320182,0.0576821,0.0465056,0.0211935,0.0366997,0.0477102,0.0416376,0.023712,0.0280337,0.0112408,0.0326562,0.0255854,0.0252771,0.0110507,0.0292272,0.0622628,0.056434,0,0,0,0,0.0222303
130,0.0246271,0.0707731,0.0311471,0,0.0108717,0.0519061,0.0239409,0,0.0397794,0.0552107,0.0339313,0.0175522,0.0188224,0.0527288,0.036135,0.0318413,0.0598181,0.0641903,0.0296903,0.052573,0.057469,0.0259302,0.03323,0.0291016,0.0430707,0.0151447,0.010862,0.0140742,0,0.0246946,0.040172,0.0230829,0.0288093,0,0.0351786,0.0747386,0.0110658,0.0317307,0.0573339,0.0461767,0.0210565,0.0367648,0.0476205,0.0418397,0.023659,0.0279602,0.0111578,0.0327194,0.0254038,0.0256065,0.01097,0.0289415,0.0621903,0.0565188,0,0,0,0,0.0220247
131,0.0246065,0.0709691,0.0313848,0,0.0118189,0.0510725,0.0239161,0,0.0400074,0.0552554,0.0357904,0.0178926,0.0191701,0.0525402,0.0361159,0.0323279,0.0601692,0.0645867,0.029866,0.0535226,0.0580553,0.0269554,0.0345125,0.0331662,0.0432706,0.0155911,0.0104777,0.0144993,0,0.0246741,0.0407572,0.0231815,0.0283305,0,0.0350387,0.0746331,0.0112762,0.0317032,0.0568318,0.045801,0.021074,0.0367308,0.047554,0.0420828,0.0235695,0.0278579,0.0111527,0.0328087,0.0248225,0.0259435,0.0109301,0.0286427,0.0622775,0.0565468,0,0,0,0,0.0218803
132,0.024601,0.0711797,0.0307257,0,0.0117949,0.0502575,0.0238902,0,0.0401988,0.0553246,0.037434,0.0183395,0.0197739,0.052484,0.036077,0.0327683,0.0605911,0.0649661,0.0300703,0.0544073,0.0586253,0.0276846,0.0357648,0.0365786,0.0433793,0.0159181,0.0103287,0.015185,0,0.024734,0.0412933,0.023217,0.0279465,0,0.0349664,0.0744984,0.0113874,0.0317662,0.0562759,0.0453896,0.0211731,0.0365469,0.0474939,0.0423918,0.0235335,0.0277797,0.0112442,0.0329022,0.0238304,0.0262417,0.0108978,0.028403,0.0624259,0.0565135,0,0,0,0,0.0217863
133,0.024615,0.0713143,0.0301662,0,0.0114348,0.0495087,0.0238341,0,0.0402129,0.055398,0.0388285,0.0189202,0.0203665,0.0525767,0.0360206,0.0332598,0.0609376,0.0653615,0.0302629,0.0552098,0.0592499,0.0284125,0.0369642,0.0394706,0.0434464,0.0158974,0.0105892,0.0160136,0,0.0248939,0.0418035,0.0232118,0.0277254,0,0.0350048,0.0744116,0.0113594,0.0317464,0.0558076,0.0449939,0.0213371,0.0362566,0.047445,0.0427508,0.0236191,0.0277376,0.0113808,0.0330518,0.0226377,0.0264317,0.0108973,0.028225,0.062592,0.0564253,0,0,0,0,0.0217784
134,0.0245977,0.0714109,0.0305332,0,0.011448,0.0487199,0.0237447,0,0.0401108,0.0555121,0.0398935,0.0195288,0.020657,0.052828,0.0359866,0.0337939,0.0613464,0.0657115,0.0304205,0.0559998,0.0599186,0.0291466,0.0381969,0.0418584,0.0434992,0.0157581,0.0110194,0.0169445,0,0.0250542,0.042262,0.0231543,0.0276253,0,0.0350639,0.0745179,0.011131,0.0316087,0.0554972,0.0447124,0.0215556,0.0359827,0.0474195,0.0430336,0.0237598,0.0277738,0.011532,0.0332637,0.0214005,0.0265385,0.010927,0.0281228,0.0627606,0.0562731,0,0,0,0,0.0218984
135,0.0245398,0.0714682,0.03122,0,0.0117637,0.0478401,0.0236663,0,0.0400649,0.0556207,0.0406713,0.0201669,0.0206975,0.0530855,0.0358856,0.034444,0.0618732,0.0660417,0.0305392,0.0568622,0.060489,0.0298836,0.0393676,0.043664,0.043628,0.0156772,0.011254,0.0179273,0,0.0250905,0.0427452,0.0230888,0.0277071,0,0.0351032,0.0748462,0.0107098,0.031364,0.0553153,0.0445815,0.0216044,0.0357965,0.0474741,0.0431346,0.0238531,0.0279004,0.0116795,0.0335051,0.0201741,0.0265308,0.010919,0.0281395,0.0628019,0.0560051,0,0,0,0,0.0219958
136,0.0245623,0.0714459,0.0315525,0,0.0120619,0.0470736,0.0236034,0,0.0400508,0.055703,0.0412147,0.0208955,0.0206141,0.0533831,0.0358656,0.0350563,0.0622991,0.0663663,0.0306693,0.0575917,0.0610002,0.0305527,0.0402924,0.0449615,0.0437257,0.0155669,0.0113557,0.018681,0,0.0250944,0.043345,0.0230045,0.0278844,0,0.0352205,0.0749206,0.010498,0.0310274,0.0551862,0.0445178,0.0217316,0.0353784,0.0474968,0.0431424,0.0239472,0.0279904,0.0118181,0.0337343,0.0192887,0.0264686,0.0109345,0.0282634,0.0628668,0.0557168,0,0,0,0,0.0215311
137,0.0246212,0.0714004,0.0315386,0,0.0122481,0.0466583,0.0235553,0,0.0400414,0.055742,0.0415773,0.0217087,0.0205915,0.0538426,0.0359317,0.0353108,0.0627879,0.0666242,0.0307391,0.0582963,0.0615384,0.0312045,0.0410361,0.046172,0.0437254,0.0154734,0.0113608,0.0194181,0,0.0250838,0.0439327,0.0228886,0.028066,0,0.0353363,0.0748519,0.0104185,0.0306776,0.0551328,0.0444887,0.0219368,0.0348115,0.0474411,0.0432396,0.0240341,0.028056,0.0119679,0.0339784,0.0184043,0.0263709,0.0109345,0.028373,0.0628542,0.0555268,0,0,0,0,0.021173
138,0.0246795,0.0713664,0.0316311,0,0.0123989,0.0464293,0.0235088,0,0.0400843,0.0556683,0.0420397,0.0226493,0.0206631,0.0544754,0.0359779,0.0357852,0.0632323,0.0668126,0.0307501,0.0590281,0.0621544,0.0319408,0.0419213,0.0475837,0.0437542,0.0154837,0.0111926,0.0202886,0,0.0251571,0.0445109,0.0227436,0.0282724,0,0.0354594,0.0748002,0.0103385,0.0303738,0.055045,0.0445514,0.0222148,0.0342789,0.0473952,0.0434563,0.0241212,0.0281188,0.012149,0.0342058,0.0172854,0.0262265,0.0109501,0.0283578,0.0629063,0.0553279,0,0,0,0,0.0209517
139,0.0247767,0.0712988,0.0320547,0,0.012581,0.0462394,0.0235404,0,0.0402289,0.0555082,0.0428335,0.0236823,0.0207741,0.0552486,0.0360756,0.0363807,0.0638424,0.0669283,0.0307161,0.0598685,0.0628924,0.032817,0.0429235,0.0494586,0.0437838,0.0156333,0.0107915,0.021238,0,0.0251801,0.0451252,0.0225918,0.0284654,0,0.0354861,0.0747807,0.0103128,0.0300863,0.0548686,0.0446253,0.0224979,0.0337772,0.047384,0.0437015,0.0242234,0.02813,0.0123846,0.034415,0.0160322,0.0260743,0.0109985,0.0282505,0.0628783,0.0551313,0,0,0,0,0.0208891
140,0.0249156,0.0712315,0.0327171,0,0.0127941,0.0459774,0.0235925,0,0.0402781,0.0553778,0.0439279,0.0245334,0.0209087,0.0561778,0.0362229,0.0370066,0.0645002,0.06701,0.0306705,0.0608521,0.0636961,0.0337297,0.0439652,0.0518462,0.0437367,0.0156318,0.0106125,0.0221885,0,0.0250102,0.0458443,0.0224324,0.0286776,0,0.0354309,0.0747992,0.0103338,0.0297907,0.0547054,0.044724,0.0227349,0.0333372,0.047381,0.0439411,0.0243539,0.0280816,0.0125219,0.034628,0.0147937,0.0259234,0.0110899,0.0280843,0.0629004,0.0549635,0,0,0,0,0.0209412
141,0.0251137,0.0711446,0.0333304,0,0.0130643,0.0458292,0.0235496,0,0.0401474,0.0552802,0.0453374,0.0256033,0.021082,0.0570795,0.036277,0.037738,0.0652617,0.067177,0.0306715,0.0618398,0.0645732,0.0347044,0.0449607,0.0549013,0.0437333,0.0154592,0.0108062,0.023009,0,0.0250585,0.0467116,0.0222539,0.0289209,0,0.0353166,0.0749097,0.0103668,0.0295226,0.0546108,0.0448336,0.0229436,0.0328861,0.047365,0.044208,0.0244999,0.0279909,0.0125795,0.0348214,0.0137548,0.0257554,0.0110564,0.0279009,0.0628549,0.0548443,0,0,0,0,0.0208378
142,0.0252818,0.0710743,0.0339873,0,0.0133901,0.0457955,0.0235333,0,0.0399513,0.0552164,0.0470104,0.0268123,0.0212973,0.0578396,0.0362808,0.0386988,0.0661589,0.0673653,0.0307034,0.0627813,0.0654546,0.0357707,0.0458881,0.0582991,0.0437517,0.0153241,0.0109924,0.0237994,0,0.0251647,0.0476667,0.0221049,0.0291159,0,0.0352044,0.0750677,0.010441,0.0293105,0.0543528,0.0449238,0.0231546,0.0324542,0.0473536,0.0444948,0.0245429,0.0279275,0.0127179,0.0349039,0.0127751,0.0256258,0.0110253,0.0276975,0.0628497,0.0546686,0,0,0,0,0.0206343
143,0.0253928,0.07105,0.0346743,0,0.0137496,0.0457669,0.0235976,0,0.0399343,0.0552557,0.0487476,0.0278097,0.0215242,0.0584792,0.0363054,0.0398775,0.0671404,0.0675574,0.0307965,0.063723,0.066349,0.036587,0.0467138,0.0619333,0.0437219,0.0153967,0.0108205,0.0245189,0,0.0252534,0.0487378,0.0219603,0.02929,0,0.0350761,0.0752215,0.0105726,0.0291257,0.054127,0.0449788,0.0232971,0.0320664,0.047346,0.0447388,0.0245489,0.0278349,0.0128471,0.0348385,0.0119586,0.0255055,0.0110234,0.0274031,0.062929,0.0544678,0,0,0,0,0.0205118
144,0.0254889,0.0710444,0.0354995,0,0.0141111,0.0458546,0.0236521,0,0.0398322,0.055342,0.0504966,0.028844,0.0217733,0.0589983,0.0362774,0.040807,0.0682446,0.0677677,0.0309634,0.0646796,0.0672131,0.0372908,0.0473666,0.0656726,0.0437325,0.0153652,0.0108783,0.025203,0,0.025264,0.0497714,0.0218466,0.0294288,0,0.0349276,0.075381,0.0106998,0.0289223,0.0536775,0.0449731,0.0234163,0.0316514,0.0473145,0.0450157,0.0246602,0.0278142,0.0129428,0.0348995,0.0113389,0.0253917,0.0110605,0.0270659,0.0630243,0.0543158,0,0,0,0,0.0203667
145,0.0255811,0.0710875,0.0364301,0,0.0144635,0.0460835,0.0237426,0,0.0398313,0.0554471,0.0521018,0.0299538,0.0219957,0.0593406,0.0362045,0.0417534,0.0694376,0.0679864,0.0311828,0.065397,0.067998,0.0379887,0.0478642,0.0691301,0.0437249,0.015406,0.0107892,0.025815,0,0.0252506,0.0506947,0.0217342,0.0295608,0,0.0347925,0.0755468,0.0108523,0.028685,0.0532584,0.0449179,0.0235392,0.0312094,0.0472715,0.045298,0.024809,0.0277829,0.0129883,0.0350654,0.010753,0.0253067,0.0110797,0.0267475,0.0630019,0.054173,0,0,0,0,0.0202001
146,0.0256936,0.0711817,0.0371062,0,0.0147689,0.046436,0.0238033,0,0.0397637,0.0555349,0.0533373,0.0310724,0.0220588,0.0595344,0.036116,0.0427607,0.0706389,0.0681786,0.0315186,0.0659957,0.068664,0.0386337,0.0482242,0.072019,0.0437061,0.0153852,0.0108319,0.0264449,0,0.025266,0.0515459,0.0216178,0.0296703,0,0.0347207,0.0756881,0.0110518,0.0284069,0.0529364,0.0448191,0.0236663,0.0308032,0.04726,0.0455716,0.0249229,0.0276155,0.0129107,0.0352352,0.0101171,0.0252618,0.0110116,0.0264995,0.0630143,0.0540261,0,0,0,0,0.0200332
147,0.0258165,0.0713178,0.0374865,0,0.0150581,0.0468997,0.023803,0,0.0396865,0.0555672,0.0540671,0.0322193,0.0218811,0.0596229,0.0360377,0.0437118,0.0717916,0.0684124,0.0318946,0.06642,0.0691714,0.0390126,0.0483267,0.074042,0.0437954,0.0153509,0.0109195,0.0270284,0,0.0252725,0.052277,0.0215084,0.0297572,0,0.0346367,0.0758358,0.0112687,0.0281418,0.0527184,0.0447444,0.0238481,0.030382,0.0472762,0.0458414,0.0250232,0.0274366,0.0128301,0.0353905,0.00952746,0.0252192,0.0109794,0.026242,0.0631346,0.0538768,0,0,0,0,0.0199405
