Timestep,C7,CLAV,L5FT,L5HD,LASI,LELB,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RELB,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x55,x56,x57,x58,LANK
42,0.0171066,0.0613897,0.0365239,0,0.052442,0.0216571,0,0.0457276,0.0582458,0.0413112,0.0315958,0.0215007,0.0516141,0.0284649,0.0435078,0.0645516,0.0657214,0.0359086,0.0634015,0.0691058,0.0410431,0.0383242,0.0171949,0.0340132,0.0140974,0.0103123,0.0286225,0,0.0246691,0.0562527,0.0435885,0.0183148,0,0.0302819,0.0771749,0.00657927,0.0236436,0.0351503,0.0403683,0.0349082,0.0226249,0.0289328,0.045596,0.0462946,0.0286144,0.026227,0.0115877,0.0399929,0.00919263,0.0378747,0.00929235,0.0184783,0.0563093,0.0465384,0,0,0,0,0.0214855
43,0.0172582,0.0612227,0.0356723,0,0.051914,0.0218775,0,0.0452736,0.0584343,0.0394429,0.0318409,0.0222899,0.051918,0.0286364,0.0445018,0.0645403,0.0654622,0.0360446,0.0624773,0.0682125,0.0407137,0.0377387,0.0150799,0.034105,0.0143376,0.0106102,0.02886,0,0.0240033,0.0563104,0.0436227,0.0181261,0,0.0300491,0.0773535,0.00698316,0.0234859,0.0349765,0.0408144,0.0344623,0.0226245,0.0290189,0.0454534,0.0462696,0.028406,0.0260965,0.0114656,0.0397903,0.00955776,0.0380847,0.00947597,0.018452,0.0559407,0.0467967,0,0,0,0,0.0217137
44,0.0175374,0.0609659,0.0342539,0,0.0509509,0.0199912,0,0.0458769,0.0585987,0.0367672,0.032023,0.0237987,0.0527467,0.0284537,0.0461446,0.0650571,0.0653518,0.0361326,0.061255,0.0668448,0.0403223,0.0368943,0.012251,0.0350809,0.0139825,0.0133473,0.0305908,0,0.0226609,0.0553884,0.0439566,0.0200514,0,0.0289649,0.0776087,0.00774047,0.0234248,0.0361798,0.0417235,0.0344246,0.0221875,0.0296187,0.0450823,0.0460748,0.0283074,0.0262211,0.0112256,0.0399403,0.00958053,0.0381755,0.0125688,0.0162017,0.055292,0.0470006,0,0,0,0,0.0223305
45,0.0178598,0.0607949,0.0339175,0,0.0507869,0.0228534,0,0.0439555,0.0589555,0.0358529,0.0326551,0.0259578,0.0530665,0.0288509,0.047534,0.0654463,0.0655865,0.036733,0.0593959,0.0649373,0.0392454,0.0352149,0.00945876,0.0345582,0.0153605,0.0114016,0.032349,0,0.0232909,0.0562582,0.0438891,0.0174912,0,0.0294425,0.0772217,0.00789553,0.0231471,0.0335771,0.0421408,0.0335793,0.0218191,0.0302152,0.0459103,0.0460904,0.0264628,0.0277087,0.0118615,0.0380355,0.0104956,0.0386959,0.00998752,0.0185358,0.055027,0.0472401,0,0,0,0,0.023725
46,0.0179204,0.0607617,0.03339,0,0.0505554,0.0227003,0,0.0438292,0.0587642,0.0342636,0.032894,0.0247031,0.0532213,0.0289368,0.0476755,0.0658311,0.0654715,0.0365372,0.0597278,0.0649805,0.0395021,0.0361102,0.0080189,0.0345249,0.0148329,0.0119914,0.0323401,0,0.0226602,0.0562929,0.0438143,0.0175543,0,0.0293048,0.0773273,0.00853682,0.023149,0.0331449,0.0420861,0.033388,0.0215866,0.0301321,0.0458772,0.0458751,0.0260904,0.0276205,0.0119195,0.0375909,0.0112264,0.0387597,0.0101297,0.0183335,0.055082,0.0472613,0,0,0,0,0.0239274
47,0.0179373,0.0607715,0.0348885,0,0.0500873,0.0226747,0,0.0434705,0.0583967,0.0325084,0.0330756,0.0228387,0.0532826,0.0290997,0.0477311,0.06635,0.0654734,0.0363853,0.0601304,0.0651128,0.0395051,0.0369506,0.0057308,0.0343823,0.0143981,0.0124311,0.0325337,0,0.0218774,0.0562232,0.043765,0.0174031,0,0.0292335,0.0773678,0.00929703,0.0230041,0.0328156,0.0418799,0.0331825,0.0212688,0.0301613,0.0458094,0.0454614,0.0256568,0.0275853,0.0120572,0.0370969,0.0119912,0.0388558,0.0101007,0.0184304,0.055106,0.047221,0,0,0,0,0.023447
48,0.017963,0.0608225,0.036703,0,0.0493989,0.0226561,0,0.0433886,0.0581732,0.0306921,0.0331024,0.0210834,0.0533204,0.029232,0.0476831,0.0667135,0.0655755,0.0361477,0.0605965,0.0651429,0.0395777,0.0378685,0.0041403,0.0343432,0.0143299,0.0125761,0.032581,0,0.0210813,0.0560771,0.043705,0.0172629,0,0.0292261,0.0774289,0.0100794,0.0227305,0.0325698,0.0416184,0.0331021,0.020938,0.0301922,0.0457267,0.0449094,0.0251567,0.0276357,0.0122179,0.0365097,0.0128166,0.0389714,0.0101029,0.0184773,0.0550794,0.0471421,0,0,0,0,0.0228443
49,0.017979,0.0609,0.0373716,0,0.049004,0.0226942,0,0.0433794,0.0578981,0.0290171,0.0331663,0.0195659,0.0533902,0.0292183,0.0474071,0.0669399,0.0656922,0.035711,0.0609229,0.0652124,0.0395537,0.0384498,0.00466355,0.0343957,0.0144182,0.0124978,0.0325476,0,0.0203612,0.055746,0.0436427,0.0171152,0,0.0291731,0.077558,0.0108972,0.0226038,0.0323818,0.0412816,0.0330491,0.0208649,0.0301789,0.0456475,0.0443379,0.0246416,0.0277248,0.0123627,0.0359339,0.0137839,0.0391095,0.0100946,0.0184572,0.0550606,0.0470564,0,0,0,0,0.022232
50,0.0179477,0.0609743,0.0361368,0,0.048803,0.0227759,0,0.0433004,0.0575379,0.0276017,0.0332837,0.018436,0.0535827,0.0291115,0.0466996,0.066803,0.0656972,0.0349554,0.0609902,0.0653647,0.0392033,0.0384482,0.00578273,0.0344862,0.0144968,0.0123678,0.0324487,0,0.0196666,0.0552971,0.0435549,0.0169117,0,0.029071,0.0776834,0.0117826,0.0226589,0.0322622,0.0409147,0.032908,0.0211147,0.0301763,0.0455444,0.0437363,0.0240955,0.0278319,0.0125007,0.0353338,0.0148989,0.0392846,0.0100425,0.0183951,0.0551263,0.0470426,0,0,0,0,0.0217567
51,0.0178249,0.0611433,0.0334354,0,0.0488478,0.0228157,0,0.0432763,0.0570886,0.0261891,0.0334291,0.0179253,0.053804,0.0293623,0.0456477,0.0664252,0.0654354,0.0337961,0.0606317,0.0653907,0.0385134,0.0377884,0.00619482,0.0345349,0.0145583,0.0123144,0.032202,0,0.0188908,0.0546894,0.0434034,0.0166556,0,0.0289755,0.0777754,0.0127438,0.0228021,0.032199,0.0405264,0.0328205,0.020974,0.030161,0.0454614,0.0431293,0.023511,0.0279087,0.0126508,0.0345854,0.0161853,0.039524,0.00999207,0.01833,0.055218,0.0470785,0,0,0,0,0.0213521
52,0.0177078,0.0612753,0.0301543,0,0.0491321,0.0228445,0,0.0434834,0.0565627,0.0247505,0.0336189,0.0179425,0.053994,0.0295296,0.0444579,0.0660283,0.0650824,0.0325026,0.0599835,0.0650893,0.0378759,0.0369383,0.00626176,0.0346365,0.0146566,0.0122957,0.0317043,0,0.0180972,0.0539635,0.0432342,0.0163394,0,0.0289034,0.0778793,0.0136939,0.0230175,0.0321773,0.0400891,0.0326723,0.020428,0.030215,0.0454808,0.0424807,0.0229242,0.0278809,0.012758,0.0336996,0.017771,0.0397656,0.00997813,0.0183355,0.0553498,0.0471954,0,0,0,0,0.0212213
53,0.0175793,0.0613954,0.0274146,0,0.0494039,0.0228027,0,0.0435946,0.0560163,0.0235664,0.0338064,0.0180639,0.0541624,0.0298129,0.0432613,0.0657881,0.06484,0.0314698,0.0595246,0.0648253,0.0375907,0.0366248,0.00686553,0.0347086,0.0147734,0.0121887,0.0310518,0,0.0173373,0.0532114,0.0430294,0.0159212,0,0.0288319,0.0779891,0.014586,0.0232932,0.0321553,0.0396463,0.0325119,0.0197804,0.030443,0.045612,0.0418172,0.0224371,0.0277826,0.0128721,0.032805,0.0197771,0.0400187,0.0100086,0.0183008,0.0554525,0.0474057,0,0,0,0,0.0216449
54,0.017428,0.061491,0.026007,0,0.0495521,0.0227075,0,0.0436297,0.0556697,0.0225914,0.0339119,0.0182022,0.054319,0.0302906,0.0422362,0.0657027,0.0645175,0.030775,0.0596223,0.0649952,0.0376299,0.0366949,0.0079937,0.0347151,0.0147646,0.0122717,0.0303898,0,0.0166249,0.0524976,0.0427617,0.0154806,0,0.0287452,0.0779862,0.0155124,0.0235683,0.0320654,0.0393238,0.0324097,0.0190801,0.0307548,0.0458689,0.0412038,0.0219813,0.027545,0.0129689,0.0319045,0.0223171,0.0402789,0.00997646,0.0181632,0.0555197,0.0477465,0,0,0,0,0.0220988
55,0.0171889,0.0614708,0.0265771,0,0.0493088,0.0224615,0,0.0436955,0.0558107,0.0219863,0.0336336,0.0179964,0.0543931,0.0306522,0.0413892,0.0656644,0.0638473,0.0300507,0.0601251,0.0652774,0.0376503,0.0373341,0.00928386,0.034668,0.0147339,0.0124933,0.0297917,0,0.015883,0.0517616,0.0424704,0.0154407,0,0.0285896,0.0777403,0.0165473,0.0237072,0.0319257,0.0392055,0.0323938,0.0182819,0.0311433,0.0462206,0.0405768,0.0215681,0.0270389,0.0130174,0.0309184,0.0255421,0.0404789,0.0100938,0.0177477,0.0554817,0.0482638,0,0,0,0,0.021709
56,0.0169433,0.0613027,0.0271333,0,0.0490435,0.0224745,0,0.043724,0.0562214,0.0222022,0.0333223,0.0176065,0.0542626,0.0311763,0.0409184,0.065424,0.0631201,0.0292411,0.0604372,0.0653891,0.0375755,0.0379799,0.0105756,0.0344036,0.0145916,0.012649,0.0296834,0,0.0151299,0.051008,0.0421119,0.0150883,0,0.0287164,0.0775135,0.0177384,0.02368,0.0315687,0.0393673,0.0323704,0.0176743,0.0316159,0.0468402,0.0401815,0.0211851,0.0262978,0.0131032,0.029815,0.0293226,0.0405616,0.0101512,0.0179024,0.0553404,0.0489515,0,0,0,0,0.0210918
57,0.0166554,0.0610515,0.0280082,0,0.0482985,0.0225064,0,0.0437817,0.0568257,0.0226575,0.0329383,0.0176856,0.0541075,0.0317621,0.0407219,0.0652167,0.0625903,0.02827,0.0603176,0.0651372,0.0370446,0.038409,0.0116206,0.034007,0.0144629,0.0128157,0.0297629,0,0.0143912,0.0501595,0.0418244,0.0149206,0,0.0288704,0.0771709,0.0192525,0.0234682,0.0311783,0.0398171,0.0324149,0.0172086,0.032216,0.0476744,0.0399728,0.0208841,0.0253852,0.0132829,0.0286364,0.033607,0.0404815,0.0100788,0.0181049,0.0550974,0.0496204,0,0,0,0,0.0202595
58,0.0163694,0.0606368,0.0323176,0,0.0461139,0.022633,0,0.0438944,0.058043,0.0222216,0.031554,0.0197274,0.0538852,0.0323723,0.0399085,0.0660693,0.0620425,0.0266349,0.0599289,0.0643249,0.0355799,0.0393727,0.0128224,0.0333306,0.0142474,0.0131085,0.0292111,0,0.013822,0.049471,0.0416832,0.0151039,0,0.0291261,0.0763878,0.0209072,0.0226632,0.0306905,0.0405897,0.0329386,0.0168424,0.0329397,0.0486587,0.0399926,0.020535,0.0244462,0.0135772,0.0274605,0.0384505,0.0399863,0.00996501,0.0186873,0.0546492,0.0504086,0,0,0,0,0.018034
59,0.016246,0.0602136,0.034249,0,0.0444082,0.0227993,0,0.0440123,0.0586386,0.0223234,0.0312039,0.0209022,0.0539959,0.0331042,0.039624,0.0664828,0.0617794,0.0257776,0.0590312,0.0633292,0.034257,0.0391478,0.0137825,0.0325798,0.0139558,0.0135203,0.0285428,0,0.0133512,0.0486248,0.0416454,0.0154327,0,0.0294351,0.0757267,0.0224316,0.0219185,0.0298906,0.0414202,0.0335832,0.0170581,0.0336766,0.0498189,0.0404163,0.0198774,0.0238302,0.0139522,0.0263114,0.0429602,0.0393662,0.00993363,0.01937,0.054173,0.0509062,0,0,0,0,0.0172
60,0.015991,0.0599742,0.0346748,0,0.0431512,0.0239933,0,0.0436539,0.0587179,0.0221177,0.0315717,0.0208412,0.0545608,0.0341649,0.0394741,0.0665927,0.0617518,0.0253298,0.0582573,0.0624316,0.0333053,0.0384566,0.0140153,0.0315725,0.014349,0.0130599,0.0267211,0,0.0130839,0.0477379,0.0416451,0.0162118,0,0.0296212,0.0751476,0.0242327,0.0211944,0.0289544,0.0423157,0.0343492,0.0176845,0.034371,0.0510818,0.0410553,0.019079,0.023598,0.0140857,0.0252242,0.047013,0.0387336,0.00976165,0.0200605,0.0537421,0.0510944,0,0,0,0,0.0170002
61,0.0160732,0.0596908,0.0282128,0,0.0433252,0.02431,0,0.0437901,0.0577859,0.0222381,0.033884,0.0179116,0.0555925,0.0351176,0.0396123,0.0640244,0.0618406,0.0262901,0.0583988,0.0627226,0.0343039,0.0370775,0.0119394,0.030935,0.014082,0.0136209,0.0253249,0,0.0131627,0.0472184,0.0416366,0.0166271,0,0.0298982,0.0745822,0.0250805,0.020905,0.0276944,0.0427024,0.0346338,0.0187358,0.0352289,0.0526644,0.0420659,0.0182163,0.0237232,0.0141919,0.0242605,0.0499053,0.0382609,0.0099224,0.0206139,0.0533216,0.0507695,0,0,0,0,0.0187115
62,0.0160757,0.0591974,0.0336441,0,0.0417134,0.0245149,0,0.0442943,0.0578904,0.0207636,0.0334289,0.0202644,0.055949,0.0361281,0.039189,0.0665184,0.0624837,0.0249284,0.0574792,0.0617728,0.0326132,0.036964,0.0136392,0.0300459,0.0134486,0.0148124,0.0236615,0,0.0135839,0.046959,0.0418995,0.0174539,0,0.0305439,0.0736537,0.0254876,0.0196317,0.0269694,0.0438252,0.0359958,0.0194531,0.036448,0.0542261,0.0429018,0.01723,0.0241747,0.0141163,0.0233821,0.0521346,0.0370435,0.00978763,0.0222014,0.052561,0.0510623,0,0,0,0,0.0173411
63,0.0161721,0.0590656,0.0270434,0,0.0425331,0.0257192,0,0.0440346,0.0570186,0.0205609,0.0358087,0.0179715,0.0572645,0.0370561,0.0391973,0.0639048,0.0623112,0.0257764,0.0581525,0.0627212,0.0343788,0.036037,0.0125189,0.029354,0.0137317,0.0147039,0.0212138,0,0.0141905,0.0470105,0.0418613,0.018236,0,0.0303986,0.0729354,0.0263269,0.0192089,0.0265108,0.0439588,0.036237,0.0205619,0.0380895,0.056067,0.043872,0.0160344,0.0247045,0.0140166,0.0224901,0.0538867,0.0365683,0.00990393,0.0223013,0.0522549,0.050819,0,0,0,0,0.0190983
64,0.0164493,0.0587608,0.0265899,0,0.0431963,0.0257938,0,0.044307,0.0567684,0.0200701,0.0362898,0.0182386,0.057907,0.0373938,0.0389679,0.0637388,0.0621771,0.0255667,0.0580339,0.0627077,0.0343464,0.0359044,0.0131568,0.0290421,0.0134573,0.0152793,0.0196812,0,0.0156968,0.0473158,0.0420252,0.0184628,0,0.0306041,0.0725222,0.0264897,0.0183402,0.0254851,0.044518,0.0365259,0.0222439,0.0386336,0.0573122,0.045094,0.0163626,0.0237957,0.0136256,0.022795,0.0570338,0.0361376,0.0097145,0.0230546,0.0518634,0.0508518,0,0,0,0,0.0194174
65,0.0166145,0.058406,0.0261237,0,0.0438541,0.0263009,0,0.0444066,0.0566181,0.0199051,0.0368983,0.0186347,0.0587582,0.0385505,0.0384351,0.0633891,0.0617307,0.0251765,0.0580518,0.0627858,0.0342257,0.0360288,0.0139214,0.0285509,0.0134024,0.0157522,0.0187803,0,0.0159411,0.0467783,0.0419565,0.0189911,0,0.0306882,0.0713947,0.0260323,0.0176272,0.0262473,0.0447671,0.0368159,0.0217653,0.0423877,0.0597016,0.0453055,0.0140734,0.0265354,0.014063,0.0212842,0.0574647,0.0356535,0.00964985,0.0234738,0.0513964,0.0515038,0,0,0,0,0.0196356
66,0.0165663,0.0582221,0.02595,0,0.0448006,0.0266835,0,0.044205,0.0565681,0.02,0.0369385,0.0187067,0.058827,0.0391763,0.0375224,0.0630608,0.0613083,0.0250327,0.0580421,0.062872,0.0342643,0.0358902,0.0145499,0.0284026,0.0133742,0.0158478,0.0200328,0,0.018011,0.0463998,0.0419388,0.0195574,0,0.0304571,0.0711021,0.0280065,0.0169497,0.025936,0.0449579,0.037061,0.0220762,0.0435505,0.0606123,0.0455825,0.0141826,0.0266479,0.0134053,0.0215598,0.0617551,0.0354933,0.0100376,0.0230385,0.0510915,0.0518647,0,0,0,0,0.0197992
67,0.0166428,0.0582777,0.0262699,0,0.045793,0.026448,0,0.0439608,0.0565916,0.0204212,0.0362844,0.0185715,0.0581308,0.0388358,0.0369623,0.0628378,0.0609909,0.0250925,0.0579785,0.0628419,0.0343572,0.0359038,0.0149273,0.0286237,0.0135062,0.0155586,0.022818,0,0.0209055,0.0462475,0.041964,0.0191169,0,0.0303213,0.0717558,0.0321478,0.0162085,0.0247415,0.0451492,0.0368506,0.0234423,0.0417283,0.0597735,0.0460159,0.0165491,0.0233264,0.0117494,0.023456,0.0688815,0.0358274,0.0102724,0.0227413,0.0510361,0.0518795,0,0,0,0,0.0198009
68,0.016887,0.0582179,0.0266998,0,0.0470822,0.0259489,0,0.044142,0.056495,0.0207688,0.0362089,0.0184413,0.0573055,0.038691,0.0365432,0.062564,0.0607966,0.0252061,0.0579447,0.0627654,0.0343169,0.0359666,0.0150216,0.0288213,0.0130257,0.0159665,0.0241757,0,0.02151,0.045536,0.0419074,0.0182083,0,0.0304287,0.0718892,0.0339097,0.0155624,0.0248685,0.0449023,0.036425,0.0235823,0.0423479,0.0602108,0.04605,0.0166802,0.0231452,0.0115653,0.0234235,0.0715765,0.0361142,0.00980065,0.0231383,0.0509571,0.0524588,0,0,0,0,0.0198344
69,0.0170363,0.0582795,0.0273238,0,0.0481003,0.0255968,0,0.0441149,0.0564409,0.0209399,0.0360293,0.0185456,0.0565535,0.038215,0.0361325,0.0622286,0.0605355,0.0252964,0.0580488,0.0628529,0.0341544,0.0358937,0.0146937,0.0291239,0.0130961,0.0157978,0.0250562,0,0.0214939,0.0446715,0.0418627,0.0177597,0,0.0303163,0.0723062,0.0345297,0.0150206,0.0253493,0.0446846,0.0359621,0.0237967,0.0428208,0.0605703,0.0460599,0.0167057,0.0228838,0.0114339,0.0231637,0.0728296,0.0364481,0.00980032,0.0227869,0.0509632,0.0529792,0,0,0,0,0.0199414
70,0.0170395,0.0584343,0.0276767,0,0.0497037,0.0255759,0,0.0439113,0.0563111,0.0205848,0.0350135,0.018949,0.0551037,0.037371,0.0355888,0.0618637,0.0600461,0.0249275,0.0584418,0.0632842,0.0344512,0.036033,0.0144097,0.028869,0.0137815,0.0156167,0.0205135,0,0.0256122,0.0427884,0.0423187,0.0169213,0,0.0306614,0.0726093,0.0402374,0.0148373,0.0263586,0.0452565,0.0360596,0.024164,0.0441869,0.0621909,0.0468353,0.0137382,0.0273169,0.0135228,0.0195994,0.0629701,0.0369947,0.00961989,0.0224128,0.0510639,0.0530736,0,0,0,0,0.0197315
71,0.0170365,0.0585534,0.0285093,0,0.0507322,0.0252015,0,0.0440873,0.0567403,0.0202364,0.0346709,0.0190788,0.0544482,0.0370668,0.0353594,0.0613944,0.0598358,0.0249949,0.0583601,0.0633587,0.0346247,0.0359453,0.013768,0.0288815,0.0139166,0.0154645,0.0206296,0,0.0258843,0.0419209,0.0422779,0.016644,0,0.0306492,0.0730543,0.0402415,0.0144235,0.0270585,0.0451579,0.0356562,0.0242359,0.044664,0.0625238,0.0469601,0.0140295,0.0265997,0.0131072,0.0197401,0.063016,0.037285,0.00964884,0.0219321,0.0511583,0.0532197,0,0,0,0,0.0196343
72,0.016921,0.0586305,0.0293616,0,0.051671,0.0248517,0,0.044308,0.0569478,0.0198864,0.0343466,0.0190782,0.0539095,0.0367014,0.0349184,0.060793,0.059691,0.0251383,0.0582922,0.0634121,0.0347134,0.0360311,0.0132011,0.0288999,0.0139951,0.0153726,0.0205183,0,0.0261079,0.0412099,0.0422603,0.0165258,0,0.0307704,0.0734179,0.0398598,0.0140588,0.0276785,0.0451227,0.0353894,0.0241273,0.0450052,0.0628564,0.0470914,0.0143935,0.0258281,0.0125953,0.0200313,0.062652,0.0374628,0.00983112,0.0214443,0.051171,0.0532501,0,0,0,0,0.0196333
73,0.0167688,0.0586893,0.0301451,0,0.0525968,0.0246169,0,0.0445441,0.0569703,0.0195503,0.0341017,0.018995,0.0534967,0.0363514,0.0344213,0.0602159,0.0596001,0.0252978,0.0582947,0.0634821,0.0349119,0.0359738,0.0127487,0.0288859,0.0140649,0.0153191,0.020152,0,0.0262241,0.0406059,0.0422439,0.0164997,0,0.0307887,0.0736683,0.0392188,0.0135763,0.02819,0.0451083,0.0353053,0.0239286,0.0452079,0.0631533,0.0472078,0.0147138,0.0252115,0.01212,0.0203339,0.062095,0.0374843,0.00984574,0.0211202,0.0511344,0.053131,0,0,0,0,0.0196067
74,0.0166925,0.0586906,0.0308892,0,0.053481,0.0244168,0,0.0447974,0.0569739,0.0191958,0.0339163,0.0188847,0.0532384,0.0361704,0.033913,0.0595869,0.0595067,0.0255118,0.0583273,0.0635875,0.0352506,0.0357733,0.0123751,0.0287228,0.01418,0.015352,0.0197289,0,0.0263398,0.0402409,0.0422384,0.0165793,0,0.0307085,0.0738675,0.0383971,0.013044,0.0285637,0.0452391,0.0353264,0.0242925,0.0453373,0.0633713,0.0473291,0.0149314,0.0247758,0.0117738,0.0206084,0.0613654,0.0373441,0.00973805,0.0209686,0.0511473,0.052949,0,0,0,0,0.0196186
75,0.0166862,0.0586864,0.0315048,0,0.0542228,0.0244611,0,0.0449662,0.0566856,0.0189983,0.0338317,0.0187594,0.0530936,0.0360577,0.0334842,0.0589165,0.0593945,0.0257325,0.05841,0.0637158,0.0355493,0.0356157,0.0121836,0.028457,0.0142515,0.015378,0.0193214,0,0.0264373,0.0400067,0.0422154,0.0168171,0,0.0308082,0.074049,0.0376263,0.012672,0.0287287,0.0455037,0.0353309,0.0247298,0.0454827,0.0635092,0.0474306,0.0151382,0.0244304,0.0115106,0.0208941,0.0606055,0.0371217,0.00987035,0.0209132,0.0510953,0.0527141,0,0,0,0,0.0196358
76,0.0166636,0.0586663,0.0321773,0,0.0548157,0.0246132,0,0.0450982,0.0564517,0.0188687,0.0336245,0.0186164,0.0530364,0.0360309,0.0331929,0.0583498,0.0592889,0.0259835,0.0584729,0.0638087,0.0357477,0.0356945,0.0121347,0.0282782,0.0142932,0.015427,0.0189556,0,0.0265083,0.039925,0.0422044,0.017093,0,0.030702,0.0742376,0.0369211,0.0126631,0.0287074,0.0459769,0.0353694,0.0249915,0.0456119,0.0636215,0.047517,0.0153554,0.0241243,0.0113011,0.0211914,0.0601174,0.036887,0.00964607,0.0209307,0.0509331,0.0524715,0,0,0,0,0.019628
77,0.0167053,0.0585023,0.0350801,0,0.0550448,0.0243954,0,0.0454,0.0562773,0.0190711,0.0342635,0.0179798,0.0538737,0.0365543,0.0335789,0.0585778,0.059807,0.0265994,0.0575752,0.0630361,0.0348267,0.0348376,0.0137684,0.0285586,0.013706,0.0154973,0.0236605,0,0.0234242,0.0406705,0.0415329,0.0180459,0,0.0301022,0.0747909,0.0322234,0.0120142,0.0282455,0.045612,0.0347843,0.0250481,0.0446862,0.0623015,0.0467587,0.0182771,0.0188108,0.00761636,0.0238255,0.0696979,0.0365752,0.00996325,0.0208642,0.0507664,0.0524871,0,0,0,0,0.0205058
78,0.016527,0.058327,0.0332206,0,0.0564054,0.0249322,0,0.0451256,0.0561897,0.018576,0.0332021,0.018397,0.0527121,0.0361243,0.0324527,0.0572702,0.0593023,0.026592,0.0584958,0.0638325,0.0358375,0.0354156,0.012198,0.0278311,0.0143567,0.01555,0.018472,0,0.0267547,0.0397324,0.0421476,0.0177357,0,0.0307584,0.0746075,0.0365568,0.0130371,0.0286703,0.0470184,0.035135,0.0253299,0.0459556,0.0637581,0.0474955,0.0161361,0.0234451,0.0107168,0.022045,0.0604782,0.0363209,0.00982818,0.020927,0.0507423,0.0519137,0,0,0,0,0.0195754
79,0.0164303,0.0581415,0.033682,0,0.057382,0.0252047,0,0.0450891,0.0560657,0.0186246,0.032934,0.0182829,0.0523658,0.0361083,0.0322031,0.0569916,0.0593342,0.02695,0.058455,0.0638387,0.0358571,0.0353698,0.0123474,0.0276527,0.0143601,0.0156024,0.018863,0,0.0269324,0.0396662,0.0421273,0.0179471,0,0.0305721,0.0747821,0.037108,0.0130208,0.0288522,0.0476819,0.0350598,0.0254235,0.0463492,0.0638678,0.0473783,0.0167721,0.0231887,0.0105036,0.0225742,0.0616321,0.0360459,0.00948535,0.0210173,0.0506995,0.0515999,0,0,0,0,0.019537
80,0.016353,0.0579813,0.034176,0,0.0584303,0.0254372,0,0.0449595,0.0559649,0.0187039,0.0326201,0.0181629,0.0519462,0.035996,0.0319947,0.056638,0.0593702,0.0272604,0.0583899,0.0638727,0.0359441,0.0353139,0.0125639,0.0273913,0.0143296,0.015639,0.0196527,0,0.0271858,0.0395746,0.0421181,0.0181244,0,0.0305974,0.0750525,0.0382117,0.0130836,0.0292986,0.0484511,0.0351004,0.0254678,0.0469201,0.0640342,0.0472209,0.0174266,0.0229605,0.0103542,0.0231223,0.0635618,0.0358192,0.00959809,0.0210293,0.0506976,0.0513206,0,0,0,0,0.019496
81,0.0162731,0.0578467,0.0345587,0,0.0595348,0.0256032,0,0.0447609,0.0558934,0.0187165,0.0322807,0.018085,0.0514686,0.0358894,0.0316535,0.0564054,0.0594106,0.027605,0.0583856,0.0637242,0.036074,0.0352218,0.0127469,0.0271747,0.0143124,0.0156424,0.0208729,0,0.0274896,0.0394751,0.0421391,0.0182883,0,0.0306252,0.0753759,0.0397339,0.0132659,0.0300108,0.0492649,0.0350205,0.0254544,0.0477082,0.0642548,0.0470423,0.0180843,0.0227762,0.010386,0.023681,0.0661137,0.0356423,0.00966908,0.0209714,0.0506498,0.0511023,0,0,0,0,0.019464
82,0.0161639,0.0578041,0.0349077,0,0.0606946,0.0257011,0,0.0445504,0.0557945,0.0186817,0.0319763,0.0180547,0.0509371,0.0356974,0.0311354,0.0561183,0.0594443,0.0279485,0.0582837,0.0635962,0.0360556,0.0351191,0.012903,0.0270361,0.0142966,0.0155835,0.0222648,0,0.0277893,0.0393074,0.0421799,0.018382,0,0.0305826,0.0756472,0.0414256,0.0135311,0.0307835,0.0499325,0.0349921,0.0254209,0.0487003,0.064544,0.0468836,0.018719,0.0226073,0.0105552,0.0242258,0.0689729,0.0355183,0.00953266,0.0207939,0.0505666,0.0509246,0,0,0,0,0.0194032
83,0.0161077,0.0578208,0.0351379,0,0.0618497,0.0257293,0,0.0442999,0.0556796,0.0188437,0.031666,0.0181196,0.0503819,0.0354956,0.0308336,0.0555045,0.0594448,0.0281991,0.0582211,0.0635765,0.0360879,0.0350558,0.0130233,0.0269254,0.014254,0.0155282,0.0236154,0,0.0280726,0.0390583,0.0421961,0.0184495,0,0.0306331,0.0758672,0.042993,0.0138579,0.0315012,0.0504898,0.0349439,0.02536,0.0496113,0.0648697,0.0467274,0.019317,0.022506,0.0108302,0.0247035,0.0717188,0.035455,0.00961879,0.0206081,0.0505389,0.0507984,0,0,0,0,0.0193054
84,0.0160979,0.0578787,0.0353278,0,0.062991,0.0257045,0,0.0440329,0.0555547,0.0190412,0.0313428,0.0182608,0.0498152,0.0352541,0.0306906,0.0546652,0.0594454,0.0283753,0.0581565,0.0635423,0.0361359,0.0349516,0.0131511,0.026708,0.0141923,0.0154494,0.0248639,0,0.0283477,0.0387981,0.0422309,0.018452,0,0.030661,0.0760521,0.0442077,0.0142334,0.0320078,0.0508933,0.0348057,0.0253356,0.0505737,0.0651726,0.0465291,0.0198552,0.022439,0.0111297,0.025139,0.0741495,0.0354222,0.00955025,0.0204614,0.0506008,0.0506718,0,0,0,0,0.0192759
