Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x73,RTHIA
32,0,0,0,0,0.02988,0.0637606,0,0,0,0.0298755,0,0.0250971,0.0466279,0,0,0.0190383,0,0,0.0421383,0.0540729,0.0277677,0.0325985,0.0202217,0.063181,0.0404034,0.0563579,0.0748298,0.0533283,0.0241501,0.0558994,0.0596816,0.0327528,0.0352453,0.0096724,0.0353454,0.013673,0.0188205,0.0339381,0,0.0195943,0.0594573,0.0462485,0,0,0.0192851,0,0,0.0234306,0.0730794,0.0253061,0.02922,0.0305172,0.0486736,0.0287152,0.0276684,0.0551591,0.0327484,0,0.0245909,0.0103935,0.0279676,0.0161546,0.0397548,0.0069889,0.0165465,0.0588266,0.0471334,0,0,0,0,0
33,0,0,0,0,0.029765,0.0637774,0,0,0,0.0312544,0,0.0238911,0.04661,0,0,0.0192734,0,0,0.042208,0.0543314,0.0265943,0.0318649,0.0194713,0.0642598,0.0409045,0.0559532,0.0752949,0.0534658,0.0238595,0.0563896,0.0599516,0.0325764,0.036301,0.00985778,0.0351316,0.0139352,0.0187357,0.037262,0,0.0209363,0.0593306,0.0461895,0,0,0.0193447,0,0,0.0235554,0.0721795,0.0258574,0.0289733,0.0290345,0.04913,0.0289843,0.0282622,0.0567003,0.0322517,0,0.0189697,0.0116903,0.0247654,0.0166728,0.039556,0.00709007,0.0167674,0.0589303,0.0474051,0,0,0,0,0
34,0,0,0,0,0.0295957,0.0637207,0,0,0,0.0309542,0,0.0233563,0.0466505,0,0,0.0194007,0,0,0.0424833,0.0541472,0.0266854,0.0319502,0.0192052,0.065629,0.0416297,0.0557519,0.074874,0.052968,0.0232796,0.056708,0.0600445,0.0324078,0.0369198,0.0110076,0.0348727,0.0138958,0.0191055,0.0423417,0,0.0208508,0.0586239,0.0461106,0,0,0.0194099,0,0,0.0237004,0.0709965,0.02723,0.028142,0.0267722,0.0495637,0.0295295,0.0293199,0.0598862,0.0311145,0,0,0.0144016,0.0224885,0.0177147,0.0392579,0.00724673,0.0170339,0.0588617,0.0478016,0,0,0,0,0
35,0,0,0,0,0.0296172,0.0637007,0,0,0,0.0313621,0,0.0226015,0.0485061,0,0,0.0192628,0,0,0.0425154,0.0539369,0.0260167,0.0312152,0.0192431,0.0655133,0.0412004,0.0550031,0.0744562,0.0525587,0.0228871,0.0562297,0.0594106,0.031589,0.036803,0.0115124,0.0348129,0.0138431,0.0191409,0.0489004,0,0.0206862,0.0601386,0.0463883,0,0,0.0194721,0,0,0.0236899,0.0671389,0.0337452,0.0276227,0.0235627,0.0503583,0.0300455,0.0329969,0.0634892,0.0337037,0,0.0619815,0.0182491,0.0174987,0.0213177,0.0391221,0.00723186,0.0172681,0.0589454,0.047406,0,0,0,0,0
36,0,0,0,0,0.0295181,0.0635307,0,0,0,0.0299815,0,0.0225303,0.0482833,0,0,0.0195611,0,0,0.0426416,0.0538359,0.0256232,0.0317239,0.0197354,0.066265,0.0416628,0.0545753,0.0739683,0.0518952,0.0222115,0.0556427,0.058836,0.0308652,0.0363388,0.0124512,0.0344552,0.0139208,0.0193228,0.0516943,0,0.0199501,0.0594275,0.0463925,0,0,0.0201848,0,0,0.0233554,0.0657976,0.0369256,0.026911,0.0230663,0.051028,0.0305219,0.0348261,0.065604,0.0343073,0,0.071186,0.0193898,0.0159046,0.0233896,0.0387555,0.00713232,0.0173006,0.0588127,0.0475299,0,0,0,0,0
37,0,0,0,0,0.0295365,0.06324,0,0,0,0.0279542,0,0.0226629,0.0475468,0,0,0.0200102,0,0,0.0427917,0.0537818,0.0250903,0.0325912,0.0198718,0.0668012,0.0422903,0.0543466,0.0735388,0.0515231,0.0213021,0.0549873,0.058422,0.0302886,0.0356606,0.0132048,0.0340345,0.0138828,0.0196491,0.0529651,0,0.0189918,0.0582316,0.0463068,0,0,0.0203372,0,0,0.0234381,0.064971,0.0393277,0.0261846,0.0228663,0.0519404,0.0308044,0.0362548,0.0666293,0.0345633,0,0.0689588,0.0194881,0.0151864,0.024825,0.0384655,0.00712765,0.0178083,0.0585515,0.04769,0,0,0,0,0
38,0,0,0,0,0.0296135,0.0628974,0,0,0,0.0262675,0,0.0227447,0.0468282,0,0,0.0205071,0,0,0.0430928,0.0536488,0.0241971,0.033486,0.0196358,0.0668302,0.0429423,0.0541444,0.0732272,0.0515116,0.020169,0.054472,0.0580438,0.0299291,0.0349478,0.013775,0.0336202,0.0139318,0.0200148,0.0535496,0,0.0181686,0.0570425,0.046257,0,0,0.0205122,0,0,0.0236196,0.0641263,0.0409254,0.0255577,0.0227632,0.0530194,0.0311867,0.0376455,0.0675048,0.035123,0,0.0676109,0.0196654,0.014611,0.0253727,0.0381066,0.00715998,0.0183662,0.058358,0.0477624,0,0,0,0,0
39,0,0,0,0,0.0296798,0.0625917,0,0,0,0.0254503,0,0.0227764,0.0463567,0,0,0.0209997,0,0,0.0433063,0.0533152,0.0229671,0.0343971,0.0194614,0.0666382,0.0435348,0.0539184,0.0731625,0.0518055,0.0191622,0.0541458,0.0578532,0.0297336,0.0343223,0.0145531,0.0332486,0.0139276,0.0204211,0.0530586,0,0.0179492,0.0559814,0.0462575,0,0,0.0207486,0,0,0.0237887,0.0633349,0.0419016,0.025011,0.0225603,0.0541764,0.0315623,0.0392725,0.0683362,0.036199,0,0.0702735,0.0194484,0.0140415,0.0241168,0.0377127,0.00707255,0.0189181,0.0582819,0.0478049,0,0,0,0,0
40,0,0,0,0,0.0296541,0.0623096,0,0,0,0.0250228,0,0.0228532,0.0461305,0,0,0.0215015,0,0,0.0433738,0.052754,0.0218964,0.035377,0.0195976,0.0666553,0.044329,0.0537636,0.0733277,0.0521092,0.0184026,0.0540355,0.0579108,0.0296705,0.0339586,0.0155743,0.0329045,0.0139154,0.0208255,0.0545351,0,0,0.0547921,0.0462411,0,0,0.0210482,0,0,0.0240074,0.063225,0.0438738,0.0245548,0.0231345,0.0552807,0.0318878,0.0407233,0.0684071,0.0371748,0,0.0703948,0.0196319,0.0129649,0.0210888,0.0372664,0.00712003,0.0194448,0.0583285,0.048025,0,0,0,0,0
41,0,0,0,0,0.0295359,0.0620131,0,0,0,0.0247609,0,0.0230117,0.0459322,0,0,0.0220732,0,0,0.0434654,0.0524694,0.0213071,0.0362529,0.0200059,0.0671069,0.0454451,0.0535193,0.0733014,0.0520161,0.0180692,0.0541416,0.0581326,0.029673,0.0339391,0.0161987,0.0325756,0.0139332,0.0213117,0.0498623,0,0,0.0538617,0.0460552,0,0,0.021461,0,0,0.0242045,0.0637938,0.0425293,0.0238092,0.0223497,0.0559465,0.0320585,0.0423009,0.0692151,0.0373747,0,0.0505253,0.0172939,0.0151419,0.0190115,0.03677,0.00725162,0.0198151,0.0583826,0.0486203,0,0,0,0,0
42,0,0,0,0,0.0293669,0.061747,0,0,0,0.0246857,0,0.0233219,0.0457141,0,0,0.0227459,0,0,0.0437044,0.0526036,0.021254,0.0369102,0.0205161,0.0680123,0.0469374,0.0531645,0.0730418,0.0514496,0.0182104,0.054354,0.0583511,0.029755,0.0341482,0.0166299,0.0323348,0.013881,0.0219634,0.0397473,0,0.0199815,0.0531418,0.045705,0,0,0.0220268,0,0,0.0243726,0.0650831,0.0366308,0.0227046,0.0213281,0.0562846,0.0321627,0.0437983,0.0703247,0.0369966,0,0.0118973,0.0134488,0.0200411,0.0219452,0.0362244,0.00731555,0.020072,0.0583516,0.0494925,0,0,0,0,0
43,0,0,0,0,0.0291969,0.0615774,0,0,0,0.0248015,0,0.023586,0.0462352,0,0,0.0231037,0,0,0.0439269,0.0526238,0.0214536,0.0370745,0.020754,0.0688051,0.0479063,0.0527766,0.0727362,0.0508951,0.0183045,0.0543377,0.0582585,0.0296014,0.0341985,0.0170645,0.0322013,0.0137717,0.0224669,0.0347175,0,0.0215463,0.0525263,0.0455146,0,0,0.0225878,0,0,0.02451,0.0656811,0.033807,0.0219798,0.0213275,0.0569382,0.0323639,0.0450635,0.0713203,0.0366805,0,0.0252469,0.012113,0.0219713,0.0241044,0.0358029,0.00732154,0.0202418,0.0582089,0.0500189,0,0,0,0,0
44,0,0,0,0,0.0290481,0.0615634,0,0,0,0.0251468,0,0.0238038,0.0473762,0,0,0.0232762,0,0,0.0440045,0.0524279,0.021747,0.0368237,0.0207179,0.0692663,0.0482339,0.0523229,0.0724771,0.0505882,0.0182671,0.054091,0.0580098,0.0292523,0.0340357,0.0172926,0.0321455,0.0137501,0.0225881,0.0343204,0,0.0235732,0.0520543,0.0454646,0,0,0.0229694,0,0,0.024632,0.0653078,0.0341093,0.0217989,0.0209892,0.0577585,0.0326615,0.0459553,0.0722132,0.0361582,0.015991,0.0267073,0.0112657,0.0209643,0.0266994,0.0355279,0.00732111,0.0203458,0.0579546,0.050074,0,0,0,0,0
45,0,0,0,0,0.0289699,0.0615942,0,0,0,0.0258717,0,0.0239559,0.0482824,0,0,0.0232196,0,0,0.0440074,0.0522616,0.0219316,0.0365408,0.0205966,0.0695504,0.0482072,0.0519594,0.0721761,0.0503872,0.0183142,0.0538421,0.0577426,0.0289561,0.0338594,0.0170278,0.0321193,0.0136094,0.0226868,0.0358328,0,0.02785,0.0516602,0.0454842,0,0,0.0228734,0,0,0.0249429,0.0653756,0.0358938,0.0218981,0.0212989,0.0582387,0.0328488,0.0463887,0.072646,0.0358103,0.0134042,0.0259648,0.0104127,0.0202003,0.0290065,0.0354,0.00727935,0.0206586,0.057514,0.0501023,0,0,0,0,0
46,0,0,0,0,0.0288228,0.0617236,0,0,0,0.0268044,0,0.0240663,0.0486144,0,0,0.0231953,0,0,0.0439604,0.0522797,0.0217759,0.0365784,0.0205284,0.0696443,0.0484165,0.0516033,0.0717961,0.0501668,0.0184974,0.0537764,0.0576882,0.0288982,0.0337931,0.0162115,0.0319963,0.0135383,0.0227094,0.0359922,0,0,0.0509728,0.0455231,0,0,0.0231053,0,0,0.0250504,0.0662921,0.0371948,0.0215482,0.0209581,0.0580832,0.0331092,0.0463538,0.0740279,0.0353628,0,0.0257051,0,0.0215271,0.0236182,0.0351978,0.00733078,0.0207059,0.0569505,0.050404,0,0,0,0,0
47,0,0,0,0,0.0287827,0.0620747,0,0,0,0.0271025,0,0.0241283,0.0492495,0,0,0.0226357,0,0,0.0436593,0.0520012,0.0217038,0.0363516,0.0201867,0.0686295,0.047305,0.0516765,0.0716475,0.0502188,0.0185333,0.0536146,0.0574308,0.0288174,0.0336062,0.0159467,0.0320404,0.0134649,0.0222309,0.0444619,0,0.105903,0.0507096,0.0458049,0,0,0.0230951,0,0,0.0251022,0.065778,0.0512366,0.0233654,0.0310715,0.058281,0.03323,0.0445846,0.0675085,0.0373873,0.00756266,0.0329151,0,0.0143033,0.0243389,0.0352709,0.00738044,0.0205997,0.0567703,0.049812,0,0,0,0,0
48,0,0,0,0,0.0285983,0.0621684,0,0,0,0.0282191,0,0.0242006,0.0499582,0,0,0.0225384,0,0,0.0437107,0.0522819,0.0209035,0.0367066,0.0202014,0.0678274,0.0473724,0.0510483,0.0709905,0.0501472,0.0187111,0.0536642,0.0575207,0.0289285,0.0334784,0.0147004,0.0319181,0.0134817,0.0221933,0.0362771,0,0,0.049845,0.0458499,0,0,0.0232545,0,0,0.0252366,0.0671707,0.0374149,0.0215748,0.0219565,0.0573328,0.0333758,0.0466222,0.0736196,0.0355487,0.0114567,0.0275191,0,0.0201258,0.0209186,0.0351298,0.00742958,0.020734,0.056307,0.0503476,0,0,0,0,0
49,0,0,0,0,0.0284682,0.0622291,0,0,0,0.028891,0,0.0243449,0.0508739,0,0,0.0221347,0,0,0.0436651,0.0523157,0.0203987,0.0367978,0.0201983,0.0666292,0.0467061,0.0506718,0.0704786,0.0502138,0.0184767,0.0536048,0.0575495,0.0291566,0.0333027,0.0139675,0.031945,0.0135801,0.0218359,0.0358267,0,0,0.0492949,0.0460343,0,0,0.0232283,0,0,0.0252579,0.0676484,0.0376617,0.0214014,0.022189,0.0569106,0.0333854,0.0467457,0.0737017,0.0354377,0.0118052,0.0273065,0,0.0208672,0.0219995,0.0351881,0.00741951,0.0207555,0.056176,0.050262,0,0,0,0,0
50,0,0,0,0,0.0283794,0.0621376,0,0,0,0.0294321,0,0.0244435,0.0521214,0,0,0.021767,0,0,0.0435795,0.0522922,0.0199233,0.0365669,0.0202311,0.065458,0.045784,0.0502446,0.0699615,0.0504189,0.0179352,0.0534723,0.0574893,0.0292816,0.0330578,0.0132382,0.0319263,0.0136536,0.0214211,0.0338552,0,0.0268503,0.0487418,0.046217,0,0,0.0231074,0,0,0.0252058,0.0675752,0.0359071,0.0212987,0.0220136,0.0566671,0.0333163,0.0469926,0.0741655,0.0354493,0.0125413,0.0268806,0,0.0208898,0.028354,0.0352723,0.00737935,0.020738,0.056131,0.0500546,0,0,0,0,0
51,0,0,0,0,0.0283229,0.0619037,0,0,0,0.0298763,0,0.0245075,0.053239,0,0,0.0216005,0,0,0.043515,0.0521715,0.01942,0.0362718,0.0203148,0.064753,0.0451337,0.0497373,0.0693203,0.0506414,0.0172208,0.0533405,0.0574489,0.0293585,0.0327721,0.012487,0.0318339,0.0137165,0.0211222,0.032515,0,0.0271785,0.0480671,0.0463036,0,0,0.0229743,0,0,0.0251004,0.067787,0.0355688,0.0209585,0.0212613,0.056481,0.0331809,0.0471993,0.0750957,0.0351175,0.013387,0.026288,0,0.0215268,0.0307404,0.0353127,0.00731669,0.020733,0.0560461,0.049981,0,0,0,0,0
52,0,0,0,0,0.0283407,0.061641,0,0,0,0.0303672,0,0.0245337,0.05404,0,0,0.0216131,0,0,0.0435,0.0519745,0.0189066,0.0359275,0.0204263,0.0644904,0.0447937,0.0491782,0.0686214,0.0508461,0.0166177,0.0532456,0.0574053,0.0294264,0.0324963,0.0117359,0.0316978,0.0138365,0.0209124,0.0302939,0,0.027803,0.0474769,0.0462752,0,0,0.0228209,0,0,0.0249548,0.0683121,0.0362384,0.0206779,0.0216418,0.0563939,0.0329579,0.0471147,0.0752188,0.0348004,0.0138015,0.0249423,0.01187,0.0219647,0.0342367,0.0353223,0.00726737,0.0207155,0.0559955,0.0499611,0,0,0,0,0
53,0,0,0,0,0.0283848,0.0613772,0,0,0,0.0305702,0,0.0247883,0.0549041,0,0,0.0213735,0,0,0.0437018,0.0516286,0.0186716,0.0356504,0.020603,0.0645168,0.0445118,0.0482676,0.0679788,0.0509728,0.0162532,0.053121,0.0573091,0.0294733,0.032158,0.0110877,0.0317126,0.0136038,0.0212814,0.0266627,0,0.0289647,0.0468863,0.0461957,0,0,0.0225425,0,0,0.024907,0.069066,0.0349463,0.0202753,0.0212911,0.0564039,0.032584,0.0474012,0.0761983,0.0345893,0.0156834,0.0231239,0.00972677,0,0.0381185,0.035337,0.00710463,0.0209064,0.0559649,0.0500385,0,0,0,0,0
54,0,0,0,0,0.0284952,0.061245,0,0,0,0.0309969,0,0.0248669,0.0555149,0,0,0.0214485,0,0,0.0437903,0.051268,0.0184346,0.0351514,0.0207053,0.0644673,0.0443394,0.0470964,0.0678077,0.0510006,0.0160661,0.0530052,0.0572967,0.0293605,0.0319487,0.0105705,0.0316255,0.0136239,0.0213829,0.0275066,0,0.0283859,0.046521,0.0460527,0,0,0.0224076,0,0,0.0248427,0.0689353,0.037669,0.0204853,0.0215296,0.0566114,0.0321725,0.0473403,0.0761678,0.0344765,0.0137513,0.0246604,0.0113775,0.0217368,0.0390344,0.0353889,0.00710305,0.0208906,0.0560915,0.0499583,0,0,0,0,0
55,0,0,0,0,0.0286061,0.0611297,0,0,0,0.0314545,0,0.0249822,0.0560288,0,0,0.0215728,0,0,0.0439202,0.0510517,0.0183113,0.0346855,0.0208028,0.0642053,0.0443972,0.0464393,0.0674643,0.0509974,0.0160917,0.0528725,0.0571686,0.0292858,0.0317393,0.0101281,0.0315428,0.013597,0.0216056,0.0263462,0,0.0285898,0.0461693,0.0458698,0,0,0.0223194,0,0,0.0247912,0.0690088,0.0382861,0.0205106,0.0220221,0.0570176,0.0317202,0.0475548,0.076638,0.0343285,0.0140402,0.0242247,0.0111565,0.0220473,0.0415179,0.0354668,0.00711099,0.0208296,0.0561572,0.0499389,0,0,0,0,0
56,0,0,0,0,0.0287122,0.0610069,0,0,0,0.0318429,0,0.025093,0.0564958,0,0,0.0217241,0,0,0.0439571,0.0510495,0.0183553,0.0342332,0.0208936,0.063575,0.0444937,0.0461496,0.0670377,0.0510035,0.016265,0.0527471,0.0569406,0.0292451,0.0315361,0.00978093,0.0314934,0.0136058,0.0217359,0.0250582,0,0.0286972,0.0459131,0.0456795,0,0,0.0222394,0,0,0.024699,0.0690679,0.0387344,0.0206415,0.022804,0.0577412,0.0312542,0.0478307,0.0769901,0.034217,0.014488,0.0236782,0.0110204,0.0222816,0.0440525,0.0355892,0.00704703,0.0207194,0.0561878,0.0498514,0,0,0,0,0
57,0,0,0,0,0.028818,0.0608523,0,0,0,0.0321294,0,0.0252191,0.0569852,0,0,0.0218997,0,0,0.0439353,0.0511968,0.018523,0.0337959,0.0210031,0.0626594,0.0444132,0.0458955,0.0666338,0.0509962,0.0164807,0.0525954,0.0567624,0.0291575,0.0313635,0.00948333,0.0314765,0.0136067,0.0218555,0.0238687,0,0.0286704,0.0457068,0.0455226,0,0,0.0221812,0,0,0.0246046,0.0691982,0.0390548,0.0208068,0.0235288,0.0586018,0.0308581,0.0481394,0.0772637,0.0341595,0.0149745,0.023088,0.0110242,0.0225951,0.0469082,0.0357038,0.00699336,0.0205481,0.0562012,0.0497027,0,0,0,0,0
58,0,0,0,0,0.0289083,0.0606585,0,0,0,0.0322628,0,0.0253853,0.0575158,0,0,0.0220853,0,0,0.0439163,0.0514252,0.0187263,0.0334353,0.0211869,0.0616548,0.0441285,0.0457044,0.0661767,0.0509541,0.0166493,0.0524243,0.0564899,0.0290884,0.0311544,0.0092267,0.0314919,0.0136065,0.0219686,0.0227906,0,0.0285815,0.0454949,0.0453888,0,0,0.0221426,0,0,0.0245435,0.0693763,0.0394133,0.0209637,0.024037,0.0593927,0.0305513,0.0483982,0.0775611,0.0339079,0.015637,0.0224805,0.01114,0.0230037,0.0496862,0.0358101,0.00697053,0.0203371,0.056215,0.0495562,0,0,0,0,0
59,0,0,0,0,0.0289262,0.0605232,0,0,0,0.0323912,0,0.0255643,0.0581455,0,0,0.0221985,0,0,0.0438631,0.0515923,0.018959,0.0331349,0.021421,0.0607162,0.044349,0.0454388,0.0657505,0.0509215,0.016743,0.0523007,0.0563225,0.0290838,0.0309607,0.00897415,0.0314939,0.0136119,0.0220656,0.0226845,0,0.0287382,0.0452257,0.0452651,0,0,0.0220991,0,0,0.0244755,0.06933,0.0409992,0.0211866,0.0244926,0.0600621,0.0303743,0.048573,0.0778691,0.0335893,0.0156067,0.0231254,0,0.022459,0.0506102,0.0359576,0.00698293,0.0201015,0.0563528,0.0493333,0,0,0,0,0
60,0,0,0,0,0.0288754,0.0603867,0,0,0,0.0325585,0,0.0258255,0.0588026,0,0,0.0222958,0,0,0.0437936,0.0518097,0.0191598,0.0328553,0.0218031,0.0601088,0.0446856,0.044846,0.0651949,0.0508716,0.016983,0.0522035,0.0562629,0.0291077,0.0307537,0.00865907,0.0314645,0.0136641,0.0220949,0.0219276,0,0.0284626,0.0450554,0.0451203,0,0,0.0221044,0,0,0.0244109,0.0697854,0.0404892,0.0211114,0.0247499,0.0604209,0.0302788,0.0487141,0.0780424,0.033427,0.0177751,0.0213063,0.0104252,0.0237015,0.0545725,0.0360893,0.00702522,0.0198728,0.0564847,0.0492051,0,0,0,0,0
61,0,0,0,0,0.0287684,0.0603077,0,0,0,0.0332556,0,0.0258078,0.0596357,0,0,0.0223616,0,0,0.0437301,0.0519135,0.0189942,0.0324949,0.0220166,0.0598068,0.0446858,0.044098,0.0647913,0.0508763,0.0171405,0.0520968,0.0562281,0.0290309,0.03061,0.00835569,0.0314359,0.013835,0.0218615,0.0227175,0,0.026671,0.0448203,0.045019,0,0,0.022167,0,0,0.0243558,0.0696523,0.0378095,0.0210531,0.0249214,0.0606564,0.0302368,0.0493649,0.0791006,0.033287,0.018692,0.0193945,0.00799016,0.0251804,0.0602686,0.0362088,0.00708589,0.0196582,0.0566244,0.049049,0,0,0,0,0
62,0,0,0,0,0.0287235,0.0601984,0,0,0,0.0322586,0,0.0265792,0.0606433,0,0,0.0220362,0,0,0.0438117,0.0523279,0.0198666,0.032229,0.023097,0.0596795,0.0445176,0.0436513,0.0637772,0.0507911,0.0169683,0.0518066,0.0558403,0.0289868,0.0300336,0.00801378,0.0315364,0.0136162,0.0220638,0.0232983,0,0.0268277,0.0447831,0.0449468,0,0,0.0217414,0,0,0.0246942,0.0700925,0.0379602,0.02107,0.0251565,0.060719,0.0301378,0.0495042,0.0793927,0.0330911,0.0193003,0.0190682,0.00764954,0.0256349,0.0618774,0.0363176,0.00716157,0.0198889,0.0567441,0.048967,0,0,0,0,0
63,0,0,0,0,0.0285985,0.0602571,0,0,0,0.0322631,0,0.0269686,0.0614369,0,0,0.0219952,0,0,0.0437997,0.0525564,0.0201976,0.0318929,0.0238169,0.0595893,0.044548,0.0432234,0.0629273,0.0506785,0.0168551,0.0516578,0.0555462,0.0289751,0.0297152,0.0077648,0.0315527,0.0137005,0.0218927,0.02393,0,0.0266304,0.0447948,0.0448566,0,0,0.0217726,0,0,0.0245969,0.0704738,0.0379947,0.0209179,0.0253977,0.0606804,0.0301256,0.0495016,0.0796194,0.0329004,0.0194382,0.0186788,0.00728879,0.026094,0.0631232,0.0363767,0.00702895,0.0197607,0.056929,0.0487736,0,0,0,0,0
64,0,0,0,0,0.0285032,0.0603256,0,0,0,0.0322166,0,0.0273645,0.0621883,0,0,0.021961,0,0,0.0438659,0.0527649,0.0205714,0.0316308,0.0245289,0.0593624,0.0444361,0.0427066,0.0620874,0.0505541,0.016751,0.05152,0.055333,0.028957,0.0294134,0.00750214,0.0315386,0.0137857,0.0217352,0.0243244,0,0.026592,0.0448688,0.0448252,0,0,0.0218375,0,0,0.0245159,0.0708476,0.0381194,0.0207268,0.025818,0.0605807,0.0301047,0.0494538,0.0796151,0.0327188,0.0201017,0.0183902,0.00703185,0.026519,0.0635933,0.036458,0.00697317,0.0196346,0.0570329,0.0485083,0,0,0,0,0
65,0,0,0,0,0.028429,0.060403,0,0,0,0.0322031,0,0.0276907,0.0626955,0,0,0.0219043,0,0,0.0439244,0.0531645,0.0209,0.0313963,0.025183,0.0589337,0.0442612,0.042058,0.0612994,0.0504487,0.016613,0.0513552,0.0551188,0.028899,0.0290701,0.0072212,0.0315123,0.0138944,0.0215064,0.0244248,0,0.0269864,0.0449347,0.0448244,0,0,0.0218871,0,0,0.0244761,0.0712113,0.0381229,0.0203951,0.0262106,0.0605067,0.0300762,0.0494031,0.0795014,0.0326392,0.0205922,0.0181529,0.00673661,0.0270345,0.0632519,0.036562,0.00711064,0.0194698,0.0570688,0.0482084,0,0,0,0,0
66,0,0,0,0,0.0283821,0.0605156,0,0,0,0.0322641,0,0.0279297,0.0631066,0,0,0.0218615,0,0,0.0439558,0.0539019,0.0211414,0.031174,0.025779,0.0583035,0.044087,0.0414599,0.0604552,0.0503482,0.0164086,0.0511828,0.0549256,0.0288322,0.0287349,0.00697711,0.0314751,0.0140202,0.0212293,0.0242694,0,0.0276844,0.0449939,0.0447888,0,0,0.0219075,0,0,0.0243624,0.0715089,0.0380341,0.0200502,0.0264717,0.0603948,0.0299929,0.0493563,0.0793215,0.0327317,0.0210263,0.0180114,0.00631609,0.0276696,0.0621128,0.0366244,0.00718823,0.0192647,0.0570979,0.0481699,0,0,0,0,0
67,0,0,0,0,0.0283526,0.0606198,0,0,0,0.0324401,0,0.028138,0.063369,0,0,0.0218323,0,0,0.0439426,0.0544951,0.0212458,0.0309704,0.0263467,0.0575629,0.0439772,0.0409055,0.0596412,0.0501946,0.0161626,0.0510451,0.0547756,0.0288172,0.0284636,0.00679103,0.0313994,0.0141216,0.020951,0.0239901,0,0.028846,0.0450876,0.0447464,0,0,0.0219341,0,0,0.0242043,0.0717296,0.0374899,0.019676,0.0266823,0.0602087,0.0298507,0.0492051,0.0790125,0.0329274,0.0213593,0.0178932,0.00587074,0.0281427,0.0603472,0.0367372,0.00720329,0.0190294,0.05707,0.0482253,0,0,0,0,0
68,0,0,0,0,0.0283171,0.0607246,0,0,0,0.0328242,0,0.0282812,0.0634457,0,0,0.0218202,0,0,0.0439253,0.0549131,0.0211022,0.0308331,0.0267896,0.0567978,0.0439161,0.0404545,0.0590752,0.0500036,0.0159305,0.0509826,0.054699,0.0288569,0.0283288,0.00658991,0.0313256,0.0141795,0.0207447,0.0235792,0,0.0292115,0.0452092,0.044674,0,0,0.0219959,0,0,0.0240142,0.0718422,0.0368787,0.0192766,0.0270433,0.0599935,0.0296927,0.048958,0.0784076,0.0331224,0.0215254,0.0178603,0.00557114,0.0284726,0.0580826,0.0369321,0.00719853,0.0187504,0.0569907,0.0482632,0,0,0,0,0
69,0,0,0,0,0.0283022,0.060819,0,0,0,0.0329526,0,0.0285295,0.0632271,0,0,0.0218635,0,0,0.0438414,0.0554573,0.0210773,0.0305519,0.0272753,0.0558987,0.0437688,0.0401106,0.0585973,0.0497782,0.0157681,0.0510142,0.0546735,0.0289318,0.0282551,0.00643256,0.0312532,0.0143881,0.0203797,0.020178,0,0,0.0458264,0.0446745,0,0,0.0220736,0,0,0.023754,0.0716999,0.0365764,0.0195546,0.0260529,0.0598143,0.0294588,0.0488972,0.0774815,0.0336798,0.0225586,0.0181084,0.0067447,0.0306254,0.055055,0.0372145,0.00724953,0.0183177,0.0569782,0.048016,0,0,0,0,0
70,0,0,0,0,0.0282226,0.0608263,0,0,0,0.033933,0,0.0276722,0.0632222,0,0,0.0220165,0,0,0.0438211,0.0557816,0.021201,0.0305529,0.0274047,0.0553845,0.0438459,0.0396744,0.0583795,0.0496081,0.0155497,0.0510191,0.0549402,0.0289035,0.0277221,0.0063673,0.031144,0.0146105,0.0200671,0.0198433,0,0,0.0459306,0.0446391,0,0,0.0221813,0,0,0.0235203,0.0717101,0.0354387,0.0191196,0.0258246,0.0595215,0.02931,0.0487298,0.0766267,0.0338776,0.0226973,0.0184723,0.00638998,0.0307481,0.0526328,0.0373847,0.00729872,0.0179478,0.0568467,0.0479502,0,0,0,0,0
71,0,0,0,0,0.0280164,0.0607213,0,0,0,0.0356561,0,0.0264416,0.0634481,0,0,0.0224372,0,0,0.0438552,0.0560389,0.0214419,0.0309091,0.0274334,0.0555572,0.0445311,0.0390276,0.0579333,0.0494688,0.0153104,0.0509572,0.0552888,0.0288641,0.0269888,0.00698733,0.0308865,0.014805,0.0199977,0.0234149,0,0.0252499,0.0453089,0.0444733,0,0,0.0226035,0,0,0.0232661,0.0716318,0.0355059,0.0172138,0.0293443,0.0589669,0.0294729,0.0481174,0.0766345,0.0326039,0.0201013,0.0226186,0.00708012,0.0280843,0.0435562,0.0372936,0.00734274,0.0177352,0.0565034,0.048616,0,0,0,0,0
