Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,x73,RTHIA
72,0,0,0,0,0.0282025,0.0604946,0,0,0,0.0369414,0,0.0257288,0.0632212,0,0,0.0217558,0,0,0.0441387,0.0563606,0.022179,0.031001,0.0275876,0.0554828,0.0441906,0.0387505,0.0575368,0.0493006,0.0152359,0.0510046,0.0555939,0.0288564,0.0263991,0.00798581,0.0311153,0.0139068,0.020821,0.0237981,0,0.0244943,0.045696,0.0443519,0,0,0.0211803,0,0,0.0239515,0.0716312,0.0351049,0.0170857,0.0295859,0.0587903,0.0288808,0.0475603,0.0751022,0.0333422,0.020385,0.0233844,0.00683906,0.0285447,0.0394381,0.0376896,0.00709728,0.0182947,0.0563082,0.0488914,0,0,0,0,0
73,0,0,0,0,0.028218,0.0604442,0,0,0,0.0379918,0,0.0253092,0.0629478,0,0,0.0217214,0,0,0.044148,0.056678,0.0227149,0.0310811,0.0277278,0.0554352,0.0439883,0.0385012,0.0571453,0.0490725,0.0151907,0.0510017,0.0559126,0.0289279,0.0260603,0.00883021,0.0311379,0.0138428,0.0208326,0.0250488,0,0.0242263,0.0461323,0.0442528,0,0,0.0210501,0,0,0.023897,0.0716313,0.0342522,0.0171402,0.0304836,0.0585533,0.0285838,0.0469517,0.0732746,0.0342975,0.0206116,0.0241018,0.00637485,0.029132,0.0348855,0.0379211,0.00707248,0.0181139,0.0563084,0.0492804,0,0,0,0,0
74,0,0,0,0,0.0282284,0.0603913,0,0,0,0.0389241,0,0.0250183,0.0627115,0,0,0.0216869,0,0,0.0441286,0.0570411,0.0232597,0.0311076,0.0278559,0.0553585,0.0440122,0.0382519,0.0567637,0.0488294,0.0151945,0.0510387,0.0562007,0.0290337,0.0257415,0.00961934,0.031156,0.0137946,0.0208277,0.0270848,0,0.0240439,0.0465639,0.0441603,0,0,0.0209029,0,0,0.0238346,0.0716305,0.0331261,0.0173923,0.0314329,0.0581711,0.0283017,0.0463091,0.0711074,0.0353158,0.0209671,0.0246655,0.00578731,0.0299232,0.0298932,0.0381219,0.0070436,0.0179556,0.0562316,0.0495692,0,0,0,0,0
75,0,0,0,0,0.0282528,0.0602821,0,0,0,0.0397066,0,0.0248154,0.0624603,0,0,0.0216034,0,0,0.0440227,0.0574121,0.0238396,0.0310908,0.0279487,0.0552065,0.0440426,0.0380116,0.0563835,0.0485659,0.0152578,0.0511268,0.0564533,0.0291175,0.0254553,0.0103131,0.0311732,0.0137409,0.0207779,0.0298683,0,0.0237535,0.0469524,0.0441314,0,0,0.020768,0,0,0.0237564,0.07155,0.0319178,0.0178125,0.0323642,0.0578048,0.0280376,0.0457443,0.0688481,0.0363606,0.0215565,0.0248982,0.0052056,0.0308776,0.0247199,0.0382872,0.00699081,0.0178146,0.0560586,0.0493558,0,0,0,0,0
76,0,0,0,0,0.0282839,0.0601853,0,0,0,0.0404156,0,0.0247019,0.0622046,0,0,0.0215026,0,0,0.0438353,0.0577686,0.0244517,0.0310872,0.0280186,0.0548877,0.0438835,0.0378226,0.0559922,0.0483003,0.0152939,0.0511942,0.0565803,0.0291868,0.0253879,0.010949,0.0312023,0.0137039,0.0206632,0.0328874,0,0.0235669,0.0473806,0.04417,0,0,0.0206413,0,0,0.0236778,0.0713104,0.0307065,0.0184358,0.0334608,0.0575022,0.0277905,0.045212,0.0666837,0.0373789,0.0223412,0.0248822,0.00452391,0.0318376,0.0197026,0.038407,0.00694613,0.0176822,0.0559112,0.049225,0,0,0,0,0
77,0,0,0,0,0.028308,0.0604874,0,0,0,0.0341261,0,0.026306,0.0621548,0,0,0.0214237,0,0,0.0440359,0.0583488,0.0194022,0.0310048,0.0262246,0.0537403,0.0438623,0.0362723,0.0550573,0.0486335,0.0162457,0.0533219,0.0568395,0.0309228,0.0304346,0.00472328,0.0311868,0.013573,0.0196573,0.0345972,0,0.0227992,0.0481842,0.0439941,0,0,0.0208657,0,0,0.0236699,0.0707546,0.0298223,0.0198325,0.0342932,0.0568271,0.0276032,0.0448819,0.0644544,0.0385727,0.0235495,0.0236791,0.00318345,0.0331377,0.0172453,0.0382173,0.00665198,0.0174798,0.0563511,0.0490004,0,0,0,0,0
78,0,0,0,0,0.0284293,0.0603406,0,0,0,0.034298,0,0.026403,0.0619629,0,0,0.0210331,0,0,0.0441474,0.0586361,0.0195623,0.0310763,0.0262756,0.0531801,0.0435488,0.0360428,0.0546811,0.0483395,0.0161057,0.0535243,0.0570084,0.0311068,0.0306709,0.00446597,0.031365,0.0132736,0.0199283,0.0365006,0,0.0225246,0.0485354,0.044143,0,0,0.0204372,0,0,0.0237043,0.0704363,0.0283547,0.0206158,0.0356686,0.0566718,0.0272795,0.0441354,0.0620965,0.0397335,0.0247355,0.0231903,0.00244316,0.0343464,0.0141847,0.0384597,0.00657332,0.017536,0.0561681,0.048618,0,0,0,0,0
79,0,0,0,0,0.0285625,0.060244,0,0,0,0.0414061,0,0.024948,0.0615644,0,0,0.0215634,0,0,0.0432395,0.0588996,0.0251734,0.030624,0.0282326,0.0523762,0.042839,0.0374835,0.0549724,0.0475029,0.0152717,0.0514958,0.0568527,0.0294412,0.0256539,0.0111881,0.0313481,0.0143977,0.0192469,0.0320857,0,0.0272729,0.0498565,0.0446351,0,0,0.0205806,0,0,0.0231728,0.0695908,0.0249219,0.0227519,0.0302804,0.0572216,0.0271228,0.0449649,0.0621771,0.0408777,0.0258379,0.021745,0.00481533,0.0347312,0.0192983,0.0389327,0.00712869,0.0166754,0.0559698,0.0478238,0,0,0,0,0
80,0,0,0,0,0.0285054,0.0603234,0,0,0,0.0405642,0,0.0253516,0.0614592,0,0,0.0222981,0,0,0.0428951,0.0591118,0.0238199,0.031097,0.0280746,0.052089,0.0429821,0.0372002,0.0547183,0.0471772,0.0152527,0.0518265,0.0568788,0.0297168,0.026458,0.00982716,0.0311059,0.0143885,0.0188365,0.0402333,0,0.024819,0.0495533,0.044592,0,0,0.0207045,0,0,0.0231782,0.0696454,0.0249729,0.0224486,0.036612,0.0567581,0.0272634,0.0434632,0.0592457,0.042092,0.025793,0.0244668,0.00405123,0.0352374,0.00872008,0.0388508,0.00751331,0.0164447,0.0557975,0.0480869,0,0,0,0,0
81,0,0,0,0,0.0285083,0.0605409,0,0,0,0.0343546,0,0.0265698,0.0617362,0,0,0.0206472,0,0,0.0437514,0.0599853,0.0196886,0.0307249,0.0267881,0.0507704,0.0422492,0.0358608,0.0537575,0.0475324,0.0163637,0.0536543,0.0571093,0.0313007,0.0307104,0.00416274,0.0316466,0.0132029,0.0194035,0.0373811,0,0.0248966,0.0506371,0.0446565,0,0,0.0201745,0,0,0.0237025,0.0690534,0.0246459,0.0237373,0.0364627,0.0561987,0.0270541,0.0435119,0.0576861,0.0436045,0.0273483,0.0224047,0.00382594,0.0366043,0.012191,0.0386149,0.0065291,0.0173596,0.0561251,0.0478815,0,0,0,0,0
82,0,0,0,0,0.0286325,0.0603813,0,0,0,0.0400107,0,0.0256394,0.0616567,0,0,0.0206628,0,0,0.0429885,0.0600535,0.024056,0.0305088,0.0283774,0.050578,0.0416318,0.0371061,0.0541827,0.0469692,0.0156427,0.0517309,0.0566334,0.0296196,0.0266038,0.00907628,0.031811,0.0136598,0.019476,0.0329797,0,0.028704,0.0511543,0.0451758,0,0,0.0199039,0,0,0.0234985,0.0688072,0.024294,0.0245024,0.0313176,0.0567189,0.0269325,0.0444178,0.0591384,0.0435913,0.0276181,0.0219197,0.00624754,0.0363222,0.0184914,0.0390259,0.00696204,0.0170775,0.0557358,0.0477267,0,0,0,0,0
83,0,0,0,0,0.0285745,0.0603933,0,0,0,0.0393219,0,0.0259242,0.0617894,0,0,0.0207034,0,0,0.0427732,0.0603023,0.0234442,0.0305536,0.0284283,0.0504168,0.0416721,0.0368376,0.0539732,0.0468817,0.0156942,0.0518133,0.056488,0.0296925,0.0270634,0.00821803,0.0317521,0.0138265,0.0192702,0.0389492,0,0.0267805,0.0511062,0.0452707,0,0,0.0202178,0,0,0.023382,0.0689587,0.0239456,0.0241968,0.0370112,0.0563715,0.0271398,0.0433555,0.0575502,0.0444298,0.0275165,0.0234008,0.0049402,0.0366967,0.0106899,0.0388667,0.00702319,0.0169756,0.0556467,0.0474064,0,0,0,0,0
84,0,0,0,0,0.0284552,0.0604075,0,0,0,0.0381209,0,0.0265545,0.062235,0,0,0.0205594,0,0,0.0426736,0.0603418,0.0224817,0.0303764,0.0283967,0.0502316,0.0413782,0.03666,0.0538061,0.0467919,0.0155894,0.0519902,0.056345,0.0298686,0.0278111,0.00718343,0.031773,0.0137642,0.019232,0.0395952,0,0.0263086,0.0508844,0.0453674,0,0,0.0202181,0,0,0.0233908,0.0693778,0.0238909,0.0240352,0.0378999,0.0562364,0.0271459,0.043139,0.0577591,0.0444374,0.0274735,0.0233611,0.00468624,0.0368125,0.0102326,0.0388714,0.00700434,0.0170027,0.0554944,0.0472828,0,0,0,0,0
85,0,0,0,0,0.0286012,0.0604792,0,0,0,0.0370403,0,0.0275582,0.0628174,0,0,0.0203113,0,0,0.0426782,0.060518,0.0214408,0.0297205,0.0282704,0.0497124,0.0407677,0.0365076,0.0536896,0.046875,0.0157334,0.0521083,0.0561164,0.0299958,0.0287098,0.00685632,0.0318825,0.0135012,0.0192857,0.0322371,0,0.0288553,0.0513284,0.0454641,0,0,0.0199818,0,0,0.0235207,0.0692391,0.0250024,0.0244385,0.0324684,0.0562736,0.0270424,0.0438356,0.0597392,0.0435279,0.0276329,0.0211944,0.00578699,0.0363466,0.0203896,0.0389149,0.00695085,0.0171552,0.0553973,0.0469271,0,0,0,0,0
86,0,0,0,0,0.028491,0.0604341,0,0,0,0.0365258,0,0.0279577,0.0633773,0,0,0.0203445,0,0,0.0428071,0.0603683,0.0205583,0.0296673,0.028059,0.0497221,0.0408984,0.036161,0.0536231,0.046951,0.0155703,0.0521017,0.0558871,0.0300678,0.0292882,0.00741504,0.0317372,0.0135637,0.0193653,0.0365131,0,0.0263895,0.0506115,0.0454717,0,0,0.020246,0,0,0.0235452,0.0699636,0.0249147,0.0233089,0.0368401,0.0560659,0.0272981,0.0425604,0.0590162,0.0429061,0.0269054,0.0225343,0.00390534,0.0362529,0.0142293,0.038634,0.00700636,0.0172257,0.0552418,0.0471702,0,0,0,0,0
87,0,0,0,0,0.0285563,0.0605271,0,0,0,0.0370112,0,0.0274449,0.0639425,0,0,0.0201672,0,0,0.0427909,0.0601948,0.020139,0.0291035,0.0276984,0.049401,0.0406102,0.0360374,0.0537189,0.0470219,0.0155441,0.0521084,0.0559119,0.0300672,0.0293997,0.00788569,0.0317782,0.0136204,0.0192239,0.031035,0,0.0279777,0.0505531,0.045601,0,0,0.0201933,0,0,0.0235392,0.0699265,0.0248291,0.0232585,0.0320521,0.0561713,0.0271812,0.0433776,0.0613596,0.0415813,0.026924,0.0212247,0.00441119,0.0355318,0.0220605,0.0386895,0.00705513,0.0171196,0.0551325,0.0469295,0,0,0,0,0
88,0,0,0,0,0.0285091,0.0605833,0,0,0,0.0380893,0,0.0266064,0.0645208,0,0,0.0201292,0,0,0.0429385,0.0598476,0.0192868,0.0288944,0.0270715,0.0492532,0.040656,0.0356536,0.0540059,0.0472078,0.0153796,0.0520302,0.0558427,0.0299621,0.0294877,0.00909476,0.0316566,0.013661,0.0193482,0.033465,0,0.0266773,0.0498537,0.0455838,0,0,0.0203096,0,0,0.0236276,0.0703926,0.0244097,0.0221989,0.0352673,0.0559678,0.0274253,0.0425757,0.061611,0.0405631,0.026071,0.0227323,0.00254401,0.0352358,0.0181733,0.0384154,0.00704433,0.0173562,0.0549204,0.0472129,0,0,0,0,0
89,0,0,0,0,0.0285617,0.0606379,0,0,0,0.0392174,0,0.0257389,0.0649664,0,0,0.0200723,0,0,0.0430278,0.0594574,0.0184891,0.0285255,0.0263337,0.0489123,0.040375,0.0354802,0.054339,0.0473388,0.0152331,0.0520635,0.0560174,0.0299592,0.0296608,0.0102645,0.0316684,0.0137333,0.0193083,0.0325181,0,0.0273386,0.0494872,0.0456629,0,0,0.0203004,0,0,0.0236056,0.0704135,0.0232643,0.0218405,0.0345433,0.0559018,0.0274284,0.0427104,0.0629599,0.0396015,0.0256862,0.0230464,0.00270668,0.0349888,0.01926,0.038408,0.00705874,0.01737,0.0547928,0.0472278,0,0,0,0,0
90,0,0,0,0,0.0285912,0.0607838,0,0,0,0.0420061,0,0.0242451,0.0651061,0,0,0.0201851,0,0,0.0429506,0.0588949,0.0170285,0.0280061,0.0248688,0.0483457,0.0400366,0.0353681,0.0549373,0.0475403,0.015709,0.052273,0.0563432,0.0300418,0.0301635,0.0130753,0.031713,0.0138233,0.0190877,0.0307337,0,0.0273419,0.0495423,0.0457149,0,0,0.0205391,0,0,0.0234,0.0700634,0.021623,0.0220141,0.0338745,0.0558273,0.027365,0.0427312,0.0637433,0.0388095,0.0258228,0.0229481,0.00303232,0.0347776,0.0206046,0.0384482,0.00709917,0.0170997,0.0547981,0.0470947,0,0,0,0,0
91,0,0,0,0,0.0286385,0.0608452,0,0,0,0.0425097,0,0.0234144,0.0651276,0,0,0.0199761,0,0,0.0429744,0.0588935,0.0166846,0.0274855,0.0244177,0.0476195,0.0396953,0.0353999,0.0551259,0.0476218,0.0158158,0.0523097,0.056452,0.030091,0.0302247,0.0134839,0.0318891,0.0139396,0.0190098,0.0280611,0,0.0260331,0.0499479,0.045814,0,0,0.0204028,0,0,0.0234388,0.0696788,0.0192768,0.0225957,0.0343095,0.0558626,0.027188,0.0423126,0.0635592,0.0384044,0.0261659,0.0227845,0.00304194,0.0345222,0.0211933,0.038602,0.00715795,0.0170122,0.0547595,0.0469479,0,0,0,0,0
92,0,0,0,0,0.0286661,0.0608569,0,0,0,0.0433346,0,0.0223037,0.0648693,0,0,0.0198522,0,0,0.0430376,0.058913,0.0162202,0.0268545,0.0236914,0.0468471,0.0393766,0.0354177,0.0554597,0.0476848,0.0158043,0.052501,0.0567971,0.0301859,0.0304843,0.0147791,0.0321359,0.0140706,0.0188693,0.025188,0,0.0247181,0.0506298,0.045934,0,0,0.0202058,0,0,0.0234383,0.0693242,0.0167663,0.0233274,0.0357467,0.0558052,0.026961,0.0414663,0.0625042,0.0382798,0.0259744,0.0230386,0.00315008,0.0340564,0.0211322,0.0388192,0.00720054,0.0168748,0.0547521,0.0467935,0,0,0,0,0
93,0,0,0,0,0.0286851,0.0608263,0,0,0,0.0445105,0,0.0211179,0.0643681,0,0,0.019732,0,0,0.0430624,0.0589165,0.0158805,0.0261581,0.0228979,0.0462049,0.0390957,0.0354987,0.0558876,0.0476977,0.0158388,0.0526996,0.0571888,0.0302341,0.0307543,0.016204,0.0323695,0.0141041,0.0188168,0.0229848,0,0.0243293,0.0513628,0.0460954,0,0,0.0199777,0,0,0.0233968,0.0689524,0.0145891,0.0240164,0.0376316,0.055657,0.0267636,0.0403988,0.0608467,0.0386039,0.0249849,0.0238445,0.00380915,0.0332856,0.0211273,0.0390573,0.00721118,0.0167419,0.054779,0.0466214,0,0,0,0,0
94,0,0,0,0,0.0288303,0.0608579,0,0,0,0.045859,0,0.0197667,0.0636639,0,0,0.0196007,0,0,0.0430431,0.0588242,0.0159174,0.025442,0.0221718,0.0457767,0.0388514,0.0356325,0.0564812,0.047676,0.0156146,0.0529259,0.0575403,0.0302197,0.0310112,0.0173597,0.0325843,0.0140717,0.0188256,0.021198,0,0.0241694,0.051902,0.0462311,0,0,0.0197928,0,0,0.0232996,0.0683179,0.0131992,0.0246795,0.0390212,0.0555163,0.0266177,0.03928,0.0591334,0.0392922,0.0238077,0.0248459,0.00465579,0.0325548,0.0216331,0.0392252,0.0072244,0.0166493,0.0549235,0.0464506,0,0,0,0,0
95,0,0,0,0,0.0289073,0.0608788,0,0,0,0.046875,0,0.0182145,0.0629414,0,0,0.019504,0,0,0.0430614,0.0585891,0.0165457,0.0247767,0.0215672,0.0455951,0.0387651,0.0358338,0.0571961,0.0476627,0.0152426,0.0531102,0.0578405,0.0301466,0.031244,0.0181264,0.032724,0.0140565,0.0188653,0.0194782,0,0.0239479,0.0521006,0.046321,0,0,0.0197504,0,0,0.0232837,0.0675486,0.0126171,0.0250633,0.0386642,0.0554706,0.0266698,0.0381487,0.0582633,0.0395702,0.0232254,0.0255778,0.00517316,0.0321885,0.0230789,0.0392855,0.00722669,0.0167091,0.0550281,0.0464414,0,0,0,0,0
96,0,0,0,0,0.0288421,0.0609248,0,0,0,0.0475932,0,0.0165863,0.0622524,0,0,0.0194597,0,0,0.0431397,0.0582075,0.0178658,0.0241619,0.0210745,0.0457344,0.0386473,0.0361259,0.0580078,0.0476874,0.0145149,0.0532824,0.0581163,0.0299859,0.0314552,0.018534,0.0327802,0.0140605,0.0189604,0.0183721,0,0.0235989,0.0519673,0.0463296,0,0,0.0196987,0,0,0.0232633,0.0670305,0.0129189,0.0249674,0.0371722,0.0554726,0.0268961,0.037266,0.0587553,0.0386611,0.0232126,0.0256959,0.00523489,0.0320502,0.0251902,0.0392032,0.00719136,0.0168747,0.0551135,0.0465999,0,0,0,0,0
97,0,0,0,0,0.0287574,0.060958,0,0,0,0.048299,0,0.0150772,0.06148,0,0,0.0194905,0,0,0.0432189,0.0578038,0.0198913,0.0234879,0.0207718,0.0462157,0.038476,0.0366421,0.0588954,0.0477347,0.0137585,0.0534817,0.0583739,0.0297681,0.031664,0.0188801,0.0327721,0.0140116,0.0191423,0.0178117,0,0.023287,0.0516965,0.046323,0,0,0.0196736,0,0,0.0232337,0.0668294,0.0138467,0.0245214,0.0360465,0.0553796,0.0272328,0.0370194,0.0601561,0.0369407,0.0233549,0.0251995,0.00502813,0.0319748,0.027267,0.0390127,0.00713202,0.0171379,0.0551647,0.0468509,0,0,0,0,0
98,0,0,0,0,0.028648,0.0609082,0,0,0,0.0489365,0,0.0137059,0.0604712,0,0,0.0195688,0,0,0.0432941,0.0574377,0.0224262,0.0227519,0.020623,0.0470684,0.0384636,0.0373541,0.0598454,0.0478437,0.0128613,0.0537352,0.058706,0.0294853,0.0318679,0.0191487,0.0327341,0.0139133,0.0193816,0.0175045,0,0.0230446,0.0514755,0.0463493,0,0,0.0197718,0,0,0.0233229,0.0667978,0.0150799,0.0240387,0.035572,0.05518,0.0276468,0.0372582,0.061532,0.0354559,0.0232723,0.0246005,0.00511384,0.0318146,0.0286063,0.0387665,0.00703334,0.0175294,0.0551534,0.0470773,0,0,0,0,0
99,0,0,0,0,0.0285727,0.0608943,0,0,0,0.049478,0,0.0123777,0.0587483,0,0,0.0195665,0,0,0.0434158,0.0572657,0.0254934,0.0218586,0.0205438,0.0483197,0.0384496,0.0380197,0.0608713,0.04796,0.0121712,0.0540502,0.0590761,0.0290177,0.0321299,0.019623,0.0327201,0.0135737,0.0198577,0.0171158,0,0.0229647,0.0513314,0.0463498,0,0,0.0205188,0,0,0.0231093,0.0667052,0.0162931,0.0238839,0.0354689,0.0549643,0.0282213,0.0376047,0.0623884,0.0346247,0.0228066,0.0241892,0.00520535,0.0314261,0.029517,0.0383869,0.00709395,0.0174742,0.0551585,0.0472196,0,0,0,0,0
100,0,0,0,0,0.0286419,0.0607345,0,0,0,0.0487253,0,0.0119465,0.0575514,0,0,0.0196605,0,0,0.0435424,0.0569498,0.0281855,0.0214519,0.0203301,0.0497882,0.0386625,0.0387537,0.0615952,0.0482948,0.0116953,0.0541368,0.0593306,0.0284548,0.0318433,0.0192812,0.0325451,0.0135553,0.0202525,0.0168333,0,0.0227486,0.0512258,0.0462882,0,0,0.0205242,0,0,0.0233772,0.0668097,0.0170269,0.0238481,0.035348,0.0546758,0.0286943,0.0376281,0.0624252,0.0343147,0.0222289,0.0241415,0.0050306,0.0309246,0.0296011,0.0380516,0.00718218,0.0180431,0.0550994,0.0473964,0,0,0,0,0
101,0,0,0,0,0.0287379,0.0606014,0,0,0,0.0483013,0,0.01188,0.056024,0,0,0.0198546,0,0,0.0437112,0.0565878,0.0308693,0.0209466,0.0202302,0.0515261,0.0388275,0.0394411,0.0623303,0.0486433,0.0113534,0.054065,0.0594952,0.0276479,0.0316899,0.0191795,0.0323426,0.0134607,0.0207493,0.0163147,0,0.0225558,0.0510586,0.0462031,0,0,0.0205944,0,0,0.0235018,0.0666976,0.0173017,0.0240838,0.0347538,0.0545707,0.0291722,0.0373885,0.0620163,0.0339923,0.0216998,0.0241649,0.0052152,0.0304238,0.0295726,0.0376928,0.0071769,0.0186138,0.055016,0.0475758,0,0,0,0,0
102,0,0,0,0,0.0287954,0.0604415,0,0,0,0.0475327,0,0.0121203,0.0543158,0,0,0.020169,0,0,0.0439632,0.056197,0.0332715,0.0204565,0.02028,0.0534497,0.0392169,0.0401573,0.0629858,0.0490277,0.0110335,0.0540029,0.0594593,0.0268494,0.0320482,0.0185026,0.0321481,0.0133795,0.0212377,0.0157346,0,0.023015,0.0507411,0.0461311,0,0,0.0207562,0,0,0.0235433,0.0662651,0.0170961,0.0245992,0.034296,0.0547094,0.0296613,0.0371636,0.0615342,0.0336421,0.021347,0.0240558,0.00547942,0.0299665,0.0294558,0.0373501,0.00703072,0.0191383,0.0548773,0.0477345,0,0,0,0,0
103,0,0,0,0,0.028816,0.0602503,0,0,0,0.04615,0,0.0123884,0.0528511,0,0,0.0205516,0,0,0.0441875,0.055775,0.0348888,0.0201626,0.0200736,0.0552814,0.0397818,0.0410335,0.0636024,0.0495929,0.0108612,0.0541643,0.0592682,0.0264852,0.0328925,0.0165948,0.0319384,0.013361,0.0216914,0.0150869,0,0.0232042,0.050503,0.0460278,0,0,0.0210181,0,0,0.0237715,0.0655609,0.0164577,0.0253994,0.0344138,0.055006,0.0302049,0.0372752,0.0609063,0.0334475,0.0211325,0.0240228,0.00570646,0.0295224,0.0291591,0.0369515,0.0070083,0.0195743,0.054743,0.0478674,0,0,0,0,0
104,0,0,0,0,0.0286964,0.060148,0,0,0,0.0442342,0,0.0124639,0.0514018,0,0,0.0212941,0,0,0.0442169,0.0554177,0.0361335,0.0199123,0.0198214,0.0569138,0.0405832,0.0421081,0.0644547,0.0503309,0.0107912,0.054672,0.0592193,0.0265775,0.0343099,0.0137755,0.0316467,0.0137005,0.0216587,0.0142243,0,0.0231864,0.0503884,0.0459045,0,0,0.0219175,0,0,0.023461,0.0649235,0.0156981,0.0263774,0.0351079,0.0555129,0.0309085,0.0370006,0.0602719,0.0335756,0.0210215,0.0241332,0.00590919,0.0289913,0.0291972,0.0363686,0.00709919,0.0194431,0.0547909,0.0479473,0,0,0,0,0
105,0,0,0,0,0.0286311,0.0599728,0,0,0,0.042124,0,0.0128041,0.0501196,0,0,0.021699,0,0,0.0443134,0.054999,0.0375503,0.0198394,0.0196547,0.0583786,0.0411831,0.0433005,0.0656087,0.0512674,0.0108859,0.0554555,0.0594284,0.0271373,0.0359692,0.0123915,0.031547,0.0137322,0.0219178,0.0133131,0,0.0230796,0.0503972,0.0457689,0,0,0.0221138,0,0,0.0234413,0.0643534,0.0151685,0.0272737,0.0352681,0.0561682,0.0314222,0.0363564,0.0595683,0.0339753,0.0208991,0.0242728,0.00618905,0.0284519,0.0295595,0.0359034,0.00709671,0.0198447,0.0548292,0.0480838,0,0,0,0,0
106,0,0,0,0,0.0285617,0.0597678,0,0,0,0.0403152,0,0.0136502,0.0490553,0,0,0.0217368,0,0,0.0444751,0.0546467,0.0393628,0.0197879,0.0196407,0.0596669,0.0415421,0.0444784,0.066846,0.0522651,0.0113858,0.0563136,0.0597272,0.0277614,0.0376471,0.0148869,0.0316235,0.0134678,0.0224015,0.0124802,0,0.0229705,0.0505675,0.0457012,0,0,0.0222411,0,0,0.0238076,0.0639575,0.0150164,0.0279795,0.0350711,0.0567638,0.0318877,0.035722,0.0591548,0.0340382,0.0207079,0.0244588,0.00648331,0.0281809,0.0302029,0.0355751,0.00708704,0.0204014,0.0548172,0.0482067,0,0,0,0,0
107,0,0,0,0,0.0284219,0.0596408,0,0,0,0.0388154,0,0.0146821,0.0481099,0,0,0.0219604,0,0,0.0444889,0.0544107,0.0407171,0.0196661,0.0198523,0.0609747,0.0419546,0.0456492,0.067975,0.0530924,0.0119149,0.0568537,0.0597084,0.0280749,0.038977,0.01987,0.0315737,0.0135048,0.0224257,0.0116553,0,0.0229728,0.0508469,0.0456887,0,0,0.0227243,0,0,0.0239514,0.0637688,0.0152745,0.0283571,0.0347737,0.057097,0.03247,0.0352711,0.0593609,0.0336858,0.0205254,0.0246605,0.00675288,0.0284207,0.0310442,0.0352744,0.00715975,0.020589,0.0548209,0.0482621,0,0,0,0,0
108,0,0,0,0,0.0282761,0.0596082,0,0,0,0.0368895,0,0.0155662,0.0471626,0,0,0.0224902,0,0,0.0442674,0.0542485,0.041501,0.019517,0.0202239,0.0624381,0.0424622,0.0467882,0.0689332,0.0536022,0.0121324,0.0568423,0.0592529,0.0278824,0.0396261,0.0261667,0.0313328,0.0139369,0.0219134,0.0110202,0,0.0230383,0.0511406,0.0456945,0,0,0.0234409,0,0,0.0239062,0.0637258,0.0157345,0.0284661,0.0344266,0.0570529,0.0331131,0.0349977,0.059915,0.0332565,0.0203999,0.0248276,0.00688504,0.0285876,0.0319542,0.0349492,0.00733124,0.0205165,0.0548587,0.048286,0,0,0,0,0
109,0,0,0,0,0.0281458,0.059565,0,0,0,0.0340663,0,0.016578,0.0462654,0,0,0.02248,0,0,0.0442125,0.0540768,0.0430031,0.0194773,0.0204283,0.0639879,0.0426227,0.0479127,0.0696499,0.0538857,0.0121593,0.0564014,0.0586663,0.0275279,0.039676,0.0346328,0.0312786,0.0137487,0.0219994,0.0106729,0,0.023131,0.051525,0.0457366,0,0,0.0238214,0,0,0.0240459,0.0637014,0.0161633,0.0284315,0.0340922,0.0566468,0.0336457,0.0348734,0.0605413,0.0329963,0.0202468,0.0249248,0.00697923,0.0285914,0.0326751,0.0346783,0.00730213,0.0207762,0.0548528,0.0483155,0,0,0,0,0
110,0,0,0,0,0.0280781,0.059596,0,0,0,0.0316382,0,0.0181045,0.0452727,0,0,0.0224452,0,0,0.0441678,0.0540592,0.0461054,0.0194974,0.0205,0.0653211,0.0427501,0.0490144,0.0703823,0.054014,0.0121546,0.0560608,0.0583583,0.0276296,0.0397797,0.0449795,0.0311928,0.0136325,0.021986,0.0104907,0,0.0230492,0.05194,0.0457501,0,0,0.0241068,0,0,0.0241974,0.063607,0.0164316,0.0284194,0.0337929,0.0560449,0.0341685,0.034781,0.0609445,0.0328568,0.0201256,0.024923,0.00702129,0.0285616,0.0331635,0.0345208,0.00732299,0.0209772,0.0548253,0.0483769,0,0,0,0,0
