Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI
104,0,0,0,0,0,0.0282143,0.0618022,0,0,0,0.0358588,0,0.0170444,0.0386573,0,0,0.0213709,0,0,0.0451946,0.0555157,0.0497071,0.0226563,0.0235749,0.0651769,0.0469906,0.0546868,0.0746176,0.0552889,0.0119532,0.0598273,0.0599059,0.0314687,0.0460565,0.0479139,0.0343491,0.0143033,0.0216284,0.0113978,0,0.0280111,0.0529945,0.0445983,0,0,0.0206712,0,0,0.0242637,0.0682681,0.00877017,0.0252463,0.0281546,0.0538265,0.0305311,0.0330311,0.0630902,0.0618616,0.0309258,0.0268119,0.0236279,0.0347853,0.0266839,0.0380395,0.00717545,0.0201069,0.058828,0.051327,0,0,0,0.0107711
105,0,0,0,0,0,0.0281797,0.0616882,0,0,0,0.0354515,0,0.0172914,0.037881,0,0,0.0213973,0,0,0.0452242,0.0556593,0.0494365,0.0230196,0.0234205,0.0650166,0.0469066,0.0552786,0.0750607,0.0553777,0.0122244,0.059405,0.0594838,0.0310852,0.0457896,0.0481268,0.0344658,0.0142549,0.0216537,0.0119675,0,0.028097,0.0532775,0.0446447,0,0,0.0206549,0,0,0.0243538,0.0683051,0.00927429,0.025394,0.0279081,0.0539326,0.0305284,0.0327135,0.0627472,0.0615377,0.0310405,0.0268498,0.0236351,0.0349838,0.0259267,0.0379871,0.00721779,0.0202163,0.0589226,0.0512741,0,0,0,0.0110401
106,0,0,0,0,0,0.0281385,0.0616001,0,0,0,0.0350924,0,0.0174705,0.0371641,0,0,0.0214323,0,0,0.0451779,0.055662,0.0492275,0.0234407,0.0232573,0.0649323,0.0468376,0.0558969,0.0754196,0.0554618,0.0125539,0.0589043,0.0590473,0.0307075,0.0454499,0.0482909,0.034525,0.0141786,0.0216687,0.0125814,0,0.0281024,0.0535728,0.0447194,0,0,0.0206272,0,0,0.0244743,0.0682688,0.00962293,0.0254521,0.0276528,0.0540467,0.0305564,0.0324524,0.0624927,0.0613457,0.0311136,0.027008,0.0238117,0.0351318,0.0251868,0.0379039,0.00720356,0.0203878,0.058993,0.051136,0,0,0,0.0113968
107,0,0,0,0,0,0.028122,0.061528,0,0,0,0.0349459,0,0.0175498,0.0365292,0,0,0.0214671,0,0,0.0450409,0.055617,0.0490594,0.0238981,0.0230671,0.064929,0.0467484,0.0565901,0.0758959,0.0555388,0.0129661,0.0586295,0.0587934,0.0305791,0.0452323,0.0485435,0.0346018,0.0140822,0.0216669,0.0131407,0,0.0280292,0.0538831,0.0447764,0,0,0.0206411,0,0,0.0245571,0.0681576,0.0097891,0.0255417,0.0275003,0.0540843,0.0306124,0.0321797,0.0623103,0.0613274,0.0311122,0.0270523,0.0243228,0.0352832,0.0245776,0.0378901,0.00718445,0.0205123,0.0590324,0.0509991,0,0,0,0.0117395
108,0,0,0,0,0,0.0280803,0.0615027,0,0,0,0.0349839,0,0.0174897,0.0359808,0,0,0.0214879,0,0,0.0447899,0.0555102,0.0488422,0.0244089,0.0228268,0.0649596,0.046647,0.0573618,0.0765007,0.0555963,0.0133864,0.0586663,0.0588091,0.0307689,0.0451855,0.0490041,0.0346766,0.0139507,0.0216375,0.0136279,0,0.0279658,0.0542717,0.0448177,0,0,0.0207073,0,0,0.0245804,0.0680403,0.00981713,0.0256558,0.0274497,0.0540308,0.0307039,0.0319001,0.0622691,0.061397,0.0311322,0.0271453,0.0248757,0.0353474,0.023936,0.0378427,0.00719696,0.0205928,0.0591015,0.0509211,0,0,0,0.0119216
109,0,0,0,0,0,0.0279945,0.0614962,0,0,0,0.0349812,0,0.0172175,0.0355829,0,0,0.0215245,0,0,0.0444367,0.0553405,0.048503,0.0249833,0.0225627,0.06509,0.046494,0.0581507,0.0771905,0.0556115,0.0138676,0.0590317,0.0590805,0.0311874,0.0453605,0.0496319,0.0347084,0.0137822,0.021571,0.0142759,0,0.0279559,0.0546953,0.0448826,0,0,0.0207654,0,0,0.0246117,0.0679995,0.0100175,0.0255621,0.0273127,0.0539575,0.0308034,0.0317542,0.0622139,0.0613894,0.0310461,0.0272331,0.0242026,0.0354849,0.0229481,0.0377435,0.00717793,0.0206861,0.0592149,0.0508639,0,0,0,0.0121297
110,0,0,0,0,0,0.027902,0.0615196,0,0,0,0.0348376,0,0.0168793,0.0353228,0,0,0.0215771,0,0,0.0441587,0.0551386,0.0479977,0.0255809,0.0224777,0.0654308,0.0463959,0.0588888,0.0778861,0.0556394,0.0144262,0.0596099,0.0595647,0.0317756,0.0457592,0.0503667,0.0347384,0.0138048,0.0213826,0.0148664,0,0.0279153,0.0551727,0.0449627,0,0,0.0207786,0,0,0.0246308,0.0679234,0.0103327,0.0256232,0.0271468,0.0538452,0.0309041,0.0316093,0.0619397,0.0614024,0.0309912,0.0272667,0.0237523,0.0356713,0.0221373,0.0377221,0.00711592,0.020776,0.0593368,0.0507699,0,0,0,0.0123978
111,0,0,0,0,0,0.0278214,0.0615591,0,0,0,0.0346671,0,0.0166913,0.0351984,0,0,0.0219733,0,0,0.0438075,0.0549265,0.0477178,0.0262364,0.0226545,0.0659401,0.0464201,0.0596054,0.0785112,0.0556677,0.0150474,0.0603746,0.0602304,0.0325319,0.0463466,0.0511696,0.0346773,0.014331,0.0206446,0.0151708,0,0.0279299,0.0557901,0.044999,0,0,0.0210764,0,0,0.0243774,0.0678203,0.0107282,0.0258227,0.0270162,0.0536365,0.0311997,0.0313841,0.0616385,0.0614179,0.0309705,0.0273154,0.0236067,0.0356784,0.021669,0.0376471,0.00719958,0.0205988,0.0594994,0.0505281,0,0,0,0.0126945
112,0,0,0,0,0,0.0277672,0.0615213,0,0,0,0.0347347,0,0.0164866,0.0351143,0,0,0.0219062,0,0,0.0437078,0.0546992,0.047757,0.0268672,0.0230323,0.0666771,0.0462665,0.060365,0.0792021,0.055668,0.0158233,0.0613115,0.0610189,0.0333553,0.0470348,0.0522655,0.0347717,0.0142352,0.02059,0.0155934,0,0.027802,0.0563785,0.0450533,0,0,0.0210326,0,0,0.0245014,0.0677469,0.011119,0.0259398,0.0269798,0.0534319,0.0313729,0.0309529,0.0615682,0.0614464,0.0309886,0.0273717,0.0235377,0.0354751,0.0210325,0.0376186,0.00722158,0.0207236,0.0595289,0.0500745,0,0,0,0.0129081
113,0,0,0,0,0,0.0277398,0.0615418,0,0,0,0.0348836,0,0.016271,0.0350484,0,0,0.0218745,0,0,0.0436534,0.0545545,0.0478867,0.0275375,0.0235066,0.0674067,0.0461137,0.0611607,0.0800009,0.0556917,0.0167827,0.0623561,0.0619211,0.0342506,0.0478179,0.0535826,0.0348343,0.0142005,0.020531,0.0159076,0,0.027748,0.0571488,0.0450903,0,0,0.0210163,0,0,0.0247997,0.0677301,0.0114665,0.0260886,0.0268215,0.0532346,0.0315123,0.0307049,0.0616687,0.0613891,0.0309422,0.0274168,0.0234385,0.0354257,0.0205299,0.0375753,0.00729857,0.0208649,0.0595594,0.0499859,0,0,0,0.0129264
114,0,0,0,0,0,0.0276341,0.0616223,0,0,0,0.0351034,0,0.0158721,0.0348119,0,0,0.0218805,0,0,0.0436706,0.0543614,0.0470751,0.0281676,0.0250633,0.0679787,0.0459731,0.0625124,0.0819321,0.0561092,0.0174008,0.0631003,0.0622886,0.0348208,0.0485105,0.0533227,0.0348269,0.0142573,0.0204492,0.0161823,0,0.0278024,0.0580412,0.0451439,0,0,0.0211415,0,0,0.0250553,0.0677296,0.0118083,0.0262652,0.0266714,0.0529902,0.0316879,0.0302981,0.061651,0.0613,0.0308996,0.027361,0.0233579,0.0354972,0.0200995,0.0374565,0.00732999,0.0210377,0.0595202,0.0503482,0,0,0,0.0130023
115,0,0,0,0,0,0.0275614,0.0616493,0,0,0,0.0351059,0,0.0157101,0.0348501,0,0,0.0218084,0,0,0.0437099,0.0542843,0.0468994,0.0288903,0.0255167,0.0684468,0.0458238,0.0634435,0.0829238,0.0562107,0.0181098,0.0641776,0.0632893,0.0358087,0.0491914,0.0544943,0.0348924,0.0143261,0.0203368,0.0165454,0,0.0278883,0.0588283,0.045144,0,0,0.0210835,0,0,0.0250994,0.0678069,0.0120962,0.026389,0.026527,0.052511,0.0317407,0.0300582,0.0615408,0.0611856,0.0308254,0.0272438,0.0233949,0.0362212,0.019693,0.0374868,0.00734796,0.021039,0.0593726,0.0500807,0,0,0,0.0131389
116,0,0,0,0,0,0.0275375,0.0616032,0,0,0,0.0349737,0,0.0156,0.0349519,0,0,0.0217239,0,0,0.0437679,0.0544189,0.0468791,0.0295634,0.025752,0.068645,0.0456469,0.0643527,0.083826,0.0563149,0.0190459,0.0651303,0.0642388,0.0367623,0.0497834,0.0554164,0.0349734,0.0143844,0.0202117,0.017147,0,0.0278093,0.0595393,0.045111,0,0,0.0209166,0,0,0.0251673,0.0679,0.012352,0.0264791,0.0260564,0.0519922,0.0317228,0.0299086,0.061403,0.0611141,0.0307658,0.0274483,0.0234928,0.0375924,0.0191802,0.0376001,0.00738746,0.0209754,0.0591936,0.0496709,0,0,0,0.0132166
117,0,0,0,0,0,0.02761,0.0615082,0,0,0,0.0346642,0,0.0155966,0.035041,0,0,0.021633,0,0,0.0438297,0.0549463,0.0466392,0.0301218,0.0257983,0.0684844,0.0454045,0.0651481,0.0847218,0.0564292,0.0204647,0.0657879,0.0649663,0.0375782,0.0501126,0.0558816,0.0350629,0.0144355,0.0200857,0.017586,0,0.0277645,0.0601561,0.0450699,0,0,0.0207381,0,0,0.0250579,0.0680222,0.0125752,0.026551,0.0256223,0.0516023,0.0315334,0.0298549,0.061257,0.0610101,0.0307148,0.0279054,0.0235841,0.0380162,0.0188158,0.0377691,0.00734286,0.0208664,0.0590588,0.0495093,0,0,0,0.0134145
118,0,0,0,0,0,0.027763,0.061386,0,0,0,0.0341612,0,0.015709,0.0351551,0,0,0.0215224,0,0,0.0438295,0.0552728,0.045943,0.03061,0.0256701,0.0680475,0.0451238,0.0659555,0.0855483,0.0564644,0.0214231,0.0661596,0.0654906,0.0381726,0.050109,0.0555583,0.0351705,0.014441,0.0199965,0.0178997,0,0.0278021,0.0607453,0.0450274,0,0,0.0205038,0,0,0.0249694,0.0681898,0.012693,0.0267221,0.0253539,0.0513821,0.0312,0.0297988,0.0611344,0.0608291,0.03065,0.0285097,0.0237035,0.0378388,0.0184856,0.0379901,0.00728484,0.0206743,0.0589902,0.0494976,0,0,0,0.0139035
119,0,0,0,0,0,0.0278541,0.0613937,0,0,0,0.0335597,0,0.0158702,0.0353367,0,0,0.0214165,0,0,0.0438376,0.0554037,0.0449571,0.0311287,0.0253989,0.0674374,0.044878,0.0665428,0.0862679,0.0564184,0.0222247,0.0663107,0.0658732,0.0386238,0.0498221,0.0542384,0.0352535,0.0144219,0.0199486,0.0181501,0,0.0276584,0.0611856,0.0449503,0,0,0.0201951,0,0,0.0247637,0.0684281,0.0127435,0.0269349,0.0255399,0.0512471,0.0307723,0.0298076,0.0609013,0.0606737,0.030633,0.027794,0.0234275,0.0377326,0.0181102,0.0382392,0.00720136,0.0204093,0.0589667,0.0497281,0,0,0,0.0136916
120,0,0,0,0,0,0.0280487,0.0615735,0,0,0,0.0328432,0,0.0161308,0.0356061,0,0,0.0208356,0,0,0.0436523,0.0561491,0.0435722,0.0307113,0.0245236,0.0657836,0.0436315,0.0673463,0.0869821,0.0566118,0.0236414,0.0659569,0.065882,0.0388248,0.0491036,0.0510167,0.0357497,0.0144784,0.0194157,0.0259202,0,0.0250391,0.0642984,0.0451988,0,0,0.0201351,0,0,0.0241629,0.064637,0.0168717,0.0303946,0.0236992,0.0514425,0.030309,0.0322084,0,0.0631895,0.0315563,0.0247518,0.0252698,0.0357238,0.0109361,0.038749,0.00724691,0.019499,0.0592636,0.0484458,0,0,0,0.0131248
121,0,0,0,0,0,0.0280759,0.0614048,0,0,0,0.0325453,0,0.0162645,0.0362761,0,0,0.0210636,0,0,0.0438163,0.05555,0.042366,0.0320861,0.0242513,0.0660549,0.0444334,0.0674968,0.0872886,0.056178,0.0235302,0.0660721,0.0664377,0.039386,0.048685,0.0483281,0.0356197,0.0143502,0.0198219,0.0192428,0,0.0276757,0.0615873,0.0448624,0,0,0.0200021,0,0,0.0242081,0.0691401,0.0131115,0.0272185,0.026177,0.0508691,0.030025,0.0290669,0.0603148,0.0604701,0.0302782,0.0274882,0.0228458,0.0366871,0.016826,0.038661,0.00723636,0.019563,0.0588424,0.0493565,0,0,0,0.0132771
122,0,0,0,0,0,0.0281917,0.0613531,0,0,0,0.0323207,0,0.0165931,0.0369938,0,0,0.0209595,0,0,0.0436752,0.055691,0.0408715,0.0322009,0.0233301,0.0654569,0.0441581,0.0674177,0.0874714,0.0559098,0.0240527,0.0656748,0.0665811,0.0395336,0.0477266,0.0436165,0.0357578,0.0143406,0.0196749,0.0194545,0,0.0280764,0.0616159,0.0448632,0,0,0.0196961,0,0,0.0241475,0.069583,0.0130161,0.0274098,0.0261126,0.0507814,0.0294591,0.0287815,0.0600252,0.0602836,0.0305743,0.0276567,0.0229939,0.036485,0.0165191,0.0389077,0.0072096,0.0193072,0.0588025,0.0493024,0,0,0,0.0132943
123,0,0,0,0,0,0.0283522,0.0613558,0,0,0,0.0327007,0,0.0171154,0.0380239,0,0,0.0208868,0,0,0.0435412,0.0558192,0.0390538,0.0322912,0.0222242,0.0649585,0.0438939,0.0671088,0.0873252,0.0554331,0.0245597,0.0651076,0.0665784,0.0394853,0.0465122,0.0377829,0.0358858,0.0143034,0.0195763,0.0245313,0,0.0283652,0.0613326,0.0448332,0,0,0.0194172,0,0,0.0240842,0.0697125,0.0125994,0.0272341,0.0245858,0.0506882,0.028851,0.029303,0.0604876,0.0597339,0.0315271,0.0272696,0,0.0351839,0.011474,0.0391536,0.0071719,0.0190991,0.0588007,0.049461,0,0,0,0.0146049
124,0,0,0,0,0,0.0286714,0.0613943,0,0,0,0.0338523,0,0.0180373,0.0391375,0,0,0.0207561,0,0,0.0433252,0.0558831,0.0374516,0.0322589,0.020802,0.0644263,0.0433474,0.0669504,0.0867396,0.0549385,0.0256077,0.0643399,0.0662645,0.0393508,0.0452226,0.0315132,0.0360891,0.0142533,0.0193444,0.02062,0,0.0286222,0.0611823,0.0449183,0,0,0.0190454,0,0,0.0239602,0.0706024,0.0129247,0.0278973,0.0259692,0.0508479,0.0282887,0.0286006,0.0595717,0.0600636,0.0327983,0.0278403,0.0272698,0.0357131,0.0153389,0.0394756,0.00708399,0.0188583,0.0589217,0.0489017,0,0,0,0.0118744
125,0,0,0,0,0,0.0288264,0.0614017,0,0,0,0.0362151,0,0.0190808,0.0405292,0,0,0.0207408,0,0,0.0431505,0.0560452,0.0361209,0.032245,0.019664,0.0641202,0.0431164,0.0666105,0.085539,0.0541817,0.0266775,0.0636516,0.0659094,0.0392549,0.0441407,0.0247718,0.0361529,0.0141796,0.0192691,0.0259531,0,0.0286757,0.0602104,0.0449098,0,0,0.0187499,0,0,0.0238675,0.071202,0.0121287,0.0272852,0.0249331,0.0507665,0.0277832,0.0290719,0.0597323,0.0591833,0.0314948,0.0274765,0,0.0354215,0.0102598,0.0396877,0.00702464,0.0186576,0.0589855,0.049248,0,0,0,0.0140611
126,0,0,0,0,0,0.0288564,0.0614052,0,0,0,0.0386379,0,0.0207528,0.0423687,0,0,0.0207642,0,0,0.0428605,0.0559742,0.0355969,0.0322179,0.0190156,0.0636272,0.0427357,0.066294,0.0836249,0.0534586,0.0278877,0.0628702,0.0654018,0.0392197,0.0429854,0.019215,0.0362435,0.0143391,0.0188052,0.0268595,0,0.0289633,0.0593492,0.0450197,0,0,0.0190267,0,0,0.0236075,0.0721586,0.0118827,0.0272063,0.0253529,0.0507964,0.0274309,0.0291569,0.0592923,0.0587509,0.0315307,0.0278583,0,0.0362695,0.0094533,0.0398519,0.00712806,0.0180671,0.0591407,0.0491741,0,0,0,0.0142277
127,0,0,0,0,0,0.0288238,0.0613225,0,0,0,0.0404119,0,0.0229594,0.0444649,0,0,0.0206022,0,0,0.0426397,0.0556839,0.0362606,0.0323009,0.0199337,0.0631971,0.0423398,0.0654487,0.0809009,0.0527916,0.0291056,0.0619009,0.0647145,0.0391373,0.0415902,0.0155637,0.0363873,0.0143909,0.0184776,0.0276492,0,0.0292171,0.0582834,0.0451828,0,0,0.0190841,0,0,0.0234815,0.0732269,0.0116345,0.0270892,0.0259232,0.0508817,0.027116,0.0293399,0.0587615,0.0582394,0.0317321,0.0281548,0,0.0368959,0.00871942,0.0400587,0.00723952,0.0176188,0.0591732,0.0485581,0,0,0,0.0145222
128,0,0,0,0,0,0.0288579,0.0612375,0,0,0,0.0408986,0,0.0252763,0.046297,0,0,0.0204961,0,0,0.0425189,0.0554366,0.0381854,0.0322842,0.0226882,0.0628249,0.0419803,0.0638464,0.0776677,0.0522045,0.0299468,0.0606373,0.0637832,0.0387486,0.0398672,0.0139914,0.03651,0.0145127,0.0181465,0.028596,0,0.0295004,0.057213,0.0453615,0,0,0.0190665,0,0,0.0233232,0.0741972,0.0112942,0.0271392,0.026689,0.0510397,0.0268583,0.0294377,0.0580374,0.0578003,0.031843,0.0284804,0,0.0366927,0.00801514,0.0402822,0.00732558,0.0171904,0.0591286,0.0476313,0,0,0,0.0145372
129,0,0,0,0,0,0.0290682,0.0612908,0,0,0,0.0409602,0,0.0269079,0.0475523,0,0,0.0201404,0,0,0.0425582,0.0555217,0.040275,0.0319868,0.0257004,0.0625603,0.0414453,0.0623266,0.0746655,0.0516662,0.0299347,0.0592562,0.0627283,0.0380435,0.0380639,0.013479,0.0366489,0.0143202,0.0182549,0.0295749,0,0.0297273,0.0563909,0.045443,0,0,0.0179169,0,0,0.0237529,0.0749153,0.0111466,0.0274684,0.0273251,0.0511534,0.026152,0.0295443,0.0572254,0.0573583,0.0315667,0.0288781,0,0.0369507,0.00740196,0.0406163,0.00709866,0.0175633,0.0591064,0.0476059,0,0,0,0.014637
130,0,0,0,0,0,0.029113,0.062213,0,0,0,0.0413498,0,0.0252131,0.0485117,0,0,0.021013,0,0,0.0427338,0.0557979,0.0416194,0.0313302,0.0249841,0.0617796,0.0417111,0.060259,0.072604,0.0516021,0.0286943,0.0596094,0.0633898,0.0380085,0.0378174,0.0160771,0.0363638,0.0142689,0.0164296,0.0291419,0,0.0286267,0.0558333,0.0449462,0,0,0.0204789,0,0,0.0223229,0.0756543,0.010629,0.028149,0.0288958,0.0502842,0.0264738,0.029217,0.056313,0.0566905,0.0308766,0.0302123,0,0.0387523,0.00718208,0.0403815,0.00715172,0.0159666,0.0600266,0.0472283,0,0,0,0.0148315
131,0,0,0,0,0,0.0295409,0.062164,0,0,0,0.0440362,0,0.0232951,0.0497447,0,0,0.0186965,0,0,0.0442213,0.0556273,0.0442789,0.0312844,0.022275,0.0608931,0.0410523,0.0573202,0.0715678,0.0526984,0.0267144,0.0612347,0.0650553,0.0387228,0.0392222,0.019189,0.0366384,0.0126144,0.0181032,0.0289969,0,0.0288392,0.05576,0.0447469,0,0,0.0174698,0,0,0.0242729,0.0763692,0.0110612,0.0281691,0.0292108,0.0494287,0.0251574,0.0290762,0.0558681,0.0564753,0.0300234,0.0305047,0,0.0388745,0.00722299,0.0406863,0.00645841,0.0178451,0.0601984,0.0473014,0,0,0,0.0146936
132,0,0,0,0,0,0.0294668,0.0624934,0,0,0,0.0468814,0,0.021764,0.0503052,0,0,0.0183257,0,0,0.0448326,0.0555469,0.0459419,0.0312738,0.0217867,0.0599417,0.0410452,0.0557265,0.0712884,0.0538376,0.0258383,0.0626448,0.0664714,0.0394988,0.040294,0.0218399,0.0365814,0.0121445,0.017816,0.029772,0,0.0287507,0.0559348,0.0444042,0,0,0.0173379,0,0,0.0243365,0.0767905,0.011344,0.0283285,0.0296002,0.0487174,0.0247395,0.0288764,0.0555326,0.056122,0.0303006,0.0307764,0,0.0386812,0.00677995,0.0407842,0.00630316,0.0177381,0.0606489,0.0474216,0,0,0,0.0146882
133,0,0,0,0,0,0.0294798,0.0627801,0,0,0,0.048674,0,0.021119,0.0505451,0,0,0.0181677,0,0,0.0452673,0.0554026,0.0468115,0.031446,0.0219906,0.059023,0.0410343,0.0547617,0.0711366,0.0545149,0.0253401,0.0636493,0.067404,0.0400706,0.0410656,0.0237145,0.036594,0.0119052,0.0176603,0.0308844,0,0.0283693,0.0562239,0.0440791,0,0,0.0170961,0,0,0.0242801,0.0770199,0.0116693,0.0284804,0.0298057,0.0482539,0.0241988,0.0288601,0.0551273,0.0558539,0.0306134,0.0310199,0,0.039019,0.00645739,0.0409718,0.0062371,0.0175337,0.0609754,0.0482013,0,0,0,0.0147608
134,0,0,0,0,0,0.0295104,0.0631262,0,0,0,0.0492597,0,0.0209933,0.0504107,0,0,0.0190406,0,0,0.0450762,0.0553896,0.047176,0.0315419,0.0222329,0.0580962,0.0415055,0.0542355,0.0708129,0.0543586,0.0251636,0.0641169,0.0678125,0.0403434,0.0414471,0.024405,0.036382,0.0129445,0.0164592,0.0310681,0,0.0283459,0.0566653,0.0438563,0,0,0.0187978,0,0,0.0231222,0.0771815,0.0122876,0.0285031,0.0297412,0.0480484,0.0241895,0.0290499,0.0549135,0.0556806,0.0305519,0.03113,0,0.0390538,0.00657202,0.041096,0.0066261,0.0159409,0.0612129,0.0480135,0,0,0,0.0147235
135,0,0,0,0,0,0.0297473,0.063037,0,0,0,0.0485924,0,0.0210973,0.049918,0,0,0.0189607,0,0,0.0450734,0.0554878,0.0470258,0.0316768,0.0224243,0.0575727,0.0416601,0.0545828,0.070651,0.0534833,0.0252295,0.0637898,0.0675152,0.0402468,0.0412458,0.0237577,0.036472,0.0130482,0.0166161,0.0319564,0,0.0279634,0.0569291,0.0437473,0,0,0.018732,0,0,0.0231458,0.0771934,0.0127045,0.0284803,0.0298752,0.0481379,0.0234913,0.0292518,0.0548715,0.0556642,0.030437,0.0312423,0,0.0390081,0.00663058,0.0414713,0.00670002,0.0156356,0.0609502,0.0474532,0,0,0,0.0146915
136,0,0,0,0,0,0.02988,0.0629996,0,0,0,0.0471349,0,0.0215236,0.0492065,0,0,0.0189746,0,0,0.0448643,0.0557241,0.0461766,0.0317582,0.0229688,0.0572885,0.0418157,0.0557275,0.0706958,0.0521744,0.0256438,0.0628697,0.0666496,0.0400528,0.0406248,0.0222047,0.0365712,0.0132931,0.0168922,0.0328765,0,0.0271502,0.0572333,0.0436829,0,0,0.0185634,0,0,0.023109,0.0771773,0.0130979,0.0285634,0.0298674,0.0484408,0.0227736,0.0294514,0.054763,0.0557258,0.0303041,0.0312546,0,0.0386717,0.00701584,0.0418658,0.00686909,0.0152986,0.0606726,0.0479974,0,0,0,0.0146586
137,0,0,0,0,0,0.0299958,0.0629096,0,0,0,0.0451356,0,0.0225194,0.048435,0,0,0.0191062,0,0,0.0445503,0.0559309,0.0444102,0.0319129,0.0242195,0.0572236,0.0419827,0.0575101,0.0709414,0.0508478,0.0264354,0.0616411,0.0654423,0.0396733,0.0398076,0.0202118,0.0367268,0.0136584,0.0172485,0.0338968,0,0.0262657,0.0574934,0.0437168,0,0,0.0182732,0,0,0.0230393,0.0771407,0.0133903,0.0287654,0.0298443,0.0489321,0.0220929,0.0293234,0.0548281,0.0557589,0.0307102,0.0311245,0,0.0377818,0.00782628,0.0422965,0.00710273,0.0149569,0.0603401,0.048388,0,0,0,0.0145808
138,0,0,0,0,0,0.0302224,0.0629444,0,0,0,0.04341,0,0.0240426,0.0478216,0,0,0.0190734,0,0,0.0443104,0.0559715,0.0416862,0.032338,0.0265673,0.0572939,0.042231,0.059903,0.0714448,0.0500135,0.0276617,0.0601674,0.0639335,0.0390255,0.0387915,0.0179825,0.0370034,0.013903,0.0174299,0.0350162,0,0.0252384,0.0579065,0.0436039,0,0,0.0180258,0,0,0.0229787,0.076895,0.0140193,0.0289893,0.0298909,0.0492222,0.0214028,0.0291281,0.0550732,0.055693,0.0307177,0.0304503,0,0.0364424,0.00861689,0.042661,0.00729892,0.01463,0.0602006,0.048203,0,0,0,0.0144935
139,0,0,0,0,0,0.0299756,0.0627394,0,0,0,0.0442531,0,0.0253955,0.0472404,0,0,0.020707,0,0,0.0428263,0.0558288,0.0416655,0.0327827,0.030709,0.0577263,0.0428812,0.0619312,0.0716098,0.0492702,0.0287986,0.0580412,0.0622499,0.0373645,0.0362526,0.0159692,0.0368187,0.0157608,0.0170298,0.0406041,0,0.0252974,0.0577128,0.0441581,0,0,0.0191731,0,0,0.0218874,0.0762357,0.0144081,0.0286709,0.0288031,0.0504078,0.0215982,0.0292589,0.0560025,0.0559122,0.0303216,0.0278649,0,0.035089,0.0128258,0.0432889,0.00808733,0.0130589,0.0595869,0.0480098,0,0,0,0.0146937
140,0,0,0,0,0,0.0300876,0.0627823,0,0,0,0.0407263,0,0.0293397,0.0475579,0,0,0.0203395,0,0,0.042933,0.055249,0.0370848,0.0333937,0.0311662,0.0575674,0.0432417,0.0619086,0.0713831,0.0494548,0.0284095,0.0589844,0.0621074,0.0390594,0.0390729,0.00981915,0.0369157,0.0154965,0.017451,0.0410218,0,0.0248777,0.0576459,0.0440522,0,0,0.0186211,0,0,0.0220863,0.0760996,0.0154457,0.0288164,0.0284133,0.0501844,0.0210682,0.029431,0.0560092,0.0558668,0.0301733,0.0272131,0,0.034888,0.0134053,0.0435673,0.00815435,0.0129454,0.0596152,0.0479529,0,0,0,0.0149896
141,0,0,0,0,0,0.0301494,0.062857,0,0,0,0.0392143,0,0.0294277,0.048077,0,0,0.0200953,0,0,0.0429954,0.0544299,0.0352101,0.0339617,0.0306438,0.0576311,0.0435765,0.0611678,0.0709542,0.0496577,0.0273325,0.059118,0.0622262,0.0389367,0.0391326,0.00811627,0.0370324,0.0152481,0.0177719,0.0417542,0,0.0241586,0.0572894,0.0439292,0,0,0.0182145,0,0,0.0222787,0.0759993,0.0163498,0.0289852,0.0281436,0.0498372,0.0206753,0.0297911,0.0563508,0.0558041,0.0303008,0.0267127,0,0.0340732,0.0142022,0.0438578,0.00819834,0.012874,0.0597229,0.0478306,0,0,0,0.0151875
142,0,0,0,0,0,0.0301391,0.0629553,0,0,0,0.0382076,0,0.028142,0.0486681,0,0,0.0199017,0,0,0.0430392,0.0535966,0.0335717,0.0343105,0.0291571,0.058061,0.0438843,0.0596367,0.0703441,0.0497427,0.0253203,0.0588809,0.0621655,0.0381322,0.0381319,0.00733568,0.0371438,0.0150497,0.0179982,0.0431334,0,0.0236574,0.0566209,0.0437779,0,0,0.0178902,0,0,0.0224453,0.0760502,0.0172118,0.0288387,0.0279535,0.0495946,0.020502,0.0299435,0.0564587,0.0557473,0.0299235,0.0258748,0,0.0322618,0.0148445,0.0440852,0.00824538,0.0128537,0.0598581,0.04769,0,0,0,0.0152829
