Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,RTIBI
25,0,0,0,0,0,0.0290433,0.0620837,0,0,0,0.0305388,0,0.0249098,0.0455351,0,0,0.0210447,0,0,0.0426129,0.0525587,0.0277977,0.0336897,0.0226936,0.0635846,0.0426139,0.0581792,0.0753452,0.0511149,0.0222767,0.0583236,0.0620115,0.0350106,0.0370989,0.0122451,0.0325429,0.0133588,0.0201557,0.0192471,0,0.0294419,0.055102,0.0434177,0,0,0.0181996,0,0,0.0231597,0.0782745,0.00442569,0.0306482,0.0298146,0.0489074,0.0253162,0.0266696,0.0530737,0.0545821,0.0277227,0.0292781,0.0291555,0.0614503,0.0321115,0.0415648,0.00712668,0.0156279,0.0555601,0.0492653,0,0,0,0
26,0,0,0,0,0,0.0290005,0.0620261,0,0,0,0.032538,0,0.0235354,0.0446747,0,0,0.0213656,0,0,0.0427213,0.0533188,0.0261831,0.033021,0.0222108,0.0645442,0.0435971,0.0573055,0.0754753,0.0511086,0.0219342,0.0583799,0.0618967,0.0343382,0.0376894,0.0114982,0.0323695,0.0134645,0.0204715,0.0164905,0,0.0249764,0.0545493,0.0432597,0,0,0.0183237,0,0,0.0232451,0.0773348,0.0117656,0.0296323,0.0295741,0.0490969,0.0256233,0.0279101,0.0538823,0.0539095,0.0271461,0,0.0208106,0.0609883,0.0390904,0.0413516,0.00716675,0.0157825,0.0554831,0.0499287,0,0,0,0
27,0,0,0,0,0,0.0289615,0.0620033,0,0,0,0.0326555,0,0.0225543,0.0458561,0,0,0.0214002,0,0,0.0427623,0.0530828,0.0257332,0.0324993,0.0217187,0.0645596,0.0434799,0.0562875,0.0750406,0.0511067,0.0209332,0.0581388,0.061537,0.0336915,0.0377959,0.0116437,0.0324394,0.0134244,0.0205551,0.0273918,0,0.0277751,0.0543057,0.0434662,0,0,0.018245,0,0,0.0233605,0.074719,0.0117225,0.0277379,0.0255912,0.0501677,0.0260521,0.0295114,0.0576567,0.0568637,0.0270566,0,0.0605915,0.0655604,0.0330247,0.0411466,0.00713034,0.016148,0.055462,0.0498729,0,0,0,0
28,0,0,0,0,0,0.0289157,0.061866,0,0,0,0.0327512,0,0.0222353,0.0478477,0,0,0.0212824,0,0,0.0428556,0.0525715,0.0251669,0.0320892,0.0216615,0.0640724,0.043268,0.0553053,0.074513,0.0510926,0.0198879,0.057685,0.0610447,0.0329884,0.0374217,0.0113666,0.0324907,0.0134845,0.0205782,0.0375158,0,0.0260569,0.0547716,0.0437971,0,0,0.0182778,0,0,0.0234379,0.0706265,0.0223603,0.0250005,0.0212357,0.0513627,0.0265304,0.0333025,0.0637906,0.0619812,0.029456,0,0.0765301,0,0.0264174,0.0408959,0.00704098,0.0166666,0.0554236,0.0495246,0,0,0,0
29,0,0,0,0,0,0.0288464,0.0614326,0,0,0,0.0318513,0,0.0224787,0.0451781,0,0,0.022377,0,0,0.0428676,0.0526911,0.0249325,0.0335385,0.0221159,0.0661048,0.0451995,0.0554886,0.0742656,0.0504802,0.0188052,0.0577926,0.0611099,0.032887,0.0374013,0.0116569,0.0317813,0.01384,0.0208357,0.0322129,0,0.0263618,0.0529897,0.0436225,0,0,0.018926,0,0,0.0233237,0.0719753,0.0214192,0.0254143,0.0242833,0.0517184,0.0271213,0.0326493,0.0619157,0.0601223,0.0278829,0,0.0806912,0.0659792,0.0377038,0.0402815,0.00685123,0.0171846,0.0550358,0.0503609,0,0,0,0
30,0,0,0,0,0,0.0288483,0.0609516,0,0,0,0.0313577,0,0.0227391,0.0447688,0,0,0.0230038,0,0,0.0429514,0.0523212,0.02409,0.0347198,0.0220629,0.0669896,0.0460455,0.0552137,0.0738619,0.0503441,0.0179849,0.0574819,0.0608532,0.03271,0.0369862,0.011105,0.0314491,0.0137728,0.021336,0.0326746,0,0.0258207,0.0519173,0.0436089,0,0,0.0191599,0,0,0.0234645,0.0715321,0.0250699,0.0251108,0.0240162,0.0524,0.0275912,0.0343917,0.0636279,0.0613233,0.0285602,0,0.0784506,0.064572,0.0405436,0.0398387,0.00673133,0.0179051,0.0546381,0.0505984,0,0,0,0
31,0,0,0,0,0,0.0288681,0.0604602,0,0,0,0.0313241,0,0.0229288,0.0447748,0,0,0.0236461,0,0,0.0431849,0.0520414,0.0229626,0.0358225,0.021825,0.0676257,0.04698,0.0548434,0.073445,0.0503938,0.0173533,0.0571979,0.0606926,0.0326919,0.0365067,0.0105188,0.03123,0.0137842,0.0218846,0.0322541,0,0.0256531,0.0508258,0.0435197,0,0,0.0193644,0,0,0.0236229,0.0712875,0.02788,0.0246747,0.0232255,0.0531413,0.0279843,0.036479,0.0655712,0.062772,0.0298247,0,0.0784682,0.0636582,0.0422082,0.0394365,0.00667566,0.0185294,0.0543319,0.0507935,0,0,0,0
32,0,0,0,0,0,0.0288585,0.060035,0,0,0,0.0316561,0,0.0231252,0.0451585,0,0,0.024236,0,0,0.0435235,0.0517767,0.0218639,0.0367564,0.021783,0.0680478,0.0478495,0.0544616,0.0731016,0.0504955,0.0169471,0.0569935,0.0606707,0.0326907,0.0360203,0.00992434,0.0311547,0.0139274,0.0223827,0.0306055,0,0.0264356,0.0497701,0.0433683,0,0,0.0196016,0,0,0.0237632,0.0713008,0.02994,0.0239966,0.0222395,0.0538602,0.02828,0.0385534,0.0674686,0.0643546,0.0314242,0,0.0789775,0.0632682,0.0434876,0.0390274,0.00665763,0.0190035,0.0541936,0.0510876,0,0,0,0
33,0,0,0,0,0,0.0287879,0.0597147,0,0,0,0.0319965,0,0.0234052,0.0459219,0,0,0.0247783,0,0,0.0437428,0.0514809,0.0211814,0.0374733,0.0219923,0.0683091,0.0487096,0.0539933,0.0727217,0.0505187,0.016853,0.0569208,0.0607598,0.0327124,0.0356566,0.00930516,0.0311372,0.0140395,0.0227491,0.0282845,0,0.027843,0.048754,0.0431948,0,0,0.0198977,0,0,0.0238849,0.0714385,0.0314399,0.0231029,0.0214019,0.0545421,0.0284791,0.0404243,0.0691542,0.0658751,0.0327381,0,0.0788157,0.0632209,0.0451694,0.0386418,0.00666531,0.019327,0.0541569,0.0515228,0,0,0,0
34,0,0,0,0,0,0.0286239,0.0594648,0,0,0,0.0325755,0,0.0236071,0.0468754,0,0,0.0246669,0,0,0.0440758,0.0512464,0.020896,0.037824,0.0222435,0.0683573,0.0492344,0.0534486,0.0723955,0.0503846,0.0169831,0.0569149,0.0608674,0.0326695,0.0355065,0.0088166,0.0315114,0.0136497,0.0235182,0.0249056,0,0.028876,0.0478025,0.0430785,0,0,0.020408,0,0,0.0238867,0.071564,0.0328642,0.0219336,0.0210227,0.0552135,0.0286448,0.0420491,0.0706561,0.0670014,0.0333892,0,0.0787477,0.0632356,0.0470567,0.038254,0.00657835,0.0194719,0.0540881,0.0519461,0,0,0,0
35,0,0,0,0,0,0.0284297,0.05932,0,0,0,0.0332905,0,0.023744,0.0479917,0,0,0.0249098,0,0,0.0440288,0.0511444,0.0209556,0.0379488,0.0223195,0.0682453,0.0497374,0.052907,0.0720599,0.0500917,0.0170811,0.0568099,0.0608153,0.0325097,0.0354007,0.00850469,0.0316742,0.0135679,0.0236055,0.0210199,0,0.0298607,0.0468204,0.0430268,0,0,0.0208232,0,0,0.0239905,0.0717079,0.0350518,0.0208157,0.0210744,0.0558092,0.0287957,0.0432933,0.0717541,0.0674434,0.0332799,0,0.0789612,0.0630297,0.0490697,0.0379733,0.00662974,0.0195183,0.0539642,0.0522981,0,0,0,0
36,0,0,0,0,0,0.0282769,0.0592997,0,0,0,0.0340469,0,0.0239139,0.0493995,0,0,0.025611,0,0,0.0437287,0.0509925,0.0211483,0.0379251,0.0222657,0.0679355,0.0503968,0.052251,0.0715511,0.0498022,0.0171285,0.0566037,0.0606259,0.0322579,0.035221,0.00818804,0.0315302,0.01406,0.0229728,0.0206806,0,0.0263285,0.0458724,0.0430036,0,0,0.0211662,0,0,0.0241547,0.0715395,0.0302878,0.0195954,0.0213597,0.0562249,0.0290613,0.0443556,0.0731894,0.0673872,0.0328431,0,0.0771953,0.0611718,0.0614529,0.0377025,0.00680122,0.019568,0.0537712,0.0527396,0,0,0,0
37,0,0,0,0,0,0.0280179,0.0590993,0,0,0,0.0329205,0,0.0233982,0.0491264,0,0,0.0261365,0,0,0.0439343,0.0517052,0.0202008,0.0377584,0.0229303,0.0680508,0.0514001,0.0510404,0.0698642,0.0487824,0.0174901,0.0577101,0.0616312,0.0332845,0.0360242,0.00794242,0.0312566,0.0137714,0.0239877,0.0199288,0,0,0.0446859,0.0432869,0,0,0.0209346,0,0,0.0252538,0.0736029,0.0357464,0.0188544,0.0222998,0.0561856,0.0296481,0.0453122,0.0725273,0.0649572,0.0310355,0,0,0.0531125,0.0558513,0.0371302,0.00650175,0.0203467,0.0532159,0.0540713,0,0,0,0
38,0,0,0,0,0,0.0281694,0.0594441,0,0,0,0.0351711,0,0.0245185,0.0506229,0,0,0.0251838,0,0,0.0440513,0.051178,0.0214035,0.038338,0.0224295,0.0676494,0.0507841,0.0512742,0.0700849,0.0492638,0.0174583,0.0564098,0.0604768,0.0321368,0.0347834,0.00770654,0.0318663,0.0135211,0.0234733,0.0206762,0,0.0311891,0.0450493,0.0433131,0,0,0.021445,0,0,0.0246843,0.0734335,0.0277831,0.0184753,0.0236022,0.0559926,0.0296319,0.0447926,0.0721488,0.065065,0.0313251,0.0285538,0,0.056092,0.0664951,0.0371201,0.00691272,0.0202991,0.0530941,0.0539426,0,0,0,0
39,0,0,0,0,0,0.0280755,0.0597811,0,0,0,0.0357262,0,0.0247976,0.051664,0,0,0.0247256,0,0,0.0439544,0.0512288,0.0214146,0.0384529,0.0225053,0.0670255,0.0503196,0.0510183,0.0693802,0.0492395,0.0176159,0.0562258,0.0602923,0.0321726,0.0344145,0.0077639,0.0319024,0.0135674,0.0231255,0.0208313,0,0.031145,0.0446247,0.0436863,0,0,0.0216132,0,0,0.0247325,0.0737793,0.0265609,0.0182128,0.0246494,0.0557151,0.0299433,0.0451584,0.0719947,0.0651469,0.0313822,0.0288031,0,0.0555959,0.0651478,0.036996,0.00685959,0.0204249,0.0528126,0.0539658,0,0,0,0
40,0,0,0,0,0,0.0280048,0.060052,0,0,0,0.0363591,0,0.0250161,0.0528229,0,0,0.0242959,0,0,0.0438443,0.0512931,0.0214505,0.0385815,0.0227021,0.0663899,0.0497433,0.050712,0.0687801,0.0493274,0.0176305,0.0561038,0.0601708,0.032347,0.0340956,0.00800587,0.0319448,0.013533,0.0228606,0.020453,0,0.0314249,0.0441444,0.0440355,0,0,0.0217682,0,0,0.0247448,0.0742268,0.0254973,0.0177869,0.0254655,0.0552575,0.0302422,0.0455099,0.0721351,0.0653073,0.0314604,0.029116,0,0.0548644,0.0640812,0.0369033,0.0068353,0.0205388,0.0524864,0.0539155,0,0,0,0
41,0,0,0,0,0,0.0279825,0.060135,0,0,0,0.0367822,0,0.025343,0.053773,0,0,0.0238983,0,0,0.0437497,0.0513352,0.0214141,0.0386069,0.0231014,0.0658742,0.0490181,0.0501209,0.0681165,0.0492889,0.0173654,0.0560367,0.0601268,0.0325329,0.0337912,0.00815134,0.0318871,0.0134121,0.0226747,0.0146433,0,0.0368216,0.0437435,0.0443372,0,0,0.0218446,0,0,0.0247711,0.0752741,0.0336041,0.0175892,0.0258727,0.0547897,0.0303706,0.0453244,0.0713367,0.06511,0.0311604,0.0285684,0,0.0551759,0.0536137,0.0368417,0.00685682,0.0206438,0.0522107,0.0537348,0,0,0,0
42,0,0,0,0,0,0.0279623,0.0600459,0,0,0,0.0375713,0,0.0254867,0.055123,0,0,0.0236007,0,0,0.0438396,0.0512672,0.0209088,0.0384314,0.0234857,0.0654729,0.0484266,0.0491415,0.0673939,0.0494462,0.0168541,0.0558795,0.0600223,0.0325713,0.0334704,0.00853787,0.031627,0.0136043,0.0224568,0.0197608,0,0.0328301,0.0431182,0.04458,0,0,0.0218176,0,0,0.0248114,0.0749983,0.0243553,0.0167462,0.0258407,0.0545412,0.0305,0.0459354,0.0721379,0.0650944,0.0314318,0.0296224,0,0.054209,0.063945,0.0367679,0.00693754,0.0208049,0.0519522,0.0536033,0,0,0,0
43,0,0,0,0,0,0.0279832,0.0597999,0,0,0,0.0376743,0,0.0260437,0.0559245,0,0,0.0234348,0,0,0.0439279,0.0513392,0.0208322,0.0381513,0.0241134,0.0651983,0.0479584,0.0479729,0.0664572,0.0495361,0.0162709,0.0557755,0.0599883,0.032734,0.0331038,0.00847166,0.0313228,0.0136777,0.0223242,0.0162491,0,0.0374079,0.0430348,0.0446591,0,0,0.0217268,0,0,0.0247051,0.0761684,0.0320972,0.0166173,0.026288,0.0542693,0.0302806,0.0453215,0.0705328,0.0643993,0.0312989,0.029136,0.0178236,0.0572653,0.0590094,0.0368236,0.00689858,0.0208866,0.0519471,0.0532943,0,0,0,0
44,0,0,0,0,0,0.0280104,0.059407,0,0,0,0.0381842,0,0.0262056,0.0569404,0,0,0.0234151,0,0,0.0440454,0.0511513,0.0205916,0.0378048,0.0244259,0.0649588,0.0477427,0.0470469,0.0656264,0.0495921,0.0155295,0.0556376,0.0598924,0.0328436,0.0327826,0.00874652,0.0311783,0.0138172,0.0223163,0.0164397,0,0.0375384,0.0425822,0.0446147,0,0,0.0216223,0,0,0.0245788,0.0766874,0.0317095,0.0161664,0.0263074,0.0542708,0.0299718,0.0454228,0.0705721,0.064038,0.0312765,0.0292747,0.0184266,0.0576177,0.0602008,0.0368645,0.00690829,0.0208832,0.0519492,0.0531681,0,0,0,0
45,0,0,0,0,0,0.0279936,0.0590608,0,0,0,0.0390763,0,0.0259913,0.0579699,0,0,0.0234165,0,0,0.0441405,0.0507577,0.0201761,0.0372478,0.0245569,0.0644493,0.0474275,0.0466662,0.0649675,0.0497402,0.0149359,0.0554216,0.0596756,0.0327528,0.0324834,0.00948036,0.0312194,0.0140163,0.0222589,0.0216217,0,0.0323961,0.0420831,0.0444748,0,0,0.0214747,0,0,0.0243743,0.0763142,0.0260584,0.0157393,0.0260789,0.0545785,0.0296945,0.0455817,0.0720106,0.0644522,0.0313837,0.0284095,0.0159379,0.0373416,0.0672266,0.0369895,0.00688611,0.0206708,0.0520431,0.0529779,0,0,0,0
46,0,0,0,0,0,0.0279991,0.0588169,0,0,0,0.0377257,0,0.0266637,0.058863,0,0,0.0232355,0,0,0.0441857,0.0505844,0.0211884,0.0367227,0.0256832,0.0635646,0.0468217,0.0465181,0.0639151,0.0497046,0.0143216,0.0549952,0.0591916,0.0326785,0.031822,0.00818647,0.0315085,0.0138163,0.0223652,0.0177029,0,0.0311002,0.0419749,0.0443103,0,0,0.0208358,0,0,0.0243867,0.0763182,0.0353618,0.016159,0.0260671,0.0551075,0.0290803,0.0450393,0.072106,0.0653566,0.0311246,0.0235912,0.0205632,0.0101558,0.0593195,0.0373271,0.00669602,0.0207389,0.052245,0.0525217,0,0,0,0
47,0,0,0,0,0,0.028027,0.058629,0,0,0,0.0376551,0,0.026726,0.0596346,0,0,0.0233521,0,0,0.0441838,0.0505032,0.0214185,0.0361558,0.0262521,0.0626887,0.046715,0.0458414,0.0633544,0.0497275,0.013916,0.0546514,0.0588913,0.0324879,0.0313802,0.00807983,0.0316421,0.0138773,0.0223821,0.0216226,0,0.0263918,0.0416119,0.0441326,0,0,0.020685,0,0,0.0242615,0.0758402,0.0326515,0.0160333,0.0267006,0.0557653,0.0285254,0.0453834,0.0732513,0.0658727,0.0310937,0.022673,0.0188488,0.0304687,0.0644301,0.0375215,0.00661659,0.0205607,0.0522991,0.0524458,0,0,0,0
48,0,0,0,0,0,0.028088,0.0585137,0,0,0,0.0375628,0,0.0268314,0.0601284,0,0,0.0235464,0,0,0.0442087,0.0507834,0.0216538,0.035584,0.0267958,0.0618807,0.046947,0.0450696,0.0628388,0.0496726,0.0136692,0.0544319,0.0586166,0.0322524,0.0310806,0.00792702,0.0317367,0.0138853,0.0225402,0.0221786,0,0.0264764,0.0414685,0.0439089,0,0,0.0206244,0,0,0.0241823,0.0761378,0.0324629,0.0159533,0.0272169,0.0564746,0.0279261,0.0455184,0.0730243,0.0656038,0.0308777,0.02356,0.0173909,0.0311202,0.0659389,0.0377084,0.0066132,0.0203049,0.0522804,0.0525533,0,0,0,0.00573837
49,0,0,0,0,0,0.0281524,0.0584965,0,0,0,0.0373114,0,0.0269151,0.0608242,0,0,0.0236864,0,0,0.044175,0.0511835,0.0219802,0.0349944,0.027336,0.06104,0.0470999,0.0444861,0.0623878,0.049596,0.01364,0.054246,0.0582532,0.0321051,0.030819,0.00774619,0.0318711,0.0138721,0.0227052,0.0223535,0,0.026581,0.0413652,0.0437793,0,0,0.0206116,0,0,0.0240936,0.0762702,0.0321489,0.0160368,0.0273307,0.0572343,0.0274447,0.0457205,0.0729679,0.065266,0.0306129,0.0243862,0.0163948,0.0291114,0.0667232,0.0378842,0.00660426,0.0200245,0.052296,0.0526416,0,0,0,0.00497339
50,0,0,0,0,0,0.0282638,0.0585414,0,0,0,0.0370576,0,0.0270408,0.0614284,0,0,0.0237809,0,0,0.0440336,0.0516999,0.0224367,0.0345471,0.0278942,0.0603196,0.0471958,0.0440647,0.0619369,0.0495131,0.0135559,0.0540455,0.0580861,0.0320149,0.0305781,0.00759144,0.0321187,0.0138465,0.0227782,0.0225666,0,0.0265479,0.0413217,0.0438098,0,0,0.0206157,0,0,0.0240138,0.0762864,0.031994,0.0160944,0.0277352,0.0579801,0.0270836,0.0458776,0.0730521,0.0649105,0.0304273,0.0250686,0.0156798,0.0293229,0.0672435,0.0380477,0.00659992,0.0197334,0.0523824,0.0524979,0,0,0,0.00454243
51,0,0,0,0,0,0.0283146,0.058613,0,0,0,0.0367939,0,0.0271587,0.0619058,0,0,0.0238395,0,0,0.0438955,0.0522187,0.0228001,0.0340927,0.0284734,0.0598551,0.0471413,0.0436372,0.0615325,0.0494372,0.0134163,0.0538372,0.0578739,0.0319493,0.0303304,0.00746798,0.0323279,0.0138346,0.0227763,0.0227728,0,0.0266174,0.0412766,0.0439085,0,0,0.0206324,0,0,0.0239718,0.0762758,0.031961,0.0161946,0.0281224,0.0585644,0.026849,0.0459574,0.0732205,0.0646072,0.0303135,0.0256535,0.0151944,0.0303926,0.0674285,0.0381769,0.00664243,0.0194579,0.0525221,0.0523544,0,0,0,0.00433622
52,0,0,0,0,0,0.0282276,0.0587144,0,0,0,0.0365499,0,0.0272673,0.0623527,0,0,0.0238844,0,0,0.0438044,0.0526115,0.0230912,0.0337117,0.0290319,0.0596805,0.0471524,0.0431383,0.0610212,0.0493591,0.0132879,0.0536382,0.0576929,0.0319048,0.0301238,0.00743703,0.0324474,0.0138539,0.0227389,0.0230016,0,0.0268989,0.0412289,0.0439887,0,0,0.020665,0,0,0.0239071,0.076322,0.0318624,0.0163138,0.0282661,0.0589202,0.0268822,0.0459774,0.0732951,0.0643576,0.0303226,0.0262727,0.0149014,0.0312668,0.0674666,0.0382682,0.00662191,0.0192754,0.0526957,0.0523047,0,0,0,0.00420725
53,0,0,0,0,0,0.0280403,0.0587686,0,0,0,0.0364764,0,0.0273104,0.0628034,0,0,0.023909,0,0,0.0437934,0.0527623,0.0233356,0.0333312,0.0294921,0.0596937,0.0471155,0.0426357,0.0604385,0.0492698,0.0131733,0.0534638,0.0574024,0.0318549,0.0299378,0.00749317,0.0324666,0.0138979,0.0226804,0.0233105,0,0.0274701,0.0411954,0.0440763,0,0,0.0207,0,0,0.0238506,0.0763747,0.0316237,0.0163787,0.0283573,0.0590717,0.0270367,0.0459182,0.0733628,0.0641717,0.0305209,0.0266691,0.0148067,0.0319494,0.0676429,0.0383172,0.00662024,0.0191589,0.0528538,0.052386,0,0,0,0.00402138
54,0,0,0,0,0,0.0278934,0.0588574,0,0,0,0.0368498,0,0.0272135,0.063191,0,0,0.0238713,0,0,0.0438499,0.0527919,0.0233191,0.032955,0.0296231,0.0597823,0.0469192,0.0422125,0.0600407,0.0492018,0.0130971,0.0533736,0.0572612,0.0318102,0.0298419,0.00782671,0.0324086,0.0139796,0.0225518,0.0234981,0,0.0276459,0.0411349,0.0441201,0,0,0.0207366,0,0,0.0237904,0.0764353,0.0313495,0.0163607,0.0284193,0.0590641,0.0271906,0.045845,0.0734387,0.0640086,0.0306713,0.0268576,0.0149288,0.0324657,0.0679067,0.0383536,0.006621,0.0191068,0.0529891,0.0523558,0,0,0,0.00385025
55,0,0,0,0,0,0.0270819,0.0589364,0,0,0,0.0343955,0,0.0260073,0.0634758,0,0,0.0244935,0,0,0.0433699,0.053625,0.0222881,0.0322038,0.0293453,0.059474,0.0463203,0.0407349,0.0589021,0.049192,0.0131784,0.0541981,0.0579941,0.0326971,0.0307692,0.00646427,0.0317827,0.0144362,0.0227046,0.0195749,0,0.031016,0.041037,0.0449227,0,0,0.0198416,0,0,0.0245298,0.0756877,0.0337643,0.0170989,0.0284096,0.0597267,0.0273014,0.0463704,0.0751352,0.0652959,0.0305189,0.0243621,0.0194539,0.0312928,0.0601296,0.0386412,0.00610319,0.0189234,0.0530018,0.0518706,0,0,0,0.00843598
56,0,0,0,0,0,0.0269635,0.0592681,0,0,0,0.0350803,0,0.0254677,0.0643068,0,0,0.0240917,0,0,0.0438519,0.0536344,0.0231748,0.032048,0.028531,0.058662,0.045702,0.0400634,0.0588084,0.0493991,0.0126327,0.0539842,0.0578559,0.0324179,0.030498,0.00645875,0.0316221,0.0140283,0.0217637,0.0198568,0,0.0306853,0.0407206,0.0449308,0,0,0.0196539,0,0,0.0248129,0.0758025,0.0322621,0.017804,0.0277973,0.0598259,0.0274553,0.0473938,0.0757112,0.0655352,0.0312746,0.024652,0.0197207,0.031271,0.0594501,0.0385298,0.00582289,0.0190634,0.0534124,0.0512754,0,0,0,0.00801987
57,0,0,0,0,0,0.0272579,0.0591228,0,0,0,0.0352575,0,0.0248101,0.0643338,0,0,0.0237199,0,0,0.0437753,0.0543228,0.022756,0.0319349,0.0278756,0.0582118,0.0457339,0.0391956,0.0583508,0.0496856,0.013182,0.0543922,0.0581099,0.0327422,0.0310209,0.00622459,0.0319381,0.0140077,0.0216422,0.0193436,0,0.0310718,0.0412982,0.0446991,0,0,0.019857,0,0,0.0245311,0.0757061,0.0319177,0.0172243,0.0276853,0.0593649,0.027478,0.0472186,0.0755645,0.0652513,0.0312419,0.0248421,0.0201588,0.0315387,0.0580936,0.038433,0.00609699,0.0191621,0.053379,0.0513607,0,0,0,0.00803818
58,0,0,0,0,0,0.0272152,0.0591242,0,0,0,0.0358254,0,0.0244276,0.0645527,0,0,0.0234189,0,0,0.0438273,0.0545779,0.0228266,0.0318325,0.0273219,0.0573945,0.0454057,0.0385994,0.0580992,0.0499107,0.0133414,0.0546134,0.0583301,0.0328693,0.0312543,0.00630237,0.0319466,0.0138922,0.0213394,0.0189437,0,0.030734,0.0416416,0.0446594,0,0,0.0197729,0,0,0.0244913,0.075733,0.0309822,0.0171266,0.0269541,0.0590688,0.0274226,0.0473688,0.0754863,0.06484,0.0315699,0.0249758,0.0203505,0.0318167,0.0565055,0.0385068,0.0060662,0.0191322,0.0535245,0.0510639,0,0,0,0.00752889
59,0,0,0,0,0,0.0272404,0.0591529,0,0,0,0.0364619,0,0.024087,0.0647031,0,0,0.0231214,0,0,0.0438773,0.0548656,0.0228947,0.031692,0.0269092,0.0566142,0.0450695,0.037981,0.0577962,0.0500991,0.0135736,0.0548718,0.0585505,0.0330381,0.0315288,0.0064354,0.0319815,0.0137773,0.0210414,0.0184934,0,0.0306818,0.0420907,0.044601,0,0,0.019684,0,0,0.024409,0.0757514,0.0296048,0.0170904,0.0264213,0.0587387,0.0272688,0.0474326,0.0752933,0.0645766,0.031788,0.0251556,0.0204871,0.0320224,0.0542212,0.038597,0.00600377,0.0190335,0.0537033,0.050865,0,0,0,0.00702832
60,0,0,0,0,0,0.0272499,0.0591546,0,0,0,0.037187,0,0.023816,0.0647253,0,0,0.022844,0,0,0.0438961,0.0552633,0.0228838,0.0315207,0.0265833,0.0559618,0.0447452,0.0373447,0.057425,0.0502222,0.0137695,0.0551312,0.0587655,0.0332029,0.0317732,0.00664544,0.0320265,0.0136427,0.0207707,0.018051,0,0.0307603,0.0426686,0.0445816,0,0,0.019614,0,0,0.0243091,0.0757139,0.0283371,0.017136,0.0262029,0.0583485,0.0270967,0.0475286,0.0750929,0.0644176,0.0322776,0.0255344,0.0204999,0.0325035,0.0512268,0.0387196,0.00599313,0.018885,0.0538895,0.0507845,0,0,0,0.00669955
61,0,0,0,0,0,0.0272633,0.0591609,0,0,0,0.0378675,0,0.0236537,0.0646345,0,0,0.0225517,0,0,0.0439279,0.0557211,0.0227822,0.0313438,0.0263358,0.0554844,0.0444636,0.0367101,0.056989,0.0503037,0.0138164,0.0553958,0.0589659,0.033361,0.0320119,0.0070884,0.0320766,0.013486,0.0205524,0.0178946,0,0.0305854,0.0432925,0.0445692,0,0,0.0195831,0,0,0.0241946,0.0756194,0.027056,0.0170723,0.0257288,0.0578659,0.0269248,0.0475834,0.0748601,0.0643488,0.0329753,0.0260223,0.0204817,0.033136,0.0476774,0.038863,0.00597777,0.0186885,0.0541106,0.050753,0,0,0,0.00661692
62,0,0,0,0,0,0.0273619,0.0591043,0,0,0,0.0386334,0,0.0233298,0.0643596,0,0,0.0224842,0,0,0.0442975,0.0561449,0.02245,0.0316719,0.0261288,0.055754,0.0448647,0.0359085,0.0565243,0.0503288,0.0139631,0.0556818,0.0591506,0.033579,0.0322665,0.00763166,0.031985,0.01337,0.0206265,0.0205939,0,0.0277648,0.0431479,0.0443099,0,0,0.0197979,0,0,0.0240733,0.0757275,0.025806,0.015881,0.028431,0.0570437,0.0270155,0.0465844,0.0764038,0.0647445,0.0319064,0.0249467,0.0228541,0.0326398,0.0372108,0.0387514,0.00595513,0.0187669,0.0540977,0.0514164,0,0,0,0.00616671
63,0,0,0,0,0,0.0273964,0.0592094,0,0,0,0.039157,0,0.0231772,0.0641225,0,0,0.0223572,0,0,0.0444072,0.0564702,0.0223772,0.0315765,0.0260096,0.0556638,0.0447027,0.0353778,0.0561269,0.0503175,0.014465,0.0559074,0.0593775,0.0337317,0.0324357,0.0080305,0.0320703,0.0133352,0.0204373,0.0223326,0,0.0273323,0.0435528,0.0442283,0,0,0.0197305,0,0,0.0239221,0.0757415,0.0241587,0.0159254,0.0282661,0.0565144,0.026838,0.0460456,0.0757955,0.0647413,0.0325647,0.0256057,0.0225138,0.033573,0.0327142,0.038961,0.00595711,0.0185241,0.0542806,0.0515146,0,0,0,0.00571927
64,0,0,0,0,0,0.0275729,0.0595497,0,0,0,0.0404224,0,0.0229649,0.0635107,0,0,0.024657,0,0,0.0433649,0.0566708,0.0207122,0.0314374,0.0263245,0.0556477,0.0450458,0.0352402,0.0556325,0.0499129,0.0147957,0.0562994,0.0597792,0.0340832,0.0327304,0.00930158,0.0314873,0.0128792,0.0194127,0.0242393,0,0.027346,0.0439382,0.0438742,0,0,0.0201467,0,0,0.0234996,0.0757204,0.0228036,0.0161355,0.0282312,0.0560636,0.0271232,0.045534,0.0750952,0.0647706,0.0333072,0.0263084,0.0221762,0.0346688,0.0287074,0.0392496,0.00718366,0.0173635,0.0545764,0.0515134,0,0,0,0.00562117
