Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,
193,0,0,0,0,0.0301084,0.0607331,0,0,0,0.0332962,0,0.0259465,0.0572349,0,0,0.0236295,0,0,0.0445073,0.0527079,0.0187408,0.0374579,0.0239777,0.0641427,0.0490862,0.0437142,0.0632609,0.0497277,0.0158923,0.0543407,0.0579614,0.0309888,0.0318166,0.00949235,0.0329149,0.0144076,0.0225808,0.0204081,0,0.02495,0.0415311,0.0442052,0,0,0.0212323,0,0,0.0234045,0.0752481,0.0280174,0.0143771,0.0268053,0.0573342,0.0299664,0.0452195,0.0735115,0.0653791,0.0308883,0.0224312,0,0,0.0275253,0.0481085,0.037494,0.00718375,0.0203859,0.0566235,0.0500904,0,0,0,0
194,0,0,0,0,0.0302867,0.0606287,0,0,0,0.0331591,0,0.0259262,0.0579484,0,0,0.0238379,0,0,0.044415,0.0531489,0.018774,0.0366842,0.0240241,0.0635073,0.0494242,0.0435234,0.0630229,0.0496497,0.0159335,0.0541479,0.0576036,0.0308594,0.0316513,0.00920632,0.0329707,0.0143547,0.0226845,0.0202503,0,0.0262799,0.0415571,0.0439692,0,0,0.0211625,0,0,0.0232554,0.0752645,0.0286891,0.0145212,0.0273229,0.0581903,0.0293156,0.0452893,0.0735605,0.0649937,0.0304176,0.0229589,0,0,0.0280258,0.0505227,0.0377667,0.00716824,0.0200848,0.0566623,0.0500756,0,0,0,0
195,0,0,0,0,0.0304277,0.0604742,0,0,0,0.0328278,0,0.0259649,0.0586188,0,0,0.0240174,0,0,0.0442451,0.0535549,0.0190824,0.0359311,0.0241993,0.0629588,0.0497484,0.0431637,0.0627307,0.0495746,0.0159741,0.0538272,0.0572206,0.0306967,0.0315227,0.00893804,0.0330088,0.0142925,0.022757,0.0199763,0,0.0259913,0.0414799,0.0437425,0,0,0.0210733,0,0,0.023148,0.0751767,0.0295336,0.0147992,0.0279232,0.0589825,0.0287763,0.0452316,0.0735337,0.0646555,0.0300272,0.0233464,0,0,0.0286506,0.0535221,0.038037,0.00706914,0.0197767,0.0566724,0.0500563,0,0,0,0
196,0,0,0,0,0.0305016,0.060335,0,0,0,0.0325008,0,0.0261097,0.0592329,0,0,0.0241201,0,0,0.0440514,0.0537932,0.0191888,0.0353578,0.0243789,0.0625423,0.04999,0.0427583,0.062413,0.049577,0.0159133,0.0534863,0.0569745,0.0304878,0.0313277,0.00869011,0.033035,0.0141658,0.0228428,0.0198376,0,0.0249565,0.0413442,0.0436145,0,0,0.0209445,0,0,0.0230372,0.0752509,0.0304083,0.0152235,0.0284694,0.0596301,0.0283799,0.0452345,0.0735826,0.0643673,0.0296838,0.0237658,0,0,0.0292028,0.0567916,0.038263,0.00697475,0.0194624,0.0567138,0.0500754,0,0,0,0
197,0,0,0,0,0.0304938,0.0601941,0,0,0,0.0319959,0,0.0263786,0.0598377,0,0,0.0241628,0,0,0.0438975,0.0540026,0.019199,0.0349205,0.0247371,0.0622261,0.0501974,0.0423132,0.0620045,0.0495999,0.0157511,0.0531906,0.0567274,0.0302939,0.0310152,0.00842094,0.033023,0.0140828,0.0228843,0.0207243,0,0.0251961,0.0412584,0.0435558,0,0,0.0208344,0,0,0.0230079,0.0755646,0.0314922,0.0155544,0.0290567,0.0600501,0.0281753,0.0450917,0.0734732,0.0640005,0.0293209,0.024118,0,0.00687623,0.0297354,0.0610023,0.0384101,0.00695942,0.0192129,0.0567788,0.0500519,0,0,0,0
198,0,0,0,0,0.0304694,0.0601484,0,0,0,0.0316776,0,0.026489,0.0605229,0,0,0.0241315,0,0,0.043769,0.0542057,0.0190498,0.0345367,0.025023,0.0619398,0.0501358,0.041897,0.0617119,0.0496488,0.015759,0.0529964,0.0564509,0.0301731,0.0307438,0.00822387,0.0330092,0.0140383,0.0228774,0.0220331,0,0.0268904,0.0411046,0.0434934,0,0,0.0207683,0,0,0.0229748,0.075834,0.032295,0.0157912,0.0293161,0.0601385,0.0280849,0.045311,0.0737278,0.0637559,0.0291266,0.024434,0,0.00689314,0.0300921,0.0643807,0.0385215,0.00697412,0.0190008,0.0568234,0.0499517,0,0,0,0
199,0,0,0,0,0.030401,0.0601674,0,0,0,0.0314074,0,0.0265616,0.0611855,0,0,0.0240475,0,0,0.043686,0.0545615,0.0189016,0.0341433,0.0252962,0.0615561,0.0499877,0.0414948,0.0613738,0.0496757,0.0156659,0.0527976,0.0562029,0.030076,0.0304635,0.00807212,0.032987,0.0140333,0.022751,0.0232773,0,0.0280616,0.0410301,0.0434736,0,0,0.0207765,0,0,0.0229539,0.076049,0.0330482,0.01597,0.0295347,0.0600887,0.0280725,0.0455846,0.0739853,0.0635325,0.0290886,0.0249836,0,0.00669205,0.0306513,0.0676475,0.0385914,0.00701658,0.0188514,0.056862,0.0497989,0,0,0,0
200,0,0,0,0,0.030292,0.0602381,0,0,0,0.0311968,0,0.0266076,0.0617754,0,0,0.02393,0,0,0.0436444,0.0549701,0.0187342,0.0337432,0.0255335,0.0610246,0.0498048,0.0410735,0.0610187,0.0496739,0.0154652,0.052577,0.0559408,0.029946,0.0301562,0.00795144,0.0329646,0.0140935,0.0224923,0.0243516,0,0.0283118,0.0410834,0.0434961,0,0,0.0208345,0,0,0.022969,0.0761506,0.0338431,0.0160666,0.0298525,0.059989,0.028121,0.0459073,0.0742555,0.0633527,0.0291955,0.0256336,0,0.00652782,0.0313063,0.0704146,0.0386249,0.00702603,0.0187617,0.0568947,0.0495869,0,0,0,0
201,0,0,0,0,0.0295223,0.0604308,0,0,0,0.0294484,0,0.0259629,0.0625759,0,0,0.0243133,0,0,0.0434227,0.0556359,0.018396,0.0330679,0.0253997,0.0598499,0.0490956,0.039912,0.0603226,0.0496662,0.0148067,0.0527478,0.0561196,0.0301237,0.0302952,0.00861631,0.0323063,0.014424,0.0219987,0.0206704,0,0.0317853,0.0406191,0.0442806,0,0,0.0201349,0,0,0.0237926,0.075222,0.0373794,0.0172268,0.0303832,0.0608967,0.0284213,0.0472197,0.0769717,0.0652287,0.0294333,0.0237476,0,0.0103756,0.03007,0.0628029,0.0387125,0.00640488,0.0187353,0.0569772,0.0488006,0,0,0,0
202,0,0,0,0,0.0300578,0.0603557,0,0,0,0.0312401,0,0.026552,0.0626718,0,0,0.0237118,0,0,0.0436913,0.0557726,0.0182092,0.0332158,0.0255902,0.0597415,0.0494503,0.0402586,0.0603966,0.0496428,0.0150465,0.0522394,0.0556954,0.0296414,0.0298392,0.00769725,0.0328142,0.01439,0.0218975,0.0258936,0,0.028503,0.0413203,0.043613,0,0,0.020804,0,0,0.0228495,0.0761215,0.0347943,0.015381,0.0300833,0.0598605,0.0282583,0.0466115,0.0746823,0.0630602,0.0296981,0.0266437,0,0.00633187,0.032368,0.0737137,0.0386503,0.00686357,0.0186371,0.0567813,0.0490645,0,0,0,0
203,0,0,0,0,0.0292743,0.0604018,0,0,0,0.0291076,0,0.0261143,0.0632791,0,0,0.0234054,0,0,0.0437846,0.0559178,0.0185082,0.0326276,0.0256972,0.0585627,0.0483868,0.0390765,0.059536,0.049662,0.0144123,0.0523511,0.0557382,0.0298266,0.029868,0.00857641,0.0324398,0.0138767,0.0224291,0.0208014,0,0.0314026,0.0410996,0.0445426,0,0,0.0203085,0,0,0.0235936,0.0749876,0.037364,0.0166415,0.0302899,0.0608278,0.0284894,0.0479939,0.0776024,0.0650717,0.0301595,0.024471,0,0.0107854,0.0309319,0.0636225,0.0386451,0.00630856,0.018543,0.0567124,0.0483395,0,0,0,0
204,0,0,0,0,0.0299019,0.0602805,0,0,0,0.0307601,0,0.0267375,0.0631734,0,0,0.022747,0,0,0.0440809,0.0558063,0.0184027,0.0326867,0.0261581,0.0585594,0.0485489,0.0394854,0.0595582,0.0495025,0.0147335,0.0519892,0.0553806,0.0295042,0.0294857,0.00750433,0.0329796,0.0136227,0.0225574,0.024969,0,0.0283204,0.0418753,0.0438296,0,0,0.0210682,0,0,0.0227442,0.0758085,0.033777,0.0150277,0.0295867,0.0595824,0.0283752,0.0469416,0.0749377,0.06286,0.0305671,0.0272783,0,0.00656573,0.033287,0.0722601,0.0385777,0.0068376,0.0184846,0.0564979,0.0487297,0,0,0,0
205,0,0,0,0,0.0298467,0.0602504,0,0,0,0.0307731,0,0.026785,0.063213,0,0,0.022678,0,0,0.0442231,0.0561151,0.0183463,0.0325138,0.0262499,0.0582949,0.0482556,0.0392575,0.0592582,0.0494242,0.0147569,0.0519553,0.0553316,0.0294886,0.0294862,0.00738479,0.0329164,0.0138494,0.0223231,0.0233355,0,0.0285928,0.0421452,0.0438773,0,0,0.0210407,0,0,0.0227305,0.0755523,0.0325053,0.0150059,0.0289876,0.0592949,0.02832,0.0469311,0.0749672,0.0628932,0.0310404,0.0274257,0,0.00672664,0.0336154,0.069402,0.0386175,0.00686183,0.0184502,0.0563236,0.0486911,0,0,0,0
206,0,0,0,0,0.0297876,0.0602035,0,0,0,0.0309598,0,0.0268677,0.0631132,0,0,0.0226231,0,0,0.0443923,0.0564643,0.0184012,0.0323485,0.0263328,0.0581461,0.0480508,0.0391146,0.0588945,0.0493221,0.0148784,0.0519538,0.0553439,0.0295094,0.0295598,0.00722376,0.0328467,0.0140132,0.0221676,0.0211344,0,0.028782,0.042458,0.0439184,0,0,0.0210381,0,0,0.0227249,0.0752503,0.030887,0.0150031,0.0282207,0.0589767,0.028206,0.0467338,0.0748436,0.0629602,0.0315894,0.0274455,0,0.00708189,0.0338579,0.0651485,0.0386614,0.00685037,0.0183655,0.0561421,0.048668,0,0,0,0
207,0,0,0,0,0.0297702,0.0601492,0,0,0,0.0313695,0,0.0268739,0.0628369,0,0,0.0228125,0,0,0.0443751,0.0567532,0.0183269,0.032349,0.0262983,0.0581428,0.0480288,0.0389715,0.0585886,0.0491763,0.015036,0.0520033,0.0554406,0.0295953,0.0296026,0.00694187,0.0326925,0.014314,0.0218175,0.0189595,0,0.0287915,0.0427566,0.0438773,0,0,0.0208007,0,0,0.0227685,0.0749627,0.0292675,0.0148562,0.027437,0.0586078,0.0280605,0.0463323,0.0745733,0.0629672,0.0322211,0.0273648,0,0.0076224,0.0341048,0.059592,0.0387915,0.00682992,0.018295,0.0559751,0.0486619,0,0,0,0
208,0,0,0,0,0.0297285,0.0600709,0,0,0,0.0316788,0,0.02695,0.0625488,0,0,0.0227349,0,0,0.0442941,0.0570955,0.0183663,0.032298,0.0264115,0.0581224,0.0479374,0.0386918,0.058166,0.0489946,0.0151364,0.0521381,0.0555385,0.0297087,0.0295662,0.00670553,0.0326773,0.0142648,0.0218191,0.0174861,0,0.0286916,0.0432216,0.0438241,0,0,0.0206146,0,0,0.0227005,0.0745935,0.0273911,0.0147785,0.0265562,0.0582381,0.0280193,0.0459041,0.074233,0.0630869,0.0330871,0.0273051,0,0.00810397,0.0344735,0.0529308,0.0389086,0.00685216,0.0181392,0.0558658,0.0486851,0,0,0,0
209,0,0,0,0,0.0296693,0.0599833,0,0,0,0.0320262,0,0.0270376,0.0621639,0,0,0.0226416,0,0,0.044189,0.0574573,0.0184506,0.0323037,0.0265588,0.0580832,0.047928,0.038397,0.0576505,0.0487657,0.0152179,0.0523391,0.0556663,0.0298782,0.0296161,0.00650901,0.0326652,0.0142368,0.0218089,0.0175445,0,0.028616,0.0437553,0.0437836,0,0,0.0205807,0,0,0.022623,0.0742235,0.0253689,0.0147851,0.0258134,0.0578981,0.0278531,0.0455255,0.0737315,0.0632896,0.0340349,0.0273234,0,0.00877721,0.0349714,0.0456726,0.0390645,0.00687333,0.0179186,0.055805,0.0487201,0,0,0,0
210,0,0,0,0,0.0296665,0.059865,0,0,0,0.0324636,0,0.0271345,0.0617298,0,0,0.022523,0,0,0.0439682,0.0580667,0.0185769,0.0322232,0.0267514,0.0579891,0.0479542,0.0381655,0.057089,0.0484894,0.015499,0.0525471,0.0557934,0.0300186,0.029582,0.00635876,0.0326963,0.0141721,0.0217614,0.0194073,0,0.028595,0.0443082,0.0437577,0,0,0.0205243,0,0,0.0225265,0.0738997,0.0233769,0.0149201,0.0254803,0.0575837,0.0275616,0.0451692,0.0730687,0.0635369,0.0350599,0.0274859,0,0.0098623,0.0355378,0.0382898,0.039262,0.00686376,0.0176788,0.0557563,0.0487026,0,0,0,0
211,0,0,0,0,0.0297294,0.0597584,0,0,0,0.0328658,0,0.027279,0.061278,0,0,0.0225295,0,0,0.0437682,0.0587248,0.0187444,0.0320768,0.0270287,0.057686,0.047878,0.037797,0.0565604,0.0482113,0.0157587,0.0526578,0.0558777,0.0301636,0.0295404,0.00618995,0.0327324,0.0142376,0.0216056,0.0225052,0,0.0288269,0.0449492,0.0436944,0,0,0.0202996,0,0,0.0224274,0.0735988,0.0217234,0.0152261,0.0252737,0.0572115,0.0272895,0.044805,0.072269,0.0638356,0.0359958,0.0277874,0,0.0111432,0.0361138,0.0314668,0.0394635,0.00677575,0.0174872,0.0557675,0.0486747,0,0,0,0
212,0,0,0,0,0.0297057,0.0597174,0,0,0,0.0329558,0,0.0274445,0.0608697,0,0,0.0221525,0,0,0.0438123,0.0595373,0.0189356,0.0319338,0.0273478,0.0571561,0.047581,0.0374716,0.0560621,0.0479197,0.0159026,0.0525756,0.0559526,0.0303303,0.0295702,0.00597163,0.0329465,0.0138607,0.0219237,0.0261811,0,0.0290904,0.0455261,0.0436707,0,0,0.020527,0,0,0.0219961,0.0734247,0.0203211,0.015669,0.0252485,0.0568136,0.0271753,0.0444703,0.0714255,0.0641447,0.036767,0.0282158,0,0.0118777,0.0366824,0.0253014,0.0395758,0.00672754,0.0169712,0.0558265,0.0486551,0,0,0,0
213,0,0,0,0,0.0297316,0.0597111,0,0,0,0.0330212,0,0.0275689,0.0604831,0,0,0.0220388,0,0,0.0437801,0.060172,0.0191389,0.0318027,0.0276961,0.0564358,0.0473087,0.0372212,0.0555309,0.0476567,0.0160098,0.0526632,0.0560251,0.0305054,0.0295396,0.0057978,0.0329926,0.0138467,0.0218625,0.0295392,0,0.0294508,0.0460715,0.0435964,0,0,0.0203716,0,0,0.0218608,0.0733256,0.0190312,0.016229,0.025306,0.0563674,0.0269046,0.0442054,0.0706142,0.0644464,0.0374583,0.0287068,0,0.0126475,0.0372314,0.0202747,0.0397852,0.00670225,0.0167543,0.0558393,0.0485567,0,0,0,0
214,0,0,0,0,0.0297576,0.0596938,0,0,0,0.0331834,0,0.027666,0.0601574,0,0,0.0219256,0,0,0.0437167,0.0605556,0.0193379,0.0316707,0.0280507,0.0555745,0.0471047,0.0369477,0.0549667,0.0474337,0.01615,0.0527266,0.0561005,0.030642,0.0294918,0.00567277,0.0330583,0.0138914,0.0217594,0.031807,0,0.0302127,0.0466395,0.0436157,0,0,0.0201685,0,0,0.0217536,0.0731399,0.0179826,0.0168969,0.0253023,0.0560793,0.026629,0.0440055,0.0697012,0.0647632,0.0381033,0.0292728,0,0.0136633,0.0377611,0.0171163,0.0399749,0.00664695,0.0165977,0.0557751,0.0483159,0,0,0,0
215,0,0,0,0,0.0298504,0.0596418,0,0,0,0.0339965,0,0.0273145,0.0600149,0,0,0.0218584,0,0,0.0436909,0.0607978,0.0197346,0.031546,0.028213,0.0549241,0.0470002,0.0366678,0.0545583,0.0472012,0.0162769,0.0529744,0.0562898,0.0307493,0.029347,0.00552603,0.0331324,0.0139321,0.0216399,0.0332448,0,0.0310402,0.0470668,0.0436513,0,0,0.0199163,0,0,0.0216696,0.0729505,0.0174653,0.0175457,0.02536,0.0559144,0.026308,0.0438124,0.0688384,0.065108,0.0387055,0.0298638,0,0.0146348,0.0382673,0.0150555,0.0401524,0.00667093,0.0164503,0.0556773,0.0481427,0,0,0,0
216,0,0,0,0,0.0299545,0.0596099,0,0,0,0.0350655,0,0.0266338,0.0600046,0,0,0.02178,0,0,0.0436525,0.0610751,0.0204562,0.0313783,0.0283474,0.0543403,0.0468105,0.0364054,0.0541899,0.0469965,0.0164186,0.0531148,0.0565034,0.0308434,0.0291319,0.00564308,0.0331995,0.0139522,0.0214705,0.0338098,0,0.0318406,0.0474117,0.0436615,0,0,0.0196769,0,0,0.0216178,0.0728133,0.0175016,0.0181049,0.0254617,0.0556561,0.0260852,0.0435684,0.0679368,0.0652638,0.039345,0.0304228,0,0.015401,0.0387272,0.0142614,0.0403148,0.00671557,0.0163068,0.0555663,0.048078,0,0,0,0
217,0,0,0,0,0.030012,0.0596189,0,0,0,0.0356777,0,0.0259513,0.0604513,0,0,0.0217512,0,0,0.0435667,0.0609943,0.0209065,0.0313047,0.0284182,0.0537341,0.0465148,0.0361768,0.0539988,0.0468183,0.0161605,0.0531124,0.0566234,0.0309528,0.0287959,0.0058214,0.033202,0.0139137,0.0213565,0.0369535,0,0.0355627,0.0470499,0.0437164,0,0,0.019508,0,0,0.021631,0.0729761,0.0218223,0.0183553,0.0248467,0.0554837,0.0260316,0.0429867,0.0671267,0.0651127,0.039204,0.0295495,0,0.0168522,0.0373126,0.0111883,0.0403754,0.00674879,0.0162802,0.0554562,0.0480712,0,0,0,0
218,0,0,0,0,0.0300186,0.0596305,0,0,0,0.0362117,0,0.0256017,0.060647,0,0,0.0216762,0,0,0.0434928,0.0612546,0.0211066,0.0310225,0.0285178,0.0531249,0.0462838,0.0359522,0.0537382,0.0466986,0.016175,0.0532148,0.0566605,0.0310887,0.0286883,0.00597799,0.0332392,0.0137878,0.0212347,0.0371492,0,0.0356788,0.0472688,0.0437776,0,0,0.0193993,0,0,0.0215869,0.072965,0.0226463,0.0186587,0.0249854,0.0553529,0.0258651,0.0425473,0.0666062,0.0647882,0.0396267,0.0298325,0,0.016828,0.0375606,0.0115847,0.0404857,0.00675839,0.0161553,0.0553738,0.0479455,0,0,0,0
219,0,0,0,0,0.0299986,0.0596672,0,0,0,0.0362282,0,0.02557,0.0609336,0,0,0.0215993,0,0,0.0434757,0.0614948,0.020907,0.0306781,0.0285679,0.0525233,0.0460017,0.0357827,0.0535531,0.0466332,0.0161786,0.053355,0.0566125,0.0312296,0.0288859,0.00591776,0.0332776,0.0136255,0.0212674,0.0371168,0,0.0358679,0.0474544,0.0437826,0,0,0.0193845,0,0,0.0215154,0.0730569,0.0236998,0.0187929,0.0250464,0.0553271,0.0257236,0.0421009,0.0663212,0.0643012,0.0397789,0.0300055,0,0.0164996,0.0377426,0.0124177,0.0405784,0.00678324,0.0160297,0.0553181,0.0478234,0,0,0,0
220,0,0,0,0,0.0300578,0.0596795,0,0,0,0.0361018,0,0.0257052,0.0613077,0,0,0.0218432,0,0,0.0433057,0.0617145,0.02051,0.0302373,0.0286447,0.0519157,0.0459005,0.0356505,0.0534372,0.0466813,0.0161706,0.0534444,0.0566045,0.0313842,0.0293011,0.00599296,0.0331846,0.0140651,0.0208073,0.0367892,0,0.0359228,0.0476273,0.0437665,0,0,0.0190064,0,0,0.0217078,0.0732601,0.0247311,0.0188019,0.0251775,0.0553657,0.0255914,0.0417137,0.066249,0.0637595,0.0396246,0.0300605,0,0.0160565,0.0378348,0.0135806,0.0407386,0.00681169,0.0161831,0.0552766,0.0477782,0,0,0,0
221,0,0,0,0,0.0300469,0.059706,0,0,0,0.0356673,0,0.0261584,0.0617329,0,0,0.0217616,0,0,0.043196,0.0618501,0.0198418,0.0298056,0.0287101,0.0513701,0.0457475,0.0355366,0.0533569,0.0467767,0.0160631,0.0535189,0.0564966,0.031566,0.0300051,0.0062564,0.0332297,0.0141117,0.0206303,0.0359731,0,0.035804,0.0476378,0.0437983,0,0,0.0189514,0,0,0.0216534,0.073561,0.0254319,0.0186992,0.0252685,0.0554798,0.0255591,0.0414726,0.0663703,0.0632234,0.0391412,0.0299438,0,0.0157067,0.0377614,0.0150665,0.0408479,0.00687559,0.0159949,0.0552456,0.0477617,0,0,0,0
222,0,0,0,0,0.0300231,0.0597371,0,0,0,0.0360276,0,0.0257412,0.0622395,0,0,0.0216611,0,0,0.0431898,0.0618175,0.0195013,0.0293141,0.0285521,0.0508665,0.0456121,0.035389,0.0533639,0.0468179,0.0159626,0.053555,0.0565079,0.0316054,0.0300305,0.00672639,0.0332697,0.0142136,0.0204926,0.0348503,0,0.0358016,0.0475702,0.0438192,0,0,0.0189024,0,0,0.021576,0.0737645,0.0253953,0.0184955,0.0253209,0.0556128,0.0255559,0.0413894,0.0666595,0.0627515,0.0384428,0.0295721,0,0.0154328,0.037496,0.0165529,0.0409323,0.00699126,0.015802,0.0552354,0.047778,0,0,0,0
223,0,0,0,0,0.0300597,0.0598289,0,0,0,0.0367116,0,0.0249789,0.062713,0,0,0.0215567,0,0,0.0431421,0.0616395,0.0191139,0.0287531,0.028191,0.0503481,0.0453379,0.0352064,0.0534441,0.0468447,0.0158264,0.0534733,0.0565875,0.0316251,0.0300167,0.00745344,0.0332861,0.0141534,0.0204414,0.0335561,0,0.0361512,0.0474687,0.0438405,0,0,0.0188309,0,0,0.0214823,0.0737489,0.0243973,0.0182574,0.0251937,0.0557747,0.0255748,0.0414984,0.0670465,0.0623504,0.0376986,0.0289302,0,0.0148744,0.0370796,0.0178509,0.0410311,0.00708918,0.0156297,0.0552897,0.0477386,0,0,0,0
224,0,0,0,0,0.0301519,0.0599257,0,0,0,0.0377013,0,0.024129,0.0631046,0,0,0.0214069,0,0,0.0430757,0.0614107,0.0185741,0.0281982,0.0277235,0.0498497,0.0450041,0.0350444,0.0535826,0.046916,0.015708,0.0535091,0.0567233,0.031659,0.0301529,0.00845784,0.0333091,0.014035,0.0204373,0.0323865,0,0.0366491,0.0474089,0.043896,0,0,0.0187945,0,0,0.021467,0.0735378,0.0232575,0.0180999,0.024922,0.0559185,0.025552,0.0416933,0.0673139,0.0620662,0.0371817,0.0282643,0,0.0138327,0.0366978,0.0186911,0.0411535,0.00713383,0.0155308,0.0553422,0.0476456,0,0,0,0
225,0,0,0,0,0.0302782,0.0600171,0,0,0,0.039192,0,0.023337,0.0630163,0,0,0.0212406,0,0,0.0429914,0.0614667,0.0180468,0.0275882,0.0272001,0.0493803,0.0447357,0.0349463,0.0536259,0.0470094,0.016002,0.0537536,0.0569749,0.031699,0.0304296,0.0100171,0.0333933,0.0139956,0.0203452,0.0288905,0,0.0333261,0.0480377,0.043942,0,0,0.0187189,0,0,0.0214257,0.0730026,0.0169567,0.0184823,0.0253589,0.0557287,0.0253506,0.0419512,0.0674117,0.061886,0.037578,0.0293095,0,0.011685,0.0382054,0.0218748,0.0413977,0.00717715,0.0153063,0.0553857,0.0475697,0,0,0,0
226,0,0,0,0,0.0302103,0.0600687,0,0,0,0.0405873,0,0.0223763,0.0630535,0,0,0.0210722,0,0,0.0429114,0.0611562,0.0174531,0.0271131,0.0265099,0.0487782,0.0444135,0.0349901,0.0538218,0.047095,0.0162294,0.0538513,0.0573417,0.0317513,0.0307446,0.0115307,0.0335229,0.0139987,0.0201366,0.0275512,0,0.0325674,0.0482544,0.0440014,0,0,0.0186253,0,0,0.0213094,0.0725899,0.015452,0.0190075,0.0253877,0.0557999,0.0252109,0.0416738,0.0671711,0.0617983,0.0371457,0.0293711,0,0.0117867,0.0379358,0.0210912,0.0416311,0.00716708,0.0150791,0.0554084,0.0475318,0,0,0,0
227,0,0,0,0,0.0300544,0.0600746,0,0,0,0.0421139,0,0.0213361,0.0628366,0,0,0.0208275,0,0,0.0427682,0.0609623,0.0169806,0.0265904,0.0257606,0.0480821,0.0440852,0.0351159,0.054156,0.0471473,0.0165773,0.053878,0.0577446,0.031831,0.030944,0.0131121,0.0337055,0.0139479,0.0199111,0.0256128,0,0.0314835,0.0487627,0.0440875,0,0,0.0185298,0,0,0.0211972,0.0722415,0.0139944,0.0197025,0.0259536,0.0559248,0.0250237,0.0410987,0.066521,0.0616279,0.0367512,0.029612,0,0.012648,0.0378101,0.019774,0.0418676,0.00714259,0.0148178,0.0554342,0.0474621,0,0,0,0
228,0,0,0,0,0.0301636,0.0600541,0,0,0,0.0438449,0,0.0201637,0.0624291,0,0,0.0205816,0,0,0.0426433,0.0608893,0.0166521,0.0259884,0.0249884,0.0474903,0.0437165,0.0352369,0.0546336,0.0471446,0.0167637,0.0540749,0.058133,0.0319108,0.0311546,0.0147351,0.0338886,0.0139239,0.0197325,0.0240177,0,0.0310064,0.0493957,0.0441765,0,0,0.0184027,0,0,0.0211678,0.0719747,0.0125477,0.0204042,0.0270365,0.0558047,0.0248329,0.040404,0.0658516,0.0615025,0.0367623,0.0295751,0,0.0139723,0.0377057,0.018677,0.0420787,0.0072291,0.0145833,0.0554784,0.0472932,0,0,0,0
229,0,0,0,0,0.0302674,0.0600432,0,0,0,0.0455876,0,0.0187501,0.0618897,0,0,0.020441,0,0,0.042578,0.0607162,0.0164179,0.0253832,0.0241739,0.0471123,0.043392,0.0353602,0.0551034,0.0471206,0.0169185,0.0542924,0.0585457,0.0320582,0.0313836,0.0164837,0.0340544,0.0139054,0.019604,0.0223639,0,0.0310669,0.0499101,0.0442464,0,0,0.0182637,0,0,0.0210171,0.071696,0.0111561,0.0210466,0.0278772,0.0555466,0.0246989,0.0396355,0.0652375,0.0616023,0.0374342,0.0294127,0,0.0153794,0.0376329,0.018677,0.0422255,0.00728154,0.0144268,0.0555785,0.0471436,0,0,0,0
230,0,0,0,0,0.0304784,0.0601131,0,0,0,0.048946,0,0.0165189,0.0610296,0,0,0.0204448,0,0,0.0425369,0.060173,0.0163385,0.0245899,0.0228371,0.04701,0.0431463,0.0354438,0.0559962,0.0471162,0.0169323,0.054758,0.0592147,0.032051,0.0318973,0.0197821,0.0341922,0.0140146,0.0193948,0.0200634,0,0.0310728,0.0500045,0.044263,0,0,0.0180011,0,0,0.0209453,0.0713498,0.0098631,0.0214108,0.027807,0.0555033,0.02451,0.0386224,0.0649473,0.0618664,0.0378266,0.0292131,0,0.0161847,0.0375699,0.0200224,0.0423771,0.00725614,0.0144683,0.0557112,0.0471974,0,0,0,0
231,0,0,0,0,0.0305286,0.0601868,0,0,0,0.0493319,0,0.0153646,0.0608953,0,0,0.020398,0,0,0.0425965,0.0597584,0.0173706,0.0240649,0.0225558,0.0469814,0.0429407,0.0356404,0.0564131,0.0471737,0.0160549,0.0547982,0.059456,0.0319034,0.0317742,0.0200454,0.0342375,0.0139215,0.0195111,0.0175077,0,0.0309853,0.0496655,0.0442992,0,0,0.0179823,0,0,0.0208814,0.0714349,0.00927082,0.0213162,0.0271285,0.0554162,0.0246334,0.0375736,0.064699,0.0618422,0.0372231,0.0290529,0,0.0162897,0.0374288,0.0219877,0.0423271,0.00724125,0.0144983,0.0558093,0.0473812,0,0,0,0
232,0,0,0,0,0.0304419,0.0602012,0,0,0,0.0501758,0,0.0139426,0.0606357,0,0,0.0202745,0,0,0.0425902,0.0590524,0.018759,0.0233925,0.0221175,0.0472209,0.0427951,0.0358861,0.0571004,0.0471962,0.0149624,0.0547398,0.0596743,0.03162,0.0317407,0.0207617,0.0342708,0.0137505,0.0197441,0.0153131,0,0.030435,0.0491501,0.0442851,0,0,0.018062,0,0,0.0209707,0.0713631,0.00917209,0.0210417,0.0267053,0.055378,0.0249087,0.0371256,0.064823,0.061352,0.0355045,0.0286214,0,0.0155205,0.0369601,0.0240229,0.0421925,0.00716945,0.0146251,0.0558808,0.0475581,0,0,0,0
