Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,
153,0,0,0,0,0.030989,0.0604656,0,0,0,0.0298782,0,0.0264843,0.0465684,0,0,0.0209276,0,0,0.0423368,0.0546482,0.0404433,0.0345204,0.0291881,0.0638684,0.0425954,0.0635472,0.0747864,0.0522138,0.0313986,0.0587445,0.0626158,0.0383002,0.037604,0.0250113,0.0348133,0.0139964,0.018839,0.0300991,0,0,0.0559313,0.0457012,0,0,0.0198035,0,0,0.0232918,0.0749759,0.0141356,0.0270358,0.0245822,0.0503013,0.0306538,0.0295248,0.0579096,0,0.0299833,0.0258654,0.0408513,0,0.0327192,0.00714754,0.039601,0.00767673,0.0170989,0.05634,0.0456167,0,0,0,0
154,0,0,0,0,0.0309357,0.0607882,0,0,0,0.0311424,0,0.0267637,0.0459003,0,0,0.0216115,0,0,0.0425979,0.0547136,0.0438871,0.0345446,0.0277661,0.0642694,0.0438575,0.062047,0.0731577,0.0517428,0.0298947,0.0582665,0.0621668,0.0376907,0.0370151,0.0246254,0.034225,0.0155892,0.0174513,0.0286133,0,0,0.0529714,0.0451752,0,0,0.020404,0,0,0.0231132,0.0780901,0.00949619,0.0264807,0.0280228,0.0493843,0.0309981,0.0283572,0.054505,0.0539102,0.027834,0.0297819,0.0375807,0,0.0366333,0.00711864,0.039368,0.00740363,0.0171957,0.0566022,0.0462776,0,0,0,0
155,0,0,0,0,0.0311379,0.0612586,0,0,0,0.0348386,0,0.0245598,0.0485897,0,0,0.0192585,0,0,0.0439866,0.0548651,0.0462288,0.0329234,0.0232432,0.0620949,0.0420968,0.058456,0.0716339,0.0526869,0.0281405,0.0596095,0.0633321,0.0379952,0.0379163,0.0246923,0.0351126,0.012176,0.0191185,0.0290616,0,0,0.0546047,0.0453394,0,0,0.0202256,0,0,0.0230271,0.0765651,0.0129562,0.0266546,0.0262582,0.0487866,0.0310483,0.0287949,0.0562151,0,0.029802,0.0271754,0.0404225,0,0.0339245,0.0073315,0.039553,0.00725972,0.016867,0.0574411,0.0453919,0,0,0,0
156,0,0,0,0,0.0309955,0.0615419,0,0,0,0.0373526,0,0.0233421,0.04773,0,0,0.0191691,0,0,0.0446901,0.0547332,0.0477757,0.0333938,0.0215604,0.0622839,0.0426201,0.056578,0.071255,0.0536158,0.0264979,0.0609158,0.0645925,0.0387075,0.0387853,0.0262599,0.0349562,0.0115433,0.0192907,0.0290504,0,0,0.0529158,0.0449019,0,0,0.0202543,0,0,0.0231,0.0790244,0.0105051,0.0268658,0.028477,0.0477273,0.0310859,0.0281513,0.0534182,0.0530933,0.0269561,0.0301382,0.0372423,0,0.0366577,0.00649548,0.0393466,0.00674355,0.0170003,0.0578728,0.0458091,0,0,0,0
157,0,0,0,0,0.0310049,0.0618799,0,0,0,0.0391081,0,0.0228649,0.0481762,0,0,0.018879,0,0,0.0450741,0.0546528,0.0484055,0.0332185,0.0214322,0.0617047,0.0423176,0.0549345,0.0709836,0.054727,0.025621,0.0616903,0.0655673,0.0389576,0.0392541,0.0271635,0.0350079,0.0112005,0.0190476,0.0297795,0,0,0.0530367,0.044795,0,0,0.0201269,0,0,0.0231328,0.0793393,0.0104349,0.026966,0.0288798,0.0471379,0.0309905,0.0278922,0.0529052,0.0525982,0.0267944,0.0304316,0.0370878,0,0.0367148,0.00585602,0.0393939,0.00641006,0.0169767,0.0582908,0.0457012,0,0,0,0
158,0,0,0,0,0.0310216,0.0622347,0,0,0,0.0396384,0,0.0225645,0.0482582,0,0,0.0200325,0,0,0.0446807,0.0546459,0.0484723,0.0332191,0.021479,0.0614136,0.0428788,0.0540436,0.0706218,0.0551807,0.0252893,0.0620721,0.0660448,0.0390587,0.03927,0.0271222,0.0344778,0.0128805,0.0173059,0.0297917,0,0,0.0532437,0.0446882,0,0,0.0196891,0,0,0.0233279,0.0796302,0.0104775,0.026869,0.0290011,0.046806,0.0308181,0.0277144,0.0524108,0.052153,0.0266488,0.0304222,0.0370155,0,0.0365003,0.0057756,0.0396075,0.00632665,0.0171258,0.0585585,0.0456761,0,0,0,0
159,0,0,0,0,0.0310524,0.0624271,0,0,0,0.0394816,0,0.0224415,0.0479859,0,0,0.0198186,0,0,0.0447672,0.0547076,0.0481712,0.0333108,0.0214539,0.0614387,0.0428154,0.0539286,0.0703062,0.0548581,0.0251561,0.0619132,0.0658931,0.0389795,0.0393796,0.0264844,0.0346095,0.0129152,0.0174047,0.0302892,0,0,0.0535067,0.0447041,0,0,0.0195946,0,0,0.0231997,0.0796162,0.009869,0.0267827,0.0291829,0.0467468,0.0305707,0.0276403,0.0522532,0.052152,0.0266385,0.0303355,0.0370908,0,0.0361637,0.00554465,0.039755,0.00639989,0.0169546,0.058581,0.045737,0,0,0,0
160,0,0,0,0,0.0311149,0.0625181,0,0,0,0.0388106,0,0.0226953,0.0474486,0,0,0.0196907,0,0,0.0446363,0.0548092,0.047151,0.033452,0.0219903,0.0616625,0.0427421,0.0546078,0.0700095,0.053888,0.0252624,0.061192,0.0651386,0.0387014,0.0391643,0.0251721,0.0347769,0.0130455,0.0175996,0.0309859,0,0,0.0538042,0.0447729,0,0,0.0195267,0,0,0.0230383,0.0794767,0.00938269,0.0269357,0.0291468,0.0469855,0.0301985,0.0277246,0.0522394,0.0522813,0.0267159,0.0302459,0.0372805,0,0.0360809,0.00534661,0.0399373,0.00655147,0.0167229,0.0584713,0.0458903,0,0,0,0
161,0,0,0,0,0.0312607,0.06253,0,0,0,0.0375019,0,0.0235533,0.0466919,0,0,0.0196679,0,0,0.044347,0.0548064,0.0451363,0.033712,0.0234051,0.062069,0.0426276,0.0562106,0.0699509,0.0527212,0.0257995,0.0600871,0.0639536,0.0382973,0.0384225,0.0233291,0.0349593,0.0133622,0.0178836,0.0316205,0,0,0.0540938,0.0448791,0,0,0.019435,0,0,0.0228321,0.0792702,0.00904355,0.0271405,0.0289465,0.0473344,0.0297272,0.0278878,0.0523672,0.052423,0.0269114,0.0300494,0.0374934,0,0.0361243,0.00540352,0.0401537,0.00668916,0.0164408,0.0582793,0.0461191,0,0,0,0
162,0,0,0,0,0.0314343,0.0624594,0,0,0,0.0364544,0,0.025294,0.0457233,0,0,0.0198002,0,0,0.0438159,0.0546806,0.0410619,0.0341153,0.0257742,0.0626459,0.0425262,0.0585763,0.0703047,0.0516041,0.0266937,0.0589273,0.062588,0.0380356,0.037745,0.0188841,0.0351898,0.0139223,0.0182489,0.0321123,0,0,0.0541972,0.0450495,0,0,0.0192888,0,0,0.0225685,0.0790875,0.00862843,0.0272737,0.028752,0.0479713,0.0291709,0.0280632,0.052556,0.0525247,0.0269593,0.0298411,0.0376749,0,0.0358098,0.00579628,0.0404115,0.00700518,0.0160872,0.0579372,0.0463728,0,0,0,0
163,0,0,0,0,0.0315872,0.0623497,0,0,0,0.0363625,0,0.02664,0.044602,0,0,0.0201336,0,0,0.0430141,0.0544802,0.0385752,0.034594,0.0296931,0.0632877,0.042604,0.0607124,0.0705693,0.050682,0.0278914,0.0573441,0.0611299,0.0370938,0.0360501,0.0146308,0.0354325,0.0147803,0.0187242,0.0364599,0,0,0.054346,0.0454134,0,0,0.0189865,0,0,0.0223761,0.078315,0.00924177,0.0274453,0.0274614,0.0490229,0.0284827,0.0284253,0.0537008,0.0528174,0.0266221,0.028294,0.0377921,0,0.034156,0.0074635,0.040877,0.00738879,0.0155785,0.0575079,0.046546,0,0,0,0
164,0,0,0,0,0.031843,0.062471,0,0,0,0.0377676,0,0.0273905,0.0441212,0,0,0.0197254,0,0,0.0433064,0.053732,0.0340553,0.0347542,0.0271785,0.0632193,0.0427359,0.0607072,0.0718014,0.050812,0.0275757,0.0587944,0.0617854,0.0383059,0.0387933,0.00839323,0.0356481,0.0141995,0.0195917,0.037125,0,0,0.0544449,0.0453883,0,0,0.0188937,0,0,0.0222742,0.0779512,0.00931156,0.0274117,0.0272444,0.048911,0.0279489,0.028348,0.0540107,0.0528722,0.0264557,0.0278854,0.0377954,0,0.0338305,0.00814748,0.041075,0.00739193,0.0152709,0.0576789,0.0465091,0,0,0,0
165,0,0,0,0,0.0320486,0.0626359,0,0,0,0.0368037,0,0.0272814,0.0440863,0,0,0.0196834,0,0,0.0433596,0.0530382,0.0324506,0.0353143,0.0266146,0.0631284,0.0430463,0.0605864,0.072133,0.0508071,0.026847,0.0590854,0.0619236,0.0382497,0.0392769,0.00825737,0.0357561,0.0142241,0.0198071,0.0370212,0,0,0.0544898,0.0453678,0,0,0.0188192,0,0,0.0221128,0.077708,0.00976135,0.0272879,0.0267677,0.0487858,0.0274821,0.0284071,0.0542192,0.0529807,0.0261338,0.0274934,0.0378227,0,0.0334345,0.00841955,0.0412432,0.00728681,0.0150236,0.0579177,0.0464982,0,0,0,0
166,0,0,0,0,0.0321511,0.062853,0,0,0,0.0357803,0,0.0261091,0.0442853,0,0,0.019694,0,0,0.043411,0.0525392,0.0304046,0.0357773,0.0250617,0.0632105,0.0434056,0.0599061,0.0725338,0.050843,0.0255942,0.0592326,0.0620812,0.0376835,0.039088,0.00818328,0.0358975,0.0142188,0.0200314,0.0369925,0,0,0.0542957,0.0453298,0,0,0.0187597,0,0,0.0219988,0.0774025,0.0104002,0.0272344,0.0264062,0.0486124,0.0270879,0.0284898,0.0544981,0.0530827,0.0256505,0.0271534,0.03773,0,0.0330039,0.00883543,0.0414171,0.00718928,0.0148088,0.0581682,0.0465353,0,0,0,0
167,0,0,0,0,0.0321658,0.0630921,0,0,0,0.0343488,0,0.0246611,0.044552,0,0,0.0197289,0,0,0.0434494,0.0523657,0.0285659,0.0359246,0.0234418,0.0635469,0.0438309,0.0586576,0.0727932,0.0508654,0.0240652,0.0591504,0.0621721,0.0368993,0.0382815,0.00824838,0.0360274,0.0142092,0.0202369,0.0368121,0,0,0.0538716,0.0452545,0,0,0.0187454,0,0,0.0219786,0.0770732,0.0113168,0.027233,0.0261128,0.0484253,0.0268167,0.0285888,0.0548741,0.0532216,0.025319,0.0268819,0.0375141,0,0.0325829,0.00942265,0.0415555,0.00718329,0.0145981,0.0583922,0.0466432,0,0,0,0
168,0,0,0,0,0.0321095,0.0633295,0,0,0,0.0341027,0,0.0239221,0.0448466,0,0,0.019773,0,0,0.0434692,0.0524288,0.0270892,0.0358311,0.022568,0.0642785,0.044259,0.0572823,0.0731484,0.051055,0.0227509,0.0590705,0.062299,0.0362912,0.0375009,0.00789179,0.036082,0.0141775,0.0204207,0.036452,0,0,0.0532972,0.0451261,0,0,0.01874,0,0,0.0219619,0.0767338,0.0125365,0.0274736,0.025857,0.0482114,0.0266907,0.0287883,0.0553682,0.0534229,0.0249846,0.0266503,0.0372822,0,0.0321017,0.0102578,0.0416652,0.00721663,0.0144724,0.0586518,0.0468309,0,0,0,0
169,0,0,0,0,0.0320024,0.0635496,0,0,0,0.03479,0,0.023779,0.0452603,0,0,0.0198328,0,0,0.04349,0.052516,0.0256681,0.0356806,0.0223445,0.0653957,0.0447039,0.0561806,0.0735275,0.0514542,0.0219531,0.0592555,0.0624935,0.0360158,0.0374091,0.00756288,0.0360707,0.0141145,0.0206359,0.0361289,0,0,0.0527237,0.0449882,0,0,0.018749,0,0,0.0219794,0.0763467,0.0140907,0.0273229,0.0257124,0.0480944,0.0267253,0.0292241,0.0559597,0.0534006,0.0244686,0.0264252,0.0371555,0,0.0315234,0.011477,0.0416682,0.00722081,0.0144977,0.0589904,0.0470335,0,0,0,0
170,0,0,0,0,0.0319975,0.0638335,0,0,0,0.0363994,0,0.023182,0.0473526,0,0,0.0196892,0,0,0.0433514,0.0525865,0.0242462,0.0345946,0.0219785,0.0657132,0.0443337,0.0549676,0.0735369,0.0518225,0.0218704,0.0594306,0.0626511,0.0357209,0.0379244,0.00775402,0.0362778,0.0141311,0.020415,0.0379389,0,0,0.0538354,0.0451697,0,0,0.018628,0,0,0.0220008,0.0734541,0.0186767,0.0259973,0.0228118,0.0483756,0.0267817,0.0311614,0.0594633,0,0.0265497,0.0234915,0.0395132,0,0.0281916,0.0139786,0.0418339,0.00730944,0.0144415,0.0594608,0.046762,0,0,0,0
171,0,0,0,0,0.0318293,0.0639515,0,0,0,0.0375756,0,0.0223675,0.0476973,0,0,0.0197767,0,0,0.0434218,0.0527868,0.0236208,0.0342564,0.0214786,0.0670132,0.0449592,0.0543148,0.0731382,0.0513493,0.02137,0.0596981,0.062884,0.0354681,0.0386528,0.00890259,0.0361982,0.0139923,0.0207791,0.0382935,0,0,0.0535433,0.0449587,0,0,0.0186705,0,0,0.0220684,0.0725643,0.020673,0.0254538,0.0226204,0.048624,0.0270249,0.0324992,0.0608987,0,0.0267341,0.0235913,0.0389991,0,0.0277237,0.016152,0.0416232,0.00738332,0.0146853,0.0597552,0.0473189,0,0,0,0
172,0,0,0,0,0.0314782,0.0637966,0,0,0,0.0381255,0,0.0216314,0.0456681,0,0,0.020223,0,0,0.0437943,0.0532363,0.0235432,0.0349694,0.0213773,0.0693555,0.0468052,0.0542025,0.0726197,0.0502285,0.0205346,0.0598904,0.0629725,0.0351847,0.0391991,0.0100953,0.0358219,0.0138239,0.021725,0.0374204,0,0,0.0512983,0.0443699,0,0,0.0189783,0,0,0.0221638,0.0741691,0.0216279,0.0255448,0.0256138,0.0488677,0.0273753,0.0324562,0.0596532,0.0534995,0.0246739,0.0259748,0.0363188,0,0.0293962,0.0186326,0.0411033,0.0072875,0.0151665,0.059697,0.0485373,0,0,0,0
173,0,0,0,0,0.0314224,0.0637275,0,0,0,0.0395834,0,0.0206296,0.0468574,0,0,0.0204899,0,0,0.0435061,0.0534075,0.0229797,0.0341988,0.0214191,0.0689496,0.0466988,0.0535515,0.0720765,0.0497982,0.0202581,0.05926,0.0621402,0.0342179,0.0389427,0.0114203,0.0357129,0.0143535,0.020904,0.0438453,0,0,0.0519457,0.0445238,0,0,0.0187083,0,0,0.0222713,0.0714244,0.0293778,0.0242953,0.0216813,0.050097,0.02748,0.0352195,0.0637468,0,0.0275481,0.0227585,0.0374186,0,0.0248943,0.0195924,0.0412491,0.0073435,0.0153895,0.0597563,0.0482124,0,0,0,0
174,0,0,0,0,0.0312656,0.0635172,0,0,0,0.0390001,0,0.0206832,0.0463104,0,0,0.0214065,0,0,0.043457,0.0533846,0.0228093,0.0350049,0.0217128,0.0690101,0.047848,0.0533589,0.071441,0.0494401,0.0195561,0.05875,0.0615202,0.0336149,0.0382801,0.0111667,0.0352506,0.0147781,0.0207542,0.0430722,0,0,0.0510105,0.044286,0,0,0.0192287,0,0,0.022033,0.0705658,0.0309664,0.0229612,0.0207631,0.0510301,0.0278925,0.037545,0.0661314,0,0.0289742,0.0235045,0.036853,0,0.0250805,0.0238479,0.0409074,0.0073341,0.0155841,0.0596185,0.0484977,0,0,0,0
175,0,0,0,0,0.0312731,0.0631877,0,0,0,0.0379949,0,0.0209054,0.0455505,0,0,0.0219092,0,0,0.0436303,0.0530558,0.0222656,0.0359227,0.0215248,0.0686389,0.0485802,0.0532011,0.0711033,0.0495524,0.0186998,0.0581102,0.0609539,0.0330712,0.037555,0.0107152,0.0348781,0.0147245,0.0212074,0.0450182,0,0,0.0501966,0.0441868,0,0,0.0194198,0,0,0.0220266,0.0701021,0.0351299,0.0217933,0.019554,0.0523729,0.0282951,0.0394658,0.0679867,0,0.0305232,0.0234336,0.0369837,0,0.024344,0.0249446,0.0405189,0.007229,0.0161583,0.0593955,0.0485686,0,0,0,0
176,0,0,0,0,0.0313368,0.0628464,0,0,0,0.0369968,0,0.0211562,0.044801,0,0,0.0225086,0,0,0.0438299,0.0526269,0.0214572,0.0369402,0.0212142,0.0681873,0.0493008,0.0529489,0.0709662,0.0499932,0.0180497,0.0575341,0.0606,0.032728,0.0369348,0.0104604,0.0344737,0.0146054,0.0218098,0.0436241,0,0,0.0495749,0.0441566,0,0,0.0196492,0,0,0.0221635,0.0695483,0.0358138,0.0207901,0.0182764,0.0536451,0.0287268,0.0415863,0.070081,0,0.032308,0.0216796,0.0368201,0,0.0247311,0.0255311,0.0400622,0.00709383,0.0168667,0.0592244,0.0486407,0,0,0,0
177,0,0,0,0,0.0313427,0.0624705,0,0,0,0.0362111,0,0.0213916,0.0442675,0,0,0.0231912,0,0,0.0440784,0.0522168,0.0207683,0.038024,0.0211874,0.068018,0.0501256,0.052657,0.0709139,0.0504253,0.0177706,0.0572622,0.0605085,0.0326368,0.0364201,0.0102748,0.0341158,0.01451,0.0225015,0.0397556,0,0,0.0489926,0.0441227,0,0,0.0198996,0,0,0.0223286,0.0695991,0.0346704,0.0199137,0.0172967,0.0547973,0.0291471,0.0441818,0.0719893,0,0.0343151,0,0.033931,0,0.0277531,0.0261155,0.0395211,0.0070218,0.0175399,0.0590762,0.0489403,0,0,0,0
178,0,0,0,0,0.0312347,0.0621093,0,0,0,0.0356419,0,0.0215773,0.0446129,0,0,0.0237611,0,0,0.0442475,0.0517974,0.0203817,0.0388051,0.0212866,0.0681223,0.0508287,0.052467,0.0709012,0.0505796,0.0177344,0.0572847,0.060447,0.0325648,0.0360767,0.0101607,0.0338571,0.014488,0.0228959,0.0366896,0,0,0.0485451,0.0441574,0,0,0.0201491,0,0,0.0224498,0.0694912,0.0350021,0.0194304,0.0166591,0.0559825,0.0294838,0.0460905,0.0737097,0,0.0357518,0,0.0345571,0,0.0276058,0.0256821,0.0390523,0.00704665,0.0180109,0.0589897,0.0490475,0,0,0,0
179,0,0,0,0,0.0309949,0.0615658,0,0,0,0.0350728,0,0.0219111,0.0434087,0,0,0.0251265,0,0,0.0448349,0.0520092,0.0204303,0.0404381,0.0218548,0.069885,0.0533433,0.0524033,0.07049,0.0498027,0.0175733,0.0577058,0.0609281,0.032822,0.0361834,0.0101087,0.0334063,0.0143978,0.0241857,0.0318771,0,0,0.0474125,0.0435868,0,0,0.0209674,0,0,0.0228712,0.0723683,0.0359565,0.0186492,0.0202182,0.0559769,0.0301282,0.045883,0.0715709,0.0648714,0.0336546,0,0.035272,0,0.0284137,0.0264291,0.0379383,0.00716763,0.0189072,0.0587636,0.0507195,0,0,0,0
180,0,0,0,0,0.0308313,0.0612829,0,0,0,0.0348007,0,0.0221328,0.0447207,0,0,0.0254814,0,0,0.044832,0.0520624,0.020636,0.0406129,0.0219798,0.0704544,0.0537155,0.0520483,0.069959,0.0493571,0.0174877,0.0574747,0.0607964,0.0325505,0.0360022,0.0101408,0.033339,0.0143961,0.0242583,0.027871,0,0,0.0471577,0.0435955,0,0,0.0214482,0,0,0.0231445,0.0726433,0.0358652,0.0174592,0.0205034,0.0566791,0.030474,0.0468532,0.0727174,0.0659905,0.0339677,0,0.0386452,0,0.0292648,0.028798,0.0374704,0.00731073,0.0192363,0.0586854,0.0509069,0,0,0,0
181,0,0,0,0,0.0304572,0.0613171,0,0,0,0.0349414,0,0.0221781,0.0458986,0,0,0.0253518,0,0,0.044856,0.0521617,0.0206936,0.0404594,0.022038,0.0711044,0.0536175,0.0510903,0.0695033,0.0490645,0.0173838,0.0572334,0.0605796,0.0322283,0.0358922,0.0103175,0.0334512,0.0141245,0.0244943,0.0196435,0,0,0.0467924,0.043772,0,0,0.0225786,0,0,0.0229066,0.0723194,0.0249774,0.0161545,0.0212311,0.0571942,0.0310628,0.0460794,0.0732253,0.0660934,0.0337186,0,0,0,0.028787,0.0457894,0.0369684,0.00716509,0.0191667,0.0585582,0.0509786,0,0,0,0
182,0,0,0,0,0.0303197,0.06136,0,0,0,0.0348905,0,0.0227,0.0471478,0,0,0.0257815,0,0,0.0445347,0.0521662,0.0209844,0.0405088,0.0220889,0.0715763,0.0535191,0.0502119,0.0687305,0.0489687,0.0176017,0.0570572,0.0602863,0.0320443,0.0356027,0.0102365,0.0331864,0.0143998,0.0240142,0.0198044,0,0,0.0463602,0.0438713,0,0,0.0224795,0,0,0.0236081,0.07278,0.0268738,0.0157739,0.0218772,0.0572138,0.0315135,0.0456799,0.0729592,0.0658568,0.0334908,0,0,0.00992887,0.0293241,0.0456395,0.036691,0.00743862,0.0197072,0.0582363,0.0511995,0,0,0,0
183,0,0,0,0,0.030027,0.0616152,0,0,0,0.0355408,0,0.0229308,0.0482476,0,0,0.0257084,0,0,0.044327,0.0521493,0.0208781,0.0403988,0.0220245,0.0717226,0.053124,0.0495306,0.0681829,0.0488923,0.0178654,0.0569355,0.060095,0.0318731,0.0354025,0.0106764,0.0330937,0.0144521,0.0236194,0.0194242,0,0,0.0454749,0.0440924,0,0,0.022819,0,0,0.0237123,0.0729752,0.0248259,0.0150003,0.0221357,0.0569809,0.0319953,0.0459691,0.0732717,0.0660864,0.0333762,0,0,0,0.0297949,0.0433339,0.0364359,0.00744695,0.0198844,0.0579009,0.051254,0,0,0,0
184,0,0,0,0,0.029887,0.061729,0,0,0,0.0357437,0,0.0236359,0.0490997,0,0,0.0250423,0,0,0.0446865,0.052444,0.0207292,0.0409293,0.0222276,0.0716966,0.0529705,0.0488211,0.0671161,0.0485895,0.0183117,0.0567984,0.0600517,0.0319079,0.034965,0.0108303,0.033162,0.0138665,0.0242983,0.0212376,0,0,0.044658,0.044206,0,0,0.0231193,0,0,0.0238988,0.0751347,0.0313885,0.0143718,0.0244539,0.0560956,0.0324363,0.0480294,0.0728992,0.0653295,0.0339893,0.0712343,0,0,0.0380573,0.0302245,0.0361003,0.00749725,0.0201753,0.0573332,0.0517516,0,0,0,0
185,0,0,0,0,0.0297661,0.0619748,0,0,0,0.0357579,0,0.02405,0.0503118,0,0,0.0245024,0,0,0.0445452,0.0525415,0.0204685,0.0409915,0.0223135,0.0708523,0.0521079,0.0482386,0.0664316,0.0485513,0.0182832,0.0564033,0.0597922,0.0317651,0.0344364,0.0110191,0.0330897,0.0138267,0.0238843,0.0217944,0,0,0.0437155,0.0444484,0,0,0.0231994,0,0,0.023926,0.0755165,0.0300802,0.0142242,0.0250625,0.0556342,0.0327332,0.0481754,0.0730922,0.0655557,0.0337118,0.0667434,0,0,0.038047,0.0292097,0.0360462,0.0074756,0.0202754,0.0569849,0.0516865,0,0,0,0
186,0,0,0,0,0.0296337,0.0621067,0,0,0,0.0354138,0,0.0244212,0.0517728,0,0,0.0238102,0,0,0.0443762,0.0523989,0.0202567,0.0407904,0.0224347,0.0694247,0.0507728,0.0475143,0.0660019,0.0489045,0.0178196,0.0559744,0.0593889,0.0315394,0.0338413,0.0109369,0.0330137,0.0138974,0.0232416,0.019938,0,0,0.0428022,0.0447804,0,0,0.0231326,0,0,0.0238951,0.0743554,0.0226736,0.0147033,0.0243083,0.0555534,0.0329084,0.0461914,0.0734395,0.0665062,0.0328116,0,0,0,0.0309534,0.0393634,0.0361345,0.00745674,0.0203079,0.0568231,0.0511398,0,0,0,0
187,0,0,0,0,0.0295295,0.0619777,0,0,0,0.0354804,0,0.0247455,0.0528637,0,0,0.0234395,0,0,0.0443611,0.0525265,0.0197622,0.0405629,0.0226856,0.0683312,0.0501036,0.0465299,0.0654666,0.0491956,0.0173972,0.055684,0.0592486,0.0314892,0.0334917,0.0110767,0.0329297,0.0139818,0.0228898,0.0202036,0,0,0.0421073,0.0449285,0,0,0.0230204,0,0,0.0238816,0.0746719,0.0226734,0.0143394,0.0244102,0.0553064,0.0328975,0.0461076,0.0733862,0.0662759,0.0326187,0,0,0,0.031417,0.0397846,0.0361994,0.0074359,0.0203986,0.056626,0.0509334,0,0,0,0
188,0,0,0,0,0.0294646,0.0617166,0,0,0,0.0351707,0,0.0249851,0.0541281,0,0,0.0231316,0,0,0.0443284,0.0523877,0.019487,0.0401954,0.0229261,0.0672053,0.0493195,0.0458026,0.0650555,0.0494719,0.0167609,0.0554485,0.0591231,0.031461,0.0331954,0.0109817,0.0328813,0.0140938,0.0224962,0.022578,0,0,0.0414959,0.0450459,0,0,0.0228299,0,0,0.0238553,0.0745722,0.0267341,0.0144344,0.0248367,0.0552167,0.0327222,0.0452874,0.0736403,0.0664373,0.0321932,0.0205536,0,0,0.0285365,0.0381925,0.0363392,0.00740426,0.0204871,0.0565908,0.0505208,0,0,0,0
189,0,0,0,0,0.0295069,0.0613658,0,0,0,0.0348436,0,0.0251722,0.0550611,0,0,0.0230312,0,0,0.0443799,0.0522478,0.0192099,0.039804,0.0232264,0.0664395,0.0489286,0.0450784,0.0645775,0.0496642,0.0161975,0.0551628,0.0589718,0.0314639,0.0329316,0.0107739,0.0328563,0.0141924,0.0223246,0.0225253,0,0,0.0412042,0.045055,0,0,0.0225575,0,0,0.0237916,0.0749325,0.0281575,0.0143227,0.0252701,0.0551677,0.0323869,0.0450615,0.0734349,0.0663641,0.0320164,0.0262686,0,0,0.0277084,0.0387382,0.0364938,0.00745447,0.0205502,0.0565619,0.0502766,0,0,0,0
190,0,0,0,0,0.0296049,0.0610927,0,0,0,0.0345274,0,0.0253736,0.0557124,0,0,0.023078,0,0,0.0444635,0.05213,0.0189594,0.0393693,0.0235162,0.0659004,0.0487027,0.0443327,0.064145,0.0497389,0.0159655,0.0549933,0.0587687,0.0314089,0.0326421,0.0104855,0.032829,0.0142712,0.022277,0.0215021,0,0,0.0410927,0.0449357,0,0,0.0222645,0,0,0.0236382,0.0753323,0.0282427,0.0141431,0.025384,0.0552694,0.0319339,0.0451068,0.0732443,0.0661615,0.0318505,0.0242272,0,0,0.0278833,0.0396373,0.0366664,0.00740082,0.0205757,0.0565586,0.0501895,0,0,0,0
191,0,0,0,0,0.0297522,0.0609337,0,0,0,0.0343566,0,0.0255299,0.0561338,0,0,0.0232241,0,0,0.0445595,0.0521146,0.0186465,0.0388463,0.0236698,0.0654549,0.0487153,0.0437165,0.0638897,0.0497682,0.0159826,0.0549417,0.0586098,0.0312633,0.0324239,0.0102349,0.0328378,0.0143387,0.0223734,0.0205032,0,0,0.0411219,0.0446896,0,0,0.0220471,0,0,0.023483,0.0755405,0.0283622,0.0140522,0.0256727,0.0556665,0.0313771,0.0451224,0.0731384,0.065838,0.031632,0.0226798,0,0,0.028219,0.0407868,0.0368811,0.00731812,0.0204663,0.0565625,0.050166,0,0,0,0
192,0,0,0,0,0.0299033,0.0608458,0,0,0,0.0341969,0,0.0256199,0.0564515,0,0,0.0234196,0,0,0.0445794,0.0522806,0.0184414,0.0381812,0.0237291,0.0649274,0.0489114,0.0436714,0.0636498,0.049765,0.0159799,0.0547536,0.0583907,0.0310995,0.0322248,0.0100971,0.0328777,0.0143446,0.0225523,0.0192934,0,0,0.0413432,0.0444063,0,0,0.0218455,0,0,0.0232967,0.0755404,0.0285231,0.0140951,0.026125,0.0563748,0.0307586,0.0451617,0.0730797,0.0654569,0.0312073,0.0227602,0,0,0.0284884,0.0422422,0.0371327,0.0072368,0.0202793,0.0565766,0.0501643,0,0,0,0
