Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
All Timesteps RMSE,0,0,0,0,0.0303928,0.0595147,0,0,0,0.0353108,0,0.021766,0.0525425,0,0,0.022399,0,0,0.0430104,0.0559351,0.0366411,0.032231,0.0219084,0.0610766,0.0399549,0.0509085,0.0700702,0.0524959,0.0212408,0.0554947,0.0584768,0.0307846,0.0367117,0.0368887,0.0312624,0.0132794,0.0205962,0.0248024,0,0.0262686,0.0551887,0.0437419,0,0,0.0245715,0,0,0.0244824,0.0701757,0.019957,0.0209184,0.0237958,0.0509356,0.0343902,0.0365441,0.065784,0.0639912,0.033216,0.0239998,0.026934,0.015621,0.031386,0.0346149,0.0344295,0.00760202,0.0206828,0.05398,0.0493017,0,0,0
0,0,0,0,0,0.0310885,0.0595678,0,0,0,0.0336629,0,0.0125517,0.0500213,0,0,0.0242953,0,0,0.0424003,0.0552123,0.0410219,0.0202266,0.0208752,0.0607533,0.0422262,0.0461258,0.0694489,0.054475,0.011981,0.0561692,0.059296,0.0280466,0.0376692,0.0494695,0.0307546,0.0128969,0.0221462,0.00549915,0,0.0270001,0.0523858,0.0439361,0,0,0.0266581,0,0,0.0246653,0.0637873,0.00348614,0.0244102,0.0261061,0.0557807,0.035037,0.0323647,0.0652924,0.0653863,0.0328808,0.0235407,0.0313779,0.0154738,0.031151,0.0402409,0.0315179,0.0077986,0.0220077,0.0569355,0.0498628,0,0,0
1,0,0,0,0,0.0310061,0.0597262,0,0,0,0.032158,0,0.0152479,0.0490845,0,0,0.024398,0,0,0.0423458,0.0549955,0.0444664,0.0204129,0.021115,0.0619526,0.0421682,0.047351,0.0699821,0.0545453,0.0115793,0.0560044,0.0591713,0.0282942,0.0380482,0.059432,0.030596,0.0128159,0.0221107,0.00592046,0,0.0269284,0.0525966,0.0438419,0,0,0.0269884,0,0,0.0248095,0.0640508,0.00414755,0.0240188,0.0257776,0.0552408,0.035788,0.0322749,0.0653625,0.0650015,0.0323026,0.0226317,0.0312691,0.0155573,0.0308559,0.0422395,0.0312624,0.00784008,0.0221842,0.0572925,0.04978,0,0,0
2,0,0,0,0,0.0310097,0.0598652,0,0,0,0.0320333,0,0.0166614,0.0481354,0,0,0.0243356,0,0,0.0424011,0.0549365,0.0478797,0.0207052,0.0215091,0.0631041,0.0422826,0.0482384,0.0705088,0.0546264,0.0111604,0.0559376,0.0586827,0.0280157,0.0386197,0.065965,0.0303782,0.0128694,0.0220415,0.00659516,0,0.026598,0.0527404,0.0438355,0,0,0.0271739,0,0,0.0250031,0.0644576,0.00475559,0.0236447,0.0256132,0.0546228,0.0362424,0.0323635,0.0656008,0.0648465,0.0320376,0.0226795,0.0311147,0.015499,0.0305684,0.0434808,0.031085,0.0078914,0.0222255,0.0572823,0.0499153,0,0,0
3,0,0,0,0,0.030953,0.0600902,0,0,0,0.0323213,0,0.0168985,0.0474637,0,0,0.0241834,0,0,0.0424312,0.0549408,0.0505546,0.0210926,0.0217756,0.0635865,0.0422421,0.0488639,0.070916,0.0549031,0.0107936,0.0558832,0.0581243,0.0276271,0.0393085,0.0695884,0.0303056,0.0129343,0.0218456,0.00694521,0,0.0263229,0.0528823,0.0439195,0,0,0.0272616,0,0,0.0251439,0.0648922,0.00531223,0.0232082,0.0254011,0.0538988,0.0364548,0.0327188,0.06596,0.064777,0.0319517,0.0227151,0.0309946,0.0152328,0.0303743,0.0440719,0.0310699,0.00792057,0.0223032,0.0572197,0.0500221,0,0,0
4,0,0,0,0,0.0309051,0.0603238,0,0,0,0.0333255,0,0.0172717,0.046988,0,0,0.0240106,0,0,0.0424486,0.0549831,0.051988,0.0216195,0.0219065,0.0632412,0.0420373,0.0494693,0.0712866,0.0550831,0.0105389,0.0559197,0.0578294,0.0274691,0.0401442,0.0708666,0.030272,0.0129491,0.0215951,0.00695657,0,0.0265615,0.0530225,0.0439332,0,0,0.0271676,0,0,0.0252589,0.0652266,0.00575541,0.0228897,0.0252697,0.0531591,0.0364865,0.0330096,0.0662425,0.0647254,0.0318299,0.0226162,0.0309355,0.0151786,0.0301797,0.0441422,0.0312386,0.0080046,0.0222609,0.0569831,0.050072,0,0,0
5,0,0,0,0,0.0308387,0.0604895,0,0,0,0.0342916,0,0.0178264,0.0464529,0,0,0.0238236,0,0,0.0426103,0.0549937,0.0529758,0.0221979,0.0220892,0.0624017,0.0417376,0.0501384,0.0717753,0.055242,0.0105232,0.0560981,0.0577438,0.0275386,0.040998,0.0711133,0.0303566,0.0130164,0.0214619,0.00674305,0,0.0269366,0.0532053,0.0438778,0,0,0.0269217,0,0,0.0253115,0.0655056,0.00598273,0.022823,0.0250891,0.0526206,0.0364116,0.032915,0.0663127,0.0647119,0.0318205,0.0222724,0.0309607,0.0153286,0.0300165,0.043813,0.0315274,0.00799299,0.0221396,0.0566102,0.0500669,0,0,0
6,0,0,0,0,0.030767,0.0605981,0,0,0,0.0346014,0,0.0179372,0.0458603,0,0,0.0236709,0,0,0.0427593,0.0550383,0.0538488,0.0227934,0.0223046,0.0615019,0.0415075,0.0507607,0.0722611,0.0554531,0.0108242,0.0564145,0.0577082,0.0278845,0.0418256,0.0712073,0.0304788,0.0130231,0.0214294,0.00637811,0,0.0269323,0.0534913,0.0437816,0,0,0.0265879,0,0,0.0252723,0.0659037,0.00596431,0.0229659,0.0247777,0.0522296,0.0362665,0.0325999,0.0662402,0.0647203,0.0319315,0.0216593,0.0310309,0.0155828,0.0299843,0.0432824,0.0318908,0.00794547,0.0219396,0.0562444,0.0500343,0,0,0
7,0,0,0,0,0.0307421,0.0605709,0,0,0,0.0345646,0,0.0178531,0.0452281,0,0,0.0236145,0,0,0.0428974,0.0551773,0.0543667,0.02341,0.0223091,0.0607983,0.0414158,0.0513928,0.0727413,0.055673,0.0113779,0.0567078,0.0576657,0.0284339,0.0426482,0.0712478,0.0306563,0.0130847,0.021376,0.00584379,0,0.0268295,0.0538732,0.0436784,0,0,0.0263147,0,0,0.0251942,0.0663478,0.00601481,0.0231216,0.0244838,0.0518983,0.0360373,0.0326302,0.0660476,0.0648176,0.0321018,0.0216439,0.0311546,0.0157224,0.0299852,0.042505,0.0322256,0.00794155,0.0217087,0.0559431,0.0500255,0,0,0
8,0,0,0,0,0.0307354,0.0604295,0,0,0,0.0347408,0,0.0180572,0.0444523,0,0,0.0236085,0,0,0.0430271,0.0553567,0.054728,0.0239939,0.0220692,0.0604018,0.0413684,0.0521677,0.0733919,0.055768,0.012135,0.0569113,0.0575337,0.0287641,0.043404,0.0712759,0.0308506,0.0132013,0.0212488,0.00518297,0,0.0268453,0.0542986,0.043587,0,0,0.026058,0,0,0.0251277,0.0666422,0.00623007,0.0232946,0.0242548,0.0517296,0.0357457,0.0328034,0.0657653,0.0650247,0.0322438,0.0221923,0.0313419,0.0158922,0.0300303,0.0415943,0.0325076,0.00794649,0.0215522,0.0558304,0.0500664,0,0,0
