Timestep,,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70
79,0,0,0,0,0,0.0341656,0.05641,0,0,0,0.0362367,0,0.0274759,0.0651348,0,0,0.0202983,0,0,0.0431083,0.0565412,0.0227093,0.0311969,0.0251904,0.0565449,0.0440962,0.038683,0.0575985,0.0493293,0.0202037,0.0508505,0.0548531,0.0281744,0.0288408,0.00831485,0.0357938,0.0138577,0.0209728,0.0243014,0,0.0273274,0.0471922,0.0396282,0,0,0.0196065,0,0,0.0253576,0.0766508,0.0431023,0.0124551,0.0336787,0.0557966,0.023009,0.0391762,0.0705742,0.103619,0.0213441,0.0178073,0.00794383,0.0266415,0.0600641,0.0376807,0.00690996,0.0179623,0.0478683,0.0563974,0,0,0
80,0,0,0,0,0,0.0341006,0.0565207,0,0,0,0.0361755,0,0.0275022,0.065589,0,0,0.0202809,0,0,0.0430249,0.0564869,0.0227073,0.0308065,0.0254361,0.0562888,0.0441295,0.0380989,0.0570999,0.0493403,0.0199954,0.0506786,0.0546963,0.0281402,0.0286395,0.00817832,0.035763,0.01387,0.0208559,0.0245827,0,0.0271848,0.0472976,0.0396628,0,0,0.0194508,0,0,0.0252539,0.0764274,0.0430325,0.0124041,0.0343568,0.0557456,0.0230112,0.0393973,0.07091,0.10333,0.0221373,0.0176893,0.00767366,0.0276641,0.0610356,0.0377518,0.00686833,0.0178785,0.0477822,0.0564461,0,0,0
81,0,0,0,0,0,0.0340145,0.0565714,0,0,0,0.0360613,0,0.0275063,0.0660031,0,0,0.0201819,0,0,0.0428903,0.056545,0.0226289,0.030472,0.0257308,0.0560192,0.0440966,0.0375913,0.0566935,0.0493051,0.0197192,0.0504954,0.0545371,0.0281036,0.0284455,0.00803616,0.0356966,0.0137972,0.0207288,0.0248186,0,0.0269357,0.047421,0.0397508,0,0,0.0193767,0,0,0.0252881,0.0761099,0.0429294,0.0123061,0.0350712,0.0556727,0.0229835,0.039692,0.0713202,0.103089,0.0230254,0.0175915,0.00741796,0.0288103,0.0620047,0.0377877,0.00686946,0.0178044,0.0475995,0.0564029,0,0,0
82,0,0,0,0,0,0.033919,0.0565568,0,0,0,0.0360553,0,0.0274345,0.0664164,0,0,0.020079,0,0,0.0428479,0.0569494,0.0224304,0.0301667,0.0258575,0.0557254,0.0439659,0.0371846,0.0564456,0.0492645,0.0193768,0.0503306,0.0544031,0.0280634,0.0282983,0.00794714,0.035628,0.0137962,0.0205612,0.0250803,0,0.0263713,0.0474759,0.0398468,0,0,0.0193507,0,0,0.0253563,0.0757706,0.0422556,0.0121285,0.0356051,0.0555254,0.0229798,0.0399647,0.0716232,0.102855,0.0238819,0.0175857,0.00713186,0.0297782,0.0628738,0.0377872,0.00686812,0.0177512,0.0473779,0.0563457,0,0,0
83,0,0,0,0,0,0.0338538,0.056512,0,0,0,0.0360267,0,0.0273371,0.0666942,0,0,0.0199617,0,0,0.0428457,0.0572947,0.022224,0.0299762,0.0259282,0.0553624,0.0437546,0.0368112,0.0561873,0.0492199,0.0190209,0.050178,0.0542968,0.0280402,0.0281589,0.00788852,0.0355409,0.0138429,0.0203502,0.0251854,0,0.0256712,0.0475432,0.0399432,0,0,0.0193744,0,0,0.0254012,0.0754329,0.0412629,0.0118958,0.0361853,0.0553361,0.0230051,0.0400192,0.0716771,0.102568,0.0245977,0.0174415,0.00703476,0.0304242,0.0631742,0.0377648,0.00688206,0.0177424,0.0471494,0.0563616,0,0,0
84,0,0,0,0,0,0.0337869,0.0564213,0,0,0,0.0359743,0,0.027275,0.0668772,0,0,0.0198336,0,0,0.0428088,0.0575274,0.0220865,0.0298633,0.0260623,0.0550595,0.0435122,0.0364488,0.0559074,0.0491249,0.0186743,0.0500617,0.0541891,0.028035,0.0280618,0.00782634,0.0353736,0.0138099,0.0201796,0.0249818,0,0.0248715,0.0476323,0.0400816,0,0,0.0194316,0,0,0.0254431,0.0750821,0.0403075,0.0116121,0.0367848,0.0550803,0.0230604,0.0399035,0.071508,0.102225,0.0251468,0.0178839,0.00692322,0.0309514,0.06261,0.0377192,0.00690088,0.017759,0.0469817,0.0563075,0,0,0
85,0,0,0,0,0,0.0336954,0.056319,0,0,0,0.0359217,0,0.0272181,0.066983,0,0,0.0197299,0,0,0.0427897,0.0577471,0.0219829,0.0298268,0.0262722,0.054842,0.0433111,0.0360673,0.0555776,0.0490013,0.0183245,0.0499965,0.0540597,0.0280545,0.0280087,0.00775382,0.0351583,0.0137558,0.0200732,0.0243952,0,0.0244369,0.047725,0.0402591,0,0,0.0194765,0,0,0.0254307,0.0747186,0.039581,0.0113023,0.0373346,0.0547618,0.0231663,0.039641,0.0710662,0.10187,0.0255491,0.0186444,0.00679929,0.0314238,0.0607752,0.0376494,0.0068762,0.0177752,0.046879,0.0562486,0,0,0
86,0,0,0,0,0,0.0336414,0.0562093,0,0,0,0.0359086,0,0.0272047,0.0669948,0,0,0.019679,0,0,0.0427649,0.0580315,0.0218996,0.0298672,0.0265364,0.0546717,0.0431382,0.03568,0.0552087,0.0488347,0.0180355,0.0499904,0.0539513,0.0280936,0.0279278,0.0076651,0.0349589,0.0137178,0.0199922,0.023343,0,0.0243316,0.0478439,0.0404226,0,0,0.0195093,0,0,0.0253996,0.0743451,0.038527,0.0110814,0.0378527,0.0543595,0.0232823,0.03917,0.0701431,0.101456,0.0257997,0.0196621,0.00673907,0.031898,0.0572797,0.0376129,0.00685271,0.0177241,0.0467785,0.0562651,0,0,0
87,0,0,0,0,0,0.0335937,0.0561729,0,0,0,0.0359648,0,0.0272601,0.0669157,0,0,0.0196903,0,0,0.0427109,0.0584112,0.0218496,0.0299637,0.02683,0.0545069,0.0429911,0.0353269,0.0547707,0.0486161,0.0178369,0.0500174,0.0538685,0.0281444,0.0278772,0.00757073,0.0348788,0.0136807,0.0198862,0.0221981,0,0.0242878,0.0480035,0.0405342,0,0,0.019506,0,0,0.0253501,0.0738981,0.0366163,0.0109392,0.0384506,0.053903,0.0233672,0.038471,0.0686357,0.100966,0.0260155,0.0209748,0.00619277,0.0324084,0.0519932,0.0376347,0.00686134,0.0176182,0.0466311,0.0561687,0,0,0
88,0,0,0,0,0,0.0369782,0.0529539,0,0,0,0.0364408,0,0.0275897,0.0660794,0,0,0.0195096,0,0,0.0427481,0.0596874,0.021728,0.0300855,0.0275607,0.0548846,0.0442649,0.034496,0.0536179,0.0481161,0.0181086,0.0502491,0.0541033,0.0284264,0.0278838,0.0074465,0.0353073,0.0137491,0.0199215,0.0218355,0,0.0241194,0.0482211,0.0399285,0,0,0.0199453,0,0,0.026197,0.0743096,0.0331212,0.00929684,0.0407043,0.0530173,0.0272814,0.0362447,0.0660585,0.0989674,0.0272562,0.0226161,0.00575145,0.0338631,0.0442448,0.0369347,0.00724047,0.018439,0.0439923,0,0,0,0
89,0,0,0,0,0,0.0332462,0.0563737,0,0,0,0.0362537,0,0.0275174,0.0664817,0,0,0.0197307,0,0,0.0425927,0.05932,0.0219854,0.030102,0.0274719,0.0539778,0.0425388,0.0346364,0.053628,0.048042,0.0178082,0.050124,0.05403,0.0283441,0.0278713,0.00732183,0.0347078,0.0136485,0.0196504,0.0235277,0,0.024005,0.048623,0.0407562,0,0,0.0191419,0,0,0.0252871,0.072957,0.0316232,0.0107409,0.0399462,0.0529492,0.0232184,0.036656,0.0642388,0.10003,0.026806,0.0234426,0.00479916,0.0341707,0.036728,0.0378105,0.00678232,0.0175392,0.0465946,0.0551253,0,0,0
90,0,0,0,0,0,0.0330494,0.0564793,0,0,0,0.0364815,0,0.0276552,0.0661389,0,0,0.0196811,0,0,0.0425143,0.0598264,0.0221963,0.0301446,0.0277851,0.0535952,0.0422103,0.0343926,0.0530626,0.0477288,0.0179132,0.0502166,0.0541667,0.0284866,0.0279193,0.00727831,0.0345453,0.0136575,0.0194824,0.0270903,0,0.0236999,0.0491161,0.0408774,0,0,0.0193089,0,0,0.0250846,0.0724399,0.0291159,0.0111162,0.0409213,0.0524597,0.0230272,0.035934,0.0615231,0.0997272,0.0274706,0.0242877,0.00429597,0.0353623,0.0280364,0.037932,0.00680076,0.0171891,0.0466395,0.0548833,0,0,0
91,0,0,0,0,0,0.0329393,0.0565208,0,0,0,0.0369759,0,0.0278347,0.0656696,0,0,0.0195299,0,0,0.042408,0.0604394,0.0225219,0.0299065,0.0280172,0.0528945,0.0416774,0.0343599,0.0525426,0.0474384,0.0181881,0.0504104,0.0543239,0.0286602,0.0280453,0.00740937,0.0345932,0.0137381,0.019132,0.0298939,0,0.0246188,0.050313,0.0409924,0,0,0.0192772,0,0,0.0250719,0.0714534,0.0258338,0.0125278,0.0395367,0.0519629,0.0226733,0.0361153,0.0591693,0.100352,0.0279871,0.0240444,0.00457993,0.0364127,0.0220991,0.0382534,0.00688126,0.0168114,0.0467841,0.0537897,0,0,0
92,0,0,0,0,0,0.0329552,0.0563734,0,0,0,0.0374572,0,0.0279586,0.0652006,0,0,0.0193165,0,0,0.0423422,0.0609538,0.0228018,0.0298302,0.0282014,0.0523933,0.0413724,0.0343133,0.0520752,0.0471307,0.0183116,0.0506353,0.0545114,0.028857,0.0281956,0.00762353,0.0346709,0.0138148,0.0188564,0.0339687,0,0.0249332,0.0511134,0.0410815,0,0,0.0191223,0,0,0.0250467,0.0707019,0.0231867,0.0136418,0.040646,0.0515722,0.0225597,0.0359604,0.0560814,0.100352,0.0288812,0.0245182,0.00558975,0.0375776,0.0152869,0.0385322,0.00695841,0.0165325,0.0467719,0.0515288,0,0,0
93,0,0,0,0,0,0.0329868,0.0562628,0,0,0,0.0381318,0,0.0280051,0.0647647,0,0,0.0191316,0,0,0.0421842,0.0614225,0.0230577,0.0297226,0.0282885,0.0518354,0.0410213,0.0342541,0.0516813,0.04687,0.0185618,0.0508452,0.0547693,0.0290324,0.0283663,0.00806354,0.0348531,0.0137724,0.0186458,0.0372096,0,0.0258606,0.0520137,0.0411261,0,0,0.018853,0,0,0.0249209,0.0699982,0.0205484,0.0149747,0.0417181,0.0512113,0.0223896,0.0361314,0.0532529,0.100489,0.0297741,0.0250399,0.00686061,0.0385606,0.010211,0.0388203,0.00701237,0.016238,0.0468278,0.0499643,0,0,0
94,0,0,0,0,0,0.0328505,0.0564149,0,0,0,0.0391573,0,0.0279483,0.0646058,0,0,0.0190188,0,0,0.0420317,0.0618006,0.023179,0.0293417,0.0281846,0.0510019,0.0405079,0.0342547,0.0513986,0.0467344,0.0188874,0.051012,0.0550285,0.0291221,0.0285395,0.00877475,0.0351004,0.0137649,0.0183731,0.0347887,0,0.0287616,0.0532567,0.0411587,0,0,0.0186195,0,0,0.0247512,0.0696022,0.0186323,0.016763,0.0389131,0.0509087,0.0219748,0.0372542,0.0518744,0.10153,0.0304182,0.0240964,0.00866222,0.0392227,0.0127086,0.0391422,0.00706184,0.0159098,0.0472023,0.0508266,0,0,0
95,0,0,0,0,0,0.0327096,0.0565391,0,0,0,0.0399925,0,0.027755,0.0646412,0,0,0.0189248,0,0,0.0419596,0.0621097,0.0230759,0.0290198,0.0280133,0.0503656,0.0401704,0.0341987,0.0510926,0.0466611,0.0190903,0.0511362,0.0550762,0.0291483,0.0286428,0.00950232,0.0351788,0.0138203,0.0181299,0.0307965,0,0.0293669,0.0540566,0.0411532,0,0,0.0185291,0,0,0.0246383,0.0699464,0.0178098,0.0177056,0.0371434,0.0507067,0.0216273,0.0381164,0.051374,0.101989,0.0318595,0.0223474,0.0100828,0.0407262,0.0182014,0.0393651,0.00713045,0.0156359,0.0475519,0.0518536,0,0,0
96,0,0,0,0,0,0.032738,0.0564574,0,0,0,0.0403956,0,0.0275278,0.0647861,0,0,0.0189048,0,0,0.041916,0.0623592,0.0230045,0.0288529,0.0278465,0.0498043,0.0399958,0.0341124,0.0509044,0.04664,0.0191381,0.0511906,0.0550829,0.0291606,0.0287199,0.00997417,0.0351416,0.0138194,0.0179604,0.038792,0,0.0294381,0.054493,0.0410794,0,0,0.0186455,0,0,0.0247288,0.069022,0.0180255,0.0181433,0.0419277,0.0506149,0.0215321,0.0372004,0.0494513,0.101277,0.0315952,0.0251084,0.00976259,0.040518,0.00870603,0.0394993,0.00721229,0.0154281,0.0477648,0.0512626,0,0,0
97,0,0,0,0,0,0.0327096,0.0565278,0,0,0,0.0409522,0,0.0271042,0.0651241,0,0,0.0188405,0,0,0.0419232,0.0623496,0.022721,0.0284329,0.0274701,0.04929,0.0396824,0.0340058,0.0509489,0.046651,0.0191888,0.0513095,0.0552064,0.0292109,0.0288711,0.010562,0.0352014,0.0138982,0.0177319,0.0388945,0,0.0294092,0.0546524,0.0410349,0,0,0.0185922,0,0,0.024786,0.0692925,0.0183253,0.0182075,0.0413487,0.0507017,0.0213383,0.0368097,0.0495586,0.101009,0.0319566,0.0246055,0.00990937,0.040831,0.00959727,0.0396989,0.00736153,0.0151864,0.0480833,0.05124,0,0,0
98,0,0,0,0,0,0.0325931,0.0567615,0,0,0,0.0417096,0,0.0265035,0.0655093,0,0,0.0187688,0,0,0.0419183,0.0622811,0.0223154,0.0278341,0.0269944,0.0488478,0.039462,0.0338639,0.0511614,0.0467367,0.0195372,0.0513716,0.0553108,0.0291905,0.029036,0.0113812,0.0353185,0.0138831,0.0176349,0.0391384,0,0.0290808,0.0548684,0.0409701,0,0,0.0184847,0,0,0.0247988,0.0694632,0.0178426,0.0181133,0.0411293,0.0507335,0.0211236,0.0361886,0.0499626,0.100608,0.0319649,0.0239756,0.00927036,0.0406695,0.00995782,0.0398147,0.00743462,0.0150896,0.0485097,0.0517287,0,0,0
99,0,0,0,0,0,0.0325222,0.0569826,0,0,0,0.0425132,0,0.0256947,0.0660666,0,0,0.0187204,0,0,0.0419171,0.0620239,0.0218549,0.0271248,0.0264181,0.0485981,0.0392408,0.0337196,0.051479,0.0468231,0.0198409,0.0514094,0.0554204,0.0291482,0.029191,0.0121333,0.0353397,0.0138821,0.0175392,0.0384434,0,0.0286138,0.0548056,0.0408808,0,0,0.018401,0,0,0.0248334,0.0697147,0.0160152,0.0178152,0.040934,0.0507859,0.0210203,0.0356399,0.0511578,0.100146,0.0317238,0.023087,0.00820788,0.0401707,0.0104203,0.0398843,0.00745047,0.0150514,0.0488163,0.0521319,0,0,0
100,0,0,0,0,0,0.0325431,0.0571691,0,0,0,0.0434406,0,0.0247834,0.0665607,0,0,0.0187022,0,0,0.0419485,0.0617663,0.021406,0.0263811,0.0257687,0.0485306,0.0390324,0.0335444,0.0518415,0.0469183,0.0199288,0.05147,0.0555428,0.0291143,0.0293681,0.012967,0.0352987,0.013901,0.0174771,0.0371643,0,0.0282351,0.0546313,0.0407649,0,0,0.0183608,0,0,0.0248561,0.06997,0.014892,0.0174611,0.0407151,0.0507944,0.0209054,0.0351635,0.0526894,0.099781,0.0312449,0.0225323,0.00716595,0.0394257,0.0105128,0.0399008,0.00749044,0.0149594,0.0489343,0.0523308,0,0,0
101,0,0,0,0,0,0.0326373,0.0573596,0,0,0,0.0444224,0,0.0237747,0.066978,0,0,0.0187289,0,0,0.0420102,0.061478,0.021015,0.0256224,0.0250949,0.0485038,0.0387927,0.033376,0.052277,0.0470192,0.0198357,0.0514954,0.0556679,0.029089,0.0295421,0.013929,0.0352566,0.0139265,0.0174332,0.0349757,0,0.0282433,0.054323,0.0406456,0,0,0.0183758,0,0,0.0248818,0.0702229,0.0147479,0.0171422,0.0400226,0.0507963,0.0208704,0.0349125,0.0542008,0.0995431,0.030834,0.0220287,0.00649741,0.0388527,0.0119441,0.0398758,0.00756194,0.0148639,0.0488922,0.0522712,0,0,0
102,0,0,0,0,0,0.0328065,0.0575201,0,0,0,0.0454147,0,0.0226683,0.0672473,0,0,0.0186607,0,0,0.0420133,0.0611499,0.0207225,0.0248953,0.0244665,0.0483091,0.0385487,0.0332459,0.0526667,0.0471095,0.0196647,0.0515048,0.0557819,0.0290274,0.029689,0.0150164,0.0352073,0.0139016,0.0174364,0.03284,0,0.0280331,0.0539878,0.0405394,0,0,0.0183621,0,0,0.0249396,0.0699096,0.0144558,0.0170666,0.0396871,0.0508249,0.0208809,0.034632,0.0553664,0.0993259,0.0305745,0.0220272,0.00636706,0.0383161,0.0134798,0.0398819,0.00759353,0.014844,0.0487817,0.051844,0,0,0
103,0,0,0,0,0,0.0330663,0.0576642,0,0,0,0.0464527,0,0.0215142,0.0675644,0,0,0.0185854,0,0,0.041988,0.0608365,0.0205096,0.0242152,0.0237764,0.0478165,0.0382866,0.0332581,0.0530464,0.0471602,0.0195104,0.051576,0.055947,0.0290132,0.029813,0.016145,0.035267,0.0139363,0.0173589,0.0299722,0,0.0272945,0.0537739,0.0404516,0,0,0.0183365,0,0,0.0250035,0.0691399,0.0134302,0.0173804,0.0395924,0.0508157,0.0209282,0.0341649,0.0559304,0.0990793,0.0304338,0.0222013,0.00634401,0.0376916,0.0152678,0.0399922,0.00766903,0.0147734,0.0489176,0.0513716,0,0,0
104,0,0,0,0,0,0.0332201,0.057959,0,0,0,0.0476946,0,0.0203252,0.0676006,0,0,0.0185549,0,0,0.0419343,0.0606775,0.0203954,0.0234661,0.0230745,0.047014,0.0379062,0.0333568,0.0534331,0.0472133,0.0194866,0.0516966,0.0561916,0.0290237,0.0299489,0.0174456,0.0354162,0.0140257,0.0171763,0.0260727,0,0.0265069,0.0539283,0.0403911,0,0,0.0182228,0,0,0.0249566,0.0685776,0.0115923,0.0180975,0.0396798,0.050767,0.0207636,0.0335218,0.0556565,0.0988207,0.0299245,0.022613,0.00621229,0.0369203,0.0176618,0.0401488,0.00776106,0.0146101,0.0492778,0.0523535,0,0,0
105,0,0,0,0,0,0.0332894,0.058322,0,0,0,0.0491517,0,0.0190702,0.0673516,0,0,0.0185437,0,0,0.0418241,0.0605754,0.0204049,0.0227421,0.0223906,0.0462417,0.0375314,0.0334719,0.0538803,0.047261,0.0194155,0.0518301,0.0565328,0.0289851,0.0300551,0.0189467,0.0355671,0.0139962,0.0170852,0.023419,0,0.0256211,0.0540316,0.0403551,0,0,0.0180199,0,0,0.024827,0.0684231,0.0102407,0.0185473,0.0416983,0.0506739,0.0205735,0.0323672,0.0541251,0.0980653,0.0289351,0.0242485,0.00624856,0.0361175,0.0187328,0.0401973,0.00776468,0.0145405,0.0494384,0.0540868,0,0,0
106,0,0,0,0,0,0.0333929,0.0585145,0,0,0,0.0508024,0,0.0177269,0.0668555,0,0,0.0185691,0,0,0.0416863,0.0604967,0.020644,0.0219603,0.0217713,0.0457505,0.0372408,0.0336493,0.0544063,0.0472461,0.0192255,0.0520136,0.0570341,0.0288996,0.0301911,0.0203981,0.0356896,0.0139281,0.0170136,0.0209089,0,0.025309,0.0540468,0.0404811,0,0,0.0177993,0,0,0.0246387,0.0684635,0.00947602,0.0186411,0.0432792,0.0505199,0.0204702,0.0312187,0.0523846,0.0973284,0.0274577,0.0263519,0.00671905,0.035243,0.0206271,0.0402695,0.00778187,0.0144722,0.0493858,0.0542259,0,0,0
107,0,0,0,0,0,0.0335277,0.0586212,0,0,0,0.0522306,0,0.0162917,0.0662542,0,0,0.0186071,0,0,0.0416289,0.0602818,0.0212279,0.0211447,0.0212206,0.0456458,0.0370734,0.0338761,0.0550424,0.0472261,0.0188832,0.0522545,0.0574469,0.0287813,0.0303419,0.0215202,0.0357997,0.013953,0.0169455,0.0183165,0,0.0249743,0.0539061,0.0406663,0,0,0.0177556,0,0,0.0247835,0.0686616,0.0093848,0.0183977,0.0435598,0.0504125,0.0204751,0.0300671,0.0514753,0.0967503,0.026209,0.0278664,0.00712692,0.0345601,0.0236792,0.0402901,0.00784056,0.0145051,0.0493586,0.0540257,0,0,0
108,0,0,0,0,0,0.0336618,0.0586709,0,0,0,0.0533166,0,0.0148297,0.0656282,0,0,0.018641,0,0,0.0416039,0.0598463,0.0223,0.020383,0.0207784,0.0459871,0.0369988,0.0341538,0.05581,0.0472653,0.0182984,0.0525313,0.0577746,0.0287426,0.0304669,0.0222048,0.0358495,0.0139721,0.0169307,0.0163874,0,0.0240603,0.0535831,0.040808,0,0,0.017767,0,0,0.0247192,0.069001,0.0101584,0.017798,0.0429483,0.0504124,0.020678,0.0291734,0.0519586,0.0962663,0.0255826,0.0282684,0.00695916,0.0340204,0.0269795,0.0401606,0.00778945,0.0146073,0.0493705,0.0542817,0,0,0
109,0,0,0,0,0,0.0338034,0.0586726,0,0,0,0.0539351,0,0.013421,0.0649425,0,0,0.018647,0,0,0.0415428,0.0593165,0.0240224,0.0197691,0.0204628,0.0467259,0.0369795,0.0344951,0.0566642,0.0473539,0.0175171,0.052825,0.0581577,0.0285585,0.0306106,0.0226076,0.0358174,0.0138664,0.0170625,0.0155947,0,0.0231595,0.0530579,0.0408358,0,0,0.0177627,0,0,0.0245295,0.0693352,0.0116415,0.0170548,0.0425591,0.0503424,0.0209993,0.0287138,0.0532772,0.0958182,0.0256152,0.02765,0.0062552,0.0336663,0.0292075,0.0399752,0.00767028,0.0148054,0.0493585,0.0549886,0,0,0
110,0,0,0,0,0,0.0339122,0.0586264,0,0,0,0.0541512,0,0.0122082,0.0640081,0,0,0.0186772,0,0,0.041595,0.0588942,0.0262338,0.0192641,0.0201774,0.0476673,0.0370891,0.0348858,0.0575555,0.0475406,0.0167531,0.0530661,0.0585522,0.0283714,0.030701,0.0227914,0.0356961,0.0138281,0.0172305,0.0151122,0,0.0227386,0.0526198,0.0408162,0,0,0.0177644,0,0,0.0243981,0.0694727,0.0130888,0.016639,0.0422357,0.050212,0.0213285,0.0287932,0.0545932,0.0955726,0.0258724,0.0265149,0.00547873,0.0334389,0.0306032,0.0397053,0.00754536,0.0151039,0.0493814,0.0557319,0,0,0
111,0,0,0,0,0,0.0340529,0.0585795,0,0,0,0.0539211,0,0.0113741,0.0626535,0,0,0.0187561,0,0,0.0417158,0.0586923,0.028572,0.0187543,0.0199604,0.0485617,0.0372466,0.035291,0.0583432,0.0478538,0.016102,0.0531694,0.0588855,0.028048,0.0305815,0.0228971,0.0355473,0.0138676,0.0174124,0.0141639,0,0.0230739,0.0525452,0.0407537,0,0,0.017778,0,0,0.0244112,0.069334,0.0139269,0.0170131,0.0410967,0.0500713,0.0215998,0.0292419,0.0556496,0.0958041,0.0256239,0.0255074,0.0052528,0.0329482,0.0321725,0.039437,0.00745872,0.0154329,0.0494764,0.0564511,0,0,0
112,0,0,0,0,0,0.0341862,0.0584738,0,0,0,0.0533455,0,0.0110686,0.061042,0,0,0.0188902,0,0,0.0418503,0.0586766,0.0306162,0.0182508,0.0197816,0.0493854,0.0374522,0.0356465,0.0590036,0.0482386,0.0154089,0.0530941,0.0590819,0.0275635,0.030249,0.0229578,0.0354245,0.0138612,0.0176646,0.0126239,0,0.0238292,0.0527617,0.0406309,0,0,0.01785,0,0,0.0244876,0.0690407,0.0141117,0.0180092,0.0393885,0.0499591,0.0219047,0.029676,0.0562763,0.096232,0.024877,0.0249217,0.00559639,0.0321416,0.0341713,0.0392535,0.00737904,0.0157618,0.0495274,0.0566762,0,0,0
113,0,0,0,0,0,0.0342665,0.0583045,0,0,0,0.0519058,0,0.0109955,0.059426,0,0,0.0191909,0,0,0.0420792,0.0583281,0.0322649,0.0181082,0.0198126,0.0505102,0.0380137,0.0358445,0.059645,0.0486139,0.0144691,0.053005,0.0591329,0.0269873,0.0301442,0.0224616,0.0351998,0.0138785,0.0180266,0.0130853,0,0.0226492,0.0519044,0.0404297,0,0,0.0180894,0,0,0.0243793,0.0691167,0.0146435,0.0178932,0.0420508,0.0499812,0.0224841,0.0287387,0.0548464,0.0953294,0.0246266,0.0252908,0.00566789,0.0315451,0.0333708,0.0388696,0.00714786,0.0161851,0.0493428,0.0571113,0,0,0
114,0,0,0,0,0,0.0344021,0.0581257,0,0,0,0.0499297,0,0.0108122,0.057729,0,0,0.0193768,0,0,0.0422663,0.0581987,0.0329377,0.0179855,0.0197462,0.051501,0.0385652,0.0362036,0.060165,0.0491594,0.0139271,0.0529816,0.0589774,0.026399,0.0303532,0.0209528,0.035027,0.0139178,0.0184067,0.0119765,0,0.0230226,0.0517469,0.0402386,0,0,0.0182924,0,0,0.0243583,0.0687877,0.0139325,0.018732,0.0416772,0.0501388,0.0230345,0.0286756,0.0542538,0.0956168,0.0240754,0.0251062,0.00598105,0.030897,0.0337605,0.0385305,0.00702463,0.016523,0.0492867,0.0571156,0,0,0
115,0,0,0,0,0,0.0344825,0.0579387,0,0,0,0.0472384,0,0.0101647,0.0562522,0,0,0.0197098,0,0,0.0424322,0.0578247,0.0330443,0.018132,0.0198517,0.052649,0.0393422,0.0366479,0.0607505,0.0497794,0.0133408,0.0532575,0.0588701,0.0263252,0.0311228,0.0177919,0.0347839,0.0139237,0.0188265,0.0120248,0,0.0225588,0.0511436,0.0401138,0,0,0.018689,0,0,0.0243587,0.0686123,0.0138499,0.0189375,0.0434373,0.050497,0.0237747,0.028026,0.0527636,0.0953729,0.0241012,0.0250844,0.00599139,0.0306976,0.032778,0.0381177,0.00695232,0.0168987,0.0492635,0.0568895,0,0,0
116,0,0,0,0,0,0.0345609,0.0578437,0,0,0,0.0444455,0,0.00956413,0.0548563,0,0,0.0200007,0,0,0.0426104,0.0575519,0.0329571,0.0182824,0.0199574,0.0536595,0.0400004,0.0373656,0.0615567,0.0505472,0.0131495,0.0538245,0.0589,0.0267009,0.0323769,0.0140814,0.0346487,0.01396,0.0192204,0.0114485,0,0.0227827,0.051109,0.0400148,0,0,0.0190855,0,0,0.0243454,0.0680853,0.0134921,0.0196489,0.0436483,0.0509771,0.0244626,0.027731,0.0520014,0.0957068,0.0240169,0.0249896,0.00614439,0.0305881,0.0325611,0.0376745,0.00687839,0.0172801,0.0494245,0.0571418,0,0,0
117,0,0,0,0,0,0.0346136,0.0576867,0,0,0,0.0419341,0,0.00949639,0.0536174,0,0,0.0202963,0,0,0.0428026,0.0573065,0.03306,0.0184967,0.0202043,0.05472,0.0405661,0.0381821,0.0624865,0.0513874,0.0130542,0.0546476,0.059162,0.0272409,0.0339229,0.0124459,0.0345721,0.0140392,0.0195321,0.0110388,0,0.022949,0.051237,0.0399842,0,0,0.0195077,0,0,0.0243135,0.0677301,0.0134472,0.0202562,0.0435927,0.0514757,0.0251676,0.027296,0.0516564,0.0958803,0.0239209,0.0250116,0.00626161,0.0305675,0.032689,0.0372388,0.00680395,0.0176115,0.0495698,0.0571548,0,0,0
118,0,0,0,0,0,0.0346321,0.0574572,0,0,0,0.039943,0,0.00964735,0.0524479,0,0,0.0204893,0,0,0.0429739,0.0570892,0.0330799,0.0187241,0.0206377,0.0559749,0.0410513,0.0390683,0.0634405,0.0521604,0.0128855,0.0553949,0.0593906,0.0275847,0.0353363,0.0145894,0.0345495,0.0141817,0.0197317,0.010745,0,0.0229976,0.0515157,0.0400231,0,0,0.0199271,0,0,0.0243365,0.0677333,0.0137443,0.0207262,0.0430783,0.0518131,0.025843,0.0269179,0.0519609,0.0956115,0.0236921,0.0251238,0.00629161,0.0304688,0.0330587,0.0367852,0.00673905,0.0179439,0.049631,0.0568818,0,0,0
