Timestep,BCBB,BCBF,BCBTT,BCFT,C7,CLAV,IMU_B,IMU_M,IMU_T,L5FT,L5HD,LANK,LASI,LBHD,LEAR,LELB,LFHD,LFIN,LFRM,LGTR,LHEE,LILC,LKNE,LPSI,LSHO,LTHI,LTHIA,LTHII,LTHIP,LTIB,LTIBA,LTIBI,LTIBP,LTOE,LUPA,LWRA,LWRB,R5FT,R5HD,RANK,RASI,RBAK,RBHD,REAR,RELB,RFHD,RFIN,RFRM,RGTR,RHEE,RILC,RKNE,RPSI,RSHO,RTHI,RTHIA,RTHII,RTHIP,RTIB,RTIBA,RTIBI,RTIBP,RTOE,RUPA,RWRA,RWRB,STRN,T10,x68,x69,x70,
37,0,0,0,0,0.0271682,0.0603852,0,0,0,0.0344197,0,0.0157548,0.0416549,0,0,0.0215665,0,0,0.0434556,0.0558874,0.0486217,0.0253734,0.0212044,0.0674503,0.041103,0.0526634,0.0726731,0.0540618,0.0148099,0.0590671,0.0602463,0.0300204,0.0424971,0.0677257,0.0305714,0.0136404,0.019948,0.0064342,0,0.0282837,0.0535313,0.0481676,0,0,0.02628,0,0,0.0263844,0.0651276,0.00572282,0.0225133,0.0265815,0.054559,0.0380017,0.0342994,0.0631625,0.0609395,0.0307794,0.0269121,0.0250738,0.00909434,0.0358792,0.0348408,0.0316856,0.00808134,0.0230285,0.0572509,0.0479875,0,0,0,0
38,0,0,0,0,0.0271714,0.0605893,0,0,0,0.0356879,0,0.0155786,0.0412743,0,0,0.0213637,0,0,0.0435046,0.0559345,0.0514203,0.0258126,0.0217187,0.0676555,0.0412287,0.053197,0.0733251,0.0543375,0.0149237,0.0601091,0.0607737,0.0304863,0.0438573,0.0716524,0.0306202,0.0136535,0.0198497,0.00643523,0,0.0283471,0.0539861,0.0481754,0,0,0.0262356,0,0,0.026453,0.0652568,0.00568959,0.0226418,0.026292,0.0539658,0.0380601,0.0345513,0.0630071,0.061449,0.0308039,0.0269794,0.025003,0.00939536,0.0359658,0.0342815,0.0318528,0.00807187,0.0229545,0.0571425,0.0480704,0,0,0,0
39,0,0,0,0,0.0272091,0.0607392,0,0,0,0.0370161,0,0.0153472,0.0411522,0,0,0.0211017,0,0,0.0438895,0.0557828,0.0534096,0.0263166,0.0222703,0.067132,0.0410556,0.0537785,0.073782,0.0545814,0.0150397,0.0610446,0.0613541,0.0310425,0.0451048,0.0733496,0.0307914,0.0137452,0.0198522,0.00658127,0,0.0283685,0.0544431,0.0481079,0,0,0.0260148,0,0,0.026416,0.0653774,0.00573276,0.0227942,0.0261952,0.0534806,0.0379863,0.033992,0.063045,0.0615295,0.0308494,0.0269812,0.0252535,0.00937314,0.0360614,0.0335798,0.0321226,0.00803761,0.0227641,0.0568942,0.0480796,0,0,0,0
40,0,0,0,0,0.0272248,0.0607675,0,0,0,0.0382887,0,0.0155914,0.0410275,0,0,0.0206533,0,0,0.0442715,0.0555599,0.0545187,0.0268864,0.0226811,0.0662656,0.0408574,0.0543276,0.0742053,0.0548784,0.015262,0.0616091,0.0618805,0.031808,0.0463002,0.0736454,0.0310589,0.0136175,0.0201135,0.00693023,0,0.0282689,0.0548169,0.0480389,0,0,0.025906,0,0,0.026119,0.065473,0.00568518,0.0229296,0.0262567,0.053039,0.0379408,0.0335614,0.0631523,0.0615166,0.0309231,0.0270361,0.0258373,0.00926645,0.0362045,0.0327022,0.032351,0.00798948,0.0223601,0.0567119,0.0480578,0,0,0,0
41,0,0,0,0,0.0272665,0.0606714,0,0,0,0.0387753,0,0.0159575,0.0406315,0,0,0.0204244,0,0,0.0443453,0.0555022,0.0546209,0.0273206,0.0229455,0.0655377,0.0407132,0.0549891,0.0744431,0.0551164,0.0155651,0.06196,0.0622334,0.0325263,0.0472142,0.0730542,0.0312194,0.0136737,0.0199232,0.00752587,0,0.0281811,0.0551014,0.0479574,0,0,0.0255046,0,0,0.0259626,0.0656027,0.00568598,0.0230336,0.0262157,0.052684,0.0378343,0.0335304,0.0629591,0.0614834,0.0309635,0.0272384,0.025464,0.00944922,0.0364283,0.031874,0.0326368,0.0078963,0.0222214,0.0564583,0.048005,0,0,0,0
42,0,0,0,0,0.0272771,0.0605417,0,0,0,0.0382796,0,0.0161092,0.0400207,0,0,0.020801,0,0,0.0443354,0.0555166,0.0539371,0.0276328,0.0229712,0.0651365,0.0405398,0.0557181,0.0747166,0.0552332,0.0158888,0.0620513,0.0623417,0.0329577,0.0475369,0.0717684,0.0313021,0.0144076,0.0190822,0.0083535,0,0.0282671,0.0553644,0.0479022,0,0,0.0250333,0,0,0.0258955,0.0657514,0.0057355,0.0230912,0.0260498,0.0524637,0.0377195,0.0334418,0.0626256,0.0615042,0.0309611,0.0274851,0.0244811,0.00980195,0.0366913,0.0308678,0.0328946,0.00774213,0.0223425,0.0562814,0.0479336,0,0,0,0
43,0,0,0,0,0.0272741,0.0603339,0,0,0,0.0371747,0,0.0160331,0.0395145,0,0,0.0205574,0,0,0.0446098,0.0555936,0.0528279,0.0279355,0.0228037,0.0650258,0.0402616,0.0561587,0.0752026,0.0552979,0.016304,0.0618948,0.0622578,0.0330531,0.0475226,0.0698461,0.0315033,0.014345,0.0193196,0.00946974,0,0.02834,0.0556969,0.047987,0,0,0.0248837,0,0,0.0258503,0.0658398,0.00578638,0.0231953,0.0260089,0.0522651,0.0377326,0.0332031,0.0623772,0.0615025,0.0309471,0.0276837,0.024027,0.0101617,0.0369724,0.0294668,0.0329816,0.00778981,0.022418,0.0561112,0.0478437,0,0,0,0
44,0,0,0,0,0.0272939,0.0601853,0,0,0,0.0361925,0,0.0160879,0.0390388,0,0,0.0204085,0,0,0.0446975,0.0558333,0.0519624,0.0282694,0.0224525,0.0652776,0.0401188,0.0564448,0.0757906,0.055313,0.0166867,0.0617087,0.0620483,0.0330365,0.0474363,0.0677671,0.0316952,0.0142327,0.0194872,0.0104779,0,0.0285073,0.0560184,0.0480957,0,0,0.0247587,0,0,0.0258713,0.0658543,0.0059045,0.0237026,0.0261226,0.0521319,0.0377595,0.0329587,0.0619829,0.0614575,0.0309249,0.0278941,0.023842,0.0105942,0.0372618,0.0281149,0.0330586,0.00785591,0.0225148,0.0559904,0.0477497,0,0,0,0
45,0,0,0,0,0.0273437,0.0600417,0,0,0,0.035698,0,0.0163995,0.0385734,0,0,0.0203161,0,0,0.0446544,0.056034,0.0515091,0.0287,0.0220881,0.0656195,0.0398764,0.0569313,0.0762077,0.0553846,0.0170168,0.0616676,0.0618342,0.033162,0.0474345,0.0660963,0.0318868,0.0141113,0.0195826,0.0115047,0,0.0286605,0.0563148,0.0482313,0,0,0.024706,0,0,0.0259381,0.0657778,0.0060268,0.024153,0.026103,0.0520167,0.0378551,0.032656,0.0615348,0.0615521,0.0310104,0.0279407,0.0241608,0.0111075,0.0373474,0.026844,0.033065,0.00795061,0.0226327,0.0559265,0.0476209,0,0,0,0
46,0,0,0,0,0.0273708,0.0599473,0,0,0,0.0356125,0,0.0168824,0.0381558,0,0,0.0202619,0,0,0.0446692,0.0561187,0.0516389,0.0291776,0.021895,0.0659259,0.0395572,0.0581024,0.0764534,0.0554333,0.017324,0.0618857,0.0618332,0.0334763,0.047561,0.0654212,0.0320673,0.0140413,0.0196789,0.0125792,0,0.028788,0.0566237,0.0483712,0,0,0.0246755,0,0,0.0260111,0.0656592,0.0063033,0.0244346,0.0259508,0.0519011,0.038005,0.0323478,0.0611624,0.0616788,0.0311121,0.0278829,0.0243188,0.0117432,0.037322,0.0255587,0.0330773,0.00812149,0.022723,0.0558188,0.0474575,0,0,0,0
47,0,0,0,0,0.0274118,0.0598449,0,0,0,0.0356969,0,0.0173774,0.0378277,0,0,0.0202717,0,0,0.0445571,0.0561551,0.0521934,0.0296999,0.0219161,0.0662281,0.039115,0.0585338,0.0768566,0.0555163,0.0177016,0.0623608,0.0621104,0.0340768,0.0478052,0.0656834,0.0322368,0.0139325,0.0197671,0.0135707,0,0.0287803,0.0569581,0.0484527,0,0,0.0246467,0,0,0.0259918,0.0655665,0.00666384,0.0245039,0.0257838,0.0516837,0.0380798,0.0320996,0.0609134,0.0616834,0.0311073,0.0279216,0.0243228,0.011428,0.0373047,0.0244215,0.0331442,0.00818657,0.0227416,0.0556734,0.0473151,0,0,0,0
48,0,0,0,0,0.0274361,0.0597977,0,0,0,0.0357469,0,0.0178474,0.0376182,0,0,0.0202656,0,0,0.044414,0.0562235,0.0531445,0.0302352,0.0221096,0.066597,0.0391544,0.0587799,0.0773389,0.0555399,0.018124,0.0629568,0.0626739,0.0346514,0.0481194,0.0665895,0.0323655,0.0138072,0.0199302,0.0144401,0,0.0287205,0.0573448,0.0484177,0,0,0.0245867,0,0,0.0258618,0.065523,0.00709933,0.0245479,0.02564,0.0514095,0.0380088,0.0318894,0.06072,0.0615619,0.0310511,0.0279983,0.024239,0.0111998,0.037269,0.0234973,0.0332863,0.00809933,0.0226456,0.0557346,0.0471633,0,0,0,0
49,0,0,0,0,0.027462,0.0597332,0,0,0,0.0358192,0,0.0183726,0.0374731,0,0,0.0202992,0,0,0.044294,0.0563141,0.0542367,0.0307288,0.0223998,0.0670434,0.0392949,0.0592005,0.0776605,0.0554896,0.0185621,0.0636142,0.0632952,0.0351611,0.0484956,0.0675131,0.0324692,0.0137177,0.0200898,0.0152406,0,0.0286069,0.0577508,0.0483288,0,0,0.0245015,0,0,0.0257788,0.065547,0.00758861,0.0246523,0.0255458,0.0511375,0.037922,0.0316722,0.0605504,0.0611983,0.031009,0.0280631,0.024202,0.0111569,0.0372235,0.0227249,0.0334472,0.008064,0.0224823,0.0557629,0.0470277,0,0,0,0
50,0,0,0,0,0.0274874,0.0596995,0,0,0,0.0359262,0,0.0190276,0.0374973,0,0,0.0203255,0,0,0.0441999,0.0563428,0.0553115,0.0312719,0.0226816,0.0675383,0.0394996,0.0597095,0.0780371,0.0554106,0.0190676,0.0643399,0.0639578,0.0357885,0.0489725,0.0682966,0.0325881,0.0136814,0.0201958,0.0157712,0,0.0284615,0.058102,0.0482081,0,0,0.0244173,0,0,0.025692,0.0656323,0.00809033,0.0249254,0.0254594,0.0509132,0.0378818,0.0315747,0.0604154,0.0609892,0.0310489,0.0280603,0.0242477,0.0113956,0.0371785,0.0219892,0.033613,0.00793472,0.0223134,0.0557557,0.0468517,0,0,0,0
51,0,0,0,0,0.0275197,0.0596506,0,0,0,0.0359232,0,0.0196085,0.037462,0,0,0.0203603,0,0,0.0441745,0.0564211,0.0562403,0.0317681,0.0228105,0.0680894,0.0396133,0.0602204,0.0783723,0.0553502,0.019667,0.0650603,0.0647972,0.0365478,0.0494812,0.0689731,0.0327279,0.0136799,0.0202665,0.016203,0,0.0284075,0.0585703,0.0480701,0,0,0.0243269,0,0,0.0256525,0.0657305,0.00854531,0.025078,0.0253523,0.0506096,0.0378018,0.0315117,0.0602614,0.0609042,0.0309976,0.0280313,0.024278,0.0114159,0.0371174,0.021385,0.033785,0.00789703,0.0221272,0.0558259,0.0467034,0,0,0,0
52,0,0,0,0,0.0275447,0.0596279,0,0,0,0.0357106,0,0.0199922,0.0374723,0,0,0.0206455,0,0,0.0440812,0.0564225,0.0567049,0.0323879,0.0226937,0.068503,0.0396698,0.0606731,0.0787054,0.0553527,0.0201708,0.0656462,0.065648,0.0373224,0.049975,0.0696861,0.0328386,0.0139445,0.0200133,0.016381,0,0.0284105,0.0591352,0.047905,0,0,0.0243009,0,0,0.0256501,0.0659556,0.00900646,0.0251622,0.0251366,0.0503316,0.0376074,0.0315234,0.0601453,0.0608267,0.0308477,0.02806,0.0241094,0.0111759,0.0371466,0.0211987,0.0339747,0.00799513,0.0219041,0.0559838,0.0465527,0,0,0,0
53,0,0,0,0,0.0275695,0.059556,0,0,0,0.0356306,0,0.0201824,0.0372503,0,0,0.0205617,0,0,0.0441157,0.0564562,0.0569228,0.0328081,0.0225974,0.0686733,0.039579,0.0611262,0.0791033,0.0553184,0.0204052,0.0661033,0.0661767,0.0379433,0.0504263,0.0703387,0.0329897,0.0139088,0.0201541,0.0168506,0,0.0283894,0.0595587,0.0478193,0,0,0.0241509,0,0,0.0255813,0.0661238,0.00943582,0.0252385,0.0250376,0.0500635,0.0373107,0.0315016,0.0600648,0.0607482,0.0306757,0.0281117,0.0239742,0.011069,0.0372201,0.0207747,0.034138,0.00793275,0.0217422,0.0560939,0.0464395,0,0,0,0
54,0,0,0,0,0.0276101,0.0595281,0,0,0,0.0354031,0,0.0203485,0.0371108,0,0,0.0204132,0,0,0.0442195,0.0564862,0.0568029,0.0332288,0.0224372,0.0685313,0.0395708,0.0616756,0.0795517,0.0552802,0.0209978,0.0664846,0.0666188,0.0385225,0.0507311,0.0705018,0.0332339,0.0139163,0.0202453,0.0171523,0,0.0284443,0.0599732,0.0477122,0,0,0.0239439,0,0,0.025503,0.066334,0.00990366,0.0253726,0.0249541,0.0497811,0.037053,0.0314102,0.0599811,0.0606296,0.030506,0.0282406,0.0237941,0.0115135,0.0371688,0.0204969,0.0343208,0.00790177,0.0215465,0.0561973,0.0462433,0,0,0,0
55,0,0,0,0,0.027638,0.0595649,0,0,0,0.0349937,0,0.020468,0.0371525,0,0,0.0202542,0,0,0.0443108,0.0565308,0.0563045,0.0336302,0.0222731,0.0681739,0.0396231,0.0620771,0.0801886,0.0552798,0.0218034,0.0667794,0.0670077,0.0390351,0.0509051,0.0697119,0.0334854,0.013926,0.0202928,0.017397,0,0.0284943,0.0604083,0.0476201,0,0,0.023723,0,0,0.0254196,0.0665417,0.0103311,0.0255067,0.0248835,0.0495449,0.0368408,0.0311916,0.059876,0.0603986,0.0304081,0.0283669,0.0236663,0.012081,0.0370509,0.0202268,0.0345411,0.00789527,0.0213389,0.0562824,0.0460333,0,0,0,0
56,0,0,0,0,0.027688,0.059613,0,0,0,0.0344281,0,0.0205281,0.0372568,0,0,0.0200987,0,0,0.0444069,0.0565707,0.0554639,0.0339838,0.0221563,0.0676897,0.0396088,0.0625167,0.0808836,0.0552979,0.022598,0.0669621,0.0672915,0.0394103,0.0508886,0.067923,0.033682,0.0139404,0.0202951,0.0177365,0,0.0285388,0.0608432,0.0475376,0,0,0.0235006,0,0,0.0253007,0.0667973,0.0107578,0.0256257,0.0248401,0.0493026,0.0366257,0.0308589,0.0597042,0.0600668,0.0302974,0.0284936,0.0236464,0.0123619,0.03695,0.0198818,0.0347754,0.00783792,0.021121,0.0562699,0.0458832,0,0,0,0
57,0,0,0,0,0.0277563,0.0596624,0,0,0,0.0336636,0,0.0205616,0.0373871,0,0,0.0199486,0,0,0.044502,0.0566737,0.0542175,0.0342792,0.0221131,0.0671455,0.0395583,0.0630004,0.081603,0.0552692,0.0231716,0.0670052,0.0673862,0.0396157,0.0506653,0.0652398,0.0338638,0.0139644,0.0202626,0.0181096,0,0.0285807,0.0612181,0.0474413,0,0,0.0232914,0,0,0.0252461,0.0671472,0.0111212,0.0257684,0.0248658,0.0490238,0.0363628,0.0305019,0.0594842,0.0597864,0.0301245,0.0284605,0.0237877,0.0120442,0.0368974,0.0195549,0.0350177,0.00788368,0.0208925,0.0561598,0.0457878,0,0,0,0
58,0,0,0,0,0.0277259,0.0596226,0,0,0,0.0341861,0,0.017887,0.0375365,0,0,0.01982,0,0,0.0447501,0.0566098,0.0498632,0.0353625,0.022281,0.0669566,0.0399284,0.0637492,0.0828369,0.0552257,0.023859,0.0667931,0.0674716,0.0394583,0.0495796,0.0628218,0.0340743,0.0138825,0.0205726,0.0173808,0,0.0282379,0.0608135,0.0472378,0,0,0.0230818,0,0,0.0252671,0.0685404,0.00980058,0.025106,0.0266493,0.0486109,0.0360962,0.030002,0.0582329,0.0584119,0.0296245,0.0311129,0.0223198,0.0126764,0,0.019208,0.0351157,0.00790543,0.0208621,0.0559738,0.0461193,0,0,0,0
59,0,0,0,0,0.0277677,0.0596548,0,0,0,0.0337912,0,0.0160586,0.0375629,0,0,0.0198304,0,0,0.0447105,0.0569708,0.045004,0.0352773,0.0226549,0.0663473,0.0397538,0.0646344,0.0845296,0.0553516,0.0243319,0.0664911,0.0672972,0.039456,0.0489712,0.05765,0.0344011,0.0139797,0.0203032,0.0194416,0,0.0256375,0.0609624,0.0471688,0,0,0.0229971,0,0,0.0250464,0.0689601,0.0110196,0.0251184,0.0267219,0.0484458,0.0358561,0.0295183,0.0581381,0.0584322,0.0294584,0.031311,0.0232943,0.014296,0,0.0178765,0.0352881,0.00768771,0.020639,0.0559605,0.0460785,0,0,0,0
60,0,0,0,0,0.0278022,0.059697,0,0,0,0.0326808,0,0.0158215,0.0380901,0,0,0.0197169,0,0,0.0446758,0.0570921,0.0418471,0.0354419,0.0223607,0.0658493,0.0395914,0.0651377,0.085515,0.0552989,0.0249157,0.0660154,0.0669712,0.03947,0.0481318,0.051224,0.0346844,0.0139801,0.0201506,0.0216791,0,0.0234152,0.0610396,0.0470887,0,0,0.0227723,0,0,0.0249405,0.0695097,0.0132873,0.0251836,0.0269376,0.0483201,0.0355276,0.0288887,0.0580992,0.0582223,0.0293651,0.031699,0.0242699,0.0159986,0,0.0175126,0.0355384,0.00757668,0.0204398,0.0559145,0.045989,0,0,0,0
61,0,0,0,0,0.027941,0.0598453,0,0,0,0.0321863,0,0.0159781,0.038633,0,0,0.0223385,0,0,0.043472,0.0572499,0.0395212,0.0353353,0.0215328,0.0654239,0.0403589,0.0655005,0.0858157,0.0550015,0.02554,0.0655326,0.0665513,0.0397448,0.0472316,0.0447123,0.0342078,0.0181581,0.0166617,0.0234378,0,0.0224107,0.0607484,0.0468203,0,0,0.022337,0,0,0.0251275,0.0701172,0.014601,0.0250275,0.0273727,0.0481605,0.035256,0.0285465,0.05783,0.057933,0.0293921,0.032128,0.0249841,0.0170572,0,0.0168494,0.0358769,0.00796412,0.0201141,0.0558888,0.0459113,0,0,0,0
62,0,0,0,0,0.0279282,0.0597413,0,0,0,0.0323327,0,0.0162967,0.0396473,0,0,0.0195231,0,0,0.0444678,0.0572412,0.0372443,0.0355937,0.020331,0.065005,0.0393551,0.065612,0.0855402,0.0546324,0.0265043,0.0648099,0.0660427,0.0393978,0.0461546,0.0375587,0.035094,0.0140522,0.0197607,0.0255129,0,0.0212142,0.0606639,0.0469783,0,0,0.022056,0,0,0.0248895,0.0707604,0.0174529,0.0252905,0.0274845,0.0482236,0.0346904,0.02875,0.0575056,0.0578859,0.0295403,0.0323315,0.0260582,0.0186506,0,0.0178877,0.0361723,0.00751086,0.0201156,0.0556582,0.045737,0,0,0,0
63,0,0,0,0,0.0278722,0.0599931,0,0,0,0.033998,0,0.0170825,0.040866,0,0,0.0193812,0,0,0.0445945,0.0571369,0.0357403,0.0353589,0.0191723,0.0642482,0.0393707,0.0659456,0.0855407,0.0545328,0.0274854,0.063463,0.0650117,0.0384875,0.0447855,0.0293603,0.0351882,0.0138402,0.0192188,0.0195684,0,0.0266235,0.0605363,0.0469491,0,0,0.0217047,0,0,0.0252167,0.0711455,0.0116661,0.0260079,0.0294397,0.0480142,0.0342471,0.0280141,0.0572154,0.0589546,0.0306571,0.0313512,0.0204632,0.0123744,0,0.0167059,0.0363627,0.00688769,0.0197984,0.0560175,0.045161,0,0,0,0
64,0,0,0,0,0.027236,0.0605844,0,0,0,0.0412671,0,0.0317938,0.0393591,0,0,0.0197203,0,0,0.0450282,0.0572607,0.0568604,0.0340888,0.0191117,0.0632383,0.0399349,0.0631584,0.0802408,0.0534941,0.0259529,0.0607727,0.0636808,0.0365638,0.042826,0.026257,0.0347725,0.0134909,0.0185045,0.0155984,0,0.0212611,0.0625278,0.047184,0,0,0.0206718,0,0,0.026494,0.0715893,0.0190564,0.028747,0.0308266,0.0472973,0.033436,0.0286103,0.0560267,0.0581577,0.0303086,0.036288,0.0180244,0.0179674,0,0.0322168,0.0366503,0.00544633,0.0193376,0.0569246,0.0443801,0,0,0,0
65,0,0,0,0,0.0280432,0.0598429,0,0,0,0.0358506,0,0.0180125,0.0430329,0,0,0.0196145,0,0,0.0442815,0.0565379,0.0321669,0.0358033,0.0173365,0.0640195,0.0397326,0.0642329,0.0819584,0.0531324,0.0290298,0.0622483,0.0648947,0.0386952,0.0431717,0.0203464,0.0355195,0.0140208,0.0188966,0.0185737,0,0.0266916,0.0579234,0.0468702,0,0,0.0210731,0,0,0.025166,0.0741487,0.0106896,0.025834,0.0318924,0.0480845,0.0336922,0.0281545,0.055191,0.0572137,0.0308773,0,0.0187684,0.0134394,0,0.0174741,0.0367612,0.00677954,0.0195698,0.0561116,0.0450319,0,0,0,0
66,0,0,0,0,0.0281412,0.0599258,0,0,0,0.0364177,0,0.0192967,0.0444083,0,0,0.0195195,0,0,0.0441803,0.0559852,0.0315818,0.0357528,0.0181145,0.0637484,0.0395433,0.0633667,0.0795249,0.0526789,0.0297354,0.0615258,0.0645027,0.0385951,0.0419627,0.0172108,0.0358001,0.014006,0.0186197,0.0188684,0,0.0267936,0.0568415,0.0469064,0,0,0.0207222,0,0,0.0250991,0.0750243,0.0104006,0.0259572,0.0322748,0.0480828,0.0333477,0.028426,0.0546943,0.0568306,0.0310516,0,0.018615,0.0134045,0,0.0169705,0.0370705,0.00661468,0.0193131,0.05626,0.0446789,0,0,0,0
67,0,0,0,0,0.0282661,0.0599779,0,0,0,0.0362664,0,0.0211134,0.0456119,0,0,0.0193577,0,0,0.0440584,0.0554279,0.032015,0.0356872,0.0202316,0.0635551,0.0394716,0.0621331,0.0768153,0.0523113,0.0299714,0.0606473,0.0638858,0.0383876,0.0405219,0.0153981,0.036155,0.0140307,0.0183995,0.0191659,0,0.0270792,0.0558372,0.046928,0,0,0.0204715,0,0,0.024995,0.075855,0.00997346,0.0260478,0.0326475,0.0481145,0.033011,0.0286203,0.0542677,0.056498,0.0311734,0,0.0185075,0.0135236,0,0.0164362,0.0373666,0.00655006,0.0190036,0.0564035,0.0443939,0,0,0,0
68,0,0,0,0,0.0284207,0.0599659,0,0,0,0.0353543,0,0.0232893,0.0467362,0,0,0.0192424,0,0,0.0439039,0.055031,0.0333664,0.0355475,0.0231449,0.0634073,0.0392877,0.0607513,0.0738871,0.0519735,0.0295127,0.0595875,0.0629668,0.0380141,0.0388896,0.0150936,0.0365397,0.0141187,0.0182523,0.0194395,0,0.0274786,0.055037,0.0469294,0,0,0.020243,0,0,0.024835,0.0766538,0.00944148,0.0260729,0.0329918,0.0481955,0.0326974,0.0288932,0.0538861,0.0562075,0.0312813,0,0.0184916,0.0136316,0,0.0158224,0.0376459,0.00670952,0.0186488,0.0563746,0.0442234,0,0,0,0
69,0,0,0,0,0.0284755,0.0599603,0,0,0,0.0354792,0,0.0244119,0.0472289,0,0,0.0189582,0,0,0.0438561,0.0550611,0.0342047,0.0350969,0.0252685,0.0631127,0.0390583,0.0595577,0.071588,0.0516297,0.0287534,0.0587517,0.0622051,0.0375602,0.0375336,0.0146188,0.0369384,0.0140291,0.0182995,0.019811,0,0.0278772,0.0546332,0.0469667,0,0,0.0200939,0,0,0.0246839,0.0771746,0.00903637,0.0262856,0.0331697,0.0481964,0.0324636,0.0291456,0.0534438,0.0555513,0.0311325,0,0.0183222,0.0143317,0,0.015017,0.0378718,0.00679762,0.0184072,0.0563267,0.0441088,0,0,0,0
70,0,0,0,0,0.028625,0.0602721,0,0,0,0.0374528,0,0.0233848,0.0481599,0,0,0.0183522,0,0,0.0440833,0.0553653,0.0361789,0.0337315,0.024004,0.0617463,0.0382693,0.0575562,0.0701828,0.0519791,0.0276671,0.0592017,0.0626757,0.0376317,0.0376371,0.0148586,0.0374127,0.0137636,0.017639,0.0218557,0,0.0287156,0.0557975,0.0470151,0,0,0.0199387,0,0,0.0244596,0.0761576,0.0107359,0.0269767,0.0308167,0.0478732,0.0321625,0.0289656,0.054556,0.0565481,0.0308143,0,0.0190191,0.0126036,0.0456963,0.0133557,0.0381674,0.00658122,0.0181798,0.0565647,0.0434679,0,0,0,0
71,0,0,0,0,0.0288585,0.0607979,0,0,0,0.0401192,0,0.0217828,0.0487208,0,0,0.0203429,0,0,0.043427,0.0554436,0.0390676,0.0325441,0.0221258,0.0606091,0.0381837,0.0562405,0.0701615,0.0527862,0.026843,0.0603105,0.0638928,0.0380611,0.0385502,0.0161075,0.0370819,0.0182771,0.0132615,0.0251638,0,0.0280536,0.0560891,0.0466872,0,0,0.0202615,0,0,0.0242265,0.0749606,0.00924333,0.0277541,0.0336472,0.0473555,0.0321478,0.0282961,0.0552654,0.0575642,0.0323035,0,0.0164656,0.0114987,0.0675969,0.0103669,0.0383723,0.0069617,0.0173144,0.0569585,0.042957,0,0,0,0
72,0,0,0,0,0.0287776,0.061123,0,0,0,0.0422454,0,0.0205785,0.0498073,0,0,0.0196833,0,0,0.0441244,0.0552212,0.0412749,0.0325654,0.021306,0.0588893,0.0379988,0.054402,0.0698492,0.0539592,0.026339,0.0612682,0.0649841,0.0383641,0.0393303,0.0181155,0.0371686,0.0161696,0.0134273,0.0262196,0,0.0276202,0.057483,0.0465915,0,0,0.0199034,0,0,0.0243409,0.0744299,0.0111399,0.0285784,0.0361222,0.0464497,0.0318819,0.0276291,0.05573,0.0591224,0.0335054,0,0.015105,0.0100962,0.0770198,0.00945711,0.0384534,0.00636571,0.0176887,0.0574121,0.0425799,0,0,0,0
73,0,0,0,0,0.0287931,0.06116,0,0,0,0.0437585,0,0.019975,0.050053,0,0,0.018917,0,0,0.0445116,0.0551531,0.0417391,0.032653,0.0213387,0.0580329,0.0378953,0.0534503,0.0695017,0.0544502,0.0259048,0.0620572,0.06578,0.0388432,0.0399145,0.0195308,0.0373433,0.0151582,0.0137895,0.027356,0,0.0272043,0.0578439,0.0465698,0,0,0.0196615,0,0,0.024354,0.0744917,0.0117137,0.0286205,0.0371427,0.0458526,0.0316928,0.0272644,0.0554668,0.0591996,0.033526,0,0.0148747,0.0100335,0.076389,0.0089483,0.0386265,0.0063758,0.0177327,0.0572684,0.0425846,0,0,0,0
74,0,0,0,0,0.0288159,0.0611416,0,0,0,0.0443808,0,0.0197418,0.0499395,0,0,0.0183107,0,0,0.0447288,0.0551863,0.041932,0.0328039,0.0215283,0.0575034,0.0375796,0.0531968,0.0693148,0.0543719,0.0257222,0.0623376,0.0661212,0.0392412,0.0400511,0.0202004,0.037623,0.0145455,0.0141443,0.0278949,0,0.0271044,0.0581809,0.0466203,0,0,0.0193968,0,0,0.0243378,0.0746343,0.0121541,0.0286085,0.0373586,0.045496,0.0315954,0.0269955,0.0550768,0.0590069,0.0333896,0,0.0148129,0.00994232,0.0749219,0.00893005,0.0388186,0.00638603,0.0177104,0.0570182,0.0426446,0,0,0,0
75,0,0,0,0,0.028902,0.0610789,0,0,0,0.0440963,0,0.0198057,0.0496758,0,0,0.0178895,0,0,0.0447734,0.0553251,0.0419323,0.0329279,0.021834,0.057266,0.0371201,0.0536944,0.0693706,0.0537939,0.0259472,0.0620017,0.0657349,0.0392237,0.0397961,0.0200995,0.0378086,0.0141474,0.0144539,0.0284852,0,0.0269474,0.0586508,0.0467444,0,0,0.0190947,0,0,0.0242882,0.0747125,0.0127224,0.0286203,0.0373841,0.0453341,0.0313516,0.0268313,0.0548504,0.0587263,0.0332885,0,0.0150814,0.00974163,0.074655,0.00900238,0.0389912,0.00632903,0.0176532,0.0567671,0.0426771,0,0,0,0
